villageid,snow,sow2,sow3,sow4,villagename,sow1,group,insuredpig,pig,sow0,edu_vil,male_vil,age_vil,goat,house_val,land,subsidy,town_loc,surname_vil,pop_regist,pop_migout,no_xnh,townid,towndummy1,towndummy2,towndummy3,towndummy4,towndummy5,towndummy6,towndummy7,towndummy8,towndummy9,towndummy10,towndummy11,towndummy12,towndummy13,towndummy14,towndummy15,towndummy16,towndummy17,towndummy18,towndummy19,towndummy20,towndummy21,towndummy22,towndummy23,towndummy24,towndummy25,towndummy26,snow_insured,groupd1,groupd2,groupd3,lhouse_val,snow_groupd2,snow_groupd3
100220.0,0.0,1.0,4.0,6.0,Ô£Ãñ´å,1.0,3,1,110,0,5.051724,0.5275862,31.65862,0.0,38064.516,2.1051612,149.0,0.0,3.0,564.0,76.0,446.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.547064,0.0,0.0
100224.0,0.0,2.0,2.0,2.0,,,1,7,166,1,4.8969073,0.51804125,30.585052,0.0,15235.849,4.25,100.0,0.0,4.0,385.0,44.0,304.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.631472,0.0,0.0
100229.0,0.0,1.0,1.0,2.0,Ðñ»ª´å,2.0,2,1,11,0,6.980151,0.4763705,30.161625,0.0,95559.84,0.06949807,9.0,0.0,5.0,915.0,31.0,644.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,11.467519,0.0,0.0
100230.0,0.0,2.0,2.0,3.0,,,1,0,236,10,6.067974,0.5163399,30.15425,0.0,100387.41,0.39878935,406.0,0.0,6.0,952.0,69.0,927.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,11.516802,0.0,0.0
100231.0,0.0,4.0,4.0,2.0,,,3,0,16,1,7.3227344,0.49761525,33.08426,0.0,120603.445,0.18045977,33.0,0.0,2.0,691.0,153.0,426.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.700272,0.0,0.0
100232.0,1.0,18.0,27.0,42.0,,,2,15,379,0,6.3211007,0.5489297,34.117737,0.0,18774.04,4.768269,201.0,0.0,5.0,901.0,269.0,558.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,1,0,9.840283,1.0,0.0
100234.0,0.0,12.0,21.0,25.0,,,3,9,394,1,5.3422656,0.5615103,31.744215,0.0,14449.541,4.7848625,212.0,0.0,6.0,876.0,111.0,603.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.578487,0.0,0.0
100235.0,0.0,20.0,27.0,33.0,,,3,18,625,14,5.803752,0.54834056,32.60606,0.0,23223.35,4.3878174,187.0,0.0,4.0,618.0,88.0,491.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.052957,0.0,0.0
100236.0,0.0,23.0,44.0,56.0,,,2,16,880,23,5.7587357,0.52246255,33.950085,0.0,25775.861,6.131609,174.0,0.0,4.0,816.0,218.0,419.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.157232,0.0,0.0
100238.0,1.0,29.0,36.0,42.0,½ðÆ½´å,29.0,1,24,525,28,5.187426,0.53499407,32.459076,5.0,22925.764,5.561572,222.0,0.0,9.0,1100.0,257.0,548.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,0,0,10.04006,0.0,0.0
100239.0,0.0,11.0,14.0,15.0,Ç°Ê¤´å,10.0,1,8,407,12,6.006165,0.5265105,32.872997,87.0,30567.686,3.9746726,226.0,0.0,5.0,897.0,125.0,567.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.327731,0.0,0.0
100240.0,0.0,19.0,23.0,30.0,ÑÍ°Ó´åÈýºÏ´å,37.0,3,33,133,0,5.4665737,0.52785516,33.6922,0.0,20000.0,5.763483,176.0,0.0,6.0,850.0,119.0,717.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.903538,0.0,0.0
100241.0,1.0,42.0,71.0,80.0,´óÑß´å,39.0,3,37,550,49,5.6755247,0.53846157,31.353846,0.0,23388.889,7.455,178.0,0.0,7.0,847.0,294.0,540.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,1,10.06006,0.0,1.0
100243.0,0.0,20.0,32.0,32.0,,,3,0,383,0,5.4653463,0.4990099,32.170296,40.0,26772.727,6.619091,109.0,0.0,6.0,633.0,268.0,239.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.195176,0.0,0.0
100244.0,0.0,42.0,61.0,70.0,Ãñ·á´å,40.0,1,36,282,18,4.676876,0.5436447,31.07657,0.0,20062.893,4.6641507,157.0,0.0,5.0,709.0,246.0,495.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.906677,0.0,0.0
100246.0,0.0,52.0,76.0,95.0,,,3,40,365,41,4.8593383,0.52718675,28.322695,2.0,17094.24,5.2455497,188.0,0.0,7.0,988.0,132.0,432.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.746555,0.0,0.0
100247.0,0.0,47.0,52.0,54.0,Ê¯ÐÂ´å,47.0,3,42,264,17,5.987569,0.5593923,31.680939,5.0,12555.556,4.178889,180.0,0.0,5.0,931.0,237.0,234.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.437998,0.0,0.0
100248.0,0.0,36.0,59.0,64.0,ÐÂÃñ´å,33.0,2,28,281,17,5.7572384,0.55679286,33.05568,36.0,21666.666,6.5571427,123.0,0.0,4.0,513.0,62.0,255.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.983577,0.0,0.0
100249.0,0.0,12.0,12.0,12.0,½ð¹È´å,13.0,2,10,490,1,5.25,0.5105042,31.214285,0.0,14408.163,5.5216327,245.0,0.0,7.0,1194.0,250.0,693.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.57562,0.0,0.0
100250.0,0.0,21.0,26.0,29.0,ÐÂÑô´å,30.0,3,27,378,13,5.3411765,0.527451,32.20196,0.0,17532.895,7.0980263,140.0,0.0,3.0,661.0,194.0,436.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.771891,0.0,0.0
100252.0,0.0,24.0,39.0,43.0,ÃñÖ÷´å,25.0,2,22,428,4,6.4183517,0.5349922,33.511665,2.0,25113.637,7.4068184,170.0,0.0,3.0,705.0,125.0,580.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.1312065,0.0,0.0
100253.0,1.0,27.0,30.0,30.0,´ò°Ó´å,27.0,3,25,281,6,5.169297,0.5652798,32.302727,1.0,18380.953,3.754762,209.0,0.0,4.0,779.0,73.0,443.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,1,9.819124,0.0,1.0
100254.0,0.0,28.0,27.0,27.0,,,3,18,459,6,5.490361,0.5493976,34.46265,0.0,18406.113,5.6550217,152.0,0.0,4.0,533.0,119.0,507.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.820493,0.0,0.0
101001.0,0.0,,,,,,3,0,0,0,8.64712,0.5089005,34.361256,,99865.9,0.0,3.0,0.0,6.0,1522.0,255.0,0.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.511594,0.0,0.0
101002.0,0.0,,,,,,3,0,1,0,8.216765,0.5029636,35.85944,0.0,75211.73,0.050162867,99.0,1.0,9.0,1549.0,381.0,58.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.228076,0.0,0.0
101003.0,0.0,,,,,,3,0,999,14,7.45664,0.5,36.317074,,101137.26,0.0,3.0,0.0,6.0,1239.0,228.0,0.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.524243,0.0,0.0
101202.0,0.0,,,,Ä¹Ïé´åÎ¯»á,15.0,1,26,430,15,6.0361843,0.53125,33.199837,92.0,16027.19,4.2042294,325.0,0.0,11.0,1577.0,421.0,654.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.682104,0.0,0.0
101203.0,0.0,,,,Ê¯×®´åÎ¯»á,36.0,1,36,577,46,5.9266467,0.55688626,33.435627,0.0,16684.783,5.170109,182.0,0.0,7.0,907.0,287.0,496.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.722312,0.0,0.0
101205.0,0.0,,,,ºóÕ¯´åÎ¯»á,36.0,3,36,386,24,5.541029,0.5368568,35.413074,0.0,20698.924,5.7360215,186.0,0.0,7.0,1014.0,354.0,504.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.937885,0.0,0.0
101206.0,0.0,,,,,,3,9,109,1,5.048077,0.5448718,33.73077,5.0,9117.647,5.2411766,83.0,0.0,3.0,411.0,84.0,205.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.118076,0.0,0.0
101207.0,0.0,,,,ÎåÁú´åÎ¯»á,6.0,2,6,127,6,6.1203704,0.5648148,32.819443,0.0,11911.765,3.7362745,102.0,0.0,5.0,639.0,190.0,291.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.3853655,0.0,0.0
101208.0,0.0,,,,°ËÕ¯´åÎ¯»á,58.0,3,58,424,30,5.83984,0.5105105,33.38939,1.0,21959.459,5.5792794,204.0,0.0,7.0,1257.0,323.0,743.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.996999,0.0,0.0
101212.0,0.0,,,,»ÆÍÁ¿²´åÎ¯»á,84.0,3,84,474,47,6.3561983,0.5214876,33.390083,0.0,33904.11,2.5068493,230.0,0.0,10.0,1286.0,216.0,739.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.431321,0.0,0.0
101214.0,0.0,,,,ÀÏ³¡´åÎ¯»á,22.0,1,22,554,25,6.1408453,0.52769953,33.98216,0.0,22243.816,3.2904594,276.0,0.0,7.0,1477.0,362.0,615.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.009864,0.0,0.0
101215.0,0.0,,,,ºì×©´åÎ¯»á,64.0,1,15,568,36,6.5499473,0.5005258,33.365932,2.0,18605.578,3.3629482,238.0,0.0,6.0,1122.0,162.0,596.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.83127,0.0,0.0
101216.0,0.0,,,,²Ö¿â´åÎ¯»á,16.0,3,16,224,14,6.213563,0.5202429,32.736843,0.0,27378.277,1.5161048,240.0,0.0,6.0,1143.0,149.0,504.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.217542,0.0,0.0
101217.0,1.0,,,,¶¸Ì²´åÎ¯»á,28.0,3,28,521,5,5.6519885,0.53267044,33.519176,0.0,27220.496,3.7568324,313.0,0.0,8.0,1808.0,244.0,592.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,1,10.211762,0.0,1.0
101218.0,0.0,,,,ºì¹â´åÎ¯»á,48.0,2,48,422,27,6.276407,0.51332676,34.04245,7.0,16781.377,3.6129556,245.0,0.0,8.0,1438.0,431.0,724.0,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.728085,0.0,0.0
102001.0,0.0,,,,,,2,0,999,14,9.331491,0.5348066,33.44199,,102205.88,0.0,1.0,1.0,1.0,1125.0,11.0,37.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,11.534755,0.0,0.0
102002.0,0.0,,,,¹âÃ÷Â·¾ÓÎ¯»á,8.0,2,0,0,0,8.377623,0.54095906,32.423576,,72010.016,0.0,14.0,0.0,1.0,2027.0,247.0,5.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,11.184574,0.0,0.0
102003.0,0.0,,,,½â·ÅÂ·¾ÓÎ¯»á,3.0,3,0,999,14,7.3882504,0.5300128,34.739464,,53397.438,0.0,6.0,0.0,1.0,697.0,75.0,83.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.885537,0.0,0.0
102201.0,0.0,,,,ÆºÉÏ´åÎ¯»á,65.0,3,138,942,123,6.3986154,0.5361029,30.4817,69.0,76823.53,2.8466666,168.0,0.0,5.0,1136.0,95.0,773.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.249279,0.0,0.0
102203.0,0.0,,,,¹¤Å©´åÎ¯»á,7.0,3,7,123,4,6.09633,0.48279816,31.338303,0.0,40141.13,1.2241936,104.0,0.0,4.0,877.0,95.0,709.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.600182,0.0,0.0
102204.0,0.0,,,,ÁÙ½­´åÎ¯»á,29.0,1,28,325,12,5.8225226,0.518018,31.564865,4.0,29867.11,1.317608,289.0,0.0,4.0,1275.0,157.0,746.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.304546,0.0,0.0
102205.0,0.0,,,,¶«·ç´åÎ¯»á,20.0,1,12,418,8,6.118952,0.5080645,30.984879,2.0,42209.3,2.825969,233.0,0.0,5.0,1122.0,105.0,640.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.650419,0.0,0.0
102206.0,0.0,,,,ÈºÁ¦´åÎ¯»á,42.0,3,15,152,3,6.0185676,0.5291777,31.469496,10.0,13092.783,1.9283506,191.0,0.0,4.0,934.0,253.0,481.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.479893,0.0,0.0
102209.0,0.0,,,,ÀûÈº´åÎ¯»á,4.0,1,6,156,0,6.365915,0.5263158,34.30075,157.0,11320.755,6.735849,100.0,0.0,3.0,486.0,33.0,233.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.334481,0.0,0.0
102211.0,0.0,,,,ÌìÐÇ´åÎ¯»á,13.0,1,11,223,32,7.0501046,0.52400833,32.014614,51.0,16532.258,2.2451613,96.0,0.0,3.0,711.0,211.0,341.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.713129,0.0,0.0
102213.0,0.0,,,,Æº·á´åÎ¯»á,74.0,3,325,954,169,6.176791,0.53504676,32.02025,0.0,24715.568,2.7002993,306.0,0.0,7.0,1614.0,374.0,722.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.115229,0.0,0.0
102214.0,0.0,,,,ÐÂÃñ´åÎ¯»á,61.0,2,80,361,17,6.5663614,0.52059495,32.537758,0.0,10637.86,2.9312758,240.0,0.0,6.0,1238.0,355.0,573.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.272268,0.0,0.0
102215.0,0.0,,,,ºìÐÇ´åÎ¯»á,70.0,3,34,451,14,6.189618,0.52847874,32.366257,7.0,17519.895,2.3986738,367.0,0.0,6.0,1638.0,289.0,1039.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.77115,0.0,0.0
102216.0,0.0,,,,Í¬ÐÄ´åÎ¯»á,62.0,2,81,1338,69,6.1144304,0.5529876,32.3478,1.0,16728.395,1.7382716,449.0,0.0,7.0,2241.0,436.0,1125.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.724922,0.0,0.0
102217.0,0.0,,,,,,2,38,641,9,6.6208887,0.50721294,32.72533,3.0,32187.5,1.8439655,407.0,0.0,8.0,2140.0,329.0,1240.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.379365,0.0,0.0
102218.0,0.0,,,,Ë®¹µ´åÎ¯»á,37.0,3,23,513,18,5.841163,0.5257271,33.400448,0.0,17275.281,3.4016855,331.0,0.0,7.0,1528.0,385.0,843.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.75709,0.0,0.0
