"vtr_gen01","vtr_gen03","vtr_gen05","treated","four_weeks","two_weeks","three_days","control","democrat","republican","unenrolled","other_party","age","age_squared","contacted_4weeks","contacted_2weeks","contacted_3days","vote_prop","use","id"
1,1,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,18195
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,4604
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,5229
1,1,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,12668
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,3988
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,8000
0,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.683966279029846,0,4133
0,1,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.254888504743576,0,5788
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,12977
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.877676427364349,0,2878
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,10790
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,14952
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,4231
0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.436241388320923,0,8493
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,13165
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,11032
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,5810
0,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.683966279029846,0,5485
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,2458
1,0,0,1,0,1,0,0,0,1,0,0,,,0,1,0,0.510150074958801,0,4329
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,3688
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,4340
1,1,1,1,0,0,1,0,0,1,0,0,,,0,0,1,0.951756477355957,0,3618
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,16908
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,13961
1,1,0,0,0,0,1,0,0,1,0,0,,,0,0,0,0.951756477355957,0,6973
1,1,0,1,0,0,1,0,0,1,0,0,,,0,0,1,0.951756477355957,0,4713
1,1,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,8734
0,0,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.254888504743576,0,17913
1,1,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,19587
1,1,1,1,0,1,0,0,0,1,0,0,,,0,1,0,0.951756477355957,0,17612
1,0,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,2632
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,8419
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.479194313287735,0,950
1,1,0,0,0,0,1,0,0,1,0,0,,,0,0,0,0.877676427364349,0,11483
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,17418
1,1,1,1,1,0,0,0,0,1,0,0,,,1,0,0,0.951756477355957,0,15368
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,10432
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,16949
1,1,0,1,1,0,0,0,1,0,0,0,,,1,0,0,0.951756477355957,0,2848
1,1,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,2310
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,16091
1,1,1,1,0,0,1,0,0,1,0,0,,,0,0,1,0.951756477355957,0,8251
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,3805
1,1,1,1,1,0,0,0,0,1,0,0,,,1,0,0,0.951756477355957,0,1272
1,0,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.510150074958801,0,2795
1,0,0,0,0,0,1,0,0,1,0,0,205.100692749023,42066.28125,0,0,0,0.951756477355957,0,3301
1,1,1,0,0,0,0,1,0,1,0,0,205.100692749023,42066.28125,0,0,0,0.951756477355957,0,4759
1,1,1,0,0,0,0,1,0,0,1,0,205.100692749023,42066.28125,0,0,0,0.877676427364349,0,4774
0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.108324803411961,0,6727
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,11528
0,0,0,0,0,1,0,0,0,1,0,0,,,0,0,0,0.108324803411961,0,9446
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,3378
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,11142
1,1,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,18698
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,11372
0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.108324803411961,0,5079
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,2851
1,0,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.877676427364349,0,7038
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.877676427364349,0,15027
0,0,0,1,0,1,0,0,0,1,0,0,205.100692749023,42066.28125,0,1,0,0.683966279029846,0,9693
1,1,1,0,0,0,0,1,1,0,0,0,205.100692749023,42066.28125,0,0,0,0.951756477355957,0,7645
1,0,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.877676427364349,0,7064
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.861222505569458,0,9951
1,1,0,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,6328
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,8829
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,5093
1,0,0,0,0,0,0,1,0,1,0,0,205.100692749023,42066.28125,0,0,0,0.951756477355957,0,10083
1,1,1,1,1,0,0,0,0,1,0,0,,,1,0,0,0.877676427364349,0,7804
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,13843
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,4003
1,1,1,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,5184
1,1,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0.951756477355957,0,11383
1,1,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.951756477355957,0,10841
0,1,0,1,1,0,0,0,0,1,0,0,,,1,0,0,0.683966279029846,0,5560
1,1,1,1,0,1,0,0,0,1,0,0,,,0,1,0,0.951756477355957,0,10546
0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0.254888504743576,0,14352
