year,cc,qxfemale,invertedplc,exfemale,qxmale,exmale,country,rgdpe,pop,hc,rpcgdp,qxall
1980.0,CAN,0.07433,1.63492,18.74,0.14618,14.49,Canada,541995.0,24.5163,2.96584,22107.6,0.11025499999999999
1981.0,CAN,0.07369,1.61843,19.0,0.14272,14.67,Canada,555764.0,24.7698,2.95921,22437.1,0.10820500000000001
1982.0,CAN,0.0734,1.78678,18.9,0.14245,14.61,Canada,534759.0,25.016,2.9526,21376.7,0.107925
1983.0,CAN,0.0724,1.70721,19.07,0.13909,14.78,Canada,555292.0,25.267,2.946,21977.0,0.105745
1984.0,CAN,0.06991,1.78247,19.22,0.13456,14.92,Canada,592087.0,25.5389,2.93942,23183.8,0.102235
1985.0,CAN,0.06969,1.78125,19.17,0.1349,14.84,Canada,624416.0,25.8426,2.93285,24162.3,0.102295
1986.0,CAN,0.06881,1.76805,19.14,0.13215,14.96,Canada,639136.0,26.1831,2.94886,24410.2,0.10047999999999999
1987.0,CAN,0.06721,1.82305,19.37,0.12999,15.12,Canada,678183.0,26.5545,2.96496,25539.3,0.0986
1988.0,CAN,0.06567,2.02775,19.37,0.12839,15.05,Canada,721658.0,26.9434,2.98115,26784.2,0.09703
1989.0,CAN,0.06467,2.15741,19.55,0.12467,15.28,Canada,749598.0,27.3303,2.99742,27427.4,0.09467
1990.0,CAN,0.06357,2.01215,19.67,0.11928,15.53,Canada,747162.0,27.7009,3.01378,26972.5,0.091425
1991.0,CAN,0.06427,1.96993,19.7,0.1193,15.57,Canada,727636.0,28.0517,3.02931,25939.1,0.091785
1992.0,CAN,0.06067,1.92764,19.93,0.11355,15.77,Canada,733278.0,28.3862,3.04491,25832.2,0.08710999999999999
1993.0,CAN,0.06284,1.96993,19.7,0.11571,15.65,Canada,751492.0,28.7045,3.0606,26180.3,0.089275
1994.0,CAN,0.06229,1.94697,19.77,0.11298,15.81,Canada,795094.0,29.009,3.07636,27408.5,0.08763499999999999
1995.0,CAN,0.06194,1.98135,19.81,0.11164,15.86,Canada,832579.0,29.3021,3.09221,28413.6,0.08679
1996.0,CAN,0.06078,2.05708,19.86,0.1091,15.98,Canada,851837.0,29.5822,3.10282,28795.6,0.08494
1997.0,CAN,0.05962,2.16279,19.88,0.10613,16.1,Canada,891291.0,29.8502,3.11347,29858.7,0.082875
1998.0,CAN,0.05863,2.23001,19.99,0.10443,16.17,Canada,911957.0,30.114,3.12415,30283.5,0.08152999999999999
1999.0,CAN,0.05724,2.28535,20.16,0.10026,16.36,Canada,968345.0,30.3838,3.13487,31870.4,0.07875
2000.0,CAN,0.05573,2.41844,20.32,0.09609,16.74,Canada,1000000.0,30.6674,3.14562,33487.4,0.07591
2001.0,CAN,0.05621,2.35685,20.43,0.09233,16.99,Canada,1000000.0,30.9672,3.19292,33078.2,0.07427
2002.0,CAN,0.0549,2.27714,20.5,0.092,17.12,Canada,1000000.0,31.2817,3.24093,32962.7,0.07345
2003.0,CAN,0.05366,2.26263,20.67,0.08703,17.3,Canada,1100000.0,31.6086,3.28966,33608.5,0.07034499999999999
2004.0,CAN,0.05249,2.31234,20.84,0.08517,17.6,Canada,1100000.0,31.9436,3.33913,34543.4,0.06883
2005.0,CAN,0.05086,2.37552,20.94,0.08333,17.78,Canada,1100000.0,32.2834,3.38933,35404.4,0.067095
2006.0,CAN,0.05032,2.45985,21.25,0.07916,18.14,Canada,1200000.0,32.628,3.38726,35551.4,0.06473999999999999
2007.0,CAN,0.05022,2.43678,21.25,0.08021,18.17,Canada,1200000.0,32.9773,3.38519,35706.9,0.065215
2008.0,CAN,0.04923,2.35318,21.4,0.07736,18.34,Canada,1200000.0,33.328,3.38312,35577.4,0.063295
2009.0,CAN,0.04643,2.22549,21.68,0.07653,18.61,Canada,1100000.0,33.6754,3.38105,33015.7,0.06148
1950.0,CHE,0.12733,2.1325,14.26,0.17245,12.62,Switzerland,55772.0,4.62069,2.39801,12070.0,0.14989
1951.0,CHE,0.12814,2.1325,13.99,0.18065,12.23,Switzerland,59265.5,4.67483,2.40392,12677.6,0.154395
1952.0,CHE,0.11992,2.1325,14.48,0.17098,12.67,Switzerland,60292.7,4.7398,2.40985,12720.5,0.14545
1953.0,CHE,0.12203,2.11857,14.27,0.17544,12.48,Switzerland,63432.5,4.80182,2.41579,13210.1,0.148735
1954.0,CHE,0.11862,2.11857,14.54,0.17645,12.64,Switzerland,67351.2,4.85202,2.42174,13881.1,0.147535
1955.0,CHE,0.11824,2.08578,14.49,0.17307,12.63,Switzerland,71866.1,4.90222,2.42771,14659.9,0.145655
1956.0,CHE,0.11654,2.08578,14.41,0.17163,12.52,Switzerland,76184.3,4.96621,2.43237,15340.5,0.14408500000000002
1957.0,CHE,0.11497,2.06157,14.76,0.17635,12.61,Switzerland,78702.3,5.04594,2.43703,15597.1,0.14566
1958.0,CHE,0.10732,2.06157,15.15,0.16471,13.12,Switzerland,77463.2,5.1178,2.4417,15136.0,0.136015
1959.0,CHE,0.10153,2.0917,15.29,0.16244,13.11,Switzerland,83066.7,5.17687,2.44638,16045.8,0.131985
1960.0,CHE,0.10416,2.0917,15.09,0.16821,12.9,Switzerland,90022.3,5.27826,2.45107,17055.3,0.136185
1961.0,CHE,0.09827,2.0929,15.66,0.16239,13.19,Switzerland,97513.9,5.42592,2.47895,17971.9,0.13033
1962.0,CHE,0.10369,2.0929,15.19,0.17118,12.77,Switzerland,102649.0,5.57751,2.50715,18404.1,0.137435
1963.0,CHE,0.10056,2.09529,15.11,0.1763,12.53,Switzerland,107786.0,5.69859,2.53567,18914.5,0.13843
1964.0,CHE,0.09763,2.09529,15.73,0.16803,13.14,Switzerland,114406.0,5.79506,2.56303,19742.0,0.13283
1965.0,CHE,0.09749,2.06383,15.59,0.17298,12.83,Switzerland,118113.0,5.85018,2.58262,20189.6,0.135235
1966.0,CHE,0.09767,2.06383,15.64,0.16682,13.03,Switzerland,121509.0,5.90236,2.60269,20586.5,0.132245
1967.0,CHE,0.09086,2.07411,16.02,0.16882,13.16,Switzerland,126144.0,5.96831,2.62292,21135.6,0.12984
1968.0,CHE,0.08882,2.07411,15.88,0.16566,13.0,Switzerland,131431.0,6.03623,2.6433,21773.7,0.12724
1969.0,CHE,0.09498,2.0917,15.95,0.16821,13.03,Switzerland,138250.0,6.11498,2.66385,22608.5,0.131595
1970.0,CHE,0.08515,2.0917,16.25,0.16147,13.3,Switzerland,145954.0,6.16912,2.68455,23658.7,0.12331
1971.0,CHE,0.08271,2.10619,16.38,0.16075,13.31,Switzerland,153336.0,6.22139,2.71301,24646.6,0.12173
1972.0,CHE,0.07886,2.10619,16.73,0.15554,13.6,Switzerland,159632.0,6.26987,2.74178,25460.2,0.1172
1973.0,CHE,0.07829,2.0627,16.76,0.15093,13.68,Switzerland,163847.0,6.31123,2.77085,25961.1,0.11461
1974.0,CHE,0.07444,2.0627,17.18,0.15135,13.72,Switzerland,163976.0,6.34082,2.80023,25860.3,0.11289500000000001
1975.0,CHE,0.07355,1.93809,17.46,0.15019,13.91,Switzerland,152103.0,6.35595,2.82993,23930.8,0.11187
1976.0,CHE,0.07209,1.93809,17.48,0.14582,13.88,Switzerland,152097.0,6.35501,2.86152,23933.4,0.108955
1977.0,CHE,0.06672,1.91912,17.95,0.14605,14.17,Switzerland,154144.0,6.34098,2.89346,24309.2,0.10638500000000001
1978.0,CHE,0.06822,1.91912,17.88,0.14189,14.09,Switzerland,159432.0,6.32134,2.92576,25221.3,0.105055
1979.0,CHE,0.0649,1.90662,18.13,0.13792,14.33,Switzerland,162702.0,6.30633,2.95842,25799.8,0.10141
1980.0,CHE,0.065,1.90662,18.07,0.13732,14.29,Switzerland,167556.0,6.30335,2.99144,26582.0,0.10116
1981.0,CHE,0.06133,1.95147,18.22,0.13486,14.34,Switzerland,168038.0,6.31553,2.9718,26607.2,0.098095
1982.0,CHE,0.05916,1.95147,18.47,0.13009,14.63,Switzerland,168204.0,6.3411,2.95229,26526.1,0.094625
1983.0,CHE,0.05903,1.97943,18.45,0.13138,14.53,Switzerland,170268.0,6.37651,2.9329,26702.4,0.095205
1984.0,CHE,0.05732,1.97943,18.97,0.12616,14.96,Switzerland,176737.0,6.41599,2.91365,27546.4,0.09174
1985.0,CHE,0.05926,2.18765,19.01,0.13004,14.89,Switzerland,180512.0,6.45538,2.89452,27963.1,0.09465
1986.0,CHE,0.05572,2.18765,19.1,0.12928,15.02,Switzerland,190170.0,6.4931,2.88835,29287.9,0.0925
1987.0,CHE,0.05655,2.04275,19.35,0.12368,15.25,Switzerland,194978.0,6.53078,2.88219,29855.2,0.090115
1988.0,CHE,0.05613,2.04275,19.46,0.12062,15.3,Switzerland,200109.0,6.57106,2.87605,30453.0,0.08837500000000001
1989.0,CHE,0.05325,2.14679,19.67,0.11679,15.44,Switzerland,207944.0,6.61793,2.86993,31421.3,0.08502
1990.0,CHE,0.05194,2.14679,19.42,0.11831,15.26,Switzerland,217356.0,6.67374,2.86381,32568.9,0.085125
1991.0,CHE,0.0524,2.08696,19.74,0.11442,15.54,Switzerland,216031.0,6.7401,2.86043,32051.6,0.08341
1992.0,CHE,0.05116,2.08696,19.91,0.11138,15.73,Switzerland,214137.0,6.8147,2.85706,31422.8,0.08127000000000001
1993.0,CHE,0.0498,2.10619,20.03,0.11132,15.8,Switzerland,216794.0,6.89127,2.85369,31459.2,0.08055999999999999
1994.0,CHE,0.0511,2.10619,20.21,0.10513,16.06,Switzerland,223214.0,6.96123,2.85032,32065.3,0.078115
1995.0,CHE,0.0486,2.08696,20.16,0.10411,16.09,Switzerland,225699.0,7.0187,2.84696,32156.8,0.07635499999999999
1996.0,CHE,0.04586,2.16414,20.26,0.09836,16.33,Switzerland,229212.0,7.06096,2.84641,32461.9,0.07211000000000001
1997.0,CHE,0.04718,2.19048,20.32,0.09694,16.5,Switzerland,242927.0,7.09048,2.84586,34261.0,0.07206
1998.0,CHE,0.0427,2.21065,20.56,0.09078,16.56,Switzerland,253499.0,7.11295,2.84531,35639.1,0.06674
1999.0,CHE,0.04435,2.44092,20.58,0.08831,16.77,Switzerland,256488.0,7.13674,2.84476,35939.1,0.06633
2000.0,CHE,0.04378,2.37174,20.7,0.08968,16.94,Switzerland,265086.0,7.16791,2.84421,36982.3,0.06673
2001.0,CHE,0.04208,2.42248,20.99,0.08675,17.19,Switzerland,265451.0,7.20799,2.84865,36827.4,0.064415
2002.0,CHE,0.04038,2.24224,20.99,0.07938,17.44,Switzerland,267097.0,7.25497,2.85309,36815.7,0.05988
2003.0,CHE,0.0411,2.33869,20.9,0.08035,17.45,Switzerland,261129.0,7.30708,2.85754,35736.4,0.060725
2004.0,CHE,0.04028,2.3624,21.32,0.07683,17.97,Switzerland,268535.0,7.36123,2.86199,36479.7,0.058554999999999996
2005.0,CHE,0.03847,2.32979,21.47,0.0745,17.97,Switzerland,272983.0,7.41501,2.86646,36814.9,0.056484999999999994
2006.0,CHE,0.03826,2.36612,21.66,0.06924,18.26,Switzerland,292140.0,7.46835,2.87645,39117.0,0.05375
2007.0,CHE,0.03796,2.45349,21.73,0.07142,18.37,Switzerland,319229.0,7.52161,2.88649,42441.5,0.05469
2008.0,CHE,0.03737,2.42857,21.83,0.06986,18.61,Switzerland,335691.0,7.5732,2.89656,44326.1,0.053615
2009.0,CHE,0.03803,2.41643,21.78,0.06653,18.68,Switzerland,323869.0,7.62121,2.90666,42495.7,0.05228000000000001
1950.0,DNK,0.1259,2.0142,14.07,0.14025,13.55,Denmark,35896.7,4.27095,2.37503,8404.84,0.133075
1951.0,DNK,0.12014,2.0101,14.43,0.13597,13.94,Denmark,34506.9,4.30357,2.38387,8018.19,0.128055
1952.0,DNK,0.11454,1.96712,14.47,0.14124,13.7,Denmark,35833.1,4.33395,2.39275,8267.99,0.12789
1953.0,DNK,0.11807,1.96525,14.43,0.13507,13.88,Denmark,38375.1,4.36923,2.40165,8783.03,0.12657
1954.0,DNK,0.11677,1.93545,14.54,0.13921,13.79,Denmark,39804.7,4.40595,2.41059,9034.31,0.12799
1955.0,DNK,0.1102,2.01523,15.11,0.14405,13.95,Denmark,39834.7,4.43895,2.41956,8973.91,0.12712500000000002
1956.0,DNK,0.10536,1.95694,15.17,0.14188,13.98,Denmark,40760.2,4.46642,2.4298,9125.91,0.12362000000000001
1957.0,DNK,0.11053,1.89127,14.88,0.14845,13.68,Denmark,42482.5,4.48778,2.44007,9466.25,0.12949
1958.0,DNK,0.10703,1.90498,15.11,0.14243,13.76,Denmark,43752.2,4.51508,2.45039,9690.23,0.12473000000000001
1959.0,DNK,0.10273,1.89606,15.14,0.13936,13.93,Denmark,47957.3,4.54659,2.46075,10548.0,0.12104500000000001
1960.0,DNK,0.10131,1.89767,15.1,0.14794,13.63,Denmark,50617.6,4.58095,2.47116,11049.6,0.12462499999999999
1961.0,DNK,0.09947,1.86655,15.4,0.14732,13.79,Denmark,53775.4,4.60977,2.49142,11665.5,0.123395
1962.0,DNK,0.10268,1.815,15.27,0.15209,13.51,Denmark,56848.7,4.64685,2.51184,12233.8,0.127385
1963.0,DNK,0.10278,1.79302,15.41,0.15339,13.57,Denmark,58000.6,4.68353,2.53243,12383.9,0.128085
1964.0,DNK,0.1009,1.8071,15.46,0.15723,13.44,Denmark,63111.2,4.72012,2.55319,13370.7,0.129065
1965.0,DNK,0.10056,1.75758,15.5,0.15895,13.4,Denmark,66165.6,4.75805,2.56949,13906.0,0.129755
1966.0,DNK,0.10101,1.70126,15.41,0.16031,13.17,Denmark,68304.2,4.79745,2.58851,14237.6,0.13066
1967.0,DNK,0.09581,1.70126,15.91,0.1624,13.47,Denmark,72221.8,4.83875,2.60767,14925.7,0.129105
1968.0,DNK,0.09208,1.70126,16.24,0.15955,13.66,Denmark,76279.8,4.86725,2.62697,15672.0,0.125815
1969.0,DNK,0.09448,1.70126,16.36,0.16066,13.6,Denmark,82098.9,4.89063,2.64641,16786.9,0.12757
1970.0,DNK,0.09,1.70126,16.58,0.15544,13.77,Denmark,83681.2,4.9287,2.666,16978.3,0.12272
1971.0,DNK,0.08691,1.73638,16.86,0.15675,13.77,Denmark,85641.3,4.95908,2.67712,17269.6,0.12183
1972.0,DNK,0.09201,1.78003,16.68,0.16432,13.59,Denmark,89508.5,4.98781,2.68829,17945.5,0.128165
1973.0,DNK,0.08544,1.78003,17.01,0.16155,13.64,Denmark,94665.2,5.0145,2.6995,18878.3,0.123495
1974.0,DNK,0.08115,1.67659,17.02,0.15671,13.58,Denmark,90873.3,5.03875,2.71076,18034.9,0.11893
1975.0,DNK,0.08269,1.65445,17.33,0.15372,13.83,Denmark,90215.8,5.06023,2.72207,17828.4,0.118205
1976.0,DNK,0.08603,1.65445,16.98,0.15746,13.54,Denmark,96561.6,5.07901,2.73675,19011.9,0.12174499999999999
1977.0,DNK,0.07841,1.62893,17.75,0.14917,14.06,Denmark,98587.7,5.09513,2.75151,19349.4,0.11379
1978.0,DNK,0.08077,1.63131,17.57,0.1568,13.78,Denmark,101979.0,5.10815,2.76635,19964.0,0.118785
1979.0,DNK,0.07863,1.6605,17.57,0.15196,13.7,Denmark,105076.0,5.11751,2.78127,20532.6,0.11529500000000001
1980.0,DNK,0.08153,1.69204,17.55,0.15525,13.63,Denmark,103230.0,5.12303,2.79626,20150.2,0.11839
1981.0,DNK,0.08284,1.66313,17.6,0.15476,13.64,Denmark,98816.5,5.12455,2.82482,19283.0,0.1188
1982.0,DNK,0.07981,1.66534,17.83,0.14824,13.94,Denmark,99924.3,5.1227,2.85367,19506.2,0.11402500000000002
1983.0,DNK,0.08046,1.71073,17.74,0.15648,13.8,Denmark,100755.0,5.119,2.88281,19682.6,0.11847
1984.0,DNK,0.08443,1.72464,17.8,0.15032,13.93,Denmark,103391.0,5.11548,2.91224,20211.5,0.11737500000000001
1985.0,DNK,0.07942,1.69784,17.77,0.15521,13.85,Denmark,106083.0,5.1137,2.94198,20744.9,0.117315
1986.0,DNK,0.08536,1.68493,17.87,0.15077,14.0,Denmark,114398.0,5.11417,2.91728,22368.8,0.118065
1987.0,DNK,0.08285,1.70771,17.99,0.14926,14.15,Denmark,115484.0,5.11685,2.89278,22569.3,0.11605499999999999
1988.0,DNK,0.08889,1.65147,17.87,0.15187,14.1,Denmark,115449.0,5.1221,2.86849,22539.4,0.12038
1989.0,DNK,0.08643,1.68166,17.94,0.14908,14.18,Denmark,117207.0,5.13013,2.8444,22846.8,0.117755
1990.0,DNK,0.08537,1.63452,17.82,0.14864,13.99,Denmark,119935.0,5.14103,2.82052,23328.9,0.117005
