game,country,platform,dt,norm_users,norm_purch_users,norm_videos,purchsmooth,year,month,apple,google,post,window,userssmooth,postxapple,forpan,cgn
W1,DE,android,2021-04-22,1.1330669,1.2918565,0.951343,0.67159086,2021,4,0.0,1.0,0.0,1.0,1.1370468,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-23,1.1140237,0.7997893,0.93190634,0.7434557,2021,4,0.0,1.0,0.0,1.0,1.1375506,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-24,1.1129657,0.9149138,0.9002953,0.7379484,2021,4,0.0,1.0,0.0,1.0,1.134024,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-25,1.1267191,0.73429346,0.9405851,0.7713025,2021,4,0.0,1.0,0.0,1.0,1.1329157,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-26,1.1376513,0.50347203,0.93694174,0.77457863,2021,4,0.0,1.0,0.0,1.0,1.1277267,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-27,1.1351827,0.3924409,0.91105074,0.75837684,2021,4,0.0,1.0,0.0,1.0,1.1281297,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-28,1.1154343,0.57055557,0.96861,0.74255985,2021,4,0.0,1.0,0.0,1.0,1.1276764,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-29,1.1274245,0.79028285,0.96847725,0.7439031,2021,4,0.0,1.0,0.0,1.0,1.1250062,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-04-30,1.1217821,0.96445596,0.8679421,0.6722497,2021,4,0.0,1.0,0.0,1.0,1.1242002,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-01,1.1267191,0.90374583,1.0044253,0.6957735,2021,5,0.0,1.0,0.0,1.0,1.1253085,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-02,1.1478782,0.6098722,0.96536154,0.6941781,2021,5,0.0,1.0,0.0,1.0,1.1272733,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-03,1.1140237,0.22851123,0.61407644,0.67640364,2021,5,0.0,1.0,0.0,1.0,1.130296,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-04,0.9500411,0.33494198,0.7055465,0.6371235,2021,5,0.0,1.0,0.0,1.0,1.1269207,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-05,0.95392025,0.6004439,0.7263942,0.62890935,2021,5,0.0,1.0,0.0,1.0,1.1004719,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-06,0.975432,0.6524466,0.7310722,0.6331791,2021,5,0.0,1.0,0.0,1.0,1.0773984,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-07,1.004702,0.76012665,0.73511934,0.61348826,2021,5,0.0,1.0,0.0,1.0,1.0556852,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-08,1.027977,0.4952775,0.88457316,0.5842984,2021,5,0.0,1.0,0.0,1.0,1.0389595,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-09,1.0611261,0.65973216,0.87400556,0.5259457,2021,5,0.0,1.0,0.0,1.0,1.0248535,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-10,1.0942752,0.29079396,0.8288939,0.5330686,2021,5,0.0,1.0,0.0,1.0,1.0124604,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-11,1.1027389,0.46169937,0.8385402,0.5419661,2021,5,0.0,1.0,0.0,1.0,1.0096391,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-12,1.099565,0.34727404,0.88713986,0.5600743,2021,5,0.0,1.0,0.0,1.0,1.031453,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-13,1.1133184,0.914624,0.91504604,0.5239072,2021,5,0.0,1.0,0.0,1.0,1.0522594,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-14,1.0970964,1.0441663,0.91146845,0.5613611,2021,5,0.0,1.0,0.0,1.0,1.0719575,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-15,1.0963912,0.63851213,0.8606525,0.6019382,2021,5,0.0,1.0,0.0,1.0,1.0851567,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-16,1.1104972,0.5730922,0.88872993,0.6224003,2021,5,0.0,1.0,0.0,1.0,1.0949302,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-17,1.0992124,0.28948787,0.8342621,0.61002314,2021,5,0.0,1.0,0.0,1.0,1.1019832,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-18,1.1002704,0.3470514,0.9245605,0.6098366,2021,5,0.0,1.0,0.0,1.0,1.1026886,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-19,1.0872222,0.5268248,0.90308994,0.5934583,2021,5,0.0,1.0,0.0,1.0,1.1023359,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-20,1.094628,0.6976807,0.89304113,0.6191084,2021,5,0.0,1.0,0.0,1.0,1.1005726,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-21,1.0911014,0.5832797,0.9426509,0.58811647,2021,5,0.0,1.0,0.0,1.0,1.0979025,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-22,1.0847538,0.6453622,0.8418747,0.52227557,2021,5,0.0,1.0,0.0,1.0,1.0970461,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-23,1.0992124,0.9263612,0.946263,0.52325416,2021,5,0.0,1.0,0.0,1.0,1.0953836,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-24,1.0970964,0.4060647,1.0325167,0.5737211,2021,5,0.0,1.0,0.0,1.0,1.0937715,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-25,1.1062654,0.28764224,0.944036,0.59037495,2021,5,0.0,1.0,0.0,1.0,1.0934693,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-26,1.1048548,0.17280568,0.9378494,0.58188796,2021,5,0.0,1.0,0.0,1.0,1.0943257,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-27,1.1119078,0.45789215,0.9157962,0.5313138,2021,5,0.0,1.0,0.0,1.0,1.0968446,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-28,1.0699424,1.1301477,0.9885536,0.49705827,2021,5,0.0,1.0,0.0,1.0,1.0993131,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-29,1.0635947,0.7778739,0.90674543,0.57518226,2021,5,0.0,1.0,0.0,1.0,1.0962905,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-30,1.0745268,0.47382146,0.8703284,0.5941125,2021,5,0.0,1.0,0.0,1.0,1.0932677,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-05-31,1.0590101,0.24038193,0.5977415,0.52946395,2021,5,0.0,1.0,0.0,1.0,1.0897412,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-01,0.8971435,0.21281455,0.66747934,0.505795,2021,6,0.0,1.0,0.0,1.0,1.0843003,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-02,0.8812742,0.14443116,0.7189275,0.49510533,2021,6,0.0,1.0,0.0,1.0,1.0544257,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-03,0.9038439,0.63371074,0.70372534,0.49105182,2021,6,0.0,1.0,0.0,1.0,1.0224856,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-04,0.8777477,0.50754005,0.71921533,0.5161688,2021,6,0.0,1.0,0.0,1.0,0.9927622,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-05,0.92641354,0.48087823,0.6613386,0.4272248,2021,6,0.0,1.0,0.0,1.0,0.96530586,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-06,0.9881274,0.7084704,0.7105909,0.3847969,2021,6,0.0,1.0,0.0,1.0,0.9457085,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-07,1.0346773,0.36905262,0.8739422,0.41831815,2021,6,0.0,1.0,0.0,1.0,0.93336576,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-08,1.0575995,0.36105382,0.8240639,0.4366997,2021,6,0.0,1.0,0.0,1.0,0.9298896,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-09,1.0593629,0.4806038,0.87761503,0.4578767,2021,6,0.0,1.0,0.0,1.0,0.95281196,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-10,1.0470201,1.0333226,0.89828026,0.5059014,2021,6,0.0,1.0,0.0,1.0,0.9782532,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-11,1.0477253,1.032627,0.903776,0.56298876,2021,6,0.0,1.0,0.0,1.0,0.99870694,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-12,1.0336193,0.8620042,0.83155125,0.6380012,2021,6,0.0,1.0,0.0,1.0,1.0229894,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-13,1.019866,0.6240205,0.6016341,0.6924478,2021,6,0.0,1.0,0.0,1.0,1.0383046,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-14,0.89185375,0.4281536,0.6147883,0.6803835,2021,6,0.0,1.0,0.0,1.0,1.0428386,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-15,0.88585865,0.502893,0.6357268,0.6888265,2021,6,0.0,1.0,0.0,1.0,1.0224353,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-16,0.8999647,0.7071581,0.64977384,0.7090892,2021,6,0.0,1.0,0.0,1.0,0.99790084,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-17,0.9038439,1.1265969,0.69014364,0.7414541,2021,6,0.0,1.0,0.0,1.0,0.97512966,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-18,0.952157,1.3367907,0.6777672,0.75477904,2021,6,0.0,1.0,0.0,1.0,0.9546759,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-19,0.99941224,1.2099041,0.8759504,0.798231,2021,6,0.0,1.0,0.0,1.0,0.94102335,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-20,1.0583049,0.8418975,0.94185805,0.84793097,2021,6,0.0,1.0,0.0,1.0,0.9361366,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-21,1.0424356,0.61050993,0.93551517,0.8790563,2021,6,0.0,1.0,0.0,1.0,0.94162786,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-22,1.0505465,0.6057964,0.8847386,0.90510714,2021,6,0.0,1.0,0.0,1.0,0.9631396,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-23,1.0353826,0.7376025,0.79314554,0.9198077,2021,6,0.0,1.0,0.0,1.0,0.98666644,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-24,1.0382038,1.0420973,0.7167723,0.92415684,2021,6,0.0,1.0,0.0,1.0,1.0060118,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-25,1.0304455,1.3587502,0.7669169,0.9120855,2021,6,0.0,1.0,0.0,1.0,1.0252061,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-26,0.99835426,0.50997317,0.779984,0.9152226,2021,6,0.0,1.0,0.0,1.0,1.0363902,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-27,1.0452569,0.66974837,0.79089415,0.81523246,2021,6,0.0,1.0,0.0,1.0,1.036239,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-28,1.0156342,,0.51393926,0.7906397,2021,6,0.0,1.0,0.0,1.0,1.0343751,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-29,0.89538026,0.21323365,0.5816041,0.8206613,2021,6,0.0,1.0,0.0,1.0,1.0305462,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-06-30,0.88021624,0.939931,0.6163468,0.7552342,2021,6,0.0,1.0,0.0,1.0,1.0083797,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-01,0.88903254,1.2885368,0.63425606,0.7889556,2021,7,0.0,1.0,0.0,1.0,0.986213,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-02,0.9151287,1.1822485,0.6288076,0.8300289,2021,7,0.0,1.0,0.0,1.0,0.9649028,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-03,0.99059594,1.0921804,0.85261196,0.8006119,2021,7,0.0,1.0,0.0,1.0,0.948429,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-04,1.0315034,0.9871685,0.9038262,0.8976464,2021,7,0.0,1.0,0.0,1.0,0.9473207,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-05,1.0399671,0.4895673,0.88505673,0.9505498,2021,7,0.0,1.0,0.0,1.0,0.9453559,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-06,1.0480781,0.7286679,0.8897748,0.8846952,2021,7,0.0,1.0,0.0,1.0,0.94883204,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-07,1.0371459,0.9204356,0.8763617,0.9583286,2021,7,0.0,1.0,0.0,1.0,0.970646,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-08,1.0431409,2.4403887,0.8553751,0.9555436,2021,7,0.0,1.0,0.0,1.0,0.9930645,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-09,1.0318561,0.98683107,0.9131036,1.1200938,2021,7,0.0,1.0,0.0,1.0,1.01508,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-10,0.99623835,1.1498766,0.87950486,1.092177,2021,7,0.0,1.0,0.0,1.0,1.0317553,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-11,1.025861,0.93056077,1.0500692,1.1004194,2021,7,0.0,1.0,0.0,1.0,1.0325614,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-12,1.0216292,0.124588706,0.908391,1.0923326,2021,7,0.0,1.0,0.0,1.0,1.0317553,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-13,1.0480781,0.24288929,0.8849833,1.0401927,2021,7,0.0,1.0,0.0,1.0,1.0291356,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-14,1.0449041,0.36544058,0.8937883,0.9707958,2021,7,0.0,1.0,0.0,1.0,1.0291356,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-15,1.0230398,0.9953353,0.8947921,0.8915108,2021,7,0.0,1.0,0.0,1.0,1.030244,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-16,1.0032914,1.0783601,0.83186287,0.6850746,2021,7,0.0,1.0,0.0,1.0,1.0273724,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-17,0.9863641,0.9678231,0.8570928,0.69815016,2021,7,0.0,1.0,0.0,1.0,1.0232917,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-18,1.0131656,1.1306653,0.86310846,0.67214257,2021,7,0.0,1.0,0.0,1.0,1.0218811,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-19,0.9881274,0.322032,0.5259358,0.7007289,2021,7,0.0,1.0,0.0,1.0,1.0200675,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-20,0.88444805,0.35978216,0.6321524,0.72893506,2021,7,0.0,1.0,0.0,1.0,1.0152814,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-21,0.8798636,1.0849704,0.6261641,0.7456341,2021,7,0.0,1.0,0.0,1.0,0.9919058,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-22,0.907723,0.9815596,0.694515,0.848424,2021,7,0.0,1.0,0.0,1.0,0.9683286,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-23,0.9828376,1.48932,1.1586928,0.84645605,2021,7,0.0,1.0,0.0,1.0,0.95185477,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-24,0.9888327,1.0297674,1.2034287,0.90516466,2021,7,0.0,1.0,0.0,1.0,0.94893277,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-25,1.0304455,1.6675571,1.1703372,0.91401386,2021,7,0.0,1.0,0.0,1.0,0.94928545,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-26,1.012813,0.56552947,1.1482403,0.99071264,2021,7,0.0,1.0,0.0,1.0,0.951754,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-27,1.011755,0.69192547,1.1839852,1.025498,2021,7,0.0,1.0,0.0,1.0,0.9552805,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-28,1.0240978,1.1185955,1.212908,1.072947,2021,7,0.0,1.0,0.0,1.0,0.9734672,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-29,1.0223346,1.6185359,1.1546147,1.0777507,2021,7,0.0,1.0,0.0,1.0,0.9940721,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-30,1.0043494,2.2178144,1.1650379,1.1687473,2021,7,0.0,1.0,0.0,1.0,1.0104451,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-07-31,0.99059594,1.0921804,1.1416807,1.2728179,2021,7,0.0,1.0,0.0,1.0,1.0135182,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-01,1.0163394,1.3776087,1.1153576,1.281734,2021,8,0.0,1.0,0.0,1.0,1.0137701,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-02,1.0145762,1.0036384,1.204592,1.2403128,2021,8,0.0,1.0,0.0,1.0,1.011755,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-03,1.027977,1.3620131,1.1861254,1.3028998,2021,8,0.0,1.0,0.0,1.0,1.0120069,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-04,1.012813,0.8797125,1.1087736,1.3986266,2021,8,0.0,1.0,0.0,1.0,1.0143243,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-05,1.0163394,1.31499,1.1253897,1.3645005,2021,8,0.0,1.0,0.0,1.0,1.0127122,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-06,1.0043494,1.2039565,1.1514517,1.3211368,2021,8,0.0,1.0,0.0,1.0,1.0118557,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-07,0.9849535,0.64613944,1.113921,1.1762999,2021,8,0.0,1.0,0.0,1.0,1.0118557,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-08,1.0286822,0.4330707,1.1524704,1.1125798,2021,8,0.0,1.0,1.0,1.0,1.0110497,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-09,0.99553305,0.06392729,0.6164412,0.9776458,2021,8,0.0,1.0,1.0,1.0,1.012813,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-10,0.864347,0.22088952,0.70495427,0.8434014,2021,8,0.0,1.0,1.0,1.0,1.0100925,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-11,0.8731632,0.65597767,0.6625146,0.68038374,2021,8,0.0,1.0,1.0,1.0,0.9867168,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-12,0.87880564,0.9414397,0.63396,0.6484216,2021,8,0.0,1.0,1.0,1.0,0.96676683,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-13,0.9041965,0.7742333,0.66743404,0.59505725,2021,8,0.0,1.0,1.0,1.0,0.9471191,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-14,0.9479252,1.6113102,1.3317256,0.5336682,2021,8,0.0,1.0,1.0,1.0,0.9328116,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-15,0.98989064,1.6072919,1.4100925,0.6715498,2021,8,0.0,1.0,1.0,1.0,0.9275218,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-16,0.99976486,0.8275371,1.3872864,0.8392957,2021,8,0.0,1.0,1.0,1.0,0.9219802,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-17,1.0018808,1.2704452,1.4873403,0.9483828,2021,8,0.0,1.0,1.0,1.0,0.9225847,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-18,0.99623835,2.108107,1.4189291,1.0983193,2021,8,0.0,1.0,1.0,1.0,0.94223243,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-19,0.9877747,3.543617,1.3786544,1.3057663,2021,8,0.0,1.0,1.0,1.0,0.95981455,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-20,0.9747267,2.8075507,1.4424378,1.677506,2021,8,0.0,1.0,1.0,1.0,0.97538155,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-21,0.95638883,1.7966822,1.3963703,1.9679799,2021,8,0.0,1.0,1.0,1.0,0.9854573,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-22,0.99976486,1.0821639,1.3879967,1.9944617,2021,8,0.0,1.0,1.0,1.0,0.9866664,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-23,0.9789585,1.3001926,1.390293,1.9194434,2021,8,0.0,1.0,1.0,1.0,0.988077,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-24,0.9786058,1.3006612,1.4139644,1.9869655,2021,8,0.0,1.0,1.0,1.0,0.9851047,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-25,0.97120017,1.9003397,1.4285067,1.9912821,2021,8,0.0,1.0,1.0,1.0,0.9817797,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-26,0.9831903,2.3950033,1.4569527,1.961601,2021,8,0.0,1.0,1.0,1.0,0.9782028,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-27,0.9715528,2.292681,1.4647975,1.7975134,2021,8,0.0,1.0,1.0,1.0,0.9775479,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-28,0.96132594,2.184667,1.4701437,1.7239605,2021,8,0.0,1.0,1.0,1.0,0.9770945,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-29,0.99341714,1.0250152,1.4119292,1.779387,2021,8,0.0,1.0,1.0,1.0,0.9777998,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-30,0.9775479,1.6275861,1.3788073,1.7712228,2021,8,0.0,1.0,1.0,1.0,0.97689295,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-08-31,0.9687316,2.0365741,1.4254444,1.8179934,2021,8,0.0,1.0,1.0,1.0,0.9766914,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-01,0.9500411,1.1388028,1.4094911,1.9231238,2021,9,0.0,1.0,1.0,1.0,0.9752808,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-02,0.9394616,2.641968,1.3978802,1.8143328,2021,9,0.0,1.0,1.0,1.0,0.9722581,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-03,0.92852944,1.9876702,1.3566482,1.8496134,2021,9,0.0,1.0,1.0,1.0,0.96601117,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-04,0.9070177,2.525973,1.3845174,1.8060405,2021,9,0.0,1.0,1.0,1.0,0.959865,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-05,0.93628776,1.6993101,1.3716289,1.8547986,2021,9,0.0,1.0,1.0,1.0,0.95210665,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-06,0.9412249,0.20284759,0.6433865,1.9511263,2021,9,0.0,1.0,1.0,1.0,0.9439453,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-07,0.82097095,0.23256023,0.6572417,1.7475922,2021,9,0.0,1.0,1.0,1.0,0.9387563,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-08,0.8304925,0.30652523,0.65746355,1.489876,2021,9,0.0,1.0,1.0,1.0,0.91764766,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-09,0.8361349,0.68502766,0.63428056,1.3709792,2021,9,0.0,1.0,1.0,1.0,0.90056926,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-10,0.84883034,0.67478216,0.6715266,1.0914162,2021,9,0.0,1.0,1.0,1.0,0.8858083,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-11,0.93099797,1.6406066,1.1642025,0.90386087,2021,9,0.0,1.0,1.0,1.0,0.8744227,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-12,0.952157,0.6015558,1.1582031,0.77737993,2021,9,0.0,1.0,1.0,1.0,0.87784845,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-13,0.9401669,1.1507632,1.2575747,0.6205579,2021,9,0.0,1.0,1.0,1.0,0.8801155,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-14,0.9352298,1.2929367,1.1980956,0.7559744,2021,9,0.0,1.0,1.0,1.0,0.87996435,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-15,0.95885736,1.5265667,1.2479272,0.90745676,2021,9,0.0,1.0,1.0,1.0,0.8962871,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-16,0.9479252,2.2826896,1.1976755,1.0817484,2021,9,0.0,1.0,1.0,1.0,0.91462487,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-17,0.9415775,2.2980783,1.1989076,1.3099859,2021,9,0.0,1.0,1.0,1.0,0.9305949,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-18,0.91618663,1.5282018,1.1524609,1.5418853,2021,9,0.0,1.0,1.0,1.0,0.94384456,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-19,0.95462555,0.8000003,1.1475562,1.5258274,2021,9,0.0,1.0,1.0,1.0,0.94172865,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-20,0.95533085,1.3323495,1.1612048,1.5541767,2021,9,0.0,1.0,1.0,1.0,0.9420813,0.0,W1_DE_android,DE_W1
W1,DE,android,2021-09-21,0.952157,1.002593,1.1404091,1.5801176,2021,9,0.0,1.0,1.0,1.0,0.94424754,0.0,W1_DE_android,DE_W1
