income_centered,education,age,participation,support
0.009191999,3.3333333,36,0,1
0.016032996,2,16,0,0.5
0.005961,4,29,0,1
0.014631001,5.5,32.666668,0,1
0.005629997,3,12.666667,0,1
0.005420999,3,51.5,0,1
0.008447001,3,50,0,0
0.012815,6,18.714285,0,1
0.014448998,4,18.666666,0,1
0.006080999,3,11,0,0.5
0.003426003,3,21.25,0,1
0.014472001,4,29.4,0,0.5
0.019465001,1,11,0,0.5
0.006850007,5.5,40,0,0.5
0.004145002,4.5,51.333332,0,0.5
0.002949002,4,13,0,1
0.009705002,4,18.25,0,1
0.017141001,3.3333333,38.400002,0,0
0.002844001,5,56,0,0.5
0.000139999,6,18.6,0,1
0.01268,4.5,27,0,1
0.014108999,6,34.75,0,1
0.012978003,1,21.333334,0,1
0.009921001,4.5,29,0,0.5
0.011530996,5,13.333333,0,1
0.019552002,2,15.5,0,0
0.015212002,5.5,22.75,0,0.5
0.004033002,4.5,49.5,0,0.5
0.014456998,3,20.75,0,1
0.015616001,6,61,0,1
0.005111995,4,29.25,0,0
0.009384999,3,20.5,0,0.5
0.00171,6,21,0,1
0.007810998,6,18,0,0.5
0.012421,5,38,0,0.5
0.012776999,4,18.4,0,1
0.010389003,4,27,0,1
0.018423,5,14.333333,0,1
0.017130001,6,20,0,1
0.012810999,4,39,0,0.5
0.000713998,4.5,66.666664,0,1
0.002019005,3,30.75,0,0.5
0.013088001,3.5,18.200001,0,1
0.011005002,6,16,0,1
0.012810999,4,33,0,0.5
0.008610999,4,36.5,0,1
0.013053003,4,48,0,0
0.012693006,6,22.666666,0,0.5
0.004692002,2,68,0,0
0.010462002,5,32,0,1
0.000909002,4,30.666666,0,0.5
0.017633,4,16,0,1
0.019097002,4.5,21.333334,0,0.5
0.000606003,2,28.5,0,1
0.017696993,6,14,0,0.5
0.010105001,3,13,0,1
0.003069001,4.5,41.666668,0,1
0.012269999,6,22.75,0,0
0.002286999,1,12,0,0.5
0.002582001,6,11.333333,0,1
0.001503998,4,33.25,0,0.5
0.018352998,6,57,0,0.5
0.008004003,3.5,44,0,1
0.007810998,6,11.5,0,0
0.001186001,6,8.25,0,1
0.017305,3.5,16,0,1
0.001350003,3.5,14.5,0,1
0.018817002,5,56.5,0,0.5
0.000878001,5,33.5,0,0.5
0.001255999,6,26,0,0.5
0.010554002,6,24.200001,0,1
0.018976999,6,54,0,1
0.011547999,5,29.5,0,1
0.004241003,4,56,0,1
0.015268,5,48,0,0.5
0.012269999,3,35.25,0,1
0.007627997,1,9.1999998,0,1
0.018439004,6,39,0,0.5
0.008340004,4,18.25,0,0.5
0.016431006,6,18.333334,0,0
0.003777997,6,21.333334,0,1
0.003826001,2,58,0,1
0.018244,5,18.666666,0,1
0.013414997,6,15,0,1
0.006767,,68,0,1
0.017913001,5,41.333332,0,1
0.018917998,6,31,0,0.5
0.018352998,6,52,0,1
0.016246999,6,54.5,0,1
0.019719997,5.5,26.333334,0,0.5
0.011446001,2,15.5,0,0.5
0.018996002,1.5,21.75,0,1
0.006765994,3.5,42.5,0,0
0.007015999,4.6666665,48,0,0.5
0.015865998,6,38.666668,0,1
0.008649998,5,36,0,1
0.017696993,6,34.666668,0,1
0.010519998,1,47,0,1
0.013116,6,60,0,1
0.009252,4,26.25,0,0
0.019545997,2,10,0,0
0.011731001,3,22.333334,0,1
0.004692002,2,67,0,0.5
0.009786999,4,48.666668,0,1
0.012843999,1,68,0,1
0.006359997,4,25.6,0,0.5
0.002396004,6,28.5,0,1
0.008248,,55,0,0
0.005228001,2,23.799999,0,0.5
0.007115998,3.6666667,21.799999,0,0.5
0.016322004,4,39.799999,0,0.5
0.011933998,4.5,30.666666,0,0.5
0.008447001,3,46,0,0.5
0.012882,2.5,21.5,0,0
0.008164997,3.6666667,22.200001,0,0.5
0.017909,6,15.666667,0,1
0.010721998,3.5,30.25,0,1
0.016145999,0.66666669,40.5,0,1
0.014050002,2,22.5,0,0.5
0.00171,6,15,0,0.5
9.6001866e-05,4.5,21,0,1
0.013077,6,40.5,0,0.5
0.015396002,3.5,14.666667,0,1
0.004699002,6,14.666667,0,0
0.009256001,3,26,0,1
0.004252998,3,64,0,0
0.00171,6,30,0,1
0.004525998,3.6666667,31.75,0,1
0.015979001,3.5,67.5,0,1
0.015268,5,33,0,0.5
0.004971,4,11.625,0,1
0.008090007,6,35.5,0,1
0.017706001,3.5,16.799999,0,1
0.017495999,6,20.6,0,1
0.019506002,5.5,71.5,0,1
0.018418001,4.6666665,20.285715,0,0.5
0.019796999,3,12.333333,0,1
0.001200999,6,18.285715,0,1
0.001110001,4.5,58,0,1
0.010068002,5,21,0,0
0.010783998,4,56.5,0,1
0.014050002,4,34,0,0
0.005179002,3.6666667,40.75,0,0.5
0.000692001,1,62,0,1
0.015029998,4,40,0,1
0.014739002,4,21,0,0
0.004011999,1,9.5,0,1
0.010458994,4,51.333332,0,1
0.009256001,1,23.75,0,0.5
0.010264998,6,13.5,0,1
0.009384999,3,32,0,0.5
0.005728998,4.5,15.6,0,1
0.005159,5.3333335,19.25,0,0.5
0.010363,3,10.75,0,0
0.002892001,6,23.5,0,1
0.004637997,3,12.666667,0,0.5
0.005774002,6,14.333333,0,1
0.018611999,2,59,0,1
0.006939,5,22.75,0,1
0.006768002,2,19,0,1
0.014865997,1,14.75,0,0.5
0.005738998,2.5,21.75,0,1
0.003753001,4.5,39.5,0,0.5
0.002396999,6,14.5,0,1
0.018976999,0,21,0,1
0.008174999,2,33,0,0.5
0.008447001,3,25,0,0.5
0.018609999,4.5,34,0,0
0.018597001,2,68,0,1
0.000782999,1,11.2,0,1
0.002300999,6,28,0,1
0.009288997,5,21.333334,0,1
0.015268,5,61,0,1
0.010589997,3,30,0,1
0.016962999,6,20.333334,0,1
0.001863001,3.5,60,0,1
0.017503003,4,24.666666,0,1
0.013137998,6,11.5,0,1
0.014120997,6,17.5,0,1
0.018636001,3.5,38.666668,0,1
0.011059004,2,11.666667,0,1
0.003753001,3,25.5,0,0.5
0.003166007,4,23,0,1
0.016843,2,14.333333,0,1
0.005436997,4.6666665,32.25,0,0.5
0.003372998,3.5,33,0,1
0.007803003,6,16,0,1
0.013437001,3.6666667,36,0,1
0.012013006,6,29.75,0,1
0.013639997,6,27,0,0.5
0.019036001,5,22.5,0,0
0.008447001,3,55,0,1
0.008806001,4.5,16.666666,0,0.5
0.013615997,1,54,0,1
0.014410998,3,16.666666,0,0.5
0.005850999,1.5,45.5,0,1
0.018809998,5,14.5,0,1
0.015952999,4.5,51,0,0
0.006923998,6,22.333334,0,1
0.002348999,2.6666667,15.666667,0,0.5
0.002560998,3,10,0,1
0.003783005,1,13,0,0.5
0.000103996,4.3333335,32.400002,0,1
0.003777997,1,16.666666,0,1
0.000516997,6,14,0,0.5
0.004352997,5.5,17.5,0,0
0.008037004,3,25,0,1
0.018352998,6,32,0,1
0.017170997,3,16.333334,0,1
0.014241001,2.5,10.857142,0,1
0.009613001,4,28.4,0,1
0.015040999,5,27,0,0.5
0.012116003,2,11,0,1
0.015616001,6,60,0,0
0.001755002,2.5,60.5,0,0.5
0.010831998,4.5,41.799999,0,1
0.006583997,,32,0,1
0.00171,6,34,0,1
0.017357999,4,18,0,1
0.015616001,6,40,0,0.5
0.012285995,0,29.5,0,0.5
0.008346998,6,69,0,0.5
0.004692002,2,59,0,0
0.000692001,1,65,0,0.5
0.015268,5,56,0,0
0.001928999,5,31.714285,0,0.5
0.010209998,3.6666667,24.799999,0,0.5
0.005995999,4,56,0,1
0.016246999,3,43,0,1
0.009361001,4.6666665,46.333332,0,1
0.012347,3,40.666668,0,0
0.016312001,2,27.5,0,1
0.018117001,2,19,0,1
0.000588002,5.5,25,0,1
0.007464001,1,22,0,0.5
0.015578003,6,19,0,0.5
0.009563999,2,70,0,1
0.006995003,3,68,0,1
0.006176003,5,48.333332,0,0.5
0.017513001,4.5,49.5,0,1
0.013975996,5,12.666667,0,1
0.013615997,1,47,0,1
0.007997002,6,30.666666,0,1
0.016694,2.3333333,42.666668,0,0.5
0.015430002,3,45.666668,0,1
0.01197,4,54,0,1
0.017836997,3,58.5,0,1
0.01089,4,32.5,0,0
0.004692002,2,45,0,1
0.001471,4.6666665,19.571428,0,1
0.006923998,6,56.333332,0,0
0.014555001,6,12.666667,0,0.5
0.001937999,3.7142856,41.142857,0,0.5
0.002846004,4.5,55.5,0,1
0.015970001,4.5,52.5,0,1
0.015616001,6,60,0,1
0.019552002,2,9,0,1
0.008447001,3,67,0,1
0.013116,6,54,0,0.5
0.002814001,4,21,0,0.5
0.004960003,6,17.666666,0,1
0.007485003,3.6666667,35.666668,0,1
0.012847999,3,31.5,0,0.5
0.012843999,1,67,0,1
0.018726001,6,52.333332,0,1
0.017119,4,45.5,0,0
0.015616001,6,58,0,0.5
0.018597001,2,54,0,1
0.018611999,2,69,0,1
0.017069997,2.3333333,26.25,0,0.5
0.013015999,2,28.5,0,0.5
0.01197,4,60,0,0.5
0.012944997,5.3333335,36.799999,0,1
0.000492999,4,36.333332,0,1
0.008090007,6,39,0,1
0.011203998,3.5,14,0,0.5
0.006321999,6,16.25,0,0
0.007803003,6,16,0,0
0.018722998,3,31.666666,0,0.5
0.005946002,5,14.875,0,0.5
0.016655,3,21.666666,0,1
0.008346998,,51,0,1
0.018352998,6,61,0,0.5
0.001967999,2.5,26.6,0,0.5
0.018864999,3,14.2,0,1
0.008447001,3,67,0,1
0.000475007,2.75,21.222221,0,1
0.019034,3.5,25.4,0,1
0.002903002,4,32.5,0,1
0.011897997,4.25,34,0,1
0.010811004,6,20.5,0,1
0.013489001,,7.5,0,1
0.009340997,3,16,0,1
0.015011999,4,15,0,1
0.000337003,4,36,0,1
0.019839996,3.75,34.75,0,1
0.00569,2,18.5,0,1
0.005015002,4,64,0,0
0.014661002,6,16.666666,0,1
0.006768005,2.5,16.333334,0,1
0.016268002,6,27,0,1
0.016655,3,21.666666,0,1
0.005918997,6,28.333334,0,1
0.000728997,3,22,0,0.5
0.017057998,4,40,0,0.5
0.006987001,3,45,0,1
0.018173998,3.5,14.5,0,0.5
0.006717998,4,24,0,1
0.018352998,6,44,0,1
0.018352998,6,33,0,1
0.004904999,6,14.6,0,1
0.001434001,3,64,0,1
0.004692002,2,58,0,1
0.013902002,3,20.5,0,0.5
0.007078,5.5,22,0,1
0.017130001,6,60,0,0
0.015578003,6,46.5,0,1
0.009681004,2,12.8,0,1
0.015093999,2,65,0,0.5
0.004647999,1,33.333332,0,0
0.011318,1.5,36,0,0.5
0.018976999,6,27,0,0
0.013702,4.5,31.4,0,1
0.008601001,4.5,34.5,0,1
0.00617,6,22.333334,0,1
0.00202,6,26.75,0,1
0.005754998,6,44,0,0.5
0.011492001,2.6666667,53,0,1
0.018567996,3,16.666666,0,0.5
0.012588998,3,30,0,1
0.01039,4.6666665,29.200001,0,0
0.006500999,2,28,0,1
0.016940998,4,28,0,1
0.018427001,3,38.5,0,1
0.011271003,6,20,0,0.5
0.018976999,6,26,0,1
0.013615997,1,65,0,0.5
0.006636994,6,14.333333,0,1
0.018352998,6,56,0,0.5
0.015497001,1,32,0,0.5
0.009384999,3,64,0,1
0.015794994,4.5,28.6,0,1
0.006458001,6,28,0,1
0.005015002,4,64,0,0.5
0.016932001,5.5,23.25,0,0
0.001110001,4.5,57.5,0,1
0.002300999,6,55,0,0
0.019892002,6,19.5,0,0.5
0.019602003,5,30,0,1
0.010541999,4.75,31.799999,0,0.5
0.013459,2,12.333333,0,1
0.001216,3,27.333334,0,1
0.004125002,5,18.666666,0,0.5
0.018703999,4,15.666667,0,0
0.004346998,4,25.75,0,0.5
0.018352998,6,33,0,1
0.004896002,3,21,0,1
0.005478003,4.5,14,0,1
0.011143999,3.5,45.5,0,0
0.018342001,4.75,39.5,0,1
0.005608001,4.3333335,18,0,0.5
0.017714998,0.66666669,24.428572,0,0.5
0.008006001,6,18,0,1
0.001741002,3.5,25.333334,0,1
0.000609002,4.5,39.333332,0,0
0.006607997,1,27.5,0,1
0.005745004,4,7,0,0
0.008900998,3,19.666666,0,0
0.009309998,3,28,0,1
0.009325999,6,18.75,0,1
0.007826003,6,10.5,0,0
0.002596998,2,55,0,0.5
0.015341001,3.6666667,28.25,0,0.5
0.006163004,5,22.5,0,0.5
0.001409995,3.3333333,27.285715,0,0.5
0.015391999,1.5,17,0,1
0.00046,5,36,0,1
0.012116003,2,11.5,0,1
0.011045002,4,26.5,0,0.5
0.018477002,6,10.5,0,0.5
0.015785998,4.8000002,27.428572,0,1
0.012337998,6,33,0,0.5
0.004912998,3.5,25.5,0,0.5
0.019552002,2,24,0,1
0.016578997,6,27.5,0,1
0.007093998,2.3333333,18.799999,0,1
0.003285001,4,51.333332,0,1
0.002043998,3,31,0,0.5
0.000869,3,37,0,0.5
0.004871997,3,19.666666,0,1
0.011655006,4.5,27,0,1
0.002300999,0,57,0,1
0.011766003,3,19,0,1
0.007329999,3,33.666668,0,1
0.01197,4,52,0,1
0.001310999,4.6666665,27.4,0,0.5
0.017709998,3,64,0,0.5
0.014617997,4,22,0,0
0.006458001,4,64,0,0
0.013448001,6,48.5,0,1
0.002362998,6,13.666667,0,0.5
0.007803003,6,12.5,0,0
0.016655,3,21.666666,0,1
0.001255999,6,22,0,1
0.008037004,4,55,0,0.5
0.017513001,3.5,27.75,0,1
0.012987001,1,35,0,0
0.013590003,2,13.142858,0,1
0.003171,4,23.5,0,1
0.002396004,6,14.5,0,0.5
0.015061,5,50,0,1
0.001855003,4,32.200001,0,1
0.000219001,5,30,0,1
0.015804002,2.5,27.5,0,1
0.013095999,5.3333335,25.4,0,0.5
0.008248,,62,0,1
0.017289,4.6666665,18.714285,0,1
0.006063002,6,23.333334,0,0.5
0.004475997,4,20.666666,0,0.5
0.008783001,3.6666667,29.799999,0,0.5
0.013414997,6,15,0,1
0.018759998,6,37.25,0,0
0.010624001,5,59,0,1
0.011233005,3,18.5,0,1
0.017709998,3,61,0,0.5
0.002178999,4,30.75,0,1
0.014116007,4,16.166666,0,0.5
0.015036,5.5,26.666666,0,0.5
0.010835001,4,40,0,0.5
0.018352998,6,68,0,0.5
0.015805,6,30,0,1
0.010307002,2,57,0,1
0.004927001,4.5,32.200001,0,0.5
0.018439004,6,29.5,0,1
0.006941999,5.6666665,20.875,0,0
0.016930001,6,35,0,0.5
0.005961,2,19,0,1
0.000692001,1,69,0,1
0.000316995,6,24.5,0,1
0.011084001,3.5,33.666668,0,1
0.009532007,6,26,0,0.5
0.005579999,6,27,0,0
0.017836997,5,33,0,0.5
0.01505,2,27.5,0,1
0.006055998,6,27,0,0
0.018809998,5,26,0,0.5
0.016441999,6,47.666668,0,0.5
0.014812999,4.25,37,0,1
0.006184998,4,30.333334,0,1
0.012118998,2,15.666667,0,1
0.012296,1,48,0,1
0.006468998,3,63,0,1
0.017062994,1,11.333333,0,1
0.013448001,6,32.5,0,1
0.010482999,4,35.75,0,1
0.006426002,2,11,0,1
0.01197,4,63,0,1
0.010998001,5,25.333334,0,0.5
0.005177002,5,19.666666,0,1
0.008447001,3,61,0,1
0.015268,5,58,0,1
0.003495003,4,21,0,1
0.014827,2,37.666668,0,0.5
0.000414001,2,26.333334,0,1
0.013412002,5.6666665,33.25,0,1
0.017858999,6,22,0,1
0.013459998,2,26.666666,0,1
0.006767,,32,0,0
0.012390999,4,16.799999,0,1
0.012286003,4,26.5,0,1
0.00459,3,33,0,1
0.018315,4,16.75,0,1
0.017096998,6,15.875,0,1
0.008346998,,72,0,0
0.019545997,2,12.5,0,0.5
0.017961001,4,19.200001,0,1
0.012698,4,26.75,0,0
0.011521998,6,20.666666,0,0.5
0.007137003,2.6666667,17,0,1
0.014943997,5,51,0,0.5
0.015371999,6,14,0,0.5
0.01197,4,52,0,1
0.014581,2,34,0,0.5
0.016264999,3.5,19.799999,0,0.5
0.001827004,6,18.75,0,1
0.010905,1,22,0,1
0.018352998,6,43,0,1
0.010468,,61,0,0.5
0.00628,2,20.5,0,0.5
0.009566995,6,33.75,0,1
0.001269999,6,18.75,0,1
0.017493999,3,52,0,0.5
0.016012,3.5,48,0,1
0.017620998,5.1999998,25.222221,0,1
0.017836997,5,36.5,0,1
0.005913996,4.5,26,0,0.5
0.014506997,3,19.333334,0,1
0.009851998,3,22.666666,0,1
0.017716998,5,23.666666,0,1
0.009937006,2.25,27.799999,0,1
0.002300999,6,59,0,1
0.009229,5.5,19.25,0,1
0.012467996,6,28.25,0,1
0.007810998,6,14,0,1
0.018649997,4.5,27.5,0,1
0.002902002,5,22.5,0,1
0.006321999,6,17,0,1
0.000193997,6,10.428572,0,1
0.008346998,,66,0,1
0.004405993,3.3333333,53.75,0,1
0.017975999,3,59,0,1
0.014319001,6,21.666666,0,1
0.015616001,6,27,0,0.5
0.000516997,6,11,0,1
0.014411005,4,31.200001,0,0.5
0.018809998,5,32.5,0,1
0.000909002,5.5,27,0,0
0.018604996,4,13,0,0.5
0.005801999,6,25,0,0.5
0.015616001,6,53,0,0.5
0.009949998,5,23.666666,0,1
0.018552,4,66,0,0.5
0.017014997,6,44.666668,0,0.5
0.007721993,1,23.5,0,0.5
0.008447001,3,52,0,0
0.007676001,1,22.666666,0,0.5
0.015516001,3.5,15.333333,0,0.5
0.013902002,3,53.5,0,1
0.002281001,4,16.5,0,1
0.017924996,2,13.333333,0,0.5
0.004399,5.5,19.375,0,1
0.017709998,3,57,0,1
0.018352998,6,25,0,1
0.017863,3,36.5,0,1
0.003906998,6,16,0,0.5
0.002802999,4.5,22,0,0.5
0.014523002,4,32,0,0.5
0.013398999,2.5,46.333332,0,1
0.011043,1,17.666666,0,0.5
0.015616001,6,48,0,0.5
0.004475997,5,32.333332,0,0.5
0.018352998,6,51,0,0.5
0.018976999,6,23,0,1
0.014011997,4.5,41.666668,0,1
0.011235001,1,64,0,1
0.018976999,6,43,0,1
0.000168002,3,27,0,1
0.007559998,2,24,0,0
0.010560998,4.5,22.166666,0,1
0.007340002,3,30,0,1
0.011059004,4,12.5,0,0
0.004196002,1.5,30.666666,0,1
0.008463001,3,39,0,1
0.018804999,2,20.5,0,0.5
0.002096,2,12.166667,0,1
0.016943002,3,23.666666,0,0
0.016563,4,13,0,1
0.006458001,6,36.5,0,1
0.002137,4,33,0,0.5
0.004915001,4.5,13.3,0,1
0.008052001,5,28.799999,0,1
0.002774003,5,25.333334,0,1
0.010397,5,20.333334,0,1
0.002304001,4,16,0,1
0.019705998,3,16.555555,0,1
0.009237998,3.5,21.666666,0,0.5
0.016442003,6,19.200001,0,1
0.014431003,6,18.75,0,1
0.017544998,,64,0,1
0.003158002,4.3333335,27.25,0,0.5
0.013413,4,21,0,0.5
0.009639001,5,23.5,0,0.5
0.007671001,6,21,0,0.5
0.000463995,5,45,0,0.5
0.011580997,6,17.799999,0,1
0.003906998,6,11,0,0
0.007829001,4,46.5,0,0.5
0.018611999,2,48,0,0
0.012612003,2,12,0,1
0.006984997,3,10.5,0,0
0.017582001,2.6666667,31.799999,0,1
0.011561,3.5,22.666666,0,1
0.001667003,4,36.666668,0,0
0.008306,3,25.714285,0,1
0.001755999,4.5,22.5,0,0.5
0.012646,3,28.25,0,1
0.010011999,2,40.5,0,1
0.005701999,6,14.333333,0,0.5
0.017328,,60,0,1
0.009522998,3.5,44.666668,0,1
0.003916996,4,19.25,0,1
0.018611999,2,41,0,1
0.015717002,3,27.5,0,1
0.01863,2.5,26.25,0,0.5
0.003108999,2,19,0,0.5
0.010725001,5.5,34.333332,0,0.5
0.010546999,3,14.666667,0,1
0.001885996,,65,0,1
0.010462002,5,64,0,0.5
0.011856996,4.5,34,0,0.5
0.003002001,4,20.25,0,0
0.015616001,6,52,0,1
0.009547001,3.3333333,24,0,0
0.006145001,3,45.333332,0,0
0.018352998,6,23,0,1
0.015115003,4,17,0,0
0.008677001,3.5,14.5,0,1
0.016420001,3.5,46.5,0,1
0.002223001,4.5,20.5,0,0.5
0.008447001,3,69,0,0.5
0.004475997,2,16.666666,0,1
0.01505,6,27,0,1
0.006767,,27,0,1
0.005822997,2.5,18,0,1
0.017588006,6,10,0,0.5
0.010895001,4,60,0,0.5
0.014050002,2,15.5,0,0.5
0.011900003,1,14,0,0.5
0.018816998,6,24,0,0
0.002903002,4,21,0,0.5
0.007751005,5,33.200001,0,0
0.005961,2,31.5,0,1
0.007997002,6,23.333334,0,1
0.004869998,4.3333335,28.5,0,0.5
0.017863,3,39,0,1
0.005015002,4,58,0,0
0.008447001,3,48,0,1
0.010287005,6,28.5,0,0
0.009384999,3,52,0,1
0.018140001,6,50,0,0
0.001724,4,32,0,0.5
0.003639998,2.5,46,0,1
0.013321,3.5,21.666666,0,1
0.000587,3.5,39.5,0,1
0.009639001,3,26,0,0.5
0.014050002,2,27,0,0.5
0.009125,6,25.5,0,1
0.019719997,4,20.333334,0,0.5
0.0162,3,19,0,0
0.018264001,,43.5,0,1
0.000902,6,20,0,1
0.002057004,4.75,25.666666,0,1
0.004692002,2,65,0,1
0.011897997,4.25,34,0,1
0.012314999,1.5,43.5,0,0.5
0.001759003,3,24.666666,0,1
0.018189998,3,64,0,0
0.016409999,4.5,35.666668,0,1
0.005235998,4.5,23,0,0.5
0.015676001,3,15.333333,0,1
0.019084001,4,21,0,0
0.017975999,3,55,0,1
0.008170002,4,27.5,0,0
0.005961,5,41,0,1
0.000115993,5.3333335,29.200001,0,1
0.004167001,6,29.5,0,0
0.010195005,6,13.5,0,1
0.006830002,6,12,0,1
0.017263999,3,35.666668,0,1
0.012136,6,12.5,0,1
0.011521998,6,10,0,1
0.019723998,6,41.5,0,0.5
0.019227,6,27.333334,0,0.5
0.000613997,4,59.5,0,1
0.014229001,6,12,0,0.5
0.018391998,3,19,0,1
0.000144997,4.5,30.799999,0,1
0.002300999,6,49,0,1
0.000491003,6,11,0,0.5
0.008806,4,66,0,1
0.008170002,4,55,0,0.5
0.005951001,6,29.5,0,1
0.004175999,4,23,0,0.5
0.002362998,6,21.333334,0,0.5
0.001630994,4,24.333334,0,1
0.018597001,2,56,0,1
0.008663999,2.6666667,44.5,0,1
0.01197,4,60,0,0.5
0.013664001,,13.833333,0,0.5
0.013546999,1,12,0,0.5
0.005663001,5,46.5,0,0
0.006468998,3,50,0,1
0.008447001,3,56,0,1
0.015025997,4.5,32.75,0,0.5
0.002009996,4,39,0,0.5
0.017293001,6,21,0,0.5
0.012152998,1,8.333333,0,0.5
0.012337998,3.5,25,0,1
0.007387999,3,24.6,0,1
0.008846003,1,12,0,1
0.005302998,6,18.666666,0,0
0.016420001,3.5,37,0,1
0.017709998,3,69,0,0
0.011318,3,69.5,0,0
0.001810002,3,16.666666,0,0.5
0.011332999,6,32,0,1
0.013080004,5.5,29.666666,0,1
0.002300999,6,38,0,1
0.000420998,5,27.4,0,1
0.006163004,2,20.75,0,0.5
0.018352998,6,39,0,1
0.009639001,5,26.5,0,0.5
0.018352998,6,58,0,0.5
0.011705997,6,22.5,0,0.5
0.015616001,6,63,0,1
0.016968997,4,27.666666,0,0.5
0.000276002,5,29.5,0,0.5
0.008032003,3.8333333,39.166668,0,0.5
0.008883001,3.5,15.25,0,1
0.014818001,5,12,0,1
0.006995003,3,46,0,0.5
0.013679001,3.5,54,0,1
0.012421,2.5,17.5,0,1
0.005789998,4.25,22.857143,0,1
0.004871997,3,17,0,1
0.002205002,3,45.400002,0,0
0.003812003,5.3333335,46.666668,0,0
0.006987001,3,32.5,0,0.5
0.009384999,4.5,25.5,0,0.5
0.014823007,4.5,24.5,0,1
0.014631001,3,17,0,1
0.007664001,6,45,0,1
0.019227,1.5,25.5,0,0.5
0.014941993,5.5,25.75,0,1
0.00758,6,38.5,0,1
0.009430998,3.3333333,26.4,0,1
-0.003621993,6,21.333334,1,1
-0.002170003,5,18.5,1,1
-0.013947998,6,19.666666,1,1
-0.008385,4.5,47.5,1,1
-0.000336,1,8.6000004,1,0
-0.017950004,5.3333335,34.666668,1,1
-0.018364003,6,24.333334,1,1
-0.002124002,6,56,1,0.5
-0.015574996,6,21,1,1
-0.001210002,4.5,20.5,1,1
-0.012451002,6,21,1,1
-0.016328001,6,15.333333,1,0.5
-0.013154997,1,62,1,1
-0.013411996,3,21.666666,1,1
-0.009574999,4,11.25,1,1
-0.007723001,2.3333333,32.75,1,1
-0.001505001,4,31,1,0.5
-0.010976997,1,23,1,0.5
-0.002746998,6,30.5,1,1
-0.001849999,5,49,1,1
-0.017804002,3.5,18.75,1,0.5
-0.011490998,2,31.799999,1,0.5
-0.019463001,2,18,1,1
-0.006521998,6,39,1,1
-0.003621993,6,15.666667,1,1
-0.019337004,5,13,1,1
-0.004476001,6,60,1,0.5
-0.015334,2,12.5,1,0
