czone,statefip,city,yr,t2,timepwt48,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_popcount,l_no_workers_totcbp,l_shind_manuf_cbp,l_sh_popedu_c,l_sh_popfborn,l_sh_empl_f,l_sh_routine33,l_task_outsource,l_sh_empl,l_sh_empl_mfg,l_sh_empl_mfg_m,l_sh_empl_mfg_f,l_sh_empl_mfg_edu_nc,l_sh_empl_mfg_edu_c,l_sh_empl_mfg_age1634,l_sh_empl_mfg_age3549,l_sh_empl_mfg_age5064,l_sh_empl_nmfg,l_sh_empl_nmfg_m,l_sh_empl_nmfg_f,l_sh_empl_nmfg_edu_nc,l_sh_empl_nmfg_edu_c,l_sh_empl_nmfg_age1634,l_sh_empl_nmfg_age3549,l_sh_empl_nmfg_age5064,l_sh_unempl,l_sh_unempl_m,l_sh_unempl_f,l_sh_unempl_edu_nc,l_sh_unempl_edu_c,l_sh_unempl_age1634,l_sh_unempl_age3549,l_sh_unempl_age5064,l_sh_nilf,l_sh_nilf_m,l_sh_nilf_f,l_sh_nilf_edu_nc,l_sh_nilf_edu_c,l_sh_nilf_age1634,l_sh_nilf_age3549,l_sh_nilf_age5064,l_sh_ssadiswkrs,l_avg_lnwkwage_mfg,l_avg_lnwkwage_nmfg,l_trans_totindiv_pc,l_trans_totmed_pc,l_trans_fedinc_pc,l_trans_othinc_pc,l_trans_unemp_pc,l_trans_taaimp_pc,l_trans_totedu_pc,l_trans_ssaret_pc,l_trans_ssadis_pc,l_avg_hhincsum_pc_pw,l_avg_hhincwage_pc_pw,l_tradeusch_pw,l_tradeotch_pw,d_tradeusch_pw,d_tradeotch_pw_lag,lnchg_popworkage,lnchg_popworkage_edu_c,lnchg_popworkage_edu_nc,lnchg_popworkage_age1634,lnchg_popworkage_age3549,lnchg_popworkage_age5064,d_popcount,d_sh_empl,d_sh_empl_mfg,d_sh_empl_nmfg,d_sh_empl_mfg_m,d_sh_empl_nmfg_m,d_sh_empl_mfg_f,d_sh_empl_nmfg_f,d_sh_empl_mfg_edu_nc,d_sh_empl_nmfg_edu_nc,d_sh_empl_mfg_edu_c,d_sh_empl_nmfg_edu_c,d_sh_empl_mfg_age1634,d_sh_empl_nmfg_age1634,d_sh_empl_mfg_age3549,d_sh_empl_nmfg_age3549,d_sh_empl_mfg_age5064,d_sh_empl_nmfg_age5064,d_sh_empl_edu_c,d_sh_empl_edu_nc,d_sh_unempl,d_sh_unempl_m,d_sh_unempl_f,d_sh_unempl_edu_nc,d_sh_unempl_edu_c,d_sh_unempl_age1634,d_sh_unempl_age3549,d_sh_unempl_age5064,d_sh_nilf,d_sh_nilf_m,d_sh_nilf_f,d_sh_nilf_edu_nc,d_sh_nilf_edu_c,d_sh_nilf_age1634,d_sh_nilf_age3549,d_sh_nilf_age5064,d_sh_ssadiswkrs,d_avg_lnwkwage,d_avg_lnwkwage_c,d_avg_lnwkwage_nc,d_avg_lnwkwage_m,d_avg_lnwkwage_f,d_avg_lnwkwage_c_m,d_avg_lnwkwage_c_f,d_avg_lnwkwage_nc_m,d_avg_lnwkwage_nc_f,d_avg_lnwkwage_mfg,d_avg_lnwkwage_mfg_c,d_avg_lnwkwage_mfg_nc,d_avg_lnwkwage_nmfg,d_avg_lnwkwage_nmfg_c,d_avg_lnwkwage_nmfg_nc,lnchg_no_empl,lnchg_no_empl_mfg,lnchg_no_empl_nmfg,lnchg_no_empl_mfg_edu_nc,lnchg_no_empl_nmfg_edu_nc,lnchg_no_empl_mfg_edu_c,lnchg_no_empl_nmfg_edu_c,lnchg_no_unempl,lnchg_no_nilf,lnchg_no_ssadiswkrs,lnchg_trans_totindiv_pc,lnchg_trans_totmed_pc,lnchg_trans_fedinc_pc,lnchg_trans_othinc_pc,lnchg_trans_unemp_pc,lnchg_trans_taaimp_pc,lnchg_trans_totedu_pc,lnchg_trans_ssaret_pc,lnchg_trans_ssadis_pc,d_trans_totindiv_pc,d_trans_totmed_pc,d_trans_fedinc_pc,d_trans_othinc_pc,d_trans_unemp_pc,d_trans_taaimp_pc,d_trans_totedu_pc,d_trans_ssaret_pc,d_trans_ssadis_pc,relchg_avg_hhincsum_pc_pw,relchg_avg_hhincwage_pc_pw,relchg_avg_hhincbusinv_pc_pw,relchg_avg_hhinctrans_pc_pw,relchg_avg_hhincrest_pc_pw,relchg_med_hhincsum_pc_pw,relchg_med_hhincwage_pc_pw,d_avg_hhincsum_pc_pw,d_avg_hhincwage_pc_pw,d_avg_hhincbusinv_pc_pw,d_avg_hhinctrans_pc_pw,d_avg_hhincrest_pc_pw,d_med_hhincsum_pc_pw,d_med_hhincwage_pc_pw,d_tradex_usch_pw,d_tradex_otch_pw_lag,d_tradeusch_netinput_pw,d_inputotch_pw_lag,d_netimpusch_pw,d_expotch_pw_lag,d_traderes_pw_lag,d_nettradefactor_usch_io,d_tradefactor_otch_lag_io,d_expfactor_otch_lag_io,d_tradeuschlw_pw,d_tradeotchlw_pw_lag,d_tradeuschce_pw,d_tradeotchce_pw_lag,d_tradeusce_pw,d_tradeotce_pw_lag,d_tradeushi_pw,d_tradeothi_pw_lag
11101.0,1,undefined,2000,1,0.0013160369,0,0,0,0,1,0,0,0,367946.4020243585,141248.0,14.048532,53.418953,3.2066479,61.786217,33.071648,-0.17318562,65.74251,7.965137,11.454335,4.811206,9.774115,6.3168654,7.256378,9.452714,7.020691,57.77737,58.66502,56.975014,45.436604,69.02181,54.720833,63.592094,54.593796,4.35732,4.1606283,4.535112,6.2006907,2.67771,6.627772,3.2469723,1.9694593,29.900173,25.720015,33.67867,38.588596,21.983614,31.395016,23.70822,36.416054,3.7773323,6.4773884,6.403685,4344.056,1712.0311,337.23807,256.73224,52.81676,2.9259,101.21747,1097.0741,263.15967,32826.984,24375.63,0.5914523141301551,0.6389427985169842,1.4911585824209592,2.175635651542441,9.07024,10.4761915,7.5111136,3.1311698,-1.3079901,32.242573,25422.662,1.462996,1.3394728,0.123526365,2.500369,-0.26630503,0.22936347,0.46720678,0.25210103,2.4025311,2.3582609,-2.2403429,0.9122459,-1.7914431,3.6445386,1.8416047,-0.4137478,2.0310369,0.117918104,2.654632,1.1887429,2.0422978,0.41154242,1.749242,0.7378161,2.986676,0.05511514,0.4820741,-2.651734,-4.2763567,-1.1081142,-4.4038763,-0.8557354,-2.1074712,-5.5412564,-2.0993607,2.4335449,4.970346,7.8917913,0.71947914,3.190381,6.301199,8.304528,7.5690403,-2.5037358,2.8762136,22.162437,23.333345,14.065607,2.020904,5.881173,-3.2041411,11.278425,24.968538,9.283868,10.067384,12.703264,43.6428,7.1929016,34.037178,-0.08562762,62.246746,41.83073,48.648975,19.886688,89.90055,-6.8190365,-62.99215,45.489925,22.308517,68.35302,2111.1802,992.2699,71.95783,321.3935,-3.516988,-1.4904199,54.218822,264.8851,230.68031,3.7098591,6.795749,-30.4308,71.86336,53.093678,-1.2498941,-7.306602,1217.8348,1656.5067,-1839.864,475.27118,925.9223,-316.5039,-1497.7902,1.6904582940141415,2.4124827851120503,1.08267,0.6096749054423917,0.85512275,2.206901137281869,1.4094745725997933,0.99984455,1.962239305069653,1.3575213321945938,1.6519959,2.637689,2.2239974,2.2591007,0.7328387158270632,0.08346493408739254,1.5087403850368122,8.90567463442624
11102.0,1,undefined,1990,0,0.00031779884,0,0,0,0,1,0,0,0,78321.3746702671,23265.0,42.187836,35.33525,1.5981238,56.76991,27.160114,0.023218824,63.29692,17.011257,17.485218,16.582876,20.242825,10.952975,16.283134,20.71156,13.474902,46.285664,53.033222,40.187027,38.700783,60.505177,41.027935,55.688942,44.396782,6.1114316,5.860181,6.338519,7.048064,4.355508,9.056223,4.435212,2.2663376,30.591648,23.621384,36.891575,34.008327,24.186342,33.63271,19.16429,39.86198,3.4110267,6.0443444,6.1247106,3765.016,1240.0571,367.45612,83.475426,72.83805,0.79832894,111.44987,1186.0118,260.67175,20345.604,15691.835,1.0595228452457368,2.1796187505383497,0.839692604782394,3.1944429608382703,4.875752,21.298834,-5.1291575,-13.233325,15.636529,22.26185,2102.9136,-2.1068454,-4.0535197,1.9466788,0.3983155,-2.4938762,-8.150717,5.9257565,-4.9336376,-0.36289096,-1.3797567,1.9685507,-3.675358,3.4571915,-5.298917,-0.9009123,-3.143461,0.93047917,0.58879405,-5.2965283,-0.851585,-1.1424389,-0.5806141,-0.969138,-0.2745889,-0.9540223,-0.28273687,0.2571158,2.958426,3.2379985,2.8055758,6.265664,-0.31420588,1.1721879,6.482564,1.9558638,1.8010669,16.37435,10.877466,15.687275,13.268614,19.68894,9.56955,13.970184,12.038279,17.239523,25.464869,18.207884,24.780941,13.340235,10.822058,10.976744,1.4905913,-22.342472,8.995504,-33.06388,-6.071263,7.8346653,24.500553,-10.130166,14.1069565,47.27258,35.92586,58.923084,2.3413389,107.06772,28.582222,190.60689,53.23548,15.647734,27.917809,1627.4929,995.27155,8.704901,160.05196,24.098896,4.571706,78.342316,200.89174,83.94745,21.80028,17.591112,25.600811,39.77892,68.08285,20.830202,13.452521,4435.3984,2760.3682,787.9658,261.17786,625.8863,3440.3496,1830.1475,0.942046906653352,3.283658714063162,0.58848894,0.27731362040552554,0.844997,0.4963512149110505,0.8354480982758655,0.8412493,5.217187427482735,0.4266121233400047,3.3858807,3.7884245,7.595018,3.2374177,6.755325260381444,0.04297476599100847,6.529816758240182,-4.276945579336168
11102.0,1,undefined,2000,1,0.0002876542,0,0,0,0,1,0,0,0,80424.28813636303,23799.0,26.80477,41.78144,3.0571637,54.544945,29.000685,-0.6912793,61.190075,12.957737,17.883533,8.432159,15.309188,9.573218,12.607776,15.4126425,10.331442,48.23234,50.539345,46.112785,38.33789,62.473724,44.485126,54.78803,45.327263,5.2598467,4.717742,5.757905,6.0789266,4.0809193,8.1022005,4.1524754,2.5234535,33.550076,26.859383,39.69715,40.27399,23.872137,34.804897,25.646854,41.817844,5.2120934,6.298993,6.258113,5392.5093,2235.3286,376.161,243.5274,96.93695,5.3700347,189.79219,1386.9036,344.6192,24781.002,18452.203,0.7717255033959702,2.1006972673811646,2.5254793256941968,3.8211878984187795,3.3473525,8.598058,-0.41771778,1.8266596,-5.767518,16.242168,838.2157,2.9330764,-2.2359576,5.1690254,-4.5498185,4.4032164,-0.19208981,5.8286915,-2.7957153,6.673609,-1.1838409,1.8915961,-4.649906,6.3980603,-2.7554739,7.4852624,2.090569,1.967145,0.7077552,3.877893,-0.6304362,-0.6069206,-0.6390038,-0.017541328,-1.3556364,0.60934573,-1.3122505,-1.2399408,-2.3026338,0.7535177,-4.9976025,-3.8603504,0.6478812,-2.3574998,-3.4175344,-2.8177712,3.5560656,2.2536006,8.725303,-4.9336295,3.1277113,2.182688,10.398115,8.092471,-3.6313195,-5.9389386,-3.0537333,-3.8464408,-3.6877222,2.6837077,9.730203,-4.06817,8.06207,-15.042916,13.68134,-19.956717,16.008045,-4.336384,11.594243,-9.171302,-3.6862757,59.12059,43.17377,55.377937,18.946613,47.99622,-49.81655,-105.989685,108.10765,19.869024,68.92088,2718.2402,1512.0638,76.211945,138.91568,-40.769802,-4.018358,306.74368,295.64755,305.25012,-0.6809652,1.3265147,-27.796772,23.346924,28.91542,-5.141859,-6.119527,-168.75,244.77121,-1074.5842,214.26671,446.7974,-1026.1356,-944.52704,2.686680817992543,4.070197187358645,1.7745394,1.1217977828250372,2.0488856,0.6836676069863351,3.5005914662674953,2.747064,5.7340124909128845,0.4282579145125246,3.4737115,5.8467607,1.7073413,3.892911,-0.8181380001819808,0.07172305832858192,0.362611740872012,5.026905310700321
11201.0,51,undefined,1990,0,0.00081934175,0,0,0,1,0,0,0,0,201926.37817257643,53756.0,15.434461,27.9857,0.72235405,43.658424,24.999395,-1.0098615,54.038208,8.153748,10.338853,6.0506606,8.215214,7.9917006,8.29815,9.452638,5.9550605,45.88446,54.48394,37.60776,37.629993,67.64618,44.5712,55.979774,33.354134,6.1020007,7.9066,4.3651366,7.0472956,3.6098664,9.186584,4.817364,2.2361884,39.85979,27.270613,51.97644,47.1075,20.752253,37.944065,29.750225,58.45462,5.7718463,6.173276,6.2695556,4463.033,1167.5079,351.47134,68.50491,84.78425,0.83876437,82.69232,1011.5912,482.16922,20540.41,14588.785,0.3023346417635744,0.5499876281377613,0.321510959907051,0.6339795145592259,-0.8874857,21.101452,-10.680462,-16.816164,2.2780876,19.63801,-3717.9548,2.291578,1.6370512,0.65452754,2.9290178,-5.4508924,0.37539154,6.517735,2.017322,-0.6378859,0.9515964,-2.7908623,2.3060777,1.9051969,0.99218714,-2.005738,1.9621395,3.9867969,-1.839266,1.3794363,-1.1447061,-2.102602,-0.22719465,-1.5373647,0.28715804,-0.54492724,-1.2502882,-0.33291876,-1.1468738,4.624474,-6.665933,0.15792549,1.552105,-3.6663473,2.263835,-5.616021,3.9478953,4.3154716,5.9930325,0.81658363,1.9135475,12.99696,7.128334,7.9997063,-2.88558,13.727999,13.99622,7.5297832,14.983177,1.9103527,5.12681,-3.3473015,3.2657285,17.409058,0.52890706,11.278006,-12.3901415,32.351524,16.888258,-21.663145,-3.8069606,51.22922,37.687233,71.72894,21.372097,99.62345,-20.839302,125.09229,37.886326,24.9752,58.96777,2042.8114,1224.5664,83.74757,117.01088,-15.948944,2.0915139,38.09001,286.99554,387.37814,14.566247,15.956391,-1.4667189,27.484625,38.103096,12.283336,17.568935,2991.9668,2327.8438,-54.634033,335.68054,383.07727,1980.8936,2094.751,0.3519697631400592,0.6604667493197919,0.2358928,0.09478969725330444,0.15348388,0.1968279249996563,0.24262734729223806,0.20697166,0.9309674059612755,0.15264903601069912,0.7625846,0.6947409,1.571337,0.64234966,1.2498260666914285,0.008370159405139965,1.9675727433118892,-0.10117535227809386
11201.0,51,undefined,2000,1,0.0007089337,0,0,0,1,0,0,0,0,198208.42333108187,57079.0,14.509879,34.767956,1.5382209,50.55155,28.23171,-1.1671962,56.32979,9.790799,13.26787,6.426052,10.232535,8.943297,10.604228,10.444825,7.9172,46.538986,49.033047,44.125496,36.992107,64.855316,46.4764,53.974037,37.34093,4.9572945,5.803998,4.1379423,5.5099306,3.8970244,8.641657,3.5670757,1.9032696,38.712917,31.895086,45.31051,47.265427,22.304358,34.277718,32.01406,52.8386,9.719742,6.313238,6.288659,6505.8447,2392.0745,435.2189,185.51578,68.835304,2.9302785,120.78234,1298.5867,869.54736,23532.377,16916.629,0.6611424350554946,0.904067761860671,2.2029571027114034,1.6651216774731075,-6.40968,13.517277,-18.014149,-12.017839,-20.869349,16.041746,-10081.422,2.1480663,-4.154995,6.303059,-4.759303,5.0645385,-3.5873737,7.492431,-3.9678578,7.0823774,-4.2031255,-0.078414164,-7.0956483,10.536147,-1.8959258,6.278438,-2.6568472,4.8033595,-4.2815394,3.1145196,-1.3596294,-2.0487382,-0.6948284,-1.5730064,-0.7313378,-2.5156417,-0.07607043,-0.70648414,-0.7884375,1.743504,-3.210234,-1.5415081,5.012881,-0.9248555,-4.306444,-1.4400312,4.369403,-2.169473,-3.4872465,-3.59978,-2.1743774,-0.12547629,-7.114547,0.5179814,-1.3888904,-4.4104714,7.951396,8.459704,5.293233,-3.3704214,-4.1018896,-4.6180997,-2.6463122,-56.765358,6.529826,-63.254547,-0.047240507,-43.47701,13.396316,-36.863712,-8.460963,32.67478,42.16818,63.62254,15.173003,116.27693,37.50269,99.13184,30.9906,31.999435,42.327007,3191.251,1917.243,69.670166,333.07474,29.520605,4.192609,41.80145,465.7587,428.38727,-2.7726688,-2.6321478,-32.744385,48.63492,17.094732,2.896505,-2.429749,-652.4749,-445.27066,-1201.8108,757.2553,237.35143,524.48663,-340.5971,2.403734395385094,1.8728293341262259,1.7576127,0.371841016216138,1.8910228,1.2237304005386318,0.9528209545782179,2.1745605,2.126677355116585,1.0974283049176374,2.4691367,2.0577695,2.4710097,1.6813122,0.26805251940079083,0.016190499141193863,0.6832238401179642,3.8285753996394845
11202.0,54,undefined,1990,0,0.00025895223,0,0,0,1,0,0,0,0,63818.650510430336,6920.0,2.2832372,27.186806,0.6970796,39.6768,26.490837,-1.0612842,48.573933,3.9309871,6.07404,1.9292561,3.5597816,4.951398,3.8778238,4.437181,3.3026292,44.642944,52.025158,37.747543,36.80653,66.184555,42.40689,56.794693,31.25401,7.7855096,10.0610285,5.6600475,8.840203,4.886248,11.37935,7.156282,2.3348684,43.64056,31.839773,54.66315,50.793488,23.977797,42.335938,31.611847,63.10849,7.492848,6.2848744,6.260062,5200.425,981.76013,766.8155,92.87168,95.55133,0.41709545,30.483898,940.7638,673.0735,20006.701,13594.473,0.0017491766449211354,0.005470167672598336,0.008528002663241965,0.014347664426945054,-13.737143,3.152721,-20.665249,-26.746162,-10.515062,1.8571069,-10559.204,-0.9533733,-0.0031907111,-0.9501785,0.75152034,-4.6709747,-0.7764064,2.4389834,0.42869002,-2.4190187,-1.1550437,-2.3337305,1.0203835,-0.82042813,-0.6298449,-5.1527557,-0.51073897,5.2114964,-3.4887743,-1.9903288,-1.1752188,-2.164156,-0.28180927,-1.9058332,1.0219858,1.1255704,-2.6823797,-0.8534574,2.1285892,6.0836105,-1.3807654,3.896159,2.4667873,-1.3255239,8.464977,-3.847301,4.715202,3.6346912,9.674025,-3.2537937,-0.59485435,11.537695,11.224842,10.251045,-9.218836,6.4517975,10.002422,19.223213,5.2214146,2.7742386,9.016275,-4.5675755,-15.719381,-13.818344,-15.888519,-9.294355,-27.463427,-23.410152,-0.4370404,-30.100801,-8.974814,35.077522,35.192467,71.00646,38.66018,89.28192,-9.455222,144.6839,30.447498,19.179758,56.653564,2193.5464,1015.26044,361.9141,133.92139,-8.62062,1.3554183,10.849614,198.90123,512.9841,7.7794538,9.666806,-10.628974,27.734312,19.402573,7.2026453,8.560019,1556.4121,1314.1514,-395.93018,388.80408,249.38733,1073.4678,865.2324,0.010345348840598628,0.016107576658725975,-0.0004075289,0.002906564216118568,-0.01877476,0.014654944290910521,0.008304037950842435,-0.01695823,0.013144858299593862,0.010340240603978756,0.010601469,0.014985456,0.019243518,0.013856742,0.010715514625998266,-0.0004909224677519654,0.3048545440186798,-0.14330148960450767
11202.0,54,undefined,2000,1,0.0001904935,0,0,0,1,0,0,0,0,53259.446264624596,7865.0,2.8442476,32.084354,0.98708785,41.33938,26.075932,-1.5461931,47.62056,3.9277964,6.8255606,1.1528498,3.9884715,3.7963543,4.898207,3.807336,2.7918904,43.692764,47.354183,40.186527,34.387512,63.850826,41.58646,51.641933,36.465504,6.6102905,7.8968725,5.3782387,6.93437,5.9082336,12.50492,4.473902,1.4814111,45.76915,37.923386,53.282387,54.689644,26.444584,41.010414,40.076824,59.261192,12.20805,6.3848987,6.2878046,7393.971,1997.0205,1128.7296,226.79306,86.93072,1.7725139,41.33351,1139.6649,1186.0575,21563.113,14908.624,0.020497029675622613,0.0288870462117643,0.16101593795486988,0.048320020513819326,-11.349466,3.331009,-18.67108,-24.592533,-27.60598,20.882294,-5472.446,4.474836,0.17331487,4.301514,1.0081242,2.601104,-0.7204404,5.8629174,0.20352325,4.4688497,0.14401866,-0.11977127,-0.8166166,7.8876615,1.6555078,5.2123327,0.237053,3.054342,0.024247391,4.6723733,-5.204206,-6.835992,-3.6454911,-5.5951786,-4.334975,-10.305111,-2.2663934,-0.9793519,0.7293778,3.2267656,-1.4969877,0.9228076,4.310727,3.2340627,-4.601449,-2.3120387,3.7883763,-0.78255785,-0.47928947,-1.744066,-1.5581676,3.1894956,-6.0167994,8.710861,1.6283989,-6.21312,10.989393,1.0567392,17.097609,-1.8783977,-0.35449436,-4.330363,-2.2487576,-7.0037203,-1.8289593,-13.657315,-6.2330537,7.075104,3.143308,-125.77226,-9.764691,16.732193,23.058376,63.420837,-14.108656,37.616585,30.162659,196.26422,70.9425,10.234519,33.394707,1850.2366,1594.3245,-151.63745,97.598114,29.19426,7.4712186,37.974926,120.91892,446.20325,-2.625844,2.109755,-63.28541,49.94479,21.61395,9.375407,11.097181,-566.21375,314.53543,-2106.821,894.35754,331.71335,1497.9338,1217.7009,0.187686238865317,0.06765778689700346,0.096691966,0.03699363988874081,0.08204676,0.14768560194998567,0.028035095963799352,0.06851568,0.04851064696818302,0.1374864447660456,0.17425889,0.053953525,0.18253462,0.04842603,0.021518685258047503,0.00010600756403370366,0.2951258045836726,0.4013563610663239
11203.0,51,undefined,1990,0,0.00034814878,0,0,0,1,0,0,0,0,85801.10321807861,19947.0,10.535255,24.196756,0.4640474,40.341896,23.976904,-1.2094032,51.20587,8.069731,9.820486,6.3432837,8.741759,5.9158554,9.409558,8.760831,4.6820917,43.13614,52.402325,33.99861,35.460014,67.73838,41.35071,53.541462,32.647114,6.3832574,7.18937,5.5883374,7.130983,3.986772,10.1698265,4.593591,1.7671707,42.41087,30.587822,54.06977,48.66724,22.358994,39.069904,33.104115,60.903625,6.745182,6.1314073,6.251904,4861.1304,1308.3715,492.91345,94.25575,110.42215,1.3597857,79.34995,920.1051,545.80774,17964.416,13666.861,0.6050423332040611,0.8531675730642188,0.4525189238486641,0.5599881378140973,0.24957415,38.763504,-15.601694,-15.547477,10.955668,11.576526,-2873.049,2.4618506,-2.300552,4.7624054,-2.3393192,-0.847739,-2.2495594,10.321915,-2.5490417,1.5858918,-0.9348489,0.35604835,-2.28796,6.1983256,-2.3115664,3.3063293,-1.7107956,3.961879,-0.57880056,-0.96314996,-1.8389113,-2.121571,-1.5562739,-2.1630607,-0.230667,-2.599991,-1.497331,0.42725,-0.62294006,5.308631,-6.516084,3.12621,0.8094698,-1.3103753,0.50257146,-2.6783347,4.671817,8.178091,4.3293953,4.898548,7.536936,15.858603,3.8892746,9.166861,4.91333,9.358358,5.92556,14.203882,-0.8433819,7.767105,3.3842564,5.7743073,4.9453297,-33.309467,10.721968,-50.075443,-11.22648,21.563091,39.28775,-33.7299,-1.2301409,52.877064,35.333275,67.061905,24.431662,87.32125,-33.97335,104.86282,50.121014,25.443628,63.112564,2060.1707,1250.0802,136.41307,131.44824,-31.805992,2.5206807,51.634415,266.58606,480.16083,23.365221,18.633118,37.073566,43.456818,34.77971,22.548304,23.31967,4197.426,2546.5625,727.4674,556.7938,366.60254,3289.5518,2459.5967,0.4830497691280635,0.5735560571393231,0.40672237,0.05405476499913675,0.442599,0.038458567919974485,0.23486451814114337,0.67282784,0.8984944951568874,0.03451924134134643,1.2024739,0.6391097,2.797281,0.56532365,2.344762092289003,0.005335484328023751,2.421682479539745,-0.4495407234283751
11203.0,51,undefined,2000,1,0.00029660945,0,0,0,1,0,0,0,0,82928.05421292782,20013.0,9.466384,35.54028,0.7271283,48.41425,25.471092,-1.2995152,53.667725,5.769179,7.481167,4.0937243,6.1927176,4.981006,7.121598,6.4492645,2.971296,47.898544,51.554585,44.320526,37.045906,68.09443,47.549038,56.847794,36.60899,4.544346,5.067799,4.0320635,4.967922,3.7561052,7.569835,3.0962598,2.1944206,41.78793,35.896454,47.553684,51.79345,23.168463,37.75953,33.606686,58.225292,11.416999,6.190663,6.329575,6921.301,2558.4517,629.32654,225.704,78.61616,3.8804662,130.98436,1186.6912,1025.9685,22161.842,16213.424,0.3291781229448354,0.1611723649142789,0.8411309250833808,2.463673770179532,-0.51967865,17.514832,-11.241631,0.60830605,-20.402138,20.669565,976.21985,4.9902883,-3.0276644,8.017944,-3.2795641,4.2432375,-2.7585475,11.727022,-3.605693,8.424559,-1.9428283,2.1388276,-5.883814,14.652053,-2.46915,6.5440617,0.588077,5.4766154,0.19599926,4.8188653,-1.2254523,-1.2100025,-1.2327124,-1.5598078,-0.511377,-1.3925997,-0.63441694,-1.4886216,-3.764834,0.24632472,-7.7357635,-3.2590542,0.3153767,-7.375636,-3.4404953,-4.57607,5.1277466,-4.8536572,-15.687124,3.952435,-4.8840384,0.27615684,-14.690876,-11.981555,1.3109616,13.274466,9.731633,-5.444867,15.470573,-7.099015,-16.676426,1.6006742,8.488713,-65.92733,15.309488,-86.03133,9.860943,-28.038649,20.621773,-30.405157,-9.825689,38.533867,36.596474,54.491676,0.81520826,126.04009,40.193577,80.88392,10.293044,20.809776,40.490513,2886.9656,1697.3292,5.1449876,456.69727,36.491814,4.221606,13.979865,265.84012,480.27158,-4.0052357,-0.089487135,-59.5935,43.78765,-5.2850933,0.9779263,7.382349,-887.6339,-14.508928,-1602.8828,804.83954,-75.08388,174.83817,960.21484,0.8809948596686874,2.549427534690891,0.7175158,0.17405546998426352,0.7339662,0.00785099801360291,0.9091227998093249,0.82419705,3.911273619838287,-0.13172836628935364,0.9427658,2.9867563,1.1578373,2.5083225,0.31670638762303077,0.04464859226705567,0.012244480991106295,1.1367545433572397
11301.0,51,undefined,1990,0,0.00070022047,0,0,0,1,0,0,0,0,172569.0,43020.0,10.839145,43.939796,4.3513913,67.39627,27.665651,-0.21225765,74.20496,6.2370553,8.400621,4.0163627,7.228135,4.941632,6.693767,5.9452586,5.5212784,67.96791,72.43789,63.379906,63.003242,74.457146,64.79133,76.44331,59.310234,2.765907,2.189441,3.3575945,3.9981492,1.1552652,3.880759,1.3909662,2.4205031,23.029127,16.97205,29.246134,25.770477,19.445957,24.634148,16.22046,32.747986,1.1666623,6.478838,6.477683,1838.8534,586.6239,92.72825,30.703316,32.43964,0.39947566,45.534077,635.241,89.54357,33335.82,26558.86,0.026635638562101605,0.05651119789770531,0.23389767267484193,0.1956918431340117,30.626398,48.838852,14.0408125,7.5593286,43.013294,58.564777,66443.336,-0.7881224,-0.59433913,-0.19378662,-0.4261993,-1.9863844,-0.6944425,1.7293632,-0.32125562,-1.3073325,-0.46567246,-1.0731459,-2.065577,-0.51139,0.43749586,-1.9573987,0.5594891,2.4342537,-1.5388184,-1.6285882,-0.06864574,0.45571792,-0.60847455,-0.16545355,0.49404967,0.54570365,0.5616993,-1.4056199,0.85677207,1.9568652,-0.42644143,1.7940402,1.0447711,2.0312638,0.9581998,-1.588121,0.87601066,13.742113,13.319111,7.3260784,11.511898,18.550158,13.752556,16.489172,3.6351204,11.683178,17.102098,21.699905,9.309959,12.735033,11.303139,6.981659,29.558622,20.612137,30.340874,9.4945,11.943959,38.94137,47.38707,28.113226,34.279247,86.637634,29.138514,42.123352,5.1837025,122.631714,-72.80107,66.035095,26.901808,23.137054,62.643635,622.0472,307.29712,4.9335213,73.953636,-16.775558,0.37369806,14.055405,165.36987,77.986305,22.103441,18.481966,31.012817,35.34662,57.71995,18.327444,14.881009,7368.3633,4908.5996,1594.8193,124.0112,740.9313,5322.8945,3748.711,0.24461378371822678,0.2030831487660187,0.16132288,0.0814761554081258,0.19211861,0.12178849761247668,0.059436081892211404,0.19645451,0.22325661305793518,0.09094089427241878,0.25188687,0.22054361,0.5026486,0.20382194,0.2687509269036011,0.008130104330763123,1.2914586962191759,0.25980083771798945
