country,honeymoon_1q,honeymoon_2q,honeymoon_3q,preelection_1q,preelection_2q,dismissal_tainted,age,nonpartisan,inflation,gdp,allhouse,govfrac,reelect_last_year,coalition,lagged_approval,approval,lagged_rc,lagged_dism_tainted,lagged_age,lagged_nonpartisan,visibility,qtr
Argentina,0,1,0,0,0,1,53.44827586,0.206896552,NA,-7.156949656,1,0.65649605,0,1,64.122437,65.970993,8,1,53.96551724,0.24137931,1,1989q4
Argentina,0,0,1,0,0,0,51.39285714,0.107142857,NA,-2.467213778,1,0.65649605,0,1,65.970993,46.961929,4,1,53.44827586,0.206896552,0,1990q1
Argentina,0,0,0,0,0,0,50.55555556,0.111111111,NA,-2.467213778,1,0.65649605,0,1,46.961929,52.002949,3,0,51.39285714,0.107142857,0,1990q2
Argentina,0,0,0,0,0,0,50.32142857,0.107142857,NA,-2.467213778,1,0.65649605,0,1,52.002949,52.002571,1,0,50.55555556,0.111111111,0,1990q3
Argentina,0,0,0,0,0,0,49.78571429,0.107142857,NA,-2.467213778,1,0.65649605,0,1,52.002571,53.421879,4,0,50.32142857,0.107142857,1,1990q4
Argentina,0,0,0,0,0,1,53.12,0.214285714,NA,9.133110567,1,0.65649605,0,0,53.421879,40.599251,2,0,49.78571429,0.107142857,0,1991q1
Argentina,0,0,0,0,0,0,53.71428571,0.25,NA,9.133110567,1,0.65649605,0,0,40.599251,40.622959,7,1,53.12,0.214285714,1,1991q2
Argentina,0,0,0,0,0,1,52.13636364,0.24,NA,9.133110567,1,0.65649605,0,0,40.622959,43.72839,6,0,53.71428571,0.25,1,1991q3
Argentina,0,0,0,0,0,1,51.04545455,0.24,NA,9.133110567,1,0.65649605,0,0,43.72839,52.017941,5,1,52.13636364,0.24,1,1991q4
Argentina,0,0,0,0,0,1,51.12,0.12,NA,7.937291556,1,0.1345011,0,0,52.017941,47.695629,4,1,51.04545455,0.24,0,1992q1
Argentina,0,0,0,0,0,0,51.125,0.125,NA,7.937291556,1,0.1345011,0,0,47.695629,48.588089,6,1,51.12,0.12,1,1992q2
Argentina,0,0,0,0,0,1,50.88,0.12,NA,7.937291556,1,0.1345011,0,0,48.588089,45.5368,11,0,51.125,0.125,1,1992q3
Argentina,0,0,0,0,0,3,49.61538462,0,NA,7.937291556,1,0.1345011,0,0,45.5368,43.59626,5,1,50.88,0.12,1,1992q4
Argentina,0,0,0,0,0,0,48.71428571,0,NA,8.206979072,1,0.1345011,0,1,43.59626,42.473728,7,3,49.61538462,0,1,1993q1
Argentina,0,0,0,0,0,1,49.90909091,0,NA,8.206979072,1,0.1345011,0,1,42.473728,41.680359,10,0,48.71428571,0,1,1993q2
Argentina,0,0,0,0,0,1,50.90909091,0,NA,8.206979072,1,0.1345011,0,1,41.680359,41.610901,3,1,49.90909091,0,0,1993q3
Argentina,0,0,0,0,0,2,53,0,NA,8.206979072,1,0.1345011,0,1,41.610901,49.023079,8,1,50.90909091,0,1,1993q4
Argentina,0,0,0,0,0,0,54,0,NA,5.836200704,1,0,0,1,49.023079,47.202862,11,2,53,0,0,1994q1
Argentina,0,0,0,0,0,1,53.68181818,0,NA,5.836200704,1,0,0,1,47.202862,45.27486,5,0,54,0,0,1994q2
Argentina,0,0,0,0,0,0,54,0,NA,5.836200704,1,0,0,1,45.27486,40.206558,3,1,53.68181818,0,0,1994q3
Argentina,0,0,0,0,0,0,54,0,NA,5.836200704,1,0,0,1,40.206558,42.585491,6,0,54,0,1,1994q4
Argentina,0,0,0,0,1,1,56.04545455,0,NA,-2.845209611,1,0,1,1,42.585491,42.665562,5,0,54,0,1,1995q1
Argentina,0,0,0,1,0,0,56.28571429,0,NA,-2.845209611,1,0,1,1,42.665562,43.622398,2,1,56.04545455,0,1,1995q2
Argentina,0,0,0,1,0,0,56.28571429,0,NA,-2.845209611,1,0,1,1,43.622398,40.605839,7,0,56.28571429,0,1,1995q3
Argentina,1,0,0,0,0,0,56.28571429,0,NA,-2.845209611,1,0,0,1,43.622398,40.605839,NA,NA,NA,NA,NA,1995q3
Argentina,0,1,0,0,0,0,56.28571429,0,NA,-2.845209611,1,0,0,1,40.605839,37.595242,7,0,56.28571429,0,1,1995q4
Argentina,0,0,1,0,0,0,56.81818182,0,NA,5.526689827,1,0,0,1,37.595242,33.722179,6,0,56.28571429,0,1,1996q1
Argentina,0,0,0,0,0,0,56,0,NA,5.526689827,1,0,0,1,33.722179,33.547138,4,0,56.81818182,0,1,1996q2
Argentina,0,0,0,0,0,3,54.14814815,0,NA,5.526689827,1,0,0,1,33.547138,31.818081,6,0,56,0,1,1996q3
Argentina,0,0,0,0,0,0,53.375,0,NA,5.526689827,1,0,0,1,31.818081,28.384899,9,3,54.14814815,0,1,1996q4
Argentina,0,0,0,0,0,0,54.375,0,NA,8.111046771,1,0,0,0,28.384899,30.839729,8,0,53.375,0,1,1997q1
Argentina,0,0,0,0,0,1,54.16,0,NA,8.111046771,1,0,0,0,30.839729,31.161039,0,0,54.375,0,0,1997q2
Argentina,0,0,0,0,0,0,54.875,0,NA,8.111046771,1,0,0,0,31.161039,31.24712,0,1,54.16,0,0,1997q3
Argentina,0,0,0,0,0,1,55.16,0,NA,8.111046771,1,0,0,0,31.24712,31.244989,0,0,54.875,0,0,1997q4
Argentina,0,0,0,0,0,0,57,0,NA,3.850178852,1,0.50158435,0,0,31.244989,29.42057,0,1,55.16,0,0,1998q1
Argentina,0,0,0,0,0,0,57,0,NA,3.850178852,1,0.50158435,0,0,29.42057,29.59474,2,0,57,0,1,1998q2
Argentina,0,0,0,0,0,0,57,0,NA,3.850178852,1,0.50158435,0,0,29.59474,29.334351,5,0,57,0,1,1998q3
Argentina,0,0,0,0,0,0,57,0,NA,3.850178852,1,0.50158435,0,0,29.334351,30.379101,2,0,57,0,1,1998q4
Argentina,0,0,0,0,0,0,58,0,NA,-3.385457041,1,0.50158435,0,0,30.379101,34.836269,11,0,57,0,0,1999q1
Argentina,0,0,0,0,1,1,56.53846154,0.076923077,NA,-3.385457041,1,0.50158435,0,0,34.836269,34.87936,0,0,58,0,0,1999q2
Argentina,0,0,0,1,0,0,55.75,0.125,NA,-3.385457041,1,0.50158435,0,0,34.87936,34.196812,2,1,56.53846154,0.076923077,1,1999q3
Argentina,0,0,0,1,0,0,55.75,0.125,NA,-3.385457041,1,0.50158435,0,0,34.196812,39.969139,9,0,55.75,0.125,1,1999q4
Argentina,1,0,0,0,0,0,54.22222222,0,NA,-3.385457041,0,0,0,1,34.196812,39.969139,NA,NA,NA,NA,NA,1999q4
Argentina,0,1,0,0,0,0,55.22222222,0,NA,-0.788998939,0,0,0,1,39.969139,53.365108,0,0,54.22222222,0,0,2000q1
Argentina,0,0,1,0,0,0,55.22222222,0,NA,-0.788998939,0,0,0,1,53.365108,47.59647,4,0,55.22222222,0,1,2000q2
Argentina,0,0,0,0,0,0,55.10714286,0,NA,-0.788998939,0,0,0,1,47.59647,42.568851,4,0,55.22222222,0,1,2000q3
Argentina,0,0,0,0,0,2,54.03333333,0,NA,-0.788998939,0,0,1,1,42.568851,32.523361,6,0,55.10714286,0,1,2000q4
Argentina,0,0,0,0,0,3,54.34285714,0.051282051,NA,-4.408839683,0,0,1,1,32.523361,30.780081,7,2,54.03333333,0,1,2001q1
Argentina,0,0,0,0,1,0,53.11111111,0.1,NA,-4.408839683,0,0,1,1,30.780081,29.49719,5,3,54.34285714,0.051282051,1,2001q2
Argentina,0,0,0,1,0,0,53.11111111,0.1,NA,-4.408839683,0,0,1,1,29.49719,31.79722,7,0,53.11111111,0.1,1,2001q3
Argentina,0,0,0,1,0,3,51.08823529,0.081081081,NA,-4.408839683,0,0,1,1,31.79722,25.10659,5,0,53.11111111,0.1,1,2001q4
Argentina,1,0,0,1,0,0,51.2,0,NA,-4.408839683,NA,NA,NA,NA,31.79722,25.10659,NA,NA,NA,NA,NA,2001q4
Argentina,1,0,0,1,0,0,56.4,0,NA,-4.408839683,NA,NA,NA,NA,31.79722,25.10659,NA,NA,NA,NA,NA,2001q4
Argentina,1,0,0,1,0,0,50,0,NA,-4.408839683,NA,NA,NA,NA,31.79722,25.10659,NA,NA,NA,NA,NA,2001q4
Argentina,1,0,0,1,0,0,51,0,NA,-10.89448483,NA,NA,NA,NA,25.10659,34.129959,0,0,50,0,0,2002q1
Argentina,1,0,0,0,0,0,55.5,0,NA,-10.89448483,0,0,0,1,25.10659,34.129959,NA,NA,NA,NA,NA,2002q1
Argentina,0,1,0,0,0,3,56.13333333,0,NA,-10.89448483,0,0,1,1,34.129959,26.772551,9,0,55.5,0,1,2002q2
Argentina,0,0,0,0,0,0,55.17857143,0,NA,-10.89448483,0,0,1,1,26.772551,24.978821,8,3,56.13333333,0,1,2002q3
Argentina,0,0,0,0,1,0,54.03571429,0,NA,-10.89448483,0,0,1,1,24.978821,27.89715,5,0,55.17857143,0,0,2002q4
Argentina,0,0,0,1,0,0,55.11111111,0,NA,8.837040796,0,0,1,1,27.89715,32.867908,3,0,54.03571429,0,1,2003q1
Argentina,0,0,0,1,0,0,55.11111111,0,NA,8.837040796,0,0,1,1,32.867908,49.97805,8,0,55.11111111,0,1,2003q2
Argentina,1,0,0,0,0,0,52.4,0,NA,8.837040796,0,0,0,0,32.867908,49.97805,NA,NA,NA,NA,NA,2003q2
Argentina,0,1,0,0,0,0,52.4,0,NA,8.837040796,0,0,0,0,49.97805,63.221581,7,0,52.4,0,0,2003q3
Argentina,0,0,1,0,0,0,52.4,0,NA,8.837040796,0,0,0,0,63.221581,64.091599,10,0,52.4,0,1,2003q4
Argentina,0,0,0,0,0,0,53.4,0,NA,9.029573301,0,0,0,0,64.091599,67.579758,12,0,52.4,0,1,2004q1
Argentina,0,0,0,0,0,0,53.4,0,NA,9.029573301,0,0,0,0,67.579758,63.012531,10,0,53.4,0,0,2004q2
Argentina,0,0,0,0,0,1,53.61290323,0,NA,9.029573301,0,0,0,0,63.012531,56.295921,10,0,53.4,0,1,2004q3
Argentina,0,0,0,0,0,0,54,0,NA,9.029573301,0,0,0,0,56.295921,59.915691,6,1,53.61290323,0,0,2004q4
Argentina,0,0,0,0,0,0,55,0,NA,8.85165992,0,0,0,0,59.915691,61.66848,10,0,54,0,0,2005q1
Argentina,0,0,0,0,0,0,55,0,NA,8.85165992,0,0,0,0,61.66848,61.499748,5,0,55,0,0,2005q2
Argentina,0,0,0,0,0,1,55.38709677,0,NA,8.85165992,0,0,0,0,61.499748,58.268009,7,0,55,0,0,2005q3
Argentina,0,0,0,0,0,3,55.26470588,0.029411765,NA,8.85165992,0,0,0,0,58.268009,61.816219,5,1,55.38709677,0,0,2005q4
Argentina,0,0,0,0,0,0,55.7,0.1,NA,8.0471515,1,0,0,1,61.816219,63.606171,7,3,55.26470588,0.029411765,1,2006q1
Argentina,0,0,0,0,0,0,55.7,0.1,NA,8.0471515,1,0,0,1,63.606171,61.454571,3,0,55.7,0.1,0,2006q2
Argentina,0,0,0,0,0,1,56.03225806,0.064516129,NA,8.0471515,1,0,0,1,61.454571,60.76693,5,0,55.7,0.1,0,2006q3
Argentina,0,0,0,0,0,0,56.3,0,NA,8.0471515,1,0,1,1,60.76693,59.83353,9,1,56.03225806,0.064516129,1,2006q4
Argentina,0,0,0,0,0,0,57.3,0,NA,9.007650875,1,0,1,1,59.83353,60.607491,4,0,56.3,0,0,2007q1
Argentina,0,0,0,0,1,0,57.3,0,NA,9.007650875,1,0,1,1,60.607491,56.711441,14,0,57.3,0,1,2007q2
Argentina,0,0,0,1,0,1,55.87096774,0.096774194,NA,9.007650875,1,0,1,1,56.711441,55.031631,4,0,57.3,0,0,2007q3
Argentina,0,0,0,1,0,0,55.9,0.1,NA,9.007650875,1,0,1,1,55.031631,55.158569,9,1,55.87096774,0.096774194,0,2007q4
Argentina,1,0,0,0,0,0,53.72727273,0.272727273,NA,9.007650875,1,0,0,1,55.031631,55.158569,NA,NA,NA,NA,NA,2007q4
Argentina,0,1,0,0,0,0,54.72727273,0.272727273,NA,4.057233103,1,0,0,1,55.158569,50.59338,2,0,53.72727273,0.272727273,0,2008q1
Argentina,0,0,1,0,0,0,55.80645161,0.205882353,NA,4.057233103,1,0,0,1,50.59338,40.062469,10,0,54.72727273,0.272727273,0,2008q2
Argentina,0,0,0,0,0,0,56.4,0.181818182,NA,4.057233103,1,0,0,1,40.062469,38.143181,10,0,55.80645161,0.205882353,0,2008q3
Argentina,0,0,0,0,0,0,55.9375,0.228571429,NA,4.057233103,1,0,0,1,38.143181,38.744389,11,0,56.4,0.181818182,1,2008q4
Argentina,0,0,0,0,0,0,56.72727273,0.25,NA,-5.918525076,0,0,0,1,38.744389,34.646069,8,0,55.9375,0.228571429,0,2009q1
Argentina,0,0,0,0,0,1,56.23529412,0.243243243,NA,-5.918525076,0,0,0,1,34.646069,38.416241,6,0,56.72727273,0.25,0,2009q2
Argentina,0,0,0,0,0,2,54.63157895,0.179487179,NA,-5.918525076,0,0,0,1,38.416241,30.12818,6,1,56.23529412,0.243243243,1,2009q3
Argentina,0,0,0,0,0,0,53.76923077,0.153846154,NA,-5.918525076,0,0,0,1,30.12818,33.106541,7,2,54.63157895,0.179487179,1,2009q4
Argentina,0,0,0,0,0,0,54.76923077,0.153846154,NA,10.12539816,0,0,0,1,33.106541,31.04534,8,0,53.76923077,0.153846154,0,2010q1
Argentina,0,0,0,0,0,1,54.825,0.15,NA,10.12539816,0,0,0,1,31.04534,38.153549,5,0,54.76923077,0.153846154,0,2010q2
Argentina,0,0,0,0,0,0,54.71428571,0.142857143,NA,10.12539816,0,0,0,1,38.153549,40.07045,3,1,54.825,0.15,0,2010q3
Argentina,0,0,0,0,0,0,55.13636364,0.136363636,NA,10.12539816,0,0,1,1,40.07045,49.872299,6,0,54.71428571,0.142857143,1,2010q4
Argentina,0,0,0,0,0,0,56.26666667,0.133333333,NA,6.003951693,0,0,1,1,49.872299,55.382332,5,0,55.13636364,0.136363636,0,2011q1
Argentina,0,0,0,0,1,0,56.26666667,0.133333333,NA,6.003951693,0,0,1,1,55.382332,58.922852,8,0,56.26666667,0.133333333,1,2011q2
Argentina,0,0,0,1,0,0,56.26666667,0.133333333,NA,6.003951693,0,0,1,1,58.922852,56.360519,2,0,56.26666667,0.133333333,0,2011q3
Argentina,0,0,0,1,0,0,56.26666667,0.133333333,NA,6.003951693,0,0,1,1,56.360519,60.068901,10,0,56.26666667,0.133333333,1,2011q4
Argentina,1,0,0,0,0,0,55.8,0.2,NA,6.003951693,0,0,0,1,56.360519,60.068901,NA,NA,NA,NA,NA,2011q4
Argentina,0,1,0,0,0,0,56.8,0.2,NA,-1.026420454,0,0,0,1,60.068901,60.804218,2,0,55.8,0.2,0,2012q1
Argentina,0,0,1,0,0,0,56.60869565,0.195652174,NA,-1.026420454,0,0,0,1,60.804218,52.213951,6,0,56.8,0.2,1,2012q2
Argentina,0,0,0,0,0,0,56.8,0.2,NA,-1.026420454,0,0,0,1,52.213951,48.624451,9,0,56.60869565,0.195652174,1,2012q3
Argentina,0,0,0,0,0,0,56.8,0.2,NA,-1.026420454,0,0,0,1,48.624451,42.940811,6,0,56.8,0.2,0,2012q4
Argentina,0,0,0,0,0,0,57.8,0.2,NA,2.405323781,0,0,0,1,42.940811,44.901649,11,0,56.8,0.2,1,2013q1
Argentina,0,0,0,0,0,1,57.89361702,0.191489362,NA,2.405323781,0,0,0,1,44.901649,44.466759,5,0,57.8,0.2,0,2013q2
Argentina,0,0,0,0,0,0,56.86666667,0.2,NA,2.405323781,0,0,0,1,44.466759,49.103611,5,1,57.89361702,0.191489362,0,2013q3
Argentina,0,0,0,0,0,2,56.77083333,0.25,NA,2.405323781,0,0,0,1,49.103611,46.648491,9,0,56.86666667,0.2,1,2013q4
Argentina,0,0,0,0,0,0,57.4,0.266666667,NA,-2.512615321,0,0,0,1,46.648491,42.117329,8,2,56.77083333,0.25,1,2014q1
Argentina,0,0,0,0,0,0,57.80851064,0.29787234,NA,-2.512615321,0,0,0,1,42.117329,42.686932,7,0,57.4,0.266666667,0,2014q2
Argentina,0,0,0,0,0,0,58,0.3125,NA,-2.512615321,0,0,0,1,42.686932,44.076729,9,0,57.80851064,0.29787234,1,2014q3
Argentina,0,0,0,0,0,0,58,0.3125,NA,-2.512615321,0,0,0,1,44.076729,46.71236,3,0,58,0.3125,0,2014q4
Argentina,0,0,0,0,0,1,59.30612245,0.306122449,NA,2.731159828,0,0,0,1,46.71236,45.484711,7,0,58,0.3125,1,2015q1
Argentina,0,0,0,0,1,0,59.875,0.3125,NA,2.731159828,0,0,0,1,45.484711,50.801449,16,1,59.30612245,0.306122449,1,2015q2
Argentina,0,0,0,1,0,0,59.875,0.3125,NA,2.731159828,0,0,0,1,50.801449,53.554569,6,0,59.875,0.3125,1,2015q3
Argentina,0,0,0,1,0,0,59.875,0.3125,NA,2.731159828,0,0,0,1,53.554569,55.966351,11,0,59.875,0.3125,1,2015q4
Argentina,1,0,0,0,0,0,53.65,0.15,NA,2.731159828,0,0.63745487,0,1,53.554569,55.966351,NA,NA,NA,NA,NA,2015q4
Argentina,0,1,0,0,0,0,54.65,0.15,NA,-2.080327844,0,0.63745487,0,1,55.966351,59.59494,2,0,53.65,0.15,0,2016q1
Argentina,0,0,1,0,0,0,54.65,0.15,NA,-2.080327844,0,0.63745487,0,1,59.59494,50.242161,21,0,54.65,0.15,1,2016q2
Argentina,0,0,0,0,0,0,54.65,0.15,NA,-2.080327844,0,0.63745487,0,1,50.242161,47.97747,12,0,54.65,0.15,1,2016q3
Argentina,0,0,0,0,0,1,54.65,0.15,NA,-2.080327844,0,0.63745487,0,1,47.97747,49.008049,13,0,54.65,0.15,1,2016q4
Argentina,0,0,0,0,0,0,55.38095238,0.142857143,NA,2.818502978,0,0.63745487,0,1,49.008049,38.161129,11,1,54.65,0.15,1,2017q1
Argentina,0,0,0,0,0,1,55.546875,0.140625,NA,2.818502978,0,0.63745487,0,1,38.161129,41.02597,19,0,55.38095238,0.142857143,1,2017q2
Argentina,0,0,0,0,0,1,55.6984127,0.142857143,NA,2.818502978,0,0.63745487,0,1,41.02597,43.761902,13,1,55.546875,0.140625,1,2017q3
Argentina,0,0,0,0,0,1,55.5,0.177419355,NA,2.818502978,0,0.63745487,0,1,43.761902,47.27388,14,1,55.6984127,0.142857143,1,2017q4
Argentina,0,0,0,0,0,0,56.1,0.2,NA,-2.617396463,0,0.63745487,0,1,47.27388,40.90366,15,1,55.5,0.177419355,1,2018q1
Argentina,0,0,0,0,0,2,55.98387097,0.209677419,NA,-2.617396463,0,0.63745487,0,1,40.90366,25.191441,15,0,56.1,0.2,1,2018q2
Argentina,0,0,0,0,0,5,54.85,0.2,NA,-2.617396463,0,0.63745487,0,1,25.191441,28.85248,11,2,55.98387097,0.209677419,1,2018q3
Argentina,0,0,0,0,0,0,55,0.181818182,NA,-2.617396463,0,0.63745487,1,1,28.85248,NA,16,5,54.85,0.2,1,2018q4
Argentina,0,0,0,0,0,0,56,0.181818182,NA,-2.000861003,0,0.63745487,1,1,NA,NA,10,0,55,0.181818182,1,2019q1
Argentina,0,0,0,0,1,0,56,0.181818182,NA,-2.000861003,0,0.63745487,1,1,NA,NA,10,0,56,0.181818182,1,2019q2
Argentina,0,0,0,1,0,1,55.77777778,0.222222222,NA,-2.000861003,0,0.63745487,1,1,NA,NA,9,0,56,0.181818182,1,2019q3
Argentina,0,0,0,1,0,0,55.83333333,0.25,NA,-2.000861003,0,0.63745487,1,1,NA,NA,14,1,55.77777778,0.222222222,1,2019q4
Bolivia,1,0,0,0,0,0,39.33333333,0.117647059,123.5357186,-3.938737928,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1982q4
Bolivia,0,1,0,0,0,1,46.11111111,0.185185185,275.5862836,-4.0421214,0,0,0,1,NA,NA,2,0,39.33333333,0.117647059,0,1983q1
Bolivia,0,0,1,0,0,0,49,0.210526316,275.5862836,-4.0421214,0,0,0,1,NA,NA,3,1,46.11111111,0.185185185,0,1983q2
Bolivia,0,0,0,0,0,2,49.33333333,0.19047619,275.5862836,-4.0421214,0,0,0,1,NA,NA,1,0,49,0.210526316,0,1983q3
Bolivia,0,0,0,0,0,2,50.2,0.173076923,275.5862836,-4.0421214,0,0,0,1,NA,NA,3,2,49.33333333,0.19047619,0,1983q4
Bolivia,0,0,0,0,0,0,58,0.166666667,1281.349942,-0.200665698,0,0,0,1,NA,NA,1,2,50.2,0.173076923,0,1984q1
Bolivia,0,0,0,0,0,4,42.57142857,0.166666667,1281.349942,-0.200665698,0,0,0,1,NA,NA,4,0,58,0.166666667,0,1984q2
Bolivia,0,0,0,0,0,0,40,0.06122449,1281.349942,-0.200665698,0,0,0,1,NA,NA,6,4,42.57142857,0.166666667,1,1984q3
Bolivia,0,0,0,0,0,4,44.57142857,0.125,1281.349942,-0.200665698,0,0,0,1,NA,NA,4,0,40,0.06122449,0,1984q4
Bolivia,0,0,0,0,1,1,46.6,0.218181818,11749.63963,-1.676389781,0,0,0,1,NA,NA,6,4,44.57142857,0.125,1,1985q1
Bolivia,0,0,0,1,0,0,47.5,0.403508772,11749.63963,-1.676389781,0,0,0,1,NA,NA,6,1,46.6,0.218181818,1,1985q2
Bolivia,0,0,0,1,0,1,47.22222222,0.515151515,11749.63963,-1.676389781,0,0,0,1,NA,NA,4,0,47.5,0.403508772,0,1985q3
Bolivia,1,0,0,0,0,0,44,0.054054054,11749.63963,-1.676389781,0,0.6055873,0,0,NA,NA,NA,NA,NA,NA,NA,1985q3
Bolivia,0,1,0,0,0,0,44,0.055555556,11749.63963,-1.676389781,0,0.6055873,0,0,NA,NA,2,0,44,0.054054054,0,1985q4
Bolivia,0,0,1,0,0,1,44.75,0.044776119,276.3359676,-2.5738842,0,0.6055873,0,0,NA,NA,3,0,44,0.055555556,0,1986q1
Bolivia,0,0,0,0,0,0,44.75,0.055555556,276.3359676,-2.5738842,0,0.6055873,0,0,NA,NA,10,1,44.75,0.044776119,1,1986q2
Bolivia,0,0,0,0,0,0,44.75,0.055555556,276.3359676,-2.5738842,0,0.6055873,0,0,NA,NA,7,0,44.75,0.055555556,1,1986q3
Bolivia,0,0,0,0,0,0,44.75,0.055555556,276.3359676,-2.5738842,0,0.6055873,0,0,NA,NA,5,0,44.75,0.055555556,0,1986q4
Bolivia,0,0,0,0,0,2,45.15384615,0.05,14.57869845,2.463484616,0,0.6055873,0,0,NA,NA,7,0,44.75,0.055555556,1,1987q1
Bolivia,0,0,0,0,0,0,45.75,0.054545455,14.57869845,2.463484616,0,0.6055873,0,0,NA,NA,4,2,45.15384615,0.05,1,1987q2
Bolivia,0,0,0,0,0,0,45.75,0.055555556,14.57869845,2.463484616,0,0.6055873,0,0,NA,NA,12,0,45.75,0.054545455,1,1987q3
Bolivia,0,0,0,0,0,0,45.75,0.111111111,14.57869845,2.463484616,0,0.6055873,0,0,NA,NA,6,0,45.75,0.055555556,1,1987q4
Bolivia,0,0,0,0,0,0,46.75,0.111111111,16.00209105,2.909497961,0,0.6055873,0,0,NA,NA,4,0,45.75,0.111111111,0,1988q1
Bolivia,0,0,0,0,0,0,46.75,0.111111111,16.00209105,2.909497961,0,0.6055873,0,0,NA,NA,1,0,46.75,0.111111111,0,1988q2
Bolivia,0,0,0,0,0,1,46.75,0.109090909,16.00209105,2.909497961,0,0.6055873,0,0,NA,NA,7,0,46.75,0.111111111,1,1988q3
Bolivia,0,0,0,0,0,0,46.75,0.111111111,16.00209105,2.909497961,0,0.6055873,0,0,NA,NA,6,1,46.75,0.109090909,1,1988q4
Bolivia,0,0,0,0,1,0,47.75,0.111111111,15.17346811,3.790130964,0,0.6055873,0,0,NA,NA,2,0,46.75,0.111111111,0,1989q1
Bolivia,0,0,0,1,0,1,49.3,0.109090909,15.17346811,3.790130964,0,0.6055873,0,0,NA,NA,6,0,47.75,0.111111111,1,1989q2
