person_id,hh_id,ward,title,age,landlinemobileboth,currentabsentvoter,latestvoterid,local2012,local2011,General2010,elect5,elect6,elect7,elect8,random,treatment,contact,vote_PCC2012
19808.0,56.0,1,5,,2,1,2,0,0,0,0,0,0,0,0.215900004,1,,1
20035.0,56.0,1,6,,2,1,2,0,0,1,0,0,0,0,0.164800003,2,,1
19191.0,66.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.381650001,1,,1
19188.0,66.0,1,5,36.0,2,1,2,0,0,1,0,0,1,0,0.310149997,2,,1
19015.0,67.0,1,6,,2,1,14,0,0,1,0,0,1,0,0.866949975,4,1.0,1
19014.0,67.0,1,5,,2,1,15,0,0,1,0,0,1,0,0.541130006,2,,1
19308.0,68.0,1,5,66.0,2,2,15,1,1,1,0,0,1,0,0.925989985,3,1.0,1
19310.0,68.0,1,6,64.0,2,2,15,1,1,1,0,0,1,0,0.783450007,2,,1
19013.0,70.0,1,6,50.0,2,1,14,0,0,1,0,0,1,1,0.694459975,1,,1
19010.0,70.0,1,1,53.0,1,1,14,0,0,1,0,0,0,0,0.290520012,2,,1
23617.0,73.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.765070021,4,1.0,1
22389.0,73.0,1,1,,2,1,2,0,0,1,0,0,1,0,0.566649973,2,,1
22465.0,76.0,1,6,,2,1,14,0,1,1,1,0,1,1,0.852119982,4,0.0,1
22466.0,76.0,1,5,68.0,2,1,15,0,1,1,1,0,1,1,0.395839989,2,,1
22391.0,79.0,1,5,,2,2,2,1,1,1,0,0,1,1,0.575089991,1,,1
22392.0,79.0,1,6,,2,2,2,1,1,1,0,0,1,1,0.078639999,2,,1
22488.0,80.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.479039997,1,,1
22487.0,80.0,1,6,,2,1,4,1,1,1,1,0,1,1,0.435420007,2,,1
22365.0,81.0,1,5,,2,1,2,0,0,0,0,0,0,0,0.878530025,3,0.0,1
24409.0,81.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.256489992,2,,1
22472.0,83.0,1,5,62.0,2,1,4,0,0,0,0,0,1,1,0.797950029,4,1.0,1
22471.0,83.0,1,6,60.0,2,1,9,0,0,1,0,0,1,1,0.117710002,2,,1
22375.0,84.0,1,5,,2,1,15,0,0,0,1,0,0,0,0.751399994,1,,1
22374.0,84.0,1,6,,2,1,15,0,0,0,1,0,0,0,0.373650014,2,,1
22369.0,85.0,1,6,66.0,2,1,14,1,1,1,1,0,1,1,0.971400023,3,1.0,1
22370.0,85.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.418260008,2,,1
22467.0,88.0,1,6,,2,1,4,1,1,1,1,0,1,1,0.784460008,4,0.0,3
22468.0,88.0,1,5,,2,1,4,1,1,1,1,0,1,1,0.209040001,2,,3
22473.0,90.0,1,5,,2,1,14,0,1,1,1,0,1,1,0.657589972,1,,1
22474.0,90.0,1,6,,2,1,14,0,1,1,1,0,1,1,0.545870006,2,,1
22367.0,92.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.490500003,1,,1
22366.0,92.0,1,5,59.0,2,1,14,1,1,1,1,0,1,1,0.448559999,2,,1
22470.0,93.0,1,6,,2,1,4,0,0,1,0,0,1,1,0.878130019,4,0.0,1
22469.0,93.0,1,5,,2,1,9,0,0,1,0,0,1,1,0.635630012,2,,1
20214.0,94.0,1,1,,2,1,9,0,0,0,0,0,0,0,0.86224997,4,0.0,1
20212.0,94.0,1,1,,2,1,9,0,0,0,0,0,0,0,0.363649994,2,,1
20197.0,95.0,1,6,42.0,2,1,15,1,1,1,1,0,1,1,0.761250019,4,1.0,1
20199.0,95.0,1,6,82.0,2,1,2,0,0,1,1,0,1,1,0.694580019,2,,1
19813.0,96.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.841130018,4,1.0,1
24312.0,96.0,1,5,,2,1,2,0,1,1,1,0,0,0,0.609120011,2,,1
19868.0,97.0,1,6,65.0,2,1,14,1,1,1,1,0,1,1,0.899980009,3,1.0,1
19866.0,97.0,1,5,65.0,2,1,14,1,1,1,1,0,1,1,0.401930004,2,,1
19811.0,100.0,1,5,,2,1,4,1,1,1,0,0,1,1,0.997240007,3,1.0,1
20071.0,100.0,1,6,,2,1,4,1,1,1,0,0,1,1,0.86097002,2,,1
19825.0,102.0,1,1,41.0,2,1,4,0,0,0,0,0,0,0,0.802429974,4,0.0,1
19823.0,102.0,1,6,40.0,2,1,9,0,0,0,0,0,0,0,0.799610019,2,,1
24720.0,110.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.327439994,1,,1
24464.0,110.0,1,5,,2,1,1,0,0,1,0,0,0,0,0.307770014,2,,1
24366.0,111.0,1,1,,2,1,9,0,0,0,0,0,0,0,0.888989985,4,0.0,1
24365.0,111.0,1,6,,2,1,9,0,1,1,0,0,0,0,0.455410004,2,,1
20097.0,113.0,1,6,,2,1,4,0,0,1,0,0,1,1,0.237619996,1,,1
20099.0,113.0,1,5,,2,1,9,0,0,1,0,0,1,1,0.169819996,2,,1
23099.0,115.0,1,5,,2,1,1,1,1,1,0,0,0,0,0.721700013,1,,1
20050.0,115.0,1,6,,2,1,15,1,1,1,0,0,1,1,0.458400011,2,,1
19817.0,117.0,1,5,29.0,2,1,1,0,0,0,0,0,0,0,0.47251001,1,,1
20086.0,117.0,1,6,,2,1,4,0,0,0,0,0,0,0,0.471890002,2,,1
20076.0,119.0,1,5,,2,2,15,1,1,0,0,0,0,0,0.98743999,3,0.0,1
20079.0,119.0,1,6,,2,2,9,1,1,0,0,0,0,0,0.88094002,2,,1
22423.0,120.0,1,6,,2,1,4,1,0,1,1,0,1,1,0.665340006,1,,1
22424.0,120.0,1,5,67.0,2,1,15,0,0,0,0,0,1,1,0.604089975,2,,1
22311.0,121.0,1,5,,2,1,14,1,1,1,1,0,1,1,0.453460008,1,,1
22310.0,121.0,1,6,66.0,2,1,2,1,1,1,1,0,1,1,0.439619988,2,,1
22340.0,122.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.676450014,1,,3
22339.0,122.0,1,6,28.0,2,1,14,1,1,1,1,0,1,0,0.482360005,2,,3
22313.0,123.0,1,5,,2,1,9,0,1,1,0,0,0,0,0.975570023,3,1.0,1
22312.0,123.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.267610013,2,,1
22316.0,124.0,1,5,,2,1,13,0,0,0,0,0,0,0,0.673409998,1,,1
22315.0,124.0,1,6,,2,1,17,0,0,0,0,0,0,0,0.397570014,2,,1
22458.0,126.0,1,6,,2,1,15,1,1,1,1,0,1,0,0.488409996,1,,1
22422.0,126.0,1,5,,2,2,2,1,1,1,1,0,1,0,0.112510003,2,,1
22338.0,127.0,1,6,,2,1,14,0,1,1,1,0,1,1,0.770919979,4,0.0,1
22337.0,127.0,1,5,68.0,2,1,14,0,1,1,1,0,1,1,0.434280008,2,,1
20109.0,132.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.647830009,1,,1
20111.0,132.0,1,5,,2,1,14,1,1,1,1,0,1,1,0.158930004,2,,1
24838.0,134.0,1,6,,2,1,1,0,1,0,0,0,0,0,0.886240005,3,0.0,1
19877.0,134.0,1,5,,2,1,17,0,1,0,0,0,0,0,0.153209999,2,,1
19949.0,142.0,1,5,72.0,2,1,9,1,1,1,0,0,1,1,0.888999999,4,0.0,1
19950.0,142.0,1,6,,2,1,17,0,1,1,0,0,0,0,0.628880024,2,,1
19843.0,144.0,1,6,67.0,2,1,2,1,0,0,0,0,1,0,0.776849985,4,0.0,1
19842.0,144.0,1,5,68.0,2,1,2,1,1,0,0,0,1,1,0.03241,2,,1
24436.0,146.0,1,5,35.0,2,1,1,0,0,0,0,0,0,0,0.800270021,4,0.0,1
20231.0,146.0,1,1,,2,1,1,0,0,0,0,0,0,0,0.487309992,2,,1
19892.0,147.0,1,6,47.0,2,1,1,0,1,1,0,0,1,1,0.80230999,4,0.0,1
19896.0,147.0,1,5,48.0,2,1,1,1,1,1,0,0,1,1,0.608950019,2,,1
19849.0,148.0,1,5,55.0,2,1,9,1,1,1,0,0,1,1,0.80576998,4,0.0,1
19848.0,148.0,1,6,55.0,2,1,9,1,0,1,0,0,0,0,0.484800011,2,,1
19888.0,151.0,1,6,,2,1,15,0,1,1,1,0,1,0,0.863250017,4,1.0,1
20229.0,151.0,1,5,23.0,2,1,4,0,0,1,0,0,0,0,0.182669997,2,,1
24883.0,159.0,1,6,,2,1,9,0,1,0,0,0,0,0,0.10684,1,,1
24935.0,159.0,1,5,,2,1,4,0,1,1,0,0,0,0,0.072460003,2,,1
19026.0,160.0,1,6,69.0,2,1,9,1,1,0,1,0,1,1,0.399599999,1,,1
19030.0,160.0,1,5,,2,1,9,1,1,1,0,0,1,1,0.03633,2,,1
19321.0,163.0,1,5,69.0,2,1,4,0,1,1,0,0,0,0,0.864340007,4,0.0,1
18886.0,163.0,1,6,59.0,2,1,9,0,1,1,0,0,0,1,0.553659976,2,,1
19038.0,164.0,1,6,,2,1,15,1,1,1,0,0,1,1,0.33761999,1,,1
19037.0,164.0,1,5,,2,1,17,1,1,1,0,0,1,1,0.247250006,2,,1
22441.0,171.0,1,5,63.0,2,1,2,0,0,0,0,0,0,0,0.820890009,4,0.0,1
22442.0,171.0,1,6,58.0,2,1,2,0,0,0,0,0,0,0,0.053490002,2,,1
22308.0,175.0,1,6,,2,1,9,0,1,1,0,0,1,1,0.406309992,1,,1
22309.0,175.0,1,5,,2,1,9,1,1,1,0,0,1,1,0.251489997,2,,1
22324.0,176.0,1,6,,2,1,15,1,1,1,1,0,1,1,0.117260002,1,,3
22325.0,176.0,1,5,,2,1,14,1,1,1,1,0,1,1,0.096199997,2,,3
22414.0,179.0,1,5,,2,1,15,1,1,1,0,0,1,1,0.824069977,4,0.0,1
22413.0,179.0,1,6,,2,1,2,1,1,1,0,0,1,1,0.447479993,2,,1
22450.0,180.0,1,5,,2,1,14,0,1,1,0,0,1,0,0.933130026,3,1.0,3
22449.0,180.0,1,1,,2,1,9,0,1,0,0,0,1,0,0.288830012,2,,3
22451.0,182.0,1,6,,2,1,9,1,0,1,0,0,0,0,0.200310007,1,,1
22452.0,182.0,1,5,,2,1,9,1,0,1,0,0,0,0,0.124559999,2,,1
22419.0,186.0,1,5,,2,1,9,1,1,1,1,0,1,1,0.497999996,1,,1
22420.0,186.0,1,6,,2,1,15,1,1,1,1,0,1,1,0.420120001,2,,1
22328.0,187.0,1,5,,2,2,15,1,1,1,1,0,1,1,0.979870021,3,1.0,3
22329.0,187.0,1,6,,2,2,2,1,1,1,1,0,1,0,0.87936002,2,,3
22335.0,189.0,1,6,,2,2,2,1,1,1,1,0,1,1,0.840849996,4,0.0,3
22336.0,189.0,1,5,,2,2,2,1,1,1,1,0,1,1,0.19641,2,,3
22303.0,190.0,1,6,,2,1,4,1,1,1,0,0,1,1,0.736249983,1,,1
22302.0,190.0,1,5,,2,1,14,0,1,1,0,0,1,0,0.477499992,2,,1
22415.0,191.0,1,6,,2,1,2,0,1,1,0,0,1,0,0.646340013,1,,1
22416.0,191.0,1,5,63.0,2,1,14,0,1,0,0,0,0,0,0.470109999,2,,1
22417.0,192.0,1,6,61.0,2,1,14,0,0,1,0,0,1,1,0.896499991,3,1.0,1
22418.0,192.0,1,5,,2,1,14,1,1,0,1,0,1,1,0.554470003,2,,1
22300.0,196.0,1,6,,2,1,2,1,1,1,0,0,1,1,0.233669996,1,,1
22301.0,196.0,1,5,73.0,2,1,14,1,1,1,0,0,1,1,0.125780001,2,,1
20234.0,198.0,1,5,,2,1,9,0,1,1,0,0,0,0,0.54697001,1,,2
20237.0,198.0,1,6,,2,1,4,0,1,1,0,0,0,0,0.440829992,2,,1
20242.0,199.0,1,6,68.0,2,1,14,1,1,1,1,0,1,1,0.595040023,1,,3
20240.0,199.0,1,5,,2,1,14,1,1,1,1,0,1,1,0.0153,2,,3
20150.0,200.0,1,5,65.0,2,1,14,1,1,1,0,0,1,1,0.687409997,1,,1
20152.0,200.0,1,6,65.0,2,1,2,1,1,1,0,0,1,1,0.578119993,2,,1
20138.0,201.0,1,6,63.0,2,2,4,1,1,0,0,0,0,0,0.483960003,1,,3
20136.0,201.0,1,5,34.0,2,1,15,1,1,1,0,0,1,1,0.203280002,2,,3
19002.0,203.0,1,5,55.0,2,1,9,0,1,1,0,0,0,0,0.272089988,1,,1
19000.0,203.0,1,6,54.0,2,1,9,0,1,1,0,0,0,0,0.068520002,2,,1
18876.0,205.0,1,5,,2,1,4,1,1,1,1,0,1,1,0.614239991,1,,1
18878.0,205.0,1,6,,2,1,4,1,1,1,1,0,1,1,0.110040002,2,,1
22475.0,218.0,1,5,,2,1,14,1,1,1,1,0,1,1,0.98518002,3,1.0,1
22476.0,218.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.228960007,2,,1
22403.0,220.0,1,5,56.0,2,1,14,0,1,1,0,0,0,0,0.278140008,1,,1
22404.0,220.0,1,6,32.0,2,1,4,0,1,1,0,0,1,0,0.09984,2,,1
22481.0,222.0,1,6,,2,1,17,0,0,1,0,0,0,0,0.800970018,4,0.0,1
22480.0,222.0,1,5,,2,1,14,0,0,1,0,0,1,0,0.581870019,2,,1
22479.0,223.0,1,1,,2,1,9,0,1,1,0,0,1,0,0.556360006,1,,3
22478.0,223.0,1,5,,2,1,9,0,0,1,0,0,1,0,0.492940009,2,,1
22378.0,225.0,1,6,,2,1,14,1,1,1,1,0,1,1,0.940010011,3,1.0,1
22377.0,225.0,1,5,71.0,2,1,2,1,1,1,1,0,1,1,0.282119989,2,,1
22490.0,226.0,1,5,,2,1,4,0,0,1,1,0,0,1,0.783519983,4,0.0,1
22489.0,226.0,1,6,,2,1,4,1,1,1,1,0,0,1,0.525539994,2,,3
24358.0,230.0,1,6,,2,1,4,0,0,0,1,0,0,0,0.633440018,1,,2
24562.0,230.0,1,5,20.0,2,1,4,0,0,0,0,0,0,0,0.628369987,2,,1
19162.0,231.0,1,5,54.0,2,1,9,0,0,0,0,0,0,1,0.600300014,1,,1
19159.0,231.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.133880004,2,,1
19420.0,233.0,1,5,,2,1,14,0,0,1,0,0,0,0,0.35758999,1,,1
19418.0,233.0,1,6,48.0,2,1,14,0,0,1,0,0,0,0,0.34788999,2,,1
19439.0,236.0,1,6,,2,1,2,0,0,1,0,0,0,0,0.694249988,1,,1
19441.0,236.0,1,5,,2,1,2,0,0,1,0,0,0,0,0.511250019,2,,1
19172.0,237.0,1,1,66.0,2,2,17,1,1,1,1,0,1,0,0.450280011,1,,3
19170.0,237.0,1,6,63.0,2,2,14,1,1,1,1,0,1,0,0.266550004,2,,3
19173.0,240.0,1,1,59.0,2,1,17,0,1,1,0,0,0,0,0.743059993,1,,1
22921.0,240.0,1,5,62.0,2,1,1,0,1,1,0,0,0,0,0.132119998,2,,1
24841.0,242.0,1,5,,2,1,1,0,0,1,0,0,0,0,0.793869972,4,0.0,1
25046.0,242.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.199479997,2,,1
22460.0,244.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.870850027,4,1.0,1
23616.0,244.0,1,6,,2,1,1,1,1,1,0,0,0,0,0.26473999,2,,1
22350.0,245.0,1,6,,2,1,2,0,0,0,0,0,0,0,0.72122997,1,,2
22351.0,245.0,1,1,,2,1,2,1,0,1,0,0,0,0,0.325910002,2,,1
22427.0,248.0,1,6,,2,1,15,0,0,0,0,0,0,0,0.915759981,3,1.0,1
22428.0,248.0,1,5,,2,1,2,0,0,0,0,0,0,0,0.071170002,2,,1
22359.0,251.0,1,5,,2,2,9,0,0,0,0,0,1,0,0.992709994,3,0.0,1
22360.0,251.0,1,6,,2,2,9,0,0,0,0,0,1,0,0.77947998,2,,1
22346.0,252.0,1,5,,2,1,17,0,0,1,1,0,1,1,0.898779988,3,0.0,1
22347.0,252.0,1,6,,2,1,4,1,1,1,1,0,1,1,0.308890015,2,,1
22318.0,255.0,1,5,79.0,2,1,9,1,1,1,0,0,1,1,0.955089986,3,1.0,1
22317.0,255.0,1,6,75.0,2,1,4,1,1,1,0,0,1,1,0.829680026,2,,1
22357.0,256.0,1,6,63.0,2,2,4,1,1,1,1,0,1,0,0.919260025,3,1.0,1
22358.0,256.0,1,5,63.0,2,2,4,1,1,1,1,0,1,0,0.628199995,2,,1
22431.0,257.0,1,6,,2,1,6,0,0,0,0,0,0,0,0.889779985,3,1.0,1
22432.0,257.0,1,6,31.0,2,1,15,0,0,0,0,0,0,0,0.123259999,2,,1
22355.0,258.0,1,6,,2,1,4,1,0,1,1,0,1,0,0.534179986,1,,1
22356.0,258.0,1,5,,2,1,9,1,0,0,1,0,1,0,0.441460013,2,,1
22320.0,260.0,1,5,,2,2,9,1,1,0,0,0,0,1,0.956920028,3,0.0,1
22319.0,260.0,1,6,,2,2,2,1,1,0,0,0,1,1,0.553049982,2,,1
22354.0,262.0,1,6,57.0,2,1,9,0,0,1,0,0,1,1,0.745570004,1,,1
22353.0,262.0,1,5,56.0,2,1,9,0,1,1,0,0,1,1,0.243290007,2,,1
22482.0,267.0,1,6,,2,1,9,1,1,0,0,0,0,1,0.362199992,1,,1
22483.0,267.0,1,6,,2,1,9,1,1,1,0,0,1,1,0.149990007,2,,1
22406.0,268.0,1,6,50.0,2,1,14,1,1,1,0,0,1,1,0.577300012,1,,1
22405.0,268.0,1,5,58.0,2,1,9,1,1,1,0,0,1,0,0.134609997,2,,1
25502.0,274.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.854449987,4,0.0,2
22409.0,274.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.608299971,2,,1
19858.0,279.0,1,6,,2,1,14,0,0,0,0,0,0,0,0.618149996,1,,1
19859.0,279.0,1,5,,2,1,4,0,0,0,0,0,0,0,0.116240002,2,,1
23101.0,281.0,1,5,,2,1,1,0,0,1,0,0,0,0,0.793179989,4,0.0,2
23248.0,281.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.393180013,2,,2
20180.0,287.0,1,6,35.0,2,1,17,0,1,1,0,0,0,0,0.383789986,1,,1
19935.0,287.0,1,5,44.0,2,1,2,0,1,1,0,0,0,0,0.303829998,2,,1
20205.0,294.0,1,1,,2,1,4,1,1,1,1,0,1,0,0.430290014,1,,1
20202.0,294.0,1,5,26.0,2,1,9,1,1,1,1,0,1,1,0.383839995,2,,1
20301.0,295.0,1,5,,2,1,9,1,1,1,1,0,1,1,0.693189979,1,,3
20304.0,295.0,1,6,33.0,1,1,9,1,1,1,1,0,1,0,0.294149995,2,,3
25410.0,298.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.582140028,1,,1
20288.0,298.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.131070003,2,,1
19993.0,299.0,1,5,,2,1,9,0,1,1,0,0,0,0,0.600499988,1,,1
19994.0,299.0,1,6,,2,1,9,0,1,1,0,0,0,0,0.377700001,2,,1
19960.0,304.0,1,5,50.0,2,1,15,1,1,1,1,0,1,0,0.413010001,1,,1
19963.0,304.0,1,6,34.0,2,1,4,0,0,0,0,0,0,0,0.00231,2,,1
19900.0,307.0,1,5,69.0,2,1,14,0,0,0,0,0,0,0,0.504019976,1,,1
19897.0,307.0,1,6,65.0,2,1,4,0,0,1,0,0,0,0,0.299250007,2,,1
20196.0,309.0,1,6,48.0,2,2,14,1,0,1,0,0,0,0,0.684249997,1,,1
23356.0,309.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.055969998,2,,1
19176.0,318.0,1,6,,2,1,2,0,0,0,0,0,0,0,0.32464999,1,,1
19174.0,318.0,1,5,53.0,2,1,1,1,0,1,1,0,0,1,0.099169999,2,,1
25366.0,324.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.618610024,1,,1
18929.0,324.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.37094,2,,1
19360.0,325.0,1,6,,2,1,2,1,1,1,1,0,1,1,0.667400002,1,,1
19362.0,325.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.412250012,2,,1
19230.0,327.0,1,5,76.0,2,1,2,1,1,1,0,0,1,1,0.892509997,3,1.0,1
19231.0,327.0,1,6,74.0,2,1,2,1,1,1,1,0,1,1,0.716799974,2,,1
25388.0,330.0,1,5,,2,1,14,0,0,1,0,0,0,0,0.516669989,1,,3
25392.0,330.0,1,6,,2,1,14,0,0,1,0,0,0,0,0.36522001,2,,3
19222.0,333.0,1,6,,2,1,4,0,1,1,1,0,1,1,0.955990016,3,1.0,1
19221.0,333.0,1,5,69.0,2,1,2,0,1,1,1,0,1,1,0.330879986,2,,1
19199.0,338.0,1,6,,2,1,4,0,0,1,0,0,1,1,0.538269997,1,,1
19196.0,338.0,1,5,,2,1,4,0,0,0,0,0,1,0,0.238859996,2,,1
20416.0,341.0,1,5,65.0,2,1,14,1,1,1,1,0,1,1,0.698310018,1,,1
20211.0,341.0,1,6,,2,1,2,0,0,1,1,0,0,1,0.211160004,2,,1
20247.0,342.0,1,5,53.0,2,2,4,1,0,1,0,0,0,0,0.29727,1,,3
20249.0,342.0,1,6,57.0,2,2,9,1,1,1,0,0,0,0,0.266579986,2,,3
20549.0,343.0,1,6,,2,2,9,1,1,1,1,0,1,0,0.813340008,4,1.0,3
20552.0,343.0,1,5,,2,2,9,1,1,1,1,0,1,0,0.462229997,2,,3
25466.0,344.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.144979998,1,,1
22766.0,344.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.057709999,2,,1
20207.0,345.0,1,6,,2,1,2,0,0,1,0,0,1,1,0.754540026,4,0.0,1
20204.0,345.0,1,5,,2,1,4,1,1,1,0,0,1,1,0.319739997,2,,1
21436.0,349.0,1,6,,2,1,2,1,1,1,0,0,1,1,0.698750019,1,,1
21434.0,349.0,1,5,,2,1,2,1,1,1,0,0,1,1,0.304210007,2,,1
21242.0,350.0,1,6,100.0,2,1,2,0,1,1,0,0,1,1,0.183410004,1,,1
21239.0,350.0,1,5,51.0,2,1,2,0,1,1,0,0,0,1,0.043740001,2,,1
24267.0,352.0,1,6,21.0,2,1,1,0,0,0,0,0,0,0,0.826030016,4,0.0,1
21256.0,352.0,1,6,48.0,2,1,2,0,0,1,0,0,0,1,0.32773,2,,1
21269.0,353.0,1,6,65.0,2,1,14,1,1,1,1,0,1,1,0.963660002,3,0.0,3
21270.0,353.0,1,5,,2,1,14,1,1,1,0,0,1,1,0.032359999,2,,3
21280.0,355.0,1,5,,2,1,15,0,0,1,0,0,0,0,0.874729991,4,0.0,1
21285.0,355.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.603070021,2,,1
21294.0,357.0,1,6,59.0,2,1,4,1,1,1,0,0,0,1,0.802439988,4,1.0,1
