id,economicsupport,emotionalsupport,caresupport,economicpoverty,healthpoverty,rightspoverty,spiritualpoverty,multidimensionalpoverty,gender,age,squareofage,maritalstatus,householdregistration,totalnumberofchildren,numberofboys,proportionofboys,region,socialsecurity,totalhouseholdincome,numberofpeoplelivingtogether
11045218,8.881836,1,1,0,0,0,0,0,1,84,7056,0,1,6,0,0.0,1,1,11.512905,2
11045318,8.294049,1,0,0,0,0,0,0,1,72,5184,1,1,3,1,0.33333334,1,1,11.156251,1
11045818,8.006368,1,0,0,0,0,0,0,0,76,5776,1,1,3,3,1.0,1,1,11.289782,1
11045918,8.006368,1,1,0,0,0,0,0,0,86,7396,0,1,4,2,0.5,1,1,11.512905,2
11046118,0.0,1,1,0,0,0,0,0,0,74,5476,0,1,5,2,0.4,1,1,11.512905,3
11046218,8.294049,1,1,1,0,0,0,0,0,82,6724,0,1,3,1,0.33333334,1,1,11.395132,2
11046318,0.0,1,1,0,0,0,0,0,0,91,8281,0,1,6,4,0.6666667,1,1,11.289782,1
11046418,9.1049795,1,1,0,0,0,0,0,0,100,10000,0,0,5,1,0.2,1,1,11.512905,2
11046518,10.596635,1,0,0,0,0,0,0,0,70,4900,1,0,2,1,0.5,1,1,10.308952,1
11046618,0.0,1,1,0,0,0,0,0,0,83,6889,1,0,6,5,0.8333333,1,1,11.0021,1
11046718,0.0,1,1,0,0,0,0,0,0,91,8281,0,0,4,2,0.5,1,1,10.422281,3
11046918,0.0,1,1,0,0,0,0,0,1,66,4356,1,1,2,1,0.5,1,1,11.289782,4
11047118,0.0,1,0,0,0,0,0,0,1,85,7225,1,1,2,1,0.5,1,1,11.512905,1
11047218,9.903487,1,1,0,0,0,0,0,1,95,9025,0,0,5,3,0.6,1,1,11.289782,5
11047318,8.853665,1,1,1,0,0,0,0,1,100,10000,0,0,4,1,0.25,1,1,10.616437,2
11047418,8.294049,1,0,0,0,0,0,0,1,70,4900,1,0,2,1,0.5,1,1,10.596635,1
11047518,0.0,1,1,0,0,0,0,0,1,84,7056,1,0,3,1,0.33333334,1,1,11.133128,1
11047718,0.0,1,0,0,0,0,0,0,1,66,4356,1,0,1,0,0.0,1,1,11.512905,4
11047818,8.294049,1,0,0,0,0,0,0,1,86,7396,1,1,2,1,0.5,1,1,11.289782,1
11047918,0.0,1,1,0,0,0,0,0,1,79,6241,0,0,3,1,0.33333334,1,1,11.395132,0
11048018,9.903487,1,0,0,0,0,0,0,1,95,9025,1,1,4,4,1.0,1,1,11.115429,1
11048218,7.972466,1,0,0,1,0,0,0,0,78,6084,1,0,4,2,0.5,1,1,11.156251,1
11050118,6.3969297,1,1,0,0,0,1,0,0,101,10201,0,1,4,1,0.25,1,1,11.407565,1
11050318,0.0,1,1,0,0,0,1,0,1,101,10201,0,1,5,1,0.2,1,1,11.289782,2
11050418,0.0,1,0,0,0,1,1,1,0,100,10000,0,1,2,2,1.0,1,1,11.512905,3
11050818,8.294049,1,1,0,0,0,0,0,1,101,10201,0,1,3,2,0.6666667,1,0,11.512905,2
11050918,8.517193,1,1,0,0,0,0,0,0,100,10000,0,1,3,2,0.6666667,1,1,11.512905,2
11051018,8.699514,1,1,0,0,0,0,0,0,102,10404,0,1,6,4,0.6666667,0,1,11.407565,2
11051418,0.0,1,0,0,0,0,0,0,0,100,10000,0,1,6,2,0.33333334,1,1,10.422281,1
11051518,0.0,1,1,0,0,0,0,0,1,103,10609,0,1,4,1,0.25,1,1,11.512905,2
11051618,0.0,1,1,0,0,0,0,0,0,102,10404,0,1,1,0,0.0,1,1,11.512905,2
11051718,10.819778,1,0,1,1,0,0,1,0,105,11025,0,1,4,1,0.25,1,1,9.903487,1
11051918,6.9077554,1,0,0,0,0,0,0,1,99,9801,1,1,1,1,1.0,1,1,11.512905,1
11052018,0.0,1,1,0,0,0,0,0,0,102,10404,0,1,3,1,0.33333334,1,1,8.517193,1
11052118,8.070906,1,0,0,0,0,1,0,1,91,8281,0,1,4,1,0.25,1,1,11.511925,1
11052318,9.2103405,1,1,0,0,0,1,0,1,79,6241,1,1,3,3,1.0,1,1,11.512905,2
11052418,0.0,0,1,0,0,0,0,0,1,71,5041,0,1,1,1,1.0,1,1,11.156251,0
11052518,0.0,0,0,0,0,0,0,0,1,67,4489,1,1,1,0,0.0,1,1,8.922658,2
11052618,7.17012,1,0,0,0,1,1,1,0,69,4761,1,1,2,0,0.0,1,0,11.407565,2
11052718,0.0,1,0,0,0,0,0,0,0,68,4624,1,1,1,0,0.0,1,1,10.491274,2
11052818,0.0,1,0,0,0,0,0,0,0,72,5184,1,1,2,0,0.0,1,0,11.512905,2
11052918,7.824046,1,0,0,0,0,0,0,0,74,5476,1,1,2,0,0.0,1,1,11.512905,2
11053018,9.2103405,1,1,0,0,0,0,0,0,77,5929,1,1,3,3,1.0,1,1,11.512905,2
11053118,0.0,1,0,0,0,0,0,0,1,77,5929,1,1,2,0,0.0,1,0,11.512905,2
11053218,0.0,1,1,0,0,0,1,0,0,80,6400,0,0,3,3,1.0,1,1,10.819778,0
11053318,7.6009026,1,1,0,0,0,0,0,0,81,6561,0,1,1,1,1.0,1,1,9.2103405,2
11053418,0.0,0,0,0,0,0,0,0,1,83,6889,1,1,2,2,1.0,1,1,11.512905,1
11053518,7.495542,1,1,0,0,0,1,0,0,85,7225,0,1,4,1,0.25,1,0,11.407565,1
11053618,0.0,0,0,0,0,0,0,0,1,93,8649,1,1,1,1,1.0,1,1,11.512905,1
11053718,0.0,1,0,0,0,0,0,0,1,94,8836,1,1,2,1,0.5,1,0,11.512905,2
11053918,0.0,1,1,0,0,0,0,0,1,87,7569,1,1,4,1,0.25,1,1,11.407565,3
11054018,7.6009026,1,0,0,0,0,0,0,0,66,4356,1,1,2,1,0.5,1,0,11.512905,1
11054218,7.6009026,1,0,0,0,0,0,0,1,73,5329,1,1,2,1,0.5,1,0,11.512905,1
11054318,0.0,1,0,0,0,0,0,0,1,75,5625,1,1,1,0,0.0,1,0,10.940225,0
11054418,8.517193,1,1,0,0,0,1,0,0,81,6561,1,1,2,2,1.0,1,1,11.472103,1
11054518,8.517193,1,0,0,0,0,1,0,1,84,7056,1,1,2,2,1.0,1,1,11.472103,1
11054618,0.0,1,1,0,0,0,1,0,0,91,8281,0,1,2,1,0.5,1,1,11.395132,0
11054718,0.0,1,0,0,0,0,0,0,1,93,8649,1,1,4,2,0.5,0,1,11.0021,1
11054818,0.0,1,0,0,0,0,0,0,0,90,8100,0,1,4,3,0.75,1,1,8.294049,3
11055518,0.0,0,0,0,0,0,0,0,1,66,4356,1,1,2,2,1.0,1,1,11.0021,2
11055618,0.0,1,0,0,0,0,0,0,0,76,5776,1,1,1,0,0.0,1,0,9.093806,3
11055718,0.0,1,1,0,0,0,0,0,0,73,5329,0,1,2,1,0.5,1,1,8.294049,1
11055818,0.0,1,0,0,0,0,0,0,1,65,4225,1,1,1,0,0.0,1,1,8.987197,1
11056018,7.6009026,0,0,0,0,0,0,0,0,80,6400,1,1,2,1,0.5,0,1,11.156251,1
11056118,8.517193,1,1,0,0,0,0,0,0,82,6724,0,1,2,1,0.5,1,0,10.819778,0
11056218,0.0,1,1,0,0,0,0,0,1,92,8464,0,1,3,1,0.33333334,1,1,11.407565,0
11056318,9.2103405,1,0,0,0,0,0,0,0,67,4489,1,1,1,1,1.0,1,1,11.407565,2
11056418,8.517193,1,0,0,0,0,0,0,1,69,4761,1,1,2,1,0.5,1,1,11.407565,1
11056518,9.1049795,1,0,0,0,0,0,0,1,76,5776,1,1,2,1,0.5,1,1,11.512905,1
11056618,9.1049795,1,0,0,0,0,0,0,0,78,6084,1,1,2,1,0.5,1,1,11.512905,1
11056718,9.903487,1,1,0,0,0,0,0,1,85,7225,1,1,3,3,1.0,1,1,11.512905,2
11056818,7.6009026,1,1,0,1,0,1,1,1,88,7744,1,1,4,3,0.75,1,1,10.819778,2
11057018,6.9077554,1,1,0,0,0,0,0,0,92,8464,0,1,4,1,0.25,1,1,10.596635,1
11057218,9.305651,1,1,0,1,0,0,0,1,95,9025,0,1,7,3,0.42857143,1,1,11.512905,1
11057318,8.294049,1,0,0,0,0,0,0,1,82,6724,1,1,3,1,0.33333334,1,0,11.289782,1
11057518,0.0,1,1,1,0,0,0,0,0,98,9604,0,1,1,1,1.0,1,1,10.819778,1
11057618,5.2983174,0,0,0,0,0,1,0,0,69,4761,1,1,1,1,1.0,1,1,11.512905,1
11057718,5.2983174,0,0,0,0,0,1,0,1,69,4761,1,1,1,1,1.0,1,1,11.512905,1
11057818,0.0,1,0,1,0,0,0,0,0,72,5184,1,1,2,1,0.5,1,1,11.0021,1
11057918,0.0,1,0,1,0,0,0,0,1,73,5329,1,1,2,1,0.5,1,1,11.0021,1
11058018,0.0,0,0,0,0,0,0,0,1,74,5476,1,1,3,1,0.33333334,0,1,11.512905,1
11058118,0.0,0,0,0,0,0,0,0,0,74,5476,1,1,3,1,0.33333334,1,1,11.512905,1
11058218,0.0,0,0,0,0,0,0,0,0,75,5625,1,1,2,2,1.0,1,1,11.512905,1
11058318,0.0,0,0,0,0,0,0,0,1,75,5625,1,1,2,2,1.0,1,1,11.512905,1
11058418,0.0,0,0,0,0,0,0,0,0,78,6084,1,1,3,2,0.6666667,1,1,11.512905,1
11058518,0.0,0,1,0,0,0,0,0,0,81,6561,0,1,3,1,0.33333334,1,1,10.753638,2
11058618,0.0,1,1,0,0,0,0,0,1,85,7225,0,1,4,1,0.25,1,1,11.459525,1
11058718,8.517193,1,1,0,0,0,0,0,0,88,7744,0,1,3,1,0.33333334,1,1,9.2103405,1
11058818,10.596635,0,0,0,0,0,1,0,0,89,7921,0,1,2,1,0.5,1,1,11.512905,1
