obs_id,seed,treatment_price_normalized,outcome_demand,instrument_z,temporal_time,state_emotion_id,covariate_emotion_0,covariate_emotion_1,covariate_emotion_2,covariate_emotion_3,covariate_emotion_4,covariate_emotion_5,covariate_emotion_6,unobserved_confounder_v,price_percentile,treatment_high_price,treatment_low_price,instrument_strong,time_category,counterfactual_demand_low_price,counterfactual_demand_high_price,individual_treatment_effect
17,42,0.9560146679824568,0.03998045229092617,-0.7723040253264754,5.247564316322379,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5977095137330924,83,1,0,0,Afternoon,1.2124516701255472,1.0556839360336667,-0.1567677340918805
18,42,0.3460703555117427,0.8695592503994688,-1.4356188282134401,4.319450186421157,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5262709967222121,62,0,0,1,Morning,1.2042760381110056,1.0458282221357673,-0.15844781597523827
19,42,0.9751071218809977,-1.9447167046100948,-1.913106425179025,2.9122914019804194,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03257557740856184,83,1,0,1,Morning,-1.0263570601393737,-1.6431971141853188,-0.6168400540459451
20,42,-0.9542195332253632,0.00428716127092299,0.9763839534621028,6.118528947223795,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2139038682014817,19,0,1,0,Afternoon,0.7735465025394546,0.5265843199618981,-0.24696218257755642
21,42,-1.602416067652883,-1.6951445927508955,1.1040491364833538,1.3949386065204183,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18941367098154974,6,0,1,1,Early,-1.879441343409102,-2.6715891225030064,-0.7921477790939044
22,42,-1.4580473178182205,-0.8923572937421923,0.30268534899598587,2.9214464853521815,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5402476320310767,8,0,1,0,Morning,0.5829885336915591,0.29686693314835455,-0.28612160054320457
23,42,0.3183456595263751,-0.6776925649097789,-0.5341483496880968,3.663618432936917,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9833862348517115,60,0,0,0,Morning,-1.988109239958068,-2.8025881322882045,-0.8144788923301365
24,42,1.2949152108443374,3.0384641943376707,-1.6230458934657455,4.56069984217036,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549230796501648,90,1,0,1,Morning,1.3095334194749724,1.172715860243766,-0.13681755923120642
25,42,0.5359791398159305,0.2147316392317109,0.5633454625050239,7.851759613930136,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6342220436499586,69,0,0,0,Evening,-0.817390530830419,-1.3912882313683255,-0.5738977005379065
26,42,0.024994785972035367,0.1416757796880161,-1.100779282836685,1.9967378215835974,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8051092398862925,50,0,0,1,Early,0.5906691154182058,0.3061258645597272,-0.2845432508584786
27,42,1.5132401634779418,0.9731092921804794,-0.7112986247605377,5.142344384136116,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9578822281769765,94,1,0,0,Afternoon,0.7542244812331251,0.5032916480821483,-0.2509328331509768
28,42,0.37038111251353284,-0.021016150562859215,-0.5865640795627187,5.924145688620425,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7792738873941635,63,0,0,0,Afternoon,-0.9801896998033583,-1.5875424205685227,-0.6073527207651643
29,42,-0.017881899579574326,1.6086382270312964,-0.19753522569696805,0.46450412719997725,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.29057510309736223,48,0,0,0,Early,0.857043668292774,0.6272400460863722,-0.22980362220640183
30,42,0.660824745817254,-1.498816834380324,-0.7590404472086483,6.075448519014383,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.411050901059224,74,0,0,0,Afternoon,-1.4349251855035314,-2.135725464804328,-0.7008002793007964
31,42,-0.8357140213143646,-1.3830672978180876,0.033458770992302565,1.7052412368729153,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4054100076137785,21,0,1,0,Early,-1.4782297241192657,-2.1879290305125303,-0.7096993063932646
32,42,0.1334841986043193,-1.3509139484688255,-0.6218183005063913,0.6505159298527952,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3608914194246071,54,0,0,0,Early,-1.34096080094284,-2.0224515198450685,-0.6814907189022286
33,42,0.2642750026167773,-1.7911428806356882,0.7013730648392228,9.488855372533333,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.471429891938383,58,0,0,0,Evening,1.05676168529916,0.8679998591955812,-0.18876182610357872
34,42,1.5154661493928345,2.0651330199490574,1.0310629139880534,9.656320330745594,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40902805374263734,95,1,0,1,Evening,1.093795805659443,0.9126444437466117,-0.18115136191283132
35,42,-0.15554226458854734,2.1122104784640814,0.10854267602843841,8.08397348116461,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3255099116824065,43,0,0,0,Evening,1.322617426637612,1.1884886140814732,-0.13412881255613884
36,42,-1.3249957717090874,0.9675983437974746,0.4626263353811024,3.0461376917337066,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5507211956955113,10,0,1,0,Morning,0.05215447255870208,-0.3430528460784875,-0.3952073186371896
37,42,-2.380299326023548,-0.5606092358385049,2.11785594962589,0.9767211400638387,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0262196387450275,1,0,1,1,Early,0.7180184850549575,0.4596453661695372,-0.25837311888542025
38,42,0.5719165930664731,-1.764222573769578,-1.172603256861316,6.842330265121569,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.36623153931826163,71,0,0,1,Afternoon,0.4115007233174028,0.09013859789320698,-0.3213621254241958
39,42,0.8102209709730057,-1.1809125154800806,-1.2334681012801056,4.4015249373960135,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44388023021743567,79,1,0,1,Morning,-1.3017929121129608,-1.9752346801432075,-0.6734417680302467
40,42,-1.1168800040419034,-1.2783297192984906,0.6949979007768748,1.2203823484477883,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011141563048757437,15,0,1,0,Early,-0.8036447511180664,-1.3747177115715037,-0.5710729604534373
41,42,0.7688530517323663,1.792597174522875,1.9465428375147655,4.951769101112702,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.709641290505807,77,1,0,1,Morning,1.3266699305803136,1.1933739023819168,-0.1332960281983968
42,42,0.5429440836906342,0.4399874873358143,-0.2604985619387227,0.34388521115218396,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2656295355856315,69,0,0,0,Early,-0.9913173646508302,-1.6009568062567883,-0.6096394416059581
43,42,0.2605773153741113,-0.501520032273198,1.7268338422187606,9.093204020787821,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.36879593667783545,57,0,0,1,Evening,0.46033361708442955,0.14900658863915608,-0.3113270284452735
44,42,-0.997636447315913,-0.9506734508381118,0.09643371879348994,2.587799816000169,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4785672420161137,18,0,1,0,Morning,-0.49981281513175957,-1.0084487027903204,-0.5086358876585608
45,42,0.5484477951008607,-1.1853070818481903,-0.6808872820390818,6.62522284353982,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9577276536620096,70,0,0,0,Afternoon,-1.3126652923691435,-1.9883413205844005,-0.675676028215257
46,42,0.42098634638372817,-0.8586862701683923,-0.9906923886377034,3.1171107608941098,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0370472887399296,66,0,0,0,Morning,0.05575836843782714,-0.3387083542227753,-0.39446672266060245
47,42,0.9183418261318395,0.7984090939608903,0.6294135848867876,5.200680211778108,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.740590868103047,82,1,0,0,Afternoon,1.2533488272211082,1.104985406409824,-0.14836342081128429
48,42,0.527323423481816,-0.024539242301785724,-0.9149590677826966,5.4671027934327965,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9521788067393494,69,0,0,0,Afternoon,0.6620719864638083,0.3922019339403407,-0.2698700525234676
49,42,-0.683560139729801,0.5516061347152821,0.0812768427670279,1.8485445552552704,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42265506550160375,25,0,1,0,Early,0.599617227240261,0.3169128018738979,-0.2827044253663631
50,42,1.4361316862677862,1.4929368056307106,1.5834650253840938,9.695846277645586,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10947060404728903,94,1,0,1,Evening,1.1629626610472124,0.9960249991222369,-0.1669376619249755
51,42,0.5919673129528534,4.089198395828023,-0.3067803928713705,7.7513282336111455,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0525289413496632,72,0,0,0,Evening,1.294306111832193,1.1543593604287552,-0.13994675140343782
52,42,0.7738836862743314,0.3659812976805275,1.3140094746438993,9.394989415641891,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5728720895377487,78,1,0,1,Evening,0.8137496996179656,0.5750492224283867,-0.23870047718957887
53,42,0.8254620231728759,-1.890079979332954,-1.2145434897264067,8.948273504276488,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.666610291149916,79,1,0,1,Evening,0.08804700658119471,-0.2997844423921292,-0.3878314489733239
54,42,0.3000133808699259,1.6702122623374809,-0.5339091013167999,5.978999788110851,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6902368003802725,59,0,0,0,Afternoon,0.33246458650797134,-0.005139363566344835,-0.33760395007431615
55,42,0.7864550015882212,-1.9232147596822906,-1.4071440262149164,9.218742350231167,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.5583683832571023,78,1,0,1,Evening,0.9516531153595514,0.7412916130686072,-0.2103615022909442
56,42,-0.6273789337928577,-1.763403391529492,0.07299675597335759,0.884925020519195,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.73151340389633,27,0,0,0,Early,-0.17844805292974028,-0.6210438945142117,-0.4425958415844714
57,42,-1.7201221225525074,-1.5748315724171886,0.7800781797165829,1.959828624191452,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0231955113182944,5,0,1,0,Early,-1.0016193810937708,-1.613375873853334,-0.6117564927595631
58,42,-0.3910647361380472,0.05416719719722074,0.07518708760618616,0.45227288910538066,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0299346709057469,34,0,0,0,Early,0.8611472028957586,0.6321868517822757,-0.2289603511134829
59,42,-2.0417996676690304,-0.4655856588432955,1.227050059970152,3.2533033076326436,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7490314709550956,3,0,1,1,Morning,0.0636154857901475,-0.3292366093412842,-0.3928520951314317
60,42,0.33188121479300053,-0.7510532603369954,-0.7491792406291301,3.8867728968948203,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.21737356975163,61,0,0,0,Morning,-0.9058176669666322,-1.4978870304604297,-0.5920693634937975
61,42,-0.7609632554051006,0.7119963311572627,0.22534275368906728,2.713490317738959,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8205554190063729,24,0,1,0,Morning,0.04064167779114997,-0.35693150539099167,-0.39757318318214163
62,42,0.5783355494612479,1.6567503752509107,-0.5274693236138563,8.287375091519294,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2517306819925051,71,0,0,0,Evening,1.0308174712375036,0.836724142450657,-0.1940933287868466
63,42,-0.7147271550323828,-1.3405115288415481,0.3616765854236551,3.567533266935893,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1336234718590492,24,0,1,0,Morning,-2.006968564382212,-2.8253230236704767,-0.8183544592882646
64,42,-1.5185484422962992,-2.6231516160096167,0.5037360462124257,2.8093450968738076,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.062297155166374,8,0,1,0,Morning,-2.107096667604934,-2.9460273235640173,-0.8389306559590834
65,42,-0.2601522791459382,0.5916597808306049,0.5823959599840627,5.426960831582485,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1982833857471582,40,0,0,0,Afternoon,0.4082749311732736,0.08624990960463477,-0.3220250215686389
66,42,0.5351199724703557,-2.8492780171037277,-1.070594338235602,1.4092422497476265,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8635966592465905,69,0,0,1,Early,-1.8861819661487993,-2.679714934562303,-0.7935329684135035
67,42,0.9005268411477114,-2.4613184798976437,-0.8897461017865688,8.021969807540398,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579643229322647,81,1,0,0,Evening,-0.7148810967055307,-1.2677132401293036,-0.552832143423773
68,42,0.11550638886459763,1.9400296329273354,-0.7042877081911889,0.7455064367977082,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46026340158332313,54,0,0,0,Early,1.214343240897106,1.057964222170439,-0.15637901872666693
69,42,1.5305675966732397,1.8436107354210085,-0.23888074786659733,9.868869366005173,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1354608936981305,95,1,0,0,Evening,1.5576360973846908,1.4718033199571687,-0.08583277742752204
70,42,0.45011199770339705,-0.47106960612488846,0.08718640420643022,7.722447692966574,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4597318750379402,67,0,0,0,Evening,-0.16139087264453256,-0.6004814855778889,-0.4390906129333564
71,42,-1.8484619268414342,-2.1417094353832153,0.7080891218566765,1.987156815341724,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.7201025509478183,4,0,1,0,Early,-1.5374906684962968,-2.2593680228816218,-0.721877354385325
72,42,0.6289374899517424,0.12057668342298178,-0.8480986993392317,0.05522117123602399,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5984259353435604,72,0,0,0,Early,1.336295671296421,1.2049777204579475,-0.13131795083847342
73,42,1.2424611604032894,-0.12639538856936178,-1.6010192977017523,8.154614284548341,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22857652751789734,89,1,0,1,Evening,0.02525144387933004,-0.3754844126141707,-0.40073585649350074
74,42,-1.0801050669955234,3.315135383566265,2.15574316320679,7.068573438476172,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8021648084314457,16,0,1,1,Afternoon,0.8478748410997166,0.6161870366758063,-0.23168780442391024
75,42,0.8177267956421633,1.9079228741778889,-1.13145302065243,7.2900716804098735,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831002120732203,79,1,0,1,Afternoon,1.2636710305759262,1.117428809302723,-0.1462422212732033
76,42,-0.27941380684640876,0.8467488218947049,0.8363237229955514,7.712703466859457,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4803046530132987,39,0,0,0,Evening,-0.1650339221275081,-0.6048731770527788,-0.43983925492527065
77,42,-0.45899184165772283,1.1610067295112754,0.03126687724867452,0.7404465173409036,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5693837001481272,32,0,0,0,Early,0.7745296334697188,0.5277694830362175,-0.2467601504335013
78,42,-0.7673340559332177,-0.12027066366538058,0.2513056408063804,3.5846572854427263,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5684802252745983,23,0,1,0,Morning,-0.4354960483454125,-0.9309149229973118,-0.4954188746518993
79,42,-0.48553094572591793,-0.36468804249179587,-0.0015505058359027444,1.1586905952512971,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1053093208790869,31,0,0,0,Early,-1.263644415989415,-1.929246717040166,-0.665602301050751
80,42,0.32473107200879675,0.8378940440939201,-0.3848418819471256,8.631034258755935,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5884645404175581,61,0,0,0,Evening,1.1136084306282845,0.9365285377116974,-0.1770798929165871
81,42,-0.4003396504172364,0.09183703664142873,0.46397228292345905,6.232981268275579,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7929348534931071,34,0,0,0,Afternoon,-1.4128260509252208,-2.10908498644038,-0.6962589355151589
82,42,-0.07817676273131685,-0.013600882391175975,-0.43858720625729564,3.308980248526492,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9703933898468512,45,0,0,0,Morning,0.06715395483206593,-0.32497098945383185,-0.3921249442858978
83,42,-0.8303664033578922,-0.2739643797072995,1.1663027472367895,0.6355835028602363,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8033650488211627,21,0,1,1,Early,0.8036781198811032,0.5629079459851906,-0.2407701738959126
84,42,-1.2562579051084939,1.6277837242913538,0.5684410062561545,3.109823217156622,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.033327925665802005,12,0,1,0,Morning,0.5887473030401912,0.3038091222051957,-0.2849381808349955
85,42,-1.5352428825288713,-1.2644278951820693,0.5995941132814938,3.2518332202674705,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9561768831496472,7,0,1,0,Morning,-1.5284487493023482,-2.248468000901061,-0.7200192515987127
86,42,-0.3219207659186811,-1.008119637367421,-0.5071230600565902,7.29606178338064,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.3091837312848655,37,0,0,0,Afternoon,0.48105423879210274,0.17398527150724497,-0.3070689672848578
87,42,-0.03154723185329794,-1.8278645291967397,-0.23635473708899585,6.3755747135521315,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15705360540145066,47,0,0,0,Afternoon,-1.3801289484407515,-2.0696686713709096,-0.6895397229301581
88,42,1.5210463184711969,2.745191193037101,-1.187912808642065,8.872127425763265,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0819420597408491,95,1,0,1,Evening,0.47517712582104427,0.1669004193654948,-0.3082767064555495
89,42,1.0854136833570691,-0.08223820075939033,-0.35301605672556224,4.722149251619493,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9955324690830808,86,1,0,0,Morning,0.386696207400507,0.06023678579868135,-0.3264594216018256
90,42,0.5468950468958085,0.11169420489707649,-1.0365759163562973,1.195942459383017,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8160728433938479,70,0,0,1,Early,0.6759594235446175,0.4089432215129816,-0.26701620203163584
91,42,-0.9880131595612225,0.5595154615252809,1.313068515588715,7.13244787222995,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07421097854939082,18,0,1,1,Afternoon,0.45397917572640445,0.14134631773969766,-0.3126328579867068
92,42,0.32925311404266466,1.8946398462613403,0.05053581559400609,7.607850486168974,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.087464174031497,61,0,0,0,Evening,0.540486816422241,0.24563116754261918,-0.2948556488796218
93,42,0.11778867231675451,1.0138591419607639,0.17049723504043077,5.612771975694963,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9241618238559027,54,0,0,0,Afternoon,-1.0663378942693773,-1.6913939584028448,-0.6250560641334675
94,42,0.1287115364781816,-0.46901666280508325,-0.22514652735002125,7.70967179954561,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4226335607215581,54,0,0,0,Evening,-0.5304949137164615,-1.0454359332454226,-0.5149410195289611
95,42,1.2331415356475568,-0.04993531401260809,0.19757892205140784,4.937955963643907,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6765980166158473,88,1,0,0,Morning,0.9883761107733869,0.7855611368961075,-0.20281497387727943
96,42,-0.15470789614630556,1.9263869837289058,2.4648776358576834,5.227328293819941,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5359591454092917,43,0,0,1,Afternoon,0.5936847536161401,0.30976121253595135,-0.2839235410801888
97,42,-0.017887122694075955,-1.1733145940945575,-0.3001402843924914,4.275410183585496,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5400242316169221,48,0,0,0,Morning,-1.1260766069953152,-1.763408899903198,-0.6373322929078828
98,42,0.16646404354778374,-0.16499037433572306,-0.6504130347099937,0.2541912674409519,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.299116644301067,55,0,0,0,Early,1.2943817181700434,1.154450503771973,-0.13993121439807044
99,42,-1.2370488008257587,-2.0642317452176644,0.5296931329054426,1.0789142699330445,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2222118086729215,12,0,1,0,Early,-0.7401498426210158,-1.2981746808911647,-0.5580248382701489
100,42,1.9389191283786356,-0.30678380133647787,-2.525718633602488,0.3142918568673425,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0582070469439075,99,1,0,1,Early,-0.5802991716383504,-1.1054749022330492,-0.5251757305946988
101,42,-0.04282384175085779,-0.07132704677528856,0.06395678691093298,6.364104112637804,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9375601222047649,47,0,0,0,Afternoon,-0.5148450261224568,-1.0265700138417053,-0.5117249877192486
102,42,-0.2437940299468996,-0.016231342355179756,-0.37171290329290085,3.143559810763267,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6336115405758314,40,0,0,0,Morning,-0.47557844291259604,-0.9792341981914774,-0.5036557552788814
103,42,1.4106570093350246,2.49837814756095,-0.9923132660360943,5.085706911647028,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08796882105283044,93,1,0,0,Afternoon,1.4890691107253984,1.3891459055636288,-0.09992320516176956
104,42,0.10595189407167974,-1.1738674397951518,0.5077576703115002,9.07566473926093,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.3912744310241485,53,0,0,0,Evening,0.8462853811215282,0.6142709447126011,-0.23201443640892705
105,42,-0.8499949660256751,-0.868473859681028,0.053988418445792954,2.4929222914887497,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07487593820648959,20,0,1,0,Early,-2.1164573037668153,-2.9573115584402627,-0.8408542546734474
106,42,1.0720964140879412,0.7287886678950963,-1.8024089074942171,4.103829230356297,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4541831671898381,86,1,0,1,Morning,1.1603270735618658,0.9928478017921396,-0.1674792717697262
107,42,0.314405004211284,2.355931865736293,-0.6465295211924377,7.555511385430487,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5347332475595915,60,0,0,0,Evening,0.904968536784209,0.6850134135282907,-0.21995512325591826
108,42,1.6575309455289216,-2.6213342331410536,-2.8882712051927246,2.2879816549162246,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7124941928082376,97,1,0,1,Early,-1.5702715753674967,-2.2988853640317104,-0.7286137886642137
109,42,-0.13119629953991427,1.075092728340985,0.293269314133503,0.7697990982879299,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444203881536917,43,0,0,0,Early,1.2111654991156517,1.0541334585323856,-0.15703204058326614
110,42,-1.0421483967915985,-3.668003418409131,0.28329941844015705,2.8975145291376805,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.060288991391611785,17,0,1,0,Morning,-2.1003789509212414,-2.9379291247258292,-0.8375501738045878
111,42,0.14307767040563998,-1.5166693885493419,-0.7932818938336734,1.6122128725400442,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4547951696423805,55,0,0,0,Early,-1.9695422484842304,-2.7802056479022395,-0.810663399418009
