province,countyid,community,gender,born_year,level_edu,year_edu,han,party,year_party,urban,inter_income,out_income,elder_brother,elder_sister,young_brother,young_sister,total_income,edu_father,party_father,urban_father,dum_job_father,attr_job_father,edu_mother,party_mother,dum_job_mother,year_nojob_mother,attr_job_mother,sib_brother,sib_sister,sib,non_father,job_father,non_mother,job_mother,period
北京市,110108,44.0,女,1930,初中,8.0,其他,群众,,城市,拒绝回答,拒绝回答,0,0,3,0,拒绝回答,,群众,直辖市城区户口,全职就业,,,群众,从未工作过,,,3.0,0.0,3.0,0.0,1.0,0.0,,0.0
北京市,110108,44.0,女,1960,高中或职高,13.0,汉,群众,,城市,19000,不适用,1,0,1,1,69006,小学,群众,直辖市城区户口,全职就业,事业,小学,群众,全职就业,,事业,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
北京市,110108,44.0,男,1970,初中,9.0,汉,群众,,城市,拒绝回答,拒绝回答,0,2,0,0,80000,本科,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,44.0,男,1930,小学,,汉,群众,,城市,不适用,不适用,0,0,1,1,30000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
北京市,110108,44.0,男,1965,本科,17.0,汉,群众,,2,100000,0,1,1,2,0,150000,小学,党员,0.0,全业务农,,小学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,44.0,男,1932,本科,16.0,汉,群众,,城市,25000,0,0,0,3,0,42000,研究生,群众,直辖市城区户口,全职就业,,初中,群众,其他,,,3.0,0.0,3.0,0.0,1.0,0.0,,0.0
北京市,110108,445.0,女,1947,高中或职高,15.0,汉,群众,,城市,15000,0,0,0,0,3,35000,小学,党员,直辖市城区户口,全职就业,事业,小学,群众,全职就业,,事业,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0
北京市,110108,445.0,女,1962,高中或职高,12.0,汉,群众,,城市,40000,0,0,0,1,0,80000,高中或职高,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
北京市,110108,445.0,女,1963,小学,2.0,汉,群众,,城市,30000,0,0,0,1,2,30000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,全业务农,,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
北京市,110108,445.0,女,1987,本科,15.0,汉,群众,,6,0,0,1,1,0,0,65000,高中或职高,群众,0.0,全业务农,,初中,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,445.0,男,1963,高中或职高,12.0,汉,群众,,城市,32000,0,0,1,1,0,75000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,全职就业,,事业,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,445.0,女,1988,高中或职高,12.0,汉,群众,,6,5000,0,0,0,0,0,12000,高中或职高,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,445.0,男,1985,专科,15.0,汉,群众,,4,2300,0,0,1,0,0,40000,小学,党员,直辖市城区户口,在自家开办的生意中帮忙,私企,小学,群众,全职就业,,事业,0.0,1.0,1.0,0.0,,0.0,1.0,1.0
北京市,110108,445.0,男,1979,初中,9.0,汉,群众,,6,12000,0,0,0,1,1,12000,初中,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,445.0,女,1974,本科,16.0,汉,群众,,3,60000,0,0,1,1,0,100000,初中,群众,0.0,全业务农,,小学,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,445.0,女,1976,高中或职高,12.0,汉,群众,,6,40000,0,0,1,1,0,80000,初中,群众,0.0,全业务农,,初中,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,293.0,男,1975,专科,15.0,汉,群众,,城市,10000,不适用,1,0,0,0,拒绝回答,本科,党员,直辖市城区户口,全职就业,事业,初中,党员,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,293.0,女,1935,本科,16.0,汉,党员,,城市,30000,0,0,0,0,0,60000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0
北京市,110108,293.0,男,1975,专科,15.0,其他,群众,,5,30000,不适用,1,0,0,1,50000,小学,党员,直辖市城区户口,全职就业,事业,小学,群众,全业务农,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
北京市,110108,293.0,男,1941,高中或职高,11.0,汉,群众,,城市,20000,不适用,2,0,1,2,40000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,3.0,2.0,5.0,0.0,1.0,0.0,,0.0
北京市,110108,293.0,男,1984,本科,16.0,汉,群众,,城市,600,不适用,0,0,0,0,拒绝回答,高中或职高,群众,直辖市城区户口,全职就业,事业,专科,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,293.0,男,1933,初中,9.0,汉,党员,1966.0,城市,36000,0,1,0,2,2,80000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
北京市,110108,293.0,女,1981,高中或职高,15.0,汉,群众,,城市,100000,不适用,0,0,0,0,150000,高中或职高,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,293.0,男,1964,初中,9.0,汉,群众,,城市,20000,0,0,1,2,1,20000,初中,党员,0.0,全职就业,事业,小学,群众,全业务农,,,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0
北京市,110108,293.0,女,1982,本科,15.0,汉,群众,,城市,30000,0,0,0,0,1,30000,高中或职高,群众,直辖市城区户口,全职就业,事业,高中或职高,党员,全职就业,,事业,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,293.0,女,1960,专科,16.0,汉,群众,,城市,50000,不适用,3,0,0,0,12000,本科,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
北京市,110108,513.0,男,1957,高中或职高,10.0,汉,群众,,3,20000,0,1,1,1,1,50000,没有上过学,群众,0.0,全职就业,事业,没有上过学,群众,以前工作过，但当时在家操持家务,我母亲结婚前就停止工作了,,2.0,2.0,4.0,0.0,1.0,0.0,,0.0
北京市,110108,513.0,男,1986,高中或职高,12.0,汉,群众,,3,1000,0,0,0,0,1,40000,专科,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,513.0,男,1980,专科,14.0,汉,群众,,5,30000,0,0,0,1,0,30000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,513.0,女,1966,小学,6.0,汉,群众,,城市,21600,不适用,1,1,1,1,39600,初中,群众,直辖市城区户口,全业务农,,小学,群众,已去世,,,2.0,2.0,4.0,0.0,0.0,1.0,,1.0
北京市,110108,513.0,女,1965,初中,9.0,汉,群众,,6,7000,0,3,0,2,0,13000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,513.0,女,1980,初中,9.0,汉,群众,,6,12000,不适用,1,1,0,0,12000,初中,党员,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,513.0,女,1982,高中或职高,12.0,汉,群众,,6,50000,0,1,0,0,0,90000,高中或职高,群众,0.0,在自家开办的生意中帮忙,私企,初中,群众,全业务农,,,1.0,0.0,1.0,0.0,,0.0,0.0,1.0
北京市,110108,513.0,男,1982,专科,15.0,汉,群众,,6,50000,不适用,1,0,0,1,50000,小学,群众,0.0,在自家开办的生意中帮忙,私企,高中或职高,群众,全业务农,,,1.0,1.0,2.0,0.0,,0.0,0.0,1.0
北京市,110108,513.0,男,1980,专科,15.0,汉,群众,,3,66000,6000,0,0,0,0,72000,小学,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,513.0,男,1964,初中,9.0,汉,群众,,城市,22340,不适用,0,1,1,0,45000,小学,党员,直辖市城区户口,全职就业,事业,小学,党员,全业务农,,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
北京市,110108,375.0,女,1986,专科,16.0,汉,群众,,2,0,15000,0,0,1,0,不知道,小学,群众,0.0,全职就业,私企,初中,群众,全职就业,,私企,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,男,1978,高中或职高,12.0,汉,党员,1998.0,2,50000,不适用,1,0,0,0,0,专科,群众,直辖市城区户口,全职就业,事业,小学,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,女,1984,本科,16.0,汉,群众,,城市,20000,20000,1,0,0,0,100000,高中或职高,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,女,1979,专科,15.0,汉,党员,2001.0,3,20000,不适用,1,2,0,0,60000,高中或职高,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,男,1986,本科,16.0,汉,群众,,6,30000,不适用,0,0,0,0,不知道,高中或职高,党员,0.0,全职就业,事业,初中,群众,半职就业,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,男,1986,专科,14.0,汉,群众,,3,10000,20000,1,1,0,0,200000,专科,党员,直辖市城区户口,全职就业,事业,高中或职高,党员,全职就业,,事业,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
北京市,110108,375.0,男,1989,本科,13.0,汉,群众,,4,不适用,50000,0,0,0,0,150000,高中或职高,群众,直辖市城区户口,在自家开办的生意中帮忙,私企,高中或职高,群众,在自家开办的生意中帮忙,,私企,0.0,0.0,0.0,0.0,,0.0,,1.0
北京市,110108,375.0,女,1985,本科,15.0,汉,群众,,3,30000,不适用,2,0,0,0,不知道,初中,党员,0.0,在自家开办的生意中帮忙,私企,初中,群众,在自家开办的生意中帮忙,,私企,2.0,0.0,2.0,0.0,,0.0,,1.0
北京市,110108,375.0,女,1981,初中,9.0,汉,群众,,6,30000,不适用,0,1,0,0,不知道,初中,群众,0.0,全业务农,,初中,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
北京市,110108,375.0,男,1983,本科,16.0,汉,群众,,3,80000,7000,0,0,0,0,不知道,高中或职高,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,137.0,男,1987,本科,16.0,汉,群众,,城市,不适用,不适用,0,0,0,0,80000,专科,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,137.0,女,1948,小学,6.0,汉,党员,1971.0,2,20000,0,2,2,0,0,40000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,137.0,男,1985,本科,15.0,汉,群众,,城市,120000,0,0,0,0,0,1000000,专科,党员,直辖市城区户口,全职就业,事业,专科,党员,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,137.0,女,1959,高中或职高,12.0,汉,群众,,城市,20000,0,0,0,2,0,40000,小学,党员,直辖市城区户口,全职就业,事业,专科,党员,全职就业,,事业,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
北京市,110111,137.0,男,1945,小学,6.0,汉,党员,1966.0,4,27000,0,1,0,2,2,27000,没有上过学,党员,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,137.0,男,1954,初中,9.0,汉,党员,1987.0,3,24000,0,5,1,0,0,60000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,137.0,男,1975,本科,16.0,汉,党员,2000.0,城市,50000,0,2,0,0,0,80000,初中,党员,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,2.0,0.0,2.0,0.0,1.0,0.0,,1.0
北京市,110111,137.0,男,1960,初中,9.0,汉,群众,,城市,40000,0,1,1,1,0,70000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,从未工作过,,,2.0,1.0,3.0,0.0,1.0,0.0,,0.0
北京市,110111,137.0,女,1954,小学,5.0,汉,群众,,城市,20000,0,2,0,1,0,40000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,137.0,女,1973,本科,16.0,汉,群众,,3,45000,0,1,0,0,1,98000,初中,党员,直辖市城区户口,全职就业,事业,初中,群众,从未工作过,,,1.0,1.0,2.0,0.0,1.0,0.0,,1.0
北京市,110111,532.0,女,1945,高中或职高,12.0,汉,党员,1965.0,城市,15000,0,0,0,2,2,30000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,2.0,2.0,4.0,0.0,1.0,0.0,,0.0
北京市,110111,532.0,女,1980,本科,16.0,汉,群众,,城市,40000,0,0,1,1,1,80000,初中,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,兼业务农,,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
北京市,110111,532.0,女,1945,初中,9.0,汉,群众,,城市,0,0,1,0,0,2,80000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,532.0,男,1969,高中或职高,11.0,汉,群众,,城市,45000,0,0,0,1,0,65000,初中,群众,直辖市城区户口,全职就业,事业,高中或职高,党员,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,532.0,女,1975,小学,3.0,汉,群众,,2,10000,0,0,1,1,2,35000,小学,群众,直辖市城区户口,全业务农,,没有上过学,群众,全业务农,,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,532.0,男,1973,本科,17.0,汉,党员,2003.0,城市,24000,不适用,0,1,0,0,50000,小学,党员,0.0,全业务农,,初中,党员,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,532.0,女,1970,本科,16.0,汉,党员,2003.0,城市,24000,不适用,1,0,1,0,48000,初中,党员,直辖市城区户口,全业务农,,初中,党员,全业务农,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,532.0,女,1967,初中,9.0,汉,群众,,城市,拒绝回答,不适用,1,0,1,0,20000,没有上过学,群众,直辖市城区户口,全业务农,,没有上过学,群众,全业务农,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,532.0,女,1978,高中或职高,12.0,汉,群众,,城市,24000,不适用,0,0,1,1,40000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,从未工作过,,,1.0,1.0,2.0,0.0,1.0,0.0,,1.0
北京市,110111,532.0,女,1990,专科,12.0,汉,群众,,城市,不适用,不适用,0,0,0,0,不知道,高中或职高,党员,直辖市城区户口,全职就业,事业,专科,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,84.0,男,1952,高中或职高,12.0,汉,党员,1975.0,城市,8700,不适用,1,1,1,2,50000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,84.0,男,1957,初中,9.0,汉,群众,,城市,24000,不适用,2,3,1,0,60000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,84.0,男,1955,初中,9.0,汉,群众,,城市,拒绝回答,不适用,1,2,1,0,35900,没有上过学,党员,0.0,全业务农,,小学,群众,全业务农,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,84.0,男,1952,初中,9.0,汉,党员,1985.0,城市,24000,3000,0,0,2,1,30000,,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,84.0,女,1960,高中或职高,12.0,汉,群众,,城市,0,0,1,0,0,1,36000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,全职就业,,事业,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
北京市,110111,84.0,女,1950,没有上过学,,汉,群众,,城市,24000,0,0,0,2,1,24000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,84.0,女,1975,初中,9.0,其他,群众,,城市,不适用,不适用,2,2,0,0,15000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,从未工作过,,,2.0,2.0,4.0,0.0,1.0,0.0,,1.0
北京市,110111,84.0,男,1986,本科,16.0,汉,群众,,城市,不适用,不适用,0,0,0,0,50000,高中或职高,党员,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,84.0,男,1969,初中,8.0,汉,群众,,城市,30000,0,1,2,0,0,30000,小学,党员,直辖市城区户口,全职就业,事业,小学,群众,临时性就业(无合同、非稳定的工作),,事业,1.0,2.0,3.0,0.0,1.0,0.0,,1.0
北京市,110111,84.0,男,1969,高中或职高,12.0,汉,群众,,城市,不适用,不适用,5,1,0,0,24000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,5.0,1.0,6.0,0.0,1.0,0.0,,1.0
北京市,110111,504.0,男,1952,初中,9.0,汉,群众,,城市,24000,不适用,0,1,1,1,42000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,1.0,2.0,3.0,0.0,1.0,0.0,,0.0
北京市,110111,504.0,男,1957,初中,9.0,汉,党员,1993.0,城市,15000,0,1,0,2,1,33600,初中,群众,0.0,全职就业,事业,小学,党员,全业务农,,,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0
北京市,110111,504.0,女,1953,高中或职高,12.0,汉,党员,1984.0,城市,18000,不适用,0,0,1,2,18000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,全职就业,,事业,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0
北京市,110111,504.0,女,1980,专科,15.0,汉,群众,,城市,18000,不适用,1,0,0,0,42000,高中或职高,党员,直辖市城区户口,全职就业,事业,高中或职高,党员,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,504.0,女,1954,初中,9.0,汉,群众,,城市,20000,不适用,4,3,1,0,44400,没有上过学,群众,直辖市城区户口,已去世,,没有上过学,群众,从未工作过,,,5.0,3.0,8.0,1.0,,0.0,,0.0
北京市,110111,504.0,女,1985,本科,14.0,其他,群众,,城市,9600,不适用,0,0,0,0,不知道,初中,党员,直辖市城区户口,全职就业,私企,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,504.0,男,1976,高中或职高,12.0,汉,群众,,城市,27600,不适用,2,0,0,0,27600,高中或职高,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,504.0,男,1957,小学,6.0,汉,群众,,城市,9600,不适用,0,0,0,4,43200,没有上过学,群众,直辖市城区户口,全业务农,,没有上过学,群众,全业务农,,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,504.0,男,1955,初中,9.0,汉,群众,,城市,19200,不适用,0,0,3,1,37200,小学,群众,直辖市城区户口,全业务农,,没有上过学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,504.0,女,1983,专科,16.0,汉,群众,,城市,不适用,不适用,0,0,0,0,6000,初中,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,离退休（不在职）,在她的第一个孩子出生之后，我母亲,事业,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
北京市,110111,20.0,男,1981,专科,15.0,汉,群众,,城市,60000,不适用,0,0,0,0,120000,小学,群众,0.0,兼业务农,,小学,群众,全职就业,,事业,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
北京市,110111,20.0,女,1980,初中,13.0,汉,群众,,3,30000,不适用,1,0,0,0,40000,高中或职高,群众,0.0,全业务农,,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,20.0,女,1987,专科,15.0,汉,群众,,城市,不适用,不适用,0,0,1,0,60000,本科,党员,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
北京市,110111,20.0,女,1954,初中,9.0,汉,群众,,城市,9792,不适用,2,1,0,2,31392,小学,党员,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,20.0,男,1968,高中或职高,11.0,汉,群众,,城市,40000,不适用,1,1,0,0,50000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,无业（失业/下岗）,,,1.0,1.0,2.0,0.0,0.0,0.0,,1.0
北京市,110111,20.0,男,1988,专科,14.0,汉,群众,,城市,不适用,不适用,0,0,0,0,50000,高中或职高,群众,直辖市城区户口,全职就业,私企,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
北京市,110111,20.0,男,1964,本科,16.0,汉,党员,2002.0,城市,48000,不适用,2,2,0,0,84000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,20.0,女,1961,高中或职高,11.0,汉,群众,,城市,不适用,不适用,1,1,1,0,24000,没有上过学,党员,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,20.0,女,1953,初中,9.0,汉,群众,,城市,9600,不适用,1,1,0,0,21600,小学,党员,0.0,全业务农,,小学,党员,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
北京市,110111,20.0,男,1967,专科,15.0,汉,党员,1992.0,城市,30000,0,4,3,0,0,70000,小学,党员,0.0,全业务农,,小学,群众,全业务农,,,4.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,449.0,女,1968,本科,15.0,汉,党员,1995.0,城市,40000,0,0,0,1,0,98000,初中,群众,0.0,全业务农,,初中,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
北京市,110111,449.0,女,1989,高中或职高,13.0,汉,群众,,城市,5000,0,1,0,0,0,不知道,初中,群众,直辖市城区户口,临时性就业(无合同、非稳定的工作),私企,高中或职高,群众,从未工作过,,,1.0,0.0,1.0,0.0,,0.0,,1.0
