dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf,south
-0.0052943,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1945941,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1009228,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2067984,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1547699,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0663446,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1542586,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.138047,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1925021,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0273508,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2238779,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0023937,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.127578,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1429756,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3670444,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0832215,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0933114,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1652719,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1011449,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0030385,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.0191664,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1780933,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0205031,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1733316,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.3200569,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0123841,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2091313,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0591789,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2464232,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.090461,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1689742,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2306909,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0959406,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2458685,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0628795,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0171393,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2488725,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3003496,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1308211,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1427435,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0224855,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0361261,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.165251,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1205979,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1181502,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0968522,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1448937,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.033755,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2120744,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0833865,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0777783,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,1.0
0.1568024,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1032968,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1219332,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1395863,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1312344,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0013537,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.039771,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0099031,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1103683,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2799671,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0097185,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.094661,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1371395,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.116842,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,1.0
0.205991,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1789177,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1071072,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0140154,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.1767901,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0428495,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0985003,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2644705,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2927208,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.071573,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,1.0
0.2679836,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.3823075,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.251941,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3584023,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0066021,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1001,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.077556,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2233499,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.050954,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1568616,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.01427,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0192953,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1180008,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,1.0
-0.142,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1234019,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0604085,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1498961,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0362918,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0987884,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3344456,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.179,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0717346,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.0428462,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1202998,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1452649,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1275065,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.126396,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.010729,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1492405,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.4403482,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.020601,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0498672,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.128856,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2472225,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1923832,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0519058,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.0054898,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1965924,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1970469,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.07841,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.439274,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.11787,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1334469,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2663243,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0534809,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.027443,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1864468,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1572328,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1748649,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0631328,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1311463,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2506714,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.1971745,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0628488,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2189082,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.118,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2947261,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.177168,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.141617,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2506357,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2975614,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.063799,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1490679,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2019358,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0146012,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
-0.0951959,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1198886,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1692907,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1007537,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1649557,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1485021,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1569796,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1125704,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2721715,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1167566,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1983082,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1507896,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1815598,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2289295,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1654236,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.227986,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.0846555,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0177123,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1865587,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1751124,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2375982,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1641118,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1344283,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.071934,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1935391,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1066204,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.113,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2141508,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2271037,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0020392,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1645017,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.2824175,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.242905,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1183456,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1909992,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0839127,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.1902967,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.0030329,,0.0,2008,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.063951,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.5,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3396683,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0146346,,0.0,2008,0.0,0,,0,,0,,,,,1,,1,1,0.0,0.0,1.0,0.0
0.1700823,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.2579226,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.3025144,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0283526,,0.0,2008,0.0,1,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.2017964,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
-0.1643044,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
-0.0978878,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
0.1533046,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,1.0
0.0121753,,0.0,2008,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,1.0,0.0
