,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
107,1,27,13,1,0,0,0,0,0,34099.3
108,1,17,9,1,0,0,1,0,0,1953.27
109,1,30,11,1,0,0,1,0,0,0
110,1,26,10,1,0,1,1,2028,0,0
111,1,20,9,1,0,0,1,6083.99,0,8881.67
112,1,17,9,0,1,0,1,445.17,74.3435,6210.67
113,1,20,12,1,0,0,0,989.268,165.208,0
114,1,18,11,1,0,0,1,858.254,214.564,929.884
115,1,27,12,1,0,1,0,3670.87,334.049,0
116,1,21,12,0,0,0,0,3670.87,334.049,12558
117,1,27,12,1,0,0,0,2143.41,357.95,22163.3
118,1,20,12,1,0,0,0,0,377.569,1652.64
119,1,19,10,1,0,0,1,0,385.274,8124.72
120,1,23,12,1,0,0,0,5506.31,501.074,671.332
121,1,29,14,1,0,0,0,0,679.673,17815
122,1,18,10,1,0,0,1,0,798.908,9737.15
123,1,19,9,1,0,0,1,0,798.908,17685.2
124,1,27,13,0,0,1,0,9381.57,853.723,0
125,1,18,11,0,0,0,1,3678.23,919.558,4321.71
126,1,27,9,1,0,1,1,0,934.445,1773.42
127,1,22,12,1,0,0,0,5605.85,936.177,0
128,1,23,10,1,0,1,1,0,936.439,11233.3
129,1,23,12,0,1,0,0,9385.74,1117.44,559.443
130,1,20,11,1,0,0,1,3637.5,1220.84,1085.44
131,1,17,9,1,0,0,1,1716.51,1253.44,5445.2
132,1,28,11,1,0,0,1,0,1284.08,60307.9
133,1,26,11,1,0,1,1,0,1392.85,1460.36
134,1,20,11,1,0,0,1,16318.6,1484.99,6943.34
135,1,24,11,1,0,1,1,824.389,1666.11,4032.71
136,1,31,9,1,0,0,1,0,1698.61,10363.3
137,1,23,8,0,0,1,1,0,1713.15,4232.31
138,1,18,10,1,0,0,1,2143.41,1784.27,11141.4
139,1,29,12,1,0,0,0,10881.9,1817.28,0
140,1,26,11,0,0,0,1,0,2226.27,13385.9
141,1,24,9,1,0,0,1,9154.7,2288.68,4849.56
142,1,25,12,1,0,0,0,14426.8,2409.27,0
143,1,24,10,1,0,0,1,4250.4,2421.95,1660.51
144,1,46,8,1,0,0,1,3165.66,2594.72,0
145,1,31,12,0,0,0,0,0,2611.22,2484.55
146,1,19,11,1,0,0,1,2305.03,2615.28,4146.6
147,1,19,8,1,0,0,1,0,2657.06,9970.68
148,1,27,11,1,0,0,1,2206.94,2666.27,0
149,1,26,11,1,0,1,1,0,2754.65,26372.3
150,1,20,10,1,0,0,1,5005.73,2777.36,5615.19
151,1,28,10,1,0,0,1,0,2836.51,3196.57
152,1,24,12,1,0,0,0,13765.8,2842.76,6167.68
153,1,19,8,1,0,0,1,2636.35,2937.26,7535.94
154,1,23,12,1,0,0,0,6269.34,3039.96,8484.24
155,1,42,9,1,0,1,1,0,3058.53,1294.41
156,1,25,13,1,0,0,0,12362.9,3090.73,0
157,1,18,9,1,0,0,1,0,3287.38,5010.34
158,1,21,12,1,0,0,0,6473.68,3332.41,9371.04
159,1,27,10,1,0,0,1,1001.15,3550.08,0
160,1,21,8,1,0,0,1,989.268,3695.9,4279.61
161,1,22,9,1,0,0,1,2192.88,3836.99,3462.56
162,1,31,4,1,0,0,1,8517.59,4023.21,7382.55
163,1,24,10,1,0,1,1,11703.2,4078.15,0
164,1,29,10,1,0,0,1,0,4398.95,0
165,1,29,12,1,0,0,0,9748.39,4878.94,10976.5
166,1,19,10,0,0,0,1,0,5324.11,13829.6
167,1,19,11,0,1,1,1,5424.49,5463.8,6788.46
168,1,31,9,1,0,0,1,10717,5517.84,9558.5
169,1,22,10,1,0,1,1,1468.35,5588.66,13228.3
170,1,21,9,1,0,0,1,6416.47,5749.33,743.667
171,1,17,10,1,0,0,1,1291.47,5793.85,5522.79
172,1,26,12,1,0,1,0,8408.76,5794.83,1424.94
173,1,20,9,0,1,0,1,12260.8,5875.05,1358.64
174,1,19,10,1,0,0,1,4121.95,6056.75,0
175,1,26,10,1,0,0,1,25929.7,6788.96,672.877
176,1,28,11,1,0,0,1,1929.03,6871.86,0
177,1,22,12,0,1,1,0,492.231,7055.7,10092.8
178,1,33,11,1,0,0,1,0,7867.92,6281.43
179,1,22,12,0,0,0,0,6759.99,8455.5,12590.7
180,1,29,10,0,1,0,1,0,8853.67,5112.01
181,1,33,12,1,0,1,0,20280,10941.4,15952.6
182,1,25,14,1,0,1,0,35040.1,11536.6,36647
183,1,35,9,1,0,1,1,13602.4,13830.6,12804
184,1,35,8,1,0,1,1,13732.1,17976.2,3786.63
185,1,33,11,1,0,1,1,14660.7,25142.2,4181.94
186,0,47,12,0,0,0,0,0,0,0
187,0,50,12,1,0,1,0,0,0,0
188,0,44,12,0,0,0,0,0,0,0
189,0,28,12,1,0,1,0,0,0,0
190,0,54,12,0,0,1,0,0,0,0
191,0,55,12,0,1,1,0,0,0,0
192,0,47,12,0,0,1,0,0,0,0
193,0,25,12,1,0,0,0,0,0,0
194,0,44,12,0,0,1,0,0,0,0
195,0,50,12,1,0,1,0,0,0,0
196,0,23,12,1,0,0,0,0,0,4728.725
197,0,49,14,0,0,1,0,0,0,0
198,0,55,14,0,0,1,0,0,0,0
199,0,34,14,1,0,1,0,0,0,0
200,0,34,16,0,0,1,0,0,0,11821.813
201,0,55,13,0,1,1,0,0,0,0
202,0,52,12,0,0,1,0,0,0,0
203,0,52,15,0,0,1,0,0,0,0
204,0,30,16,0,0,1,0,0,0,0
205,0,21,12,0,0,0,0,0,0,0
206,0,30,17,0,0,0,0,0,0,0
207,0,44,12,0,0,1,0,0,0,0
208,0,46,12,0,0,0,0,0,0,0
209,0,53,17,0,0,1,0,0,0,0
210,0,26,16,0,0,0,0,0,0,9014.1321
211,0,49,12,0,0,1,0,0,0,13299.539
212,0,39,15,0,0,1,0,0,0,1921.0445
213,0,26,17,0,0,1,0,0,0,11821.813
214,0,32,16,0,0,1,0,0,0,0
215,0,34,12,0,0,1,0,0,0,0
216,0,31,14,0,0,1,0,0,0,0
217,0,39,17,0,1,1,0,0,0,8866.3594
218,0,40,17,0,0,1,0,0,0,0
219,0,31,12,0,0,1,0,0,0,0
220,0,27,13,0,0,1,0,0,0,28076.805
221,0,48,12,0,0,1,0,0,0,0
222,0,41,13,0,0,1,0,0,0,0
223,0,26,14,0,0,0,0,0,0,0
224,0,50,17,0,0,0,0,0,0,0
225,0,48,12,0,0,1,0,0,0,12930.108
226,0,45,16,0,0,1,0,0,0,0
227,0,37,13,0,0,1,0,0,0,0
228,0,33,12,0,0,1,0,0,0,0
229,0,31,12,0,0,1,0,0,0,0
230,0,36,12,1,0,1,0,0,0,17732.719
231,0,44,13,0,0,1,0,0,0,0
232,0,28,17,0,0,1,0,0,0,0
233,0,30,17,0,0,1,0,0,0,0
234,0,42,16,0,0,1,0,0,0,0
235,0,30,12,0,0,1,0,0,0,0
236,0,27,16,0,0,1,0,0,0,0
237,0,37,12,0,0,1,0,0,0,0
238,0,37,12,0,0,1,0,0,0,0
239,0,45,12,0,0,1,0,0,0,22165.899
240,0,35,16,0,0,1,0,0,0,0
241,0,37,17,0,0,1,0,0,0,66497.696
242,0,27,17,0,0,1,0,0,0,0
243,0,47,14,0,0,1,0,0,0,0
244,0,48,12,0,0,1,0,0,0,0
245,0,42,12,0,0,1,0,0,0,0
246,0,43,12,0,0,1,0,0,0,0
247,0,46,12,0,0,1,0,0,0,0
248,0,46,12,0,0,1,0,0,0,0
249,0,46,12,0,0,1,0,0,0,0
250,0,29,16,0,0,1,0,0,0,8396.4424
251,0,39,13,0,0,1,0,0,0,0
252,0,32,12,0,0,1,0,0,0,0
253,0,48,16,0,0,1,0,0,0,0
254,0,48,16,0,0,1,0,0,0,0
255,0,41,13,0,0,1,0,0,0,0
256,0,42,13,0,0,1,0,0,0,0
257,0,42,13,0,0,1,0,0,0,0
258,0,42,13,0,0,1,0,0,0,0
259,0,54,13,0,0,1,0,0,0,0
260,0,29,14,0,0,1,0,0,0,0
261,0,54,12,0,0,1,0,0,0,0
262,0,54,12,0,0,1,0,0,0,0
263,0,26,14,0,0,1,0,0,0,0
264,0,43,17,0,0,1,0,0,0,36943.164
265,0,54,12,0,0,1,0,0,0,0
266,0,37,12,0,0,1,0,0,0,0
267,0,54,16,0,0,1,0,0,0,0
268,0,48,17,0,0,1,0,0,0,0
269,0,44,12,0,0,1,0,0,0,0
270,0,54,12,0,0,1,0,0,0,0
271,0,38,12,0,0,1,0,0,0,0
272,0,37,13,0,0,1,0,0,0,0
273,0,27,17,0,0,1,0,0,0,0
274,0,51,12,0,0,1,0,0,0,0
275,0,39,12,0,0,1,0,0,0,0
276,0,55,14,0,0,1,0,0,0,0
277,0,54,13,0,0,1,0,0,0,0
278,0,54,13,0,0,1,0,0,0,0
279,0,34,12,0,0,1,0,0,0,0
280,0,50,14,0,0,1,0,0,0,0
281,0,50,12,0,0,1,0,0,0,0
282,0,21,14,0,1,0,0,0,71.612903,3657.3733
283,0,26,12,0,0,1,0,0,71.612903,0
284,0,21,13,0,0,0,0,0,692.85484,2659.9078
285,0,23,16,0,0,1,0,0,1521.7742,0
286,0,21,15,0,0,0,0,0,3222.5806,14777.266
287,0,23,14,0,0,0,0,0,3401.6129,5319.8157
288,0,27,16,0,0,1,0,0,4833.871,0
289,0,25,12,0,0,1,0,0,5729.0323,26599.078
290,0,27,17,0,0,0,0,0,6087.0968,7388.6329
291,0,55,12,0,0,1,0,0,6266.129,10344.086
292,0,20,12,0,0,1,0,0,7161.2903,0
293,0,18,12,0,0,1,0,0,8056.4516,19210.445
294,0,27,12,0,0,1,0,0,8235.4839,20688.172
295,0,28,16,0,0,1,0,0,8951.6129,36943.164
296,0,36,12,1,0,1,0,0,8951.6129,11821.813
297,0,33,13,1,0,1,0,0,10741.935,20688.172
298,0,36,12,0,0,1,0,0,10741.935,0
299,0,27,13,0,0,1,0,0,16112.903,29554.531
300,0,45,17,0,0,1,0,0,16112.903,17732.719
301,0,45,17,0,0,1,0,0,16112.903,17732.719
302,0,45,17,0,0,1,0,0,16112.903,17732.719
303,0,31,12,0,0,1,0,0,17903.226,0
304,0,34,12,0,0,1,0,0,17903.226,63542.243
305,0,34,12,0,0,1,0,0,17903.226,63542.243
306,0,47,14,0,0,1,0,0,17903.226,22165.899
307,0,35,16,0,0,1,0,0,19693.548,17732.719
308,0,43,17,0,0,1,0,0,21161.613,29554.531
309,0,25,12,1,0,1,0,0,21483.871,1220.6022
310,0,29,15,0,0,0,0,0,21483.871,22313.671
311,0,31,12,0,0,1,0,0,21483.871,20688.172
312,0,52,12,0,0,1,0,0,21483.871,22165.899
313,0,22,16,0,0,0,0,0,22558.065,32509.985
314,0,53,15,0,0,1,0,0,24169.355,28076.805
315,0,29,17,0,0,1,0,0,25959.677,36898.833
316,0,31,13,0,0,1,0,0,25959.677,39898.618
317,0,35,12,0,0,1,0,0,26138.71,29554.531
318,0,29,16,0,0,1,0,0,26854.839,23643.625
319,0,39,12,0,0,1,0,0,28645.161,31032.258
320,0,37,14,0,0,1,0,0,32225.806,0
321,0,30,14,0,0,1,0,0,32225.806,22165.899
322,0,43,17,0,0,1,0,0,42251.613,41376.344
323,0,32,17,0,0,1,0,0,46548.387,39898.618
324,0,44,12,0,0,1,0,0,71612.903,81274.962
325,0,32,16,0,0,1,0,577.98371,6910.6452,18609.011
326,0,43,12,1,0,1,0,715.13238,1879.8387,5910.9063
327,0,24,12,1,0,0,0,783.70672,0,10344.086
328,0,22,13,0,0,0,0,783.70672,0,2305.2535
329,0,35,15,0,0,1,0,979.6334,537.09677,0
330,0,26,15,0,0,0,0,979.6334,1879.8387,3250.9985
331,0,29,17,0,0,1,0,979.6334,8951.6129,0
332,0,23,12,1,0,0,0,1077.5967,3222.5806,5910.9063
333,0,19,12,0,0,1,0,1154.0081,8593.5484,26599.078
334,0,48,16,0,0,1,0,1240.2159,1466.2742,1152.6267
335,0,48,16,0,0,1,0,1240.2159,1466.2742,1152.6267
336,0,22,12,1,0,1,0,1269.6049,0,0
337,0,20,12,1,0,0,0,1367.5682,12532.258,2955.4531
338,0,24,17,0,0,1,0,1371.4868,0,24825.806
339,0,27,16,0,0,1,0,1469.4501,1253.2258,4363.7266
340,0,21,14,0,0,0,0,1506.6762,2685.4839,11082.949
341,0,53,13,0,0,1,0,1567.4134,3938.7097,4728.725
342,0,53,13,0,0,1,0,1567.4134,3938.7097,4728.725
343,0,53,16,0,0,1,0,1665.3768,0,2955.4531
344,0,22,15,0,0,1,0,1763.3401,5370.9677,22165.899
345,0,21,15,0,0,0,0,1763.3401,9667.7419,4137.6344
346,0,30,12,0,0,1,0,1959.2668,1790.3226,1477.7266
347,0,21,12,1,0,0,0,1959.2668,5460.4839,1152.6267
348,0,27,16,0,0,1,0,1959.2668,17545.161,21427.035
349,0,22,15,0,0,0,0,1967.1039,2864.5161,5024.2704
350,0,22,12,1,0,1,0,2006.2892,2470.6452,0
351,0,23,13,0,0,1,0,2155.1935,5370.9677,11378.495
352,0,33,12,0,0,1,0,2351.1202,0,2770.7373
353,0,24,13,0,0,0,0,2351.1202,3127.6935,14777.266
354,0,20,12,1,0,0,0,2351.1202,4475.8065,17732.719
355,0,22,16,0,0,0,0,2351.1202,23274.194,25860.215
356,0,19,12,0,0,1,0,2547.0468,10741.935,0
357,0,22,15,0,0,1,0,2547.0468,17187.097,25860.215
358,0,43,14,0,0,1,0,2645.0102,0,6992.6022
359,0,39,12,0,0,1,0,2742.9735,7161.2903,11821.813
360,0,28,12,1,0,0,0,2938.9002,2864.5161,0
361,0,19,14,0,0,0,0,2938.9002,3222.5806,0
362,0,26,17,0,0,1,0,2938.9002,12532.258,23643.625
363,0,18,12,0,0,1,0,3134.8269,11100,20688.172
364,0,23,15,0,0,1,0,3320.9572,2506.4516,9974.6544
365,0,24,12,1,0,0,0,3330.7536,4654.8387,11821.813
366,0,27,12,0,0,1,0,3526.6802,0,5910.9063
367,0,29,17,0,0,1,0,3526.6802,15217.742,24382.488
368,0,22,12,1,0,0,0,3579.5804,17133.387,11821.813
369,0,27,12,0,0,1,0,3722.6069,254.22581,1090.5622
370,0,27,15,0,0,1,0,3722.6069,4654.8387,19210.445
371,0,20,12,1,0,0,0,3730.444,8951.6129,13299.539
372,0,27,12,1,0,1,0,3918.5336,1994.4194,17732.719
373,0,23,12,1,0,1,0,3918.5336,2864.5161,8866.3594
374,0,23,12,1,0,1,0,3918.5336,11637.097,9752.9954
375,0,22,12,0,0,1,0,3918.5336,15396.774,39898.618
376,0,31,12,1,0,1,0,3918.5336,18440.323,24973.579
377,0,26,17,0,0,0,0,4173.2383,11637.097,9457.4501
378,0,20,12,0,0,1,0,4310.387,0,4433.1797
379,0,30,17,0,0,1,0,4310.387,4296.7742,22476.221
380,0,42,16,0,0,0,0,4398.554,17903.226,16254.992
381,0,21,14,0,0,1,0,4506.3136,9309.6774,23052.535
382,0,25,16,0,0,1,0,4604.277,2954.0323,0
383,0,27,15,0,0,1,0,4702.2403,0,0
384,0,26,17,0,0,1,0,4702.2403,19693.548,26599.078
385,0,29,16,0,0,1,0,4800.2037,17187.097,23643.625
386,0,20,12,0,0,0,0,4811.9593,716.12903,0
387,0,52,12,0,0,1,0,4898.167,0,0
388,0,23,17,0,0,0,0,4898.167,2148.3871,33987.711
389,0,21,14,0,0,1,0,4898.167,7161.2903,17141.628
390,0,24,16,0,0,0,0,4898.167,8951.6129,17732.719
391,0,30,17,0,0,1,0,4898.167,12084.677,5172.043
392,0,25,17,0,0,0,0,4996.1303,17414.468,5030.1813
393,0,21,12,0,0,1,0,5094.0937,6803.2258,7388.6329
394,0,28,12,0,0,1,0,5094.0937,10741.935,9014.1321
395,0,20,12,0,0,1,0,5182.2607,6266.129,15244.227
396,0,36,16,0,0,0,0,5290.0204,4833.871,5319.8157
397,0,19,12,1,0,0,0,5387.9837,8056.4516,12117.358
398,0,21,12,1,0,1,0,5868.0041,3043.5484,10048.541
399,0,47,12,0,0,1,0,5868.0041,9513.7742,5319.8157
400,0,24,16,0,0,1,0,5877.8004,4833.871,33987.711
401,0,24,12,1,0,1,0,5877.8004,8951.6129,17732.719
402,0,25,17,0,0,1,0,5877.8004,10562.903,30101.29
403,0,21,16,0,0,1,0,5877.8004,10562.903,16993.856
404,0,31,12,1,0,1,0,5877.8004,11064.194,15959.447
405,0,26,14,0,0,1,0,5877.8004,13427.419,31032.258
406,0,22,12,1,0,0,0,5891.5153,10367.758,5763.1336
407,0,20,13,1,0,0,0,5897.3931,12532.258,14777.266
408,0,20,13,0,1,1,0,6073.7271,10025.806,27337.942
409,0,27,14,0,0,1,0,6269.6538,0,26007.988
410,0,26,12,0,0,0,0,6269.6538,11637.097,10344.086
411,0,23,17,0,0,1,0,6367.6171,5370.9677,0
412,0,23,12,1,0,0,0,6494.9694,12532.258,14186.175
413,0,22,12,1,0,0,0,6583.1365,4475.8065,0
414,0,21,12,1,0,0,0,6661.5071,11458.065,11208.556
415,0,21,12,0,0,1,0,6661.5071,12532.258,25121.352
416,0,28,14,0,0,1,0,6739.8778,7877.4194,13742.857
417,0,27,12,1,0,1,0,6855.4745,0,8275.2688
418,0,25,14,0,0,0,0,6857.4338,1790.3226,0
419,0,30,12,0,0,1,0,6857.4338,3222.5806,3250.9985
420,0,27,13,1,0,1,0,6857.4338,4096.2581,24514.006
421,0,22,13,0,0,0,0,6857.4338,6266.129,17363.287
422,0,23,16,0,0,1,0,6857.4338,14143.548,22165.899
423,0,24,12,1,0,1,0,6857.4338,14322.581,26599.078
424,0,19,13,0,0,0,0,6857.4338,15217.742,17732.719
425,0,21,14,0,0,1,0,6974.9898,11407.935,17141.628
426,0,29,17,0,0,1,0,7053.3605,7161.2903,8866.3594
427,0,27,16,0,0,1,0,7053.3605,11637.097,25121.352
428,0,28,15,0,0,1,0,7249.2872,15217.742,9161.9048
429,0,26,12,0,0,1,0,7406.0285,0,2955.4531
430,0,54,12,0,0,1,0,7445.2138,0,0
431,0,28,15,1,0,0,0,7445.2138,0,12708.449
432,0,27,15,0,0,1,0,7445.2138,10741.935,18471.582
433,0,26,13,0,0,0,0,7449.1324,5729.0323,9605.2227
434,0,21,12,0,0,1,0,7523.5845,7934.7097,0
435,0,53,14,1,0,1,0,7641.1405,8421.6774,8127.4962
436,0,21,13,0,0,1,0,7688.1629,12743.516,11082.949
437,0,22,13,0,0,0,0,7739.1039,3759.6774,16254.992
438,0,27,16,0,0,0,0,7837.0672,0,0
439,0,37,15,0,1,1,0,7837.0672,179.03226,11821.813
440,0,33,13,0,0,0,0,7837.0672,3580.6452,16254.992
441,0,19,12,1,0,0,0,7837.0672,3759.6774,3694.3164
442,0,28,12,0,0,1,0,7837.0672,4475.8065,15663.902
443,0,32,12,1,0,1,0,7837.0672,5370.9677,8866.3594
444,0,24,12,0,0,0,0,7837.0672,5370.9677,5910.9063
445,0,22,12,0,0,0,0,7837.0672,7497.871,17732.719
446,0,20,12,1,0,1,0,7837.0672,8951.6129,20688.172
447,0,23,12,0,0,1,0,7837.0672,8951.6129,12058.249
448,0,27,12,1,0,1,0,7837.0672,8951.6129,2210.679
449,0,23,12,1,0,1,0,7837.0672,12532.258,21870.353
450,0,19,12,0,1,1,0,7837.0672,12532.258,13299.539
451,0,27,14,0,0,0,0,7837.0672,14322.581,16254.992
452,0,22,16,0,0,1,0,7837.0672,16112.903,16254.992
453,0,42,12,0,0,1,0,7837.0672,16112.903,15516.129
454,0,20,13,0,0,0,0,7837.0672,17491.452,2216.5899
455,0,29,13,0,0,0,0,7958.5418,0,0
456,0,23,12,1,0,1,0,7993.8086,13427.419,4433.1797
457,0,19,12,0,0,1,0,8054.5458,9309.6774,11963.674
458,0,21,12,1,0,1,0,8150.5499,13092.629,10583.478
459,0,26,12,0,0,1,0,8228.9206,13606.452,11969.585
460,0,21,16,0,0,0,0,8228.9206,22379.032,27337.942
461,0,24,12,1,0,1,0,8275.943,15416.468,8335.8556
462,0,29,12,0,0,1,0,8389.5804,5908.0645,14481.72
463,0,26,12,1,0,1,0,8616.8554,8593.5484,10344.086
464,0,23,14,1,0,1,0,8675.6334,10398.194,13003.994
465,0,25,12,0,0,0,0,8683.4705,9130.6452,15811.674
466,0,21,12,0,0,1,0,8816.7006,5729.0323,18096.24
467,0,25,12,1,0,0,0,8816.7006,6266.129,10344.086
468,0,22,12,0,0,1,0,8816.7006,9939.871,15486.575
469,0,22,12,0,0,1,0,8816.7006,10741.935,19653.763
470,0,23,12,1,0,1,0,8816.7006,12174.194,18471.582
471,0,18,12,0,0,0,0,8816.7006,14322.581,22165.899
472,0,27,12,1,0,0,0,8816.7006,14322.581,19210.445
473,0,21,12,1,0,0,0,8816.7006,14859.677,5578.4178
474,0,25,12,0,0,1,0,8816.7006,16112.903,26599.078
475,0,21,13,0,0,1,0,8816.7006,17903.226,28224.578
476,0,27,12,0,0,1,0,8816.7006,44758.065,0
477,0,23,12,0,0,1,0,8840.2118,7161.2903,10416.495
478,0,21,12,0,0,1,0,8867.6415,14995.742,17732.719
479,0,23,14,1,0,1,0,8934.2566,12532.258,8866.3594
480,0,23,16,1,0,0,0,9012.6273,16490.661,19210.445
481,0,31,17,0,0,1,0,9012.6273,29465.129,39817.343
482,0,27,12,1,0,1,0,9067.4868,5370.9677,6649.7696
483,0,21,12,1,0,1,0,9169.3686,7161.2903,7388.6329
484,0,23,12,1,0,1,0,9169.3686,8271.2903,10403.195
485,0,19,12,0,0,1,0,9208.554,5550,11526.267
486,0,46,12,0,0,1,0,9284.9654,8504.0323,10376.596
487,0,24,12,0,0,1,0,9371.1731,2864.5161,2216.5899
488,0,20,13,0,1,0,0,9404.4807,0,8275.2688
489,0,24,17,0,0,1,0,9404.4807,5370.9677,22904.762
490,0,23,12,0,0,1,0,9404.4807,9130.6452,11821.813
491,0,34,12,0,0,1,0,9404.4807,9166.4516,23475.164
492,0,35,12,0,0,1,0,9404.4807,9313.2581,11821.813
493,0,23,12,0,0,0,0,9404.4807,11834.032,16846.083
494,0,21,14,1,0,0,0,9420.1548,5370.9677,9900.768
495,0,21,12,0,1,1,0,9496.5662,8772.5806,10512.547
496,0,26,12,0,0,1,0,9561.222,0,13299.539
497,0,23,13,0,0,1,0,9698.3707,8593.5484,23643.625
498,0,27,12,0,1,1,0,9698.3707,11279.032,14038.402
499,0,50,12,0,1,1,0,9788.4969,9846.7742,13299.539
500,0,27,12,1,0,1,0,9796.334,0,11821.813
501,0,25,12,0,0,1,0,9796.334,2685.4839,25121.352
502,0,21,12,1,0,1,0,9796.334,4296.7742,14777.266
503,0,21,13,0,0,1,0,9796.334,8593.5484,28787.591
504,0,33,12,1,0,0,0,9796.334,8951.6129,0
