age_years,income_level,gender,minority_status,credit_score,subsidy_eligibility,home_ownership
8,8,0,1,6.666507805554097,0,5.094073094257122
11,3,0,0,10.11381679411124,1,17.4855623233038
10,5,1,1,8.132012722178834,0,7.400328346869001
11,4,1,0,11.161489248078096,1,18.816058665994422
11,4,1,0,8.365644581397095,0,7.867047419808008
13,6,1,0,10.748869889413598,1,17.209080319248717
3,7,0,1,11.681596652092354,1,19.60288075171088
4,6,0,1,8.749302857143366,0,8.915186238738675
4,3,0,1,7.935941266221069,0,7.087264240660798
7,7,0,1,9.445166979488034,1,16.37533093813466
7,7,1,0,8.017339421290412,0,6.295030123796618
10,5,0,0,11.045983942311487,1,18.32111569465437
9,6,0,0,8.200921675463972,0,6.496444216692202
7,5,0,1,8.07213797555057,0,7.001011325231691
6,5,1,0,5.583910216083392,0,3.596722768925707
5,6,0,1,7.811786124018387,0,6.87447064081573
9,7,0,1,9.839893546104223,1,17.741696143247808
5,3,0,1,10.472186836391751,1,19.163090986447077
8,6,1,0,5.106254254751374,0,2.852907107534347
5,5,0,0,10.038972155097088,1,17.49608686861577
4,8,1,1,8.32878547670876,0,7.844237490135578
8,7,0,0,8.761965038233567,0,9.118409225169174
8,3,1,0,7.411294128457799,0,7.125821072074937
6,7,0,0,7.356406755131501,0,6.68828386966373
8,6,0,0,5.664228374075657,0,3.8303809098810735
10,4,1,1,10.943320867003589,1,17.593427665584326
10,5,0,1,10.037555973369695,1,16.058472161167376
15,7,0,0,9.499207213320169,1,15.510613037089248
8,9,0,1,11.117392528178083,1,18.79855176914258
10,6,1,0,7.378996851164858,0,6.124580020820382
10,3,0,1,9.147539364332896,1,17.369738339485775
8,5,1,1,8.323618977866573,0,6.892053836204183
7,5,0,1,11.826602003972496,1,18.50615447626056
8,4,1,1,9.677337570886092,1,17.57418276755932
11,4,0,1,8.825441362833239,0,8.932614034316728
11,6,0,0,10.453145257237024,1,17.503391077734896
8,8,1,0,10.78919104802592,1,16.67549357535854
3,6,1,1,9.838567107870215,1,17.762144316814574
5,7,1,0,7.062922353694609,0,6.385717309321773
12,4,0,0,6.182551937590302,0,4.210714311333236
8,6,1,0,10.343157551849268,1,17.044296883150132
11,3,0,0,7.000091565284057,0,5.235550021558717
6,8,0,0,9.267072270317383,1,17.58652723990063
2,5,1,0,6.35033885252672,0,5.08605881267782
13,5,1,0,11.852246485162926,1,18.415411766346143
11,5,0,0,4.467056526829225,0,1.4409241866695772
6,4,0,0,8.34453097394458,0,7.798086445467597
13,6,0,0,8.183872270132182,0,6.467690778191318
8,4,0,1,8.653244151059898,0,7.676862297998847
12,6,0,1,6.613421692255372,0,4.19804641321606
9,4,0,0,6.325032342010221,0,3.784897080239137
6,6,1,1,9.018375250021974,1,16.760743475202965
9,6,0,0,10.278610931624662,1,17.789876890644262
10,4,0,1,8.491099503151128,0,7.60466030794282
5,5,0,0,7.79941530614188,0,7.057739699507791
1,3,0,0,4.74842405259197,0,3.343693938739939
11,4,1,1,8.977876156338825,0,8.05783584049016
11,5,0,0,10.134775692332555,1,17.11225529078044
10,5,0,0,10.819265777495358,1,17.136093398934563
7,6,0,1,10.888322224576283,1,18.255447098511485
8,4,0,0,10.896198366622528,1,18.025032226300837
8,8,1,0,9.702776455892591,1,16.622828635596814
7,5,0,1,9.089408381153914,1,16.65323693379012
7,6,1,0,8.266199402896158,0,7.842117999223468
3,8,1,0,9.595273489931497,1,18.36787652611663
16,5,0,0,8.541906505356087,0,6.269863268211446
6,8,0,0,9.323940065828484,1,16.545283114952788
8,7,0,0,9.240302637492634,1,16.83128159493895
11,5,0,0,12.11739776498447,1,19.46083392830154
7,7,0,0,10.077368875148224,1,16.736436273434695
7,4,0,0,9.532254919485776,1,16.63351829396368
7,6,0,1,12.650531993816994,1,18.965981220091354
2,5,1,0,7.722713075716754,0,8.384918651680307
5,6,1,0,8.425399250335364,0,7.577676503482992
7,7,0,0,9.164361400826255,1,16.508805367819956
7,6,1,1,11.325487884427591,1,18.31725809912518
11,7,0,0,8.480112735283393,0,6.641554667560577
5,5,1,1,9.52481192695265,1,18.082908510884884
8,5,0,0,7.754060106158628,0,5.714747571863539
6,5,0,1,11.277089974388192,1,18.83897260155376
8,7,0,0,10.72392733777684,1,16.929792336452834
10,3,0,1,9.602751996283011,1,16.346219415221626
3,4,0,1,15.605519511073322,1,22.3393942507368
6,7,1,0,10.83310370958937,1,18.122249935692142
14,8,0,1,7.237286506848321,0,4.8892141209638265
11,5,0,0,10.309026170273244,1,17.05574719407426
4,5,0,0,7.951250175606449,0,7.364708768845428
9,6,1,0,4.7026058255455885,0,1.957106122196784
7,6,0,0,8.100979165705809,0,6.888050280984789
8,5,1,1,8.721098276839033,0,8.140813689150244
9,6,0,0,7.932203228089673,0,7.270802487940083
3,5,0,0,8.95704343088801,0,8.822910023816046
7,5,1,0,9.983988265895752,1,17.62422930301265
5,1,0,0,10.121020949594907,1,17.674381751472513
9,6,1,0,11.057998585977389,1,17.12216899664977
10,5,1,0,9.171392715102762,1,15.939182693193926
7,6,1,1,6.475632310865642,0,4.126661341438748
7,8,0,1,8.250363458957686,0,6.526593646419167
7,6,1,0,10.276145098675473,1,17.37170276264426
8,6,0,0,9.55834249036972,1,16.673872332479874
6,4,0,1,3.3242500227225227,0,0.7848623145874023
8,5,1,0,7.837397957704447,0,5.698995889539544
10,3,1,0,11.548171519527198,1,18.917571170902157
6,6,1,0,10.151846459086808,1,17.224197882684283
5,5,0,0,9.77425266183728,1,17.26934010133855
7,5,1,0,10.811046378669486,1,17.99923269544323
6,4,1,1,10.480091691530893,1,18.234327722478
5,6,0,1,7.18746008560761,0,5.960300106088522
5,5,0,0,7.062523516903026,0,5.390694510963469
8,5,1,0,7.520104789960485,0,5.724831221468854
9,7,1,0,8.875948355722644,0,7.603687176030635
3,3,1,1,7.624217591708913,0,7.615646825659548
8,5,0,0,8.370778128579179,0,8.642120584761594
6,6,1,0,6.205076771994702,0,4.333873782151959
10,3,0,0,7.891262543000966,0,5.861543687467377
6,5,1,0,8.059704665632221,0,6.633823600874268
7,4,0,0,8.845650877832067,0,8.639974673016425
13,6,0,0,11.287495336165374,1,17.41612164903785
5,5,0,0,10.697096277768022,1,18.22142607354545
10,7,0,1,12.28300389523426,1,19.170747348343564
12,5,1,1,10.995553892476067,1,17.557336575643774
10,4,0,0,8.16347276309885,0,7.219689910079604
11,5,1,0,5.96944178567784,0,3.598492915687386
9,8,0,1,10.443291243796622,1,17.40483915742267
9,5,1,0,8.684835607302093,0,8.078285161228468
2,6,1,1,10.645855036585194,1,19.75030888366036
10,6,0,0,8.94852998207778,0,8.202372123968445
8,6,0,0,9.678677681241284,1,16.438425700774292
5,7,0,0,13.20983001511691,1,19.975718762847656
12,6,0,0,8.62473658710566,0,7.7084316887861455
3,3,0,0,9.150848187777962,1,16.86073637485374
8,5,0,0,8.634361758952716,0,6.86007451395139
12,6,0,0,7.994881802792561,0,7.248217767354221
6,6,1,0,8.116830287580164,0,7.603466139796279
1,5,0,1,9.38387016786785,1,18.073584304614755
4,5,0,1,8.946119876499585,0,8.63303042400408
10,7,1,0,6.545622128187318,0,4.792810846567793
14,7,0,0,8.832871017693037,0,6.588812561082898
8,4,1,0,5.636029985844749,0,4.431441249847615
8,5,1,0,9.970848150755888,1,16.672767815819597
10,4,0,1,8.262765221999476,0,7.63684308762083
9,7,0,0,11.778305288372003,1,19.592585432291305
2,7,1,0,14.070441496551718,1,21.176102370415173
10,5,0,1,10.327260719269082,1,17.423469913331235
5,5,1,1,7.673328460124499,0,7.329962687878497
12,4,1,1,7.553182562456592,0,6.9114093556942615
7,8,0,0,6.873436749620445,0,5.592767221035963
9,6,1,1,8.221490804116666,0,7.043727092816448
6,4,1,0,8.543117837452389,0,7.476846492926486
2,6,0,0,8.256757649080903,0,8.525788497739738
7,4,0,0,9.397292834766102,1,16.979461709375425
8,5,0,0,9.524314196007827,1,16.755252816813563
8,4,1,1,9.585834484389377,1,17.22727154513073
10,6,0,0,7.050488985022143,0,4.588773641349191
10,6,0,0,8.695436128543385,0,8.055446815690727
10,4,1,1,10.893838707514751,1,17.427635231915147
9,4,0,0,5.57924977000647,0,3.996190443108237
6,6,1,0,8.7353175204522,0,8.53358932117295
10,7,0,1,8.021412358110112,0,7.069044910340751
11,9,0,0,11.684008332097374,1,16.716659386930118
10,6,1,0,10.9570332104687,1,17.80317264966777
2,3,0,0,10.716476955068472,1,19.44625750196882
3,5,0,0,6.915709478524779,0,6.12471996679969
14,7,0,0,7.884567287243845,0,5.092800972055997
10,8,1,0,6.619598302564524,0,4.5632149971633
7,6,0,1,9.759096853947112,1,17.63190453249916
6,3,1,0,7.64826202490108,0,7.122907775967065
5,5,0,0,9.88667345868472,1,17.064109009593437
5,4,0,0,7.674888652724093,0,7.907134638700186
9,2,0,1,8.844416532915698,0,8.656787566712055
10,3,1,1,7.7034353925274655,0,7.252364303807209
6,4,0,1,11.985985485035746,1,19.45696528520192
4,6,0,0,7.757608323394252,0,7.069661836689127
8,5,0,0,11.059984914810798,1,18.231942436040736
0,6,0,1,10.62573348155491,1,18.856340357788675
3,3,0,0,5.245085852764083,0,4.06294491174942
12,2,0,0,9.42479073948943,1,16.639115407360315
6,5,1,1,10.751308284493454,1,18.97101590094317
7,6,0,1,6.064879155916486,0,4.005600549871944
10,7,1,1,12.868813153836236,1,18.924812729065724
5,5,0,0,9.12142643203343,1,18.190943393948363
2,6,0,1,7.457236679610077,0,7.889600869506024
8,6,0,0,9.90921440252576,1,16.55653873351506
7,3,0,1,7.716596860448498,0,7.172012472632279
13,6,0,1,10.485829258513936,1,17.216609818863727
11,3,0,0,7.74023912803827,0,6.028786825345771
4,4,1,0,3.394963358154129,0,-0.0142943401619862
11,7,1,0,6.991635881926535,0,5.437697254519974
10,3,1,1,7.24383442368846,0,5.217121690909302
4,6,0,0,9.028503013521863,1,15.965029721148994
5,6,1,0,5.160115911805176,0,2.203870482894326
9,5,0,1,13.8122159557781,1,21.55151155897862
3,6,0,0,12.884866021088104,1,20.369057802834288
11,7,0,1,6.751344651892079,0,5.025351792130211
5,5,1,1,8.42614108614899,0,8.332294932778417
7,4,1,1,10.19590535120374,1,18.56434616818166
10,7,0,0,8.52911879323274,0,6.734212529361367
6,7,0,1,7.689789238169277,0,7.183376046030289
5,6,1,0,7.754666186410812,0,6.73919032942831
9,5,0,0,9.440615558484293,1,16.80813105820829
9,3,0,1,10.514279790482,1,18.14521605367777
9,4,1,0,11.348186761566565,1,18.46430987319581
7,6,0,0,7.571403894145263,0,5.18031598390352
4,5,0,0,13.466354715183382,1,21.437447935625983
5,7,1,1,6.781017118318648,0,5.013880431160954
7,4,0,1,9.52075017923272,1,17.92352730494045
8,5,0,0,9.378752037120847,1,16.44631749541197
9,5,0,0,8.410349876212761,0,7.257812502145749
9,6,0,0,6.91325831456211,0,4.302116221319691
15,8,1,0,9.039428153061351,1,15.479543307016314
5,7,0,0,8.55270984607169,0,8.0233165254192
5,6,0,0,10.734293845512097,1,18.323559873039105
4,3,0,0,9.643064405501413,1,19.176351333614495
11,5,0,0,5.971986385949904,0,3.034501308740034
9,5,1,0,6.808651986193475,0,5.011844867247561
10,7,0,1,9.048289755319583,1,15.75760035001879
9,6,1,0,9.452562361430918,1,16.867417752484023
7,4,1,1,8.964173231842032,0,9.002787225660631
5,8,1,0,7.734468505598738,0,6.767108328965226
11,5,0,1,9.763450559280876,1,17.018293943166043
1,7,1,0,6.679976265703889,0,5.798094437443362
15,6,0,1,8.00210057619513,0,6.784104010617307
5,6,1,0,6.705730480076916,0,5.990414236465552
9,6,0,0,8.90840511029071,0,8.826771631437877
8,2,0,0,7.098990032036484,0,6.431195539364328
6,7,0,0,9.61321566053376,1,16.872002587813505
8,6,1,1,11.8447256218192,1,19.715026501956647
4,5,0,0,8.011624976266683,0,6.99212951454491
6,5,1,0,12.660482058679504,1,19.740847541597336
6,6,0,0,8.812961475790141,0,8.292923473433287
12,6,1,0,11.43940784133019,1,17.61015802470794
7,5,1,1,9.933815206918592,1,18.55523969888854
7,7,1,0,10.746056521156255,1,18.6515151138482
9,8,1,0,6.83126004290785,0,4.695293568586625
5,6,1,0,5.799023584209279,0,4.683050175041818
9,5,0,0,12.692431348456946,1,18.44927387241108
9,3,1,0,4.402314867860187,0,1.8161462500448968
7,5,0,0,10.947986083425771,1,18.47627609132771
8,6,0,0,9.054667820649245,1,17.985555956366593
5,4,1,1,7.875842317977402,0,6.674844283069725
8,6,0,0,6.051160735609551,0,4.209455382083143
13,6,1,1,11.175028323093809,1,17.950590839915353
0,3,1,1,9.06512179826847,1,18.032349771133653
5,5,0,0,7.494632237290647,0,6.721940636888603
7,6,1,0,7.524478263390085,0,5.750604968029518
5,5,0,0,9.092459787639235,1,17.01227894174741
11,6,1,1,9.358382934526215,1,16.21471382885426
5,5,0,1,9.550156398891351,1,17.355197597693053
5,8,0,0,7.699029878843188,0,6.462496475289429
11,3,0,0,9.193785073757336,1,15.57411336790695
10,3,0,0,11.622840977074295,1,18.432328809091636
10,4,0,1,7.1290202776782685,0,6.719169488252394
7,5,0,0,9.99622194415702,1,17.540888452968172
12,3,0,0,7.817840953129847,0,6.529951184216164
4,6,1,0,5.877700959132788,0,4.479089210027543
9,6,1,0,11.234859921805118,1,18.53215214700669
3,7,1,1,8.706672895734611,0,8.192771190288214
12,6,0,0,12.620404156948668,1,19.02488393940862
7,6,0,0,7.036815532284336,0,5.3629312787378005
6,6,0,0,12.834866723417004,1,19.92231508210169
7,6,0,0,8.928861636009717,0,8.641987416056645
7,7,0,0,9.602114820207424,1,16.150394586647963
8,6,1,1,9.699510226968812,1,17.43812758072219
9,4,0,0,10.557841941298843,1,17.33881926918951
3,6,0,1,8.286515428046933,0,7.459406054982697
5,7,0,0,10.596543507908274,1,19.11714443199196
5,6,1,1,11.53013082154575,1,19.09421957422143
8,6,1,0,8.814676790932303,0,8.023673706174755
7,5,1,0,9.593139264966544,1,17.59321882184974
5,4,1,0,7.903075469607892,0,7.555876600273958
10,2,1,1,6.556331060577811,0,4.296019491971673
11,7,1,0,7.358301217697168,0,6.257852856467985
7,5,0,1,9.01015024334151,1,16.45878371809481
11,6,1,1,7.142730731787586,0,4.603537437185868
12,4,1,0,12.367293914611103,1,18.811493496755425
12,5,0,0,8.483573440761443,0,7.511913013646573
9,4,0,0,11.900247952576104,1,18.46395805445447
10,5,0,0,7.973903885022008,0,5.812365766321319
5,3,1,0,7.987316962246743,0,8.489024019977302
9,5,0,0,5.343792085467414,0,2.352642585003477
8,7,0,0,7.14901862958736,0,5.889651679528546
6,6,0,0,6.961936658762622,0,6.191702747049405
4,5,0,1,10.836439039620162,1,18.98323698824977
3,4,0,0,9.531743771100816,1,17.739025593721315
10,4,1,1,6.913056578110018,0,5.193123966616538
9,5,1,1,6.640694760367905,0,5.042797676370268
5,5,1,0,8.665836910926574,0,8.937846052223586
7,4,0,0,14.665570418688866,1,20.87832147469362
7,6,0,0,7.244189556925068,0,5.943532098535301
7,5,1,0,10.204719283497155,1,17.514009628443688
5,6,0,0,11.094866376092844,1,19.30153844729273
3,5,0,0,10.18575344942053,1,17.996988321455174
7,5,1,1,9.4965422272816,1,17.348935136976284
11,7,1,1,10.217827970314412,1,17.877788483196028
2,7,1,0,8.068516554725637,0,7.853541459971394
10,3,0,0,8.784656076710363,0,8.24306987157974
10,3,0,1,7.024903691370161,0,3.968017541251837
7,5,1,0,12.759476534035828,1,20.06385187621261
9,7,0,1,7.972391865651424,0,6.502192873039607
10,6,0,0,6.422437567821227,0,4.095085241739518
4,5,1,0,8.566133237228824,0,9.212502616558432
7,6,0,0,8.283881516848306,0,6.761355697879711
13,6,1,1,11.149723108664352,1,18.57474940965613
10,5,1,1,8.643054343523847,0,7.379603234922651
11,4,1,0,8.99727945266288,0,8.719512665063995
5,7,0,0,11.1084745825624,1,18.37020009945254
9,8,0,1,6.925708569538063,0,5.229638347428042
9,5,0,1,9.526278708560495,1,17.60774702523588
12,9,0,0,8.067212887242714,0,5.829873652678393
9,6,0,0,8.084717580020246,0,6.9634518174411735
6,5,1,1,9.4655665337501,1,17.334695723096722
14,3,1,0,11.55253746466566,1,18.75190578601757
7,5,0,1,13.044676339522653,1,20.365592118236837
11,3,0,1,10.582208160249088,1,18.33554457459128
5,6,1,1,6.413864149647411,0,5.792605800955711
5,6,1,0,9.478966237605922,1,17.576717935958047
9,7,0,1,9.83906284601328,1,16.679101258103966
7,5,1,1,6.973628309854762,0,5.916090816605907
6,5,0,0,8.901797909446056,0,8.843443954458966
4,7,0,1,12.920684611975595,1,19.68898699921032
8,5,0,0,8.59921413888575,0,7.58327793263266
13,5,1,0,7.442700039828017,0,5.546338117438943
10,5,0,0,8.54409555047342,0,7.9660019171349825
3,7,0,0,9.060717686919444,1,17.208679137577654
5,8,0,1,12.77654237188436,1,20.012990226732715
11,7,0,0,8.692997857404231,0,7.342229393941978
3,4,1,1,9.279334203750327,1,17.21806059801412
13,5,0,0,7.134303149651677,0,6.182256447105978
6,5,0,0,9.217521723278752,1,17.472246713151957
5,6,0,1,8.412964294459353,0,8.27252761482145
5,6,1,0,9.494665123764657,1,17.463976344363036
5,6,1,0,9.13874699797044,1,16.499898635046943
10,6,1,1,9.091611417599903,1,16.150758720681132
8,6,0,0,9.2631674049527,1,17.28844420406245
7,4,0,0,7.401473003712629,0,7.243958578719085
4,4,0,0,10.925308253862475,1,19.06553385790184
4,3,1,1,11.477900418979218,1,19.74724246188289
11,3,1,0,7.400977732465416,0,6.275328561096414
7,4,0,1,8.142843525605421,0,7.971308734426096
7,6,0,1,7.6344111358122895,0,6.236317731079725
5,7,0,0,5.912252844463971,0,4.031828939824628
0,9,0,0,7.783658170598268,0,6.920967085363297
8,2,0,0,8.124725001883586,0,7.472374201109451
5,6,0,0,8.523643373208744,0,7.82901365857064
6,7,1,1,8.828025284067447,0,8.86983693822337
12,6,0,0,7.592402467549018,0,5.690857124215271
4,6,0,1,8.512581202603243,0,7.891550228075765
4,4,0,0,8.764918880785618,0,8.955638709963662
8,7,1,1,7.887705977189862,0,6.690578218990513
6,5,1,0,12.340658349009464,1,19.28788770200203
8,5,0,1,6.922395068343954,0,5.881584091748621
8,6,0,0,6.042228213539595,0,3.3529001185465974
5,9,1,0,10.594484707833482,1,18.542199843579606
3,1,0,1,6.318256084314667,0,5.781244482946825
10,6,1,1,7.537555486124813,0,6.090373349932541
6,4,0,0,8.415834174337226,0,8.110302490809817
13,6,0,0,11.04360534342737,1,16.665275419362484
1,5,0,0,11.810825700975013,1,19.93495691108589
9,6,0,0,11.170402711789858,1,18.75785135578308
14,5,0,0,8.915387001137738,0,7.261555983361051
5,5,1,1,9.342981300456074,1,17.887496749291007
8,4,0,1,8.027560760925184,0,6.986741407050441
8,3,0,0,10.553451589548128,1,18.3280571892958
6,4,0,0,6.642099513774195,0,5.446000053535888
7,6,0,1,7.637359518342424,0,6.763264475857239
10,4,0,0,11.58061064218102,1,18.633278747740388
5,5,0,1,8.302444487341699,0,7.834094731082098
7,5,1,0,9.417530269527028,1,17.294031559882665
8,6,0,1,9.82457334138429,1,17.477816773579082
12,3,0,1,8.05023798719336,0,5.591786243539801
11,4,0,1,7.130696510374437,0,6.1954805981403895
2,4,0,0,9.584717045618364,1,17.90573013416874
11,6,1,0,9.241394891627843,1,16.547168738547526
8,7,0,0,10.858176610007488,1,18.157053641656
12,5,0,1,3.0981934529043613,0,-1.037106721328196
11,6,0,0,11.52863822859635,1,18.47999843036961
6,6,1,0,10.729158540797805,1,18.154644357767385
9,5,1,0,11.899374871348588,1,18.990133396768982
8,4,0,0,9.004093185013938,1,17.177358810013654
8,8,0,0,8.998022956044991,0,7.556819929036794
7,5,0,0,10.13140633544935,1,17.847868244291455
5,4,1,0,8.52983818249829,0,8.968464600500957
16,6,0,1,7.300307418147872,0,4.629834968810994
5,5,0,0,7.87629099980712,0,7.089745179235662
11,5,1,1,11.430697968730804,1,18.64575600935303
2,5,0,0,9.731334703946825,1,18.640843344795176
-1,5,1,0,8.140861497373232,0,8.640053200324235
7,4,1,0,10.960253173214369,1,18.780837433854288
4,5,0,1,10.333015016841864,1,18.57568449679894
4,3,1,0,8.835974550311631,0,9.547189189779342
6,6,1,0,4.474094152008619,0,1.4332827585878856
4,7,0,0,13.102559021104296,1,20.394587588741786
7,5,1,1,8.459859133904477,0,7.279097808243092
4,5,0,0,9.512411537205372,1,17.401220569485577
10,4,0,0,9.242076721861656,1,17.11520366314521
8,5,0,0,10.393182141286047,1,17.261407203504028
7,5,1,0,11.596402098178348,1,18.80487609725141
6,6,1,0,10.060677333695612,1,18.219240325369476
10,4,0,0,7.645460662677694,0,6.630000719525163
4,3,0,0,9.463941725843371,1,17.682373278299977
10,7,1,0,8.55368482745446,0,7.433660789950938
7,4,1,1,8.99837224124072,0,8.347286090342877
9,7,0,0,8.232667072298446,0,6.702916770601631
10,3,0,1,10.531149329560494,1,17.512252023742672
14,6,1,0,9.930333915555272,1,17.408101735533602
4,8,1,0,8.872558316777063,0,9.014911008162803
8,5,1,0,11.045325147868818,1,17.96057419005562
5,6,0,0,11.123324807171104,1,18.958168809919755
9,5,0,1,6.15241320399601,0,3.470858281879288
3,7,0,0,8.223194614637325,0,7.923210829013078
12,5,1,0,7.528406782881296,0,5.949093362337032
5,5,0,0,6.869343433329014,0,4.860097005933512
2,6,0,0,10.3153981848316,1,18.2441971572079
13,6,1,1,4.896992904712927,0,1.8596954404890609
12,5,0,0,8.543667485196877,0,7.483654279159314
7,6,1,0,9.62563262811454,1,17.2899437917792
14,5,0,0,11.723363265237136,1,17.68703606783389
5,7,0,1,10.218923219740232,1,18.784145905439715
5,5,0,0,10.209962270665448,1,17.686360291641538
11,7,0,1,7.907724355520218,0,6.937978484110421
3,6,1,1,8.199695862244832,0,8.399606495483688
4,8,0,1,14.05556398160435,1,20.85683178426324
5,3,1,1,9.33814138826752,1,17.876483793915604
9,4,1,1,8.725276670839255,0,8.168737279621627
6,4,0,1,11.075058125029855,1,18.479768440706053
3,6,0,0,8.062773752378773,0,7.898259321358517
10,7,0,0,9.669716436793758,1,16.668455969965393
6,5,0,0,6.696089920907101,0,5.300987822614136
5,7,0,0,9.474729583286976,1,17.623217600138716
5,4,0,0,9.97042869540317,1,17.646673942611372
1,7,1,0,7.685799021356633,0,7.266753918563089
1,5,0,0,9.80352652990492,1,17.338616915384563
2,4,0,1,8.750817002146723,0,9.267625641189976
5,7,1,0,10.43276466299188,1,17.698966567175102
12,2,0,1,13.469228569843184,1,20.185384268222798
4,6,0,0,8.621375791238657,0,7.722685486721903
5,4,0,1,9.523558217327404,1,17.143002585153646
5,8,1,1,9.987113211442264,1,17.743252443781543
10,5,0,1,9.32044872754315,1,17.712661332787576
7,6,1,0,7.236755198083982,0,5.902467625862601
1,8,1,0,8.645061212021636,0,9.122280397577986
4,6,1,0,8.151051724686345,0,7.898664512087306
7,6,1,0,6.4351915099503465,0,4.403180305211493
9,5,1,1,9.479695785236016,1,16.84698165148582
14,8,1,1,9.36217592401785,1,16.26490248185866
5,5,0,0,9.664454443155904,1,17.625284478576283
12,3,1,0,8.41782715407583,0,6.717681967522319
5,6,0,0,8.096159131906255,0,8.299598720308836
4,4,0,1,6.875447726972789,0,6.414944956639632
10,7,0,1,9.137734570550982,1,16.14513699158968
12,5,1,0,7.443003821346003,0,5.840289946403811
2,5,1,1,6.35253529228963,0,5.419749407707877
3,5,0,1,10.079948217497058,1,18.411808901356014
10,4,0,0,8.801787621225893,0,8.680059003599375
4,4,1,0,8.912530064773895,0,9.489836652333034
9,5,0,0,10.949908947986987,1,18.91304222597949
8,2,1,0,10.554290728172417,1,18.16038460111608
15,6,0,0,10.199018281585946,1,16.053492248918882
5,5,1,1,9.183024847408996,1,17.054260524172843
9,4,0,1,10.945535666285956,1,18.510926903157884
9,8,0,0,11.980748061783515,1,18.69981757307101
14,6,1,1,8.098894421466087,0,6.788242113844101
0,5,0,0,10.094498398898825,1,18.836889890463112
6,7,1,0,6.304791820481741,0,4.394596198188815
13,5,1,1,9.308044315632056,1,16.71621679095211
8,4,0,0,12.757664346149928,1,19.44903791989292
8,7,1,0,8.323660890819957,0,7.798186655633405
5,7,0,1,8.741279040041697,0,8.556424904066958
6,6,1,0,6.380165288877613,0,4.820579236847899
6,7,0,1,13.95432551615093,1,20.59118914157813
11,3,1,0,9.648009140342197,1,16.42628818556471
13,5,1,0,7.77589688734924,0,5.614458848256386
6,7,0,1,9.510186713057848,1,16.608597002219614
6,5,0,1,11.011623337434989,1,18.71117934326147
5,5,0,0,6.645665158543464,0,5.109410606308346
8,6,0,0,8.531496555010984,0,6.983630496755303
4,7,0,0,9.006846236467196,1,16.863091949665915
10,7,0,1,7.321709171921091,0,4.967468195155239
7,5,1,1,9.020315004311374,1,16.5450905687052
12,5,0,1,12.449753297322658,1,19.52290307040601
7,5,0,0,8.847726316945318,0,9.066600309180997
12,6,0,0,9.389020678198175,1,16.821896927552693
8,6,0,0,11.201217302730624,1,18.32679016874729
9,3,0,1,8.925384623461477,0,9.168219746609322
14,5,0,1,8.97561705065385,0,8.11632145959531
5,4,1,0,9.11387287994798,1,18.44411190325153
2,7,0,1,9.262316629111131,1,16.416930261599052
