age,income_level,gender,minority_status,credit_score,tax_credit_eligibility,consumption_rate
6,6,1,1,20.564482159607195,1,16.7414100100239
18,4,1,0,17.108621265565873,0,5.982357493443488
9,5,1,1,23.241205931658268,1,19.584266660910103
1,6,1,0,19.11326943433272,0,8.50055571997338
10,4,1,1,17.447996459448664,0,5.311380721540775
9,8,1,1,19.62115644753794,0,9.279097586507692
6,7,1,0,19.745829499801484,0,8.786580859454778
10,5,0,0,20.17754556027677,1,15.79062901617996
8,5,0,0,17.453077721557896,0,6.890914754319411
10,6,1,0,21.3099496673701,1,16.892125845668488
4,7,1,0,20.68656697084805,1,14.730836500499704
7,4,1,1,17.156409064508082,0,4.554176917813775
6,4,1,0,16.673367997782233,0,4.365289870841204
4,5,1,0,18.440433659666063,0,6.693469233599091
9,3,0,1,16.306547631670462,0,4.269154050676703
8,6,0,1,21.498846647607262,1,17.042326035361867
12,6,1,1,22.089964150491056,1,17.784720855758067
9,5,0,1,17.210235484408557,0,6.627500170820838
10,8,0,1,20.79069806704841,1,15.90325197321113
9,7,0,1,16.658100264459875,0,4.38736346661296
7,6,0,1,22.903004132395665,1,18.40424166585794
4,6,0,1,20.604454720567503,1,16.553178782034458
11,4,1,1,24.68328251135655,1,19.661413761648603
15,6,1,1,18.369803810378663,0,7.738209186347538
6,6,0,0,21.597611559508643,1,16.468263649486747
12,7,1,0,19.392846233599272,0,8.842314903026319
8,3,0,1,21.86865291081947,1,17.305015295231755
7,7,0,1,22.92535317799843,1,17.494746854863223
11,5,1,0,21.89701528169382,1,18.684114420763255
6,8,1,0,21.06302872838283,1,15.415710605109624
4,5,1,0,19.55146581282676,0,9.005354460108588
7,6,1,0,21.57764357613238,1,17.395932570997218
10,4,0,0,17.209009996754823,0,6.057070081354218
8,5,0,0,17.265515890105576,0,5.320910924677038
12,7,0,1,18.84046772001748,0,8.130194525402908
5,5,1,1,18.746311668601603,0,8.359761780643812
10,5,1,0,18.551403734238157,0,7.671508789602878
11,6,1,0,23.638546043181744,1,18.903866754215063
11,6,1,1,22.814441483485997,1,17.6097870017872
8,7,0,1,18.514295339961706,0,7.5628232189103315
9,3,1,0,23.239751967519062,1,18.33224678518482
3,6,0,1,18.814775521478108,0,7.528417163296861
3,7,0,1,22.31574739486611,1,17.243809217204042
3,5,1,0,21.627788528323133,1,16.13527224947858
11,4,1,1,19.4205450823946,0,8.617098643829031
10,5,1,1,17.571400115446522,0,6.096651305789813
8,5,1,1,24.48013397161652,1,19.02986692905074
11,2,1,1,21.898377699293803,1,17.931146111843425
6,4,0,1,19.63711070306592,0,9.230846184462129
10,4,1,1,18.24121360775755,0,6.482324773349736
5,5,1,1,19.408150169890643,0,8.822134346892591
7,5,0,1,18.70558830928645,0,8.201472627862817
6,3,1,0,20.7268739386676,1,16.95047232774877
11,7,1,1,18.992855327136112,0,8.639718302764564
7,6,1,0,16.536336252934177,0,5.473326477820402
11,8,1,1,18.25613762611988,0,7.480970152972991
9,5,1,1,21.225119365365337,1,15.64534861068107
6,6,1,1,19.284400278662098,0,8.06534968877943
9,3,1,1,17.954060638552612,0,7.089874035047053
5,7,0,0,21.27282767963969,1,16.014898947477125
10,7,0,1,19.5295139942847,0,8.49274038411692
10,4,0,0,22.31354129510993,1,18.15653981389571
6,5,1,1,21.408005060164147,1,17.187617278585495
11,6,1,1,21.9609658100341,1,16.826397822755514
11,7,1,0,21.055347167510845,1,15.993568783197922
2,4,1,1,19.932138598280925,0,9.79556209564382
9,6,0,0,18.52093983409035,0,7.216608810492232
6,7,0,0,20.66922249281389,1,16.023736121030055
8,6,0,0,20.809919488730525,1,16.70590152263484
0,5,0,0,17.188192251821278,0,5.2549357658324
8,6,1,1,20.48630484073998,1,16.981126928389457
7,6,1,1,22.71001919613465,1,17.32842411732521
8,7,0,1,19.599581483129523,0,8.582231342193413
6,3,1,0,19.0366743625652,0,8.13932271100653
10,6,0,0,17.901693694427795,0,7.326987348051938
8,4,0,0,18.206436934748567,0,8.016044489928321
5,5,1,1,20.60674851230632,1,16.572054469763703
11,5,0,1,19.045447365185883,0,8.41373208005421
7,9,1,0,18.278327654644325,0,6.540522964468423
12,4,1,1,19.775436560539923,0,10.035057895193937
8,6,1,1,19.950000082635363,0,10.165017957744784
14,5,0,0,18.69025180330541,0,8.279114202785552
5,5,0,1,19.426708017350474,0,8.675419134808728
12,5,1,1,15.575190772746195,0,2.9572867964519185
9,3,1,0,21.01026796538588,1,16.544835201687462
7,3,1,1,19.93761423612551,0,9.662924502377551
12,5,0,0,21.19225935675056,1,17.169995088454222
8,6,1,0,21.44472022287737,1,17.067606460319933
6,3,1,1,22.326099777738804,1,18.112970235969904
7,4,1,0,22.21996715454185,1,17.707059281056218
10,4,0,1,18.12702199557703,0,7.202460563379399
5,5,0,1,17.988840266536545,0,7.38322293549658
8,4,0,1,23.89497272714835,1,19.789473004688084
9,4,0,0,19.38905215721662,0,8.791624747690033
8,6,0,1,22.619338778453912,1,17.634996754602454
10,7,1,1,17.362392237959206,0,5.110960185528796
3,6,0,1,21.207868737843736,1,16.42956036494127
11,4,0,0,18.69130530021678,0,8.441021027340474
5,5,1,1,21.82126346380805,1,16.9629472524544
7,6,1,1,19.31924349234022,0,8.525357229146685
3,5,1,1,22.36809558024565,1,17.778683683381765
9,3,0,0,21.836795449291863,1,17.75175225570549
13,8,1,1,20.478246480060758,1,16.728863600533256
11,5,1,0,18.150400668137177,0,7.20918066211747
10,5,0,1,23.13288533195653,1,17.60824589307746
8,7,1,1,16.88354077198362,0,5.085413613536104
3,8,0,0,18.46612926832048,0,7.196706175954358
5,6,1,0,19.092791271633264,0,8.144745423980124
9,6,0,0,20.93672648514361,1,16.11010824475728
11,6,0,1,20.18433184860233,1,16.200362474717497
11,4,1,0,19.310027536485304,0,9.304380882995236
4,8,1,1,24.094879077702128,1,18.23332620819687
6,7,0,1,20.28561488444768,1,15.1780402348685
5,4,1,0,18.066192837684355,0,7.293994161084357
7,2,0,1,19.166486767524585,0,8.360265751914532
7,5,1,0,22.556954453450924,1,16.796935099804294
9,5,1,1,17.24614806276376,0,6.305135979845856
11,1,1,0,18.11430537806273,0,7.388775689024471
10,7,0,1,20.744294005894847,1,15.991050431117747
6,4,0,0,23.462588704230026,1,18.91845486322895
6,5,1,1,19.222230644850686,0,7.648240098726086
6,7,0,1,19.34340175663913,0,8.847746578214927
4,6,1,0,17.92135746418286,0,5.466695265465027
8,7,1,1,19.94365550624764,0,10.270423643189208
6,6,1,1,21.95729668537565,1,17.488459806632875
9,6,1,1,18.728337453517707,0,7.698311166248649
8,6,0,1,20.730181943126084,1,16.471462334303876
7,5,0,1,18.093825823164583,0,6.701091543056127
7,4,0,1,18.29266093728679,0,7.755644096680235
10,7,1,0,22.46892777383405,1,17.505988907115402
8,3,1,1,20.85436934461929,1,16.892194890529638
7,5,1,1,20.063235661289607,1,15.967125530583925
2,4,1,1,19.343508343363283,0,8.424967501884671
13,4,0,1,23.85729184412879,1,19.158029517426048
10,5,1,0,19.64400046263297,0,9.724687646149292
15,6,1,0,20.118007046450217,1,16.06412622337167
9,5,1,0,19.66618157751597,0,9.232442449355393
3,4,1,1,19.43467648725994,0,9.099936081284236
10,4,1,0,18.49221199152972,0,8.143358063968606
11,2,1,0,18.680103430754937,0,8.963326919751273
9,4,1,0,17.293374263345694,0,5.445296882445786
10,6,1,0,21.608142934149303,1,16.867697214178587
7,6,1,1,20.74764588853806,1,14.669129258587564
5,5,0,1,19.68507148294428,0,9.758171464402292
8,5,1,1,18.51148127256288,0,8.035569436225687
8,4,0,1,18.610485093603742,0,8.031082543447528
9,4,0,1,20.652926695265126,1,16.186302910658558
12,5,1,1,19.197583859061808,0,9.830471917098114
4,4,0,0,20.225939386253668,1,15.96964129367988
7,4,1,1,19.0173499716035,0,8.53361874664914
6,6,0,1,21.11671635007344,1,17.03298387560971
6,5,1,1,17.063070740235045,0,5.929581243578638
5,6,0,1,19.118636074386995,0,8.712349588789154
6,7,0,1,19.134594821796373,0,9.005509470511926
9,8,0,0,18.625550684142336,0,8.556821427598157
7,5,0,0,22.996055421307787,1,18.64649700953724
11,5,0,1,22.20731524966711,1,17.33175505834824
15,7,1,0,23.875047002714936,1,19.22180050561963
7,5,1,1,15.858822983701396,0,2.963399832061503
9,5,0,1,16.269629995848803,0,4.1186413867215625
12,6,1,1,20.44760132530832,1,15.730726902260836
4,4,0,0,26.555987210459595,1,21.366509311022448
11,7,0,0,22.42583124544709,1,18.04133102343377
15,5,1,1,22.100005605815397,1,17.84222343345559
10,7,0,1,18.0960759455329,0,7.179383943043076
13,6,1,1,21.874892057121823,1,17.40215930411974
10,5,1,0,24.92955306367643,1,20.17578191160895
10,3,0,1,20.37574617422468,1,17.00595428856668
9,5,1,1,19.735672278085527,0,10.048289426952108
5,4,1,0,21.71049403103559,1,17.64755171992216
9,6,1,0,19.60323355038749,0,8.618405737259419
9,5,0,0,21.15109200555608,1,16.815994506564106
5,6,0,0,17.946440320299434,0,6.580423239208042
8,6,0,0,16.32186104406496,0,4.0376021643313145
14,5,1,1,21.26791793749501,1,16.617747873857056
3,4,0,0,23.54112792319228,1,18.73446578841342
12,5,1,0,22.023352258443477,1,17.585216369665947
7,5,0,0,19.40615423837254,0,8.925959489421173
11,4,1,0,17.061990980545428,0,5.919409381953532
6,4,0,1,16.864570442849967,0,6.234571625567023
3,8,1,1,18.36687714262008,0,6.607016046482342
7,9,1,0,21.61788986033823,1,16.40464936520309
7,7,0,0,21.420977055233138,1,17.499312884022583
6,6,1,0,18.45921215659832,0,6.7573672225005454
9,6,1,0,18.32982854767044,0,6.710675909569426
13,7,1,1,20.819738358246397,1,16.310868430479132
7,5,1,1,20.515803992622413,1,16.080292417963456
7,4,1,1,19.911113369357597,0,10.000319733911311
9,5,1,1,20.22771747094928,1,15.997795601725402
8,7,0,1,18.874941116727165,0,8.797535423021072
11,4,1,1,21.43498628545109,1,18.12365188716012
7,5,0,1,21.685925481289583,1,18.148757714401885
4,4,0,1,21.179811546102744,1,17.522463691722248
8,3,0,1,21.128966017800348,1,17.721106410540767
10,5,1,0,21.75550585438044,1,18.431654630354043
8,6,0,0,19.61776332047855,0,9.2989553964692
7,6,0,0,18.725129426093385,0,7.572604240284628
8,6,0,1,21.061007621267247,1,16.436450956447942
12,4,0,1,18.200590414050914,0,7.550273568118025
5,3,1,0,18.08180612545009,0,7.441311076954509
5,8,1,1,19.593128684827477,0,9.011039305843552
5,7,1,0,23.61706398449861,1,19.305351460967355
11,5,0,0,17.600968089570976,0,6.185390285092216
7,6,0,1,24.64358321743924,1,20.14852639950529
9,6,1,1,22.21924069702185,1,17.028524378316426
8,6,1,1,20.788717609618228,1,16.473737466808778
10,6,1,1,19.093790759092904,0,9.00733498085742
5,4,1,1,23.32585278818028,1,18.73436615295654
10,6,0,0,19.71401742784517,0,9.839483745528948
9,5,1,1,17.294408207584624,0,5.149415630260458
8,6,1,1,19.28892733572153,0,9.125359993623022
9,6,0,1,21.138720179916,1,16.555640217215725
10,7,1,0,24.344027940348024,1,19.460478804211373
12,6,0,1,21.012701470577024,1,16.95907945034263
8,7,1,0,19.276499082031343,0,8.752643842537957
10,3,0,1,18.485243746217883,0,7.913209156151499
5,4,0,0,20.36651248728444,1,15.082122868009115
4,5,1,0,21.00829476632609,1,17.119953923158008
8,6,0,1,21.055342137998498,1,17.24500131811977
8,2,0,0,21.505396302174557,1,17.85435533995394
8,5,0,1,18.14189450193793,0,7.697974987955653
6,5,1,0,19.48956614493534,0,8.23765303204141
11,9,0,0,16.99836088327224,0,5.139480296766803
9,7,1,1,18.993919549003984,0,8.70110086845608
11,7,1,1,16.790427619465454,0,4.601801866968433
7,5,0,0,21.853957024142108,1,16.56668056391795
4,4,1,1,18.578095271506605,0,7.831769646921479
6,6,1,1,20.665651467470607,1,15.62213525767434
6,4,1,0,20.57142470806349,1,16.391758898259535
6,4,0,0,21.42561734044967,1,17.283462148342007
10,4,1,1,18.21230897056648,0,7.57993954098467
7,6,0,1,22.064649674381577,1,17.328177418075743
8,7,1,1,19.377704638448588,0,8.908549440794738
3,8,1,1,19.2069053257061,0,7.857417142814493
10,7,1,0,20.467807378829388,1,16.573671371622083
10,4,1,1,18.354573807396356,0,7.486078532970843
6,4,1,1,24.651717782490277,1,19.781893868021683
12,3,0,1,21.370915761564707,1,17.17678712641154
13,8,1,0,19.01029698534443,0,7.639583686337334
9,6,1,0,20.905936269374543,1,15.740322846343036
7,4,1,1,17.462479307119885,0,6.532527041272993
5,8,0,0,20.09390544798328,1,15.451226483822904
10,5,1,0,18.04847566816461,0,7.183297848623415
12,4,1,1,18.31149291565894,0,7.043549500293077
8,4,0,0,18.77399717517922,0,7.564854562785803
10,7,1,0,19.80972626361303,0,9.182271447633015
12,8,0,1,20.547494756503983,1,16.54766937054791
3,4,1,1,21.24149644434448,1,17.12709577129547
9,5,0,1,19.892621924174232,0,9.983892598140654
4,7,1,0,19.956943343260864,0,9.47032375636149
8,2,1,0,21.87413544372577,1,17.716690797591582
8,6,1,1,23.43705924735045,1,18.890690733944727
4,1,0,1,20.598375153968192,1,16.689665001349372
7,4,1,1,19.70563397890088,0,9.651292855585424
2,6,0,1,20.43499784974557,1,15.675369638028153
4,6,1,1,19.80256300360488,0,9.034858715902626
3,6,1,0,21.00652590663221,1,16.07624726278902
7,6,1,1,18.22757229069668,0,6.416830361427433
6,6,0,1,22.643099388272216,1,17.11449891411808
4,4,0,0,19.691193920823856,0,9.205541925105472
6,6,1,1,19.80835270485166,0,9.491222424108036
5,6,1,1,20.30354337098323,1,16.62673967153088
10,8,1,0,16.08735971113228,0,3.70075981775942
8,5,1,1,23.4076860318047,1,18.92977682026678
7,5,1,0,22.91676975745533,1,17.472105994717875
4,4,1,1,18.54602994603485,0,7.467810758652398
1,4,1,0,18.264729169418757,0,6.665454671928416
7,6,1,1,24.4362117540139,1,19.520278057147785
5,5,1,0,20.49524378287888,1,16.21964616600446
8,5,0,0,21.668646155441703,1,17.851163050778528
5,3,0,1,16.4503420807918,0,4.30866361978092
3,6,0,0,23.085363066367616,1,18.137847791574323
8,3,0,0,20.17074670650421,1,15.239302809557772
4,6,0,0,18.79329184291998,0,7.875113540789358
6,4,1,1,17.65956155980841,0,5.939964093154482
6,7,0,0,21.24896497727298,1,16.1078793364285
5,7,0,0,18.34141857971313,0,7.157592900733342
10,3,0,1,21.412279858716563,1,16.998416172226758
10,5,0,1,20.6909490024417,1,16.127623152935517
2,8,1,1,18.81433283229434,0,6.893863107072605
7,6,1,1,20.782617562121125,1,15.651112256197072
8,5,1,0,19.007572632469813,0,8.191279939715697
10,5,1,1,17.776426277818114,0,6.97054146021376
3,1,0,1,22.538495066674297,1,18.99520045812716
4,4,0,1,18.419275962340446,0,8.146300132257815
9,7,1,0,19.98652578022726,0,9.477365424887976
4,5,1,1,20.64129767188357,1,15.640691810978527
7,5,1,1,19.92777341281909,0,9.671023785755192
4,9,0,0,22.096024680102985,1,17.218856680184604
7,6,1,0,22.47431082993747,1,17.759776207442677
4,4,0,0,18.612450222096108,0,7.14573045306737
8,7,1,1,19.32297558760139,0,9.039554926032462
4,6,0,0,19.243838710127065,0,9.02487522440065
15,8,1,0,22.287376012852054,1,17.287915862930426
5,5,0,0,18.653827975997853,0,6.729462549073196
12,6,1,1,19.988569490680664,0,9.554649242335271
9,7,1,1,26.621124182279,1,19.736625857736502
11,6,1,1,20.40451607894964,1,17.080061460315452
8,7,1,1,22.812711636988308,1,17.3204839852859
13,6,1,1,18.697245007895862,0,7.6198871796023795
11,6,1,0,18.955026304328907,0,7.778067961400846
4,6,0,0,17.63267510361088,0,6.013349026087045
2,3,1,1,24.355371464811785,1,18.70370999725056
4,5,0,0,24.79828489201616,1,19.225642566906444
14,9,0,0,18.87694552137176,0,8.008144798433563
9,5,0,1,19.32590895690877,0,8.947702623872196
5,3,0,0,20.150750037937765,1,15.607685863452476
8,6,1,0,16.784698718249903,0,5.494955578828581
3,6,1,1,16.466198920214417,0,4.090602199605528
10,9,1,0,19.91132724345069,0,7.995594779101369
7,2,0,1,18.40525553956572,0,8.08082069938127
10,6,1,0,20.63037847879385,1,16.55423672503479
11,7,0,0,19.49650446966361,0,8.151413525223877
7,4,1,0,20.04639782528144,1,15.575880956699104
14,7,1,1,21.3413375058115,1,17.37946445532854
1,6,0,1,18.764924458250707,0,7.383167977056717
6,5,1,1,16.07344280989969,0,3.3258476675058253
11,4,1,0,21.34679497455261,1,17.5697568024779
3,8,0,0,24.216090058306605,1,18.557694650990427
8,3,1,1,21.855898868653693,1,17.415837777231648
5,6,1,1,22.48336371406371,1,16.882152150601087
10,4,1,1,19.45044923263058,0,8.816503291556941
4,5,1,0,21.17984617434761,1,16.45965412656387
13,6,0,0,18.41419303162565,0,7.4079136062312445
7,4,1,1,22.738414384806617,1,18.24818219743593
0,5,0,1,21.256853853933823,1,16.37232766003288
7,3,0,0,16.40495975496432,0,4.145861423545515
8,3,0,1,22.95343966316544,1,18.63400489358616
11,4,0,1,19.086502237282136,0,8.069262527672437
7,3,0,1,20.796918887719865,1,16.296913443873017
11,7,0,0,20.55519502819187,1,16.13810970562013
5,5,1,0,22.356496673897784,1,17.482307655273956
7,5,0,1,17.87491182238173,0,7.128114937458759
14,5,0,0,20.071165050269173,1,15.994017785199803
8,4,0,1,20.521168437066432,1,16.10821170325257
9,7,1,1,20.094914795085568,1,16.25275135899631
7,5,1,0,21.32012787266553,1,16.936287785166883
8,7,0,1,21.099886273926494,1,16.45215645229335
9,4,1,1,17.401677532481735,0,6.6540408347435775
4,2,0,1,19.135024114512813,0,7.822945721814928
10,2,0,1,22.404921992555987,1,18.93834183446849
12,7,1,1,22.77590083875367,1,18.29630991960173
7,9,0,0,19.24855821429088,0,8.847689548502753
6,6,0,0,16.954839166714304,0,4.9097596187200345
6,6,1,1,19.36757591457876,0,8.783535364290554
9,5,1,0,19.96829653287206,0,8.977407126735944
5,6,0,1,19.594760906113866,0,8.364614194656092
10,3,0,1,17.82995079937098,0,7.279752298481077
6,5,1,1,22.07291591287791,1,16.66974103309204
7,5,0,1,19.10949924462786,0,7.817959049937015
6,7,0,0,14.1709642235091,0,2.111858808796672
10,5,0,0,18.09788392431285,0,7.496349631853254
