age,education_years,annual_income,gender,minority_status,financial_aid,home_ownership
27,25,13,1,0,0,81.83771016084602
11,19,7,1,0,0,69.23008136402186
27,28,10,1,1,1,93.41194782128912
30,16,14,1,1,0,77.43382990328196
30,23,9,1,0,1,92.90144479199284
36,24,5,1,1,0,90.16475965758866
45,25,9,0,1,1,105.22678577284316
25,25,11,0,0,0,76.4931281132676
24,13,13,0,0,0,70.76690837970594
22,24,7,1,0,0,78.39932153619725
39,32,14,0,1,1,103.41932998660884
32,27,7,1,0,0,87.90595184164552
35,23,10,0,0,1,95.43154837112648
41,16,12,1,0,1,95.6914040324106
32,29,15,0,0,0,86.60516601930674
43,23,11,0,1,1,102.7196511505754
37,21,8,0,0,1,95.4493720625976
36,24,9,1,1,1,96.99504507984206
37,15,13,0,1,1,89.54087065371351
37,23,10,0,0,1,95.82783671631302
30,22,5,1,0,0,82.60813559909477
34,17,14,0,1,0,79.61607232881231
20,20,10,0,0,0,72.32285653289813
20,18,15,0,0,0,71.50098269412133
34,18,5,0,0,1,93.4995732645228
15,29,15,1,0,0,72.2092383208692
22,18,7,0,1,0,74.19479884305117
58,33,8,1,1,1,118.39332193127636
35,23,8,1,1,1,96.25530296788632
32,20,14,1,0,0,81.28687781724256
10,22,10,1,1,0,69.16873652973244
20,22,2,0,1,1,87.41521690662555
29,31,5,0,0,1,98.52128716088032
27,20,9,1,0,1,88.22718072525186
19,29,12,1,1,1,87.97623193082788
23,30,11,0,0,0,82.44844952868435
50,7,7,1,0,1,96.871946154819
34,14,10,1,0,1,87.80536807368597
36,27,16,0,0,1,96.73790495088843
24,24,2,0,1,0,81.9358746326272
36,16,8,0,1,1,94.72554078197834
27,21,9,0,1,0,79.49006910702393
34,30,9,0,0,0,87.74952284586124
29,18,7,0,1,1,89.63604708811805
28,29,10,1,1,0,85.81243007800786
35,25,9,0,0,1,95.21304080005156
28,21,7,0,0,1,91.41426745789524
28,24,7,1,1,0,83.55875863498667
32,19,3,1,1,1,94.20124798442342
35,22,9,0,1,1,96.05842614204002
15,22,3,0,0,1,82.35460049248577
34,22,9,1,1,1,96.32809956882734
25,20,7,0,0,0,76.31101964108996
30,20,10,1,0,1,90.57986927457368
20,25,19,0,0,0,74.42596731454273
39,11,10,1,0,0,80.84285861867251
38,30,8,0,0,1,101.08843392742595
15,16,11,0,1,0,66.2684389984651
41,18,7,0,0,1,98.23589363291865
36,21,9,0,0,0,83.85143872469206
33,22,13,0,1,0,82.60425681104473
28,19,12,1,1,1,88.68637909820336
34,15,2,1,1,1,95.19054314803192
25,31,10,0,0,0,83.65953098027688
30,15,10,0,1,1,87.34604953572729
47,13,8,1,1,1,97.8360184329316
39,22,7,1,1,1,99.80365272294382
30,22,7,1,0,1,92.57369265128494
40,28,8,1,0,1,103.59201351269732
33,22,11,1,0,0,81.84588737566817
22,21,8,1,1,0,77.39260938561753
21,20,9,0,1,0,73.7836588730745
15,30,14,0,0,0,74.63382299711566
30,12,10,0,1,0,76.01664911217874
46,18,10,0,0,1,98.8102348939144
29,27,8,1,1,0,84.86685712054398
32,14,6,1,0,1,89.88739654708637
38,30,10,0,1,1,101.4072909146238
35,21,9,1,0,1,92.50670438959088
45,16,15,1,0,1,96.647202733941
16,29,15,0,0,0,75.07618656334924
44,11,9,0,1,0,83.71257261423064
30,21,11,0,0,0,82.65692223642479
37,26,9,1,1,0,89.37227051537411
26,25,9,0,0,0,81.16611682973661
33,16,14,1,1,0,79.49886729589629
25,20,13,0,0,0,75.60855591867082
21,25,11,1,0,1,88.22932992387261
27,18,11,0,0,0,76.54202529296997
30,20,12,1,0,1,90.14732026166958
23,11,8,1,0,1,80.63287632116011
20,10,5,0,0,1,77.30636587355517
15,16,15,0,0,0,66.4950361586127
14,18,8,1,0,0,69.68855939401551
36,16,11,0,1,1,91.72614114359752
30,28,18,0,0,0,82.39494275981275
25,15,12,0,0,0,72.31786973339143
33,15,11,0,1,1,88.8413138152546
23,24,18,1,1,0,74.46376326730868
27,19,14,1,0,1,87.01281903174211
39,20,13,1,0,0,84.95779215173698
31,21,9,0,1,1,92.77994643394663
39,18,8,0,1,1,95.01187289129147
38,31,10,1,1,0,90.7329750455612
25,14,8,1,0,0,75.03838212421334
29,15,11,1,0,1,85.52593177442941
27,20,8,1,1,1,89.8001226798431
25,18,15,0,0,0,73.3402989900738
20,30,5,0,0,0,81.15229976524265
38,11,6,0,0,1,91.53143397291008
36,24,7,1,0,1,96.76407040373914
37,15,8,0,1,1,90.71702753631338
43,19,10,0,1,1,98.43543925200254
41,31,10,1,0,0,95.08507079887984
19,22,7,0,0,0,74.79100825977987
38,19,11,1,0,1,95.10273877635224
25,21,11,0,1,0,77.3976296724678
29,18,6,1,1,0,82.41419424330503
32,21,6,1,1,0,82.66004589417025
30,23,12,1,1,0,82.3200271631478
26,23,8,0,0,1,89.39266075986505
29,24,11,0,0,0,80.68713165592703
36,20,5,0,0,1,95.628318312742
26,20,5,0,0,0,79.67196162723361
25,6,11,0,0,1,77.32933686010922
26,16,9,1,1,0,76.72814294496796
37,17,10,0,0,0,83.02068102147646
28,11,12,1,1,1,84.59571990215304
42,23,11,0,0,0,89.76449461675335
25,22,6,1,1,1,90.94659663122304
26,18,8,1,0,0,78.03680921375106
13,22,5,0,1,1,81.76249637990259
20,18,9,0,0,0,71.51709462060532
19,24,13,0,1,0,75.56519623139187
25,25,15,0,1,0,79.75102562185172
24,18,14,0,0,0,73.4523324466723
13,22,5,1,0,0,71.68543877361246
27,20,5,0,1,1,91.28230889801917
22,11,11,1,1,1,80.09748161971918
28,23,9,1,0,0,80.7805454701842
32,21,10,1,1,1,92.25304285800962
39,19,11,1,1,1,96.4721717963002
27,31,5,0,0,1,97.65791851985097
42,18,12,0,0,0,85.65427431459061
33,17,11,0,0,1,89.88385933837137
34,13,8,0,0,1,86.61037025228615
23,24,11,0,0,1,87.80364592178861
24,10,11,1,1,0,71.97477635313052
21,18,12,1,0,0,71.82299672881186
29,28,10,0,0,1,93.53294197035518
21,23,9,1,0,0,76.28143880977518
23,16,10,0,0,1,83.41504101540868
32,15,8,1,0,0,79.58818761978831
26,18,10,0,0,1,86.91802308062522
35,17,12,0,0,0,79.50665048156507
31,23,11,1,0,1,92.86889620670614
34,16,13,1,1,1,91.12370835499594
34,21,9,1,1,1,94.64993190949608
34,24,4,0,0,0,86.8778541108448
41,20,7,0,0,1,97.85613852909523
28,24,7,1,1,1,92.0999731748584
34,15,5,0,0,0,80.48051337553528
36,27,7,1,0,1,98.5833925987464
43,22,8,0,0,1,99.4284909170827
27,12,4,1,0,1,83.9155401673261
37,28,13,0,0,1,97.44175928072164
31,15,7,1,1,0,81.13793292242367
23,21,12,0,0,0,74.59258308695112
40,21,11,1,0,0,86.3062572358141
10,23,5,1,0,0,71.56477275518026
20,24,8,0,0,1,86.20190531529019
45,27,14,0,1,1,102.99863016935998
30,23,4,0,0,1,94.44185979002556
26,17,11,0,0,0,75.29388748558675
32,13,9,1,1,1,89.43223159691904
39,17,4,1,0,1,95.4410423945592
40,19,8,0,1,1,98.69030271598676
25,16,14,1,1,0,72.74553702770565
25,12,6,0,0,1,83.0868089601728
25,14,11,0,1,1,83.63238651967932
38,19,14,0,0,0,82.1472437342613
33,22,11,1,0,0,84.41959080731179
25,6,5,0,0,0,70.09421864427
33,14,12,0,0,0,78.92639146645385
36,19,10,0,0,1,93.53295776521404
34,13,9,1,0,1,88.66500401520528
31,12,8,0,0,1,85.80413453231186
27,19,17,1,0,0,75.41834487197374
10,20,7,0,1,0,68.17395291652403
28,21,8,1,0,1,87.18783638870353
37,22,11,0,1,0,85.4308030229053
28,15,9,0,1,0,78.34213439058394
30,30,12,0,0,0,84.51298762182417
29,20,8,1,0,1,90.564788691835
34,24,15,0,1,1,93.14076083355556
20,15,5,1,0,0,72.02805283717099
23,18,9,1,1,0,76.35775635313233
27,19,8,0,0,1,88.13062406535441
33,32,9,0,0,0,87.4624427421771
39,12,13,0,0,0,79.57272589130376
41,16,10,1,1,1,94.9381525469992
35,19,6,0,0,0,82.4917757376515
54,14,10,1,1,1,100.97786049902122
25,21,13,1,1,1,86.22995272147219
33,21,15,0,0,1,89.9102859833016
27,28,14,0,1,0,82.17530160458412
43,20,7,1,0,1,98.9866991139945
26,21,9,1,0,0,78.91979797403737
13,26,11,1,1,1,83.69729639391647
10,31,10,0,0,0,72.4078356296797
17,19,11,0,0,0,70.02017687898596
29,16,9,1,1,0,79.1920035859525
28,16,7,0,1,0,78.36884818177629
30,15,8,0,0,0,77.32649898463261
19,32,10,0,1,1,91.74329727611656
39,23,9,1,1,1,98.84238091099893
41,31,12,0,1,0,94.39927370707456
34,15,11,0,0,0,79.45085579454727
14,19,16,1,1,0,69.57543236274994
35,14,10,0,0,0,79.99609954597557
28,25,5,0,0,1,91.1884059619102
35,28,12,1,0,1,98.1823407254966
37,27,10,0,0,1,99.26930155289588
39,16,9,1,0,0,83.60836746635438
27,14,14,0,0,0,72.67339699022185
38,17,9,0,1,1,93.46383641510413
40,27,12,1,0,0,90.27530704653064
28,25,7,1,0,1,90.86406938271702
47,15,11,0,0,1,96.508911828756
32,12,10,1,0,1,86.72612758049219
32,23,10,1,1,0,84.96165251301815
23,21,8,1,0,1,85.77878953831933
36,26,8,0,1,0,88.71972974680264
43,25,13,1,1,0,91.93073646160131
47,17,14,1,1,0,88.55420400297272
34,28,16,0,0,0,84.12277701934788
20,33,13,1,1,0,82.68574575441264
21,12,7,1,0,0,69.0837907560823
21,26,9,0,1,0,80.13373748833565
7,15,7,0,1,1,72.04094856521023
21,19,3,0,1,0,77.76230560352006
18,9,12,0,0,1,74.60295453390694
35,23,14,1,0,0,83.99863612430543
26,7,8,0,0,0,69.4486448126643
29,27,9,0,0,0,82.74239128044248
5,21,12,1,1,0,64.36025079543046
28,9,10,0,0,0,73.455746090459
26,16,7,0,0,1,86.51821470865781
39,19,10,1,0,0,83.72486121294246
34,19,10,1,1,1,92.34552026972116
20,15,12,0,1,0,70.04065922464933
25,18,4,1,1,1,89.7053056378104
25,19,10,0,0,1,86.64752562066506
21,27,11,1,1,0,81.70656746961963
27,24,9,1,0,1,92.07888247376522
27,13,12,0,0,0,72.05753840211078
34,27,6,0,1,0,89.4965115024447
32,19,7,1,0,0,82.09302142171617
23,26,15,0,0,0,76.67266325556102
18,22,9,1,1,0,75.40934564336428
32,7,8,1,1,1,86.87516817936569
30,20,12,0,0,0,80.86392554164745
31,17,13,1,1,0,77.31657946907673
8,25,10,0,0,0,67.6621606121111
43,26,11,1,0,1,100.84576266394038
41,14,10,1,1,1,94.02001466011411
34,14,7,0,1,1,90.50048509032806
20,14,7,0,0,0,70.25844351793256
32,17,10,0,0,0,79.41567010191989
10,25,11,1,1,0,68.25351884084677
27,15,11,0,1,1,86.27130621986463
31,18,10,0,1,0,80.83148232741853
40,26,12,1,1,0,90.604815070277
39,19,7,1,0,1,96.26182860141724
37,27,8,0,1,1,99.61035888476331
30,9,10,1,0,0,74.24880351915479
33,19,10,0,1,0,81.23355001510122
34,24,11,0,0,0,85.5256911039462
28,17,9,0,1,0,77.73882977897587
40,17,7,0,1,1,95.12399431275465
16,11,7,0,0,1,75.83347775711816
24,19,6,0,0,1,88.5108048406881
38,15,8,1,1,1,94.56934354295284
26,27,10,0,1,1,93.34191427345328
23,17,12,0,1,0,73.51605743932444
21,10,11,0,0,0,66.45927384320842
26,16,7,1,0,0,77.24476279740004
33,17,9,1,1,1,90.2340015450334
30,11,7,0,0,1,84.38767284431388
32,25,5,1,1,0,87.76551113471241
37,13,11,0,1,1,90.63485223594095
24,31,8,1,1,1,95.1992024522411
33,10,11,1,1,0,77.12657414035228
21,23,12,1,0,0,76.30620868044781
17,23,10,0,0,0,72.05876795188658
24,23,6,0,0,0,78.82546351458917
27,21,7,0,1,0,80.71127157121101
32,28,11,0,0,1,95.73775812853113
34,16,4,1,0,0,81.47475548542538
28,35,12,0,1,1,97.0688387601825
30,13,12,0,0,0,75.90432594561942
38,16,18,0,0,0,81.27959024209434
33,26,7,1,0,0,87.9138811550999
31,19,10,1,1,0,80.90373682831888
41,17,5,1,0,1,96.97282259820128
23,21,11,0,1,1,85.78921340725745
24,29,11,0,1,1,90.05263734717796
20,21,11,0,0,1,83.37875690952391
18,14,4,1,0,1,80.8083454847569
40,22,9,1,0,1,99.11582002325612
37,26,11,0,1,0,89.41380249306492
27,27,10,0,1,0,83.3972040348851
30,14,9,0,0,0,77.16769981724373
27,17,13,0,0,0,73.48448256226415
28,28,13,0,1,1,94.30429609084754
47,24,11,0,0,1,103.08283491613116
36,12,12,0,0,1,87.32525193779558
36,15,7,1,0,0,81.78755854567149
26,20,10,1,1,0,78.62052024556189
34,20,15,1,1,0,83.76643660393708
24,19,11,0,1,0,74.31668364486539
28,4,8,1,0,1,78.21533234154863
18,31,10,0,0,0,77.55443044828696
23,29,8,1,1,1,93.92791475417884
27,14,5,1,0,0,75.6580743773004
27,25,10,1,1,1,91.26703839668453
39,19,15,0,0,0,84.13358093411118
33,20,14,0,1,1,91.8988657008429
32,16,17,0,1,0,77.86698633735635
25,21,10,0,0,1,87.98201835954312
29,18,11,0,0,1,88.06246180735133
35,11,10,0,0,0,77.77630329631278
34,25,7,1,0,1,97.03659042880707
37,13,8,1,1,1,90.49028922240772
26,14,10,1,0,1,84.97742697657408
32,24,13,0,1,0,82.92104632736257
25,9,7,1,0,1,81.08340463352226
32,20,7,1,0,0,82.38780126992428
25,16,13,0,0,0,75.3982889751868
35,13,4,0,1,1,92.93561420991342
16,14,10,0,0,0,65.0468351307509
56,21,7,1,0,1,109.36042614273804
36,12,7,0,0,0,80.63281425874914
21,19,10,1,0,1,83.42500747568229
35,20,8,1,1,1,95.75441480360462
22,29,18,1,1,0,77.74405830850274
36,11,11,1,1,1,89.2715547642113
19,25,7,1,0,0,75.75402906086042
23,16,10,1,1,0,75.22571825677521
31,19,5,1,0,1,91.26582896905973
36,25,5,0,1,1,97.87453287044484
20,24,9,1,0,0,76.2715926339768
25,7,6,1,0,1,79.40528476228717
31,10,5,0,1,1,85.94585464779925
26,18,12,1,0,1,85.72752649836251
25,27,4,1,0,0,82.60401613753307
44,17,9,0,0,0,87.96106344711295
37,24,15,0,0,1,95.47804961694972
32,27,8,1,0,1,97.3429959794448
27,29,9,0,1,1,95.34989080551064
36,15,16,0,0,1,89.8966499368531
27,24,14,0,0,1,88.1643437600748
42,22,8,1,1,1,101.0226778450658
18,17,15,1,0,0,68.49673506011152
11,21,6,0,1,0,70.61048828347714
13,16,10,1,0,1,75.12832320306255
13,21,8,0,1,0,70.89605371772888
38,19,6,1,1,1,96.49904547004552
35,19,10,0,1,0,81.41427663252661
35,18,11,0,1,0,80.834959494396
45,23,11,0,1,1,102.61045774175136
29,23,6,1,1,1,93.71652984728917
28,24,10,1,1,0,82.47006684369852
32,15,12,1,0,0,77.48739914683347
18,21,15,1,1,1,80.60345420517307
25,23,9,0,0,1,86.8924323682936
18,13,13,0,1,0,68.17353560028835
46,19,6,1,1,1,101.6222191853859
27,25,6,0,0,1,92.90704650725672
33,19,14,0,1,1,89.14147452896677
22,19,12,1,0,0,72.36977902545853
23,14,10,1,0,0,72.7057066758703
27,20,16,0,1,1,86.58097133379833
16,32,12,1,0,0,75.96773499380856
35,33,5,1,0,0,93.97082703859228
28,24,11,1,0,0,79.76395232727344
37,15,6,0,0,1,94.2190659147153
20,14,9,1,1,0,69.39870967162148
16,26,13,0,1,0,73.2991218066042
25,29,8,0,1,0,80.7772422679874
31,17,8,0,1,1,89.79999333866029
29,6,9,0,1,1,83.55513564352553
24,15,12,1,0,0,72.17769586457818
27,24,10,1,0,0,81.60827687302766
32,28,14,1,1,0,85.25306073347222
28,18,6,1,0,1,87.41348717821299
14,17,9,0,0,0,68.10920986597927
24,23,11,1,1,0,79.2168804170412
18,20,15,0,1,1,79.71484429833212
7,22,12,0,0,0,64.77220170443267
43,15,6,1,1,1,98.7159378296479
27,25,9,0,0,1,91.21338848631224
37,21,5,1,0,1,96.40952729098542
31,24,8,0,1,0,83.3261100614387
32,18,6,0,0,1,90.39082869401044
36,23,13,1,0,1,95.3315811675606
14,15,8,1,0,1,79.02095823279146
28,24,6,0,0,1,91.60294679826796
28,20,13,0,0,0,76.94999387430826
34,2,14,0,0,0,70.29086006077017
31,12,10,1,1,0,77.3261670708968
26,11,7,0,0,0,72.97194983284798
19,15,9,1,1,0,71.4813310511423
27,18,14,1,1,0,75.27117457584063
36,24,11,0,0,0,85.75888776970713
30,21,15,1,0,1,89.13032322844302
32,10,6,0,0,1,86.53432359864296
39,15,7,0,1,1,93.3726078076699
31,25,10,1,1,0,83.2257539417119
30,20,5,1,0,1,91.79133414069304
25,14,9,0,0,0,72.32970472698985
32,28,11,0,0,1,95.03724210043492
29,19,9,1,0,1,90.5792686850898
21,27,13,0,0,1,87.09110815740345
36,21,9,1,0,1,93.31585761810102
34,17,13,1,0,0,80.04938490745445
25,19,12,1,1,0,76.2606883725534
27,23,9,1,0,1,88.62487004129656
21,17,12,0,1,0,73.30325257220285
27,14,11,1,0,0,74.859926415359
32,17,9,1,0,0,80.68242678982244
27,15,14,1,1,1,85.15318650825368
44,18,9,1,0,1,98.64842434842394
25,12,9,0,0,1,80.99543890513422
17,25,15,1,0,0,72.01792494900296
29,18,11,1,0,1,87.48471690858612
26,18,7,1,0,1,85.99243645317961
34,18,7,0,1,0,81.35742627348044
36,20,9,1,1,1,95.08585220779209
23,18,13,0,1,1,82.34449829039332
29,19,18,0,1,0,77.15172636736868
22,12,3,1,1,0,72.25391694148117
22,16,13,0,1,0,71.66037027481107
23,18,14,0,1,0,73.66246123032359
32,19,13,1,0,1,89.40492098779181
42,11,8,0,0,0,82.80404334310596
43,13,9,1,1,1,95.93347280620492
31,22,9,0,0,1,91.50342455055215
32,23,7,1,0,1,93.80481327166753
35,15,12,0,0,0,78.36476281279865
28,21,12,0,0,0,78.04393504875137
23,29,13,0,1,0,79.63245235494607
31,5,12,1,0,1,80.65752288104123
17,25,9,1,0,0,74.00945372028666
33,17,1,0,0,1,92.10530461028767
29,6,15,0,1,0,71.0733319065111
39,19,10,1,0,1,95.56625623365504
25,22,10,0,1,1,88.68531974427805
34,11,6,0,1,1,89.19302463380542
29,20,8,0,0,1,90.30879134047292
22,19,5,0,1,0,76.26825970980096
24,16,5,0,0,1,83.85364442912793
20,28,10,0,0,0,77.81789086480065
30,19,9,1,0,1,90.3494025527786
33,22,11,1,1,0,83.45144463138938
34,18,12,1,0,0,81.83419077485628
29,27,7,0,1,1,95.9942350263662
23,29,6,0,1,1,92.31276712998827
33,28,6,1,1,1,99.24554556648312
58,16,3,0,1,1,108.3579980698579
44,21,9,0,1,1,99.6037210117636
34,17,10,0,1,0,82.76917365577336
39,17,10,1,0,1,95.1676050203818
32,30,7,1,1,1,97.5602304607431
37,24,12,1,0,1,95.00550192522104
43,26,10,1,0,0,94.0274949847418
47,20,4,1,1,1,103.66107921925888
36,22,10,1,1,1,97.38189203817024
21,11,5,0,0,1,79.248150311831
29,15,10,0,0,0,76.26499104846609
23,25,5,0,0,1,88.66896528614296
28,24,11,1,0,0,79.26642256446735
24,23,14,1,0,0,75.91891028596552
16,31,9,1,1,0,79.61617936140276
37,28,9,0,1,0,89.48072223722173
36,31,10,0,0,0,92.18668815564556
39,32,9,0,0,1,104.56789305885565
33,27,11,0,0,1,97.42298545406256
15,27,8,0,0,0,73.40069244535879
23,26,11,0,1,1,88.55161471205402
23,21,10,0,1,0,77.56159699844585
23,16,12,1,0,0,72.8950048128082
25,16,9,0,0,1,83.56509382439765
45,21,8,0,1,1,101.20738572111703
15,20,6,0,1,1,82.26366281063684
42,32,12,0,0,1,103.36769363324623
27,18,12,1,1,0,77.31308516808463
34,19,8,1,1,0,82.323954907929
16,30,12,0,1,1,84.83993978628042
19,18,10,0,0,0,68.83569058512252
31,26,8,1,1,0,86.64243385906359
39,25,11,0,0,0,88.1542050346942
47,17,14,0,0,1,97.47676895364516
39,12,12,1,1,1,91.33712102326352
22,9,12,0,0,0,68.08346663985354
49,6,12,0,0,0,84.2152466148457
28,9,12,1,1,1,81.23472283924848
28,21,12,0,0,0,78.4525987072529
31,26,10,1,1,0,85.76576547829897
30,29,8,1,1,0,88.35266355006108
28,14,8,1,0,0,76.91938794046827
38,23,7,0,0,1,97.50117333503016
38,21,5,0,1,0,86.33210569833275
34,10,8,1,0,0,78.758926339504
36,25,14,0,0,1,95.09985596324054
31,17,15,1,1,0,78.08629914518335
33,16,7,0,0,1,92.66020218425754
38,3,9,0,0,1,84.67286288573709
32,26,3,0,1,0,87.69438122985386
28,23,12,1,1,0,78.85196718064441
29,24,6,1,1,1,93.90476865251834
34,22,9,0,0,0,83.54125690346994
29,18,8,1,0,1,90.8462739399488
30,14,10,1,1,1,89.32545005177367
20,18,13,1,1,1,82.30252380146493
29,15,11,1,1,0,76.58946578019905
43,22,11,1,1,0,90.69631946072424
36,17,13,0,1,1,90.13355794827386
30,19,11,1,0,0,79.26890385059309
14,19,9,0,1,0,68.59388925960579
23,21,8,0,1,0,77.96440140759019
25,29,11,0,1,0,82.33137761252435
32,21,12,0,1,0,81.05269540305835
23,18,9,1,0,0,74.80278919345957
30,25,12,0,1,0,84.3127678966042
28,25,10,1,0,0,79.84991523188306
33,16,8,0,0,0,78.55405414631706
39,15,15,0,1,1,90.66719415458957
27,24,14,0,1,1,88.55624940531162
40,19,4,1,1,1,97.63200813209558
30,23,6,0,0,1,93.08031802089724
38,24,4,0,0,1,97.3574926089476
44,21,10,0,1,1,101.31535617547289
33,34,14,1,0,1,99.279272725496
42,18,7,0,1,1,99.18787036461696
27,21,12,1,1,0,78.39282143768726
23,18,11,1,0,0,71.65356795343716
34,18,8,0,0,1,91.47190239555988
48,9,7,0,1,1,95.72160989221616
24,22,13,0,1,1,87.2945192064916
19,24,2,0,1,1,87.36575747437924
23,11,10,1,0,1,78.67480773739953
26,27,9,1,0,1,93.08520192862296
27,23,12,0,0,0,77.69790069938561
27,14,8,0,1,1,84.50643869037611
25,29,10,0,1,0,83.30814984745446
36,11,7,1,1,1,90.09273996777378
24,21,7,0,0,0,77.5193665281566
28,17,14,1,0,0,76.23378994283262
43,19,9,0,0,1,97.30104252973284
27,27,12,0,1,0,83.6447110505554
25,14,8,0,0,0,72.81019207869518
12,11,15,0,0,0,60.53053661355908
42,12,10,1,0,0,84.45468735203877
25,13,8,0,0,1,82.08909207857882
14,18,7,0,1,0,69.496084036331
22,26,3,0,1,0,80.38081341039435
36,26,17,0,0,0,84.36628256058376
24,25,7,0,0,1,88.4942829012874
22,26,12,1,0,0,78.52552900569925
24,17,10,1,0,1,83.54155571084054
32,12,9,0,0,0,77.95469437622633
28,18,10,0,1,0,77.94531097194553
29,28,14,0,1,0,84.17249438284774
29,17,7,0,0,1,89.09701694647116
32,20,4,0,1,1,93.3588248927872
36,20,3,0,0,1,96.20646770912288
30,20,10,0,1,1,92.53937268974278
36,28,10,0,0,1,99.36683869222392
20,20,12,0,1,0,72.31622073761629
34,21,0,1,0,1,95.96246524850444
29,27,10,1,0,0,83.16705663219
41,15,8,1,1,1,96.34213746052664
37,21,13,1,1,1,94.8133741857964
8,19,11,0,1,0,66.40361219853328
33,22,4,0,1,1,94.85156224917154
37,25,10,0,1,1,97.1505591651801
40,16,7,1,0,1,94.65299262789873
21,25,9,0,0,0,77.06264866049275
31,12,12,1,0,0,76.00145301116514
41,14,10,1,1,1,95.33461330306248
41,23,10,0,0,0,88.3055942906332
39,7,10,0,1,0,78.7861789601835
36,22,7,1,1,1,96.85161496535898
36,14,8,1,0,1,90.99053484276956
27,16,9,0,1,0,76.77936114318288
20,31,9,0,1,0,81.13177832118889
28,24,13,1,1,0,81.1787741483638
41,15,12,0,0,0,81.63230619719968
29,19,11,1,0,1,88.75424826349024
37,20,6,1,1,1,95.54644803062226
29,21,9,0,1,0,80.63748134342187
38,14,14,1,1,1,92.5613324012101
32,28,10,0,1,1,96.45494231592936
25,24,8,1,1,0,79.34680895704774
26,20,11,1,0,1,89.86912447792753
31,28,11,0,0,1,95.97640098903749
40,12,12,1,0,1,93.0329891740808
30,30,10,1,0,0,85.99710872508282
22,6,9,1,0,0,67.5691538154669
19,13,6,0,0,1,77.94998384464205
36,15,12,1,1,0,82.34796325752423
27,25,7,0,1,1,91.78818518583564
40,15,8,0,0,1,93.7691620734775
34,18,11,0,0,0,80.97948916925945
17,7,7,0,1,1,72.93012036922205
25,19,11,1,1,0,75.25150571816414
30,14,9,1,1,1,88.45526771006031
21,23,9,1,1,0,77.03017529959872
28,14,11,0,0,1,84.78424853100881
42,27,14,1,0,1,99.79780668446544
29,34,9,1,0,0,88.26228889759574
31,11,8,1,0,0,76.21602459166027
30,30,7,0,1,1,95.98069756445643
23,21,14,0,1,0,75.27425066642817
38,29,6,0,0,1,102.1539912204262
21,18,9,1,0,0,73.0598826721016
