hospital_id,measurement_year,telehealth_services,patient_recovery_rate,patient_age,hospital_capacity,rural_location,private_insurance
9,7,0,53.09267952379722,4,5,1,1
9,8,0,50.85895202088367,4,5,1,1
9,9,0,49.65555336948321,4,5,1,1
10,0,0,52.26114903641668,5,6,1,1
10,1,0,50.098813791366446,5,6,1,1
10,2,0,49.94721704020621,5,6,1,1
10,3,0,51.501218668031946,5,6,1,1
10,4,0,48.92872332117416,5,6,1,1
10,5,1,56.96606511859183,5,6,1,1
10,6,1,59.3704080972317,5,6,1,1
10,7,1,59.352462421696266,5,6,1,1
10,8,1,56.3516028839095,5,6,1,1
10,9,1,54.69519499089004,5,6,1,1
11,0,0,53.469698158711175,4,6,1,1
11,1,0,52.40355490560648,4,6,1,1
11,2,0,53.42381942803036,4,6,1,1
11,3,0,52.67696635877973,4,6,1,1
11,4,0,48.6184918337915,4,6,1,1
11,5,0,53.33505041168368,4,6,1,1
11,6,0,51.68844723731165,4,6,1,1
11,7,0,51.53614361175487,4,6,1,1
11,8,0,52.20854803287679,4,6,1,1
11,9,0,49.95997431353565,4,6,1,1
12,0,0,52.510831429769645,2,9,1,1
12,1,0,49.54852647559792,2,9,1,1
12,2,0,53.45930437489083,2,9,1,1
12,3,0,50.4658775398814,2,9,1,1
12,4,0,48.38167170910603,2,9,1,1
12,5,0,50.770085150666944,2,9,1,1
12,6,0,53.05469384658915,2,9,1,1
12,7,0,51.79355114817807,2,9,1,1
12,8,0,51.63463902493491,2,9,1,1
12,9,0,50.54313363147639,2,9,1,1
13,0,0,55.951841855616365,4,8,0,0
13,1,0,51.16185723559102,4,8,0,0
13,2,0,54.7689384856387,4,8,0,0
13,3,0,54.9696635098058,4,8,0,0
13,4,0,49.76978659920351,4,8,0,0
13,5,0,51.442881338276194,4,8,0,0
13,6,0,54.83281477441851,4,8,0,0
13,7,0,53.306173318795416,4,8,0,0
13,8,0,52.56575478272812,4,8,0,0
13,9,0,50.14984916275375,4,8,0,0
14,0,0,51.10924369508462,5,6,1,1
14,1,0,49.46039502381935,5,6,1,1
14,2,1,56.85316606321205,5,6,1,1
14,3,1,57.94584660351077,5,6,1,1
14,4,1,54.93532772474104,5,6,1,1
14,5,1,55.37827562486727,5,6,1,1
14,6,1,57.619976939323365,5,6,1,1
14,7,1,56.29047370819627,5,6,1,1
14,8,1,56.39510771374781,5,6,1,1
14,9,1,55.532775364240045,5,6,1,1
15,0,0,50.61582734583761,2,5,1,0
15,1,1,55.97182940962185,2,5,1,0
15,2,1,58.13481884785689,2,5,1,0
15,3,1,56.94143176583661,2,5,1,0
15,4,1,54.72583965939217,2,5,1,0
15,5,1,55.87107506465706,2,5,1,0
15,6,1,60.28946312964429,2,5,1,0
15,7,1,57.983621256606384,2,5,1,0
15,8,1,57.48076546881717,2,5,1,0
15,9,1,57.11117336231791,2,5,1,0
16,0,0,53.77981525560598,6,12,1,1
16,1,0,49.01116201605796,6,12,1,1
16,2,0,53.31272274728151,6,12,1,1
16,3,0,52.16767256771387,6,12,1,1
16,4,0,49.84100616832431,6,12,1,1
16,5,0,52.097074297102125,6,12,1,1
16,6,0,52.72964118044166,6,12,1,1
16,7,0,51.89545241103149,6,12,1,1
16,8,0,51.6297032113072,6,12,1,1
16,9,0,49.22940439161412,6,12,1,1
17,0,0,51.76284385692877,3,5,1,0
17,1,0,48.01583822501639,3,5,1,0
17,2,0,50.15965988270291,3,5,1,0
17,3,0,47.52107800601782,3,5,1,0
17,4,0,43.55866677644703,3,5,1,0
17,5,0,46.18163594008531,3,5,1,0
17,6,0,48.67817155770892,3,5,1,0
17,7,0,49.53908599285743,3,5,1,0
17,8,1,55.88272923630051,3,5,1,0
17,9,1,54.0429837889851,3,5,1,0
18,0,0,52.04888009340445,6,12,1,0
18,1,0,48.390631832262855,6,12,1,0
18,2,0,51.97233584474794,6,12,1,0
18,3,0,50.99144254425469,6,12,1,0
18,4,0,49.82697738096038,6,12,1,0
18,5,0,51.14361229394552,6,12,1,0
18,6,0,52.73719854434428,6,12,1,0
18,7,0,51.22944364744978,6,12,1,0
18,8,0,51.98070063709759,6,12,1,0
18,9,0,50.08269067696448,6,12,1,0
19,0,0,53.44611374099192,4,12,0,1
19,1,0,50.2674530180659,4,12,0,1
19,2,0,52.55947439653716,4,12,0,1
19,3,0,51.786012410774994,4,12,0,1
19,4,0,47.73508904502101,4,12,0,1
19,5,0,51.62221841390794,4,12,0,1
19,6,0,54.02013921976054,4,12,0,1
19,7,0,50.76078451301712,4,12,0,1
19,8,0,50.8329292771916,4,12,0,1
19,9,0,49.57588932554047,4,12,0,1
20,0,0,54.36509294996245,4,10,1,1
20,1,0,52.24617189889379,4,10,1,1
20,2,0,52.097587926392855,4,10,1,1
20,3,0,51.03524613643973,4,10,1,1
20,4,0,49.34398830204992,4,10,1,1
20,5,0,51.79557416949834,4,10,1,1
20,6,0,54.856499210253496,4,10,1,1
20,7,0,53.30059609156407,4,10,1,1
20,8,0,52.96800200865671,4,10,1,1
20,9,0,52.15932199108523,4,10,1,1
21,0,0,54.51781524476321,4,14,1,1
21,1,0,50.3962342227293,4,14,1,1
21,2,0,52.717821425624415,4,14,1,1
21,3,0,52.96336270701429,4,14,1,1
21,4,0,49.401637250713655,4,14,1,1
21,5,1,59.39660986942469,4,14,1,1
21,6,1,59.68288576636505,4,14,1,1
21,7,1,58.10841611509118,4,14,1,1
21,8,1,58.60913220568433,4,14,1,1
21,9,1,57.60470220608936,4,14,1,1
22,0,0,54.08608060518586,4,13,0,1
22,1,0,50.36476654184827,4,13,0,1
22,2,0,53.18213341024947,4,13,0,1
22,3,0,53.45916695113412,4,13,0,1
22,4,0,51.12508823708664,4,13,0,1
22,5,0,51.22514749812202,4,13,0,1
22,6,0,52.61814494253919,4,13,0,1
22,7,0,51.77078362142085,4,13,0,1
22,8,0,50.57058960354703,4,13,0,1
22,9,0,48.63091384530422,4,13,0,1
23,0,0,55.74320354082072,5,8,1,0
23,1,0,51.9657556679156,5,8,1,0
23,2,0,53.89915930467003,5,8,1,0
23,3,0,54.28288968159565,5,8,1,0
23,4,0,51.482027234627786,5,8,1,0
23,5,0,53.90655007356408,5,8,1,0
23,6,1,61.33309959047674,5,8,1,0
23,7,1,60.66548501410324,5,8,1,0
23,8,1,58.684946118873846,5,8,1,0
23,9,1,58.045036412165175,5,8,1,0
24,0,0,52.05667588667302,4,7,0,1
24,1,0,48.48604024093609,4,7,0,1
24,2,0,50.55019799511249,4,7,0,1
24,3,0,49.5779535845786,4,7,0,1
24,4,0,47.77358239451677,4,7,0,1
24,5,0,49.5400849606402,4,7,0,1
24,6,0,51.93800160879289,4,7,0,1
24,7,0,49.88947898596777,4,7,0,1
24,8,0,49.13747933064923,4,7,0,1
24,9,0,49.4289645885188,4,7,0,1
25,0,0,54.53862773038272,4,11,1,1
25,1,0,51.356054932252434,4,11,1,1
25,2,0,53.20587335995663,4,11,1,1
25,3,0,53.30246468460913,4,11,1,1
25,4,0,51.19696975470318,4,11,1,1
25,5,0,52.20712422370581,4,11,1,1
25,6,0,54.59722331870984,4,11,1,1
25,7,0,53.14949677067643,4,11,1,1
25,8,0,52.130270902989366,4,11,1,1
25,9,0,52.14617475832632,4,11,1,1
26,0,0,52.74504540969538,5,13,0,0
26,1,0,50.15657142698602,5,13,0,0
26,2,0,52.25435333038301,5,13,0,0
26,3,0,50.682357655003145,5,13,0,0
26,4,0,49.61773372564272,5,13,0,0
26,5,0,52.46069981106234,5,13,0,0
26,6,0,50.588664347390285,5,13,0,0
26,7,0,49.7049689930024,5,13,0,0
26,8,0,50.15043737725634,5,13,0,0
26,9,0,49.18096474999233,5,13,0,0
27,0,0,54.60094070463979,1,12,0,1
27,1,0,50.00857031191379,1,12,0,1
27,2,0,52.43493518215931,1,12,0,1
27,3,0,51.79319065935477,1,12,0,1
27,4,0,49.79391364746518,1,12,0,1
27,5,0,51.237146364062895,1,12,0,1
27,6,0,53.13275447368662,1,12,0,1
27,7,0,52.22764254145191,1,12,0,1
27,8,0,52.376667256823545,1,12,0,1
27,9,0,51.47512456502954,1,12,0,1
28,0,0,54.46974073070994,3,8,1,0
28,1,0,52.3183329002184,3,8,1,0
28,2,1,59.67593828072757,3,8,1,0
28,3,1,59.98292461674069,3,8,1,0
28,4,1,57.037822266914965,3,8,1,0
28,5,1,60.050955699112855,3,8,1,0
28,6,1,59.8403105180892,3,8,1,0
28,7,1,60.18501909933736,3,8,1,0
28,8,1,57.8619740654933,3,8,1,0
28,9,1,56.74243415651223,3,8,1,0
29,0,0,52.35131578475112,3,4,0,1
29,1,0,49.907019623027175,3,4,0,1
29,2,0,51.84732386603271,3,4,0,1
29,3,0,51.3973642893925,3,4,0,1
29,4,1,55.2078809561505,3,4,0,1
29,5,1,56.57954824751845,3,4,0,1
29,6,1,58.9918294344316,3,4,0,1
29,7,1,56.38072063593329,3,4,0,1
29,8,1,56.8360075962001,3,4,0,1
29,9,1,53.5306505787582,3,4,0,1
30,0,0,52.8698660898475,4,9,1,1
30,1,0,50.04959047550529,4,9,1,1
30,2,0,50.701186237772994,4,9,1,1
30,3,0,51.83342379088071,4,9,1,1
30,4,1,55.18121234338615,4,9,1,1
30,5,1,57.49758705296039,4,9,1,1
30,6,1,58.433821524206245,4,9,1,1
30,7,1,57.39350051384629,4,9,1,1
30,8,1,58.2201492635097,4,9,1,1
30,9,1,55.29766539881484,4,9,1,1
31,0,0,54.10282226026093,2,6,1,0
31,1,0,51.95905247342999,2,6,1,0
31,2,0,51.7780185141678,2,6,1,0
31,3,0,52.62050080922096,2,6,1,0
31,4,0,48.120584324188926,2,6,1,0
31,5,0,50.988596567138046,2,6,1,0
31,6,0,53.52160984748922,2,6,1,0
31,7,0,52.44352401280584,2,6,1,0
31,8,0,51.4544825073364,2,6,1,0
31,9,0,50.64738650544761,2,6,1,0
32,0,0,55.24448298619249,4,11,1,1
32,1,0,49.00752256195592,4,11,1,1
32,2,0,51.06980313634985,4,11,1,1
32,3,0,51.88193615786366,4,11,1,1
32,4,0,49.87502601783737,4,11,1,1
32,5,0,50.02510132623782,4,11,1,1
32,6,0,50.51626033327169,4,11,1,1
32,7,0,51.02467160534812,4,11,1,1
32,8,0,49.66829806551421,4,11,1,1
32,9,0,46.66831798531808,4,11,1,1
33,0,0,54.0837408166592,1,11,1,0
33,1,0,51.216960032470894,1,11,1,0
33,2,0,53.241534820417705,1,11,1,0
33,3,0,51.51716073200362,1,11,1,0
33,4,0,51.10560102840322,1,11,1,0
33,5,0,51.60778283539848,1,11,1,0
33,6,0,53.71146275769332,1,11,1,0
33,7,0,52.99744037701253,1,11,1,0
33,8,0,50.6991734008113,1,11,1,0
33,9,0,50.70528694064366,1,11,1,0
34,0,0,53.05330608670975,6,7,1,1
34,1,0,49.71013147207609,6,7,1,1
34,2,0,51.4493806042789,6,7,1,1
34,3,1,59.089462655672605,6,7,1,1
34,4,1,55.07962477840952,6,7,1,1
34,5,1,57.718938942339456,6,7,1,1
34,6,1,60.37084351075469,6,7,1,1
34,7,1,59.01077004241535,6,7,1,1
34,8,1,56.85559109091695,6,7,1,1
34,9,1,56.15575055529384,6,7,1,1
35,0,0,52.99278666014917,3,7,1,0
35,1,0,51.55918504938017,3,7,1,0
35,2,0,53.72497119039649,3,7,1,0
35,3,0,51.790090690241605,3,7,1,0
35,4,1,56.173020389893686,3,7,1,0
35,5,1,56.522811800412704,3,7,1,0
35,6,1,60.568287729128095,3,7,1,0
35,7,1,58.79980073914791,3,7,1,0
35,8,1,57.77238604551055,3,7,1,0
35,9,1,56.42784543968477,3,7,1,0
36,0,0,52.287931631432336,5,12,0,0
36,1,0,50.08661372286319,5,12,0,0
36,2,0,52.86742811066228,5,12,0,0
36,3,0,52.37668079463623,5,12,0,0
36,4,0,47.14470444756712,5,12,0,0
36,5,0,50.63249814028512,5,12,0,0
36,6,0,52.61351351929553,5,12,0,0
36,7,0,52.74226094312726,5,12,0,0
36,8,0,51.58026035945159,5,12,0,0
36,9,0,51.157068621443166,5,12,0,0
37,0,0,51.26572303550882,6,9,1,1
37,1,0,50.37918822872357,6,9,1,1
37,2,0,52.30123133923633,6,9,1,1
37,3,0,50.58615364484158,6,9,1,1
37,4,0,46.5711894165642,6,9,1,1
37,5,0,48.3477997532715,6,9,1,1
37,6,0,51.37226663446216,6,9,1,1
37,7,0,51.92867403646252,6,9,1,1
37,8,0,50.974093166674905,6,9,1,1
37,9,0,49.95556717858618,6,9,1,1
38,0,0,52.60909793773758,3,11,0,1
38,1,0,50.27260935697493,3,11,0,1
38,2,0,51.95277695520282,3,11,0,1
38,3,0,52.09512590905744,3,11,0,1
38,4,0,49.27275370865634,3,11,0,1
38,5,0,50.86274255334937,3,11,0,1
38,6,0,52.048258779546366,3,11,0,1
38,7,0,51.08285937772443,3,11,0,1
38,8,0,50.576463124842334,3,11,0,1
38,9,0,48.77517741508582,3,11,0,1
39,0,0,53.38347201087783,3,14,0,1
39,1,0,46.548056470126525,3,14,0,1
39,2,1,56.44121865326928,3,14,0,1
39,3,1,57.00442094413971,3,14,0,1
39,4,1,53.70897139019281,3,14,0,1
39,5,1,55.24077511602863,3,14,0,1
39,6,1,56.428355271413,3,14,0,1
39,7,1,56.32912948307448,3,14,0,1
39,8,1,56.58558527740689,3,14,0,1
39,9,1,53.42254309617598,3,14,0,1
40,0,0,49.35923175701412,4,8,1,0
40,1,0,48.52638227791897,4,8,1,0
40,2,0,49.7172380927072,4,8,1,0
40,3,0,49.309676426734825,4,8,1,0
40,4,0,49.31157928457948,4,8,1,0
40,5,0,50.93559520163987,4,8,1,0
40,6,0,51.694804180882045,4,8,1,0
40,7,0,51.84458605353881,4,8,1,0
40,8,0,49.767017411869794,4,8,1,0
40,9,0,47.99045509206423,4,8,1,0
41,0,0,52.13860590038075,3,8,1,1
41,1,1,55.97329488913935,3,8,1,1
41,2,1,57.50531067833772,3,8,1,1
41,3,1,57.694978771580736,3,8,1,1
41,4,1,54.59613263418672,3,8,1,1
41,5,1,55.81540478540815,3,8,1,1
41,6,1,56.25452218242399,3,8,1,1
41,7,1,57.28653572461344,3,8,1,1
41,8,1,56.13442571349356,3,8,1,1
41,9,1,55.65196592662228,3,8,1,1
42,0,0,53.68695030349893,3,9,0,1
42,1,0,48.68390256170291,3,9,0,1
42,2,0,52.104471886825046,3,9,0,1
42,3,1,57.56987513880844,3,9,0,1
42,4,1,55.18592019265609,3,9,0,1
42,5,1,57.97878466477944,3,9,0,1
42,6,1,58.88815656727129,3,9,0,1
42,7,1,59.5635513890243,3,9,0,1
42,8,1,57.95736921252579,3,9,0,1
42,9,1,56.23923446569151,3,9,0,1
43,0,0,53.48527628993313,3,5,1,0
43,1,0,49.027644554519874,3,5,1,0
43,2,0,53.18901739167861,3,5,1,0
43,3,0,52.35732882189262,3,5,1,0
43,4,0,49.10129755061243,3,5,1,0
43,5,0,51.78034139430605,3,5,1,0
43,6,0,51.80757313825925,3,5,1,0
43,7,0,51.46214315758752,3,5,1,0
43,8,0,51.85107803352123,3,5,1,0
43,9,0,49.50657373423751,3,5,1,0
44,0,0,52.89848321265031,5,4,0,1
44,1,0,51.42407640773063,5,4,0,1
44,2,0,52.89013595859319,5,4,0,1
44,3,0,52.30731111142615,5,4,0,1
44,4,0,48.13258473842943,5,4,0,1
44,5,0,50.385925186932255,5,4,0,1
44,6,0,53.926659235922685,5,4,0,1
44,7,0,50.728598124592935,5,4,0,1
44,8,0,49.74975898851039,5,4,0,1
44,9,0,50.98601356877075,5,4,0,1
45,0,0,51.96756434633891,6,9,1,1
45,1,0,49.514471561884434,6,9,1,1
45,2,0,51.77038030618469,6,9,1,1
45,3,0,49.70065091451735,6,9,1,1
45,4,0,48.74188683320981,6,9,1,1
45,5,0,51.09696614318897,6,9,1,1
45,6,0,51.89413294420337,6,9,1,1
45,7,1,56.85004173441765,6,9,1,1
45,8,1,55.5378347249976,6,9,1,1
45,9,1,56.08612513988473,6,9,1,1
46,0,0,53.56611713688996,3,4,1,1
46,1,0,48.38232183987349,3,4,1,1
46,2,0,53.29913892863079,3,4,1,1
46,3,0,51.76503461709019,3,4,1,1
46,4,0,44.77809869635967,3,4,1,1
46,5,0,50.851448573074975,3,4,1,1
46,6,0,51.96315442498503,3,4,1,1
46,7,0,50.54529448349599,3,4,1,1
46,8,0,51.0531020163687,3,4,1,1
46,9,0,49.40551405014498,3,4,1,1
47,0,0,51.81621554809905,5,4,1,0
47,1,0,48.61165308845625,5,4,1,0
47,2,0,49.798318643558645,5,4,1,0
47,3,0,49.99546298951752,5,4,1,0
47,4,0,46.9875552348263,5,4,1,0
47,5,0,48.75373745932864,5,4,1,0
47,6,0,50.11923909513386,5,4,1,0
47,7,0,50.44230647864583,5,4,1,0
47,8,1,56.49439838197775,5,4,1,0
47,9,1,53.18567953758613,5,4,1,0
48,0,0,51.09758950814437,4,10,1,1
48,1,0,48.26193381484586,4,10,1,1
48,2,0,50.81733690340691,4,10,1,1
48,3,1,55.77634416099978,4,10,1,1
48,4,1,54.61812315804588,4,10,1,1
48,5,1,55.29512851588719,4,10,1,1
48,6,1,56.588443624152944,4,10,1,1
48,7,1,56.91577682829666,4,10,1,1
48,8,1,56.97513190553723,4,10,1,1
48,9,1,54.69387107957864,4,10,1,1
49,0,0,51.938094765690856,3,8,0,1
49,1,0,49.57784992795569,3,8,0,1
49,2,0,51.99790893262119,3,8,0,1
49,3,0,52.0965511298956,3,8,0,1
49,4,0,47.34640366452996,3,8,0,1
49,5,0,51.62756732105598,3,8,0,1
49,6,0,51.04360001038228,3,8,0,1
49,7,1,57.41232370673424,3,8,0,1
49,8,1,58.35384307617061,3,8,0,1
49,9,1,56.38715999881664,3,8,0,1
50,0,0,54.08044456214691,4,7,0,0
50,1,0,51.042302840989336,4,7,0,0
50,2,0,51.78873829654844,4,7,0,0
50,3,1,58.65257823264027,4,7,0,0
50,4,1,55.12303926778993,4,7,0,0
50,5,1,58.043147357951504,4,7,0,0
50,6,1,59.02943999576675,4,7,0,0
50,7,1,58.234564944339006,4,7,0,0
50,8,1,57.916594169662005,4,7,0,0
50,9,1,56.88582028079589,4,7,0,0
51,0,0,49.6548620508723,0,10,1,1
51,1,0,49.38880474001616,0,10,1,1
51,2,0,50.557219937408725,0,10,1,1
51,3,0,49.22214891033275,0,10,1,1
51,4,0,47.471065567488026,0,10,1,1
51,5,0,48.856568497796765,0,10,1,1
51,6,0,49.2222529291457,0,10,1,1
51,7,0,48.441861948944,0,10,1,1
51,8,0,49.76924038645776,0,10,1,1
51,9,0,47.37112653138029,0,10,1,1
52,0,0,51.8721651545634,0,10,0,1
52,1,0,47.94764481900032,0,10,0,1
52,2,0,50.26253970718004,0,10,0,1
52,3,0,49.1732169329368,0,10,0,1
52,4,1,52.4371100522577,0,10,0,1
52,5,1,56.405881553082416,0,10,0,1
52,6,1,55.71573453660272,0,10,0,1
52,7,1,56.51778597991468,0,10,0,1
52,8,1,55.44728661174836,0,10,0,1
52,9,1,53.15502730408063,0,10,0,1
53,0,0,53.63251588590583,4,8,1,1
53,1,0,50.11674232976592,4,8,1,1
53,2,0,50.968161237639805,4,8,1,1
53,3,0,48.69224932754988,4,8,1,1
53,4,0,47.11002094886834,4,8,1,1
53,5,0,48.663543995155074,4,8,1,1
53,6,0,49.968269844014976,4,8,1,1
53,7,0,49.92637308691786,4,8,1,1
53,8,0,49.96786050056252,4,8,1,1
53,9,0,48.75349674401546,4,8,1,1
54,0,0,51.28585253458867,6,5,1,1
54,1,0,49.837267436934376,6,5,1,1
54,2,0,51.41956430489488,6,5,1,1
54,3,0,52.91717458111559,6,5,1,1
54,4,0,47.68891964807902,6,5,1,1
54,5,0,48.34963390550665,6,5,1,1
54,6,0,52.2633860413306,6,5,1,1
54,7,0,49.47819122797236,6,5,1,1
54,8,0,51.083700117117374,6,5,1,1
54,9,0,47.97167802461436,6,5,1,1
55,0,0,55.52074734043692,4,13,0,1
55,1,1,58.52246881779196,4,13,0,1
55,2,1,59.92801656433296,4,13,0,1
55,3,1,60.54045018899156,4,13,0,1
55,4,1,57.41781172258191,4,13,0,1
55,5,1,58.58955597495208,4,13,0,1
55,6,1,60.1202167121717,4,13,0,1
55,7,1,60.03879369695997,4,13,0,1
55,8,1,58.79375571326332,4,13,0,1
55,9,1,56.44925804885618,4,13,0,1
56,0,0,52.37285087693213,3,13,0,1
56,1,0,50.90929069691495,3,13,0,1
56,2,0,52.42930792905382,3,13,0,1
56,3,0,52.09559782993465,3,13,0,1
56,4,0,49.673812465885646,3,13,0,1
56,5,0,52.70192935839511,3,13,0,1
56,6,0,52.36379305696696,3,13,0,1
56,7,0,48.75726627942933,3,13,0,1
56,8,0,49.91876515264526,3,13,0,1
56,9,1,55.76177811795174,3,13,0,1
57,0,0,52.38874934314941,7,10,1,1
57,1,0,50.376058177781566,7,10,1,1
57,2,0,53.10762765598808,7,10,1,1
57,3,0,50.44034574212351,7,10,1,1
57,4,0,50.326876848228565,7,10,1,1
57,5,0,50.30729086556733,7,10,1,1
57,6,0,52.43031680286724,7,10,1,1
57,7,0,52.561957605807,7,10,1,1
57,8,0,50.392779970692274,7,10,1,1
57,9,0,49.19482391030508,7,10,1,1
58,0,0,51.66792735564838,3,8,1,1
58,1,0,49.27815695705596,3,8,1,1
58,2,0,50.00375490344664,3,8,1,1
58,3,0,49.37684563318739,3,8,1,1
58,4,0,49.23333041587868,3,8,1,1
58,5,1,55.49516530255804,3,8,1,1
58,6,1,58.61492317085782,3,8,1,1
58,7,1,56.3852701500041,3,8,1,1
58,8,1,56.87423419271384,3,8,1,1
58,9,1,54.67712876974077,3,8,1,1
59,0,0,54.23650168558864,2,11,1,1
59,1,0,51.10182272165381,2,11,1,1
59,2,0,53.633278816382855,2,11,1,1
59,3,0,50.61349432677784,2,11,1,1
59,4,0,51.49360923668984,2,11,1,1
59,5,0,50.69117640933503,2,11,1,1
59,6,0,50.44490995564375,2,11,1,1
59,7,0,51.13974434158772,2,11,1,1
59,8,0,52.230425830810354,2,11,1,1
59,9,0,49.5339983073672,2,11,1,1
60,0,0,50.98215957598418,5,9,1,1
60,1,0,49.96959229228536,5,9,1,1
60,2,0,51.8505816246976,5,9,1,1
60,3,0,50.281538220003846,5,9,1,1
60,4,0,48.71826233218735,5,9,1,1
60,5,0,50.60792230498803,5,9,1,1
60,6,0,51.16134872623232,5,9,1,1
60,7,0,50.61093039788141,5,9,1,1
60,8,1,54.907919530803056,5,9,1,1
60,9,1,53.93069121759842,5,9,1,1
61,0,0,51.73087414071109,5,12,1,1
61,1,0,48.11807410290577,5,12,1,1
61,2,0,52.75843012744036,5,12,1,1
61,3,1,55.53550487131039,5,12,1,1
61,4,1,54.38202016480978,5,12,1,1
61,5,1,55.45659322254368,5,12,1,1
61,6,1,58.0751291596924,5,12,1,1
61,7,1,57.65313563995184,5,12,1,1
61,8,1,56.08637868449266,5,12,1,1
61,9,1,53.79333416991421,5,12,1,1
62,0,0,51.3874989661937,1,8,1,1
62,1,0,51.52125648283059,1,8,1,1
62,2,0,50.707197437413406,1,8,1,1
62,3,0,50.41848414284738,1,8,1,1
62,4,0,47.247237048706296,1,8,1,1
62,5,0,49.06880410733493,1,8,1,1
62,6,0,50.77017400064351,1,8,1,1
62,7,0,49.35868610353665,1,8,1,1
62,8,1,56.450059288256696,1,8,1,1
62,9,1,56.07675841284807,1,8,1,1
63,0,0,52.90721855485531,6,5,1,1
63,1,0,50.5870095982817,6,5,1,1
63,2,0,52.76865506399784,6,5,1,1
63,3,0,51.239301139075806,6,5,1,1
63,4,0,50.444703635561794,6,5,1,1
63,5,0,50.808528152255306,6,5,1,1
63,6,0,50.85300135585303,6,5,1,1
63,7,0,51.026911824906016,6,5,1,1
63,8,0,49.11864963527394,6,5,1,1
63,9,0,48.50583556269834,6,5,1,1
64,0,0,55.62260474533981,6,7,1,0
