student_age,parent_education_level,low_income_status,private_tutoring,enrolled_in_online_program,study_hours_per_week,student_performance_index
34,19,1,0,1,77.19055093639194,248.5689911771011
25,22,1,1,1,68.44830075991267,225.77797183422248
32,22,1,1,1,78.29678378802993,254.7912715602197
25,17,1,0,1,60.42493762580443,203.58552506417905
33,20,0,1,1,76.74619184920088,249.8547478366982
30,17,1,1,1,68.46791622255975,229.063373888111
26,15,1,0,1,60.03257107876898,206.62908981131196
29,27,0,1,1,80.13871048646439,259.4088659285363
31,16,1,0,1,66.94325349216632,221.5693583204607
26,18,0,1,1,64.44573698263534,216.55541928038176
17,27,0,1,1,64.58054320493126,217.60805739862028
35,8,1,1,1,62.39255910990876,208.73763447591585
32,28,1,1,1,88.10786406391313,278.6730805489904
39,17,0,1,1,79.56280587860644,257.4811578913444
30,21,1,1,1,74.91734421875712,244.95104784849903
42,17,1,1,1,84.45412560775144,268.7648109182688
27,7,0,0,1,47.91274954904505,171.83436181670126
29,20,1,0,1,71.74679422977684,235.15230211693685
37,24,1,1,1,86.9267587172746,276.05990329568937
18,12,0,1,1,44.70313501117794,166.074061081188
27,17,1,1,1,64.03753632723806,216.09554572305603
28,27,0,0,1,77.3016833460451,251.63197148102176
34,23,1,0,1,83.51496517983546,261.8002110991742
24,19,1,1,1,64.04331821320966,216.703597926481
21,21,1,1,1,61.30231943204955,210.0958720117523
37,22,1,1,1,85.47074066636469,269.7911936091796
23,26,1,0,1,71.76767420825762,234.5733574330384
32,18,0,1,1,72.40490273484728,237.62889261186763
24,24,1,1,1,70.83319659733107,233.47716945538303
36,25,0,0,1,86.47612508183495,273.2000597778816
21,15,0,1,1,53.29100936340125,188.8335882728571
25,13,0,1,1,55.97714308171284,195.17676099080904
36,13,1,1,1,71.63995718789829,232.91092745307185
28,15,1,1,1,63.157225473817086,213.1534976588593
35,27,0,0,1,88.76342528841658,280.7165084860946
27,19,1,0,1,67.49666438162156,224.0970228505752
23,27,1,0,1,72.58928189910503,238.8914801357927
20,20,1,0,1,57.85522396496143,202.0053558824689
18,21,0,1,1,56.99162511773517,195.20786682549345
18,15,0,0,1,46.70767677525698,170.41010371043092
19,23,1,1,1,63.66794185494247,214.5092859991536
44,14,1,1,1,83.81184000262273,266.4696420280173
25,14,0,1,1,56.94763390463013,196.59231318214304
19,30,1,0,1,70.34051188254097,233.60087340925355
38,12,0,1,1,71.7478614311903,233.35583493719213
35,1,1,1,1,52.30325502603544,183.31843348290823
8,23,1,1,1,48.864109604490665,174.94956111889417
34,9,0,1,1,62.71655594206591,208.74492426683472
18,24,1,0,1,61.71789342853487,210.2967854909241
28,15,1,1,1,63.38820804205596,212.54004404422324
29,27,1,0,1,79.14255243299756,255.16275389827916
34,13,0,1,1,68.25836200555445,224.65133788649624
27,23,1,1,1,73.74201846846411,242.98138644108863
22,21,1,0,1,64.48471938818544,219.0255143231116
25,8,1,0,1,47.796552663682505,172.22332660245158
36,26,1,0,1,88.51218725924795,279.0021974265128
31,15,1,1,1,66.1695570645176,222.3976587489064
35,21,0,0,1,77.06276272893709,248.95695258465412
26,32,0,0,1,82.0656352051087,262.33788568860086
23,16,0,0,1,55.60159954504519,191.55649998680985
39,24,1,1,1,90.60449658607534,286.8035874840356
26,16,0,0,1,58.90822385067691,201.60829887185213
33,16,1,0,1,68.96872860284093,229.6817272497924
26,14,1,1,1,60.74267343562539,206.97450493864005
40,23,0,0,1,87.75518012363005,275.5509692434122
31,20,1,1,1,74.25603703659856,243.03378067842013
21,15,1,0,1,53.13854436768826,186.65501264930376
35,23,0,0,1,82.23377366400013,261.4645628371605
29,15,0,1,1,64.45964812916998,214.4259141172915
34,14,1,1,1,69.1261559263345,228.1632118581601
27,20,0,0,1,67.13527074619377,223.9879763887465
26,29,0,1,1,80.27212770899132,258.1071639820191
41,24,1,0,1,93.6824830894145,293.4708341443783
24,24,1,1,1,69.68037875100015,229.8518549571724
25,29,1,1,1,77.6842333711388,253.03012196973307
44,21,1,0,1,91.21054560559108,284.3349092835107
32,14,1,0,1,65.88768199997597,221.03684705818648
43,15,1,1,1,84.61354714354742,268.72735924705626
35,24,1,0,1,84.10462019529312,265.7166704241175
21,21,1,1,1,63.25423620467178,212.8323898592901
30,26,0,0,1,79.84107783793694,255.8145523995016
42,14,1,0,1,80.04336174951948,254.96875859535564
19,16,0,0,1,49.73946551240751,178.98920909573144
22,25,1,1,1,70.61371799691167,233.6802482836644
21,24,0,1,1,65.54626230203174,223.26216149814925
24,18,0,1,1,62.83502223014143,211.95498801628207
26,25,0,0,1,73.43874390572284,240.35858355286788
29,16,1,1,1,66.61950805117351,223.4219230305885
28,15,1,0,1,61.46400059360359,209.05552438638384
36,15,0,0,1,72.11981292527598,235.13140752482204
30,20,1,1,1,73.33047749923223,240.1850954051588
24,20,1,1,1,63.42917907879174,214.10420080292505
34,29,0,0,1,89.59878764760848,281.21279481771023
29,23,0,1,1,78.02928570873931,249.89100266088104
27,13,0,0,1,57.157818531774645,197.89546723046996
29,19,1,0,1,69.07538548921698,225.63447031205283
17,17,0,0,1,49.077666923814256,178.46862598054005
35,24,1,1,1,87.02546621784654,272.7832683157108
31,28,1,1,1,86.8598075370244,276.56399570516646
23,26,1,1,1,73.74461135890499,241.1232511094846
32,24,1,0,1,79.37540286613655,255.80630225639675
21,21,0,0,1,60.77167730886456,208.6845970453939
25,15,1,0,1,58.522267742791946,200.9381052083284
34,25,0,1,1,86.49894376785866,272.5496777183214
30,18,1,1,1,71.40858629708354,233.2118584062072
35,9,1,1,1,65.55667029046671,216.8026184741792
33,17,1,1,1,74.24464475151623,241.2493835192273
26,13,1,0,1,56.21904819947275,194.00497217136424
12,10,1,0,1,34.86266773067784,140.89494999983754
26,15,0,0,1,60.0559348305686,203.63402907174785
32,14,1,0,1,66.30570176090934,221.579276377952
20,17,1,0,1,54.02201713279005,189.7664967064591
35,16,0,0,1,72.47656693925306,234.8685977633584
22,19,0,1,1,61.18606483536367,209.43841984458328
35,5,0,1,1,57.92671342560556,200.65848837865107
28,33,1,1,1,88.84636189729378,279.43941088418103
29,13,1,0,1,59.20967937589109,204.5581582586717
17,14,1,1,1,46.338285311584464,173.2194976019194
29,21,1,0,1,72.11330444639091,236.7075233471255
46,18,1,1,1,94.0231151818266,293.93281114637165
27,16,0,1,1,63.56930443818532,211.4104890227532
43,4,1,1,1,67.83206363973343,224.588637806322
30,18,0,1,1,68.98899600254893,228.581403699392
39,24,1,1,1,91.63103352611732,287.8406314829245
20,6,1,0,1,38.91005731417061,149.63003405217515
23,17,1,1,1,60.75075144234822,208.58065053295587
27,22,1,1,1,72.07497840460537,235.8502191207777
26,17,1,0,1,62.6705667086176,211.0415986755504
32,17,0,1,1,69.96486679208572,229.64097276708225
38,23,1,1,1,90.03248816374135,281.75687654810326
34,16,1,1,1,73.37507780738582,239.05057736103169
29,16,1,0,1,66.05496357041696,218.6235542125982
22,23,1,1,1,66.18640321914752,220.8599118121002
38,26,1,1,1,94.452960728233,294.0586499824203
20,19,1,1,1,57.405410475228834,197.83186298601527
42,23,1,1,1,93.78243192036076,294.8173704106005
17,14,1,0,1,43.94141224777261,163.49836254474147
24,29,1,0,1,77.43306868370296,251.7169871352088
33,22,1,1,1,81.0224975855323,259.4994388930106
35,16,0,1,1,74.58000131741557,240.5321737469348
20,8,0,1,1,39.25941584850077,151.81942824208818
44,18,1,1,1,90.06172513525395,281.878483998425
33,11,1,1,1,65.82127072467841,219.4443296476677
33,12,1,0,1,66.23758901667047,218.86215820424525
28,15,0,1,1,62.42074090290958,214.1670698571012
34,28,1,1,1,91.98810847080858,287.5298916488488
30,13,0,0,1,59.833207581071946,204.70389808419176
15,23,1,1,1,55.89371243539178,196.130528278314
29,21,1,0,1,71.17527125273115,233.21208963367187
23,12,1,1,1,52.59751529505164,184.71150578680823
30,21,1,0,1,72.05387003194582,235.0192976012396
25,28,1,0,1,77.23084761592574,247.98176019864468
36,19,0,0,1,77.17521848265622,248.54453330481124
16,18,1,1,1,49.89489034731695,182.83662198801716
43,13,1,1,1,81.34108043248847,259.63956074629215
51,20,1,1,1,101.0209236874862,309.3149210236053
32,18,0,1,1,71.53037611274083,236.42289408984436
33,22,1,1,1,80.7859460785072,258.82877675572337
24,11,0,1,1,50.753255161034616,179.71068699757973
27,16,1,0,1,62.19519058281806,211.47264968392304
41,27,1,1,1,97.71051625897374,300.42125843850056
33,18,1,0,1,73.8346953731495,239.0573792982653
29,32,1,1,1,89.25515486689713,283.9064882242046
21,18,1,0,1,55.45093315606536,194.90785010640863
30,18,1,1,1,71.48525443796338,233.7601990441972
25,30,0,0,1,77.86988683158968,252.58519702944525
37,16,1,0,1,76.34309271938123,245.12141236031744
33,8,1,0,1,56.920898741700654,196.94614589364284
30,19,1,0,1,70.73334444799315,232.4657438908312
25,28,1,1,1,77.29940349383781,251.37737245905257
23,29,1,0,1,75.60776010279602,246.55824885753023
36,28,1,0,1,92.10136009000576,288.22756530116226
30,19,1,0,1,72.02040565372455,236.6529590181485
44,8,1,1,1,76.31616303565325,243.72436312968804
17,15,0,1,1,48.1183985227928,173.62814073405625
29,15,0,1,1,63.8866462037524,214.3094198755305
41,25,0,1,1,94.59127587842517,295.4433910746498
26,25,0,0,1,72.64578154863865,237.3643677981766
36,11,0,1,1,69.18120898760871,228.0116275756833
31,16,1,1,1,69.21163448000006,230.41562650341672
34,29,0,1,1,91.32665544332978,288.2575723686285
30,13,0,1,1,63.76799878144949,212.8103387324512
32,14,0,1,1,65.65236708257146,220.14629148348533
27,20,0,0,1,67.80143042549483,225.3581126354208
34,22,0,0,1,79.507203458159,254.45904186097232
39,22,1,0,1,86.23103476569119,272.6982616415778
31,23,1,1,1,77.08402584478019,251.1736235552575
39,19,1,1,1,83.1760678867049,265.2705541893915
32,15,0,0,1,67.25089792677595,222.7155518021362
41,15,1,0,1,80.33430903895712,255.2495314650216
28,18,1,1,1,66.97672151614226,224.2303727930649
41,15,0,0,1,78.84932636541838,252.7498690654944
33,25,0,1,1,84.45862574090597,269.152882504889
38,18,1,0,1,79.59154769959171,253.1226519117973
33,19,1,1,1,77.06491468826489,249.3879234964081
33,19,1,1,1,76.08092727929376,245.51006213505624
48,22,1,1,1,99.61281222898292,308.5277235727246
33,16,1,1,1,71.45530276233481,234.39905976657425
18,15,1,1,1,49.66062430167948,179.65481984258707
40,16,0,0,1,79.34270360133316,250.9062370358018
25,16,1,0,1,59.432431513189,204.7694172597257
30,17,1,1,1,68.68697500007057,227.8802580084337
32,20,1,0,1,74.724573224295,243.30832228107812
20,23,1,1,1,62.93132049036482,215.0328766554187
39,20,1,1,1,85.85010828945776,272.0298677929391
31,34,1,1,1,92.1945379269752,291.1148466169153
21,27,0,1,1,70.32722322093032,234.02644175376008
21,19,1,0,1,59.48483116503392,202.0821869285618
36,8,1,1,1,65.27214111947299,216.54337541419684
30,18,0,1,1,70.09115675041629,233.27851444092832
29,19,1,1,1,70.32228415047031,235.02632298237415
24,10,0,1,1,50.13125269254437,180.06684622059268
15,25,1,1,1,59.74622324542462,205.83516089588875
4,21,1,1,1,39.80833457656808,154.29129717049696
19,15,0,1,1,51.13221944110572,181.2279369496881
33,22,1,0,1,78.54612513322233,252.52556845261532
17,16,1,1,1,50.14075648951088,179.60104319511305
35,22,1,0,1,82.04735133900941,261.18310525814604
20,29,1,1,1,73.10503545618906,240.68067273450592
38,17,1,0,1,79.2347374420485,254.7127835626183
43,20,1,0,1,90.54162015226504,284.43420237610536
38,17,1,0,1,80.08424432130718,256.3458550145241
27,10,1,0,1,54.7951627039022,189.85904370098245
18,29,1,1,1,69.69734042707272,231.99880232737812
34,21,1,0,1,79.74205894010025,254.8278926808908
19,24,1,1,1,62.915944990579504,216.15461096511592
24,18,1,0,1,63.34967063993382,210.77626784169055
33,15,1,1,1,69.97455542301253,231.8385444061631
26,23,1,1,1,72.4818390619216,239.852871213184
35,23,1,1,1,84.26535110471278,263.9212318775094
36,20,1,0,1,80.33227368478859,255.9497141620689
24,14,1,0,1,55.40463668843244,193.08044670076967
21,12,0,0,1,46.87662732942548,167.9273172811722
11,15,1,1,1,42.76713213415804,160.97335956028272
22,13,1,0,1,49.85754880159499,181.16519819578207
28,24,0,0,1,73.44945422552718,240.4757857409424
41,4,0,1,1,65.82387649433522,216.8468594802691
39,16,1,1,1,78.89229587385351,253.2331198620844
32,31,1,1,1,93.47374600167532,292.1215474703216
33,16,1,1,1,71.23080290798907,233.20402632026773
28,14,1,1,1,61.98157345205383,209.05011944293
28,25,0,1,1,76.97972900465929,248.7422991258918
36,32,0,0,1,95.80675561943312,297.61162161897875
24,18,1,1,1,62.64811864107756,213.69500826358012
31,14,1,1,1,69.00320854775839,224.99743808169296
20,22,1,1,1,62.03958475351511,211.2557574116634
29,29,0,0,1,83.93979198201343,264.9817470769204
36,17,1,1,1,75.7977001043545,248.03797297253467
17,22,1,0,1,55.24250416398983,191.9476616570091
9,13,0,0,1,31.22631215812313,133.6195768944105
29,27,1,1,1,80.03207902941816,259.33087648096705
32,26,1,1,1,86.09193127013245,272.4713817307377
21,18,0,1,1,58.69343510221222,200.92702231528483
16,18,0,1,1,51.00337603151026,183.3692518290967
22,20,1,1,1,60.212262405571344,208.0490603111932
25,13,0,1,1,54.77819292024267,190.21603139025075
37,25,1,1,1,90.46812344504652,282.3273610805827
26,8,0,0,1,46.99324614823524,170.06089584072168
37,10,1,1,1,68.55645275172012,224.06880369008
44,21,0,1,1,92.72686160231876,288.04052886415155
34,11,1,1,1,66.88735633543747,221.88006852418795
46,32,0,1,1,111.17142517757642,336.6683644314727
19,22,1,0,1,60.06971855316967,204.87188377524848
35,29,1,1,1,93.3506252365856,291.9169156659505
34,12,1,1,1,67.68944859092139,225.17121200385432
23,27,0,0,1,70.35794928678405,233.4026401174295
29,22,1,1,1,73.09244074390467,238.30046414359515
34,25,0,1,1,86.48365440953958,272.9363112390658
16,17,0,0,1,45.618512427659816,169.49999299903072
41,25,1,1,1,92.37274109120855,290.5688690016963
25,16,0,1,1,59.16598971975684,204.67995106077203
31,10,1,0,1,57.741202650885405,197.6941098416773
20,16,0,0,1,52.12738982079157,184.19051533191936
29,23,0,0,1,74.25929265790299,243.79399665447505
34,24,1,0,1,84.549763852398,265.97648343740696
23,18,1,1,1,58.41863004063589,203.4306750203678
44,9,0,1,1,74.64050126979188,242.31254492133613
35,21,1,1,1,82.6483505981465,261.554002831912
30,19,1,0,1,70.01273794480035,231.56508186381345
24,19,0,1,1,62.41363750756439,210.76035066483283
16,30,0,1,1,68.8076083315381,227.4205661273962
27,20,1,1,1,68.18716616638287,228.02530850139445
22,18,0,0,1,57.470877261206255,197.66313981647136
16,15,1,1,1,46.69866493639163,171.89641303884756
21,23,1,0,1,64.30482405166504,216.07433092643996
24,23,0,1,1,68.99250741852694,229.43938996042843
39,22,0,0,1,88.44291610320941,277.2911419255966
45,25,1,1,1,101.58635564687413,312.30132136496235
30,18,0,1,1,68.79618997218742,229.3047481460396
41,23,1,1,1,92.32809977860232,289.72778652885205
25,32,1,1,1,84.02208752388603,269.0401177288054
29,23,1,0,1,74.22675935644408,241.3634290825432
31,23,0,1,1,77.98590104203166,250.41888563313444
25,31,0,1,1,83.08621503626516,266.4247179750982
26,17,1,0,1,58.90340649346759,201.98279586044188
21,22,1,0,1,61.74120797082227,212.133738231416
24,20,1,1,1,65.9962241174823,221.5910967170824
41,13,1,0,1,75.59279704872583,245.09963933709017
39,26,1,1,1,93.75423011837388,293.02208186408154
14,6,1,0,1,30.997339624824864,128.6666272293236
34,21,1,0,1,78.85423084738468,254.03043379146447
25,17,0,1,1,60.76220768494231,205.93135460362356
19,27,1,1,1,68.01924947797305,228.8545011057888
39,19,0,0,1,81.26193136036048,260.36801487401584
38,12,1,0,1,69.97208147803575,229.53454392332475
41,23,1,1,1,92.97024635997911,291.7517425084481
35,19,1,1,1,77.02498127561512,252.3256547263125
44,26,1,1,1,99.8254439679248,306.36734247089873
36,27,1,0,1,91.38722327526922,286.85656016134936
33,30,1,0,1,89.1940639232715,281.65902894273165
23,13,1,1,1,53.90355582828224,190.7723713914272
26,17,0,0,1,61.71870970092802,206.8883684355876
32,24,1,1,1,82.04469458385492,262.1828447053288
26,23,0,0,1,67.7898245005253,224.39727848986797
35,24,1,1,1,85.90255952285302,272.9520978347181
20,23,1,0,1,63.4243003086443,215.06128554987012
38,13,1,0,1,74.16680625902306,240.9977955409416
22,15,1,1,1,55.06338391538614,190.42465293643065
38,12,1,1,1,70.99838875536524,235.1384768389568
33,12,1,1,1,65.14875605989216,220.214281434326
28,29,0,0,1,81.26128868870829,261.11294174834865
31,28,0,1,1,82.78268036657424,267.3758172354852
40,20,0,1,1,86.17560725837133,272.34662214697147
20,20,1,1,1,58.69938144633991,200.5824146538461
28,21,0,1,1,69.99432343095181,231.415752216808
27,15,1,1,1,60.26224322098318,207.4057901585925
27,18,1,1,1,66.6722521971673,226.05735977577396
32,13,1,0,1,65.23835117900687,219.01896689493117
31,13,0,1,1,64.98171638198447,214.9827135148328
29,24,1,0,1,76.06845541442019,246.92357979175236
23,24,1,0,1,69.19079421151248,229.60537909660567
44,13,1,1,1,83.34618997014373,264.4226948021849
35,23,1,1,1,84.34743981291118,270.1901626562023
39,14,1,1,1,75.93781192150286,246.46928746659
28,13,1,1,1,62.00146654426996,208.5370533010422
43,34,1,1,1,111.82852602837106,340.22320990700337
25,20,1,0,1,64.74830563262252,220.04037650129703
22,17,1,1,1,57.06829168214062,198.25906069927368
42,16,1,0,1,82.113463934053,262.14165930018123
29,21,1,1,1,71.68777866194556,234.35098724644772
22,18,0,1,1,59.748884881881146,206.10606221204247
25,15,1,1,1,57.685531328031,198.691550195934
31,22,1,1,1,77.37876912057071,253.1806062500384
24,23,1,0,1,69.32570795096325,228.635563707554
21,24,1,0,1,64.18301271414359,217.49856951803687
35,12,0,1,1,68.66824936748755,226.0484774802288
41,19,0,0,1,85.72366964269816,271.8286007119968
22,27,1,1,1,72.43147874259529,238.9646691413612
38,26,1,1,1,93.49842791184427,292.52221083617354
34,17,1,0,1,72.60349331466084,237.06207173232417
27,25,0,1,1,75.60851066000609,246.8615247324742
28,15,1,0,1,63.4272752325254,213.27598199652803
27,27,0,1,1,78.01417478669192,251.7776293507484
30,23,0,0,1,74.77422272748385,243.4817775947913
42,21,1,1,1,93.40790604002792,290.4631036114845
32,23,1,0,1,80.54644178879254,257.65838709378926
22,27,1,1,1,70.56832599851948,233.6614405715425
20,23,1,0,1,62.76167221099127,212.48265460845687
32,32,0,1,1,91.56791374750188,287.3520896025249
40,8,0,1,1,69.53942655355145,228.49518199518536
26,23,0,0,1,69.60715164174326,227.37015729543035
23,23,1,0,1,64.25801338658476,217.7048600439676
38,31,1,0,1,97.87520474412564,303.927034312351
36,19,0,0,1,76.50216260588755,247.71495938401807
32,17,1,0,1,71.8767412873765,233.8880650296073
35,11,0,1,1,66.32977548966163,220.66330962385624
38,26,1,1,1,92.45259945938749,287.8620042424664
34,28,1,0,1,89.62130846476373,281.32669037420663
29,22,0,0,1,73.16163759427674,237.33248296952925
16,12,0,1,1,42.48096002593073,158.06115256665467
14,20,1,1,1,51.35973118876232,184.22176886236392
30,14,0,1,1,63.75205564862364,214.2144166337328
23,29,1,1,1,76.51622913417407,246.75628097341755
21,10,1,1,1,44.71048612982064,165.621479949518
35,12,1,1,1,67.51088214749214,225.68738518494237
28,24,1,0,1,74.67103713396793,246.13375959274893
36,19,0,0,1,79.42181146100604,254.1487354280216
30,8,1,1,1,54.80209035959734,190.80512805172452
26,18,1,1,1,63.35401039736368,216.23953690192823
25,23,1,0,1,68.94730028648907,228.0309494767482
33,16,1,1,1,71.38999792932172,233.80847315977388
49,17,0,0,1,91.80498737011447,285.7149145026996
41,24,1,0,1,91.63953129106186,287.1965587353524
25,30,0,1,1,79.52971055523166,258.20588668680205
19,19,0,1,1,56.64901821318912,195.41843460133632
15,11,1,1,1,40.24957228024334,153.7495761137153
23,20,1,0,1,62.42088436466409,212.04192854164305
25,9,1,0,1,49.59738631886898,176.72901222221924
20,17,1,0,1,53.39111219728438,188.14346422009396
28,16,1,1,1,62.87980893289472,213.5440826418645
29,6,0,1,1,51.830408990735954,182.83492200619432
40,24,1,1,1,92.10084250512328,288.2800320917632
19,33,1,1,1,76.10052941997624,250.16472726811315
32,24,1,0,1,81.27115286445701,260.6879288376036
25,25,0,1,1,73.37611388344072,238.79689738648105
26,19,1,1,1,65.6182252716816,221.77671641202363
28,19,1,1,1,68.5561633775855,226.67195952245584
38,19,1,1,1,81.06592039434133,259.4793817038953
35,17,0,0,1,72.22705883037955,234.6896762027983
29,27,1,1,1,82.47775413081429,265.38902233103914
23,14,1,1,1,55.06400814705105,191.81151775485336
26,20,1,1,1,67.19555413851546,224.096451457128
30,14,0,1,1,62.82336213329368,211.77247797567944
35,7,1,1,1,60.32096634757561,206.07196010494147
39,14,1,1,1,75.97416547721527,247.53938561663236
28,16,0,1,1,65.13808086003664,219.06156513111296
23,27,1,1,1,73.28472224975894,241.84150293448124
36,27,0,1,1,91.24243285486584,285.62369500732365
32,18,0,0,1,71.30265024535963,231.34893661040812
44,13,1,1,1,82.7183752570289,263.5325730451948
33,13,1,1,1,67.71402880103413,225.21122978590589
19,22,1,1,1,61.31274421901669,211.64682062550904
30,26,1,1,1,83.48454960037706,264.8686533935395
32,20,1,0,1,75.57650890960183,244.28159148338597
36,21,1,0,1,82.9050062097897,264.1443558135067
36,12,1,0,1,67.80990319875563,223.96917230953835
46,33,1,1,1,114.2914713162698,346.0689446926292
28,20,0,1,1,70.2513285316476,229.82304830631097
27,13,1,0,1,57.99329463470056,198.38935277892693
26,12,1,1,1,56.10502723994661,193.8205491841644
19,9,0,1,1,41.801347864377966,159.32956625764012
47,12,0,0,1,84.81934908957132,265.2052624615196
25,18,1,1,1,62.74290699287818,212.29336803685644
34,25,0,0,1,84.39191045917757,268.00762290583333
19,27,1,0,1,66.78989264288869,223.1044727813719
21,26,1,0,1,67.993352751257,227.4777818804296
33,19,1,1,1,75.74909397195673,246.5896587946434
25,20,0,0,1,65.27174446024496,216.55578377903052
37,16,0,1,1,76.58158772183056,244.56906764366025
27,14,0,0,1,59.00808129583629,203.4400646556332
17,13,0,1,1,43.83959517920288,168.28045112912605
31,13,1,1,1,64.08577212660585,215.20898293127243
37,18,0,0,1,78.58553751608133,251.5898996923464
25,10,1,1,1,52.0148228636891,183.6177916956505
28,21,0,1,1,69.90250400587898,234.55581557573808
35,12,0,1,1,65.58401282514257,220.51890812264824
29,16,1,1,1,66.83688134545477,221.50188031726648
33,16,1,0,1,70.51511261154548,230.5092472879825
20,14,1,0,1,50.145082863023696,177.5980237545398
47,19,0,0,1,93.1177919169804,288.2733791456134
14,16,0,1,1,45.316586011524265,165.1471033899307
27,7,1,0,1,50.472071570550746,177.9145619756449
27,29,1,1,1,80.04358075002645,259.0470843986588
27,12,0,1,1,58.182944382509625,200.9329588100754
31,20,0,0,1,73.11845884897998,239.92287158966923
38,9,0,1,1,67.34368124539748,224.81579591564605
39,16,0,1,1,78.79497742601116,252.3799366920032
23,20,0,1,1,61.78934050652863,208.0207756325118
25,21,1,1,1,67.0796473406042,226.94099094523648
33,21,0,1,1,78.17158584732233,250.35844983000737
22,21,1,0,1,61.46400418602109,207.8880522197358
23,25,0,0,1,69.43292980402664,229.9968268855641
48,20,1,1,1,98.0733861823097,302.485762194053
35,31,1,1,1,94.3131970359254,295.5033022487971
25,23,1,1,1,70.7309078623935,231.34059834901407
31,26,0,0,1,80.63211325871481,257.6260081396396
34,20,1,0,1,77.94116648669498,250.89525460212693
21,20,1,1,1,59.64304305674699,207.96572054235412
27,19,1,1,1,66.5747452019502,219.93112612121496
