county_id,year,legal_aid_availability,conviction_rate,average_income,crime_rate,urban_county,public_defender_availability
19,4,0,51.08071211750925,5,10,0,0
19,5,0,53.81195021153969,5,10,0,0
19,6,0,49.69274267783846,5,10,0,0
19,7,0,50.21046123681719,5,10,0,0
19,8,0,50.57769853751122,5,10,0,0
19,9,0,51.78085420318418,5,10,0,0
20,0,0,50.00621571257829,3,12,0,1
20,1,0,51.97457705643525,3,12,0,1
20,2,0,54.0312224632004,3,12,0,1
20,3,0,52.75240105528885,3,12,0,1
20,4,0,51.98462047402414,3,12,0,1
20,5,0,54.03875875897327,3,12,0,1
20,6,0,48.92385188278104,3,12,0,1
20,7,0,53.26077891836979,3,12,0,1
20,8,0,51.86175504399929,3,12,0,1
20,9,0,52.11647952749108,3,12,0,1
21,0,0,50.91962904796209,3,6,0,1
21,1,0,53.84409561447801,3,6,0,1
21,2,0,53.34964682796947,3,6,0,1
21,3,0,53.48984375413418,3,6,0,1
21,4,0,51.57242728507608,3,6,0,1
21,5,0,50.98561937282744,3,6,0,1
21,6,0,49.76757815960249,3,6,0,1
21,7,0,55.46397605467425,3,6,0,1
21,8,0,50.3173452057282,3,6,0,1
21,9,0,53.0469979470339,3,6,0,1
22,0,0,48.6778894881825,1,6,1,1
22,1,0,51.28555989802792,1,6,1,1
22,2,0,52.28678251313351,1,6,1,1
22,3,0,53.03977544206686,1,6,1,1
22,4,0,52.178956425362905,1,6,1,1
22,5,0,53.643638467766095,1,6,1,1
22,6,0,49.71975257323222,1,6,1,1
22,7,0,51.785591755336654,1,6,1,1
22,8,0,49.34757721765897,1,6,1,1
22,9,0,52.286476632772185,1,6,1,1
23,0,0,51.37146675203911,3,5,0,1
23,1,0,53.770229837802894,3,5,0,1
23,2,0,55.12913314612044,3,5,0,1
23,3,1,57.13772231150459,3,5,0,1
23,4,1,55.06471522760019,3,5,0,1
23,5,1,58.00348926619984,3,5,0,1
23,6,1,54.04515440669373,3,5,0,1
23,7,1,57.60674100014489,3,5,0,1
23,8,1,54.05429482160186,3,5,0,1
23,9,1,56.04214321675111,3,5,0,1
24,0,0,52.01678514669379,1,10,1,0
24,1,0,52.44035284406773,1,10,1,0
24,2,0,52.43121348181972,1,10,1,0
24,3,0,55.89389997526398,1,10,1,0
24,4,0,54.05151220978714,1,10,1,0
24,5,0,54.06147671738744,1,10,1,0
24,6,0,51.40678017776592,1,10,1,0
24,7,0,55.45574282892832,1,10,1,0
24,8,0,53.02890194486269,1,10,1,0
24,9,0,53.98888845045276,1,10,1,0
25,0,0,51.5092213745913,5,12,0,0
25,1,0,52.114192617089145,5,12,0,0
25,2,0,54.71730646713282,5,12,0,0
25,3,0,53.23069521286556,5,12,0,0
25,4,0,52.37659293824283,5,12,0,0
25,5,0,53.28015999303888,5,12,0,0
25,6,0,49.26492413440583,5,12,0,0
25,7,0,51.52304854339276,5,12,0,0
25,8,0,51.80388357505965,5,12,0,0
25,9,0,49.954704623111645,5,12,0,0
26,0,0,50.20539054813868,4,10,0,1
26,1,0,53.44563986355156,4,10,0,1
26,2,0,54.42596337522773,4,10,0,1
26,3,0,52.12039645589291,4,10,0,1
26,4,0,51.3506490190276,4,10,0,1
26,5,1,56.62756095455688,4,10,0,1
26,6,1,53.13826907557857,4,10,0,1
26,7,1,56.02616990038559,4,10,0,1
26,8,1,54.65195206735549,4,10,0,1
26,9,1,54.47862290850647,4,10,0,1
27,0,0,53.19698217449147,5,8,1,0
27,1,0,53.243147954214464,5,8,1,0
27,2,0,54.14360024028875,5,8,1,0
27,3,0,55.72478429049538,5,8,1,0
27,4,0,53.80023232160865,5,8,1,0
27,5,0,54.21235309012562,5,8,1,0
27,6,0,51.81547779173898,5,8,1,0
27,7,0,54.221095819059954,5,8,1,0
27,8,0,51.023496167681934,5,8,1,0
27,9,0,52.798544956441454,5,8,1,0
28,0,0,49.8500658455477,4,10,0,0
28,1,0,52.797781807876895,4,10,0,0
28,2,0,52.406958704868366,4,10,0,0
28,3,0,54.74804261796879,4,10,0,0
28,4,0,51.98090064406769,4,10,0,0
28,5,1,55.33355147678156,4,10,0,0
28,6,1,54.04129139047351,4,10,0,0
28,7,1,55.41709147884472,4,10,0,0
28,8,1,55.342306005812254,4,10,0,0
28,9,1,55.3416249270358,4,10,0,0
29,0,0,48.09609774381792,2,10,1,0
29,1,0,51.49281256251871,2,10,1,0
29,2,0,51.14793086841868,2,10,1,0
29,3,1,53.81174387378757,2,10,1,0
29,4,1,55.90436374538537,2,10,1,0
29,5,1,53.20791785069776,2,10,1,0
29,6,1,52.78909880050728,2,10,1,0
29,7,1,55.0589094506246,2,10,1,0
29,8,1,53.15801239209885,2,10,1,0
29,9,1,54.20997736452596,2,10,1,0
30,0,0,50.50058209042288,4,2,0,1
30,1,0,52.16057429788032,4,2,0,1
30,2,0,52.6326356279622,4,2,0,1
30,3,0,50.14935176325928,4,2,0,1
30,4,0,50.46866928437748,4,2,0,1
30,5,0,51.71800661225843,4,2,0,1
30,6,1,53.51450399618261,4,2,0,1
30,7,1,55.26129197647973,4,2,0,1
30,8,1,52.76102212275928,4,2,0,1
30,9,1,52.659808957898406,4,2,0,1
31,0,0,49.46569726965112,3,9,1,1
31,1,0,51.456794654398784,3,9,1,1
31,2,0,52.840873274913584,3,9,1,1
31,3,0,52.58623140357358,3,9,1,1
31,4,0,51.483261064964864,3,9,1,1
31,5,0,53.05121594667714,3,9,1,1
31,6,1,51.8378971960526,3,9,1,1
31,7,1,53.92789574919317,3,9,1,1
31,8,1,52.74575054425655,3,9,1,1
31,9,1,54.5061903463554,3,9,1,1
32,0,0,50.34164249492402,2,10,1,0
32,1,0,52.98103466545746,2,10,1,0
32,2,0,52.81977935693288,2,10,1,0
32,3,0,53.11322789497321,2,10,1,0
32,4,1,52.57534286537547,2,10,1,0
32,5,1,56.80353222606468,2,10,1,0
32,6,1,54.92790947051355,2,10,1,0
32,7,1,55.35283051074954,2,10,1,0
32,8,1,53.64875727437703,2,10,1,0
32,9,1,56.1826996227638,2,10,1,0
33,0,0,49.082554432370095,1,3,1,0
33,1,0,51.27633373461755,1,3,1,0
33,2,0,50.997111527889565,1,3,1,0
33,3,0,51.48705294302261,1,3,1,0
33,4,0,50.11053013897119,1,3,1,0
33,5,0,51.84440976140202,1,3,1,0
33,6,0,47.91632500207681,1,3,1,0
33,7,0,52.33280387268745,1,3,1,0
33,8,0,48.28109735835922,1,3,1,0
33,9,0,49.94700853980892,1,3,1,0
34,0,0,52.080067116565786,2,6,1,0
34,1,0,53.27577487747227,2,6,1,0
34,2,0,52.48959378684722,2,6,1,0
34,3,0,53.13718558144227,2,6,1,0
34,4,0,51.50439824298019,2,6,1,0
34,5,0,53.157956862316645,2,6,1,0
34,6,0,51.6667365881022,2,6,1,0
34,7,0,53.625708037318894,2,6,1,0
34,8,0,51.62669125936807,2,6,1,0
34,9,0,53.76992283712216,2,6,1,0
35,0,0,52.14244768093371,4,11,1,1
35,1,0,53.22211210634882,4,11,1,1
35,2,0,53.95125098044755,4,11,1,1
35,3,0,53.44474885412159,4,11,1,1
35,4,0,52.955184201568535,4,11,1,1
35,5,0,55.33089851105942,4,11,1,1
35,6,0,50.57588775370792,4,11,1,1
35,7,0,53.98101505649303,4,11,1,1
35,8,1,54.21405638313979,4,11,1,1
35,9,1,56.976937151436815,4,11,1,1
36,0,0,51.72236062765504,2,4,0,1
36,1,0,49.629159037349794,2,4,0,1
36,2,0,53.66396686898933,2,4,0,1
36,3,0,55.05680338144072,2,4,0,1
36,4,0,53.00584935372122,2,4,0,1
36,5,0,52.37274513779081,2,4,0,1
36,6,0,50.43996384058745,2,4,0,1
36,7,0,53.998045221096326,2,4,0,1
36,8,0,52.356672750804094,2,4,0,1
36,9,0,52.79033454561202,2,4,0,1
37,0,0,48.16063037362228,1,6,0,1
37,1,0,49.59615153513349,1,6,0,1
37,2,0,51.34802454489487,1,6,0,1
37,3,0,49.48666233318343,1,6,0,1
37,4,0,48.17926724592852,1,6,0,1
37,5,0,49.75820593245109,1,6,0,1
37,6,0,46.39447061684889,1,6,0,1
37,7,0,51.355468561543546,1,6,0,1
37,8,0,48.64279799079195,1,6,0,1
37,9,1,51.87577001496145,1,6,0,1
38,0,0,51.4059900151559,3,11,1,0
38,1,0,54.32032504596348,3,11,1,0
38,2,0,51.905195105225246,3,11,1,0
38,3,0,55.202592281759166,3,11,1,0
38,4,0,52.33832447841916,3,11,1,0
38,5,0,54.43688356834871,3,11,1,0
38,6,0,48.75554417323016,3,11,1,0
38,7,0,55.11313150326176,3,11,1,0
38,8,1,52.76105643270108,3,11,1,0
38,9,1,53.89255291304604,3,11,1,0
39,0,0,48.438282565617776,5,8,1,0
39,1,0,52.17580372798547,5,8,1,0
39,2,0,49.97660822221941,5,8,1,0
39,3,0,50.581759216872285,5,8,1,0
39,4,0,50.95926760982742,5,8,1,0
39,5,0,51.96072935285903,5,8,1,0
39,6,0,50.01849198725321,5,8,1,0
39,7,1,55.82316457033112,5,8,1,0
39,8,1,51.86047463122917,5,8,1,0
39,9,1,53.02197028071682,5,8,1,0
40,0,0,51.25126073046733,6,8,1,0
40,1,0,51.765290792295936,6,8,1,0
40,2,0,52.86028971582415,6,8,1,0
40,3,0,52.28265096670548,6,8,1,0
40,4,0,53.52170976686574,6,8,1,0
40,5,0,52.72390499444541,6,8,1,0
40,6,0,49.09816039959149,6,8,1,0
40,7,0,52.80422963893808,6,8,1,0
40,8,0,48.53405661860333,6,8,1,0
40,9,0,51.29556907477396,6,8,1,0
41,0,0,51.64183415596091,6,7,1,0
41,1,0,53.5165676229202,6,7,1,0
41,2,0,52.59396649730643,6,7,1,0
41,3,0,54.13765543663376,6,7,1,0
41,4,1,56.630477390361605,6,7,1,0
41,5,1,56.97609639332553,6,7,1,0
41,6,1,53.31571299703612,6,7,1,0
41,7,1,56.76052076621582,6,7,1,0
41,8,1,52.90387454441655,6,7,1,0
41,9,1,56.19367075945321,6,7,1,0
42,0,0,49.42255996935207,5,7,1,0
42,1,1,53.30225592419676,5,7,1,0
42,2,1,54.12390128689473,5,7,1,0
42,3,1,54.5255831946282,5,7,1,0
42,4,1,51.936819358488734,5,7,1,0
42,5,1,55.74063718413588,5,7,1,0
42,6,1,51.227670328823855,5,7,1,0
42,7,1,54.843418331218935,5,7,1,0
42,8,1,50.962346284901486,5,7,1,0
42,9,1,53.36376268534335,5,7,1,0
43,0,0,51.182512106699576,3,9,0,0
43,1,0,54.95916321899933,3,9,0,0
43,2,0,55.02868875559114,3,9,0,0
43,3,0,52.67664399902683,3,9,0,0
43,4,0,52.47154431307316,3,9,0,0
43,5,0,53.38844261517881,3,9,0,0
43,6,0,50.6864178090526,3,9,0,0
43,7,0,55.60659659395522,3,9,0,0
43,8,0,51.22562583823307,3,9,0,0
43,9,0,51.67979506480206,3,9,0,0
44,0,0,52.394301843796505,3,7,1,1
44,1,0,52.1309468089719,3,7,1,1
44,2,0,53.75738611337967,3,7,1,1
44,3,0,52.1690182942133,3,7,1,1
44,4,0,52.05028879038242,3,7,1,1
44,5,0,52.86486660587165,3,7,1,1
44,6,0,52.064719219478974,3,7,1,1
44,7,0,53.07544840321685,3,7,1,1
44,8,0,50.524215475370255,3,7,1,1
44,9,0,49.90823143525447,3,7,1,1
45,0,0,51.414291501043806,6,7,1,0
45,1,0,51.401505171805255,6,7,1,0
45,2,0,54.076787365923245,6,7,1,0
45,3,0,53.08831301792738,6,7,1,0
45,4,0,50.52979476322633,6,7,1,0
45,5,0,52.36093897161776,6,7,1,0
45,6,0,48.11197512611889,6,7,1,0
45,7,0,53.863002324911264,6,7,1,0
45,8,0,50.12956302454612,6,7,1,0
45,9,0,53.41757035675757,6,7,1,0
46,0,0,48.22777845057169,6,11,0,1
46,1,0,48.39218468612314,6,11,0,1
46,2,0,51.50071555646272,6,11,0,1
46,3,0,51.03654497137259,6,11,0,1
46,4,0,48.13618906741913,6,11,0,1
46,5,0,47.954095939228544,6,11,0,1
46,6,0,45.94261199686151,6,11,0,1
46,7,0,51.71968713169589,6,11,0,1
46,8,0,48.104559219233245,6,11,0,1
46,9,0,48.54892977087904,6,11,0,1
47,0,0,48.482401872499054,4,12,1,0
47,1,0,52.49309747809581,4,12,1,0
47,2,0,51.81349743487931,4,12,1,0
47,3,1,53.21520584521626,4,12,1,0
47,4,1,54.258578931861976,4,12,1,0
47,5,1,54.15091088391388,4,12,1,0
47,6,1,50.76952908600547,4,12,1,0
47,7,1,53.44078989022782,4,12,1,0
47,8,1,52.20785476487267,4,12,1,0
47,9,1,52.67100476111804,4,12,1,0
48,0,0,50.75028101478876,3,8,1,0
48,1,0,50.22526444050574,3,8,1,0
48,2,0,52.26465445149041,3,8,1,0
48,3,0,52.68513013556997,3,8,1,0
48,4,0,51.02224700072293,3,8,1,0
48,5,0,51.970464910484914,3,8,1,0
48,6,0,50.63724444762966,3,8,1,0
48,7,0,53.61981204792414,3,8,1,0
48,8,0,49.87951203908097,3,8,1,0
48,9,0,51.85412562589379,3,8,1,0
49,0,0,51.82473612883183,2,8,0,1
49,1,0,52.74400488539959,2,8,0,1
49,2,0,53.82684843764111,2,8,0,1
49,3,0,53.09028664119649,2,8,0,1
49,4,0,51.87146693770804,2,8,0,1
49,5,0,53.87661520096122,2,8,0,1
49,6,0,51.901581849154695,2,8,0,1
49,7,0,53.0293215594327,2,8,0,1
49,8,0,51.49097322912886,2,8,0,1
49,9,0,53.156165800567706,2,8,0,1
50,0,0,49.689416341378944,2,11,1,1
50,1,0,50.23026886326912,2,11,1,1
50,2,0,55.11218692265834,2,11,1,1
50,3,0,51.7119208901302,2,11,1,1
50,4,0,49.93793263720982,2,11,1,1
50,5,0,51.99442566149169,2,11,1,1
50,6,0,49.26456151981179,2,11,1,1
50,7,0,50.91316132621717,2,11,1,1
50,8,0,49.9063194101678,2,11,1,1
50,9,0,51.06140215823088,2,11,1,1
51,0,0,52.59678436496685,4,8,1,0
51,1,0,51.41685010229838,4,8,1,0
51,2,0,54.17241003778484,4,8,1,0
51,3,0,53.56505697464888,4,8,1,0
51,4,0,52.19257123577237,4,8,1,0
51,5,0,53.186405720027096,4,8,1,0
51,6,0,50.94137019106776,4,8,1,0
51,7,0,54.65369105624614,4,8,1,0
51,8,0,50.873982942149695,4,8,1,0
51,9,0,53.589783160127375,4,8,1,0
52,0,0,48.39336050099914,1,9,1,1
52,1,0,50.922544225407,1,9,1,1
52,2,1,53.51415052492449,1,9,1,1
52,3,1,53.21193991412963,1,9,1,1
52,4,1,54.21283754231036,1,9,1,1
52,5,1,52.91925382698938,1,9,1,1
52,6,1,50.72866445964903,1,9,1,1
52,7,1,53.57209971084725,1,9,1,1
52,8,1,52.62230424893669,1,9,1,1
52,9,1,52.46005272333951,1,9,1,1
53,0,0,51.57316397791818,6,7,0,1
53,1,1,55.87670326557811,6,7,0,1
53,2,1,56.07412652773933,6,7,0,1
53,3,1,55.86894986005191,6,7,0,1
53,4,1,54.094974082672856,6,7,0,1
53,5,1,57.33034409383398,6,7,0,1
53,6,1,55.40297825266728,6,7,0,1
53,7,1,56.72493915853634,6,7,0,1
53,8,1,52.20704385841245,6,7,0,1
53,9,1,54.859022752099,6,7,0,1
54,0,0,49.61277414948378,4,8,0,1
54,1,0,51.05773494728604,4,8,0,1
54,2,0,51.48135198235812,4,8,0,1
54,3,0,54.11783789217241,4,8,0,1
54,4,0,50.42679418163653,4,8,0,1
54,5,0,53.12251299385962,4,8,0,1
54,6,0,47.54424854574103,4,8,0,1
54,7,0,50.80940683283487,4,8,0,1
54,8,0,48.19149892052011,4,8,0,1
54,9,0,49.42883466985779,4,8,0,1
55,0,0,52.08893500033239,4,11,1,0
55,1,0,55.02911287826816,4,11,1,0
55,2,0,56.27869114435597,4,11,1,0
55,3,0,56.105432132963,4,11,1,0
55,4,0,54.659178206877314,4,11,1,0
55,5,0,55.39648506868622,4,11,1,0
55,6,0,50.43064350714309,4,11,1,0
55,7,0,53.73491386918904,4,11,1,0
55,8,1,53.76448995343804,4,11,1,0
55,9,1,56.03061270808664,4,11,1,0
56,0,0,49.236894643918575,3,9,1,1
56,1,0,49.53830263576302,3,9,1,1
56,2,0,50.60538942791282,3,9,1,1
56,3,0,53.08071829927781,3,9,1,1
56,4,0,51.49895411710867,3,9,1,1
56,5,0,52.28855890597434,3,9,1,1
56,6,1,49.57331880331833,3,9,1,1
56,7,1,55.791615320360485,3,9,1,1
56,8,1,51.7062280215281,3,9,1,1
56,9,1,54.33661105874836,3,9,1,1
57,0,0,48.83392143731992,5,13,0,1
57,1,0,51.54802052450104,5,13,0,1
57,2,0,50.90357940844321,5,13,0,1
57,3,1,52.86660486717709,5,13,0,1
57,4,1,51.43020030741705,5,13,0,1
57,5,1,54.46594969175138,5,13,0,1
57,6,1,51.62671611569998,5,13,0,1
57,7,1,54.61623948838058,5,13,0,1
57,8,1,51.04949414351562,5,13,0,1
57,9,1,53.84952948432066,5,13,0,1
58,0,0,50.52703215400287,3,10,0,1
58,1,0,51.104429976836,3,10,0,1
58,2,0,48.52322153976024,3,10,0,1
58,3,0,52.69593126135086,3,10,0,1
58,4,0,48.40310907570945,3,10,0,1
58,5,0,51.54423312932489,3,10,0,1
58,6,0,49.043439783889866,3,10,0,1
58,7,0,52.1949079475234,3,10,0,1
58,8,1,52.71826393095561,3,10,0,1
58,9,1,53.20745797862593,3,10,0,1
59,0,0,50.30917129429001,4,11,0,1
59,1,0,51.198811526687706,4,11,0,1
59,2,0,52.865096678737736,4,11,0,1
59,3,0,51.27263098024766,4,11,0,1
59,4,0,52.02465308487015,4,11,0,1
59,5,0,52.87573537892462,4,11,0,1
59,6,0,49.32889562271957,4,11,0,1
59,7,0,53.77496153409476,4,11,0,1
59,8,0,50.1036495606912,4,11,0,1
59,9,1,55.93806123685722,4,11,0,1
60,0,0,49.71269539148415,6,6,1,1
60,1,0,51.89737284049453,6,6,1,1
60,2,0,52.98226023306116,6,6,1,1
60,3,0,52.07753066893044,6,6,1,1
60,4,0,50.40493715091711,6,6,1,1
60,5,0,52.65715896431588,6,6,1,1
60,6,0,48.67311545220174,6,6,1,1
60,7,0,51.99591386284984,6,6,1,1
60,8,0,49.24794008634526,6,6,1,1
60,9,0,50.70400190970874,6,6,1,1
61,0,0,50.68665757860773,5,10,0,1
61,1,0,51.939439733550245,5,10,0,1
61,2,0,51.97940731144735,5,10,0,1
61,3,1,54.21581212798894,5,10,0,1
61,4,1,53.63434850975053,5,10,0,1
61,5,1,54.82932959278843,5,10,0,1
61,6,1,50.82938716790893,5,10,0,1
61,7,1,54.291494486385474,5,10,0,1
61,8,1,51.72841003231429,5,10,0,1
61,9,1,54.85203661538423,5,10,0,1
62,0,0,51.40420700874634,2,4,0,0
62,1,0,53.518580719072006,2,4,0,0
62,2,0,54.4821302648713,2,4,0,0
62,3,0,53.7870103276444,2,4,0,0
62,4,0,52.42039171561016,2,4,0,0
62,5,0,54.915195012734415,2,4,0,0
62,6,0,50.41752956444298,2,4,0,0
62,7,0,53.43211581037609,2,4,0,0
62,8,0,49.22108424161869,2,4,0,0
62,9,0,53.72365996346639,2,4,0,0
63,0,0,50.53014319514807,3,7,0,1
63,1,1,54.38633451324557,3,7,0,1
63,2,1,55.228432167712334,3,7,0,1
63,3,1,57.010076761160015,3,7,0,1
63,4,1,54.91181809382232,3,7,0,1
63,5,1,55.703933718847445,3,7,0,1
63,6,1,51.03949154596491,3,7,0,1
63,7,1,56.737798618791146,3,7,0,1
63,8,1,53.93715177324868,3,7,0,1
63,9,1,56.00295998754552,3,7,0,1
64,0,0,51.18817756755517,4,8,0,0
64,1,0,52.25764994873215,4,8,0,0
