age,income_level,gender,minority_status,family_size,food_stamp_program_enrollment,food_expenditure
0,8,0,0,18.12205973305859,0,6.631175053762359
6,6,0,0,21.202213808673857,1,12.611482747963631
15,3,0,0,21.10556432144128,1,13.1503778163188
2,4,0,0,22.550971818781363,1,15.030729253286848
4,4,0,0,20.47423606794377,1,12.075410629561665
8,7,0,0,20.157766854000226,1,12.041239189237382
9,5,1,0,19.03444243037121,0,8.055276377453895
7,2,1,1,20.966228085066387,1,13.12113410237736
7,6,1,0,18.527991987342507,0,7.270772544264262
8,5,1,1,21.72383980418465,1,14.366617233328178
12,6,0,0,22.02673865864164,1,14.104531029619062
1,6,0,0,20.999584413095526,1,13.70887434707456
6,7,0,0,21.401873005538157,1,13.653631766562269
9,6,0,1,19.525735601526275,0,9.11758785717707
11,7,0,0,22.369508265435712,1,14.00788281389325
5,4,1,0,21.5475799409704,1,14.49504260320576
11,3,0,0,20.185146801700967,1,12.75286808394742
6,5,0,1,17.70500696856171,0,6.346839172818113
9,7,0,0,23.8028157571838,1,15.161384641770477
9,4,0,0,21.348711601316925,1,14.114498985741788
12,4,1,1,24.31145901489677,1,15.218593717230137
13,4,1,1,23.262077223770227,1,14.170201536993494
6,5,1,0,18.315549243947512,0,7.913832798018477
9,5,0,1,21.0147670697255,1,12.635865209425525
10,7,1,0,18.708712467421893,0,7.314389170625729
10,4,0,1,18.84130137559058,0,8.157085988256531
7,7,1,1,17.693890270819367,0,6.288046673784426
13,6,0,0,18.41121059984193,0,7.8682485935886595
6,6,0,0,17.976780665062844,0,6.892776688025226
3,7,0,0,19.975178327514836,0,9.951644581401416
6,6,1,1,21.19250063936705,1,13.912668466597236
7,7,0,1,18.82710439335625,0,7.81394614309335
10,7,0,1,19.86324744756989,0,9.71654571046952
8,5,1,0,22.22764040972394,1,14.297399506870455
7,4,0,0,17.740865317334407,0,5.58672437190495
6,6,0,0,17.35271114937806,0,5.472125652595089
11,5,0,0,24.39923704571022,1,15.41877468208146
12,4,1,0,20.81499132152656,1,12.15258660822861
12,7,1,1,19.52235976222204,0,9.131833607145598
6,6,0,0,21.057992058328505,1,12.809117568450814
11,5,1,0,21.12196707734003,1,13.745137921606258
7,5,1,0,16.981598411125557,0,5.460280812180138
6,5,1,0,21.74220518654476,1,13.577427208336168
12,5,1,0,18.0275863166297,0,6.723771336531875
6,8,1,0,18.38294214180424,0,6.957035617156458
7,2,0,1,22.669154292807622,1,14.845857153188213
3,3,0,0,21.874842819150885,1,13.473665903267122
6,4,0,1,18.104659369465136,0,6.977188306128949
8,5,0,1,17.88077990317797,0,6.270398713191767
8,6,1,1,23.32010204025761,1,16.05239567517218
8,5,0,1,21.24255028580143,1,12.88966053406671
11,5,1,0,24.32672172629293,1,16.722792285977427
5,5,1,1,18.010173247051593,0,7.56717519097835
8,5,0,0,20.43169088678721,1,12.281586690094908
8,4,0,0,22.093472054019635,1,13.76242228725607
8,3,0,1,20.174702498243075,1,12.051969928868823
3,3,1,1,19.70421617167476,0,9.128354974691284
10,3,0,1,21.442794375193277,1,12.855981210745329
8,5,1,1,18.1592860035726,0,7.398894082324245
7,5,1,1,21.22589695175592,1,13.20409776698895
11,4,1,0,19.180337353309604,0,8.663209855408029
11,4,0,0,19.87574549220169,0,10.261723091435329
11,5,1,0,20.074345365577923,1,12.413927279098644
14,5,0,1,21.244951603256307,1,13.022783449368731
3,5,0,1,19.685358756858125,0,10.170918988352994
3,5,0,0,20.157665769963447,1,12.63086121558391
8,6,0,1,17.267294075448405,0,5.593048435805071
7,5,1,1,19.486269214016577,0,9.029213360044452
4,5,1,0,18.95245739196351,0,8.253689280572315
1,5,0,1,15.406391225987193,0,3.618001899508197
7,6,0,0,15.73830024724413,0,3.07606862036588
9,3,0,0,17.66319538770938,0,6.812274661062887
7,6,0,0,17.91921810048899,0,6.407572784421904
1,3,0,0,19.24744975182337,0,9.351193625606475
7,6,1,0,18.493108297677352,0,6.787285110969507
7,5,1,0,20.921455770074985,1,11.672904706366024
9,4,0,0,23.45692677620163,1,15.067043513479558
6,5,1,0,20.953152518214708,1,11.827913500394892
10,6,0,0,20.47905652701591,1,12.750379836804823
2,6,0,1,21.96141607816997,1,14.202122480705215
13,4,0,1,16.512331899689684,0,4.2608952497768895
6,3,0,1,17.496309219998892,0,5.225066543262127
11,4,0,0,21.71119466900057,1,13.976632260260748
7,7,0,1,23.04736610042046,1,14.200818758657162
2,4,0,1,15.13041608694682,0,2.835905979022032
6,7,0,0,18.43828605722129,0,7.751466190647672
7,5,1,0,17.38181218464492,0,5.312698038463197
6,4,0,0,19.04178659421574,0,8.536456131112779
6,3,1,0,18.83597661367561,0,8.069153202870355
13,6,0,0,19.07213643373223,0,8.16258500499283
9,5,0,0,24.945658962001485,1,16.070530865331136
7,5,0,0,19.77995315638683,0,8.76231783015981
13,6,1,0,19.344183821548608,0,8.44590527610102
9,5,0,0,20.16449044718811,1,12.351864379491314
5,5,1,0,18.2864998115957,0,8.107723430425578
17,6,0,0,24.21316468655304,1,15.350260782696392
11,8,0,1,22.034044866953334,1,14.602231074815988
11,6,0,0,22.17602207051088,1,13.760403848644934
6,6,0,0,18.03562723170825,0,6.623640165924294
3,5,0,0,23.29828144728706,1,15.70647253522412
9,7,1,1,19.58026506688508,0,9.842020529616244
13,5,0,0,23.18110295968205,1,14.634507211841322
9,5,1,0,19.223340984846327,0,8.444351932725484
7,6,0,0,20.782870919665545,1,12.427096192416016
5,5,0,1,21.645720911098984,1,12.739299965902608
8,7,0,0,21.873216073492006,1,12.971852151748587
8,6,0,0,18.503129575333947,0,7.7334627449967215
7,7,1,0,22.30724326160241,1,14.682649361539143
14,5,0,1,19.82683091384452,0,10.319034334840554
9,6,0,0,20.756005592051523,1,13.456882750465356
8,6,0,1,19.393220419459464,0,9.174925262857698
7,7,0,1,22.093112681904035,1,14.3842102090078
8,7,1,0,22.341377265245264,1,13.897181856959708
10,5,0,0,20.82253632299725,1,13.623078188434793
3,6,1,0,23.99624095818533,1,16.625472496842576
10,7,0,1,20.48491840927182,1,12.263860975273548
8,6,0,0,19.58992074072326,0,9.488268161727529
7,6,0,0,16.432250939301397,0,5.896612437539126
2,4,0,0,21.065949131711537,1,13.839798807239916
5,7,1,0,25.327944729692188,1,18.17747740578658
7,5,0,0,18.868705333549748,0,7.896786863639728
7,6,0,1,23.774167534345963,1,14.690124292873628
4,6,1,0,18.862879914955737,0,8.41007291564187
7,5,0,0,17.728379035526213,0,6.869030745347774
11,4,0,1,20.550225468032316,1,13.237827508677402
6,6,0,0,17.271814082640674,0,6.414599661521648
8,6,0,0,22.859616248509926,1,14.426604811889186
5,7,1,1,22.22825591906836,1,14.070445666443604
1,8,0,0,20.706248398024425,1,13.65881834011234
16,6,0,0,19.822081005071823,0,9.7367327100124
4,5,1,0,21.99031472911781,1,14.294213021244536
6,3,1,0,19.338298449838494,0,7.874601967223674
4,3,1,0,17.298116063804578,0,5.959695457803367
0,6,0,0,19.971807608054192,0,10.398357522821726
5,6,0,1,20.09027726946552,1,12.846820900301031
5,4,1,0,22.07378126201765,1,14.379546590519672
10,5,1,0,19.649864940642164,0,9.68236877767829
9,5,0,0,20.27770710864273,1,13.286287211010968
4,8,0,0,19.580005820907356,0,9.260004211894262
7,7,0,1,19.85729606217765,0,9.350523340168357
9,5,1,0,24.363353392663992,1,16.198748851139946
3,4,0,0,19.43773105065601,0,8.509928885371709
1,5,1,1,19.50807580144568,0,8.954116663701523
12,7,1,1,14.458113982959029,0,1.388554580777435
12,5,0,0,21.36463396459938,1,14.19092031286914
7,8,1,1,20.706918173126603,1,13.268958924954877
12,4,0,0,22.00541233907655,1,13.249870244349612
8,6,0,0,18.10987095549975,0,7.53096485917493
5,4,0,1,21.11026382391368,1,13.035024230532215
7,7,0,1,23.435090017087948,1,15.23875142381682
12,4,0,0,19.056241601439723,0,8.50939080427357
8,4,0,0,21.722759748148107,1,13.403582723939117
7,6,0,1,23.78982394646837,1,15.330099480278124
7,6,0,1,19.564565248432555,0,9.92145757394824
3,7,0,0,18.162635612227067,0,7.275682630224943
4,7,0,1,21.585204137607047,1,12.955667119444032
4,5,1,1,19.59578746807671,0,9.958803523915131
5,5,0,0,21.118256626595983,1,13.196490049555972
6,7,1,1,19.839077624740455,0,9.61713725381188
5,5,1,1,20.774310643469363,1,13.150944751647218
7,6,0,0,22.05861003336036,1,14.162183174824412
8,7,0,0,18.39756703645068,0,7.28464403137672
2,5,0,0,22.976019964260782,1,15.128378063201977
8,5,0,0,19.385530026228523,0,8.73037454243728
4,5,1,1,17.530253827694132,0,6.206303858834932
8,7,1,0,19.45187306146145,0,8.561522456246125
9,6,1,0,23.083619921534204,1,15.07141083668182
7,6,0,0,15.922510435661136,0,3.461430375776265
6,5,0,0,21.703109233974445,1,14.083851059558434
4,9,0,1,18.89656222829569,0,8.148014697253197
4,4,1,0,21.254878618935656,1,14.029242371445102
12,7,0,1,20.460938523206423,1,12.551331463134373
8,4,0,0,20.379523179945316,1,12.630990033738868
9,6,1,1,21.699540704976773,1,14.743386079324878
6,6,1,1,22.11016182295697,1,14.059948235563386
9,7,1,0,19.291533367703327,0,9.283369224287576
7,5,0,0,18.55203519426907,0,6.715129735021751
11,4,0,0,16.310064434108497,0,4.385566258367567
9,4,0,1,22.065966571643184,1,13.976479527342304
13,5,0,1,18.16406027228313,0,6.872561136022353
10,5,1,1,21.251322297772017,1,13.314866653591093
7,5,1,0,16.809865073649753,0,5.393807081532231
8,5,0,0,19.102168551452987,0,7.990604870077129
7,6,0,0,16.483156098188914,0,4.329128036974682
5,4,0,0,18.783629397445424,0,7.849461331693128
9,6,0,0,16.562206040211674,0,3.374354553932985
9,5,0,1,22.104076447570232,1,14.28910340922975
15,5,1,1,19.18456139958208,0,8.757702024663589
8,5,0,0,18.949204989012888,0,7.5259143353535745
9,5,1,1,20.699020574121462,1,12.852811917003756
6,3,1,1,22.159527151675857,1,14.739970608118991
2,5,0,0,19.33066542723909,0,9.194571739565314
6,8,0,0,18.595028063605707,0,7.758295484610689
3,5,1,0,17.134984781924373,0,5.538734603207603
5,6,1,1,18.81261066246755,0,8.378988819295765
11,5,0,1,20.899088771863536,1,12.410182267008496
7,5,0,1,23.348215169891606,1,14.777236628963486
7,5,0,0,16.112517375920575,0,4.202451994271207
9,7,0,1,17.945569012221693,0,7.363328251391661
14,4,0,0,21.185898491098506,1,12.52485958004755
5,6,1,0,22.60225312189362,1,14.35150725369758
9,3,0,0,18.295101996363325,0,6.202213653078229
9,7,1,1,21.454770676930213,1,13.125804638248384
3,9,0,0,16.033825171961556,0,5.080400459921211
5,5,1,0,16.54752493903475,0,4.950010054368147
7,6,0,0,20.18650626291389,1,12.731002893019102
4,4,1,1,18.673453226409247,0,7.43664561741301
10,9,1,1,16.587069836404424,0,4.956833858917177
13,6,0,1,16.288881508566902,0,4.273496788686094
2,5,0,0,17.0028434142048,0,6.529443609672978
8,6,0,1,24.446668333100007,1,16.20577028663092
15,3,0,1,20.31010091632421,1,11.80965658343274
8,3,1,0,19.60525268935151,0,7.849627974171006
7,3,0,0,20.50307885640988,1,13.487753226763465
6,5,0,0,20.13280690551967,1,11.892796577974842
7,5,0,0,21.844528460815468,1,13.37353226328888
3,7,1,0,21.091010574908868,1,12.59890581159216
10,3,0,0,18.434452321875384,0,7.087660329742822
6,6,0,0,20.824320617992488,1,13.499853283566948
10,4,1,0,23.66769861619529,1,14.45820869217546
9,7,0,0,18.73736693688913,0,8.169569638091902
6,3,1,0,17.543241324709953,0,5.2456387650206695
11,7,0,0,17.356070932201526,0,6.317167808602004
7,5,0,1,20.949257822873214,1,12.541361935785377
6,6,0,0,17.31841858342797,0,5.577648111387573
7,6,0,1,16.822301197344103,0,5.525770807099049
6,4,0,0,23.18293729354215,1,15.030369731598524
11,4,0,1,20.540655649580398,1,12.407259660438337
14,9,0,1,18.749449600268008,0,8.27366177977189
8,7,1,0,17.479922384097954,0,6.219504576209352
4,7,1,0,20.68219943594939,1,12.681237736209596
12,6,0,0,20.817602500577827,1,11.860197720751447
9,4,0,0,19.79335428286243,0,9.946805769084769
13,5,0,1,21.42399983005993,1,12.339367906914244
17,5,1,0,20.5609062843583,1,11.761570971648998
12,5,0,1,21.04616987312479,1,12.78294092667939
11,3,1,0,19.49426246009351,0,8.787125123240388
7,5,0,0,24.073152890618704,1,16.09295514987872
6,5,1,0,18.42396334057442,0,7.239711507379935
8,5,0,0,18.22631464574653,0,7.20056653960213
13,4,0,0,19.115512926207284,0,7.605929450144863
4,5,1,0,17.6239341065962,0,6.591604068905575
9,6,0,0,22.49927593168682,1,14.526738921901924
4,5,1,1,23.398921630694247,1,14.593546918808682
6,4,0,0,18.744752513266125,0,8.693733806555574
6,7,1,0,20.796640249473267,1,13.489769089635589
11,5,1,0,22.172964620049047,1,14.07634444437218
4,7,0,1,21.19948661944,1,14.566838311840474
7,3,0,1,22.528533598759186,1,14.840897938611487
9,6,0,0,22.47479652954449,1,14.18715746374071
7,6,1,0,17.863289336554868,0,5.53493587434057
11,8,1,0,18.465753730538477,0,7.354194356143582
12,6,0,1,18.20913390286048,0,6.495882943329664
5,5,1,0,20.336970292867143,1,13.095836162167544
8,4,0,1,21.340487452120453,1,13.028223063584804
7,7,0,0,16.57704734884229,0,4.020360549410073
6,7,0,1,20.12402034608359,1,12.161066615576788
7,3,0,0,16.13119039009109,0,4.568499697877608
6,5,1,0,22.207038309817538,1,13.676138638585268
11,3,1,0,15.546959340670169,0,3.505263531496341
10,6,0,0,19.412558234632424,0,8.372582020814004
10,7,1,0,15.204970891109218,0,2.6783408490420846
4,7,0,1,20.045772431129976,1,12.558534100876992
6,6,0,0,15.7435862655038,0,3.795502015266605
7,6,0,1,16.22183108699594,0,3.8971487155428814
3,4,1,0,20.14872781427617,1,12.12261548329823
6,3,0,1,20.54722844728668,1,12.168085023678175
3,7,0,0,20.3091223027387,1,12.300681048141128
8,6,1,0,17.066483774996385,0,5.6212719251867735
5,6,1,0,19.81477372433408,0,10.323300300639884
12,5,0,1,15.402929544223248,0,2.2480426236252944
9,6,1,1,21.52944538395172,1,14.313195279739618
6,6,0,1,19.90311424250984,0,8.945891896893682
2,7,1,0,19.997620691224903,0,10.73601173391401
5,5,0,1,21.021038125601574,1,13.571683191413989
10,6,0,0,17.35781733339534,0,5.391870756757221
8,4,0,0,21.25263543524345,1,13.60668225957934
9,4,0,0,18.01937184830129,0,5.762876303177045
9,5,0,0,20.825871557583834,1,12.286489599119164
15,7,0,0,20.482861571063687,1,12.438315162214309
8,6,1,1,23.952813804176454,1,15.481692871129445
7,8,1,0,17.06665367543158,0,5.4754286292504615
9,7,1,0,20.28899822722503,1,13.236116747187047
14,5,0,0,15.9857248073797,0,3.133611879381996
4,8,0,0,19.925090388517244,0,9.544911890550134
10,7,0,0,21.252953040591088,1,13.873585691743058
13,5,1,0,20.367838317117943,1,12.44617967412645
9,6,1,0,21.021152688761525,1,12.45703406653326
10,9,1,0,19.60790350113681,0,9.34233146057333
3,9,0,1,16.43424933012929,0,4.556139973016568
6,5,1,0,20.59256986536654,1,13.006919680025792
2,6,0,0,22.503425811992276,1,14.440579492723424
6,6,0,0,18.98888427808213,0,8.752372205209745
10,7,0,0,17.76635232791952,0,6.513570727183088
4,7,0,1,22.917896948671626,1,14.796682684759109
8,4,1,1,21.537601810239163,1,13.908623379617296
11,5,0,1,19.741356721174835,0,8.599428738871845
10,7,0,1,18.33527521144358,0,7.274005502158537
8,6,0,0,21.662403710237424,1,13.70584235795354
11,6,0,1,18.09765140572672,0,7.060756499033027
9,6,0,0,21.748896073835223,1,14.296119411213592
14,4,1,0,19.26305757359826,0,8.399550136175325
12,5,0,0,18.37680535850797,0,6.31431107292407
6,4,1,0,18.991379393962244,0,8.192982236474455
2,6,0,1,22.19627909697322,1,14.35860610773572
10,5,0,1,18.9538160392423,0,8.860376962947065
6,5,0,1,18.89925674857368,0,7.438359908804091
13,4,1,1,20.11371694966086,1,11.15224191098139
6,3,1,1,21.77803428320153,1,14.240977902105202
11,5,0,0,18.831463078410373,0,7.98303657346338
5,5,0,0,19.786674292106763,0,9.35759086402603
10,4,0,0,18.84500322523842,0,8.186944463774925
10,6,1,1,15.693767728308146,0,3.7286545711873607
11,9,1,0,15.050483506127156,0,1.6394973723227917
2,4,0,0,18.572817886202994,0,7.209744644752461
4,6,0,1,21.445309900717472,1,13.808179897373453
13,5,0,0,20.110351591170936,1,12.222838480212934
6,5,1,0,19.553661709652104,0,8.77386597016251
5,4,1,1,18.033771201593137,0,7.651950800441595
10,7,1,0,22.26666103768867,1,14.548216537521943
4,5,0,1,21.25659974832557,1,13.888519642032463
3,7,1,1,18.132848069418987,0,7.214502749717889
2,8,0,1,18.27648576344675,0,7.20508271137337
6,4,0,0,19.58921422246824,0,9.529467981983492
4,6,0,0,22.4338865712352,1,14.275560596923324
8,6,0,0,17.45559600242237,0,6.297094941682792
9,5,1,0,16.151278089858792,0,4.0139716008793895
14,8,0,0,20.41328728840108,1,12.976710732336429
2,7,1,0,19.92966980458616,0,9.479493194602384
4,8,1,0,23.13552264831049,1,14.034111218195193
10,5,0,0,17.619468836076432,0,6.6267638416189225
7,3,0,0,22.86285607182293,1,14.62640471319594
7,5,0,0,22.097880111198386,1,14.29318299136317
17,7,1,0,19.85973102798058,0,9.891660673452328
7,5,0,1,18.390931413524008,0,7.417901636153013
6,7,1,1,20.67314162088452,1,13.400210656499262
8,5,0,0,18.49398810760913,0,7.523890393476282
3,4,0,0,18.262894355254325,0,8.638911635412626
8,6,0,1,18.0959290274958,0,7.618936456951744
5,6,1,0,17.573224598119165,0,5.956653650650445
3,5,0,0,21.643008873910915,1,13.902419443061357
3,6,1,0,22.58386616730242,1,13.602189729506597
3,4,0,0,20.704132486284674,1,12.915831060332737
3,7,0,1,20.12154480191277,1,12.061241774836686
11,9,1,0,22.648637180228867,1,14.471725435628052
1,7,0,1,21.13701260007153,1,13.46540233990575
11,4,0,0,21.728560010327,1,13.752973599709165
8,8,1,0,21.977482373987005,1,13.293912631557914
7,5,0,1,16.47713716715135,0,4.25666105775672
7,6,0,0,19.67102438520675,0,9.603662291026575
7,4,0,0,18.853142272347554,0,8.618577711330465
14,6,0,1,18.782661228072723,0,7.158175732067826
14,5,1,1,19.924341109502954,0,9.902638712960048
7,7,0,0,23.93916572350539,1,15.77911425083444
5,6,0,0,18.989467865930663,0,8.315163618028516
5,7,1,0,19.369549084061944,0,8.841195559135844
6,7,0,0,23.6949040504025,1,15.740425321107873
6,3,0,1,19.87282114551989,0,9.71634986870226
3,6,0,0,17.244018942263136,0,5.9201294938757325
4,6,0,0,17.974151976348505,0,7.398627056040283
11,7,0,0,17.31367133678659,0,5.670172014909097
8,7,0,0,20.60593041735764,1,13.36364089943849
9,8,0,0,19.40254878381814,0,8.405936289037577
5,3,0,1,19.3444695975895,0,9.535809987352556
12,5,1,0,19.972980530242832,0,9.093386913506135
3,4,0,0,22.118864601871937,1,13.614339111526338
16,5,1,0,20.97232440075992,1,12.281284231911725
5,6,0,0,19.43192172764944,0,8.662502467704678
3,4,1,0,19.34127959169965,0,9.18356219602062
10,7,1,0,20.689910633738485,1,12.32125098184949
9,2,0,1,19.011163833581737,0,7.8495045550658205
12,7,1,1,21.774184359801502,1,14.0249117114304
10,7,0,1,25.28556221507219,1,15.951090316674728
8,5,1,1,18.63674882027157,0,8.830166578888395
4,5,0,0,17.31553877029254,0,6.48865227540766
8,9,1,1,22.34273181638417,1,14.379247872494211
7,5,1,0,21.91547458264408,1,15.04612497719225
5,6,1,0,18.519274352097696,0,7.70274393026138
9,9,0,0,22.52696786086473,1,15.376551156561325
11,6,1,0,20.9762969344224,1,12.03724299971484
10,6,0,1,18.436743515949395,0,7.377430135312048
9,5,1,0,19.081597019552383,0,7.713694281198565
10,5,0,0,21.33021780226756,1,13.033396728194797
4,5,0,0,22.333213702783464,1,15.585367063263714
5,5,0,0,20.0074145773488,1,12.3436813535399
8,5,0,0,20.08767303273457,1,12.21241365211776
9,5,1,0,24.42677694916157,1,16.353944074238186
4,5,0,0,18.96970546876819,0,7.7243171061184706
10,5,0,1,21.121401148873456,1,12.983209115062392
11,1,0,0,19.61845215590294,0,8.812183432551542
13,6,0,0,16.461728363939457,0,4.293235494756155
16,5,1,0,18.963833922621426,0,7.819307981121033
0,7,0,1,18.10220996364876,0,7.976353128993754
2,4,0,0,17.935334358275504,0,6.998478262810052
10,4,0,1,20.273601458285757,1,13.01094630162332
6,4,0,1,22.408501029867207,1,13.798890077750675
8,6,0,0,21.854439261878703,1,13.538583637733224
5,3,0,0,17.982764894331908,0,6.741992650884821
10,5,0,0,17.077541193434595,0,4.967688870302198
5,6,0,1,20.155685998679445,1,12.096114965752657
13,6,1,1,16.649415016514325,0,4.634945531700223
4,4,0,1,19.52090179190081,0,8.583958784272651
4,7,0,1,20.292556790225728,1,12.674587415167563
11,7,0,0,20.235083183820656,1,12.067416761144315
5,6,0,1,21.37651272717973,1,14.238904127750724
7,5,1,1,25.36906269922983,1,16.71068723671611
11,4,0,0,19.186432973864,0,7.966469402194512
5,6,0,0,18.224585844641567,0,7.050606427471137
5,5,0,0,19.42702795439245,0,8.560968955059824
7,6,0,0,20.700167339134097,1,13.734919527197654
12,5,0,0,23.01106284650743,1,14.33592551543
6,6,1,1,20.63569909178596,1,13.029077244655303
2,7,0,0,23.54024013735289,1,14.761175903274832
6,4,0,0,19.58300582210666,0,9.291544111524212
6,5,0,0,20.60842070781209,1,13.55337719083123
2,4,1,0,24.597130117321484,1,15.894430656740898
1,7,1,0,18.356994768456342,0,7.223697297598911
5,2,0,0,19.372852329370858,0,8.608938008863202
5,4,1,0,20.805847565767507,1,13.56448335847442
12,9,0,0,18.020021284456814,0,7.005973671959077
3,6,0,0,22.545742755533677,1,14.649242134350418
6,5,1,1,19.901316735364524,0,10.307310736022188
10,4,0,1,22.441945183923558,1,14.179537983457804
3,6,0,1,19.622663880594484,0,9.694365174437037
13,4,1,0,18.01874414460571,0,6.724547019801877
7,3,1,0,19.083222866240853,0,8.849004895881555
7,5,1,0,22.3926328340046,1,14.259073528324391
7,3,0,1,21.895650712734533,1,13.754618618696828
4,5,1,0,17.580894665121043,0,6.391625114201911
13,7,1,1,18.678278701877296,0,8.112968745710118
8,8,0,0,20.54514128250645,1,13.181377968544478
10,3,0,0,17.072164531839196,0,5.648719827929856
7,4,0,0,19.11479594009409,0,7.808273392604568
4,6,1,1,21.55800447997935,1,13.209830004001192
10,2,1,0,20.90084743409107,1,13.059313152015903
6,5,0,1,16.253881128374452,0,3.897959928366052
9,4,0,1,20.36541231254557,1,12.631327573090424
10,5,0,0,21.29663970475469,1,13.044492534295824
8,7,0,1,17.619614695807154,0,5.635373302560094
8,5,0,0,19.858228105370756,0,8.98643194103792
7,4,0,1,20.87329066779164,1,11.966873457022157
6,5,1,0,20.785746243540423,1,14.05802517958504
12,5,0,1,18.725297530166944,0,7.984364864340663
9,5,0,0,20.29003049544581,1,11.999182890296147
6,6,1,1,20.34713614913261,1,12.605609833282172
10,5,1,0,18.487645558962267,0,7.329921565338595
4,7,1,0,18.171283137090867,0,7.900490931912484
