unit_id,post_intervention_status,treatment_status,standardized_test_score,student_age,teacher_experience_years,school_type,gender
105,0,1,45.67715070267616,3,9,0,1
106,0,0,47.772646617104186,4,8,0,0
107,0,0,48.80408803865145,2,6,1,1
108,0,1,45.43471962607306,3,8,0,1
109,0,0,49.599062460131,2,10,1,0
110,0,1,43.042384742413496,3,5,0,1
111,0,1,45.676632198369305,3,6,1,1
112,0,0,47.20923958884966,3,6,0,1
113,0,1,45.71482423461604,0,8,1,1
114,0,1,44.5211269138316,3,2,0,0
115,0,0,44.79426003503204,4,3,0,1
116,0,1,46.25940963415781,3,8,0,1
117,0,0,48.83580124835367,3,7,1,1
118,0,1,46.4473584278025,3,6,1,0
119,0,1,46.17489636686165,3,7,0,0
120,0,1,45.81547749067349,2,9,1,1
121,0,0,46.960941654226325,6,7,0,1
122,0,1,46.62509826900563,3,6,0,1
123,0,0,48.63695382710313,2,6,1,0
124,0,0,48.41274351270399,4,9,1,1
125,0,1,45.62765247089825,2,7,0,1
126,0,1,45.27874975659867,3,5,1,1
127,0,0,46.24387032853857,2,4,1,0
128,0,1,45.63345102762996,4,6,0,1
129,0,0,47.84938541107293,4,8,0,1
130,0,1,44.84668066018664,2,5,0,1
131,0,1,47.80251314134672,1,10,0,1
132,0,1,46.94872939063959,1,7,1,1
133,0,1,46.28904409271978,2,9,1,1
134,0,1,44.97216595477252,4,8,1,1
135,0,0,47.61298850955576,2,4,0,1
136,0,1,46.342499057667546,3,7,1,0
137,0,1,44.80764250877724,3,6,0,0
138,0,1,46.58874850438247,1,6,1,1
139,0,1,43.76189890714488,5,7,1,0
140,0,0,46.167834209429365,4,4,1,0
141,0,0,48.64818310948875,1,7,1,0
142,0,0,48.46657221234224,3,6,1,0
143,0,1,47.40611573204737,1,4,1,0
144,0,1,45.78919177521884,2,7,1,0
145,0,0,48.4730149852065,2,6,1,0
146,0,1,44.87989770661442,2,8,1,1
147,0,1,45.87226179393598,1,6,0,1
148,0,0,46.90612045497462,3,11,1,1
149,0,0,47.27173692915832,1,6,1,1
150,0,1,45.79791029751273,2,7,0,0
151,0,0,47.42886000104308,2,7,1,1
152,0,0,45.75123338663444,3,4,0,1
153,0,1,45.51855047994225,2,3,1,1
154,0,0,47.96251649855616,2,4,1,0
155,0,1,45.65759990398317,2,5,1,1
156,0,0,48.634443981051774,2,5,0,0
157,0,1,46.5236681500744,3,8,1,0
158,0,1,46.37868831106128,3,7,1,0
159,0,1,45.64114309805706,2,8,1,1
160,0,1,47.18849060999654,3,4,0,1
161,0,0,48.64708787425574,3,7,0,0
162,0,1,47.12714962324372,3,8,0,1
163,0,0,46.686882406358215,2,5,1,0
164,0,0,47.18541733704842,0,6,1,1
165,0,0,49.14341853955243,3,4,0,1
166,0,0,47.51231802548962,2,6,0,0
167,0,1,45.5117091246027,3,7,0,0
168,0,1,44.12470793121505,2,10,0,0
169,0,1,45.61376242221098,2,7,1,1
170,0,0,48.31969134452601,3,8,0,0
171,0,0,47.69486044402338,3,6,0,1
172,0,0,47.604610562107645,2,5,1,1
173,0,1,45.95056485440986,3,7,1,0
174,0,1,45.46383879127166,5,8,0,1
175,0,0,45.48789268215464,1,7,0,1
176,0,1,46.79187618014101,2,8,0,0
177,0,0,47.3241816337813,3,4,1,1
178,0,1,45.56732703511689,2,6,1,1
179,0,0,47.05802343006117,5,8,0,0
180,0,0,46.558436921668495,1,9,1,1
181,0,1,44.54453459229583,2,4,1,0
182,0,0,48.67093312806929,2,8,1,1
183,0,1,45.23731151676236,1,8,0,1
184,0,1,45.85002869018936,2,7,0,0
185,0,1,45.13149651748451,3,8,1,1
186,0,1,44.5701368369801,1,3,1,1
187,0,0,48.88896732819415,2,5,0,1
188,0,1,45.58955997470972,2,6,0,0
189,0,1,43.55185028291071,3,8,0,1
190,0,0,46.040927511019255,2,5,1,1
191,0,1,47.36664695529275,1,6,1,0
192,0,1,44.43438396792252,2,5,0,1
193,0,0,47.96356906920444,2,6,1,1
194,0,1,45.14026178498644,1,4,0,1
195,0,1,45.17656444276098,2,3,0,0
196,0,1,44.877845289938406,4,7,0,0
197,0,1,44.13785004606437,3,5,1,1
198,0,0,48.3277238202688,3,8,1,1
199,0,1,45.39384729787941,2,9,1,1
200,0,0,46.48655493293544,2,4,1,1
201,0,1,43.8226576582902,3,5,1,1
202,0,1,44.74957226919647,2,7,0,1
203,0,0,47.90913917906649,3,9,0,0
204,0,0,48.032015425117535,3,10,1,1
205,0,1,44.75924675662309,3,5,1,1
206,0,1,47.81519221252567,3,7,1,1
207,0,1,46.62246670266109,4,4,1,0
208,0,0,46.64905980464751,3,8,1,1
209,0,1,47.91277441836891,1,6,0,1
210,0,1,43.52517251029809,3,4,1,1
211,0,0,44.632403199334405,3,9,1,1
212,0,0,47.12780421137732,2,5,1,0
213,0,1,46.79979879277184,3,6,1,1
214,0,0,48.210202258371936,2,9,0,0
215,0,0,48.058096067819335,3,6,0,1
216,0,1,44.4385744725959,2,6,0,1
217,0,0,47.65372085026691,3,6,0,1
218,0,0,46.51736814620565,3,6,1,1
219,0,1,45.46178977786895,4,5,1,0
220,0,1,45.386783809533895,2,7,0,0
221,0,1,46.62204442789345,3,7,1,0
222,0,0,47.65294072097667,2,8,1,0
223,0,1,44.78206036041573,2,8,0,1
224,0,0,48.20996601823272,2,7,1,0
225,0,0,48.60879989115529,3,9,0,0
226,0,1,46.66843946076796,2,8,0,1
227,0,1,46.82181854562499,2,7,1,1
228,0,0,46.799332955904816,3,6,1,1
229,0,0,47.59948447082373,2,9,1,1
230,0,1,45.38219342958498,1,7,1,1
231,0,1,46.747209550229215,1,6,1,1
232,0,0,47.93705133629574,3,5,0,0
233,0,1,46.24137694871836,2,8,0,0
234,0,1,46.298851641353565,2,5,0,0
235,0,0,49.03910727533821,4,7,0,0
236,0,1,44.56586083251877,3,7,1,0
237,0,1,43.76961748889196,1,6,0,1
238,0,0,49.32294525181286,2,7,1,1
239,0,1,44.6217735784309,3,3,1,0
240,0,1,46.59178989215148,3,8,1,1
241,0,1,46.02650233067572,4,7,0,1
242,0,1,47.33487092575198,3,10,1,0
243,0,0,47.098285809452825,4,6,0,1
244,0,0,49.10862445351688,2,8,1,0
245,0,0,47.89743101863461,2,3,1,0
246,0,0,48.32959218982541,3,7,0,1
247,0,0,46.96374910662606,5,5,0,1
248,0,1,45.01769209978967,2,8,1,1
249,0,0,46.62854080219412,2,5,0,1
250,0,0,47.955369277431984,3,9,1,0
251,0,0,47.25028365793133,2,7,0,1
252,0,0,47.500019514348416,2,6,1,1
253,0,0,47.93328955318157,3,10,1,1
254,0,1,46.11779734874534,4,5,0,0
255,0,1,46.64660775773792,3,5,1,1
256,0,1,45.46891339689658,2,8,1,1
257,0,1,46.225368889695936,3,10,1,1
258,0,1,44.50917304339229,3,9,1,0
259,0,0,48.98065588679951,1,5,1,1
260,0,1,45.10348231132247,1,6,1,1
261,0,0,47.55606434629519,3,7,1,1
262,0,1,43.32414800306637,4,6,1,1
263,0,0,48.9217997786813,5,5,1,0
264,0,1,45.738489237572246,3,7,1,1
265,0,0,47.93626009504481,3,7,1,1
266,0,1,47.48322674529493,0,8,0,1
267,0,1,46.00084790935692,2,8,1,1
268,0,1,45.78735082817104,1,7,0,1
269,0,0,47.78418522806187,0,8,1,1
270,0,1,46.36724597166783,2,8,0,1
271,0,1,44.39674430540651,2,7,1,1
272,0,1,47.42371580143453,2,10,1,0
273,0,0,48.02165529822712,2,8,0,1
274,0,1,46.68337110864175,2,7,0,0
275,0,1,44.284065223041566,1,2,1,1
276,0,1,47.980282169784005,2,8,0,0
277,0,0,48.95533944039264,3,10,1,1
278,0,1,42.99139744789149,3,3,0,0
279,0,1,44.34948487198446,3,4,1,0
280,0,1,46.10823284480875,2,9,0,1
281,0,1,46.021249883187856,3,9,0,1
282,0,0,48.393407103723135,5,11,1,0
283,0,0,46.72375671059381,1,4,1,1
284,0,1,44.85623917971401,3,5,1,1
285,0,0,46.69991962062375,3,6,1,0
286,0,0,48.38288097478298,3,7,1,1
287,0,1,45.542679827363685,3,5,1,1
288,0,0,49.41691853557394,2,4,1,1
289,0,0,48.84556217591995,3,7,1,0
290,0,0,48.6856828593013,3,6,0,1
291,0,0,50.85162080847719,1,7,1,1
292,0,1,44.71863749426516,3,5,1,0
293,0,1,44.808926116317565,2,5,1,1
294,0,1,46.17975235150044,2,6,0,1
295,0,0,49.13511464020447,3,9,1,0
296,0,1,46.07198063122401,2,6,0,1
297,0,1,45.01621113894308,1,7,0,1
298,0,1,47.941583360637104,1,9,1,0
299,0,0,48.282819724003375,3,6,1,1
300,0,1,47.409584499250585,2,9,1,0
301,0,0,48.46118104754834,3,6,1,1
302,0,1,44.18253332987717,2,5,1,0
303,0,0,47.19181265745507,4,5,0,0
304,0,0,45.49126853693097,2,3,0,0
305,0,1,46.4423295492109,2,9,0,1
306,0,1,46.66721989473882,3,5,1,0
307,0,1,46.9198876009023,2,5,1,1
308,0,1,47.31612071883649,2,5,0,0
309,0,0,45.75538423610918,2,6,0,1
310,0,0,48.70898477337896,5,7,1,0
311,0,0,49.571497501214,1,8,1,1
312,0,1,44.86063556670581,3,5,1,0
313,0,0,49.87132616011594,1,10,1,1
314,0,0,45.71522874772315,4,7,0,1
315,0,0,49.10325580312539,2,7,0,1
316,0,1,45.09873952039097,2,9,1,1
317,0,0,47.92334405744031,3,7,0,1
318,0,1,48.09559778711272,2,7,0,1
319,0,1,43.59640410317356,2,5,0,1
320,0,0,47.916455855231945,2,6,0,1
321,0,0,47.074404310431774,2,8,0,1
322,0,1,43.44717188086256,3,5,1,0
323,0,1,46.49266786876818,1,7,1,0
324,0,0,47.57767770858224,2,8,0,0
325,0,1,44.15620806482477,3,4,1,1
326,0,0,48.08031694349082,4,7,1,1
327,0,1,47.40830979068394,2,6,1,0
328,0,1,46.114202281040654,4,4,0,1
329,0,0,47.53639405272045,3,7,1,1
330,0,0,46.28222892380915,1,7,0,1
331,0,1,45.590905548428495,1,10,0,0
332,0,1,45.692154005832464,1,8,1,1
333,0,1,45.68029456114983,4,6,1,1
334,0,0,48.07232390638434,3,7,0,1
335,0,1,45.996787992664046,1,6,0,1
336,0,0,47.22769015951827,2,8,0,1
337,0,1,46.08794512346001,1,5,1,1
338,0,1,47.27603505092096,3,7,1,1
339,0,1,45.61497693807572,2,10,1,1
340,0,0,48.07258366546132,2,5,0,1
341,0,1,46.77727397577002,1,9,1,0
342,0,0,46.49702777868267,2,4,1,0
343,0,0,47.85827029109003,2,8,0,1
344,0,0,46.16723040658379,2,6,1,1
345,0,1,43.16506922196232,4,5,1,0
346,0,1,46.09439805858708,3,7,0,1
347,0,1,45.35077710040615,2,6,1,0
348,0,1,46.15427101129644,3,9,1,0
349,0,0,48.40201578160809,3,6,1,1
350,0,0,46.99612553359729,4,8,1,0
351,0,1,46.402792056703504,3,6,0,0
352,0,0,49.2325513788212,3,7,0,0
353,0,1,44.53031327580753,3,7,0,1
354,0,0,48.72502503765048,3,6,1,0
355,0,0,46.90151141214417,3,7,0,0
356,0,0,46.57834481999573,3,8,1,0
357,0,0,49.20988307757222,2,7,0,1
358,0,0,47.272051200146805,2,6,0,1
359,0,1,48.0469493168931,2,7,0,0
360,0,1,45.82313567114048,2,4,0,1
361,0,1,46.84838205660062,0,6,1,0
362,0,1,47.66386986928402,1,7,0,0
363,0,1,45.72485697999193,3,7,1,1
364,0,1,44.93160134449593,4,6,1,0
365,0,0,47.98585898570496,2,6,1,1
366,0,0,48.77966105819424,2,10,1,1
367,0,1,47.20956322925758,3,7,1,0
368,0,1,46.11780572066297,2,8,1,0
369,0,0,48.97101665884444,2,8,1,1
370,0,0,47.48725817180392,3,7,0,1
371,0,1,45.31891977558705,4,7,1,1
372,0,1,44.7654883471149,2,10,1,0
373,0,1,45.2000012764266,1,2,1,1
374,0,0,47.72027119296373,1,7,1,1
375,0,1,45.35775503935475,2,4,1,1
376,0,0,48.41067319520543,3,9,0,1
377,0,1,44.7267938323571,2,6,1,1
378,0,0,49.04060723958513,3,9,0,0
379,0,0,46.78727305663521,2,8,1,1
380,0,0,49.21773193855553,2,7,0,1
381,0,1,46.19441540241897,2,6,0,0
382,0,1,46.77709383201146,3,6,0,1
383,0,1,47.94989306590402,3,6,1,1
384,0,0,47.49510098781701,2,6,0,1
385,0,1,45.70007924404457,3,7,1,0
386,0,1,46.09258385848177,2,5,1,0
387,0,1,46.985470165672645,2,8,0,0
388,0,1,46.025285110837984,2,6,1,1
389,0,1,47.21912967917363,5,5,1,0
390,0,1,45.33146092512076,3,8,0,0
391,0,1,45.60309889978079,2,7,1,1
392,0,1,45.60708028393849,2,6,0,0
393,0,1,44.17852743483739,3,8,1,1
394,0,1,46.24342791258226,0,6,0,1
395,0,1,44.28848036521921,2,4,0,0
396,0,1,46.10417057475036,3,5,1,0
397,0,1,46.48855778455862,3,10,0,0
398,0,1,47.43043302145361,3,8,0,0
399,0,1,44.20358846159256,4,6,0,0
400,0,1,47.49970795085412,3,7,1,0
401,0,1,44.09948259645483,2,7,1,1
402,0,1,45.69564003213501,4,5,0,1
403,0,1,44.0985529120569,2,7,1,1
404,0,1,47.14964423531131,3,6,1,1
405,0,1,48.23802496147937,3,6,1,0
406,0,0,48.83698413947035,4,9,0,1
407,0,1,46.585933898539366,3,6,1,0
408,0,1,46.92326033138718,2,7,1,1
409,0,0,46.63103576338988,3,10,1,1
410,0,1,45.36928578872973,3,5,1,1
411,0,1,43.96175495594599,3,3,1,1
412,0,1,42.071056986096416,3,4,1,1
413,0,0,45.95551863123921,2,7,1,0
414,0,1,44.65977992554631,3,7,0,1
415,0,1,45.82130441686324,3,6,0,1
416,0,0,48.64224150109561,2,9,1,1
417,0,1,46.76519627625099,2,6,1,0
418,0,1,45.447451645504806,3,7,1,1
419,0,0,48.49066241002569,2,4,1,1
420,0,1,45.74012543386879,3,8,0,0
421,0,1,46.34516056704509,3,8,0,0
422,0,1,45.43004435153678,4,7,1,1
423,0,0,48.24540924619134,4,5,0,1
424,0,1,48.114126077220654,2,6,1,0
425,0,1,45.43542612294623,3,7,1,0
426,0,0,47.18729246171546,2,8,0,0
427,0,1,47.00086274259223,2,11,1,1
428,0,0,45.15845642386719,2,3,1,1
429,0,1,44.90493164455054,1,6,1,1
430,0,0,48.29797352235264,3,5,1,1
431,0,0,49.17547941592269,2,6,0,1
432,0,1,46.0826316780876,0,3,0,1
433,0,1,46.36421957539836,4,5,1,1
434,0,0,48.27369800115299,1,8,1,1
435,0,0,49.50050923053866,3,7,1,0
436,0,1,44.84011221313045,3,8,0,1
437,0,1,44.626063568501344,1,6,0,0
438,0,1,47.49850486428652,1,7,0,1
439,0,0,46.3842293897434,2,5,0,0
440,0,1,49.30912626940349,3,10,1,1
441,0,1,46.84736796136085,4,5,0,0
442,0,0,46.58749749217207,1,8,0,0
443,0,1,45.782410265212974,1,4,1,1
444,0,1,46.69396454597785,2,6,1,0
445,0,1,45.72487867088315,0,6,0,1
446,0,1,46.14931829629182,1,4,1,1
447,0,1,46.40681435629632,2,5,1,1
448,0,0,47.37715138689781,3,6,1,1
449,0,1,45.69616792445613,1,7,1,1
450,0,0,47.99963038265529,2,5,0,0
451,0,1,46.4765920936506,4,6,1,1
452,0,1,45.01169623670515,3,5,0,1
453,0,1,45.75756565062615,3,7,1,1
454,0,1,47.11407610795624,1,6,0,0
455,0,0,47.22260566011555,2,7,1,1
456,0,1,45.51176208832585,4,9,0,1
457,0,1,45.5838945942739,1,9,0,1
458,0,1,45.6991993729655,2,6,1,1
459,0,1,43.01356031475215,1,5,0,1
460,0,1,44.201610495340695,5,8,1,1
461,0,1,45.67225331599022,1,6,1,0
462,0,1,46.02530547888231,2,9,1,1
463,0,0,48.39931871330218,0,4,1,0
464,0,1,46.36583471148335,3,8,1,1
465,0,1,46.68608200646639,3,11,0,1
466,0,1,47.415333655944174,1,5,0,0
467,0,1,45.87464788956308,1,4,1,1
468,0,1,46.477550156934655,2,8,1,1
469,0,1,47.69915247159731,3,9,0,0
470,0,0,49.79849226820012,2,6,0,0
471,0,1,46.953521564145774,2,7,1,1
472,0,0,48.06399869251114,4,10,0,1
473,0,1,45.6463613408234,1,9,1,1
474,0,0,47.83172413441387,3,6,1,0
475,0,0,47.46398739525758,3,5,0,0
476,0,1,45.9964619147962,4,6,1,0
477,0,1,45.55216696900691,4,6,1,1
478,0,1,44.610542951775706,1,7,1,1
479,0,0,47.36651597432112,1,8,1,0
480,0,1,45.33783866752912,3,4,1,1
481,0,0,46.989723686856095,3,7,0,1
482,0,1,44.78890924360587,1,8,0,1
483,0,0,48.19727659457293,0,6,0,0
484,0,0,47.52166968599858,2,4,1,1
485,0,0,48.00497726896937,1,7,0,0
486,0,0,48.61335081487661,2,5,1,1
487,0,0,45.47733681488387,4,3,1,1
488,0,1,48.13788986161621,1,9,1,1
489,0,1,45.89760567943229,1,6,1,1
490,0,1,46.42903586516174,2,8,1,0
491,0,1,46.325716603431104,5,5,1,0
492,0,1,44.80433446615946,3,8,0,1
493,0,1,44.25437325332904,3,9,1,0
494,0,0,47.158077354283535,3,2,0,0
495,0,1,43.72497895520957,3,6,1,1
496,0,0,46.73749295773965,4,8,0,0
497,0,1,45.36042521491966,3,8,1,1
498,0,1,47.012357688177474,1,7,1,0
499,0,0,48.088909604657005,3,6,0,1
500,0,0,46.38185108614984,3,5,1,0
501,0,1,47.077210285195854,3,7,0,0
502,0,0,45.48010026350206,4,3,1,1
503,0,1,45.36606596156781,0,6,1,0
504,0,0,46.99273589007623,4,4,1,1
505,0,0,47.40989604269434,3,10,1,1
506,0,0,47.9632145626877,3,6,1,1
507,0,0,48.18696816607786,1,6,1,0
508,0,1,47.59150786322088,0,5,1,1
509,0,0,48.5406479002123,3,9,1,1
510,0,1,43.9639970718429,3,5,1,1
511,0,0,48.31466110380383,2,5,0,1
512,0,0,48.25913662025855,2,6,1,0
513,0,0,46.910366828996864,4,4,1,1
514,0,1,44.92127587691931,4,5,1,1
515,0,0,48.98310642111404,0,9,1,1
516,0,1,45.9991599233695,4,2,1,0
517,0,0,47.71349101618068,3,8,1,1
518,0,0,47.95542907505646,2,4,0,0
519,0,1,45.32277145647581,3,10,0,1
520,0,1,46.20007131815176,3,5,1,1
521,0,0,49.01634051517688,3,8,0,0
522,0,1,47.226573734494565,3,10,1,1
523,0,0,47.452828543274464,4,9,0,1
524,0,0,48.2869248583655,3,8,0,0
525,0,0,49.37363421877104,2,2,0,1
526,0,0,47.75016295413844,3,4,1,1
527,0,1,44.71442681634653,2,6,1,1
528,0,0,48.572130650388814,2,8,0,0
529,0,0,47.86568801580912,3,7,0,0
530,0,0,48.2592400102996,2,6,0,1
531,0,0,48.54543744441303,2,6,0,0
532,0,1,45.05940094525293,5,3,1,0
533,0,0,45.8225577916148,4,6,1,0
534,0,1,44.47842641721267,2,6,1,1
535,0,0,46.39637535747472,5,6,1,0
536,0,0,47.22829670226115,3,5,1,1
537,0,0,48.28055049380228,1,6,1,1
538,0,1,45.004012786273606,2,5,0,1
539,0,1,46.04299837642612,2,11,0,0
540,0,1,46.46745113352381,2,7,1,1
541,0,1,46.47122799345696,1,8,1,1
542,0,0,47.37322614214015,4,6,1,1
543,0,1,45.88687534112808,3,4,1,1
544,0,1,44.87926146543114,3,8,0,1
545,0,1,45.720362890141615,2,3,1,0
546,0,0,48.762203148940245,3,5,0,0
547,0,0,49.05693898910839,4,8,0,0
548,0,1,45.31335253611301,4,7,1,1
549,0,0,47.750979715529965,2,3,1,1
550,0,0,48.5583556444619,4,6,1,0
551,0,0,48.07416531439916,4,8,0,1
552,0,1,46.819564896232215,1,9,0,1
553,0,0,47.09113084850958,2,6,1,1
554,0,0,46.06239460219494,3,5,1,1
555,0,1,45.61887817428012,2,6,1,1
556,0,0,48.272899593804965,1,6,0,0
557,0,0,47.77335088178807,2,7,1,1
558,0,1,44.90009926733999,3,6,0,0
559,0,1,48.19987101430238,0,6,0,0
560,0,0,47.11736754003444,3,4,1,1
561,0,1,45.39026323397625,4,5,1,0
562,0,0,46.92839410854364,3,2,0,0
563,0,1,46.470854900775855,2,7,0,1
564,0,1,45.34334262948385,3,7,1,1
565,0,0,47.39086121141635,3,4,0,0
566,0,1,45.50197304624808,2,8,1,1
567,0,1,46.76859915705984,3,8,1,0
568,0,0,47.08594549525577,1,3,0,1
569,0,1,46.23428897369014,3,7,0,0
570,0,0,47.13433182948391,3,7,1,0
571,0,1,43.83444991449349,2,6,1,1
572,0,0,47.36400889173699,3,4,1,0
573,0,1,45.9590431612256,3,6,0,0
574,0,1,44.98247476395273,1,2,0,0
575,0,0,47.50804995245951,2,8,1,1
576,0,1,45.283451636096856,2,8,1,1
577,0,0,47.77398087186965,2,8,1,1
578,0,0,47.84969437546781,2,4,1,0
579,0,1,45.41902558049893,2,5,0,1
580,0,1,46.55701993411361,3,4,0,1
581,0,0,47.76588091820134,3,3,0,1
582,0,1,46.745873639055695,3,10,0,0
583,0,1,44.36249292923847,2,5,1,0
584,0,1,45.48483565467534,3,9,1,1
585,0,1,47.498265637307846,1,11,1,1
586,0,0,46.80610256396052,2,6,0,0
587,0,1,44.71442834926563,2,6,0,0
588,0,0,48.56406258647784,1,8,0,0
589,0,0,47.67615559008006,3,4,0,0
590,0,1,45.7778166696363,4,7,0,1
591,0,1,45.44066330434583,4,7,0,1
592,0,1,44.81557250937963,2,5,0,1
593,0,1,43.62468690072176,1,3,1,1
594,0,1,44.499816099251206,3,4,0,1
595,0,0,46.7709574181247,2,6,0,0
596,0,0,47.13845214497351,2,5,0,0
597,0,0,48.07400286143693,3,5,1,1
598,0,1,44.06811179744319,1,6,1,0
599,0,1,46.63429862131076,3,8,1,1
600,0,1,45.83613667736238,2,7,1,1
601,0,0,47.78396013764672,4,5,1,1
602,0,1,45.11983305215078,2,4,0,1
603,0,1,45.57019271741613,2,7,0,0
604,0,0,47.38789427741344,2,9,1,1
605,0,1,43.7556405786305,2,4,0,1
606,0,0,49.2163879760841,1,7,1,1
607,0,1,46.89365453037488,2,8,1,1
608,0,0,46.94485441383904,2,4,1,0
609,0,0,47.40171827376704,1,6,1,0
610,0,1,47.49602438930339,4,9,0,0
611,0,1,47.27483978199075,1,9,0,1
612,0,1,45.72362218072011,3,3,1,0
613,0,1,47.29870731436726,2,7,1,1
614,0,0,49.579094870975474,1,8,1,0
615,0,1,45.757825992644825,4,8,1,0
616,0,1,46.07950972226715,4,7,0,0
617,0,1,45.40425694200133,3,8,0,1
618,0,0,47.31947225773504,3,8,0,0
619,0,1,46.30749731698925,4,5,1,1
620,0,0,47.470911512499846,2,7,1,1
621,0,1,44.04625610310078,3,8,0,0
622,0,0,48.70146611644119,2,6,1,0
623,0,0,47.7897806121734,2,6,1,0
624,0,1,45.0828066445244,3,5,1,0
625,0,0,47.89244877906279,3,10,1,0
626,0,1,44.734835934049954,4,5,1,1
627,0,1,46.25304245607095,3,8,0,1
628,0,0,47.32015333513151,4,7,1,1
629,0,0,48.09330667172392,3,5,1,0
630,0,1,45.68887052365277,2,5,1,1
631,0,1,44.64184503905182,3,7,1,1
