employee_id,observation_year,job_training,current_income,education_years,previous_income,gender,union_membership
24,5,1,65.32960527165459,5,7,1,0
24,6,1,62.70587450676328,5,7,1,0
24,7,1,64.04585709534398,5,7,1,0
24,8,1,63.66738649293037,5,7,1,0
24,9,1,63.296978484490246,5,7,1,0
25,0,0,56.78648838589093,1,8,0,1
25,1,0,55.51457588046132,1,8,0,1
25,2,0,53.83804284788788,1,8,0,1
25,3,0,57.305357680803446,1,8,0,1
25,4,0,54.90984821992642,1,8,0,1
25,5,0,54.71694570661311,1,8,0,1
25,6,0,57.16471276698145,1,8,0,1
25,7,0,57.269986757810365,1,8,0,1
25,8,0,55.88728507340017,1,8,0,1
25,9,0,56.8982458037484,1,8,0,1
26,0,0,59.96773367495313,0,7,1,1
26,1,0,59.00129222298204,0,7,1,1
26,2,0,55.36873972243889,0,7,1,1
26,3,0,60.28219392569903,0,7,1,1
26,4,0,60.53521483049812,0,7,1,1
26,5,0,56.51287300011783,0,7,1,1
26,6,0,58.33542409507005,0,7,1,1
26,7,0,62.06354719497948,0,7,1,1
26,8,0,57.564735946827405,0,7,1,1
26,9,0,57.84932423276073,0,7,1,1
27,0,0,58.45451223826515,2,8,1,1
27,1,0,58.37700018277158,2,8,1,1
27,2,0,56.98684213230607,2,8,1,1
27,3,0,58.049785590885016,2,8,1,1
27,4,0,58.42033299188835,2,8,1,1
27,5,0,58.994562498634224,2,8,1,1
27,6,0,60.051341143265056,2,8,1,1
27,7,0,59.8641093582291,2,8,1,1
27,8,0,58.14688480635099,2,8,1,1
27,9,0,58.961546086913394,2,8,1,1
28,0,0,59.575716275651416,4,6,1,0
28,1,0,59.05995960626878,4,6,1,0
28,2,0,56.08823850514613,4,6,1,0
28,3,0,59.740947579338126,4,6,1,0
28,4,0,59.717076608154194,4,6,1,0
28,5,0,57.32688737543968,4,6,1,0
28,6,0,59.66828101584862,4,6,1,0
28,7,0,60.0152108251194,4,6,1,0
28,8,0,60.206238293106445,4,6,1,0
28,9,0,58.708853390871816,4,6,1,0
29,0,0,57.78696344220101,6,9,1,1
29,1,0,59.05064326883199,6,9,1,1
29,2,0,53.968073260729696,6,9,1,1
29,3,0,59.57723916836336,6,9,1,1
29,4,0,58.187854643937605,6,9,1,1
29,5,1,63.85999435121082,6,9,1,1
29,6,1,62.020469940233006,6,9,1,1
29,7,1,65.92178219152835,6,9,1,1
29,8,1,64.26194925977295,6,9,1,1
29,9,1,63.20155224240952,6,9,1,1
30,0,0,59.93048368523008,4,11,0,0
30,1,0,60.05726831764072,4,11,0,0
30,2,0,54.60117522457479,4,11,0,0
30,3,0,58.05610571962463,4,11,0,0
30,4,0,56.04515205442247,4,11,0,0
30,5,0,57.38048899579186,4,11,0,0
30,6,1,65.18066696983352,4,11,0,0
30,7,1,65.21115478850744,4,11,0,0
30,8,1,62.30992084572652,4,11,0,0
30,9,1,64.91443662083495,4,11,0,0
31,0,0,53.71933318836084,7,9,1,0
31,1,0,55.87094748784538,7,9,1,0
31,2,0,53.47038977120911,7,9,1,0
31,3,0,55.987253589445054,7,9,1,0
31,4,0,54.64834653258968,7,9,1,0
31,5,0,55.49934939307799,7,9,1,0
31,6,0,52.81563703657229,7,9,1,0
31,7,0,57.26637033141786,7,9,1,0
31,8,0,57.04023886898878,7,9,1,0
31,9,0,55.1588720109406,7,9,1,0
32,0,0,59.00179529502206,5,9,0,1
32,1,0,60.6152930107738,5,9,0,1
32,2,0,57.29613239819945,5,9,0,1
32,3,0,57.83833918585961,5,9,0,1
32,4,0,57.79389195714144,5,9,0,1
32,5,0,56.42932992997876,5,9,0,1
32,6,0,58.698357095792346,5,9,0,1
32,7,0,59.484294749222016,5,9,0,1
32,8,0,56.794300462316826,5,9,0,1
32,9,0,58.96476623562165,5,9,0,1
33,0,0,56.9065790127789,-1,10,0,1
33,1,0,60.80544998609356,-1,10,0,1
33,2,0,55.94610918161774,-1,10,0,1
33,3,1,64.45251006643177,-1,10,0,1
33,4,1,62.9054926033838,-1,10,0,1
33,5,1,62.50010830310759,-1,10,0,1
33,6,1,62.69005455292843,-1,10,0,1
33,7,1,66.27163681054459,-1,10,0,1
33,8,1,63.38998506876545,-1,10,0,1
33,9,1,62.75905443464304,-1,10,0,1
34,0,0,57.535821303843065,3,13,1,0
34,1,0,58.86157611276932,3,13,1,0
34,2,0,54.76776451507633,3,13,1,0
34,3,0,59.58044243385652,3,13,1,0
34,4,0,58.96626106056426,3,13,1,0
34,5,0,57.342476717927056,3,13,1,0
34,6,0,56.0625879133892,3,13,1,0
34,7,0,58.43636918489373,3,13,1,0
34,8,0,57.05783527008582,3,13,1,0
34,9,0,60.90215670598471,3,13,1,0
35,0,0,55.67927088550506,2,5,1,1
35,1,0,59.366654858122445,2,5,1,1
35,2,0,54.9284776626008,2,5,1,1
35,3,0,60.02771206747872,2,5,1,1
35,4,0,58.12066107667626,2,5,1,1
35,5,0,57.35026514635111,2,5,1,1
35,6,0,57.97502675421509,2,5,1,1
35,7,0,59.22180372041696,2,5,1,1
35,8,0,58.832814035151934,2,5,1,1
35,9,0,58.5090632175706,2,5,1,1
36,0,0,56.93961898808456,4,6,1,1
36,1,0,59.50518752109961,4,6,1,1
36,2,0,54.62016164320468,4,6,1,1
36,3,0,59.41679124201974,4,6,1,1
36,4,0,57.02747941365811,4,6,1,1
36,5,0,58.95143220100023,4,6,1,1
36,6,0,57.09833427997767,4,6,1,1
36,7,0,59.83527211326035,4,6,1,1
36,8,0,57.84307986328157,4,6,1,1
36,9,0,59.21957567555147,4,6,1,1
37,0,0,58.491054392105326,1,3,0,1
37,1,0,59.98752983097652,1,3,0,1
37,2,0,58.43436395415748,1,3,0,1
37,3,0,60.278496328507856,1,3,0,1
37,4,0,59.613585741492834,1,3,0,1
37,5,0,59.243926218815695,1,3,0,1
37,6,0,57.93457942694568,1,3,0,1
37,7,0,56.96702980767538,1,3,0,1
37,8,0,58.61412470053908,1,3,0,1
37,9,0,58.30080571283915,1,3,0,1
38,0,0,56.20766670803452,2,4,0,1
38,1,0,57.098758169162615,2,4,0,1
38,2,0,55.48076547688213,2,4,0,1
38,3,0,57.66940958539236,2,4,0,1
38,4,0,58.99820585323833,2,4,0,1
38,5,0,57.17702561339242,2,4,0,1
38,6,0,58.23145176084791,2,4,0,1
38,7,0,58.26623625148288,2,4,0,1
38,8,0,57.13824746249519,2,4,0,1
38,9,0,55.63884227833477,2,4,0,1
39,0,0,57.4346633319145,4,8,0,0
39,1,0,57.58675919878706,4,8,0,0
39,2,0,54.66177316952625,4,8,0,0
39,3,0,59.28634152249647,4,8,0,0
39,4,0,56.64737759362508,4,8,0,0
39,5,0,57.18107251118985,4,8,0,0
39,6,0,58.16984600130191,4,8,0,0
39,7,0,56.78577917834649,4,8,0,0
39,8,0,59.18026545078899,4,8,0,0
39,9,0,57.63404799443772,4,8,0,0
40,0,0,60.47043797116299,2,6,0,1
40,1,0,61.63735351367927,2,6,0,1
40,2,0,57.195383180946,2,6,0,1
40,3,0,61.60710867483952,2,6,0,1
40,4,0,60.91747336141156,2,6,0,1
40,5,0,57.830495635247296,2,6,0,1
40,6,0,60.74107673630213,2,6,0,1
40,7,1,66.82663970449613,2,6,0,1
40,8,1,65.80776049398891,2,6,0,1
40,9,1,67.14875722293087,2,6,0,1
41,0,0,57.11337414540971,3,5,1,0
41,1,0,59.522660325067854,3,5,1,0
41,2,0,58.20737333565297,3,5,1,0
41,3,0,62.17737427448407,3,5,1,0
41,4,0,57.44478830510527,3,5,1,0
41,5,0,57.79219399227068,3,5,1,0
41,6,0,60.62626885760157,3,5,1,0
41,7,0,60.77996376890454,3,5,1,0
41,8,0,59.55804785135637,3,5,1,0
41,9,0,59.523647905282616,3,5,1,0
42,0,0,58.66262079976359,5,7,0,1
42,1,0,60.0244008882151,5,7,0,1
42,2,0,57.11554099285566,5,7,0,1
42,3,0,59.88885482760155,5,7,0,1
42,4,0,57.53394494466525,5,7,0,1
42,5,0,57.37730694013806,5,7,0,1
42,6,0,59.64985990590381,5,7,0,1
42,7,0,62.44950151881088,5,7,0,1
42,8,0,59.21460527721213,5,7,0,1
42,9,1,66.60884536842252,5,7,0,1
43,0,0,58.91441240596016,2,12,0,1
43,1,0,58.11172997148336,2,12,0,1
43,2,0,56.19215474061611,2,12,0,1
43,3,0,58.55043340525723,2,12,0,1
43,4,0,59.732740698706735,2,12,0,1
43,5,1,64.6265762558069,2,12,0,1
43,6,1,65.84104332608433,2,12,0,1
43,7,1,65.74421311177746,2,12,0,1
43,8,1,66.17137838164825,2,12,0,1
43,9,1,64.93631807974315,2,12,0,1
44,0,0,60.00233805494005,1,10,0,1
44,1,1,67.05692116361014,1,10,0,1
44,2,1,62.84258398856596,1,10,0,1
44,3,1,65.78960935667232,1,10,0,1
44,4,1,64.86255900188557,1,10,0,1
44,5,1,64.58674299884395,1,10,0,1
44,6,1,66.21235273451491,1,10,0,1
44,7,1,67.05092673308428,1,10,0,1
44,8,1,66.66154485127888,1,10,0,1
44,9,1,64.78306535024569,1,10,0,1
45,0,0,56.4774650867345,4,6,1,1
45,1,0,58.72843170003539,4,6,1,1
45,2,0,54.27025944491143,4,6,1,1
45,3,0,58.36721569221927,4,6,1,1
45,4,0,58.56494970123728,4,6,1,1
45,5,0,57.9208296672111,4,6,1,1
45,6,0,59.20908062836018,4,6,1,1
45,7,0,58.63224053859212,4,6,1,1
45,8,0,58.11872763263915,4,6,1,1
45,9,0,57.14308211764471,4,6,1,1
46,0,0,57.25093738392275,3,13,1,0
46,1,0,58.073128654338085,3,13,1,0
46,2,0,54.24013450910678,3,13,1,0
46,3,0,59.67091261724492,3,13,1,0
46,4,0,56.83105739073632,3,13,1,0
46,5,1,62.50105916145336,3,13,1,0
46,6,1,65.39176694518139,3,13,1,0
46,7,1,65.26672622581904,3,13,1,0
46,8,1,63.31507485933748,3,13,1,0
46,9,1,65.60166183230511,3,13,1,0
47,0,0,59.97101828364425,5,11,0,1
47,1,0,60.15981848666317,5,11,0,1
47,2,0,58.75063982536347,5,11,0,1
47,3,0,61.50183914823073,5,11,0,1
47,4,0,62.89001466370927,5,11,0,1
47,5,0,60.79780726659408,5,11,0,1
47,6,0,61.38836283500443,5,11,0,1
47,7,1,67.7342502411827,5,11,0,1
47,8,1,68.5818629028144,5,11,0,1
47,9,1,66.7756853935722,5,11,0,1
48,0,0,59.70224405833186,2,9,1,0
48,1,0,60.41953628219422,2,9,1,0
48,2,0,59.22477399730051,2,9,1,0
48,3,0,62.41935955063733,2,9,1,0
48,4,0,59.89987957025725,2,9,1,0
48,5,0,58.9744706251848,2,9,1,0
48,6,0,60.3899560314818,2,9,1,0
48,7,0,61.89591857053637,2,9,1,0
48,8,0,60.275198838422746,2,9,1,0
48,9,0,60.30150551006684,2,9,1,0
49,0,0,60.02276976177709,4,8,1,0
49,1,0,60.6502929312127,4,8,1,0
49,2,0,56.34046852538633,4,8,1,0
49,3,0,61.3944596980586,4,8,1,0
49,4,0,61.424130673265,4,8,1,0
49,5,0,58.89741505333036,4,8,1,0
49,6,0,62.67583548898368,4,8,1,0
49,7,0,61.94103938588273,4,8,1,0
49,8,1,64.06356586429193,4,8,1,0
49,9,1,69.49293895803893,4,8,1,0
50,0,0,56.77962656765867,4,9,1,0
50,1,0,56.53615959825091,4,9,1,0
50,2,0,53.75818176041907,4,9,1,0
50,3,0,58.01825973455383,4,9,1,0
50,4,0,59.126686961900376,4,9,1,0
50,5,0,56.22348859194626,4,9,1,0
50,6,0,57.1312402028836,4,9,1,0
50,7,0,57.11129108654619,4,9,1,0
50,8,0,55.98618665423605,4,9,1,0
50,9,0,57.459105668090906,4,9,1,0
51,0,0,56.935287379768425,6,7,1,0
51,1,0,57.56232039878341,6,7,1,0
51,2,0,54.94850546542605,6,7,1,0
51,3,0,58.20546438607104,6,7,1,0
51,4,0,56.60891791358188,6,7,1,0
51,5,0,57.05107596762788,6,7,1,0
51,6,0,57.30716462890735,6,7,1,0
51,7,0,58.677153546121104,6,7,1,0
51,8,0,58.62397851843606,6,7,1,0
51,9,0,57.67799042943082,6,7,1,0
52,0,0,57.32916361568167,4,8,1,0
52,1,0,58.65797421892043,4,8,1,0
52,2,0,57.89619111953108,4,8,1,0
52,3,0,61.21117803412157,4,8,1,0
52,4,0,58.38889478438122,4,8,1,0
52,5,0,60.6558968180177,4,8,1,0
52,6,0,59.02812311241973,4,8,1,0
52,7,0,58.49586889701701,4,8,1,0
52,8,0,59.051758620865606,4,8,1,0
52,9,0,58.627292769549285,4,8,1,0
53,0,0,54.64061318659832,3,8,1,0
53,1,0,58.093841763694975,3,8,1,0
53,2,0,55.09679435942098,3,8,1,0
53,3,0,56.79911586267095,3,8,1,0
53,4,0,56.75009936361345,3,8,1,0
53,5,0,55.16216820807542,3,8,1,0
53,6,1,63.807030197137614,3,8,1,0
53,7,1,65.59721089563502,3,8,1,0
53,8,1,62.58236277084232,3,8,1,0
53,9,1,63.35396882473514,3,8,1,0
54,0,0,57.18077726181377,5,9,0,0
54,1,0,57.32225468881854,5,9,0,0
54,2,0,55.85192451298936,5,9,0,0
54,3,0,60.27841903718213,5,9,0,0
54,4,0,57.55809692623379,5,9,0,0
54,5,0,57.99492603753068,5,9,0,0
54,6,0,59.62127329730433,5,9,0,0
54,7,0,58.52395639145355,5,9,0,0
54,8,0,59.48561498574514,5,9,0,0
54,9,0,57.49035839657591,5,9,0,0
55,0,0,55.0119328416183,5,6,1,0
55,1,0,59.09886399139491,5,6,1,0
55,2,0,54.213808965159664,5,6,1,0
55,3,0,59.54984112173864,5,6,1,0
55,4,0,58.17167698051566,5,6,1,0
55,5,0,56.74492792357008,5,6,1,0
55,6,0,58.708012776564296,5,6,1,0
55,7,0,58.17847050742755,5,6,1,0
55,8,0,57.20451084715448,5,6,1,0
55,9,1,63.16499613745566,5,6,1,0
56,0,0,59.25829546797087,2,9,1,1
56,1,0,58.70541732594607,2,9,1,1
56,2,0,56.90130436705793,2,9,1,1
56,3,0,61.14718165449068,2,9,1,1
56,4,0,60.6690480306165,2,9,1,1
56,5,0,59.29966514214086,2,9,1,1
56,6,1,65.61242681548282,2,9,1,1
56,7,1,67.33076207925218,2,9,1,1
56,8,1,65.8005763694874,2,9,1,1
56,9,1,64.91676964086167,2,9,1,1
57,0,0,57.07203605503302,4,7,0,1
57,1,0,57.83189669064325,4,7,0,1
57,2,0,55.37005990393653,4,7,0,1
57,3,0,57.24075173351586,4,7,0,1
57,4,1,63.74145003628989,4,7,0,1
57,5,1,63.692540532150645,4,7,0,1
57,6,1,64.19134757679925,4,7,0,1
57,7,1,64.97405743432918,4,7,0,1
57,8,1,62.23661626582119,4,7,0,1
57,9,1,63.26439560579297,4,7,0,1
58,0,0,59.22577937857322,4,7,0,0
58,1,0,58.60041357924403,4,7,0,0
58,2,0,57.91402581217736,4,7,0,0
58,3,0,59.4656895233599,4,7,0,0
58,4,0,58.13228120708916,4,7,0,0
58,5,0,59.05527971702779,4,7,0,0
58,6,0,58.27725486873062,4,7,0,0
58,7,0,60.321605754796,4,7,0,0
58,8,0,58.84548751146811,4,7,0,0
58,9,0,59.052299591543495,4,7,0,0
59,0,0,57.71554628300875,6,8,0,1
59,1,0,58.75719835600622,6,8,0,1
59,2,0,54.47956171885858,6,8,0,1
59,3,0,60.3525526329299,6,8,0,1
59,4,0,57.38111995547237,6,8,0,1
59,5,1,62.163496157945474,6,8,0,1
59,6,1,64.81351710968356,6,8,0,1
59,7,1,66.3512485536416,6,8,0,1
59,8,1,65.5767516040302,6,8,0,1
59,9,1,64.45173504146817,6,8,0,1
60,0,0,54.50716342887434,3,8,0,0
60,1,0,57.29661929727975,3,8,0,0
60,2,0,54.74355686067201,3,8,0,0
60,3,0,55.46705571568869,3,8,0,0
60,4,0,56.48560213509426,3,8,0,0
60,5,0,59.45184393663926,3,8,0,0
60,6,0,57.38414450651421,3,8,0,0
60,7,0,57.90371038899588,3,8,0,0
60,8,0,57.08884792074159,3,8,0,0
60,9,0,56.90666555182125,3,8,0,0
61,0,0,57.34992954150874,4,6,1,0
61,1,0,57.62609998102604,4,6,1,0
61,2,0,57.25336812949236,4,6,1,0
61,3,0,58.53289029547306,4,6,1,0
61,4,0,59.461060063714726,4,6,1,0
61,5,0,59.1999194330168,4,6,1,0
61,6,0,56.79913732715307,4,6,1,0
61,7,0,58.32768995092755,4,6,1,0
61,8,0,57.404791465425184,4,6,1,0
61,9,0,59.19755249353911,4,6,1,0
62,0,0,57.03888793802528,5,10,0,1
62,1,0,59.04304979505521,5,10,0,1
62,2,0,54.77095189506457,5,10,0,1
62,3,0,58.09711800587246,5,10,0,1
62,4,0,58.52211552817638,5,10,0,1
62,5,0,57.843026828893294,5,10,0,1
62,6,0,58.53520120174338,5,10,0,1
62,7,0,59.83080924459998,5,10,0,1
62,8,0,56.20466246382173,5,10,0,1
62,9,0,57.47670424813236,5,10,0,1
63,0,0,59.29460820977115,3,8,1,0
63,1,1,66.51713809316077,3,8,1,0
63,2,1,64.7618274384639,3,8,1,0
63,3,1,67.10648845510522,3,8,1,0
63,4,1,66.09301148191166,3,8,1,0
63,5,1,64.88128859930936,3,8,1,0
63,6,1,66.77314101257255,3,8,1,0
63,7,1,67.23114428534716,3,8,1,0
63,8,1,66.55640768662043,3,8,1,0
63,9,1,66.27507992292807,3,8,1,0
64,0,0,57.313076919965376,3,6,1,1
64,1,0,59.811556385077466,3,6,1,1
64,2,0,56.36303492373319,3,6,1,1
