age,prior_convictions,gender,minority_status,offense_severity,legal_representation,sentence_length
10,4,0,0,10.229380265360964,1,16.54825837807419
5,3,0,1,8.134791425077212,1,14.787120185837548
8,8,0,1,6.138404704359134,0,8.20042916545913
7,3,0,0,5.154430167727948,0,6.110417613682721
8,5,1,0,5.555343550081398,0,7.864014776379604
5,5,1,1,4.809941539934939,0,6.039892183956167
11,4,0,1,8.946304035470396,1,15.423193218550642
10,3,0,0,9.6172225709573,1,15.657811097875287
4,5,1,1,6.236379430852573,0,9.175370940619723
15,5,0,0,7.171851025534253,1,14.195039426929265
7,5,1,0,8.459543682209407,1,15.428637596849118
7,5,0,0,5.625457619968781,0,6.024177796919406
8,3,0,0,7.247548105838679,1,14.859575802246686
8,5,0,1,7.2941138847259746,1,13.8259663517146
11,5,0,1,6.406433773086112,0,8.830311101818415
8,5,1,0,5.490056630920488,0,7.405471236531961
10,6,1,1,9.309993957908944,1,16.137043495311644
7,7,0,1,9.454577524000632,1,15.721032710664916
4,5,0,1,6.634516543225967,0,9.631216173256878
3,5,0,1,6.972689186617281,0,9.39166165474239
9,7,0,0,8.077717636681012,1,14.152389812993812
6,7,1,0,6.720842041530598,0,9.26175217516493
11,6,0,0,5.741176963758557,0,7.463919186078112
9,4,0,1,10.267741160696058,1,16.53139912638519
4,2,1,1,3.061135718695218,0,4.811603359501936
4,4,0,0,8.508713281739698,1,16.124885232942173
12,4,1,0,1.9561669971289977,0,2.62079257321866
6,6,1,0,5.545667028273963,0,7.422418812630385
6,7,0,0,8.851407322592625,1,15.589387342618696
7,6,0,1,5.197608121687269,0,7.6937559942662626
5,2,0,1,6.913641815972612,0,9.723045793432878
10,6,0,1,7.925985528248042,1,14.685027908767
11,6,0,0,9.523354804524445,1,15.485367538486445
5,8,0,0,7.304231935905664,1,14.250214601085691
9,7,0,0,8.053101067303917,1,14.113182704739268
7,7,1,1,8.581906442759593,1,15.980707822383804
6,5,0,0,7.063337658300168,1,13.405330564274
7,3,0,0,7.271621311835858,1,14.23581293352069
10,5,1,1,9.269805841601508,1,15.984031515447697
5,5,1,1,5.70557892656909,0,7.483270000786266
6,8,0,0,4.111319791697144,0,4.559788183276304
9,5,1,1,6.51183902544826,0,8.404453484811857
5,8,0,0,5.39670775509428,0,6.184034096149432
7,4,1,1,5.293802418389888,0,7.232015211284322
9,8,1,1,1.869143798893232,0,1.228713086919971
6,6,1,0,6.994234335184019,0,10.199201028500491
8,6,1,0,10.280818761396146,1,16.20103562087254
5,4,0,1,3.4833712714948,0,5.430851231083705
12,7,1,1,11.522274205504214,1,17.098717132570386
10,7,1,1,4.921433126132888,0,6.345933813909342
4,4,0,0,6.688547015591338,0,8.988099955814295
9,4,1,1,6.1393594238418485,0,9.088245407956588
6,5,1,0,4.730123368955827,0,5.066107223306161
9,7,0,1,2.969587575041232,0,3.9784187715566928
9,6,0,0,7.8921377437501565,1,15.217129925848212
6,6,0,1,11.577335268884942,1,18.680817463853693
7,6,1,1,11.1430473338567,1,17.839122588364802
16,4,1,0,8.895650775854376,1,14.970616542003574
7,4,0,1,8.54986423346943,1,14.296875203404602
4,4,0,0,7.577464614843527,1,14.027467425215828
6,5,0,0,9.3535254201238,1,15.292736992983004
8,8,1,0,8.689230973661333,1,15.097659461730435
10,5,0,1,9.316414839002924,1,16.246528363762653
7,6,0,0,8.110590062371976,1,14.151967884911054
11,7,1,0,5.944882075438979,0,8.067878545945117
3,2,1,0,8.05397359820838,1,14.299465434488294
5,7,1,0,4.146855493483505,0,6.187503254344144
8,6,0,1,7.520557569143479,1,14.00729657681718
3,4,0,1,6.173445826990006,0,8.972808177339315
10,9,0,0,8.02305650255631,1,14.663646519055776
8,6,1,1,2.908867213415008,0,3.0989168320540883
8,7,0,1,8.256247977514992,1,14.79470114805172
14,6,1,0,11.221823263242523,1,16.896770339934605
5,4,0,0,5.547656984732036,0,6.799589710098932
12,6,1,0,3.2193942947096854,0,3.1940313716875472
9,8,1,0,5.799433052175633,0,7.30446517295918
4,4,1,1,10.064712530473962,1,17.12186573067495
8,5,0,0,5.528045155944713,0,6.1881229165901885
7,7,0,0,7.73379606859039,1,14.252836002625283
5,5,1,1,11.229269809930514,1,18.556862525237264
7,5,1,0,8.690770563715368,1,15.499506498787838
7,6,1,0,7.440499939819953,1,13.829513243154915
1,3,0,1,6.266802659658234,0,8.269954197281308
11,5,0,1,8.958096715164393,1,15.73037440024385
6,6,1,1,7.027797119939138,1,14.028237329732608
5,5,1,1,4.833824418451355,0,6.224399881681466
11,6,0,1,5.196129260754384,0,7.097288308371723
6,5,0,0,5.611800655010945,0,7.252678000148109
8,8,1,0,6.680189659766326,0,9.062187850235231
5,5,0,1,8.464145770571077,1,15.21992199929439
10,6,1,0,10.265896706746018,1,16.719246262963498
10,7,0,1,7.342080946417299,1,14.29114089272074
6,6,0,0,6.309866530111875,0,9.08146312148243
7,6,1,1,6.317197032822394,0,8.445326189989954
11,2,1,1,7.529982620634546,1,14.14435774316864
11,7,0,1,5.475094911781502,0,6.897729259825561
7,5,1,1,7.277577715128789,1,13.4961561587716
7,7,1,1,6.485997766451526,0,9.116507421353903
7,8,1,1,6.463778457256424,0,8.432937968375038
8,5,1,0,6.627416593459451,0,8.794541354329047
11,5,0,0,9.62691928448875,1,16.11416277406578
7,6,1,0,7.366361522327497,1,14.035564940413352
8,6,1,0,4.785195285229753,0,6.53317642998506
3,6,0,1,11.722761504775544,1,17.797401734087394
9,5,0,1,7.519968298057456,1,13.823546150286411
6,6,1,1,9.74250726844243,1,15.317307749754493
8,7,0,0,7.181464574949246,1,13.545190626177927
10,6,0,0,8.222404080165157,1,14.95440934545298
0,6,1,1,7.054501239151413,1,14.900631921970778
8,4,1,0,8.68111857600659,1,14.00704025171872
6,7,0,0,4.947565636162068,0,6.450101555839857
9,7,1,1,8.038746915358516,1,14.797304655481495
13,3,0,0,7.37653590188946,1,14.158316350365508
2,5,0,0,5.727093662215348,0,7.518813391685091
3,5,1,0,5.44696431536279,0,6.212550706818602
7,7,0,1,4.613769215106389,0,6.414331827214207
7,6,0,0,6.854261510445265,0,8.844032411127735
3,6,1,0,5.560036796173366,0,7.51252574738642
6,6,0,0,7.086187252296079,1,14.315427905917607
1,4,1,0,9.3391125397727,1,15.553982608322825
2,5,1,0,5.938910837153928,0,7.925089130024546
5,7,1,1,5.829317590466953,0,7.439506648549567
9,7,1,0,5.742775745340998,0,7.300505360630776
7,6,0,0,6.445367052179408,0,7.383032561139593
9,5,1,0,10.784667160330878,1,16.32786598596959
6,3,0,0,5.580251016421991,0,7.656564883262816
6,6,0,0,8.598124739038491,1,14.6213059289043
4,7,1,0,8.27439441082309,1,15.043940433762677
6,6,1,1,1.5598571337211888,0,1.4296253724229877
14,6,1,0,6.421375125210391,0,7.898844651297466
5,5,1,0,6.827042063693106,0,9.588513053576428
6,6,0,1,3.850205165398086,0,5.383198450201989
6,4,1,1,9.722469011067169,1,16.298065246624137
10,7,1,1,6.561273715386921,0,8.83351303630719
4,5,0,1,4.321472992246651,0,5.629455655270874
6,6,0,0,4.34113472370502,0,5.092291290474368
2,7,1,0,5.044308716042669,0,6.714826081390854
8,4,0,1,6.9342769493587975,0,8.162399633648485
8,4,1,0,4.525040968136869,0,4.924165403069981
10,6,1,1,10.295052153846868,1,16.264806112331822
8,4,1,1,6.977070353621466,0,10.148619875728452
7,4,1,1,3.148975521649544,0,3.847841352507188
10,6,1,0,5.604185394496666,0,6.730382565908456
4,5,0,1,5.26578084494278,0,7.423454045712785
4,7,0,0,8.750169986598063,1,15.003308665272938
8,7,0,0,10.692250275176091,1,16.75465152635848
7,4,0,1,3.2853604441349784,0,3.355261249752118
12,7,1,1,7.107448969879798,1,13.169934532238742
3,5,1,0,7.989182959149036,1,14.470020065349912
4,7,1,0,6.809627668843903,0,7.98762676899658
2,6,1,1,6.208310107063936,0,7.634124351008231
5,6,0,1,7.345488389995959,1,14.192947831567874
9,5,1,0,5.771094041297339,0,7.637408547117246
11,6,0,0,5.655950460230817,0,6.628184773083186
3,6,1,0,3.9220800974182737,0,5.876376730282022
5,6,0,1,12.008263460002638,1,17.528111375777588
5,6,0,1,6.279693512701396,0,8.152969306963447
5,9,1,0,7.348065197523446,1,13.59406754255374
14,5,0,1,5.577049526946009,0,6.362056261176419
4,4,1,1,7.196608002260672,1,13.506188391196089
15,6,1,1,9.229992995251129,1,14.90359548465718
3,6,0,0,9.030970709584194,1,15.601940980310404
17,6,1,0,7.923563881142914,1,13.329441036177863
9,5,1,0,5.5953790611392185,0,6.8374270441324825
9,4,1,1,5.588164223335847,0,8.146599868798043
11,3,1,0,9.946193126153528,1,16.128930777877272
10,6,0,0,9.870256646669256,1,16.28061122419914
6,4,1,1,5.826859871133388,0,8.659573330206218
6,5,0,0,9.61941174943373,1,17.000793076868412
4,6,0,0,6.698713121371402,0,9.40409804144552
13,5,0,0,9.250818167493655,1,14.35148918982068
4,5,0,0,2.7403827011050046,0,2.5791091521948566
11,6,1,1,5.901446301073664,0,7.505457395620525
6,5,1,1,7.472884213091909,1,14.563428963052075
8,4,0,0,6.304739779902076,0,8.531427955422473
4,5,0,1,9.124492509087183,1,14.426036145901016
12,6,1,0,9.655219474652824,1,15.69830564922769
3,3,0,1,7.074360372640535,1,15.016440102234911
5,6,1,0,9.59098471302982,1,15.757858678681114
7,5,0,0,5.18169161112785,0,6.68236189950869
12,5,0,1,6.617068040056139,0,8.904512160036418
10,7,0,0,9.165514104651466,1,15.04059440914089
5,3,0,1,8.828102462806143,1,15.13110350487117
3,6,1,1,8.11480378256832,1,14.495644611467712
9,7,1,1,3.009729078544026,0,3.296386393950992
6,6,0,0,5.228776547997042,0,6.245265254872637
7,6,0,0,7.090112990617135,1,12.79240669659139
14,7,1,1,2.5436861441257896,0,1.8551266939767903
6,6,0,0,9.900718186199756,1,16.47932595089009
8,6,1,0,8.835004824454154,1,16.405555737568534
14,5,1,1,10.45321572192792,1,16.952926217618188
5,5,1,1,3.636685627821774,0,4.45557332928335
9,5,0,1,6.281906945278456,0,9.75766211374178
2,6,0,1,5.892461127982722,0,8.563167948313232
6,4,0,1,8.165866663028513,1,14.409216918852245
5,7,1,1,7.926377273986564,1,14.778159793690252
11,4,0,1,4.111886326185688,0,4.170972598088977
14,6,1,1,4.1835247657910255,0,4.8668946442175525
6,5,0,0,9.066635435758158,1,15.588117217383989
6,5,1,1,5.764055321022627,0,7.773509866755342
14,5,0,1,5.380003167452998,0,6.329110635122176
4,4,0,0,7.333739554530447,1,14.743331227152447
5,6,1,0,7.655512703874009,1,13.587148669960598
7,4,0,1,7.3339382675520675,1,13.730341951254085
7,7,1,0,6.523705054545509,0,8.404863314294992
4,6,1,0,7.439146366992055,1,14.638260927617656
13,5,0,1,9.73839885274865,1,15.475944445098154
10,6,0,1,3.598170674340241,0,4.44007674743414
6,6,0,0,10.191737664413909,1,16.476659561119604
8,2,1,1,5.163208069385506,0,6.187719547173996
10,3,1,0,5.989312421355937,0,7.479124231867728
10,7,1,0,4.431181832436108,0,5.293005008290376
4,6,0,0,9.12932541012298,1,15.635901125016492
11,8,1,1,5.021020544584053,0,6.22628656705313
8,3,1,0,8.20974070186723,1,14.707597481354272
5,6,0,1,6.05071203970857,0,8.235593045173836
4,9,0,0,5.559619326336425,0,6.873000976745075
11,4,1,0,6.1744644550563175,0,8.565743610848179
5,4,1,0,5.970844925716901,0,6.714414680023999
8,8,1,0,6.532328812114402,0,8.481667416949401
9,6,0,0,6.964600596942223,0,9.03658107814983
5,7,1,1,11.302597823286357,1,17.061513330127905
6,4,1,1,5.466613359397812,0,7.149682371113056
6,3,0,1,6.830013978832571,0,9.679320350733333
9,7,1,1,8.000647296020714,1,15.130955125763492
7,5,0,1,7.796478143944059,1,13.717164288401776
9,5,1,0,5.925099977300201,0,7.600206891338528
7,3,0,0,8.435096433521325,1,15.106732428919216
15,2,0,0,5.6786208757814265,0,6.033213976727718
9,6,0,1,7.658563957417292,1,14.143816689622328
9,6,1,0,5.621054104347023,0,6.7167839013980455
3,5,1,0,4.206194268893791,0,4.882680338751888
4,6,1,1,1.5583472918430843,0,2.2301196045213043
7,6,1,0,9.51093621992705,1,15.106971445126216
5,4,1,1,6.077809508967145,0,7.988516703534039
10,7,0,0,6.470819865979221,0,8.293362796834357
8,3,1,1,5.895705021433536,0,8.437149366120098
5,5,0,1,5.163246306755282,0,7.824578715442962
6,6,1,1,8.176031238901047,1,15.389972040885787
8,6,1,1,5.901186627988343,0,7.798779131994483
3,5,0,1,8.149933552036282,1,15.410625055678285
7,7,0,0,7.6018618265090625,1,13.902636271729993
7,5,0,1,7.435846022866466,1,13.699878894006076
10,8,1,0,6.340622927628842,0,8.721722846286898
1,8,1,0,6.777358991898102,0,8.981257836766046
9,6,0,1,3.944846285268997,0,4.906486226819294
13,3,0,1,7.150276118100703,1,14.080072568097028
12,6,1,0,7.786032647744155,1,13.977328232026892
11,4,0,0,4.317552076351137,0,5.489386407494926
14,8,1,1,4.355967778328381,0,5.247244753525511
7,5,0,0,4.382073862168682,0,5.748910033700271
12,6,1,1,5.895228496570367,0,7.756118179762635
6,3,0,1,7.599869636945528,1,14.491910875209888
6,7,1,1,5.098827565895716,0,6.38230777515502
4,4,0,1,7.053428518237602,1,14.282498306801545
9,7,1,0,9.851007772955157,1,15.601911244481151
8,8,0,0,8.946531661469212,1,15.332742499856622
7,6,0,1,6.781024551700146,0,8.84577897888001
11,5,1,0,8.532401980336287,1,15.11541287144157
2,2,0,0,4.711081422354766,0,5.792203014486625
8,6,1,1,4.983462212784657,0,6.079662739742794
1,6,1,0,3.3204236722408687,0,4.119369967917632
6,8,0,1,5.459976937791691,0,7.495755991379679
8,6,0,1,5.871978601717326,0,8.193847244673549
14,6,1,1,8.374895998730949,1,14.633411812930174
4,5,0,0,9.839874038617644,1,15.671212997954612
10,5,0,0,6.990745717199968,0,8.836364147178271
7,6,0,0,3.5421388915046643,0,4.975081262097333
5,8,1,1,8.113155017868733,1,15.054440984477512
9,7,0,1,5.890694576793692,0,8.335194545824201
11,5,1,1,8.072452913932715,1,13.812679979660055
7,5,0,1,7.054068029499235,1,14.581880061811132
11,4,0,0,6.7245965716528495,0,9.408339428652315
4,5,0,0,11.96492818621612,1,17.404311054386916
6,6,1,0,8.041789354130005,1,14.320060103355916
5,7,0,0,8.260826953386406,1,15.337630353575172
13,4,0,0,7.930963335543709,1,14.783011649068213
