age,income,gender,rural_residence,party_affiliation,policy_exposure,political_engagement_index,voting_rate
12,24,0,0,0,1,30.30313092886572,146.39438636576406
21,22,0,0,0,1,38.28716243490969,172.34324729432822
19,29,0,0,1,1,41.90137664881611,184.9191458369393
22,11,1,0,0,1,34.006969183644934,151.0194205328377
25,17,1,1,0,1,40.09533929023472,174.3931156477149
33,19,1,1,0,1,52.01046729537202,208.83971782307077
14,21,0,1,1,1,33.6939607718987,151.6480758474482
20,7,1,0,0,1,30.72101826545763,141.86627623177063
21,24,0,1,0,1,40.19568617008329,175.50273892468047
27,35,1,1,1,1,55.70317151507807,227.14539104470748
28,30,1,1,1,1,54.43318384733018,223.3567128828497
27,21,1,1,0,1,47.1552005707306,192.2698320655116
39,14,0,0,1,1,54.42381992739228,215.8488328967133
41,24,1,0,0,1,63.04109391178061,244.2581629966872
23,20,0,0,1,1,41.6371639688505,178.7129961864011
26,13,0,0,0,1,37.43694103171166,164.51160323523635
33,15,1,1,1,1,51.2901342061489,206.33088217609784
29,22,1,1,1,1,50.80316817303529,205.73650578832576
25,16,1,1,1,1,44.22014383085019,180.94832134980436
33,23,0,1,0,1,52.60131166028719,214.61940524058252
25,23,0,0,0,1,43.348692395225626,186.00556083111937
29,21,0,0,0,1,46.977286630003135,192.15199066833145
20,17,1,1,1,1,37.970136600288654,165.98187106335445
30,11,1,1,1,1,45.13580150169896,187.53883657724384
32,15,1,1,0,1,49.91015767526473,201.41224626505968
43,10,1,0,0,1,56.74014554632178,222.68668014983717
31,12,1,1,1,1,46.729961130006416,192.3604207023123
25,24,0,1,1,1,47.43679601956174,194.12982342594557
21,23,1,0,1,1,40.7163418183464,176.9101459173969
34,15,0,1,1,1,51.69850616480253,208.5798877268591
24,16,1,1,0,1,41.27405990685491,173.1154824656844
18,33,0,0,1,1,42.89308146999981,185.0674866024397
30,13,0,1,0,1,44.99975418529553,186.17091965320407
31,23,1,0,0,1,52.26352157111738,211.4771191980464
35,19,0,1,1,1,54.56166593340322,217.83199582540604
29,22,0,1,1,1,51.77165462930954,209.9257456356276
20,23,1,1,1,1,40.32068619436956,175.34060531181836
19,15,0,1,0,1,33.11872524798026,155.92646483900654
26,22,1,0,1,1,46.46191662606213,192.06685695578355
34,11,1,1,0,1,48.72705069904097,196.16194953568908
31,22,0,0,1,1,51.88922640440911,209.08943169564876
22,24,0,0,0,1,39.95153091193677,176.42485821146343
19,13,0,1,1,1,35.02025819172993,156.8444783095085
19,19,1,1,1,1,39.21629233651277,165.60986309440608
30,17,0,0,1,1,47.17175063109843,191.95625101695248
28,17,1,1,1,1,46.028400464664855,191.9227486369494
23,14,1,1,1,1,37.74069431102215,166.54164532402112
24,19,1,0,1,1,45.94920400357154,186.0258733229601
31,18,1,1,1,1,50.33356367074474,205.458690256755
18,23,0,0,0,1,37.51119851900087,165.49040758458366
37,24,0,0,0,1,58.17532898687208,229.09984654009497
21,19,0,0,1,1,37.69667155630114,166.39896593914185
21,18,0,1,1,1,39.2858888183105,171.59141658313686
6,19,1,1,1,1,23.47285265915729,124.29383121469743
35,29,1,1,1,1,60.10736734673041,236.470492514614
37,25,1,1,0,1,59.75682091879224,235.54149758017547
17,28,1,1,1,1,40.66174929994502,177.95261691727998
26,9,1,1,1,1,39.88034994625881,169.0155246766177
36,16,1,0,0,1,54.33506428621375,213.69596404399948
21,26,1,1,1,1,44.31986256530657,187.9117581219573
27,19,0,0,1,1,44.96181286060538,188.00286577322103
24,14,0,1,1,1,38.62803336407868,172.22749987954978
26,18,1,0,1,1,43.89560069232972,184.6998961068939
36,20,0,1,1,1,57.05022815502548,224.2764819561021
30,26,0,0,1,1,53.58974199735256,214.54727333271617
23,18,1,1,0,1,37.17594794429111,167.22818906022508
26,18,1,0,0,1,41.92853440987463,180.5426632358668
31,17,0,1,1,1,49.754779976038975,203.6294993266561
53,30,0,1,0,1,80.32627887523364,297.2248305679256
31,26,1,1,0,1,53.92388774310511,216.18745346885635
17,27,1,1,1,1,40.92371104624408,178.25849785545583
26,25,1,1,1,1,49.73101601602316,203.88435920078567
23,16,1,1,1,1,41.08965379106252,173.84834176232704
21,16,1,1,1,1,38.10150483196399,165.5893387713257
27,9,0,0,1,1,40.274971437349336,167.14901597102576
10,11,0,1,1,1,22.67049504609203,119.55667053084514
25,27,0,1,0,1,48.42815832645129,200.0579860248832
34,12,1,0,1,1,51.649686576594334,206.72717009973644
32,20,0,1,0,1,51.19874991764753,210.87425974563692
26,20,1,0,0,1,43.817248854114304,184.56212646359623
27,15,1,1,1,1,43.92544641978013,180.98713031165008
14,24,1,0,1,1,33.216996894020426,153.13371559357006
24,22,0,1,0,1,42.474966267097166,180.55725094663327
30,10,0,0,0,1,42.39170045905845,177.7361598490061
24,15,0,0,1,1,39.59229876436072,169.53262853141783
22,25,0,0,1,1,44.486824430787806,185.4474071710423
23,25,0,1,1,1,44.898124069285984,190.9049601337708
25,23,1,0,1,1,45.38800761195541,192.69391060690043
30,13,1,1,1,1,46.89134901694764,192.24208173882792
28,31,0,0,1,1,51.9291864618134,215.128307614985
36,12,1,0,1,1,51.3231017589491,206.8854399420999
18,25,0,0,0,1,35.87104610012683,164.00509903580337
28,12,0,0,1,1,42.61344945047592,179.55226197784214
44,17,1,1,1,1,65.29497481303511,248.04066881405396
39,14,1,1,0,1,56.68298443709545,219.58079282080016
37,25,1,0,1,1,59.50081359735487,234.8958736742757
34,22,1,0,0,1,54.39196267373419,216.55687739181383
22,24,1,1,0,1,42.32980661994429,183.54818673305772
37,17,0,0,1,1,56.484815981176574,223.57650633116756
22,32,1,0,1,1,47.518985960727385,200.67023983329597
36,19,0,0,1,1,56.71756489786192,221.3817007149937
31,19,0,0,0,1,48.83813076955366,198.80991591256583
30,19,1,0,0,1,48.78994844915527,199.1640442504895
39,31,0,0,0,1,64.26396833187326,250.89005184872372
26,20,1,0,1,1,45.81590521988972,190.1265042024595
30,20,1,1,0,1,48.46789467114997,200.5272217413005
9,13,1,1,1,1,21.576574803525705,116.88735813428153
31,19,1,1,0,1,50.43561173188332,205.1516677184691
21,18,1,0,1,1,39.49672733389132,172.20708533998254
27,20,1,1,0,1,47.45912196971389,195.7059276830828
33,28,0,1,1,1,58.73234463634318,231.21139960061623
35,16,1,0,0,1,50.86476643481232,204.18208006724296
23,13,0,1,0,1,36.37723136001982,158.88612768176196
30,16,1,0,1,1,48.04105401076897,196.2287189688675
25,23,1,1,1,1,45.9882487209995,194.6119080482649
20,18,0,1,1,1,38.984990772626254,169.43508117512062
18,21,0,1,1,1,37.80466036368916,166.45384024108805
27,19,0,1,1,1,46.99130086682509,195.1689888134312
29,34,1,0,1,1,58.393249125410016,231.4116960420722
27,30,0,0,1,1,51.391547823054346,211.1501568846063
16,26,0,1,1,1,36.92238027994064,165.9227048039604
31,24,0,1,1,1,55.042120499583085,220.88162716779303
34,17,1,0,0,1,53.29287646875963,211.68716774407588
33,21,1,1,0,1,52.39528412907862,212.1832957659145
22,21,0,1,0,1,39.52519922358172,171.5117589603287
26,19,1,0,1,1,43.86377025256026,188.9132938034932
26,8,1,0,0,1,36.7941907680713,161.18926471446542
30,26,1,1,1,1,53.75081790910672,217.02557674900916
29,22,0,0,0,1,46.96385369710504,196.8718653942825
16,20,1,1,1,1,34.91574927748406,158.18375181354213
16,25,1,1,1,1,36.330669203346176,165.4602331006153
25,28,1,0,0,1,45.90934453374541,197.0308657261049
32,18,1,0,0,1,47.18985242568124,196.87303673620477
34,17,0,1,0,1,49.88712672812459,205.59736934115165
26,28,0,0,1,1,50.25745138873956,205.44888175304453
30,23,0,0,0,1,48.57120676309709,203.35200688851788
31,18,0,1,0,1,49.89203849375631,198.58853661203443
30,6,1,1,0,1,41.64998065993301,175.59416037721817
29,16,1,0,0,1,44.112139281368826,186.87571500989088
30,25,1,1,1,1,53.23591047689408,217.4398787884659
46,13,1,0,0,1,63.49367662350147,240.3455364990972
22,23,0,1,0,1,43.66348380052168,185.72844524967576
25,15,1,1,0,1,39.93493954342435,171.61799858008698
34,14,1,1,1,1,52.17754272455655,207.43214551702127
27,17,1,0,0,1,41.796817097879774,177.36034816422548
18,12,1,0,1,1,31.48538442252039,145.2970331183283
19,21,1,1,0,1,37.18076778341402,167.37671458587178
22,22,0,0,1,1,39.82930103959109,174.00605133305413
21,27,1,1,1,1,45.43908318461298,191.19197407009705
22,19,0,0,0,1,39.80185292475224,170.14605307899896
22,31,1,1,1,1,47.70289143580239,200.3112829975944
26,17,0,1,0,1,42.58155630603832,179.80696826712057
17,15,0,0,1,1,31.05539413626527,144.62818446102568
29,28,0,1,1,1,55.09605220186204,220.6126391843047
23,14,1,0,0,1,36.12272888394596,159.90328398067535
37,26,1,1,1,1,62.521233305575926,241.7447139503097
27,23,1,0,1,1,48.72658619531954,202.8746234705064
20,15,1,0,1,1,36.06395509604017,157.15621102718885
34,17,1,1,1,1,54.1886308559045,212.15801993065065
36,25,1,1,1,1,60.36447805055954,236.48959108723483
38,18,1,0,1,1,58.45386050586791,229.7791728692783
33,25,0,0,0,1,53.16407632959204,218.79039803327467
45,9,1,1,0,1,60.483654742676286,231.65850478447717
42,16,1,1,0,1,61.46169747145572,236.8057686006154
16,31,1,1,0,1,40.441463282467865,179.91488511517363
20,10,1,1,1,1,35.67307921583569,156.10740016469163
19,19,0,1,1,1,37.06246016576095,163.48128073948465
28,23,0,0,1,1,47.87471935022289,198.0961475324676
24,17,1,0,0,1,39.16890934520543,171.00467841328037
28,13,1,0,1,1,42.21459505428916,179.07022500616586
31,20,1,1,1,1,53.966297293542816,211.7322452347393
36,20,1,0,1,1,57.50445813422532,226.9748198090297
36,20,1,1,0,1,57.19974425330363,223.56252785583777
29,22,0,0,1,1,49.1622088788744,203.31876551423665
14,20,1,1,0,1,31.58540066331559,146.83470846807063
27,20,1,0,1,1,44.640846380552496,189.32838694274275
40,19,1,1,1,1,62.78419803650015,240.96899415953524
31,19,1,0,0,1,49.68141712484618,200.827480268142
26,23,1,1,1,1,47.13780311092214,197.88777202556247
25,12,1,1,0,1,40.91400916140739,172.0536634171549
22,17,0,1,1,1,38.87622509156948,169.9192207247214
32,17,0,1,0,1,51.04776388296229,202.81222509171835
30,15,1,0,0,1,44.16501784565372,185.9060686852196
24,18,0,0,1,1,41.94728533260167,179.41093954887648
31,13,1,1,1,1,46.62278600060981,191.50255814530843
25,29,1,1,1,1,50.15152346426319,208.51319581279665
33,14,0,1,0,1,47.994400774045005,194.00424505751616
39,1,0,0,0,1,45.3512506639997,184.59295599474248
24,22,1,1,0,1,44.2144716938681,185.78878679127976
30,16,1,1,1,1,49.22981214086742,200.36545457802129
22,25,0,1,1,1,43.64538964593094,187.1235223855965
26,19,1,1,0,1,44.77262711665087,187.05080668160727
19,15,0,1,1,1,33.85587355116707,153.88413391503212
34,11,1,0,0,1,47.74854765729557,195.8658013025477
23,27,0,1,1,1,46.3386880594936,192.1329488942771
22,20,0,1,0,1,37.8408173486368,168.81077754401707
29,19,1,0,0,1,47.39892675958139,195.94661182951805
34,10,0,1,0,1,46.22283850611651,189.788982727422
34,21,1,1,1,1,54.98180656783833,221.47046520417857
26,27,0,1,1,1,49.21206389036726,204.2893515297528
45,16,1,1,0,1,64.68620440435366,244.56423156812903
31,28,0,0,1,1,52.13317283808777,217.3279453582184
35,9,0,0,1,1,47.69034226700754,195.91275774170023
23,26,0,0,1,1,44.02588255873209,189.31866097030897
23,15,1,1,0,1,37.80720570820335,165.60485423941998
30,29,1,1,1,1,55.94739077354675,226.05128516186176
33,20,1,0,0,1,50.9998672206203,208.89659666285647
28,21,0,1,1,1,48.34981292103033,198.97726552087164
34,18,1,0,1,1,53.50038706702753,213.515327297228
30,33,1,0,1,1,58.93690157826533,231.82669391314377
19,30,1,1,0,1,43.2171400282101,187.6170682278916
25,18,1,1,1,1,43.90560475787075,184.26475602350143
35,21,1,0,0,1,54.622646026097776,217.5402747956103
21,21,1,1,1,1,41.295392761397125,179.6365277043286
30,24,0,0,1,1,51.66103213387087,211.29120662069613
33,12,1,1,0,1,48.86692659669308,198.19116985113425
19,14,1,0,0,1,32.14404441109146,147.03894613332562
34,21,1,0,1,1,53.343870661013405,214.4266585833693
32,16,0,0,0,1,47.61602262675526,193.06837368651563
33,26,1,1,0,1,55.29398789652247,222.71677617464223
25,15,0,1,1,1,40.254628965819066,176.96310329765404
35,14,1,0,1,1,52.95329189920106,210.69973237063428
15,19,1,1,1,1,32.04986899544792,152.23342060741635
23,30,1,1,0,1,45.48707007100294,195.49112683074705
39,18,0,0,0,1,59.35817595833727,228.9906721509383
23,17,1,1,0,1,39.50418042110937,174.0365150315153
20,6,1,0,0,1,29.3543609768173,138.9079316949369
25,8,0,1,1,1,36.36419874174081,160.72433349010814
26,2,0,0,1,1,33.502503393840215,148.37095574392686
26,22,1,0,0,1,44.471366446243785,189.4220500662546
36,20,0,1,0,1,55.320428654632906,219.8099420683081
32,24,0,0,1,1,52.816590781429625,214.04485133788356
30,21,1,0,1,1,49.97278121767501,206.3042077036665
28,18,1,0,1,1,46.83968554744005,192.99899986234175
29,25,0,1,0,1,49.82654329447404,206.1316977368983
29,34,0,0,1,1,56.18050288988542,225.70720034664677
27,17,1,1,0,1,45.31381246521476,185.69813296215943
37,26,1,1,0,1,59.34600015041095,235.8611745105077
26,15,1,0,1,1,42.661206508942826,179.9833685203854
34,22,1,0,0,1,53.87340598753267,218.36468211329205
17,24,0,0,0,1,34.771640838871626,157.8163904225127
35,17,1,1,0,1,53.493091250009805,212.53051000739984
33,17,0,0,0,1,50.77205352073442,205.2714649179343
27,21,1,1,1,1,47.31444162705778,196.3171373616997
28,17,1,1,1,1,46.54722000673593,193.23617328118775
22,13,1,1,1,1,38.92808924329671,165.37915321903952
25,29,1,1,1,1,50.06011490177954,207.47825146972363
19,29,1,1,1,1,43.504513732134,188.41100259135663
31,26,0,0,0,1,53.33716234370459,213.4761767413702
36,7,0,1,0,1,47.81526420900207,192.50232532898332
12,20,1,1,0,1,27.536732267714527,135.7546156658239
38,12,0,1,0,1,52.84115873940865,211.28939258424217
33,24,1,1,1,1,57.36803265125258,227.56503692928385
33,27,0,1,0,1,57.974399891615,224.9539014874209
34,18,0,1,1,1,54.46309654652589,215.0552285230636
36,20,1,0,1,1,58.5991856031189,227.70484962568293
33,22,1,1,0,1,53.08309789596594,213.23983144339363
22,28,1,1,0,1,42.91868961956273,189.7220790957653
34,31,0,0,0,1,59.314391881727694,233.9479067834524
10,11,1,1,0,1,23.067131089356764,119.8859692198822
30,18,0,1,1,1,47.73512613982406,196.93610087988637
36,30,1,1,1,1,63.66852666290667,247.05151962141116
21,20,1,0,1,1,39.83721103753663,175.71144151820832
30,27,1,1,1,1,56.62402400168227,223.09882965980503
33,18,1,1,0,1,51.524735259771695,207.26729477303653
47,16,0,1,0,1,65.55196326651019,250.84707996482172
37,19,1,0,1,1,56.844584607029816,224.60523353534185
37,21,0,1,1,1,59.50113722495217,234.24408170792003
30,19,0,0,1,1,46.14042959330864,192.3335445208922
34,17,1,0,0,1,49.99844002320338,200.22053744261967
38,13,0,0,1,1,55.24058511592973,217.5138867414282
27,20,1,1,1,1,49.5112625796458,200.7609814005592
28,13,0,1,1,1,43.965437455320185,182.942915076705
32,24,0,1,1,1,53.79469758322452,217.8968351509089
37,19,1,1,1,1,58.01103186769729,227.0110954174611
21,26,1,1,1,1,44.936837743614674,189.9800663424283
37,27,0,1,0,1,62.01245809268158,239.11205876981504
36,33,0,0,1,1,63.76174490326564,249.2577333380881
38,19,1,1,0,1,58.78006914896642,228.73207574843624
35,13,1,0,0,1,50.410720994914016,202.1737417140092
28,18,1,0,1,1,45.87834903352479,189.71466222295237
33,26,0,0,1,1,55.44296674523987,222.23458227638952
21,24,1,1,1,1,45.6114760413214,188.36858607551608
32,19,0,1,1,1,53.76887282135731,216.03969461243912
37,27,1,1,0,1,62.49142090693176,241.76739577848164
19,12,1,1,1,1,33.00350485357311,152.4742840217423
18,18,0,1,1,1,35.9636367210909,161.2686298327647
27,7,1,0,0,1,37.23952662650432,161.8831570634865
35,25,0,1,1,1,58.543763808009736,229.91104597966572
31,31,0,0,0,1,55.48290069172981,222.37215717012535
24,20,0,1,1,1,42.50924581022096,181.2636369336858
30,19,0,1,1,1,48.95692965691652,200.3618290449982
30,14,0,0,0,1,45.641299641739664,187.1291551331242
29,24,0,0,1,1,49.51862303011784,205.772720959433
41,13,1,1,1,1,60.22973804972973,230.9300084997279
25,21,0,1,0,1,43.168498274079504,184.897737264988
30,17,1,1,1,1,51.79791403717006,204.05156520944703
43,29,0,0,1,1,69.54026040124195,263.90819880931605
26,21,1,1,1,1,46.76239786643349,194.62768869510404
23,14,1,1,1,1,40.502308931550125,172.253322106965
31,18,0,0,1,1,48.23365232466383,195.6598190456255
30,17,0,0,1,1,48.01513633125168,199.25072903153324
25,13,1,0,1,1,39.425004332538,168.73831662465602
40,6,1,0,1,1,53.24446956891664,209.52644931082483
25,23,1,1,1,1,46.53375734009169,196.19649977093707
29,15,1,1,1,1,46.96847476927523,196.72793240346329
33,29,1,0,1,1,57.35482679904079,231.9472812450302
40,20,0,0,1,1,61.45286134889835,237.05505568036827
23,24,1,1,1,1,45.42595286358658,191.32489512258263
22,9,0,1,1,1,35.76397605308217,155.23386001280417
25,21,1,0,1,1,44.6884466247032,189.36373198442607
29,28,0,0,1,1,53.4377679530575,216.40234078590552
37,21,1,1,0,1,58.64081071203262,228.4063338386784
31,22,0,0,0,1,47.61193956231229,199.3290726879352
41,26,1,0,1,1,67.04842296895887,258.50909164506123
29,16,1,0,0,1,43.46922396382706,185.97438403461484
25,13,0,0,0,1,37.319492625668985,164.75424270756338
37,25,0,1,1,1,60.3276278419612,237.5160422687651
46,16,1,1,1,1,66.29463420544192,252.1794607545819
34,28,1,0,1,1,57.19824345466562,229.22746062899404
44,21,1,1,1,1,67.29149609874042,256.07899977388985
34,19,1,1,0,1,53.92423512005904,213.3053264945597
34,24,0,1,1,1,56.26068307090173,226.15303585413133
38,18,1,1,1,1,58.985092243595545,229.3801599892257
34,17,0,1,0,1,50.50559016437053,206.25064116724505
26,19,1,0,1,1,44.77718840558251,189.0926328519092
26,24,1,1,0,1,47.72878449816668,198.3696650492041
33,28,0,0,0,1,54.626736564332994,222.00504334316284
34,17,0,1,1,1,52.95471190525511,211.7231281434746
35,19,0,1,0,1,53.301965566885016,212.9105963079232
39,23,0,1,0,1,60.08311078511233,235.61427803033015
30,8,0,0,0,1,40.13266215325603,168.7578876862956
38,22,0,1,1,1,60.1197431194712,233.46997125938432
45,13,1,1,1,1,61.94018062888533,239.75717349828312
32,14,0,0,0,1,46.633341360276354,190.6300479141566
27,16,1,1,1,1,44.70817759314725,187.6474885977933
24,21,0,0,0,1,39.45713631824977,174.63922537571204
29,14,1,0,1,1,44.43657914342933,186.9984853236206
39,20,1,0,0,1,60.12671649441673,232.19962157143755
30,25,1,1,1,1,53.66298044336346,215.92550777363863
33,16,1,0,1,1,50.428499534716416,205.6099540758809
22,12,1,1,0,1,33.44450175729571,154.80238190953116
31,21,1,1,1,1,52.243710255742194,210.75397963534843
38,22,1,0,0,1,57.53281742495839,229.1212644506128
48,17,1,1,0,1,68.82947001201195,259.3531444128581
25,7,1,0,1,1,37.11062228102757,160.6492194932562
43,17,1,0,0,1,62.67707082478087,237.55254692972852
32,26,1,1,1,1,56.289161679523936,222.27602448716576
16,24,1,1,0,1,35.90531203132718,162.2093394591515
14,12,0,1,1,1,24.43831917560901,128.4525085685163
27,9,1,0,1,1,41.44324827912776,173.9056547614993
24,23,0,1,1,1,45.596587463445005,193.0698235616422
34,24,1,0,0,1,54.49395945441291,219.6411935552553
33,20,1,1,0,1,52.30018963289778,208.66801564405225
28,10,0,1,1,1,42.02452421139902,178.2510257001252
32,15,1,1,0,1,49.0247358771632,200.70690226400035
27,19,1,1,0,1,43.974435879317454,186.4779965516736
42,24,1,1,0,1,65.2186102972835,249.9206166411455
15,10,1,0,0,1,26.04254262722245,127.47988424189928
39,8,1,0,0,1,52.35313487126394,206.86773156347076
32,17,0,1,1,1,52.09329672376025,205.7426531417705
32,17,0,1,1,1,51.45931262569252,205.25470202635097
32,28,0,0,0,1,54.07044811749612,220.619821130074
39,17,1,1,1,1,58.8117450379466,228.52284677307145
43,27,1,1,0,1,69.79388441729452,263.83007733943623
17,16,1,0,1,1,33.91579401096666,154.88486267153934
37,22,1,1,1,1,61.98058673566899,240.63185819936504
17,28,1,1,1,1,40.618830390058704,180.8233718254853
13,15,0,0,0,1,25.537311662121468,129.9672040248758
37,32,1,1,1,1,65.73178018103668,253.0805930276233
17,9,0,1,0,1,26.522233131046036,132.12863703579092
35,26,1,0,1,1,59.53832682105648,234.3774057956562
16,14,0,0,1,1,29.98325951258714,144.01847513973323
43,20,1,0,0,1,64.29684796512971,245.9316851106708
20,19,0,1,0,1,36.9753330734414,162.4993833902211
31,30,1,1,0,1,57.09169630318329,227.16560629106897
26,29,0,1,0,1,48.88720074342831,202.67302209242092
39,25,0,0,1,1,62.98725067518931,242.06808614696607
31,31,0,1,0,1,57.43020566717746,227.8296139757804
23,21,1,1,1,1,43.181013393336485,184.25286355209911
28,24,1,0,1,1,49.10134764538861,201.2357766870313
26,20,1,0,1,1,43.79788836141869,186.2657033498824
16,23,0,1,1,1,35.17177666954441,157.15403445270908
24,19,1,1,0,1,39.61336350396329,175.48457058581658
32,29,1,0,1,1,56.43822706603187,228.95885748322328
22,20,1,0,0,1,38.57749302891101,171.1347033308846
31,7,0,0,1,1,43.177161393994105,177.27824771694029
21,14,1,0,1,1,34.68874168639617,159.10808262118985
35,22,0,1,0,1,56.38625672811794,221.46906082014564
29,16,1,1,1,1,47.163667972818274,193.6082853627568
28,14,0,0,1,1,42.986180116843606,181.9083997968048
32,12,1,0,1,1,47.64907519971319,192.10705208969043
45,8,0,1,0,1,57.97005912904653,222.43559603931268
34,23,1,1,1,1,56.262655288235614,224.33350174846845
26,22,1,1,0,1,45.77658171980209,192.5505713116558
23,23,0,1,1,1,42.34504398402392,182.39845155716813
38,15,1,0,1,1,56.80216382783181,224.0554701267733
38,10,0,1,0,1,52.12039891783959,206.8358200372954
