student_age,parent_education_years,low_income_status,gender,pre_treatment_gpa,tutoring_participation,post_treatment_gpa
10,5,0,0,21.47678636556904,0,6.039178128964775
12,6,1,0,21.04160942902108,0,5.2841462243924
10,7,0,1,25.72389078233136,1,21.2557791956238
8,8,0,0,23.68951922703281,0,8.882470274642525
7,6,0,1,25.743229599551054,1,20.754630531918465
14,5,1,0,24.180531308691,1,20.16825701674832
9,6,0,1,24.72170195794966,1,19.95743837183835
11,5,1,1,26.95240360731008,1,21.560872045200647
4,5,0,1,26.90410999798217,1,21.339113108330963
5,6,0,0,22.533397226858572,0,8.245218713088828
8,6,0,0,22.41535538798239,0,8.810637875377319
3,9,1,1,22.89009812817601,0,8.248883172838923
9,7,1,0,23.37610630852756,0,9.199616193087945
7,5,0,1,22.461232819940605,0,8.325729904115313
7,6,1,1,23.303140218557346,0,8.614543926885476
12,6,1,1,23.214198549090327,0,8.36935023111104
10,7,0,0,26.389611126819453,1,21.64993226936266
8,4,0,0,26.01221077207176,1,21.00172890971124
6,5,1,0,23.83598943641133,0,10.499976016667135
14,6,1,0,21.460648646460115,0,6.443991306172345
5,5,1,0,23.05107316679181,0,9.36179625077578
8,7,0,0,24.96341995766424,1,19.671512573910203
11,8,0,0,24.696099720645822,1,19.98213885801465
5,4,1,1,24.543830467672247,1,19.22786461420048
10,4,1,0,25.188991063119925,1,20.33294636519449
0,5,0,0,25.49357684858425,1,19.78207303742222
5,4,0,0,23.250217990694747,0,9.446506185023038
13,5,1,0,24.73746352794415,1,21.045431307562342
11,5,0,0,26.21199033651016,1,21.34030187356015
5,8,1,1,25.96149104831071,1,20.37316115936588
4,7,1,0,25.674374551729844,1,21.52447159002262
8,6,0,0,24.363760561556543,1,19.07642018791908
6,5,1,1,23.545983187284968,0,9.587311921291771
5,6,1,0,24.19695723404513,1,19.817350538791462
8,4,1,0,24.605845641454696,1,19.87536352075592
6,7,0,1,24.58778674414577,1,20.08898982862485
6,7,1,0,24.169660394793148,1,19.75567650789633
6,6,1,0,23.39592937298707,0,8.797071473090208
7,7,1,1,25.142536649367614,1,20.295511980647223
14,5,0,1,24.433711898418814,1,19.1141435574886
4,7,0,1,25.104225994525613,1,20.36170408437684
4,6,0,0,25.34594015516004,1,19.512071035048717
7,7,0,1,23.21077989557548,0,8.841164395937927
13,7,1,1,26.868858995929585,1,21.616347727923245
6,7,1,1,24.795764349042752,1,19.25671072907464
5,5,0,1,26.227410549845725,1,21.17434489850675
8,4,0,1,22.44263332093453,0,8.14924649826516
6,4,1,1,24.11347250954323,1,19.40450901296157
10,5,1,1,23.407597682387014,0,8.951805699287407
8,8,0,0,23.726776304975804,0,8.989946125346647
8,9,0,0,24.11288073713741,1,20.339196219264235
5,6,1,1,22.12470861670418,0,6.924426620127717
10,7,1,1,25.71409766000013,1,20.971101951013797
9,9,0,1,25.596350472231304,1,20.69177725798095
3,4,1,0,19.513257133549946,0,2.810557052966206
3,5,1,0,25.53312513551646,1,20.71207393213012
6,6,0,1,24.51021684472125,1,20.65660119850232
9,4,0,0,24.733442708938316,1,20.001736764306287
10,7,0,1,26.016117836382072,1,21.506180380388518
14,4,1,0,19.77831710149184,0,4.222061766743923
4,6,0,0,26.577016764057085,1,21.142567536121007
6,3,1,1,25.308953602746385,1,20.461131944682275
9,5,1,0,21.143567394818582,0,5.162479307785647
4,6,0,0,21.421255987651783,0,5.8322485997207885
9,3,1,0,24.37217264647661,1,19.191066571514177
8,6,0,0,23.17141981836908,0,8.656547367383016
6,7,1,0,26.130568551269416,1,20.88513114900509
4,6,0,0,25.372050711527063,1,20.325757247192065
10,3,0,1,25.09546851799127,1,20.940988715697337
9,4,0,1,24.85223118167225,1,20.153844923405696
3,7,1,1,23.248476852287045,0,8.120811247594716
8,7,0,1,27.52961925128825,1,22.209072950938214
5,6,0,0,23.9841683811041,0,10.713890955826145
6,6,1,0,21.98218369308074,0,5.581569376441355
10,3,1,0,26.032384358821403,1,20.957391289748905
6,4,1,0,23.18278269253908,0,8.251895008743324
7,8,0,0,25.71297651337368,1,20.836606332369552
6,4,0,0,26.40812302524607,1,20.912283537000583
8,6,0,0,21.368399744244527,0,5.925377929411113
11,8,1,0,24.684071749263403,1,19.25388802726869
4,6,0,0,26.01762840612772,1,20.91177483369264
7,7,0,0,21.01743991884115,0,5.930344739330405
8,6,0,0,25.80532396711248,1,19.58892835491504
13,6,0,0,20.30088553028357,0,4.8626460376863045
11,7,0,1,25.17632120328561,1,20.25687665948149
8,7,1,1,24.427604833736535,1,20.104590951874027
11,7,0,1,23.16361166315093,0,9.138812748542923
6,5,0,0,23.694465068310866,0,9.069571229702946
7,4,0,0,24.591730003112534,1,18.84223932141453
2,3,1,0,22.08815848249704,0,7.095376208631957
5,4,1,0,23.064596418564843,0,9.467290204057065
8,6,0,1,22.50219837972682,0,7.508152074021913
12,4,1,0,21.503324695027214,0,6.50048946699041
9,6,0,0,25.033634658226724,1,19.92245162377011
7,5,0,0,21.055098827124784,0,5.068912210833163
10,9,1,0,18.37225042235206,0,1.8041335676086887
9,4,1,0,22.52565548500139,0,7.581123820077462
7,3,1,0,23.9782209989792,0,9.994970719164954
6,4,0,1,23.352745355081964,0,8.920193573706184
9,4,1,0,19.39116611591688,0,2.740277852370853
6,7,1,0,22.6295635452623,0,7.790768266615131
11,3,1,1,27.86319888101376,1,22.433651125359507
8,8,0,1,28.86813602516828,1,22.832394403298185
8,7,1,0,20.94061092180911,0,4.80541331696034
7,5,0,0,24.30555333255126,1,19.623439854733647
8,7,0,1,22.19780675064532,0,7.315005987291343
9,4,1,1,25.136791825513832,1,20.89472884100176
9,5,0,1,22.46612582730707,0,7.3758814618618995
1,8,0,1,19.314058658309143,0,2.8370896717657605
8,6,0,0,26.022829230468812,1,21.197965833032185
11,6,0,0,23.902901038996514,0,9.681155984391918
8,6,0,1,27.780891608440708,1,22.38451763718285
12,8,0,0,25.637620808053796,1,20.0851244756636
9,7,1,0,21.747213125201323,0,6.820008719981892
11,6,0,1,23.84408245349297,0,9.926138676220166
6,5,0,0,23.774207195169044,0,9.264828279867457
5,8,0,0,27.803117735428,1,22.558330269906005
10,6,0,1,26.896883291589067,1,22.78472124032945
9,5,0,1,25.280277417067936,1,21.39734161082674
8,5,0,0,23.412881623255945,0,9.049677376070733
15,4,1,0,23.189299963218943,0,8.552698829970984
5,5,0,0,23.15192754966047,0,8.596185851288226
8,4,0,0,24.59295047376964,1,19.483683768590204
11,7,0,1,22.281630388895906,0,7.3313987778527485
8,4,0,0,26.453094180906408,1,21.61793908021252
12,10,0,1,25.310334363286326,1,21.2634548460693
8,7,1,0,24.703802002419003,1,20.745663397828935
7,5,1,1,20.913809293330832,0,5.664937607322868
7,5,1,1,26.94577860989644,1,20.995193304203585
2,7,1,0,23.358716213254507,0,8.057272392268157
5,6,0,1,24.73558588992938,1,19.214021320576656
7,6,0,0,22.80315370801956,0,8.972536890308632
10,4,1,0,22.208988192705768,0,7.475151270745743
12,6,0,0,24.15965355970636,1,19.9680091234762
7,3,0,0,26.745960915857097,1,22.65536614383417
7,4,1,0,23.63202425964476,0,10.11351160599543
5,6,1,0,25.88283272451602,1,20.093156767040067
6,7,1,1,26.12226039323907,1,20.59192312164232
12,3,0,0,27.25128563865562,1,21.722841452236885
6,3,0,0,23.685133557736258,0,9.16277609592483
9,3,0,0,22.9536249675491,0,7.699237078939884
8,6,1,0,24.775848104296248,1,20.309755229015625
6,7,1,1,26.053520481821103,1,20.835046348526145
5,6,1,0,24.208467872936,1,19.53522760129478
8,6,0,0,21.09211234047008,0,5.475461384483412
9,6,0,1,21.43194312814396,0,6.0674219896111445
7,9,1,0,27.75645406623453,1,21.65909645308643
4,6,0,0,25.21994244077573,1,19.89783913282937
12,6,1,0,26.32846891220856,1,20.695473799888195
9,5,0,0,24.10132026319267,1,19.39793731794636
5,6,0,0,22.99529145662354,0,9.140386491487073
7,5,1,0,22.72939351942612,0,8.604512952204015
4,7,1,0,24.47205556414443,1,19.255504448049592
12,5,0,0,24.99889130202064,1,20.38167173759934
9,7,0,1,26.93513652181684,1,22.587156013511866
0,5,0,0,20.87411471723193,0,5.211930858520796
11,8,0,1,25.887918143896844,1,21.43775528216657
10,7,1,1,25.56947334492577,1,21.125585181818657
12,5,1,0,25.608045978618883,1,20.640561646664377
3,5,1,1,25.053104625033036,1,20.887146164826536
7,5,1,0,24.180972722341654,1,19.327923701034823
10,5,1,1,22.50133112634009,0,8.26705319112
11,4,1,0,28.109579415001807,1,22.464989798748743
11,3,0,0,24.987981573631643,1,20.400966162262563
9,8,0,0,24.05997395210794,1,19.00889936824764
5,6,0,0,23.63401865869054,0,9.310570101327317
6,5,0,1,23.92744530306397,0,10.601258801575826
9,6,1,0,25.407099258542683,1,20.785182248348804
7,4,1,0,21.05943500186357,0,5.167759744150627
5,5,0,0,24.97215951013209,1,19.35442097188085
5,6,0,0,22.792973926607285,0,7.520037710126929
7,6,0,1,22.08326109959516,0,6.941164671805978
5,4,0,1,25.61006861896585,1,20.43710703190141
6,3,1,0,19.76893689209785,0,3.92747929731121
5,3,1,0,21.86613601840436,0,6.626810185652721
12,2,0,0,23.66658212748428,0,8.816600873350463
10,5,0,1,26.195244099405823,1,20.947382088696862
4,8,0,1,20.81220014549683,0,5.864000332298739
6,5,0,1,24.577169029068106,1,19.879275979139397
8,7,0,0,24.6849831946962,1,20.502009850656403
10,5,0,0,21.39387379935578,0,6.376503350639769
11,9,0,0,23.565904606251475,0,9.785676927418583
8,4,0,0,25.93560963307085,1,21.414310736119937
5,4,0,1,23.7015584744855,0,9.75557324448825
9,3,0,0,23.906634022389028,0,9.538297823724749
9,7,0,1,25.39925810777056,1,21.324133649384155
8,8,1,1,24.293883753179838,1,19.71793504613157
7,6,0,0,23.651938422504195,0,9.12416505966646
10,7,0,0,21.77094887143497,0,6.568677684510565
7,7,1,0,21.405991715528444,0,6.629149880894269
4,4,1,0,25.091395657381334,1,20.59270355422203
5,2,1,0,24.69873865373479,1,20.88988658580398
9,6,0,0,24.134172504231447,1,20.15625071604674
4,9,0,0,24.93868900181799,1,19.91543025697972
7,4,0,1,25.12632294463789,1,20.10067443652993
8,5,1,0,23.139327928412342,0,8.52872572517784
6,7,1,1,26.55942585323969,1,20.699034612201967
8,7,1,0,22.88659534801655,0,8.927454105529442
11,3,0,0,22.96579137583614,0,8.184426534000288
5,9,0,0,23.04250275031085,0,9.039137828292333
2,7,0,1,24.97722281646304,1,20.694156127039395
8,6,0,0,26.109243047687546,1,20.469754822404724
14,7,0,0,27.20510507181068,1,22.50269625725738
3,7,0,1,25.95741337663237,1,21.54035812470983
11,7,1,0,18.958247727497803,0,2.467553515940601
2,5,0,1,22.36386938561208,0,6.69973127766771
2,7,0,1,26.046941273804396,1,19.88712630017337
15,4,0,0,23.78289280903753,0,9.275859857237808
4,7,0,1,23.5584372227523,0,9.384396152425929
8,6,0,0,24.27625482724843,1,19.418098822879955
6,5,0,1,21.399668066994096,0,5.872176365325523
7,5,0,0,21.12737093258854,0,5.569910381281473
13,6,0,1,22.291807892893782,0,7.782718146719656
12,5,1,0,23.419625685184272,0,9.197583485405104
12,4,1,0,22.461662015426626,0,7.147868816283983
5,5,0,1,24.077429529768647,1,19.672209649641584
10,5,1,1,22.44769463028305,0,7.7145545012913
12,8,0,0,25.418658265695814,1,21.208767138706023
16,6,0,0,26.071614629541124,1,20.99240301300985
6,5,1,0,25.353166658131887,1,20.756626041185758
5,5,0,0,25.39020766287375,1,20.83642561487884
8,5,1,1,23.935850553373108,0,10.751113170957607
10,7,1,0,28.26513229235881,1,22.380359357034603
11,4,1,0,22.927981699626557,0,8.871580160824731
1,5,0,0,27.377249214175315,1,21.806215823445307
9,5,1,1,20.82066550663489,0,5.385620936127527
7,8,0,0,23.170144831679448,0,8.457769980648509
8,5,0,0,25.510042576385416,1,20.547756776126796
8,5,1,1,26.55033736460796,1,21.133875922857424
10,4,1,0,24.811565590465552,1,21.151036814895736
3,6,0,0,23.126919717620044,0,8.588147525905224
3,5,1,0,23.885629492811844,0,9.950328256035164
8,6,0,1,24.17036271143807,1,20.31578633585213
10,4,0,0,24.821955973849743,1,20.995974697583748
7,6,0,0,22.36516448033118,0,7.174399972199311
9,7,1,0,21.37162369129337,0,5.3157651504929415
12,6,0,0,23.946854332400672,0,9.312712913351666
7,6,1,1,22.72736234707539,0,8.48002750909021
7,5,0,0,27.709549795891224,1,22.56227539870923
3,7,1,0,24.71669747844122,1,19.610807968762543
6,5,0,0,26.804809743650424,1,21.793484238896443
10,3,0,1,24.669216125480787,1,19.13051387180118
11,5,1,1,20.494930707924688,0,4.358311219383191
6,4,1,0,24.4535689407003,1,19.969657597660635
9,5,1,0,23.02801746998172,0,8.517944829652379
10,6,0,1,24.814027825273765,1,20.47135532022737
6,7,0,0,26.98546170617037,1,21.824977067685207
3,7,0,0,22.73190184392758,0,8.68000689448275
13,5,0,0,23.72836728720542,0,9.268547881319105
4,6,1,0,20.440197673357066,0,4.3037783468701125
8,7,1,0,21.0886871883114,0,5.006267395021382
7,5,0,0,23.15699535525917,0,8.440062225244535
11,3,0,0,24.574061752696554,1,20.11597192897918
3,5,1,0,26.204246425524477,1,20.93135147530084
4,6,0,0,23.05497352076195,0,8.43798476562612
6,7,1,1,22.312835052567493,0,7.400099270219627
6,3,1,0,21.142903215868454,0,6.504647433049263
10,7,1,0,21.94585000763312,0,6.678190938453193
7,7,0,0,23.260535376858765,0,9.204446972949292
9,4,0,0,22.484701761545097,0,7.563687723189525
3,6,1,0,25.46676431935037,1,20.115763722944976
6,7,0,1,24.78013104992615,1,19.924028225309257
11,4,0,0,24.93401375433443,1,19.6852205102244
5,4,0,1,26.317492830307533,1,20.62079293571806
4,3,0,1,23.790387513508577,0,8.839139875306321
9,5,0,1,22.86977527640642,0,8.775196334440055
14,7,1,0,25.018831811017147,1,19.523433641230188
9,5,0,0,22.08600004622044,0,7.15459593349145
4,7,0,0,20.8306816571803,0,5.244038715580223
7,5,1,0,24.848192148439814,1,20.405384576352336
9,5,0,0,21.1670019968742,0,4.945632066920099
7,5,0,0,25.112532534730423,1,19.91809464462201
10,6,0,0,26.639856371704965,1,21.37015894288709
0,8,0,1,22.21290591823641,0,6.625774947072057
5,6,1,0,27.466191756554007,1,21.721606382513457
9,6,1,1,28.784375609975825,1,23.51768223279185
8,3,0,1,24.60999601970961,1,19.952013640295903
10,5,1,0,26.33931405926946,1,19.761240806043133
4,6,0,0,26.64462720381132,1,20.313283026431066
11,5,0,0,25.61602032917416,1,21.60615267952325
9,5,0,0,24.560655213089905,1,20.36429579065674
8,4,1,1,21.5928984906624,0,6.107250449376717
2,5,0,1,21.593185148388702,0,6.441635252575565
6,6,0,1,25.810888111316068,1,21.640331793358385
8,6,1,1,23.452101927086648,0,9.388988558284504
5,5,0,0,26.07636554540995,1,20.806226912328803
7,6,1,1,25.883165838471932,1,21.10348457851173
5,6,0,1,23.89761005779772,0,9.765772842445935
10,5,0,0,24.93890561014505,1,21.13623709599017
10,4,1,1,24.789443157212087,1,19.32468211700405
16,5,0,1,23.443461191913222,0,9.487580153136028
9,5,1,0,25.693668765378025,1,21.49325287094605
6,6,1,1,22.702662591242444,0,7.956187590717181
9,6,0,0,24.27900454900255,1,19.23954294236485
8,4,0,0,23.72087456882666,0,9.210815786645917
4,6,1,1,24.197837152748825,1,17.921080973696917
4,6,1,1,24.605845459005668,1,19.955523593668957
16,6,0,0,22.926785158320943,0,8.777421324888602
8,5,0,0,25.145304181437076,1,19.100446952254064
12,3,0,0,21.448564143848653,0,5.79037168852965
9,5,1,0,22.123302370840204,0,7.208884348473074
12,7,1,0,21.21872581089064,0,6.370294246702554
8,7,0,0,23.20934642878993,0,9.013449171120754
10,5,0,1,22.33878598644476,0,7.2183340898632125
7,6,1,0,25.797698904525596,1,20.60747454083335
7,5,0,1,27.880611329983942,1,22.26287354133057
2,4,0,0,22.09338665352664,0,7.406862490011588
9,5,0,0,23.418534003747748,0,8.994695531248105
9,1,0,0,23.826031283852743,0,10.86659208568176
11,3,0,1,25.562972256252504,1,19.87342518575217
7,2,0,1,25.65007407051471,1,20.12068544523254
14,4,0,1,19.881781008322875,0,4.156895084352428
3,7,1,1,25.09708671120375,1,20.56843054364135
4,10,0,1,27.19853262015029,1,22.112310788913337
12,6,0,0,21.41038532151576,0,4.544865498759611
7,5,0,0,24.053291375285685,1,19.613358623938755
8,6,0,1,27.515162443846737,1,22.70595405794766
7,4,0,0,20.180140586999563,0,4.5577974710933
5,6,1,0,21.663385570776747,0,5.792364608298729
11,3,0,0,24.57281208859691,1,21.1259950415778
8,6,0,1,20.13454365521316,0,4.584413501907752
7,5,1,0,26.56676336108397,1,21.4803742137732
3,5,1,0,25.030356311217403,1,20.494200016112703
8,6,1,0,25.672432917866765,1,20.352767730307622
6,4,0,0,23.27508877480911,0,9.372090269349917
12,5,1,1,25.974711007190805,1,21.13990538362825
7,3,0,0,23.05719155079233,0,8.81945883992236
8,5,0,0,23.822470910667285,0,9.94117746527488
6,7,1,1,26.176391432939724,1,20.284281070176704
10,5,0,1,24.216681134736856,1,19.157509852336872
6,6,1,1,23.6727803455454,0,10.428313820049857
10,6,0,0,26.364292965252908,1,21.563908638617026
12,2,1,0,22.097456698906264,0,6.992112499672526
8,7,1,0,25.866691346568736,1,21.017639674067
8,7,1,0,20.63088268025753,0,4.7833542761704
10,2,0,1,22.877490563233955,0,8.681647503380068
7,5,1,1,21.089572589262897,0,5.457888620514699
6,6,0,0,24.4263642096011,1,19.71936518770588
15,2,0,0,25.40230953142984,1,20.697599970809044
2,5,0,0,24.716166977541057,1,19.969764979018827
5,5,1,0,24.78383934703688,1,20.211643711407845
10,7,0,1,24.33435752582832,1,19.13191618231589
6,8,0,0,26.14586189201508,1,21.751181320895878
8,7,1,0,25.704103126216545,1,20.840618655836327
6,7,1,1,24.44309007207012,1,19.81107577324806
13,5,0,1,20.234497237401445,0,4.136384824071704
9,8,0,0,25.81614573032498,1,21.16293529493452
5,6,0,0,24.290571913076377,1,18.82637296206686
10,6,0,0,25.98840175354225,1,21.30530255981498
8,6,0,1,22.329143783296452,0,7.134021579090292
10,6,1,0,24.546018167114624,1,19.791255474248043
12,3,1,0,23.40030314328387,0,9.468465284615066
13,8,0,1,22.61728555143629,0,8.473631108865106
10,6,0,1,25.74755200817528,1,20.215657387490573
6,6,0,1,23.870017446770618,0,9.579936338094676
13,7,0,0,24.804593953415957,1,20.68567295007284
10,5,1,0,23.549867507593916,0,9.149849646012107
9,5,0,0,24.501427169035946,1,20.015548246686183
7,4,1,1,23.916941670352323,0,9.535287776931389
7,3,0,0,23.360516840533247,0,9.303420906718124
8,5,0,0,23.627454925526493,0,9.83688462267236
8,8,0,0,24.69796058319687,1,20.02958654468805
7,6,1,0,28.615987284683364,1,23.740809121572973
14,4,0,1,25.542767575581188,1,20.05451326074857
6,7,0,0,23.80085447871068,0,9.697605414946986
6,3,1,0,23.27472981895298,0,8.49307266058552
12,6,0,0,26.134251309018875,1,21.66400994263777
8,6,0,0,26.629314425609383,1,21.443002628524077
2,4,0,0,24.47859296836796,1,19.609192493769385
9,5,1,1,20.416133373304483,0,5.174310196383439
17,5,0,1,21.55481763933001,0,6.440495418989518
8,3,0,1,24.50392409217743,1,19.59931890342976
0,5,0,0,21.10844443744595,0,4.772178887573899
5,7,0,0,24.68326742451774,1,19.686778330564596
2,5,1,1,25.56397350014869,1,20.31197454648805
6,5,1,1,20.54887818308712,0,3.8854659181090616
7,5,1,1,21.74508962220541,0,7.009480026854472
9,5,0,0,20.133762599991915,0,4.114123860944024
9,5,0,1,25.29683261842708,1,20.238026940305264
8,3,0,0,22.003314819274017,0,7.287243808550629
4,7,0,0,21.502316505340897,0,6.1579099488218905
8,5,1,1,24.58413068163913,1,20.074774140276272
12,5,1,0,24.919425312695957,1,20.572799742327213
4,3,0,0,21.14559615740599,0,6.093006073876384
5,5,0,1,22.63735223796493,0,8.007046688158077
9,7,0,1,22.190910749638324,0,8.218043291758114
11,5,1,0,26.826848485380992,1,21.66664228697912
5,5,0,1,22.06794897621623,0,7.06137246887834
12,5,0,1,21.62995734747733,0,8.558452033674453
2,4,1,0,23.657038433572403,0,10.098444134208972
7,5,0,1,26.009448098911964,1,20.71699607456437
7,5,0,1,26.32311066846565,1,21.426940169832484
4,8,0,0,25.138494345731047,1,20.38514116287175
6,6,0,0,24.043551831608585,1,20.326501313375687
11,2,1,1,23.74427967851493,0,9.902457117933595
4,5,0,0,23.852791660918903,0,10.343711561667073
3,7,0,0,22.42978399198988,0,7.88702495324013
7,4,1,0,22.163319619457337,0,6.890728504700972
11,5,0,0,21.32951992094853,0,6.369972210009509
10,7,0,1,23.21050684309885,0,8.305713910507997
10,4,0,0,22.382592057002487,0,8.16773141388945
7,5,1,0,23.431984666954325,0,8.891652835399075
6,5,0,1,25.816796147393227,1,20.966041305130435
11,6,0,1,24.004864916856995,1,19.289773212152195
10,7,1,1,25.45895361554109,1,21.08423898793034
6,4,1,1,25.572906867002786,1,20.052706342872487
4,6,1,1,24.187089998867325,1,19.600390366938345
6,8,0,0,24.685695139311484,1,19.346427427104683
11,5,0,0,23.53995920425834,0,10.14726700390566
2,6,0,1,26.06799269336836,1,21.349164432857027
9,5,0,0,25.1155689233033,1,19.81263500351313
8,6,0,1,24.56490739151461,1,19.68108892533599
10,5,1,1,24.84562859112863,1,19.26610125260981
14,5,0,0,22.88044954212679,0,8.842423215420611
6,5,0,0,25.47037273340498,1,20.908878760106177
7,5,0,1,19.194990563492077,0,2.2870197288849905
10,8,1,1,25.04830674140277,1,19.52538890620256
3,7,0,0,23.452736077677507,0,7.942771685970659
7,4,0,1,26.955367885372517,1,22.177128387615824
9,5,1,1,25.37534661085614,1,20.214826695095823
9,5,0,1,26.18718636563269,1,21.891026388164992
4,6,0,0,23.96901199931397,0,9.793749399182916
2,5,0,1,25.447913847807424,1,20.25164423248354
3,9,0,0,19.94641024114468,0,4.613480368596936
12,5,0,1,26.42070206289579,1,21.201095348246348
4,6,0,0,19.01870324872893,0,3.323013384079987
11,6,0,0,20.64599943809454,0,5.051771216722139
10,4,0,0,21.731586347817192,0,6.074409283256141
9,5,1,1,24.244303037005647,1,19.37355708191734
11,5,0,1,22.083043488225865,0,6.540808224969752
10,7,0,0,22.765700932716133,0,8.353666852360464
-1,5,0,0,23.504658179549487,0,9.094652106790868
6,3,0,0,22.61933771090603,0,6.825566144819377
10,8,1,0,25.60242960940589,1,20.071971879657024
5,6,0,1,26.47610759957269,1,19.7233019974609
9,7,0,0,26.52217696490716,1,21.85244018025745
3,5,1,1,23.21874089030329,0,8.260171862737169
6,5,0,0,25.58836288410044,1,21.43232332159797
10,4,0,0,28.02311883510951,1,22.15505188900709
8,6,0,1,25.298224271165623,1,20.52940730257659
13,10,1,0,22.68696861482461,0,7.553264999882129
9,7,1,1,25.671795352285223,1,20.994555020907065
9,5,0,1,21.294727516034207,0,6.581968476766153
