student_id,post_intervention,digital_learning_tool_usage,standardized_test_score,teacher_experience_years,school_quality_score,rural_school,low_income_student
69,0,1,52.5247589175187,2,5,1,1
70,0,0,52.704257012105714,1,8,0,1
71,0,1,53.90784010047582,4,6,1,1
72,0,1,51.76255311889663,1,9,0,1
73,0,1,52.05194632493977,2,5,1,1
74,0,1,50.96140932600338,1,8,0,0
75,0,1,52.14162075943955,4,6,1,0
76,0,0,53.05263167004454,2,3,0,1
77,0,1,53.33487473404388,5,12,1,0
78,0,1,52.20285716798314,3,4,1,0
79,0,0,52.58643460515195,5,7,1,0
80,0,0,54.10151332584082,2,8,1,1
81,0,1,49.31398127398316,3,4,0,1
82,0,1,53.174634156795605,1,8,0,1
83,0,1,53.125486947780175,3,9,1,1
84,0,1,50.15358622501687,5,7,0,1
85,0,0,52.39622627717364,2,8,1,0
86,0,0,52.0830162947517,2,3,1,0
87,0,0,51.23636059924289,0,6,0,0
88,0,0,52.15659519161933,3,6,1,0
89,0,1,49.51381788988645,2,2,0,0
90,0,0,52.78179103534042,2,7,0,1
91,0,0,53.30175295348444,4,6,0,1
92,0,1,51.22402915029664,2,9,1,0
93,0,1,51.789254226271744,2,6,0,1
94,0,1,50.721278675075126,4,5,1,1
95,0,1,52.70423588634024,3,8,1,1
96,0,0,52.65763004846645,1,6,0,0
97,0,1,51.03048236803145,3,10,1,1
98,0,1,52.31793272921309,3,7,0,1
99,0,1,52.68585385153148,5,5,0,0
100,0,1,51.13742557084858,3,4,1,1
101,0,1,52.65312686356433,1,6,0,0
102,0,1,49.86251880298509,2,8,0,1
103,0,0,52.16916370196244,2,6,1,0
104,0,0,53.29181362758234,1,9,0,1
105,0,1,50.87453735957385,2,9,1,0
106,0,0,52.95843262342912,4,6,1,0
107,0,0,50.673803368872086,2,5,1,0
108,0,1,50.97358402923376,1,7,1,0
109,0,0,51.40154107647983,3,3,0,0
110,0,0,51.558558890827264,3,3,0,0
111,0,1,50.09120958091031,4,3,1,1
112,0,1,50.76741687517482,3,7,1,1
113,0,1,53.42585540300572,2,8,1,1
114,0,1,51.29518246114714,0,6,0,0
115,0,1,51.4347652748956,4,7,0,0
116,0,1,52.83735694102302,2,7,1,1
117,0,0,52.04897634242796,2,5,0,0
118,0,1,50.93169646476231,1,6,0,1
119,0,1,51.455513924195984,3,9,0,0
120,0,0,51.07763477505143,4,6,0,0
121,0,0,52.66529741266519,1,7,1,0
122,0,1,50.16727688034605,2,5,1,1
123,0,0,51.66032039694443,4,8,0,1
124,0,0,51.56554697436649,4,7,0,1
125,0,0,53.0042230565256,2,5,0,1
126,0,0,51.231193438958,2,3,1,1
127,0,0,54.5407576040255,2,7,0,1
128,0,1,51.01901098931189,3,6,1,0
129,0,1,52.43069910738917,2,8,1,1
130,0,1,51.37985298336323,1,5,1,1
131,0,1,52.94705968406286,3,4,1,1
132,0,1,52.71568957133501,3,5,1,0
133,0,0,50.67369738601654,3,5,1,0
134,0,1,51.80958502612306,3,4,1,1
135,0,1,50.90385938996978,3,7,1,1
136,0,1,52.49009226333033,2,11,0,0
137,0,1,52.568818395172165,2,4,1,0
138,0,1,50.83249499381249,3,7,0,1
139,0,1,50.57059055583904,2,8,1,1
140,0,1,52.05557513929743,2,7,1,0
141,0,1,51.88629543424131,1,3,0,0
142,0,1,51.305778524784586,4,6,0,0
143,0,1,51.937321227828924,1,10,1,0
144,0,0,52.01439849280976,3,8,0,0
145,0,1,51.085858245540685,3,7,0,0
146,0,1,52.89132769075832,3,9,0,0
147,0,1,51.85674803094158,3,7,1,0
148,0,1,51.08347937106253,2,5,0,1
149,0,0,52.69769404064869,3,5,0,0
150,0,0,54.47453591391097,2,9,1,0
151,0,1,52.22604804303225,3,4,0,0
152,0,1,53.17827977620188,0,4,0,1
153,0,1,52.37505973126916,4,7,1,1
154,0,0,51.65598222711815,3,10,0,1
155,0,1,52.01165841833342,1,10,1,1
156,0,0,51.32599209642034,5,5,1,0
157,0,1,51.686054124333616,4,5,0,1
158,0,1,51.24239334815516,0,6,1,1
159,0,1,52.37416180620131,3,6,0,1
160,0,1,55.34525798698998,3,7,1,0
161,0,0,52.54727288576469,4,7,0,1
162,0,1,50.02459576403999,2,4,0,0
163,0,0,53.200677823368565,1,5,1,0
164,0,0,52.06804512131924,3,5,1,0
165,0,1,50.51595856179561,2,9,1,1
166,0,1,51.32315856672248,1,7,1,1
167,0,1,51.323172794773726,4,4,1,1
168,0,1,50.33214706174998,4,7,1,1
169,0,0,52.706816328239945,2,7,0,1
170,0,0,51.804337331574345,1,4,0,0
171,0,1,51.25359399870388,2,9,0,0
172,0,1,51.37114616030795,1,6,0,1
173,0,0,52.207493123459145,2,7,0,1
174,0,1,51.47808675739464,4,8,0,0
175,0,0,51.18213273979903,1,5,0,1
176,0,1,52.62451490904059,2,8,0,0
177,0,1,50.9890540920148,3,8,1,0
178,0,1,50.994270582539095,2,8,1,1
179,0,1,54.2591825430012,1,8,1,0
180,0,1,51.575628409697565,2,5,1,1
181,0,1,51.19187252437476,0,4,1,0
182,0,1,51.78695673470474,2,7,1,0
183,0,0,54.61427593206455,2,3,0,0
184,0,1,50.80338936966131,0,6,0,1
185,0,1,52.36140484788152,2,4,0,1
186,0,0,52.62356048487983,2,6,1,0
187,0,1,52.27715289476393,2,9,1,1
188,0,0,52.35383191679343,2,10,1,1
189,0,0,51.24572273491558,2,6,1,0
190,0,0,51.2581150664812,2,5,1,0
191,0,1,52.38019280997048,1,8,0,1
192,0,1,50.85742097983769,1,6,1,1
193,0,1,51.02989863080813,4,5,1,0
194,0,1,51.9474522774794,3,5,0,1
195,0,1,52.85176871219631,2,10,1,0
196,0,1,51.45553872013943,3,8,1,0
197,0,1,52.48347749248609,1,11,0,1
198,0,1,53.89910604787758,2,10,0,1
199,0,0,50.15388261251823,3,5,0,0
200,0,1,52.57754344818386,5,9,0,1
201,0,0,53.64878030589837,2,6,1,0
202,0,0,52.6063652165141,3,6,1,1
203,0,0,52.725153436671015,3,9,1,0
204,0,1,52.29535461570658,3,9,1,0
205,0,0,51.192277423080405,2,6,1,1
206,0,0,53.16723059118425,2,9,1,0
207,0,0,52.53736701084822,2,3,1,0
208,0,1,50.71294893541769,3,4,1,1
209,0,1,51.61905376117859,2,5,1,0
210,0,1,52.624486720924565,3,6,1,0
211,0,0,51.76168391875099,2,8,1,0
212,0,1,51.46633011254546,4,8,1,1
213,0,0,52.48266349319372,3,7,0,1
214,0,0,52.69323216656211,0,6,0,1
215,0,1,50.04285443126152,3,4,1,0
216,0,1,50.518148011209306,3,6,0,0
217,0,0,51.38741930707622,1,7,0,0
218,0,0,50.50034937602741,3,7,1,0
219,0,0,51.40325175592995,4,4,1,0
220,0,1,51.46121050429269,1,10,0,1
221,0,1,51.52025193201398,1,7,1,1
222,0,1,50.940727088730206,1,2,0,0
223,0,1,49.7884181211511,2,6,0,0
224,0,1,53.11152749682385,4,5,1,1
225,0,0,50.60132424848533,4,7,1,1
226,0,0,51.96986297426884,3,7,1,1
227,0,1,53.13848978950078,4,9,0,1
228,0,1,52.28251464084852,2,8,0,0
229,0,1,52.6257010089824,3,7,1,0
230,0,1,51.7086755355687,3,8,0,1
231,0,1,51.98619748402761,2,9,0,1
232,0,1,51.49288842872672,2,9,1,1
233,0,1,50.92713051393362,4,8,1,0
234,0,1,51.56912671537358,3,5,0,1
235,0,0,50.70886324662917,2,5,1,1
236,0,1,52.17709752967325,2,3,0,0
237,0,1,49.15818700988238,3,1,0,0
238,0,0,53.15042982691863,1,5,0,0
239,0,0,50.937241382949786,2,3,1,1
240,0,0,51.35496489617967,2,6,1,0
241,0,1,51.69737125838305,2,3,0,0
242,0,0,50.74764443281207,2,8,1,1
243,0,0,52.4883287995602,1,8,1,1
244,0,0,53.03129634013212,2,7,0,1
245,0,1,49.82249133974358,4,5,0,0
246,0,1,51.70418845275332,2,5,0,0
247,0,1,50.2894821186564,1,5,1,0
248,0,1,52.47159783728854,4,8,0,1
249,0,1,50.78112271996567,3,5,0,0
250,0,1,52.03650829178888,3,7,0,0
251,0,0,53.003521387888064,3,6,0,0
252,0,1,51.97748993228064,3,8,1,1
253,0,0,51.38205838532112,3,6,0,1
254,0,1,52.147228160278495,2,8,0,1
255,0,1,51.66141865264272,2,8,1,1
256,0,1,52.27915251083591,3,6,1,1
257,0,1,52.56604231446473,4,6,0,1
258,0,1,51.7757783166148,2,8,0,0
259,0,1,51.15315541811035,2,8,0,0
260,0,1,52.016518655218206,3,6,0,1
261,0,1,49.02161458666209,2,6,1,1
262,0,0,51.8821481553846,4,7,1,1
263,0,1,52.267421714177566,1,7,1,1
264,0,1,51.50847457535794,3,4,1,1
265,0,1,51.40603384101982,1,5,0,1
266,0,1,53.22540186144325,3,7,0,0
267,0,1,51.345466130467926,0,6,0,0
268,0,0,52.948870459720574,1,8,1,1
269,0,0,53.07121509419007,3,6,1,1
270,0,1,51.615749012343855,3,7,1,0
271,0,1,53.33306356912084,3,4,0,0
272,0,0,51.99195510611599,3,7,0,1
273,0,1,52.2760160727232,3,6,0,1
274,0,0,50.56664397330431,1,5,1,0
275,0,1,50.79680705002209,1,4,1,1
276,0,1,49.98711260545988,2,8,0,1
277,0,1,50.67342437135305,1,7,0,1
278,0,1,51.909256298192034,5,7,1,0
279,0,0,50.24867392898331,2,7,1,0
280,0,1,49.11323908454609,3,6,1,1
281,0,0,51.48779453765781,3,6,1,1
282,0,1,52.243679861693344,3,6,0,1
283,0,1,51.29922613500922,4,7,0,1
284,0,1,52.39371848026755,2,6,0,0
285,0,0,51.62363092623343,4,5,0,1
286,0,0,51.64544703249777,4,7,0,0
287,0,1,52.06428429934501,2,4,1,1
288,0,1,51.300931780927584,3,9,1,0
289,0,0,52.892083619151656,1,5,1,0
290,0,1,51.3706148851742,3,6,1,1
291,0,1,53.588066475462206,2,4,1,1
292,0,1,52.06066393953069,2,6,0,1
293,0,1,51.53043571354466,3,7,0,1
294,0,1,51.26938148195623,2,8,1,0
295,0,0,51.193079578977,2,5,1,1
296,0,1,51.36041322090355,3,6,0,1
297,0,0,50.42113297446548,3,6,0,0
298,0,0,52.52519444596009,3,7,1,0
299,0,1,50.59923623560543,4,7,1,1
300,0,1,50.98562092746473,3,7,0,1
301,0,0,51.97357042958716,2,7,1,1
302,0,0,49.49766824024999,2,6,1,1
303,0,0,51.38875774091149,2,9,0,0
304,0,1,53.20461534503823,2,4,1,1
305,0,1,50.769937580590295,3,6,1,0
306,0,0,52.45557256491415,1,8,1,0
307,0,1,51.41696053435611,3,8,0,1
308,0,0,53.5929007418076,5,8,1,1
309,0,1,51.19556995369872,3,9,1,1
310,0,0,51.71985166310386,3,3,0,1
311,0,1,52.085174988426886,2,5,1,0
312,0,1,50.970826814579056,3,6,0,0
313,0,0,51.78921767348886,3,4,1,0
314,0,0,52.548890868977935,2,8,1,1
315,0,1,53.13055056294328,1,9,0,0
316,0,0,50.93347861757181,1,4,1,0
317,0,1,51.455491581104944,3,9,0,1
318,0,1,50.69532703252259,4,6,1,1
319,0,1,53.97629900295676,4,7,1,1
320,0,0,53.449252561139744,3,5,1,0
321,0,1,50.22801589789205,2,6,0,1
322,0,1,50.75797462281395,3,5,1,1
323,0,1,51.15428083599842,4,5,1,0
324,0,1,50.333745874489054,5,5,1,0
325,0,1,50.39433185817033,2,7,0,1
326,0,1,51.85794429248352,3,7,0,0
327,0,1,50.778509117991,3,4,1,0
328,0,0,49.96618500293778,3,7,0,1
329,0,0,52.554111824619575,3,7,1,0
330,0,1,50.21569397357235,3,9,0,0
331,0,1,51.82865812813151,3,4,1,1
332,0,1,50.18870347216367,3,3,0,1
333,0,0,53.89189156661936,3,7,1,0
334,0,1,50.35890938906908,2,9,1,0
335,0,0,52.68188095554216,4,6,1,1
336,0,0,52.22787243928979,3,7,0,0
337,0,1,52.31246688255536,3,5,1,0
338,0,1,52.5929111349441,3,6,1,0
339,0,1,53.87789965724856,3,8,0,0
340,0,1,49.52115737423001,4,5,1,0
341,0,1,53.12946948344969,1,6,0,0
342,0,1,54.0251688440749,2,8,1,0
343,0,0,52.05435443561693,1,6,1,1
344,0,0,52.71813884963064,1,5,0,1
345,0,1,51.278415404324754,2,7,1,1
346,0,0,51.33960070501183,3,7,0,0
347,0,0,52.096619645271325,4,7,0,0
348,0,1,51.69959422208392,3,6,0,1
349,0,1,52.39303712480345,2,7,0,1
350,0,1,50.32663035032377,2,4,1,0
351,0,0,51.86109572594176,4,8,1,1
352,0,1,51.38567457504106,4,4,0,0
353,0,1,50.44778925485265,2,8,1,0
354,0,1,52.51891697091802,2,5,0,0
355,0,1,51.64132656969871,4,6,1,1
356,0,1,51.44962645308184,3,5,1,1
357,0,0,51.76050779992963,3,9,0,1
358,0,1,53.58967170100209,3,11,1,0
359,0,0,52.12062106742771,2,6,0,1
360,0,0,53.26189953322018,3,4,0,1
361,0,0,53.4465250228436,1,6,0,0
362,0,1,53.13693287784918,2,9,0,0
363,0,0,51.4419250983192,4,5,0,1
364,0,1,50.967499019621066,3,6,0,1
365,0,0,52.74487004556786,3,9,1,1
366,0,1,52.82027560540048,2,6,1,1
367,0,1,50.38010762826967,3,3,0,1
368,0,1,52.2228083526009,2,6,1,1
369,0,0,51.7870876843424,2,6,1,1
370,0,1,51.54751049984783,1,5,1,0
371,0,0,51.96909692031435,3,6,1,0
372,0,0,51.08857206418811,4,4,0,0
373,0,1,53.91274116240968,2,6,0,0
374,0,1,50.26967537356451,5,7,0,0
375,0,1,52.60287426671686,4,6,1,1
376,0,1,52.84033400230888,3,4,1,1
377,0,0,52.249949141304405,2,8,0,1
378,0,0,51.98066207695318,2,7,0,1
379,0,1,52.86024721915211,3,7,0,1
380,0,1,50.61311247840621,4,5,1,1
381,0,1,50.37328422456466,3,7,1,1
382,0,1,53.1513100984101,2,8,1,1
383,0,1,51.16914243766497,2,8,1,1
384,0,0,50.92600495690647,2,8,1,1
385,0,0,54.64683100820171,0,8,1,1
386,0,0,50.635079618681225,2,5,1,1
387,0,1,52.35070355218142,2,4,1,0
388,0,0,51.84017318305846,2,5,1,1
389,0,1,50.42360062857152,2,6,1,1
390,0,1,53.45875309401421,2,7,1,1
391,0,0,51.92964966854174,3,8,0,1
392,0,0,52.13117996251613,4,7,1,0
393,0,0,51.508007367837074,2,5,0,0
394,0,1,52.46975432921435,3,6,0,1
395,0,0,52.76003834716719,2,7,1,0
396,0,0,52.02356607440424,2,3,0,1
397,0,1,52.66699230268951,1,9,1,1
398,0,1,50.97146672690359,1,5,0,0
399,0,1,53.36838633973819,3,5,0,0
400,0,1,50.11167614401664,2,7,1,1
401,0,0,50.52937134955543,4,5,1,0
402,0,0,53.73149301105581,1,7,1,0
403,0,0,51.81038282025621,3,3,1,0
404,0,0,52.39976340856512,2,6,0,1
405,0,1,52.15558478210173,2,5,1,0
406,0,1,50.5769313064706,2,5,1,0
407,0,1,51.62062919237306,4,7,0,1
408,0,1,50.14498038834878,2,6,0,1
409,0,1,50.9137361888309,2,9,1,0
410,0,0,54.25345194408995,3,8,0,0
411,0,1,53.72075853987521,1,7,0,1
412,0,1,51.11412286456003,2,3,1,0
413,0,1,50.9790807970741,2,6,1,0
414,0,1,51.37416408232997,2,9,1,0
415,0,1,50.60460367776411,1,6,0,1
416,0,0,52.05296630765642,2,4,0,1
417,0,0,51.37468445269975,3,7,0,1
418,0,1,47.70531607065783,2,5,1,1
419,0,0,53.11941742316385,2,6,1,0
420,0,1,50.97408799543573,5,7,1,1
421,0,0,50.73099755489736,3,5,1,0
422,0,1,50.6800704324049,5,8,1,0
423,0,1,49.974832178467935,4,4,0,1
424,0,0,52.0660851437926,3,5,0,0
425,0,1,51.80009084077417,2,7,0,1
426,0,1,51.36919462441176,4,11,1,1
427,0,0,51.980527762966055,2,8,1,1
428,0,1,52.015903104621096,2,7,0,0
429,0,0,52.5334973695817,3,5,0,1
430,0,1,50.31075726955324,4,6,0,0
431,0,0,52.16567476342125,3,7,1,1
432,0,0,51.847864126240935,4,5,1,0
433,0,1,50.25954822066623,2,6,0,0
434,0,0,53.8612955990241,2,5,0,0
435,0,1,51.06692839408729,1,5,0,0
436,0,0,52.76820221006511,2,9,1,1
437,0,1,52.22450420386068,2,5,1,1
438,0,0,49.49956952260897,5,4,0,1
439,0,1,50.29912135951047,3,11,1,0
440,0,0,50.80113862087136,1,6,1,1
441,0,0,52.71177253675734,2,5,1,0
442,0,0,54.23369778757845,4,7,0,1
443,0,1,50.33936485174201,3,4,0,1
444,0,0,51.51667626360091,3,7,1,1
445,0,1,51.20163139818322,3,9,0,1
446,0,1,50.47005769881152,1,8,1,1
447,0,1,50.59936258320236,3,4,0,0
448,0,1,50.22536344368152,3,7,0,1
449,0,1,51.15313762534132,3,3,1,1
450,0,1,52.30162045441883,2,8,0,1
451,0,1,51.6988119583696,4,7,1,0
452,0,1,50.81692607207912,2,4,1,1
453,0,1,50.262265851854906,2,8,0,1
454,0,0,52.36501342381962,2,7,0,1
455,0,1,50.54412629653598,4,4,1,1
456,0,1,53.07011753601167,2,5,1,0
457,0,1,50.17941104046941,1,6,0,0
458,0,0,51.05874907622487,3,3,1,1
459,0,0,49.18263475999572,2,7,0,1
460,0,1,52.1187701905247,4,2,1,1
461,0,0,53.58410452410474,1,10,0,0
462,0,0,53.04116628330095,3,8,1,1
463,0,0,50.60743595687413,3,3,1,1
464,0,1,50.684098930789936,2,7,0,0
465,0,0,51.94184602198477,1,7,0,0
466,0,0,52.443688614791256,1,6,1,1
467,0,0,54.54381408804956,2,9,0,0
468,0,0,54.45065586755364,1,6,0,0
469,0,0,52.51634618200663,2,3,0,0
470,0,1,51.15296482410198,2,5,1,0
471,0,1,51.606672343788624,1,7,1,1
472,0,0,51.73029964331813,4,10,0,1
473,0,1,53.03657072217637,3,4,1,1
474,0,1,51.89243797908138,3,8,1,0
475,0,1,50.91411523652055,1,8,0,0
476,0,1,51.42832166998975,4,10,1,1
477,0,0,53.67033916930879,3,8,0,0
478,0,1,53.40928161390216,2,5,0,0
479,0,0,52.01417469730082,3,8,1,0
480,0,0,51.67813558808942,4,7,1,1
481,0,1,52.07113395006963,1,6,1,1
482,0,0,51.74840556263466,3,5,1,1
483,0,1,52.37367327069568,4,6,1,0
484,0,0,50.69308150662415,3,5,1,1
485,0,0,51.00497423809311,3,6,0,1
486,0,0,51.91392133501657,3,6,1,0
487,0,0,51.30965043735392,1,5,1,0
488,0,1,54.055982658752654,2,9,1,0
489,0,0,51.778658717650615,2,4,1,0
490,0,1,51.53693275009898,2,6,1,0
491,0,0,51.940854361508976,4,5,1,1
492,0,0,52.07504541211301,2,7,1,1
493,0,1,50.71640995590592,2,10,1,1
494,0,0,51.0508243700439,4,6,0,1
495,0,1,53.23814949324716,3,7,1,1
496,0,0,52.02569149455536,1,9,0,0
497,0,1,50.7619548470251,3,8,0,0
498,0,1,52.29998379678144,3,6,0,1
499,0,1,51.81590138210692,2,6,1,0
500,0,1,52.330995933895935,2,6,1,0
501,0,1,50.3623449048032,2,9,0,0
502,0,1,51.63124335516063,4,6,0,1
503,0,0,51.08283563673984,4,7,1,1
504,0,0,51.531822353773286,5,6,1,0
505,0,0,51.5900198397936,2,4,1,0
506,0,0,53.53266021567415,2,9,1,0
507,0,1,52.237550692201,3,5,0,0
508,0,1,52.374264170779256,2,7,1,0
509,0,1,51.344835748128254,3,5,0,0
510,0,0,51.10436971213565,2,5,0,1
511,0,1,52.783343692517086,1,2,1,0
512,0,0,50.51328134236629,1,7,0,1
513,0,1,51.646575143068205,3,6,1,1
514,0,0,52.05234318629327,5,5,0,1
515,0,0,53.15164074159412,3,2,0,0
516,0,1,51.90349831655923,1,5,1,1
517,0,1,51.86633994401001,5,8,0,0
518,0,0,50.8494245049562,4,6,0,0
519,0,1,50.84751267189368,3,8,1,1
520,0,1,51.90342855335697,4,4,1,1
521,0,1,50.778887696169136,1,9,0,1
522,0,0,50.69886651418899,3,8,0,0
523,0,1,50.87837981105906,3,7,0,1
524,0,0,52.45944447651974,2,7,0,1
525,0,1,52.401582137293765,3,6,1,0
526,0,1,51.420751223114905,3,8,0,1
527,0,0,53.6189062245213,2,5,0,0
528,0,1,51.86278780808207,3,5,1,1
529,0,1,51.819726107535615,3,5,0,0
530,0,0,52.35729840858778,2,6,0,0
531,0,0,52.33466389595367,3,8,1,0
532,0,1,51.64235821977776,3,11,0,0
533,0,0,50.85363395042905,1,7,1,0
534,0,1,52.96485443418855,3,9,0,1
535,0,0,52.57702577431908,0,6,0,1
536,0,1,53.369323837912575,2,7,0,0
537,0,0,53.27727003543327,3,6,0,1
538,0,1,51.04886937948273,3,7,0,1
539,0,1,51.1925446093452,3,6,1,0
540,0,0,53.017876633368736,2,9,1,1
541,0,1,51.78738741014119,2,6,0,0
542,0,0,52.95395584690325,3,8,0,1
543,0,1,53.803818449716346,3,9,0,1
544,0,1,50.40181007261578,2,6,0,0
545,0,1,51.71524371898527,4,9,0,0
546,0,1,53.97457970473185,1,6,1,1
547,0,0,52.152223655828045,0,8,0,1
548,0,0,50.03151988994433,4,8,1,0
549,0,1,51.71022792916207,2,7,0,1
550,0,1,51.64997376901324,4,5,1,0
551,0,1,51.443047758209374,4,6,0,0
552,0,0,51.74878709055373,4,7,1,0
553,0,1,52.37557147434645,2,8,1,1
554,0,1,51.0799698493142,1,6,0,1
555,0,1,50.47020415913045,2,10,1,0
556,0,1,52.63837274068052,4,6,0,1
557,0,0,52.51580698432822,2,5,0,1
558,0,1,50.95937545167426,2,7,0,1
559,0,1,52.20825160750652,2,7,0,1
560,0,1,53.87856787932544,1,7,0,1
561,0,1,51.566335271592045,4,8,1,0
562,0,1,53.47164053746347,2,5,1,0
563,0,0,54.4473137324019,4,8,0,1
564,0,1,50.35685095481121,4,6,0,1
565,0,1,50.66249381661419,3,8,0,1
566,0,1,50.08682224450981,1,7,0,1
567,0,1,52.317557258031336,2,5,0,0
568,0,0,50.68914402906428,1,8,1,1
569,0,1,51.44803650403065,4,8,0,1
570,0,1,53.52102283036764,1,5,0,0
571,0,1,52.00053739682831,2,5,1,0
572,0,1,52.32751850150704,3,9,0,1
573,0,1,51.39567376603725,2,4,1,1
574,0,0,51.92316407331705,3,6,1,0
575,0,0,53.81058656091228,1,8,0,1
576,0,1,52.33805608559298,2,6,1,1
577,0,0,51.27611024558946,1,6,1,1
578,0,1,51.85203932528388,2,9,0,1
579,0,0,52.20903146878988,1,8,1,1
580,0,1,50.51932222600264,3,6,1,1
581,0,1,51.15873704998727,4,4,1,0
582,0,0,52.68658095751447,3,7,1,1
583,0,1,51.756691633771375,2,8,0,0
584,0,1,53.91492071856477,3,6,1,0
585,0,1,51.83642881949862,3,7,0,1
586,0,1,51.03752858320152,3,9,1,1
587,0,1,51.83360867156174,1,5,0,0
588,0,0,51.29589307873007,2,6,0,1
589,0,1,50.551820568967614,1,5,0,1
590,0,1,51.55842105665673,3,7,1,0
591,0,1,50.43197336160844,2,8,0,0
592,0,0,52.1345362829404,2,8,1,1
593,0,0,51.37857755906707,2,7,0,1
594,0,1,50.7337012625026,1,6,0,1
595,0,0,52.29357231929636,3,6,1,0
596,0,0,50.09757516405904,5,7,1,1
597,0,0,50.84839991122365,1,6,0,0
598,0,1,52.5591227326642,2,8,1,1
599,0,1,51.07178749508365,1,6,0,1
600,0,0,52.04232978630071,2,5,1,1
601,0,1,54.58423226051295,1,7,1,0
602,0,1,51.0135988893989,2,5,1,1
603,0,1,50.82654014544478,1,5,0,1
604,0,1,50.42825925289945,2,5,1,1
605,0,0,51.48074171684492,3,7,1,0
606,0,0,53.362313432958686,4,4,0,1
607,0,0,52.48284944111564,4,7,0,0
608,0,1,50.49716621953216,2,3,1,0
609,0,1,51.64019620521652,3,6,0,1
610,0,1,52.35084830679655,3,3,1,0
611,0,1,50.95390627224364,2,9,1,1
612,0,0,53.152618027129975,3,6,1,0
613,0,0,51.78567140635178,3,8,1,1
614,0,0,51.103389702527565,2,7,0,1
615,0,1,51.993038158009895,1,10,0,1
616,0,1,52.13302713365714,3,7,0,0
617,0,1,53.16962858908054,4,6,1,0
618,0,1,53.17073117136805,2,6,0,1
619,0,1,51.53489255925699,5,5,0,1
620,0,1,50.14818655059344,4,8,1,0
621,0,0,49.811342303141146,3,4,1,1
622,0,0,52.70453909768273,4,7,1,1
623,0,0,52.87106343723755,2,6,1,0
624,0,1,51.71789732878391,2,7,1,0
625,0,0,52.24493350630195,2,6,0,1
626,0,1,50.03372874414262,1,5,0,0
627,0,0,50.690637155564495,3,7,1,1
628,0,1,51.649863702043255,1,8,0,1
629,0,1,50.86457784108977,3,6,1,1
630,0,0,51.03771355063116,2,5,0,1
