age,income_level,gender,minority_status,political_engagement_score,policy_participation,post_policy_satisfaction
5,6,0,0,26.8541309714554,1,14.239540638932992
7,4,0,1,24.65214362024667,0,8.924069976798613
6,4,0,0,24.62801853807958,0,8.96446693394638
11,8,1,1,23.61992227999668,0,8.145521810358508
9,3,0,0,21.814233215616923,0,5.300751832796383
8,8,0,1,24.95628218030652,0,9.94496135135882
11,8,1,1,23.27894637484238,0,7.778239025774557
13,4,1,0,26.548406241128745,1,14.764504874998964
3,5,0,0,25.084305689538592,1,13.333177284656092
5,6,0,0,25.771303717135435,1,14.434462063667274
7,9,1,0,27.90590434854996,1,15.417648024052603
8,7,1,0,25.71721924453531,1,13.991200415472234
5,7,0,0,30.030905409581333,1,17.750141926187734
12,4,1,0,22.481416588816444,0,6.34348427342345
7,6,1,1,22.477250901997397,0,5.671834864902738
7,7,1,1,24.553052746083207,0,9.545549535860747
8,4,0,1,24.36301162824269,0,9.689533050322291
12,5,0,1,22.448693915120423,0,6.532931320272644
9,7,0,0,27.12319392543916,1,16.238622914817302
6,4,1,0,23.13435079888262,0,7.618704550456191
11,5,1,1,25.866714713407674,1,13.34732033716612
5,4,0,0,23.63476653811668,0,8.929650490644653
12,5,1,0,22.09955793126631,0,5.6744413374191485
7,6,1,1,23.834998691642955,0,8.282349304467305
8,3,0,1,25.456045015477653,1,13.78581067706171
12,7,0,1,25.3525575399868,1,13.756725123203143
7,6,1,0,26.04499879075268,1,14.495811786768025
0,4,1,0,24.97086503026413,0,9.723120010265186
6,7,0,0,22.63772716076594,0,6.299559011722216
7,5,0,0,23.604231380995547,0,7.984721659031895
11,4,1,0,25.314744211126715,1,13.321768387239471
12,6,1,0,21.977746266019977,0,6.04392003856667
10,4,1,1,23.559033171476084,0,8.004682410066826
3,6,0,0,23.54305873250132,0,7.411998484438009
8,6,0,1,24.707827137673824,0,9.985288276826266
7,3,1,0,25.782566069880477,1,13.64678549462092
5,6,0,0,24.132284384549948,0,8.06061675991915
9,5,0,0,25.54467523468409,1,14.413951427166904
8,6,0,1,24.27611429322574,0,8.047260172493349
9,7,0,1,26.16337359724695,1,14.637124323687422
6,4,0,0,24.62898714224196,0,9.506337421841344
6,4,0,1,22.559952251450063,0,5.725180854387136
4,4,1,0,26.26623863040758,1,14.252287800184869
3,2,1,0,25.56769803975409,1,12.445328761625436
6,6,0,1,25.668007856467483,1,14.273803311848248
13,6,0,0,25.723309278224946,1,14.405743697272689
8,5,1,1,25.76394537053333,1,14.067775131591215
3,4,1,0,24.095484799884503,0,8.694112800569306
4,5,0,0,26.14314306466234,1,14.20538877018218
11,6,1,0,24.27150147870317,0,9.3090519131388
11,7,0,1,27.41443459973232,1,15.84863990186058
7,8,0,0,24.52583681079515,0,10.039780289279523
5,5,0,0,27.401407385057944,1,15.424494335694057
7,4,0,1,26.674500801932428,1,14.88955559816571
7,9,1,1,24.91791314451949,0,10.05758554378932
8,6,0,0,22.36795877631626,0,6.762956046394448
7,7,0,0,29.995116076027948,1,16.702419401930403
5,4,1,0,24.326131188892894,0,8.254263242976734
6,8,0,1,24.216233003557917,0,8.849190410550987
-1,6,1,0,27.066888425074,1,14.787485593545853
7,5,0,1,24.004894243215837,0,8.259892701358138
8,6,0,0,29.275095316040524,1,18.40739663761997
10,8,0,1,24.299276604376967,0,9.211560799066604
9,5,1,0,22.228274480658065,0,6.207469268679578
8,8,1,0,23.27926228851824,0,7.338638735892168
8,7,0,1,25.88717276351821,1,14.285856992796294
9,5,0,1,26.35572974855192,1,15.540120718787325
12,3,1,1,21.064763634188427,0,5.67108983497062
7,5,1,1,24.787764361138613,0,9.76651327401713
14,5,0,0,27.002972916220884,1,15.515678992085986
7,5,0,0,23.957984244140317,0,9.112718131385838
8,7,0,0,27.38083212918248,1,15.273776767108934
9,8,0,1,24.23639003054896,0,8.892593734637064
7,5,1,1,25.56962940437834,1,14.475888953242052
3,6,0,0,27.542782340721537,1,16.149489039411524
4,5,0,1,27.25569066222885,1,14.65882517230752
3,6,0,0,23.624068629476422,0,8.333713632535439
1,7,1,0,26.454156813490417,1,13.80847873239316
4,7,1,1,24.328268131246865,0,9.22163104806272
7,5,1,0,26.45228190107752,1,14.301978354173974
12,7,0,0,28.36072475525161,1,16.61183983337438
4,5,1,0,25.3788172259196,1,13.7013895039151
7,7,1,0,24.49627295307617,0,9.395608281621126
6,5,0,0,21.34050151908974,0,4.637922725539248
5,6,0,0,25.619533980012523,1,13.187108930894686
13,13,0,0,21.331821582874017,0,4.358354809160215
11,5,0,0,25.9119426728251,1,14.328286256295415
6,5,0,0,23.465058380156584,0,6.767872990109972
11,7,1,1,22.89041240701771,0,7.359502628821859
8,6,1,0,22.418983482095577,0,7.354961387462613
9,4,1,0,25.3091325040337,1,13.29107535095972
6,7,0,0,25.03434721386807,1,13.396899242802736
8,8,0,0,24.08521993747115,0,8.528478774293548
10,7,1,0,27.6370117723281,1,16.83484043615975
4,3,1,0,24.2136518673646,0,8.60022405642955
8,5,0,0,25.364392596346622,1,13.864144802620483
10,7,0,1,24.84087776931019,0,10.266512664626498
10,5,0,1,24.463428921233188,0,10.181060968105832
6,7,0,1,22.338724705364587,0,6.4000016397071136
5,7,1,0,27.60497961250068,1,15.372661755538648
6,4,0,0,27.16599173294373,1,15.562880869107426
5,7,0,0,22.560775886153912,0,6.190578004903638
12,6,0,1,23.840436247268308,0,8.949019775390537
11,3,1,1,28.412612137334992,1,16.217525937566382
7,3,0,1,24.4959513271157,0,9.678052251398237
5,6,0,0,27.95898441852682,1,16.27215166057571
4,5,1,0,26.945703150633047,1,15.822119224919945
8,7,1,0,21.322061404802625,0,3.983873940506276
5,3,0,0,23.009160402081843,0,7.410234347039033
7,6,0,0,24.098733888255968,0,9.592552905511203
11,5,0,1,26.63729382860434,1,14.512275704965028
12,5,0,1,22.71546993135048,0,6.732767434896765
9,7,0,0,26.972006990035283,1,14.74469312107134
8,5,0,1,24.684748084505976,0,9.477993858663105
4,7,1,1,23.78129874051332,0,8.221110678303734
7,7,0,1,26.85240536482004,1,15.028889928581863
12,5,1,1,21.674494723045285,0,4.972599410988112
6,6,1,1,28.394417598674508,1,15.607088300761376
9,9,0,1,20.18136245463282,0,3.603318331988362
5,6,1,0,24.776295400116386,0,9.735269293757089
10,7,1,0,23.185822367608065,0,7.444749214617325
12,5,1,0,24.82261984271303,0,9.44019096711861
2,6,0,0,26.24948588344628,1,14.67781298754658
8,3,1,1,28.084909375990627,1,15.4517847812654
6,7,1,0,24.91640290774624,0,9.112765999448472
8,5,1,0,23.508030456056893,0,8.611783747710446
14,7,0,0,25.37975556019192,1,14.082092097646903
8,5,0,0,22.84185333720675,0,7.038153802169703
10,6,0,1,22.01385429731006,0,5.500652134032353
6,3,0,1,27.606812802824265,1,16.011320415333206
11,4,0,0,28.661183297745804,1,16.693528397795582
9,5,0,1,22.659545951463457,0,6.545994854041642
12,6,0,1,23.105156928683886,0,7.872030251419638
5,8,0,1,23.4293499052369,0,8.062474573363025
7,4,0,0,26.56345516428337,1,14.039715196702431
4,6,1,1,28.47276881272428,1,15.584822349568418
11,5,1,0,26.314090327774743,1,15.159510089581776
12,7,0,0,25.708636730430097,1,14.881613816306198
9,7,1,0,26.808140755078988,1,14.828779297807282
3,7,1,1,21.12389157285182,0,3.578616544418733
12,7,0,0,28.974114709196904,1,16.386302131996487
8,4,0,0,26.52344533061156,1,15.395116243757736
1,6,0,0,25.54182826289141,1,13.637357440780622
5,8,1,0,22.41460798006564,0,5.7001697228910695
6,9,1,1,26.228613506404194,1,13.992203897598532
4,6,0,0,22.572403734292568,0,6.428312209595829
11,5,0,1,26.481417220579583,1,14.026928659245874
13,6,1,1,25.24803155660532,1,13.491606089720872
12,6,1,0,22.1646251902625,0,6.26818837783786
7,4,1,0,26.659321892742057,1,15.032231050768235
6,6,0,0,24.213098454721912,0,8.949612480862566
5,5,1,0,22.611231976061365,0,6.648983420568597
7,6,0,0,25.96268355098914,1,13.753339026115295
10,5,0,0,26.146052114497422,1,14.137106071163846
4,8,0,0,26.11711749405252,1,14.49722603223114
5,4,0,0,27.403040336163247,1,14.929839507486449
1,8,0,1,28.80694180761189,1,15.962403798565624
8,5,0,0,27.02065597773673,1,14.239215443187252
5,4,0,0,24.618517685251582,0,9.385079470743188
8,5,1,0,26.52458898409786,1,14.770172077109612
8,6,1,1,24.26059000497905,0,9.986847035425482
5,7,0,1,26.202485630123057,1,14.425727806239095
4,6,0,0,26.37378499611728,1,14.838398291617349
8,6,1,0,26.391127464402327,1,14.332154485714476
4,7,1,0,24.784066154237,0,9.710441273234066
8,5,1,0,28.061130034239543,1,15.491184777801276
3,6,0,0,27.73264463777595,1,15.31419006410142
10,6,0,1,26.13842767907067,1,13.80893328257266
7,4,0,1,25.06817674079312,1,13.259893489573567
6,4,0,1,23.90892742811003,0,8.506847627433674
6,5,0,0,23.5169482572233,0,8.254338496932416
5,6,1,0,26.21893176051481,1,13.781117298063636
11,7,0,0,23.746409819411124,0,7.920354061678316
12,6,1,0,28.138035507585784,1,16.476063434563315
10,5,0,0,25.32359997092335,1,13.716356557058557
5,7,1,1,24.285565618682146,0,7.695876726260522
4,5,1,0,22.294374418516703,0,7.09284988932159
10,6,0,0,24.3272099515506,0,9.328329429571298
7,5,1,1,26.0142097351303,1,14.367260784813087
5,6,0,1,20.73463726351213,0,4.135619702118479
10,6,1,1,21.643549611201795,0,4.5620274096377855
4,5,0,0,19.31260985573555,0,1.2296035721900214
7,3,0,0,20.90683134432729,0,3.837823420662049
17,5,0,1,23.016266641228555,0,8.227977147039509
7,5,0,0,25.27339632861806,1,13.942453039327052
11,3,0,0,24.62575877654492,0,10.277644308828778
3,6,1,1,29.88226720101005,1,17.68015070247112
7,5,1,0,24.427261276709352,0,8.595716431609086
5,4,0,1,25.401452141451458,1,13.66763645403819
13,6,0,0,23.995566581807022,0,9.41183693780022
9,7,1,0,23.620841387921026,0,8.07427292607417
4,3,1,1,26.813443404247117,1,15.000104249300977
13,7,1,0,24.63031071074121,0,9.504172231472456
11,7,1,1,26.77824251859344,1,15.649651394198012
12,5,1,0,25.249013486319093,1,14.319705900650666
10,2,0,1,25.956899357044374,1,13.9768721142906
7,9,1,1,25.59969961091616,1,14.394215581091007
6,6,0,0,24.07875586925828,0,8.934146946050111
11,8,1,0,30.909509461888256,1,17.610246176148806
15,4,0,0,25.929356857220093,1,14.566574521321238
0,8,0,0,21.37732316985589,0,3.8224651845790727
4,6,0,0,26.53175525310875,1,14.845439936145256
6,3,0,0,28.19084222262511,1,16.14219371871185
7,7,1,0,25.53990117287574,1,14.255983209828328
3,6,0,0,26.223897237350677,1,14.062884079136175
4,5,1,0,24.487085544566,0,8.98445410881127
12,8,1,0,27.933686512203263,1,15.554151049761172
10,6,1,1,23.876499821699124,0,9.27500468143609
8,6,0,0,22.882809829649336,0,5.9913081540720095
5,6,0,1,24.17925904014808,0,8.72259483937913
11,5,1,0,22.948460006967775,0,7.382392979399261
6,7,0,0,25.091794520925077,1,13.020839872096412
11,1,1,1,26.14146565191168,1,14.247567888747298
6,3,0,0,26.402389161828147,1,14.639079102102777
4,4,1,0,24.555991997467203,0,9.58488001145635
9,7,0,1,24.75681536747157,0,10.63940058025914
7,5,0,0,26.516983663463268,1,13.494476634687157
9,6,0,0,23.20913530772568,0,7.442219064563034
9,6,0,0,24.226969194550225,0,8.867746122705052
9,4,1,1,24.561101313474374,0,9.313787862073704
8,5,0,0,26.95601496148774,1,14.878565243003957
12,7,0,0,24.08934762077817,0,10.05770307753163
6,10,0,0,26.494173241895435,1,13.941757630472829
7,6,0,1,21.285767898097305,0,3.78431357077598
2,8,0,0,23.6362717463682,0,8.578650306530061
4,5,1,0,22.563992907217884,0,5.46672668563386
10,7,0,0,24.133059927374184,0,9.487925796648568
8,6,1,0,26.98729303581397,1,13.413802805960142
6,7,0,1,23.23704706653253,0,7.988835141219084
14,5,0,1,22.957352410829955,0,7.3259914253938545
7,5,0,0,24.97114117215752,0,8.946702245646074
5,5,0,1,25.9451109714596,1,14.108640262264236
7,5,0,0,25.96584148021376,1,13.925694811809864
10,5,0,0,28.63745020086857,1,16.264307379191198
14,5,0,0,26.251120692280548,1,15.033132888405373
8,8,0,1,25.245724363331053,1,14.297101097319686
7,7,0,0,21.03292925427243,0,3.604427595663704
7,4,0,1,24.41980582067723,0,9.967524406477454
6,5,0,0,29.14153287163157,1,16.37930349027848
5,7,0,1,23.70681187553799,0,7.797412714017986
7,5,0,0,27.247625359045163,1,14.465036696234284
8,5,0,1,23.613269724375872,0,8.454800039770028
7,6,0,0,26.4781293143866,1,15.357182088098506
7,7,0,0,26.595145162792573,1,14.323491246918076
7,4,1,0,23.80159088807092,0,8.06577067175224
13,6,0,0,24.02548281524443,0,8.490083502191643
1,3,0,1,20.88536505260924,0,4.027002260405965
10,7,0,1,28.161398113790288,1,16.159246933368912
10,8,0,1,24.52178137935517,0,9.174546630228305
8,5,1,0,23.437236382009694,0,7.477300797527944
6,5,1,1,26.008160952705666,1,13.809826911640956
5,6,0,0,25.09273235379984,1,13.663560132627346
5,7,0,1,22.051602576557105,0,5.861836910785232
6,5,0,0,21.90711642246713,0,5.158375619276061
10,3,1,1,22.368735323389757,0,6.665397096703186
10,5,1,0,25.44951236916009,1,14.644954200522058
5,5,0,0,25.233663946443876,1,13.2740008270714
11,8,0,0,25.788836667473667,1,14.532718806590584
7,4,0,1,28.354618089883747,1,15.9979987919904
3,7,0,0,23.33245455358493,0,7.688307552534148
11,5,0,0,25.57143335602648,1,13.590457683562464
6,6,1,1,24.8560941257244,0,9.235920311049703
5,5,0,0,27.633151664457426,1,15.364527274717297
7,4,1,1,22.85110451148952,0,7.687656765754187
8,6,1,1,22.84984618837937,0,7.585381137726055
0,7,0,0,23.219408441786296,0,6.864970287149094
13,7,0,1,22.89515432709105,0,8.015073028698307
5,7,0,0,22.01575781258603,0,4.566406528582015
15,6,0,0,24.58713510407728,0,10.354468009965606
9,5,0,1,27.839218582314047,1,15.75629103470503
9,3,1,1,26.603511790901496,1,14.567698114298992
5,8,1,0,26.03981696575644,1,14.250072723542855
9,6,0,0,22.079183470493568,0,5.925637739062791
3,5,0,0,26.53614145008346,1,13.958874129949391
9,5,1,0,24.02135436684337,0,8.88724226998203
10,7,1,0,25.218987924238075,1,14.918097805278732
0,5,0,1,23.339086508018287,0,7.4554846799991
13,4,1,0,24.606577475591425,0,11.080724938092208
10,6,1,0,24.347208316740662,0,8.664359416428423
6,4,0,0,25.57353105889725,1,14.001256164225786
5,2,1,1,24.057173875012467,0,8.679320771095774
7,5,0,0,22.020629683115,0,5.201351701293293
1,7,1,0,26.042742346704653,1,13.572119619764353
5,7,0,0,23.630852880422832,0,8.308280426170503
11,5,1,0,27.150482247722078,1,15.078116224485216
0,3,0,1,20.45323516687056,0,2.455860014354202
7,4,0,0,23.868671490224383,0,8.407167540700833
6,5,1,1,22.926561635083893,0,6.175201178787472
9,6,1,0,23.73457864487494,0,7.7882823569382
7,4,1,0,24.52928040432986,0,9.081722636707356
9,5,1,0,19.943940069507818,0,1.995292177800845
5,7,0,0,24.85806554317014,0,9.868422941040198
6,2,0,1,20.70277236158476,0,3.696688148196529
10,5,0,1,28.433009492622965,1,16.927950416620686
11,5,0,0,27.609481473861923,1,15.297170762222034
8,2,1,1,23.848949075264663,0,8.724601143348865
10,7,0,0,25.515324912467577,1,14.029335652709069
12,7,1,0,21.025576846198074,0,4.100343582200122
4,7,0,0,26.384550237374658,1,14.95260581518868
8,5,0,0,22.29240898273212,0,6.012454308033103
16,8,1,0,21.489358130609208,0,6.040149621433779
6,6,0,0,19.87426856576153,0,2.610735292313658
1,7,1,0,26.65540499577917,1,13.786618468730705
9,5,1,1,21.457792361250807,0,4.586814044699199
9,7,0,1,24.804821574973836,0,10.32483985881662
5,4,0,0,27.64497027870954,1,14.855791006366156
9,8,1,1,27.17119406216816,1,15.34561465434428
10,5,0,0,23.289561032463265,0,7.712082436487671
4,5,0,1,26.22490106422793,1,13.62836779192555
8,6,0,0,25.03046780979957,1,13.56564381392444
6,6,0,1,25.07619731091656,1,14.076915404092455
6,7,0,0,21.68545644882563,0,3.5027420216375145
5,6,0,1,23.85664663256233,0,7.6657227518200015
5,6,0,1,23.66763322936385,0,7.997410323030816
12,6,1,1,22.822761293630982,0,6.14987064112814
9,5,1,1,26.39819866262278,1,14.75567863985572
2,9,0,0,25.240839658480056,1,13.329310038926955
8,9,1,0,22.28513112469097,0,5.863739942872125
7,6,1,0,27.295607416971617,1,16.042647643572693
0,2,1,1,21.774955065433947,0,5.616923032509468
16,2,1,0,26.70624644148204,1,15.044662297592923
3,8,0,1,24.89724194795414,0,10.225347079191412
6,6,0,0,25.46301384533736,1,14.19417694279628
11,3,0,0,24.39721588690424,0,9.522808205831817
7,7,0,0,24.68368306258446,0,9.899706108849164
5,4,0,0,23.81155821483632,0,9.302922262100708
5,5,1,1,24.021953668472023,0,8.991993946414487
7,5,0,0,25.202711739065748,1,13.742819625422998
11,3,0,0,22.368926494974204,0,6.422884666357854
1,4,1,1,25.01034123792964,1,13.361522922747731
0,2,0,0,26.71554612891908,1,14.547877953967909
9,4,1,0,26.641923434453787,1,14.531593694531526
11,7,1,0,24.769275822900937,0,10.239020833219374
3,6,0,0,22.646210504983312,0,7.109764913402611
10,8,0,0,23.490552182586804,0,8.023988245572475
9,6,0,0,25.48777249186147,1,13.65613395560661
6,8,0,0,24.79638197780352,0,10.749731130142669
6,7,0,0,23.754120356946515,0,7.861389491879775
7,7,0,0,25.280741715752672,1,13.347955718267944
5,6,0,1,22.56166437667039,0,5.995595644997437
7,7,1,0,25.56846061311541,1,13.657691191685302
6,6,0,1,25.15888482108472,1,14.396250451382286
8,6,0,0,22.718433247253717,0,6.401993900584637
4,4,1,0,29.450093081026584,1,16.583313763958344
6,5,0,0,25.152860367689502,1,13.622231032536943
8,6,1,0,26.259709464902684,1,13.615318519192384
9,6,1,1,23.63503203800031,0,7.845173415875619
12,8,0,1,25.048577766961586,1,13.667944449461336
14,4,0,1,27.72805921510867,1,16.952104154551034
10,6,1,0,25.917995957071184,1,14.633244290568168
10,7,1,0,24.15069087208973,0,9.5047228035518
9,7,0,0,24.19649413377825,0,8.653396736319129
9,6,1,1,27.35408425714092,1,16.628424034718012
7,7,0,0,27.812345974706385,1,15.303325357785225
1,5,0,1,25.78104658244658,1,13.879580052493678
11,5,0,0,23.71116672363509,0,8.500505475819772
9,6,0,1,24.486881147052507,0,9.427907658173805
6,7,0,0,27.629367320121347,1,14.720471856925352
11,7,0,0,23.94393400753151,0,8.942940576597598
4,4,0,0,23.356355199683108,0,7.424696977057511
13,4,0,0,27.911385393428223,1,16.790819715210624
4,4,1,1,25.764504905275512,1,14.377997737372835
4,8,1,0,24.926833570201616,0,9.774077652301758
6,6,0,0,21.76822258883784,0,4.927729778328515
8,5,1,0,25.458039921341705,1,13.503307996329776
6,6,1,0,22.669489084312048,0,6.566464519991996
5,6,1,0,25.66340437515607,1,13.80610180796173
6,6,0,1,25.54757323674725,1,13.66352331887732
14,7,1,0,23.169601516506248,0,7.458303650788075
8,3,0,1,25.64949733630509,1,14.713754725266632
12,7,0,0,25.224442551915995,1,13.407920488511426
11,4,1,1,24.45319727443339,0,9.98232950075526
6,4,1,1,25.246631570708352,1,14.004266598319171
3,5,1,0,29.22644443953322,1,17.49713713175305
6,7,0,0,27.84981158607907,1,15.18993407302963
6,4,1,0,21.526707465089068,0,5.435039937980903
6,8,0,0,26.763260471536874,1,13.507271965713304
7,6,0,1,25.358651146878305,1,13.165971211770724
6,4,1,1,25.157973053924373,1,12.981612464050013
12,6,1,0,24.458904688649664,0,10.041863450285396
11,5,1,1,25.017091296315645,1,13.18292880841596
6,6,0,1,26.06955853887132,1,13.636331166867649
9,6,1,0,25.26537605044753,1,14.515551532129855
10,5,0,1,27.77346163266649,1,16.197739545343513
9,6,0,0,24.209571465233324,0,9.180784242241817
11,5,0,0,27.984924982871465,1,16.01959621336225
6,8,0,0,23.93850167815584,0,7.458120515774287
8,7,1,0,26.960067704882505,1,14.058976829865706
4,6,1,1,24.584780408611625,0,8.657785305511027
12,5,0,0,24.172562437520067,0,8.776945561343652
6,6,0,1,26.939636352872967,1,15.29287957309938
11,8,0,0,21.896309447903626,0,6.579751988282908
11,6,0,0,24.16137337010324,0,8.554099910663492
12,6,1,0,21.032833756862736,0,3.566502649882494
2,7,1,1,22.658546545444487,0,6.6182320847128455
3,5,0,0,24.03279621772173,0,8.556484941341497
5,8,0,0,24.98778611324652,0,9.798400174107275
2,7,0,1,26.655200750702363,1,14.614100442758629
8,7,1,0,23.143422028310884,0,6.349675271613283
11,5,1,1,22.064542221324988,0,5.516540793535387
15,5,1,0,25.41480652787526,1,13.88847144668681
3,6,0,0,24.989555718059528,0,9.871775713538732
12,6,0,1,23.731064520342056,0,9.074040079786052
9,7,1,0,24.81189702733971,0,9.997273764994738
8,4,0,1,23.484508943483668,0,7.430926036118434
7,8,0,0,25.098180349350702,1,12.941082762316528
7,6,0,0,23.42351590761648,0,7.129101758410066
9,3,0,1,21.387393081341383,0,5.423370050939536
2,8,1,0,26.97510632327652,1,14.93488031125048
2,5,0,1,27.76124466843956,1,15.59457469149349
8,5,0,0,27.136550109693133,1,15.753676954697278
4,5,0,1,24.86207109094285,0,9.701162477217691
8,6,0,0,25.5409549035074,1,13.601136415951393
7,6,0,1,23.69573266289335,0,7.844505183062391
-1,7,1,0,26.68124018284892,1,14.944711319540747
8,4,0,1,24.7911857947733,0,10.001655216903949
13,6,0,0,24.90055370632285,0,9.648128503366872
4,5,1,1,25.32251463975803,1,13.844880742793416
7,6,0,0,22.630857986474243,0,6.293465005848298
4,6,0,1,26.461557478198845,1,14.315497143840195
8,5,0,1,26.347605128811495,1,14.302152586532465
3,6,1,1,23.84990980813007,0,8.393900440267737
10,7,1,0,21.707512573024022,0,5.188076633743745
9,4,0,1,25.083456704965293,1,13.940081672013504
7,7,1,1,25.8328396257261,1,15.13586803969122
9,5,1,1,24.56062015294214,0,9.792461578397008
8,5,0,0,26.12945167166643,1,15.25648641639144
14,8,0,0,21.843738122395823,0,5.852613948965283
0,8,0,1,21.39605505741229,0,4.708962987331458
8,5,1,0,27.64131255494005,1,15.707453018529131
12,7,0,1,28.733810993856427,1,15.741307191616093
10,6,0,0,23.8537875098268,0,8.354902788499322
13,5,0,1,28.70075175756909,1,16.74776106404594
5,9,0,0,21.98988412312718,0,5.332262585465752
3,7,0,1,23.7289913522813,0,8.493004872557306
12,4,0,1,26.404708831749986,1,15.18703753400621
7,5,0,1,27.091813072989837,1,14.65615892268944
7,6,0,1,27.679775362626653,1,14.45213293133374
8,7,0,1,28.633834588307963,1,15.720244290936742
6,6,1,0,22.823714129750968,0,7.278532571394062
9,6,1,1,25.533466285487822,1,14.045687771153776
3,2,0,0,26.42597556717219,1,13.81387068196299
3,5,0,1,26.792852241048024,1,14.813622294695923
8,7,0,0,24.32661386462094,0,8.663114494735705
6,6,0,1,27.440674864468026,1,14.872669580279997
10,7,0,0,22.99536605251036,0,7.877017075589418
8,4,1,0,22.31200795961863,0,7.671278015040038
8,9,0,1,26.17531649459701,1,14.059588638673286
15,5,0,0,23.93810696060102,0,8.859270625711629
12,5,0,0,25.842502496364645,1,14.809999608184937
2,9,1,1,29.572738911486816,1,15.890549530793525
