student_age,parent_education_years,gender,low_income_status,high_school_gpa,college_readiness_program,post_secondary_enrollment
9,5,1,0,19.129117862324392,1,11.7600929438416
-1,5,1,0,16.4507690367859,0,7.095645629930251
5,5,0,1,19.961161172498464,1,13.443353221683688
7,4,0,1,15.13311786959102,0,5.502137159307751
2,5,1,0,15.29415440516811,0,5.443095902434285
1,6,0,1,19.86540173470778,1,13.372098832666696
7,5,1,0,19.215023774514485,1,12.315581130145889
5,3,1,1,18.743411574766583,1,11.834704265843534
2,4,0,1,22.33735688759799,1,14.955656055978752
8,4,1,1,19.65836926717571,1,12.35216692518103
7,5,1,1,19.3968131593359,1,13.13615728828938
13,5,1,0,15.978636457211593,0,5.514427839322599
3,5,0,1,21.01528264504969,1,14.110917033054168
13,2,1,0,15.946019390708326,0,5.197364332138749
11,3,1,0,14.576178328846009,0,3.4880386275111794
3,7,0,1,20.26644591218275,1,12.920139198594471
8,5,1,1,21.64861154983181,1,13.814937317115207
4,7,1,1,18.29176297995056,1,12.539380389653871
6,6,1,1,14.686583142029756,0,5.292846465859659
10,4,1,0,14.143255722743389,0,2.984960420788057
9,6,1,1,16.957921730319406,0,7.159934361015544
5,6,1,0,15.45584518698553,0,6.4359156888950535
10,7,1,1,18.6414981690636,1,10.216233123050266
5,6,1,1,19.90515402383052,1,13.128862813817983
7,6,1,0,19.264296058055784,1,12.532256666901006
9,9,0,1,19.5319331599269,1,11.033903498269591
8,7,0,1,20.450528398083613,1,13.139621758721008
3,4,1,1,19.26828839068877,1,12.594620426194732
6,4,0,1,17.499788430520617,0,8.472010008514204
4,5,1,1,21.712300844008272,1,14.87246692441856
7,7,1,1,18.90645995592279,1,11.840157635688682
13,5,1,0,20.64251753267669,1,12.234476968076269
9,5,1,1,15.463463275328529,0,5.982399243766902
3,5,1,1,15.401958880631298,0,5.96052716699966
6,6,1,1,18.52664024733663,1,10.896042001827974
7,2,1,1,16.690297472808737,0,8.123072211308957
3,5,1,0,13.516877141304796,0,3.160665237208246
13,6,1,0,19.872629840383528,1,10.97231320976696
5,4,0,1,19.466457605583912,1,12.041702920181732
12,6,1,1,15.463609024389068,0,5.294147730522938
2,6,0,1,17.163684750319188,0,8.593679461210428
7,5,1,1,19.275437667539293,1,12.09668993601874
10,6,1,1,18.0957680371882,1,9.964073706367683
7,7,0,0,16.215697210789475,0,6.3955476885644345
11,5,1,0,19.28606623820007,1,12.271740567905706
6,3,0,1,18.467518804680125,1,11.03658102780047
2,5,1,0,16.733580682239754,0,7.986448204008352
8,4,1,1,15.274346724570089,0,5.7632719712859295
10,9,1,0,11.244259473039918,0,-0.6283176637484046
11,6,0,1,21.33425443420885,1,13.497050605489074
6,5,0,1,19.890944596187666,1,12.990850576083185
7,6,1,1,17.107406886676443,0,8.10081403751627
7,6,1,1,19.28353950027988,1,12.173792202169826
9,6,1,0,20.212703296379267,1,11.436111532704414
8,6,1,0,18.23901927587194,1,10.611873974518716
6,3,1,1,19.175884203978708,1,11.690074194298074
8,8,0,0,19.7405436138868,1,11.480310773432816
2,7,1,0,17.727440456506226,0,9.277924570142682
11,6,1,0,18.87922906815696,1,11.01352804420874
8,8,1,0,17.86375545491808,0,8.88573708251698
10,5,0,0,17.32075135883345,0,8.016595811581503
2,4,0,1,16.98530067145978,0,8.660651992570571
6,7,1,0,15.1277543885354,0,4.527756345165149
9,5,1,0,21.81658125033788,1,14.55127491254786
4,6,1,1,20.3808068405187,1,12.86359425244981
10,6,1,1,15.72860033874194,0,5.888360713935503
7,7,1,1,19.120598888916213,1,12.547665101999463
5,6,1,1,19.975051176929227,1,12.250144406196558
7,5,1,0,17.428968708532903,0,7.679823517160651
8,7,1,0,15.874220623946474,0,5.612460400691001
5,4,0,1,20.61986869729592,1,14.329423147734785
8,7,1,0,19.434113456417396,1,12.588702005738462
13,7,1,1,19.16185009397513,1,11.616083166882026
13,6,1,1,18.864703183453187,1,11.621206501738577
8,5,1,0,21.7638642987776,1,13.995347008138133
5,4,0,1,18.88153398586253,1,12.601313937663289
10,5,1,0,19.30880474289636,1,11.96289541625262
8,3,1,1,18.05301709164151,1,11.733279306108962
4,4,0,1,20.9044858521004,1,13.634938348582931
6,5,0,1,16.930300473285936,0,8.281919329083363
14,5,1,0,19.949882311697547,1,12.35962872177405
14,6,1,1,18.381464133194086,1,10.36324614835745
5,6,0,1,19.30096796132025,1,12.642868271970924
3,5,1,1,19.587105911216835,1,12.74076985047027
8,8,1,0,17.039623149738503,0,7.524638960479143
12,4,1,0,14.367243780141012,0,3.229127749097477
9,6,0,0,22.02817112963117,1,14.093795245351837
6,6,1,0,12.156165127844284,0,0.6530727526386322
10,4,1,0,18.242703438845226,1,10.723309721554962
13,8,1,1,19.978549420095508,1,12.452778081334545
4,5,1,0,18.76669507311823,1,11.922147317271262
13,5,0,1,19.733383025846,1,11.8585708273324
11,6,0,1,16.774542596788102,0,7.32307881343876
3,4,1,1,18.96326420056308,1,12.355568280856811
2,5,0,0,17.286637631455985,0,8.2681773457452
14,7,1,1,16.82973030832605,0,6.070821562243932
0,5,0,1,20.26545164985253,1,13.522920282144144
10,4,1,1,20.44092016449091,1,12.55072756205298
9,7,1,1,19.640357236223288,1,11.892592694077768
10,5,1,1,17.023143016984946,0,6.345696176464107
6,6,0,0,17.659014115942806,0,7.830665034136031
4,6,1,1,19.80753151437164,1,12.785402432320378
5,6,1,1,20.55661815972029,1,13.446464581994306
7,6,0,1,17.163760196624164,0,7.477677780338586
2,6,0,0,16.534693338387665,0,8.493623737967303
3,5,1,0,20.79902343260008,1,14.10384076124611
12,7,0,0,16.382308763690755,0,6.980320765037996
9,6,1,1,19.02882207866228,1,12.329484570542968
13,6,0,1,16.21974213994675,0,6.341456964357152
10,4,0,1,17.36158821471542,0,8.588990755202683
7,4,0,1,18.624731104501745,1,11.923497059165282
5,5,1,0,15.94428823563939,0,5.534535012747478
8,6,1,0,15.418239516749088,0,5.241200039745197
1,4,1,1,21.037409530834,1,13.768260494018666
8,7,1,0,19.35137438218444,1,11.70644345392034
8,6,0,0,15.344387326007364,0,6.060127954931103
8,2,0,1,17.255483161896272,0,8.509397764892277
5,6,1,1,15.67838065489576,0,6.421445704921483
1,4,1,1,19.3163289541764,1,12.291399495646234
8,3,0,1,20.829644096350687,1,12.54563685150365
4,6,1,0,16.392514721353294,0,7.135648751610785
8,5,0,0,18.250739743758707,1,11.031730864757256
6,6,1,1,18.091011908066204,1,12.762674599442317
2,5,1,1,18.354463344349565,1,12.42022915522947
0,4,0,1,16.314055797345656,0,7.044317568989207
5,6,1,1,16.135924291405434,0,7.947620382517941
9,8,1,1,18.53209943002691,1,10.766057534595872
12,6,0,1,19.29544003981204,1,11.548982758891242
12,7,0,0,17.77272613798041,0,7.743766793852932
14,4,1,1,15.72469872701546,0,5.521781455236425
5,4,0,0,16.023307706688573,0,6.346340880181199
5,5,0,0,16.353236443880025,0,7.61185059896456
9,8,1,0,14.858348737004263,0,4.746893080781457
11,5,1,0,15.990519248040348,0,5.8567777836716415
7,4,0,1,18.168528256469543,1,11.43295238701529
11,7,1,0,18.027383104367097,1,11.92790395401499
7,3,1,1,18.87151872439313,1,12.155611115085808
14,3,0,0,15.644441448607385,0,4.414035055701692
11,6,1,0,18.131815728368835,1,11.018930688568544
8,7,1,1,18.709252704141555,1,12.380726846710497
2,6,1,0,17.655876681752694,0,10.074588713302528
7,6,0,1,19.35621833445513,1,11.669248696419164
8,6,1,0,18.92935379362294,1,12.564495606535374
9,5,0,1,17.609710325464526,0,8.199421275331582
6,6,0,1,21.9430541799983,1,14.417566969967726
6,7,0,1,18.33497590512752,1,11.26082419028333
6,3,1,0,17.672784210082522,0,8.369662840958414
14,6,1,1,14.896914313167825,0,3.687378060289904
7,4,0,1,18.289245132290336,1,11.821421213862202
5,6,0,0,15.937188470809996,0,6.783996812232189
5,7,1,1,14.637768037260978,0,3.83549594001958
4,8,0,1,19.19513619575905,1,12.769654073315484
4,6,1,1,18.222425909157007,1,11.334221886024672
4,6,1,0,13.467144102745657,0,2.349262908399367
17,5,0,0,13.21136820590026,0,0.9407193567957725
7,5,1,0,15.852806431679728,0,5.530256017909462
10,6,0,1,19.702104361926,1,12.60252237432358
5,7,1,1,19.1601715812228,1,12.12376407991535
10,5,1,0,18.840580709817274,1,11.523003868381885
4,6,1,0,18.358059148791455,1,11.964009716968407
3,9,0,1,15.812065060107235,0,6.886073859332967
11,4,1,1,18.293072092857408,1,11.303970793091198
5,4,0,1,21.19789392672243,1,13.64729247069704
7,5,1,0,17.826978523125366,0,9.995727591126066
4,4,0,1,18.76667128011242,1,11.74962217273736
9,5,0,0,19.239018765395453,1,11.581572778297744
6,5,0,0,19.1823550775665,1,12.975354398173003
10,6,0,0,19.72209035645435,1,11.881543868139604
7,6,0,0,16.771037793305805,0,7.70422505808458
10,5,0,0,20.66379110986969,1,12.858447857935904
7,5,1,1,16.5185582699089,0,7.325859447478052
7,5,0,1,16.713953532409846,0,6.480194082698032
2,6,1,1,17.795535399641178,0,11.099773383503178
6,3,0,1,20.14744701227135,1,12.581565909959552
7,5,1,1,15.476248930004326,0,4.821800853061665
10,6,0,0,16.68811442764567,0,6.638053903387891
6,5,1,0,16.460239391054795,0,7.211046044573115
8,4,0,1,18.932512260395427,1,12.47828563031775
3,5,1,1,15.303745941597477,0,5.491205044099171
4,5,0,1,18.9865783769138,1,12.301098530595176
8,4,1,1,17.84844426780219,0,8.830276189966352
13,8,0,1,18.60980191320432,1,11.302805993828189
3,3,0,1,17.09721802280701,0,9.23557997952494
13,6,1,1,18.602005478755125,1,10.951220404419775
9,5,1,1,17.212883717480768,0,8.568933026262222
10,7,0,1,17.914290425731586,0,9.7053760651511
16,7,1,1,21.169682877051816,1,12.683460447629246
11,4,0,1,17.67565821284575,0,7.934755193177073
13,5,0,0,21.10274959196664,1,14.00512579608164
12,7,1,1,19.71842828253033,1,12.501643650743594
4,6,1,1,15.179415834347136,0,5.329197350633821
4,6,1,1,16.89314823893452,0,7.911118669390963
8,6,0,0,24.30234893073017,1,16.28474721381075
5,8,0,1,13.411669634973272,0,2.6080297091285827
4,4,1,1,19.98669212646978,1,13.097495840963042
7,7,1,1,21.788939325021293,1,14.134576873268058
7,5,0,0,19.125988905029,1,12.361401489930635
6,5,1,1,18.38944039610717,1,11.335827373933949
11,8,0,0,18.04377111098248,1,10.123033852768277
7,7,0,1,17.63593473848781,0,9.220389331270114
5,7,1,1,18.41986819288199,1,10.438041711005312
10,7,1,0,16.82456739661138,0,6.9327790024111655
7,6,1,0,15.227264114072304,0,4.679488641513023
11,6,0,1,18.39625201999873,1,10.579795458382618
5,5,1,1,17.60991988468627,0,9.142155745566663
8,3,1,1,17.03477742813451,0,7.99489910653274
14,6,0,1,17.42134698198797,0,7.379469733951895
2,4,0,0,21.01736075299285,1,13.556515156366183
12,4,1,1,17.056227474078053,0,8.625634573212722
5,7,0,1,15.250812105528274,0,5.606851631283746
6,5,1,1,15.360221064945648,0,5.385544252549419
11,4,0,1,16.834241722310953,0,7.607207002950595
1,5,0,1,15.174518267308214,0,5.837723607561959
6,6,1,0,20.689483714119174,1,13.07800140574063
4,4,1,0,18.283411025894534,1,11.652857736324297
12,5,0,0,18.223060116997605,1,10.963022809622965
6,7,0,1,18.272080026031457,1,11.5471316266893
5,7,0,1,19.45188066015808,1,13.01070496169486
7,6,1,1,18.152036338644685,1,10.81780447014514
6,6,1,1,18.167272305626213,1,10.504566075958218
10,6,1,1,16.13580670168594,0,5.282654593798664
9,5,1,1,16.279489930171145,0,6.645049650236028
14,6,1,1,19.577041997953664,1,10.953640709939483
9,4,1,1,20.635802777676066,1,12.720216098536346
5,5,1,0,18.43061501013635,1,11.10835301699477
7,4,1,0,14.96707097258764,0,4.609209659435385
12,5,0,0,19.011430800471267,1,11.834475039493151
10,6,0,0,14.947071102944571,0,4.943863077855058
9,3,1,0,19.547749246181496,1,11.841128313507452
9,6,1,0,20.894693421583284,1,12.09332463014595
3,5,1,1,18.10250495217248,1,11.909227387057646
5,7,0,1,17.255237588540368,0,9.10196367390985
4,7,0,1,18.05903098495467,1,10.702964578121277
9,7,1,1,19.530776336159253,1,12.011280351162744
9,9,0,0,14.971725605671791,0,3.941827841291732
7,7,0,0,16.7821199613687,0,7.415597628385717
7,5,0,0,18.155357191245773,1,11.292160527932731
10,5,0,0,20.187010557239883,1,12.277134736752233
4,9,1,1,18.48667320931665,1,11.830780919101356
8,5,1,1,21.10520619579911,1,13.595123269881007
14,3,1,1,17.376912596422773,0,8.294788515093025
9,8,0,1,18.921265098911164,1,12.182410195653276
13,7,1,1,18.657426118115183,1,10.42537576915311
5,6,0,1,17.017951013453082,0,7.956388374676544
12,8,0,1,19.382311416619707,1,12.113638138362465
7,3,1,1,17.972552108248195,0,9.47090296968756
6,6,0,0,15.640997936232418,0,5.925379101769021
12,8,1,1,20.90960164971053,1,12.91539309542825
6,4,0,1,14.8931097340226,0,4.380163881738226
3,6,0,0,22.469539169910703,1,14.696194950376006
7,5,0,1,20.11809640694797,1,12.943549573325102
2,4,0,0,18.686029098397903,1,12.735625408094904
8,8,0,0,15.475706894722247,0,5.832923382900944
13,6,1,1,20.81943682837649,1,13.261249598675558
7,5,1,0,17.41162552518665,0,8.44816444557212
5,4,0,0,18.509717025082363,1,11.66872671859706
7,5,1,1,19.19648247781556,1,13.459535509367145
10,6,1,1,14.806391680888858,0,5.278541537596723
9,6,1,1,15.448986726171704,0,5.567995350867094
7,6,0,1,18.12424797936577,1,11.218244563882674
14,3,0,1,18.08197197543493,1,10.151964369936923
4,6,0,1,19.49635029456912,1,12.690650376
13,6,0,1,16.438323456310982,0,5.893673162540918
9,5,1,1,21.007968221369847,1,13.43776448512134
9,3,0,1,17.081221613430785,0,7.970556344842076
10,7,1,1,21.744583429525896,1,13.262652918118889
6,4,1,1,18.413680842585663,1,11.327991756702415
7,6,0,0,19.50116674625941,1,12.364958822903144
4,6,1,1,18.83583273778616,1,12.644733759142724
6,2,0,0,19.92510711669741,1,12.966806404192877
4,4,0,1,18.86676155081529,1,12.087959926377804
9,6,1,0,17.312762415828495,0,8.25086319089105
8,7,1,1,16.25927611322898,0,6.559874547628806
12,6,0,0,19.88522303111429,1,11.664844593124393
15,7,0,1,16.38998990555401,0,5.133119499765655
7,5,1,1,16.554230820039148,0,6.7772341845500605
8,6,1,1,19.28349229366576,1,11.597873480384692
9,5,1,1,18.920713866091432,1,11.381989593000714
6,7,0,1,18.2476689853077,1,11.685226649968753
6,5,1,1,17.081453122260644,0,8.490908124224552
9,6,1,0,13.926767072930751,0,3.2365930685758046
7,4,1,0,18.30259480017145,1,10.420500128165752
8,7,1,0,17.127252296842443,0,8.653613408035387
9,7,1,0,18.42325466789124,1,12.0238122356296
17,4,0,1,15.393891866953757,0,4.154689285325625
6,5,1,1,17.216564527636795,0,8.728435022295907
11,6,1,1,19.75194469698549,1,11.756187920986246
5,5,1,1,15.245547245563897,0,5.594281874790736
8,6,1,0,16.966257640050536,0,7.652584358476735
9,2,1,1,18.39548467139942,1,10.976453836677434
2,5,1,1,17.799461299703793,0,9.23881476993343
7,4,0,1,17.940062756814626,0,8.766924360339221
3,3,1,1,17.17875753852598,0,8.514683372418377
7,5,1,1,17.131438023959458,0,8.860535564025723
10,4,0,1,17.51376097353051,0,8.149461136761948
11,5,1,1,20.406841090164185,1,13.886580555554064
13,5,0,0,17.209895228473975,0,6.71950366692524
3,4,0,0,20.971383948989157,1,13.786326249460876
8,5,1,1,19.65584741157272,1,11.877628312952163
4,2,1,1,16.48161972119799,0,6.78034824428214
5,5,0,1,16.91528175993459,0,7.73946599734006
7,6,1,1,14.733241295697711,0,4.838563828206373
11,6,1,0,18.621406563203667,1,11.540832824974958
8,7,1,1,18.716271083602017,1,11.284019671735004
10,5,1,0,14.753353845879625,0,4.214481568351925
7,7,0,1,16.477362980616345,0,7.138992292551816
12,6,1,1,20.045426977417765,1,11.818796921847238
7,6,0,0,15.069014835831686,0,4.337978076574564
5,5,1,1,15.626605701037676,0,5.458220055907003
6,4,0,1,17.175676353126015,0,8.267718385080252
4,2,1,1,16.954665648595306,0,7.89297942427956
5,8,1,1,14.826150814427026,0,4.469376763782936
5,6,1,0,16.312301613761512,0,7.293170469071445
8,4,0,0,21.317285097026165,1,13.457453584673846
7,5,1,1,16.55509623035707,0,7.263051313415244
7,5,0,1,16.482292612859013,0,8.116405607254332
11,7,1,1,14.143897860196866,0,2.893481443431805
4,7,0,1,15.957319281142452,0,6.192119205743159
6,7,0,1,19.441739360024503,1,12.255420888559009
10,7,0,1,17.250264969960377,0,8.306716977587158
5,4,0,0,16.52705847290882,0,7.671773422752323
9,5,1,1,19.187294537888608,1,12.073592652562068
4,8,0,1,19.46843145961965,1,12.220504686835485
11,6,1,0,18.15197408951619,1,10.880268138247407
7,8,0,1,18.774609850732503,1,11.12100590356298
5,5,1,1,15.859503306085644,0,6.833917789436225
5,5,1,1,17.485314523348723,0,8.86036121140765
8,6,1,1,18.25322318922479,1,10.534721704970323
14,8,0,1,16.12661949607258,0,6.551530174857513
9,7,1,1,19.888406528192384,1,12.754591965273258
8,6,0,1,15.46532339285582,0,4.81899860399158
6,3,1,0,20.211809496040438,1,12.22542476335468
10,3,1,0,16.929173348192045,0,7.154319635940258
7,8,1,1,17.19344580905149,0,8.042804500504161
6,6,1,0,19.609732510420372,1,11.556678141800562
14,6,1,1,17.935821765546148,0,9.10537213229761
9,6,0,1,17.808798601465295,0,8.803000675914696
6,7,1,1,15.71665924412428,0,6.229451975619173
6,7,1,1,14.16223293123374,0,3.3190601718384576
6,7,0,0,17.621914436519862,0,8.611676072952404
7,7,0,0,16.242466833619982,0,7.527304802634967
7,6,1,0,19.96270947288982,1,13.037623514908873
4,2,1,1,21.27022830014733,1,14.663597047427842
6,5,0,1,19.76954180510096,1,12.502279788954358
14,4,1,1,20.76922814432797,1,12.064816075306076
9,7,0,1,16.908876045162966,0,8.0313269745255
4,6,1,0,18.908779503674207,1,12.14059312048034
5,5,1,1,14.91237877152858,0,5.205197573172072
10,6,1,1,17.113847369218558,0,7.665104056701011
11,6,0,1,15.038594342017625,0,4.599285877754553
11,6,0,1,17.2421693319639,0,8.135056888144696
7,3,0,1,20.31206769322072,1,13.489360268515838
7,5,1,1,17.635993510579752,0,9.131159387047882
5,9,1,1,15.67681680474346,0,5.548160555252756
9,7,0,1,18.4292217627025,1,10.951519723282102
6,6,0,0,18.50321416668896,1,11.72742722730999
12,6,1,1,19.951817324428504,1,12.715149961857922
5,8,1,1,12.284410181996936,0,1.3061674433360826
9,5,0,1,18.65844415779844,1,12.123442420527608
10,5,1,1,15.970276347806616,0,5.339052583587174
12,7,0,0,16.61938230162741,0,6.614074435989349
11,7,1,0,20.86670801014625,1,12.607322093545433
7,7,0,0,18.56555737658846,1,10.483144534556269
8,6,1,0,18.580323492871088,1,11.701138696398557
9,5,1,1,18.88477232093831,1,11.630167288499337
6,6,1,1,20.627050377999645,1,12.94368369276999
10,5,1,1,17.32794081461514,0,8.51150518095817
9,4,1,1,18.92495603908657,1,10.723366426333133
7,6,0,1,19.81973644674983,1,12.347733206736535
4,5,1,0,17.386050640480967,0,8.499858257027679
13,5,1,1,17.959477748235784,0,9.06771005753133
5,6,1,1,17.507155252088697,0,9.696612382974926
3,6,1,1,16.977711621107574,0,8.015562911663363
8,6,0,1,16.573399594515465,0,6.781534996542499
4,5,1,0,19.110533695025296,1,12.132958873931722
6,6,1,0,19.42009406960404,1,11.826884261358533
6,5,0,0,17.889897957998574,0,9.12493866921898
8,6,1,0,15.773042500208229,0,5.775189354780851
4,7,1,1,19.399810019814385,1,11.845634634588016
8,3,0,1,20.756268693102434,1,12.1910353858386
9,2,1,1,19.03570616579661,1,11.454814996195015
10,7,1,1,19.776153148598397,1,12.641918717566906
7,5,1,1,24.75287688108464,1,16.53750825246778
8,6,0,0,19.5146984139071,1,11.19874556510867
6,7,0,1,16.86806027679029,0,7.882116766511166
6,6,1,0,20.402249845366097,1,13.09067492632564
8,7,0,0,17.61720447209656,0,8.68405009060936
7,5,0,1,17.674094277474566,0,9.053279392150468
10,6,0,1,19.297935433969734,1,12.050808404171724
8,4,0,1,19.0747821268268,1,12.183425972798696
6,5,1,1,18.234757877877342,1,11.619679963231672
10,7,0,1,18.20817101472245,1,10.265603539333885
5,6,0,0,14.896810560459024,0,4.186766316186427
12,5,1,1,20.888370537860133,1,12.502766790905268
10,5,0,0,15.395781963026634,0,4.177476662034417
5,7,1,1,17.286612665739096,0,7.453024119499741
7,6,1,0,18.21127457728529,1,11.359848690874596
2,6,1,1,16.777247904880003,0,9.08909399964484
11,4,1,1,15.84369211964253,0,6.388892576966406
10,1,0,0,17.77400240429073,0,8.343966781570147
7,5,1,1,16.77372530510964,0,7.691766322216135
5,4,0,0,17.36105120362522,0,8.509021547615625
2,4,0,1,17.741605134776325,0,10.029413483081242
4,6,1,0,16.244577854786687,0,7.087401695398688
5,6,0,0,16.45440376036533,0,7.158503414590498
7,5,0,0,16.265377569724922,0,7.371284355845617
5,4,1,1,20.040358444583077,1,12.52084014038928
4,1,0,1,20.281395778299053,1,13.336301424395163
9,6,1,0,14.029428568487258,0,3.812108696170864
5,4,1,0,16.264060396734916,0,6.687456144049064
6,3,1,1,12.840459316886609,0,1.9749809880384903
12,4,1,0,22.11768664793008,1,13.230180795254286
9,6,1,1,15.472440906710684,0,4.949874328582983
5,8,0,1,20.18408359550595,1,12.846600568498909
11,6,0,1,22.855824403649205,1,14.380720704670736
10,5,1,1,20.31242012945192,1,13.228931325655356
4,5,1,1,15.700708708089293,0,6.714796429105706
10,4,0,0,17.568544388640113,0,7.731444410092569
11,7,1,0,17.620812880832695,0,7.913975185070006
9,4,1,0,14.582070487342436,0,3.4623560308376087
11,6,1,1,17.311275887656638,0,7.835205500428263
7,5,1,1,17.96809986788761,0,9.937231642189436
11,6,1,1,18.796601366558765,1,10.883640938982772
9,8,1,0,20.54218241321892,1,12.435704945628
4,4,1,0,17.785145275462007,0,10.120983518366945
7,5,1,0,18.81943650521508,1,11.240953416711486
6,6,1,0,15.167357274829085,0,5.168616025714067
6,6,0,0,17.04981051940401,0,7.237620582444139
6,4,1,1,18.19425058445381,1,11.60462435011923
7,6,1,1,14.580651005132449,0,5.027353912830715
4,4,0,0,15.725830484463843,0,6.749002044914972
11,3,1,1,14.471064200605078,0,2.6763053451795176
11,3,0,1,17.043166058580365,0,7.516283165101992
7,3,0,1,18.50368923857235,1,12.151408751346407
8,6,0,0,16.463655607602938,0,6.853150762216185
1,3,1,1,17.313614523462,0,8.185646068035524
2,5,0,1,18.581110626171984,1,12.004374049409323
4,5,1,0,16.151960987395174,0,7.1028722616252455
8,6,0,0,16.38391767866217,0,6.485723788436667
11,7,0,0,19.2721292261376,1,11.45329175141939
9,6,0,1,17.171909582991383,0,7.717677560263904
9,5,1,1,16.772642264815875,0,7.839566089799481
11,5,1,1,17.806214684364065,0,8.06747593814221
8,6,0,1,14.244140807865454,0,3.1632474590561976
4,6,1,0,15.728716774471396,0,7.297447252314173
2,3,1,1,16.60680128837796,0,8.175886375199733
12,5,1,1,20.847208217399075,1,12.467468311812606
13,6,0,1,17.584454683145776,0,8.585201914683926
2,4,0,0,16.918836522557328,0,8.194365176519703
7,5,0,1,22.127653458936827,1,14.785408597871465
9,3,1,1,16.077040347448715,0,5.769376041162033
7,6,1,1,18.07563325552768,1,11.905506961797538
5,5,0,1,19.394007123973456,1,13.497000380029688
11,3,1,1,17.210221404216824,0,7.722913735706742
9,5,0,1,19.62169754290171,1,13.290004239787116
9,4,1,1,18.40774197546884,1,10.71586674059064
12,7,1,0,21.127597074951225,1,13.24372124660322
6,8,0,1,19.320907540391048,1,11.625437121608568
8,7,0,1,18.79772523650396,1,12.025281315121166
3,1,1,1,14.086392770981714,0,3.421843877244825
6,7,0,1,16.182958376169854,0,6.836558130947216
5,5,0,1,18.65073628489616,1,12.45573527421532
13,7,1,1,20.92075799345136,1,12.922965752452932
8,6,1,1,14.860097483059729,0,4.042339833019951
0,7,0,0,16.59960885753721,0,7.929895467375736
4,8,1,1,15.814908271133245,0,6.692888593838715
10,4,1,1,18.57711387350749,1,11.844625881445134
6,7,1,1,17.808912253047392,0,9.07402949350148
7,5,0,1,17.08137018211509,0,8.034117811490423
11,3,1,1,19.75554039919277,1,11.858429696518808
6,6,1,1,21.67740770200689,1,13.896415533598155
10,5,0,1,18.85214989303871,1,10.670870212321637
10,5,0,1,15.964521232646128,0,5.245272275903361
8,5,1,1,16.743297512247796,0,7.292132668408589
6,7,1,1,18.722994718166944,1,11.515901741547289
8,4,0,0,17.084603600392416,0,7.823646638404731
7,8,0,1,21.821486977082664,1,14.208007291134226
9,6,0,0,16.7695109180837,0,7.056611202899182
