age,education_years,previous_month_income,gender,rural_residence,job_training_participation,current_month_income
34,20,7,1,0,0,67.98462899531005
18,27,11,1,0,1,72.36076980273285
22,23,6,0,0,1,70.42933119908659
28,29,16,1,1,0,72.34158529283035
36,14,5,1,0,0,64.34926130626353
31,9,10,0,0,1,61.13378527991649
50,16,4,1,0,0,66.18940928442223
22,21,9,1,1,1,67.82481621987444
41,15,11,1,1,0,63.38369783181255
29,20,3,0,0,1,69.68865432218516
38,21,13,0,0,1,70.56536060132579
35,8,9,0,1,1,57.929335057303646
28,22,9,1,0,1,69.83861102809145
29,24,11,1,1,1,70.35654044017777
39,12,6,0,1,1,63.33551294899814
16,17,11,1,0,0,61.690919495290686
22,16,14,0,0,1,63.36832335099213
28,27,9,1,1,1,72.47030768018631
38,20,8,1,1,1,68.45712537421001
53,18,6,1,0,0,67.86695089646128
25,28,12,1,0,1,74.3305647624829
32,22,10,1,0,1,71.40769490044534
32,25,6,1,1,0,69.27694376927653
13,12,9,1,1,1,61.30330210006198
35,6,8,1,0,1,58.64113862858928
27,18,5,0,1,0,64.01248936891646
40,16,11,0,1,0,63.4371742237262
23,16,12,0,0,1,65.25965003483188
29,16,8,1,1,1,65.83250914360337
26,26,14,0,1,0,71.07339033041002
34,15,12,1,1,1,64.53612458314224
35,11,12,0,0,1,60.95615845028888
34,22,11,1,1,1,69.7866851485196
41,18,9,0,0,1,65.79608592402771
32,15,10,0,0,0,63.37833051036152
34,13,7,1,1,0,62.66914789592364
23,18,6,1,0,0,64.33694125500512
24,19,14,1,0,1,66.51588921036958
27,12,11,0,1,0,58.79601101355171
21,24,9,0,1,0,67.72507066800851
44,25,6,1,0,1,75.07957593730738
24,27,10,1,0,0,70.58045376583122
38,14,12,0,1,1,63.69463680113993
20,21,12,1,1,0,66.40760257627846
33,12,5,0,0,1,62.83755900152352
35,10,16,0,1,1,62.037220895434686
29,21,8,0,1,1,69.66062723186648
25,19,9,1,1,0,64.37283226625004
40,19,8,0,1,0,66.83197784742455
22,23,11,1,1,0,67.34814581496694
46,16,12,1,0,0,64.03827844919721
41,21,12,0,1,0,68.5441034694534
21,18,13,1,1,1,65.14815006993676
33,12,4,1,0,0,58.93586543356111
27,20,15,1,1,0,64.04145833397313
25,24,13,1,1,0,69.59646878573218
31,16,8,0,1,1,65.02242857168301
33,26,9,1,0,1,72.48763975462735
28,22,10,0,1,0,67.49151623888102
39,18,12,0,0,1,69.73263991857797
26,19,11,0,0,1,67.4446318730489
24,22,7,1,1,0,66.73615337416926
34,16,7,0,1,1,64.24059410130256
20,18,13,0,1,0,64.11176412642966
37,22,11,1,1,0,68.4688240718486
18,24,14,0,1,0,69.39244945495267
36,29,14,1,1,0,74.36348286536209
29,32,8,0,1,1,78.30575304691327
30,19,10,1,1,0,64.61882283631704
21,17,7,1,1,0,64.09224044303923
24,25,7,1,1,0,69.71475396909896
29,21,10,1,1,0,66.70376903712636
25,14,9,0,1,1,61.8966187559036
14,13,6,1,1,0,58.73434485383192
32,14,13,0,1,1,62.94182804749518
25,24,9,1,1,1,70.5513034985794
30,16,13,1,0,1,64.5458987459602
32,15,7,1,1,1,65.61163352871769
42,21,10,0,1,0,68.40871675405978
38,21,6,1,0,1,69.48962542804128
32,21,8,1,0,0,70.11816968704048
18,14,8,1,0,1,61.933221579992576
36,14,11,0,1,0,62.04627757873725
15,17,12,0,1,1,63.86307691061708
24,26,11,1,1,1,71.81168290780037
36,20,6,0,0,1,68.51060395919704
28,23,13,0,1,0,68.85698019110622
23,13,9,1,1,0,60.3851697682686
31,18,6,0,1,0,65.10861751422978
22,17,15,0,1,1,65.37942764983168
24,13,11,1,1,1,62.99768105228756
36,18,4,1,1,0,66.0497557826418
26,20,6,1,1,0,64.35440700710473
17,18,10,0,0,0,62.45718818031829
41,17,12,1,0,0,64.5836227396726
28,19,11,1,0,1,68.63034251011734
31,13,13,1,1,1,61.85086481019492
25,26,10,1,1,0,69.69388249748044
33,28,12,0,1,0,72.63267681467316
22,16,11,0,0,1,62.87812171085552
26,18,9,0,1,0,64.62866846333013
28,16,11,1,1,0,62.7951549523976
34,20,13,1,1,0,67.69874656043571
29,15,11,1,0,1,64.06909675523603
24,25,7,0,1,0,68.99773813170484
32,14,5,1,1,0,63.13919538466813
39,14,9,1,1,0,62.166548860042354
24,24,14,0,1,1,69.62797004262025
28,19,11,1,0,1,68.98680577454547
34,37,9,1,0,1,81.60383746185165
29,17,8,1,1,1,65.4243572715121
33,13,8,1,1,0,62.3798848468698
22,23,13,0,0,1,69.59443468746245
28,25,11,1,1,1,70.98855004726607
36,11,8,1,0,0,59.93856445533289
29,16,11,0,0,1,63.31704638620084
20,17,7,0,1,0,61.93802665265301
15,30,9,1,0,0,72.2449777576013
33,23,11,0,1,1,71.79279688610016
13,15,8,1,1,1,62.3137181760649
31,24,4,1,1,1,72.84602654700112
35,22,6,0,1,0,68.6097095670068
33,30,12,0,1,1,77.68235214850334
27,20,4,0,0,0,65.77728814220539
37,12,13,0,0,1,62.28454432427285
28,19,10,0,1,1,66.74306048351171
13,27,11,1,1,0,67.72353824291191
42,12,13,1,0,1,64.29555094221811
34,21,10,1,1,1,70.22551966010788
22,22,12,1,0,1,65.69114375772944
6,29,12,1,0,0,70.04768870189784
36,16,13,0,1,0,62.721029311404806
27,20,7,0,1,0,66.46951033161534
22,24,14,1,1,1,71.11804500187596
26,24,12,0,1,0,67.11220365691261
22,20,7,1,1,0,64.9447058492272
29,21,7,0,1,1,67.81488368581147
40,18,11,0,0,1,66.67349406018324
52,27,1,1,1,0,75.91464813808585
29,23,7,0,0,0,70.9070091707877
23,13,13,0,0,1,61.157420373947886
25,23,10,1,0,1,70.98266509373477
35,25,10,0,1,1,71.28761936343615
40,17,12,1,1,1,67.50578085443911
22,16,7,0,1,0,62.75615717121562
33,13,13,0,0,1,62.577314491593256
37,30,10,0,1,1,78.22930399589433
34,21,4,1,0,1,69.97566888749012
36,16,9,1,0,0,63.95759310140301
26,20,12,0,1,1,69.58096455861993
16,17,11,1,0,1,63.204519817247096
27,14,9,1,1,1,64.49512613693177
20,21,8,0,0,1,67.60993951490101
32,17,14,1,0,1,65.49816588165821
42,13,10,1,0,0,63.75847482869805
20,25,7,0,1,0,69.19437030596971
36,17,14,0,0,1,66.29815650127628
38,30,9,1,1,0,76.48053958569928
22,19,5,1,1,1,67.32214478037471
35,24,9,1,1,0,69.6357803800244
43,21,11,1,0,0,68.40958002100909
27,11,6,1,0,1,62.063757814490096
32,22,10,1,1,0,66.60255058450693
39,12,12,1,1,0,62.14158674684978
52,29,6,1,1,0,75.46325266229573
26,14,6,1,1,1,63.306723718149634
36,13,11,0,1,1,61.326191558535164
20,19,9,0,1,1,66.82774950674961
25,22,9,1,1,0,68.80849702893357
24,14,9,1,1,0,62.32444501643076
26,13,9,1,1,1,63.67042318136557
9,19,8,1,0,0,62.94922944793869
39,10,9,0,0,1,60.95859633554891
24,17,1,1,0,1,67.05511168975441
30,25,9,0,1,0,71.4163904300024
44,16,4,1,1,1,67.82519290288519
23,19,4,1,1,0,65.00114656088742
21,20,13,1,1,1,67.7116518027016
24,16,5,0,1,1,64.04788135039142
20,25,9,1,0,0,69.85296624279194
37,20,2,1,1,0,68.1608682259994
18,21,7,1,0,1,68.14491183961931
26,22,10,1,0,0,66.27472181449818
34,27,6,0,1,0,71.12361461804475
35,16,9,1,1,1,67.61169207529915
28,11,9,0,0,1,62.890933013534976
38,13,9,0,0,0,62.35669089629391
32,16,13,1,1,1,65.03730134143008
32,24,10,0,1,0,69.11776958048473
36,20,9,0,1,1,68.70198580370207
27,17,5,0,1,1,64.74920844828884
36,12,6,1,1,0,60.36893527327684
31,17,7,1,1,0,66.60920515649774
32,21,14,0,1,0,65.81137031032554
27,18,6,1,1,1,66.4688997295041
25,15,12,1,1,0,62.96797514449494
28,29,8,1,1,0,72.14255179327614
21,15,6,0,1,0,59.88918120958293
22,11,6,0,1,0,58.31805638317062
24,15,10,0,1,1,63.7466613878476
30,21,13,1,0,1,69.86019993017733
25,32,12,1,1,1,77.1691966723212
36,26,10,1,1,1,74.46563026244478
24,30,9,1,1,0,74.22691884648881
30,29,4,1,1,0,73.46063017927895
39,24,12,0,1,1,72.03305437761084
23,23,10,0,1,1,70.38946751733168
23,21,7,1,1,1,69.56154704282797
28,37,14,1,1,0,79.61469398308361
41,21,15,0,0,1,71.46775606626292
29,16,10,1,1,0,62.952909536278085
25,12,10,1,1,1,59.639738433245775
19,17,11,1,1,0,61.62239853024221
23,18,9,1,1,0,63.666622148631454
39,22,11,0,0,0,69.57515872602139
40,21,12,0,1,1,69.0307597246527
37,12,3,0,1,1,64.05874545324114
24,18,6,1,1,0,64.26829696091706
27,12,7,1,1,0,60.39927751276865
35,15,10,1,1,0,62.92407898079479
21,17,8,1,1,0,63.3613317217557
40,20,8,1,1,1,69.38682260509344
20,7,14,0,1,1,56.75323221950859
43,14,7,1,1,1,64.74079863787232
31,21,8,1,0,1,68.44594397859834
30,22,10,0,0,1,68.48139554868361
33,26,8,0,1,0,71.68381197928055
25,17,14,1,0,1,66.49893134371831
48,28,8,1,0,0,75.49397397118943
19,22,10,1,1,1,68.51518607247392
26,23,8,1,1,0,68.39196262841608
31,6,7,0,0,1,57.44113246735086
34,22,8,1,1,1,69.86787509169287
35,20,14,1,0,1,68.78102266235585
34,19,15,1,0,0,65.47416758513415
27,22,7,0,0,0,68.13744489977806
39,12,11,1,0,1,62.94387320074922
22,24,10,1,1,0,68.9947155757756
35,17,7,1,1,1,67.19232163596598
25,22,10,0,0,1,68.62236036328204
32,16,7,1,0,0,65.2989755159917
21,27,9,1,1,0,69.3471627877336
43,12,11,1,0,1,63.49884089746256
37,27,5,1,1,1,74.77139859957825
30,26,11,1,0,1,72.80892679004641
25,22,10,0,1,1,71.0937486560212
32,23,12,0,1,0,69.15181779983884
30,20,12,0,1,1,67.70716823892884
24,21,15,1,1,1,67.21441942934308
29,38,12,0,1,0,79.29610604002363
33,23,13,1,0,1,71.47434883825743
26,16,12,1,1,1,62.86730259744694
8,26,11,1,0,0,67.26019141877278
20,20,11,1,0,0,64.89197170344532
29,19,7,0,1,1,69.03557343683529
34,6,10,1,1,0,55.83155380329707
36,20,11,0,1,1,68.99781852048254
40,19,7,1,1,0,66.95724500139741
35,19,7,0,1,0,65.87683026664048
24,26,8,0,0,0,69.84360780212546
25,18,10,1,1,1,66.10709834897122
36,24,11,0,0,1,73.1384310316564
21,16,7,1,0,0,63.84607128774026
27,19,3,1,0,0,64.75739633949723
25,27,11,1,1,1,71.93981687170508
31,23,6,1,1,0,67.24975339398075
30,14,11,0,1,0,63.04327562964228
12,17,13,1,0,1,63.73821853256924
34,23,8,0,1,0,68.55576092028936
23,20,-1,0,1,0,66.17511832616484
34,17,12,0,1,0,63.493690602660216
41,28,8,1,1,0,73.91507007418241
38,16,13,1,1,0,63.60587949560224
31,29,8,0,0,1,75.2158957586202
39,23,8,1,0,0,70.86546797182021
25,16,9,0,1,0,61.63341009405227
25,14,18,0,0,1,61.753618844174646
38,19,14,0,1,0,65.01312046767379
19,14,11,1,1,0,59.1018039890151
36,23,4,1,1,0,69.7034522064071
22,20,14,1,1,1,66.22631584030026
21,11,14,0,1,0,57.97201598803129
23,21,14,1,0,1,66.9296660071006
33,16,11,0,1,1,65.31588448993276
16,25,6,0,0,1,69.61542844675245
26,24,5,0,1,0,68.37094803384329
23,10,9,1,0,0,58.00931201251249
17,14,9,1,1,1,61.75857610012854
20,14,13,1,0,0,60.038463952862486
17,21,11,0,0,1,67.28616957669632
34,26,10,0,0,0,71.76202792814793
37,25,12,0,0,1,72.72232315507644
11,20,7,1,1,1,66.23204400787812
25,7,6,0,1,1,56.612599117281945
34,19,7,0,1,0,65.65682865091797
29,12,10,0,0,1,63.38170372276611
29,22,6,1,0,0,69.92415520575268
26,21,7,1,1,0,68.69154419413533
18,26,14,0,1,1,70.8686701039174
34,22,9,1,1,0,68.44997279227267
31,19,11,0,1,1,69.26503221326911
40,10,12,1,0,1,60.92229388565873
40,27,10,0,0,0,72.09765390484412
31,27,8,1,0,0,72.44375322719918
29,19,11,0,1,1,67.70701902180666
29,24,10,1,1,0,69.03208277467459
17,26,7,0,1,0,68.78323984404463
43,24,9,0,0,1,73.61805018773337
24,17,9,1,1,0,64.51269931490656
31,27,10,1,1,1,73.95781299948781
39,19,14,1,0,1,68.22351106430246
25,10,7,1,1,1,59.709749522352446
31,28,8,0,1,0,73.05897965006253
29,16,9,0,1,0,62.919495167498525
31,20,10,1,0,1,67.38427201114989
31,11,6,1,1,0,59.53302270656632
30,11,13,1,0,0,59.73851340590159
24,22,2,0,1,1,70.01343815754514
31,19,7,0,0,1,67.70774390472147
22,26,9,1,1,1,72.48614437704292
34,28,10,1,0,1,74.20692512308369
28,29,10,0,1,1,75.27851753745591
34,30,11,0,1,0,74.13733230750951
39,12,18,1,1,1,62.26821155368991
13,23,7,1,1,0,66.89712396776858
24,20,13,1,1,0,65.9217037778478
43,20,6,1,1,0,67.14581041680604
18,14,14,1,0,1,61.81559849047076
25,28,13,0,1,1,73.21302982961265
22,17,12,1,1,1,63.67183393153951
19,9,11,0,1,1,58.15969627568378
39,30,8,1,1,0,74.3720891881305
25,27,9,1,1,0,71.96946573836175
24,21,11,1,0,1,67.63888608475781
33,18,9,1,1,0,66.39605994570653
23,24,11,1,0,1,69.74887026267609
30,13,8,0,0,1,62.86784124463052
42,17,13,1,0,1,66.12662987215805
35,26,2,0,1,0,71.45569613673906
25,24,10,1,1,0,69.1289663672282
16,25,4,1,0,0,68.36913686065357
37,10,9,1,0,1,61.41053836685973
32,28,3,0,1,0,72.024040708824
17,29,10,1,0,1,74.11492305959194
33,25,11,1,1,0,70.18311150871291
29,25,6,1,1,0,69.77937427263254
13,22,12,1,1,1,66.62463708256206
41,25,12,1,1,0,71.47015873047728
31,27,13,1,0,0,72.30230795213724
23,29,17,1,0,1,74.34738443467003
26,20,6,1,1,0,66.6386131477219
45,14,4,0,1,0,63.42027029184915
17,15,11,1,1,0,61.0700685061591
28,17,8,1,1,1,65.63384136664
20,32,11,1,1,0,73.77722289842752
34,26,13,0,1,0,71.33829174225406
30,21,4,0,1,0,67.47522057588202
30,16,14,1,1,1,65.28290882977105
25,19,10,1,1,1,67.70990082859119
54,12,9,1,0,1,67.3703527897182
21,24,15,0,1,1,70.3958073718591
19,12,12,0,0,1,60.58630593204886
28,19,6,0,1,0,65.91928458016791
43,28,9,1,1,1,77.52237140333995
26,16,5,1,0,0,64.98947891267049
29,9,6,1,1,0,58.33354575892336
35,18,12,1,0,0,65.7733171579631
32,24,6,0,0,0,70.98394913955555
29,34,9,0,1,0,78.26570918283697
33,10,9,1,1,0,58.90365903048028
28,25,11,1,1,0,67.79555646771523
39,23,14,0,0,1,70.20218228814598
41,24,6,0,0,0,70.20452395223609
32,11,12,0,1,1,62.94453417589455
32,24,8,1,0,0,70.35383036740753
28,22,9,1,1,0,67.68917195308784
30,30,6,0,1,0,73.56024411680343
22,18,11,1,0,0,63.19233704719253
28,20,7,0,0,0,66.0537893519698
37,13,10,1,1,1,63.34920624402789
43,12,10,1,0,0,60.55970693343892
3,9,11,0,0,1,56.74876332020306
40,18,10,1,1,0,65.08338817350469
31,14,6,0,0,0,60.39865671803655
39,20,5,1,1,0,68.58862554670301
34,20,11,1,0,1,68.06128160394523
30,11,13,1,0,0,60.16663264969451
22,21,9,0,1,0,67.02154468206653
35,20,6,0,0,0,64.94548759071348
28,6,7,1,1,0,53.176298044141575
30,28,11,0,1,1,74.58397918315846
24,24,13,0,1,0,67.98498144234158
30,24,8,1,1,1,71.01415084936401
34,12,12,1,1,1,62.28484284424411
39,21,9,0,1,0,67.68773380035181
26,16,6,0,0,0,63.246932424302415
32,23,4,1,1,1,72.22110381885301
42,20,9,1,0,1,70.40902568440542
35,17,11,1,1,1,66.18872255733243
46,18,10,0,0,0,66.65896679762551
23,19,10,1,0,1,66.24023156883712
16,10,7,0,1,1,57.359182290975845
40,22,14,1,0,1,70.01781183597022
30,11,13,1,1,0,59.15250090351196
35,14,10,0,0,1,65.36448053103
22,34,8,1,1,1,78.71478880543789
21,20,8,1,1,1,66.00495487460694
16,14,6,0,1,1,61.608220437156135
32,20,6,1,1,0,67.37262303958325
32,22,10,0,1,0,66.60847696625169
24,27,11,1,1,0,70.770836831871
32,19,8,0,1,0,66.45648399752429
27,22,14,0,0,1,69.23971779223345
35,30,9,1,0,0,74.877538721105
31,18,5,1,0,0,65.20869426094687
43,18,11,0,0,1,69.19872710804461
40,10,12,0,1,1,62.33852859853011
28,20,7,1,0,1,67.12336141508611
21,27,9,0,0,1,73.0938401606929
18,14,5,0,0,1,62.9704098379257
25,29,16,0,1,1,72.17433678677568
12,14,13,0,1,1,60.578542753238985
34,18,15,0,1,1,65.5361665900828
26,17,9,0,1,1,65.31892106228342
34,12,9,0,0,0,60.31548608842237
31,30,14,0,1,0,74.24277246057403
33,24,11,1,1,1,69.4200021672865
25,12,11,0,0,1,61.59226484389994
20,14,12,1,0,1,63.241432372117714
28,14,11,1,0,1,64.82148461853076
25,16,10,1,0,1,66.22389839573393
33,19,9,1,0,0,66.44355212725185
36,15,14,0,1,1,64.24084421640227
34,12,8,1,0,1,63.63799419678766
26,24,8,0,1,0,67.23607715405124
30,16,8,0,1,0,63.66983877383757
35,27,3,1,0,0,71.62793199852526
25,22,6,0,1,0,69.92154493308229
26,16,10,0,0,0,63.68738761663489
30,14,13,1,1,0,60.36850213402275
29,18,9,1,0,0,65.16739247821414
38,24,10,1,1,1,71.93302789460938
17,21,9,1,1,0,65.08417473789373
41,22,4,0,0,1,71.14155693847178
13,9,11,0,0,1,57.73219143141396
27,20,9,1,1,0,65.76799697931018
37,21,7,1,1,0,68.74567386891724
16,32,12,1,1,0,73.30907365582273
30,12,13,0,1,1,63.28945719105688
46,24,9,0,1,0,72.19861065859807
37,8,15,1,1,1,61.57800597903221
38,20,10,1,1,0,67.42276390933647
31,24,11,0,1,0,69.3306754290065
4,24,12,0,1,0,65.90242856883054
39,16,9,1,0,0,65.39301072813907
47,11,15,0,1,1,63.57126816473747
27,19,8,0,1,0,67.23497353653617
41,24,10,1,1,0,71.27215180898902
29,14,7,0,1,0,59.04108763801101
30,21,13,0,1,1,70.51137914672155
36,23,7,1,0,0,71.06104206727336
26,20,8,1,0,1,67.71846131581925
30,4,10,0,1,0,54.7068566896541
10,25,13,0,0,1,73.04443105246716
15,20,6,1,0,0,65.4501204732688
19,22,9,1,1,0,67.67896069244046
40,19,9,0,1,0,65.36987990042637
49,13,16,1,1,1,64.3125710894525
28,21,5,1,1,0,66.78747211656035
33,25,6,1,0,0,71.09846579958716
20,14,7,0,0,1,61.806151267255125
29,24,12,0,1,0,67.83825387047165
19,29,12,1,0,1,75.09484668817998
28,19,9,1,0,1,66.82415848927673
16,26,6,0,0,1,72.62907187309861
40,21,12,0,1,1,70.27557055652801
21,24,13,0,1,1,70.74655055089917
17,21,9,1,0,0,65.6602419929452
20,4,10,1,0,0,54.06922649026455
32,23,12,1,1,1,69.09365710650796
20,12,9,1,1,1,59.85740386498174
41,20,13,1,1,1,72.40268930605976
32,29,4,1,1,1,74.02351396467684
27,22,9,1,1,0,66.04268399167135
27,24,11,0,1,1,69.75808980706871
37,16,11,1,1,0,63.707857609066274
39,24,7,1,1,0,70.84445069829148
31,19,8,0,0,0,66.20779247686124
31,15,7,0,0,1,64.00844405248505
35,17,13,0,1,1,67.76213536508632
27,10,15,0,1,1,60.30702196524268
22,19,10,0,1,1,65.82022049620633
31,20,3,1,0,0,67.25712176071136
32,20,11,1,1,1,66.42915564999885
28,15,8,1,1,0,62.06783258781828
31,15,7,0,1,1,66.24489887160068
28,20,5,1,0,0,67.26844529112907
29,17,8,0,1,1,67.50054617140445
46,21,9,1,1,0,70.30561238874027
48,21,11,0,1,1,71.98094854517366
50,11,13,0,0,1,65.47543823487439
44,24,6,1,0,0,71.10804708376641
28,24,8,1,1,0,69.12298807098836
25,18,11,1,1,1,65.45763238207978
43,14,6,1,1,0,63.63965127195491
27,26,13,1,0,1,72.86269202148968
18,21,9,1,1,0,64.2953813006485
31,14,17,0,1,1,65.15741264447188
29,19,8,0,1,0,63.17522888451677
30,21,13,1,1,0,66.3245630728312
35,14,6,1,1,0,62.7588885194002
32,29,5,1,1,0,73.95872421987745
30,29,13,0,0,1,73.10467216328937
25,27,15,0,0,0,71.69039389665403
34,22,9,1,1,0,68.81031201761546
45,19,5,1,0,0,67.73038646830129
26,21,8,1,1,1,69.13192879762471
35,19,12,1,1,1,67.09457204606106
24,16,14,1,1,1,65.73686629765959
28,15,8,0,1,1,64.82885134828192
22,30,14,1,1,1,75.51569747642225
31,24,11,1,0,0,69.33193148019448
19,18,7,1,0,0,62.85531925669719
29,21,9,0,0,1,68.31901910235761
33,22,8,1,0,0,69.95463869695296
38,17,13,0,0,1,67.54724727320239
39,25,10,1,0,1,72.1506061145768
26,21,8,1,0,0,66.65526689247825
24,24,13,0,1,0,67.83783274312236
