student_id,post_intervention,tutoring_program,student_performance,average_income,school_rating,private_school,online_tutoring
115,0,0,50.24303083787696,1,7,1,0
116,0,0,48.37112499236343,3,5,0,1
117,0,0,50.01733212883681,3,8,1,0
118,0,0,49.35941209186382,2,4,1,0
119,0,0,50.35198515824096,3,8,0,1
120,0,1,47.42603561924543,2,8,0,1
121,0,0,49.2372624415922,1,6,0,1
122,0,0,49.18884941515501,1,5,0,1
123,0,0,48.94975877407721,5,8,0,0
124,0,0,48.1393558346802,3,7,0,1
125,0,0,49.47259197546183,3,4,0,0
126,0,0,49.22407826186914,2,10,1,1
127,0,1,48.26600615225323,2,5,1,0
128,0,1,49.82311261937023,3,6,1,0
129,0,0,49.09421087628825,3,8,0,1
130,0,1,47.888894802508496,4,4,1,0
131,0,1,50.63384192348212,5,5,1,0
132,0,0,48.67402546199436,2,6,1,0
133,0,1,49.12023949144614,2,3,0,1
134,0,0,50.53925003891273,4,4,0,0
135,0,0,49.55407293866059,3,7,0,0
136,0,0,49.56257680405747,2,6,0,1
137,0,0,49.0237744279986,3,9,1,0
138,0,0,48.40690896055706,3,4,1,0
139,0,1,48.948144991141845,2,6,1,0
140,0,0,49.83978633331271,2,6,0,0
141,0,1,49.00842054379088,2,6,0,0
142,0,0,48.32359418891659,2,7,0,0
143,0,0,50.543893238865145,2,6,0,0
144,0,1,48.025755310786586,4,6,1,1
145,0,0,49.27786147454501,2,3,0,0
146,0,0,49.0151590553183,1,6,1,1
147,0,1,47.9957494280901,2,6,0,1
148,0,0,49.49999665390442,2,10,0,1
149,0,0,50.9767685651183,2,5,0,1
150,0,1,50.02572934275354,2,6,1,0
151,0,1,51.26678422800297,4,9,0,0
152,0,0,48.88460948341627,2,4,1,0
153,0,1,48.38051385224389,2,6,0,1
154,0,1,48.06995234541073,3,3,1,1
155,0,0,49.49376646216059,2,7,0,0
156,0,1,49.03491594106168,2,6,0,0
157,0,1,49.83545528268225,2,4,1,0
158,0,1,48.73783072755744,1,3,1,0
159,0,1,48.50541614788835,2,7,0,0
160,0,1,49.94576004401334,3,7,0,1
161,0,1,49.92292487704215,3,7,0,0
162,0,0,48.97029437247442,3,5,0,1
163,0,0,47.82299310048604,3,4,0,0
164,0,1,49.27461483876237,2,7,1,0
165,0,0,50.779674173100126,1,7,1,0
166,0,1,48.19880334215005,4,6,1,0
167,0,0,49.112041466112096,3,10,0,1
168,0,0,50.09561587764227,4,8,0,0
169,0,0,49.72173377201302,1,7,0,0
170,0,1,48.58441756227331,2,5,0,1
171,0,0,49.07388758631459,3,6,0,0
172,0,1,50.877230623113846,1,5,0,1
173,0,1,49.92643789645129,2,5,0,0
174,0,0,49.10686150866003,4,7,1,1
175,0,1,47.36789604612064,2,6,0,0
176,0,1,48.35165315062975,3,6,0,1
177,0,1,49.28698639396208,2,7,1,1
178,0,0,49.6813273268276,1,7,0,1
179,0,1,48.43101337793908,2,6,0,1
180,0,0,50.487253957137234,2,6,1,1
181,0,0,49.96762737880199,4,10,1,1
182,0,0,49.27101280557535,1,9,1,0
183,0,0,49.07970592463477,4,6,1,1
184,0,1,48.56446619824032,2,9,0,0
185,0,1,49.12828431253904,3,4,0,0
186,0,0,50.96512998137491,1,6,1,0
187,0,0,50.63252576617526,1,6,1,0
188,0,1,50.13617781017074,0,8,1,0
189,0,1,50.246479780681966,1,11,0,1
190,0,0,48.29606438325,2,6,0,1
191,0,0,48.49617198460832,2,6,0,0
192,0,0,47.96398040813815,3,10,0,1
193,0,0,49.763245610073085,3,5,0,0
194,0,0,49.9502563445792,2,7,0,1
195,0,0,49.96052620342942,2,5,0,1
196,0,0,49.22273773657304,3,5,1,1
197,0,0,50.09107509204144,1,7,0,1
198,0,1,47.65629180404039,3,7,0,1
199,0,0,50.34997267310317,2,6,1,0
200,0,1,49.70091655650536,1,9,0,0
201,0,0,49.35213558485294,2,4,1,1
202,0,0,49.00640260321183,3,7,0,1
203,0,1,47.96761059330683,3,6,1,1
204,0,0,50.29697143363924,2,4,0,0
205,0,0,48.59679836228718,1,6,1,0
206,0,0,49.738872466427374,1,9,1,0
207,0,0,50.79005715170265,2,6,1,0
208,0,1,49.61146100245364,1,4,0,0
209,0,0,48.48342566723433,4,6,1,1
210,0,0,47.42782607248993,3,4,0,1
211,0,1,49.34073032678803,2,3,0,1
212,0,1,47.05355527444318,2,7,0,0
213,0,1,50.87738066535529,2,7,1,0
214,0,1,49.741238625882126,2,4,0,0
215,0,0,50.17562298073258,4,10,0,0
216,0,0,50.42097501923395,3,6,1,0
217,0,0,49.04705829404344,1,6,0,0
218,0,1,49.001736273264754,3,8,1,1
219,0,0,47.70910521711965,4,5,0,1
220,0,1,48.34246528435193,1,8,0,0
221,0,1,50.03601160967865,2,7,0,1
222,0,1,51.165898604584086,4,9,0,1
223,0,1,50.11582956814545,2,10,1,0
224,0,0,52.65267461709717,4,9,0,1
225,0,1,48.59438713685605,2,5,1,0
226,0,0,50.23789523941023,0,7,1,1
227,0,0,49.3976625492346,3,3,1,0
228,0,1,49.69405212712365,3,7,0,0
229,0,1,49.74226103815069,2,7,1,0
230,0,1,48.8448179569752,1,6,0,1
231,0,1,48.1779806061493,4,7,0,0
232,0,1,50.40495368017141,4,7,1,1
233,0,1,49.985076761708136,1,6,0,1
234,0,1,50.60010616601032,2,6,0,0
235,0,0,49.80798375088781,0,7,1,0
236,0,1,50.00307767549716,3,6,0,0
237,0,0,49.14785243863424,2,2,0,0
238,0,0,49.28787391468613,2,6,1,1
239,0,0,47.9458836792511,2,6,1,1
240,0,0,48.124648018735314,1,5,0,0
241,0,0,50.17129910263422,1,7,0,0
242,0,1,49.490770763238885,4,9,1,0
243,0,1,49.36154860997373,3,4,0,1
244,0,0,47.41834382899548,4,5,0,1
245,0,0,50.595309186708576,3,8,0,0
246,0,1,49.66452773715252,2,5,0,1
247,0,1,47.94671743024878,3,8,0,0
248,0,1,48.29587970952089,2,4,0,0
249,0,1,48.91082672095547,2,7,1,0
250,0,1,48.7072938049624,2,5,1,0
251,0,1,50.75227569037753,3,9,0,0
252,0,1,48.132921277414994,3,7,0,1
253,0,0,50.658867710546346,3,7,0,1
254,0,1,47.68095853309088,3,5,0,1
255,0,0,49.45978912626332,3,7,1,0
256,0,1,47.84035554365291,2,7,0,0
257,0,1,49.56600053752802,1,6,0,0
258,0,1,49.04127888383679,2,7,1,1
259,0,0,50.79096743803879,3,9,1,1
260,0,1,49.05816320309816,2,9,1,0
261,0,1,47.86311238458082,3,7,0,0
262,0,0,50.11103472757208,3,7,1,1
263,0,1,49.53080265329872,1,6,0,1
264,0,1,49.85639508082321,2,7,1,0
265,0,0,50.108929299379874,1,7,0,0
266,0,1,49.46616391889586,2,6,1,0
267,0,0,50.04917673239005,0,5,1,0
268,0,1,49.06818101095598,3,5,0,0
269,0,0,50.544695810118,2,9,0,1
270,0,1,49.80671001802517,2,8,0,1
271,0,1,49.466485938711,2,6,0,0
272,0,1,49.24914682032573,2,5,0,0
273,0,0,49.73326789525784,2,4,0,0
274,0,0,50.04074587503083,3,7,1,0
275,0,0,49.3704356257821,4,8,0,1
276,0,1,50.59833198217309,3,3,1,0
277,0,0,49.017732564277104,2,5,1,0
278,0,0,49.94179901168101,2,9,0,0
279,0,0,49.00537808263496,4,8,0,0
280,0,0,48.48263442034269,3,6,1,0
281,0,0,48.56812133135725,3,5,1,0
282,0,0,49.9936057276528,2,4,1,0
283,0,1,49.36920014511465,3,7,1,0
284,0,1,48.87584274092127,2,8,1,0
285,0,1,47.59772521788611,2,7,0,0
286,0,0,50.93386692999528,2,9,0,1
287,0,1,48.9433901547086,2,8,1,1
288,0,0,50.854598557301216,3,3,0,0
289,0,0,48.66362533622743,3,6,0,1
290,0,1,50.09844285339163,3,7,1,1
291,0,1,50.38171951782279,2,9,0,1
292,0,1,50.30386095625756,4,8,1,1
293,0,0,50.574362223142224,1,5,1,0
294,0,1,50.50246314091594,2,8,1,1
295,0,0,48.32655972691447,2,7,1,0
296,0,0,49.263346394621024,2,7,0,0
297,0,0,48.11672748517406,2,7,1,0
298,0,1,51.29127719519733,3,8,0,1
299,0,0,47.60124749338617,2,7,0,0
300,0,0,49.10109612803599,3,7,0,0
301,0,0,49.25609570075323,2,8,0,0
302,0,1,49.1693699921426,2,8,0,0
303,0,1,50.28366024587928,3,5,0,1
304,0,0,49.24931606343389,2,9,0,0
305,0,0,47.46476518807529,4,8,1,0
306,0,0,49.72603903600411,4,8,0,0
307,0,1,49.127938108236165,4,5,0,0
308,0,1,50.55069882535451,1,9,1,0
309,0,0,49.30521533746055,4,7,0,0
310,0,0,49.31998445689964,4,7,0,1
311,0,0,47.70320640426901,2,4,0,0
312,0,0,47.399862116382806,4,3,0,0
313,0,1,49.28142678640891,2,4,0,0
314,0,1,49.078981104821885,3,6,1,1
315,0,0,48.860746468678016,3,10,1,1
316,0,0,51.33285082528984,2,6,0,0
317,0,1,50.38064806656578,3,10,1,1
318,0,1,49.09946358266491,2,8,0,1
319,0,0,49.190044942811646,3,6,0,0
320,0,0,50.610809688834976,3,9,1,0
321,0,0,50.24857136810903,4,5,1,1
322,0,1,48.37616446460392,3,8,1,1
323,0,1,47.81515177345568,2,6,0,0
324,0,1,50.93843771892514,3,11,0,0
325,0,0,50.46692578658241,3,5,0,0
326,0,1,49.48824386293638,4,9,1,0
327,0,1,50.47535594252511,2,8,1,0
328,0,1,48.45520679204348,2,7,0,1
329,0,0,50.57496576128125,2,8,0,0
330,0,0,49.11318775598671,3,8,0,0
331,0,0,49.237071196552215,3,8,0,0
332,0,0,50.330091797032495,2,5,0,1
333,0,0,47.2478035854745,4,7,1,1
334,0,0,49.27798396881151,2,5,0,1
335,0,1,47.85732469148964,4,7,0,1
336,0,1,49.22137545709408,2,8,0,1
337,0,0,50.3374832335267,3,6,1,1
338,0,0,49.4437812871174,2,5,0,0
339,0,1,50.16361329698916,2,6,1,0
340,0,1,51.10111657155767,2,6,0,1
341,0,1,48.618166494920885,2,7,0,0
342,0,0,49.7444055527394,1,6,1,0
343,0,0,48.61657123238631,3,6,0,0
344,0,0,49.90315717387391,2,6,0,0
345,0,0,49.16524246949534,2,4,1,1
346,0,1,49.659440331877136,1,3,1,1
347,0,0,49.10573121620365,4,8,0,0
348,0,1,50.39856740662379,4,10,0,1
349,0,0,46.89462615945839,2,7,0,0
350,0,1,49.26273236396996,2,7,1,1
351,0,0,49.40521768296828,2,8,0,1
352,0,1,47.47690824111655,5,4,1,1
353,0,0,48.74010305070581,2,8,0,0
354,0,0,49.93612900238276,3,5,0,1
355,0,1,47.97158515784709,4,6,0,0
356,0,0,50.386348317775855,3,7,0,0
357,0,0,50.3942152561902,1,8,0,1
358,0,0,49.45186314163757,1,7,0,1
359,0,0,50.79608717992965,3,7,0,0
360,0,0,49.55921746555583,2,4,1,1
361,0,0,49.5528827472162,2,7,1,0
362,0,0,49.22879493075191,1,4,1,0
363,0,0,49.44420360700393,3,6,0,0
364,0,0,48.496402433747264,3,4,1,1
365,0,0,50.20330144060319,2,7,0,0
366,0,0,50.21123723842654,4,9,0,0
367,0,0,48.61267089840344,2,4,1,0
368,0,1,50.32884532770269,3,4,1,0
369,0,0,49.53733867512528,2,6,0,1
370,0,1,47.00395323222841,2,4,1,0
371,0,0,47.98090795580952,1,6,1,0
372,0,1,49.92093184008365,2,9,0,0
373,0,0,51.3027938560408,3,12,0,1
374,0,0,48.69471427834365,2,8,0,0
375,0,0,48.86585066466174,2,7,0,1
376,0,0,49.48884108418789,4,7,0,0
377,0,1,49.75137907065605,3,7,0,0
378,0,1,49.410641079745176,2,5,1,1
379,0,0,50.018938205879365,2,8,0,0
380,0,0,50.55301066228113,2,9,0,0
381,0,1,49.14306418819963,2,4,0,0
382,0,0,49.471617484112926,2,6,1,0
383,0,0,49.4244291606194,3,7,0,0
384,0,0,49.16985189074392,3,7,1,1
385,0,0,49.449934422146335,4,8,1,1
386,0,0,49.376712403048735,2,12,0,1
387,0,0,48.8020894538413,3,8,0,0
388,0,0,49.94535954382141,4,6,1,1
389,0,0,49.02893890589522,2,5,1,0
390,0,1,48.17376731588505,2,7,0,1
391,0,1,50.86274670850428,0,5,1,1
392,0,1,49.41806492516415,2,4,0,1
393,0,1,48.787224744770576,3,7,0,1
394,0,0,49.4973350184539,3,2,1,0
395,0,0,52.279868471752295,1,8,0,0
396,0,0,51.19494587551137,2,7,1,0
397,0,0,47.71833444356918,4,5,0,0
398,0,0,50.17171151316373,2,6,0,1
399,0,1,49.94499966011576,1,10,0,1
400,0,1,48.97891278821079,1,8,1,1
401,0,1,49.45853775038764,3,3,1,0
402,0,0,47.172679923514686,3,3,0,0
403,0,1,51.85794315672769,1,9,1,0
404,0,1,47.81623089704592,2,7,0,1
405,0,0,47.78396341870122,3,7,0,1
406,0,1,48.30474961588644,2,4,0,0
407,0,0,49.204820582015984,2,8,0,0
408,0,0,49.73422769432281,3,6,0,0
409,0,1,50.48272923315393,3,5,0,0
410,0,1,51.06689408473802,2,8,0,0
411,0,1,48.57585596260826,4,8,1,0
412,0,0,48.78831449387003,4,5,0,0
413,0,1,48.81655035879825,2,3,1,0
414,0,1,50.85139106938021,2,8,0,1
415,0,0,50.39989854057243,3,6,0,1
416,0,0,50.39891684065461,1,6,1,0
417,0,0,49.78671371817622,1,8,1,1
418,0,1,49.80873600535757,3,10,0,0
419,0,0,50.46993950546048,2,8,0,0
420,0,1,48.71199387756234,2,6,0,0
421,0,1,49.01686632224925,5,8,1,0
422,0,1,47.52584996871875,4,6,0,0
423,0,1,48.884115136929104,3,10,0,1
424,0,1,46.95318572026458,3,8,1,0
425,0,1,47.85417854138733,4,7,0,0
426,0,1,49.36076032848311,3,5,1,1
427,0,0,48.34835308803568,3,3,1,0
428,0,0,51.30146520155637,3,3,0,0
429,0,0,48.29026117455222,3,4,0,1
430,0,0,50.44791436196982,1,8,0,0
431,0,0,49.19339040266204,2,7,1,1
432,0,1,51.34595196136012,2,5,0,0
433,0,1,49.4700290301325,3,8,0,1
434,0,1,48.004578382882,1,7,0,1
435,0,0,50.31185574442041,2,10,0,0
436,0,0,48.66867627706706,4,9,0,1
437,0,1,50.38908611920226,3,6,1,0
438,0,1,50.32711088315276,2,8,1,0
439,0,1,48.207390268290986,4,6,0,0
440,0,1,50.40416249393061,3,8,0,1
441,0,1,48.1840328065315,3,8,1,0
442,0,1,47.9743218580961,2,4,0,1
443,0,0,49.58161273467779,3,6,0,0
444,0,1,50.09321414128991,2,6,0,0
445,0,0,48.811482176109685,2,8,0,0
446,0,1,50.304318870890384,3,9,0,0
447,0,1,49.961733382838176,2,4,0,0
448,0,0,48.845804747958006,1,3,1,0
449,0,0,49.22892459145138,1,8,0,0
450,0,1,49.33978253528387,3,5,0,1
451,0,1,49.56688206236485,0,6,0,0
452,0,0,49.4113197241978,3,7,1,0
453,0,0,49.97924841982041,5,7,0,0
454,0,1,50.17390194092138,4,6,0,1
455,0,1,48.62360889359704,3,10,1,1
456,0,1,48.7379963234677,3,5,1,0
457,0,1,47.76454499478188,2,4,0,1
458,0,0,48.545182115256125,2,7,0,1
459,0,0,49.46861492148673,3,9,0,0
460,0,0,49.546936796613295,3,5,0,1
461,0,0,50.249043113045225,0,8,1,1
462,0,0,49.315347449581374,2,5,0,0
463,0,1,50.03761340266391,4,6,1,1
464,0,1,49.13188546663236,3,8,0,0
465,0,1,50.51443971328831,3,6,1,0
466,0,0,49.324296729776485,3,4,1,0
467,0,0,50.7217253082356,3,8,0,0
468,0,1,48.47314556924268,2,3,0,0
469,0,1,49.78573017345367,1,5,0,1
470,0,1,50.29313970334262,4,4,1,0
471,0,1,48.31645527271149,3,8,0,0
472,0,0,48.4679723812795,4,6,0,0
473,0,0,50.40720643482297,1,8,1,1
474,0,0,49.66706862823119,1,5,0,0
475,0,0,49.26915409390589,3,7,1,1
476,0,0,49.6477139707559,1,6,0,0
477,0,0,49.092674014303824,3,7,1,1
478,0,1,47.67614967159164,3,8,0,0
479,0,0,49.29335454668461,3,8,0,0
480,0,1,50.56195469570736,1,7,1,0
481,0,1,48.12205683433063,2,6,1,0
482,0,0,47.569036618894806,2,7,0,1
483,0,0,51.05888049783774,2,5,0,0
484,0,1,49.35712947899002,2,4,0,0
485,0,1,50.31608724657963,3,8,0,1
486,0,0,48.97645791126626,4,4,0,0
487,0,0,49.40690933878464,4,7,0,0
488,0,0,49.01868040696088,3,6,0,1
489,0,0,50.05173968823122,2,7,1,0
490,0,1,50.66564286778373,1,9,0,0
491,0,1,49.17987229445596,4,4,0,0
492,0,1,50.73384537699781,2,7,0,0
493,0,0,49.21004695333129,3,8,0,0
494,0,1,48.98965462241239,3,4,1,0
495,0,0,51.26584920440236,3,6,0,1
496,0,0,48.89861709723629,2,7,0,0
497,0,1,49.07302027516807,3,3,0,0
498,0,1,49.71764848551784,2,6,1,0
499,0,0,48.22531252508021,2,5,0,0
500,0,0,48.695305107731706,3,6,0,1
501,0,1,50.29190114030203,3,7,1,1
502,0,0,48.82598967480174,2,7,0,0
503,0,1,49.17499365592093,3,6,0,1
504,0,1,49.67247919693372,0,6,0,1
505,0,1,49.62920301356977,5,7,0,1
506,0,1,49.17720703326776,3,10,0,1
507,0,0,50.26017558749183,1,4,0,1
508,0,1,49.76317781462072,3,8,0,0
509,0,0,49.86205968198734,2,6,0,0
510,0,0,49.24736141650107,3,5,1,0
511,0,1,48.65785116577115,3,5,0,1
512,0,1,48.3160056206621,2,8,0,1
513,0,1,49.07677659712691,3,4,0,1
514,0,0,49.04155828104449,2,5,0,0
515,0,0,50.013410821269865,2,7,1,1
516,0,1,51.53929308870632,0,7,0,0
517,0,0,49.04652563869669,1,6,1,0
518,0,0,49.07884918875127,4,8,0,1
519,0,0,49.32432247908458,1,6,0,1
520,0,0,49.31772837459916,2,5,0,1
521,0,1,49.61556828481597,3,5,1,0
522,0,0,49.56748157910236,2,6,1,0
523,0,1,49.39140864656091,1,6,1,0
524,0,0,50.69884409249658,3,5,1,1
525,0,1,50.92171866049751,2,10,1,0
526,0,0,51.13407829330809,0,4,0,1
527,0,1,51.58619952071989,2,6,0,1
528,0,0,50.22695095281702,2,6,0,1
529,0,1,49.00536638162639,3,4,0,1
530,0,0,49.29936307611245,2,4,0,0
531,0,0,50.74017891320921,4,6,1,1
532,0,0,49.07367398077044,2,7,1,1
533,0,0,49.38150947136512,3,9,0,0
534,0,0,50.68228892495614,4,8,0,1
535,0,1,50.66231698396189,4,8,1,0
536,0,0,48.3667073617103,3,7,1,0
537,0,1,48.349724331674615,2,8,0,0
538,0,1,49.98397710276754,1,6,1,0
539,0,1,49.85373734077391,3,7,1,1
540,0,0,49.750390296897415,4,5,1,0
541,0,0,48.91427980589638,2,7,0,1
542,0,1,51.22122387161045,2,4,0,1
543,0,0,47.8020977009012,4,8,0,0
544,0,0,52.16840515139714,1,7,0,1
545,0,0,49.17338437055756,3,9,0,1
546,0,0,50.8202080952464,3,9,0,1
547,0,0,50.15584499360568,1,8,1,0
548,0,1,50.39489407530608,1,5,0,1
549,0,1,51.15276821974005,2,6,0,0
550,0,0,50.12547385039935,2,9,1,1
551,0,1,48.21746070103155,3,4,1,1
552,0,0,48.94491654448833,3,5,0,0
553,0,0,49.82331132284772,2,6,0,0
554,0,1,49.78586871092243,2,7,1,0
555,0,1,49.89956421572796,2,7,0,0
556,0,0,48.76750808185589,3,5,0,0
557,0,1,47.96073543433605,1,8,1,1
558,0,0,50.6268414978998,3,4,1,0
559,0,0,51.433480536591205,2,6,0,0
560,0,0,51.18043058756489,4,8,1,0
561,0,1,46.68596068122365,4,6,0,0
562,0,1,48.67472870314666,3,4,0,0
563,0,0,48.4333734486497,3,6,0,1
564,0,0,49.73780765698569,2,5,0,0
565,0,1,50.92238711732144,2,5,0,1
566,0,0,49.03854103062549,3,6,0,0
567,0,0,50.07533969506776,2,6,0,0
568,0,1,49.61107127377558,2,7,1,1
569,0,1,48.94861278881451,3,6,1,0
570,0,1,46.698392041875735,3,8,0,0
571,0,0,48.60713226884665,3,7,0,1
572,0,0,49.82670160753446,2,4,0,0
573,0,0,49.40987243392924,3,7,0,0
574,0,1,49.56378163549833,3,8,0,0
575,0,0,47.957240698873335,3,5,0,0
576,0,0,49.42999319884104,3,8,0,0
577,0,0,50.01139477970196,3,7,1,0
578,0,1,48.455249979898895,2,6,0,0
579,0,0,49.762443026013926,2,8,1,1
580,0,0,51.30288120259053,2,8,0,1
581,0,0,50.86059131986301,3,7,0,1
582,0,0,50.82274670538153,1,6,0,1
583,0,1,49.20412253227775,2,6,1,0
584,0,0,48.394316247644696,4,9,0,1
585,0,1,49.12295142172563,1,7,0,1
586,0,1,48.79066310836083,2,7,0,1
587,0,0,51.21464259214637,3,7,1,0
588,0,0,48.48949604769658,3,7,0,0
589,0,1,50.58732207796915,2,4,1,1
590,0,0,49.11848929672861,4,6,0,1
591,0,1,47.75055902053526,4,9,0,0
592,0,0,50.68501764102438,3,11,1,1
593,0,0,50.17433451339196,3,6,1,0
594,0,0,48.00676800366408,4,4,1,0
595,0,0,48.7591512404896,3,9,1,1
596,0,0,49.63259406925644,3,5,0,1
597,0,1,49.93969659827801,2,4,1,1
598,0,0,49.93356057670678,3,5,0,1
599,0,1,49.49879081649207,2,7,0,0
600,0,1,47.2615943275422,1,9,0,0
601,0,0,48.72556680729238,4,5,0,0
602,0,0,48.59998213814168,5,7,0,0
603,0,0,50.57966523341172,4,6,0,1
604,0,0,48.43117689096161,3,4,0,1
605,0,1,50.00925617189863,2,7,0,0
606,0,1,49.74147713793332,2,7,1,0
607,0,0,49.54943931842994,2,7,0,1
608,0,0,50.03470028779584,1,5,0,0
609,0,1,48.43091949071738,3,6,0,0
610,0,1,49.65683995386864,3,5,0,1
611,0,0,48.82870258483677,3,4,1,0
612,0,1,49.26501768584192,3,6,1,1
613,0,1,50.62954057043795,2,7,0,0
614,0,0,48.44239372132903,3,4,0,1
615,0,0,49.96610645073008,3,8,1,0
616,0,1,48.83223396728478,3,8,1,1
617,0,1,49.02941206639685,3,10,1,0
618,0,1,49.40191084944166,2,7,1,0
619,0,0,48.26459560570952,2,5,0,1
620,0,1,48.94902669539134,2,6,0,0
621,0,1,48.6794160666148,3,9,1,0
622,0,0,49.14414170199857,4,8,0,0
623,0,0,48.34640375235404,3,6,0,0
624,0,0,49.1430918784724,3,6,0,1
625,0,0,49.72036288217367,4,7,0,0
626,0,1,49.07677915255526,3,5,0,1
627,0,0,48.33817723053057,2,8,0,1
628,0,1,48.91080263003602,2,5,0,0
629,0,1,50.24636234160422,2,7,1,0
630,0,1,51.27599788965115,1,6,1,0
631,0,1,48.75828453240836,3,9,0,1
