student_id,post_intervention_period,online_resources_usage,student_performance,teacher_experience,student_income_quartile,rural_school,gender
139,0,0,44.9303810488607,2,4,1,0
140,0,0,46.37216424251872,3,7,0,0
141,0,1,46.54722516489645,2,5,1,0
142,0,0,46.182671695599296,3,8,0,0
143,0,1,43.822297312326725,1,10,0,0
144,0,0,47.00011840208924,1,7,0,0
145,0,0,44.48836309777657,3,8,1,1
146,0,1,45.21718973846456,1,4,0,0
147,0,0,45.82691404104771,1,6,0,0
148,0,1,46.91072475174163,3,3,0,1
149,0,1,45.16252631604837,3,7,0,1
150,0,0,45.44695704575086,3,6,0,1
151,0,0,46.51892016923531,3,6,1,1
152,0,0,46.040359584728456,4,6,1,0
153,0,0,45.489894696207486,3,6,0,0
154,0,0,44.87448521244801,3,7,1,1
155,0,1,44.30057691947779,3,7,0,1
156,0,0,45.9796132152704,2,5,1,1
157,0,0,46.07101410592176,1,6,0,1
158,0,1,45.142363548675895,3,5,1,0
159,0,0,47.113069098816446,3,5,0,0
160,0,0,45.5572613152555,1,5,1,1
161,0,0,45.93786617384385,2,9,0,0
162,0,0,47.71268001442767,3,5,0,0
163,0,0,45.33336033905195,3,7,0,0
164,0,1,46.82259943566584,2,7,1,1
165,0,1,47.74677586169582,3,9,1,0
166,0,0,46.06985217856087,3,7,1,1
167,0,1,45.99314821841341,4,7,0,0
168,0,0,44.20468958780926,3,4,0,0
169,0,0,45.38926293774477,3,6,0,0
170,0,1,45.19651468112455,3,7,1,0
171,0,0,46.32716010858046,2,7,0,1
172,0,0,46.07431259739758,2,9,0,0
173,0,0,48.46984889167005,3,10,0,1
174,0,0,45.16584894078357,3,8,1,0
175,0,0,48.195625771348205,1,7,0,0
176,0,0,49.53405222708722,2,5,1,1
177,0,0,47.08777111850026,4,5,0,0
178,0,1,44.18501447830205,3,9,1,1
179,0,0,46.01953303507328,0,6,0,0
180,0,0,46.47199281918518,3,6,0,0
181,0,0,45.83053734830529,3,5,1,0
182,0,0,44.69612286382812,3,6,1,0
183,0,0,47.78864166195608,5,4,1,1
184,0,1,46.16866591186976,1,7,0,0
185,0,1,46.49710418719514,3,6,1,1
186,0,0,46.086056958989786,1,6,1,1
187,0,1,45.01943747726786,2,9,0,0
188,0,1,46.0181761658958,3,8,1,0
189,0,0,45.431286712106704,3,6,1,0
190,0,0,43.5586997341502,2,3,1,0
191,0,0,46.989838046821056,1,7,0,1
192,0,1,46.11205355575447,1,8,0,0
193,0,1,44.04114562242067,1,6,0,1
194,0,1,45.67452790450794,2,5,0,0
195,0,0,46.99864529848868,4,6,0,1
196,0,1,45.46056694189005,2,6,0,0
197,0,1,43.43968437628269,3,4,0,0
198,0,1,46.11730997610519,1,7,1,0
199,0,1,44.83657781923552,4,9,1,1
200,0,0,46.441084695367536,2,5,0,1
201,0,0,46.47697119513127,4,8,1,0
202,0,1,45.74179590521583,1,4,0,0
203,0,1,45.08676612135415,2,10,1,0
204,0,0,45.86707307900804,2,6,1,0
205,0,0,43.65627728496305,4,9,0,1
206,0,0,47.4739181485395,3,6,0,1
207,0,1,44.655954379796974,4,8,0,1
208,0,0,46.79016452033751,4,7,0,0
209,0,0,46.39240840105688,5,7,1,1
210,0,0,45.1561346580948,3,8,1,0
211,0,1,44.91297304435968,3,6,1,0
212,0,1,47.32623474049853,2,8,1,1
213,0,1,45.89654083694788,3,7,0,0
214,0,1,45.98387059315908,3,8,0,1
215,0,0,44.71459987390146,0,4,1,0
216,0,0,46.5416254568042,3,7,0,0
217,0,0,44.66153079982549,2,9,1,0
218,0,0,46.36401518796552,3,6,1,0
219,0,1,45.82300896330037,3,7,0,1
220,0,0,46.86478292653179,1,5,0,0
221,0,1,45.05240116490073,3,6,0,1
222,0,0,44.278950827527005,3,7,0,0
223,0,0,47.56948188765823,2,6,0,0
224,0,1,44.82618890333412,5,6,1,0
225,0,0,45.152723988496845,4,6,1,0
226,0,0,46.31086717471969,3,5,0,1
227,0,0,45.6448179964159,2,6,0,0
228,0,1,44.76198281743677,4,7,0,0
229,0,0,46.121823925801145,3,9,0,0
230,0,0,44.961116305986415,3,8,1,0
231,0,1,45.59434085731412,4,8,0,1
232,0,0,44.704817890542174,4,8,1,1
233,0,1,45.77657846778265,3,8,1,0
234,0,0,45.90161386951285,3,6,0,1
235,0,0,47.27630093889091,3,6,0,1
236,0,0,44.50370302695706,1,7,0,1
237,0,1,45.44041107874631,0,6,0,1
238,0,0,45.69649590943082,3,10,0,0
239,0,1,45.45655291793352,1,6,0,1
240,0,0,46.02016242056539,4,4,0,1
241,0,1,45.58722707216143,2,7,0,1
242,0,0,47.91136502426198,1,6,1,1
243,0,0,47.44943683186371,1,5,0,0
244,0,0,46.3194366614058,3,7,1,0
245,0,0,46.741196062530285,2,7,0,0
246,0,0,45.74516005442792,3,4,1,0
247,0,1,44.66297713427334,4,8,0,0
248,0,0,44.88552386935583,3,6,1,0
249,0,0,45.191396562713024,3,7,0,0
250,0,1,44.58312376082348,3,7,0,0
251,0,0,44.64467385559215,3,10,0,0
252,0,0,47.12778980347252,4,7,0,1
253,0,0,45.61712115969229,1,7,0,0
254,0,0,47.87060964669455,4,4,1,1
255,0,1,45.72950480098571,3,7,1,1
256,0,0,45.044353385898766,1,7,1,1
257,0,1,45.05020012859227,3,5,1,0
258,0,0,44.17191012927511,0,6,1,0
259,0,0,45.56126770944174,3,7,0,0
260,0,0,45.78749080522039,2,10,1,0
261,0,0,45.53341949018228,1,6,1,1
262,0,0,46.519955404573885,3,4,1,0
263,0,1,47.28271830279575,3,4,0,0
264,0,0,45.5597699866055,3,4,1,0
265,0,0,46.30409524064681,2,6,0,0
266,0,0,45.47933108485544,2,6,0,0
267,0,1,45.9782925445681,3,5,0,0
268,0,1,44.784995177430176,3,7,1,0
269,0,0,43.853100594090805,4,7,0,0
270,0,0,46.25266399545304,3,5,0,0
271,0,0,45.28516659016864,3,7,0,1
272,0,0,45.34705996858801,4,8,1,1
273,0,1,46.61224717947776,0,10,0,1
274,0,0,45.98396160956485,4,8,1,0
275,0,1,46.03285270626984,3,7,0,0
276,0,1,44.57885049418456,2,6,0,0
277,0,0,45.3218284850885,3,5,1,0
278,0,1,45.57581805285242,2,7,1,1
279,0,0,44.88873326314817,3,4,1,1
280,0,0,43.53193192746234,4,5,0,1
281,0,0,46.18828128717456,3,7,1,1
282,0,0,46.357606770468585,4,5,1,1
283,0,0,45.75045495719791,5,7,0,0
284,0,0,47.26742941581258,2,8,0,1
285,0,1,46.6112739895159,4,7,1,0
286,0,0,45.29773281323244,4,10,0,1
287,0,0,46.29158945325786,4,10,1,0
288,0,0,45.574571105616016,2,7,0,0
289,0,0,45.92602311178529,3,6,1,0
290,0,1,45.48295261818489,2,4,1,0
291,0,0,46.24322829747816,4,6,0,0
292,0,1,45.73597536101785,3,6,1,1
293,0,0,44.3019590133259,2,8,0,1
294,0,0,45.09641018392926,2,5,1,0
295,0,0,46.48744080105997,4,6,0,1
296,0,0,45.72457267318878,5,4,0,0
297,0,1,44.78940153353391,3,8,0,0
298,0,0,46.08744725270901,2,4,0,1
299,0,0,44.82110244259951,1,7,1,1
300,0,1,45.70889072883716,3,7,0,0
301,0,0,46.389709917788586,1,7,0,0
302,0,1,44.03823208032324,2,4,0,0
303,0,0,45.297288002478574,4,8,1,0
304,0,0,45.1056664853803,3,5,1,1
305,0,0,43.867868552035006,2,8,1,0
306,0,0,45.97865306234849,3,8,1,0
307,0,1,46.0661949955514,2,9,0,1
308,0,1,46.28258177929574,3,8,0,1
309,0,1,46.37596585986888,2,8,0,1
310,0,1,45.81801010495796,2,6,1,1
311,0,0,48.45373356470508,3,6,0,1
312,0,0,45.43302350692861,3,7,0,0
313,0,0,45.01144038832198,2,7,0,1
314,0,1,45.63928271023797,0,6,1,0
315,0,0,44.2957926272403,4,5,0,0
316,0,1,45.77017094185735,3,9,0,1
317,0,0,45.66532890559013,3,4,1,0
318,0,0,47.02956112704008,3,6,1,0
319,0,0,46.222361467182886,3,6,0,1
320,0,0,45.95997797942637,2,7,0,0
321,0,0,46.44854870749666,1,6,1,0
322,0,1,46.38863811880866,4,7,1,1
323,0,0,44.73705023124158,4,8,1,0
324,0,0,43.44291280781979,3,8,0,0
325,0,1,44.97348940115069,3,5,0,0
326,0,0,45.13956615292479,2,3,0,1
327,0,1,46.40259556104617,4,6,1,0
328,0,0,46.83948609853578,1,5,1,0
329,0,0,45.62956990851342,4,5,0,0
330,0,0,46.26046040812109,2,11,0,0
331,0,1,44.7442962550657,3,10,1,1
332,0,0,45.79651928597692,2,6,1,1
333,0,0,47.03767855602555,3,8,1,0
334,0,0,45.93530264165225,3,4,0,1
335,0,0,46.71115117212885,3,8,0,0
336,0,1,46.63311934114023,4,9,0,0
337,0,1,45.73549392021221,4,5,0,0
338,0,0,46.597768749641446,3,8,0,0
339,0,0,44.743818424821086,3,6,0,1
340,0,1,46.1482362140515,1,7,1,1
341,0,0,47.15721835916199,2,7,0,1
342,0,1,45.09975232900976,3,5,0,0
343,0,1,45.61371969912975,3,6,0,1
344,0,0,43.98327504435428,2,8,0,1
345,0,0,44.83206226125863,2,6,0,1
346,0,1,47.48084804763927,3,5,0,0
347,0,0,44.58358133128225,3,5,0,1
348,0,0,46.09282533229208,3,7,0,1
349,0,1,46.25809803241901,4,5,0,0
350,0,0,47.752635181029646,2,3,0,0
351,0,1,46.20574428466786,3,7,0,1
352,0,1,45.00112972269879,2,5,0,0
353,0,1,45.87904760812206,2,6,0,1
354,0,0,46.009801918946415,3,6,0,0
355,0,1,44.60571907887869,3,5,0,0
356,0,0,45.44416256966095,4,6,1,1
357,0,0,45.794282862022094,4,7,1,0
358,0,0,47.35672373128843,2,5,0,0
359,0,0,46.43056253605009,2,8,1,0
360,0,0,44.25438457702855,2,7,0,1
361,0,0,47.26638379373636,1,10,1,1
362,0,1,46.09662504937245,1,6,0,0
363,0,1,44.82096662937477,4,9,0,1
364,0,0,44.6129169740352,3,6,0,0
365,0,1,46.16853197432744,4,7,0,1
366,0,0,46.33876114623092,4,5,0,0
367,0,0,46.186218950458425,3,6,0,1
368,0,0,46.73437614952609,2,6,1,0
369,0,0,46.51476639850354,2,9,1,1
370,0,0,46.32474865388046,4,6,1,1
371,0,0,43.88560767417088,2,7,0,1
372,0,0,48.026642433687705,2,9,1,0
373,0,1,46.1268370455882,3,8,1,0
374,0,0,46.08116205243101,2,6,0,0
375,0,1,46.92561299775986,2,5,1,0
376,0,0,45.8847284421126,2,6,0,0
377,0,0,45.27691998780116,3,4,0,0
378,0,1,47.362975987461645,2,7,0,0
379,0,1,44.411992309776885,3,8,0,0
380,0,0,47.8533058765477,4,10,1,0
381,0,0,46.054349238342745,5,7,0,1
382,0,1,45.474378433513216,1,7,0,0
383,0,0,45.74913933880693,2,7,1,1
384,0,1,45.47849854285434,3,7,1,1
385,0,1,45.55416338298607,2,6,0,1
386,0,1,44.91444534672202,1,6,1,1
387,0,0,44.96473504194209,4,4,0,0
388,0,0,46.616275198393765,3,5,0,1
389,0,0,45.46929300539395,3,7,0,0
390,0,1,45.56576861607133,2,8,1,0
391,0,1,44.499084951531344,4,7,0,0
392,0,0,46.05615291363028,0,7,0,1
393,0,1,44.93135343168816,3,5,0,0
394,0,1,44.68101718901293,2,6,0,1
395,0,0,45.90693814162233,4,7,0,0
396,0,0,48.19549994693774,4,6,1,0
397,0,0,45.51468117592381,3,7,0,0
398,0,0,46.830357016290144,2,9,0,0
399,0,1,45.440491773371136,3,7,0,1
400,0,0,44.23475560951451,2,8,0,0
401,0,0,44.76020026067844,2,6,1,0
402,0,1,45.31035064229655,5,5,1,0
403,0,0,46.390152314417975,2,6,1,0
404,0,0,46.55185798402551,2,8,0,1
405,0,0,45.739845901577205,1,8,0,0
406,0,0,47.7553854077648,3,5,1,0
407,0,0,43.75295634844822,3,4,0,1
408,0,0,46.54794023908668,2,4,0,0
409,0,0,47.17422386761879,2,6,0,0
410,0,0,48.09708984556437,1,7,1,0
411,0,0,44.542397710802575,4,8,1,1
412,0,0,44.61434494580456,4,6,1,1
413,0,1,44.967939882183984,2,6,0,0
414,0,0,47.724252470761705,2,6,0,0
415,0,0,47.618424231927264,2,9,0,1
416,0,0,46.35647510715157,2,10,1,1
417,0,1,44.71678973413969,2,8,0,1
418,0,1,46.942101357344114,2,5,0,0
419,0,1,44.20362571896975,1,4,1,1
420,0,0,46.7409756458845,1,9,0,0
421,0,1,45.40403826552552,3,6,0,1
422,0,0,45.67581851166453,1,5,1,0
423,0,1,44.39754235245541,2,8,0,1
424,0,1,45.96534161179869,0,6,0,0
425,0,1,47.01392761292532,0,4,1,0
426,0,0,46.52042989825876,3,7,0,0
427,0,0,46.804385438496254,4,8,0,1
428,0,0,45.66173063192895,3,4,0,0
429,0,0,46.22307949329964,3,6,1,0
430,0,1,45.9508325147624,2,9,0,0
431,0,0,45.77262933485672,2,8,1,1
432,0,0,46.69609874175953,2,7,1,0
433,0,1,44.30878205747321,3,7,0,1
434,0,1,46.48018737317339,1,4,0,0
435,0,1,45.39745434992362,1,3,1,1
436,0,1,45.45661602479683,3,6,0,0
437,0,0,46.5696801917895,3,5,0,1
438,0,0,46.70218686720938,2,9,1,0
439,0,0,47.55144606576356,2,9,0,0
440,0,1,44.16371753423597,2,8,0,0
441,0,1,45.75617519585218,2,6,0,0
442,0,0,45.898771113593,2,6,1,1
443,0,1,44.90024575653781,3,4,0,0
444,0,0,46.88570811442089,3,5,0,1
445,0,0,46.29737496119545,2,8,1,1
446,0,0,47.21930329728799,3,7,0,0
447,0,1,44.668401950773,1,8,1,0
448,0,0,48.37776887539652,3,7,0,1
449,0,0,46.31585668255435,3,6,0,0
450,0,0,46.32067546463887,1,3,0,1
451,0,0,45.23238062592676,2,6,0,0
452,0,0,46.14645391931178,2,8,0,1
453,0,1,45.84976267703045,1,4,0,0
454,0,0,44.911321434345375,4,6,1,1
455,0,0,46.24062264152796,3,9,1,1
456,0,1,44.6235812397588,1,6,1,1
457,0,0,45.33659571937696,0,5,0,1
458,0,0,46.82194905281722,1,8,0,1
459,0,0,44.70731162076043,3,8,1,0
460,0,1,45.64420577606419,2,8,0,1
461,0,0,47.72868481971695,3,5,0,0
462,0,1,47.18596252400141,3,4,0,0
463,0,1,46.6071769555309,3,5,0,0
464,0,0,46.43056987254263,4,5,0,0
465,0,1,45.94620896144648,1,5,1,0
466,0,0,44.816282020260175,3,7,1,1
467,0,0,45.78680245111309,1,7,1,1
468,0,0,44.65716220305774,2,5,1,1
469,0,1,45.18312534940338,3,9,0,0
470,0,1,45.67496677553528,1,8,1,0
471,0,0,46.586755407130674,2,6,1,1
472,0,0,47.4862937261809,3,9,0,1
473,0,0,46.22087616121704,3,5,1,0
474,0,0,46.57852421277986,1,4,0,0
475,0,1,45.86589936238609,3,3,0,0
476,0,1,44.58413495857143,2,7,1,0
477,0,1,44.14958676837316,3,7,0,1
478,0,0,45.24945646207692,4,9,1,1
479,0,1,45.78992168232031,3,9,1,0
480,0,1,48.314748757252495,4,9,0,1
481,0,0,47.21319608447242,1,6,0,1
482,0,0,46.34956666113556,3,7,1,0
483,0,1,45.02385419430421,3,5,1,0
484,0,0,46.748384830053205,2,8,0,0
485,0,0,46.75786361037749,2,5,1,1
486,0,1,46.58159711365266,2,6,0,1
487,0,0,46.832254220108126,2,9,1,0
488,0,1,44.44458802280534,5,4,1,0
489,0,0,46.00648418623615,1,6,0,1
490,0,0,45.2432840000239,3,5,1,1
491,0,0,45.881069869198186,2,7,1,1
492,0,1,45.40162367922791,2,4,0,1
493,0,0,43.57772295816929,3,4,0,1
494,0,0,45.51881888977795,2,5,0,1
495,0,0,46.10838946104007,3,6,0,0
496,0,0,45.56639595076257,4,7,0,1
497,0,0,45.58059305595041,2,3,0,0
498,0,1,46.08830146117003,2,5,1,0
499,0,1,45.40384568167986,2,5,0,0
500,0,0,46.03332306463021,2,5,0,0
501,0,1,46.82999007721819,3,9,1,0
502,0,1,45.1113808001972,3,5,0,1
503,0,1,47.091751301176885,3,11,1,0
504,0,1,44.97709763746125,4,2,0,0
505,0,0,45.976732967433634,2,9,0,0
506,0,0,46.14057575027585,4,4,0,0
507,0,1,46.27062234365458,2,6,1,0
508,0,0,44.88745788670754,2,6,0,1
509,0,1,44.603400244591846,2,6,0,0
510,0,0,47.99964883427643,4,5,0,0
511,0,1,46.03916697925695,2,6,0,1
512,0,0,46.093684073892085,2,6,0,1
513,0,0,44.74132001492951,2,5,0,0
514,0,0,45.937247321199145,3,6,0,0
515,0,0,45.80717980219914,2,10,0,0
516,0,0,45.32343744273035,2,7,1,0
517,0,0,45.54725033870344,2,5,0,0
518,0,1,45.71658766578917,1,5,1,0
519,0,0,45.75924037328018,1,8,0,0
520,0,1,45.48204173197151,2,4,1,1
521,0,1,45.58158550120376,4,6,1,0
522,0,1,45.243703230933335,3,7,1,0
523,0,0,45.173147727943565,4,6,0,0
524,0,1,45.76386401048373,3,5,1,0
525,0,0,46.03877281353466,3,7,0,1
526,0,0,46.34861253464214,3,6,0,0
527,0,1,46.57255340877667,3,4,1,0
528,0,0,45.43046456812967,2,7,1,0
529,0,0,45.728061512849706,4,4,0,1
530,0,1,47.5399638057135,0,6,0,1
531,0,1,46.05554809698948,3,4,0,1
532,0,1,45.91772830004768,1,7,0,0
533,0,0,47.4565655565414,3,5,0,0
534,0,1,45.89288693091494,3,10,1,0
535,0,1,45.50538000193922,3,5,1,1
536,0,1,47.13426347736888,1,8,0,0
537,0,1,45.01865613617995,1,5,1,0
538,0,1,44.72796850360666,1,7,1,0
539,0,0,47.27808987092711,2,7,0,1
540,0,0,47.09436045662324,4,3,1,0
541,0,1,48.137268802051246,2,8,1,0
542,0,0,45.68635093777911,2,8,0,0
543,0,0,44.67226032997751,5,7,0,0
544,0,1,43.507689901595285,3,7,1,1
545,0,1,46.10431306671409,1,6,1,0
546,0,0,46.31421702680943,2,6,0,0
547,0,1,45.24147980041322,5,9,0,1
548,0,0,46.56553710602002,3,9,1,0
549,0,0,47.73264538002969,4,8,0,0
550,0,0,47.60189030307237,3,9,0,0
551,0,0,46.99819084413066,3,9,1,0
552,0,0,45.5344546269391,2,7,1,1
553,0,0,46.312926282496335,1,8,1,0
554,0,1,45.60495126330449,1,9,1,1
555,0,0,46.73035915405751,0,9,0,0
556,0,0,47.11666435118079,3,7,0,0
557,0,0,45.25866967593961,1,9,0,1
558,0,0,47.01431448232733,2,7,1,0
559,0,1,43.79865194999199,2,5,0,1
560,0,0,47.9227724372327,1,6,0,1
561,0,1,46.545276695899126,4,8,1,1
562,0,1,45.77148956203727,4,4,0,0
563,0,0,45.87036212886141,3,8,0,1
564,0,0,45.85210725987439,4,8,1,1
565,0,1,47.1018111173367,3,8,1,1
566,0,0,46.02564582993196,4,7,0,0
567,0,1,46.58921335404722,2,6,0,1
568,0,0,46.57874986522848,2,6,1,1
569,0,0,47.07070049696901,3,7,1,0
570,0,0,45.345595156346334,4,8,0,0
571,0,0,47.17630425246439,2,5,1,0
572,0,0,47.615506700764286,2,10,1,0
573,0,0,45.822023605442425,3,7,0,0
574,0,0,45.09718945287645,2,7,1,0
575,0,1,45.834593025379135,4,7,0,0
576,0,1,44.68762765148235,3,8,0,0
577,0,1,44.88948126860985,3,5,1,0
578,0,0,45.32095145942475,4,7,0,1
579,0,0,45.52578251353312,3,7,1,0
580,0,1,48.020227685887086,3,7,0,1
581,0,1,45.91678896483308,3,4,1,0
582,0,1,45.84090425254904,2,6,0,0
583,0,1,45.45572717361557,2,8,1,0
584,0,0,45.69084108791884,3,6,0,0
585,0,0,45.60561722342784,2,7,0,0
586,0,0,44.91847394879577,2,5,0,0
587,0,1,46.9662958259695,3,5,0,1
588,0,0,44.956812105712125,3,7,0,0
589,0,0,46.184155318743045,2,8,1,0
590,0,0,48.10778041075997,4,5,1,1
591,0,0,44.65731671023695,2,7,0,1
592,0,0,46.839426182955975,3,7,0,1
593,0,0,45.5139725586568,3,5,0,0
594,0,1,45.78069108065162,4,4,0,0
595,0,1,44.83834030346858,3,4,0,0
596,0,1,45.4817057252502,1,8,1,1
597,0,1,47.1446503577589,3,6,0,0
598,0,1,43.93873169372418,4,9,0,1
599,0,0,47.02753855717388,3,5,0,0
600,0,0,46.20039873399184,4,3,0,0
601,0,0,46.71812299096722,2,7,0,0
602,0,0,46.92960938639517,3,9,1,1
603,0,0,44.92486743613407,0,7,1,0
604,0,1,46.02709111765836,3,8,1,0
605,0,0,45.97207233915695,3,5,0,0
606,0,1,46.07216659342436,3,4,1,0
607,0,0,46.02154280980599,2,3,0,0
608,0,0,48.18013375891244,2,5,0,1
609,0,1,46.35376078917492,1,6,1,1
610,0,1,47.62619063931336,2,7,0,1
611,0,1,45.44099469270105,2,9,0,0
612,0,0,44.83677783884193,5,7,0,0
613,0,0,47.26051190148359,3,8,0,0
614,0,0,45.655752461967005,3,5,0,1
615,0,0,47.1309489367792,2,8,0,0
616,0,1,45.67552106430804,3,4,1,0
617,0,0,47.0468317399081,2,5,0,0
618,0,0,43.32650347177624,3,6,0,0
619,0,0,46.91889247422881,3,8,0,0
620,0,0,44.02793366705757,2,8,1,0
621,0,1,43.45855836448532,4,7,0,0
622,0,0,44.44243329082826,3,7,0,0
623,0,0,46.65056440684354,2,7,1,1
624,0,0,45.80794464162331,2,9,0,0
625,0,1,45.19224219561921,3,5,0,0
626,0,1,45.79433103303192,3,7,0,0
627,0,0,45.35114620719313,3,9,1,1
628,0,0,46.87701367581631,1,9,1,0
629,0,0,46.04307846718507,3,6,1,1
630,0,0,46.67732267387774,5,7,1,1
631,0,0,45.49281020643447,2,8,0,0
