defendant_age,prior_convictions,gender,minority_status,offense_severity_score,legal_representation,sentence_length
8,4,0,1,14.784658343939569,0,6.535360000708192
5,3,0,0,17.093120210735705,1,20.363027363943456
10,7,1,1,15.59625362614677,0,8.362639732070758
6,5,0,0,14.74272890158055,0,6.7913263441806375
6,7,1,0,15.157423901062517,0,7.101940623763997
5,7,0,0,17.006514318456258,1,18.865426576577654
6,6,0,0,17.683890367169777,1,19.985359994239488
5,8,0,0,18.018826777449604,1,19.339837276472785
5,7,1,0,13.307771807930555,0,3.752670399257488
10,9,0,1,17.428836543629934,1,18.79373687945969
6,8,0,0,12.64603466936901,0,3.7569346782280686
3,6,1,0,19.831256389558547,1,20.66951719446298
13,7,0,0,12.133282482305372,0,2.771735370851613
9,8,0,0,18.374888394120934,1,19.30826422113148
5,6,0,1,18.321767347935303,1,19.98285734626355
9,6,1,0,15.49111923111371,0,7.684641694687332
2,10,0,0,15.301930237509364,0,6.189324099148124
8,5,0,0,15.286570340013016,0,7.688200956675304
8,6,0,0,17.6824546945304,1,19.43881850882223
10,6,0,0,13.746356840147133,0,4.787060728206286
8,4,1,0,14.148061467513918,0,5.449983632754227
5,5,0,0,15.589677002576256,0,8.560430775358201
12,4,1,0,16.35690938157408,1,18.00570004446734
12,6,1,0,17.76351305849829,1,18.5833614109534
6,4,0,0,17.24158847250339,1,19.92091899385036
10,4,0,0,12.26902277208498,0,3.1119931042276496
12,4,0,0,14.39633815850224,0,6.125582762713352
8,4,0,0,14.852533991460618,0,7.747710592408405
12,6,0,0,15.070070611669212,0,6.647013006748233
11,6,1,1,19.962622670751774,1,20.88091388068184
8,6,0,0,18.816052881625158,1,19.772983091720565
4,5,0,0,15.261911528770462,0,7.604862767035026
6,7,0,0,16.227178330875283,1,17.984761690923534
5,6,0,1,11.894409055769284,0,1.9020403840967024
8,5,0,1,15.202392163456851,0,7.023629780968622
7,4,0,0,15.52372818682498,0,7.723452939607792
8,7,0,0,18.09905812215128,1,19.17554622002672
5,5,0,0,17.075392984813515,1,18.98099327549802
8,5,0,0,15.722784611871791,0,8.680393960402913
8,5,0,0,17.775165092118822,1,18.92835429406758
12,5,0,0,16.948689341740344,1,18.69665159923892
8,5,1,0,19.698965861033745,1,20.678763303577146
10,6,0,0,18.35655334437585,1,19.440449842149334
6,5,0,0,13.564152043052552,0,4.875600088128556
8,5,0,0,15.544920094360124,0,7.901368001944535
9,4,0,0,13.411674184180622,0,5.052035690288638
10,8,0,1,16.265289813172252,1,17.336386028906926
12,4,1,0,15.996160639944469,0,8.054904198302616
3,5,0,0,16.299825298279224,1,17.90233875684235
12,4,0,1,15.312618188652769,0,8.279817994869058
6,5,1,0,16.32964636826932,1,18.66770971326917
12,6,1,0,12.827022533724604,0,3.389994274055156
4,7,0,0,15.546699770671198,0,7.916580157703978
10,4,0,0,14.330130232554083,0,7.138718539869603
7,5,0,0,14.611467809157844,0,6.519526573498188
8,5,1,1,14.995246886100867,0,6.967203038742902
5,7,0,0,18.4573135297177,1,19.6869695273367
4,4,0,1,15.020532131963256,0,7.138771954830964
9,6,1,1,17.51692699372205,1,19.889013333176383
6,5,1,0,12.814362867679533,0,3.9673293242552417
4,4,1,0,16.38979682894156,1,18.536542951574976
7,4,0,0,16.50499728746252,1,19.165110536836227
8,5,0,0,16.617585118294127,1,18.14009717061752
7,7,1,0,17.079972441653272,1,19.01490436706316
2,7,0,1,14.049635065036936,0,5.355283150544413
7,5,1,1,15.00529170029747,0,7.232821554279751
10,5,0,0,15.461794454676882,0,8.538067045430045
4,4,1,0,15.310176799060145,0,8.049126985676809
7,6,1,1,14.785502747596288,0,6.503839823621004
10,7,0,1,16.43799514590487,1,17.536302392338737
3,5,0,0,16.32482269821631,1,17.47766639941978
5,6,1,0,18.981019383740747,1,20.440376006916527
5,3,0,0,14.273146346140608,0,6.139386736558972
6,7,1,1,15.590505309077544,0,7.287716638277706
10,7,0,0,16.881850853710105,1,19.03439932913152
8,4,0,0,18.928705386289224,1,20.05890245494201
12,5,0,0,15.484075940222525,0,6.980199052801038
12,7,1,0,16.647630891238144,1,17.766109099843778
15,6,0,0,16.267079019345886,1,17.471808512835892
10,5,0,0,14.90372336175069,0,7.075175194949198
4,6,0,0,10.935412864720472,0,1.2677466456242945
10,6,0,0,13.85260976990483,0,5.309570696237546
13,7,0,0,19.241876669767223,1,19.523970992246536
6,2,0,1,14.192321438391144,0,6.142210575615296
12,7,0,1,14.076733014679006,0,4.816415356073328
13,5,0,0,14.293701314288784,0,6.289982031226332
4,6,0,1,15.04635768466677,0,7.595800963249867
13,6,0,0,18.3655664935519,1,19.656536577498542
5,5,0,1,16.674058627586398,1,19.94382926339932
10,3,0,0,15.815683952124116,0,9.444416976021806
5,8,1,0,17.30793249054353,1,18.389695561563165
5,5,0,1,12.191592926997329,0,3.205427609629661
5,6,0,0,13.244480188358768,0,4.186906884945733
6,7,0,1,16.15581342951334,1,18.281788102906933
6,5,0,0,17.569104974008788,1,18.9907300381983
10,6,0,0,16.659785786234707,1,18.389638942624668
7,4,1,0,17.48709323556599,1,18.734673357071543
9,4,1,0,15.32913143426384,0,7.117411060078202
10,6,0,1,12.410638968252147,0,3.5742727065493005
4,5,0,0,15.695415527722966,0,7.623753538383571
8,7,0,0,19.0096678935765,1,20.184177594361916
17,8,0,0,16.816737462673736,1,17.177446523619896
11,6,1,1,17.734376892157556,1,18.82478501617894
14,4,0,1,16.214975183409354,1,18.248077643404446
8,7,0,0,15.445166022444711,0,6.689270766852636
10,4,0,1,15.225505751300211,0,7.344047556944713
8,5,0,1,18.297527840799177,1,20.292216404940245
9,5,0,1,15.48723952764258,0,8.029089462486585
7,6,0,0,18.609893828300965,1,20.42571378918868
11,5,0,0,13.997295526028532,0,5.427643889073673
2,6,0,0,13.86167185205826,0,5.335272761728376
5,7,1,1,16.65063865243388,1,17.911011210444627
7,6,0,0,12.31659089674599,0,3.934204576089007
8,8,0,0,15.234266372597512,0,6.848495994103103
7,3,0,0,16.00217168578768,1,19.116798175480287
11,6,0,0,15.769858255157509,0,7.323131075162596
5,8,1,1,12.308693825218592,0,1.927129871744886
4,4,0,0,13.373849778223471,0,6.113289746993815
1,6,0,0,16.5444552316252,1,17.86398741185726
8,6,1,0,12.78769628322167,0,2.881907348360918
4,6,0,0,17.990558084056783,1,19.409119393686133
12,5,1,1,16.46030135842249,1,18.86096861689184
5,5,0,0,14.091390405590769,0,5.478423807833832
8,6,0,1,17.109616303211265,1,18.3337436616294
7,5,0,0,15.910894906083564,0,7.823521088595531
7,4,0,1,16.58134080674605,1,19.668580501660536
6,5,0,0,13.37126839261271,0,4.386762162239509
8,7,0,0,11.17730214379158,0,0.487154281264619
1,5,0,1,13.253805944845388,0,4.879327338360923
9,5,0,1,15.196507004582164,0,6.508660760492916
8,6,1,0,15.562281842473835,0,8.329125826065416
11,3,0,1,17.00548412672933,1,19.33694507487567
4,6,0,0,16.103901770747427,1,18.44588919787257
14,5,0,0,18.110508100279773,1,20.029755071414336
9,4,1,0,18.535519237547945,1,20.51710091085635
2,5,0,1,15.147142476142609,0,7.595088472300368
9,6,0,1,11.433119465119717,0,2.124913021732342
8,6,0,0,12.999033956023531,0,4.435103848077156
9,5,0,0,13.8844424292554,0,5.852116711468788
8,6,0,0,15.93654824064013,0,8.135510595292
6,4,0,0,17.321536307204923,1,18.745842731851518
10,7,0,1,14.253638343467946,0,6.299914676353535
9,4,0,1,20.4648145701732,1,20.70780078345652
7,6,0,0,17.882589589106423,1,19.840665098907373
12,6,0,1,17.905883476415383,1,18.881444317394333
2,4,1,0,15.5202230916977,0,7.480122005613922
2,6,0,0,15.246161649049782,0,7.568970829312774
8,5,0,0,16.455816811657474,1,18.787879241194787
11,3,0,0,17.18163419050712,1,20.34221006901143
9,8,1,0,16.849060733283086,1,18.438986149846947
8,6,0,0,18.190359544327883,1,19.318256769739488
10,8,0,0,16.33502646112888,1,17.43509508600733
13,6,0,1,15.148095457694806,0,6.788865340440195
5,8,0,1,14.482615675904718,0,7.094046801692725
6,9,1,0,12.694961344109291,0,1.7996798512886136
9,6,0,0,13.644441634192887,0,5.425262029051464
0,6,1,0,17.800772824198415,1,19.52914463876424
6,6,0,0,17.316487089069835,1,18.435709684750087
11,6,1,0,14.162607586596694,0,5.030182751240452
11,9,0,0,14.78371935336236,0,5.765497836049623
11,4,0,0,17.51273744547331,1,18.635880596579096
9,8,0,0,19.16920319734237,1,19.96464211318091
7,3,0,0,16.367039540021693,1,18.59736932089596
8,2,0,0,16.05568823865698,1,18.405551364913745
14,7,0,0,16.588166119007532,1,18.46661903514021
12,6,1,0,17.563590763325927,1,19.00791321249011
4,7,1,0,16.685416679278305,1,17.331024729626908
5,5,0,0,12.956505889166865,0,4.717638398848815
9,4,0,1,14.562069490874752,0,7.056637543099679
8,6,1,0,16.582348261888118,1,17.84636439315537
4,5,0,1,19.58130752233623,1,21.34199943209688
9,3,0,1,17.891586007796764,1,20.420820184491323
4,1,0,0,18.84418451561787,1,21.60852671790197
11,4,0,1,15.021340431698658,0,7.791279617853041
14,2,0,0,13.333819661415776,0,5.7845001777148575
11,7,0,0,18.135971901917195,1,18.838065931979543
11,6,0,0,17.189767380339678,1,18.34425019392304
5,7,1,0,15.18042167541702,0,6.485356202196434
7,3,0,0,13.570624152624225,0,5.508204782069171
8,2,0,0,14.43277079504574,0,6.776683732510181
9,7,0,0,17.811787368700845,1,19.563765339174275
16,7,1,1,16.480294180321877,1,18.904010206373208
6,3,0,0,14.29943671066126,0,6.647339646834738
10,5,0,0,13.022071057619735,0,3.839188969369659
4,5,1,1,18.02354995914059,1,19.849619336079293
4,4,0,1,19.192217305653298,1,21.103720092555047
4,6,0,0,16.581175075229975,1,18.491649838910693
5,6,0,0,17.263590072744268,1,18.435357039153967
12,7,0,0,12.77869104219718,0,3.0974289198343645
6,6,0,1,12.878575763470964,0,3.752460978258741
8,7,1,0,14.338320228327747,0,5.965321136146877
4,8,1,0,15.438827823903434,0,6.153793318275743
6,4,0,0,15.134166640396728,0,8.04835669713889
3,5,0,1,16.791036783731386,1,19.522989766289385
6,6,0,1,16.669209126348875,1,18.28808323675942
10,7,0,0,15.244416672060908,0,6.95249571739374
3,6,0,0,14.603999083276806,0,6.858458005377687
10,7,0,0,16.87002553999797,1,18.04711261908571
1,4,1,0,16.440823029985886,1,19.12033625889533
8,5,0,0,17.350658821747594,1,19.353291266970963
9,6,0,0,15.286269339865772,0,7.941459272980386
9,4,1,0,20.185601658780108,1,20.848340614562083
15,6,0,1,17.757715646376425,1,19.407302882824187
12,5,1,0,13.478767496157534,0,5.256435747519161
4,4,0,1,15.056682893197811,0,8.377261927076319
6,4,1,1,12.84683078721056,0,4.601573314059946
8,5,0,1,18.135800798067287,1,20.0867714526548
8,3,1,0,15.24974572767608,0,7.895527977122756
6,5,0,1,16.93250694468346,1,19.13917717520755
10,7,0,1,15.126231508157623,0,6.695309654210029
7,4,0,0,11.869085776330248,0,3.514224308195373
9,5,0,1,14.605707943922816,0,6.891352882670396
1,5,0,1,15.681719675753104,0,8.18367819831884
13,6,0,1,15.71474932415254,0,8.219080957096
8,6,1,0,15.884348342571071,0,7.59494159041189
0,6,0,0,16.232684983043704,1,17.849707174876364
6,5,1,0,11.406173873624397,0,1.9033063435377855
6,9,0,0,17.74834212784857,1,18.884845570903007
3,6,1,1,16.297475298667493,1,17.664202624218614
5,7,0,1,17.84622479207407,1,19.057625398562948
12,6,0,0,16.18600395889103,1,17.51683491646796
11,5,0,0,17.2725379892857,1,19.518596567046487
7,6,0,0,17.629582974024213,1,19.79769816435952
10,6,0,0,15.713970509016988,0,8.775858418634408
9,6,0,0,15.686346268188622,0,7.774219260975262
7,7,1,0,15.3060364334649,0,7.533501716414413
6,4,0,0,14.134435116032208,0,6.925662500323412
10,5,0,0,15.228203145139023,0,8.125865905417259
4,6,0,0,19.727909350685444,1,20.39340782132692
11,6,0,1,17.750119333174467,1,19.661890636166355
8,7,0,0,16.84837316688077,1,17.856296063403974
5,4,0,1,19.37121147994298,1,21.397631362410195
9,5,0,1,16.3381520722918,1,17.220035817600394
7,7,1,0,15.575183104909128,0,8.286914992220973
2,6,0,1,16.25765250196426,1,18.615873022435192
9,6,0,1,17.23760201558139,1,18.16871127274641
2,5,1,0,18.15532656937122,1,19.776041894080382
10,5,0,0,17.776265882950156,1,20.099698489247192
11,6,1,1,14.114298841572072,0,5.18602660705564
0,6,1,0,17.328195296145445,1,18.750779567212824
5,7,1,0,16.615212043371354,1,17.773139521428376
6,8,0,0,16.58125950615402,1,17.795615839734076
6,3,1,0,16.363948869740263,1,19.91970272129354
0,7,1,0,16.161679511862296,1,17.79227612379326
3,4,0,0,16.53441761462344,1,20.006697107138084
5,2,0,0,17.176212196533257,1,20.66070632712215
8,4,0,1,13.60339309983041,0,5.211767924691217
4,6,0,0,13.192707726842698,0,4.674912442566738
7,7,0,0,15.16491516894851,0,7.042728834394639
8,5,0,0,20.33058584112214,1,22.324024140620875
9,8,0,1,15.547454781090453,0,8.002562102552263
12,5,0,1,14.508854943975376,0,6.551294163686348
7,6,0,0,14.710844728438692,0,7.047679581318077
6,6,0,1,17.38472886947807,1,19.20396080345021
9,7,0,0,14.183090711394948,0,4.606587810762574
12,4,0,1,16.107434400480393,1,18.68882643539736
11,4,0,0,16.639335522097543,1,18.06212065781976
9,4,1,1,17.654798031930394,1,19.37622153886616
14,5,0,1,18.13087897936713,1,19.62119893099828
7,7,1,0,19.96042051547768,1,20.256577441044147
3,3,0,0,15.031214745627802,0,8.027897335154478
8,5,0,1,14.36211252112552,0,6.077754049194535
3,6,0,1,17.125600967807927,1,19.083110594783022
7,4,0,0,14.320147201173542,0,6.263597616296197
9,6,0,0,16.093449568700848,1,18.26892852179636
12,7,1,1,17.292095350960665,1,18.42972750619404
12,8,0,0,12.604365447190766,0,3.2809452525128973
7,7,1,0,15.10170139465142,0,6.920459743304134
11,5,0,1,17.538958280287936,1,19.49794567712699
7,7,0,0,16.263489073778956,1,17.431167025489255
9,8,1,1,15.51948371244881,0,6.483516418594449
2,8,0,0,16.462650365815087,1,19.29202995967362
7,6,0,1,13.054148679347032,0,4.04092075440724
7,7,0,0,18.118315949456605,1,20.45700838997113
11,5,0,0,16.247698336011684,1,18.45006457909062
7,5,0,0,20.359954428351315,1,21.425455435651216
8,6,0,0,16.353057149601952,1,18.832959552659165
7,7,0,0,17.403477417365938,1,18.881230811811587
13,6,0,1,18.66734121305709,1,20.152032009333563
7,7,0,1,16.367726066033043,1,18.60638465714321
15,6,1,1,19.04185467745731,1,19.20198459302312
12,2,0,0,10.838861189246009,0,1.9380206182263733
9,6,0,1,18.3869242999424,1,20.547727982871848
8,8,1,1,17.232056056960534,1,17.999512052557137
6,6,0,1,18.486008949641672,1,19.813754001427128
3,8,0,0,19.709709260004185,1,20.259569936144143
11,3,0,0,15.89689370810301,0,8.88154010467221
7,7,0,0,12.97407283112891,0,4.67330045567596
9,6,0,0,14.555550250229327,0,7.209576668051367
11,4,0,0,18.05529412164964,1,19.505218992007965
9,6,0,0,11.301043382988372,0,2.059271810866876
7,4,0,0,14.297562313382212,0,6.867444147477653
5,6,1,1,13.83000258189466,0,5.337589140666009
7,5,1,0,15.458915101303663,0,6.858592725813101
12,7,0,0,17.907631036536117,1,18.854579630960355
2,4,0,1,13.000087128568282,0,5.012363950550706
5,4,0,0,15.20687192090976,0,7.856080316751128
5,7,0,1,14.296925446580492,0,5.810343696870324
6,7,0,1,14.160248904986624,0,5.439784714832471
10,6,0,0,14.125988256273263,0,5.679427090066861
6,4,0,0,13.317355821992567,0,5.831499538101463
12,4,0,1,14.621908438546052,0,6.877145110819246
5,5,0,1,14.684904519061892,0,6.953225469646936
10,7,1,0,16.25547985957644,1,17.9902791455743
11,6,0,0,12.715740649314904,0,3.590877800811749
9,8,0,0,15.122351415696109,0,6.449477431690576
12,5,0,0,12.48900602494033,0,3.391818293486839
7,5,1,0,15.957021233611844,0,8.292011157276228
7,5,1,0,16.52311614982687,1,18.55339684650187
8,6,0,0,13.67898574698078,0,4.395540266203784
9,6,0,1,18.23381301795829,1,19.775067465580037
6,5,0,0,18.31668253218753,1,19.80975353451321
12,5,1,0,16.09287750904943,1,17.841112224382016
9,7,0,0,14.778230545565018,0,6.457606626535931
7,7,0,1,14.915418104912677,0,6.316093440368394
11,4,0,1,16.489443696387237,1,17.992775658376544
5,6,1,0,20.44243252854226,1,22.11906144772981
3,6,0,0,18.532509461934183,1,19.021278518059816
6,4,1,0,12.527404341044797,0,3.709821673161021
0,4,1,0,14.86011098323072,0,6.839978777145665
5,6,0,0,18.98534856079901,1,20.362414691421407
6,5,0,0,12.536165296885288,0,3.2941160873835664
8,6,0,0,15.056510861569254,0,6.844121852410774
8,4,0,0,14.730364156209662,0,6.486338672109597
5,5,1,1,18.296058875907267,1,19.897689703197152
4,6,0,0,14.722626740629494,0,6.645909441315464
7,4,0,0,13.540407276145,0,4.551143037552679
4,4,1,0,18.541958153475058,1,20.65232066526981
10,4,0,1,15.226235518136567,0,8.106010588757028
10,3,0,1,17.72533313408818,1,19.24091411014886
7,7,0,1,19.615068567630303,1,20.503903852219057
7,4,1,1,14.399011958878868,0,6.691988317554856
9,5,1,1,11.35026015288446,0,1.2330506068852265
13,7,1,0,17.22845742954098,1,17.771896029984394
0,5,1,1,13.519691625464224,0,3.827413586411404
1,5,1,1,17.265709232650966,1,18.407948301602943
16,4,0,0,18.00260925038539,1,19.07661347203364
4,7,0,0,15.37373124157372,0,7.5771923541079635
10,6,0,0,15.256261210457556,0,7.699266415313757
11,6,1,0,13.628039907681828,0,4.707062130620471
7,6,0,0,15.326733815443172,0,7.70191124207607
8,7,0,1,15.753973328114908,0,7.201143324406855
9,4,0,1,16.322982859446125,1,18.361054087226684
6,8,0,1,18.778681898311905,1,19.210662564878525
10,5,1,1,16.547134746622035,1,17.756491187526624
7,6,0,1,17.46791225826945,1,18.50468169912181
9,5,0,0,14.982557149871544,0,7.135803025683325
10,9,0,1,18.24838288889133,1,19.21635307521072
10,5,0,1,20.423319467516425,1,22.099924418708184
1,6,1,0,13.671705668819468,0,3.63365751581322
11,6,1,0,17.51211788609956,1,18.671668343590817
10,5,0,0,15.204831336914328,0,7.259322398430402
8,5,0,1,15.895932247202737,0,8.242584517248789
9,5,0,1,18.878852986944096,1,19.912981452499448
5,4,0,1,16.974975528419776,1,18.19041859567792
12,5,0,0,15.018681680027573,0,6.803876961962465
6,5,0,0,9.719835622612184,0,-0.1644311182940505
6,9,0,0,15.423471235308064,0,6.755102171094983
10,6,0,0,17.07627293391907,1,18.56542185124911
7,5,1,1,14.502609237372932,0,5.820654571784785
4,6,1,0,15.576317016820097,0,8.04535337331437
10,4,0,1,13.714886574567586,0,5.393633971456622
5,6,0,0,13.318283601056423,0,3.518645498944632
7,8,0,0,15.555569478028945,0,7.336016417786593
2,6,0,1,17.26590258457181,1,19.55991845735025
5,5,0,0,11.970144298869998,0,3.3561135728080296
6,5,1,0,17.88050583551191,1,19.998585977466902
6,5,0,1,18.6648956305797,1,19.36201056018314
6,9,0,0,14.618674579600796,0,5.355458352408792
4,6,1,0,15.810098927039496,0,8.47775678201898
7,7,1,0,15.72049497989232,0,8.418835288013682
14,5,0,0,14.321920888532102,0,6.497874771747222
2,6,0,0,17.996941185089494,1,18.980410960898503
11,4,0,0,15.792881362679362,0,8.03359617145823
7,6,0,0,15.095724722842046,0,7.163689683399237
12,5,1,0,17.871973100260835,1,18.740884335525223
8,4,0,0,14.89537863469812,0,7.739249864974437
7,6,0,0,16.180352455305414,1,17.679928729953748
1,6,0,0,14.002512929161394,0,5.877155492021932
10,4,0,1,13.917247724138509,0,5.806913216745843
6,6,0,1,14.50222841301586,0,6.420010039465842
11,6,1,0,14.2592251460304,0,5.775832949883938
10,6,1,0,18.549767653592124,1,20.034211662097825
5,5,1,1,16.57180640802671,1,18.312614140169224
10,7,1,1,12.05176270721899,0,2.3346841473416995
10,7,1,0,17.386893636444515,1,17.8650004776583
6,5,0,1,14.830377687957224,0,6.462318792196853
9,7,0,1,13.345331863373664,0,3.767531253903858
9,7,1,0,16.285092389026666,1,17.677568140811132
4,6,0,0,15.35975917063426,0,8.65091672601257
7,6,1,0,14.681568306167614,0,6.719880416541513
9,8,1,0,15.24627388426648,0,5.498599177908468
4,5,0,0,17.414615956110104,1,19.38726542340404
12,7,0,0,19.550310832608258,1,20.24889436473695
11,4,0,0,14.622339873249365,0,6.883599386669333
6,4,0,1,12.561017112256728,0,3.805180876934608
4,7,1,1,16.350531796161885,1,17.966855173494313
12,6,0,0,17.014749562644166,1,18.694535550481916
11,8,0,0,15.14377500137296,0,7.328279461765799
5,4,0,1,18.45992294968089,1,19.517649612116056
7,8,0,1,18.484476898844925,1,19.750457040274043
9,4,0,0,15.879436573389077,0,7.892323561028058
7,6,0,0,15.664587459944208,0,6.91219234969838
5,7,1,0,16.900757888595802,1,18.83514138878759
6,7,0,1,18.877062518821575,1,19.191471928735567
13,6,1,0,19.41970523984606,1,20.33336274827877
13,7,1,0,13.162526103303332,0,2.8175559207316434
9,6,0,0,18.50910168727778,1,19.2281969251226
10,7,1,1,16.306335576260928,1,17.78817918657015
6,5,0,1,17.690413951525233,1,19.610230304474197
3,6,1,0,16.801336590657858,1,18.514287819493816
1,6,0,0,17.242143489016314,1,19.447604694375084
6,5,0,1,18.496325461203632,1,19.81247649195526
1,6,1,0,15.13867872358301,0,6.4108349527193775
8,4,0,0,16.754448324138732,1,18.497080101442908
8,7,1,0,17.209728033500888,1,18.415052356308333
11,7,0,0,15.126730473324097,0,6.507779292510092
10,5,0,0,11.481757720793414,0,1.1968176416285448
12,7,1,0,18.288581118180893,1,20.45556310233704
1,5,0,1,17.52600326052247,1,19.198759898626932
11,5,1,0,14.414379071845932,0,4.9568755417554256
4,6,0,1,17.429442975515904,1,19.018580594862367
7,5,1,0,16.70349976932203,1,18.64992442460681
8,6,0,0,18.5250949764157,1,20.01177045829717
7,6,0,0,11.997045870547964,0,2.725275859579572
8,6,0,0,17.19836043364195,1,18.643687765857287
7,5,1,0,18.753297977664204,1,20.07063478331137
4,5,0,0,11.894192458945074,0,2.1385522571838527
8,4,0,0,17.63207168954076,1,19.825062968267066
7,5,0,0,14.353926414677876,0,7.272875197787719
5,5,1,0,16.662433964799668,1,18.45085831963336
4,5,0,0,14.975613441176272,0,7.173198667701966
9,5,1,0,11.013657225099266,0,1.0753111112731537
8,6,0,0,12.468949840982702,0,2.5511360654078965
9,4,0,1,14.155169369487902,0,5.002770275361284
10,6,0,1,16.462828917870763,1,18.49223787525227
9,8,0,0,13.796501950039175,0,5.029202267112557
10,6,0,0,20.271082830137523,1,22.20697823826948
7,5,0,0,16.61951069353469,1,19.3938696983113
7,5,1,0,14.098042895383603,0,5.144544844860782
9,6,0,1,16.47407050614794,1,18.87621925700572
2,7,0,1,17.45697857326136,1,19.0134204054082
7,5,1,0,14.44581416577994,0,6.553353079203013
6,7,1,0,14.623591655710063,0,6.123447521260594
8,6,1,0,15.507455337051486,0,8.187717336547447
8,6,0,1,14.152031880143884,0,7.090492930660892
4,4,0,0,16.673030349210418,1,18.22810554212623
10,5,0,0,18.417204938505385,1,20.03119081136248
8,8,0,1,14.976306966452798,0,6.425590633731265
5,8,1,0,11.16233787469528,0,1.5091487854930683
13,6,0,0,13.620999021261929,0,4.717928800484148
8,3,0,0,16.09559555885766,1,18.65507161089736
9,1,0,0,16.026709622571243,1,18.7234791897114
2,4,1,0,14.763447097928609,0,6.31978596966435
11,5,0,0,15.624770140330448,0,9.14044879010353
8,6,0,0,15.31959215247393,0,7.588203964616058
