age,income,gender,minority_status,credit_score,loan_subsidy,loan_repayment
8,4,0,0,21.044017946988838,1,14.674151163647196
5,6,1,0,19.357244904898,1,11.519112417965696
3,8,1,0,20.13286610183556,1,14.200838856939429
7,6,1,0,19.729301155228686,1,12.792864606086084
8,2,0,1,17.395551206929998,0,7.826566929888141
8,6,1,1,26.869584325995845,1,18.40949939765025
9,5,0,1,22.394990197736306,1,15.287938669664207
6,7,1,0,20.740146981563065,1,14.60448190769751
13,5,1,0,18.13241784321965,0,9.559342191785346
9,4,1,1,22.931963914699317,1,14.739183806010798
12,8,1,0,18.005225934147532,0,8.738330269954211
4,6,1,0,20.6504180710159,1,13.049493298380852
6,7,0,0,18.444165215586025,0,10.781240401710392
10,6,1,0,20.842046557393864,1,13.176142056776866
9,6,1,1,16.776145164981465,0,7.578917163987935
10,4,1,0,18.07915792445328,0,8.525592186036985
7,7,0,0,19.33316001820141,1,12.579228072635727
-1,7,1,0,20.748865912267814,1,14.619934360733394
9,9,1,0,20.15140521686193,1,14.033966259556706
11,3,0,1,17.789668833915844,0,9.23951408676544
8,8,0,0,16.8152113974582,0,7.448218748715876
6,6,0,1,16.306215691345997,0,7.219211366225763
4,6,1,1,17.334032403336106,0,8.974132242944448
9,5,1,1,17.202680614884308,0,7.62313097213677
2,7,1,1,19.104608298210483,1,12.491595259506212
8,2,0,0,17.621730898440518,0,8.64733229753035
5,8,1,0,19.46999144331063,1,13.648216032214192
8,4,0,0,19.55335184495192,1,14.10588187207477
8,6,0,1,22.571101554376572,1,14.974751548321878
4,4,0,1,17.373316142944187,0,8.308977818539407
12,5,0,1,21.861635115924848,1,14.84308444737193
7,4,0,1,15.899312292503003,0,5.839908941908137
7,5,1,1,18.432643923523592,0,9.732299023403876
3,7,0,0,20.387367412249887,1,13.851213944780852
14,4,0,0,19.175028607463144,1,11.699781204929264
6,5,1,1,22.519556353915068,1,15.16933777551042
10,4,0,0,19.0708467723012,1,12.614340564367591
16,4,1,1,20.522963556429524,1,13.399966732007249
10,3,1,1,21.44508639350241,1,13.869335882840758
5,5,0,0,19.79241557853295,1,12.7440405880619
4,10,0,1,21.45803831287657,1,14.452114030462258
4,5,1,0,16.088072323943095,0,6.034033609918183
3,6,1,0,19.4383250696008,1,12.665719592423862
11,4,0,0,18.05720771889936,0,9.9031586548222
8,5,1,1,15.730016609713738,0,6.364103634392945
13,4,0,1,18.772945008331757,0,10.192524675704762
7,5,0,1,19.82688422074604,1,12.86781192202663
3,5,0,0,20.321326759062934,1,11.852671407088131
10,3,0,0,19.23795223022545,1,11.959980526805516
10,3,0,1,16.500743829839582,0,6.515617250022135
12,6,1,1,15.190559387432696,0,5.329664304077604
7,6,1,1,19.96840271282229,1,13.101060547781245
6,5,1,1,22.232982274308533,1,14.859507248778629
9,5,0,1,17.57817490764321,0,8.342054311133571
5,4,0,1,18.27931861880707,0,9.313949647503748
9,6,1,0,19.38649292999357,1,11.99949721502312
9,7,1,1,18.216096657402808,0,10.078742219200665
8,5,0,0,20.203801655868528,1,12.484213819309485
7,4,0,0,18.92045515481841,0,10.38773249485192
9,6,0,0,18.08345592501774,0,9.482317978850114
8,5,1,0,21.70666156336616,1,14.568342167239592
9,6,1,0,22.57584384240295,1,15.554672386592577
2,6,1,0,15.665698086318637,0,5.52353562145014
4,6,0,0,15.87744705443769,0,6.444958528891754
7,4,0,1,15.251066435984791,0,6.141700043575821
10,7,1,1,20.579193877942178,1,13.81826462362262
8,2,1,1,23.161524243854448,1,15.169486484788282
8,7,0,1,17.26620086003906,0,9.620149425671526
9,5,0,0,22.897187367482825,1,15.71791683822323
6,6,0,1,20.81586399851556,1,13.82569787467848
5,8,0,1,19.85680876165556,1,14.406465507023013
8,4,1,0,19.308674462335347,1,12.446022880620792
10,7,0,0,20.768559108482684,1,14.38945453877569
6,6,0,0,18.60181466533935,0,11.347920091359274
4,6,1,1,19.420307705590098,1,12.621183018716158
9,5,1,0,20.50638191532668,1,12.900043173114238
8,6,0,1,22.198199757587297,1,14.821084539865042
9,3,1,0,16.332582565268638,0,6.477977236558755
6,4,0,1,16.93028893183078,0,8.163392938345849
7,8,0,1,19.12803810988072,1,13.349010161059498
8,7,0,1,18.68147754185478,0,11.131557933330608
12,4,1,0,15.9313091053797,0,5.3660725627417865
9,6,1,0,20.392866659278035,1,12.608390724958522
9,9,0,0,19.133481879022824,1,12.802853981860174
10,6,1,1,17.740223019526262,0,9.45775495329602
7,6,0,1,18.51838594619964,0,10.273718590256149
7,7,0,0,17.764163247952514,0,8.927353115947865
10,3,0,0,18.90148739822717,0,10.324228702889837
6,7,1,0,21.95565857013268,1,14.24272309838131
9,7,1,1,19.8139275855953,1,13.091621091183857
7,8,0,1,19.299051305522305,1,13.082211764519885
4,8,1,1,19.843758605492305,1,13.727228143296283
6,6,0,1,20.49725954658281,1,12.900235239892114
6,7,0,0,16.60832765163539,0,7.794052378048126
9,4,1,1,14.54663592386068,0,4.300526914977071
9,6,1,0,21.06346078244952,1,13.974949876867926
6,7,1,1,18.309913203215125,0,10.38725165016224
6,6,1,1,18.69473271170636,0,10.796576883726791
3,5,0,1,18.63593240753781,0,10.862760855553818
6,6,0,0,16.972192013298383,0,8.389234468182874
8,4,0,0,18.944520493886763,0,9.829241317097356
4,4,0,1,20.18341466375395,1,11.88745669425545
8,7,1,1,18.625560855412623,0,11.542758197391269
12,4,0,0,20.93694070578377,1,14.025039328156026
10,6,0,1,15.4276085539929,0,5.5685300192537
12,4,0,1,19.724268398874568,1,12.26566096306572
8,4,0,0,17.64159156874158,0,8.898100928446187
5,7,0,0,20.341116977948797,1,13.150969626897435
7,5,0,0,15.697739399778008,0,6.28021609189644
4,4,0,0,18.752336266999865,0,10.465071022404294
11,6,1,1,18.12681589757958,0,9.615714966952709
9,5,1,0,19.50478788103697,1,12.452373723888329
9,7,0,0,15.308968338724087,0,6.729267006058034
5,3,0,0,19.27264735680088,1,11.945779346212818
9,5,1,0,20.1813406156768,1,12.987351849743286
7,4,1,0,19.518664238763066,1,12.422386691518737
10,7,0,0,17.542385379849552,0,8.218579259943017
3,6,1,1,17.602483426063525,0,8.278591034043808
3,6,1,1,18.84111585297802,0,11.389411132411205
6,2,0,1,19.883018687763585,1,12.828855251697364
4,5,0,1,18.042103535486767,0,8.923728123033342
12,5,1,0,21.20781373485968,1,14.740891795557332
11,6,0,0,20.82105135817724,1,13.112928411157316
8,4,0,0,21.28302891135193,1,13.597645166747863
14,5,0,1,14.719163353270403,0,5.040685455579097
3,4,1,0,21.318214958458967,1,12.90310761921771
6,7,0,1,19.1854037655878,1,11.783445265290297
10,4,1,0,16.078286387603438,0,7.00260679516146
2,6,0,1,16.01864190193449,0,6.426186482073525
14,5,0,1,17.738045872055505,0,8.926524852121108
10,5,0,1,19.44416929751287,1,11.973017006313189
7,8,1,0,17.465678595389285,0,8.752115086327503
4,7,0,0,21.12512209290092,1,14.223063022813632
5,6,0,0,17.747602732594,0,9.036067973279392
3,3,1,1,20.245971457163236,1,11.815924666741282
13,4,0,1,19.2766537795866,1,11.871115569829035
7,9,1,1,18.81046480840013,0,11.227335632047607
6,8,1,0,19.40750558898108,1,13.15469386330733
9,5,1,0,20.879551341683744,1,13.917753198547654
7,6,0,1,15.976047727999802,0,6.862744304250786
7,6,0,0,20.0585901632114,1,13.192970450876466
3,5,1,0,20.51754258162814,1,13.216856001179384
3,4,1,1,22.243696634831966,1,14.311121072198391
10,5,1,1,17.769595793029293,0,9.378853494539042
9,6,0,0,22.00467485559445,1,14.59405120893648
9,3,0,0,17.82624644493553,0,9.253798178742915
12,8,0,0,19.106759697485018,1,12.978662727614257
8,4,0,1,19.94172183351733,1,12.391243377689571
8,5,0,1,17.65478223702501,0,9.477553012979133
2,4,0,1,19.046332485235904,1,11.477846114565892
8,5,0,0,18.669273950686424,0,10.781327346680966
6,6,1,1,19.089962131996103,1,12.583388476553
3,5,0,1,17.863647647713996,0,9.063031286389863
10,9,0,0,19.76662049801,1,13.005019290675586
11,5,1,1,21.69477728332329,1,14.507189161454484
6,8,1,0,17.096810115062517,0,9.28006820011082
4,2,1,0,18.79871552866685,0,10.275623183570458
8,8,0,0,16.653690761765073,0,9.011058005855316
9,6,0,1,17.184635412939926,0,8.462884339831993
14,4,1,0,18.127396702306136,0,9.3167211400495
7,5,1,0,21.65616034582417,1,13.953499502032535
7,5,0,0,17.054042526583633,0,8.438526650131154
9,4,0,0,18.56619058967434,0,9.407688430373613
9,4,0,1,20.17807294388905,1,12.522254070467714
6,8,0,0,18.757312799671443,0,10.973767747791946
11,5,0,1,19.34909022645988,1,12.3334831845948
10,2,0,0,16.283207030496797,0,6.638697903624354
4,4,1,0,19.47145134342396,1,11.732079815765193
6,7,1,0,19.397813642645332,1,12.230028184294929
13,7,1,0,19.50706588969686,1,13.9689793931843
5,8,0,0,21.42658070548299,1,14.271206628335417
3,3,0,1,17.8786937995287,0,8.498284738953153
1,4,0,1,22.54366058998759,1,14.751310478086523
7,5,0,1,20.365905348772984,1,12.520347927146757
1,5,0,0,20.36554628152216,1,13.002047030885176
5,5,0,0,19.18905835310139,1,12.629286457659305
10,4,0,0,17.099909616456898,0,8.752640442005422
8,5,0,0,17.79494725946355,0,9.01626823275706
4,9,0,0,17.423143061409178,0,8.708704208382615
9,4,0,1,17.756859821144204,0,8.775321633171753
5,6,1,0,16.984250129146528,0,8.61934753759158
6,6,0,1,20.32100107344436,1,13.609631081908365
10,3,0,0,21.280148442284265,1,13.150049864024329
7,6,1,0,17.83717199394816,0,9.27966951344698
5,6,1,1,19.13317502832028,1,12.36749101701398
10,6,0,1,23.224416118275517,1,15.292066631445406
5,5,0,0,16.54790726147117,0,6.086490263639659
6,7,1,1,19.592939672002974,1,11.219138891047312
8,4,0,1,23.818504918094767,1,15.668068691945402
5,6,1,0,17.735653477655514,0,9.074291451975968
12,5,0,0,18.25609153676978,0,9.317123915677149
8,7,0,1,16.666145742579555,0,8.044037533866012
9,7,1,0,18.09613245354705,0,9.773711672716152
8,6,1,1,17.585858041252855,0,9.264540328952265
10,6,0,1,19.5080978010445,1,13.050824620882384
13,4,1,1,21.34287553803548,1,12.71054618165211
14,5,1,1,20.160750043936165,1,13.706365126044156
6,4,0,0,18.368522045640976,0,10.50190910384441
2,7,0,0,19.002797872143734,1,11.446385231437397
6,7,1,1,22.425445860267452,1,15.344099401073096
10,4,0,0,18.90983386970355,0,10.506066483388746
5,6,0,0,18.43215011426044,0,10.222458223557515
11,4,0,0,18.973574138858897,0,11.230413252098874
11,2,1,0,15.998931190669454,0,6.381039606248255
13,6,0,1,19.65275531081083,1,12.895000850584989
6,5,0,1,20.096745556314893,1,13.092194818437914
8,7,1,0,18.33727083142624,0,10.252620638196948
7,7,0,0,18.041754747639565,0,10.56042732965278
10,6,0,0,18.31810717504475,0,9.748278126010094
8,3,1,0,17.653646658123957,0,8.550982922458621
3,5,1,1,16.870721296973088,0,8.291854738960764
3,7,1,1,19.973995710552582,1,13.053564125947643
6,6,0,1,20.716435086248143,1,14.241089026589009
14,6,1,0,18.279445540814024,0,9.900989974073118
10,5,1,1,16.805357040750838,0,8.175989904809578
5,6,0,0,22.848941129930072,1,16.04561229310504
3,4,1,0,23.10374568414901,1,15.219292378905656
8,5,0,1,20.9848055635488,1,13.274200329438605
8,4,1,1,17.605878448215975,0,7.920349005670563
8,5,0,1,17.123880554846323,0,8.230613024719085
2,4,0,0,20.736835474614264,1,13.314490574717237
4,6,0,0,21.09720564123195,1,14.118134529530549
7,7,0,1,18.759409591514785,0,10.867516023488658
0,6,0,0,19.065845734964636,1,11.741009332168934
9,4,1,0,16.28067228390276,0,6.754444660154718
9,6,0,0,20.26319445841151,1,13.235320988216216
6,6,0,1,21.152999809518057,1,14.12914996113518
8,5,0,0,18.025178175816823,0,9.407342190656276
16,5,0,1,16.238608828568548,0,5.804924859278383
4,7,1,1,20.06500178242104,1,13.18096259300629
10,3,1,0,19.04015334149189,1,12.318975990198345
10,7,1,1,14.010608917541555,0,3.8330041453300976
8,5,0,1,22.056248238588463,1,14.47861446886335
10,7,1,0,19.62198925423294,1,12.37254538784185
5,4,1,0,23.067982416207947,1,14.56903713379928
6,9,0,0,19.51730119778876,1,13.921653656634405
6,5,1,0,16.942875226616728,0,7.4118818917366385
10,5,0,0,18.761349791279383,0,10.299004011997182
2,5,0,1,21.42401919946885,1,13.729384218734578
10,5,0,0,17.76888917605251,0,9.072815047011568
5,3,1,0,20.437118073947477,1,12.280778325684794
10,6,1,0,17.40648985385376,0,8.70363438983477
5,7,0,1,20.853983230590792,1,13.830407337686358
10,5,1,0,20.550214654877983,1,13.385302078091788
9,7,1,0,19.12284091930524,1,12.86159272335939
7,4,1,0,19.04286090212392,1,11.56022820129362
6,5,0,0,21.198776854288727,1,13.10864914635184
11,8,1,1,18.51273524052171,0,11.22062645045443
9,7,1,0,17.56989475894236,0,9.022270177988675
9,7,1,0,15.63937988787238,0,5.751910846062049
7,6,0,0,19.67611417758071,1,12.377933070611476
6,6,0,1,17.591623524388194,0,8.762934702859614
13,6,1,0,18.11500950081378,0,9.525406749733715
7,5,1,1,15.238106732500569,0,5.377265266450136
8,3,1,0,21.695344169173385,1,14.183445210777814
3,8,0,1,16.15718009354633,0,6.66621701319209
6,5,0,1,17.80529981560159,0,8.831110287444128
10,5,0,1,18.194414448450644,0,9.73711894582194
6,4,0,1,16.286161265853274,0,6.729920695042157
11,5,0,1,17.53406441128021,0,9.0471293977566
3,4,1,0,21.431272548508943,1,14.247778648190687
9,6,0,0,17.348164503494612,0,8.149392959049312
5,4,1,1,17.91235648942138,0,9.049882727638808
12,5,0,0,17.156746760376254,0,8.276275296798163
5,7,0,1,21.491073125082828,1,15.09837580419584
7,4,1,0,18.560746083744853,0,10.343894324010256
4,7,0,1,18.157263796293467,0,10.729475382709037
4,6,1,0,17.96970871621485,0,9.466143006644067
6,4,0,0,18.02849379129225,0,9.736810107201864
10,4,1,1,19.51643639815159,1,12.20166629415745
9,8,0,0,18.869803726713936,0,10.69927760097147
7,7,0,0,17.311162111770397,0,8.769904140300069
6,9,0,0,19.152863343869004,1,12.080110505110175
10,4,0,0,18.2589306492232,0,10.274310038784511
10,5,0,1,17.814563879531434,0,9.241851281758782
3,5,0,0,19.04347761497584,1,11.860821682208302
9,3,1,1,19.61905468675655,1,11.60956444600269
4,6,1,0,22.311807306091136,1,14.67853893531825
8,5,1,0,14.733498973543163,0,4.982191799646281
1,6,1,1,17.478905382091277,0,8.84984738930989
12,6,1,1,20.935572591215845,1,13.835990882718438
5,8,0,1,18.406827425066403,0,11.109956778572734
9,5,0,0,18.11338510371067,0,10.981156150250534
9,7,0,1,23.65078884579993,1,15.188467149912908
9,6,1,0,20.108530701584154,1,12.709893513653707
11,4,1,0,19.464107773732074,1,12.947298422200513
9,6,1,1,18.94202252981152,0,10.724761805023311
14,3,0,0,20.24411577489456,1,12.696526971651076
8,6,0,1,21.24989577581536,1,13.500578124679777
11,8,0,1,19.47519156009567,1,12.525228476638594
7,5,1,1,21.19447877351168,1,14.068444010861436
10,4,1,0,21.72579916839485,1,14.171132689417924
11,5,1,1,20.42950286245199,1,13.2319819678065
4,4,0,0,15.848087475646718,0,6.169517277745794
10,4,0,0,21.195532016701904,1,14.180391216120732
12,7,0,0,17.92141896452927,0,8.858988599736168
7,6,0,1,17.578443536622892,0,9.308619013368425
9,7,1,0,16.249560826340414,0,6.85683309850927
8,6,0,1,16.968777179829125,0,8.367390922350278
7,8,0,1,19.46929603027645,1,13.066439068520914
2,4,1,0,18.30025883251453,0,9.881189124922766
0,4,1,0,19.421291893442564,1,12.551907163957791
6,4,1,0,18.097284867792496,0,8.994338416484217
10,6,1,0,15.901280300060352,0,5.761415034598798
9,5,0,0,15.64402495103806,0,6.602194336393078
4,7,1,0,20.93002845767192,1,13.51529205107214
6,5,1,0,20.064648510746544,1,13.641539154780553
10,5,1,0,18.42945421831527,0,10.897204680183105
6,3,0,0,18.189722896326803,0,9.34046164031712
9,3,0,1,20.30284409720936,1,11.54874165372819
11,4,0,1,19.97513863745532,1,12.18236919953331
7,5,1,0,19.715843725887044,1,13.068288864898474
8,3,0,0,19.212945373623683,1,11.100442301544348
11,5,1,0,19.225811329189067,1,12.305605840002466
8,5,1,0,18.25387177098031,0,8.863264969081177
8,5,1,0,19.193604630886487,1,12.20453795576378
11,4,0,0,16.954851409475083,0,7.59622902159948
4,5,0,0,17.409320002657648,0,8.779777698667502
6,6,1,0,20.742783017676363,1,13.537507445715288
8,6,0,0,21.578961002517605,1,13.774931969993442
3,6,1,0,19.571716724328382,1,12.7810447448169
8,9,0,1,18.56003394524421,0,11.320612367271544
10,3,0,1,18.61897399191968,0,10.369743469293567
1,6,1,0,18.592212663587613,0,11.089324935063736
10,4,0,1,18.3813641919743,0,9.151542472248742
12,7,1,0,23.10741294638273,1,16.671257779013775
10,0,0,1,20.766155259533893,1,11.966049738897624
3,2,0,1,18.234354483943772,0,8.935671582455102
11,7,1,0,20.19976495356146,1,13.103112733942371
10,6,0,1,20.04564171707731,1,13.271825636513332
11,6,1,0,19.98712558235768,1,13.278217706986508
5,4,0,1,20.942684272221,1,13.305824808397176
5,5,0,0,20.19262913708558,1,12.851087022276133
5,4,0,1,18.11282308671885,0,9.17832024451166
10,6,1,0,15.754470235819538,0,7.048713136512292
5,6,0,0,20.64749213249536,1,13.152511341667122
10,6,0,0,20.07484503863486,1,13.509683472135858
13,4,1,0,20.350538218105196,1,12.955481028178244
8,6,1,0,18.67834405931631,0,9.830047973768885
8,8,0,1,17.32733740847704,0,8.718593675421339
11,5,1,0,17.416875871324653,0,9.250808467775242
6,4,0,1,17.19127805039339,0,7.809988752577695
9,3,0,1,20.547448265630912,1,13.12227998740216
9,3,0,0,20.06961280938928,1,12.749465859968716
10,6,0,0,19.15436001165539,1,12.148458366202975
6,6,1,1,19.07731295608412,1,12.221412452037672
8,2,1,0,16.493563562997288,0,6.987655564423345
11,4,1,0,18.257225287105356,0,10.170807620263632
6,6,1,0,16.733347782422726,0,7.434537870161223
11,5,1,0,19.601344607257914,1,12.109064507929116
4,7,1,1,21.120327890964447,1,14.262132708193594
8,2,0,1,20.995476163298715,1,12.99607815261366
10,5,0,1,21.55670399482344,1,13.673960591149733
16,3,0,0,17.659211552667053,0,8.545161646257833
8,6,0,1,16.489321443245636,0,7.938543141112212
5,7,1,0,13.388486908674777,0,3.214740584590419
11,5,1,0,17.207000386826955,0,8.096810522602361
1,4,0,0,16.898092538706866,0,7.9022524634436735
1,6,1,1,19.17061079054563,1,12.386900855971652
5,5,1,0,19.56483611300716,1,11.500773648243284
10,7,0,0,16.52548897529309,0,8.10920112268798
8,4,1,0,17.50583701301398,0,8.274527545057632
9,5,1,0,20.74023247514653,1,13.19854804118171
11,9,0,0,19.905525245054434,1,12.874034241797826
4,6,0,0,18.43154628166533,0,10.44561161155852
7,4,0,1,18.378003946756223,0,9.534667850922537
10,4,0,0,15.141131716947848,0,4.481875230003808
7,7,1,0,19.69589829009225,1,12.987548316642217
4,5,0,1,20.825307880987275,1,13.615802991222672
4,7,1,0,21.11747063129554,1,13.669139425710082
10,4,1,0,21.65380124415336,1,14.01787084813309
11,7,1,0,18.889734535543614,0,11.011130693275264
6,4,1,0,22.725075655109805,1,14.881794313907868
10,5,0,0,18.38135967752653,0,9.689200781060196
8,8,0,0,18.32215849564952,0,11.204257351786572
9,6,0,1,18.23842995758945,0,10.619314307047704
10,5,1,1,16.987882971677106,0,8.240290520305122
14,7,0,0,16.146205006661642,0,6.715013655203592
5,0,1,0,15.73135927805274,0,5.495860352383586
11,5,1,1,23.00326412717636,1,14.667739025211072
6,6,0,1,17.133749892012627,0,8.308997079212864
8,5,0,1,17.861116640852774,0,10.217511887795744
9,5,0,0,21.345788507007608,1,14.51650080983652
6,6,1,0,20.994306651309454,1,12.929478167673077
12,4,0,0,15.27375159959296,0,4.854392577085378
6,6,1,1,21.7906131827365,1,15.342217991797746
3,6,0,0,20.534011536387855,1,12.906600439422956
10,5,0,0,19.97928893189717,1,13.299421130670387
9,6,1,1,20.514248756810844,1,13.176953127768686
5,5,0,1,13.464714800207313,0,2.264761195814865
13,5,0,0,22.826634587640385,1,15.38900041504838
5,5,0,1,17.054381686203687,0,8.567950752844496
9,5,1,1,16.049393500531114,0,6.258770501952307
8,6,1,0,20.500670773643304,1,13.32043090991498
8,5,1,0,17.04037032550363,0,7.751973357714945
15,7,1,0,19.04673848019854,1,11.17856664561434
5,6,1,0,15.71765877970184,0,7.07109109987901
2,5,0,1,20.731393122789168,1,13.890781536271636
8,4,1,0,18.96770572024104,0,10.993907870704517
6,4,0,1,18.061452076538952,0,9.982305760594611
10,5,0,0,18.506610249426156,0,10.057820536513065
11,8,0,0,19.572523119558955,1,12.485035814879923
7,5,0,0,17.74637688965891,0,8.605106930295452
7,4,0,1,18.507284389091403,0,9.87953939125905
7,5,0,0,19.26097631294235,1,12.51498186324666
4,7,0,1,19.766251505941383,1,13.018955564721436
4,4,0,1,20.42020212209785,1,13.398188642894413
10,4,1,1,19.14670384989379,1,12.405165952973938
7,4,1,1,22.615986970733267,1,14.516293950888404
1,6,1,0,19.89731414212904,1,13.214974846154798
9,6,0,0,19.631459871688545,1,12.835261158263018
9,4,0,0,18.66167742268188,0,10.334024621398072
12,6,0,0,21.99313301285095,1,14.261407208459588
10,5,0,0,17.36260250570084,0,8.382828792024766
6,7,0,0,17.90261039446315,0,10.107174106202375
10,3,1,1,21.470503301378223,1,14.043643628906908
2,9,0,1,21.43465374243536,1,14.692483078994822
7,7,1,0,18.744269320123035,0,11.480003516712287
8,7,1,0,19.571372918905908,1,12.46689506147797
7,6,0,1,17.60337152049576,0,8.792527515557317
12,2,1,1,19.33275518932748,1,11.743703388808743
5,4,0,0,20.070245594936114,1,12.63052185554079
11,8,1,1,19.15849839890589,1,13.197699366421224
7,7,0,1,18.041244929760342,0,10.087715089681929
2,5,1,0,19.585719045264923,1,12.990067743946364
6,4,0,1,18.83462088624825,0,10.054440137097338
6,7,0,0,18.549692339600647,0,10.90040725533621
6,5,0,0,23.89527619805812,1,15.986735155926205
7,4,0,1,21.32467272995245,1,14.246880209324162
10,4,0,0,19.2316389129466,1,11.859131813093684
12,6,0,0,16.799508297811016,0,7.687250069618946
8,7,0,1,19.00020072505348,1,12.40255836046079
18,6,1,0,19.09092424018609,1,11.74766546753776
5,4,1,1,19.08186037734019,1,11.999931836133635
7,6,0,0,20.391438628532008,1,14.021582583870698
3,8,0,1,15.481729151622048,0,6.0312592038240425
10,5,0,0,17.742775948254476,0,10.178751269209034
11,5,0,1,18.50724773252997,0,10.579686770698627
10,4,0,0,17.257784758133422,0,7.848148599010934
12,5,1,1,19.14577175950781,1,12.01911265223157
10,7,1,0,18.571386380188358,0,11.233116531309218
9,8,0,1,21.018721389666613,1,14.291019469710566
13,7,0,0,15.827901025934883,0,5.781688412833984
6,4,1,0,17.18077677806343,0,8.483486338337315
