age,education_years,gender,minority_status,political_engagement_score,political_ad_exposure,post_election_satisfaction
8,4,0,1,26.001419724371235,1,18.807925544217543
5,7,1,1,24.25765719965152,0,8.303943409600725
13,6,1,0,23.63326009204965,0,8.072509856804544
2,4,0,0,25.12025601983391,1,18.07993822389861
13,9,0,1,23.63866950273322,0,8.650175829550578
7,7,1,0,25.04950109226196,1,17.55254315556993
5,7,0,1,22.45035525333493,0,5.897494861318631
8,4,1,1,23.22641767325059,0,7.596244381451309
10,5,0,1,24.20458287771456,0,9.003667092320747
9,5,0,0,25.79382692431289,1,18.658408916989373
5,5,0,1,25.49951465408236,1,18.425167009330387
7,5,1,1,28.231171734572374,1,20.346013297337084
8,4,1,1,27.480571658302157,1,19.790075477803303
8,3,0,1,24.872045310076544,0,10.670463718935183
9,4,1,1,26.413886916841097,1,19.317322247454488
9,3,0,1,27.021874288592382,1,19.483328525094947
7,5,0,1,26.17958991984403,1,18.553624554263784
3,2,0,0,24.68681077937934,0,9.880604710013063
3,4,0,0,25.52935539666561,1,18.725484344783062
17,6,1,0,22.5249947585154,0,6.969899010444864
8,4,0,0,26.45274776546356,1,20.05949699100311
5,4,1,0,27.6870740108395,1,20.24996170685942
0,7,1,0,22.43270588314656,0,5.454962218104692
5,8,1,0,26.06842019041897,1,18.822419270093857
6,7,0,0,27.36292411006953,1,19.885039865198657
5,6,0,1,23.82680320111737,0,8.587238406977562
10,7,1,0,28.229372047406525,1,19.630126782755912
5,8,1,1,25.60544729150204,1,18.448487653343022
4,6,0,1,24.1818502137645,0,9.2481646401685
6,5,0,1,25.135371076265947,1,18.490047638245443
11,3,1,0,24.627221725644045,0,9.914228074476512
7,4,1,0,22.556150427173105,0,6.461548629228124
10,7,1,1,25.102155686109743,1,17.725974608291008
7,11,0,1,26.281760768744576,1,19.21651475006849
4,3,1,1,25.64060003407354,1,18.695943884185724
9,6,1,1,27.322488544737315,1,20.208303617046848
10,5,1,0,23.37620736367951,0,7.97446643801345
4,6,1,1,25.58386507168678,1,18.603761670740997
5,7,1,1,23.615282285391423,0,7.9435337074203165
12,6,1,1,25.205897611358715,1,19.0418008000394
11,6,0,0,23.84044014658318,0,7.310403915603478
4,7,1,0,24.487237459769467,0,9.9467445817914
2,4,1,1,20.985478011194928,0,3.689840575973398
10,6,0,1,25.780233683847293,1,19.158188827390187
6,6,0,1,22.44209759492626,0,5.365118337395573
12,2,0,1,25.09610180021762,1,17.87690447871048
1,6,0,0,25.17525084172693,1,17.89376569480134
5,7,1,1,20.68617828715942,0,4.072434523500192
8,5,0,1,25.287856737264,1,18.12547433005295
10,4,0,0,28.425011631708497,1,20.789431405971303
11,2,0,0,22.84144287229269,0,7.684735329159743
5,6,1,0,24.43608116580327,0,8.659132573262605
6,6,1,0,23.60281147930543,0,8.357571790578612
6,7,1,1,22.06173932090872,0,6.039396568637256
7,6,0,1,26.19065630915461,1,19.96591853373577
4,6,1,0,23.73580244528126,0,7.953153934917194
5,6,0,0,23.41762374636746,0,7.262926794999626
8,6,0,1,24.004709435750616,0,7.842703477506731
6,4,1,0,28.393305145377717,1,20.35872742219771
6,7,1,1,21.054099306235628,0,3.947695991921718
6,5,1,0,24.15501547745839,0,8.664346010557763
5,5,0,1,22.495820158337324,0,6.176418347262582
0,4,1,1,23.298013531260697,0,6.963822601679873
8,5,1,1,24.485679629547683,0,10.183271224654847
7,4,0,1,23.9024322988986,0,7.78629216994305
6,9,0,0,23.246855411096604,0,8.319182636451503
7,6,1,1,27.446120399153603,1,19.82282283642769
8,4,1,0,27.20773381845216,1,19.381968381805564
9,5,1,0,23.63806894055539,0,7.484774871266344
8,3,0,0,25.80045377573701,1,17.669443579811418
0,5,1,1,24.475948615960604,0,9.54393546932802
7,5,1,0,24.82638987681864,0,9.780866243805017
14,7,1,1,22.918583345804908,0,8.56723024224706
10,2,1,0,23.17493628754531,0,7.733994221297083
3,4,1,1,26.282533291909253,1,19.51140143241191
5,3,1,1,22.96527920365381,0,6.739530375342864
4,4,0,1,24.13514858076277,0,8.610643614215958
8,5,1,0,25.826920844703665,1,18.496463778761814
11,7,1,0,24.41737490620686,0,8.98577398678197
11,2,1,0,27.010399260845,1,19.510165647591617
12,5,1,0,24.43906892389996,0,9.70916430135896
4,4,1,1,24.03956785445915,0,8.562361432245249
10,5,0,0,26.889095015235867,1,19.65436966418657
7,3,1,1,28.675067533211752,1,20.40923420224891
12,5,0,1,26.02009763092964,1,18.867618175649348
13,7,0,0,26.10589791260355,1,18.27781527789565
5,4,1,1,23.33816517100615,0,7.62668954901102
0,5,1,0,26.847122395080905,1,19.114038279906275
7,7,1,0,22.88618032871532,0,6.70128758153555
11,6,0,1,20.857117769137037,0,4.1308619260576735
6,5,1,1,23.50325784909154,0,8.130296055600953
11,6,1,0,28.33707997000058,1,20.99055145660924
6,2,1,0,24.837279021457803,0,10.176355787354126
9,5,1,0,20.64785263806607,0,3.5335905183345404
13,4,1,0,23.688806046325677,0,8.58396005075132
4,3,0,0,20.39271116740636,0,2.5611217769008405
6,5,0,1,25.65583734603824,1,18.48651938170393
4,6,1,0,24.198447241294936,0,9.100086752599886
10,5,1,1,25.206313591278445,1,17.86298330412926
2,6,1,0,24.14186961909349,0,8.779395229420166
4,5,1,0,24.333557291762496,0,9.705789259011874
9,3,1,0,24.35648810119022,0,9.248063487182495
12,5,0,0,24.235415674135016,0,9.00663743777404
12,5,0,0,29.82778418118485,1,21.267310064419732
5,6,1,1,25.727437558570827,1,18.64864866804191
5,6,1,1,23.292663035393694,0,7.321372977105303
5,7,1,1,22.23699483171431,0,5.815234439825459
6,6,0,0,27.215125884040194,1,20.114209169218004
12,6,1,1,23.97191306691087,0,8.315368287780707
12,4,0,0,24.1339166671366,0,9.480975241905226
1,7,1,1,24.63688798349377,0,8.848138867969235
8,6,1,1,25.94780373506773,1,18.40130709048688
7,5,1,1,22.931451718148885,0,8.264806194991545
1,8,1,0,26.768637840073577,1,19.147556861509894
9,7,0,0,26.07828505117732,1,18.650160166766582
7,6,1,0,24.373518132264334,0,9.042867179341291
10,4,1,0,29.27569709494079,1,21.91544280295995
12,4,0,1,27.39859957207296,1,20.31050600887593
10,5,1,1,24.886341679715684,0,9.92256339718536
4,6,0,1,23.30538955833748,0,7.918423011834871
6,5,0,0,27.56348083076275,1,20.183942718769966
4,6,0,0,24.67374896751964,0,8.905099712845258
10,4,0,0,20.18199178166988,0,2.7053972004604305
6,7,1,1,25.595583091981197,1,18.54118078563595
8,7,1,0,22.28889960787575,0,6.677878240021185
7,6,1,1,24.55434709774817,0,9.578334256285329
4,7,1,0,22.98616728376512,0,7.0512784873280925
10,4,0,1,30.24517663605008,1,21.753735365714043
10,5,0,1,24.919338193283902,0,9.587424000645814
10,4,1,1,24.55458982961012,0,9.44066503687242
11,6,0,1,26.184282285110648,1,18.82351445198224
5,6,1,1,23.39653970826699,0,8.029709583194403
6,10,0,0,23.895297492936844,0,7.090396773947965
10,5,0,1,24.331840896949014,0,9.931475211714984
12,8,1,0,23.011135619019484,0,8.172518052473848
8,4,0,0,26.16727879269952,1,19.17985429408209
5,7,1,0,24.53720107664553,0,8.80140767768386
6,4,1,0,23.39800438792468,0,7.764985616059209
3,5,0,1,24.368575218569177,0,9.201061456539462
8,7,0,1,23.81884473683861,0,8.403680986864009
6,4,0,0,23.620226899926813,0,8.385640021099238
4,5,1,1,24.92281694776023,0,10.280779715421607
12,6,1,1,25.60653236491007,1,18.526981507715185
8,5,1,0,29.94539987473961,1,21.80197340284408
7,7,0,1,21.92517168521108,0,5.935553581926474
5,6,1,1,22.513527598929617,0,7.102594008778064
14,4,1,0,19.433007459691623,0,1.7450067100367754
6,8,1,1,27.086791233343533,1,19.30768930462686
8,5,1,1,25.630512864758465,1,18.59865963554345
5,8,0,1,22.551160917805632,0,7.314819888346506
7,4,0,0,27.1228217583064,1,19.529584529398
4,4,1,1,24.88177046519913,0,10.340941125356249
8,9,0,1,27.67358867063504,1,20.50900902362703
9,6,1,1,24.82543172765124,0,9.50942107252428
4,6,1,0,28.503625637210728,1,21.183977917284825
11,5,1,0,22.100271785303967,0,5.635174907496829
11,5,0,1,25.637080513259807,1,18.08698322911427
9,6,1,0,25.83675631943296,1,19.81075731790998
9,7,1,0,24.63817414353568,0,9.399256656691485
1,8,1,0,26.21030473127649,1,18.172296964760136
11,8,1,0,24.759234033407644,0,10.321587932259712
8,4,0,1,23.58731991289936,0,7.271704966314804
3,6,0,1,26.20452225696984,1,18.845885334758325
7,5,0,1,25.833517071773883,1,18.60072651613976
4,6,1,1,23.852893450629463,0,8.013037299071605
0,4,1,1,24.693175912782504,0,9.771699643934875
6,8,0,1,25.050717144574367,1,17.872608694756064
0,5,1,0,25.53629785474113,1,19.11306588500387
8,6,0,0,25.88247914252957,1,19.27954979009385
6,5,1,0,24.671597677985204,0,8.399789938510956
6,5,1,1,25.268502810491984,1,18.78077838034033
6,5,0,0,26.831216017050096,1,19.396123607413717
10,6,1,0,24.21031698445256,0,8.818714502680134
5,3,1,0,21.42664103197217,0,5.132671005647727
6,5,0,1,26.06020370147224,1,18.930602219920225
5,5,1,0,23.124172464928375,0,7.166658721602014
11,6,1,1,24.05774825437482,0,9.500318218250902
5,5,1,1,24.945108677503544,0,10.195495878854608
6,5,1,1,25.901590409703516,1,18.362357327898884
7,6,0,1,24.34355736534518,0,9.48968000797598
10,5,0,1,24.75792888882024,0,9.982526844835172
7,9,1,0,22.467525115645987,0,5.676693251325374
12,7,0,1,25.726115366167,1,18.19799065807544
8,7,1,1,26.53279032145939,1,18.18227590657078
10,6,0,1,22.58917869255084,0,7.578970700010588
9,6,0,1,27.870873166828037,1,19.51312852746733
5,6,1,0,25.22787155432845,1,19.74991079230879
4,8,0,1,25.420458196347504,1,17.631683429063905
6,5,0,1,27.360621740216963,1,19.61413458281753
6,4,0,1,25.62830598199459,1,17.46727149425064
8,5,0,1,22.856822504998423,0,7.228722095315416
16,7,0,0,26.366259614019665,1,18.714288617141023
1,7,1,1,24.149625013593667,0,9.064856699980783
8,6,1,1,22.02029554915017,0,6.165801671064521
9,4,0,1,26.79216767447213,1,20.19338461325772
9,4,0,1,25.151622611040175,1,18.43575841327528
10,5,0,0,21.288975782906256,0,4.874617965367536
6,5,0,1,24.499656670996515,0,8.760456622050995
6,6,1,0,27.65262998074296,1,19.952903201245334
8,4,1,1,22.606904046219192,0,6.540721534505363
7,6,1,0,24.99004324537857,0,9.450148286429268
9,6,1,0,21.954829626635004,0,5.405751905135726
8,5,0,0,24.04349155735125,0,8.169975167815592
9,7,0,0,24.772518997806525,0,9.537500128569066
8,4,0,1,24.807742671119897,0,9.760323025707532
8,6,1,1,24.93900672036733,0,10.18470653586811
15,8,1,0,27.966803333510725,1,20.943418892075385
6,6,0,1,25.17100109133374,1,17.803693463462952
11,4,1,0,26.315863049796803,1,19.16912848218161
7,6,1,1,29.29451069095436,1,20.99838059562737
9,6,1,0,24.09274485867433,0,9.320673884609382
9,6,0,1,25.001669766486632,1,17.863299075544553
10,4,1,1,24.40932602373422,0,10.217484610112454
10,6,1,1,21.66903268993773,0,4.911931201192366
2,6,0,1,21.786536004553504,0,5.161511770780129
12,4,1,1,27.99976329860908,1,20.417890245243285
7,7,0,0,27.351292343955528,1,19.72912451661361
12,5,0,0,29.929363130993416,1,23.061196085665912
4,6,0,1,20.615264020123867,0,3.230766042516566
7,5,0,1,24.5302431404716,0,9.393866736317236
6,3,0,0,24.10940585820691,0,8.306000437656222
13,6,1,1,23.097153045140217,0,7.96976243260857
5,6,1,1,26.40414617674565,1,18.91660561410806
8,7,0,1,26.84958848693267,1,19.294615470038902
10,3,1,0,22.989277143802145,0,7.774571639807723
8,5,0,1,23.98477844035092,0,8.069603227258247
11,4,1,0,26.0129933066048,1,19.215866682575413
7,4,0,1,27.055684180314422,1,19.5401017049316
6,7,1,0,27.26550644954125,1,20.481474924063104
4,9,1,0,22.030922541059503,0,5.493089092183457
7,5,1,1,22.962023600002183,0,6.650733619431371
6,4,0,1,26.6583938568149,1,19.91703611504692
4,6,1,1,21.81444263089997,0,5.948258485339315
4,6,1,1,28.792218058095653,1,21.317636200879893
10,6,1,0,25.88168406987152,1,19.28111143481708
5,6,1,0,24.85713402954646,0,9.593928828454134
8,3,0,0,23.83653498847117,0,8.276404851585081
7,6,1,0,19.77969812036564,0,2.35712852419125
3,4,0,1,28.687203620520684,1,21.5639194481165
10,4,1,0,26.172539690909243,1,18.3215689886906
10,4,1,0,23.58401509106294,0,8.097552646561708
9,6,1,1,24.67908405259303,0,9.444708256913543
4,5,1,0,24.271084804650844,0,9.007439006542404
12,6,1,1,24.15120278299206,0,8.55823699603765
4,6,0,1,23.26726810058629,0,7.021040334979556
10,4,1,1,25.3551213352895,1,18.75390763278602
7,3,1,1,25.836826869482543,1,18.21110106864105
13,4,0,1,24.96638874858729,0,9.731952537932834
10,5,1,1,23.489990413442893,0,7.815057319412783
8,7,1,0,23.68246140642349,0,8.719944167623481
4,6,1,0,22.762753099542312,0,6.240935471961503
7,4,1,1,24.40932222919395,0,9.71961753677174
9,8,0,0,26.527804428381685,1,19.527495816666413
6,6,1,1,26.663890332521422,1,19.001459528183585
10,5,0,0,22.93949747685244,0,6.950578808212552
8,8,0,0,26.14576912874994,1,19.148171347147528
12,4,1,1,26.899432091771157,1,20.25536408974827
8,5,1,1,19.34153215493162,0,1.436452694972354
12,6,1,0,22.52365914737225,0,6.308316792760237
3,7,0,0,23.456396748453745,0,7.484726486291156
9,6,0,1,24.81489883192547,0,10.44408614272334
14,6,1,1,25.133969672015585,1,18.456609749333136
9,6,0,1,26.80750932089494,1,20.800837977107253
10,5,1,0,24.98175298183508,0,9.053527143841324
4,6,1,1,30.938601712844008,1,22.084588585028406
7,6,1,0,25.880336058284005,1,18.547278873805947
11,7,1,1,26.803869247600627,1,19.72840358934614
6,11,1,1,23.281048471798407,0,7.195817538289614
5,4,1,0,19.648250690025904,0,2.045965866426032
0,6,1,1,22.44595611353794,0,6.8503466701236615
12,8,1,0,22.122346501527257,0,5.712161407550302
5,5,1,1,26.52173271902252,1,19.59690660177945
12,7,0,0,26.02895983351575,1,18.19258349624829
9,4,1,0,25.44930635022008,1,19.45880428043322
7,5,1,1,21.924919317438608,0,6.415350796874319
6,4,1,0,24.01566593653685,0,8.177603865877673
8,5,0,1,29.513363321416,1,21.598932388410173
8,6,0,0,21.428284552876963,0,4.536008770819207
8,4,1,0,23.01735524853802,0,7.369273513007565
7,4,1,1,26.89926403271181,1,19.739752138488395
7,7,1,0,24.370901878026498,0,9.11195797354505
3,5,1,1,27.518003557210584,1,20.00113146039381
5,4,0,0,23.035819364195948,0,7.989138984243624
10,6,1,1,25.489448685808075,1,18.856394942138525
8,6,1,1,25.670689240289445,1,18.141367504353376
7,5,0,1,28.19873419602521,1,20.140168316594583
15,6,0,0,23.723759092167484,0,8.010455106398771
10,6,0,0,26.28927621901793,1,18.91065364252537
4,6,1,1,24.48889914831974,0,10.142803791874798
9,7,1,0,24.70878367433294,0,9.647744244251884
8,3,0,0,24.37371172341779,0,10.581570167883788
11,3,0,0,23.739704060343943,0,8.5002113343637
11,5,0,0,28.124815386295708,1,20.52690458528158
7,5,1,1,26.330042510490653,1,20.14641628870836
10,6,1,1,27.04964583543156,1,18.141952577956523
9,6,1,0,25.588875093912623,1,18.402052692407693
9,8,1,0,26.839453541785048,1,19.35723816846244
9,7,1,1,26.331385100876272,1,19.38324937948608
13,6,1,1,25.049888292403104,1,17.607438742055216
7,5,0,1,26.08726811157813,1,18.90745660793016
8,7,1,1,26.804494663300613,1,19.022161509648736
4,4,0,1,23.845843567667902,0,8.775854398183949
0,5,0,0,25.837349546365072,1,18.051697395061048
13,5,1,1,25.189554681697636,1,18.70475421632816
7,7,1,1,25.241748585998128,1,17.88231399130958
8,5,0,1,24.25272936741482,0,8.562928644078898
2,7,0,0,23.16815668558469,0,6.3878649223439
5,8,1,1,23.7829552383439,0,8.083073407184045
7,6,1,1,24.366952019116887,0,8.604089451510955
16,4,1,1,25.13295406024767,1,17.91069276121825
7,5,1,1,22.05555693305556,0,5.839782309268086
0,4,0,0,26.00632764010288,1,18.40652647202989
9,6,0,1,31.300727802433453,1,23.57275195517237
9,9,0,1,25.421544091660028,1,17.701578412144627
3,6,1,0,21.69474030485596,0,5.228425079505195
13,6,0,0,23.363966979565287,0,7.007286261299785
2,5,0,1,23.00157396173722,0,8.21566733559275
8,5,0,0,28.2145180790545,1,20.538371837445425
4,5,1,0,25.42294904055512,1,17.68551563721803
10,5,0,1,23.80579286349709,0,9.176495674688804
5,5,0,0,25.65860850060366,1,18.253911177685016
4,0,0,1,19.80193966686605,0,2.545868828296595
4,8,0,1,27.89521842222972,1,19.7768389219837
7,6,0,0,24.622552267076667,0,8.909423574281485
2,7,0,1,24.30318863613148,0,9.316506874303274
8,6,1,1,26.8282912215172,1,19.353640724742124
12,3,0,1,20.88277128164352,0,2.7080696667019586
10,5,0,1,25.8625080534968,1,18.661215312187164
12,8,1,1,25.261812423696107,1,18.26423286327904
6,6,1,1,25.714355231905547,1,17.87584059096431
7,6,0,1,24.379561308049663,0,9.397052293247878
4,5,0,1,21.980352876471212,0,4.80519987994671
8,5,0,0,25.45325179900576,1,17.827619413860614
10,6,1,1,25.60396834049446,1,18.912220089997795
9,6,0,0,24.786088375835146,0,9.561659558631538
10,6,1,0,23.968333275491315,0,8.194039326536437
10,7,0,1,24.54176028278816,0,8.736529032435351
5,5,1,0,23.30748895927557,0,6.945203434828444
8,6,0,1,27.0497044460922,1,20.006999347972105
3,3,0,1,25.545619487285087,1,17.840795321594186
13,4,1,1,19.966936356660558,0,3.231659201813299
8,5,0,1,27.26068091764568,1,19.369037379836104
9,4,1,0,27.168483670064106,1,20.339460881904195
4,6,0,0,26.34714829675666,1,18.81065761585264
4,7,0,0,26.02698074860934,1,18.93169515246465
7,4,0,1,27.41773042001025,1,19.415844105141574
8,4,0,1,28.05096813414179,1,20.64607275093811
6,4,0,0,25.470409790738408,1,18.427633179071925
12,6,1,1,27.21086187029445,1,19.64819758109448
7,7,0,0,24.70905597606756,0,8.988656901393803
6,6,1,1,23.13062150553271,0,7.027703280262598
8,6,1,1,22.75647426504499,0,6.783953281432362
10,4,0,0,24.278332931091693,0,8.888734899598738
4,5,0,0,24.968796481595323,0,9.274854180744455
8,6,1,1,25.36141548235491,1,18.5732404587725
3,8,1,0,27.366503972861917,1,19.18064680568405
4,4,1,1,20.63233771555637,0,3.9088710418494346
9,5,1,1,22.292283721443415,0,6.265235969217574
11,8,1,0,26.89843028906352,1,19.84514585138002
5,9,0,0,27.54740480920885,1,20.09749431105908
6,5,1,0,23.44974253719194,0,7.914234289197423
9,4,1,0,28.6279276525081,1,20.29996741221415
7,5,1,0,22.632272919553422,0,6.46061761302494
6,6,0,1,24.73881559742345,0,9.607085764724436
6,4,0,0,29.72464091589153,1,21.57780487861835
4,6,1,0,24.506242653303897,0,9.116539792337152
