student_age,pre_test_score,gender,low_income_status,school_gpa,tutoring_program,post_test_score
6,6,0,0,-0.0562457397865161,0,2.471963352389329
12,7,1,1,5.764263549038761,1,11.60002741308591
10,6,0,0,2.422123436346041,0,4.643153955995548
9,4,1,0,1.783412054752775,0,4.311171513127826
8,6,0,1,3.099338281942676,0,7.171439185383349
0,5,1,1,4.209270128889768,1,13.64158986212883
8,5,0,0,2.65096909745804,0,6.085499636774555
13,5,0,1,6.039830243792123,1,11.295728144362142
5,6,0,0,5.766886229714659,1,12.2741110104463
4,5,0,0,6.299513887061999,1,12.855322790576473
7,7,0,1,3.924558045820605,0,7.357052549726035
8,8,1,1,4.73476696235848,1,10.79642297794756
11,8,1,1,1.8837462752321947,0,3.968464552237364
12,6,1,1,4.384037043317063,1,11.264879303713752
11,4,0,1,2.8127427520846204,0,5.611058205729231
11,3,1,1,2.8903255535586174,0,5.683919867443727
5,6,1,1,5.647345679390728,1,13.356751902848222
7,7,0,0,8.22093882809154,1,14.35880089853756
11,3,1,1,7.542897729240726,1,13.178010491881547
8,6,1,0,3.5222331501317337,0,6.279770589926128
8,9,1,0,6.943450347356178,1,13.305884297085557
4,5,0,0,2.0391362407346945,0,4.9638374605051325
10,6,1,0,2.9719687833568558,0,6.680477114783165
6,5,1,0,2.258107564958053,0,6.153128058954079
8,6,1,1,5.92863479314345,1,12.806893297050166
8,7,0,0,5.078213510097841,1,12.131676364098904
12,4,0,1,7.040922470424252,1,12.68107706185779
2,5,1,1,3.3775691924087825,0,7.901168717455217
11,7,1,1,4.4241626849788505,1,10.139407984585356
6,7,1,0,4.083880646957837,1,11.183197929285386
6,5,0,1,2.7719645858773383,0,6.147494462140153
9,5,1,1,6.179242550878028,1,12.584985775212424
14,7,0,1,-0.6976076170520278,0,-0.1794945224083933
14,6,0,1,4.7845732117761735,1,10.500099520268757
11,6,0,1,2.8041748395336965,0,5.049702216337969
8,7,1,1,1.2960011457425191,0,3.278156866887989
9,4,1,1,5.700494242731289,1,12.040620769274517
9,4,1,1,5.319872562390476,1,12.563122725414182
7,6,0,0,2.717468226124675,0,5.763874513969066
8,2,1,1,5.420899127696152,1,12.751037878173335
10,4,1,0,4.500592796208632,1,10.604270494494216
9,6,1,1,0.7140510218395857,0,3.207491790586232
8,7,1,1,4.785268201536165,1,11.94867915926536
2,4,1,1,2.1773291263195698,0,6.850322433212588
12,5,0,0,5.390267079833578,1,11.478494386157395
6,6,1,1,7.805730770505368,1,14.458655109320311
3,4,0,1,4.131444653803579,1,12.209316524538966
3,8,1,1,7.196177815670978,1,14.744573244135152
7,7,0,1,6.155418407730515,1,12.929504046715731
1,6,1,0,4.588260044690663,1,13.130237306273129
7,6,1,0,6.099020162092237,1,13.116594155004163
10,4,0,1,5.957640604472132,1,12.473574075741896
13,6,1,1,5.122999053616914,1,11.019556311164587
10,5,1,1,7.025331502113076,1,14.380164629922964
9,6,0,0,1.0765293018514135,0,3.403708131950414
9,5,1,1,3.779722346547037,0,6.956859277983237
8,7,1,1,5.278484747697128,1,11.638291760960945
10,8,1,0,2.519942816894132,0,5.064735622544185
10,5,1,1,9.01079259082671,1,14.886470805308688
9,6,1,1,7.636101473921222,1,13.91421944936316
9,3,1,0,3.3509684771861394,0,7.968479288260725
11,7,1,1,0.9205729371372952,0,3.005920395340325
7,4,0,0,3.584478578380768,0,7.483637666117371
9,5,1,1,2.9220463915837205,0,6.387583591933563
8,4,1,1,3.00536734799468,0,6.57250359911087
8,5,1,1,3.900775913212857,0,9.469165485188697
7,9,1,0,0.1563800106568051,0,1.79020975620607
8,6,1,1,-0.3194070136922606,0,1.459168608641853
8,6,0,0,0.255218196914738,0,1.5791052605635207
6,4,1,0,0.9771732366312048,0,4.397752717358462
6,6,1,0,2.31429297692491,0,5.768196236508929
5,6,0,0,4.90453190267458,1,12.167149362136398
1,7,0,1,7.555705566310706,1,15.027358427163774
-2,5,1,0,3.730704082693887,0,8.733265151511713
12,4,1,0,1.515360281882204,0,4.232823011129927
5,3,1,1,4.146407283753533,1,12.696921234506185
8,4,0,1,0.3238497039845631,0,2.5543145416519937
6,5,0,1,2.432923970831585,0,6.363629371228972
8,8,0,1,3.312624401285886,0,7.248375235682225
7,7,1,1,3.0146941001447662,0,6.76813133613674
11,7,1,0,4.965510322739326,1,11.438988979368318
11,5,1,1,7.302708160899838,1,14.1119469463134
16,7,1,1,5.55056010732175,1,10.06371358368208
6,6,1,1,1.8725351904585827,0,4.981385331886604
10,4,0,0,5.359059955356121,1,11.798408410460008
5,7,0,0,6.457410483200264,1,13.636878373409605
9,7,0,0,6.59608397055443,1,13.232346569730293
11,6,0,0,7.404686181983552,1,13.776451684773676
4,5,1,0,5.0470270204912895,1,12.691942284009492
2,5,1,1,4.151226909264217,1,13.196028098972834
12,5,0,0,2.461253727893615,0,4.945930076662062
9,6,1,1,4.547874672985294,1,11.722481355129
7,7,1,1,5.528074643808644,1,13.18406547291272
8,6,1,1,4.134312091510866,1,11.716196985883318
7,7,1,1,5.230131750231014,1,12.049899704109892
1,4,1,1,3.625596856415228,0,8.81643271224011
8,5,0,0,0.9165871330696324,0,4.109157456753476
13,4,1,1,4.2486935615565615,1,10.461452202997863
8,4,1,0,6.139869745368361,1,12.768389421566672
9,5,0,1,1.1586372009773016,0,3.60574226275424
3,8,0,1,6.102133915866912,1,14.58218712173665
-2,7,0,0,0.0448880762472589,0,3.1908540719079803
7,7,1,1,3.761134551041755,0,8.47009733936545
6,5,0,0,6.044617675069031,1,12.588252481304004
2,6,0,1,4.901753586072567,1,13.289477718213409
3,10,1,1,0.2715199984748198,0,3.2024449185075223
8,7,1,1,4.268256170027215,1,10.796575929373244
6,6,1,0,3.06033414989372,0,6.504616113487932
13,5,0,1,5.33944059600066,1,11.83106167835849
8,4,1,0,6.329936142337457,1,13.132148453585293
6,5,1,1,6.773529677828547,1,14.48335230894739
10,6,1,0,5.097948597222807,1,11.555287243221963
7,7,0,0,5.985717332462849,1,12.358161514826133
6,6,0,1,4.0157426277542525,1,11.890837532558583
5,4,0,0,2.442924337432438,0,6.431614692945921
14,4,1,0,2.0503433122439243,0,4.360585314345298
5,5,1,0,3.237468901892185,0,7.639987880728468
9,5,1,0,3.216872239762181,0,6.989392972906768
7,8,1,1,4.935658478289359,1,12.513098827755895
10,4,0,1,3.0971297589267586,0,6.526768962490362
9,2,1,0,4.936290565576829,1,12.267775876413356
7,5,1,1,3.203882990434028,0,7.15970381706342
2,7,1,0,3.098033209348832,0,7.974210829931335
3,6,1,1,1.708906472168244,0,5.603260021468549
8,5,0,1,3.2322368047100447,0,7.109885685696535
11,6,1,0,4.483894467745762,1,11.254841130100726
6,4,0,1,2.2564593316351216,0,5.584058755216022
8,6,1,1,3.2791846712890744,0,6.662485658516211
10,7,1,1,2.021103598598001,0,4.84789177156166
8,6,0,0,-0.1520489666451494,0,1.7268231505200489
7,5,1,0,3.88223519965402,0,8.469247476996978
8,6,0,1,4.297819897510551,1,11.391361229045504
12,4,1,0,3.892206293746424,0,6.478053420257807
13,5,0,0,6.663300487419534,1,12.025388124067645
8,5,0,0,4.310420517515677,1,11.563139917424524
7,10,0,0,6.468579758350515,1,13.274237546985896
6,6,1,0,5.489556983624614,1,12.595305910003743
4,5,1,0,2.5208026655392883,0,6.527988089180481
5,4,0,1,3.659138201740205,0,7.860926332617613
4,5,0,1,4.670561875569867,1,11.493818569461071
7,4,0,0,3.502528366164031,0,8.014470001166108
7,4,1,0,4.942515951079106,1,12.733110116181184
11,5,0,1,4.370105518145235,1,11.415170007130994
7,5,1,1,5.7112916979414985,1,13.846449818224086
8,7,0,0,3.111542667070713,0,6.321877793711619
7,6,0,0,5.373978427726975,1,11.952013828981675
10,6,1,0,3.874824172199209,0,7.344292216760648
6,4,1,0,3.67947155331836,0,7.826090723315863
4,4,0,0,4.737325576983961,1,13.377751851421523
10,3,0,1,3.236595498271918,0,6.97468557932943
0,5,1,1,5.07732959113687,1,13.121615396329156
7,8,1,0,1.7223795246444635,0,5.004720188140397
3,8,0,1,0.93698436551969,0,3.655838345697372
10,6,0,1,2.374265768521843,0,5.044348535907433
9,4,1,0,4.877800090474683,1,11.515612202331647
-2,7,0,0,2.430874943883452,0,7.611091063030515
5,4,1,1,4.602267121816995,1,12.223329541958874
6,5,0,1,2.381894768855573,0,6.155745795662532
6,5,1,1,0.3954226857264213,0,3.574232338635062
9,5,1,1,3.4575888473922207,0,7.321937558338058
7,7,0,1,4.242348563005615,1,12.602537477897537
10,6,1,0,5.880378684401045,1,11.763281067073803
11,4,0,1,2.17000639056195,0,5.020711993129734
5,5,0,1,5.055306953921987,1,11.850820409393917
11,4,1,0,5.63503911177781,1,12.477603243654464
3,7,1,1,0.9633460697575128,0,4.453788233994761
5,5,1,1,0.2660449007475467,0,2.351292543477315
6,6,1,1,3.151313606898844,0,6.422322453861065
8,5,1,0,3.99158225039508,0,8.185284393946493
7,6,1,0,3.1026996784774945,0,7.839248378855525
4,5,0,1,5.199217430323607,1,12.90175755077318
10,5,1,0,0.1250213780316107,0,1.6677768735265115
5,4,0,1,6.8060708177537865,1,13.962731047660316
9,5,1,1,5.024543380810264,1,11.235210423046157
6,4,1,0,0.5557118726022017,0,3.6553570402888
5,5,0,1,4.42028616404532,1,12.376453960227025
11,9,0,1,5.877853614715757,1,12.048608103986494
10,6,1,1,7.603252243915588,1,13.862769172344953
2,3,1,0,3.6812425889275913,0,8.862770728553945
5,5,0,1,1.8384515370941443,0,6.516882590222814
11,7,0,1,4.41114060873146,1,10.727194258048034
10,2,0,1,4.647848345879686,1,11.54798465357883
6,6,1,0,6.153257093125729,1,13.165742754636486
9,5,1,0,5.509379638347806,1,12.214178592070397
14,4,1,0,5.21250698667786,1,10.117657173927396
9,6,0,0,4.381462767677142,1,10.548458651555311
5,6,1,1,4.230417945341988,1,11.095684344294073
14,5,0,1,6.950654524903397,1,11.94434927117509
1,4,0,1,2.936373616576245,0,7.562675303945166
4,6,0,1,6.951426262422075,1,13.73657159878563
3,6,0,1,4.715981527918657,1,13.166778068410348
11,4,1,1,1.7095104870070674,0,3.427244765589481
8,6,0,1,4.262240495419043,1,11.15113488278915
10,8,1,0,4.753524715645896,1,10.902378476698903
7,6,1,1,3.7263040269155128,0,8.610495758186946
6,2,1,1,4.457796947930821,1,13.13485405022251
6,5,1,1,-0.0869027101080064,0,3.292081822368206
7,6,1,0,9.797627111747552,1,15.47006136966623
14,7,0,1,10.883919259787312,1,14.959907109129144
7,8,1,0,2.7159426912767635,0,5.5466065718167865
7,5,1,1,4.580432501580185,1,11.998581477968452
3,4,1,0,7.565217378847745,1,15.334148820134503
7,5,1,0,4.236691460278722,1,11.651144935186108
8,4,1,1,3.436852400157816,0,7.673758923471624
6,6,0,1,3.828481517319735,0,6.39845522820319
5,7,1,0,3.610423528191809,0,7.700937103025979
2,5,1,0,8.15905404447663,1,16.076475703963858
5,3,1,1,2.7643738189964475,0,7.989928442006841
9,6,0,0,6.73666111370224,1,14.248203904624615
8,3,0,0,5.643571068123107,1,12.729380835408584
10,6,1,0,5.109511252549947,1,12.942581531277051
10,6,1,1,6.990170510564277,1,13.492814237486789
12,8,1,1,4.326130895177982,1,10.652053405869536
2,5,1,0,4.628820573083718,1,12.495006403192615
11,4,1,0,2.202000319327457,0,4.5468892479434135
5,5,1,1,0.6095558497008144,0,2.8213718169607187
7,5,0,0,4.605966211720025,1,12.134588922112467
11,7,0,1,4.216325164645423,1,10.268104838691736
10,8,0,1,3.19076203183862,0,6.199259193371877
10,7,0,0,5.420233883512182,1,12.491182512928908
12,4,1,0,4.450508995598805,1,11.093952769631905
4,8,0,0,7.725484755163878,1,14.89266612971146
6,6,1,0,4.167217411166324,1,11.534122271894931
8,5,1,0,4.606022469272308,1,12.437168721524584
6,3,0,0,5.128590689460927,1,12.851781820673828
9,8,0,1,4.536566169812939,1,11.508722851162304
7,3,1,1,3.3257832492086754,0,7.59622014948307
9,6,1,0,3.295955793652485,0,7.566287579276107
11,6,1,0,1.4699159754619022,0,4.035378950162913
9,6,0,1,2.2896952330764044,0,5.302450556439195
15,6,0,1,4.703439194275678,1,10.174110713322738
7,4,1,1,2.286495009321494,0,6.299659394251844
2,6,1,1,7.823314777482921,1,16.324994920240357
8,6,1,0,5.198373580300673,1,12.833283795710996
9,7,1,1,0.700821858853987,0,2.815066530562447
10,3,0,0,6.210420248837104,1,12.880071886523728
4,9,0,1,6.764091423170604,1,14.3428140527251
