employee_age,weekly_work_hours,gender,smoking_status,job_satisfaction_score,training_program_participation,monthly_income
10,4,1,1,5.17412323395477,1,14.70699963171086
5,8,1,0,7.0919135748093485,1,18.25476210314517
5,5,0,0,4.518663534016284,1,14.2123652598728
6,7,0,0,5.725466600708416,1,16.17789232773551
10,3,0,1,0.5669496658360478,0,5.913348506247978
0,4,1,1,7.873887723581197,1,17.82286525588115
6,5,0,0,3.464064538654693,0,9.741797430279297
7,4,1,0,5.261997025001194,1,15.669438399900088
9,4,0,0,7.086329805560628,1,16.934141445858497
8,5,0,0,3.9830293365353686,0,10.110695618162165
1,7,0,1,1.8385430528402769,0,6.238343372839229
6,7,0,0,3.4955723319730376,0,9.928422552169309
8,5,1,0,5.150166216654,1,15.341613485456252
7,4,0,1,2.966890906810671,0,7.750608402300423
2,7,0,0,3.956904143479752,0,8.93270588019302
2,6,0,0,6.902936770307512,1,16.149271089254892
5,4,0,1,1.349124305266145,0,5.787769237765113
6,5,0,0,4.185004440449318,1,14.210970206836912
7,5,1,1,2.448465634165542,0,7.535348259323073
17,7,0,0,2.9177661602305527,0,9.480077832501506
11,5,1,0,4.0607787971963285,1,14.177578866338004
8,7,0,0,2.8567210248081176,0,8.362261149115842
7,7,0,1,4.13451364518127,1,13.28273036956064
11,5,1,0,5.266526468567975,1,15.072143280200862
7,7,0,0,2.4295059379671424,0,7.625870634079113
10,4,1,0,6.675958780816055,1,15.763897743313066
8,6,0,0,1.2754610273502536,0,5.885195785367815
9,6,1,0,3.736449713613952,0,9.415423554666878
12,9,0,0,3.6558577060629673,0,9.46977623409678
5,7,0,0,3.4993327238565923,0,9.687303361595598
6,4,0,1,-2.0554068984813,0,1.3923518857564343
14,4,0,0,6.252012394994477,1,15.986275915005432
7,8,1,0,6.917572998940361,1,16.178002427370803
13,6,1,0,6.783537061477036,1,16.23102619337111
6,3,1,1,6.568262643289208,1,15.566666488900232
4,6,0,1,1.7002228247744,0,5.984415389875675
8,5,0,0,1.3378715682576343,0,6.519318479115844
9,7,0,1,5.128796197101897,1,15.38582752934436
6,5,0,0,3.7377951001369034,0,9.516533293802508
3,4,0,0,7.084111078335505,1,16.638811547099962
8,5,1,0,3.8326132070061583,0,9.092475984712197
8,7,0,0,0.5873252361813956,0,4.797226774120793
7,5,0,0,3.736747901922971,0,9.7645510607575
13,6,0,0,2.635756411752828,0,8.51765562740201
8,5,0,0,4.90700685616223,1,14.5308273608068
6,5,0,0,1.818996234914017,0,6.1089439163362105
10,7,0,0,6.197467566235945,1,15.99129376054109
6,6,0,0,4.398297981485532,1,14.245193139221362
11,5,0,0,-0.7121474978149216,0,2.2986480642583915
10,8,0,1,4.418913033366447,1,14.235712607450168
6,8,0,1,4.39323947272017,1,13.528351572500007
5,6,0,0,4.349585875748365,1,13.6233497165252
7,4,1,1,0.9159356811793308,0,4.850495620106056
4,7,0,1,4.497153457750108,1,14.00771302728602
11,7,0,0,2.997062436134028,0,7.436612270654382
9,7,1,0,5.432965395128114,1,15.37424760220164
10,5,1,1,6.009740559472216,1,15.789644497221358
10,5,0,0,3.723570347129498,0,9.8878057792999
12,6,0,0,0.0190042034665367,0,4.723047249363473
4,6,0,0,3.7188406522919104,0,9.927471203856731
6,5,0,0,1.252112535375986,0,6.191904603955482
8,4,0,0,4.011185260286983,1,14.433306880661275
15,7,1,0,4.632211220395567,1,14.33233590746459
6,7,0,0,4.205111074951264,1,14.189338265656202
10,7,0,0,6.637085438695674,1,16.08554341762508
6,4,0,0,4.873703627371821,1,14.54417968923516
10,7,0,0,4.934374629357929,1,14.98634382029818
11,6,1,1,9.6716198809224,1,18.494808509198947
8,8,1,0,-0.2794117059857548,0,4.082341052794284
6,4,0,1,5.157431765093121,1,14.767324944526676
2,5,0,0,-1.454907173638433,0,2.1443150008812077
13,8,0,0,1.992409398450972,0,8.318105544341917
2,4,0,1,2.86156611262349,0,8.128529655973114
2,6,1,1,3.151626717879689,0,8.608854879134014
11,5,1,0,3.089842688724952,0,9.33745927193232
6,2,0,1,3.920067551786192,0,9.906289068414818
7,4,0,0,0.5462699877732375,0,5.310943368766291
3,4,1,0,4.002677820671621,1,13.685381337220868
1,3,0,0,2.935647465402889,0,8.33024127981725
5,5,1,0,2.8709325277207327,0,8.718176708744329
14,5,0,0,5.201891787509538,1,16.33155700762328
15,3,0,1,6.220411647758247,1,16.418909636839686
9,6,1,1,5.195496525032343,1,14.52001136256916
5,8,0,1,5.700876688722348,1,15.051885208434664
6,5,1,1,7.131066818106703,1,15.974678907683408
11,4,1,0,3.162303659371057,0,8.62853175430286
5,7,0,1,2.711144013079714,0,8.196713082340382
6,6,0,1,1.0261599120004008,0,4.526585131560945
2,6,1,0,5.438216171013319,1,15.073811396389884
7,4,1,1,5.644718622347879,1,15.99807827347279
8,7,0,0,3.2516069633266778,0,8.772692408939399
14,6,0,0,2.052060203811428,0,7.727533763719423
3,5,0,0,6.629634907459519,1,15.253025190204491
10,8,0,0,3.9941307244823063,0,10.188802222197625
8,5,0,1,4.991311850540525,1,14.47857355039343
10,7,0,0,7.123840502249575,1,17.30787825259915
7,6,0,1,6.411676147230479,1,16.22121030743678
4,6,0,0,4.822486014195201,1,14.316212463690103
11,6,0,1,2.147289014810516,0,7.167676236269617
10,6,0,1,3.931312336250448,0,10.251128423121353
8,5,1,1,3.087743677396156,0,8.971918238275824
13,6,1,0,1.6535133715253316,0,6.509093070570462
3,6,0,1,7.020901351242099,1,16.177539536113553
10,5,0,0,3.693488490734351,0,9.552601136132678
6,6,1,0,6.316100083979105,1,15.769835847678038
5,5,0,0,6.252012363632518,1,16.997339569118743
13,7,0,0,2.642380664190018,0,7.809109702303617
5,5,0,0,5.5239062956913045,1,15.336155553351988
11,3,0,1,8.638591484569108,1,17.635283430113777
9,6,0,0,3.0338246572950904,0,8.200710708611949
6,5,1,0,5.360821834078895,1,14.600180446627624
6,6,0,0,4.3899539893085,1,14.254103289284265
10,4,0,0,3.482758356085661,0,9.000714629115674
11,4,0,0,0.5942369234001483,0,4.632436753178905
5,8,0,0,0.7393610041019527,0,4.770887944253532
3,5,0,1,0.1827278910263237,0,4.0939045712261
4,3,1,0,1.581256967650547,0,7.682639183028342
10,5,0,0,6.583935108613213,1,16.350664876201495
9,7,1,0,7.265768137717325,1,16.6051993402747
5,5,1,1,2.477621801458083,0,7.911623794008107
2,7,0,1,4.608008531351676,1,13.771470755543598
3,5,0,1,4.026077056514716,1,13.691925580941207
5,5,0,0,2.900380727156219,0,8.034884901280277
10,5,0,0,4.5723862536603,1,14.254264761640515
6,5,1,0,7.124615040600062,1,16.62334367150014
9,7,0,0,1.0472376976738156,0,5.381414857454232
1,5,0,0,3.443233952501664,0,9.600766051922704
9,5,0,0,5.433682932404826,1,15.04027334185189
10,8,1,0,2.0641781935397665,0,7.533203682315022
5,5,0,0,2.6672315268486813,0,7.99847157348177
5,7,1,1,1.8381788413410265,0,6.370617266779406
7,5,0,1,6.751554689360408,1,16.51958817904974
11,6,0,0,6.040004680733959,1,16.17552994183321
7,7,1,0,1.888903747278241,0,6.64171407519216
3,6,0,1,9.600635479332794,1,18.281673603164457
2,7,1,0,5.09895877593802,1,14.548341005968837
5,8,0,0,1.6142507174163048,0,5.86284407257493
6,4,0,0,5.605204271918026,1,15.527955826162934
7,5,0,0,4.975952037286913,1,14.632258150850806
8,7,0,1,4.5165129728340405,1,14.091655970038826
8,5,1,0,3.803320267467459,0,10.79744801689382
5,3,0,0,5.3241994187216175,1,15.024757716145828
8,5,1,0,5.357310649015808,1,15.848491184767148
8,5,0,0,0.7944888809300408,0,5.574072021383725
13,4,0,1,5.551726945779761,1,16.02332876991431
3,9,1,1,-0.5877185925994297,0,2.8410787402262017
6,7,0,0,-0.2018710584199201,0,3.978382611301943
12,4,0,1,3.68496336963064,0,10.144502126647597
11,5,1,0,2.8172141235993564,0,8.477012101221648
11,4,1,1,2.493645564128919,0,8.391320644229946
12,4,0,0,3.1385775947022405,0,8.957646896894081
8,6,0,0,4.929729076321764,1,15.25384379181671
5,4,0,0,5.2685759029827945,1,15.164598153614024
9,5,0,0,3.3725154423643597,0,8.34668114145604
12,6,0,0,2.009619226877068,0,8.316170234284401
7,4,0,0,4.815912080300547,1,15.311226463586411
11,7,1,0,3.823553388035355,0,9.867450701321124
9,6,1,0,4.363938196218211,1,13.79219450894572
2,5,0,0,4.324299629918759,1,14.0567581974108
6,5,0,1,5.079682010536788,1,15.60536961446456
0,6,0,0,1.4332583717321956,0,5.356563034866865
8,7,0,0,1.6235113451392928,0,5.757265082044242
8,7,1,1,4.263993837486365,1,14.562339198633184
10,6,1,0,6.179789468634577,1,16.24082539018371
4,6,0,1,0.8223162881986608,0,5.322726285397224
9,5,0,0,4.425442447635737,1,14.370020766558508
4,4,0,0,3.779166019369522,0,8.632623915091658
11,7,0,0,2.6702930093857398,0,7.888593802675508
12,8,0,1,2.270106854908817,0,7.344956945191369
3,3,0,0,4.438222379501648,1,14.49104119711887
8,3,0,1,2.198230189668463,0,6.84713113761889
8,6,1,0,4.014421108704166,1,14.45390039886456
5,7,0,0,3.718288139518739,0,8.044297069445491
12,7,0,1,1.2971962216731971,0,6.294436195457098
3,8,0,1,4.146118166830293,1,13.152558323835926
7,4,0,0,1.7467562153320184,0,6.324613063180686
10,2,1,0,3.887904105467247,0,10.301310207975504
15,6,1,0,4.046841379956318,1,13.190105711452524
9,6,0,0,4.178197987126062,1,14.167841284282463
5,5,0,1,2.3412112288215017,0,7.537772577487789
9,5,1,0,7.700926327198931,1,17.274259261076732
7,3,1,0,5.620653011636094,1,15.704547187345774
8,6,0,0,0.5309083161585235,0,5.568050533290704
0,7,1,0,5.4223269844990245,1,14.839085019811057
7,8,0,1,4.451200801147129,1,14.22659294096148
7,5,0,0,2.4432377145997557,0,7.696919342467996
9,4,0,1,3.5330362611895065,0,9.294654124826009
12,6,0,0,4.414098240905799,1,14.79592983407896
2,5,1,1,2.6606444697952627,0,7.826745456119101
5,5,1,0,3.5509704367841337,0,9.981424995574654
1,4,1,1,3.675164818887537,0,9.5370703257215
8,5,0,0,3.6790084865404418,0,9.912707690814612
8,7,0,1,1.1795727424259672,0,5.698179218761783
11,6,0,1,5.5207439139204455,1,15.81024688589592
9,6,0,1,2.6764759517565606,0,8.289934278768754
13,6,0,0,1.8794146410067916,0,7.157180769165089
6,5,0,1,2.2758473630503597,0,8.036948533500047
9,5,0,0,4.281543419896558,1,13.945555957444748
9,6,1,0,2.1570352146897145,0,6.53069716359833
9,5,0,0,2.4336338910534794,0,7.443010535296991
10,4,1,0,2.927926683149497,0,9.205255640414896
3,6,0,0,1.2815266684819084,0,5.967896967469823
12,5,0,0,7.327165345076281,1,16.86173441641039
2,3,0,1,2.6105897867397925,0,8.020941060662965
5,5,0,1,7.945839012832722,1,16.928176612530397
6,5,1,0,3.910950936903416,0,10.794383083041962
14,7,0,0,4.687751324319949,1,14.8762325596865
7,6,1,0,6.913060385717978,1,16.79890783233989
8,7,0,0,2.4616263865183843,0,7.903866459699219
8,7,1,1,6.034542827263007,1,15.638366784612217
9,7,1,1,6.282633941757874,1,16.497905327524524
10,4,0,1,3.4992159966434087,0,9.216432252342972
4,7,0,1,4.914152598625516,1,13.648345408780486
13,8,0,0,6.412333810429876,1,15.292189531492308
13,5,1,0,2.038012565978109,0,7.395149276408569
5,6,1,0,6.171640885687966,1,16.49153145944703
5,5,1,0,4.706485186266275,1,14.156868444933576
6,6,0,0,5.207956178772857,1,15.756066563559564
4,6,0,0,1.281141086639788,0,6.306243946709981
6,2,1,1,3.444831175295729,0,8.729204397077684
7,2,0,0,4.618774480637757,1,15.199052868865584
5,7,0,1,1.4494004510813014,0,5.980620195147638
11,6,1,1,6.657854921923311,1,16.816476351228193
9,5,0,0,6.538500173553029,1,16.28055565123425
9,3,0,0,2.317505478993974,0,7.128684342548663
3,7,1,0,6.107345537181844,1,16.100568904637345
7,7,0,0,1.0806036524489646,0,5.402811782380245
10,6,0,1,3.930808429826696,0,10.21928919814204
12,3,1,1,7.155869962519356,1,17.462518511394038
8,6,1,1,4.788715206574118,1,15.245102297138246
7,6,1,1,0.8079982599159146,0,6.121909073270219
11,8,1,0,4.898430858788074,1,14.237221926309235
6,4,0,1,8.706593325740496,1,17.908285547334053
6,4,1,0,4.765667389313105,1,14.416813312148728
6,7,0,0,5.572927589196393,1,14.58186399263826
9,8,0,1,5.424808356296891,1,15.49021903877435
4,6,0,0,7.304959759076278,1,17.037737104463815
6,5,0,0,3.5312345778854186,0,9.990793239018265
9,4,1,1,1.2208849638935058,0,5.226110680690808
13,5,1,0,-0.0877788538513861,0,4.211137321513559
10,5,0,0,4.215316177573209,1,14.102624463370958
2,6,0,1,4.768246111783553,1,14.85724561549191
4,5,0,0,4.185323392207913,1,14.252945713985635
8,7,0,0,4.238414822713359,1,14.335198513299764
13,7,0,0,2.632015415840396,0,7.940182823416746
11,7,0,0,3.5309308996755324,0,10.236586671406451
11,3,0,0,3.3434624731701623,0,8.82374515004328
6,9,0,0,0.7335861458569521,0,5.165590686126468
7,7,0,1,2.210827351333289,0,7.43730056226355
6,5,0,1,4.784318392194132,1,13.738132404818195
8,6,1,0,8.260347304592502,1,16.573368833694506
11,7,0,1,2.176950271601622,0,7.559238485422017
6,5,0,0,3.716955633918594,0,9.187119749119262
5,3,1,0,8.476508949875377,1,17.795459713075044
-1,6,0,0,7.030582724994917,1,15.74945863172724
8,5,0,0,6.1128100164214665,1,14.981141962144276
8,5,0,1,5.154451399039221,1,14.879241221478829
4,5,1,0,8.740195650625449,1,18.02452438001083
4,7,0,1,4.182353867324131,1,13.470193038877392
11,5,0,1,7.891683683059205,1,17.083107026453998
13,5,1,0,2.5265817951681884,0,7.111422904551089
10,6,0,1,2.150224923062229,0,7.025376842873328
7,6,0,0,1.9823747384071089,0,6.906743542119421
2,5,0,0,4.978428247881132,1,13.699018727694462
6,4,1,0,3.240530193968521,0,9.157484941263872
12,6,0,1,5.647541306438258,1,15.181152477354049
3,7,0,0,2.999092366831542,0,8.199604549828356
4,7,0,1,4.096136156877651,1,13.974342204881957
7,5,1,0,4.128845998245433,1,13.331213301031015
8,4,0,0,4.821062016675621,1,14.832626672323055
9,7,0,0,6.662010783480013,1,15.940464375440772
9,4,0,0,3.817299376512061,0,10.319902521504098
11,4,0,1,3.946804307092684,0,10.465397302314065
3,6,0,0,1.3206441688257478,0,5.918478732023442
8,6,0,0,5.914405217798237,1,16.38945906910215
5,7,0,0,4.327101651059751,1,14.27183538870005
4,7,0,0,3.890391821983031,0,10.482119092176784
2,5,0,0,4.613610132193724,1,14.766659052058513
9,6,0,0,4.256584201226623,1,14.778858508428108
7,5,0,0,-0.382595998674649,0,3.851468098700882
3,4,0,1,1.8220062154401484,0,6.161495929819237
9,7,0,1,3.334312151307471,0,9.237434900894437
10,7,0,0,6.027084173301588,1,15.507036810384676
9,6,0,1,6.20366804104469,1,16.01319098684819
5,7,1,0,5.242168868135077,1,14.246431202628624
7,6,0,1,8.767860937592381,1,18.417697852622524
10,7,1,1,4.470516488163074,1,14.42699544009098
6,6,1,0,5.070687997814652,1,15.3223681979883
8,4,1,0,4.480095057089803,1,14.34265225788122
8,8,1,0,6.368323045683809,1,15.810598144958714
10,5,0,1,2.9362372016880367,0,8.297226938394674
8,5,0,0,3.5419411533075933,0,9.407007833561746
9,7,0,0,4.567202210159333,1,14.913343070675436
9,7,0,0,4.673065863033216,1,15.280446300945622
9,4,0,0,4.053788290510744,1,13.74901745518904
9,4,0,0,3.522792588873021,0,9.189228685106055
6,6,0,0,3.778758520008916,0,9.90220707822272
8,7,1,0,5.420635505427713,1,15.30013287822873
10,6,1,0,4.924620302454765,1,14.8423690722314
6,6,0,0,7.988641594640406,1,16.473466515716872
7,7,1,1,4.259662043862534,1,13.92524746251664
9,5,0,0,4.7537930217438,1,14.725011013693784
0,6,1,0,2.9710059945452034,0,8.304616740479055
8,8,0,1,3.669112954725232,0,9.694225909128228
13,4,0,1,2.3504122443164848,0,7.634014644803664
6,4,0,0,2.8666116276552023,0,7.951516843533832
9,5,0,0,5.168211848265896,1,15.200605813637262
10,3,0,1,4.925875511014771,1,15.512999452066447
10,5,0,0,5.483539814777069,1,14.57977525536914
8,5,0,0,0.2824925652281886,0,4.441406433253425
4,6,0,1,3.6322842960657806,0,8.862916431051948
13,4,0,0,7.432552354733312,1,16.95993529505274
7,5,0,0,2.506054373769593,0,7.676270117012655
14,5,0,0,6.202542341392993,1,16.123169854388227
5,6,0,1,6.920982370705919,1,17.00764042412737
10,4,0,0,3.825961786276792,0,10.338936572827423
10,6,0,1,3.506495990837872,0,9.257928707692242
6,4,1,1,4.725706430660572,1,13.333014683247177
11,6,1,0,5.055171281580007,1,14.599152932935688
7,4,0,0,2.528204041155364,0,7.544823141898107
5,6,1,0,3.988270030870434,0,9.93950492179191
4,6,0,1,1.0732020619896856,0,4.544015119739853
10,5,0,1,3.11634481396649,0,8.872822701419297
7,5,0,1,6.451920500645822,1,16.532302297866757
6,7,0,0,4.090068616675731,1,15.035782836612764
12,4,0,0,0.4521936633591696,0,5.020640276459783
9,5,0,0,3.422902286126243,0,9.28909982222383
8,5,0,0,5.939023487325656,1,15.29384800737908
10,5,1,0,6.629110074191431,1,16.18167385989011
4,7,1,0,3.873525444330705,0,9.681116653554971
10,2,1,0,3.76606822093438,0,10.29689959102439
10,4,0,0,2.7662293935600086,0,9.120172835344777
2,3,1,0,6.0254902037037965,1,15.846386372660149
11,6,1,0,1.37117978548038,0,6.029571781018063
0,3,0,0,5.633306225099565,1,15.25811138041245
13,5,1,0,2.5130318871859,0,8.78800891305887
9,6,1,1,4.087915108491374,1,14.860591951241622
15,6,0,1,7.0892016660511885,1,16.6838625143378
9,5,1,0,5.560417146277136,1,15.901184775309192
7,6,0,1,3.0440038388342368,0,9.082969973900992
7,8,0,0,1.2842039452520897,0,6.12130018366049
6,4,0,0,5.343997428094892,1,15.748661252856609
12,7,1,1,6.189362457466169,1,16.05484493012302
7,6,0,0,4.366847605224746,1,14.54761959506514
11,3,0,0,2.2657022634014545,0,7.8424884136955075
4,5,1,0,3.0245287401138183,0,8.704314809147792
6,4,1,0,5.209783252795022,1,14.315497237632348
9,10,0,0,4.938284652165,1,15.123511431255295
7,6,1,1,2.8611529155655324,0,8.451151534213151
8,5,0,1,4.0328012755345295,1,14.306636077872122
8,7,0,0,2.782273154254272,0,8.606145936020658
6,7,0,1,1.8508431310927944,0,6.865791144541693
10,7,0,0,4.568464524864904,1,14.705705689607614
10,3,1,0,4.709290423677331,1,15.043031586214742
8,5,0,0,0.4712218330275219,0,3.937125586161641
6,4,0,1,5.9495603345159225,1,16.29918953125403
4,5,0,0,8.705624271082629,1,18.008352414095167
6,7,0,0,5.240842036155377,1,15.008485827588252
7,6,0,0,3.1556417668540337,0,8.883018865566598
11,6,0,1,5.586447736345815,1,15.819794161888414
6,5,1,1,6.810150693091858,1,16.75325913918444
5,3,1,1,4.222375109373836,1,14.083389210013124
9,6,0,1,4.59341516162752,1,13.756799988566272
5,4,0,1,4.177292241170384,1,13.637988276121014
6,4,0,0,4.682001368429855,1,14.649733592860803
5,5,0,1,5.874319041301106,1,14.40540159676368
5,2,0,0,4.293426262433742,1,13.89039303476074
-2,3,0,1,3.1605226787317307,0,8.126977896299968
9,7,1,0,6.800243053578688,1,15.927067481531749
6,5,0,1,3.5450266624101787,0,9.96091576294943
4,7,0,0,-0.82334905813165,0,1.627355898041824
3,6,1,1,4.120617429347379,1,13.41044130048529
7,5,0,0,4.224273043543691,1,14.828029692317193
6,2,0,0,5.879641315459229,1,16.241369290640414
8,6,1,0,6.987290969510948,1,16.086270351472837
3,7,0,0,2.0565499255766837,0,6.526337020714944
6,5,1,1,2.5422119524390965,0,7.744827282694509
9,5,0,0,6.046114214821939,1,16.022365697569583
6,5,1,0,5.326465752613288,1,14.611560952954049
10,4,1,1,0.401668653131142,0,5.38235627363242
4,7,1,1,4.803488693055948,1,13.550183960097815
10,5,1,0,1.8586958113807324,0,7.638686475998515
5,5,1,0,3.562213742463176,0,9.702143683013048
7,5,1,1,3.6857748149306255,0,9.268325774312345
8,7,0,0,6.161873531944603,1,16.057399031400422
10,1,0,1,2.551347396803611,0,8.264714375759073
2,5,0,0,2.033103192249758,0,5.985840611760202
