age,income_level,gender,minority_status,political_engagement_score,voter_education_program,voter_turnout
5,7,1,1,23.811184747177453,1,18.193434823578794
6,6,0,0,18.796891163125032,0,6.916170894115497
8,5,1,1,21.79945155537343,1,16.322806264232895
7,9,0,0,24.390149806750784,1,19.19229200849221
10,4,0,0,20.501251710865397,0,9.757336753825584
9,4,0,0,23.86888230664211,1,19.034715756260205
12,5,1,1,21.554306038882267,1,15.463250530742156
3,7,1,0,21.718351392745078,1,15.208410979307112
3,8,0,0,22.10810881428708,1,16.27165126946748
10,4,0,1,22.48524858893953,1,17.812615335384425
13,3,1,1,20.81762525889647,0,9.828277096804436
9,7,1,1,22.223253599592116,1,16.55504054684002
12,3,1,1,20.15285223918033,0,8.959752150932003
5,5,0,1,18.16908108598155,0,5.058184693075559
2,8,0,1,21.855739882608997,1,16.767852249822376
7,3,0,1,22.666494654557685,1,16.508389400640446
9,5,0,0,23.18790900030972,1,17.798212729692985
7,4,1,0,23.743590794391935,1,18.35438003899973
5,5,1,1,21.20801746064932,1,15.501345852348384
7,5,1,1,20.61304019105076,0,9.497802746033225
7,8,0,1,19.422567974674696,0,8.861674095364823
8,6,1,1,19.55620283028552,0,7.195733968670112
7,5,1,1,21.581375307728955,1,15.767970979649506
10,8,1,0,22.96353758411876,1,17.011537068267952
7,4,0,1,21.786868295273926,1,16.852217151825897
0,6,0,1,18.89683612653292,0,6.889491562094854
11,3,0,0,19.699292995368754,0,8.64138228256972
9,5,0,0,21.015807705672263,1,15.697811995367337
0,6,0,1,17.951196531546415,0,5.497738783199252
12,5,0,1,21.000800405361023,1,16.27197337262258
12,6,1,1,21.60121902795052,1,16.38003794112831
6,2,0,1,21.6197272734591,1,15.836790275202071
10,7,1,0,22.40195311076056,1,16.90790492005502
7,6,0,1,23.272858022757305,1,17.173095369699904
13,4,0,1,19.654493176524067,0,8.631913550714387
7,3,1,1,17.473432847483984,0,4.513274133180331
9,4,1,1,22.130449124067365,1,16.26627549202182
7,4,1,1,19.635225648902008,0,6.81963037084505
7,2,0,0,20.626404113831292,0,9.130210806242369
9,4,1,0,21.991657038992727,1,16.92001906245279
7,5,1,0,20.4601344131758,0,8.944796953890034
8,5,1,1,22.1699342092533,1,16.82453271848853
9,5,1,1,19.057526178415625,0,6.498066026281003
4,9,0,1,22.17247403860323,1,15.565678750718291
2,5,1,1,20.249896136700908,0,8.609367228125768
10,5,1,0,21.60076345660285,1,16.86056491125799
1,5,1,0,14.689031177242502,0,-0.0081469709455201
9,6,0,0,20.84842390636564,0,10.205097762901197
7,3,1,0,23.076824121089476,1,17.182308030008695
6,5,1,1,22.92917493152221,1,16.88321347796749
7,5,1,1,24.22141456993939,1,19.162767645118112
4,5,1,0,19.805597238116604,0,8.929168397939376
9,4,0,1,21.05457184147693,1,15.602715661512732
5,4,1,1,21.075549649544648,1,15.561453092888618
10,5,1,1,20.04888829889148,0,8.979690237092296
12,3,0,1,18.624127012158866,0,6.817655357660968
2,6,1,1,20.11351810302412,0,7.684975987661912
5,4,0,1,20.285453786513965,0,8.760407688645557
12,3,0,1,24.81010762401852,1,19.74298062159307
7,6,0,1,20.21262854513958,0,7.6759424606355395
7,4,1,1,23.785545960894197,1,18.29221516690586
7,5,1,1,21.18678960299848,1,16.107758666152073
0,5,1,1,18.299013360919115,0,5.933068772794855
8,4,0,1,18.770293201706245,0,6.2172759924308245
7,8,1,1,16.29069131986974,0,3.1967686319666355
8,7,1,1,21.976873466443077,1,16.064784251404078
6,7,1,1,20.519422678769573,0,9.775489360961467
10,8,1,1,17.841598489338374,0,5.35842551280332
6,6,1,1,18.466179721003414,0,6.78228962199352
3,7,0,1,21.05969855204888,1,15.73269988919591
2,4,0,1,17.57900793347428,0,5.475956980380653
6,5,0,1,18.231579112906637,0,6.135925936661661
6,7,1,1,18.3867889604324,0,5.500456999759589
7,7,0,0,20.283401731167185,0,9.28404901058734
10,6,1,0,22.065383470482992,1,16.09655916331299
5,5,0,0,16.77916857244935,0,4.137480651590171
10,6,1,0,22.851980684754917,1,17.259574617568067
7,4,0,1,21.068029358517613,1,15.406891930583482
6,4,1,0,23.144696890479413,1,17.456745337607515
5,7,1,1,20.895912410660944,0,9.38390343042122
9,7,1,0,19.548508818656305,0,6.911184706025005
8,6,1,0,20.8177706685306,0,9.470506004244829
7,7,1,1,21.061488758965123,1,15.819685391701512
9,7,1,0,18.47532158640172,0,5.469425789961971
5,6,1,0,21.97785837065625,1,16.400517491275657
9,4,1,1,20.485405831263552,0,8.985936576859793
12,5,0,0,21.87539480153239,1,16.535254188648697
7,5,0,1,24.17525644953366,1,18.73459903773913
7,5,0,0,20.638075494288465,0,10.146537308915525
7,7,1,1,17.17902506833441,0,3.5756476854659325
3,7,1,0,24.7745735820852,1,18.569232503693804
6,7,0,1,22.768625572143364,1,16.982081140225855
6,4,1,1,21.30203444145467,1,16.70053996675469
10,7,1,0,23.66325934230687,1,17.760797351038498
13,2,0,0,22.96406085195753,1,17.57839954108338
5,7,1,1,20.765340492728388,0,9.3235681432761
4,5,0,1,15.76863575441297,0,2.8457549077161626
10,7,0,1,22.77005148010752,1,17.078118777509836
9,4,0,1,22.124031408928552,1,16.733252102429223
10,5,0,1,21.15557372516274,1,16.173882621834256
10,7,1,0,19.545934916084143,0,7.501771742178917
10,6,1,1,17.573203057867907,0,5.030927445440462
10,3,1,0,20.720229246583383,0,9.762412654807466
7,5,1,0,22.633449005726835,1,16.678986573755083
8,2,0,0,21.44391685610657,1,15.56118031277302
3,4,1,1,22.58673135522959,1,17.224841779342857
7,5,1,1,21.048430327624555,1,16.02844068643914
7,6,1,0,25.509046385470818,1,19.08998109799864
11,6,1,0,20.415587112249337,0,9.153523626505748
0,5,1,0,17.437683635582804,0,4.506364667589853
5,4,0,0,23.645513577125744,1,17.68656698284495
8,5,1,0,23.38746369195409,1,17.4263320261921
8,5,0,0,19.18874963632788,0,7.304472695557626
8,6,0,1,19.32834420567192,0,6.648148824918951
8,5,1,0,19.96120201940802,0,8.85891498259051
6,5,0,1,21.91474958562537,1,16.108204031864854
11,7,0,1,20.298912355079903,0,8.841816366326022
3,5,1,1,24.3890098462896,1,18.34712831149862
12,7,0,1,22.50743180872152,1,16.121039750178305
13,8,0,1,20.76917123675933,0,8.2789034066009
7,6,1,0,23.95498974408471,1,18.077366172719227
14,4,0,1,21.087195183217304,1,16.454567647712366
9,6,1,1,21.76116812796383,1,16.770533849408807
5,5,1,0,22.101267143989983,1,16.86104043348701
3,5,1,1,20.91498508948556,0,9.959986861338487
6,6,0,1,21.949188973266057,1,16.32011425376201
8,5,1,1,21.17645633132429,1,16.086045201695143
8,7,1,1,20.65247195480747,0,8.858211562064051
5,5,0,1,21.872654466721475,1,15.598044030113147
8,7,1,1,16.703061243121873,0,3.691333409761768
11,7,1,0,22.162792022613544,1,17.002114368406374
5,6,0,1,20.89180825253841,0,10.216944053179116
4,5,1,1,20.29501965912953,0,8.177040640837614
8,6,1,0,19.858508041777878,0,7.717421691393088
7,7,1,1,21.03233876169801,1,16.275061110867775
2,7,1,1,19.685092041411927,0,8.03318026052333
7,6,0,1,22.42128194654021,1,16.325630004686076
9,5,1,1,21.93219525216657,1,16.720311912576616
12,6,0,1,24.30511688390065,1,18.59437114420191
8,5,1,1,18.91820406153274,0,6.13767329076563
9,6,1,0,18.50601825917688,0,7.004403874998046
7,6,1,1,22.43354726509992,1,17.040570939664818
1,5,1,0,19.30972218695516,0,6.859897667519623
6,5,1,1,22.29848929545896,1,16.780734679258344
10,6,1,1,21.42467184252877,1,16.56326162347898
3,7,1,0,19.67787905715506,0,7.948717544909768
9,5,0,0,20.045471335150044,0,9.219890034547104
4,5,0,1,18.737142068359788,0,6.162649831996349
4,6,0,1,21.66850324020153,1,16.571860177818003
12,5,1,1,19.66993277378253,0,7.768351677776179
6,3,1,0,22.432931812219586,1,16.9791159127698
7,5,0,0,19.117385177940307,0,8.140838919404885
9,5,1,0,18.474231183487053,0,5.286322011981333
6,5,1,1,18.32522177489235,0,5.396066085991873
9,5,1,1,19.68986572375316,0,9.028051479096463
5,9,1,1,18.44472017842174,0,5.430126833689497
5,3,1,0,23.267739018142144,1,16.941025743288815
9,5,0,1,23.55988299935953,1,17.306748097696367
12,4,1,1,18.076844800952603,0,5.282317384378844
13,5,1,1,25.978064903159733,1,19.859263171058394
9,4,1,1,21.0146378898772,1,15.608165274475738
13,3,0,1,20.113085407597023,0,9.181275147880797
7,4,0,1,16.882898758005684,0,3.5205987898711264
6,3,1,1,20.201878809226272,0,7.933740295124054
5,6,1,0,20.38467345528001,0,8.319176923996562
6,5,1,1,21.96727287483192,1,16.553231467260037
7,6,1,0,23.0599628482936,1,16.770091172360452
10,5,1,1,20.082696208476577,0,9.054376000512017
6,6,1,0,21.562177338620003,1,16.50892877409317
7,6,0,0,18.89519591412396,0,5.7069791885258745
7,5,1,1,21.6864421825327,1,16.342264698920726
4,6,1,1,23.35603780921761,1,16.77886187398393
5,5,1,1,23.757259028562988,1,18.176587901645394
7,5,0,1,24.191323234122603,1,17.957488862499194
8,4,1,1,20.63711024195712,0,9.27323612708197
9,7,1,1,22.032366930945397,1,16.58394487618705
6,4,0,1,19.167914421962266,0,7.259190785367919
6,3,1,1,22.29707672130544,1,16.380712822184933
8,5,0,0,19.384759226297813,0,8.11632475806583
5,8,0,0,20.964267100735263,0,9.684978184931545
8,5,1,1,20.586881296979776,0,9.692927212011764
4,7,0,1,23.54347994133425,1,18.70541928859152
4,6,1,0,22.923415514439803,1,17.81132391609083
15,6,1,1,23.23083804602782,1,17.733651644421467
9,8,1,0,22.95943809023743,1,17.6259467125141
4,5,0,1,19.19661979871453,0,6.588131104933586
3,8,1,1,16.019174628695446,0,1.5693259320282895
5,7,1,1,21.504408570707696,1,16.23208456590836
5,7,1,1,19.897737020782824,0,8.433580889151864
4,6,1,0,15.854412044663151,0,3.5581416009195426
7,3,0,0,22.622816988335856,1,17.740081184283806
13,5,1,0,21.32757705842737,1,16.65159442394335
3,5,1,1,18.925238047818038,0,7.681667703646196
9,9,0,1,19.68416980569514,0,7.757906435330274
7,3,1,0,17.94426667007504,0,5.149507517725302
9,6,1,1,18.475431854384286,0,5.492944522324327
9,7,1,1,19.93279741582753,0,7.7941629667212
9,5,1,1,21.516203592560867,1,16.223925909772706
10,6,1,1,24.01340820543175,1,17.734898576844394
7,7,0,1,18.899251725389185,0,6.617604579146744
5,6,1,1,22.27616992265383,1,15.868752745064306
3,9,1,1,18.65194199145634,0,4.665559723670109
8,6,1,1,20.858148495422697,0,9.60307964697182
6,7,1,1,19.64585114318923,0,8.986480860225162
7,6,1,1,23.8361494878774,1,17.81452335014604
3,8,1,0,22.874007117616603,1,16.710647149413255
6,4,0,1,22.697315976416498,1,16.880096188604504
7,4,0,0,24.672068469194443,1,19.73094364217698
11,6,0,1,22.298213564156654,1,16.768461932715518
9,6,0,1,21.162401325506394,1,15.771575621582269
3,6,0,0,19.897497085498397,0,6.842462568326808
4,5,1,1,20.805904026993872,0,9.80569435093552
9,7,0,1,20.41293741226864,0,9.327496656582545
10,4,1,1,21.13948257639592,1,16.134353266043963
6,4,1,0,18.50701835820395,0,5.686930620144657
14,7,0,0,23.375967147478438,1,17.822608280139697
5,7,1,1,19.74083260891575,0,7.688868406378909
3,3,1,1,23.89700986096274,1,17.861745765024825
12,7,1,0,23.03028651576397,1,16.27919567623616
7,6,1,1,20.9917822457757,0,9.820327812576505
1,6,0,1,22.004760870143283,1,16.119488603803003
4,7,0,0,21.2687540327279,1,16.751314055681437
7,3,0,1,19.01329544045269,0,6.88108367445112
8,4,1,1,19.36664130996786,0,7.964589223015332
6,5,0,0,17.603377426754584,0,4.775898564680951
8,6,0,1,21.13205560720542,1,15.49439240486494
7,5,1,0,19.149502998262005,0,7.219285309177573
9,5,1,1,22.399845895747816,1,16.246594664303824
6,7,1,1,21.79658256812952,1,17.032783401874585
14,4,1,0,17.03302893242918,0,3.7885491555215456
8,3,1,1,22.6331775223875,1,17.281636815207296
2,7,1,0,18.75740767392002,0,6.092640403360155
11,5,1,1,21.642487840554512,1,15.696298124286512
14,3,1,0,23.105202793396213,1,18.311532081734143
5,6,0,1,18.423167461028484,0,6.132240075665314
6,6,0,0,22.925317229549925,1,17.124214533791225
8,6,0,1,20.27507358456256,0,9.214566492440127
7,5,1,0,23.678835193817047,1,17.93571348697955
12,3,1,0,22.325618781186463,1,16.353119196648883
2,4,1,1,23.245379416360013,1,17.583170983750513
2,4,0,0,20.91106493764396,0,10.01072417190358
3,6,1,0,21.92673525178022,1,16.35344749324405
9,4,0,0,20.310378885817453,0,9.298227442729653
4,6,1,0,19.89515254927483,0,8.598772863850112
6,8,0,1,20.630331703595203,0,9.385229014375788
9,4,1,1,18.741030193450797,0,6.6679554599289785
11,5,1,1,20.967214004130746,0,9.4583400338958
11,6,0,0,20.1023649300885,0,9.075353225517016
11,8,0,0,25.222320009832487,1,19.68420074715532
5,7,0,0,21.656955638415603,1,15.950916917270227
10,3,1,1,20.45722108518856,0,8.44954745128272
8,3,1,1,21.691378897153974,1,16.06825652948474
7,7,1,1,22.281494113462585,1,16.18718957765795
2,5,0,1,20.020435351752703,0,7.3051535478708
11,4,1,1,23.893747783534938,1,17.333516679138683
10,7,1,1,20.32959832797251,0,8.364303541840787
1,5,1,1,22.77138499281564,1,17.438371844585088
10,7,1,1,24.15531669303421,1,18.492708963846425
9,6,0,1,22.374686195490437,1,17.280312951069767
5,5,1,1,19.691778126892725,0,7.825005873795284
7,3,1,0,21.93616629922204,1,16.87984660946025
9,5,0,1,21.57444446187314,1,16.371636425644375
6,5,1,1,22.42779758279952,1,16.917719409160917
7,5,0,0,21.5831698791642,1,15.702817786004507
10,4,1,1,21.35833527408352,1,16.177307951310404
6,7,1,0,19.85594114507184,0,7.398764644829744
6,8,1,0,17.757055053240222,0,5.275344251988033
6,6,0,0,18.263764580673048,0,5.802565130653132
10,4,1,1,23.649073204583,1,17.30159599647859
14,4,1,1,16.910638648637292,0,3.8190326481249937
7,6,1,1,19.565556040915205,0,7.283676693371461
5,1,1,0,18.900616360158637,0,6.225834793447105
6,6,0,0,20.59868022040806,0,9.364612009781489
6,4,0,1,23.257823118543904,1,17.86336857981409
14,6,0,1,19.202312984878827,0,6.840547204217666
14,5,1,0,18.793739623840214,0,7.251148046297669
5,7,1,0,23.80971673309065,1,17.304235275599787
9,6,0,1,21.642752321649525,1,16.83337152055869
9,3,1,1,21.485483181049958,1,15.985441261371124
13,7,1,1,21.950987885605667,1,16.8843054188615
6,3,1,1,23.001013745881345,1,18.41150171521137
4,6,0,0,19.113832046483264,0,7.281434827679491
5,5,1,1,20.961440874996686,0,9.625980312633198
10,6,1,1,21.41846396431473,1,15.888206605942427
11,6,0,1,21.42210452325561,1,16.977594040511555
5,7,1,0,20.743343288126997,0,8.713272791859904
12,3,0,0,25.377813525328587,1,19.38762664714639
8,9,1,0,23.235025517412687,1,17.150653020329912
6,8,0,0,21.271098552434545,1,16.710265747599465
6,7,0,1,20.756926308899374,0,9.734666432315665
14,6,0,0,20.028379245334907,0,7.638201946615608
6,8,0,0,21.15056463930958,1,15.653481578873148
11,7,0,1,25.32024073458666,1,19.417663212423943
6,5,1,1,23.454417629299137,1,17.97039702975905
5,5,0,0,23.812116926834268,1,18.130052735026137
3,5,0,1,20.809353566574742,0,9.692975964766214
8,5,0,1,22.55108899523773,1,17.50726289670525
9,7,0,0,18.255864715903588,0,6.763540444691981
13,8,0,1,21.592086191144304,1,16.814178788193377
2,6,0,1,19.75421893198553,0,8.518735774277594
13,4,1,1,21.72362958985135,1,17.226033440869074
14,6,1,0,22.94004182616918,1,17.303965623562227
4,5,1,0,21.230626003220177,1,15.830052566615038
6,5,1,1,20.76498581755642,0,9.21292155217536
8,6,1,0,23.680821412725425,1,17.18427463591247
9,6,0,1,19.630807825594392,0,7.700368038310557
9,8,0,1,18.188153066260867,0,5.586270671136482
5,8,0,1,20.35115618132253,0,8.68829810294186
12,4,0,1,20.718832815509938,0,9.60659949796734
9,4,1,1,19.435274728679705,0,7.986860946826471
6,8,1,1,20.64588330939361,0,8.567186370649754
5,7,1,1,21.190240538080296,1,15.244403665053074
6,2,1,0,18.87713228956473,0,7.832433991372118
12,5,1,0,23.406974954144168,1,17.46734547480699
5,7,1,1,21.03353181218819,1,15.862405908760405
2,4,1,1,22.39898113435766,1,17.49370736449263
4,4,1,0,19.49516990470488,0,8.366670590823954
4,6,1,1,20.27562740683929,0,9.00914470513752
7,4,1,1,20.805453533432598,0,9.099474021365424
10,4,0,1,17.745643036542834,0,4.983023690120001
5,7,0,1,19.679560442398557,0,7.443009231934234
11,7,1,1,21.170734398192558,1,15.062642721001104
6,5,0,1,18.286247548832804,0,5.064566940197133
8,6,1,1,22.974943706140674,1,17.001062295054805
7,6,1,1,16.893473255367528,0,3.593129164594933
12,5,1,1,24.221498341356973,1,18.485131998980453
7,6,0,0,20.1871683312236,0,8.31937046346288
6,5,1,0,22.29413270483284,1,16.599024187884087
6,4,1,0,20.8170151971246,0,10.203906303301556
7,7,0,0,20.907969262272857,0,10.14350449993712
11,7,1,1,18.800569251439143,0,6.132646309422677
11,3,1,1,21.067745663526125,1,15.74646427623121
11,6,1,1,21.78942341988714,1,16.258522586667553
12,4,1,1,20.430892984678653,0,10.04554854548504
11,3,1,1,24.153976635048767,1,17.54408184241135
8,8,0,1,20.57663571194404,0,9.127804201431331
4,7,1,1,18.259524716479756,0,6.144105104475807
6,4,1,0,20.464581666709822,0,8.334443220313597
12,7,1,0,20.969005316985083,0,9.486224982851638
7,8,1,1,22.24281142025316,1,17.06420065282093
11,4,1,0,23.211991614194293,1,18.26438848439326
7,6,0,0,19.204273908001223,0,7.55957533544967
6,2,1,1,21.52405075213009,1,16.292178631882035
6,4,1,0,20.440849479230224,0,7.720819829730065
6,8,0,0,19.51330393578704,0,7.5000880696519
8,6,1,1,20.11158562901116,0,9.23870422178407
8,5,1,1,21.756998902691446,1,16.12789676306713
2,8,1,1,23.43455949342876,1,17.43535615450435
10,5,1,1,19.459209414663903,0,6.807052697509023
4,7,1,1,18.38843270311284,0,6.320752176959188
9,5,0,1,21.610727932316703,1,16.974180869301478
15,9,1,0,19.31684174366782,0,7.726920228134929
10,7,1,1,26.39985973380344,1,19.813803187741097
12,5,0,0,21.94789695264747,1,16.735287860880387
8,7,0,1,21.726026325629046,1,16.576667544075583
8,5,1,1,22.75518933972193,1,16.912090393252935
10,5,1,0,20.53372555667004,0,10.245298396820813
3,3,1,1,17.845711260430228,0,4.20624640556252
7,6,1,1,22.152411621683527,1,17.182420177215903
10,5,1,1,20.860182868129343,0,8.855431739159556
5,6,1,1,20.348072258124983,0,9.082839125888768
5,5,0,1,20.43920783992382,0,8.75411936742306
4,5,0,1,21.700031484047624,1,16.781147156503632
4,6,0,1,17.503094745794755,0,3.4583760069024776
10,6,0,1,22.60992799802179,1,17.532426797390006
5,4,1,1,18.80949808794284,0,6.333826467692076
9,6,1,0,24.50021797144692,1,18.300418527244236
8,6,1,1,23.700655746141944,1,18.803965519205704
8,5,0,1,19.816122319267865,0,7.954295522517946
9,7,1,0,19.452606709020067,0,7.487551380773878
9,6,1,1,17.85369290046059,0,5.075017980554131
7,6,1,1,20.45810452093161,0,8.924073332745786
13,4,1,1,20.39829297012869,0,9.138729123871476
9,4,1,1,20.55759965068893,0,8.95862439575736
9,5,1,1,22.4724076125688,1,16.32502842123052
7,5,1,1,21.565417341231885,1,16.518449137293846
6,9,1,0,19.386532686701116,0,7.739271698264014
10,5,1,1,20.315028823529943,0,8.97572967760715
4,8,0,1,19.956619523138407,0,7.493758807518646
11,3,1,0,23.19211077350329,1,17.685710518490982
14,6,0,1,21.447926421235,1,16.401386852465976
5,6,0,1,21.387626816408908,1,15.417087736804165
9,5,1,1,19.505096162894645,0,7.294525161551522
7,5,0,0,21.41226549554576,1,15.879177187601124
7,7,1,0,21.96628372524738,1,15.939782913454463
5,6,1,1,24.09866201341585,1,18.468686959403204
5,6,1,0,21.15571895482448,1,15.52043447610196
7,6,1,1,19.7391121389056,0,6.999742498239597
12,5,0,0,19.90540875767569,0,8.500369419230447
5,5,0,1,19.896058362433827,0,8.471132222010748
4,4,1,1,26.144674668744297,1,20.152619774818536
15,6,0,1,19.25831727332333,0,7.005454794872181
5,2,1,1,18.82981296379521,0,6.684825635415304
7,4,1,1,21.06311112093022,1,15.920518527925523
11,5,1,0,20.200562420572695,0,8.395597515450671
8,5,0,1,19.474487505489336,0,7.510807325216207
11,9,1,1,21.728051318144583,1,16.704898697695132
8,6,1,1,19.11987001700685,0,7.054780955148013
6,1,1,0,19.45087262056897,0,7.046087136363917
3,7,0,1,21.624648761341355,1,16.619265398104424
8,7,0,0,19.687523338025944,0,7.367044620323995
8,5,1,1,22.38168362721205,1,17.37075070676755
16,9,1,0,22.1403984554618,1,17.490885181531205
2,6,1,1,20.88113551142609,0,8.839803195046468
7,6,1,1,21.06211316647578,1,15.094244693290944
5,8,1,1,20.093366807165296,0,8.48771357808821
3,7,0,0,20.21348599648982,0,9.163302885082825
4,5,1,1,21.09994827590693,1,16.636898606343518
6,5,0,1,19.744777614184557,0,7.479842135024671
6,5,1,1,17.49497487703869,0,4.35139694769707
6,7,0,0,19.77777551442716,0,7.894699249903657
4,6,0,0,19.697127467189237,0,7.870338277453937
7,7,0,0,19.999369972156572,0,8.895318522906807
15,4,0,0,20.33061281097927,0,10.078244015960877
7,7,0,1,23.09870697468737,1,17.1818508184545
10,8,1,0,21.62620070925656,1,16.449635396046414
8,3,1,1,21.74085264887121,1,16.640527866447645
7,5,1,0,18.34540895732671,0,5.221119673184139
8,5,1,1,20.03134559406371,0,8.096156774214807
5,5,0,0,20.203780143106343,0,8.556547046085983
7,4,0,0,19.69458695625105,0,7.753184521569469
1,4,1,1,21.61779612744336,1,16.28062437815103
8,7,0,0,22.12955051788085,1,16.457516308276805
10,4,1,1,19.353246030118065,0,7.593095728523759
5,4,1,0,18.17786198427553,0,5.845117690021916
9,4,1,1,21.367109083939564,1,15.67446495417393
10,5,0,0,24.39340065986799,1,19.758760187439723
11,4,0,1,21.05554938886896,1,16.315005559911928
9,5,1,1,21.27258402578799,1,15.07049140516553
10,6,1,1,22.04430195170026,1,15.962076958656915
7,8,1,1,23.871267075117263,1,16.49190360106667
10,6,1,1,20.91847850176325,0,9.464540108391631
2,5,1,1,20.70474137873733,0,9.548643475598052
8,5,1,1,20.72817593281883,0,9.52908263176633
3,8,0,0,21.70495669954024,1,15.295991141429193
