defendant_age,prior_convictions,gender,minority_status,severity_score,legal_representation,sentence_duration
6,4,0,0,19.552713686368094,0,4.641190666642449
8,7,0,0,23.178348646348283,0,8.836263016994451
7,7,1,0,23.090687100532826,0,9.519747271234255
1,5,1,0,24.2111291710459,1,11.405623713654052
8,5,0,1,21.70157034676999,0,7.677590083321609
4,8,0,1,24.079030826022667,1,12.59854427253941
9,5,0,1,24.97608335448102,1,14.023939957733653
6,4,1,1,24.753723136831013,1,13.144159408108967
9,6,1,1,19.975543247425996,0,4.561234619354049
7,8,0,0,25.724286922134425,1,13.254931268255929
6,5,0,1,27.078122844893272,1,15.35541267973504
5,5,0,0,20.48553408366295,0,4.703401858084794
7,6,0,1,22.965343965357256,0,9.322176591244398
6,6,0,0,25.62684664479336,1,13.184878538388867
8,4,0,1,24.415062953363464,1,13.414320851978689
5,7,1,0,25.329405823884,1,13.221850436740995
2,6,0,0,24.518035808547094,1,12.173430173547292
8,5,0,1,25.2074265076032,1,13.454276517884372
11,4,0,1,26.640611528597088,1,15.254786297779065
9,6,0,0,30.34697819786167,1,17.278157239617798
7,9,1,0,23.72897439110262,0,10.09171307255504
9,7,0,0,22.02398304405365,0,7.545419243519901
10,5,0,1,23.298652852019657,0,10.407404185687271
15,7,0,0,23.994344309162877,0,10.948662636968985
7,7,0,0,25.05435288899712,1,13.747798156782778
8,8,1,1,26.934838553318453,1,15.149769139358373
5,4,0,1,23.681773015052357,0,10.020515047431063
6,4,0,0,22.4711198867848,0,7.782506069132438
0,5,1,1,22.235601514297034,0,7.601858062733115
8,6,1,0,24.99133768166509,1,12.996827448695816
6,8,0,0,26.781876948493117,1,14.087596849269648
8,6,0,0,23.020610482679945,0,8.535135369759752
6,8,0,1,20.59741675656179,0,5.737417806965143
5,4,0,0,26.7204201729971,1,14.068685376081763
8,7,0,0,25.303105876951857,1,13.317329982533074
11,7,1,0,24.342645156904585,1,13.113857077015709
5,5,1,0,22.041458361726853,0,7.739346340424203
8,4,0,0,25.072582581710712,1,14.082506188325414
15,5,1,0,23.474853245053502,0,11.32859456066041
7,4,1,0,26.42556886534754,1,14.7177132349698
8,5,0,0,24.49296451425023,1,12.89654594496162
0,5,0,0,21.81350345198621,0,6.458453786948335
9,9,1,1,25.605155599902314,1,14.48646260726358
7,7,1,0,24.34143804170761,1,13.129211441599846
5,2,0,1,20.61252533648807,0,5.747577980625186
9,3,1,0,29.536792003231863,1,17.33456250747764
4,4,1,0,23.02412533342644,0,8.784909726292609
6,7,1,0,22.00884249746606,0,7.449396922611653
4,5,0,1,24.174927646301683,1,13.02209302722104
4,6,1,1,24.031376182533386,1,12.772062601153245
9,4,1,0,24.849566012637258,1,13.882477238614028
11,5,1,0,25.393027708705283,1,13.914095505185566
8,4,0,0,25.47302488328387,1,13.664450085340397
0,6,0,0,26.389644698377616,1,13.380104140339546
6,5,1,0,23.50188933738094,0,9.22464602135272
12,3,0,0,23.936283346840117,0,11.329299004400838
1,5,0,0,27.04046494621573,1,14.619449782064248
10,5,0,0,22.684716817937183,0,8.327891074541025
7,6,0,0,27.05864372720398,1,14.953573160070952
5,6,0,1,26.079192341405296,1,13.78272922214668
5,5,0,0,23.52516650906022,0,8.814682756830607
7,5,1,0,24.842512925649487,1,14.043063309766604
8,5,1,0,21.302860164550573,0,7.237307726726343
10,6,1,0,24.00123172501861,1,13.495816522886283
11,5,1,0,25.533458285690195,1,13.85124668805608
9,8,0,0,24.65778408381213,1,12.424261482810415
7,5,0,0,25.28021587560829,1,13.937474316688675
16,7,1,1,21.494416409576253,0,8.523564476540772
4,5,1,1,22.37896485810896,0,8.073640847345711
8,6,1,0,30.72858732874397,1,17.642906147410024
9,5,0,0,23.52834881800863,0,9.920975844920903
10,4,0,0,23.251676469284057,0,10.000189458902224
9,3,0,1,24.47787015870284,1,13.980832385976033
10,3,0,0,27.117098214546253,1,15.915403103971638
9,6,0,0,20.05071907700479,0,4.994478824720403
5,4,1,0,24.75622791499714,1,13.329167985185212
7,6,0,1,22.32707617171669,0,8.04348650147373
9,4,1,0,20.422116202889548,0,5.208498585848347
3,7,0,0,24.886078059056903,1,11.792362924702664
9,4,0,0,23.242586183400537,0,9.62868869885538
6,3,0,0,24.14872260998924,1,11.827469273350165
13,5,0,0,21.389381185364343,0,7.338127184390276
3,5,0,0,26.28559384693312,1,13.283257567836635
6,5,0,1,24.8915059858701,1,13.791300746857402
7,4,1,1,25.44996672403165,1,14.561891872138848
6,7,0,1,23.17436430974558,0,9.00082252387192
6,7,0,0,24.004344660168524,1,11.85292434112672
5,8,1,0,22.877930851909653,0,7.663363542554133
6,6,1,1,20.47666094136612,0,5.149297885079119
12,8,1,1,24.572646096465096,1,13.98926733469633
6,5,0,1,22.69063401697581,0,8.471983611075432
4,5,1,0,23.607585817348877,0,9.639169721423984
7,5,0,0,25.67112829445199,1,13.794563950795265
7,5,0,0,22.52990697147709,0,7.783224054139634
3,5,1,0,25.60245096855333,1,12.772265672040248
6,5,1,1,22.569664416124763,0,8.57718101766748
13,5,1,0,23.671899813641144,0,12.052970833124334
17,6,0,0,25.744099926815263,1,15.580631139998404
6,3,0,1,24.346584180651348,1,13.028842486903072
11,6,0,1,24.238808041344083,1,14.11668245160281
14,5,0,0,22.39504050989076,0,8.82798407858701
9,7,0,1,25.474957286957363,1,14.909732415568358
7,6,0,0,24.88787859737621,1,12.983752251317568
10,5,0,0,24.083649190849677,1,12.777949884262911
6,5,0,1,26.68561333354468,1,14.115098023253951
-2,6,0,1,22.99836666362373,0,8.127940493574544
5,5,0,0,23.34723012889681,0,9.260383555524774
7,1,1,1,25.667058857928826,1,14.864384886196069
7,6,0,1,24.805077869915,1,13.647143932324424
5,7,1,0,24.721040571087297,1,12.815375342933956
3,4,0,0,25.724646778591858,1,14.19454471814934
12,5,1,0,21.95568000897908,0,8.649521708477053
10,5,1,1,21.4422693002636,0,7.0255163962249325
8,8,1,1,25.919436486850003,1,13.4007507620154
1,5,1,1,25.86194397106802,1,14.022329862603106
8,6,0,0,22.50547036699352,0,8.266302842115493
6,4,0,0,25.05556416252262,1,14.105092771531275
9,6,1,0,24.23136558903793,1,13.104246470126764
5,4,0,0,20.93828911466551,0,6.602669336157421
4,8,0,0,27.096331701801216,1,13.69636709532022
6,3,1,0,27.44479833428709,1,14.934105440008356
3,5,1,0,25.46922152491971,1,13.155478188425482
17,4,1,0,20.214742374559023,0,6.357963895173736
9,3,1,0,28.302043123234487,1,17.436950454116708
9,6,0,0,23.7823500824974,0,10.467675446615647
7,5,1,1,22.70744798884014,0,8.336540682144316
7,4,0,0,25.15856904829217,1,13.195668461285695
13,5,0,0,26.17238027016501,1,15.420404717713945
3,5,1,0,26.033808287900737,1,13.12054676856564
8,5,0,0,24.304573492948236,1,13.259487325068786
7,4,0,0,25.78171548135083,1,14.618862740978546
10,7,1,0,27.860978016584117,1,16.42006321580369
3,4,0,0,25.059300143423044,1,12.531782086093472
2,5,0,0,27.761130445263284,1,14.694701030301522
7,3,0,0,22.882516381501954,0,8.831834936421636
3,6,0,0,26.2636159679574,1,13.03652139367198
7,7,0,1,24.384719453852203,1,13.124398549540976
9,5,0,0,22.077170687276016,0,7.647791902626256
6,5,0,0,23.31439816196519,0,9.578573297831843
4,6,0,1,23.84220003956447,0,9.701704268618986
5,7,0,1,25.46018676762696,1,13.6864813120906
7,6,0,1,26.565296435535448,1,14.92111562088293
10,5,0,0,23.84869947187769,0,10.7689747551509
13,5,0,1,23.79701406845413,0,10.930025619661825
1,5,1,0,20.801482352385623,0,4.800331721829297
6,6,0,0,22.970801721427723,0,8.677915028958111
1,4,0,1,22.83961726720846,0,7.7295702054707185
9,3,0,0,24.37604014478579,1,13.82772174808448
2,6,0,0,24.265096747947265,1,12.581637583919171
9,6,0,0,24.696013584700907,1,12.794741011316336
10,8,1,1,23.95399617952057,0,11.859998350352807
6,4,1,1,25.65028456022155,1,14.0092954122664
6,6,0,0,24.19733251003788,1,12.514879390683388
8,7,1,1,25.191410978712565,1,14.229599086342546
12,7,0,0,21.329708255471598,0,6.97789630400933
9,3,0,1,24.28139535083495,1,13.904938483918166
4,3,1,1,25.415447158022573,1,13.466316615955872
3,6,0,0,23.32151483816453,0,8.900716701179784
10,4,1,1,23.912277007403997,0,12.443346058586377
4,6,0,0,20.943663154710677,0,5.506251106419339
7,5,0,1,26.236720361117573,1,14.126492500460364
3,5,0,0,19.076706176739528,0,2.1261219565569003
2,8,0,0,25.6149044112517,1,12.721693402717351
8,6,0,0,24.06579758944616,1,12.416347992086193
6,5,1,1,22.309845449907677,0,8.68929475358699
8,7,1,0,21.257638976254388,0,6.049204705523977
8,4,0,0,22.730894419692486,0,9.074236961166402
10,7,0,1,22.87840608124965,0,9.780901644092763
11,6,1,1,22.978308425959355,0,9.928467456379543
6,4,0,1,25.188402553939422,1,13.73061307246279
11,6,0,1,28.704257116467232,1,16.451874244708748
8,8,1,0,22.77107870788042,0,8.634192986706687
8,6,0,1,24.90114167362417,1,12.912518142373084
10,5,0,1,25.12685019025536,1,14.035480354552602
9,6,0,0,24.746278885897823,1,12.447077150989871
1,1,0,0,27.859402651635,1,14.603083743875647
7,6,1,0,25.04411772544665,1,12.86517987256817
13,7,1,0,27.944833387199004,1,16.4383636167868
6,11,1,1,24.07266006270503,1,12.581220673451757
9,5,1,0,24.03975587658968,1,12.895813164274756
9,8,0,0,25.982068896413512,1,15.112322402450662
2,4,1,0,26.16707514756282,1,13.856759419491006
8,4,0,0,26.266534968207043,1,13.888769072286951
5,8,0,0,24.07814063985477,1,11.825481918928364
12,7,1,0,24.65131762768002,1,13.555164544631737
6,5,0,1,25.739928618651746,1,14.276725623421738
10,5,0,0,27.32409866078489,1,15.63627541430854
5,6,0,0,28.18957273720353,1,16.177705604322327
11,4,0,0,22.190785750540066,0,8.78489698869116
6,7,1,1,20.88974862929373,0,5.828588693811591
9,7,0,0,28.1442509147209,1,15.876576059177866
8,7,1,0,23.96700899679889,0,10.138756086921068
10,7,0,0,24.09320820312001,1,12.503145095175324
10,2,0,1,27.28327920523263,1,15.847526705099696
12,6,1,0,22.76858558364158,0,9.504605952873272
8,6,0,0,23.15660990964337,0,8.980905074773466
10,7,0,0,21.623563262748352,0,7.428401358984207
11,5,1,1,24.062186994456376,1,13.76047138003445
7,8,0,0,26.2749246642705,1,13.400854666842392
1,5,0,0,20.384178196795983,0,3.794341516769983
2,5,1,1,23.094395309264648,0,9.225644638186218
7,5,0,0,24.759428710885537,1,12.423370509516785
9,7,1,0,22.374719056838355,0,7.503600288046711
11,4,1,1,25.258105603642264,1,14.481186590692015
9,6,1,1,19.8083791291024,0,5.023681472989455
4,7,0,0,24.209809334904055,1,10.758654832677877
10,6,0,0,22.1040297741895,0,8.320540065035257
12,3,0,1,27.451384301223715,1,17.18489134014003
13,6,1,0,27.069368648405835,1,16.465185359965453
-3,3,1,1,20.77151136720309,0,4.832051666183062
10,6,0,0,26.771532478540117,1,15.431267477222796
5,6,0,0,22.428683931291214,0,8.042304727500419
17,6,1,1,24.72707969820561,1,14.462546092215264
8,6,1,0,23.87227994943021,0,10.761570058847791
8,6,0,1,28.910543786327864,1,16.61415695055154
6,5,1,1,22.366894311186616,0,8.534181636053617
13,7,1,0,22.92897296282655,0,9.978244583383251
1,7,0,1,22.712756977813875,0,7.871287858902601
10,5,1,1,22.59823759410589,0,9.121760102255072
9,8,0,0,24.556216143712195,1,12.80800310162994
14,5,0,0,25.103002615633034,1,14.51722542967958
10,5,0,1,21.275477753136965,0,6.353254937396873
8,6,0,0,24.024463032294555,1,11.645253632973738
4,7,0,0,22.50063850829542,0,7.3049447556170595
13,6,0,1,22.853559430584973,0,10.068669917501277
10,5,0,0,23.09533266626852,0,10.144515477661107
2,4,1,1,21.384477835631262,0,5.981075048134917
13,6,0,1,20.518725882532152,0,6.152267654483562
6,2,0,1,24.552209410573003,1,13.644182016701452
10,6,0,1,27.433138654260222,1,16.230815671126553
7,5,0,1,22.46463148575318,0,7.988746301384343
7,6,1,0,26.770107862319517,1,14.48038976091144
11,4,0,1,25.586768056954824,1,15.001768396278509
7,4,0,1,24.543062263092462,1,14.338799405237792
7,5,0,1,25.836028556760745,1,14.769434287292611
7,8,1,1,23.676019143369384,0,9.671633330226449
11,6,0,1,24.008356715661773,1,13.230825723514648
13,7,0,0,21.0855566181108,0,7.477370213922748
3,3,1,0,22.099616513696223,0,7.6191163581088865
11,5,0,0,26.12527234997176,1,14.848553430675697
5,7,0,1,22.35383983130424,0,7.391438778716039
10,6,1,1,27.53833048873689,1,15.948934801008075
6,7,0,0,24.289005140992558,1,12.014302320884584
4,7,0,0,23.224050689051708,0,8.625418991647825
15,6,0,0,21.926096630939696,0,8.325939920753171
5,7,0,1,28.10312840090809,1,15.131155186575336
8,5,0,0,22.09518333006189,0,7.692694568901399
10,5,1,1,26.358170694654405,1,15.058843792717283
1,7,0,0,23.617828193823648,0,8.711167664316719
10,4,1,0,24.245814723178903,1,12.713627375140996
6,3,0,0,24.127559024112216,1,13.012546951480877
10,7,0,1,20.130696868518584,0,5.056935258042195
6,5,0,0,25.45754119712475,1,12.745276364882148
7,6,0,0,23.77620430017647,0,10.424501700916114
6,6,1,0,28.536314249302517,1,16.170944016759467
10,7,1,0,26.445337911424392,1,14.498369136139743
4,3,1,0,24.776387389747725,1,12.620792468089622
10,6,0,1,21.52563631687516,0,6.748059148115425
8,3,0,1,21.10828664757713,0,6.9120000649719575
5,5,1,1,24.572242289631227,1,13.320641982556491
1,5,0,1,20.70555229585289,0,4.802399104755292
12,7,0,0,22.7589535295964,0,9.07720562781403
10,4,0,0,23.61059731574557,0,10.274306459817176
5,7,1,0,28.36953621647008,1,16.477310662863083
7,7,0,1,27.806329949600737,1,15.627054927985968
7,4,1,0,22.737496785432644,0,8.937563000893856
10,7,1,1,25.862097056231136,1,14.316847707870432
9,4,1,1,20.848620160725357,0,6.539718517768634
3,5,0,0,21.265196021490432,0,6.1709361159688925
4,7,1,0,24.71776167080681,1,12.764893173005946
8,6,0,0,24.6026856937232,1,12.535718713993925
11,4,0,1,23.953507373230806,0,11.084750020425425
10,5,1,1,23.47799164381059,0,11.02450294006095
16,4,1,0,27.65279742979705,1,17.353053240257815
14,7,0,1,20.10718693777165,0,5.73769335223038
5,3,0,1,23.18073858099431,0,9.692385834676491
6,5,1,0,25.557935129558256,1,13.028747575685871
6,4,1,0,23.49954827700819,0,11.385893051785128
12,6,0,0,21.70615809497554,0,7.560979050965194
6,5,0,0,23.71329032672716,0,10.52864557091607
9,4,1,1,24.70596776104837,1,13.458980399817918
5,6,1,1,24.03798971187354,1,12.560849797377406
4,6,1,1,20.611326018556937,0,4.838572047684009
7,8,1,1,24.42984125021788,1,12.574547435187906
11,4,0,0,23.318409990703437,0,10.70680094671484
0,5,0,0,24.22307669886012,1,10.91793407800752
8,4,0,1,21.717421817414053,0,7.825525795459809
11,9,1,1,23.212822707557816,0,9.848650728513688
8,5,0,1,24.38386285851473,1,13.446440888711516
12,8,0,0,25.193837219271938,1,13.546912473086543
7,4,0,0,26.717884919559,1,14.02258242859876
11,4,0,0,27.08271358734797,1,15.905570056595511
7,6,0,0,22.913035939601524,0,8.584913182227565
3,4,0,0,24.73226592678064,1,11.795123571989883
5,8,0,0,25.86875563348973,1,12.75633266286892
7,6,0,0,20.50557229845191,0,5.292701389662851
8,8,1,0,27.926947332799124,1,15.087359778459223
1,6,0,0,24.218510625162068,1,11.846993515848036
6,5,1,1,22.827197800074963,0,8.758733132925478
8,5,0,1,26.608518472114653,1,14.968092397488563
10,7,0,1,26.551708856934606,1,15.12324032309867
6,7,0,0,24.86100614166176,1,11.551233557265828
7,7,1,1,24.085605156832887,1,13.264374183612857
9,4,0,0,21.01125839334484,0,6.680826710268201
8,4,1,0,19.58103377856366,0,4.384195543715252
10,8,0,0,30.48403199577261,1,18.380349497027208
6,7,0,1,19.7727619982066,0,4.343150533630689
5,5,1,0,22.204750420380968,0,7.142419259500527
11,7,0,0,23.909957631600168,0,10.256572374863374
3,6,0,0,22.96560344758485,0,8.080447927642654
4,3,1,1,24.20585612649804,1,12.267591996194255
5,3,0,1,24.55381284084478,1,12.879223646079891
9,4,0,0,25.2019682137684,1,13.227612409561766
6,2,1,0,25.71757012858745,1,14.836407795404927
10,7,0,0,23.51151020202508,0,9.85551606700136
9,6,0,0,25.61316265045797,1,14.60904758503498
2,6,0,1,28.384918001951284,1,14.956222438255404
5,5,1,0,22.47308461585556,0,8.130772265560786
10,7,1,0,23.113546466301152,0,9.377368818367689
8,4,0,0,23.704922249277807,0,10.094910313400105
9,5,0,1,19.03244138295269,0,4.41845445540002
2,1,0,0,23.3209114827946,0,8.762892660730133
7,6,1,1,24.04439292152352,1,12.179338397373728
7,5,0,0,23.73429344498788,0,11.060853140920482
9,8,0,0,26.248337043676543,1,13.972470176983997
14,5,0,0,23.66245153059181,0,12.34508271150585
7,6,0,0,23.94245772267708,0,10.554860215864007
5,6,0,0,22.972338298133185,0,8.31432541669334
9,4,0,0,23.213130083499895,0,10.121431861919474
8,6,1,0,21.81032855144436,0,6.713613770604576
3,5,0,1,22.68543164460215,0,7.986629288494463
1,5,1,1,25.94806605069764,1,14.018120094586816
6,4,0,0,24.97582966741935,1,13.162082052703935
10,6,0,0,26.06887069676149,1,14.449856508769429
6,5,1,0,23.43869704130231,0,9.520964575134398
1,6,1,0,27.977187764220982,1,15.845686783090162
8,4,1,0,22.540912965696464,0,9.443704760861822
10,4,1,0,26.870295648349675,1,15.4886872826423
6,5,1,1,24.236437831004675,1,13.040973220921714
6,8,1,1,24.00970013984881,1,12.698881272026584
3,6,1,0,24.414193446251204,1,12.282401673138695
11,5,0,1,23.89685853108912,0,12.034802050565498
15,6,0,0,24.80371957114497,1,14.444205697596432
5,5,1,0,20.85813604443473,0,5.291142122752807
4,5,1,1,24.49082825110865,1,12.93037154177365
6,6,1,0,26.546635039124265,1,14.986753333053215
11,5,1,1,23.89574018697699,0,11.677326186860864
6,3,0,1,23.58273212186031,0,9.68819028417798
7,6,0,1,20.02291962642937,0,4.979979543221371
10,5,1,1,21.219610122711703,0,7.251425289678241
9,5,1,1,24.168436060565934,1,12.732712490462369
12,4,1,1,26.16002648972388,1,15.939926584661498
14,6,0,0,22.700885845308505,0,9.508177485970815
8,6,0,0,23.177967055335056,0,8.874114561182425
3,5,0,0,25.416034468589967,1,12.811751925494889
8,4,0,0,22.61144085833169,0,9.0989093435985
6,5,1,1,25.363677038010007,1,14.783765247512646
5,6,0,1,22.802185142319768,0,8.993972704810298
6,5,1,0,23.82639454373312,0,9.868345287194469
9,5,0,0,22.25125911304008,0,8.55528085390496
10,5,1,0,28.906505868279027,1,16.687569848384328
9,7,0,0,23.759301981162096,0,9.634149620142184
5,6,0,0,23.113566072322712,0,9.49102908891136
7,4,1,0,23.69948038913928,0,10.133743829495248
10,8,0,0,24.561411664122783,1,13.15153732272704
12,4,0,0,23.367929637303583,0,12.064328257159673
8,6,1,1,20.63959181883029,0,4.741565779872051
3,6,1,0,23.546467074871195,0,8.456257242871926
13,3,0,1,27.242904016212528,1,16.41794610643967
10,6,0,1,20.39594126327037,0,5.7850424362364
9,7,0,1,23.854271558197723,0,10.56878145673643
8,5,1,0,28.31323331705066,1,15.466097980604015
8,5,1,1,22.74726800919973,0,8.861373712676231
6,4,1,0,27.245499261649076,1,15.490645726531175
4,8,1,1,25.28148176359884,1,12.633146503313478
7,6,0,1,27.307074376461404,1,14.538882122783654
4,5,0,1,20.25879856413897,0,5.002549948401344
7,5,0,0,22.708512226707622,0,8.146654877445298
9,2,1,1,22.857715370493818,0,9.855870104788933
6,7,1,0,23.87522948844313,0,10.16597337788119
7,4,0,1,22.933126425354683,0,8.889024402224065
4,3,0,1,23.87301649698737,0,10.23812971243606
6,4,0,1,21.12310718500137,0,7.476706107127604
8,7,0,1,28.112649741847108,1,15.63127153560496
6,4,0,1,24.25273540557132,1,12.247291781798848
13,5,1,0,26.02919800415517,1,14.848431414628465
11,8,0,1,21.33132491782432,0,6.703503928288258
10,5,0,0,22.777885699569417,0,8.10413739095053
6,6,0,0,25.977130023909616,1,13.408378910649256
7,4,0,0,22.4026252705692,0,8.17188282360404
8,4,1,0,25.867739549159825,1,13.66178067618797
4,7,0,0,22.82480524067044,0,8.510993341253803
5,5,1,0,20.239033722229085,0,4.843016933030573
7,3,0,0,22.39736683356137,0,8.427712991464578
3,7,1,0,22.045947744353505,0,6.399716189983175
6,4,1,0,23.07131229353242,0,10.15727069236064
12,4,1,1,22.54972087401116,0,9.973231990696757
8,5,0,0,26.2251509613864,1,15.17015716534156
9,5,0,0,23.05214796637457,0,9.849079608400237
9,4,0,1,24.70855433689987,1,13.731592953678136
7,6,0,0,22.10671860122927,0,7.678191852756004
1,3,1,0,23.5618372066542,0,9.362118573636105
10,5,0,0,22.536791332464365,0,9.278824309101909
10,5,1,1,23.423482460802877,0,10.206932410666228
7,7,1,0,24.42437248716171,1,12.74765301967616
10,3,0,0,27.17742312053033,1,15.29137566959467
4,4,0,0,22.129346056621,0,6.447411679302684
5,6,1,1,26.03946030272262,1,13.883767627125827
8,5,1,0,23.32783022025873,0,9.922828247599307
2,7,0,0,20.833764666008737,0,4.918089272321103
6,5,1,1,24.100231681309577,1,12.701939980213782
6,4,0,0,24.10446239105784,1,13.525477211434524
2,5,0,0,20.2647134699007,0,4.024979868710666
4,6,1,0,21.05767256518425,0,5.978710815731788
4,6,0,0,24.51244300954658,1,12.71589190428828
7,7,0,0,22.034609789159557,0,7.935773475666938
2,7,0,0,23.75988595714454,0,9.19141334565653
7,6,0,0,22.73445083180966,0,8.050001395988067
3,6,0,0,22.514826111421144,0,7.978254623935272
9,4,1,1,23.73417558817112,0,10.405876108597738
8,6,1,0,25.82969636176154,1,14.30643148969132
8,5,0,0,22.477378552102014,0,7.747895997699821
11,6,0,1,23.01724419556496,0,9.830565561933398
6,7,0,0,26.166191143240887,1,13.727125754289542
10,4,1,0,25.02592193558812,1,14.83499006360881
3,9,0,1,24.384697800319024,1,12.690995817167272
6,4,0,1,25.65029184090382,1,13.470999511406502
8,5,0,0,23.62170135005128,0,9.659395393052668
9,5,1,0,24.051124930272938,1,12.780242010397249
3,5,0,0,22.90331004933762,0,7.55309761345579
6,4,0,0,26.57732001410797,1,14.703455820316218
8,5,0,1,21.425034190743496,0,7.8020041883740125
13,5,0,0,24.40590012262936,1,13.43034140041216
3,4,0,0,22.39072638540179,0,7.7527811308779935
10,4,1,1,21.94292683073118,0,8.106414718863402
7,7,0,1,24.16973388946939,1,12.87147979459381
9,7,0,1,23.67094805573717,0,11.644825316378451
6,7,0,1,25.490136056985524,1,13.1216953447154
4,6,0,1,28.10985106088689,1,15.845193563692458
10,3,1,0,21.31865145341448,0,7.541728213018003
10,5,1,0,24.792936295426312,1,13.231989826548892
8,4,0,0,22.30875478614443,0,8.47229162296153
12,6,0,0,24.33404410932045,1,12.714778811973872
3,8,0,1,25.222185344321726,1,12.592260106586624
11,5,0,0,23.103348681608,0,9.021708699285329
8,4,0,0,22.50799230092144,0,8.577876584398457
3,6,0,1,24.44338211400429,1,12.102592947636795
3,3,1,1,25.36702459771856,1,13.389392623756462
3,6,0,0,24.71996667264876,1,11.325830858321677
6,4,0,0,28.76108558082548,1,16.468863020118444
7,5,0,1,26.333648900846452,1,14.005032986067349
9,4,0,1,27.69845498433604,1,14.205743600186397
8,4,1,1,24.7569604202586,1,14.150020541518346
9,4,0,0,22.76070621211239,0,9.6561744712931
5,4,0,0,22.263850223799903,0,6.521953232089031
4,5,1,0,26.41135653887384,1,13.839425789228317
7,6,1,0,24.59323571303464,1,14.468543279210916
5,3,1,0,23.270974624857597,0,9.266044199084437
9,6,1,0,23.25633323352693,0,10.167907427635011
5,6,0,0,27.6608443589271,1,15.304243991609482
5,7,0,0,26.356555244005524,1,13.814811743087194
8,7,0,0,20.853857082913965,0,6.0853721929007465
7,4,0,0,22.75494780717429,0,9.450141059785718
6,7,1,1,21.09640159979017,0,5.123899739421389
5,6,1,0,25.82992128515433,1,13.644222107839443
5,6,1,0,23.357545932210737,0,9.89430956826108
6,5,0,0,24.41231452816957,1,12.715353479377963
12,6,0,0,23.73239838868554,0,10.097678225303545
11,10,0,1,20.917299545364585,0,6.724591997247743
2,5,0,0,22.298853342690983,0,7.194763900527996
12,4,0,1,21.674246843032765,0,8.389245412929025
8,6,0,0,21.977507993137294,0,7.739520141051853
10,4,1,0,21.526992493573868,0,8.033185886232207
11,8,1,0,27.818755960556903,1,15.164282148493957
7,7,1,1,22.72811705779819,0,8.189846174385536
6,5,1,0,27.017893539585614,1,14.460839436481011
7,3,0,1,22.376535702566585,0,7.864378273176934
9,4,1,0,22.69958095894648,0,8.7191327539196
