student_age,education_years,school_funding,classroom_size,tutoring_access,online_course,final_grade
20,24,1,1,1,1,77.74112734252215
39,29,0,1,0,1,84.35901745664175
37,26,1,1,1,1,83.75630302969202
29,24,0,0,1,0,76.53608525811322
29,24,0,0,0,1,76.88976126721704
18,26,0,1,1,0,75.57768664786332
38,29,1,1,0,0,82.88150095196012
19,35,1,1,0,0,81.88787810317709
16,27,1,0,1,0,75.60673803997227
17,28,0,0,1,0,76.04057090790457
21,30,0,1,1,0,80.30732911817388
34,26,1,1,1,0,80.51529166216513
34,22,0,1,1,0,77.46721375299171
15,27,0,1,1,1,77.61985134019115
14,22,1,1,1,0,72.54053793840687
29,29,0,0,1,1,82.47495110413578
38,24,1,0,0,0,77.48590292348666
10,29,1,1,0,1,76.72398812913983
32,23,0,1,0,0,77.69858635494955
20,27,1,1,0,1,78.97865356350042
16,27,0,0,1,1,76.44888094213073
22,25,1,1,1,1,78.75749602462956
24,22,1,0,1,0,75.56519761563158
33,12,0,0,0,0,69.50462077085452
43,13,1,0,1,0,72.00510888400594
18,21,0,0,0,0,71.195291578718
21,18,0,1,0,0,70.16284681340481
24,26,0,1,0,0,76.46675089028311
40,20,0,0,0,0,76.6667988754511
14,21,1,0,0,1,73.84085334597776
33,25,1,1,0,0,78.99837494943202
22,22,1,1,0,0,72.65260928391116
30,20,1,1,1,0,75.8675098945067
30,22,0,1,1,1,76.83983585073985
52,18,1,0,0,1,78.9944885827376
19,23,0,1,0,1,74.75807715598702
41,21,1,0,0,1,78.49048157840085
21,18,1,0,1,0,70.752112187403
25,24,0,0,1,0,76.9535083245017
18,22,1,0,1,1,74.13460647599439
30,25,1,1,1,1,79.46615124819866
21,18,0,1,0,0,70.22159545021906
23,21,0,0,1,0,72.64830052717603
20,29,1,0,1,0,77.74170821943505
25,22,1,1,1,0,75.36979083590873
32,25,0,0,1,0,78.1895137762376
28,21,0,0,0,0,73.8774239225276
22,25,0,0,1,1,77.13281273231748
31,25,1,1,1,0,78.37981546804369
28,22,0,0,0,1,76.08378144809093
33,21,1,1,0,1,79.01132346888687
41,30,1,0,1,1,87.42897544765329
23,26,1,0,0,0,76.46943543643441
30,27,0,1,1,0,81.2115779897223
17,21,0,0,0,0,71.65218045336681
31,24,0,1,1,1,80.49937966926531
23,21,1,1,1,1,75.45109655437207
26,22,1,1,0,1,77.28270223395027
13,28,0,1,0,1,77.66757038915196
35,30,0,0,1,0,82.78204022479613
22,23,1,0,1,0,74.53072151823248
37,23,1,0,1,0,77.51991915162026
34,27,0,0,0,1,82.73006538474837
27,21,0,0,0,0,73.42018689003523
23,22,1,0,1,0,72.36636287008028
37,19,0,0,1,0,75.05423392701034
29,28,1,1,1,0,81.09147455011743
22,29,0,1,1,1,82.21394236274602
36,32,0,0,1,1,86.51425086527286
13,28,1,1,0,0,75.55060130574455
35,24,1,1,0,1,79.71962802392954
29,22,1,1,1,0,76.09036273865748
21,27,1,1,1,1,79.94229822041157
24,32,1,1,0,0,80.64407783807025
32,15,1,1,1,0,71.79057294331102
33,21,1,1,0,1,77.23904397083959
41,23,1,0,1,1,80.79031084335948
31,27,1,1,0,1,81.52711078806001
15,23,0,0,1,1,78.47771645257654
16,25,0,1,1,1,77.60327080409958
41,20,1,0,1,1,79.76486646304141
24,13,0,1,1,1,68.57398664334602
42,26,1,1,0,1,83.70102618320585
5,18,0,1,0,1,69.0946323482499
27,24,1,0,0,1,79.65313371703733
53,22,0,0,0,1,83.36086780054066
41,27,0,1,0,1,83.32946243772881
23,21,0,0,1,1,72.7381307531408
29,22,0,1,0,1,76.02798527790756
13,27,0,0,0,1,75.35649814620446
35,28,1,1,1,0,81.43764190541894
23,30,0,0,0,1,81.55946818740955
35,21,1,0,1,1,76.41851104520205
21,26,0,1,1,1,79.22066667256921
35,21,1,0,1,0,75.18578565100321
35,25,1,0,0,0,78.44230248470281
13,18,1,1,1,1,71.71402740544401
27,28,1,1,1,1,81.63569491646648
26,14,0,1,1,0,70.39095223434023
49,23,1,1,0,1,84.15722100294126
22,23,1,1,1,1,76.29207301604865
33,25,0,0,1,1,81.66384890963595
12,17,1,1,0,0,67.78208828710305
6,25,1,0,1,1,73.50950292211816
25,24,0,0,0,0,76.60292800208364
32,18,1,0,1,0,71.67108216090531
23,25,1,1,1,1,78.08622290782603
28,22,1,0,1,0,74.01204819394835
11,21,0,0,1,0,70.73404454223746
37,21,0,0,1,0,78.45906627667958
18,23,0,0,0,0,71.94457549977922
22,26,1,0,0,0,75.40226498308701
25,29,0,1,0,1,80.58641735589055
28,23,0,0,0,0,75.89498840278735
19,33,1,1,0,0,79.05400187847631
37,29,0,0,0,1,82.28939519212717
20,22,1,1,1,1,73.97719146469898
24,23,1,1,1,1,77.04380831677422
34,16,1,1,0,0,71.840318457453
23,22,1,1,1,1,75.23491705917684
32,25,1,1,1,0,79.17859326728185
22,24,0,1,0,0,75.09749820567406
28,29,1,0,1,0,80.53148519743142
32,27,1,1,1,0,80.15619374084919
11,16,1,1,0,0,65.2419490408093
15,27,0,0,0,1,76.70861011219358
5,19,0,0,1,1,70.08503572642628
25,19,0,0,1,1,73.90452378279394
33,24,0,1,0,1,79.87440753158587
10,30,1,1,1,0,74.58170402752953
43,22,1,1,1,1,82.95972753979794
13,20,1,1,1,0,70.13819627537971
34,22,0,0,0,0,76.3566933495239
28,29,1,1,0,1,81.44333221828768
35,20,1,1,1,1,78.07064301004363
35,24,1,0,0,0,77.36968809879676
29,23,1,1,0,1,78.04734973003272
23,23,0,1,1,0,76.06231390031802
28,31,1,1,0,0,82.68762940333536
25,23,0,1,1,1,77.53236994968837
40,28,1,1,0,0,82.60440015774601
25,20,0,1,0,1,74.25826080872419
15,33,0,1,1,1,81.23102044185386
28,28,1,0,0,1,83.13773540080746
18,23,0,0,1,0,71.84255184691439
21,24,0,0,1,0,75.07149287111258
25,13,1,1,0,1,69.46961164012298
21,26,1,0,1,1,78.17815568406935
5,19,1,0,0,1,69.2898558821723
18,20,1,0,0,1,72.90836272649628
6,30,0,1,0,0,75.62821253350842
27,23,1,0,1,1,77.4348203265644
44,30,0,0,1,0,84.288667640223
40,22,1,0,1,1,80.28058689089728
42,22,0,0,1,1,81.79647540939663
21,28,0,0,0,1,80.45973255194173
24,23,0,0,1,1,76.5335051995831
34,18,0,1,0,0,73.86388830172456
35,19,1,0,0,0,73.0781699961715
0,25,1,1,1,0,69.16316297831057
5,27,1,0,1,1,74.82365564132789
26,21,1,0,1,1,76.75632167261571
27,21,1,1,0,1,76.5216048815955
36,21,1,1,0,0,75.39603184164004
29,25,0,1,0,1,79.17630273612554
10,23,0,1,0,0,71.23668844656667
28,20,0,0,0,1,74.54423309985849
18,24,0,0,0,0,72.70967234086197
21,26,1,0,0,0,74.76756390090758
25,23,1,0,0,1,75.95229802857192
28,32,0,0,0,1,82.6057262808358
18,22,0,0,0,0,72.50265834155897
29,22,1,0,1,0,75.87951165595246
9,19,0,0,0,1,70.44527641030915
20,24,1,0,1,1,74.81267489455388
23,26,0,0,0,1,77.70600291600041
19,27,1,1,1,1,78.15572497792782
27,24,0,1,0,1,76.48311592773945
18,32,1,0,1,0,79.87646909894201
22,29,0,0,1,0,79.12834714254498
23,22,1,0,0,0,74.15039275238232
28,28,1,0,1,0,80.61215546804894
31,22,0,0,0,1,75.63994954749909
35,20,1,0,1,1,78.59993575840056
15,26,0,0,1,0,75.63458556253339
18,17,0,1,1,1,72.49410432458791
41,20,1,0,1,1,79.12712222439528
40,30,1,1,0,0,82.0595449942869
25,22,0,0,0,0,74.6222477303882
14,26,0,0,0,0,73.10103833214828
16,27,0,1,1,0,76.2677986936792
19,22,1,0,1,1,74.00106090638835
23,18,1,0,1,1,73.15696247594835
27,19,1,0,1,0,73.66186639287098
43,22,0,1,1,0,78.50443242722136
23,19,0,1,1,1,72.95867134710105
27,27,0,0,1,0,78.66886477998409
11,25,0,0,0,1,73.34430103525808
21,23,1,0,1,0,74.27061152373533
20,17,0,1,1,1,71.52375816401099
14,24,0,0,1,1,73.59612258488913
37,18,1,1,1,1,75.59496686994407
0,28,1,1,0,1,73.30462721564245
24,26,1,0,0,0,75.78111493344102
21,24,0,1,0,0,75.94664309605879
18,33,1,1,1,0,81.57572938571123
17,21,0,0,0,1,74.22694524184567
27,25,0,0,0,1,78.50292672460273
26,18,1,1,1,0,73.76895121013519
27,21,1,0,0,0,74.1153651161628
49,22,0,1,1,1,84.08103978011559
18,20,1,1,0,0,70.15498847631635
24,20,1,1,1,0,71.92185657021837
26,26,0,0,1,1,80.5178206967415
21,22,1,0,1,0,72.8967069583824
25,16,0,0,1,0,69.5675001019125
19,25,1,0,0,1,76.46445244002813
11,27,1,0,1,0,74.53656989137275
34,33,1,1,1,1,88.96419837548622
33,16,0,0,0,0,71.19171339397103
26,25,0,1,1,1,78.85192970347201
47,21,1,0,0,1,81.30574527072305
13,26,0,0,0,0,73.87240769478201
19,23,1,1,0,0,72.9593334630699
12,18,1,1,1,0,67.30745942674758
20,29,0,1,0,0,75.49485361114931
16,22,1,0,0,0,70.96554756655136
32,30,1,0,1,0,81.4954243101365
37,33,0,0,0,1,86.79661671129159
19,22,0,0,0,1,75.63577378750313
32,16,1,1,0,1,74.3782497151133
44,25,1,0,0,1,81.14561285255392
23,25,1,1,0,0,75.30187485219633
20,28,0,0,0,1,79.62994386357798
22,21,0,1,0,0,72.3834313622206
17,24,0,1,1,0,76.15169267247337
28,30,1,1,1,1,83.39336396055235
44,26,0,1,0,0,80.51153252619895
13,25,1,1,0,1,74.19694448583802
31,30,0,1,1,1,85.41297836176798
9,30,0,1,0,0,76.08243994335439
43,22,0,1,0,1,79.2924675191371
29,16,0,0,1,1,72.4878604532275
31,24,0,0,1,0,77.85223952574486
32,20,0,0,0,0,74.29530515777716
8,22,1,1,1,1,73.142560065173
27,23,1,1,0,1,79.25243950250508
29,22,0,1,1,0,77.31169429890022
20,24,0,1,0,0,73.71619704946906
23,29,1,1,1,1,80.41438759982842
36,30,1,1,1,0,83.92925807487534
9,18,1,0,0,1,68.05574406338087
20,26,0,0,1,0,75.08968241191414
27,22,1,1,0,1,76.08888403420866
25,19,1,1,1,1,73.89739738842945
21,25,1,0,1,1,78.20535871601643
7,21,1,0,0,1,69.62537475133598
32,32,0,1,1,0,82.6129695908748
9,23,0,0,0,0,70.15881283803643
23,18,1,0,0,1,73.6517853349196
18,23,1,1,0,1,76.72614599311412
17,24,1,1,0,0,74.18742220893442
22,21,0,0,0,1,73.95134162248111
12,21,0,1,1,1,71.84344011634998
28,15,0,0,0,1,72.48705351734088
7,18,0,0,1,1,68.5786166379842
23,22,1,0,0,0,73.34652551498982
22,18,1,1,0,0,71.80117308666469
22,30,1,1,1,1,80.00906627108645
29,27,0,0,1,1,79.55373520691371
24,18,1,0,1,0,71.4207357038987
18,25,1,0,0,0,72.96743532481747
38,26,1,1,0,0,80.44657218483614
27,20,1,1,0,1,75.70777583059098
19,27,0,1,0,1,78.91855570988221
21,30,0,1,0,0,77.06862958874024
24,17,0,1,1,0,70.0746067679501
13,25,0,0,1,0,74.61897665236931
31,23,1,1,1,0,78.43194894449614
34,18,0,1,0,1,75.90174445034906
14,23,1,0,1,0,73.68018915421897
9,25,0,0,0,0,73.49188370776983
26,24,0,0,1,0,75.77345803517817
20,21,1,0,0,1,73.94923460451767
10,23,1,1,0,0,71.54474708088125
40,27,1,0,0,1,83.54509715828954
26,18,0,1,1,0,72.4862149655814
16,19,0,1,1,0,71.6093812220373
31,26,0,1,1,1,80.70490885514745
8,28,1,1,0,0,74.35580100699276
9,24,1,0,1,0,71.15278908466546
26,35,1,0,0,0,82.91274291351458
19,30,1,0,1,0,78.86242784638523
10,29,1,1,0,1,78.90921342082387
18,29,0,1,1,1,80.73432184313432
22,30,1,1,1,0,79.9760531180067
49,25,1,1,0,1,87.70576615931913
30,25,1,0,0,0,76.48618842014515
21,21,0,0,0,1,74.2158060922263
17,22,0,1,0,1,74.2002134639952
30,28,0,1,0,0,80.17708323683533
22,22,0,0,1,0,74.12483612669352
55,16,0,0,0,1,79.66239122132572
32,17,1,1,1,1,75.8324337092723
16,24,0,0,0,0,71.73276843548021
19,24,0,1,0,0,74.40478249243074
12,23,0,0,0,0,71.10997671076747
22,23,1,0,0,0,72.97972765802031
26,24,1,1,0,0,75.76800438053473
27,24,0,1,1,0,76.54393542701625
19,26,1,0,1,0,75.02696483947247
18,20,0,1,0,0,70.50187453981928
15,26,1,0,0,1,74.16015503711095
24,30,1,1,0,0,80.66707337018661
16,29,0,1,1,0,79.21900587306422
22,24,0,0,1,0,75.74413335704732
29,18,0,1,1,0,73.97737977282107
22,26,0,1,1,0,76.29353037362836
22,21,1,1,0,0,72.27166083636577
39,23,0,0,1,1,81.39708314693956
30,25,1,0,1,1,78.94798058626692
46,24,0,0,0,1,81.59279618011978
29,23,0,1,0,0,76.17019043669256
35,27,0,1,1,1,84.63006993427364
32,26,1,1,1,0,80.2490631024585
34,26,1,1,1,0,79.20154020776286
12,23,1,0,0,0,71.64884607760564
30,31,1,0,0,1,82.70533611491244
18,26,1,1,1,1,78.38047930680575
22,29,0,0,0,1,79.27326736560126
13,25,0,1,0,1,75.83390672909239
16,21,1,1,1,1,73.77494908170405
22,15,0,1,1,1,71.1257515684806
21,29,0,0,0,1,79.64132245934368
4,31,1,1,0,0,75.27762978257573
27,25,1,1,1,0,78.37617603276544
28,28,0,1,1,1,81.39208310433547
12,28,1,1,0,1,77.43086802847343
13,29,1,0,0,0,75.87458159379389
19,25,1,1,0,0,75.16776746593993
17,28,1,0,1,1,80.4279636447229
16,20,1,0,0,0,69.61097205873884
18,19,0,1,0,1,72.68830882957423
35,28,1,1,0,0,80.35421323107828
26,20,0,0,0,0,71.54856608599026
31,23,0,0,0,1,77.78382285998129
26,15,0,0,1,0,69.88625437979579
27,21,1,0,1,1,76.3752353085612
18,26,0,0,0,0,74.57735096041351
28,23,0,0,0,1,77.97544399291192
46,27,1,1,1,1,85.57919218342593
34,27,1,0,1,1,81.73189640139434
21,26,1,1,0,1,78.09844799038093
3,21,1,1,1,0,69.61097627089448
14,28,1,0,0,0,76.71298932945575
32,31,1,0,1,0,83.91426613292876
16,17,1,1,1,0,69.20981098255446
0,20,1,0,1,1,67.8991805593961
23,26,0,1,0,0,75.78849747916553
21,29,1,1,1,1,81.30047124574747
25,24,1,1,1,1,79.98139183321884
12,26,1,0,0,0,72.5465422028551
12,19,0,1,1,1,72.6880342273469
36,21,1,0,0,0,76.66456446970061
24,24,1,0,1,0,75.74801096992717
15,20,0,1,1,0,70.70905138748448
19,28,1,1,0,0,77.32440602279178
30,24,1,0,1,0,78.42006239113643
30,28,0,0,1,0,79.7878188033876
27,23,0,0,1,1,75.83282071341301
13,22,1,1,1,1,74.17451806254635
25,21,0,1,1,1,75.86035709472529
29,24,0,1,1,1,80.74058011688616
8,21,1,0,0,0,69.34660901241281
33,23,1,0,1,1,78.92579259860078
15,20,0,1,1,0,72.6445292602241
24,20,0,1,1,1,75.44986932800862
26,20,0,1,1,0,75.6860939660804
7,19,1,0,1,1,70.10478820291996
36,26,1,0,0,0,79.7647372769977
30,21,1,0,1,1,76.73991610905655
43,27,0,1,1,1,85.41458533373614
25,31,1,0,0,0,78.32307527467252
12,27,0,0,0,0,74.72856658365737
31,28,0,1,1,1,82.83963809676158
22,26,0,1,0,1,77.8856317771463
32,23,1,1,1,1,80.09654853658101
47,30,0,1,1,1,88.90352162240441
4,29,0,1,0,0,71.97115089394512
11,25,1,1,1,1,76.52357632542306
11,24,0,0,1,1,76.08914608898877
36,26,0,1,0,1,83.78922269838971
14,21,0,1,0,1,72.77256837271007
21,25,1,0,1,1,75.70524804035887
44,27,0,0,0,0,83.5927474101125
23,27,1,1,1,0,78.42348503431964
36,31,1,0,0,1,85.4480826786423
11,21,1,0,0,0,72.08387140548732
36,27,0,1,0,1,83.87417152718487
19,16,1,0,0,0,68.88906455605928
14,20,0,1,0,0,69.63377831576614
28,15,0,1,1,0,70.17413962501357
43,27,1,1,1,0,82.89526299570703
35,27,0,1,1,1,83.28689820558364
29,17,1,1,1,0,72.2102691713691
29,23,0,0,1,0,75.91099355706453
23,30,1,0,1,1,81.22843500364725
25,19,0,1,0,1,74.25187436918921
24,21,1,1,1,0,73.2335705297852
27,24,1,0,1,1,76.46636525767595
18,20,1,1,0,0,70.04939142508603
25,25,0,0,1,1,78.10485259118317
31,24,0,0,0,0,77.24862057906563
30,25,0,0,1,0,77.86115151391637
12,28,0,1,1,0,75.72023585753603
13,26,1,0,1,1,75.0350526377799
30,25,1,1,0,0,77.0177317005528
24,23,1,1,0,1,76.46411616287946
18,18,1,0,0,0,69.73200819201796
40,23,1,1,0,0,77.50246607827772
30,28,0,1,1,0,80.68447654708831
9,29,1,1,0,1,77.57045722615072
6,25,1,0,0,1,74.45318254112969
18,24,1,1,1,1,76.9917481488897
20,17,0,0,1,0,70.24289160967027
33,27,1,1,0,0,80.88655401452097
33,32,1,0,0,0,82.54412283627482
46,21,1,1,1,1,81.43167258745642
29,31,0,1,1,0,84.21217987181791
31,32,1,0,1,1,84.25788415812362
46,29,1,0,0,0,85.40136837761776
39,21,0,1,1,1,79.03719520315805
29,31,1,1,1,1,86.13639384400686
26,25,0,1,1,1,78.91922031418008
19,25,1,0,1,1,76.17781554955071
40,27,0,1,0,0,79.94155721588778
34,22,0,0,1,1,80.0998972024651
21,24,0,0,0,0,74.32674608420191
21,23,0,1,1,0,72.66188041333562
19,23,0,1,0,1,76.08965197020073
27,20,1,0,0,0,74.3343193201409
0,25,1,1,0,0,70.00372579020578
28,23,0,1,1,0,79.02167273302022
18,27,1,1,1,0,75.62312504797401
12,25,1,1,0,1,76.03255607063139
17,25,1,0,1,0,73.87440205078617
26,18,0,1,1,0,74.00696156002053
39,25,0,0,1,0,80.90548467307877
23,23,1,0,0,1,75.52875144823497
7,22,1,1,1,1,73.3451791417147
32,27,0,1,1,1,82.31010264395762
16,25,1,1,0,0,73.64408027253776
19,26,0,1,0,0,75.60988906688266
31,14,0,1,1,1,71.84088968570896
18,23,0,0,1,0,72.02221139662187
16,35,1,1,1,0,82.12984549726977
41,21,1,0,0,0,78.21442658001834
26,21,1,0,0,0,74.54701858779008
27,19,0,1,0,0,72.03317889591084
31,25,0,0,0,1,80.79059351339033
15,21,1,1,1,1,74.0156044437889
34,31,1,1,1,0,85.29562486099132
28,23,1,0,1,0,76.35523096690406
24,29,0,0,0,0,77.52304868692171
15,21,1,0,0,1,72.87912468369419
39,20,0,1,0,1,78.86377772395518
9,27,0,0,0,1,73.91766309575983
30,23,0,0,0,0,76.55888543959249
28,19,0,0,0,1,74.88723208251122
22,23,1,1,0,1,75.51257626192167
4,25,1,0,0,0,70.55944245020996
19,28,0,0,0,1,78.91903584385291
17,28,1,0,0,0,74.57926298227468
44,20,1,1,0,0,77.69062377767555
20,21,0,1,0,1,75.13893218903367
12,22,1,0,0,1,72.24974198399748
28,24,1,1,1,1,79.3340327834817
21,24,1,0,1,0,74.65522716283569
24,23,0,1,1,1,77.78819075457855
33,20,0,0,1,1,77.19405438156234
34,22,0,1,0,0,75.84578894301728
29,23,0,0,0,1,76.97145409471882
36,24,0,0,0,1,78.64315880628001
19,23,1,1,0,1,76.18219342797535
16,24,1,1,1,1,76.84715649888554
42,26,1,1,1,0,82.28622155393593
29,22,0,0,0,0,75.33465439930589
20,17,1,1,1,1,71.81244966621215
18,27,1,0,0,0,74.64957379795324
27,27,1,1,1,0,78.85277233817035
24,21,0,0,0,1,73.53427700488672
24,29,1,1,0,0,81.54946971038764
29,22,1,1,1,0,75.80341211291157
21,18,0,0,1,1,72.00049201957785
44,23,0,1,0,1,82.44058448356576
15,29,1,0,1,0,77.31007369181896
22,29,1,1,0,1,81.67837134035692
27,24,1,0,1,0,75.66205757070443
30,20,0,1,0,1,74.79158346136478
33,20,0,1,0,0,73.56586285478666
39,25,1,0,0,1,80.31198467191416
24,22,0,0,1,1,73.4067469894708
22,21,0,1,0,1,75.36033477288763
23,20,0,1,1,1,74.85725443212873
45,24,0,0,0,1,82.27533383700893
25,21,1,0,1,1,75.60671832053443
12,28,1,1,0,1,77.11942538082053
37,25,0,0,1,1,80.72145875265201
23,24,1,1,1,0,75.46851704585389
33,25,1,1,0,1,80.86012450495285
35,17,1,1,1,0,71.93000336274771
24,23,1,1,1,1,78.5367810788933
19,31,1,1,0,0,79.00638721275422
13,30,1,1,0,0,78.25964737288983
31,22,0,1,0,0,76.0483980524604
36,24,0,1,1,0,79.75335251624422
26,19,0,0,1,0,72.6321003669764
39,25,0,0,0,0,80.21537007676726
35,28,0,0,1,1,84.28939818041876
16,19,1,0,1,0,69.03472666687664
27,26,0,0,1,0,77.2531936169419
17,23,0,0,1,1,76.70761636350113
23,22,0,0,1,0,75.39864390898317
30,21,1,1,1,1,78.0942136428328
16,17,0,0,0,0,67.50213266970566
14,22,0,0,1,1,74.17563190796945
40,25,1,1,1,0,82.87193477359533
29,25,0,0,1,1,79.8332289175691
16,27,1,0,0,1,78.11652593002309
25,38,0,1,0,0,86.15757207778167
17,27,0,1,1,0,76.43556528481804
34,26,0,0,0,0,78.81006269176547
33,24,0,1,0,1,78.5249628741994
25,26,1,0,0,1,78.49741167750038
25,25,0,0,0,0,75.15377347098996
32,21,1,1,1,1,78.09825970000958
24,28,0,1,1,1,82.26070439390632
33,24,0,1,1,1,81.91837019684614
16,25,0,0,0,1,75.21953423219227
39,25,1,1,0,0,80.34697855954396
11,27,0,0,1,1,75.8771570486391
19,18,1,0,0,1,71.72193003951479
49,22,0,1,0,0,80.37404995114514
33,25,1,1,0,0,79.54637300528502
19,26,1,1,1,1,78.8527574351603
19,21,1,1,1,0,73.53954322624986
7,23,1,1,1,1,75.50002616413083
48,26,0,0,0,1,85.38713195979983
30,24,1,0,0,0,76.8927164339375
10,22,1,0,0,0,70.67459728581277
7,24,0,1,1,0,70.91861669163623
25,18,1,1,0,1,74.33634259784489
18,28,0,1,0,0,76.76122717817142
33,26,1,0,1,1,82.86999911868584
17,25,1,1,0,0,75.44461735094424
0,22,1,1,1,0,68.33048160608914
43,22,1,0,1,0,80.27100876091741
14,27,0,1,1,1,77.27531239527195
16,24,0,1,1,0,73.05949314120176
25,23,0,0,0,1,75.7693961623909
21,21,0,0,1,0,72.78781311823064
12,23,1,1,0,0,70.39419135624539
31,22,1,1,0,1,78.88509038756763
29,26,1,0,1,0,78.80319284942061
26,21,0,1,0,1,75.33578482303213
26,33,0,1,1,1,83.46827188547758
43,23,1,0,1,0,78.41367539786569
7,28,1,0,0,0,72.82873226016515
42,23,1,1,0,1,81.50043819207237
22,22,1,0,0,1,76.97855941970478
10,25,1,1,0,1,76.25620978377009
26,22,0,0,0,1,77.21550785366432
11,22,0,0,0,0,69.22694539600242
33,27,0,0,1,1,81.28484948070131
45,18,1,1,1,0,76.90803434524658
15,28,1,0,0,1,78.67816752646783
23,29,0,1,1,1,82.45459678828084
19,28,1,1,1,0,76.36855123457647
9,17,0,0,0,0,62.49157669076571
25,21,0,1,0,0,74.71888703870195
35,23,0,1,0,0,76.94821952763233
7,17,1,1,0,0,66.70165506067852
29,26,0,1,0,1,78.85796200083027
7,24,0,1,1,1,74.54227565339733
30,21,1,1,0,1,76.57873956509147
31,19,1,0,1,0,73.82720979475789
26,28,0,1,1,1,81.83907949668205
17,20,1,0,0,0,70.31645515750155
20,23,1,1,0,0,71.81511226566668
29,22,0,0,1,1,77.91390301127376
40,28,0,0,1,0,81.94804827433583
30,19,1,0,1,0,73.97442497812212
32,21,0,0,0,0,75.88705146110426
35,19,1,1,0,0,75.46515263584246
18,23,1,0,0,1,75.00314109651038
18,21,1,0,0,1,73.0956560682973
26,27,1,1,1,1,81.51491745152946
