age,income_level,gender,minority_status,education_years,job_training_program_participation,job_satisfaction_score
10,4,0,0,25.80883555111473,1,21.873011483120766
17,5,1,1,27.922509334178876,1,25.60257393860752
10,5,1,1,24.25788427554981,1,20.76492295793457
5,7,1,0,26.507767993571967,1,22.29641038863197
8,5,0,1,20.310421126112505,0,5.672555760031553
3,6,0,0,22.292695727791827,0,7.642995206092712
13,7,0,0,23.604967279729536,0,11.112125217575953
5,7,0,1,16.669787195184167,0,-1.3257703260465503
6,5,1,0,22.860805145415856,0,9.093648126136127
6,8,0,0,22.188207914677022,0,7.406171479986878
3,2,0,1,24.64765235295085,1,21.032315545466652
3,6,0,1,23.041272741614726,0,9.18728512753968
8,3,1,1,26.85509336271629,1,24.10915987556824
6,7,0,1,20.926457662325447,0,6.140199668589357
3,8,0,0,21.50632883063849,0,6.67904906164207
9,4,1,0,28.04169872288602,1,23.92986655290913
7,5,1,1,24.10932465548232,1,21.344475628610184
7,6,0,0,25.2485352699308,1,21.55305172476649
9,3,0,0,23.223548819577797,0,9.71183231838694
13,4,0,0,25.71779535058955,1,22.58514047647597
8,4,0,0,27.97819985844364,1,23.644709672032416
11,5,1,0,21.25756116498134,0,8.077676730166111
3,2,1,0,25.905973628182245,1,22.557480298762265
5,4,0,0,25.045468900893653,1,20.510401740664797
7,5,0,0,25.76131908119464,1,21.048949615860938
11,6,1,0,24.82066683948864,1,21.029602998308185
4,8,0,0,23.49630289012813,0,10.493742174477903
9,7,0,1,24.89434381871974,1,21.09715794140558
3,4,0,0,20.16262753351812,0,4.695948519676032
11,4,0,0,22.50724265888549,0,9.584624429810289
5,5,0,1,27.46243129944933,1,23.22378553003981
6,6,1,1,24.81593678416721,1,20.65640925675304
7,4,0,0,22.30946021134956,0,7.5684047772969345
8,4,1,0,24.967287648988677,1,21.59628067827937
7,4,0,1,24.414597690860194,1,21.0011595772978
8,8,0,0,25.09973453703832,1,21.58841961150049
13,5,0,0,22.477045994269048,0,9.3754829787512
5,3,0,1,23.98306688975154,0,10.077145377651938
8,6,0,1,26.28237382080753,1,23.19955308434274
2,6,0,1,22.641203387994587,0,8.15264629687427
6,3,1,0,24.65230196103064,1,20.549548456122128
6,7,0,0,24.73437804800499,1,21.32223669210054
1,4,0,1,25.20401541040616,1,20.722755089200422
9,5,0,1,25.14580340518027,1,22.009107613238225
6,4,1,0,24.65924315637713,1,21.4187616002715
8,8,0,0,26.306852261883414,1,22.497780142861863
2,6,1,1,27.627528639899108,1,23.10599125356429
4,7,1,1,24.393785200693262,1,20.232873460545967
6,4,1,0,21.88527443533281,0,7.050087455578748
11,5,1,0,24.995191158966957,1,22.51266597426278
5,8,0,0,24.836961159449807,1,20.042629890474227
0,5,0,0,26.63316269875848,1,21.441950199167632
3,6,1,0,23.743528815542444,0,10.162675673336356
8,5,0,0,22.45379833974648,0,8.769547042035915
9,6,0,0,22.31152850446746,0,8.978646678964571
12,5,0,0,23.807089389203018,0,11.328253092650376
6,6,0,0,25.749218279597315,1,21.66317053862133
9,5,1,1,23.65943628057904,0,10.683626477419422
3,8,0,0,21.42850393976925,0,6.726649153308653
4,7,0,0,25.649650751048373,1,21.154628587048176
9,5,0,0,21.45188201502285,0,7.947951483759865
7,4,0,1,25.30801063390415,1,22.435605773476283
7,5,1,0,23.942159985723645,0,11.81773225200689
10,5,0,0,22.29545822612188,0,9.063083152439402
3,5,1,1,20.94066903535637,0,6.77666056795466
8,6,1,0,24.16297203590788,1,20.865552606309105
5,4,1,0,24.26065763836913,1,20.19645299637017
2,7,0,0,24.125276001387856,1,20.52287336925924
1,5,0,0,24.057707488745315,1,19.93074834260978
8,6,0,0,22.461077143279592,0,8.60993369057138
10,6,0,0,23.80626153951891,0,11.188017112130533
12,4,1,0,25.96160698822424,1,23.57417289863873
5,7,0,0,26.54833502347101,1,22.57279484639742
4,4,1,1,22.3232681424285,0,6.697383759495843
3,3,0,1,22.361583853692387,0,8.222646374885146
8,9,0,1,23.450294368228235,0,9.897197477728003
6,8,1,0,21.25576132332865,0,6.040764268675095
4,3,1,0,22.197557559210523,0,6.990137981526839
9,3,0,0,23.50157436810406,0,9.249042917206562
4,7,0,0,20.177141009450377,0,4.195521451780427
7,6,0,0,25.11731346461489,1,21.54345558636034
5,6,0,1,26.93801971353856,1,21.979146864993485
6,9,1,0,20.708926199523507,0,6.311295885018241
11,6,0,0,23.69047721057784,0,11.058954851637871
9,6,0,1,21.34665939615863,0,7.27423708252268
8,6,0,0,23.22130124978863,0,9.628079119385308
5,5,0,0,24.050093763318696,1,20.449921119807662
10,4,1,0,25.39544652429236,1,21.902650985296656
4,5,0,1,22.2100972316896,0,8.56847316193783
9,6,0,0,24.606182259675546,1,21.43600581752684
12,5,1,1,25.032624742993956,1,21.60515750595021
10,5,1,0,26.901543234665347,1,24.159985227076028
5,8,1,1,22.56392940936196,0,8.99488001606796
9,6,0,0,23.373073680606,0,9.855537263863129
6,5,1,0,21.92500211986717,0,8.061879803462725
2,8,0,0,28.440807471726536,1,23.395740146744025
9,6,0,0,24.531591960096883,1,21.26245059267876
8,7,1,0,24.74395974895843,1,21.87606733734412
11,6,1,0,21.637495381708128,0,7.8317751562489235
5,4,0,0,24.261485364632872,1,20.791745522497237
4,5,1,0,25.77798841725612,1,20.925536845099145
7,8,1,0,29.56477348044917,1,25.35379955463765
10,5,1,0,24.512002352658538,1,22.001630843399063
13,4,0,1,20.493412582997266,0,6.50237383103217
6,6,1,1,22.40068532423039,0,7.303193262090203
2,6,0,1,24.49047153117274,1,20.85605804515119
5,5,0,1,24.19739831084881,1,21.0357762985487
11,5,0,0,22.96062097904018,0,9.906740477091034
10,5,0,0,23.264411996226507,0,10.062230410657524
12,7,1,1,24.09737480386835,1,21.804187301219407
9,8,0,1,26.291064222141983,1,22.68869495741884
4,6,0,0,23.940536992149216,0,10.503695014354014
9,7,0,0,28.261403955855148,1,24.70967141794752
0,5,0,1,25.832545075142956,1,20.87047796603025
8,4,1,0,21.361226662072664,0,7.474140692366815
5,5,1,1,24.92796821878845,1,21.225726401796408
11,3,0,1,24.559262413950314,1,21.083266092030765
11,7,0,0,22.311227384365893,0,8.964569726941074
6,5,1,1,22.30947729217832,0,8.139801635415886
7,4,0,0,23.753299359632003,0,9.843984843892382
10,5,0,0,25.05179458136041,1,21.78625256006158
10,4,0,0,25.235987098327843,1,22.99650018305672
11,4,0,1,23.61969388191596,0,10.76101773816659
12,6,1,0,24.869988595143575,1,21.26083515221009
11,5,0,1,19.274153114966374,0,4.009762242311538
7,7,0,0,21.4285445714222,0,7.577388334361203
1,5,0,1,24.30489301232629,1,20.751532429051306
4,7,0,0,21.54840597138632,0,6.204713571902462
6,6,1,0,23.745987850583813,0,10.36883217271162
5,6,1,0,21.93482464913864,0,7.658126647915949
9,6,1,0,20.78610939051829,0,6.57041144341612
9,4,1,0,26.089742620445364,1,23.039914256196614
9,7,1,0,25.121659899388643,1,22.75242640048761
7,5,1,1,23.39469997968957,0,9.96589245997101
4,4,0,1,21.78218506190874,0,7.073560502821833
6,7,0,0,25.20118250559161,1,21.160876676260852
3,7,1,1,21.57993704629589,0,6.3645978824762
13,6,1,1,19.30273546810926,0,4.659034617629906
9,3,1,0,26.121266036671614,1,21.831795650092975
7,4,0,0,22.6565773888237,0,7.690068934978452
9,5,0,1,24.439003666184355,1,21.720871517346836
16,7,0,0,20.85505122615893,0,7.786747358732287
8,7,0,1,21.914138234864872,0,7.874120234542457
11,4,0,0,26.578539304347203,1,22.643328616915795
9,6,0,1,25.19966432197024,1,22.14777711501588
6,6,0,1,20.334590520214213,0,5.174531758110479
9,3,0,1,23.45891191784387,0,10.261804896601546
3,5,0,0,26.264046632207453,1,21.72129759580373
15,5,0,0,23.517883791362028,0,10.677637323086042
12,3,0,0,24.54333173005768,1,21.96163292490052
6,8,1,1,23.147888694759427,0,9.482426976858122
6,5,0,0,26.71642450922112,1,23.176052880796497
6,6,1,0,21.501993000430637,0,6.117149635587475
7,8,1,1,25.092903206182985,1,21.68377498598519
10,5,0,0,23.247813476711237,0,9.769917625019833
9,7,0,1,29.05914763612301,1,25.43300052902152
7,3,0,1,24.29938559000938,1,20.827036601650587
15,5,1,1,25.635308000328536,1,23.07738340181644
10,5,0,1,22.10772055310313,0,8.579843999902494
15,8,1,0,22.239529883695493,0,9.854714232954736
6,7,1,0,23.18488129835637,0,9.714603877737453
5,8,0,0,22.962383850268644,0,7.770904926519755
11,5,0,0,22.244729951422656,0,8.328861527073265
7,5,0,0,18.555616790492028,0,2.6614534920149717
3,4,1,0,23.64742928460615,0,9.413231238558316
7,6,0,0,22.303490711044866,0,7.977875138042382
5,3,0,1,24.93996708136672,1,20.8715025124606
15,4,1,1,26.03000064962057,1,23.788229171450958
8,4,0,0,22.360589919039832,0,9.23070809559198
11,3,1,1,23.64898695305849,0,11.359210417312411
10,4,0,0,23.994539588034097,0,11.577258179793642
10,5,0,1,23.790685788646524,0,10.775199000552211
8,5,0,1,23.61818775848857,0,10.989976039859604
5,6,0,0,22.961137167447816,0,9.12941133855233
7,4,0,0,24.79606647843876,1,21.851010826641023
4,5,0,1,25.48192417117101,1,21.549576698856733
7,6,0,0,24.869400049757854,1,21.130257079176424
10,6,0,1,21.882003923459838,0,7.970525078936551
12,7,0,0,25.126344429752564,1,23.294580372438816
15,4,0,1,24.80059060824977,1,22.78565000249351
7,5,0,0,21.44609248809795,0,7.055456183827223
5,7,1,1,26.34119466533958,1,22.01750671730821
6,6,0,0,27.47140857386784,1,24.228136695011205
8,7,0,0,22.982057499288068,0,9.280698237897427
10,7,1,0,25.679744466434347,1,22.635609706057103
7,5,1,1,22.772205183024703,0,8.02891978291122
5,6,0,0,26.17091522097111,1,21.404040146259224
8,3,1,1,24.671780954830872,1,21.78482631276311
8,6,0,0,23.471203032672182,0,10.24259293708582
12,6,0,0,25.22349584086881,1,23.591096882670605
8,5,0,0,28.098367736057085,1,24.72952790311584
9,3,1,1,25.0704052474796,1,21.240656209051053
6,5,1,0,25.821149773185976,1,21.276141324328236
14,4,1,0,21.19647535327758,0,8.481373855329998
4,7,0,0,21.55330441390357,0,6.371224180351938
11,5,1,0,23.95966765088259,0,11.304272845581812
7,7,0,0,21.035609949412724,0,6.64917034878316
1,5,1,1,24.322011364892504,1,20.489357258011623
13,6,0,1,23.95326797171421,0,11.464942651563206
8,4,0,0,24.24467450621196,1,19.70846249837006
3,5,1,0,26.543916378037565,1,21.75600708682283
7,5,0,1,25.264597279043297,1,22.07723554491873
13,6,0,0,24.68150666427101,1,22.270242873058496
6,7,1,1,21.68659726228405,0,7.343068642107755
8,5,0,1,27.108441884001994,1,23.26029224926363
2,8,0,0,25.32063585626786,1,20.807258175326687
6,4,0,1,22.082268545005256,0,7.745346581403154
10,4,1,0,23.42734573081789,0,11.079493155202552
9,7,1,0,24.46187723547137,1,21.367437797792
15,6,0,0,24.139320345123,1,23.053414620305347
11,7,0,0,24.788987882897363,1,21.91402601646569
11,5,1,0,21.75130586869236,0,8.833307387801952
7,2,0,1,22.57754937063762,0,8.365128106365955
3,8,0,0,25.41190927644904,1,22.221498159203957
7,8,0,0,22.77863657469764,0,8.749492127244695
6,5,0,0,25.62548918081034,1,21.72454176902494
5,7,1,0,23.304325434946943,0,9.914029783761457
2,5,1,0,23.815718236134053,0,10.217392133206022
11,4,0,0,26.206368740006702,1,23.588911955162704
10,5,0,0,27.48673673561968,1,23.56863813707491
9,8,1,0,27.39493176065552,1,22.72212483216613
7,7,0,0,22.938253818485105,0,8.96520157800099
6,8,0,0,23.464551996283262,0,10.744529132742969
10,3,0,1,19.39956589658332,0,4.899986973976783
10,8,0,0,21.70076077380154,0,8.239711308650092
9,8,1,1,25.98293663440514,1,22.127790233192385
5,5,1,0,21.615723497879383,0,6.745311027851415
6,4,0,0,24.901842130259865,1,20.049606979147534
7,8,0,0,26.12141216589288,1,22.41499512002302
9,5,0,0,24.924337064572264,1,22.146988270270477
8,7,0,0,19.75631109212966,0,3.996009192620632
11,6,0,0,20.815428817425783,0,7.324005064636903
8,6,1,0,25.902656084644896,1,23.090776429737534
9,7,0,0,22.91571021827353,0,9.399610336820194
9,7,0,0,26.32082079127429,1,21.98069107216603
5,6,1,0,23.924706069461607,0,10.278438454593688
11,7,0,1,24.442942254796694,1,22.0898831824198
9,3,1,1,23.640046266881697,0,10.731993759244313
10,9,1,0,23.350341679952496,0,10.892543099733563
4,3,0,0,23.41391052072688,0,9.292088338254349
9,7,1,0,24.518047643862364,1,20.677122212444303
11,6,0,1,22.77933745641441,0,9.2767917251068
6,5,1,0,27.612926890263907,1,23.085789880829594
6,8,1,0,23.14237239597989,0,8.8244895202114
5,4,0,0,24.561107706432804,1,21.16037106998708
8,5,1,1,24.493596040416094,1,21.48652527160488
9,4,0,0,27.701296575750792,1,24.491261496346667
9,5,0,0,26.209759321403443,1,22.70126242376157
12,6,0,0,23.36779850943934,0,9.634806213404069
6,6,0,0,24.48626797177973,1,21.03140905111865
7,4,0,1,21.464304160882907,0,7.677644567603326
6,5,0,1,22.107025056262405,0,7.40979638870137
14,3,0,1,24.91988125705955,1,22.1614187635642
5,7,0,0,26.27495358460442,1,21.86861220057531
8,4,1,0,23.91685356548427,0,10.313706101940506
7,7,0,0,24.94838400175361,1,21.20080962906154
11,6,0,0,19.796992435227533,0,4.940190208468416
9,7,0,0,18.89342890496394,0,3.3767122976793718
7,6,0,0,24.07441018248928,1,21.12168691691258
13,6,0,0,25.71826411511813,1,22.823476146004737
7,6,0,0,18.70858673763262,0,2.4133960089886752
8,4,0,1,23.20589987754391,0,10.655665221773331
3,5,0,1,24.56302640577382,1,20.502494283780496
7,6,1,0,22.69963021947837,0,8.79100418374309
6,3,0,0,23.799352672973136,0,9.980432325127916
9,6,1,1,22.544839122332466,0,8.324820626056837
9,7,0,0,22.728405781833743,0,9.469979112060592
0,2,0,1,22.365545809620688,0,7.634761311032362
12,4,0,0,24.03669882652828,1,21.98423650425284
9,6,0,0,21.450269868626982,0,7.158491460990234
6,5,0,0,24.34617151980849,1,21.05212086724289
10,3,1,0,21.77408283210329,0,8.875140418296754
3,7,0,1,25.28260486654617,1,20.63464126432074
9,6,1,1,24.29935708354225,1,20.32725992049884
1,4,0,1,22.824899531833424,0,8.938761160506248
8,6,1,0,22.062399299626435,0,8.413974006941613
11,4,0,0,21.940676593168117,0,8.494771500882019
7,7,1,0,22.200709724428823,0,8.69759968033713
4,6,0,1,23.66986298328478,0,9.613738722058889
14,3,0,1,21.00793157817578,0,7.387956845090781
4,4,0,1,20.817839359122896,0,5.045430551371445
12,6,1,1,25.88103030994919,1,22.556170640053978
9,4,0,0,24.100690263122395,1,20.136624715358472
7,7,0,1,25.847547617869115,1,22.882214711883687
10,4,0,0,23.112773762263608,0,9.794838565056322
7,5,1,1,25.2403586375238,1,21.94557475166521
6,6,0,1,24.01144085343264,1,20.804967596562545
5,5,0,1,24.884717422958552,1,21.672469417929342
10,7,0,1,25.479999384250647,1,21.88581467270097
6,1,0,0,25.38411585384697,1,22.097483119000444
6,6,0,1,23.33938073597251,0,9.863691803540272
10,5,0,1,26.748568134154034,1,23.41767957381596
6,6,1,1,25.95136125767839,1,21.999705650112368
12,5,0,1,29.52717928464072,1,25.298898919779024
8,6,1,0,25.098151629514398,1,21.568500943996213
4,8,0,0,23.51196735950799,0,9.385684424042534
10,3,1,0,25.65796042175468,1,22.245825754771044
5,6,0,1,25.41420555724338,1,21.184362563711066
4,6,0,1,23.03755074898621,0,8.795351815268003
10,6,0,0,25.1992370485165,1,22.77261916638493
8,6,0,0,24.65341658714347,1,19.85936226366465
3,7,1,0,21.88751088729636,0,7.463163571694438
8,7,0,1,24.5188191480472,1,21.727617219452352
10,4,0,0,25.41610553324843,1,21.25346028668551
4,5,0,1,25.189404777979387,1,21.08421238294546
1,4,1,0,23.54194315023896,0,9.233736728398029
4,6,1,1,24.89842058419459,1,21.13389815555842
7,7,0,1,24.973985999052346,1,20.62688836730856
7,5,0,0,25.932827789355752,1,22.21974106557591
13,8,0,1,22.22339544900449,0,9.269826849875198
9,3,1,0,25.064752825192524,1,22.11392411292606
6,5,0,1,22.82532931461658,0,9.488474930192158
15,4,0,0,22.352204696629023,0,9.421704936894546
6,4,1,0,25.83149487085724,1,22.32232391028334
7,4,0,0,28.50878258676144,1,23.7114032657324
10,9,1,0,25.53497432312312,1,22.315720770741045
3,5,0,1,21.60986205645616,0,6.757576406437225
6,3,0,0,23.179089211128325,0,8.921918563107566
9,6,1,0,24.867348682367737,1,21.794152075969954
1,6,0,0,25.58544185351052,1,20.91079806352972
4,6,1,0,25.502786076142858,1,21.926374950696196
8,6,1,0,25.285436324146005,1,21.791425730201432
8,6,1,0,25.32929555375275,1,22.29421293451865
4,9,0,1,28.387246900113357,1,24.07451766283837
7,5,1,0,20.69351547007056,0,6.101679468926264
7,8,0,1,24.6114065322534,1,20.94431836509553
6,8,0,1,22.22847089284894,0,8.528134915855464
7,7,0,1,25.38937827149908,1,21.610808726141887
4,4,0,1,27.435891506111403,1,22.656599602855007
9,6,1,1,27.593288565650923,1,23.74294346990392
9,6,0,0,21.816206222541343,0,8.515135686973416
8,4,1,0,24.757239594542995,1,20.9282095990728
7,7,1,0,24.452901591237485,1,21.71116432086849
10,5,0,1,26.101769672775177,1,23.422421232073564
3,5,1,0,22.560136723860836,0,7.422224855249093
10,5,1,0,21.59977094785575,0,8.509697399245464
8,8,1,0,21.51077780737193,0,7.959576390085016
6,5,0,0,23.91937799224496,0,9.72896474972138
6,3,0,1,22.83346783014129,0,10.04200661363123
9,5,1,1,23.14943505322431,0,9.92578070959576
4,5,0,0,27.589603308118512,1,24.072808691653595
3,4,0,0,22.441307954933823,0,7.6995645785131055
4,8,0,0,23.574566050410667,0,9.939562942930024
7,5,0,0,23.604886871129494,0,10.193733654764134
5,8,0,0,24.812281549761863,1,21.496193036282698
6,3,1,0,23.9355101802395,0,11.285285417261932
12,6,0,1,24.671401374083377,1,22.044249103573875
16,5,0,1,26.140812573239863,1,23.90726663483872
12,6,0,1,23.050542836736245,0,10.676678846729468
8,4,0,0,22.959935120000196,0,8.875665544680908
7,6,1,0,23.111561239970637,0,10.334451805619672
8,5,0,0,21.31380612347986,0,6.433157491437988
2,6,1,1,24.83190443065778,1,21.14344287577101
6,5,0,0,26.5855342738316,1,23.22070336962561
2,8,0,0,24.84682889170247,1,20.518484864261072
13,5,0,0,25.52577024459798,1,22.7269472956885
3,2,1,0,23.93835421284956,0,9.95356884164077
10,4,0,0,23.70565107974105,0,10.652267720417466
10,6,1,0,28.39895564838274,1,25.314376044990397
3,5,0,0,22.168645823920347,0,6.988830019976184
7,6,1,1,23.440560670965585,0,9.994404432291049
12,6,0,0,21.297540287478977,0,7.290545230375303
5,5,1,1,24.46348402598354,1,20.66481025490334
13,6,0,1,22.706541057814107,0,10.48159537622987
7,7,0,0,24.02094790505554,1,20.09202842297852
1,7,1,1,24.531470677806567,1,20.06191799871592
6,5,1,0,22.335931904675665,0,9.031988179770725
4,6,1,0,24.87716791807953,1,20.73858327662952
11,7,1,0,23.60457020495248,0,11.14525607728227
12,8,0,1,23.2403320945014,0,10.57154745027188
5,6,1,1,24.951476695870657,1,21.00399569953119
9,5,1,1,26.396578217089413,1,22.56697424123448
9,5,0,0,25.791770235832228,1,22.199410259472486
5,5,0,1,26.118595195923263,1,21.979488835820888
3,4,0,0,23.85501267056743,0,10.539985386529953
9,7,0,0,25.562601429695924,1,22.23346968202873
12,5,0,0,23.07762739211141,0,10.337800899891253
2,6,0,0,21.79188141244623,0,6.7873031483247726
7,5,0,0,23.7773184442372,0,10.510273957127543
13,7,1,0,23.76582159295973,0,11.31130053653174
7,6,0,0,24.389168977934823,1,21.662609419968756
8,4,1,1,22.229729363072284,0,8.399716961091844
14,3,1,1,25.65323689254536,1,22.385239746725016
12,6,0,0,18.777970673598183,0,3.52847419680394
9,7,1,1,25.207287940216982,1,21.68455627601749
6,5,0,1,26.97104712035831,1,21.75308859065569
10,8,0,0,24.41688995483456,1,21.30137829389868
10,7,0,0,23.68622753066021,0,10.54045008847534
7,7,1,0,20.617293836605604,0,6.187823351722115
9,6,0,0,25.4403017542462,1,22.46589688951027
10,4,1,0,23.380447994253423,0,10.310905657240223
6,6,0,0,20.996405722605576,0,5.769554486937737
3,7,1,0,22.05858531660993,0,7.747780663515599
1,8,0,1,21.40106478850604,0,6.782537730874864
2,4,1,0,21.201069128291078,0,6.052713564894858
9,6,1,0,23.247614778949647,0,9.403655972327703
7,4,0,1,25.100941793871524,1,21.74526112337241
7,5,1,1,23.059864318595263,0,10.1381235152299
8,5,0,1,23.67852160811435,0,11.49656601066033
6,7,1,0,24.38467425213971,1,20.385750725150142
8,7,0,1,25.773125646814822,1,21.65113878252223
8,7,0,1,21.06206786990469,0,6.289690812118412
7,5,0,0,24.769664816388296,1,21.363334556547287
7,8,1,0,22.06790216956296,0,7.981865876226928
4,8,0,0,25.669686430915498,1,21.7775132118238
10,6,1,1,24.135868048314737,1,21.690084296434478
6,5,1,0,24.73211588754273,1,20.691148940782515
12,3,0,0,23.31622943967654,0,9.838505843509234
7,8,0,0,23.60108361277697,0,9.458418096408318
6,5,0,0,22.55901474748234,0,8.92179979454899
11,4,1,1,20.60180311267694,0,7.26713589412023
7,3,0,0,22.46609268206332,0,8.942838945273845
7,6,1,1,25.98829756191749,1,21.891441559948536
6,5,0,0,22.543738085515223,0,8.463209460005945
3,5,1,1,23.00327216944157,0,9.23588602987761
5,5,0,1,31.104858579299385,1,25.91205329919116
11,6,1,0,22.540794220054444,0,9.196546304106128
5,6,1,0,28.18180668362008,1,23.378492877077523
5,8,0,0,22.726237536581337,0,9.288317260134509
8,6,0,0,25.47359464012156,1,22.167006812817192
12,3,0,0,24.57115778646339,1,21.617594781610308
9,5,1,0,24.267754113177546,1,21.681874979454754
6,6,0,1,26.953635746941448,1,22.439789708780616
12,6,1,0,21.29355233199572,0,7.0888587240715655
7,4,0,0,22.38902141934173,0,8.89218044242978
8,3,1,0,24.295532744312816,1,21.812439713678483
5,6,1,1,24.305728319424503,1,20.89044695372542
0,8,1,0,22.6441601029356,0,7.834203239668092
6,4,1,1,25.99732466919187,1,22.34220502409117
5,7,0,0,22.457465371217417,0,7.973041848668529
11,5,0,0,24.93577035879307,1,21.13812037122607
12,4,0,0,24.754452031411773,1,21.59645737495968
12,4,0,1,21.885954118286502,0,7.942909284261187
5,5,0,0,25.62933715245619,1,21.501104301846297
7,4,0,0,20.754402807224743,0,6.560920620298703
6,6,0,0,20.86164725664502,0,5.97434036203285
10,4,0,1,24.84654725248352,1,21.986072809410885
15,6,0,0,20.62318138777793,0,6.309095425544799
4,5,1,1,23.052944181795187,0,9.624084980605424
6,5,1,0,25.635287679637443,1,22.00807471838634
6,7,0,0,24.30205235377124,1,21.1167049328084
10,3,0,1,26.40431725515852,1,22.586029969693683
7,5,0,1,19.78017319322262,0,4.658544197084466
9,5,0,1,26.373962547876573,1,22.560280287048293
12,7,0,0,25.00331778636912,1,22.24859285588644
7,6,0,0,20.1612591011034,0,4.939958626239169
4,6,0,1,25.7036428079396,1,20.940374054660417
8,7,0,0,25.489937755142527,1,22.35418459052553
6,5,1,0,20.675335088625275,0,5.806221444631402
5,5,1,1,28.184719862290365,1,24.89352293170039
12,4,0,0,23.55924119736588,0,11.589121577816242
4,5,0,0,25.883993385928463,1,21.90048055210228
9,4,0,1,23.907155214395747,0,10.897165496353391
3,4,0,0,21.753254322083237,0,6.404665919772337
6,5,0,0,24.088622346936933,1,19.682832769711062
8,7,1,0,24.8672151381728,1,21.298934850425237
8,7,0,1,21.262861994915493,0,6.921417415348382
11,7,0,0,23.095202873056543,0,10.713368162137796
6,4,1,0,21.926824825891917,0,7.766973861888879
7,5,0,0,23.986650338462045,0,10.558604411385936
2,2,0,1,22.673996163233262,0,8.420001290145976
10,6,0,0,24.930188031917503,1,21.40671286246771
4,3,0,1,24.282639853870613,1,20.325953279665143
10,3,1,1,27.148277022484983,1,23.754614177202487
5,6,1,1,23.795539930822287,0,11.429375340459364
12,4,1,1,25.157260868788185,1,21.97512496769776
10,2,0,0,21.101010586547208,0,6.581461240654613
8,3,0,1,22.923662721606235,0,9.86310139138756
6,4,0,0,23.29632858912446,0,10.454843778159214
11,5,1,0,21.97186214431748,0,8.461293112286485
11,7,0,0,23.896651717947677,0,11.939224930818227
4,7,1,1,23.34214489680425,0,9.415649087314446
6,5,0,0,24.17445508841578,1,20.37312179198663
7,7,0,1,23.23076246719236,0,9.74858875539864
11,7,0,1,18.818449636664926,0,3.570811237615224
7,6,1,1,24.02126238265244,1,20.430590467426825
8,5,0,0,22.065344672100448,0,7.953014795612207
8,5,0,0,21.793501536966783,0,8.561109569211341
9,4,1,0,19.80223727343946,0,4.487585220839796
8,6,1,0,26.582206494749773,1,22.66094966023641
7,4,0,1,23.285756373990534,0,9.546261351546322
6,5,0,0,23.44656755985853,0,9.423930082043956
3,7,0,1,23.76210374665828,0,9.666250391076344
12,7,0,0,21.99742658588076,0,9.033020292731182
13,5,0,1,26.147176755227942,1,23.27947602592092
3,7,1,1,25.86120063839356,1,21.65529048100816
10,4,1,1,21.58123598103628,0,7.105643250936968
