student_age,parent_education_years,classroom_size,rural_school,tutoring_access,online_program_participation,final_grades
33,23,4,1,0,0,74.72223826693897
27,24,3,1,0,0,73.28806394588624
8,22,6,1,1,1,77.4755564316781
21,26,5,1,1,1,81.92150463637448
23,19,7,1,1,0,71.36998999059257
23,16,8,0,1,0,69.30456146598692
16,22,4,1,1,0,71.9235476851088
4,28,6,1,1,1,82.15112881863013
36,26,11,1,1,0,78.34963090457485
25,29,4,1,1,0,78.2500459193715
30,22,6,0,1,1,78.94478939089826
40,25,7,1,1,0,76.46663080004663
25,23,2,0,1,1,79.72781466301602
34,25,6,0,1,1,82.06467259564448
12,23,5,0,1,0,71.9042686989067
9,22,5,1,0,0,70.12246291288477
24,25,8,1,1,1,83.96635376081367
18,21,8,1,0,1,78.73666122209521
29,21,3,1,0,0,69.18235417413295
26,25,4,0,0,1,81.7378167376255
33,23,5,0,1,0,73.99219224511815
18,25,2,1,1,1,79.69118370059019
21,21,4,0,0,1,76.85648417724951
30,29,3,1,0,1,82.89176619713828
27,20,6,0,0,1,76.46374059763845
22,22,7,0,0,0,74.00213500415165
14,26,7,0,1,0,74.72180218084391
15,17,1,0,1,1,73.76132034793122
39,25,7,0,1,1,81.13231866467467
29,23,5,0,1,1,81.66493650939586
6,24,7,0,1,1,80.43509043132309
17,25,4,0,1,0,73.99673124625018
19,19,6,0,1,1,78.30400229282621
25,17,0,0,1,1,74.563637301754
45,22,8,1,1,1,82.79670043907359
12,22,8,1,0,1,79.03314420485235
29,32,6,1,1,0,81.89503236278071
26,22,3,0,1,1,80.51958401105433
24,25,4,1,0,1,82.30523410380216
26,25,3,1,1,1,81.24682435728161
24,23,7,1,0,1,81.70367405948372
6,25,3,1,0,1,79.3383664620225
18,21,1,0,1,0,70.03007700050901
14,17,4,1,1,1,75.33747766739558
27,22,4,1,0,1,78.23281922474948
28,24,5,1,0,1,81.22951322329416
20,24,6,1,1,1,81.57714456450677
29,21,5,0,1,0,75.0845814005019
25,21,1,1,1,0,71.14382612567694
35,30,7,0,1,0,80.54992375265418
19,21,3,1,0,0,70.6411714104738
27,23,6,1,1,1,80.32503347773083
10,28,7,1,1,1,83.77528582851549
23,20,2,1,0,1,77.13714848339094
21,20,4,1,0,0,68.7214358436026
22,20,8,0,0,0,70.9235923366437
26,19,5,0,0,1,77.93808936056128
26,24,9,1,1,1,82.1539954438167
28,26,6,1,1,1,84.69091250562367
40,17,5,1,0,0,69.55735330226244
19,19,7,0,1,0,71.28235980777698
32,18,5,1,1,0,69.42724066856911
22,19,8,0,1,1,78.37275886777887
8,31,5,0,0,1,85.02322225657885
22,24,4,1,1,0,74.9260542862353
33,26,5,0,1,1,82.07588026947055
42,27,7,0,1,0,80.82669713571363
29,28,5,0,1,0,76.35641235001279
22,23,6,1,0,1,80.59767878470639
22,19,6,0,0,0,70.17509630031711
29,21,5,1,0,0,72.45222356858324
18,28,5,1,0,1,83.73306327509619
28,19,6,0,0,1,78.33624408162031
18,28,2,1,0,0,75.77114680916544
16,24,5,0,0,1,81.04982711997887
21,23,7,1,1,0,74.03179299564508
35,24,7,0,1,1,82.77622288806408
37,25,6,1,0,1,82.61827750718197
31,24,5,1,1,0,75.14502315983074
22,24,7,1,0,0,75.0509599350142
15,24,5,1,0,0,73.49852558365586
38,20,1,1,1,1,76.3882693578852
25,22,4,1,0,0,71.58425092879078
19,26,6,0,0,0,73.66127386342727
20,23,12,0,1,1,81.64312194565778
14,25,6,0,0,0,73.97450520074699
11,32,6,1,1,1,87.21293124426495
33,37,7,1,0,0,85.08207757447326
25,28,2,1,1,0,76.34121198857943
15,24,4,1,0,0,71.84738087434987
17,21,7,0,1,0,72.07450507868695
22,24,8,0,1,1,80.80910186499757
19,21,2,1,0,1,77.502749324699
41,27,3,0,1,1,83.89804952869767
29,20,7,0,1,1,78.45801891331831
19,26,3,0,0,1,81.07410075082254
12,22,6,1,1,1,79.52418986894507
27,26,6,0,1,0,75.34081725293078
14,23,2,0,1,1,79.84270542890471
35,26,9,0,1,1,84.93186570207368
23,30,6,0,0,0,78.34630415091442
27,26,5,0,0,1,82.69627998007553
29,22,3,0,1,0,72.36809414173693
18,22,7,0,1,0,71.92556472441004
36,25,3,0,1,0,76.30586037324646
34,18,4,0,1,0,68.09936961704966
41,21,9,1,0,1,81.1486898311389
0,23,3,1,1,0,70.98001506219913
49,23,5,1,0,0,75.35894671981667
26,24,3,1,1,0,73.04700343094188
23,17,5,1,0,0,67.58827260777088
40,23,5,0,1,0,74.27192964065611
16,28,5,1,0,0,76.82495736960713
25,23,6,1,1,0,74.2074273593224
27,26,2,1,1,0,73.85996008365123
49,23,3,1,1,0,77.60011748565367
8,25,8,1,1,0,75.27093578794171
24,23,7,0,1,0,74.09396687914631
15,24,10,1,0,0,75.0903536335302
27,27,5,0,1,0,77.07788291590056
33,27,3,1,1,0,77.48513363341334
13,20,10,0,0,1,78.78203303618523
41,29,7,1,0,0,78.89815270949839
25,24,9,1,1,1,82.77508561969243
32,27,0,1,1,1,83.0304266333219
37,23,1,1,1,1,81.04898065981081
17,23,9,1,0,1,80.85759148080896
27,21,6,1,1,0,71.21464301333823
27,19,2,1,1,1,78.05438428663355
28,25,8,1,0,1,83.0655904474447
23,22,3,0,1,0,71.12822504672326
13,23,1,1,0,0,71.5017456506792
11,28,7,1,1,1,82.85110324434069
23,29,8,1,0,1,85.72702733018369
25,27,8,1,1,1,83.84126753984764
38,28,4,1,0,1,83.34470822639403
26,25,7,1,1,1,84.56314225330983
2,29,8,1,0,0,77.87162312025082
15,26,4,0,0,0,74.9454772984789
22,26,4,1,1,1,81.77781161739907
31,17,5,1,1,0,70.25515643208419
21,21,7,1,0,1,79.86211340025612
28,17,4,1,1,1,76.47013579100944
48,27,4,1,0,0,75.71878722072364
3,23,1,0,1,1,76.7312423483236
38,28,4,1,1,0,78.47364219367049
20,23,8,1,0,1,80.83954110710322
31,23,8,1,1,0,75.07018727523415
24,25,3,1,0,0,74.8468796199079
28,25,5,0,1,0,75.92715585409813
21,21,4,1,0,1,79.22643739468018
14,24,8,0,1,0,74.23893261304394
22,21,7,1,1,1,80.02391708750955
29,23,2,0,1,0,74.33671933214133
14,21,8,1,0,1,78.51305345412644
26,23,1,0,1,0,70.9973530746303
34,27,6,0,1,0,77.87091914774918
9,21,4,0,0,1,74.58478491691524
20,30,3,1,0,0,78.7351961733081
30,28,6,0,0,0,77.24476072646142
21,27,5,1,1,0,77.09956106788232
30,16,5,1,1,0,67.69339136814364
26,21,3,0,0,0,72.33263849235726
30,24,4,1,0,0,71.5354342057239
20,26,5,0,1,1,80.4157475058575
44,20,4,1,0,1,79.6427754574515
17,19,1,0,0,1,75.0214205647314
6,21,8,0,1,1,78.45017208890579
20,29,7,1,1,1,85.33462153666729
25,17,6,1,1,1,75.95018609019012
22,26,6,0,0,0,76.16807453459465
13,19,4,1,1,1,76.78322468522349
26,23,5,1,1,1,80.82010885659756
16,21,7,1,0,0,71.88256647709663
35,21,8,0,1,1,81.13168308097234
24,19,8,1,1,1,78.06327555189682
13,21,6,1,0,1,76.28992485355278
23,23,5,1,0,0,73.86911229797354
11,23,5,1,0,1,78.83058308742207
21,23,6,1,0,1,79.97462105220555
20,27,4,0,1,1,82.279290402798
26,16,5,1,1,0,68.33115164962162
21,21,2,0,1,1,77.31489971105702
22,25,6,1,0,0,73.69814374958324
41,26,6,1,1,1,84.202404796431
26,19,5,1,0,0,69.55103359082088
17,20,4,1,0,0,70.35793511361051
29,25,4,1,1,0,74.8607709159427
19,23,6,1,1,1,79.64609197253381
13,21,2,1,1,0,68.93537792241536
25,20,5,0,1,0,71.1390493637553
24,33,7,1,1,0,81.17385420925011
34,27,11,0,0,0,79.05228261515083
28,27,10,1,1,0,77.8127336701995
33,24,3,1,1,0,72.94121741102698
30,18,6,1,1,0,70.14455197548327
28,25,9,1,1,1,83.0736172601207
13,23,3,1,1,1,78.8385676774393
5,23,11,0,1,1,79.25101396586408
26,20,7,0,1,0,71.81163982139792
5,14,5,0,1,1,71.6347013425323
10,26,5,1,1,1,82.69641530710199
25,24,6,0,1,0,75.29537972389231
23,22,5,1,0,1,78.00849129390524
22,33,5,0,1,1,88.21362420223544
42,20,7,1,1,0,72.28512637487545
22,27,9,1,0,0,75.20238086787326
30,21,4,1,1,1,78.1162596007197
30,22,6,1,0,1,80.84972240508662
15,14,8,1,0,1,72.76565879657572
18,23,5,1,0,0,74.88859624854874
24,19,5,0,1,1,78.16906823443726
26,21,3,1,1,0,71.34550318091044
15,20,7,0,0,0,70.23211597983178
14,26,9,1,1,0,76.57320875713472
33,28,4,0,1,1,87.859216268553
34,29,5,0,1,1,85.21910240878258
37,25,8,1,1,0,78.79111692892805
38,23,2,0,0,1,79.76856150264192
18,23,8,0,0,0,73.05240249442241
20,27,5,0,1,1,82.36005134667093
38,31,4,0,1,0,79.02576083581494
14,25,6,1,1,1,81.79311792886527
14,17,5,1,1,0,67.75513046673225
30,23,2,1,0,0,72.47665013832497
27,23,6,1,1,0,76.26234114600054
51,14,12,1,1,0,73.35829404046014
13,23,7,0,1,1,80.6339817937907
19,23,5,1,1,0,73.31437054855229
19,28,4,0,1,1,82.72690098174051
25,24,3,0,1,0,73.66576418836242
21,30,0,0,0,1,84.43097068777094
38,25,4,0,1,0,74.57795857468656
33,26,6,1,1,1,84.12864038842068
16,22,7,1,0,1,79.8851973809157
25,23,7,0,1,0,74.20250537350503
27,26,4,1,0,1,81.18411554865011
36,23,6,1,1,0,75.74567408931178
2,21,4,0,0,1,76.41773047280925
21,23,1,1,1,1,79.8609824244544
37,12,5,1,0,0,65.62004806286137
20,20,6,1,1,1,77.46730786395152
22,24,4,1,0,0,74.073353367737
20,26,8,1,1,0,77.37836072347307
11,25,2,1,0,1,78.76798631613653
28,30,9,0,1,0,80.02666980198599
12,20,5,1,1,1,75.79242162914663
17,25,7,1,1,1,81.37504881598464
29,31,7,1,0,1,87.47778563517659
31,21,4,1,1,0,72.36812525960633
32,21,5,1,0,1,79.75356610810219
18,27,2,1,1,1,80.95020993851757
28,28,5,0,1,1,83.42160132191219
33,22,5,1,1,0,74.37607764552821
14,21,2,0,0,0,69.71874342319884
-6,16,4,0,1,1,72.177748603169
20,29,8,0,1,1,84.0570200892803
22,31,6,1,1,1,84.85643490137502
22,17,7,0,1,0,70.69335206098195
29,19,7,0,1,0,72.8494365607461
18,25,9,0,1,1,82.71300645789502
32,21,6,1,1,1,79.5660059461736
17,24,6,1,0,0,73.50794029841553
39,24,6,0,1,1,83.03691421573136
30,21,3,0,1,0,72.81635953366742
15,19,5,1,0,0,70.4251270017365
33,27,9,0,1,1,85.91287655289528
7,20,7,0,0,0,69.92090749272214
10,22,7,1,1,1,78.85886052870299
33,26,7,0,0,0,76.67666050556743
22,24,4,1,1,0,74.7235068712161
23,28,2,1,1,1,81.49373758291114
14,21,8,1,1,0,70.73928126727994
46,24,10,0,0,1,83.05769189189536
34,20,7,1,1,0,74.07777978739666
23,34,6,1,1,1,88.99606681880749
23,23,6,0,1,0,74.1743081744733
14,22,10,0,1,1,79.95845948025877
29,20,3,0,1,1,77.5907324299164
24,21,9,1,1,1,80.72792888013872
11,22,6,0,0,1,76.10019053692204
12,21,7,0,0,1,76.1433367038095
26,26,1,1,1,1,81.30732276008347
8,22,5,0,1,1,78.72495702448201
30,14,5,1,0,1,73.7480752641742
24,30,9,0,1,0,80.72018890225321
23,21,7,0,1,0,72.41509653907816
26,18,3,1,0,0,68.14318955727036
32,26,0,0,1,1,82.46759460002559
29,22,6,1,1,0,73.34125036022992
30,19,6,0,1,0,72.4007522693953
30,17,4,1,1,0,70.59114584282027
18,16,5,1,0,1,73.64761604328106
28,34,5,1,1,1,88.87268440097304
22,27,3,1,1,1,80.65020604278877
25,20,3,1,1,0,70.56868167702956
31,24,7,1,1,1,83.22620690942416
10,22,7,0,1,1,78.24392723799097
23,27,6,0,1,1,84.82719242510144
25,20,3,1,0,1,77.27784239011609
16,22,7,0,1,1,79.59215732833442
39,18,5,0,1,1,77.52322398628932
38,21,6,1,1,1,81.57727974405915
29,23,8,0,1,1,82.187018205761
36,26,6,0,0,0,77.20040895532655
16,26,6,0,0,0,75.46632634714541
26,24,6,1,0,1,81.86534703255454
19,23,4,0,1,0,73.64308106863207
16,23,4,1,0,1,80.44017820789313
13,23,2,1,1,0,71.65691762564583
34,24,3,0,0,0,73.14399240435189
25,21,4,1,1,1,78.90638402376375
3,25,5,1,0,1,80.48776452320331
7,20,3,0,1,0,68.97356391035217
23,26,8,0,0,0,75.27603301015566
18,27,6,0,0,1,83.55362862414232
21,24,3,1,1,0,74.62089468352347
30,24,9,0,0,1,83.8101565480772
41,22,5,1,1,0,73.47442511573104
32,19,3,1,1,1,77.25846212027079
9,20,4,0,1,0,68.48072634451854
18,15,5,0,0,1,73.78449500941538
25,28,7,0,0,0,78.11226892070964
26,28,13,0,0,1,86.15667098011566
19,27,8,0,1,1,83.8749586736098
22,25,9,0,0,1,83.52965237064981
21,20,5,1,1,1,77.29359016953717
10,18,4,1,0,1,72.72006705370598
24,33,11,1,0,1,90.42346733002358
32,20,4,0,1,1,76.87493952383166
18,20,3,1,1,1,77.21597335094403
10,22,8,0,1,0,71.44153649301924
33,28,5,0,1,1,85.64678868733162
33,27,7,0,0,1,83.11521440685182
38,31,3,0,1,1,86.21809181716704
13,24,4,1,0,0,70.0296072747011
31,16,7,1,1,1,77.2453554025027
21,23,3,0,0,1,77.89365393340664
34,25,3,1,0,1,82.36225181694215
29,21,5,1,0,1,79.19515577258798
27,22,6,0,0,0,71.42974650875803
36,21,9,1,1,1,81.05124084482881
21,22,6,0,0,1,78.78506343382186
21,21,5,0,0,0,71.68235243227426
28,22,7,1,0,0,73.54700221417212
21,25,3,0,1,1,82.2907667540441
15,28,3,0,0,0,76.14329194691912
26,24,6,1,1,0,76.78434229094925
16,19,6,0,0,1,76.97355974394199
12,23,4,1,0,1,77.6817859448424
21,25,5,1,1,0,75.37018767595086
19,19,5,1,1,1,76.1022091423413
35,24,6,1,1,1,83.26371282494304
32,18,4,1,1,1,75.7504764355983
20,21,5,0,0,1,78.38331013170158
31,31,9,0,1,1,86.70512367107635
28,25,0,1,1,0,75.1616135106286
14,22,8,0,1,0,72.2528760533407
23,30,2,1,0,0,76.87634632375836
22,24,0,1,0,0,71.51903305895867
12,26,4,0,1,0,75.81184852221232
19,19,5,1,1,1,77.69188106654488
30,28,4,1,1,0,76.2800832592033
19,27,7,0,0,0,76.71469833534378
26,23,4,1,1,1,79.83499588644499
22,21,8,1,0,1,79.69571697361151
46,19,6,1,1,1,80.15735520077824
16,26,3,0,1,0,73.99013819758937
22,20,5,1,0,0,70.8141722642087
22,27,5,0,1,0,76.8177419791552
25,21,5,0,0,1,78.74009759690739
24,19,6,1,1,1,77.82268569078697
21,27,2,0,1,0,74.62585108336557
23,25,7,1,1,0,76.27591150450326
20,24,5,1,0,1,80.28800035008865
32,25,5,0,1,0,75.16101079560664
32,26,4,0,1,1,83.01717026096358
16,24,7,1,1,0,74.66543877564617
22,30,0,1,1,0,78.7245514319754
13,25,9,1,1,1,79.35635700020006
21,29,4,0,0,0,77.13591227272418
45,27,7,1,1,0,80.5218130596865
16,17,7,0,0,1,75.57764210030317
12,26,5,1,0,1,80.22235622169627
40,22,4,0,1,1,79.31205661335522
27,21,8,0,1,1,79.59074518284179
8,26,6,1,0,0,73.84768796749474
38,23,8,0,1,1,82.6667070852306
30,24,4,1,1,0,75.78610358897517
23,18,3,1,1,1,76.33539941201705
25,18,7,1,1,0,70.13898237355687
50,32,7,1,1,0,84.3614391873639
21,20,5,0,1,1,77.05403898867812
50,14,4,1,0,0,69.7299962856526
32,25,7,1,0,1,82.5120343884539
28,20,4,0,0,0,69.52370100449345
47,22,5,1,0,1,80.0764373634407
22,19,7,0,1,1,76.67769886470376
23,15,8,0,1,1,75.12187965943357
20,25,7,1,0,0,75.52985733748255
19,25,4,1,1,1,80.7778063622976
18,14,6,1,1,0,68.08795048203436
12,23,2,1,0,1,78.90324301151888
41,23,8,0,0,0,76.0105082406362
12,28,0,0,0,0,72.70129970042879
39,25,6,1,0,0,75.96645276824398
10,21,6,1,1,0,69.47467724392203
36,26,5,0,0,1,82.53723354243081
25,18,7,0,1,0,70.50286529271978
28,17,4,1,1,1,76.02394909609822
34,21,5,1,0,0,70.90697569923927
24,26,2,1,1,1,82.36458513044515
23,30,4,1,0,0,78.08900350718196
32,30,2,1,1,0,79.3693719993247
24,20,8,0,1,1,78.99971487066401
29,28,4,1,0,1,84.5581173575026
25,24,7,1,1,1,84.01026775879043
40,29,8,0,1,0,79.64078659962856
32,19,7,0,0,1,78.35281919674574
37,33,6,0,0,0,81.16548572862179
24,17,3,1,0,0,68.00980065586054
9,25,5,1,1,0,74.6726451741537
17,24,4,0,1,1,79.8229211055164
38,21,7,1,1,0,73.82991340435687
7,22,5,1,1,1,76.16667457742646
8,20,10,0,1,1,77.66134460623947
28,25,4,1,1,0,76.46583809540645
34,28,4,1,1,1,85.54426426473194
30,23,6,1,0,1,82.7528196923606
5,27,5,0,1,1,81.39997379704222
11,24,6,1,1,1,79.5055792370944
26,25,6,1,1,0,75.56540905570043
12,15,4,1,0,0,65.11214974315047
13,19,6,1,1,0,68.90733039835236
10,28,8,0,1,1,83.89481330758997
21,20,6,0,1,0,71.08306092726376
14,28,6,0,1,0,76.61484457910315
31,18,7,1,0,0,69.55432558467336
26,24,4,1,1,1,82.53895056692436
15,22,7,1,0,1,79.58857731350493
17,22,5,1,0,0,72.06143750499614
33,26,6,1,1,0,77.0955487956653
44,31,5,1,1,0,82.39311120182123
22,18,3,1,1,1,76.17202099967818
21,18,5,1,0,0,68.82362778124251
20,26,6,0,0,0,73.60597524019282
7,26,2,1,0,1,79.51910618206036
37,21,5,1,1,0,74.13323331839192
34,15,2,1,0,1,74.13665128302135
16,24,3,1,1,0,72.41842076242204
25,24,9,0,1,0,76.45303675462775
35,18,8,1,0,1,76.76533354962207
24,25,6,1,1,0,75.90268091879665
21,21,6,1,0,1,78.77476948285924
24,24,6,0,0,0,74.9199762755312
9,27,7,0,1,0,76.47594334056635
18,27,8,0,1,1,84.41066994273429
16,21,6,1,1,1,80.13471549220137
39,24,5,1,0,0,74.7663379032692
27,16,11,0,1,0,70.08528048272908
23,26,7,0,1,1,83.22391419348934
14,22,4,0,0,0,71.40282152002275
25,26,6,1,0,0,76.54806356024211
22,28,8,0,1,1,83.26555810594184
39,21,4,1,1,0,70.81820464569984
23,16,5,1,0,1,72.63080048593578
20,31,5,0,0,0,78.86057962021918
17,23,4,1,0,0,71.51919311760662
17,31,10,0,1,0,81.35813625455837
4,32,4,0,1,1,84.66143416813422
22,26,4,1,1,0,76.504556024301
8,28,4,1,1,0,74.589353936976
24,29,4,1,1,1,85.31322662041661
32,24,11,0,1,0,75.3901256838448
22,20,9,0,1,1,78.63319226404188
39,17,10,0,1,0,72.97122379025018
29,20,4,1,1,1,77.04859326689675
19,25,3,1,1,1,82.29680717403258
30,14,7,1,1,1,75.54809399383643
23,17,7,1,1,1,76.18230259631589
28,29,7,1,1,1,85.72596069147778
32,21,9,1,0,0,72.46028386488457
36,23,5,0,1,1,81.47671481567274
9,32,3,0,0,0,79.67175314957707
34,24,7,1,1,1,82.50153680305513
33,19,8,1,1,0,71.70595254015343
31,25,8,1,1,0,74.25031294327472
29,25,5,0,1,1,80.29340032448333
24,29,6,1,0,1,83.16714656724857
28,27,4,0,0,0,75.57193243935737
0,23,6,0,1,1,77.70591636492279
51,25,7,1,0,1,84.07924660334398
19,28,6,1,1,0,76.23303654863237
25,18,5,0,1,1,77.2065813991611
38,25,7,1,1,1,85.69324084436342
22,31,5,0,1,1,87.20934786105619
13,28,8,0,0,0,77.24681113380484
29,31,5,0,1,0,79.35482952002826
31,22,5,0,1,1,79.64070998752887
30,23,4,1,1,0,74.16128113969002
38,26,4,0,0,0,75.2925302663659
15,23,10,0,1,0,72.63435304268593
33,25,6,0,1,1,83.95107271337795
20,18,2,1,1,1,73.94394672314318
35,23,10,0,0,1,82.32617969554113
21,22,4,1,0,1,77.99857029424886
21,34,1,0,1,0,81.48183852477361
28,16,2,1,0,0,67.70865061434208
15,26,5,0,0,1,80.54476736476005
27,21,8,1,1,0,73.56951376201967
35,25,7,1,1,1,83.44856661128483
31,28,6,1,0,0,77.31847557040042
27,22,5,1,1,1,82.01983874099027
22,27,5,1,1,1,83.30781821808766
21,19,4,0,1,0,69.9529681372887
21,21,5,1,1,1,78.10754729600919
22,22,5,1,0,0,72.941066299823
33,29,10,1,1,1,87.21371760229361
27,19,6,1,1,0,73.26288623318551
16,19,6,1,1,0,70.65371589829113
-2,25,1,1,1,0,70.83617883505947
19,15,6,1,1,0,67.295441256386
12,21,4,1,0,0,69.75713216517038
26,24,6,0,1,0,74.86991644171607
22,28,7,0,1,1,83.90645398787605
25,25,6,1,1,1,83.22881584214929
26,27,5,1,1,1,83.23958795453542
27,25,7,0,1,1,82.65375095552467
21,28,11,1,1,1,84.76627517396822
35,20,6,1,1,1,79.70868841733315
29,25,9,1,1,0,76.05865467949123
19,22,4,1,1,0,72.78011881532919
11,24,9,0,1,0,74.46043055248427
20,23,4,1,0,0,72.06677492100874
25,26,2,1,0,1,79.96076690607208
23,31,5,1,1,1,87.27332020609965
3,21,7,1,1,0,71.40941994106261
14,22,7,1,1,1,78.55540844393278
10,23,4,1,1,1,78.95277419203818
18,24,3,1,0,0,72.66091966926649
31,22,0,0,0,0,71.15437414500427
21,22,3,0,1,1,78.51391967429139
21,20,3,1,1,0,70.81971179258576
60,26,5,0,0,1,85.54609238512349
29,20,5,0,0,0,72.75171581498475
33,21,4,0,1,0,72.07732098507836
18,24,9,0,1,1,82.83299916648858
28,25,4,0,0,1,81.98783403091637
33,26,3,1,1,1,82.77058356032192
31,24,3,1,0,0,73.10397783031573
45,22,6,1,1,0,75.99437671121436
28,23,3,1,0,1,80.29731965012122
10,36,8,1,1,0,84.23749875894705
10,22,3,1,0,0,70.31254883351097
16,28,4,1,1,1,83.76962664221058
16,18,7,0,0,1,75.78426924022965
37,23,5,0,1,0,74.63795342109529
12,14,6,0,0,1,70.95922807370611
23,22,4,1,0,1,80.88387984707562
15,24,3,1,0,0,72.3816670957162
11,21,4,1,0,1,77.73266322419803
28,27,3,0,1,0,74.51075706196842
30,27,9,1,0,1,85.00059899995894
12,26,4,1,1,1,81.03170108185343
22,22,3,0,1,0,72.58130430020663
19,24,11,0,0,0,76.90497351116147
22,28,7,1,1,1,85.52435406627464
18,26,8,1,0,0,74.25212000696096
13,25,2,1,0,0,72.50262730620298
36,22,5,0,1,1,80.61419394223515
34,27,9,0,1,1,84.50256586158272
32,30,3,0,0,1,85.67812599760137
13,21,5,0,1,0,73.37810806271976
22,23,7,1,1,0,73.22795510689949
24,24,4,0,1,1,80.37942983656399
25,26,8,0,1,1,84.41423753654782
13,26,6,1,0,0,76.41935326931612
15,21,7,1,1,0,72.80697605500237
37,20,8,0,0,0,72.89205600763806
26,25,4,1,0,0,75.55685361829235
24,26,9,0,1,0,78.47043597114953
19,24,9,0,0,0,76.4210359030972
29,32,9,0,1,1,88.50270845340027
40,24,8,1,1,0,76.28335806475786
27,18,5,0,0,1,77.27087121105232
3,26,9,1,1,1,80.45333042917972
24,23,5,1,1,0,72.1734279053943
17,25,7,1,0,0,73.41634175049376
12,24,6,0,1,0,74.46173687178756
24,24,8,0,0,1,81.6845624505343
18,33,9,0,1,0,81.68977501183852
42,17,2,0,0,0,68.54276693098168
19,27,7,0,0,0,77.2239667564382
15,23,7,1,1,0,72.89766716796458
27,25,6,1,0,0,75.61724755251588
28,25,7,0,1,1,85.4392480497174
14,28,7,0,0,0,75.7564484870967
7,21,8,0,1,0,72.57401623775452
32,24,6,0,1,0,75.77703940699607
20,21,5,1,1,1,78.48592544743897
23,21,8,0,1,1,79.26217817498822
17,21,4,0,0,0,71.95607195102863
25,13,7,1,0,1,76.09733866329348
5,21,11,1,1,1,81.01136060451698
26,22,4,1,0,1,79.0500189044414
4,25,2,0,1,0,75.19257073239324
30,26,3,0,0,1,81.88351913109238
31,18,7,0,0,1,77.91737092522774
30,19,5,0,0,0,68.92560059017495
25,29,2,1,0,1,82.8904667621434
35,19,3,0,0,1,76.59836669733153
27,26,3,0,1,0,73.87810705177648
22,26,5,0,1,0,75.6612450440225
19,26,4,1,1,1,81.25273599842563
30,20,4,1,0,0,70.92673186754396
12,27,0,0,0,1,81.24360615650858
30,19,6,1,1,1,76.18161298804587
10,22,4,0,0,0,69.66141715531066
13,28,3,1,1,1,83.89757456079461
32,24,3,1,1,0,72.33748671412128
21,20,4,1,0,0,71.97983704515673
26,18,7,1,1,1,76.55622685534436
30,23,7,0,1,0,76.11477729966794
32,22,8,1,0,0,73.13865228200827
7,23,0,1,0,0,69.29656898189003
16,22,9,1,0,1,81.45542704724497
38,21,3,1,1,1,80.24223763338604
36,25,8,1,1,0,78.00336897988845
17,14,3,1,1,0,66.84722773420805
13,24,5,1,0,0,71.79108118673429
24,33,4,1,1,0,81.64652403005061
23,35,7,1,1,1,88.33619273257317
18,20,7,0,1,0,71.4273290731241
15,26,2,0,1,0,75.29095753119341
11,18,4,0,1,1,74.77969473895003
41,15,10,1,0,0,70.3055265599472
21,21,4,1,0,0,71.61706206391443
33,28,9,0,0,0,79.63453239685678
34,25,5,1,0,1,81.8795534565733
22,26,7,1,0,1,82.11395465641732
21,19,6,1,1,1,76.94607655341531
34,29,8,0,1,1,84.63543516447083
20,24,9,1,0,0,74.43817465781922
