age,education_years,previous_month_income,gender,previous_unemployment_status,job_retraining_program,current_month_income
25,19,11,1,0,1,35.06789629197323
22,10,10,0,1,1,42.9407012670714
33,18,7,0,1,1,36.09926108713312
32,15,7,1,1,1,38.36790595805032
30,22,6,0,1,1,32.9268199990885
10,21,8,1,1,1,33.67302885653331
26,17,10,0,1,1,36.12528115252622
29,15,12,1,1,0,27.98347025663878
15,22,6,0,0,0,24.99034552106244
29,29,7,1,1,0,17.387248696899636
29,20,12,1,1,1,32.25138262990026
35,20,14,1,1,1,29.29189874844648
11,21,8,1,0,1,33.90603269215546
39,14,11,1,0,0,29.28954602526749
43,16,3,1,1,0,29.93633584816736
44,16,6,1,1,0,28.928772283329792
35,8,12,1,1,0,35.59084128788041
30,17,10,0,1,0,26.60138372453209
32,22,10,1,0,1,28.92124540728492
43,24,7,0,0,0,21.67924612322266
30,31,11,1,1,1,22.350425766290957
55,28,10,0,0,0,14.896012516315572
24,17,8,0,0,1,35.9128662451945
22,19,8,1,0,0,28.342622309331805
32,24,10,0,1,0,20.07385751469093
45,28,3,1,0,0,20.338080002608347
37,18,9,1,0,0,27.34858259673555
34,14,11,0,1,1,37.73642353553287
27,21,9,1,1,1,30.968551971405198
40,9,4,1,0,0,37.50352928407416
26,21,13,1,0,1,30.158185411075543
23,23,6,1,1,0,23.781953715102567
25,23,15,1,1,1,27.41501564733128
32,27,5,0,0,0,19.42124395918957
25,23,14,0,0,0,21.19182857724786
35,5,10,0,1,1,46.57766530229186
24,14,11,0,1,0,27.686271958366355
18,13,12,0,0,1,39.68427281063207
37,17,11,0,0,0,27.057552546200217
38,20,7,1,0,0,24.12594221382472
27,17,11,1,0,1,35.28069807892728
25,16,7,1,0,0,28.806460002145844
29,29,10,1,1,1,22.04190425428841
27,20,11,0,1,1,33.2072029421983
39,25,13,0,1,1,27.40216758452729
39,23,9,1,1,0,20.03937714940493
23,21,11,1,0,1,31.75831341144132
21,20,14,1,1,1,31.824214583725336
28,15,10,1,1,0,27.380493631404573
25,20,9,1,0,0,25.690081662270018
26,15,9,0,0,1,38.29296411015295
24,31,7,1,1,1,24.782433779349635
27,22,10,0,1,1,30.68748069474218
17,12,8,0,0,0,32.71508112156866
37,25,8,1,0,1,27.477251010296555
24,26,4,1,0,0,23.60718887444037
36,9,5,1,1,1,44.27919058687081
32,22,11,0,1,1,31.030921302756077
28,22,8,0,1,0,24.6913704326126
27,22,5,1,1,0,24.573661726086694
31,23,8,1,1,0,22.71795782139119
41,24,11,1,1,1,28.307326526415835
30,13,10,1,1,1,39.13191239525906
33,30,7,1,1,1,23.53062558124097
32,13,10,1,1,0,30.44279757744025
26,14,13,1,0,0,28.04074260688569
38,17,13,0,1,1,31.13477863084346
43,20,10,1,1,0,23.90582352164968
34,22,8,1,1,1,31.803767517210524
18,20,8,0,1,1,34.7218139357773
33,30,10,0,1,0,15.909440174797592
14,23,3,1,1,1,32.14089546512392
27,28,11,1,1,1,25.08340637103609
31,15,7,1,1,0,29.06441285076041
31,20,5,1,1,0,29.0293786730662
39,15,5,1,0,0,28.69114144103484
27,20,4,1,0,0,26.01658137789142
30,14,9,1,1,1,38.67733453032727
27,19,12,1,1,1,31.711952842798016
29,14,2,0,0,0,34.398835988312214
22,19,7,1,0,0,27.536072845563396
30,26,11,1,1,1,26.466825499043573
37,18,8,1,0,0,27.07586838925064
40,12,10,0,1,1,38.11339901089164
24,13,8,1,0,0,32.76002078411287
21,23,14,1,1,1,27.79886616068232
25,12,10,1,1,1,40.81478630132291
11,10,11,1,1,1,41.58073981096571
41,17,8,1,1,1,35.604128543552704
24,25,12,0,0,1,28.527140799063275
28,17,5,1,1,0,30.876819298517805
37,22,12,0,0,0,20.922298523283107
30,2,9,1,1,0,41.08284441560215
35,22,7,1,1,0,22.698492765988647
38,15,10,1,1,1,36.47442720520299
33,23,14,0,1,1,26.93837698229453
32,18,12,1,0,0,24.776976043551223
31,13,4,1,1,1,40.94556839277829
32,11,7,0,1,0,34.18407196214236
32,11,11,0,1,1,39.73697429738056
28,22,9,0,0,0,23.899244010802462
12,29,6,0,1,0,18.88013899178666
21,25,10,1,1,1,28.402319745117715
25,24,6,1,0,0,22.88272348525334
29,19,12,1,0,0,23.17917596095028
25,26,10,1,1,0,18.874441968752
36,22,12,1,0,1,27.359699976978785
27,23,14,1,1,1,27.968287477108596
36,20,8,0,0,0,24.41310463047436
21,28,9,1,1,0,18.079808151414465
33,20,4,0,1,0,29.083983132251507
46,21,10,0,0,0,21.43005719019659
30,16,9,1,0,0,28.531946575159605
29,28,7,0,0,0,19.687006251479676
28,21,7,1,0,1,32.301055684925146
25,21,11,1,1,1,31.82006058929629
34,17,11,1,1,0,28.2852194790488
37,23,13,1,0,0,19.485823389950024
38,19,15,1,1,1,29.759389682349543
26,18,7,1,0,0,28.098167269514008
32,12,6,1,0,1,40.75934513270115
23,23,13,1,0,1,28.31268285901632
43,18,6,0,1,0,28.577963227706213
22,21,12,0,0,0,21.70971762067746
35,20,4,1,0,0,26.020035821378794
37,24,6,0,0,0,22.770830709660608
25,21,13,1,1,1,28.237332437578704
24,23,8,0,1,0,22.36993243826916
36,22,7,0,0,0,24.08316126571209
33,25,9,0,1,0,19.13134632225696
14,28,10,0,1,1,26.09437344186792
16,13,9,1,0,1,41.07893624982633
23,21,6,0,1,1,34.36590784540611
16,25,11,1,0,0,20.134837142119355
21,25,14,1,1,1,25.44348910165838
30,29,13,0,0,1,23.41622424691092
29,19,10,0,1,0,24.698797134068894
31,9,13,1,1,1,42.367470784040016
30,22,16,1,1,1,28.02207728275246
28,22,11,1,1,1,29.21629987219788
17,27,9,1,1,1,25.658239518495535
15,18,11,0,0,0,26.557473600835937
21,21,5,1,1,0,28.241559643134067
33,14,11,1,0,1,38.39363820585045
28,8,13,1,1,1,44.63523479507233
19,15,9,1,0,1,37.08496166352331
20,13,7,1,0,0,34.04440693146952
43,19,6,0,1,0,26.51552596735325
29,17,12,1,1,1,34.83619921568482
21,28,13,1,1,1,24.418646986603783
25,21,6,1,0,1,33.26167087096387
31,12,10,1,1,0,29.62932241728239
21,25,9,1,1,1,27.85421899525301
20,20,12,1,0,0,23.34328506951837
31,3,10,1,1,1,51.01580490084068
21,22,16,0,0,1,29.486309846944994
22,25,12,1,1,1,27.80711962162909
14,24,12,0,0,1,28.88294856181364
38,22,7,1,1,0,24.01885029984839
35,11,8,1,0,0,33.12914332374219
28,24,12,1,1,1,27.399555550163083
24,27,13,1,0,1,24.02663541330931
23,26,13,1,0,1,27.50245621972876
35,15,11,1,1,1,35.98393425828482
27,23,13,1,0,0,21.899657874511167
39,14,7,1,1,0,30.85794487787952
42,10,6,0,1,1,42.41893773055715
13,29,17,1,1,1,22.25243322307137
27,29,12,0,0,1,25.242231776408904
28,20,10,1,0,0,24.582102518859944
27,24,3,0,1,0,24.904975543920443
34,23,6,0,1,1,31.1191199976262
31,22,7,1,0,0,23.338868685539836
24,23,14,0,1,1,27.538806305476125
57,13,13,1,0,1,33.08235369578002
43,28,9,0,1,0,17.143794751260852
37,21,12,1,1,1,32.04977332110851
39,17,12,0,0,1,33.71208485011532
39,7,7,1,1,1,45.826339858616734
25,15,7,0,1,0,30.303459404019367
39,19,10,1,0,0,25.56887069143397
37,15,9,1,1,1,35.2792073043629
46,28,9,1,0,1,26.57232234751569
44,23,7,0,0,0,21.00456914038218
18,8,9,0,1,1,44.930557114301045
29,26,14,1,0,1,24.890942306838465
14,29,6,1,1,0,19.04068071813711
18,23,20,0,1,1,29.512433081444232
33,16,8,0,1,0,27.664682308441147
22,29,8,0,1,1,25.97094275366644
39,22,10,0,1,1,30.194546558006145
29,22,10,0,1,1,29.848293854966496
39,23,10,1,1,0,19.647716050259422
14,6,12,1,0,1,43.01220222946642
2,29,12,1,1,1,24.81917303682059
36,23,11,0,1,1,29.56659591403261
31,20,11,0,1,1,31.44713416862701
35,7,7,1,1,1,45.4086235546505
31,14,11,0,0,0,28.539496076004024
23,27,6,0,0,0,21.096871356874004
18,26,13,1,1,1,25.70639525680915
35,28,10,1,0,0,18.415238043562542
35,33,11,1,1,0,12.478635962462777
29,17,9,1,1,0,27.84021730965601
40,15,8,1,0,1,38.62070196918258
45,15,10,0,1,0,27.95349783518828
41,18,5,0,1,0,27.560893258398316
36,20,14,1,1,0,21.04588500715913
37,21,15,0,1,1,29.44659246426101
34,24,14,0,1,1,26.449310567791898
33,9,9,1,1,1,43.66860775352936
29,19,5,1,0,0,26.695017698514345
24,19,12,0,0,1,34.36575046654234
22,17,16,1,0,1,32.60350897441155
22,20,12,1,1,1,31.51616635242474
22,22,7,0,1,0,25.723160294795782
34,22,8,1,1,0,24.581648435369264
28,28,15,1,1,1,22.42624056333716
30,24,13,1,1,0,18.56777998069649
33,25,10,1,0,0,17.841656709212245
32,23,11,1,1,1,30.761837919618262
23,22,8,1,1,1,31.1088705522886
30,28,11,0,0,0,15.8492168235292
30,17,14,1,0,0,24.749963636427864
34,24,9,1,0,1,29.935892294453303
23,28,5,0,1,1,29.84646237297589
33,14,13,1,1,1,38.33328336973102
29,23,9,0,0,0,23.681256491956397
31,17,15,1,0,0,25.5605116497677
34,24,14,1,1,1,27.53285514393185
26,20,5,0,1,0,27.707856737460336
37,21,10,0,1,0,22.893527498287604
32,19,13,0,1,1,30.87919881048308
29,26,11,1,1,0,18.671677414570144
44,17,9,1,0,0,24.59043882747221
45,16,11,0,0,0,26.205384393295432
27,14,9,1,1,1,37.52084299080804
32,26,12,1,0,1,27.430609037746663
27,15,5,1,1,1,38.50207386219917
31,15,8,1,0,0,29.939934297369916
36,14,7,0,1,1,41.39456559985645
38,8,14,1,0,0,32.9600562437977
23,22,7,0,0,1,32.85453137905924
23,10,8,1,0,0,34.47733049356632
38,14,8,0,1,1,37.55837795289941
16,18,8,0,0,0,27.719167883165127
37,9,8,0,1,0,37.46939854502214
21,21,4,0,1,0,25.654890625518608
25,19,8,0,1,1,32.8624830164911
25,20,10,1,1,0,24.459756689428875
27,21,11,1,0,0,23.113086857315785
55,23,7,0,1,0,21.116517314083957
29,16,6,0,1,0,30.84339023620335
17,27,7,1,0,0,20.93992239594602
33,17,6,1,1,0,27.689685523162872
30,14,7,1,1,1,42.36031438769104
28,18,10,1,1,1,32.99442181783765
24,15,13,1,0,1,36.72376620993383
40,24,13,1,1,0,18.884039857172315
10,25,15,1,1,1,26.094197217102284
16,0,9,1,0,1,53.2243439996798
34,19,14,1,1,1,31.541521941962277
25,31,14,1,1,1,20.1129754079337
22,17,7,0,0,0,28.568480889048093
38,27,7,1,1,0,18.285983220404635
17,16,7,1,0,0,30.720815573667608
43,18,8,0,1,0,25.76759466286198
28,19,6,1,0,0,26.565625675930708
43,14,12,0,0,0,28.57150489829405
21,13,15,1,1,1,38.59772948297471
25,14,15,0,1,1,35.963120610877795
39,22,13,0,1,1,29.81475959418929
27,22,11,1,1,0,21.300456208141117
38,15,11,0,1,1,38.31723121089767
34,14,13,1,1,0,27.374967257290347
32,14,7,1,0,0,31.06053849137989
30,11,8,1,1,1,41.28702043094695
23,9,9,0,1,1,44.113919408145925
27,24,6,0,1,0,22.656206737425727
30,8,11,1,0,1,41.19664503308034
33,19,10,1,1,1,32.34539109833226
23,16,10,1,0,1,37.38128850868273
52,20,6,1,1,0,24.83308681081948
44,22,2,0,0,0,26.15537366047471
14,15,9,0,1,1,36.831288904008034
34,19,7,0,1,0,26.145773627579203
25,25,7,0,1,0,22.56572556351465
32,18,6,1,1,0,26.42633720064012
26,13,15,1,1,0,27.93948533839036
15,27,10,1,0,1,25.86572445114446
26,33,13,1,1,1,18.323147318832564
30,14,6,1,1,1,40.60414116610423
25,24,8,1,0,0,21.763606022583456
13,25,11,0,1,0,20.950964913516167
26,27,9,1,1,0,20.52641075975138
23,15,9,1,1,1,39.52302910292223
29,15,10,1,0,1,37.4516214285342
41,6,8,0,0,0,37.22516733040868
32,26,13,1,1,1,25.40678048196323
36,13,11,1,1,1,37.24106718532173
15,20,12,1,1,1,32.54802116766818
26,17,10,0,0,0,27.428101432210347
31,29,11,1,0,0,15.065808256545624
18,17,17,1,0,1,31.31183355829373
34,12,8,1,0,1,39.73175381782911
22,20,9,0,1,1,32.82017563521769
21,8,13,1,0,1,42.06569614253964
27,32,15,1,1,1,20.182773583454534
30,9,12,0,0,0,34.06647370812671
27,25,11,1,1,1,27.621442308050803
28,17,9,1,1,1,36.54197605640943
23,30,7,1,1,1,25.0877515430954
13,16,9,1,1,1,36.553899370078895
29,36,9,1,1,0,9.69506434888798
30,31,6,0,1,0,16.27216588394368
25,19,12,0,1,1,34.07450064247861
24,17,8,1,1,1,34.36826368511093
19,11,2,1,1,0,36.924302718506055
44,20,10,1,1,0,23.257862879345037
29,29,9,1,1,1,23.762140419507816
25,21,10,0,1,0,24.10426567502252
20,17,11,0,0,0,27.70483369262977
32,26,10,1,1,1,28.454317326570767
36,19,6,1,1,1,35.81869572224902
26,20,9,0,0,0,25.041233955806607
36,27,6,0,1,0,20.50986595123256
27,12,12,1,1,1,39.85884198146395
32,14,7,1,1,0,33.74033813610645
27,25,4,1,0,0,23.417223184220784
31,26,9,0,0,0,17.7967066291576
33,27,9,0,1,1,27.39781711749141
30,19,11,1,1,0,24.83927081557576
8,19,8,0,1,0,26.832470312593003
41,18,11,1,0,0,23.98106443696245
11,17,11,1,1,1,36.21615116930823
35,22,15,1,0,1,27.811710571517864
42,8,4,0,1,0,38.45367019424551
34,23,13,1,1,1,26.917464403462212
30,24,11,1,0,0,18.14919821474304
38,10,10,1,0,0,33.569242383391725
31,20,8,0,1,0,26.734689266588028
30,21,11,1,0,0,24.95086404891905
20,30,11,1,1,1,23.779623143664207
30,15,10,0,1,1,37.1454463721569
30,24,12,0,0,1,28.657545725347703
28,26,13,0,1,0,15.686155143554243
23,13,12,0,1,1,39.820336333958736
22,16,9,1,1,1,36.76532621214642
40,22,7,1,1,1,32.3979492235311
27,12,9,1,1,1,40.62854712841731
44,26,7,1,1,0,19.868667399798397
27,23,9,1,0,1,31.094090376206392
20,28,6,1,1,0,18.298886992861213
29,8,6,0,1,0,39.1384794377522
26,20,14,1,0,1,29.26048397625586
35,20,5,0,1,1,34.359278727881005
31,16,0,1,1,0,35.65060072928952
30,13,11,1,0,0,30.65763491101989
29,29,11,1,1,0,16.02151566237309
18,19,9,0,1,0,28.08021337800765
21,30,15,1,1,1,20.501100277651137
31,12,12,0,1,1,39.45354550792452
29,25,13,1,1,1,25.251116903060463
22,17,5,1,1,1,38.095532668990245
34,21,14,0,1,1,29.738545035329302
14,3,10,0,0,1,50.64609025272534
35,19,6,1,1,1,34.99585282695494
40,25,7,1,1,1,28.595380765758552
24,18,9,0,1,1,34.43391925640343
22,16,6,0,0,0,32.100327759296846
30,24,9,1,0,0,21.20313712673371
36,22,13,1,0,1,28.327812462200395
34,17,13,1,1,1,34.04091020807552
24,17,7,1,0,1,37.8686514953565
25,33,6,1,0,0,14.88091352568875
25,20,16,1,1,1,29.54641462459856
28,20,10,1,1,1,32.9921092423384
27,10,7,0,1,1,44.72137440738289
43,25,9,0,0,0,18.739141342434973
37,22,8,1,0,0,23.4670386606129
28,11,15,1,1,1,39.41976005364332
34,14,13,1,0,1,35.68022565266703
29,14,7,0,1,0,31.07155308607896
26,12,9,1,1,1,40.86802251356404
34,21,7,1,1,1,31.3560634878381
28,22,11,0,0,0,22.58265645887259
36,32,11,0,1,1,19.365085978607432
23,16,10,1,1,1,36.59544770503698
48,22,12,1,1,1,29.611595072157375
21,14,11,1,0,1,36.85486449486293
23,18,11,0,0,0,26.579180202274497
27,18,8,1,0,0,28.40298475611228
21,20,10,1,1,1,33.5205685801294
36,18,4,0,1,0,27.57592505072109
30,16,12,0,1,1,35.33896381085715
26,33,7,1,1,0,11.745710738167976
35,16,14,0,1,1,34.43239798288789
25,16,12,1,0,1,35.16905223861449
34,32,8,0,0,0,14.976225702015723
39,20,14,1,0,1,31.54933521669852
26,22,4,1,1,1,32.307883563374546
37,12,2,0,1,0,36.14857226976296
34,25,13,1,0,1,25.72639536857581
34,28,8,1,1,1,25.991897410236128
35,23,11,1,0,0,19.988720151285303
32,19,9,0,1,1,34.16881153988228
25,18,5,1,1,1,38.15496264667325
25,26,6,1,0,0,22.16322032801086
29,21,11,1,0,0,25.519606566822567
13,15,9,0,1,1,39.40134662473017
26,26,10,1,1,1,26.667534974240557
37,28,7,1,1,0,17.69416768533696
35,19,5,0,1,0,27.06610395534641
16,13,10,0,0,1,39.94529826207846
15,15,12,1,1,1,36.10770924246372
46,17,4,1,1,0,28.740355343518363
34,21,10,0,1,0,24.42697786986189
32,18,10,1,1,1,34.080283813650105
10,10,8,0,0,0,35.66519435507461
38,19,3,0,0,0,27.5998849425411
31,24,11,0,0,1,27.944054974563706
27,15,12,1,0,0,27.868059012866578
21,29,10,0,1,0,15.595157051707533
35,17,13,0,0,0,25.85559615459715
37,27,11,0,1,0,19.10137587476558
33,19,17,0,1,1,29.510225930815867
36,13,12,1,0,1,38.34669632765088
33,19,8,1,0,1,34.34295379293773
32,19,12,0,0,0,23.549248795096705
19,29,11,1,1,0,15.38737659486301
28,26,9,1,0,0,17.49111486515218
36,19,9,1,0,1,32.91202724895691
37,19,13,1,1,1,30.93225674840957
28,24,11,1,0,1,27.29725959878339
46,18,9,1,1,0,24.557380315942737
36,9,12,1,1,1,40.1605686591536
36,15,13,1,1,1,35.59648796610488
27,14,14,1,1,1,36.4680225003881
21,10,5,1,1,1,45.22953960630642
23,14,9,0,1,1,40.56248349129366
35,11,10,0,0,1,40.6151228759492
30,24,7,1,1,0,21.76164185054057
27,19,12,0,1,0,23.368975251767317
27,8,11,1,1,1,42.517817550421135
30,16,9,1,1,1,37.66219189999264
38,6,12,0,0,0,35.5972130231368
34,10,11,1,1,1,39.466257684731744
38,16,6,1,0,0,29.1030044144958
36,11,6,1,1,0,33.67569639272243
31,34,11,1,1,1,19.731181210044564
30,21,7,1,1,0,26.456421362179626
28,20,4,0,0,1,34.470527154061685
34,18,8,1,1,0,27.24366349753668
33,15,12,1,0,0,26.17757429452616
33,24,5,0,1,0,22.82995818892085
43,23,9,0,0,0,23.35989184127762
21,16,3,1,0,0,32.74655759722421
37,15,8,1,1,1,36.76005981794052
17,27,14,1,1,1,25.582507213869576
38,11,7,0,0,0,32.69973509468331
28,23,15,0,0,0,22.486386500150267
31,14,7,0,1,0,31.15714966778405
41,20,9,1,1,1,30.141652481071297
32,18,8,0,1,1,35.58796210055185
28,22,11,1,1,1,28.9436637083538
25,28,11,1,1,1,22.661160616780062
19,19,8,1,1,1,34.03466389452202
27,26,10,0,1,0,19.45554525202678
27,14,14,1,1,1,38.048316763512055
32,16,15,0,1,1,33.460700130587895
29,20,10,1,1,1,32.50955559774416
38,24,8,1,1,0,22.71696674142035
36,26,10,1,1,1,25.240293119358878
25,17,11,0,0,1,34.892868146965725
29,23,10,1,1,0,21.4893398776974
39,11,9,1,0,0,34.24928782293133
20,23,4,1,1,0,23.93608699111488
49,21,9,0,0,0,21.481066505918918
27,22,10,0,1,1,32.47283664208791
27,20,11,1,1,0,22.717852541531297
35,22,12,0,1,1,29.205596710134007
51,28,10,1,1,0,16.67878848074658
36,19,12,0,0,1,32.680279011830734
19,13,6,0,1,1,41.59250033857274
29,9,7,0,1,1,43.5253079992719
21,25,10,1,1,1,26.957702109907803
26,24,11,1,1,1,28.525928273753276
32,14,12,1,0,0,28.20647629389057
33,39,7,1,1,1,14.649041558172712
35,17,13,0,1,1,33.32107197562654
40,22,12,1,1,1,30.72526675660866
55,11,8,1,0,1,40.4981592204012
40,18,15,0,1,1,32.44800717052855
32,17,6,0,1,0,29.16344728914265
36,25,11,0,1,1,27.9304015875831
23,18,8,0,1,0,29.148697390695848
21,20,3,1,0,0,25.983926594094918
26,20,14,1,0,1,28.600510828499463
30,17,7,0,0,0,29.253567778181623
14,17,10,1,0,1,35.316463638212205
25,19,13,1,1,1,32.12371597764742
23,21,16,0,1,1,27.26728850947706
20,21,7,1,1,1,34.067786790225
36,19,9,1,1,0,25.75170224419378
28,17,9,0,1,1,35.60113846571047
27,14,13,0,1,1,37.6111385869129
26,16,7,1,1,0,30.599065084073843
34,27,9,1,1,1,26.4614265403045
25,9,10,1,0,1,43.28931067130513
30,13,12,1,0,1,38.84804412351382
26,31,9,0,1,1,22.976749857354022
22,17,3,1,1,0,30.080029376554503
31,13,14,1,0,1,37.649665163242894
36,9,6,1,1,1,43.84118645535288
37,16,10,0,1,0,28.47796919112949
31,25,7,0,1,0,21.032647118637197
27,24,15,1,1,1,25.816487155871886
16,14,13,1,0,1,38.93778991379194
40,21,8,1,1,1,31.92233575766611
29,18,10,0,1,0,25.14768070825004
30,31,15,1,0,0,9.950042160913306
36,18,11,1,1,0,25.35501283348147
16,12,9,1,1,1,42.4248826245539
35,28,10,1,1,1,22.381757551494424
24,17,10,0,1,0,26.075950214166628
21,20,10,1,0,1,31.906269706323407
40,12,10,1,0,0,32.76994079534372
22,24,13,1,0,1,28.18003820497473
38,26,13,1,1,0,17.33568116814945
37,5,10,0,0,0,38.87000265740182
36,11,14,1,1,1,38.06008118261271
29,7,10,1,1,1,45.00806130244711
26,27,11,1,1,1,26.54343446286142
33,26,14,0,0,0,18.36635346557348
36,19,11,1,0,0,24.61632260721051
33,17,10,1,1,1,34.84273769867888
23,24,9,0,0,0,21.546479702005232
28,25,8,1,1,1,27.898744182734657
31,24,12,0,0,1,26.95285378438352
23,19,13,1,0,1,31.44200112760386
36,20,10,1,1,0,25.64560174781542
41,20,8,1,0,0,25.36158577028714
15,12,7,1,0,1,42.64811020984006
43,16,9,1,1,0,26.19310069137078
24,19,10,1,1,0,24.989926335313857
34,31,11,1,0,0,14.382596750009922
21,12,6,0,1,1,43.346932241126
42,16,8,0,0,0,29.75697938450136
43,23,5,0,1,0,21.044987112041117
35,22,12,1,1,0,20.833817665071965
22,23,8,0,0,0,21.251326884988245
14,18,9,0,0,1,36.48879219690089
27,31,7,0,0,0,15.71813658460498
28,25,7,1,1,1,31.0031913720564
28,28,9,1,1,0,15.972943359260627
35,26,10,1,1,0,19.538197351836715
42,10,11,0,1,0,32.944104840997404
26,2,8,0,1,0,43.07442394007871
24,16,6,1,0,0,30.011738008232005
26,22,3,1,0,0,26.112547557367343
34,21,7,0,1,0,26.2570671618462
27,29,12,1,0,0,15.226272339037244
23,25,12,0,1,1,27.845603130331668
24,14,9,0,0,0,30.388850420418294
24,24,11,1,1,1,28.561454960042028
24,28,15,0,0,1,23.768889018202437
33,20,8,1,1,0,24.270527532605087
25,18,9,1,1,1,35.01419834839651
22,23,10,0,1,1,31.23272131020303
3,0,8,1,1,1,55.18404669198922
20,23,16,1,0,1,25.88993267819928
22,32,7,1,1,1,23.857807165589083
32,19,15,1,0,0,23.634685042960054
26,23,9,0,1,0,23.0384587723065
23,22,11,0,1,1,31.544286211526572
29,14,8,1,0,0,31.99921001311771
21,32,9,0,0,0,14.983730746766687
29,28,12,1,1,1,24.540165729918986
32,18,4,1,1,0,27.96886562570691
29,27,6,0,0,0,22.006432406029912
36,18,16,0,1,1,32.184369538938014
43,28,7,0,0,0,17.121181898664496
29,12,7,0,1,1,39.80542560400848
31,15,10,0,0,1,38.61383729094484
47,14,12,1,1,1,35.61317452420821
37,26,11,1,1,0,17.992100908341612
