defendant_age,prior_convictions,gender,minority_status,offense_severity_score,legal_representation,sentence_length
13,4,1,1,12.526693554011269,0,11.710074264999472
8,5,1,0,12.15419557594484,0,10.563428165250652
8,7,1,0,15.008890121327818,1,23.24193940375302
6,5,1,0,12.22612609017406,0,10.72621876972519
7,4,0,1,12.4859438637356,0,10.567904188833865
7,7,1,0,14.152171052178744,1,22.07352469760737
5,5,1,1,15.448605096157248,1,22.625395424820518
7,2,0,1,10.343630194845309,0,8.033695599523117
12,4,1,1,9.950024516660909,0,7.167151197729195
2,5,1,1,11.99861308653923,0,9.486806735338872
6,4,0,1,12.2168282225241,0,10.41295255478682
12,7,0,0,13.543277120774423,1,23.2169205655457
10,6,1,0,11.079561307335672,0,8.94432100554752
3,7,1,1,12.980834430732266,0,10.611137264613632
8,4,1,1,11.90249977159508,0,10.487213789266264
6,4,1,1,10.356568881935848,0,8.343013056585281
11,8,0,0,16.303597877105624,1,24.146511920913063
10,7,1,0,11.511015147391872,0,10.564384803066527
7,5,1,0,15.702658120840066,1,23.094272964211424
8,5,0,1,9.91076332455548,0,7.454252454207696
6,5,1,0,13.540023948636772,1,21.527336858168592
9,7,0,1,12.717127070304548,0,11.661869587920489
1,3,1,1,10.560468475539636,0,7.297444885587974
9,7,1,1,14.549617667658453,1,23.096600453524367
9,5,1,1,11.908856298530024,0,9.045746010825596
2,6,1,0,11.97209443857636,0,8.579598120592197
2,5,1,0,11.17624020199498,0,7.782435033406178
7,8,0,1,13.10352239799861,1,21.527293658600453
5,4,1,1,14.03715612857078,1,21.698405582695692
5,6,1,1,12.6004257150939,0,10.670443025553686
6,7,1,1,16.199510083735497,1,23.31421696254502
5,6,1,0,16.04796181067734,1,23.56971780312728
5,5,0,1,9.773549489736308,0,5.594027109908295
8,6,0,0,13.336800828883112,1,20.652928325271144
15,6,0,1,10.80245089123536,0,9.987446739150856
6,6,1,1,10.582973733069498,0,7.382425229841551
9,7,1,1,12.911514655189816,0,12.874163279757257
8,5,0,1,14.725879699595422,1,21.939368218288436
4,4,0,1,9.846557597906743,0,5.845792825051377
11,5,1,1,12.818638637191352,0,12.358862168229416
3,5,1,1,11.80947050446239,0,9.608982506381924
9,7,1,1,16.57048002521388,1,24.08690352151388
12,6,1,1,16.167250899473995,1,24.91629091655144
15,7,0,0,11.939648023641762,0,11.09042151892049
9,7,1,1,13.80200006494116,1,23.246167839235834
12,5,1,1,12.044031325135984,0,10.852061226955266
9,5,1,1,15.092076513061514,1,23.65643863806043
5,4,0,1,11.189786590143568,0,8.491794993735802
8,7,1,0,12.456540290930745,0,10.75513010259763
7,9,1,0,14.61738274238921,1,22.802930736962423
9,5,1,1,12.509118307621744,0,12.09602146972138
7,3,1,1,11.971185815375152,0,9.579272236973408
14,6,0,0,11.393994405177756,0,10.064448130293911
5,5,1,1,8.299689571948395,0,4.423762760013094
7,6,1,0,14.066695143102187,1,22.381658502505143
5,5,1,1,13.097983807896112,1,21.61622167280284
1,5,1,1,13.757277757409945,1,21.41686243007728
7,6,0,1,14.376307861908924,1,22.18883717613961
11,4,0,1,12.550823456465762,0,10.969432844299616
4,6,1,1,16.458019877722837,1,24.080491021905807
7,5,0,1,12.766289258791206,0,10.671025861595536
11,9,0,1,12.960014252581283,0,13.472364338332229
11,8,1,1,11.490518663221572,0,9.699537836314962
6,7,1,0,12.962209394224711,0,11.760124463957426
7,5,1,1,9.670521148833409,0,5.493563946761049
12,7,0,0,12.346631720387869,0,10.98119111858196
8,3,1,0,15.993194102650104,1,24.17164043530009
1,5,1,0,13.09869255498482,1,20.01249761474301
10,5,1,0,12.832289630351449,0,12.28945552373131
12,3,1,1,14.49859262822468,1,22.94528597611904
11,7,1,1,14.061698206947725,1,22.93804863006347
6,5,1,1,14.511639369861886,1,22.9011289095957
3,7,1,0,9.124047449287168,0,5.579346905265036
6,6,1,0,13.283117058221556,1,21.135708889919147
6,6,1,0,10.860111802178526,0,8.145105837811055
9,7,1,1,14.915462401253844,1,22.87702343987296
5,6,0,0,13.862482285039317,1,21.69814647512441
10,6,0,1,12.54902403322036,0,13.085849615126268
5,3,1,1,15.436223906805838,1,22.99019637296201
11,3,1,0,11.871540301959197,0,10.388312235148607
8,6,1,1,10.355884324144542,0,6.701538544097354
9,7,0,1,12.65954418750776,0,10.226106005266814
10,6,0,1,14.052846468041732,1,22.975885005467276
7,3,1,0,12.322829397436395,0,9.992265215448608
12,5,0,0,12.990549629462304,0,12.56766181123364
11,5,0,1,12.498425522403892,0,11.847875940502892
5,7,1,0,9.610443420470922,0,6.853028754646993
6,3,1,1,13.058701078051222,1,20.66084211311132
12,6,0,0,9.18988965974962,0,6.382143602086613
9,6,1,0,14.150023661180263,1,22.80092261885103
9,7,0,1,11.458354367299254,0,9.348145068058663
12,6,0,1,15.793937269273028,1,25.26070074321728
11,6,1,1,9.164687769801716,0,6.857274712895676
7,5,0,1,12.378065535007703,0,10.849531075510018
7,6,0,1,15.040483374829204,1,22.49157066917671
12,5,1,1,14.42054835138316,1,23.025928251986368
5,4,0,0,16.354465619505458,1,23.08483103227229
8,6,0,0,12.16061022016982,0,10.215699265463345
8,4,1,1,11.769027597607804,0,9.862193893010526
11,4,0,1,11.668293181329824,0,9.912819526035332
9,4,1,1,12.422848073760075,0,10.532352339931808
11,5,1,1,12.950927148884755,0,12.040675104271218
0,4,0,1,12.485886784759414,0,9.46549067558984
9,6,1,0,12.424231907538427,0,10.8223947792624
11,6,1,1,12.1407130908299,0,10.410255682930604
10,3,1,1,12.88968850388668,0,12.053697209096503
11,6,1,0,14.965749416809048,1,22.98423890289517
5,5,1,1,10.642884886112132,0,7.068238452519106
2,6,0,1,11.417330328658132,0,8.027949269279135
9,5,1,0,12.115940885339258,0,9.197317561526717
8,6,0,0,12.300762632619282,0,11.150853912610854
2,5,1,0,12.050888256004772,0,9.37161050129612
4,6,1,1,15.82196708815924,1,22.5347806659408
6,4,0,0,15.458992497381438,1,22.071023608593936
11,6,0,1,13.764819915382237,1,21.813254768505203
2,5,1,1,13.34196614800649,1,20.79985268338173
8,6,1,0,10.391967639036864,0,8.131199516884699
3,6,0,0,14.650273780294208,1,21.518352788366364
11,5,0,1,13.687837610916784,1,22.54943082703277
7,3,0,1,15.048327152031575,1,22.303833870372163
13,5,1,1,12.409149128903488,0,11.703032062973286
10,7,0,0,13.241589967657315,1,22.37124210875898
10,5,1,1,11.95561309495806,0,9.88978990713264
13,6,1,0,13.270370088950674,1,21.61476634110947
2,6,1,1,13.251581112097597,1,20.33271808921593
11,7,1,0,12.125678596418275,0,11.065612811853022
11,4,1,1,13.13378669252131,1,22.17993249541379
3,7,1,1,12.62765726384599,0,9.909653695736512
4,7,1,1,15.369996068309598,1,22.49672074637427
11,4,1,0,12.651345204540217,0,11.138865003303902
4,7,1,1,12.579511467090237,0,10.57033428690303
4,5,1,0,15.351901485789492,1,22.97448647636353
7,5,1,0,12.765752095982018,0,11.20771869815634
5,4,1,1,15.292175062676169,1,22.301355193207147
6,5,1,0,14.097181323184984,1,22.46297191604984
8,6,1,1,14.46556106193132,1,22.27099965401557
6,8,1,1,15.02303291317434,1,23.309713618953776
9,5,1,1,14.46789905666328,1,23.343795379848885
10,7,1,1,12.329461633959305,0,10.66195133582229
7,3,1,1,12.004267537498814,0,10.182152599770957
5,6,0,1,14.550125890686028,1,22.255102564720733
4,2,0,1,12.896110036580511,0,11.017184224374349
6,5,1,1,15.519188714934522,1,22.527860859781413
5,7,1,0,11.112249945386507,0,8.493252780616205
9,5,1,1,14.10835192430783,1,22.01491917971497
9,7,1,1,14.933786753223142,1,23.7146554859384
4,7,1,0,12.983420651435912,0,11.409910489420636
10,6,1,0,13.284144664261982,1,21.942845369307097
9,4,1,1,12.412857678108008,0,11.221297386387866
11,5,1,0,16.16089094572955,1,24.831494573839173
4,7,1,0,11.71055198550903,0,8.975564677324138
6,6,0,0,16.164163091529304,1,23.78241581941634
10,8,0,1,16.160773123519064,1,23.610602336963204
7,6,0,1,11.034260637548304,0,8.303891469731319
4,5,0,1,14.603587387629275,1,21.569259882900344
6,4,1,1,8.18122401130967,0,3.815850748402804
2,7,1,0,11.98549043854401,0,9.25392780691922
7,5,1,1,14.647033040921228,1,23.24279818895783
5,7,1,1,10.135359416542975,0,7.013067768442454
10,8,1,0,15.133550658251565,1,22.897183422301403
7,7,0,1,10.250739176280376,0,7.653342163554399
2,5,0,1,14.073788154683267,1,20.07610799449938
7,6,0,1,13.041496915072768,1,20.763194380223037
10,5,1,1,11.402392065378788,0,9.209681847325603
12,6,1,0,14.720658774434732,1,24.059592037797483
9,3,1,0,14.63702132841726,1,23.04149699078096
6,5,0,1,15.072603902682594,1,23.30126352667047
11,4,0,1,13.54756346535242,1,22.836526941878475
5,6,1,1,13.56274433705222,1,20.47291802675172
6,6,1,1,9.816258317943548,0,5.536300058041468
8,7,0,0,9.35115209861324,0,6.9824206195514575
6,8,0,1,14.526982471614827,1,22.907881376448454
6,5,0,0,6.508927816867996,0,0.7867833571888868
7,7,1,1,15.948383182799317,1,23.685083544481017
9,6,0,1,12.088213345201842,0,10.027249252642353
8,6,1,1,13.04832984196014,1,20.919502527157675
4,4,1,0,13.901032162621147,1,20.85530466019869
9,5,1,1,12.20515585193152,0,10.984164737567411
11,4,0,0,12.266987998204575,0,11.749095963975536
12,6,1,1,14.355811691725732,1,23.481464124451037
13,4,1,1,12.2663637131773,0,11.958219175574838
6,5,1,1,13.09946706485488,1,20.87093442541381
8,7,1,0,9.824928936364431,0,7.301507814171132
8,6,1,0,13.196061930219711,1,21.88069265890907
11,7,1,0,13.990616804462508,1,22.32057305675688
7,5,1,0,13.336131634794196,1,20.75216529080024
8,5,0,1,14.096306760015562,1,22.92966385566236
5,6,1,1,9.397344029407243,0,5.532134418615727
4,6,1,1,15.821301175006532,1,23.095161459363148
13,5,1,1,13.094599792585736,1,21.50015398236797
7,4,0,1,12.872895849730186,0,10.502803949908047
8,5,1,0,14.431877571603932,1,22.946253756931583
9,5,1,0,15.067440349665535,1,22.72787342699833
11,6,1,1,15.594473080021164,1,23.300102755806392
7,2,1,1,14.78071414216746,1,21.325422304592266
2,6,0,1,10.896457341072242,0,7.394808199725816
8,7,1,1,18.04104955357704,1,25.38525802936509
2,5,1,1,12.155542793046896,0,9.903868771894563
6,6,0,1,8.062527356950923,0,3.509248360325296
4,6,1,0,14.548383121728916,1,20.966913924892168
10,6,0,1,10.060207990220285,0,7.874265276537709
3,7,0,1,12.843841588807216,0,10.54417941867056
8,2,0,0,14.91222306606673,1,22.392155574271023
11,4,1,0,10.6179170866866,0,8.366482922904789
6,4,1,0,12.142009806096954,0,10.87288189382634
1,3,1,1,10.033122920848577,0,5.49346408145675
12,7,1,1,19.91227955815467,1,27.584036301593
4,5,0,0,14.007378729513253,1,22.133439235075063
8,6,0,1,13.758995971379472,1,21.893953710932596
10,4,1,1,11.35602311592704,0,9.829471250209757
8,4,0,1,13.933911773157629,1,21.40919620333963
7,6,1,1,12.982644779392936,0,11.833454782474115
8,4,1,1,14.987079804342551,1,23.463892411945515
11,6,1,1,14.538686614110864,1,22.92337766552432
5,8,1,1,9.709423005694504,0,7.037679779015875
7,4,1,1,11.438599005766664,0,9.015482817266175
8,5,0,1,13.506531678908686,1,21.75137654712871
5,7,1,0,12.251812696558025,0,10.253848196371344
11,7,0,0,12.55422013715033,0,11.003137594788091
5,7,1,1,12.678973386918004,0,12.119948306603366
6,8,0,1,11.230823575113654,0,8.644028672352428
4,2,1,0,9.971100209270915,0,6.728744730939292
3,6,1,0,13.67576139863642,1,22.124325129535748
11,5,1,1,13.89000651075752,1,22.740896132633495
6,7,1,1,9.313263640172478,0,6.615874859246843
8,4,1,1,12.098344723676805,0,11.034397706696891
12,4,0,1,13.156068370261506,1,21.781648959945407
3,5,0,1,13.345717121129004,1,21.25723597291097
2,9,1,1,14.20086618867878,1,22.094983259781625
9,3,1,1,17.541700433463134,1,25.698914826229664
7,6,1,0,11.197782887149016,0,8.697277653570074
8,5,0,1,12.49498956355315,0,11.104279772191092
10,3,1,1,14.364024396142096,1,22.463255728892506
14,4,1,0,17.030315976529177,1,25.124855485461158
10,6,1,0,13.748666973064909,1,22.188789290030662
7,5,0,1,10.978091159616667,0,9.07038533364683
10,6,1,0,13.555266725449714,1,22.102072555599925
1,5,0,0,18.940092071079693,1,23.54376235999216
14,5,0,0,14.818867290272044,1,24.259112844144497
1,6,0,1,12.382846112358417,0,10.120212589160433
8,5,0,1,12.974146525345352,0,10.842880527217948
8,5,0,1,12.5446278934168,0,10.477854752980976
5,5,1,1,13.657681083005896,1,21.28124537655046
9,6,1,1,12.980883299084548,0,11.837465460387076
15,8,0,0,13.586593805646652,1,22.944067084556757
9,7,1,1,13.413715985730445,1,22.31939160059968
3,5,0,1,14.14654010805186,1,20.49481594566729
5,6,1,0,10.024531454754976,0,6.691868805444352
8,6,1,1,13.277591726283909,1,22.689549674289616
13,3,1,1,11.061903831974782,0,9.542938452154107
9,6,0,1,13.656838144588429,1,22.05248834314672
12,7,0,1,11.777830504734084,0,10.605654117225589
12,6,1,0,15.029221321500954,1,23.544320006318166
9,6,0,1,13.816516856818277,1,22.177944219348365
6,5,1,0,18.43789054125324,1,24.962947820948383
10,5,1,1,12.05236637896514,0,11.035263985954018
13,5,1,1,14.920897133288344,1,23.91097053812877
7,3,1,0,16.4438990380852,1,24.292169484871376
3,5,1,1,13.299689323851192,1,20.74474766738298
6,5,1,0,12.284785799884537,0,10.736160461509108
9,3,0,1,13.09549890172272,1,20.98313326555009
7,7,1,1,9.555949738802417,0,6.353294601818923
13,5,1,0,10.006069730760748,0,7.729528294264327
7,6,1,1,13.621868301561152,1,22.016545105397803
8,9,1,0,7.977663439934316,0,3.898203532065109
11,4,1,0,10.67042794007141,0,9.00179557062064
5,7,1,1,13.842762836787598,1,22.658517751755134
9,6,1,1,15.625413883145225,1,23.0932262639642
9,6,1,1,16.36583730934335,1,24.655211124863847
9,6,0,0,13.956318686541616,1,22.23110431600053
14,6,0,0,13.873918114298878,1,23.148815322518196
9,6,0,0,13.960298593260289,1,21.802822888558023
9,6,1,1,12.754026199926118,0,11.46948740808972
11,5,1,1,15.706308527811627,1,24.786580368178445
7,4,1,1,16.532154786086277,1,23.86307867470146
8,7,1,1,13.126654840770524,1,21.9430763105272
4,5,1,1,16.063033014302746,1,23.889511113892507
11,5,1,1,12.460932807912044,0,11.41788646961684
4,6,1,0,11.46915000192572,0,9.478508042631722
7,5,0,0,14.47636101659188,1,22.494146999666448
9,6,1,1,11.99603801424298,0,9.562583237779586
12,6,1,0,11.116871733727596,0,9.59819397629267
3,9,0,1,11.73926403858907,0,9.18756760615306
6,5,0,1,14.104431974747069,1,22.243722151106777
10,7,0,1,14.68707629479897,1,23.46010623112181
5,7,1,0,15.318430377895048,1,22.41835026474611
6,6,1,1,13.287267603808562,1,21.6566737143883
8,8,1,1,12.921187380601804,0,12.325718381968874
9,5,0,0,14.036278826305065,1,22.14805059516367
9,5,0,0,15.143124239979382,1,23.42287590867743
8,4,1,1,10.630346818472878,0,8.794962299633024
9,6,1,0,12.202930059953308,0,10.94675342848405
6,4,1,1,14.019309393010822,1,21.511165203775786
8,5,1,1,12.4916644160529,0,10.288128536422938
12,6,1,1,13.225968854831558,1,22.698745732115057
15,4,1,1,12.728748464146625,0,11.824453672863934
10,5,1,1,12.231662355852412,0,10.06119915948222
4,6,0,1,12.995440911753324,0,10.564607905388808
9,3,1,0,14.507021436372266,1,22.646487742180216
6,7,0,1,12.488353073591645,0,9.91583167919898
2,5,1,1,13.311569704330132,1,20.32815412286614
5,6,0,0,14.235343176830913,1,21.9491874839265
7,6,0,0,15.730513876433498,1,23.229238649104417
5,3,0,0,12.073564584971852,0,9.680300918285564
6,4,1,1,13.030517024034546,1,21.554113931390827
2,4,0,0,14.356508488898116,1,21.110086388915384
6,5,1,1,10.98842620113355,0,8.973149185728369
1,7,1,0,13.574696707490844,1,20.56146366929121
10,6,1,1,9.697078659922804,0,6.980437904540452
7,6,1,1,12.559111807869936,0,11.00194577843606
4,7,0,0,9.129953064581471,0,6.399334715311607
6,5,1,1,14.62321434341603,1,21.623694114560397
11,7,0,0,11.367142068722435,0,10.177001777716928
4,8,0,0,14.587781145032174,1,22.152160041683164
9,4,1,1,14.609426765977698,1,22.308431146494364
6,7,0,0,9.790907851456986,0,7.050026140832576
11,4,1,0,15.604749092446692,1,24.271005078902736
6,5,1,1,15.368999947887875,1,23.364227857705018
5,4,0,1,13.591390286951086,1,21.3500950805244
10,5,1,1,13.87620132362546,1,22.42676207546629
15,7,0,1,13.521510031253683,1,23.11948727954089
5,4,1,1,13.102742466649064,1,21.379286509526302
7,6,1,0,14.096573273776231,1,22.61042953465821
11,7,1,0,14.494694985944763,1,22.649204026663405
9,7,1,1,14.026982212580814,1,22.852918652911363
6,5,1,0,8.75764352945766,0,4.823151261379653
5,4,0,1,13.709966891034735,1,21.62793511208938
7,6,0,1,14.267584698556526,1,22.37281421514059
10,3,1,1,14.190168502376403,1,22.61466277381622
0,6,0,0,12.285284671409936,0,9.479284577053742
6,8,1,1,10.166911394751082,0,7.023051416167027
5,5,1,1,8.901057061174832,0,5.278882374379572
2,5,1,0,17.79411114876993,1,24.454543966367314
6,6,0,1,15.412490799494552,1,22.560833278768385
4,7,1,1,11.819348592651783,0,9.262569709710077
8,7,1,1,15.374164239470929,1,23.85088455450597
6,7,1,0,11.629346279183698,0,9.788824843094597
9,8,1,1,13.415726268321912,1,21.694452546086517
7,5,1,1,16.325339775888068,1,23.8597511091744
9,5,0,0,11.54302343841266,0,10.175776713528826
12,7,0,1,10.540050063704754,0,9.390160554208268
8,8,0,1,13.94886106982726,1,22.81237992389739
10,5,0,1,14.789565885665716,1,22.57764512341623
9,6,1,1,10.716601066836018,0,7.405803426983223
9,6,1,1,13.54886744200848,1,22.07307282998061
9,6,1,1,11.131749463792922,0,8.472198423919183
12,6,1,1,12.13433630254951,0,11.057903919136836
9,0,1,1,12.971201128942903,0,11.751824277120315
6,6,1,1,13.724984127562497,1,21.902817523290523
6,6,1,1,12.860151240018553,0,11.041696391810376
12,8,0,0,11.069010831756554,0,8.579399226670697
3,6,1,0,14.804188403358282,1,23.45540961242376
8,5,0,1,10.165951931906944,0,6.8805686910632495
3,5,0,0,11.724968490400464,0,8.83639864084512
6,8,1,1,12.575551629768084,0,11.165511480431684
6,6,0,0,13.167963552534951,1,21.00529290042669
8,7,1,0,15.914196551447253,1,24.14222591565954
13,6,1,1,13.910155523693948,1,23.155110048169952
7,6,1,1,10.421489910642032,0,8.604110353749522
12,5,0,0,13.126532797093226,1,21.942819743308124
5,5,0,0,13.880853311561694,1,21.62583773340539
6,7,1,1,9.919063200725526,0,6.219297384120079
9,7,1,0,15.261411813165337,1,23.24700608097952
2,5,1,1,13.051007764414637,1,20.74890950799881
9,7,1,0,11.972001730954238,0,9.998441028985996
4,6,1,0,9.896996812003872,0,6.5350963988420085
10,5,1,0,14.659237327497673,1,23.112382324932845
8,6,1,0,15.54929822815287,1,23.72783075000441
7,6,0,1,13.6793554259841,1,20.2957400513077
12,7,0,0,10.40579727016691,0,7.564753270276882
12,5,1,1,15.951717921669264,1,25.140700558816285
15,5,1,1,7.982789546478304,0,4.554958876661672
8,5,0,0,15.328366828529775,1,23.490259788283623
4,6,1,0,12.353162728870888,0,10.456549676054554
13,4,0,0,12.211998923701994,0,11.0055428268716
8,5,0,1,11.049993780109112,0,9.108925702101248
4,6,1,1,12.634059453128746,0,10.536094951030927
11,7,0,1,13.351322692106503,1,23.542539049869777
7,6,1,0,14.528332090313167,1,22.44125338654899
6,3,1,1,15.317236652575836,1,22.623441159098626
5,5,1,1,9.793747960096823,0,5.898080435516984
4,6,0,1,16.205958368847433,1,23.796732426325047
9,4,1,1,14.7322437740051,1,22.9186729434149
8,6,1,0,15.575682436378456,1,22.90038236520568
8,8,1,1,13.642636739723672,1,22.04765371163522
10,7,1,1,14.945798662738342,1,22.939022946137907
9,6,0,0,11.806763241324882,0,9.803472167564118
7,5,0,0,12.18922718911967,0,9.250440574003294
11,6,0,1,12.51155296892906,0,11.786382789842415
7,4,1,0,14.808352283564592,1,22.35047847517696
9,5,1,0,12.150650769556972,0,11.577323672327356
12,5,1,1,14.329627766718996,1,23.1665860904076
9,5,0,0,13.223573271040976,1,22.332149395179627
10,7,1,0,14.702283490073796,1,23.392142422365534
10,3,1,1,15.79946060999156,1,24.38870236288296
10,4,1,1,15.546113872931157,1,24.25308294362755
10,4,1,1,15.4786336972998,1,23.364178782375596
8,4,0,1,11.688684091128057,0,10.50982726277168
3,6,1,1,11.401400028209352,0,8.381877521798076
13,5,1,0,15.085488697012789,1,24.80146869757231
6,6,0,0,13.80294335165869,1,21.669642272489963
2,6,1,0,11.406692827967763,0,8.141021904399528
3,5,0,1,11.792498989426363,0,10.021147369796338
5,5,1,1,11.847277805912842,0,9.101725639479003
4,5,1,1,12.597307124809664,0,9.974961114840143
4,5,1,0,14.74429560143391,1,22.10731589635949
6,3,0,1,13.07932762495436,1,21.178856560012253
5,4,1,1,13.189834671232406,1,22.26710546080406
5,6,1,1,13.988760094142568,1,22.062751462399486
8,6,1,1,14.150385367650422,1,22.456107437022418
6,5,0,1,9.667907410296252,0,6.791479946784703
3,6,1,1,13.832162161831189,1,21.121092233729943
7,6,1,1,12.166132378759546,0,10.628867296384415
12,3,0,0,11.5703642663637,0,10.166801335581493
4,9,1,1,14.834703027329546,1,22.710299115668505
8,4,1,0,16.18340058360292,1,23.973850810832584
12,7,0,1,9.26814486481292,0,6.864642142424195
9,6,1,0,10.543368222746336,0,8.475033247227461
12,4,1,1,8.954398753193907,0,5.663265478768102
8,3,0,1,12.34155997571028,0,9.178796393702491
11,7,0,1,12.884511263790207,0,11.05900488199896
9,7,1,0,12.658417591872333,0,11.60356929496533
9,4,1,1,12.443712785847673,0,10.260896492434563
9,7,0,0,18.70481980586177,1,25.24828621365464
7,6,0,1,15.65688466585252,1,22.84204168270917
6,4,1,1,14.69611763765754,1,21.809262454072183
11,3,0,1,7.430102201397334,0,2.999366911268086
6,6,1,1,13.742421739312071,1,22.01699585047748
9,5,1,1,14.382002534375976,1,22.495734657049063
4,4,1,1,11.4550738088355,0,8.422756686357348
6,6,1,1,15.084622376058636,1,23.24792798112798
0,5,0,0,12.0483685149494,0,8.646995857017457
8,4,0,1,13.42186774091472,1,21.28876887822164
6,7,1,0,12.33231545709164,0,10.539254561975156
2,2,1,0,14.436835389558762,1,21.51830766868329
9,7,1,1,13.354982081212428,1,22.057433873253814
13,7,0,0,10.613247665986686,0,9.247329249141083
8,5,1,1,12.173624726390925,0,10.278111344515816
12,5,0,1,9.039290464069044,0,7.04935344637383
5,4,1,1,11.9076408808542,0,9.94361935655816
7,2,1,1,13.317520077994178,1,20.969669813701618
2,7,1,0,12.919575140958928,0,11.0927856469695
5,5,1,0,14.05929356407666,1,21.522208981883267
3,3,1,1,10.013657426777716,0,5.762518938147023
