unit_id,post_intervention,internet_access_program,social_media_usage,individual_income,individual_education,rural_residence,previous_internet_access
87,0,1,47.96793867496088,3,5,0,1
88,0,1,48.24369841448266,1,5,0,1
89,0,1,49.45467941813675,3,8,1,1
90,0,0,46.93346690679415,3,6,1,0
91,0,1,48.446222417729565,3,6,0,1
92,0,0,49.40173568240112,3,6,0,1
93,0,1,49.679796663417946,2,6,1,1
94,0,0,51.06317759381305,3,7,1,0
95,0,0,48.92235112579751,3,7,0,1
96,0,0,49.42492436913024,4,9,1,0
97,0,1,47.69164722763996,3,6,1,0
98,0,1,49.06102672564316,2,7,1,1
99,0,0,48.75714340255332,2,4,1,0
100,0,0,48.02125414621669,1,6,0,1
101,0,1,50.6698695328539,2,8,0,1
102,0,0,47.68472839433792,2,5,0,0
103,0,1,48.83930888546149,2,6,1,0
104,0,0,48.73836727511745,3,7,0,0
105,0,1,48.36273897143997,2,7,1,1
106,0,1,49.54692924574269,3,7,0,0
107,0,0,48.94759869964855,3,7,1,1
108,0,0,49.54086416994375,2,5,1,1
109,0,1,48.02295762517772,3,6,1,0
110,0,0,49.27121398124805,2,6,1,0
111,0,0,49.36889420337938,2,5,1,1
112,0,0,49.13869718471829,3,8,1,1
113,0,1,48.39706514316228,4,4,0,1
114,0,1,49.41211229358126,3,8,1,1
115,0,1,48.577084411493416,2,7,1,1
116,0,0,47.552462487048885,2,7,0,0
117,0,0,49.34896404620563,3,6,1,0
118,0,1,49.06527828061055,1,10,1,0
119,0,0,49.81609132495588,4,5,0,1
120,0,1,50.11025973836948,2,9,0,1
121,0,0,49.1414977313637,1,7,1,1
122,0,0,49.39677029037757,2,2,1,0
123,0,0,48.14565550690102,3,5,0,0
124,0,0,50.58634674715157,2,3,0,1
125,0,1,48.82377946387829,2,9,0,1
126,0,0,47.72569204700654,0,5,1,0
127,0,0,47.39872863836892,3,5,1,0
128,0,1,48.860097667115774,1,5,1,0
129,0,0,49.00797673189712,4,5,0,1
130,0,0,47.9208430845968,2,10,1,0
131,0,1,47.02847583886915,3,13,0,1
132,0,0,49.89888304462742,4,6,1,1
133,0,1,49.47106582075636,2,9,0,1
134,0,0,49.29006713939129,2,8,1,0
135,0,0,49.34227618525789,3,6,0,1
136,0,0,48.80799635394251,3,6,0,0
137,0,0,50.26461995783769,2,8,1,1
138,0,0,47.826889971876106,2,8,1,0
139,0,0,47.32489608479441,0,7,0,0
140,0,0,48.11116698608464,3,7,0,1
141,0,1,48.92507426328379,3,9,0,0
142,0,1,49.79965125729622,2,8,1,1
143,0,0,48.84716411727039,2,8,1,1
144,0,1,49.60195288741647,2,6,0,1
145,0,0,47.90369733289021,2,7,1,1
146,0,0,47.95490257053888,2,5,1,1
147,0,0,48.87459790691058,4,7,1,0
148,0,1,49.522244817522974,3,8,0,0
149,0,0,48.53752258507917,2,6,1,0
150,0,0,48.03346083714983,3,5,0,1
151,0,0,49.05246629788004,2,5,0,1
152,0,0,48.94829482898994,2,5,1,1
153,0,0,48.303959676200186,2,9,1,1
154,0,0,47.76116292742899,2,6,0,0
155,0,0,49.2674842004768,0,9,0,1
156,0,1,47.05083450123227,2,4,1,1
157,0,1,48.81445676317823,4,5,1,0
158,0,0,47.19566348744071,2,6,0,0
159,0,0,47.61990665755033,2,7,1,1
160,0,0,47.69022781554547,3,4,0,1
161,0,0,49.02711055509658,3,5,0,0
162,0,0,47.813129692068784,1,7,0,1
163,0,0,47.43304876169151,1,6,0,1
164,0,1,48.07048231968163,4,4,1,1
165,0,0,49.50311920223576,2,8,1,0
166,0,1,49.46225215457309,3,5,0,1
167,0,1,48.40263748035475,2,9,1,0
168,0,0,48.74234724316911,2,6,1,0
169,0,0,48.16651337696823,3,4,0,0
170,0,1,49.31414182271239,2,6,1,1
171,0,0,50.27927240834822,0,4,0,1
172,0,0,47.31600678047553,2,7,1,1
173,0,1,48.590047444343696,4,10,0,1
174,0,1,46.473638459670674,4,5,1,0
175,0,0,50.573847874548605,3,6,1,1
176,0,0,48.63223213056608,4,6,1,0
177,0,0,48.35629277145608,2,7,0,1
178,0,0,48.43452954523339,2,2,1,1
179,0,0,50.17549664444783,2,6,0,0
180,0,1,49.15940941362992,3,6,1,1
181,0,1,47.32845697680984,1,8,1,1
182,0,1,46.657368048368255,3,8,1,1
183,0,1,47.47020099794079,2,6,1,1
184,0,1,46.40432043081216,5,3,1,1
185,0,0,48.06041457108376,2,6,1,0
186,0,0,48.25499546840336,2,8,0,0
187,0,0,49.76309762414841,3,7,1,0
188,0,0,47.35484592399466,3,6,1,1
189,0,1,47.45222787861851,2,8,0,1
190,0,0,48.97442765035436,3,4,1,0
191,0,0,48.63203867327839,2,8,1,1
192,0,0,49.25642209666798,1,3,1,0
193,0,1,48.09315884024167,2,7,0,1
194,0,0,47.69905723370712,3,5,1,1
195,0,1,48.9601675568053,2,7,1,1
196,0,0,48.75568637451951,2,6,1,1
197,0,0,48.88143038539882,0,3,1,1
198,0,0,46.86488151176942,4,7,1,0
199,0,0,47.649038566504416,1,6,1,0
200,0,1,48.6793649980316,3,7,0,1
201,0,1,48.82716051868307,2,4,1,0
202,0,0,48.59275558508295,4,8,1,0
203,0,0,49.96684683121337,2,8,1,1
204,0,1,48.16749708795008,3,5,0,1
205,0,0,50.01875730617873,0,8,1,0
206,0,0,48.23310866152208,1,6,1,1
207,0,1,48.24908053661826,2,8,0,1
208,0,1,47.76609917221772,3,6,0,1
209,0,0,48.04632563429302,4,9,0,1
210,0,1,49.465263678871615,4,4,0,1
211,0,1,48.54505653880852,0,9,1,0
212,0,0,48.20054839129817,1,6,1,0
213,0,0,47.121189837275146,2,7,1,0
214,0,0,49.32549951031208,3,4,1,0
215,0,0,49.91476003935279,2,6,1,1
216,0,0,49.051077834615455,2,8,1,1
217,0,0,47.96530079370552,0,5,1,0
218,0,0,47.56642782836728,3,5,1,1
219,0,0,48.26145876100792,1,8,1,0
220,0,1,49.54678343508561,2,5,1,1
221,0,0,49.212865221335285,4,5,0,0
222,0,1,47.59700749014885,5,6,0,1
223,0,1,49.45392587943206,1,6,1,1
224,0,1,47.71517893296791,3,5,1,0
225,0,1,47.70365146016672,2,5,1,1
226,0,1,48.1515309571131,1,5,1,1
227,0,0,47.7966252073187,3,11,1,0
228,0,1,49.044946360837606,4,3,0,1
229,0,1,46.89451813054645,4,7,1,1
230,0,1,49.57395296701697,2,5,1,1
231,0,0,48.41832367286219,4,6,0,0
232,0,0,47.246336958804136,3,5,0,1
233,0,1,48.10399454602901,1,10,1,1
234,0,0,51.48672168504447,2,6,0,1
235,0,0,47.92747066044985,3,8,0,1
236,0,0,47.46026752198392,4,4,1,1
237,0,0,48.499558534409104,3,6,0,1
238,0,1,48.08226527111748,3,9,1,1
239,0,1,48.199150298641705,3,7,0,1
240,0,0,48.43469392407921,4,6,1,0
241,0,0,48.773408495071976,1,7,1,1
242,0,0,48.15364949569578,2,6,0,1
243,0,0,48.69295952611224,2,6,1,1
244,0,0,46.747346991549904,3,4,1,1
245,0,1,48.89607931463293,3,7,1,1
246,0,1,48.64938970305412,4,6,1,1
247,0,1,48.49506186734144,2,3,0,0
248,0,0,49.12656381086568,4,6,1,1
249,0,1,48.33825575292112,2,7,1,0
250,0,0,49.11613006647613,2,9,1,1
251,0,1,47.942977007875584,2,6,0,1
252,0,0,46.96722676986669,3,6,0,1
253,0,1,49.1011448462939,5,8,1,1
254,0,0,48.60052599965506,4,6,0,1
255,0,1,47.54188711491528,4,7,1,1
256,0,1,47.31593878344733,2,7,1,1
257,0,1,48.36504308319533,4,7,1,1
258,0,1,48.598062341040304,1,8,1,1
259,0,1,46.09906487086634,4,10,0,1
260,0,0,50.39125780559768,3,8,1,0
261,0,1,48.51827811055328,3,4,1,1
262,0,0,48.79457708016427,3,5,1,0
263,0,0,48.37240124806658,0,5,1,1
264,0,1,48.76217902720974,4,7,1,1
265,0,1,48.428449907344174,3,5,1,1
266,0,1,49.342867058737816,3,4,0,0
267,0,1,47.79043646955896,3,8,0,1
268,0,0,49.49633979891449,1,4,0,1
269,0,0,49.01792844128735,0,9,1,1
270,0,0,47.59270497053802,1,10,1,0
271,0,1,47.34002988879048,3,11,0,0
272,0,0,46.93460460272389,3,7,0,0
273,0,0,48.04983045081882,2,7,1,1
274,0,1,48.89623407317789,3,4,0,0
275,0,1,48.23043894376349,2,5,0,1
276,0,0,46.92308365274163,5,6,0,0
277,0,0,48.96977515773384,3,7,0,0
278,0,0,48.41309495332142,1,7,0,1
279,0,0,46.64514566766703,3,9,0,1
280,0,1,50.618871427765534,4,5,0,0
281,0,1,47.44475223181697,2,8,0,1
282,0,0,47.34824959806024,3,4,1,1
283,0,0,47.808448323894,3,9,1,1
284,0,1,47.49753038138922,3,9,1,0
285,0,1,47.99708439812366,3,3,1,1
286,0,0,48.00189636235272,1,5,1,0
287,0,1,48.43045538777448,1,4,0,0
288,0,0,48.29190531514435,1,8,1,0
289,0,0,47.47071554344116,2,5,0,0
290,0,0,47.29299212612651,2,5,0,0
291,0,1,48.52945836042252,2,7,1,1
292,0,0,48.39503883783675,2,9,1,0
293,0,0,48.78077374120978,1,8,0,0
294,0,0,47.790222505466936,2,8,1,0
295,0,1,47.557550996801695,2,5,1,1
296,0,0,49.3120505374546,2,5,1,1
297,0,1,49.44251068339832,0,6,1,1
298,0,0,47.63135196527825,3,9,0,1
299,0,1,47.84693549580309,2,6,1,1
300,0,0,47.73506322341247,4,7,0,0
301,0,1,49.32977456483878,4,6,1,1
302,0,0,46.65138454030064,3,8,1,0
303,0,0,47.163240158978965,2,7,1,1
304,0,0,49.98397761964823,3,4,1,0
305,0,1,50.29235981201519,3,6,1,0
306,0,1,48.927385146459045,3,5,1,0
307,0,0,48.5559701727286,2,6,0,1
308,0,1,47.59731024235169,2,8,0,0
309,0,0,48.17198590801463,3,6,1,1
310,0,0,47.80437226701382,4,3,1,1
311,0,0,49.12337754544685,1,8,0,1
312,0,0,48.11613641789692,3,6,0,1
313,0,1,49.08562342990026,2,2,1,0
314,0,1,47.318702596122606,3,9,0,0
315,0,0,47.960700054268656,2,10,1,1
316,0,0,48.66499660991472,4,10,1,1
317,0,0,47.991870555696416,2,5,0,1
318,0,0,49.474432665171015,2,7,0,1
319,0,1,48.95496083418909,3,9,0,1
320,0,0,49.11511416860505,2,5,1,1
321,0,0,48.67417594484001,3,5,0,1
322,0,0,48.23433179505328,3,8,1,1
323,0,0,49.679053766677406,3,9,0,1
324,0,0,49.349973959108034,3,5,1,1
325,0,1,49.178796966880896,2,6,1,1
326,0,1,47.715043993461215,3,9,0,0
327,0,1,47.870767318426886,2,3,1,1
328,0,0,47.59396645514712,4,9,0,0
329,0,1,47.475894044321336,5,10,0,0
330,0,0,48.27171556742231,1,5,1,1
331,0,1,46.762516236008565,4,8,1,0
332,0,0,49.42645059861761,2,4,1,0
333,0,0,49.0836519930591,2,7,1,1
334,0,1,46.33505399800165,2,6,0,0
335,0,0,48.66374240884872,3,8,0,1
336,0,0,48.665057238621,3,9,0,1
337,0,0,50.30292733464864,3,6,1,1
338,0,1,48.39072592464124,2,7,1,1
339,0,0,48.44173822322213,2,5,0,1
340,0,1,49.95626246875035,3,1,1,1
341,0,1,46.85517702495,4,7,0,1
342,0,0,46.77767058616651,3,6,0,1
343,0,0,48.81483047652951,3,8,1,0
344,0,1,48.221350206669385,3,7,1,1
345,0,1,47.959014147486776,2,7,0,1
346,0,0,47.06663952356187,2,7,0,0
347,0,1,47.87654570792596,3,9,1,1
348,0,1,48.64419650902472,1,7,1,0
349,0,0,50.79001051194875,2,6,1,0
350,0,0,51.45566192125568,3,6,1,1
351,0,0,48.4899588579209,2,6,0,1
352,0,1,46.263165233158205,2,8,1,1
353,0,0,47.89002927583516,3,6,1,1
354,0,1,47.35198696242009,3,7,0,1
355,0,0,46.784999502271646,0,7,0,1
356,0,1,46.11565387470472,4,9,1,1
357,0,1,48.43768046986137,1,5,1,0
358,0,0,48.10938574244932,4,5,0,1
359,0,1,47.77139524761717,4,4,1,1
360,0,1,49.28842998589498,2,7,1,0
361,0,1,48.98349813453591,3,2,1,0
362,0,0,49.25791760394742,3,3,1,0
363,0,0,49.01936692838364,2,6,0,1
364,0,1,46.93513830379217,2,6,0,1
365,0,0,47.380097178622414,3,7,1,1
366,0,0,46.97472788983298,3,7,1,0
367,0,0,48.75101535347911,2,8,0,1
368,0,0,48.6696400689247,2,5,0,0
369,0,0,48.37832750406329,1,4,0,1
370,0,1,48.16260031543584,2,6,1,0
371,0,0,48.09663072878923,2,8,1,1
372,0,1,47.6956932924924,3,8,0,0
373,0,1,51.21597489363767,2,8,1,0
374,0,0,47.57074236722172,3,4,1,1
375,0,1,47.43656645284912,4,8,1,1
376,0,0,49.08677741690064,3,5,0,1
377,0,1,46.66246923048291,2,11,1,0
378,0,1,49.00609391321196,3,5,0,1
379,0,0,48.08482119909435,2,5,1,1
380,0,1,46.38243084555126,3,7,1,1
381,0,1,47.58692966688956,0,7,1,0
382,0,1,48.080675752494464,2,6,0,0
383,0,0,47.49797567559839,4,7,1,0
384,0,1,47.25052053392527,3,8,1,1
385,0,0,48.12965656278424,3,5,0,1
386,0,1,48.95659612970054,1,9,1,1
387,0,0,47.56909640923106,3,11,1,0
388,0,0,47.600371141000274,3,6,1,0
389,0,0,49.10057709437256,1,4,0,1
390,0,0,48.1528808917353,3,6,0,1
391,0,0,47.67747018330132,2,7,1,1
392,0,0,48.66376776652896,1,10,1,0
393,0,0,46.4646579758145,3,3,1,1
394,0,0,49.13540306129823,2,8,1,1
395,0,0,48.20670842532805,2,8,0,1
396,0,1,49.151992035157086,3,6,1,0
397,0,0,48.80351403723113,2,8,0,1
398,0,1,46.54200214556667,3,8,0,1
399,0,1,48.54476303271463,4,4,1,1
400,0,0,47.80599120189277,4,6,0,1
401,0,0,49.71379163573834,3,8,1,1
402,0,1,49.64365629709538,2,3,0,0
403,0,1,47.51983285675863,4,7,0,1
404,0,1,46.019886501874325,4,9,0,1
405,0,1,48.99542312448288,3,3,0,1
406,0,0,48.73714975703777,2,7,0,1
407,0,1,47.7758065180865,4,7,1,0
408,0,0,47.99711409793114,4,7,1,1
409,0,1,48.18282004674632,4,5,1,0
410,0,0,48.062938581151705,3,9,0,0
411,0,1,48.43308799286242,3,9,1,0
412,0,0,49.56749903200284,3,8,0,1
413,0,0,48.93849120497351,3,7,1,1
414,0,1,49.692210940199935,3,8,1,1
415,0,1,46.440494675927305,2,9,1,0
416,0,0,47.48629165871077,4,7,1,1
417,0,0,46.16282430695957,1,5,1,1
418,0,0,48.54653573405072,3,9,0,0
419,0,0,47.6947968035202,3,7,0,1
420,0,0,47.68591186183961,1,8,1,1
421,0,1,48.0065162927684,1,7,1,1
422,0,1,49.27043307648484,1,3,1,1
423,0,0,48.48398445043286,2,5,0,1
424,0,0,48.42333987006791,3,5,0,1
425,0,0,47.44450740777375,3,8,1,1
426,0,1,48.18222644601083,2,7,1,0
427,0,0,47.38406180089877,4,4,0,1
428,0,1,46.80123656097685,2,7,0,1
429,0,1,48.85687820378574,3,5,0,0
430,0,1,49.52609295474465,2,2,1,0
431,0,1,49.53005223317805,3,6,1,1
432,0,1,48.20551789870928,4,8,1,1
433,0,0,49.45074719694076,2,6,1,0
434,0,0,47.65450059556108,3,5,1,1
435,0,1,46.869973737274016,2,5,0,1
436,0,0,48.15118192315136,1,8,0,0
437,0,1,49.88194364697805,3,7,1,0
438,0,1,50.54513342895708,4,5,1,1
439,0,0,49.89764188227368,2,8,0,1
440,0,0,50.99866374896062,3,7,1,1
441,0,0,47.35788549015417,2,6,1,1
442,0,1,47.35064446039903,2,6,1,1
443,0,1,48.446563745252334,3,5,1,0
444,0,0,49.12277208093389,2,8,0,0
445,0,1,48.972596842430114,1,6,0,1
446,0,1,48.00087809644823,4,7,1,0
447,0,0,49.59132375936754,2,6,1,0
448,0,0,47.18973399285901,2,10,1,1
449,0,1,48.86770315087948,2,7,0,0
450,0,0,48.10844818696458,4,11,1,1
451,0,1,47.4767304438004,2,4,1,0
452,0,1,48.535064657528046,0,6,1,0
453,0,1,45.52116463835889,3,12,1,1
454,0,1,46.471474110234986,1,6,1,0
455,0,1,49.85913720017064,2,6,1,0
456,0,0,48.83986310463091,3,6,0,1
457,0,0,47.2663075907599,3,7,1,1
458,0,1,48.101225098208026,1,9,1,0
459,0,1,48.13635358295702,1,6,1,1
460,0,1,48.06949649616772,2,9,0,1
461,0,0,49.44478433458529,4,3,1,1
462,0,0,48.017330481027486,3,9,0,1
463,0,0,49.977544906813456,3,6,1,1
464,0,0,48.926498045111565,2,5,0,1
465,0,0,49.309844363811045,4,6,1,1
466,0,0,48.323445221231545,1,8,1,0
467,0,1,48.945017924688,2,7,1,0
468,0,0,48.25446105395368,3,7,0,1
469,0,0,46.50963717283299,4,5,1,1
470,0,0,49.8626025333523,3,7,1,0
471,0,1,49.24044813114157,3,6,0,1
472,0,1,47.59024289923349,3,8,0,0
473,0,1,48.28136803648498,2,5,0,0
474,0,1,47.69514284657376,2,7,1,0
475,0,0,49.45779961348951,3,7,1,1
476,0,1,48.6442646520684,2,3,1,1
477,0,0,48.8860034383286,1,5,1,1
478,0,0,48.63119834879129,1,9,1,1
479,0,1,47.78818747496778,2,7,0,0
480,0,1,49.05853020313574,2,8,1,1
481,0,0,49.22061142000632,2,5,1,1
482,0,1,49.79103425928482,3,5,0,1
483,0,0,47.90088907819055,3,8,0,0
484,0,1,47.43455435543549,3,10,1,1
485,0,1,46.57608739045569,2,4,0,0
486,0,0,47.62144046671408,3,6,0,0
487,0,0,47.60261977483585,3,5,0,0
488,0,0,50.03710560190003,2,6,0,0
489,0,0,49.50953024695136,2,4,1,1
490,0,0,48.83557592107547,2,5,0,1
491,0,1,47.64305529678283,4,7,0,1
492,0,1,50.089387184187245,3,7,0,0
493,0,0,50.25563981310123,2,5,0,0
494,0,0,48.81795127022534,2,4,0,1
495,0,0,49.669898196762745,1,8,1,0
496,0,1,47.34133204691491,2,6,0,0
497,0,1,48.8583134628725,2,7,0,1
498,0,1,46.74800750804911,2,8,1,1
499,0,1,49.05581971227095,2,5,0,1
500,0,1,49.68668243334284,2,4,1,1
501,0,0,50.70941195479652,2,6,1,0
502,0,1,49.14152523246049,4,6,1,0
503,0,1,49.750112792951946,3,8,0,0
504,0,0,48.2774413087204,3,4,0,1
505,0,0,49.280914020042445,2,5,1,0
506,0,0,48.49731646285474,2,4,1,0
507,0,0,48.90376436918278,3,4,0,0
508,0,0,47.77460584880959,3,2,1,0
509,0,1,47.0582340157086,3,8,1,1
510,0,1,49.01600192226076,4,6,1,1
511,0,1,48.01417783620467,5,9,1,1
512,0,1,48.01838351293247,2,9,0,1
513,0,0,48.70782872471173,2,5,0,1
514,0,0,48.430566851972806,2,4,1,1
515,0,0,50.82146389932746,3,7,0,0
516,0,1,48.29226012739152,1,7,1,1
517,0,1,48.097451254599314,0,6,1,0
518,0,0,49.31020089487713,3,9,1,0
519,0,1,48.036661887796136,3,9,0,0
520,0,0,46.73742923301514,4,8,1,0
521,0,0,48.693155855744735,3,6,1,0
522,0,1,49.27304507533029,3,7,0,1
523,0,0,48.33433943860084,4,4,1,0
524,0,1,49.91562612662528,1,6,1,1
525,0,0,49.79213466647986,3,6,1,1
526,0,1,48.15120569441161,3,6,1,1
527,0,0,49.07965871576772,2,9,1,1
528,0,1,45.77764834842527,1,6,1,0
529,0,0,46.598415000320415,4,6,0,0
530,0,0,48.963188512536725,1,5,1,1
531,0,0,47.510898892042285,3,5,0,1
532,0,1,48.01362136649289,2,4,1,1
533,0,0,48.62666903400646,4,10,1,1
534,0,0,49.08744141202637,3,5,1,0
535,0,0,48.48266517932636,1,7,0,0
536,0,1,50.26356080527622,4,5,1,0
537,0,1,48.73069943660591,2,5,0,1
538,0,0,47.87619333960112,2,7,0,1
539,0,0,48.8917860047537,3,5,1,1
540,0,1,49.05111484931101,2,5,1,1
541,0,0,50.10222416567596,1,6,1,1
542,0,0,49.9863745403834,2,6,0,1
543,0,0,49.76374772801592,1,7,1,1
544,0,0,50.07454301377357,1,4,0,1
545,0,0,48.64010766770856,4,6,1,0
546,0,1,48.69551727712684,3,6,1,1
547,0,0,47.31178430442864,2,7,0,1
548,0,1,48.52821208048753,2,3,0,0
549,0,0,49.82976147347359,2,7,1,1
550,0,1,48.26895739645645,3,3,0,1
551,0,0,48.314401240382544,2,6,0,1
552,0,1,48.57378420262625,4,6,1,1
553,0,1,46.176597093249406,2,7,1,0
554,0,0,48.05248258979533,1,6,1,1
555,0,1,47.63506113800215,1,10,1,1
556,0,1,47.18064408508357,4,7,1,1
557,0,0,46.76691727126881,2,7,1,0
558,0,0,47.00975920547642,4,6,1,0
559,0,1,45.98493026236716,2,7,1,1
560,0,1,47.552569211836,4,6,1,1
561,0,1,48.76684611039421,3,6,1,1
562,0,1,49.82090602801361,4,5,1,0
563,0,1,47.41676432434272,3,4,1,1
564,0,1,47.59324326845741,1,4,1,0
565,0,1,46.98996066013961,4,6,0,1
566,0,1,47.7513571358415,0,8,0,0
567,0,1,49.0189888652716,2,8,0,0
568,0,0,48.94646962541301,1,5,1,1
569,0,0,48.82429390513463,2,5,1,1
570,0,0,49.41959221752808,2,7,1,0
571,0,0,47.33455981524445,4,6,1,1
572,0,0,49.7878498212241,3,4,1,0
573,0,0,47.54629371326327,1,8,0,0
574,0,1,48.14448249044201,2,5,1,1
575,0,0,49.05422128373874,2,10,0,1
576,0,1,49.1632401976154,2,7,1,1
577,0,1,48.79043168311178,1,5,1,1
578,0,1,49.562790699971806,4,6,1,1
579,0,0,48.73108173901218,2,6,1,1
580,0,1,47.57592610487534,4,8,1,1
581,0,0,45.9955015767787,5,7,1,1
582,0,0,47.1333101916992,2,8,0,0
583,0,0,50.04121257320041,3,2,0,0
584,0,0,47.96676410384697,3,5,0,0
585,0,0,48.56665153094357,1,10,0,1
586,0,0,48.73051012971638,3,8,1,1
587,0,0,49.41805512506769,3,6,1,1
588,0,1,48.52239014844495,4,5,1,0
589,0,1,46.9086548982575,3,7,0,1
590,0,0,48.60434164238843,2,5,0,1
591,0,1,48.49432620408055,3,8,1,1
592,0,0,48.945728674312406,2,8,0,0
593,0,0,48.21419558805631,2,6,0,0
594,0,0,47.33879743214902,3,8,1,1
595,0,0,47.35473831875859,3,12,1,0
596,0,1,48.98159941102388,3,6,1,0
597,0,0,50.15101709981723,2,4,0,1
598,0,0,49.158447785015554,0,6,0,0
599,0,1,48.11925632878811,3,5,1,1
600,0,1,48.81192713167513,3,9,1,1
601,0,0,47.13056150308737,1,9,1,1
602,0,0,47.80547321461066,1,6,1,0
603,0,1,46.322741003218496,4,8,1,1
604,0,0,49.01333145292898,3,8,1,0
605,0,0,48.23731979798907,3,7,1,1
606,0,1,47.33482307695392,2,7,0,1
607,0,1,49.94070367383621,0,9,0,0
608,0,1,48.75609533061672,3,6,0,1
609,0,1,48.96044620121924,2,8,1,1
610,0,0,49.96991372730176,1,5,1,0
611,0,0,50.55086142712592,1,6,1,0
612,0,1,50.03433590002727,3,7,1,1
613,0,0,47.53009587681167,1,6,1,0
614,0,0,48.809745580963806,2,6,1,0
615,0,0,47.77037626889014,3,6,1,0
616,0,0,47.45089991667479,3,7,1,1
617,0,0,48.32549786456995,2,5,1,0
618,0,1,49.91414804933285,1,3,0,0
619,0,1,48.68848582723268,3,8,1,1
620,0,1,48.95393921137352,3,4,1,0
621,0,1,48.88349342630652,4,8,1,1
622,0,1,49.19441523967377,1,5,1,1
623,0,0,46.886837493293726,3,7,1,1
624,0,0,48.235855792934544,3,7,1,1
625,0,1,48.72117145555264,3,7,1,1
626,0,0,46.42361488169609,4,5,1,0
627,0,1,50.20579319324728,0,6,1,1
628,0,1,48.42916967215093,3,7,1,0
629,0,0,48.55831264102362,1,6,0,0
630,0,1,48.3929963385256,3,5,1,1
631,0,1,47.31758850675168,4,5,1,0
