worker_id,post_intervention_period,training_program_participation,current_income,education_years,previous_income,part_time_job,union_membership
43,0,1,49.48015970586378,3,8,1,0
44,0,0,47.67695700005067,2,6,1,0
45,0,1,47.673623560200994,2,6,1,0
46,0,1,49.54229554855472,2,6,0,1
47,0,0,49.25073080831572,4,5,0,1
48,0,1,46.685205561022265,2,6,0,0
49,0,1,48.03016313953743,1,7,0,1
50,0,1,48.52464477127107,2,7,0,0
51,0,0,48.60166441581581,3,6,1,1
52,0,0,48.23823510182992,0,5,1,1
53,0,1,46.10559840691941,1,6,1,0
54,0,1,49.18677526794146,2,3,0,0
55,0,0,46.51012664788072,4,5,0,0
56,0,1,48.29365895996304,1,6,1,0
57,0,1,48.32840023249655,3,9,0,0
58,0,1,48.84281449406607,3,9,1,0
59,0,1,47.6430332415387,1,5,0,1
60,0,0,48.10910593365094,3,8,0,0
61,0,0,47.42622561877474,3,8,1,1
62,0,1,49.70922915871434,4,5,1,1
63,0,1,48.3745602930809,2,7,1,1
64,0,1,49.67408497928852,2,6,1,0
65,0,0,48.464914050614496,2,5,1,1
66,0,0,51.559547575941934,4,6,0,1
67,0,0,48.2268105912183,1,9,1,1
68,0,0,48.57446272141649,3,9,0,1
69,0,1,47.11748135561032,2,6,1,1
70,0,0,49.01199882190151,2,5,1,1
71,0,1,48.59912359264892,2,6,1,1
72,0,0,48.147779755306,6,8,0,0
73,0,1,46.44897693987892,0,4,1,1
74,0,1,48.05958368527381,1,8,0,1
75,0,1,47.30594015450309,3,5,0,0
76,0,0,48.49075296337747,2,8,0,0
77,0,0,49.00286868442563,1,8,0,1
78,0,1,46.7335162308771,4,7,0,1
79,0,0,49.0682600141154,2,9,0,1
80,0,1,48.21829098267465,2,7,0,0
81,0,0,49.011329763764,3,7,1,1
82,0,0,47.364868761996014,3,9,1,1
83,0,1,49.55697220767263,0,3,1,1
84,0,1,45.9774940230252,3,4,1,0
85,0,1,48.48700992175792,1,10,0,0
86,0,0,48.31060620044479,4,3,1,1
87,0,0,47.23786765684932,2,7,0,1
88,0,0,49.24946230310014,2,7,0,0
89,0,1,47.48913103954487,3,4,0,0
90,0,1,46.889163604550696,1,9,0,1
91,0,1,47.3282369869249,3,4,0,0
92,0,0,47.8540326077388,2,9,0,1
93,0,1,48.41121231983897,3,5,1,1
94,0,1,48.29322995733872,3,5,1,1
95,0,0,47.34774305986917,2,2,0,1
96,0,1,49.22522680400163,3,5,1,1
97,0,1,50.22122697485698,3,5,0,1
98,0,0,48.77495995571509,2,9,1,0
99,0,1,50.01276147786266,2,12,0,0
100,0,1,47.94681520992449,2,9,1,1
101,0,1,47.52969967810672,2,9,0,0
102,0,0,46.256642524458194,1,6,1,1
103,0,1,45.25047808627249,3,5,1,1
104,0,0,47.03957392770381,5,8,1,0
105,0,0,49.263666244642565,3,5,1,1
106,0,1,48.31951262545386,2,4,0,1
107,0,1,48.58532881682843,1,5,0,1
108,0,1,48.381126485640685,2,7,0,0
109,0,1,48.34719729328177,4,9,0,0
110,0,1,47.01326404752631,3,5,1,1
111,0,1,47.086102987613344,3,7,1,0
112,0,0,49.24705487133228,2,7,0,0
113,0,1,46.803880173472365,3,4,1,0
114,0,0,48.72061389130961,2,7,1,1
115,0,0,49.40820878405079,2,10,0,1
116,0,0,48.145532200294895,2,9,1,0
117,0,1,47.4515980095827,3,7,1,0
118,0,0,48.05197810913494,0,8,0,1
119,0,1,48.7153861762832,3,7,1,1
120,0,1,49.67360422064084,4,2,1,1
121,0,0,49.26152189854115,3,5,1,0
122,0,1,47.82674207863135,2,8,1,1
123,0,1,46.794770455356925,4,5,1,0
124,0,1,49.32474300018373,4,5,0,1
125,0,0,47.78055342564282,3,8,1,1
126,0,0,49.34201898850532,2,6,1,0
127,0,0,48.46562654394978,6,2,1,0
128,0,1,49.97204416881855,3,7,1,0
129,0,1,47.04178631312798,4,7,1,0
130,0,0,47.44249467261759,2,6,1,1
131,0,1,47.66262747375124,2,4,1,0
132,0,1,47.99559575366965,3,7,0,0
133,0,1,48.39992591054615,3,4,0,0
134,0,0,49.50590371628195,1,7,0,0
135,0,1,47.20684951833155,2,9,1,0
136,0,0,49.25106621533392,2,4,0,0
137,0,1,47.979445792511946,2,4,1,1
138,0,0,49.21818577513287,2,7,0,0
139,0,1,47.71584547171478,3,6,0,0
140,0,0,48.50859927864553,1,8,1,0
141,0,1,49.71013629410511,4,4,0,0
142,0,1,47.3427513152791,2,7,1,1
143,0,0,48.39210671482867,3,9,0,0
144,0,0,47.90058239223807,3,7,1,1
145,0,0,48.97438683405671,2,6,0,0
146,0,0,48.50952246692111,2,7,1,0
147,0,1,47.52197766801696,1,8,1,1
148,0,1,48.83288633976754,2,4,1,0
149,0,0,48.34762493668146,2,11,0,0
150,0,1,49.20438180017407,2,6,1,0
151,0,1,48.14394117024519,3,9,0,1
152,0,0,49.89015783015787,3,9,0,1
153,0,1,50.385946694906536,2,6,0,0
154,0,1,47.62768068242779,3,6,1,1
155,0,1,47.82964041081628,3,7,0,0
156,0,1,48.8160963535351,4,6,0,0
157,0,0,48.25055879845141,2,8,0,0
158,0,0,49.54650967000917,2,9,1,1
159,0,0,48.65111341924818,2,4,0,1
160,0,1,47.074573256943104,2,5,0,1
161,0,0,46.68153986575261,3,6,0,0
162,0,1,47.85552031746257,3,7,1,1
163,0,1,47.32644262353599,2,5,0,0
164,0,0,48.65960926858955,3,5,1,0
165,0,1,47.92998035744489,3,4,0,1
166,0,1,47.3417388483128,4,7,1,1
167,0,1,47.19162505049846,1,3,1,0
168,0,1,48.81192570603351,3,4,1,1
169,0,1,48.86419961628391,1,8,1,0
170,0,1,48.68121227559526,2,6,1,1
171,0,0,48.004070187087216,3,5,1,1
172,0,1,50.17082116183543,3,8,0,1
173,0,1,49.81438605093037,4,4,1,1
174,0,1,47.18724750325908,1,7,1,1
175,0,1,47.8173775980324,1,5,1,1
176,0,0,47.23804121725492,4,7,0,0
177,0,1,47.49983127681404,2,4,1,1
178,0,1,47.130075527248,1,2,0,1
179,0,1,48.707092974616174,3,9,1,1
180,0,1,47.35630000134698,3,7,1,0
181,0,0,47.64687012416598,3,7,0,1
182,0,1,47.941739350118816,3,5,0,1
183,0,0,48.96306528677552,2,7,0,0
184,0,1,49.61185338256824,2,9,1,0
185,0,1,47.06842147915945,1,5,1,1
186,0,1,47.61250770135927,4,8,1,0
187,0,1,49.17342000301248,3,6,1,0
188,0,1,49.45858623654362,2,8,1,1
189,0,0,46.977308621423134,3,5,0,1
190,0,0,46.59763920558687,2,6,1,1
191,0,0,48.03266027728501,3,9,0,0
192,0,1,49.56260817659676,3,11,0,1
193,0,1,49.17436402261368,2,6,1,1
194,0,1,48.16148842369949,2,6,1,1
195,0,1,48.210857232574426,2,8,1,0
196,0,0,48.61522988640862,4,7,0,1
197,0,1,49.292396938179664,1,8,0,1
198,0,0,47.79358240087593,3,8,0,0
199,0,1,47.65098372755112,4,5,0,0
200,0,1,47.09835835962596,3,5,1,0
201,0,1,46.71464763788792,1,7,1,1
202,0,0,49.42973386589914,5,6,0,0
203,0,0,48.327426762534905,2,5,0,1
204,0,1,46.76625201418335,3,6,0,1
205,0,0,47.97439921361952,2,6,1,1
206,0,0,47.0067040312824,1,10,1,1
207,0,0,46.81517566847358,1,7,0,1
208,0,1,48.05776991540444,1,5,1,1
209,0,1,47.85177685985738,4,6,0,0
210,0,1,47.628233802447625,2,7,0,0
211,0,1,49.22092914132398,3,3,1,1
212,0,0,47.19088168041929,2,6,1,1
213,0,0,48.793797590924406,2,7,1,0
214,0,1,45.21491590292453,2,6,1,0
215,0,0,46.76786945614253,3,5,1,1
216,0,1,50.26435936269196,3,6,1,1
217,0,0,46.114515454220886,0,6,1,1
218,0,0,48.12420386835975,1,10,1,1
219,0,1,48.712459204569846,4,9,0,0
220,0,1,49.2400238384214,3,7,0,0
221,0,1,47.42829308459419,3,5,1,1
222,0,1,48.22008599401731,2,6,1,0
223,0,0,48.030449797825206,1,9,1,0
224,0,0,47.2386539707695,2,3,0,0
225,0,0,48.13629304095305,2,6,0,1
226,0,1,46.16540008394792,2,10,1,0
227,0,1,48.102289499375054,4,5,0,0
228,0,1,46.037106310477135,2,7,0,1
229,0,1,48.480213883673926,2,5,1,0
230,0,0,48.46992953347316,3,5,1,0
231,0,1,46.40846591643644,3,6,1,1
232,0,0,49.33203410473396,2,4,1,0
233,0,1,49.47072828194364,2,7,0,0
234,0,1,48.92824980426658,2,7,1,1
235,0,1,49.354945419737255,3,5,1,0
236,0,1,50.04084382391559,2,5,1,0
237,0,1,46.878673050879335,2,5,1,0
238,0,0,48.36763119494782,3,5,1,0
239,0,0,47.04113234392439,2,8,1,1
240,0,0,48.73105198793541,2,5,1,1
241,0,0,47.889366790767326,2,2,0,0
242,0,1,48.64889749430535,1,6,1,1
243,0,0,48.0340735663811,3,10,1,1
244,0,0,47.49663816077938,3,8,1,1
245,0,0,48.1635997103926,0,7,1,1
246,0,1,48.03887000227997,3,10,0,1
247,0,0,48.53457998570831,2,4,1,1
248,0,0,48.97962330300204,1,5,0,0
249,0,1,48.982920634129584,3,6,0,0
250,0,1,48.498351488291405,2,7,1,1
251,0,1,48.88153297739365,3,4,1,1
252,0,0,48.15136168349526,2,7,0,0
253,0,1,49.032510913873146,3,7,1,0
254,0,0,48.19349315610414,2,4,1,0
255,0,1,49.25910636416333,3,7,0,0
256,0,0,49.18171944686919,4,6,1,1
257,0,1,48.488083617995855,1,10,0,0
258,0,1,47.78694952083655,3,6,0,0
259,0,1,49.174606660295694,2,6,0,1
260,0,1,47.93910652383616,3,7,1,1
261,0,0,49.00148319860562,4,7,0,0
262,0,1,47.53564563417216,2,8,0,1
263,0,0,49.62803761474149,2,6,1,1
264,0,0,47.9135404869794,1,8,0,1
265,0,1,46.96107562673932,3,6,0,0
266,0,0,48.55636875754572,4,6,0,0
267,0,1,47.70955433593194,4,10,1,0
268,0,1,49.06113810900698,2,5,0,1
269,0,0,49.18584878832389,3,7,1,0
270,0,0,48.07762397037647,1,6,1,1
271,0,0,49.65961115343779,3,8,0,0
272,0,1,47.5780169698891,2,8,1,0
273,0,1,47.19273001770046,3,8,0,0
274,0,1,48.36667792484257,3,3,1,0
275,0,0,47.71601323862303,3,4,1,1
276,0,0,47.894173950156855,3,5,1,1
277,0,0,47.194009399312215,1,9,1,1
278,0,1,50.61511522192773,2,7,1,1
279,0,1,48.91986687745168,1,7,1,1
280,0,0,49.48816948741487,1,6,0,1
281,0,1,47.692034204166255,3,6,1,1
282,0,1,49.1083450388891,4,7,0,0
283,0,1,47.28578391285375,2,6,0,1
284,0,0,49.37625238374488,3,6,1,1
285,0,1,46.69850146785862,2,8,0,1
286,0,0,48.425907625299466,1,5,1,0
287,0,1,49.28170538849408,2,6,0,0
288,0,0,48.11904987092658,2,11,1,1
289,0,0,49.10273439524672,2,5,1,0
290,0,1,47.68608410890265,2,7,0,1
291,0,0,48.27741110463159,2,8,1,1
292,0,0,48.83885291646138,2,8,1,0
293,0,0,47.74609693696108,3,5,1,0
294,0,1,47.78436462491636,1,7,0,1
295,0,0,49.38689923749111,3,5,0,0
296,0,0,47.20659852301401,2,9,0,1
297,0,1,47.780509818473234,3,8,1,0
298,0,1,46.45062794958112,3,7,1,1
299,0,1,46.235614515408336,3,7,1,0
300,0,1,46.672468242041326,3,10,1,0
301,0,0,48.9427081502979,1,7,1,1
302,0,1,48.28436476604003,2,6,1,1
303,0,1,46.50047639536963,2,10,1,0
304,0,1,48.34830278497423,1,5,1,0
305,0,1,48.15319805501277,2,5,1,1
306,0,1,47.52234783336742,3,6,0,0
307,0,0,48.87298459795469,2,8,0,0
308,0,1,48.71966912199198,2,8,0,1
309,0,1,46.99021557691861,2,7,1,1
310,0,0,48.55909406993778,4,9,0,0
311,0,0,49.61598412932253,3,9,0,1
312,0,1,47.83986181047175,2,5,1,0
313,0,0,48.3949734461885,4,8,1,0
314,0,1,48.78597464346649,2,7,0,1
315,0,0,46.76411563411822,3,8,1,0
316,0,0,48.917560558322464,2,6,0,1
317,0,1,48.092210254825766,3,6,0,1
318,0,1,47.20676406534242,3,5,1,1
319,0,0,46.69481775326027,3,4,1,1
320,0,1,48.78056634796878,3,6,1,0
321,0,1,46.0305204207983,2,7,1,1
322,0,1,50.29041617991133,3,6,0,1
323,0,1,47.46457090158906,1,2,0,1
324,0,0,46.60647733205851,3,5,1,0
325,0,0,49.308424548631535,0,6,0,0
326,0,1,47.3562376336163,3,9,0,0
327,0,0,48.47283312641873,2,9,0,1
328,0,1,47.09615731344657,2,9,0,0
329,0,0,49.18986608505735,1,8,0,0
330,0,1,47.57099951097104,2,7,0,1
331,0,1,48.64545060078678,0,9,0,1
332,0,0,49.72796252135211,2,7,1,0
333,0,0,47.83771314817344,2,5,0,1
334,0,1,47.88174619484684,6,5,0,0
335,0,1,47.36828846560268,4,6,1,0
336,0,1,48.40252557644758,1,5,1,1
337,0,0,48.09632616731686,3,7,1,1
338,0,0,47.7673441242465,3,7,0,1
339,0,0,50.46422339653294,3,4,0,1
340,0,0,48.423832746047424,2,9,1,1
341,0,1,51.21688148881553,4,7,1,1
342,0,0,49.13930344722041,1,4,0,0
343,0,0,49.528634564814205,4,5,0,1
344,0,1,49.65373579837097,3,7,0,1
345,0,1,47.73322025542797,1,5,0,1
346,0,0,48.61218932861805,3,6,1,0
347,0,1,47.526105780732905,3,4,1,0
348,0,1,49.07248371362794,2,4,0,0
349,0,0,48.438181103063584,2,7,1,1
350,0,1,48.13081531739802,1,4,0,0
351,0,0,47.97407982592155,3,10,1,0
352,0,1,47.46149724682477,3,4,1,0
353,0,0,48.46106916333809,3,8,1,1
354,0,0,47.539126076555895,1,5,0,1
355,0,0,49.82824405511714,3,5,1,1
356,0,1,48.00272491898344,2,6,1,1
357,0,0,46.726284761610735,2,7,1,1
358,0,1,47.96540901968402,3,4,1,1
359,0,0,47.85839516547899,3,7,1,0
360,0,0,47.801623633709184,2,8,1,0
361,0,0,48.19195559495582,3,4,1,1
362,0,1,46.11684952063959,2,5,1,1
363,0,1,48.69887135651901,5,8,0,0
364,0,0,49.24424983450543,2,8,1,0
365,0,1,49.35215392130503,3,5,0,1
366,0,0,47.75916366869904,4,8,1,1
367,0,0,47.70825915919078,4,7,0,1
368,0,0,46.77497685602822,2,6,1,1
369,0,1,49.558987173042745,1,11,1,1
370,0,1,49.852340425422206,2,6,1,1
371,0,1,48.104332368683785,3,6,1,1
372,0,1,49.74734568859724,3,9,1,1
373,0,0,48.66517788538441,2,5,1,0
374,0,1,48.51531464364127,2,5,1,1
375,0,1,47.13506240743671,1,7,0,1
376,0,1,48.15816310786536,2,6,1,1
377,0,1,48.9689356076718,3,4,1,0
378,0,1,48.22792106295808,2,5,1,0
379,0,1,47.582782194669534,2,9,0,0
380,0,1,48.96089167699088,3,5,0,0
381,0,1,49.212475339284445,3,6,1,1
382,0,0,49.53496321884815,4,9,0,0
383,0,0,48.87643374835731,2,6,1,0
384,0,0,48.16093591533362,4,6,1,1
385,0,1,46.9769932092955,2,7,1,1
386,0,0,49.790074389745335,5,7,0,1
387,0,1,47.39872345724304,3,5,0,1
388,0,1,46.73133560983827,2,9,1,0
389,0,1,48.75078632718407,3,7,1,1
390,0,0,48.033744581664905,3,5,1,1
391,0,0,49.2774068462061,3,5,0,1
392,0,1,49.07021868966464,2,7,1,1
393,0,0,49.923889908194624,4,6,1,0
394,0,0,46.96364833217135,4,6,1,1
395,0,0,49.97033872677896,4,7,0,1
396,0,0,48.29919058168405,1,10,1,1
397,0,1,46.60665927547747,1,2,1,0
398,0,0,48.33205700903392,3,5,1,1
399,0,0,48.33298439799418,2,4,1,1
400,0,0,48.0411578750796,1,4,1,0
401,0,0,47.78545926462549,3,4,0,0
402,0,0,49.851312758167865,2,8,0,1
403,0,0,49.91352560974283,4,6,0,1
404,0,1,45.66821116845029,3,7,1,0
405,0,1,47.168247198293095,3,7,1,0
406,0,0,49.10064445323606,1,5,1,1
407,0,0,48.14189728821802,3,4,0,0
408,0,0,47.160220213534,3,8,0,1
409,0,0,48.12075406520884,3,8,1,1
410,0,0,48.22883038722174,3,8,1,1
411,0,1,48.28548195405798,1,7,1,0
412,0,0,48.17665616964051,3,7,1,0
413,0,0,49.2096768369112,2,3,1,0
414,0,1,47.78272608414487,0,5,1,0
415,0,1,48.56385868762755,3,5,1,0
416,0,0,49.72407882326223,2,6,1,1
417,0,0,49.60012711032061,3,7,0,1
418,0,0,48.76850402793004,3,8,0,0
419,0,0,49.46081948481294,2,5,0,0
420,0,0,49.455297551810006,3,7,1,1
421,0,0,47.2673487212438,3,8,1,0
422,0,1,48.150070358149165,3,6,1,0
423,0,0,48.95520078491247,2,7,1,1
424,0,1,47.91622113891609,3,11,0,1
425,0,0,48.142508337720486,2,7,0,1
426,0,0,48.72801198784271,3,8,1,1
427,0,1,48.58310056127451,2,6,1,0
428,0,1,48.420431913181766,3,7,0,0
429,0,0,49.884706593299775,1,5,0,0
430,0,1,48.858058668444194,4,7,1,1
431,0,0,50.521757805526825,3,6,0,1
432,0,0,48.46860955780822,3,7,1,0
433,0,1,47.0726713248467,3,4,1,1
434,0,0,47.18253874584069,3,8,1,1
435,0,1,48.53244894050516,0,5,1,1
436,0,1,48.8135020321756,4,6,0,1
437,0,0,49.81119289862036,3,7,1,1
438,0,0,49.89306619444172,2,6,1,0
439,0,1,48.349636887641736,2,8,1,1
440,0,1,47.152535692405344,2,6,1,0
441,0,1,48.25978800024964,5,7,0,1
442,0,1,47.895441866883246,2,5,1,0
443,0,0,47.81985549483933,1,7,1,0
444,0,0,48.47993782351031,1,6,1,0
445,0,0,47.70503054178676,3,8,1,1
446,0,1,48.849695263337054,4,6,0,1
447,0,1,47.71733674896828,4,6,0,0
448,0,0,46.7546343765373,2,8,0,0
449,0,0,48.66197892902644,2,7,0,0
450,0,1,48.02300222858788,3,2,0,0
451,0,0,49.12422045073171,4,7,0,1
452,0,1,48.207637785179216,3,5,1,1
453,0,0,48.85150530048935,3,6,0,0
454,0,0,48.08396107117764,3,6,0,1
455,0,1,48.39878899859869,3,6,0,0
456,0,0,48.19991367405333,3,9,1,1
457,0,0,48.00439572564276,3,3,0,1
458,0,1,47.59932724161929,2,4,0,1
459,0,1,48.16986497507555,2,6,1,1
460,0,1,46.557032749112444,2,7,1,1
461,0,1,49.1504521001946,2,6,1,1
462,0,1,47.29477224370826,2,3,1,1
463,0,1,48.07179251851403,2,7,1,0
464,0,1,47.57254543052717,2,6,1,0
465,0,0,48.67692316936896,1,6,0,0
466,0,1,47.95924216266066,2,10,1,0
467,0,1,47.2458412128568,2,7,0,0
468,0,1,48.1020115996529,0,4,1,0
469,0,0,49.04725651788642,3,6,0,0
470,0,1,49.41005942320241,4,5,0,1
471,0,0,47.40905208153078,5,5,1,0
472,0,0,47.40046716498467,4,6,0,1
473,0,0,48.96405755629748,2,6,1,1
474,0,1,47.28335329250758,2,7,1,0
475,0,1,50.05634866365446,1,6,1,0
476,0,0,48.20758283738234,1,7,1,1
477,0,1,48.082229380797486,2,6,0,1
478,0,0,49.46850626899902,1,7,0,0
479,0,0,48.7402314182487,3,6,1,0
480,0,0,48.918479721986685,3,2,1,0
481,0,0,48.17314126111904,2,7,1,1
482,0,0,49.300405564911976,3,8,1,1
483,0,0,48.36481744146949,1,8,1,1
484,0,1,48.11395916224457,2,7,0,1
485,0,0,47.67690305887072,3,5,1,0
486,0,0,48.54758723352754,2,8,0,1
487,0,0,49.92665488637588,3,6,0,0
488,0,1,48.58779835513853,2,7,1,0
489,0,1,48.098621623419184,1,6,0,1
490,0,0,48.6507011044822,0,5,1,1
491,0,1,48.17489911542497,2,5,0,1
492,0,0,50.8879301235508,2,5,1,1
493,0,0,47.50728866614456,3,7,1,0
494,0,1,47.43473991661202,2,8,1,1
495,0,1,47.39580475260608,2,8,1,0
496,0,1,46.11981159532108,1,9,1,1
497,0,1,48.23846979729603,2,7,1,0
498,0,0,49.32238537148771,2,5,0,1
499,0,0,48.32579719266293,2,6,1,1
500,0,1,48.30885519398825,4,6,1,1
501,0,1,48.4505038893627,2,8,0,0
502,0,0,47.42832552477942,3,2,1,0
503,0,1,46.11037835954915,3,6,0,0
504,0,1,47.3703456605784,2,7,0,1
505,0,1,48.05789183162985,3,4,0,0
506,0,1,47.36462010512579,1,5,0,0
507,0,1,48.84703036973689,3,9,0,1
508,0,0,49.92708001012959,1,5,1,1
509,0,1,46.63431429635361,2,9,0,0
510,0,0,49.487602881459246,2,8,1,1
511,0,1,47.88044271400047,3,5,1,0
512,0,0,48.3643611577558,2,6,1,1
513,0,1,49.67756793667544,2,7,0,1
514,0,1,48.64727147190761,3,8,1,0
515,0,0,48.52168691981892,2,5,1,1
516,0,0,48.49390152842945,3,9,0,1
517,0,1,49.29321807613394,4,7,0,1
518,0,1,49.53286569375757,4,5,0,1
519,0,1,49.28722258830613,5,7,1,1
520,0,1,48.157845291914406,3,6,1,1
521,0,1,47.74723817381788,2,11,1,0
522,0,1,47.19141244464565,2,7,1,0
523,0,0,46.89304675945081,4,4,1,0
524,0,1,48.68624633039717,3,8,1,0
525,0,0,46.36421955817553,3,6,0,0
526,0,1,48.9718274836752,3,5,1,0
527,0,1,48.44992066011729,2,7,1,0
528,0,0,46.84671848011885,3,6,0,0
529,0,1,47.01118122269318,1,8,1,0
530,0,0,48.86775578127928,3,6,0,1
531,0,0,47.99441743314583,4,5,1,1
532,0,1,46.95642454519389,2,8,1,1
533,0,0,47.992536447803786,2,4,0,1
534,0,0,48.64433816495392,2,5,1,0
535,0,1,48.56566965856427,2,9,0,0
536,0,0,48.140696218361256,2,6,1,1
537,0,1,47.21340328874277,2,5,0,1
538,0,0,48.74394838906182,4,8,0,1
539,0,1,48.14190132848508,3,8,1,0
540,0,1,49.6074045843341,3,8,0,0
541,0,0,45.63337034472932,3,2,1,1
542,0,0,47.64102164458843,2,6,0,1
543,0,0,48.71100581992816,3,6,0,1
544,0,1,48.312600950969454,3,8,0,0
545,0,1,48.65298328849944,3,6,1,1
546,0,1,45.60069800429306,2,8,1,0
547,0,0,46.31899453161943,2,8,0,0
548,0,0,46.1544680662884,5,8,0,1
549,0,1,49.79094801770864,1,6,0,1
550,0,0,48.81358579816091,4,5,1,1
551,0,0,48.1328863800662,4,7,1,1
552,0,1,48.285794467632094,1,7,0,1
553,0,1,47.80526878178098,2,7,1,0
554,0,1,48.73859459633626,2,5,0,0
555,0,1,49.19960273032166,3,8,1,0
556,0,0,49.12528627424709,2,7,1,0
557,0,1,48.11287964079414,4,9,1,0
558,0,1,48.13657680023415,3,8,1,0
559,0,0,48.87551807310809,1,2,1,1
560,0,0,47.575134608626136,1,4,0,1
561,0,1,47.22285085304936,3,8,1,1
562,0,0,49.448261619669125,1,7,0,1
563,0,1,48.51784465458635,2,6,0,0
564,0,0,47.09598802286356,4,9,0,1
565,0,1,47.764602454065525,2,2,1,0
566,0,0,50.25584307459619,3,8,0,0
567,0,1,46.88114533609423,1,9,1,0
568,0,1,47.784874009385575,2,10,1,0
569,0,1,47.2056010177239,1,7,1,1
570,0,1,48.17226023048081,1,5,0,0
571,0,0,47.21336746718456,3,6,0,1
572,0,0,46.818571174289495,2,6,1,1
573,0,1,47.344215874233306,3,3,0,1
574,0,1,47.79177454889258,2,4,0,0
575,0,0,48.14372064179805,1,6,1,0
576,0,1,48.37120553651479,2,6,0,1
577,0,1,47.16282869986341,3,8,1,0
578,0,0,46.25326786373196,3,7,1,1
579,0,0,48.23720161134401,3,9,1,1
580,0,1,47.11230863227354,2,5,0,1
581,0,1,49.926609210209584,4,7,0,1
582,0,1,47.711803187626906,2,4,0,0
583,0,0,48.84124421337358,4,7,0,1
584,0,0,49.41841570548749,1,6,1,1
585,0,1,47.60485604971083,1,3,0,0
586,0,1,46.96431675837855,4,5,1,0
587,0,1,48.195885486051424,3,4,1,1
588,0,1,47.58142774182815,2,6,0,0
589,0,1,46.57668785544521,3,5,1,1
590,0,1,47.95351756089986,2,6,1,1
591,0,1,47.914009575457456,4,7,1,1
592,0,0,46.1551180807289,3,5,0,1
593,0,0,49.172820614447744,1,10,0,1
594,0,1,48.16973912417622,5,6,1,1
595,0,1,49.57221490445073,3,7,0,1
596,0,1,47.24005672959111,3,7,0,1
597,0,1,47.57226332222745,1,7,0,0
598,0,1,49.61648171451331,3,6,0,0
599,0,1,47.40155360116005,1,7,1,1
600,0,1,45.89515474609344,3,7,0,1
601,0,1,47.80608325211811,3,6,1,0
602,0,1,48.34587182536995,3,7,0,1
603,0,0,50.3661925831172,1,7,0,1
604,0,0,47.9535413962688,2,8,0,1
605,0,0,49.62533816263202,3,7,1,0
606,0,1,48.0397487025197,1,7,0,1
607,0,1,49.33205190723092,4,6,1,1
608,0,0,49.32754748151852,3,7,1,1
609,0,1,47.40175457546642,3,10,1,0
610,0,0,46.20291895441612,2,8,1,1
611,0,1,47.84281338253317,3,5,1,1
612,0,1,50.83069460149667,4,7,1,1
613,0,1,48.58452838301192,3,6,1,0
614,0,1,46.751388179876045,3,9,0,1
615,0,1,48.09889383245931,3,8,1,0
616,0,1,46.869635528483975,3,6,0,0
617,0,1,48.15696854098516,3,7,0,0
618,0,1,50.39061538955672,3,5,1,0
619,0,0,48.415287882640754,2,4,0,1
620,0,0,47.988911731107066,1,7,0,0
621,0,0,48.71090334917861,3,7,1,1
622,0,0,50.91124804190581,2,7,0,0
623,0,0,48.51758489829109,3,5,1,1
624,0,0,47.67171297993526,3,7,0,1
625,0,0,47.88794242220474,2,9,1,0
626,0,0,48.48098862691502,4,7,1,0
627,0,1,47.43074072996446,3,6,0,0
628,0,1,45.26916604126469,2,7,1,1
629,0,1,47.26239394156255,3,6,1,0
630,0,0,46.55645911432133,4,7,0,1
631,0,1,46.938393218903,2,11,1,0
