age,income_level,gender,minority_status,neighborhood_score,community_program_participation,neighborhood_satisfaction
8,6,1,1,12.377749350485717,0,5.504193484596741
7,5,1,1,18.435916300059983,1,15.578923515192566
9,5,1,0,15.803077443560396,1,13.963041290774935
7,7,0,1,15.927888506062386,1,13.94627055036361
10,8,0,1,14.679999805832852,0,8.680346371092728
10,8,0,1,16.76359549834591,1,14.66480016882572
6,5,0,0,14.037851250655574,0,8.65091278851359
15,5,0,1,12.306820128320574,0,4.299454243649518
8,7,1,0,17.917195254741948,1,15.568465067093369
8,4,1,0,17.71564959717862,1,15.524188421548304
8,5,0,0,15.879352197980124,1,14.020634717183844
11,7,0,1,13.796909306309232,0,7.0655577336514455
13,9,0,0,15.835921021765728,1,13.09679264518668
6,5,1,1,14.966544596772044,0,9.32473010855277
3,5,0,0,17.249220211344344,1,15.705282951745216
14,6,0,1,13.59806038821698,0,6.8166454633392695
0,3,1,0,14.508968282057989,0,8.675012865816589
7,3,0,0,19.28064251552336,1,16.497762906818473
10,6,0,1,15.55751099981591,1,14.046929081062723
7,6,0,1,13.361944639307971,0,6.90975800552456
6,5,0,0,15.805001490559937,1,14.015314450720634
3,7,0,1,14.161229931429247,0,8.753161060860762
5,7,1,0,18.301606249392567,1,16.84791729437257
5,5,1,1,11.243554452541868,0,2.792976145921707
10,6,1,0,13.957932818442847,0,8.286335019306103
6,8,0,1,12.841123860339293,0,5.826941712572544
5,7,0,1,13.696721310866778,0,7.857360925584925
10,5,1,1,15.593416897024651,1,13.289200198178335
6,5,1,1,16.97929614181366,1,15.756531583643277
15,5,1,1,17.15127744313298,1,14.015919757538429
9,4,0,1,13.73612466199063,0,6.950393223862664
12,5,1,1,15.418324910800386,1,12.615010872121465
7,6,1,1,14.5822193073515,0,9.341577787856336
10,8,1,1,17.69611559275137,1,15.267775727322476
8,5,0,1,16.85912002334192,1,14.854490856979274
10,6,0,0,13.614453652417062,0,7.982839082901532
5,5,0,1,13.980680849563369,0,7.203647674837307
3,4,0,1,18.01732927194013,1,16.562605094835835
6,4,0,0,15.546526390088104,1,13.681541393554616
4,4,1,1,13.839616862644146,0,7.909208603938741
8,7,1,1,19.067088172487004,1,16.75320690459606
7,3,0,0,16.861992118677776,1,14.606188955198268
11,4,1,1,17.735268033015227,1,14.717073756137577
3,8,0,0,12.403264393211488,0,6.05731381141617
11,5,0,0,11.78496839245614,0,3.935535124584327
7,8,1,1,13.961268630090196,0,8.297598783968544
-1,6,0,0,13.774108137500036,0,8.704748882326001
13,6,0,1,15.717083057596986,1,12.955327076868937
11,3,0,0,14.386172241346344,0,7.608060599552713
6,6,1,0,12.539720217712416,0,6.123835444051159
9,5,1,1,14.424405357614727,0,8.282632692953014
5,5,1,1,14.905490665685194,0,9.145389358919449
8,5,1,0,17.952755168255194,1,14.90284792288031
4,7,1,1,14.35305030130496,0,9.050949621670355
12,4,1,1,17.730209336274942,1,15.32084331261885
7,5,0,1,19.1268706626146,1,16.54008929594488
6,5,0,0,11.55903303102116,0,4.223420340304429
9,3,1,0,17.220792941649925,1,15.39510165073511
4,5,1,1,17.391682034018395,1,14.964161502644547
3,4,1,1,18.304811328702225,1,16.365969194024295
1,7,1,1,19.864322710524025,1,17.428369761863724
8,5,0,0,15.35352182213162,1,13.428009894813338
5,4,0,1,16.141965143542354,1,14.30949959666799
4,7,0,1,14.339348542034177,0,8.750139681114515
7,7,0,0,15.584674649728957,1,14.415466790373475
9,5,1,0,16.149226269896523,1,14.576265714110296
12,7,0,0,13.462023315888311,0,6.351054369449438
5,6,0,0,12.683830356444847,0,7.007290199765047
8,6,1,1,14.177316704133323,0,9.0720075224717
4,5,0,1,16.570878627327758,1,14.52742779252437
11,3,1,0,18.19943895242861,1,14.690562767846387
7,8,0,0,13.799748741218805,0,8.009410717621732
10,5,0,1,16.253323569317967,1,13.46351805216382
7,7,0,1,14.494408613605206,0,8.913281801905372
7,7,1,0,14.528101317843468,0,8.713935082059116
15,9,1,0,14.340327033805794,0,7.474244319670637
2,7,0,0,17.978428118570054,1,16.980100432030966
10,7,1,1,14.618293699983695,0,8.617787352553911
2,5,0,0,13.47380157306068,0,7.509070525814155
9,4,1,0,13.021028465421812,0,5.478588484556369
7,7,0,1,15.02950076547692,1,14.064713172623756
5,6,1,0,16.532618680216984,1,14.80231993811496
7,5,0,1,13.734775677152085,0,7.632433411897194
9,5,0,0,10.996644823353838,0,3.567236989409827
3,8,0,0,15.07320865950459,1,13.981444903099648
6,6,0,1,15.61195002186384,1,13.62844032434557
9,7,0,0,16.070148380333393,1,13.55489295867628
9,7,0,0,15.10492771757166,1,13.648769535297165
12,5,1,0,15.446993038989994,1,12.837094343140045
6,5,1,1,13.02104472261051,0,6.205151797610821
6,3,0,1,19.20077970016252,1,16.10576165822407
8,3,0,0,11.686755010206287,0,3.6184449840100954
12,4,1,0,13.111945736531116,0,5.832631384783173
5,2,1,0,17.39744168450929,1,15.548393544747276
3,7,1,0,13.361709162706646,0,7.571086344191878
7,4,0,0,16.040138395409514,1,14.1338914785462
8,5,0,0,16.88788751873085,1,13.964404593897624
7,4,0,0,16.000263282708282,1,14.7995361633323
9,6,1,1,12.575069292682958,0,5.425133194770128
6,8,1,1,16.767733497308903,1,14.948400037824063
11,6,1,1,13.958508856219147,0,6.456573631428776
13,4,1,1,11.802181086194118,0,3.9035408888600736
5,5,1,0,10.998461387997084,0,4.082529736899628
8,7,0,0,12.113002375108929,0,5.395957583000447
5,7,1,0,20.362169649741645,1,17.479442942929104
7,6,1,0,19.147053227508536,1,15.888846561808997
6,5,0,0,17.80848158327579,1,14.99822204176879
9,6,1,1,17.62809002255886,1,14.583559624288792
7,4,0,0,13.588683751667311,0,8.395383489575442
11,5,1,0,14.505134777494105,0,8.181018523368236
14,6,0,0,14.922795955735117,0,8.769250670907041
12,3,1,0,17.83137874848891,1,14.823442381631027
4,7,1,1,15.814634507895898,1,14.583615578246803
7,8,1,1,12.605512113008446,0,6.32644385284755
5,4,1,0,16.723526212727357,1,15.39047978995176
1,4,1,0,16.743312387836088,1,15.149519476054412
3,7,0,1,14.648039541515972,0,10.417861979674775
7,6,0,1,15.814965264072145,1,14.019751528352112
12,6,1,1,14.607651285118838,0,8.56574326723737
9,4,0,0,16.642415459417116,1,14.838611643657684
5,4,0,0,12.889443551199488,0,7.397564642865264
1,6,0,0,15.52042316361774,1,13.756380290281696
8,6,0,1,15.71128889529995,1,14.2993403642102
7,6,0,0,15.967137712981732,1,13.80486462064022
7,5,1,1,13.196150755773456,0,6.843855854074081
8,5,0,0,16.088271727002045,1,13.825273188101322
4,6,1,0,15.908144999035066,1,14.024807322252649
9,7,0,1,12.664525430355011,0,6.420294733086892
9,8,1,1,14.092969555544167,0,8.316958956491668
5,8,0,1,12.742321920792795,0,6.443731093877923
15,5,1,1,9.402339631997632,0,-0.5178332995762099
9,7,1,1,15.82671147252565,1,13.714230492171552
6,6,0,0,13.323928477249638,0,7.124846391147004
8,6,0,0,16.671364570850933,1,14.679628081240804
4,4,0,0,15.27814567353689,1,13.61951124093294
8,6,1,0,15.81415800706167,1,12.967368786771823
6,5,1,0,12.48410997842479,0,5.8806295613943504
8,4,0,0,15.263754898977234,1,12.402805813277595
9,6,1,0,15.20988971983972,1,12.2880616761961
6,6,0,1,13.376100251290964,0,7.545257059672894
11,7,1,1,12.133113286659135,0,4.868164086871532
2,7,1,1,17.480955400678223,1,16.071084968196175
9,6,1,1,13.51967021868864,0,6.795127713552881
4,4,1,1,13.142634278055096,0,7.188296164241282
6,6,1,0,16.674643359747726,1,15.422117348625754
3,5,1,1,16.6872698659355,1,14.972164691202128
8,8,0,1,14.516941147601544,0,9.020684607547691
10,5,0,1,12.580226936522452,0,5.511216512907457
4,4,0,0,16.507711324110762,1,15.17969661816013
8,5,0,0,15.134871519492371,1,13.750166316010269
4,7,0,1,14.167764366573577,0,8.557426669137667
8,7,1,1,13.095975026952608,0,5.500147573341138
7,3,1,1,14.683554101765786,0,8.68564257233053
6,7,1,0,16.1899384221286,1,13.446882193041118
12,7,0,0,11.835635653684832,0,4.364481914386675
12,6,0,1,13.378323576901998,0,5.725997706136764
8,5,1,0,13.61645181605683,0,7.541569749653635
7,4,1,0,15.481715577631638,1,12.79873649795727
4,3,1,0,18.38761459469285,1,16.588806719375125
10,6,0,0,15.189625914946916,1,12.947737845644664
8,4,1,1,14.457940961468069,0,7.8708488692687935
10,3,1,1,12.187865450030593,0,3.790880071422557
10,6,0,0,16.56558932869563,1,13.954003185554226
10,6,1,0,15.447256725413547,1,12.93911156615916
5,6,0,1,16.204400188228938,1,14.792580652344716
12,7,1,0,14.832362089641144,0,8.275059903669225
6,8,0,0,13.851471461681914,0,6.587436410575977
4,7,0,0,15.233320528665528,1,13.55351456044628
5,6,0,0,17.985093817381085,1,15.894255574812597
5,6,1,0,10.736042797854283,0,3.288435642228132
2,3,1,0,14.681101784594969,0,9.8739575975363
5,4,0,0,14.442894068773471,0,8.145372041131735
10,7,0,0,13.967232126509613,0,7.932610321580925
5,5,0,0,16.166931810933576,1,14.25530576381318
4,6,1,0,15.69874607576692,1,14.761714733051198
6,7,1,0,14.808787149394288,0,9.82841793314867
3,5,1,0,14.998868095930227,0,10.831937319705654
10,5,0,0,12.652261704784976,0,5.983059141259889
8,4,0,0,12.688786257736906,0,5.198025090840675
6,6,1,0,17.02942137717531,1,14.922825749677257
7,7,1,0,14.275008437303589,0,7.763573812004503
6,3,1,1,13.820274088452942,0,6.959837814287353
7,3,1,0,14.290915117148437,0,8.516350802092363
2,6,1,0,14.972454817888147,0,10.401661964093115
11,5,1,0,13.32817218351266,0,6.118268340849049
12,5,1,0,11.903188643328534,0,4.445915042293655
12,4,0,0,17.728130306548184,1,14.343315692114484
9,5,1,0,16.24856796324885,1,14.021827636120618
6,4,1,1,16.472587233461947,1,15.147136642918664
8,7,1,0,13.837732502119344,0,8.00701190044416
6,2,1,0,15.551999633858298,1,13.996068778776245
10,4,0,1,15.909359037457737,1,14.09702119010326
4,4,0,1,11.892747448519142,0,5.544124221526002
9,4,1,0,12.662833937651822,0,5.0282845510555045
11,5,1,0,16.380171026798113,1,14.321971128514612
6,5,0,1,16.56933578925673,1,14.8509610976134
9,2,1,0,15.603066083781505,1,12.680125419092564
5,8,0,0,12.49719357691454,0,6.417164030897962
9,5,0,1,15.448042912850156,1,13.005380650107064
0,7,0,1,16.423778180096946,1,15.37461144437194
7,7,0,1,15.031751558120009,1,13.763515963114427
7,4,0,0,14.77697345119166,0,9.180183953261558
9,6,1,0,16.849910664494033,1,13.954336511866195
6,5,0,1,16.701674126065967,1,13.8827149836904
10,7,1,0,14.725170344658013,0,9.274646545012564
8,4,0,1,13.999234924265137,0,7.628307103853658
6,5,0,1,16.73717616021027,1,13.784382545156705
11,6,1,1,18.72083819254234,1,15.918124829767551
10,3,0,0,12.93555564986386,0,4.963755432133443
13,4,0,0,14.963847824687372,0,8.355436430157877
6,6,0,0,15.78654447856974,1,13.894488806068086
8,7,0,0,16.855228080265057,1,14.026825927623348
1,6,1,1,11.34821297126119,0,4.7743895739198425
9,6,1,1,11.110599949552528,0,3.53274204492552
3,7,1,0,14.509074480243116,0,9.172908019933232
9,6,1,0,14.16362503189526,0,8.778159398380497
10,5,1,0,15.404455903388126,1,13.176990960443836
12,7,1,0,16.85884848906551,1,14.358452570931416
10,6,0,1,17.534174267927398,1,14.659399232889
9,3,0,1,17.566646229561567,1,14.647687641394583
4,6,0,0,11.695659489105395,0,4.024680309550085
-2,8,0,0,18.048220118468603,1,17.010338527913966
4,5,1,0,14.779358843991274,0,9.976618615715896
12,4,1,0,16.335388987245725,1,13.977877475417792
10,5,0,1,11.171153233854618,0,2.716327193655584
8,5,0,0,16.848274234926585,1,14.626053967298942
9,6,0,1,17.1924983948038,1,14.647738134116072
8,5,1,1,13.459704882143464,0,6.5010561637507225
8,3,1,0,18.43990160565359,1,14.847763521616027
7,6,1,0,15.103127641319166,1,12.984867127431036
11,5,0,1,12.755730732276447,0,5.916821908812765
8,6,1,1,17.397762585840262,1,14.981144114666638
5,6,0,0,15.299276857165935,1,13.63367784537947
6,7,1,1,13.169970200133571,0,6.346725622469578
0,7,0,1,14.461871398388425,0,10.219032631572778
5,6,1,1,13.945373469844908,0,8.371155894453722
5,4,0,0,15.61077504223813,1,14.42488007355385
9,5,0,1,17.609409635968824,1,13.90825850103796
11,8,0,1,15.6309346528799,1,12.811363366897726
6,4,1,1,13.766609133283104,0,7.875685476124272
9,6,0,1,15.8784261802338,1,12.958900035240603
7,6,0,1,15.284225816329243,1,13.825823631174933
8,4,1,1,15.252880172921246,1,13.243566894271597
4,4,0,0,13.676644721597834,0,7.230615209950043
4,5,0,0,17.1831655052377,1,14.812679475220868
5,5,1,0,15.399266991356829,1,13.035376134744862
5,5,1,0,16.176819574824318,1,14.932441501943352
10,6,1,1,10.509333822913186,0,2.197957129434369
9,4,0,0,10.779986441675042,0,4.099169518344513
10,7,0,0,15.48663513467594,1,12.809740182582052
6,7,0,0,16.04923098587059,1,13.297698447625695
7,6,0,0,15.5603508840126,1,14.307742532469325
5,7,0,1,15.749270339364616,1,13.213508155515868
9,7,0,0,11.830202693097789,0,4.649145281824571
8,5,0,0,14.37721895931063,0,8.519977227578865
10,9,0,1,14.401207598436995,0,9.228800467528576
9,7,1,0,16.02445916644706,1,13.353674451475351
9,4,0,1,18.34033283526125,1,15.368511095507962
9,6,0,1,15.982463566403885,1,13.482091365924177
11,5,1,1,17.745843490175286,1,14.098430308172697
4,6,0,0,12.902280230124482,0,6.529413439294479
11,7,1,0,16.442834006058728,1,13.93479427634616
4,9,0,1,15.11514709520174,1,14.006484647392163
4,6,0,0,14.185760702694848,0,8.937815199593018
13,7,0,0,9.823032066950056,0,1.6789341656890078
9,6,0,1,15.79716394119391,1,13.324880446608558
9,4,0,1,18.274773146497186,1,16.09818307111669
7,6,0,0,12.395249952204958,0,5.048752447149795
13,9,0,0,15.60000947712516,1,13.286202134414673
8,5,0,1,17.129747463863904,1,14.080544773428448
6,6,1,1,15.535069450990356,1,14.03407827041841
8,5,1,0,15.197805954261838,1,13.802851937978572
10,3,0,1,17.48528042138691,1,14.395921496096106
9,6,1,0,13.995352227741044,0,7.97841955218334
5,4,0,0,14.895739232055796,0,9.116381087115888
8,5,1,1,18.685875027505457,1,15.558755854249211
10,7,1,1,14.863612465835253,0,9.70909296820662
8,5,1,0,11.412916201215465,0,4.450818326846273
8,6,0,1,14.097811815976144,0,7.386270515165987
2,5,1,0,12.783141495974144,0,5.501479068507653
7,2,1,1,14.130990173745973,0,7.868226351044043
3,4,1,0,14.325224806585569,0,9.053161701127438
8,3,0,1,16.19207200730351,1,13.41443664495778
8,8,0,1,14.226861914293584,0,8.270144382080593
8,4,1,1,18.33489573567028,1,15.424516409520765
7,3,0,1,15.943465580455076,1,13.556241045313437
7,8,1,1,11.064189130419996,0,3.5274980827981017
7,5,0,0,14.918069677270555,0,9.351564240891562
8,5,0,1,14.655365712435174,0,8.666969773502746
5,6,1,0,14.574769231942348,0,8.93492872560305
8,6,0,0,13.860041321075215,0,7.225238272185591
11,5,1,1,13.942599525138377,0,7.169529802204513
6,5,0,0,13.869297191060689,0,7.889686075679337
3,6,0,0,14.197278207326711,0,9.56482487063489
10,6,1,0,14.637692046436197,0,8.472343001632684
5,7,1,0,17.117622930254594,1,15.014307392063392
5,7,1,1,14.122176486450536,0,9.061705661219808
10,6,1,0,15.455125626943822,1,12.844915812887017
8,8,0,1,15.472244231498046,1,13.997197324366548
5,9,0,0,15.33274596538687,1,14.293130524737428
6,5,1,1,12.54598974442106,0,5.928587697494562
8,6,1,0,13.780876462813367,0,7.920056860030959
13,5,0,0,16.426427252616428,1,13.922236984057314
8,6,0,0,14.209188095155111,0,8.319007052603213
5,6,0,1,13.94892037704579,0,7.730030894545751
8,4,1,0,16.04459973882218,1,13.957310893523967
10,5,1,0,14.400339831234056,0,7.990161065991656
7,6,0,1,13.766428771122362,0,7.11640005601445
10,5,0,0,13.318139719559394,0,6.953925694505008
5,5,0,0,15.471734070410667,1,14.112384057162904
7,7,0,1,9.932050083241313,0,2.401525873856821
8,5,1,1,13.935082352757624,0,7.619764991653104
8,3,0,0,13.348090514466598,0,6.368513094626513
3,4,0,0,14.47164286706111,0,9.45338947484256
13,7,1,0,18.731180537958007,1,14.914342908415168
8,5,1,1,13.94943138260063,0,8.366415353686511
11,6,0,0,13.548159719932286,0,7.047989881588752
6,7,0,1,16.743070374212813,1,14.355622470986471
10,6,0,1,13.926904324607762,0,7.639321066703482
11,5,0,1,15.104053159870295,1,12.637648208231411
8,6,1,0,15.463019353321016,1,13.057674055876925
9,7,0,0,17.444216116658552,1,14.883918035612862
5,5,0,0,17.56591455474144,1,15.77557228440776
5,6,1,1,11.703538584399524,0,4.543461695895099
9,5,0,0,14.939071647655624,0,8.151483672300644
6,8,0,0,14.868593159004018,0,10.231085471012518
6,4,0,1,15.92848737795253,1,14.89413676934428
3,6,0,1,12.350123480530792,0,6.353299093048287
7,5,1,1,13.309556794715157,0,7.439503878368223
10,3,0,1,17.85644184976592,1,15.008997012393383
7,6,0,1,16.232988645380114,1,13.81428658833057
8,5,0,0,12.80207806904907,0,5.554910686086993
10,7,1,0,15.934241291307805,1,13.763140225170712
13,9,0,0,14.10862847423332,0,7.8806963258771425
10,5,0,1,13.69892811924444,0,7.382817439148456
4,7,0,1,15.275232023089522,1,13.370057274993082
8,5,0,1,14.516776243849648,0,7.5731254367982626
6,7,0,1,12.846882300151435,0,5.972740068093149
14,8,1,0,15.286279641096224,1,12.0337536248046
5,8,1,0,16.9370293748385,1,15.039369080622947
8,7,1,0,14.714780722662852,0,10.250399265164909
7,4,0,0,14.701048664470484,0,9.748117361320508
1,2,1,0,11.290680006006422,0,5.437605450054676
3,8,0,0,13.011376414790918,0,6.69233290690973
12,7,1,1,19.64536116887937,1,15.670404952495726
7,7,1,0,13.645212311773635,0,7.146178665041499
11,6,1,1,17.363044362812303,1,14.019045086563256
10,4,1,1,13.318555745682692,0,5.710441120471157
5,6,0,0,15.680160968795905,1,13.76093411005146
3,6,0,0,14.733336102332403,0,10.179226838927958
2,5,1,1,14.792993638935595,0,9.189318348483075
8,5,1,0,15.451131965064045,1,12.504453664514442
6,5,0,1,15.499365723758526,1,13.415472682365454
8,6,0,0,16.732653359379828,1,14.64350517859478
3,2,0,1,14.489440829003977,0,8.409267173943743
4,7,1,1,17.751006889740545,1,16.43634838518633
8,5,0,1,17.002153405548032,1,15.364246621567684
9,5,1,1,16.61781801146302,1,13.709602870127634
15,3,0,0,16.184201769050265,1,12.76601423361718
7,4,1,0,13.289376873664764,0,6.164820781530119
11,5,0,0,13.742156106324234,0,8.0255940753531
6,4,1,0,14.926531332085474,0,10.685855018974667
3,3,0,0,15.31872896944256,1,14.34571084964252
12,6,1,0,16.100392153742106,1,13.647679358209269
11,2,0,0,13.457481663023028,0,5.990154253303579
-1,4,0,1,15.98120704747991,1,15.299341355289018
10,5,0,0,13.74204754366886,0,6.969984806457304
15,7,0,0,15.41354155652325,1,13.298425288260226
8,6,1,0,11.29024250215337,0,3.914643242522556
5,6,1,1,18.68831992529189,1,16.47634375315344
9,6,0,1,13.54896403693417,0,7.753594424479725
9,3,1,0,14.314805738203912,0,7.335110797979524
11,3,1,0,17.17969313015207,1,14.084257832679024
7,6,0,1,13.406808919407608,0,6.95616387740001
4,5,0,1,16.669066134271507,1,15.05607554021287
0,5,0,1,18.187441686496054,1,16.742146565448355
11,5,1,0,15.980092723140796,1,12.937864843567498
11,5,0,0,16.605205823703113,1,12.808974963907437
10,6,0,0,17.834838018057503,1,15.762235695340884
8,6,0,0,14.50645391348377,0,8.116213625254357
5,5,1,0,16.11985956181569,1,14.61363862016227
9,5,1,0,14.47083306328724,0,7.736279996626073
9,4,0,0,15.851217017047714,1,13.562556384359636
5,6,0,1,16.560415249746057,1,14.851163797923494
11,5,0,1,13.566010152597457,0,6.129949013532778
12,7,0,0,16.183553105838264,1,13.711304827705042
9,7,1,0,13.404817919804383,0,7.901032719425002
