court_id,year,legal_aid_program,conviction_rate,crime_rate,average_income,urban_location,public_defender_availability
23,0,0,54.10586723435147,2,11,1,0
23,1,0,53.91885807799797,2,11,1,0
23,2,0,53.680411025388445,2,11,1,0
23,3,1,58.724239502399065,2,11,1,0
23,4,1,58.303647292532254,2,11,1,0
23,5,1,57.44051123940161,2,11,1,0
23,6,1,58.65735538064953,2,11,1,0
23,7,1,56.88046714924071,2,11,1,0
23,8,1,58.468010538129725,2,11,1,0
23,9,1,61.56967462720712,2,11,1,0
24,0,0,54.981243581991365,3,10,0,0
24,1,0,49.91454270949175,3,10,0,0
24,2,0,52.56120499464209,3,10,0,0
24,3,0,53.59598102772263,3,10,0,0
24,4,0,52.1813418627637,3,10,0,0
24,5,1,56.90892223026535,3,10,0,0
24,6,1,60.23046175398009,3,10,0,0
24,7,1,56.28198867217274,3,10,0,0
24,8,1,57.495463252860425,3,10,0,0
24,9,1,60.9160007830972,3,10,0,0
25,0,0,53.80838187568839,4,8,0,0
25,1,0,52.86226156322121,4,8,0,0
25,2,0,54.7674105663861,4,8,0,0
25,3,0,52.17228957686121,4,8,0,0
25,4,0,53.30739753822933,4,8,0,0
25,5,0,54.44882923605144,4,8,0,0
25,6,0,52.28994495551853,4,8,0,0
25,7,0,50.536426063315616,4,8,0,0
25,8,0,50.34597003879709,4,8,0,0
25,9,0,54.9007512725675,4,8,0,0
26,0,0,53.602058271986216,1,6,0,0
26,1,0,50.24854867877888,1,6,0,0
26,2,0,52.69075053399571,1,6,0,0
26,3,0,52.54553081239162,1,6,0,0
26,4,0,51.79365903489149,1,6,0,0
26,5,1,57.183317792089184,1,6,0,0
26,6,1,59.51403753485141,1,6,0,0
26,7,1,57.2261330789424,1,6,0,0
26,8,1,55.22766220655077,1,6,0,0
26,9,1,59.90559517378917,1,6,0,0
27,0,0,50.79797308664318,2,6,1,1
27,1,0,51.433269865331454,2,6,1,1
27,2,0,52.40252538320839,2,6,1,1
27,3,0,53.828341702130885,2,6,1,1
27,4,0,52.57895148470581,2,6,1,1
27,5,0,52.070076949454766,2,6,1,1
27,6,0,53.64999630426568,2,6,1,1
27,7,0,51.9056533740778,2,6,1,1
27,8,0,51.53429563916069,2,6,1,1
27,9,0,56.63446112249264,2,6,1,1
28,0,0,53.39516969141608,2,11,0,1
28,1,0,51.94135807383972,2,11,0,1
28,2,0,52.6428622379162,2,11,0,1
28,3,0,52.58853621056507,2,11,0,1
28,4,0,50.4449975125021,2,11,0,1
28,5,0,53.07530465402751,2,11,0,1
28,6,0,54.71741330984694,2,11,0,1
28,7,0,52.38321439893902,2,11,0,1
28,8,0,50.52524329385958,2,11,0,1
28,9,1,60.5383804699418,2,11,0,1
29,0,0,51.36644357746469,1,6,0,0
29,1,0,49.38573954362773,1,6,0,0
29,2,0,53.58415445836091,1,6,0,0
29,3,0,51.71635510920101,1,6,0,0
29,4,0,51.90878253286638,1,6,0,0
29,5,0,50.962434317279744,1,6,0,0
29,6,0,52.54146855317204,1,6,0,0
29,7,0,50.981429502541445,1,6,0,0
29,8,1,57.61300820232292,1,6,0,0
29,9,1,58.92470474337688,1,6,0,0
30,0,0,50.97854705202637,2,6,0,1
30,1,0,50.87670560577172,2,6,0,1
30,2,0,52.3084870206466,2,6,0,1
30,3,0,51.33301529453877,2,6,0,1
30,4,0,51.85666517219281,2,6,0,1
30,5,0,52.18633041158501,2,6,0,1
30,6,0,53.27487278984337,2,6,0,1
30,7,0,52.54300538988123,2,6,0,1
30,8,0,50.75964702907894,2,6,0,1
30,9,0,54.63219038368523,2,6,0,1
31,0,0,52.79701294595346,3,7,1,1
31,1,0,52.84313697136547,3,7,1,1
31,2,0,54.093493277550415,3,7,1,1
31,3,0,51.9770563832255,3,7,1,1
31,4,0,51.54430920440736,3,7,1,1
31,5,0,51.91749484798663,3,7,1,1
31,6,0,54.900690148071234,3,7,1,1
31,7,0,51.91622623583494,3,7,1,1
31,8,0,50.50666912515707,3,7,1,1
31,9,0,55.56159818900876,3,7,1,1
32,0,0,56.03185066906487,5,10,1,1
32,1,0,54.23408304387607,5,10,1,1
32,2,0,55.024592980674974,5,10,1,1
32,3,0,53.3794247483976,5,10,1,1
32,4,1,61.42224680573717,5,10,1,1
32,5,1,60.47215764824434,5,10,1,1
32,6,1,63.862373262496725,5,10,1,1
32,7,1,59.317234683099045,5,10,1,1
32,8,1,58.34834913657429,5,10,1,1
32,9,1,61.98484949507512,5,10,1,1
33,0,0,53.62023544558892,1,7,0,0
33,1,0,52.386203833284654,1,7,0,0
33,2,0,57.53496808742444,1,7,0,0
33,3,0,52.91243845739749,1,7,0,0
33,4,0,52.71822945777136,1,7,0,0
33,5,0,54.250364482264814,1,7,0,0
33,6,0,56.275574063465136,1,7,0,0
33,7,0,52.01364657001013,1,7,0,0
33,8,0,51.2087909891952,1,7,0,0
33,9,0,57.03792396346884,1,7,0,0
34,0,0,49.85034108590872,4,5,0,1
34,1,0,49.53776050807792,4,5,0,1
34,2,0,52.49168335114342,4,5,0,1
34,3,0,48.90983472502895,4,5,0,1
34,4,0,52.144686250372565,4,5,0,1
34,5,0,52.29514283160888,4,5,0,1
34,6,0,52.24651615441059,4,5,0,1
34,7,0,48.563650790881866,4,5,0,1
34,8,0,49.43911546585702,4,5,0,1
34,9,0,52.405764240519,4,5,0,1
35,0,0,53.22033914335413,4,9,1,0
35,1,0,53.3030392577613,4,9,1,0
35,2,0,54.03097353576253,4,9,1,0
35,3,0,51.81151636375316,4,9,1,0
35,4,0,52.15227258380085,4,9,1,0
35,5,0,51.29305748819992,4,9,1,0
35,6,0,54.23941535976938,4,9,1,0
35,7,0,52.46627895740121,4,9,1,0
35,8,0,50.82335374281606,4,9,1,0
35,9,0,56.97794907659637,4,9,1,0
36,0,0,51.636083948152056,0,9,1,1
36,1,0,50.74934845751848,0,9,1,1
36,2,0,51.868676691458,0,9,1,1
36,3,0,50.20284534098604,0,9,1,1
36,4,0,50.4396429435353,0,9,1,1
36,5,0,49.29404804701792,0,9,1,1
36,6,0,51.27881541823449,0,9,1,1
36,7,0,48.63546494651869,0,9,1,1
36,8,0,49.09524885813445,0,9,1,1
36,9,0,52.35921071091168,0,9,1,1
37,0,0,51.3593049028276,-1,7,1,0
37,1,0,51.90291960938825,-1,7,1,0
37,2,0,52.98204794952125,-1,7,1,0
37,3,0,52.02125508459139,-1,7,1,0
37,4,0,49.839930378615605,-1,7,1,0
37,5,0,51.66149714643704,-1,7,1,0
37,6,0,53.49435579463668,-1,7,1,0
37,7,0,48.67929802800119,-1,7,1,0
37,8,0,50.31926211351496,-1,7,1,0
37,9,0,52.73745940736434,-1,7,1,0
38,0,0,52.34766503836894,4,11,0,0
38,1,0,50.573820236805375,4,11,0,0
38,2,0,51.73466286978253,4,11,0,0
38,3,1,58.49948089165838,4,11,0,0
38,4,1,57.71903332240195,4,11,0,0
38,5,1,57.935898709845496,4,11,0,0
38,6,1,58.22793411961322,4,11,0,0
38,7,1,54.88550085527328,4,11,0,0
38,8,1,56.6514473059084,4,11,0,0
38,9,1,60.28195709581063,4,11,0,0
39,0,0,54.71337856592129,6,8,1,1
39,1,0,51.362924453908505,6,8,1,1
39,2,0,53.61981996729888,6,8,1,1
39,3,0,53.38968603604133,6,8,1,1
39,4,0,53.66348778488624,6,8,1,1
39,5,0,51.60336590955134,6,8,1,1
39,6,0,53.34091497383939,6,8,1,1
39,7,0,51.54162332521729,6,8,1,1
39,8,0,51.30731352321641,6,8,1,1
39,9,0,55.97469288699312,6,8,1,1
40,0,0,51.50648919740101,1,11,1,1
40,1,0,51.4815259186479,1,11,1,1
40,2,0,50.52739711350709,1,11,1,1
40,3,0,49.056767494199136,1,11,1,1
40,4,0,52.24587348377979,1,11,1,1
40,5,0,51.238378157208025,1,11,1,1
40,6,0,51.65911812058033,1,11,1,1
40,7,0,48.21952871440443,1,11,1,1
40,8,0,49.08732909704019,1,11,1,1
40,9,0,52.33611361973706,1,11,1,1
41,0,0,51.81860698794415,5,9,0,0
41,1,0,50.2782693400306,5,9,0,0
41,2,0,55.615079431883736,5,9,0,0
41,3,0,51.18814265222492,5,9,0,0
41,4,0,52.84424475459605,5,9,0,0
41,5,0,52.592047685921166,5,9,0,0
41,6,0,51.99177128105495,5,9,0,0
41,7,1,56.96899538391839,5,9,0,0
41,8,1,55.79896273650385,5,9,0,0
41,9,1,61.00507764098418,5,9,0,0
42,0,0,50.53814223395568,3,7,0,0
42,1,1,55.62646953613741,3,7,0,0
42,2,1,54.114315095985816,3,7,0,0
42,3,1,56.89855740196129,3,7,0,0
42,4,1,56.35676404052791,3,7,0,0
42,5,1,56.64588742907468,3,7,0,0
42,6,1,56.64670670652762,3,7,0,0
42,7,1,53.11330205580042,3,7,0,0
42,8,1,54.33095623226106,3,7,0,0
42,9,1,58.73668356442592,3,7,0,0
43,0,0,54.364029234371415,3,8,1,1
43,1,0,51.82791541024528,3,8,1,1
43,2,0,52.97451935438016,3,8,1,1
43,3,0,53.399773970231145,3,8,1,1
43,4,0,52.158793332213385,3,8,1,1
43,5,0,53.3613315971856,3,8,1,1
43,6,0,53.41707832348389,3,8,1,1
43,7,0,50.399754011777176,3,8,1,1
43,8,0,49.82355457068384,3,8,1,1
43,9,0,55.93437195091431,3,8,1,1
44,0,0,51.23331836994152,1,5,1,0
44,1,0,50.16540224877231,1,5,1,0
44,2,0,54.02950230840006,1,5,1,0
44,3,0,50.69487495443737,1,5,1,0
44,4,0,52.53231109744674,1,5,1,0
44,5,0,49.62971765730767,1,5,1,0
44,6,0,53.52429396529698,1,5,1,0
44,7,0,50.54032653281697,1,5,1,0
44,8,1,55.67087148793108,1,5,1,0
44,9,1,60.53847178425548,1,5,1,0
45,0,0,50.025187754658106,3,6,0,0
45,1,0,49.436727634738,3,6,0,0
45,2,1,56.268980286409615,3,6,0,0
45,3,1,55.66566391668161,3,6,0,0
45,4,1,56.46617556813244,3,6,0,0
45,5,1,57.41660771827444,3,6,0,0
45,6,1,56.67205356900232,3,6,0,0
45,7,1,55.35468610271643,3,6,0,0
45,8,1,53.79221376138354,3,6,0,0
45,9,1,58.709432099503374,3,6,0,0
46,0,0,54.003882284218165,3,11,1,1
46,1,1,59.01708334452249,3,11,1,1
46,2,1,57.766996796974645,3,11,1,1
46,3,1,59.82633344221776,3,11,1,1
46,4,1,59.51982527451109,3,11,1,1
46,5,1,58.30108633095805,3,11,1,1
46,6,1,58.84964658189848,3,11,1,1
46,7,1,58.20706273174569,3,11,1,1
46,8,1,56.138903099461935,3,11,1,1
46,9,1,62.33978705961023,3,11,1,1
47,0,0,53.0908222916273,4,5,0,0
47,1,0,52.22482646322305,4,5,0,0
47,2,1,60.756062681613024,4,5,0,0
47,3,1,58.0048079423192,4,5,0,0
47,4,1,59.27367344761549,4,5,0,0
47,5,1,58.00761759768874,4,5,0,0
47,6,1,59.981427315135456,4,5,0,0
47,7,1,58.86591158010767,4,5,0,0
47,8,1,56.72325661998114,4,5,0,0
47,9,1,61.52115687887698,4,5,0,0
48,0,0,53.19009673015557,5,5,0,0
48,1,0,51.53202538813459,5,5,0,0
48,2,0,53.60408386679071,5,5,0,0
48,3,0,50.550466018491,5,5,0,0
48,4,0,52.67022246182044,5,5,0,0
48,5,0,52.64736375827706,5,5,0,0
48,6,0,52.139046516250616,5,5,0,0
48,7,0,50.33950936558801,5,5,0,0
48,8,0,49.22925148134696,5,5,0,0
48,9,0,55.16514122572504,5,5,0,0
49,0,0,53.59499639109543,3,5,0,1
49,1,0,53.08010418515446,3,5,0,1
49,2,0,56.11915029208448,3,5,0,1
49,3,0,53.315110101878965,3,5,0,1
49,4,1,60.55330513948633,3,5,0,1
49,5,1,59.39779758577917,3,5,0,1
49,6,1,60.47277706712829,3,5,0,1
49,7,1,56.63730879698942,3,5,0,1
49,8,1,57.046210965891326,3,5,0,1
49,9,1,64.7087852343785,3,5,0,1
50,0,0,56.55653128553203,0,14,1,1
50,1,0,53.37588888259497,0,14,1,1
50,2,0,55.23930241919103,0,14,1,1
50,3,0,53.32883867462088,0,14,1,1
50,4,0,55.00023277294612,0,14,1,1
50,5,0,54.96550380572278,0,14,1,1
50,6,0,54.42613599223454,0,14,1,1
50,7,0,52.639518457843394,0,14,1,1
50,8,0,50.52913192794432,0,14,1,1
50,9,0,56.41603699872625,0,14,1,1
51,0,0,51.71800632016929,3,9,1,0
51,1,0,49.25075476774526,3,9,1,0
51,2,0,50.57106836521099,3,9,1,0
51,3,0,50.15727504941096,3,9,1,0
51,4,0,50.071856635778,3,9,1,0
51,5,1,56.52611237338807,3,9,1,0
51,6,1,59.49283868072843,3,9,1,0
51,7,1,55.27319661372002,3,9,1,0
51,8,1,55.41853336244751,3,9,1,0
51,9,1,60.43744537516031,3,9,1,0
52,0,0,50.356995848628834,2,7,1,0
52,1,0,49.602028098371854,2,7,1,0
52,2,0,51.73663167940458,2,7,1,0
52,3,0,52.55108406815848,2,7,1,0
52,4,0,50.76542766567588,2,7,1,0
52,5,0,50.63368406179032,2,7,1,0
52,6,0,51.06692924870405,2,7,1,0
52,7,0,50.17680657115343,2,7,1,0
52,8,0,48.33434772953623,2,7,1,0
52,9,0,52.942680999577455,2,7,1,0
53,0,0,53.44155872846813,2,13,0,1
53,1,1,58.40800127696625,2,13,0,1
53,2,1,58.42147758847238,2,13,0,1
53,3,1,57.79466835446336,2,13,0,1
53,4,1,57.88152171531404,2,13,0,1
53,5,1,59.44563300766073,2,13,0,1
53,6,1,58.09812267614435,2,13,0,1
53,7,1,58.161264121989895,2,13,0,1
53,8,1,56.21457905896965,2,13,0,1
53,9,1,60.2207621652526,2,13,0,1
54,0,0,51.22358222940157,5,12,0,0
54,1,0,52.439555180523065,5,12,0,0
54,2,0,53.82503337980922,5,12,0,0
54,3,0,51.62432276886901,5,12,0,0
54,4,0,51.92259228098514,5,12,0,0
54,5,0,52.9817758765968,5,12,0,0
54,6,0,54.38468489366717,5,12,0,0
54,7,0,51.35401199206502,5,12,0,0
54,8,0,50.68961002465918,5,12,0,0
54,9,0,54.905614337416026,5,12,0,0
55,0,0,52.20712812212153,3,7,1,0
55,1,0,50.28297585975619,3,7,1,0
55,2,0,53.34525950612839,3,7,1,0
55,3,1,57.72363372959789,3,7,1,0
55,4,1,59.29503388288827,3,7,1,0
55,5,1,58.520483989079096,3,7,1,0
55,6,1,58.90304891854328,3,7,1,0
55,7,1,58.06769216518964,3,7,1,0
55,8,1,56.28441105928543,3,7,1,0
55,9,1,59.12016583819892,3,7,1,0
56,0,0,51.86097807907488,4,8,0,0
56,1,0,50.267055387612494,4,8,0,0
56,2,0,52.07715868400356,4,8,0,0
56,3,0,51.48287469222744,4,8,0,0
56,4,0,50.901503920463206,4,8,0,0
56,5,0,51.086726627502536,4,8,0,0
56,6,0,52.34158535431588,4,8,0,0
56,7,0,49.9957877532168,4,8,0,0
56,8,0,49.48121945099348,4,8,0,0
56,9,0,54.27971877795273,4,8,0,0
57,0,0,51.4954397627908,4,11,0,0
57,1,0,53.62438342754111,4,11,0,0
57,2,0,54.5940134880006,4,11,0,0
57,3,0,52.09348850175195,4,11,0,0
57,4,0,51.721206061445486,4,11,0,0
57,5,0,51.08047377084015,4,11,0,0
57,6,0,53.58038586812228,4,11,0,0
57,7,0,53.81134925041451,4,11,0,0
57,8,0,50.09027111260234,4,11,0,0
57,9,0,53.43060783869543,4,11,0,0
58,0,0,51.57499894299406,4,3,0,1
58,1,0,52.01807873429006,4,3,0,1
58,2,0,52.336055125380426,4,3,0,1
58,3,0,51.92917489926604,4,3,0,1
58,4,0,53.80544809079509,4,3,0,1
58,5,0,49.82653901746873,4,3,0,1
58,6,0,52.46128697588814,4,3,0,1
58,7,1,56.75299677548875,4,3,0,1
58,8,1,56.95446504504776,4,3,0,1
58,9,1,59.35201756596884,4,3,0,1
59,0,0,51.69072732764503,0,12,0,0
59,1,0,50.89290618003421,0,12,0,0
59,2,0,53.13132208346481,0,12,0,0
59,3,0,50.33938889670039,0,12,0,0
59,4,0,51.742598526592666,0,12,0,0
59,5,0,51.53608901980078,0,12,0,0
59,6,0,51.66689915566874,0,12,0,0
59,7,0,50.35066571472285,0,12,0,0
59,8,0,50.38306874686338,0,12,0,0
59,9,1,59.19533388577024,0,12,0,0
60,0,0,53.0830828485319,2,12,0,1
60,1,0,54.00663800047063,2,12,0,1
60,2,0,54.04081952228047,2,12,0,1
60,3,0,53.07483426949238,2,12,0,1
60,4,0,51.57267525183892,2,12,0,1
60,5,0,52.32032606850927,2,12,0,1
60,6,0,51.89666399243695,2,12,0,1
60,7,1,56.51303996223592,2,12,0,1
60,8,1,58.81083020223522,2,12,0,1
60,9,1,60.8133307705283,2,12,0,1
61,0,0,51.405587833723104,1,5,1,0
61,1,0,51.21817532702753,1,5,1,0
61,2,0,52.52583595491218,1,5,1,0
61,3,0,49.18333979152232,1,5,1,0
61,4,0,49.559830783823614,1,5,1,0
61,5,0,50.09776785104348,1,5,1,0
61,6,0,49.920683316249615,1,5,1,0
61,7,0,50.95443929117121,1,5,1,0
61,8,0,48.94007449819272,1,5,1,0
61,9,1,58.81029412490242,1,5,1,0
62,0,0,51.16282946764842,4,5,0,0
62,1,0,51.37887959693166,4,5,0,0
62,2,0,52.86797603039223,4,5,0,0
62,3,0,51.16385621014531,4,5,0,0
62,4,0,53.09790050591067,4,5,0,0
62,5,0,52.23435149493512,4,5,0,0
62,6,0,51.9816031224734,4,5,0,0
62,7,0,50.05694571617845,4,5,0,0
62,8,0,49.83820864788912,4,5,0,0
62,9,0,54.95791221588487,4,5,0,0
63,0,0,52.61421336257614,2,11,0,1
63,1,1,57.57514476969193,2,11,0,1
63,2,1,56.68533501778181,2,11,0,1
63,3,1,57.2350473040165,2,11,0,1
63,4,1,58.74833782634473,2,11,0,1
63,5,1,59.24917076386094,2,11,0,1
63,6,1,59.357662039579,2,11,0,1
63,7,1,56.52475425659212,2,11,0,1
63,8,1,56.315739951392274,2,11,0,1
63,9,1,61.053194299797525,2,11,0,1
64,0,0,55.366964021990015,7,11,1,0
64,1,0,52.80298887875498,7,11,1,0
