student_age,parent_education_level,low_income_status,gender,pre_program_gpa,program_participation,post_program_gpa
0,6,1,1,5.754258749158336,0,6.579991938990713
2,8,1,1,9.412671583547851,1,17.79779755783101
10,5,1,1,3.5338914556857945,0,5.223895808837283
14,7,0,0,3.334845133984728,0,5.29076520379704
13,5,0,0,9.403482013418005,1,17.6116581225177
7,5,1,0,11.005819349405035,1,17.928024854979782
13,5,0,0,7.373483568640085,0,10.368882389558468
8,6,1,1,6.702849242366261,0,9.091302217303154
7,6,0,1,10.04547016279976,1,17.61173544677753
16,7,0,0,7.800942933438106,0,12.02866642994047
8,3,1,1,7.862025536367631,0,10.267723937707713
3,5,1,1,7.8483253171576415,0,9.850192594305437
7,6,0,0,13.415206951764066,1,21.29341991493421
6,4,0,1,6.221269810834327,0,7.9012889140054305
13,4,1,0,8.819202359321887,1,17.584250486155362
7,6,1,1,8.982662179137257,1,16.454444415559323
3,5,1,1,5.60619437557989,0,7.896738438627107
7,6,1,1,10.624480494566548,1,17.657875377877414
12,4,0,0,7.135265294997235,0,10.49641239370082
12,6,0,0,6.414687675594458,0,9.521696320199185
0,6,0,0,7.239784605582919,0,7.750942009145337
10,5,0,0,8.100092959870311,1,16.385550643172532
12,5,1,0,8.716948031483374,1,16.878841438163025
8,7,1,0,8.275320322997585,1,16.73529246216414
11,3,1,0,9.05433615650414,1,17.457593938328127
12,3,1,1,4.768487424658723,0,6.197012904392004
6,5,1,0,9.448322285930685,1,15.980836137139493
8,6,0,1,5.303561088213769,0,6.687359674390238
4,4,0,1,3.7364511040261768,0,4.181549464724018
10,8,0,0,9.674195579264254,1,17.892580534076608
8,6,1,0,7.460163685524765,0,9.408456757605908
7,5,1,1,8.149044661156482,1,16.242693078390918
9,7,1,0,9.092634212898576,1,17.675929817344798
12,9,0,0,11.359998963367204,1,19.163545131996106
3,8,0,1,9.13900469105063,1,17.704620124111035
10,8,0,0,6.788543167321227,0,9.800276073103747
8,6,0,0,6.903402457365135,0,9.360543464934995
3,4,0,1,7.239478888381996,0,10.000901794444554
3,7,1,0,4.998898093271429,0,5.433176500712455
5,5,1,1,3.311434666403663,0,3.904439201239468
4,5,1,1,6.644884941728907,0,9.034437993295365
4,6,1,1,9.648425972436574,1,17.407807233947416
13,6,0,0,7.014497281216169,0,10.39383947262496
5,6,1,1,10.606471016177611,1,18.685950659235274
2,6,1,1,5.557153111639227,0,6.691356267489361
10,5,1,0,9.17823592169246,1,16.554028804465133
7,5,1,0,6.978001174677673,0,9.136794599731482
12,2,0,1,13.504111733600718,1,21.98487954553713
9,8,1,0,7.820729083412763,0,11.485496641088831
3,8,0,1,8.387842839268513,1,15.370608414102575
12,8,0,1,3.357352428712163,0,4.091227480488838
10,9,1,1,9.15810626692353,1,17.108360930786397
7,6,1,0,9.795927643758697,1,17.73250324948926
12,2,1,0,6.474547526757704,0,9.863201656538466
8,6,0,0,4.771778868157678,0,6.042722994695321
10,7,1,1,8.998623910102852,1,17.01914896016203
12,6,1,1,8.196299565360519,1,17.44000127679372
18,7,0,0,7.79028291958197,0,11.471635335095463
9,5,0,1,6.099036362993277,0,7.68408016106709
18,5,0,1,9.198573172509844,1,18.872903919880056
10,6,1,1,6.349442055216261,0,8.468886128482849
9,7,1,0,4.823352873683136,0,6.206543377881557
5,8,0,0,6.093524422742426,0,8.256446647755673
5,5,1,1,13.48178391290719,1,21.236247749734964
0,7,1,1,6.52965027981861,0,8.690711729473312
10,3,0,1,6.647465842039599,0,9.03865154364497
10,6,1,0,7.947629522569668,0,10.77580348336682
10,7,0,0,8.908961016365536,1,17.496839235356024
8,4,1,0,9.401282749302318,1,17.885056225262712
10,6,1,0,6.546038986829132,0,8.340429781788131
8,8,1,0,7.179224878707081,0,10.347033654202836
3,6,0,1,8.718185169474783,1,16.85069336076277
11,3,0,1,3.692467105248447,0,5.57141061729216
7,4,1,0,9.672013852105206,1,17.40329064368205
7,5,0,0,6.2409298800114135,0,7.721220063252605
2,5,0,0,7.505145291480792,0,9.126067383448284
4,3,0,1,8.970350458199103,1,16.293734669887055
12,8,0,0,8.102899232339013,1,16.75128044297123
9,2,0,1,9.7780711589257,1,18.118992086588253
3,6,1,0,7.972615023187113,0,10.007825885974436
7,6,0,1,4.9796849706501165,0,7.01818640016373
5,8,1,0,6.614286605487155,0,8.123994300956191
15,6,0,1,9.366485996239556,1,17.912455905262433
10,7,1,1,7.95664855115274,0,11.715559663709874
8,5,0,1,9.34368618031248,1,17.356369046953702
4,4,0,0,8.186398220347622,1,15.433208602716697
13,6,1,1,6.860026443562825,0,9.950374664980547
7,4,1,0,9.170793313053103,1,17.08022667149828
6,5,1,0,9.797451735545152,1,17.171277298564252
8,6,0,0,4.603572200895622,0,6.0839103505166925
9,4,0,1,7.625864976393833,0,11.695571993757104
8,4,0,1,7.072413587176583,0,9.524282120933886
5,5,0,0,8.090521087290387,1,15.854875712661016
5,5,0,1,8.37692791190055,1,16.05119935049371
5,6,1,1,11.62724272930148,1,19.209981888459723
12,5,0,0,5.018062388061343,0,6.767480562659707
4,7,0,0,9.27518542051072,1,16.622097129426727
8,5,0,1,7.787123637344922,0,10.570234716083933
10,5,1,0,11.161772473944373,1,19.54103113920088
3,6,1,1,10.281242281404689,1,17.428138059182707
3,6,0,0,5.41053018900095,0,6.746240818801298
10,7,1,1,6.362327066361217,0,8.950804137052533
3,7,0,0,11.983845736349164,1,18.74440520384453
7,8,0,0,10.31016995734571,1,18.13272148250604
8,4,0,1,8.44753137316628,1,16.648041269074
11,6,0,0,5.886791980835675,0,8.099477849162378
3,6,0,1,7.703327918827489,0,9.690810874576009
8,6,1,0,7.387127107978713,0,9.520640907105124
7,7,1,0,5.68810707660835,0,6.495015067190271
7,5,1,1,8.209511558364689,1,16.246071417187622
12,8,0,1,4.338634648093989,0,6.0107906430667
5,6,1,0,6.463674374428894,0,7.075979370480419
7,7,1,0,6.490226401940713,0,8.44132475355503
9,6,0,1,7.8689267254815904,0,10.999326803955078
6,4,0,0,6.407991073600924,0,8.00713001248147
6,6,1,1,7.185106689684726,0,9.50238513842716
11,4,0,1,5.01748889301304,0,7.129195831789505
10,7,0,0,6.835717620808494,0,8.102796669408555
11,6,0,1,8.039399576131276,1,17.15478635972706
7,5,0,1,7.409010457547877,0,9.965821332379052
11,5,1,0,7.255630062205306,0,9.758004131673516
6,6,0,1,8.382435723770186,1,16.689298472968154
9,6,1,1,11.440326787147878,1,18.931852411396463
7,7,0,0,9.972449762289564,1,18.42161269573242
8,4,0,1,5.273604225768575,0,6.7897776765770335
6,5,1,0,8.19409942022618,1,16.770437793605637
8,4,1,0,8.118412176442082,1,15.759599719929174
6,6,0,1,8.692035264891315,1,16.510501835542044
11,8,0,1,10.460085945186552,1,18.938192408565893
14,3,0,0,4.755045448864788,0,6.538850164962066
5,4,0,1,7.285664940393515,0,10.3826004460604
7,4,1,0,6.952096715855932,0,9.089807842733729
7,5,0,1,9.31186361238872,1,17.161075544412494
5,5,0,0,7.388434252968222,0,9.413785650126089
5,6,1,1,9.289939977047387,1,16.9836214728237
8,6,1,0,7.477961396299384,0,9.787109763841828
9,6,0,0,8.145555780699643,1,16.359005168280113
5,5,1,0,6.729762012449151,0,7.922934079020968
10,8,1,0,6.991231214017554,0,9.38784869358163
1,6,1,1,7.347429628734875,0,9.444711135689449
8,4,0,0,6.170268830856727,0,7.718067183730051
6,5,0,1,9.287047080780823,1,16.85811662382936
9,5,1,0,7.360100997058629,0,10.519150890111217
7,5,0,0,7.215474399541526,0,9.410611538874456
9,6,1,1,11.640078947489258,1,20.35180366170677
7,6,0,0,5.445456574276988,0,6.767524798246016
4,2,1,0,8.183893396114001,1,16.442977546848127
3,9,0,0,9.314676407697547,1,15.702737485603995
2,9,0,0,6.653270762062203,0,8.477105291700957
6,4,1,1,6.8313798694104495,0,9.13885869117644
11,7,0,0,8.061724296558959,1,17.392648089267027
6,5,1,0,6.819102359147058,0,8.937391037630537
9,3,1,1,6.946530197729736,0,9.27452650435233
4,5,0,0,10.025675278541112,1,18.422240546463875
4,4,0,0,8.453187789126464,1,15.916880181178184
6,5,1,1,7.263180637774529,0,9.1358916171226
10,7,0,0,6.3085948998397,0,8.926313413345609
13,7,0,0,10.490059709180548,1,19.40413077869006
9,3,0,1,3.8408220450205386,0,4.935403876820676
0,8,1,1,8.380301697132301,1,15.399879530495618
0,5,1,1,6.748289703046228,0,7.624089702480019
8,5,1,1,7.793593826930831,0,10.77487313046597
5,6,0,1,5.609668786902353,0,6.866070268149829
4,7,0,0,8.22280227041933,1,16.24928323449136
7,4,1,0,6.397223699011814,0,7.625190283104466
10,10,0,0,7.059837770815928,0,9.662433970499452
11,6,0,0,6.4130033711206185,0,8.510548518482883
7,7,1,1,3.97691413385747,0,5.421436532207352
6,8,0,0,7.618495250929797,0,9.98335214807876
6,3,0,1,8.24141432658795,1,16.25924114891182
8,7,0,1,6.724919477302255,0,8.989173417246013
2,4,1,1,8.956211969909189,1,15.885041008945288
7,3,1,1,7.969058001363323,0,10.710663562867827
7,3,0,1,9.496383060962549,1,18.105270675183792
12,5,0,0,7.387999027536216,0,10.23350287778878
9,4,0,1,7.214870798211351,0,10.026914034233789
6,4,0,0,10.161382054075114,1,17.98145594904956
5,2,1,1,6.921191102214384,0,8.929046294351103
13,6,0,1,7.553706754028512,0,11.948492610584708
8,7,1,1,13.62492669702456,1,21.140786683251296
8,7,0,1,9.15126162728462,1,18.17713653539544
4,9,1,1,11.613618500230338,1,17.819612572714476
4,4,0,1,5.98889735579776,0,7.423517337798895
1,6,0,0,7.624783661163175,0,10.056335797047048
8,5,1,1,7.860264943357836,0,11.194421022209324
7,7,1,1,11.983580384550589,1,18.957741551637
4,6,0,1,11.103131635392634,1,19.0314116188666
10,6,0,1,10.239586191931371,1,18.10333554062196
11,4,1,1,6.576535716631191,0,8.923851643000738
7,7,0,1,4.354900777182445,0,4.9054358007735885
12,4,0,0,6.151174016248603,0,8.476024713275551
6,7,1,0,7.166390558005761,0,9.315765481138394
11,7,1,1,7.561977457242997,0,11.421332050707804
3,8,1,1,7.249512958411721,0,8.384973362846608
6,6,0,0,4.6091592116868085,0,5.518279786135082
8,3,0,1,8.362847493095753,1,17.52436532361128
5,6,1,1,8.98484442987683,1,16.5011233697332
7,8,1,1,8.888613066816433,1,16.498447020075037
3,6,0,0,7.497466493347535,0,9.71803609518823
3,5,0,1,8.14319881134355,1,15.380507165555944
11,6,1,0,6.550270755411159,0,8.777087549526946
11,8,0,1,6.06800297302423,0,8.200369933550796
6,5,0,0,7.545598893729714,0,10.103826915418956
10,5,0,1,6.6596526768786095,0,9.070697735333663
4,5,1,0,6.185504765799536,0,6.6873221039320025
14,3,0,0,10.399997253339016,1,17.93511280581877
8,5,0,0,9.389189927437302,1,17.41300912831903
5,6,0,1,4.734426557035552,0,5.897784702530511
8,5,0,1,9.403996956901068,1,18.15382755520857
5,3,1,1,7.915493502004463,0,10.549791539740614
8,6,1,0,5.551607710478615,0,7.395147434598389
10,5,0,0,10.492763105217923,1,19.170823898707557
9,6,0,1,8.236500311673067,1,16.423617916736983
8,4,1,0,9.814140733624244,1,17.207960849286994
8,5,1,1,11.821685491522198,1,19.2252264369756
7,5,0,1,9.45538826159844,1,17.9344927296127
4,4,1,1,9.31710618935343,1,16.323045986677574
13,4,1,1,7.810115631637458,0,11.297745085900946
8,7,0,1,8.973855429224825,1,17.298327477101665
6,4,1,0,9.120304494383753,1,18.10434186660864
10,4,1,0,11.189500052426697,1,18.68983513699255
3,3,1,1,9.189970540548758,1,16.929816876283518
4,5,0,1,8.062534985839198,1,15.684933159703045
3,5,1,0,11.01500594787298,1,18.166039156783917
7,7,1,0,7.377633136445171,0,8.89387396749836
5,1,1,0,7.282467731810343,0,9.646565479254743
7,7,0,0,8.541552150534935,1,16.376066416851156
9,6,0,1,5.256967630538552,0,8.456529510895392
6,6,0,1,3.982755793112622,0,5.2597612014546025
9,6,1,0,8.92209273996149,1,17.277050319827303
8,7,1,1,13.210112703360483,1,20.869819431773
5,6,0,0,5.375976269671417,0,6.521810234695956
7,6,1,1,7.578458937028379,0,10.531488661773714
5,6,1,1,7.663335419133743,0,9.530642908292188
2,4,1,1,8.989346052813268,1,15.891259409466102
10,7,1,1,6.557294668065511,0,8.287177650192007
11,6,0,0,7.634787634850097,0,10.271644920322926
12,3,0,0,6.93780430282973,0,10.45003445173408
8,4,1,0,7.896400245355102,0,11.360455545809522
7,6,0,0,9.327601882923112,1,17.970627209701636
4,7,0,1,3.435290987751741,0,3.325929676264044
8,6,1,1,10.2045963230401,1,17.611169138472402
12,4,0,1,9.41942334643162,1,17.27571491794872
7,6,0,1,5.414702633463154,0,7.853364912191791
7,3,1,0,8.488721071387682,1,16.59663295067846
0,5,1,1,6.744654145067767,0,7.73761025143068
8,7,0,1,10.99337179441188,1,19.71001729167282
6,7,0,1,8.791420415004968,1,17.24486930412746
8,5,1,0,8.808161455179528,1,16.393593773517622
4,5,0,0,7.626558242806976,0,10.676743888282264
8,6,1,1,4.599973118093579,0,5.857287463776133
6,4,1,0,5.7149163281254,0,6.460774023427698
11,4,0,0,7.551108167439257,0,9.947822096143526
5,4,0,1,10.694892202056966,1,19.424812691522785
9,7,1,1,9.283730292679316,1,18.17707425468504
5,4,1,1,8.028218940776378,1,15.75238507672766
9,6,0,1,7.304483717924005,0,9.451450871192264
5,6,0,1,7.866096966074352,0,10.98871431598694
8,1,0,1,9.27634687894844,1,17.984202066986605
5,6,1,0,8.842299303630645,1,16.94423405385535
7,6,0,0,7.578646869867487,0,10.082607083875764
5,6,1,0,9.882386486254138,1,17.712069847574536
9,6,1,0,9.78536414424558,1,18.010157751844794
11,5,1,1,8.255968512535485,1,16.597551449302195
1,6,0,0,9.907593510543943,1,17.158681859312143
7,6,0,0,11.267637370088616,1,19.342804744260928
7,7,0,1,7.392692669150842,0,10.602166181729482
5,8,1,0,7.425772725867355,0,8.66391791140665
3,5,1,0,3.2609819019392603,0,2.4149995586666657
10,8,1,1,6.6972607174757846,0,9.70940063159828
10,7,1,0,7.885442773191928,0,10.966795336645369
2,9,0,0,8.825303193918902,1,16.204107424304
7,6,0,1,4.745707018239875,0,6.4044166754383
6,8,1,1,6.187811773818397,0,7.867604611336576
8,6,1,0,7.033141514317526,0,9.510982575174245
5,4,0,1,7.926712099075191,0,10.949076800048696
4,9,1,0,7.158001279982126,0,9.451383095746955
6,5,0,0,10.943894154837576,1,17.77291232215775
2,5,0,0,8.798998949336724,1,15.688355846926626
14,5,1,0,8.886344888282771,1,17.002966371558994
7,3,1,1,10.445486168428456,1,17.424410927888378
3,4,1,0,11.799661706159975,1,19.025010235320863
9,6,0,1,6.858733476914463,0,9.28329623158569
9,5,0,0,9.771123711837724,1,18.65192509880858
5,7,0,0,5.835007824859185,0,5.9367113381674965
9,5,0,0,5.614808625956693,0,6.937575622134707
4,8,0,1,7.497666584275957,0,10.390671901083552
0,5,1,0,8.580212043118822,1,14.655928605028514
11,2,0,0,9.29925058434704,1,17.551902428406855
7,5,0,1,10.984808980745122,1,19.11216730450352
7,6,0,0,7.405113157471149,0,9.967838217398509
6,7,1,0,8.893985134975837,1,16.066452047391184
7,7,1,1,8.544210405546652,1,17.840948294625107
5,5,1,0,2.259433775408468,0,1.3920141187586
5,4,1,0,4.336460667861597,0,5.942873167736197
9,7,1,0,8.714591231217632,1,17.3686196020651
9,7,1,1,6.471831446678279,0,8.973449929483653
13,7,1,0,10.407989620683455,1,18.495690063872285
8,5,0,0,6.618957629379729,0,9.205040784955273
9,3,1,0,7.631315956273573,0,10.32009215198138
9,6,1,1,8.635502328394956,1,17.35604735127339
9,6,0,1,8.725252271523173,1,17.60364547460026
10,4,0,0,7.014226816938538,0,9.7632920219802
10,6,0,0,9.364915988143151,1,17.801568084965243
5,5,0,0,9.000417973174144,1,16.827153372193855
7,4,1,0,10.812372060169665,1,18.510198795207277
7,6,0,0,10.214277921329474,1,18.36424695714741
6,5,1,0,5.647287023063699,0,7.206296310645558
6,5,0,0,6.99430254931206,0,9.63753317917408
2,6,0,1,10.518855899598291,1,17.719270952015133
8,7,1,1,7.79100586790955,0,10.430305050270109
6,4,0,0,6.364661472018927,0,8.314985974991213
11,6,0,0,8.142580001724625,1,17.283481908644404
6,7,0,1,10.939546753762098,1,18.39692244661376
10,5,1,0,5.962592329640372,0,8.124463550285853
6,3,0,1,6.199247696305764,0,7.900107595180506
10,7,0,0,10.354912778209732,1,19.130999342157228
7,6,0,0,9.328743596061049,1,17.253501965188512
6,7,0,0,6.821454405394601,0,9.649703896405386
8,5,1,1,10.76618797836008,1,17.59739135336992
8,5,1,0,7.38549595773862,0,9.791284841201676
8,4,1,0,11.113898228131536,1,18.75563159084149
4,7,1,0,8.217913811559939,1,16.51492013494776
6,6,0,0,8.53970623429931,1,16.367551383376554
9,6,1,0,6.013184499530112,0,8.464355061525769
12,5,1,0,13.307450268212875,1,21.535080156469533
17,5,0,0,7.94247152078938,0,11.982595526892746
1,7,0,0,7.434633400458692,0,9.346551539242924
8,6,0,0,4.835497485234238,0,6.215635179013772
2,4,0,0,9.374444997805195,1,16.936809842329875
3,7,0,1,8.631695275776428,1,15.67851524165136
8,3,1,1,4.972162608391526,0,7.171512938035043
8,7,0,0,4.41251482391572,0,6.27862362956397
10,5,0,1,5.004702581024661,0,6.405729475171978
12,6,0,1,11.112997678561412,1,19.269898202595847
10,5,1,1,6.486193498855782,0,9.055497936792596
13,6,1,0,10.467003463028892,1,18.78448759454663
3,7,1,0,4.676517088258499,0,4.729114905156307
9,6,1,0,8.881699180894133,1,17.579690396344457
9,4,0,1,9.225760926044604,1,17.174470305013564
11,7,1,0,5.589189834993669,0,6.851868569614149
5,6,0,0,9.382468293142171,1,16.78643989383378
6,6,1,1,6.310658869248799,0,8.903516802897578
12,4,0,1,9.40634571059826,1,18.64112188851926
13,8,0,1,6.407155552153812,0,9.15986125496748
8,6,1,0,9.00821293902317,1,17.05506666614092
10,2,0,1,6.477274093108715,0,9.045015161272191
4,6,1,1,9.57718186410134,1,17.048794214787826
7,5,1,1,9.363662323437143,1,17.011251234924302
5,5,0,0,9.12338676840534,1,16.929443373829855
11,11,0,1,8.165410741544902,1,16.186552816724987
8,6,1,1,9.953342284661424,1,17.504498305660064
10,6,1,1,4.982254258207686,0,6.54160344754946
7,7,0,0,9.192908617554494,1,16.869933502137716
4,6,1,0,10.867753518156604,1,18.011782080523297
6,5,1,0,9.410963831449,1,17.743077073274968
7,3,0,1,4.904398722021837,0,6.024999590590302
3,5,1,1,9.307943275493788,1,17.51968325964581
4,8,1,1,7.130871842081838,0,9.213048386775649
5,7,0,1,7.272517964779981,0,9.914633446716149
6,7,0,0,5.898208026928144,0,7.469905452540817
9,5,1,0,8.341728141266612,1,15.997659083022436
9,6,0,1,5.196266268538739,0,7.510658776478063
7,7,0,0,8.04317412273869,1,16.435753500312316
9,5,0,1,11.126120272354235,1,18.79675984036669
3,7,0,0,5.410835895060889,0,6.944410078286491
5,7,0,1,6.300002044993832,0,7.106701175255683
3,6,0,1,6.132030540434337,0,7.369313921247349
7,7,1,1,9.528406639491816,1,17.89529072838945
12,8,0,1,5.543165812743428,0,8.31292502769275
6,6,1,0,10.821908473353377,1,18.128883829779493
7,5,0,0,9.041082145595144,1,16.79667245894932
10,5,0,0,5.901438822994691,0,8.023929053644611
5,5,0,0,10.634236559359993,1,18.08699435178052
5,9,1,1,8.300557094624867,1,16.55769591436283
2,5,1,0,9.28530459781176,1,16.9054961783033
5,7,0,1,4.502131034283237,0,5.784121081397457
9,5,0,0,8.551099958472438,1,15.853225359953084
2,8,1,0,6.004025592266639,0,7.394168005440687
1,4,0,1,7.968848487643229,0,10.32030303624044
2,5,1,0,8.53477547672713,1,16.57163229020961
10,7,1,0,8.097039363675446,1,16.528843416559166
9,6,0,0,9.129760641561596,1,17.57017233641756
4,4,1,1,9.088904692215484,1,16.537020954822243
14,4,0,1,6.759152289807478,0,10.833835686383717
7,5,1,1,5.927935695697206,0,8.687148135524286
12,6,0,0,11.02042406369618,1,19.28483199173141
10,9,0,1,7.573599292185424,0,10.776993373118945
9,6,0,1,6.3751807238507725,0,9.343423036854706
3,7,0,1,10.520709549186233,1,17.235866413469417
8,7,0,0,8.553894314736995,1,16.514199743438425
8,5,0,0,9.298558291592226,1,16.721722979242635
8,6,0,1,6.135517996701093,0,8.435800160310087
12,8,0,0,8.592142994730924,1,17.39416987920081
8,7,0,1,10.245210066748674,1,18.230225761467835
10,8,1,1,6.654408317530488,0,9.698292258508454
9,6,0,1,6.547014775226349,0,8.802250139955994
11,7,0,0,6.345171253906685,0,8.867367805003529
5,5,0,0,9.776130940588912,1,17.08310394277399
10,6,0,0,6.726615364539984,0,9.395276897920716
10,5,1,0,9.808909386607333,1,18.04322890328176
7,5,0,1,7.3811652614270225,0,10.193148278917652
10,7,0,0,4.939339805765016,0,6.844326420454808
9,6,1,0,8.532527989118032,1,17.038624332988128
11,7,1,0,8.157341068211364,1,16.49535930896767
11,5,1,0,6.999106483164029,0,10.364352623135344
4,5,1,0,6.49593232684436,0,8.359737529129642
6,4,1,0,6.23984473418413,0,8.105884813177903
6,5,1,0,5.648978680043162,0,7.082447438877352
9,7,0,0,9.672327197309125,1,17.86804871317168
9,6,1,0,10.327285047436622,1,18.3488608461223
5,4,0,0,10.840164524301938,1,18.455366296997383
12,7,0,0,8.472404971794935,1,17.73855620269257
10,7,0,1,5.818713259882041,0,8.691281091315968
7,5,1,1,10.106228308087063,1,17.65220510749624
6,5,0,0,8.221716130652084,1,15.51791305797838
9,2,1,0,4.369396851088949,0,5.989541863260463
6,4,1,1,6.280021568084372,0,8.602851540713528
11,4,1,1,11.031040806956998,1,19.31738295752443
11,6,0,1,8.810106277758425,1,17.23808957852114
4,5,1,1,8.71448566028291,1,16.227927472797482
6,4,0,1,9.263386980815705,1,18.185640401707943
8,7,0,0,10.498316124215885,1,17.725794541902854
7,6,1,0,8.656836494160018,1,16.30122617437277
6,5,1,1,7.623310859981103,0,9.907445893960023
13,5,1,1,5.948308970072661,0,8.193435374137758
7,6,0,0,7.008871402149668,0,9.916396550319694
5,4,0,0,7.994490533914133,0,10.79624510234861
6,6,0,1,10.57627681460466,1,18.370453372913
10,5,1,0,4.908923124715301,0,6.232575916275055
13,3,1,1,7.9384379284498205,0,11.350122075428033
5,7,0,0,9.604020507453038,1,16.74241118861599
2,7,1,1,5.742625704762528,0,7.065128803998251
3,5,0,0,8.983278223353885,1,16.178381090051246
6,4,1,0,6.07196046205094,0,8.805336421341948
4,5,0,1,8.505663005696467,1,16.779793397980626
6,6,1,1,8.081177844885925,1,16.65115959118619
9,4,0,0,8.017708066395924,1,16.424400339932667
9,8,0,1,7.143464554438496,0,9.890261978971218
9,7,1,0,8.086995750247487,1,16.088386598057127
5,5,0,0,9.682838477032853,1,16.815723505290045
8,5,1,0,8.202791232408407,1,16.337139416278763
8,8,0,1,4.774203422125361,0,5.802635666615712
11,7,1,1,6.315189606768692,0,9.693137176629248
3,5,1,0,11.182779134933975,1,17.977008804239805
6,6,1,1,6.688077851157046,0,8.538375491537115
10,5,1,1,11.29484769550125,1,19.328314603829472
5,6,0,1,9.802147694261,1,17.674477293138192
5,5,0,0,8.191321061778371,1,15.547702252404008
3,5,1,1,7.408787185363444,0,9.374888818542804
8,4,0,0,9.516707409441253,1,16.909707365546293
7,7,1,1,8.543182240229978,1,16.770343173992266
7,4,1,0,8.050003594532484,1,15.39297880735285
9,6,0,0,8.544262138363866,1,17.232531418457693
8,8,1,1,7.3112055195836065,0,9.772410376706812
10,7,0,0,9.610898662812009,1,18.101786007490936
3,6,0,0,10.150987500117488,1,16.78611037819422
14,5,0,1,5.948019567909152,0,8.949248151073673
8,4,0,0,7.0484205718721205,0,9.3355811602612
4,6,1,0,10.51768161796265,1,17.85706661548592
11,6,0,0,7.931907030148255,0,11.511051373387607
8,5,0,0,7.408439328280101,0,9.27680538048204
4,6,0,0,9.184058232667487,1,17.139165530279374
3,7,1,0,6.005341401559381,0,6.428590308313278
10,7,1,1,9.005109580793501,1,17.281956664059845
12,4,0,0,6.68258866978568,0,9.573302656255803
5,5,0,0,7.096702603235655,0,10.304898772040042
7,5,1,1,7.496287732962918,0,10.2712828371741
8,8,1,1,9.815529550995889,1,17.48309023195311
11,7,0,0,7.672427776679425,0,10.751157638632876
3,5,1,0,5.442614724755296,0,5.371123109508348
8,3,0,0,4.992755724770499,0,6.747208289577565
6,7,1,0,4.4670923539324425,0,5.109990920273456
7,4,1,1,5.644925870619727,0,7.23191119149464
10,6,0,1,8.457977068546455,1,16.817192841522036
4,5,1,1,7.198565512413312,0,9.60906343928136
8,7,1,0,7.440559324356451,0,10.911337517693552
6,10,1,0,9.160519461366954,1,16.716817962170886
8,3,1,0,9.825092898435916,1,17.844044243222264
5,4,0,1,6.182389746745763,0,7.653922524739999
14,9,0,0,10.0516415870903,1,19.29970381786415
7,6,0,1,8.652949104552704,1,17.46999001847423
