individual_age,income_level,gender,rural_residence,job_training_program,job_satisfaction_level,post_program_income
18,28,1,1,1,46.03902932794996,188.25288065099545
19,17,1,1,1,41.89454348565474,171.48027950875678
31,18,1,0,1,54.88878079679185,204.4685923459764
29,20,0,0,1,54.0334208230355,203.17112923217368
21,24,1,1,1,48.15705551137259,193.2910312954421
43,13,0,0,1,64.96239522451357,226.86831026129045
29,18,1,1,1,55.474408083763095,207.5915969910266
23,17,1,1,1,46.75630655312905,182.22833268421184
37,25,1,0,1,68.92257133291204,244.9412499498892
25,20,0,1,1,49.1965398064556,188.7239272322269
21,14,1,0,1,38.93059940147264,161.27574670413242
39,28,0,1,1,74.07199522792943,261.5972684914313
35,8,1,0,1,53.76727978175301,194.45669797262445
31,17,1,0,1,55.57958114966106,204.55530990548723
37,15,0,1,1,60.10343471552171,216.6107448168029
20,14,1,1,1,40.703129832955376,164.713538540044
31,19,0,0,1,54.20340549167307,202.20625471628307
40,26,1,1,1,73.47195781021077,259.3051709290131
37,19,1,0,1,64.23845050541959,228.99965030503827
31,17,1,1,1,56.835220609818,206.88946788479447
30,25,0,0,1,59.203391538988576,219.45260675613304
21,28,0,0,1,51.010352761746766,198.86657505235263
19,28,0,1,1,48.712592658698185,196.2856395892865
31,24,0,1,1,60.36424560673216,222.82310572958323
40,10,1,1,1,61.453143875692064,216.09249594902232
28,14,1,1,1,49.48395116399714,190.5740327369089
35,22,1,1,1,64.49264432580667,233.2292013370837
21,17,1,0,1,41.720567593175744,168.9380519809735
33,31,1,1,1,70.95303048206844,256.1440704274111
5,18,0,1,1,24.20560023080647,122.68242718180244
36,14,0,1,1,57.52224760751365,210.0479246125884
52,23,1,0,1,85.30360540313852,286.9995605930589
31,15,0,1,1,53.80687671865397,201.1904961636623
21,15,1,1,1,41.86469457732654,170.3308440367455
9,15,1,1,1,26.72614871757232,127.76101425513444
30,10,0,0,1,46.881107291290405,177.15231351725356
28,20,0,0,1,51.83297148884462,194.95995969561375
26,6,0,1,1,37.80532248926856,154.05627544554198
36,23,1,1,1,66.27849501073159,236.797879457195
25,22,1,0,1,51.43915386316949,197.70598192173657
25,18,0,1,1,47.88967693435936,187.0792173431758
34,11,1,0,1,51.33299556898523,192.86035527152475
38,12,1,0,1,59.24944135805061,213.3874623970104
24,16,1,1,1,46.41873849069881,182.9493544479058
28,26,1,1,1,59.24746902328226,221.0611665568433
31,19,1,1,1,56.96671837607718,212.01569581071348
30,19,1,0,1,55.66064341683544,207.8935708990888
10,12,1,1,1,24.62276145780127,122.82154340328124
33,5,0,1,1,48.13020458931484,176.58810227025182
21,21,0,1,1,44.05619539885787,179.21148354989862
22,10,1,0,1,39.56402808638342,159.25369766284442
26,9,1,1,1,43.56599726260464,168.10238774381045
27,8,0,0,1,41.35698518104787,160.9103910893027
32,29,0,0,1,67.07601833985522,240.26465077584552
26,21,1,0,1,53.009631475931045,201.6182889162798
24,19,0,0,1,45.87713093776574,179.6356284000086
33,23,0,1,1,63.28273562969078,225.65701210680157
27,19,1,0,1,52.575539816546886,196.7590054593511
34,19,1,0,1,59.02867376713621,214.9204639494026
23,15,1,1,1,43.87125004650803,171.66035689511446
33,16,1,1,1,56.13314596484352,208.7713117600341
35,11,0,1,1,55.94196031194896,200.18508222520444
25,21,1,1,1,52.63512506065558,202.14068141281217
20,17,1,0,1,40.64323576042609,165.21203071501682
26,18,1,0,1,48.38755443124994,187.520896121626
20,24,1,1,1,47.61841278913707,189.6395925274642
9,25,0,1,1,33.57736817142426,155.65126223592853
26,22,1,0,1,53.56460891513734,203.0732628417103
37,11,0,1,1,58.20313327194718,207.017720981224
39,21,0,1,1,68.1664386153421,239.5554384624492
21,21,1,0,1,46.42473078358904,184.61961577869477
35,20,1,0,1,61.38207027875068,225.32225134637093
32,25,0,1,1,63.80586424882871,232.55300342936852
32,15,0,0,1,54.56568371568422,197.427914647304
18,19,1,0,1,41.53179083047733,169.86391220599887
30,19,0,1,1,54.77312052669892,204.7226473690449
34,8,1,0,1,53.110635825155626,192.97142436184225
28,24,0,1,1,57.879726187003634,217.50809362816804
14,19,0,1,1,34.90497222928865,153.72733369693742
40,17,1,0,1,67.57800031089756,236.32245556565584
35,25,1,0,1,65.86258666216308,237.62818504300333
33,11,0,1,1,51.37731350618441,193.54629028786903
22,29,0,0,1,51.01388401366816,202.4716566152856
33,20,1,0,1,61.29112591175909,221.750267183934
36,33,1,1,1,77.46940910545139,273.2711483750971
29,11,0,1,1,48.28185110652627,183.2057331719096
19,20,0,0,1,41.25475009900351,166.90831209814198
32,11,0,1,1,49.76566291002367,188.33044886603952
26,25,0,0,1,53.08703220029349,202.00216534725303
41,20,1,0,1,69.6926434757323,243.5603350374112
41,13,1,1,1,62.74668979964855,223.75430686693275
47,18,0,1,1,75.93851641092866,258.60701712608744
25,16,0,1,1,46.01239316817053,183.6523237813388
24,36,1,0,1,62.90044097123481,238.11593581393893
29,20,1,0,1,54.82263937590701,206.0760342823927
16,18,1,0,1,37.67201788807104,159.59013538696485
23,21,1,1,1,49.32032269194422,193.99659090856903
36,18,0,0,1,61.39603340185182,220.42319921307825
30,25,0,1,1,60.577410707993934,223.08914398698565
26,19,1,1,1,53.0216028372384,201.68857395785247
27,19,1,1,1,53.09327026282194,201.7208521301533
46,24,1,0,1,78.36542030735184,270.8913630596647
31,21,1,0,1,57.729185569004926,210.62645867177292
35,34,1,0,1,74.67508015481108,267.9983474873131
29,24,0,1,1,56.883324610938665,212.91741445369567
14,23,0,0,1,37.42517845568242,162.55597263324327
14,12,1,1,1,31.522945906247383,139.33975393451834
18,19,0,0,1,39.03796550290693,165.32091041832
47,21,0,1,1,79.06689156430026,265.0152277141075
30,22,1,1,1,58.85834889754933,218.15854354040167
16,24,0,0,1,40.90623448614379,169.84550812977926
43,25,0,1,1,77.61283788304871,267.7398083099157
28,25,0,1,1,57.57259336714811,216.34576544510472
45,27,0,1,1,79.81355253479805,274.9881341289486
15,28,0,0,1,42.7652705664591,179.03868772839638
19,24,1,1,1,45.94901663762998,188.3610779805857
22,11,1,0,1,38.06035385422229,158.11651783679568
18,28,0,1,1,47.15216186470943,193.1750864175445
13,11,1,1,1,27.670933391609108,128.47551453796356
23,29,0,1,1,54.54507973488104,210.90716388366224
24,24,1,0,1,52.0875997257599,202.71228571771115
31,23,1,1,1,60.97908785280816,223.36019582680015
33,17,1,1,1,58.08654571510674,214.20220734490192
35,20,0,0,1,62.57458471570013,226.6195248610317
34,21,0,1,1,62.35489688639736,225.34823720038796
36,21,1,1,1,63.48576171238884,229.16319942682136
23,14,1,0,1,43.0622148788541,169.9266718066194
32,17,1,0,1,56.73920472381196,208.9701347868432
25,13,1,0,1,43.717620932555846,170.33222805295625
36,31,1,0,1,72.58060498292575,260.3621188664174
28,15,1,1,1,51.095475515006925,190.1526842454097
43,23,0,1,1,73.63133849033083,257.1585226238984
32,23,1,1,1,63.97040298206844,231.84901205538756
24,11,1,1,1,43.90877629705059,169.5195776127129
28,20,0,1,1,52.96459119081328,202.00401009469675
22,20,1,0,1,44.85776996304223,180.13485384989858
37,14,0,1,1,60.37840780768348,214.7680892013016
30,23,1,0,1,59.79182269002853,219.40132756932613
26,20,1,1,1,52.458742894006114,199.66315721017776
47,24,1,1,1,80.28660561089501,276.0750801708197
41,14,1,1,1,65.4486710964937,231.6526797649836
31,31,0,1,1,66.15798452751383,244.43831703357475
42,15,1,1,1,68.29658356954177,237.32137594544528
27,20,1,0,1,51.52913013546001,196.2845118048481
18,24,0,1,1,44.77684356888785,180.45526078440767
25,20,0,1,1,50.1440068811315,192.55427448795672
27,18,0,1,1,50.60226437156002,193.7168777636444
30,15,1,1,1,51.40479163595516,195.15955816480792
29,24,0,1,1,59.353247351033055,219.92323392437484
38,23,0,1,1,68.07240590109366,245.6869192002879
41,16,0,1,1,67.69673937083473,237.5063683259128
28,7,1,0,1,42.18932199082274,164.7781401595996
26,11,0,1,1,44.28441674934512,172.5430678992418
41,25,1,0,1,74.6272352262233,260.93650031788167
29,21,0,0,1,55.568077928312775,206.4468944710381
20,23,1,1,1,48.15513095500941,192.81651321045007
25,18,0,1,1,47.98984382349588,186.7627068836064
30,19,0,1,1,54.92207663563802,207.509796348894
27,22,0,0,1,53.59656086614145,204.49609436130984
29,11,0,1,1,46.8018364815293,179.28079713082673
43,26,1,0,1,77.30423247756181,269.8711354867642
42,19,1,0,1,70.24876716417846,245.02410254755665
27,13,1,0,1,47.80968932528865,182.78153959318104
36,25,0,1,1,67.78337548687693,244.2396998783964
31,25,1,1,1,60.60458391305343,225.5989644656342
39,23,1,1,1,71.423401789472,251.4300484761885
28,19,1,0,1,52.96755194475795,199.0078212010318
35,19,0,0,1,61.9684620727819,221.99916575957312
32,30,1,1,1,67.1780599861767,244.1214311670261
33,19,1,1,1,58.65826902252312,215.670045121838
25,26,1,0,1,53.541863029065645,205.7671836254252
28,20,0,0,1,52.22892568370325,196.84492458762853
16,22,1,1,1,42.74039472627483,173.41862337460742
29,20,0,1,1,53.53392518527174,201.77090201505996
33,18,1,1,1,60.46704273945556,216.64172118830032
34,16,1,1,1,58.06297776894756,208.0592016672789
36,19,0,1,1,62.240878465657495,225.0676045427855
34,23,1,0,1,62.66374799118627,228.86576207528
26,8,1,1,1,40.99707078039266,161.44916351086923
21,24,1,1,1,48.76179298729826,192.81596083925007
32,20,1,0,1,60.03315060324355,221.00007694497435
43,33,0,0,1,81.12123751384378,282.90481472171086
20,24,1,0,1,46.22243096676845,188.4906443982116
36,22,1,1,1,66.12934065196033,235.89946300122563
44,19,1,0,1,73.40655128133818,253.45687192292883
37,13,1,0,1,58.72724657334966,211.8636006964132
29,12,0,0,1,49.54382281884091,180.62609518073208
36,24,1,0,1,66.41469943571599,240.3839912156647
28,23,1,0,1,56.88224805575593,209.3743779023145
30,36,1,0,1,68.46320868414588,251.06928977731476
26,17,0,0,1,47.73281438119213,183.1163643247327
21,16,1,1,1,40.9556416093814,170.08355731332895
31,15,1,1,1,53.333670846924704,198.4764629200007
39,15,1,1,1,64.317209053656,227.845907309243
34,23,1,1,1,63.42885596732594,231.1788720017665
29,15,0,1,1,49.56037615519498,188.255399488484
18,21,0,0,1,40.06681348637571,166.41663768451534
31,24,0,0,1,59.96972844748526,220.40935204852136
32,21,1,1,1,60.10332527375647,221.58603949603307
29,17,1,1,1,52.72653099223376,197.37292109911613
16,22,0,1,1,39.77832974324847,166.90468120234416
23,24,0,0,1,49.26810228828212,192.22900707000807
36,27,1,1,1,71.81435951378319,255.0227677899663
35,27,1,1,1,68.69237560955679,244.63929327478868
14,17,0,1,1,34.86352038588214,151.82991565727195
31,12,1,0,1,52.17659864652344,190.9474563850049
21,24,1,1,1,50.49437888880215,199.35890548161788
30,17,0,1,1,52.65338417105146,198.9555562282215
37,10,1,0,1,55.57911993481053,200.11211454202208
30,18,1,0,1,54.85552680888302,202.72139840595224
29,19,1,0,1,54.93399893777274,204.9135405106053
25,32,0,0,1,58.25323955693132,222.78494919830783
37,12,1,0,1,57.0394097006788,205.72932581697503
45,8,1,1,1,66.27941851970047,230.25475416194763
22,22,1,1,1,47.63858754433964,189.48266225920509
46,26,1,1,1,80.88092618791036,275.91976529258824
27,16,1,0,1,48.64293026646562,187.76610206788345
34,26,0,1,1,64.67941176485618,236.03104939307215
35,28,1,1,1,71.77267940104444,255.8340585564084
44,20,1,1,1,75.38638021642302,257.1265890093381
30,20,0,0,1,56.04053243060026,207.51357505638163
26,11,0,1,1,43.94437126865756,172.68584398422712
29,14,1,1,1,50.269021283887376,190.19290156865557
37,20,1,1,1,65.15077939630935,233.2415273893443
26,16,1,0,1,47.002432333864895,182.8473167276969
17,22,1,1,1,42.03891908603485,172.43078709014776
27,17,1,0,1,49.368475729073445,188.82259048121207
19,24,1,0,1,46.67846438179547,185.2679099280357
43,19,1,0,1,73.97123785695533,253.20121052325436
28,9,0,1,1,45.88905796799767,173.35321119557028
22,7,1,1,1,35.51855749070676,147.35753405911962
37,16,1,0,1,63.48735563483218,221.96525877897557
33,22,0,0,1,61.52439718904866,222.1581997887295
25,25,1,0,1,52.54321691510111,201.39430547517307
41,20,0,1,1,68.94962036006872,244.1460835746478
40,16,1,1,1,67.00037474467482,233.0127586213215
44,23,1,0,1,76.69507831680943,263.2049337742686
30,24,0,0,1,59.67781454585835,218.49210505638408
30,18,0,1,1,55.27869124635456,202.6648272988015
22,11,0,0,1,37.09938383747074,155.77239928943595
47,5,1,0,1,63.31596725309992,218.04189163705425
35,11,0,1,1,55.31686121535711,201.75880150324363
13,17,0,0,1,30.22037448511985,140.98405530307707
26,15,1,1,1,48.324711922994766,183.90704819479635
39,30,1,1,1,76.07759637313247,267.9198845437724
39,8,1,1,1,60.39570830660239,213.7830170691408
36,21,1,1,1,65.61092731528313,233.08048720229905
25,29,0,0,1,55.04772170183036,214.2593819049988
50,16,0,1,1,78.79523888483732,267.06806077817714
36,15,0,0,1,58.14588268289598,210.1280918595753
23,27,1,0,1,53.1985353801804,206.7809404640652
21,35,0,1,1,55.38397095655098,218.1148034320375
50,24,0,1,1,85.01612640459092,284.32538132661097
18,15,1,1,1,38.8836767037866,161.04539700826035
33,25,1,0,1,65.80211731715679,234.45469764909475
30,31,1,1,1,66.37886872066387,244.10363895916447
25,21,0,1,1,50.72250494116678,194.45887340941584
38,25,1,1,1,71.53446946158795,253.4883073022193
35,29,1,1,1,70.8294015959558,251.66042718844807
41,14,1,0,1,65.97341999340821,231.9852994025216
36,21,1,1,1,64.98963734089189,231.03815986872385
32,7,1,0,1,47.92535189392063,179.40123514366647
24,12,1,1,1,43.935956251292,169.93720554859945
33,21,1,1,1,61.52651488798213,223.8458469950109
28,14,1,1,1,51.17619882091119,192.316657666821
34,9,0,1,1,51.17476481628742,189.89099326923812
31,25,1,1,1,63.53560127603394,232.75950700009287
33,22,1,1,1,62.43366726760803,227.46237546533945
42,18,0,0,1,69.07733165106139,242.2593410563871
35,7,1,1,1,52.627492747575694,191.89815700168916
34,26,1,0,1,66.30856068768678,237.0903630603467
31,29,1,0,1,65.83148285752495,238.184249434822
22,26,0,0,1,48.63006955019473,192.53827411283152
26,11,0,0,1,43.21362295972808,171.19622767336892
26,28,1,0,1,56.59995334392006,214.8730804530466
23,19,1,1,1,48.74579731276852,190.6467988448108
35,24,0,0,1,66.42111508254204,236.0336652657339
24,11,0,1,1,40.470655559924246,163.64337233302766
28,22,1,1,1,57.57878772299695,214.5596247845477
27,18,1,1,1,52.461443977895584,197.7201878884185
15,25,1,1,1,41.44992341878611,174.53521094320058
31,18,0,0,1,53.27133180221157,197.6391474993116
23,22,0,1,1,47.56060519054466,188.1785138043869
31,18,0,1,1,55.67744561265876,207.03835499456247
23,17,0,1,1,44.54703074403879,178.52324018794292
26,27,1,1,1,58.39893780881513,219.341816713944
38,31,0,1,1,74.05113042539858,264.47895194356863
34,19,1,0,1,59.77093381451071,218.40548671811356
33,22,0,1,1,60.64499275875622,223.31256051905987
30,14,1,1,1,52.29505374074746,196.62263907084528
26,30,1,0,1,59.89310221114635,223.7102246223368
28,16,1,1,1,49.039043731492185,188.5154059713141
28,12,0,1,1,46.4823659126584,176.3773555317707
30,12,0,0,1,48.56219859335493,184.9707311809559
28,21,1,1,1,54.02683460874108,206.60885547895083
10,14,0,1,1,25.347326723913536,124.97496771532396
29,7,1,1,1,45.4066518809137,173.28509365224602
29,20,0,0,1,53.11776408820113,199.2845141515792
33,21,1,1,1,60.72061006156008,221.4162830318666
29,20,0,0,1,54.124374710305446,204.21069411929855
39,26,0,0,1,70.73195504216172,250.86325359607815
41,13,1,0,1,63.99910862527565,223.4880021264186
27,23,1,1,1,56.45559021979262,210.01114714459408
30,29,0,0,1,62.93835770029303,230.6426209122035
35,23,1,1,1,66.01615198190677,236.97390393096404
22,24,1,1,1,51.962720659425216,200.82335881426505
22,17,1,1,1,44.582299105800985,178.21541939565418
25,22,0,0,1,50.231821370188335,193.9350309768605
21,25,1,1,1,49.49603634499237,194.04339266788517
28,18,0,0,1,51.644773806902336,195.66486290185995
26,22,0,1,1,53.79707465872204,201.91857588845045
29,21,0,0,1,54.05443717328863,202.4785966092664
33,27,0,1,1,65.90090080714982,237.8864724841399
39,13,0,0,1,61.37848039231561,218.1449892892469
31,14,0,1,1,51.32070678178933,194.34855242146563
42,15,0,1,1,64.8140831058856,230.30473787983567
20,29,0,1,1,49.94341741163839,199.67192715110227
37,23,0,0,1,66.46470856999751,235.96685801442172
12,18,1,0,1,30.701785073075296,140.55967690148557
24,10,1,0,1,40.08562731428929,161.47734580934917
32,20,1,1,1,59.25633197565613,219.0401108456759
35,19,1,1,1,62.9796481716421,226.80480021284023
31,19,1,0,1,55.91698441581051,207.8770559750694
34,16,1,1,1,58.647466083396175,213.7585165408608
40,21,1,1,1,71.36450410334417,247.96947612500225
39,22,1,1,1,69.25851550472039,245.4405283563108
33,18,1,0,1,58.23298952447124,211.8640693453883
28,5,1,0,1,40.952603510347856,158.86454884703446
29,21,1,1,1,56.882433436698726,209.65221835725004
16,30,1,0,1,47.59287322929904,192.871760794948
27,17,0,1,1,50.06384868331919,189.9665103821983
35,21,1,1,1,63.90309645848556,227.85623958104148
18,17,1,0,1,38.23409941712714,160.08794468490206
35,24,1,0,1,66.90291786790286,239.48446447968087
33,13,0,1,1,55.5479478393794,202.39434802941207
40,17,1,0,1,66.51063975104914,233.7766866314164
30,31,1,1,1,64.23201066001415,239.2057811635457
26,18,0,0,1,47.459560250034365,185.7811539727084
40,23,0,0,1,69.12649480049886,243.89642282821944
28,13,1,1,1,49.59693875294529,187.58899944230217
31,12,0,0,1,49.97464576550556,187.85888400490592
24,16,1,1,1,46.74062601020757,181.86428987339715
36,18,1,0,1,62.61444778942302,222.39319164772203
27,22,0,0,1,53.27473649931823,202.8741746933922
26,4,1,1,1,38.50488470073982,155.6316637481377
24,9,1,1,1,39.89590389245428,159.90740717547797
38,22,0,1,1,68.79251915473859,243.51376615563836
41,16,1,1,1,68.48184101167591,238.2440154043589
24,20,1,0,1,49.438023201821366,191.9056908029671
28,20,1,0,1,53.12920413010703,199.8302755560546
18,15,1,1,1,38.54852897120404,160.32085504051597
25,31,1,1,1,61.26714575160394,230.2011468051132
31,17,1,1,1,55.22316423215161,203.1750137980471
33,22,0,0,1,60.12507641032228,219.75162791850408
33,22,0,0,1,59.73135988815858,220.29713187203487
41,19,1,0,1,69.98942455870537,243.25601354948915
42,21,0,1,1,72.45598240073956,252.3740829665101
28,23,1,0,1,56.39654643801052,211.96784663430503
29,19,1,0,1,53.01139847205717,200.68549455184277
42,18,1,1,1,71.22495561172023,247.10306876175187
27,22,0,1,1,55.3700762179339,205.04348548649776
29,17,0,1,1,51.62510579035819,197.06386510418884
40,28,0,0,1,76.2401110625915,265.3803544258776
28,26,1,0,1,60.555526435348526,220.04749981662724
35,18,0,1,1,61.58920311658813,222.43509320613512
30,28,0,0,1,60.4841666301067,224.0883016700465
29,24,0,1,1,58.693705014327776,219.12713887563945
26,10,0,1,1,44.55906468125082,171.55905585081976
38,27,0,1,1,70.80618556629447,251.18428169835803
27,22,0,1,1,53.88506949193656,207.28883106713647
43,9,1,1,1,63.999322611648886,223.21097961362247
24,22,1,0,1,53.02602990717909,202.9936157470192
32,24,0,0,1,59.781439790162246,220.14382441549904
25,22,0,1,1,51.53975804385892,200.02348803801104
34,19,0,0,1,60.29304863892634,217.10240238218475
24,17,1,0,1,45.19762257236673,179.92099306468862
30,16,0,0,1,52.030061689141625,193.91495092233416
24,16,1,1,1,47.07720020935809,183.29605040169085
37,21,1,0,1,65.90985105440554,235.39436697836385
31,19,1,0,1,56.10229909503333,208.1671044147257
31,13,1,1,1,52.49669559601216,194.7383443714475
37,27,0,1,1,71.8843036373986,252.98911212964543
25,16,0,1,1,46.80580042529412,180.13837859946028
21,21,1,0,1,45.10120045533474,181.710500343023
33,21,1,1,1,62.97211648715426,227.57586676167816
34,13,1,0,1,57.29242230689288,206.337867447026
27,16,0,1,1,49.54260133399078,188.50584439162364
30,13,0,1,1,49.05519646625656,185.48141204481885
28,27,1,0,1,59.04621721185143,217.8840220164305
36,25,1,0,1,67.6393673322138,241.70699956776724
33,14,1,0,1,55.62978507256957,203.46063403059395
23,19,1,0,1,46.72407609333217,183.7072228723493
22,20,0,1,1,45.335152832539166,179.62022532409827
24,23,1,1,1,52.73257142170446,202.915620814788
46,15,1,0,1,71.85459785730642,246.28853893078457
18,21,0,0,1,42.19113434705527,173.1107558824942
25,16,1,1,1,49.745963641335976,188.5328530078652
31,17,1,1,1,56.11516553459064,207.0489227904976
23,18,1,1,1,46.88087808395128,182.53140999898167
38,27,1,1,1,71.78600869487136,255.90622865646196
34,18,0,1,1,60.4815860763864,218.07408699426347
35,23,1,1,1,65.05048591530284,236.32326076688145
39,17,1,1,1,64.65353294973445,231.3902456476417
37,30,1,1,1,73.93032424186214,260.6702119747632
18,17,0,0,1,37.83484661360443,160.82662614098703
33,26,1,1,1,66.18948617726969,238.97257535326693
43,20,0,0,1,70.98633518156569,245.88013666466532
36,8,1,1,1,53.91856278810877,196.2204777800725
42,21,0,0,1,71.42190939597728,248.712712036017
23,25,0,1,1,52.15212258227537,203.49030816015105
22,12,0,1,1,42.16669225162604,163.76872739153137
29,19,1,0,1,55.02953818347181,205.378852751738
22,21,0,0,1,45.81409236217465,182.75462322759336
40,23,0,0,1,70.68684041475407,246.9729826595418
25,23,1,1,1,52.909425720227226,206.3629672455081
37,20,1,0,1,66.25990993450937,232.46329305957977
36,20,1,1,1,66.43124247061678,235.5956623257026
40,11,1,1,1,60.985618536609806,217.0710273503489
27,17,0,1,1,50.02597041918926,191.1216865556354
32,23,1,0,1,60.676970116226265,221.84646184222265
26,15,0,0,1,45.04978114732842,177.0349086221136
32,24,1,0,1,61.32353910470082,225.5572194971467
16,21,0,1,1,40.88394554062233,170.71230299740364
43,16,1,1,1,69.46153864290461,243.2527604777133
37,18,1,0,1,62.910439549464776,221.87021829622884
26,20,0,1,1,50.68794656322998,195.76361647855737
22,29,1,1,1,56.19089349223464,212.1479915886065
34,23,0,0,1,61.24451049793672,224.0413272494448
30,16,1,0,1,52.404990789262826,197.69494705928253
40,24,1,1,1,72.17802233669163,254.3903196716861
35,10,0,0,1,52.22031894057332,191.02666606424887
22,23,0,0,1,48.24139004752555,191.10214346848585
37,28,1,0,1,69.56072600232851,249.61461628910283
38,20,1,1,1,66.62402497941262,238.0485068272924
32,25,1,0,1,62.8814607239638,227.6011939118234
27,17,1,0,1,48.64909885335363,187.73780007140385
40,12,1,0,1,60.497444825451325,213.54618579427685
41,32,1,0,1,80.45284442636786,279.5053219376362
10,1,0,0,1,14.936910638570714,88.24085450687853
40,27,0,1,1,75.76629105267526,261.2381111686281
52,19,1,1,1,84.5945116228157,280.28942765822484
34,14,1,0,1,55.86636292748116,202.9163044716563
30,20,0,0,1,54.37244255458782,203.76887659579444
28,25,0,1,1,56.21349582698505,211.93020080832608
32,18,0,1,1,57.07306563486405,210.95591047389337
36,27,1,1,1,71.20485157886407,251.18600116651945
38,19,1,1,1,66.04276383538213,235.54265354804764
35,26,1,1,1,67.07028974609332,243.57235264820943
36,35,1,0,1,75.62360107433604,266.75784933077216
35,11,1,0,1,53.04263050791412,193.97461536381172
25,26,0,1,1,55.879022599617805,213.00533745902527
33,25,1,0,1,62.32814307719612,227.8349708305373
32,16,0,1,1,56.40256353188009,205.08585090539853
30,24,0,0,1,59.65120487329603,219.00344331768704
32,19,1,1,1,58.615762866026905,213.43549036371036
23,27,1,0,1,53.63647447941405,207.8302322364416
27,19,1,0,1,51.92004212649847,196.22941916783225
24,22,1,1,1,50.9615031743154,198.57643656302503
43,22,1,0,1,73.0395882407557,252.2015028821911
21,19,1,1,1,44.50143411510295,180.4375686393908
45,11,1,1,1,66.66033060699161,234.29053810444475
28,18,1,0,1,53.620200773991215,200.3124272405944
35,30,0,0,1,70.11397296500625,251.79961337325724
27,12,0,1,1,47.57906995638571,177.53311104833008
28,16,1,1,1,51.15858955486368,192.9205107835226
20,20,1,1,1,45.44046974035573,181.73992418971963
20,28,1,0,1,51.21805202945651,201.20803063839253
