employee_id,post_policy_period,salary_increase_policy,current_salary,years_experience,previous_salary,union_membership,gender
79,0,0,54.81177853940155,2,4,0,1
80,0,0,52.889169384425394,2,3,0,1
81,0,1,55.75931574226369,3,5,1,0
82,0,1,54.82298669882519,3,9,0,0
83,0,1,54.9906363397109,2,10,1,0
84,0,1,54.76172986993751,2,4,1,1
85,0,1,53.35686033916603,4,10,0,0
86,0,1,53.49175004016851,2,3,0,0
87,0,1,55.82460649266187,3,6,0,1
88,0,1,54.27234607783227,4,6,0,0
89,0,1,54.82915144200344,3,9,0,0
90,0,0,53.85201510377676,1,7,0,0
91,0,0,52.626837230839214,1,6,0,0
92,0,1,54.52165564295776,2,6,0,1
93,0,1,52.82153340820365,1,9,1,0
94,0,1,55.38249289798436,2,9,0,0
95,0,1,54.01502712853878,2,5,0,0
96,0,1,55.20362997804386,2,5,1,0
97,0,1,54.682723430825554,3,6,0,1
98,0,1,54.44608611297484,3,4,0,1
99,0,1,53.69617282703615,2,6,0,0
100,0,1,54.95755985457782,3,7,0,0
101,0,0,53.13489123762449,1,7,0,1
102,0,0,52.76143342099477,0,5,0,0
103,0,0,55.06034482130143,2,5,0,1
104,0,1,55.37177091296733,3,5,0,0
105,0,0,54.402725798716645,2,10,0,1
106,0,1,52.14454440098197,1,5,1,1
107,0,0,55.60326989280902,3,6,0,1
108,0,1,54.35893758818504,2,7,0,0
109,0,1,54.314469529201865,3,7,0,0
110,0,1,53.74513727903706,3,4,0,0
111,0,1,55.53820574495496,2,5,1,1
112,0,1,54.54815780486238,4,9,0,0
113,0,1,54.01071624049816,2,6,1,0
114,0,0,53.92697427709644,0,5,1,1
115,0,1,54.34633418116273,2,8,0,0
116,0,0,53.11446155738484,2,6,0,0
117,0,0,54.07074219822776,1,2,1,1
118,0,1,54.91177177951457,2,4,0,0
119,0,1,54.31224849311924,4,9,0,0
120,0,1,55.332029532322586,3,5,0,1
121,0,1,53.53564142867279,4,5,0,0
122,0,0,54.71542515139184,3,6,0,0
123,0,1,53.34751469002735,2,9,1,0
124,0,1,52.91072836004085,3,5,0,0
125,0,1,56.15729298204592,3,3,1,0
126,0,0,53.26139549840663,2,4,0,0
127,0,0,54.38650064144956,3,6,1,0
128,0,1,56.01648154664585,3,8,0,1
129,0,1,53.18478196930488,1,9,0,1
130,0,0,53.87284806878112,2,5,1,1
131,0,1,56.00966113476665,2,7,0,0
132,0,1,54.794130968894535,2,8,1,0
133,0,1,55.66245891991407,2,7,1,1
134,0,1,54.89128263644449,4,6,0,0
135,0,1,56.22348216122955,4,5,0,0
136,0,1,53.77132529049697,3,7,1,0
137,0,1,57.35888941977643,4,6,0,1
138,0,1,54.748264500471855,2,8,1,1
139,0,0,53.33941365793724,3,9,0,1
140,0,1,53.453111218895394,1,7,1,0
141,0,1,54.42896472697661,3,10,0,1
142,0,1,55.28577615640868,2,7,1,0
143,0,1,55.69225467619044,2,5,0,1
144,0,1,52.79679460482032,3,7,0,0
145,0,1,53.97280785841457,2,4,0,1
146,0,1,54.58895247089711,4,5,1,0
147,0,0,53.62461339442927,0,8,1,0
148,0,1,56.13555868206657,3,7,1,0
149,0,0,53.097321621549874,2,7,0,0
150,0,1,53.35937386080857,3,9,0,1
151,0,1,54.81190226423749,2,6,1,0
152,0,1,54.50314077381663,4,4,0,0
153,0,0,56.641013826753706,2,8,0,0
154,0,1,54.9129432072479,3,6,0,0
155,0,1,54.61494417325439,1,5,0,1
156,0,0,52.546763591021545,3,7,0,0
157,0,1,54.00392397546282,3,7,1,0
158,0,0,53.795448953544685,3,8,0,1
159,0,1,55.68752612559813,4,7,1,0
160,0,1,55.46948555348557,4,4,0,0
161,0,0,52.63021012905662,2,6,0,0
162,0,1,55.76554298866536,3,4,1,0
163,0,0,53.5859645699907,4,4,1,0
164,0,1,54.08395282935021,2,5,0,1
165,0,1,54.26060348823592,4,8,1,0
166,0,1,56.53458280361699,3,6,1,1
167,0,1,53.18979273659554,3,6,0,0
168,0,1,54.62741101907798,2,8,0,0
169,0,0,53.285735892240346,2,7,1,1
170,0,0,53.89582604887375,2,8,0,0
171,0,0,52.26337663115707,2,2,1,0
172,0,1,52.61749545773897,2,5,1,1
173,0,0,55.29256936288203,3,8,1,0
174,0,1,54.05815519283705,2,8,0,0
175,0,1,53.60786763605964,3,5,1,0
176,0,1,53.67728516946824,4,3,1,1
177,0,1,55.3798041962558,3,9,0,1
178,0,0,51.99155807739904,4,10,1,1
179,0,1,55.28097799983524,4,4,0,0
180,0,1,53.72641429655045,4,5,0,0
181,0,1,55.40457927875277,3,4,0,0
182,0,0,54.023327245348746,4,6,0,0
183,0,0,54.05841832888007,3,7,1,0
184,0,1,55.14582829745209,2,8,1,0
185,0,1,53.979983587217056,4,8,0,0
186,0,0,52.772172212900045,1,8,1,1
187,0,0,56.006413399842266,3,5,0,0
188,0,1,55.79582885647508,2,5,0,0
189,0,1,53.9952990367652,3,5,0,0
190,0,1,53.12319200677062,1,7,1,1
191,0,1,54.42562043131581,2,5,1,0
192,0,1,53.64845418666236,2,4,0,1
193,0,1,53.98305839034323,3,5,1,1
194,0,1,54.132304733160325,2,7,1,0
195,0,1,53.66532596560316,3,7,0,0
196,0,0,52.2597670810173,3,5,0,0
197,0,0,54.28875739365387,1,5,0,0
198,0,1,53.75624861131229,2,6,1,1
199,0,0,54.244090365861474,2,7,0,0
200,0,1,55.10713004539455,4,2,0,1
201,0,0,55.18438963695525,3,9,0,0
202,0,1,55.18364724162214,1,9,1,0
203,0,0,56.48956506252764,5,4,0,1
204,0,1,55.65597269645819,2,6,0,0
205,0,1,54.41973193760809,3,9,1,0
206,0,1,53.580642277291744,1,6,0,0
207,0,1,55.84552764996345,5,7,0,0
208,0,1,53.159644368635135,2,8,0,1
209,0,1,56.09157925984715,5,9,0,0
210,0,1,52.87839809502125,2,5,1,1
211,0,0,53.83708366897348,2,7,0,1
212,0,1,54.6595569309761,3,6,0,0
213,0,0,53.930069999258,1,8,1,0
214,0,1,54.1535678453861,3,7,1,0
215,0,1,53.50528752049333,4,3,0,0
216,0,1,55.48812452802927,2,4,1,0
217,0,1,54.61716337446587,2,10,1,0
218,0,1,55.808339855224574,3,6,0,1
219,0,1,55.23865695965035,3,5,0,0
220,0,0,53.53147097257984,1,7,0,0
221,0,1,53.06463476288138,3,5,0,0
222,0,1,54.39395206868256,3,10,0,0
223,0,1,57.14404936348906,2,7,1,0
224,0,0,54.83695576730463,2,3,0,0
225,0,1,55.44896126126945,4,7,1,0
226,0,0,52.02290385178791,2,6,1,0
227,0,0,55.60997601818799,2,7,0,0
228,0,1,55.52546489673538,2,6,1,1
229,0,1,53.03854454343911,2,7,0,0
230,0,0,53.87248555711987,2,5,0,1
231,0,0,52.35040614007629,2,5,0,0
232,0,0,53.10015172290749,2,9,1,1
233,0,1,55.20178292328654,3,4,1,0
234,0,0,53.74196541739432,4,5,0,0
235,0,0,53.70865350444884,2,8,0,0
236,0,1,55.25926459034088,4,8,0,0
237,0,1,54.22162020804176,3,8,0,0
238,0,0,53.47566581341122,3,4,0,1
239,0,1,54.77063411544075,3,6,1,0
240,0,1,54.86641856413357,2,8,0,1
241,0,0,53.854640568353744,1,5,1,0
242,0,1,53.85178890894733,1,7,0,1
243,0,0,55.27010889358681,4,7,0,1
244,0,0,53.18300136926201,2,6,0,1
245,0,1,54.520246984778126,3,5,0,0
246,0,1,52.53765168780914,1,9,1,0
247,0,0,54.12729764842061,2,5,1,1
248,0,0,53.56573324928341,3,6,0,0
249,0,1,55.01101893674229,3,6,1,0
250,0,0,54.7822386128902,3,7,0,0
251,0,0,53.82770925069857,3,5,0,1
252,0,0,52.59983254849576,2,8,1,0
253,0,1,56.43744952403311,5,5,0,1
254,0,0,53.87756559336989,4,6,0,0
255,0,1,54.83007635580581,2,9,0,0
256,0,1,52.34765203023258,2,6,0,0
257,0,0,52.75239926382184,2,5,1,0
258,0,0,54.17986646621887,4,10,0,1
259,0,0,54.48541687546004,4,7,0,0
260,0,1,55.786741529463946,3,6,0,0
261,0,1,55.84916637717894,2,6,0,0
262,0,0,54.53444104961233,2,4,1,1
263,0,0,52.987521189643424,2,5,0,0
264,0,0,55.27502899727748,3,3,0,1
265,0,1,55.155292812705774,3,6,0,1
266,0,1,54.130758007659,1,7,0,0
267,0,0,53.80209284252997,2,7,1,1
268,0,1,53.81770285652944,4,7,0,0
269,0,1,55.42123800366289,2,6,0,0
270,0,1,55.80816574792431,2,5,0,0
271,0,1,55.28241879572179,1,7,0,1
272,0,1,53.08529508191132,0,5,0,0
273,0,0,53.16023865324775,2,7,1,0
274,0,1,53.45297815382991,3,4,0,0
275,0,0,52.34715287508443,1,7,0,0
276,0,0,54.05658417949252,3,6,1,0
277,0,0,54.63081250410701,3,8,0,0
278,0,1,54.54087371189402,4,7,0,0
279,0,0,54.883898209246766,2,8,0,0
280,0,1,56.2508642933224,3,6,1,0
281,0,1,52.779243455137184,2,8,0,1
282,0,0,53.91730291776144,2,5,0,0
283,0,0,53.16866069614072,3,7,0,1
284,0,0,55.431855960983874,3,9,1,0
285,0,1,56.261822158803625,3,6,0,1
286,0,1,54.77006111668993,2,8,0,1
287,0,1,55.71254282872313,3,8,0,0
288,0,0,55.09279410901967,2,9,0,0
289,0,0,55.65181502279838,3,7,0,0
290,0,1,55.88885735488252,4,8,0,1
291,0,1,52.64409761038775,1,7,0,1
292,0,1,55.80368806156594,3,7,1,0
293,0,1,53.36514355787258,3,8,1,0
294,0,0,52.87443733870153,3,6,0,0
295,0,1,57.000695301969294,4,6,1,0
296,0,1,55.30350856112516,3,5,1,1
297,0,0,53.11896164929416,1,5,1,0
298,0,0,54.59450537114069,2,5,1,0
299,0,0,54.734330808074525,2,7,1,0
300,0,1,54.05203060540303,3,4,0,0
301,0,1,54.60498192555834,2,5,1,0
302,0,0,54.35616072759363,2,5,0,1
303,0,1,52.83792414547148,1,9,0,0
304,0,1,53.874436955391054,1,6,1,1
305,0,1,53.86959453858841,2,8,0,1
306,0,0,54.06291872708919,5,4,0,1
307,0,1,54.78527933807021,3,6,0,0
308,0,1,55.383031005108,3,6,0,1
309,0,1,55.0266630227873,4,10,0,1
310,0,0,52.25379857580054,2,6,1,0
311,0,1,55.11875212761923,1,7,1,0
312,0,1,54.35251415979676,2,8,0,1
313,0,1,55.54853481724183,2,7,0,0
314,0,1,54.927537552022166,3,7,1,0
315,0,0,55.36360723807911,3,6,0,1
316,0,1,54.54558498593285,4,8,1,0
317,0,1,56.05523854208988,2,9,1,1
318,0,1,52.55881461378687,1,8,1,1
319,0,1,53.52471574409403,1,7,0,0
320,0,1,53.35939163923798,2,5,0,1
321,0,0,54.61565796376172,3,9,0,1
322,0,1,55.547098656294594,2,9,1,0
323,0,1,53.31098427592828,3,8,1,0
324,0,1,54.74456411896208,2,4,1,1
325,0,1,53.45517423203911,1,9,0,0
326,0,1,53.90514590203368,2,7,1,0
327,0,1,56.73925033625801,3,9,0,0
328,0,1,53.26901381559564,2,9,1,0
329,0,0,54.37731544545073,3,7,0,0
330,0,0,52.82976525616434,1,7,1,0
331,0,0,54.04636808484896,4,4,1,0
332,0,1,53.793900588426645,3,9,0,0
333,0,1,53.76513559704788,3,8,1,1
334,0,0,53.67178655483399,2,7,0,0
335,0,1,55.46450708362769,3,6,0,0
336,0,1,53.78169819671929,3,7,1,0
337,0,0,54.38891283711256,2,5,1,1
338,0,1,55.18622861097403,3,8,1,0
339,0,0,54.83341995528191,4,5,1,0
340,0,0,54.15251325317791,3,9,0,1
341,0,1,54.33089393486942,1,7,1,1
342,0,1,54.201486461853946,1,7,0,0
343,0,1,53.30234811290463,2,9,1,0
344,0,0,53.23612987120163,2,6,0,1
345,0,1,54.76451479975919,3,6,0,0
346,0,1,53.283936279269454,0,7,0,0
347,0,1,55.75714078856514,3,9,0,0
348,0,0,55.129195640146975,3,8,0,0
349,0,1,55.374025537091214,3,6,0,0
350,0,0,54.51329701967274,2,8,0,0
351,0,0,54.67828294826909,4,6,1,0
352,0,1,54.56272898906256,1,8,0,0
353,0,0,54.49503425916343,4,7,0,0
354,0,1,54.76628531936559,3,8,0,1
355,0,1,54.098715181052825,1,8,0,0
356,0,0,54.25143099489173,2,9,0,0
357,0,1,54.18158205777479,1,7,0,1
358,0,0,52.26625009406208,3,6,0,0
359,0,1,55.47684896008992,4,12,0,0
360,0,0,53.125990276312166,2,5,1,0
361,0,0,53.32370620808194,3,6,0,0
362,0,0,54.608570021522496,3,6,0,1
363,0,1,55.6696869294877,3,6,1,0
364,0,0,53.25526095587165,2,6,0,1
365,0,1,56.01228649966041,3,5,1,1
366,0,1,55.28220388479154,2,6,0,1
367,0,1,56.60328409224385,4,8,0,0
368,0,0,51.3100002260951,1,6,0,0
369,0,0,54.31999993980818,4,6,0,0
370,0,1,54.3529252447082,3,6,0,0
371,0,1,54.24812026100687,4,6,0,0
372,0,1,53.33414518402118,3,7,0,0
373,0,1,53.89564178728536,3,6,0,0
374,0,1,54.969565996058975,3,6,0,0
375,0,1,55.25791525148555,2,4,0,1
376,0,0,53.62872898534017,3,6,1,0
377,0,0,52.08017939379033,2,7,0,0
378,0,1,54.02627446096093,1,9,0,1
379,0,1,52.23970720278631,2,10,0,0
380,0,1,54.46652944223407,2,6,0,0
381,0,1,54.39390263345481,1,8,0,1
382,0,1,53.36194900278798,4,5,0,1
383,0,1,54.38919573391441,3,9,1,0
384,0,1,53.58642929480939,2,6,0,0
385,0,1,56.109708220456994,3,7,0,0
386,0,1,53.391666068018985,4,7,1,1
387,0,1,55.81922738487782,3,7,0,1
388,0,1,54.13024463617053,4,8,0,1
389,0,1,53.43219254261536,2,6,1,0
390,0,1,53.01140289234309,0,4,0,0
391,0,0,54.61795912774597,2,3,0,0
392,0,1,54.05128941286522,2,7,1,0
393,0,1,54.68216957045775,5,7,0,0
394,0,1,55.83742700771779,2,5,0,0
395,0,1,54.645253237719125,3,3,0,1
396,0,0,53.7785108640499,4,6,0,0
397,0,1,54.19367702712727,2,10,0,0
398,0,1,55.95235802688693,2,8,1,0
399,0,0,53.16330131977245,2,6,0,0
400,0,0,54.67291486996802,2,6,0,1
401,0,1,54.52040735145125,2,6,0,0
402,0,0,54.725059519124414,2,7,0,0
403,0,1,53.5311747865586,3,5,1,0
404,0,1,55.09850876676728,2,6,1,0
405,0,0,54.81941956868455,3,3,1,0
406,0,1,55.6704265075084,3,4,0,0
407,0,1,55.202286756360266,2,6,1,0
408,0,1,55.10076249046617,0,1,0,1
409,0,0,55.62173199708696,3,8,0,0
410,0,0,51.74232959366958,3,4,0,0
411,0,0,54.13730629277274,2,7,0,0
412,0,0,54.71942562104311,4,5,0,0
413,0,0,53.2010535283723,3,6,1,1
414,0,1,55.19420578025224,2,7,1,1
415,0,1,55.20135341176465,2,9,0,0
416,0,1,52.96155011103638,2,6,0,0
417,0,1,54.330726968274845,3,5,0,0
418,0,1,54.25163665819948,3,5,0,1
419,0,0,53.95396550697466,2,5,0,1
420,0,1,53.97048299466515,3,6,0,0
421,0,0,53.17110229253653,1,6,0,0
422,0,1,55.385529365429306,3,9,1,0
423,0,1,53.60060595331687,2,10,1,0
424,0,0,53.43289821844912,3,5,1,0
425,0,0,54.77147177542194,4,8,0,0
426,0,1,54.13084611597513,3,6,0,0
427,0,1,54.944696769735806,2,5,0,0
428,0,0,52.85098035549967,3,5,0,0
429,0,1,55.61523433772473,2,9,1,0
430,0,1,55.30149128302423,4,8,0,0
431,0,0,55.88480353474394,3,8,1,0
432,0,1,55.40686613507409,1,8,1,0
433,0,0,55.21896346360884,3,10,0,0
434,0,0,54.36820925509748,1,6,0,0
435,0,1,53.583272354367054,2,6,0,0
436,0,0,52.48926667919047,2,9,0,0
437,0,1,53.79935870456204,2,6,0,1
438,0,1,54.68323262987144,2,8,0,0
439,0,0,55.49488887942491,3,5,0,0
440,0,1,53.13216557337807,2,9,0,0
441,0,1,53.92301358810238,1,7,0,0
442,0,1,54.1255259402598,1,6,0,0
443,0,0,53.51656626367389,2,8,1,1
444,0,0,52.01973935832121,3,8,0,0
445,0,1,54.86526057538897,4,6,0,0
446,0,0,54.71517305996548,2,6,0,0
447,0,1,54.19883158296273,3,10,0,0
448,0,1,54.45493684362184,1,4,0,1
449,0,1,56.17737833193992,3,8,1,1
450,0,0,53.19524400424385,2,6,0,0
451,0,1,55.969604161739326,1,6,0,1
452,0,1,56.45651673118576,3,9,0,0
453,0,1,54.51405200866616,3,5,0,0
454,0,1,53.38441225591949,2,4,1,0
455,0,0,53.06421783991771,0,6,1,0
456,0,1,55.14288302933013,4,12,1,0
457,0,1,54.62263790913807,2,5,0,0
458,0,0,54.662743395344776,2,8,0,0
459,0,0,53.68784649144188,2,6,1,0
460,0,0,53.27849680211719,2,7,0,1
461,0,1,54.730490913053565,2,5,0,1
462,0,0,54.12743292086437,2,6,0,1
463,0,0,53.74414162414081,3,8,0,0
464,0,0,52.8275671266973,2,6,0,0
465,0,0,55.74257909476387,2,8,0,0
466,0,1,54.544077155752255,1,7,0,1
467,0,0,54.07842332448766,5,3,0,0
468,0,1,55.12425903634047,2,10,1,0
469,0,1,54.71309614823571,2,11,1,1
470,0,1,54.01166964916321,4,5,0,0
471,0,0,54.11503769942252,2,5,1,0
472,0,1,55.9476044149285,4,9,0,1
473,0,1,54.328975533861545,0,10,1,1
474,0,1,54.45281084238425,2,8,0,0
475,0,1,55.12461787501424,2,8,0,0
476,0,1,55.73147602157243,4,6,1,0
477,0,1,54.741727955823855,1,8,1,0
478,0,1,53.759392676296045,2,7,1,0
479,0,1,53.60841598288437,3,4,0,0
480,0,0,53.855913827404684,2,8,1,0
481,0,1,55.72090454633171,2,3,0,1
482,0,0,54.4691742307652,1,5,0,1
483,0,1,54.128528485392735,4,10,0,1
484,0,1,56.35948077593975,3,9,0,0
485,0,1,54.10771833337198,1,7,0,0
486,0,0,54.58833413990013,3,5,0,0
487,0,1,55.327099009733,2,4,1,0
488,0,1,54.715762393999626,3,6,0,0
489,0,0,53.004627461309965,1,5,0,0
490,0,1,54.74045703939076,2,4,0,1
491,0,1,56.64168841691797,1,4,0,0
492,0,1,55.56375454301314,3,4,0,0
493,0,1,53.54581852350768,4,8,0,0
494,0,0,53.193434142762,3,7,0,1
495,0,0,52.88108636121093,2,6,1,0
496,0,0,54.58727866004733,2,6,0,0
497,0,1,55.09365598969698,2,7,0,1
498,0,1,53.52243075977984,1,5,0,0
499,0,1,53.99283149153179,3,6,0,1
500,0,1,54.04175376785958,3,7,1,1
501,0,0,55.201750956244425,3,7,0,0
502,0,1,55.084027693853045,4,7,0,0
503,0,1,52.76141124937698,2,6,0,1
504,0,1,54.705914329736025,3,7,0,0
505,0,1,55.25809867758296,3,6,0,0
506,0,1,54.91559184449054,2,6,1,0
507,0,1,55.16458963169851,4,4,0,0
508,0,0,54.40115798187662,2,5,0,0
509,0,1,53.78218389721311,2,5,1,1
510,0,0,54.70340930583391,4,7,0,1
511,0,1,54.90873676921013,3,6,1,0
512,0,1,54.17233410757233,3,6,0,0
513,0,1,54.12726505728714,2,9,0,0
514,0,0,54.53896618777601,3,5,0,1
515,0,1,54.66052072505188,1,7,1,0
516,0,1,56.20958560346296,4,10,0,1
517,0,0,52.29463948734695,0,5,1,0
518,0,0,52.83875804078094,1,9,0,0
519,0,1,54.97703306643233,3,6,0,0
520,0,0,53.1973281089054,1,8,0,0
521,0,1,55.80482410051916,2,7,0,1
522,0,1,56.5146492572994,3,5,1,0
523,0,0,52.00541358504177,0,7,0,0
524,0,0,54.6736129973393,2,7,0,1
525,0,1,55.3275175246128,1,6,1,1
526,0,1,56.32701312119038,3,9,1,0
527,0,0,54.6660278250365,3,7,0,1
528,0,1,53.80272287211725,4,4,1,1
529,0,1,54.76350056570865,0,6,1,1
530,0,0,54.48170045507332,2,7,0,0
531,0,0,52.91932841156982,2,4,0,1
532,0,0,53.2413925541438,2,8,1,0
533,0,1,54.74564116108094,5,8,1,0
534,0,1,54.66184758042134,2,4,0,0
535,0,0,54.57293626209114,2,5,1,0
536,0,0,54.47043321422303,1,5,0,0
537,0,0,54.817454158430735,1,7,0,1
538,0,1,55.20872724362415,3,6,1,0
539,0,1,54.12330774268782,3,8,0,1
540,0,0,53.53656644242003,2,9,1,1
541,0,1,54.68501467913762,3,4,0,1
542,0,1,54.14231530155936,2,7,1,0
543,0,1,54.70360433341461,3,6,0,1
544,0,0,54.359930160837,2,6,0,1
545,0,1,55.02674823172337,1,11,1,1
546,0,1,54.14939294270712,3,6,0,1
547,0,1,54.27835373752396,2,3,0,1
548,0,0,54.39237878136703,2,5,0,0
549,0,1,55.89187986538075,3,6,0,1
550,0,1,54.63680217529608,3,6,1,0
551,0,1,56.285966365279386,2,5,0,1
552,0,1,54.75256026781339,3,6,0,0
553,0,1,53.0962012196096,1,8,0,0
554,0,0,54.95655773166331,2,7,0,0
555,0,0,54.826301662762205,4,9,0,1
556,0,1,55.85920449101916,2,7,1,1
557,0,1,55.9671708873212,3,10,0,0
558,0,1,53.67736921776557,3,6,0,1
559,0,1,53.553604356561664,1,5,0,0
560,0,1,54.5437075609075,3,6,0,0
561,0,1,54.0297062240852,2,6,0,0
562,0,1,54.94450659027079,4,8,1,0
563,0,1,55.37301913630603,2,3,1,0
564,0,1,53.93518856191945,2,7,0,1
565,0,1,53.313132448482975,2,5,0,0
566,0,1,54.006586611826144,3,6,0,1
567,0,1,53.51086952996635,3,9,0,1
568,0,0,54.7661480434486,3,7,0,0
569,0,0,53.31001014539508,3,7,0,0
570,0,1,52.89662030153357,4,6,0,1
571,0,0,53.856939712980136,3,4,1,1
572,0,0,55.04206260506551,3,7,0,0
573,0,1,54.40304798923524,2,5,0,1
574,0,1,55.06874518766124,3,8,1,0
575,0,0,53.64467236073755,5,6,0,1
576,0,0,51.17768831798352,2,6,0,0
577,0,1,55.43090041616098,2,5,0,1
578,0,1,54.88023724051686,3,9,0,0
579,0,1,53.386774844829375,2,7,0,0
580,0,0,53.65930530832615,3,3,1,0
581,0,0,54.33434113828053,4,6,0,0
582,0,1,53.45251656384323,2,8,0,0
583,0,0,52.41928022296228,4,9,0,0
584,0,0,54.67644084326093,2,6,1,0
585,0,0,53.48483373951583,3,5,1,1
586,0,1,52.77954877262517,2,7,0,0
587,0,0,52.53240812009236,1,7,0,0
588,0,0,53.5029650432593,3,8,0,0
589,0,0,55.78622840832093,2,6,1,0
590,0,0,52.65291032171085,2,9,0,0
591,0,0,55.940876104403,3,8,1,0
592,0,0,54.55577232844106,3,6,0,0
593,0,1,53.14954407968721,3,7,0,0
594,0,1,54.0553062484242,3,11,0,0
595,0,1,55.64440777370671,1,2,1,0
596,0,0,54.40799345316437,1,7,0,1
597,0,0,54.03757464134644,2,6,1,0
598,0,0,50.27285548566389,2,6,1,1
599,0,0,56.02193258971462,3,6,0,0
600,0,1,54.646378466198286,3,6,0,1
601,0,1,56.11865972772931,2,10,1,0
602,0,0,53.14264546109973,2,12,0,0
603,0,0,54.57296463786352,2,7,0,1
604,0,0,55.29561036740318,4,10,0,1
605,0,1,56.89368803761633,3,6,0,0
606,0,1,54.96786251695692,2,9,1,0
607,0,1,54.3952021926908,0,8,0,1
608,0,1,56.86116284069942,2,5,1,1
609,0,1,53.309052735592175,2,3,1,0
610,0,0,53.19604348980973,1,6,0,0
611,0,1,55.36005894611474,4,8,1,0
612,0,0,55.81665476587835,4,9,0,0
613,0,1,54.97336265417172,1,9,0,0
614,0,1,53.39522720079714,2,7,1,0
615,0,0,53.67559603370102,2,5,0,0
616,0,1,54.84645178514095,2,7,0,0
617,0,1,55.24884674451901,2,6,0,0
618,0,1,55.54033002941372,3,4,1,1
619,0,1,54.99573111730687,2,6,0,0
620,0,1,55.70126924720734,0,6,0,0
621,0,1,53.75456684784408,1,7,1,0
622,0,0,53.48132937790591,2,5,0,0
623,0,0,54.8236271162884,2,4,1,0
624,0,0,52.761823294875335,3,5,1,1
625,0,0,55.10034172752592,3,5,0,0
626,0,0,52.86889462327018,1,7,1,0
627,0,0,52.97665227337467,3,8,0,1
628,0,0,55.84276862946905,3,8,0,0
629,0,1,54.61531104688724,4,7,0,0
630,0,1,55.66767703307621,4,9,1,0
631,0,1,53.58245257612965,1,9,0,0
