household_id,post_policy_period,subsidy_policy,affordable_housing_availability,income_level,job_experience_years,rural_residence,previous_subsidy_status
174,0,0,45.94196323583348,3,7,0,1
175,0,0,46.03368245540538,4,5,1,0
176,0,1,44.36382733447684,4,5,0,0
177,0,1,45.564806089721074,2,8,0,0
178,0,1,45.60820154062668,3,4,1,0
179,0,1,45.7611893186542,6,7,0,0
180,0,1,43.89877004625016,1,7,1,1
181,0,0,45.30497403055247,3,9,0,1
182,0,1,43.08878876064493,4,7,1,0
183,0,1,47.08727615327759,1,6,1,0
184,0,0,44.02355576630109,2,5,1,0
185,0,0,44.22978679826219,2,5,1,0
186,0,0,44.61486740264613,2,7,1,0
187,0,1,44.04979894410698,3,4,1,0
188,0,1,44.50948452524203,3,7,0,0
189,0,1,46.33986363445858,2,7,0,1
190,0,0,45.55976254025419,2,5,0,1
191,0,0,45.43074332350167,3,7,0,1
192,0,1,45.55633211853231,2,4,0,0
193,0,0,44.23723064469705,2,5,0,0
194,0,1,44.99767024645228,2,6,1,0
195,0,0,46.07248351927814,2,9,1,1
196,0,1,47.01540457701592,3,7,0,0
197,0,1,45.98978190887818,4,6,0,0
198,0,0,46.16329207918291,1,6,0,1
199,0,0,44.69951294554443,2,6,0,1
200,0,0,45.34749939142127,2,7,1,0
201,0,0,45.08839847017716,3,5,0,0
202,0,1,46.888491531901394,1,6,1,1
203,0,0,44.373574385989016,3,9,0,0
204,0,0,46.6275716813571,3,5,0,1
205,0,1,46.36865650646647,1,7,0,0
206,0,0,43.87851111815064,2,7,0,1
207,0,0,45.22271917920381,3,3,1,0
208,0,1,45.0128721110742,1,7,1,1
209,0,0,43.80687933699074,3,6,0,0
210,0,1,44.42396130303846,3,5,0,0
211,0,1,45.1810128347172,2,4,0,1
212,0,1,45.16431099531912,4,9,1,1
213,0,0,45.81579815228457,4,5,0,0
214,0,1,45.404280437830536,3,8,0,0
215,0,0,47.06946111847523,4,8,1,0
216,0,1,46.2557522011404,1,7,0,1
217,0,0,43.12669109545624,1,8,1,1
218,0,0,45.218696866433525,1,6,0,0
219,0,1,46.54177438465054,5,7,0,1
220,0,1,47.50801434432447,1,7,0,0
221,0,1,44.47871044772878,2,5,0,0
222,0,0,45.18882012476029,2,5,0,0
223,0,0,45.98680800002728,2,7,1,0
224,0,1,46.59632324224767,3,7,1,1
225,0,0,47.51073339843828,3,10,0,0
226,0,0,46.13293175525612,4,7,0,0
227,0,1,44.824806016483656,4,6,0,0
228,0,1,45.31519604072045,4,5,1,1
229,0,1,45.84532364338644,3,3,1,1
230,0,1,45.41728402969523,2,8,0,0
231,0,1,45.46044022477202,3,8,0,0
232,0,0,43.61590011993208,4,4,0,0
233,0,0,46.50058521670533,3,7,1,0
234,0,1,44.95539553535569,3,5,0,0
235,0,1,47.18517831529973,2,5,1,1
236,0,0,45.48608872331418,3,9,1,0
237,0,1,44.93325425212566,3,6,0,0
238,0,1,45.4521822071955,4,7,0,0
239,0,1,44.82336108285347,3,6,1,0
240,0,0,44.61696906204215,3,6,0,0
241,0,1,44.754626745773486,2,5,0,1
242,0,0,44.1293579998511,1,8,1,1
243,0,1,44.746172958414185,3,4,0,0
244,0,0,45.95955553563562,3,7,1,0
245,0,1,45.71753037802559,3,8,0,0
246,0,0,44.98236968764217,3,11,0,0
247,0,0,45.06293720564872,1,7,1,0
248,0,1,46.148655894340806,3,3,0,0
249,0,0,46.95177556767781,2,4,0,0
250,0,1,47.10417712510444,2,5,1,0
251,0,0,46.34712056132872,4,7,1,1
252,0,0,45.49729137765561,3,2,0,0
253,0,0,46.27819348283573,3,7,0,0
254,0,0,44.6695442373252,0,6,0,1
255,0,1,45.46587188523026,5,10,1,0
256,0,0,43.229291318308064,4,7,0,1
257,0,0,46.01210233660084,3,7,0,0
258,0,1,45.96023411746371,3,4,0,0
259,0,1,44.633190420610575,4,8,1,0
260,0,1,44.3351565679757,1,5,1,0
261,0,0,45.52026374168603,2,7,0,0
262,0,0,46.04262974871087,3,7,0,0
263,0,1,44.724675009181695,2,3,1,0
264,0,0,45.32185458411658,1,7,1,0
265,0,0,43.64414468813859,3,7,0,0
266,0,0,46.43878933336304,4,5,1,1
267,0,1,44.3466504443374,3,7,0,0
268,0,0,45.403962514516685,3,7,0,1
269,0,1,46.62560746618512,4,4,1,1
270,0,1,45.71497802113844,5,6,0,0
271,0,0,45.031162710194735,3,7,1,0
272,0,1,44.59793396975346,3,7,0,1
273,0,1,43.859715768879965,4,5,0,0
274,0,0,44.7148178763242,4,9,1,1
275,0,1,44.12754229597345,2,5,1,1
276,0,1,45.22712320950957,2,7,0,1
277,0,0,46.77401169409167,1,6,0,0
278,0,0,45.04420200636695,2,8,1,1
279,0,1,45.89159554764601,2,7,0,0
280,0,1,43.320986352771385,1,7,1,0
281,0,0,45.96566496614662,2,6,0,1
282,0,0,45.66167294465304,3,7,1,1
283,0,0,45.12880344268062,2,9,0,0
284,0,1,45.45567264187214,4,5,0,1
285,0,0,44.65458130913701,3,6,1,0
286,0,1,46.67683911416834,4,5,0,0
287,0,0,45.27619873381604,4,7,0,1
288,0,0,45.41877102682136,3,5,0,0
289,0,1,46.194824761525005,1,6,0,0
290,0,1,45.87781532014077,2,7,0,0
291,0,1,44.2629033035489,3,7,1,0
292,0,1,44.30900643412558,1,9,1,1
293,0,0,45.16610590328224,0,8,0,1
294,0,1,45.56932524841289,3,6,0,0
295,0,0,46.20442429811477,4,7,0,1
296,0,0,47.48112416842704,2,5,0,0
297,0,1,45.06987477913797,1,6,1,0
298,0,0,45.094657662510905,1,7,0,0
299,0,1,44.95205225720684,0,7,0,1
300,0,0,45.55228194744158,3,6,0,0
301,0,0,44.858961438700426,4,8,1,1
302,0,1,45.76286684385646,2,8,1,0
303,0,0,45.82526107526625,2,4,1,0
304,0,1,47.06460466482573,4,9,0,0
305,0,1,44.22131983715755,2,6,1,1
306,0,0,46.905121217571605,2,9,0,1
307,0,1,45.24810309996559,3,4,0,1
308,0,1,45.4175871498442,1,6,1,0
309,0,0,45.62277851665673,2,5,0,1
310,0,1,45.25655879726404,1,6,0,1
311,0,1,44.84701129541475,3,10,0,0
312,0,1,45.27126704904062,3,6,0,0
313,0,0,45.74689339432269,3,9,0,0
314,0,1,44.27122496798327,3,2,1,0
315,0,1,46.010291243415466,3,7,0,0
316,0,0,44.89807396843016,4,8,1,0
317,0,0,45.62342772343219,3,5,0,0
318,0,1,45.03054004534678,3,5,0,0
319,0,0,47.01712785766233,3,5,0,0
320,0,1,44.70161275835838,2,8,0,1
321,0,1,45.13355944056151,4,6,0,1
322,0,1,44.23183572339093,2,7,1,1
323,0,0,46.09648075371428,2,8,0,0
324,0,0,43.15917415705804,1,8,1,0
325,0,1,45.57359840709885,3,6,0,1
326,0,0,45.91887292731569,3,5,1,0
327,0,1,45.573224716709305,3,9,1,0
328,0,0,45.35309668456559,4,3,1,0
329,0,0,47.26275266830184,3,6,1,1
330,0,1,45.346460143485885,3,5,0,1
331,0,0,44.435620557593374,3,6,1,1
332,0,1,46.39299657978106,3,8,0,0
333,0,1,47.286428566722016,2,6,0,1
334,0,0,46.5348164102694,2,9,0,1
335,0,1,45.51154641088437,3,6,0,1
336,0,1,46.04910841972396,3,6,0,1
337,0,1,45.97352312824292,4,7,0,1
338,0,1,45.25626737810572,2,6,1,0
339,0,0,46.38330883003079,3,6,0,0
340,0,1,45.01419904008861,2,4,1,1
341,0,1,43.400470942353294,1,7,1,0
342,0,0,45.377851412275554,2,7,1,0
343,0,0,45.02744334709317,2,9,0,1
344,0,0,44.38004750871152,3,7,0,0
345,0,0,47.7379535632832,2,7,0,0
346,0,0,46.13413877412437,2,4,1,1
347,0,1,46.12159581748767,3,5,1,0
348,0,0,46.51525140677643,4,7,1,0
349,0,0,44.88149572481208,3,10,0,0
350,0,0,46.27088243807994,1,7,0,1
351,0,0,45.85325811531837,2,10,1,0
352,0,0,45.848964797455245,3,8,0,0
353,0,1,46.93268175483531,2,9,1,0
354,0,0,44.711221858851786,1,3,0,0
355,0,0,43.352585598599084,3,6,0,0
356,0,0,46.97432679545119,2,5,0,0
357,0,0,45.77958341166979,2,8,1,0
358,0,1,44.25060685737913,1,5,0,0
359,0,0,45.62994506222997,2,6,0,0
360,0,1,45.08411826147675,2,2,0,0
361,0,1,47.4313048455902,3,7,1,0
362,0,1,45.36430520156774,2,10,0,0
363,0,1,47.225810433533965,2,8,1,1
364,0,1,45.09707761773412,2,4,1,0
365,0,1,44.18292214255057,2,8,1,0
366,0,0,47.28550445389568,2,9,1,1
367,0,0,45.13615763678671,1,8,0,0
368,0,1,44.48980940314766,2,7,1,1
369,0,0,46.794479959207294,2,9,0,1
370,0,0,45.690961826189245,2,6,1,0
371,0,1,45.58727348723804,1,6,0,0
372,0,0,46.561344043575794,2,8,0,1
373,0,0,45.13968895047151,2,2,0,1
374,0,0,45.37577466051947,2,5,0,1
375,0,0,46.32730940789665,4,7,0,1
376,0,0,47.16400156822508,4,6,0,0
377,0,0,46.31006699780207,0,8,0,1
378,0,0,43.68027689714122,3,7,1,1
379,0,1,45.42765437879247,2,4,0,0
380,0,1,44.63927222166209,2,7,0,0
381,0,1,44.061845138184566,3,5,0,1
382,0,1,45.67505178903078,2,6,0,0
383,0,1,45.84504691226191,2,4,1,0
384,0,0,44.94981331489193,4,4,0,1
385,0,1,45.8930707663743,2,7,1,1
386,0,1,45.94978525336244,2,6,0,0
387,0,1,45.17309998092094,3,7,0,0
388,0,1,44.23942590649424,2,5,0,1
389,0,0,44.898727631517154,2,5,1,0
390,0,1,45.55049911641674,2,4,0,0
391,0,0,44.55618535568274,2,8,0,0
392,0,0,44.51061811756009,2,11,0,0
393,0,0,45.95255828950319,3,8,1,1
394,0,0,45.03958391087425,2,10,1,1
395,0,1,47.90554753995266,2,8,0,1
396,0,0,46.85636779992612,2,7,1,0
397,0,0,44.50511849985436,3,8,1,0
398,0,1,44.83770325675558,2,7,0,1
399,0,1,47.176127832526014,3,9,0,0
400,0,1,45.89899025665928,3,4,0,0
401,0,0,45.047861146739415,2,8,1,0
402,0,1,44.73132494808476,4,10,0,0
403,0,1,44.02649051985372,3,7,0,0
404,0,1,45.45792028385944,2,8,0,1
405,0,1,45.46417869062615,3,5,1,0
406,0,1,43.83211296787831,3,3,0,1
407,0,0,46.2662025034589,2,8,0,0
408,0,0,44.84413123550139,2,8,0,1
409,0,0,46.10059524241106,3,8,1,1
410,0,1,43.72360232475337,3,3,0,0
411,0,1,45.568579967044826,2,9,1,0
412,0,1,43.89322008144139,3,6,1,0
413,0,0,43.67745991330597,2,6,0,0
414,0,0,44.06121212912832,4,7,1,0
415,0,1,45.060997163152216,3,8,0,0
416,0,0,44.416796684161525,2,7,0,1
417,0,1,45.155894078190336,3,4,0,1
418,0,1,46.06443775472345,2,6,0,0
419,0,0,47.93977907126536,2,5,0,1
420,0,0,43.22667707995811,1,6,0,0
421,0,0,46.50609032137559,3,5,0,1
422,0,1,46.52805778064633,2,10,1,1
423,0,0,46.542434334616985,2,10,0,0
424,0,0,46.43053509624016,3,6,0,0
425,0,0,44.881771701384686,3,7,1,0
426,0,1,44.8650024770824,3,9,0,1
427,0,1,44.94920179848232,3,8,0,0
428,0,0,47.242770797439285,3,5,1,0
429,0,1,44.87698534725923,4,7,0,0
430,0,1,45.291363587441495,2,7,0,1
431,0,0,45.11231976437886,4,5,1,0
432,0,1,46.95037225521735,3,10,0,1
433,0,0,44.7184783184235,2,7,1,0
434,0,0,44.65515475709545,3,6,0,1
435,0,1,47.20779644860732,3,8,0,1
436,0,0,45.03860618844613,2,4,0,0
437,0,1,43.32710237892035,3,6,1,0
438,0,1,43.78016664021521,2,7,1,0
439,0,1,45.15402116522872,3,7,0,0
440,0,0,44.8969663575826,2,7,1,0
441,0,0,45.04925992400462,3,7,1,0
442,0,0,45.75693242926668,4,8,0,1
443,0,0,45.36567847886364,4,8,0,0
444,0,0,46.02891138986898,3,6,0,0
445,0,1,43.45875096755005,1,3,0,1
446,0,1,44.67259498443346,3,6,0,0
447,0,1,44.74435996986411,3,5,0,0
448,0,1,45.20707428373405,2,5,0,1
449,0,0,45.50785024558512,2,8,0,0
450,0,0,43.39863072978896,3,5,1,0
451,0,1,44.95678791163719,1,3,0,1
452,0,1,45.89023316841291,3,8,0,0
453,0,0,43.985371132727,3,6,0,0
454,0,0,43.86042259065579,6,7,0,0
455,0,0,44.92231901192776,1,5,0,1
456,0,0,44.53251489361475,3,4,1,0
457,0,0,44.6535375912088,1,8,0,1
458,0,1,45.14714043338777,2,7,1,1
459,0,1,44.2226160131381,2,5,0,1
460,0,0,46.047056350848415,2,5,0,0
461,0,1,45.77902789820178,2,6,0,0
462,0,1,45.52711669149004,2,8,0,0
463,0,1,45.59213346252588,3,7,1,0
464,0,0,46.19225237821319,3,8,0,0
465,0,1,46.20300136464336,4,5,1,0
466,0,0,44.57925459924677,4,3,1,0
467,0,0,46.00224079121633,3,7,1,1
468,0,1,45.046841304770425,3,7,1,0
469,0,1,43.98131863111507,1,5,0,0
470,0,0,45.50451386883499,3,6,0,1
471,0,0,45.078922976615225,3,8,0,0
472,0,0,45.952290336052044,2,7,0,0
473,0,1,44.69662788317419,2,7,0,1
474,0,1,44.47151990436288,2,8,1,0
475,0,0,46.31488321789317,1,10,0,0
476,0,0,45.21257928845174,2,7,1,0
477,0,0,43.99908512194508,2,6,0,1
478,0,0,44.49274646400661,2,6,1,0
479,0,0,45.06602013186315,2,7,0,0
480,0,1,44.610246132184336,2,3,0,0
481,0,1,45.3852957825026,1,6,0,1
482,0,0,44.86157178635105,3,4,1,1
483,0,1,44.33382448872796,3,7,0,0
484,0,1,45.81672040953751,4,4,0,0
485,0,0,44.61088086445056,3,5,0,1
486,0,1,46.51026342349671,3,7,0,0
487,0,1,46.14752394137158,2,7,0,1
488,0,0,44.65609156458443,2,7,0,1
489,0,0,43.00075590712888,3,7,0,0
490,0,1,45.71671994322908,3,5,0,0
491,0,1,44.80137553784056,1,9,0,1
492,0,0,44.359967858874285,4,4,1,1
493,0,0,44.04909493223195,2,9,0,0
494,0,0,46.1607213698469,3,8,1,0
495,0,0,45.386331480176686,2,7,0,1
496,0,0,46.76421239689167,2,8,0,0
497,0,1,45.98884737589058,2,5,0,0
498,0,1,45.62065502537052,3,7,1,0
499,0,0,45.94883844929188,3,6,0,0
500,0,1,43.47425544599191,2,5,0,1
501,0,1,46.64265853279252,3,6,1,1
502,0,0,45.57904033004279,2,5,1,0
503,0,1,46.3441676723892,2,5,0,0
504,0,1,45.855450946525565,3,6,0,0
505,0,0,44.14985068616076,2,7,0,1
506,0,0,45.21442050001298,2,9,1,0
507,0,1,44.98809775241193,1,5,0,0
508,0,1,45.883926417085135,3,8,0,0
509,0,0,43.665178339915,2,8,0,1
510,0,0,47.20173208315984,2,6,1,0
511,0,1,44.443897117897926,1,4,0,1
512,0,1,43.64964139529637,2,9,0,0
513,0,0,45.48895888452322,2,7,0,0
514,0,0,44.34599219223816,2,6,1,1
515,0,1,43.90520685188956,5,7,0,0
516,0,0,45.048544334196215,2,5,0,0
517,0,0,42.82474469331424,2,7,0,1
518,0,0,44.8493858572147,4,8,0,1
519,0,1,45.00540947500839,3,8,0,0
520,0,0,44.04856775544449,1,4,0,0
521,0,0,43.398285331771255,1,9,1,0
522,0,0,45.71548010484687,3,7,0,1
523,0,0,42.76308285057053,4,3,1,0
524,0,0,45.258389623346446,1,9,0,0
525,0,1,46.40032500179344,2,6,0,0
526,0,1,46.56259996980925,2,8,0,0
527,0,0,45.34195953279734,2,5,0,0
528,0,1,45.62448301093668,1,6,0,1
529,0,1,46.5802655492038,4,8,1,0
530,0,1,46.78807214569306,6,7,0,0
531,0,1,45.83047911142708,4,4,1,0
532,0,0,45.75701354529452,4,5,1,0
533,0,1,46.0341519483367,2,6,1,0
534,0,1,46.06109888935703,2,7,0,1
535,0,0,44.34689898681635,3,5,1,0
536,0,0,46.12956303636115,3,6,0,0
537,0,1,45.49632989641125,3,5,0,0
538,0,1,46.621913939967904,3,7,0,1
539,0,0,44.39085322919876,2,9,1,0
540,0,1,46.33290266294134,1,8,1,0
541,0,0,44.96175422864258,2,8,1,1
542,0,1,45.26744049041815,3,5,1,0
543,0,0,46.224632892052746,2,8,1,0
544,0,0,43.708699896083125,5,5,1,0
545,0,1,45.55573662974222,3,8,0,1
546,0,1,44.52045957249455,3,7,1,1
547,0,1,45.29487609279207,2,7,0,0
548,0,1,45.46521690923442,2,4,0,1
549,0,1,46.21942192369953,2,4,0,0
550,0,0,45.86575232570774,3,4,0,1
551,0,1,45.21391298312042,3,5,1,0
552,0,1,44.37146325117551,3,6,0,0
553,0,0,43.53932005547686,3,6,1,1
554,0,1,45.402379351126825,2,6,0,0
555,0,0,45.3680264731624,3,7,0,0
556,0,1,44.61252479506682,3,4,0,0
557,0,1,45.12265730509496,1,5,0,1
558,0,1,47.38529530417124,4,8,1,1
559,0,0,44.94728371994415,3,9,1,1
560,0,1,46.345307127940856,2,7,0,1
561,0,0,47.04616012158764,2,6,1,0
562,0,1,47.018016807969694,1,6,1,0
563,0,1,47.77678007466746,0,5,0,1
564,0,1,47.04561018622964,2,7,0,0
565,0,1,44.52455234230496,3,7,0,0
566,0,1,45.63608866302091,3,3,0,1
567,0,1,43.6377925156088,3,5,0,0
568,0,1,47.16919504669628,0,5,0,1
569,0,1,46.85308172386975,2,5,1,0
570,0,1,47.10974326032855,3,5,1,0
571,0,0,44.64657211405884,3,7,0,1
572,0,0,44.98532549752267,3,8,1,0
573,0,1,46.0981387062859,2,4,0,0
574,0,1,43.92140964237735,3,7,0,1
575,0,1,45.46594873679073,4,7,0,0
576,0,0,44.084175325203,3,5,0,0
577,0,0,45.14394227720973,2,6,0,1
578,0,0,44.880950877546006,2,9,1,0
579,0,0,47.68412624799396,2,7,1,1
580,0,0,44.91068697233463,2,5,0,0
581,0,1,46.64112918394397,3,8,0,0
582,0,1,44.85204497146305,2,8,1,0
583,0,0,44.07938668237718,2,7,1,1
584,0,1,45.7670640594073,3,8,0,0
585,0,0,44.61075411035015,3,5,1,0
586,0,0,46.56484290770012,3,4,0,1
587,0,0,45.10869800607221,2,7,0,0
588,0,0,44.6099905852835,2,3,1,0
589,0,0,45.93375401895488,4,7,0,0
590,0,0,46.845711452487,3,8,0,0
591,0,1,46.12785737077065,1,7,0,0
592,0,1,47.30466496181852,2,7,1,0
593,0,0,44.08498294855075,3,8,0,0
594,0,0,46.18722456080173,2,8,0,1
595,0,0,45.33074814080056,1,4,1,1
596,0,1,45.10499715195928,3,5,0,0
597,0,0,46.89265883705131,2,8,0,0
598,0,1,46.10590879500457,1,9,0,0
599,0,1,42.84776923495093,4,2,1,1
600,0,1,46.15378046080687,3,9,0,0
601,0,0,43.87704208716627,3,4,1,0
602,0,1,46.39726324968257,2,9,1,1
603,0,0,43.39431559906013,1,5,0,0
604,0,1,46.35276047075052,3,7,1,1
605,0,0,45.60837393628842,2,6,1,0
606,0,1,44.496000398356784,2,7,1,1
607,0,1,45.39602163895358,4,7,0,1
608,0,0,45.790235284876985,3,7,0,1
609,0,0,44.32393094767136,2,4,0,1
610,0,1,43.08866367873153,4,8,0,0
611,0,0,46.38276718551421,4,5,1,0
612,0,1,43.52554616900649,2,4,0,1
613,0,1,48.13143042503648,2,8,0,1
614,0,0,45.04933448122989,3,4,0,1
615,0,0,44.31481558209392,1,5,0,1
616,0,1,47.49149300389483,2,6,0,0
617,0,0,44.53618122004866,2,6,1,0
618,0,1,43.45889748926287,2,6,0,0
619,0,0,45.8914386943519,2,6,0,0
620,0,1,46.20081808084775,1,7,0,0
621,0,0,45.02075095930783,2,7,0,1
622,0,1,45.48427226679792,3,8,0,0
623,0,1,45.92235041029939,3,7,0,0
624,0,1,46.619804977032864,3,5,1,1
625,0,0,45.93180548147771,2,7,1,0
626,0,0,46.13644769740251,2,7,0,0
627,0,0,44.97470890052698,3,7,1,0
628,0,0,44.49764070665312,3,4,0,0
629,0,1,46.84446315544742,2,6,1,0
630,0,1,46.18472905154285,3,6,0,0
