defendant_id,post_policy_period,new_sentencing_policy,sentence_length,defendant_age,previous_convictions,legal_representation,income_level
158,0,1,44.55630824371372,1,8,1,0
159,0,1,42.979036743036815,3,6,1,0
160,0,1,43.3608807079803,5,10,1,0
161,0,0,43.318029154650745,4,6,0,1
162,0,1,46.387647570037096,2,7,0,1
163,0,1,42.748837112904674,2,7,1,0
164,0,0,44.50538525336542,3,6,0,1
165,0,0,44.737356468211146,3,7,0,1
166,0,1,42.42496558061399,4,7,0,1
167,0,1,43.9983821679518,1,10,1,0
168,0,0,44.442481413994486,2,8,1,0
169,0,0,43.42730922487301,2,6,1,1
170,0,1,43.062264837464085,3,6,0,0
171,0,1,42.73510937290827,3,6,1,1
172,0,0,46.636941312273535,3,8,0,1
173,0,0,44.0106191443898,2,6,0,1
174,0,0,45.44485028121155,2,6,1,1
175,0,0,44.76668902021381,2,7,0,0
176,0,1,43.52823990964152,3,4,0,1
177,0,0,42.28880155280498,3,3,0,0
178,0,0,44.84733308088551,1,6,0,1
179,0,1,43.55788289204485,3,7,1,1
180,0,0,44.18483324679649,2,7,1,1
181,0,0,46.062664535228144,3,6,1,0
182,0,1,45.749055592594,3,5,0,0
183,0,1,43.65411045388342,2,6,0,0
184,0,1,43.04994200209345,2,9,0,1
185,0,0,43.89216456230231,3,7,1,0
186,0,0,43.67229472993253,3,5,1,0
187,0,1,44.6098240576302,2,9,1,1
188,0,0,44.57899328688015,4,8,1,0
189,0,0,43.96826820181352,0,9,1,1
190,0,1,41.896902202588976,3,7,0,0
191,0,0,44.59255768201372,1,4,0,1
192,0,1,43.660954389567024,1,9,0,0
193,0,1,43.480877450619005,2,8,0,1
194,0,0,44.99040843072963,2,4,0,0
195,0,0,45.33706020249922,1,9,1,0
196,0,0,44.94991512463274,3,6,1,1
197,0,0,43.721023000727776,3,7,1,1
198,0,0,44.03068360533437,3,6,1,0
199,0,0,45.56040451367991,3,8,1,1
200,0,1,43.48169193480767,2,6,1,0
201,0,1,45.487930209993706,3,7,1,1
202,0,0,46.02936035473586,3,10,0,0
203,0,1,45.036110784214166,2,7,0,0
204,0,1,43.21292235622938,3,6,1,0
205,0,1,43.96925340827606,3,4,0,0
206,0,0,42.4930143569744,5,8,0,0
207,0,1,43.7038328573697,3,5,1,0
208,0,0,43.97209009936687,3,9,0,0
209,0,1,45.02853796152745,2,5,0,1
210,0,1,43.473336301299646,1,7,1,0
211,0,0,42.71328346925226,3,6,1,0
212,0,0,41.55520062482743,1,8,1,1
213,0,0,44.22579271919074,2,8,1,0
214,0,1,46.57480206776579,0,6,0,1
215,0,1,43.83505569984018,3,7,1,0
216,0,0,45.489694724596575,3,7,1,0
217,0,1,42.88541979060114,3,9,0,0
218,0,0,44.20480513215399,4,10,0,1
219,0,1,41.60882370117192,1,7,1,0
220,0,1,43.89501268958529,3,6,0,0
221,0,1,44.00841404957656,4,6,1,1
222,0,0,44.76775350478603,3,7,1,0
223,0,1,44.6434064136325,3,9,0,1
224,0,0,43.2095048562993,3,10,1,0
225,0,0,43.01442719011629,3,7,0,0
226,0,1,42.70951167375582,1,8,1,0
227,0,1,43.921627374613486,3,6,1,1
228,0,1,43.55701701805615,3,6,1,0
229,0,0,43.70738220081135,2,6,1,0
230,0,1,43.84291500786084,1,8,1,1
231,0,0,46.96267540118258,2,7,1,0
232,0,0,44.98018175308691,1,8,1,1
233,0,1,44.46754296639884,2,4,0,1
234,0,0,43.65932224458343,3,4,1,0
235,0,0,44.42714646156227,4,3,1,1
236,0,0,43.86413341779028,2,8,0,1
237,0,0,44.7923322754265,2,7,0,1
238,0,1,43.75033960406104,2,7,0,1
239,0,1,43.64590799797082,2,5,1,0
240,0,1,43.78808524802571,2,7,1,1
241,0,0,46.65764740133615,3,8,1,0
242,0,1,42.41720522435956,2,8,1,1
243,0,1,43.90706826423367,2,10,1,0
244,0,0,44.31447446379197,1,6,1,1
245,0,1,43.485330594700415,3,7,0,0
246,0,1,43.42735396566674,3,11,0,1
247,0,1,43.22011673492262,3,4,1,0
248,0,1,44.60045876751956,3,10,1,1
249,0,0,46.22285617018821,1,6,1,1
250,0,0,43.45926555961749,3,9,1,1
251,0,0,44.98851856108234,2,7,0,1
252,0,0,43.93723671232973,2,8,0,0
253,0,1,41.76040355988706,2,4,1,0
254,0,1,44.10558407689355,1,6,1,0
255,0,0,44.91096763805627,4,9,0,0
256,0,1,44.44024391041067,3,9,1,1
257,0,0,43.95797186600616,2,6,1,1
258,0,0,43.75799503944269,2,4,0,0
259,0,0,44.85340832032303,0,5,0,1
260,0,0,45.86061289498012,3,5,0,0
261,0,0,44.661974738522375,0,6,0,1
262,0,0,42.88922872674904,2,4,0,0
263,0,0,44.12982371768974,3,5,1,0
264,0,0,46.77787353712131,2,5,0,0
265,0,0,46.34024188668927,3,7,1,1
266,0,0,46.019208342938285,2,7,0,1
267,0,0,45.57989693530551,2,8,1,1
268,0,0,44.98416659806217,0,6,1,1
269,0,0,44.11966583438453,3,6,0,1
270,0,0,44.01954207475205,1,4,1,1
271,0,0,44.84434903239706,2,7,1,1
272,0,0,42.10916337614557,2,6,0,0
273,0,1,43.59138739810357,3,5,1,1
274,0,0,43.88170204924084,3,7,1,1
275,0,0,46.39048352328763,2,7,0,1
276,0,0,45.19021879854256,1,7,0,0
277,0,0,43.294565421523146,3,6,0,1
278,0,1,43.3831940665478,2,7,0,0
279,0,1,44.878141909435456,2,9,0,1
280,0,1,43.03668561807459,2,4,1,0
281,0,0,43.80136878674369,3,7,1,0
282,0,0,44.68642634605391,3,9,1,1
283,0,0,45.39191291959948,2,6,0,0
284,0,0,42.82425974235404,2,3,0,1
285,0,1,44.040864236763554,2,2,0,0
286,0,1,41.894589269684126,3,11,1,1
287,0,1,45.255390228852114,1,6,0,1
288,0,1,44.30136158644555,2,4,1,1
289,0,1,42.50021892494861,2,9,1,1
290,0,0,43.15965261451387,3,6,0,1
291,0,1,43.45561122177999,4,8,0,0
292,0,1,43.332919786491296,3,5,1,1
293,0,0,44.71424785759275,0,5,0,1
294,0,0,42.38875086136348,3,6,0,0
295,0,1,46.120737823854526,3,6,1,0
296,0,1,44.05062113167679,4,8,1,1
297,0,1,44.32049793745996,3,10,0,0
298,0,1,44.14718820077397,1,2,0,0
299,0,0,43.5844556223276,4,5,1,1
300,0,0,46.960020133734496,3,7,1,1
301,0,1,43.507105708103744,3,4,1,1
302,0,1,44.00655776442785,1,4,0,1
303,0,0,43.75833557648249,4,5,0,0
304,0,0,45.37399588467858,1,7,1,0
305,0,1,43.4281806968058,1,6,0,0
306,0,0,43.92997660595481,2,6,0,1
307,0,0,44.89406088901916,2,3,0,1
308,0,1,43.45942681795518,3,4,1,1
309,0,0,42.89355226670627,4,5,0,0
310,0,0,45.31755941697863,3,6,1,1
311,0,1,44.17902739872135,3,7,0,1
312,0,1,44.31869047432775,3,7,1,1
313,0,0,43.77970022088659,2,4,0,0
314,0,1,41.82635845070365,2,6,1,1
315,0,0,44.11121070935097,4,6,1,1
316,0,1,43.17126187924861,4,7,1,1
317,0,0,45.40342584731417,2,5,0,0
318,0,0,42.52976893730835,4,7,1,1
319,0,0,43.919962934327415,3,7,0,0
320,0,0,44.76439854095844,2,7,0,1
321,0,1,42.108941705577806,3,6,0,0
322,0,0,45.14361547867349,2,9,0,1
323,0,1,45.0483164283234,1,8,0,1
324,0,0,45.490123613201135,2,8,0,1
325,0,0,44.13485619919064,1,5,1,0
326,0,0,44.666161701969166,3,5,0,0
327,0,0,45.44443050001097,2,7,1,0
328,0,1,43.9511178898748,3,7,0,0
329,0,0,46.65784672352876,0,8,0,1
330,0,0,44.08170773684228,3,7,1,1
331,0,0,46.39510895167643,1,7,0,1
332,0,0,43.36123405063704,3,2,0,0
333,0,1,44.486489020188806,2,7,1,1
334,0,0,45.432472372821984,4,8,0,0
335,0,1,43.23441267598,1,7,1,1
336,0,1,43.50077974682161,3,9,0,0
337,0,1,43.18940939274558,2,4,0,0
338,0,0,45.711019808075605,2,9,0,1
339,0,0,43.47460005008445,3,7,1,0
340,0,0,43.1377414957641,4,8,1,1
341,0,0,43.20075282891367,3,6,0,0
342,0,1,40.81114005330249,3,2,1,1
343,0,1,44.66673290408946,2,6,1,1
344,0,0,45.13270660816846,2,7,0,1
345,0,0,44.64866994438232,3,6,1,1
346,0,0,43.66983635165219,2,6,0,0
347,0,0,42.79668780675031,2,6,0,0
348,0,1,43.620054485486826,3,5,0,0
349,0,1,42.67788329347267,2,3,0,1
350,0,1,42.765903997750286,4,9,0,1
351,0,0,44.98398914744762,3,8,0,0
352,0,1,42.060171040034014,3,6,0,1
353,0,0,43.25185373539632,2,8,0,0
354,0,1,45.21781921678513,4,5,1,0
355,0,1,42.51857026298567,3,8,0,0
356,0,0,43.33795081909737,1,6,0,0
357,0,0,44.41842764704665,2,6,0,1
358,0,0,46.250117343674304,2,6,0,0
359,0,1,43.83734552607022,1,5,1,0
360,0,1,44.70992443556815,1,9,1,0
361,0,0,46.498407524670085,1,4,1,1
362,0,0,45.84706720847694,3,7,0,0
363,0,1,43.86040610250345,2,6,0,1
364,0,0,42.5025261601937,2,7,1,1
365,0,1,43.66912626123634,3,2,1,0
366,0,0,45.6133414299899,1,6,1,0
367,0,0,44.669263780756175,0,7,1,1
368,0,1,45.65420228732158,1,5,0,1
369,0,0,45.9802992038515,3,9,0,0
370,0,0,45.14726998979858,2,10,1,1
371,0,1,43.747557652984135,4,6,0,0
372,0,1,43.0843201545113,4,5,1,0
373,0,0,44.95556614065036,2,10,0,1
374,0,1,43.67915877214317,3,7,0,0
375,0,0,45.68480091343895,2,6,0,1
376,0,0,44.885746038206655,2,7,0,1
377,0,0,46.05277167020441,3,9,1,0
378,0,0,44.25973879055462,1,9,1,1
379,0,0,43.51686843530379,3,7,1,1
380,0,0,43.899939943661806,2,3,0,1
381,0,0,46.37569939140884,1,4,1,1
382,0,1,43.00688754728451,2,6,1,0
383,0,0,44.49598953747877,1,9,0,0
384,0,1,43.38719951460211,1,5,0,1
385,0,1,46.10983007235151,2,5,1,0
386,0,0,45.590189306061866,4,9,0,1
387,0,1,42.900835572222846,2,8,0,0
388,0,1,45.33039626329284,3,6,1,0
389,0,0,43.93850646774974,1,11,0,1
390,0,1,44.58458464019,2,6,1,0
391,0,1,43.34469836153476,1,9,1,0
392,0,0,44.38164832443134,2,8,1,1
393,0,0,43.84652259913069,3,7,0,0
394,0,0,45.03563001045124,3,6,0,0
395,0,1,43.07756242080887,4,8,1,0
396,0,0,46.44609983091452,0,5,0,0
397,0,1,43.6819710903691,5,5,0,0
398,0,0,45.21037768809037,3,6,1,0
399,0,0,45.07944969927983,2,7,1,0
400,0,0,44.68319051526084,1,6,0,1
401,0,0,45.46268882080254,2,6,1,0
402,0,1,44.28901880406576,3,6,1,0
403,0,1,41.7350145138179,3,8,1,1
404,0,0,44.59349592389104,3,5,1,1
405,0,0,46.58111353488477,1,3,0,1
406,0,1,44.04522983970182,3,3,1,0
407,0,1,42.3029696720799,3,10,1,1
408,0,0,44.057653903514925,2,6,1,1
409,0,0,44.23089112446426,1,9,0,1
410,0,0,45.04770133296503,1,5,0,1
411,0,1,43.10888477549552,2,9,0,1
412,0,0,45.78941142806446,2,6,1,0
413,0,1,44.687358780979714,3,6,0,1
414,0,0,45.33792516597076,1,7,0,0
415,0,1,43.31106816286623,3,8,0,1
416,0,0,45.31206340368594,3,7,1,0
417,0,0,45.55732586944545,1,8,0,0
418,0,0,42.93702765855073,2,9,0,0
419,0,0,44.88626514278524,3,8,0,0
420,0,0,43.95050012584703,3,8,0,0
421,0,1,46.12532678653864,2,9,1,1
422,0,0,43.70093826303953,2,8,0,0
423,0,0,44.92368352265903,2,6,1,1
424,0,1,42.72816993436648,3,7,0,0
425,0,1,42.14213862604994,3,6,1,0
426,0,0,45.08254223992981,1,6,1,1
427,0,0,44.00614049662799,3,7,1,0
428,0,0,45.36556866801687,4,3,0,0
429,0,1,43.39529189127747,3,6,1,1
430,0,1,42.19912445633987,2,8,0,0
431,0,1,44.85783875887385,1,8,1,1
432,0,0,44.5084866114799,4,4,0,0
433,0,0,45.14206238073518,1,7,1,0
434,0,0,44.72342379674626,3,6,1,0
435,0,0,46.15290400499145,3,5,1,1
436,0,0,44.25644057282682,4,6,1,0
437,0,0,45.84091618355508,3,7,0,0
438,0,1,43.96254408535235,2,7,0,0
439,0,0,44.72919671834365,4,7,1,1
440,0,0,46.10196731133341,1,8,0,0
441,0,0,44.22665387490301,2,4,0,0
442,0,0,45.03001230765784,2,5,1,1
443,0,0,44.287718926763176,4,9,1,1
444,0,0,44.02146948510236,0,7,1,0
445,0,0,43.71909100909359,3,7,1,1
446,0,1,43.51010225311568,4,6,0,0
447,0,1,43.83700880990792,2,7,1,1
448,0,0,45.60956498091407,3,5,0,1
449,0,1,44.07056757402831,1,9,1,0
450,0,0,44.66854486857116,1,6,1,0
451,0,0,46.0635429416947,2,4,1,1
452,0,0,45.022467878642125,1,7,1,0
453,0,0,43.796343121814566,1,7,0,0
454,0,1,43.48183292056666,3,4,1,1
455,0,1,44.23097927817593,1,5,1,1
456,0,1,44.01064540249681,2,4,0,0
457,0,0,44.3705572671134,1,7,0,0
458,0,1,43.50496715641118,2,8,0,0
459,0,0,45.64593647299315,1,6,1,0
460,0,0,43.91410226185696,2,8,1,0
461,0,0,44.05136008055207,2,7,0,0
462,0,0,44.78382506765331,4,9,1,1
463,0,1,44.091559826223,0,9,0,0
464,0,0,44.54743769548024,3,7,0,1
465,0,0,43.97413896403633,4,8,0,1
466,0,0,44.28939614905845,2,5,1,1
467,0,0,44.048295041884856,4,5,1,1
468,0,1,44.61970004479134,2,6,1,0
469,0,0,44.38893976453715,2,5,1,0
470,0,1,43.50670279913983,2,4,1,0
471,0,0,43.89551282139915,3,5,1,0
472,0,1,44.01622506273225,2,6,0,0
473,0,0,45.51713289835839,1,5,1,1
474,0,0,46.42278938160986,2,6,1,1
475,0,0,45.5707031869632,2,9,0,0
476,0,0,45.97635015148708,3,5,1,1
477,0,0,44.112078861719965,4,6,0,1
478,0,1,44.54179250123778,3,5,0,0
479,0,0,43.73891700019981,2,8,0,0
480,0,1,42.89957247043204,4,8,1,1
481,0,0,44.488575792519306,3,9,1,1
482,0,0,46.01097637824363,3,7,1,0
483,0,0,45.01909781922758,2,7,1,0
484,0,0,46.05791621211448,2,9,1,1
485,0,1,44.17190210989485,2,8,0,0
486,0,0,44.94807812844213,2,6,1,1
487,0,1,42.317962785620566,2,8,0,0
488,0,1,43.63882702740615,3,8,0,0
489,0,0,46.41865855961287,2,6,1,0
490,0,1,43.81529515078395,3,5,1,0
491,0,0,43.62627931090308,2,6,0,0
492,0,1,45.04254648500277,2,9,0,0
493,0,1,44.01218383030717,3,8,1,1
494,0,1,44.27273991223021,2,7,1,0
495,0,1,42.70167893545122,3,11,1,0
496,0,1,44.65449969888029,1,8,0,1
497,0,0,47.09039262769063,3,9,1,1
498,0,0,44.661855982254245,4,5,1,1
499,0,1,42.502494208355294,2,6,0,1
500,0,0,46.52705568563817,3,5,1,0
501,0,0,44.87039990332561,2,7,1,0
502,0,1,44.65908060132846,1,6,0,0
503,0,0,45.85730034394305,1,7,0,0
504,0,1,44.20920827389132,3,5,1,0
505,0,1,44.99595788686628,1,6,0,1
506,0,0,46.027592355379234,2,6,1,1
507,0,0,45.22524742182184,4,6,1,1
508,0,1,42.662892655918746,4,7,0,0
509,0,0,44.61356348109636,0,8,1,0
510,0,0,46.19552539648442,2,5,1,0
511,0,0,44.57465625183743,4,8,1,0
512,0,1,44.386386538205,3,5,1,0
513,0,0,46.34663619164338,1,3,0,0
514,0,1,44.74069212290735,1,10,1,0
515,0,1,43.03876600909837,2,10,1,1
516,0,0,44.652708505779614,2,9,1,0
517,0,1,45.790515672732674,1,8,1,1
518,0,0,46.5768886200205,2,8,0,1
519,0,0,45.15720284991336,2,7,0,0
520,0,1,45.57553310951348,4,5,1,1
521,0,0,45.7050295865667,2,5,0,1
522,0,0,43.70426664841807,3,4,1,0
523,0,1,44.18709341658956,0,6,1,1
524,0,0,44.78199512603469,2,7,1,1
525,0,0,43.6585215057202,4,3,0,1
526,0,1,43.089122352178286,2,7,0,0
527,0,0,43.01130909103027,3,9,1,1
528,0,0,43.917304266491136,1,7,1,0
529,0,0,44.9374823800219,3,10,0,1
530,0,1,44.39831437292446,3,7,0,1
531,0,1,43.28429051974688,1,6,1,0
532,0,0,44.25875826706218,2,5,1,0
533,0,0,43.18287582669536,2,6,0,0
534,0,1,45.89491549025611,3,7,0,1
535,0,0,44.629623984209935,2,9,1,0
536,0,1,42.66978204653572,4,6,0,0
537,0,0,43.52882104643454,2,7,1,1
538,0,0,43.60780704083778,3,9,0,1
539,0,0,45.92392092304157,1,8,1,0
540,0,1,42.39404430764394,4,10,0,1
541,0,0,44.7862461947262,1,4,1,0
542,0,1,42.29270242765353,3,6,0,1
543,0,0,45.09965436632828,3,6,1,1
544,0,0,43.52890684433684,1,9,1,1
545,0,1,44.31409547448539,2,9,1,0
546,0,0,43.05087835784879,3,8,0,0
547,0,0,44.30191244092234,3,4,0,1
548,0,1,42.47617790189199,3,6,1,1
549,0,0,43.38173612423169,3,7,0,1
550,0,0,44.151964295909536,3,8,0,1
551,0,0,43.31993263349766,2,5,0,0
552,0,1,42.53759680370045,3,4,0,1
553,0,1,43.54448856445052,2,6,1,1
554,0,0,44.67977496895252,1,7,1,0
555,0,0,45.9194961461738,1,6,0,0
556,0,1,44.85998635633658,3,6,1,1
557,0,0,44.87710490312207,2,8,1,1
558,0,1,44.79315519190979,1,6,1,1
559,0,0,43.31530635537222,3,6,0,1
560,0,0,42.87428642588142,4,7,0,1
561,0,1,45.16340015062495,3,7,0,0
562,0,0,43.59645344539454,3,6,0,0
563,0,0,44.65057868856399,3,8,1,1
564,0,0,46.59534346523161,2,6,1,0
565,0,0,44.86509924360937,3,6,1,0
566,0,1,41.71330160551673,5,5,0,1
567,0,0,45.570587265776034,3,8,1,1
568,0,1,44.40274213554131,1,5,0,1
569,0,1,44.17097882199202,3,8,0,1
570,0,0,47.01943122558648,2,7,0,1
571,0,1,43.38280286617843,2,8,0,0
572,0,1,42.72018870696707,5,7,0,1
573,0,1,44.22800493334408,3,8,1,0
574,0,0,44.02213829584936,3,9,0,0
575,0,0,47.20649744534721,2,5,1,0
576,0,0,45.66264146963281,2,7,1,0
577,0,1,43.140022186538,3,6,0,0
578,0,0,45.5848348655381,1,6,0,0
579,0,0,44.06156328379944,2,7,0,0
580,0,0,45.17338448595213,3,7,1,1
581,0,0,46.004940655443534,2,5,0,1
582,0,1,42.91047368135877,4,7,1,0
583,0,0,44.29514198673119,5,6,1,1
584,0,0,44.33378373492087,3,7,1,0
585,0,0,44.91878813875801,3,6,0,1
586,0,0,45.35022076890396,4,5,0,0
587,0,0,43.424418000107146,3,8,0,1
588,0,0,45.51293529824298,1,7,0,0
589,0,0,45.42632094104466,2,4,1,1
590,0,1,44.59700228853891,4,5,1,1
591,0,0,46.95388278425307,3,3,1,0
592,0,0,43.95572354784008,3,7,1,1
593,0,0,43.17427319166282,4,4,1,0
594,0,0,42.615467180632656,4,7,1,0
595,0,1,44.78529969436333,3,6,1,0
596,0,0,44.479887400806426,3,11,0,1
597,0,0,45.19574087352058,3,7,1,0
598,0,1,45.38221261167392,2,7,1,1
599,0,0,43.64152851590894,2,5,0,1
600,0,0,43.49753878060368,1,7,1,0
601,0,0,43.95230758824781,3,6,0,0
602,0,0,44.66220119585925,1,4,1,1
603,0,1,44.11271461010097,2,8,1,0
604,0,1,44.25954689459773,3,5,0,0
605,0,1,44.88400226392025,2,11,0,0
606,0,1,45.7878346846818,3,7,0,0
607,0,1,43.51400258326076,2,4,1,0
608,0,1,43.90127353656053,4,7,1,0
609,0,0,44.0980159609278,3,5,1,1
610,0,0,44.22961069085297,4,6,0,0
611,0,1,43.735227583308216,3,7,1,1
612,0,0,44.79073561276686,4,7,0,0
613,0,1,43.96663892286816,1,4,1,1
614,0,1,43.9083052656305,2,7,0,0
615,0,0,45.435363913158014,3,7,0,1
616,0,1,43.80538887674184,4,5,1,1
617,0,0,42.78504099895048,3,6,1,1
618,0,1,45.735930429995165,0,6,1,1
619,0,0,45.14179156927722,2,2,0,0
620,0,0,45.69026485580015,1,11,1,1
621,0,0,44.21759723200854,4,8,0,1
622,0,0,43.78809632292408,2,7,1,1
623,0,0,44.57767677037676,3,6,0,0
624,0,0,44.77893907872899,3,5,1,1
625,0,1,42.60242412902109,1,7,1,1
626,0,1,41.87617215091988,2,7,1,1
627,0,0,43.65764609261168,4,8,1,0
628,0,0,45.872813412229455,3,7,0,1
629,0,1,44.414248410298285,4,5,0,1
630,0,1,43.43661702071877,2,9,0,1
