voter_age,income_level,gender,minority_status,political_engagement_score,policy_exposure,voter_satisfaction
13,5,1,0,10.332822454885582,1,13.108107175372416
10,3,1,0,10.27088536503146,1,13.928082687475408
10,5,1,0,7.52625086971129,0,8.394433485197622
5,5,0,1,12.539201147466558,1,15.747251817574927
6,7,0,1,9.239603110687376,1,12.919057861463072
10,5,1,1,10.65681848197589,1,13.134541546900516
3,6,1,0,6.253390153664265,0,6.053457781853144
8,6,0,0,13.141252184263518,1,15.566957445900066
2,4,1,1,8.434824029421867,0,8.297535220402505
9,4,1,0,10.57759717028231,1,13.270988797313422
7,5,1,1,7.466508934178285,0,6.73249267228411
2,7,1,1,5.802087809313728,0,3.815339966521024
3,6,0,0,6.119033755747948,0,5.338806594903852
0,3,1,0,9.664519385613596,1,13.312463160234971
8,7,1,1,3.1847431899478806,0,1.3591736730727697
4,6,0,1,10.505355910077334,1,13.683872482503526
8,4,1,1,8.866308206205495,0,8.91507290055625
3,6,1,0,8.63612271922631,0,9.892593298942588
4,7,1,1,8.999395295760156,0,9.456209173948308
6,7,0,1,9.452348975614347,1,12.349436094824366
9,7,0,1,10.100553322344814,1,13.49225715452392
4,6,0,0,10.743406264910671,1,13.79437745731969
14,5,1,0,6.712790400996202,0,6.597081689461148
3,7,1,0,10.297162948945816,1,14.001526072810876
9,4,1,0,9.73770968483442,1,12.489024698228354
9,8,0,0,9.373656072476916,1,12.1557652478684
5,5,0,0,8.176546393856272,0,8.456827917542572
6,8,0,0,10.403557430201452,1,13.848139744863952
6,6,1,1,7.814713322359162,0,8.4255128449067
0,5,0,1,8.71642456114861,0,9.31247969186074
6,5,1,1,12.692656254707256,1,14.600299230561829
2,8,0,0,8.853549599502294,0,9.71884190370448
14,5,0,1,6.702815644823483,0,5.66928878700658
5,5,1,0,9.986054019148908,1,13.041657885410432
7,5,1,0,6.963855631774608,0,6.429076511074453
5,8,0,0,7.464777794368519,0,8.044465686033394
8,6,0,1,9.225425559581764,1,11.982368028483297
8,5,1,0,12.967117448317216,1,15.509730535421047
9,6,1,1,7.431597246506622,0,8.352335484354102
5,6,0,0,10.709673519891194,1,14.24096117150529
10,6,0,0,8.879202929568967,0,9.473023213770418
8,3,0,0,7.291970959518853,0,6.380585473888869
3,7,1,0,11.426814675143332,1,14.586973002569223
9,6,0,0,8.620516679869795,0,8.66819531444999
5,5,0,1,5.185785863739969,0,4.188726957538057
5,7,1,0,9.521987600514452,1,12.031644022804134
10,6,1,1,11.468985569398184,1,13.86175237443538
4,6,0,0,9.088544525153896,1,12.499903838979508
3,4,0,0,9.551926933496,1,13.620006275288544
5,6,0,1,13.216994015745737,1,16.18877937598902
9,6,1,0,9.477556031472576,1,13.078922270900252
11,6,0,0,8.94148022235731,0,9.297208978877014
7,5,0,1,8.884916283193592,0,9.118739259944968
7,8,0,0,6.7022864539890765,0,5.87671997716818
7,6,1,0,10.422561569390734,1,13.235168878215806
4,5,0,0,8.008260874455784,0,8.29907386756735
5,5,0,0,11.20782433455042,1,13.889529655161557
13,6,1,1,8.441257771711873,0,8.203329668327495
10,5,1,1,6.85774742353482,0,6.663171530023447
6,6,1,0,11.542612062263856,1,15.758136546379223
6,5,0,0,11.130558835095238,1,13.818599140971076
13,5,1,0,7.486433332643151,0,6.586728598493002
5,6,1,0,9.758086044310067,1,13.423154744244837
9,5,0,1,12.424938777675004,1,14.391550044956462
7,5,0,0,6.937588472320998,0,6.521390909920767
7,6,0,0,8.445381508903568,0,8.370573414287716
6,6,1,0,9.90589366910567,1,14.161600739618692
5,7,1,0,10.029766625222058,1,13.094331774935288
8,6,1,1,9.228399155232909,1,13.110031124618857
4,3,1,0,10.131165850992542,1,12.8430566150725
5,5,1,1,9.742844687880671,1,13.034297346192798
5,4,1,1,11.178779593854806,1,14.428302469880396
6,6,0,1,8.938414078751892,0,9.07893531281522
6,4,0,1,6.159614393240588,0,5.487400251996008
6,7,1,0,8.966174821640676,0,10.165132297443863
7,6,1,1,8.479373006478827,0,8.504680732847076
6,5,0,0,10.353907155458048,1,13.043598749172885
2,3,0,1,9.619257601996097,1,13.479810777321646
11,6,0,0,9.110128346829423,1,11.716789904675563
8,4,0,1,10.882145327549646,1,14.954466444119886
8,4,0,0,12.438326531854502,1,14.537057014383349
3,5,0,0,8.218106344005907,0,8.717826049027412
11,8,1,0,10.592614220121348,1,12.961491269343288
8,5,0,1,10.281427034051678,1,13.131130876604422
0,6,1,1,9.60124391951739,1,12.935945109640068
9,7,1,0,11.149693346707108,1,14.792005665576111
7,4,0,1,7.440598030212903,0,7.090094164155942
6,4,0,1,7.630871139465338,0,7.513016484483268
2,7,0,1,6.445524252377851,0,5.965613359069179
13,6,1,1,12.10426609174124,1,14.379959029937616
6,6,0,1,6.8022035287874125,0,6.315909975682948
10,7,1,0,9.001612364710793,1,12.771104190153162
10,4,0,1,8.165583004767937,0,8.5451434398101
7,4,0,0,7.690631260241964,0,7.766958009691222
6,7,0,0,7.905520217381605,0,8.024462261453372
10,4,0,0,13.41147576039892,1,15.887637010879793
8,4,0,0,10.257167775622758,1,13.303684504464954
5,6,1,1,7.828333396153522,0,8.02538526194571
9,6,1,0,5.257524852520815,0,3.995800587446293
13,7,0,1,9.575045660419969,1,12.59523154889147
0,5,0,0,8.41098301253625,0,8.588643913144715
8,8,0,0,12.015769221991071,1,14.637214617765236
16,5,0,0,9.056551218986709,1,12.080366380161948
7,9,1,0,12.07013991814834,1,15.473927601505784
14,5,0,0,9.128484616495175,1,12.700845490430678
9,6,1,0,10.089978835254245,1,12.809763030238908
7,7,1,0,9.4375108394219,1,12.560914100295
7,4,0,1,6.004352097376567,0,5.578706693230301
10,6,1,1,7.275566599740432,0,6.541954351921927
2,6,0,1,7.37520129637118,0,7.755900837266358
10,7,0,0,10.537986630123669,1,13.003108603710462
9,4,1,0,9.830015911077956,1,13.303716280191246
6,7,1,0,13.178875241750465,1,15.903944334087877
4,6,0,1,5.308811576290802,0,4.4360461532991335
0,5,0,0,8.381080278940287,0,9.71769616607168
8,5,1,1,7.279675454737088,0,6.6643301425214165
13,6,0,1,4.2394790950128085,0,2.554236424100005
4,4,0,1,5.525778656777142,0,4.675157332368485
6,2,1,0,10.541596204882987,1,13.823594309573272
11,5,1,0,9.604908382954411,1,12.475631452894838
9,5,0,1,8.119851001628035,0,8.488549354894461
7,6,0,0,8.450002629802881,0,10.230218281938251
11,6,1,0,6.829644488857952,0,5.876819743664672
3,5,1,1,7.806940258563816,0,8.121579473889254
6,5,0,1,7.253476293697636,0,6.467148320906375
5,8,0,0,10.061434399162408,1,13.742691477791572
7,5,1,0,9.051563308014249,1,13.632485677308368
10,5,0,1,7.993172099005527,0,8.238987111120347
2,5,1,0,10.019926950258537,1,13.659014556439262
9,3,0,0,5.930723861611576,0,5.390917841438736
9,6,1,1,9.380078276474274,1,12.84794733090117
8,5,1,0,10.413860577761383,1,13.000332402864952
9,2,0,0,8.732137943994339,0,8.621968317065113
15,6,1,0,10.142069053611865,1,13.561329968006536
7,5,0,1,11.59257154652031,1,14.793865727716838
6,5,1,0,9.788831823367254,1,13.67408646656212
8,6,0,1,12.17133820837458,1,14.84810829140255
9,5,1,0,9.717435865473012,1,12.746168055100656
13,5,0,0,9.391981567056884,1,11.709690041403046
11,8,1,0,7.639140898600772,0,6.989435329700232
5,2,0,0,10.177856026249172,1,13.369818950621676
4,8,0,1,7.763026108791209,0,7.607617141354932
6,6,0,0,7.185448334607792,0,7.543517734870244
8,4,1,0,10.758521105178255,1,13.526689558918646
2,5,0,0,8.960977815913763,0,9.660490936929088
7,7,0,0,12.523362622411476,1,15.981551028947184
-2,1,1,1,9.932088248868542,1,13.362284059676412
7,5,0,1,4.694833187321406,0,3.2399866098621777
12,7,0,0,7.220758907409006,0,6.4569098340362645
9,5,0,0,6.639744674484979,0,6.259555114522895
2,5,1,1,11.102393176102392,1,14.057802210389848
8,5,1,1,8.77267551565311,0,9.006174043462098
4,3,0,1,10.129226390967611,1,14.040742822646513
11,7,1,1,11.051512812887232,1,13.75521178464272
7,3,0,1,6.996532821746092,0,6.919975590731024
9,5,0,0,4.602838819566835,0,3.2625055691295746
8,6,1,1,8.809704502627618,0,9.691618823781994
6,5,0,1,9.873869248610564,1,13.61740431441854
10,4,0,0,4.5249967231632375,0,3.150154156270036
4,7,0,0,7.656831712043532,0,7.430714135200112
11,6,0,1,8.821586349939766,0,8.390716224934586
10,7,1,1,7.287313907714445,0,7.238429292505047
9,6,1,0,9.348012423458144,1,13.270364295326528
7,5,0,0,7.801855700897272,0,7.831383457853367
8,6,0,0,9.89710976757368,1,13.834303763655669
8,6,0,0,12.376642569460758,1,14.97926562570343
7,7,1,1,6.749869145582927,0,5.8348743702095165
8,6,1,1,4.457947787328783,0,3.378980963913077
6,6,0,1,7.722270963686402,0,7.706408327175451
5,5,0,1,10.763526312388818,1,13.89591884524654
6,5,1,1,8.657620082020584,0,9.433212386579244
5,6,1,1,6.216730630479534,0,5.701103814594731
7,5,1,0,9.121576647019086,1,12.210844265912309
11,7,1,0,4.089064124524117,0,1.8104381668712304
12,1,0,0,10.822044180027472,1,14.02099796834468
6,5,0,1,10.797885456225083,1,14.961447693483962
4,7,1,0,7.148379900461361,0,7.986319135034517
8,5,1,1,8.687891081676382,0,9.782655623943985
2,8,0,1,8.937745263964711,0,9.912081218894013
8,2,1,0,9.15715459380543,1,11.979146741421513
9,4,0,0,12.422396753158273,1,15.539556616034178
9,6,1,1,5.992891331715445,0,5.100438485000812
9,8,0,0,9.044678925463996,1,12.086634170964158
9,7,1,1,8.346462146807106,0,8.074959026746495
7,5,0,0,5.941473741871141,0,4.869942787173281
10,7,1,1,12.794109586534594,1,14.497768960618242
13,3,0,0,12.244028221231366,1,14.73027482519035
13,2,0,1,9.063099515564277,1,12.365143794679732
4,5,0,1,5.546684041113597,0,5.3063099041913935
7,7,1,0,7.820042329276416,0,8.011024467305452
9,5,0,1,11.338938971175232,1,14.38476986355252
10,6,1,0,6.638237454275162,0,5.9941638363112775
7,8,1,0,9.089862029955668,1,12.937105497244657
5,4,0,0,10.851445487858308,1,14.443392994808304
5,6,1,0,9.102987250190882,1,12.245635310140434
7,6,0,1,10.879391734348792,1,13.85795909418956
8,4,1,0,6.242768606591763,0,5.009039788167231
10,3,1,1,9.96628521223705,1,13.231403741886
8,5,1,1,12.143277917255343,1,14.750433977439856
8,4,0,0,9.44466352594366,1,12.69911854300152
7,9,0,0,11.225318879142923,1,13.535517459925735
6,4,1,0,7.527501460019846,0,7.495990840928691
5,4,1,1,6.465311665800845,0,5.99762919634629
7,6,1,0,7.571964531536451,0,7.5195998628317
4,4,0,1,11.757746264612784,1,15.103454817830904
3,6,0,0,6.375581363955147,0,5.319912758395131
9,5,1,1,12.580051054792436,1,15.056403494828285
12,5,0,0,8.45072335843398,0,9.642726537157294
8,5,1,1,10.106788167141634,1,13.39230470323306
5,3,0,1,7.436765591745166,0,6.99084710432986
8,7,0,0,9.62884251823333,1,12.469015901121814
4,7,1,0,10.778366969887037,1,14.742898578290369
12,8,1,1,11.983621224834776,1,15.027218241022412
6,6,0,0,7.575238720887283,0,7.289692258199921
3,6,1,0,12.069196632271488,1,14.12118132621944
5,6,0,0,10.005513933593708,1,13.084146608394674
6,3,0,0,9.92185235448671,1,13.167278001800376
13,8,0,1,10.421222445727446,1,13.345556506788812
10,7,1,0,8.274502070217402,0,8.462102289232094
6,5,0,1,11.19055650959377,1,14.249601504678502
6,5,0,1,8.73656691730439,0,9.21489243094673
8,7,1,0,8.746538796492043,0,8.519785988944067
10,5,0,0,8.661637994888325,0,9.466364884045614
6,5,0,1,10.96065512686431,1,13.977299016568738
6,4,1,0,9.288085272031626,1,13.40566091231754
8,3,1,0,9.762202851412498,1,12.584257471918631
8,3,0,1,8.721766354261739,0,9.30395789930004
12,6,0,0,6.300576418659166,0,6.021107159048596
10,7,0,1,12.530043922651457,1,14.643862083992252
7,7,0,1,4.842180104305208,0,3.6275568253876544
6,5,1,1,9.574313591973317,1,13.486321448145558
11,5,0,0,9.659611074610371,1,12.320735042689536
10,5,1,1,8.230807390289112,0,8.526546240173051
7,5,1,0,9.029376117721258,1,11.871301384740196
9,4,0,0,4.694319830923972,0,3.666663177896574
9,7,0,1,8.589164864356711,0,9.49503584308906
5,7,0,1,10.41255827495494,1,14.268042788001088
7,6,0,1,8.259437992082237,0,8.631476463872968
7,6,0,1,6.997468624340636,0,6.541365041211385
10,3,0,0,8.574819745036084,0,8.769899145641105
6,7,0,1,8.349786215930767,0,9.24136259530479
9,7,0,1,8.303130155506027,0,8.413198419351161
2,4,0,0,10.162669975818323,1,14.388807666737502
11,8,0,1,6.630586943504749,0,5.6212429193940565
3,7,0,1,9.21529297013801,1,12.717692134587889
8,4,0,0,7.074008348121712,0,7.432137163868151
11,6,1,0,6.363835069116675,0,4.284295678611233
2,4,1,0,8.893037466513324,0,9.717909463870807
8,7,1,1,7.996522028347833,0,8.90906690063288
5,6,1,1,7.663562407468831,0,8.024519532469395
8,6,1,0,10.201125792162966,1,12.525194393835951
5,3,1,1,11.371303685746776,1,15.004083478588942
2,7,0,1,6.973339972840482,0,6.256331480217036
5,8,0,0,7.153801842595301,0,7.02453355473558
12,5,0,0,7.483053044346663,0,7.09157270406957
7,5,0,1,4.751518013249576,0,3.842930953812774
8,4,0,0,11.160485783222024,1,13.966991139842708
7,3,0,1,7.140747691246111,0,6.18375041955265
5,5,0,0,10.44574645633186,1,13.883954111199266
11,6,1,1,14.686975737315413,1,16.719075439240648
6,6,0,0,8.69642773109561,0,10.066150141328553
4,5,0,1,9.253155743749318,1,12.075587746807672
6,6,1,0,12.967044579871509,1,14.97230408491982
5,3,1,0,12.713049485704945,1,15.184480082872572
8,4,1,1,12.845436954368877,1,15.074732473349004
7,5,1,0,8.80692685882322,0,9.479575428232383
7,6,1,0,9.828010839723945,1,12.785149709768325
7,5,0,0,10.921426236171037,1,14.039981001679218
13,7,0,1,10.4196315847694,1,13.75316679427853
5,5,0,1,12.079346455151828,1,14.916141826522786
11,8,0,1,8.820743674709906,0,9.17903717012798
7,7,0,0,7.787608041127632,0,7.602783317260584
9,6,0,0,8.820277739133823,0,8.777092707459625
4,4,1,0,12.936750037022009,1,16.348935204938666
7,6,0,0,10.798585986827526,1,13.735039154509902
2,5,0,1,7.596042112107327,0,8.743455505090983
3,6,1,1,6.242654013844198,0,6.389309197310525
5,5,0,0,6.584559028379635,0,6.455245577470233
6,4,0,0,8.146258608599004,0,9.100516189834911
10,5,0,0,7.192483966357862,0,6.849833730452179
6,3,1,0,7.7697674639418866,0,8.269530004194278
10,6,0,0,7.005313944526771,0,7.083806067135792
10,6,0,1,4.058463341213125,0,1.6507167791808188
5,6,1,1,10.883859681045209,1,14.591101815514335
9,7,1,0,7.437987090314206,0,8.148379986203004
9,4,0,1,8.81953850815344,0,8.984459676356945
5,2,0,0,9.67170537255318,1,12.95247848381626
12,8,1,0,10.111708960317255,1,13.181946757765436
7,4,1,0,7.097542431675759,0,6.084887872599137
7,5,0,0,7.98520247220335,0,8.109608491190125
12,5,0,1,12.021177412576996,1,13.198893116332606
5,5,0,0,10.212310051378646,1,12.893666150399444
4,8,0,0,13.455323892979823,1,15.569348173348772
6,5,1,0,9.492061049821189,1,13.26118305367749
3,5,1,1,8.256584360675985,0,8.127705915259282
9,5,1,0,1.964201664264232,0,-1.6922145075585533
9,3,0,1,8.116422977430808,0,7.817813849954054
11,6,1,0,9.830695338028145,1,12.915388816052095
2,7,0,0,8.916903129257728,0,10.505260148925762
9,5,1,1,8.00172157040184,0,8.263678249068692
7,8,0,1,11.53149361776586,1,14.600415971469106
12,7,1,0,7.769887732724637,0,7.288944125743366
9,4,0,0,9.355010982982032,1,12.55159639956576
9,5,0,0,10.339005833066214,1,14.147518900653171
10,5,0,1,11.40995678466104,1,14.689192964800071
6,4,0,0,11.447309072760373,1,13.799787591946972
9,4,0,1,10.09409431926776,1,13.5485248539848
12,6,1,0,8.846406962573877,0,9.862794017651945
7,7,0,0,8.49740040066775,0,9.672269413907872
9,6,0,1,5.640422018123515,0,3.236647168258316
10,5,0,1,12.909367075915934,1,16.3759765093766
12,5,1,1,9.709824709956829,1,13.72766413676952
6,3,0,0,9.617465760455278,1,13.825053374382556
9,8,0,1,6.5372982027966415,0,4.704417244436336
15,7,0,1,8.45956438595044,0,7.759346267846122
5,7,1,1,10.689418000582648,1,13.82122717397067
12,4,1,0,6.296554447418023,0,4.787367663041727
1,6,1,0,9.166925113077912,1,12.201924539757067
11,5,0,1,11.955688785981849,1,14.392113587871169
10,4,1,1,10.306215494488857,1,13.346022619901296
10,4,0,1,9.569898501936668,1,12.464394434084246
10,9,0,0,5.204362041043428,0,3.810307480519413
5,4,1,0,11.735147535379191,1,15.50562163401651
10,6,0,0,7.455007391719751,0,6.984098270338872
7,6,0,0,11.099103309734192,1,13.830819428039025
10,4,0,0,12.668903174774025,1,14.769774646894684
8,6,0,1,8.474427947469835,0,9.39155984873095
8,7,0,1,10.794416086472252,1,14.114948615302184
7,7,1,0,9.242709211220838,1,12.479122923029786
4,4,1,1,7.527408858916317,0,7.296098451464947
8,6,0,1,10.759877122227142,1,12.87386765756134
8,6,1,0,9.633476609487058,1,12.797972895929297
8,5,1,1,9.853481844261683,1,14.195179123535766
9,8,0,1,5.669407098963866,0,5.222173065633013
7,8,0,0,7.755080237752825,0,8.259031403384672
4,5,0,0,7.537449446563366,0,7.109628826771515
9,4,1,1,11.860710718994335,1,14.230159994673594
9,5,0,1,10.09417822340532,1,13.276028793179938
11,3,0,0,7.263909741448735,0,6.385569501702697
2,6,0,0,7.419631878960428,0,8.026448688009964
8,7,0,0,8.340503287715421,0,7.673771065210624
8,6,0,0,8.608950229299722,0,8.873679639094245
6,7,1,0,8.700253954895182,0,9.745379008518276
4,5,0,0,11.395650487777091,1,14.326600323911284
14,8,1,0,5.4998181770897245,0,4.3855854948023465
9,4,1,1,6.377152248920892,0,5.070774590772547
5,4,0,0,6.875644555879523,0,6.616309291305034
9,7,1,1,10.028008676202404,1,13.247624321412966
11,7,0,0,7.822905598372069,0,8.522239692202007
12,4,1,0,7.535897207654823,0,7.239589997556542
6,8,0,1,7.786329089342618,0,7.445719990247968
7,5,0,0,7.784240194464144,0,8.126926584059962
8,5,0,0,9.912286720394231,1,13.183552529017946
11,6,0,1,8.72693326917898,0,7.342518423845405
10,4,1,1,7.712834014016512,0,6.294916638884136
8,6,0,0,11.68352582438292,1,15.040770706256712
0,5,0,1,11.58235705886228,1,15.113177668046436
6,6,0,0,8.215032686584847,0,8.024775511737396
8,3,1,0,6.566478037191565,0,6.258884551046444
15,6,0,1,5.451702732992269,0,4.134522166569446
7,5,1,0,10.994591136537984,1,13.86557457891769
0,7,0,1,6.9792337323098526,0,7.574278727815002
7,4,0,1,6.731013286573857,0,5.6696907353849895
6,4,0,0,9.072920016108634,1,12.66109296560624
6,5,0,0,11.269064220471831,1,14.481657096206249
7,4,0,0,6.493352324127798,0,6.148417997489507
7,7,0,0,10.601564115651133,1,14.002236567604806
5,5,1,0,8.085621420683307,0,7.863450052936503
3,3,1,0,5.737754659838172,0,5.749518110106925
7,5,1,1,8.049360157254414,0,7.988027047350853
11,4,1,1,9.970994755446355,1,12.645830805948584
6,7,1,1,8.847775341282244,0,10.00686441925819
7,4,0,1,6.576514582268272,0,5.843891975656724
4,4,0,0,6.112413317848411,0,5.461164314998328
13,8,1,0,9.16061276039342,1,12.018921106037972
5,5,0,0,8.012269119875295,0,7.907044033532125
13,6,0,0,10.158861711824636,1,14.310025080474926
8,7,0,0,7.968748601634518,0,7.971228216206158
7,7,1,1,10.96613515913395,1,12.675738594789262
12,7,0,1,10.073787780296556,1,13.30718974463427
7,5,0,1,8.428367791965352,0,8.30001574762958
10,4,1,1,8.136717737815482,0,7.185698969913463
16,7,0,0,7.846506436586379,0,7.492573324620971
6,7,0,1,9.532648789594129,1,13.855533401000423
9,6,0,1,6.424037011208572,0,5.453432909535483
5,8,1,0,10.161392375459595,1,13.376225250637438
9,6,1,1,7.279010556930717,0,6.035970903069965
9,7,0,1,8.991809238893143,0,9.996729875437728
5,5,0,1,6.941880825061235,0,6.034315755078151
5,7,0,1,7.944845725915719,0,8.150750842051144
6,7,0,0,9.421946871813736,1,12.891611794647735
6,5,0,0,9.138126553324318,1,12.04917404041603
2,6,0,0,12.701313875053524,1,15.314249286894963
12,6,1,0,10.37480362543658,1,13.556568386762656
11,4,0,0,7.159202871959533,0,7.048327191153966
9,6,0,1,10.136562051903612,1,13.050888832041268
10,6,0,0,8.505327201271594,0,8.926469362280255
10,4,1,0,9.61272734227922,1,13.000261660941057
5,7,1,1,8.357072355047952,0,8.227244466752335
9,6,0,0,8.601217270144781,0,8.94537000205659
7,4,0,1,7.578408162984099,0,8.00396571856105
4,4,1,1,8.460490134510888,0,10.036093389182383
5,5,0,0,10.57545883554218,1,13.573831001358723
10,6,0,1,7.654199945772974,0,8.794877942590947
4,6,0,1,5.443301153558042,0,3.961511233654737
3,3,1,1,6.422916870866029,0,5.66016721880909
9,5,0,1,7.383328894908375,0,7.677027206723233
8,6,1,1,10.83717024051763,1,13.459704199126383
9,4,0,1,9.855486272889625,1,12.964668661402712
10,5,1,0,11.213551481176914,1,13.79901392492341
2,5,0,0,9.956291117055915,1,13.631063436382895
10,6,0,0,7.66712488995681,0,8.050173110168172
14,6,1,0,8.36642539370311,0,8.634735393863043
4,6,0,1,11.726726870458933,1,14.713114157050144
12,4,1,1,8.612487609257222,0,8.607304609224652
10,5,0,0,8.877608727921812,0,8.968614482890565
12,7,0,1,7.784740937853037,0,7.81020431464524
3,7,0,1,10.343400836219782,1,13.15484163122662
4,5,0,0,7.644811846188698,0,7.177848377629228
1,6,0,1,8.328626244719532,0,9.527284519284947
7,6,0,0,10.863052588039912,1,13.505710314207915
0,5,0,1,10.899578904576783,1,13.899195390840887
9,6,0,0,11.421379887489666,1,13.22296044206228
6,4,1,0,6.629744003412977,0,6.424611458594086
8,5,1,1,8.041537807959386,0,8.393805246514653
7,6,1,0,6.794234990100732,0,6.621886719104816
8,6,1,0,10.112947972691757,1,12.25636985375504
9,7,0,0,9.97643157993607,1,13.193826368799977
3,4,1,0,10.97946355729274,1,14.278117451178971
9,5,0,1,7.618766439545149,0,7.243745969845942
5,6,1,0,8.239562491015304,0,8.61691655529648
10,5,0,0,9.914928783386088,1,13.845681959155463
11,6,1,0,6.1756785933851575,0,5.6998406407007565
8,4,1,1,10.365129887797842,1,13.539141529408884
1,4,0,1,11.844164760192813,1,14.908310038862837
7,4,0,0,8.873207035958488,0,9.549354272520596
3,5,1,1,8.200128949166135,0,7.675445590236576
7,7,0,0,13.04780450530334,1,15.807387709407184
7,6,0,0,6.368103858028899,0,5.605537301248898
11,6,0,0,8.19846596244272,0,7.417085223517648
10,6,1,0,9.615876669485102,1,12.072582362349824
5,5,0,1,7.460197469553504,0,8.13993837147908
7,6,1,0,4.492927453826733,0,3.0698868878865206
11,6,0,1,9.539440692443945,1,13.68344632849002
8,5,0,0,9.922069291556529,1,12.970549523034832
2,5,0,0,4.784054153525163,0,3.6007760189834483
13,4,0,0,6.644013931773855,0,6.043338735248757
6,3,1,0,10.259564932366365,1,12.871020714461912
11,3,1,1,8.334675849315238,0,8.379552383386262
13,6,0,1,7.622136520611641,0,7.841720837878078
11,7,1,0,10.455885500384756,1,13.7532597241305
5,8,0,0,7.650522569410482,0,8.478704461466107
11,6,1,0,7.518673339921056,0,8.186161309891794
8,5,1,1,8.25627475396648,0,8.042137831081046
8,3,1,1,8.006645721805373,0,8.608040998892807
10,6,1,1,6.852624289668456,0,5.8144759170708
8,4,1,0,8.450041835392252,0,9.793095413440794
9,7,0,1,10.389105858401042,1,13.088608986990844
6,8,1,1,13.162528260684738,1,16.66247749967555
10,7,0,1,7.82467243424948,0,7.927566868884974
7,6,0,1,9.861844436089266,1,12.87170266580491
8,6,0,0,9.681130183178784,1,12.478472148333337
11,5,0,0,11.879143307387386,1,13.890082087124233
3,7,0,0,10.076396961678867,1,13.534034073732522
10,5,0,1,10.831755897714528,1,13.713770164260367
8,9,1,1,7.88212970678305,0,8.324701614681032
13,6,0,0,6.4253612696085085,0,5.0924534420982095
