age_of_participant,years_of_experience,gender,rural_residence,previous_beneficiary,microcredit_participation,monthly_income
18,2,0,1,0,1,40.98199969195363
39,16,0,0,0,1,22.565441889611986
40,20,0,0,0,0,19.51717659529424
34,18,0,1,0,1,29.11853842044947
28,23,1,0,0,1,30.18996919723186
26,21,0,1,0,0,29.598528596175942
23,25,0,1,0,0,31.61865577193362
21,13,1,0,0,1,38.273918341218646
34,23,0,0,0,0,23.830170901087637
36,16,0,0,0,1,26.04290260439873
25,17,0,0,0,1,34.23134629285148
21,23,0,0,0,1,35.44827708211134
19,26,1,0,0,1,39.66632251010745
19,23,1,1,0,0,34.86201763365269
35,5,1,0,0,1,30.204645332921416
24,20,1,1,0,0,33.28890157131325
23,29,0,0,1,0,28.0108394732842
25,10,1,1,0,1,36.62351748251791
31,16,1,0,0,1,30.45830241465406
11,17,1,1,0,0,40.74784700743567
30,19,1,1,0,0,28.553431955719173
24,28,1,0,1,0,29.39270363218157
36,22,1,1,0,0,22.115698298318925
29,11,1,0,1,1,31.328277900977447
43,20,0,1,1,1,18.63559275106497
33,18,1,1,1,0,25.237373463193176
35,16,1,0,0,1,27.172140883538177
23,18,0,1,1,1,34.49031544417756
40,12,1,0,0,1,23.682534177308757
38,21,0,0,0,1,22.91619367983754
35,16,0,1,0,0,22.866490751602623
32,20,0,0,1,0,22.579775099954077
21,17,0,0,0,1,37.19691311788001
23,21,0,1,1,0,30.818539150793523
35,17,1,0,0,1,28.072769488045488
24,20,0,0,1,1,35.31157106196329
32,21,0,1,0,0,24.46410089531282
29,24,0,0,0,0,26.85292149757669
21,31,0,0,1,0,31.999532863261532
45,37,0,0,0,1,16.856460324465573
33,21,0,1,0,1,28.154169408629688
40,24,1,0,0,0,17.644121704359172
28,17,0,0,1,0,27.073114597190276
27,15,1,0,0,1,33.278969546967375
18,17,0,0,0,1,38.57407008544438
56,16,0,0,0,1,12.198840653013562
44,15,0,1,0,0,14.620754099056288
22,26,0,1,0,0,30.82251051270452
16,19,1,1,1,0,36.99106468832356
35,16,0,1,1,1,27.318079533362752
37,17,1,0,0,0,21.149519305736444
41,16,0,1,0,1,21.550453811531845
34,20,1,1,1,0,22.82004402089701
22,13,0,0,1,0,31.60260552849266
40,18,0,0,0,1,23.390522252421537
24,16,0,0,1,1,34.44103006034175
29,11,0,1,1,0,29.437647545405376
33,21,1,1,0,0,23.0281578385537
31,7,0,0,1,1,30.70936631197305
37,11,0,0,0,1,27.3268942537279
27,27,1,0,0,0,28.109032700577355
17,18,1,1,0,1,38.68843008454697
33,21,0,0,0,1,26.19347558862174
25,18,0,0,0,0,28.543834505733766
26,32,1,0,1,0,27.12474961962371
17,18,0,1,1,0,36.085894054094126
25,33,0,0,0,1,30.229697865106285
12,12,1,0,1,0,39.828135435707416
32,19,1,1,0,0,25.723399031089752
43,19,0,0,1,0,17.021188108730335
33,13,0,1,1,0,23.66397983402728
33,21,0,1,1,0,23.83344012285888
30,21,0,1,1,1,30.582900224287776
32,16,0,0,1,1,27.416666815133084
27,29,0,1,0,0,27.543189158662464
18,25,1,0,0,0,33.74125380529879
21,17,0,0,1,1,37.72531205696722
31,14,0,0,0,1,28.98189640205688
19,25,1,0,0,1,37.28996179908953
33,22,0,0,0,1,26.300526559732248
40,18,1,0,0,1,22.52457379324964
36,18,1,1,0,0,21.04552480423215
30,22,0,0,1,0,25.48732448732312
40,10,0,0,0,1,25.138633287720165
25,20,0,1,0,0,27.77776445909512
17,30,0,0,0,0,32.83357327531859
17,22,0,0,1,0,35.321681347168045
24,27,0,0,0,1,33.680611168765935
42,21,1,0,0,1,20.77759897300292
16,20,0,0,1,1,40.526786025231374
31,18,0,0,0,0,27.62993888707446
33,17,1,0,1,1,28.33387219471229
26,28,0,1,0,1,30.789176978615853
38,17,0,0,0,1,24.16362502542334
35,14,0,0,0,1,25.45848027838239
21,17,1,0,1,0,35.309292152211995
17,3,0,0,0,1,41.80542407702338
25,22,0,1,1,0,29.24455549904561
28,29,0,0,0,1,29.976634170207017
27,22,1,0,1,1,30.59959597439773
24,25,0,1,0,1,34.47769070210742
34,13,1,0,0,1,27.31497964299905
23,29,1,1,0,0,30.356433297971943
25,24,0,0,1,1,33.86726791727082
37,14,0,0,0,0,20.44787790817388
17,11,0,1,0,0,35.399964112656235
40,20,0,0,1,1,22.76923927890562
32,22,0,0,0,1,27.479321131192886
29,25,0,0,0,1,29.507795695152943
28,19,1,0,1,0,26.00524334927466
30,17,1,1,0,1,30.892375405045804
25,15,0,1,0,1,35.00425305092439
30,14,0,0,1,1,31.81252620848668
30,27,0,0,0,1,27.30503330680172
37,19,1,1,1,0,21.627042976804344
39,15,0,1,0,0,20.57359245489794
33,23,0,0,1,1,26.60649801566107
29,10,0,1,0,1,31.844117109251624
9,11,1,1,1,0,43.10211342104752
44,14,0,1,0,0,19.72480902765137
26,16,1,0,0,1,32.922377089431805
47,13,1,1,1,1,17.672606201539303
30,13,1,0,0,0,27.097038886848807
29,20,0,0,0,1,30.1437756828518
44,24,1,0,0,1,17.121766690470807
27,18,0,0,0,0,27.143988392427502
33,7,1,0,0,0,26.980632197732675
36,27,0,1,1,1,23.49486333009418
38,9,1,0,0,1,24.968391332855777
25,22,0,1,1,0,29.981476807884043
25,15,1,1,0,0,30.6781427577053
39,24,1,0,1,1,22.18707870784476
38,31,1,0,0,0,19.647546320601712
17,18,1,0,0,0,36.03444644157581
26,12,0,0,0,1,35.340340814129405
33,30,0,0,0,1,26.59931113607071
24,27,0,0,0,0,29.10991104487473
30,17,1,1,0,0,26.934620404360725
29,31,0,1,0,0,24.580510695225417
21,21,0,0,0,1,36.38828080137512
32,5,0,0,1,1,30.85207804485909
29,15,1,1,1,0,27.911246683036023
24,15,0,0,1,0,30.71096789781099
30,23,0,1,1,0,25.511311292017208
31,14,0,0,1,1,28.8894566819557
31,19,1,0,0,1,29.345934906719275
45,14,1,0,1,1,19.88319345523408
31,5,1,1,1,0,26.760900824220005
39,10,1,0,1,1,24.19261011724577
27,23,1,0,0,1,30.587853480844498
33,17,0,0,0,1,27.14818349217185
31,29,1,0,0,0,23.532649134324625
31,26,1,1,0,0,24.303725922729125
28,31,0,1,1,0,26.33155710967643
33,16,0,0,1,0,23.97245689262254
23,24,0,0,1,1,32.96051938132786
24,18,1,0,0,0,32.82658533330639
32,20,0,0,0,1,27.34816325566344
39,5,0,0,0,1,24.687624554745423
36,27,1,0,1,0,20.60436931521108
27,16,0,1,1,0,29.848116835437647
18,21,1,0,1,0,36.98877682352162
32,20,1,0,0,0,24.09342920676074
28,18,0,0,0,0,27.12113864494069
35,13,1,0,0,1,27.167260289647164
31,19,0,1,0,0,24.3803908315949
23,24,0,0,0,0,31.908516852512815
23,20,1,0,1,0,30.4007425843653
41,16,0,1,1,0,20.643669043218555
25,21,0,0,0,1,33.08642532037321
32,23,0,0,1,0,23.59733710724448
25,16,1,1,0,0,32.17005013479635
19,16,0,1,0,0,35.73782246258969
26,11,1,1,0,0,32.37186574511532
15,15,0,0,0,0,36.31141941371304
26,31,1,0,0,1,33.19069602297505
38,21,1,0,1,0,18.20392056943393
29,9,0,0,0,1,31.70685806537372
29,1,0,1,1,0,29.96340074535229
35,19,1,0,0,1,26.4238102955324
33,27,1,0,1,1,26.96752034593545
30,13,0,1,0,1,31.367060799563905
25,18,0,1,0,0,29.58773874188677
32,19,0,1,0,0,26.726202705848166
36,25,1,0,0,0,19.619998064186607
29,12,1,0,0,1,33.187448391386475
32,20,0,0,1,1,27.311147492272248
33,21,0,0,1,1,27.161350725408106
32,9,0,0,0,1,31.330897566373725
23,8,0,0,1,1,35.57682583644228
25,16,0,1,0,1,35.33952262699477
39,32,1,0,0,1,21.567041380419944
27,25,1,0,1,0,27.79085180129257
26,22,0,0,0,1,31.23759449800521
33,28,1,0,0,0,23.22723176072732
29,18,0,0,1,1,29.0389481601064
35,27,0,1,1,0,19.46921914476516
32,13,1,0,0,1,28.45762762204549
15,18,1,0,0,0,36.67867136848263
34,26,0,0,1,1,25.796867896617865
32,26,0,1,1,0,23.60375424120342
26,17,0,0,0,1,34.63548606752217
36,16,0,0,1,1,27.374591061158043
32,27,1,0,0,1,29.81459574527701
26,22,0,1,1,0,27.86666817092355
37,11,0,0,0,1,26.03813890295398
31,16,0,0,0,1,32.236441602405904
27,29,0,0,0,0,27.135174242616145
44,30,0,1,1,0,14.57476130775714
35,35,0,0,1,0,22.117313438639943
33,21,0,1,0,0,22.093330909128507
46,21,0,1,0,1,17.604470133565258
29,25,0,1,1,0,23.741762411818083
28,21,0,0,0,1,30.350073986327608
31,7,0,0,0,0,28.315443860607807
14,16,1,0,1,0,37.09209844714146
22,23,1,0,0,1,36.05509008625236
23,20,0,0,0,1,33.51371731055357
14,22,0,0,0,1,39.87373934497953
30,20,0,1,0,0,27.256269052889746
31,27,0,0,1,0,23.957657376613195
31,26,0,0,0,1,26.341507169911512
29,24,0,0,1,1,30.927203177575343
43,19,0,0,1,0,16.257050533568872
37,19,1,1,1,0,21.84715006688228
22,20,0,0,0,0,34.51736233854043
43,24,0,0,0,1,20.003402011540334
24,29,0,1,0,1,31.39140481478868
21,16,0,1,0,1,39.40138225143132
28,17,0,0,0,1,31.342214727781894
41,26,0,0,0,1,20.91226097813472
36,14,1,0,1,1,25.95812464640019
27,20,0,0,0,1,31.954945414062877
44,21,0,1,0,0,14.065882762872288
30,21,1,1,0,0,25.393634908361488
3,17,1,1,0,0,47.53497539018514
42,20,0,0,1,1,20.71229929945445
42,9,1,0,0,1,21.464610020328823
17,29,1,0,0,0,35.17569326293461
42,15,0,0,0,1,20.233435385355545
29,24,0,1,0,1,29.052600615097315
31,14,0,1,1,1,29.510258719527343
23,10,1,0,0,1,36.53539202723565
23,25,0,0,1,1,33.27821864060677
25,20,0,0,0,1,33.74453308602022
28,13,1,1,0,0,29.11836999828633
23,16,1,0,1,0,30.24569466468266
21,28,1,0,0,0,32.01303701476931
34,9,1,0,0,0,24.74640152187867
34,15,0,0,0,1,28.48063759048561
33,15,0,1,0,1,26.99300782885803
32,22,0,1,0,0,25.316018400517205
31,22,1,0,1,1,30.861422238990524
32,20,0,0,0,1,26.2973756470216
32,24,1,0,0,0,26.57001714164477
35,18,1,0,0,0,23.936829590256888
27,22,0,0,0,0,29.273957726229952
30,20,0,0,0,1,30.391675563543643
44,22,1,1,0,0,16.680587111554917
22,24,1,1,1,0,31.82669065241012
30,28,0,1,1,0,26.740433125504005
31,25,0,0,1,0,23.318925701903204
26,20,0,1,0,0,30.06210421506409
36,17,1,0,0,0,23.01347816730313
32,18,1,1,0,1,29.346239813509428
16,26,0,1,0,0,35.72199523709947
35,16,1,1,0,0,23.3292247827736
23,25,0,0,0,1,35.27062773848288
18,22,0,0,0,1,37.229576070123954
30,8,1,1,0,0,29.1282532950237
20,22,0,0,0,1,36.21427658443744
33,29,0,0,1,1,23.989997566440845
19,23,0,0,0,1,38.31727511161712
33,16,1,0,0,1,27.16470071171384
36,14,0,0,1,1,23.041061352114014
41,18,0,0,0,1,20.02149999062544
38,18,0,0,0,0,20.15812653423929
40,22,0,0,0,1,21.12472383843233
33,19,0,0,0,1,29.010218264405413
34,26,0,1,0,0,23.49655472931338
33,22,0,1,0,1,28.382457294401775
27,24,0,0,0,1,29.970137362790357
24,30,1,0,0,0,30.026917063789185
-2,21,1,0,0,1,51.874367677440965
28,22,0,0,0,1,31.137958267788576
13,21,0,0,0,1,40.8474899522485
40,22,1,1,0,0,19.03976347871876
29,22,0,1,0,0,26.89997867150365
27,31,1,1,0,0,26.81925718673149
29,18,0,0,0,1,31.217019532976217
38,17,1,0,1,0,21.774805365225777
29,20,1,0,1,0,26.38669392606672
26,23,0,0,0,0,28.53879220928525
26,13,0,1,0,1,35.01062272889317
27,24,0,1,1,0,26.893039345453808
22,17,1,0,0,0,32.399552787926936
22,19,0,0,1,0,31.80082267039218
25,19,0,0,1,0,28.940135497693618
44,27,1,1,1,0,14.418900002231776
32,14,0,0,0,1,27.886738661071867
20,19,0,0,1,1,36.04607105457504
31,20,1,1,0,0,24.53027791536406
16,27,0,0,0,1,38.06282887703495
33,25,0,0,1,1,26.23242520728994
19,28,0,1,1,1,37.38234830837941
34,29,1,1,1,0,21.26951640967323
29,23,0,1,1,0,25.02956804128761
16,11,1,1,1,0,37.67643318530037
45,21,1,0,0,1,19.75034296534072
25,31,0,0,0,0,28.291712153336213
25,25,0,0,0,0,29.22420266279484
29,21,1,0,0,0,27.94918992046117
45,25,0,0,1,0,13.575337416008018
39,19,0,0,0,1,21.72249245038748
35,16,0,0,0,0,22.31501923577156
21,16,0,1,1,0,35.87950811494012
34,17,1,1,0,0,23.65717757419177
30,15,0,0,0,1,28.199373969870944
34,32,0,0,0,0,23.182709053650388
26,31,0,0,1,0,26.66384281155563
27,32,1,0,0,0,26.782652390394382
52,25,0,0,1,0,9.48390705767371
13,15,0,0,0,1,42.72312311691172
35,25,0,0,0,0,22.57003732487031
17,22,0,1,1,0,34.389149137914885
28,26,0,0,0,1,32.12652855701932
22,24,0,1,1,0,30.092512246396463
24,24,1,0,0,1,33.70463161399415
10,16,0,0,1,0,40.9814119095593
42,8,0,0,1,0,20.59693565527234
36,18,0,0,1,1,25.755447247981007
40,26,0,0,0,1,20.666189671285068
38,20,0,0,0,1,22.5627131715904
30,16,1,0,1,0,25.820910804035343
33,21,1,1,0,0,24.737296177779417
38,24,1,1,0,0,19.544204993469453
20,14,0,0,1,1,37.91075471753684
16,14,1,0,0,0,37.59770048284369
20,20,1,1,0,0,35.06616804671744
43,12,1,1,0,0,15.745856213796202
43,28,0,0,1,1,18.556713143238863
28,16,0,0,0,0,28.199990942803733
36,28,1,0,0,0,19.40549817876853
36,24,0,0,0,1,25.1695070957581
29,29,1,0,0,0,27.4054589567762
33,33,1,1,1,0,20.63902698389772
21,13,0,1,0,1,37.99879129166477
17,17,0,0,0,1,40.86733378149752
19,20,0,0,0,1,37.07701758621311
28,18,0,0,0,1,31.46130705685961
23,23,0,0,1,1,33.1654396118967
28,21,0,0,1,1,30.213991422129126
32,13,0,1,1,1,28.885093361981667
40,11,0,1,0,0,21.105476616931988
27,12,1,1,1,0,28.61094783906985
20,27,0,0,0,0,33.883884545557144
28,23,0,1,0,1,29.242382840185584
15,16,0,1,0,0,38.472336000132735
29,11,0,1,0,1,31.9684620248935
39,24,0,0,1,0,18.83199775300293
21,17,1,1,0,0,35.13855469654496
33,16,1,0,1,0,22.01769454639137
19,32,1,0,0,0,31.87985930832907
34,17,0,0,0,1,26.874271670654103
26,22,1,0,1,0,28.32829908983446
31,16,0,1,0,0,26.349042276005164
32,18,1,0,0,1,28.233537367464788
29,19,0,0,0,1,32.3428177617593
27,23,1,0,1,0,28.166277570444752
42,12,0,0,1,1,21.48089144643386
19,36,0,0,0,0,32.31500036604356
27,19,0,0,0,1,30.94185469163922
38,19,0,0,0,1,23.524332117941068
27,14,1,0,0,0,30.681064868446555
20,17,0,0,0,1,37.05415232360559
30,19,1,1,0,0,25.976688335695982
26,17,1,0,0,1,32.0564591329268
29,28,0,0,1,0,24.29673856066451
21,16,1,0,0,0,32.96071162730108
25,36,1,1,0,0,29.896953904029758
37,17,1,0,0,0,20.773675053518136
38,20,0,0,1,0,18.20907152123193
24,17,0,0,0,0,29.816242385738875
20,25,1,1,0,0,32.55925575039766
30,22,1,0,1,0,26.535820609746025
38,17,0,1,0,1,24.36533207434051
18,23,1,0,0,0,35.29363515101849
35,29,0,0,0,0,18.58833394860296
23,25,0,1,0,0,30.94486509197038
32,31,0,0,1,0,21.98000823853721
39,21,0,1,1,0,18.731036561367475
13,14,0,0,0,1,41.93189156916454
39,18,0,1,0,1,23.82315515892024
20,22,1,0,1,1,35.21256841955006
31,5,1,0,1,0,28.45628729298636
30,29,0,0,0,1,27.580241935317595
20,14,0,0,0,0,34.431150837535725
39,11,0,1,0,1,24.43272117661025
21,18,0,0,0,0,32.744485487196926
29,20,0,0,0,1,29.91080147719527
39,15,0,1,1,0,20.459583985463457
24,19,0,1,1,0,32.228362495079665
28,17,0,0,0,1,31.867034909239727
38,27,0,1,1,1,20.9472615988398
37,12,1,1,0,0,23.136398069343134
33,18,1,0,0,0,26.424738807050208
23,28,0,0,1,0,30.15797367194557
22,10,1,1,0,1,37.26705422200409
42,20,1,0,0,0,17.325570062130637
34,11,1,1,0,0,24.55457890254956
19,15,1,0,1,0,34.96953015488374
45,11,0,1,0,0,16.503809982957545
44,9,0,1,0,0,16.89361698930708
32,16,0,0,0,1,28.763090534902148
30,17,0,1,1,0,24.816323140270928
33,21,1,0,0,0,23.821971220529264
22,12,1,0,1,1,37.50336229726248
23,22,0,1,1,1,32.66453348660241
34,13,0,1,1,0,22.069346582634285
42,16,1,1,0,0,18.63951899409426
21,24,0,1,1,1,35.15973856542243
34,12,0,1,0,0,23.83992923934792
32,16,1,0,1,1,29.51117713153099
26,8,0,1,0,1,32.89745656430631
33,13,1,1,0,0,26.28943665129593
33,24,0,0,0,1,26.116827464501128
38,12,1,1,1,1,26.934356843600327
37,13,0,0,0,0,21.14245458371172
27,22,1,0,0,0,28.803967223711027
20,18,0,0,0,1,37.509078095021245
28,16,0,0,0,1,32.4727756604715
26,32,0,0,1,0,25.366196055853944
30,11,0,0,0,0,28.554356960382137
15,7,0,1,0,1,41.84021560200085
28,29,0,0,0,1,27.690325822959256
34,13,0,1,1,0,24.78313867086166
39,11,1,0,0,0,19.96876875755554
26,9,0,1,0,1,34.39043582948404
42,24,0,0,0,1,19.83209590744987
36,23,0,1,0,0,20.50475343756798
34,13,1,1,0,0,25.240654260479488
35,25,0,1,0,1,26.70998610239116
14,28,1,0,1,0,36.69500654420559
31,18,0,0,0,1,29.64702053693515
44,20,0,0,1,0,17.416990492100375
36,23,0,1,1,0,18.302102302254955
34,22,0,0,1,0,23.023431252707883
33,23,1,0,1,0,21.98040601256245
17,19,0,0,0,1,41.044122683910736
39,28,1,1,0,1,21.85584700504702
49,22,0,0,0,0,13.165207408547884
40,21,1,1,1,1,23.761951972223912
27,12,0,0,0,1,31.885891856527586
21,16,1,0,0,0,33.001914023702106
24,20,0,0,1,1,34.41121294461783
24,16,1,0,0,0,32.27094189883952
30,22,0,0,0,1,29.879127174574144
34,14,0,0,0,1,26.871271704289697
35,20,0,1,1,0,21.18422068603801
25,21,0,1,0,1,34.17109871219469
22,23,0,0,0,0,30.639934334594496
43,20,0,0,0,1,21.851163825971422
29,25,0,1,0,0,26.14788429586276
44,15,1,0,1,0,16.2658798917063
34,32,1,0,0,0,22.174740073164216
44,13,0,1,1,0,14.890714700517217
30,11,0,0,0,1,31.072486077586586
31,24,1,0,0,0,24.46626484250473
25,12,1,1,0,0,30.64028740858825
36,13,0,0,1,1,26.942657748797536
28,19,1,1,1,0,27.85186110039088
28,11,1,1,1,0,29.839063951887667
24,27,0,1,0,0,30.25285665360481
33,10,0,1,0,0,27.053649020797863
36,29,0,0,0,1,23.428214879570323
29,19,0,0,0,1,32.40968169393773
47,18,0,1,0,1,16.747069014515752
31,16,0,0,1,1,27.82548193961006
31,29,0,0,0,1,28.33095194305577
29,19,0,0,0,0,24.870546230997896
36,19,0,0,1,0,22.26663375987016
32,23,0,0,0,1,28.1178245784322
35,14,0,0,1,1,25.47670236654739
36,16,0,0,0,0,21.80223385211057
23,21,0,1,0,0,30.55040930015216
31,24,0,1,1,0,25.35893685809621
33,15,0,0,0,0,25.141729122402214
36,25,0,1,1,0,21.0019925161792
28,35,0,0,0,1,28.31086322227832
20,27,0,0,0,1,35.539541190340444
31,21,1,0,0,0,25.394806866638422
21,37,0,0,0,0,31.011757870229275
35,26,0,0,0,1,23.791650608005995
23,28,1,1,0,0,31.73968727156985
24,34,0,1,0,0,27.6883708675578
26,23,0,1,0,0,27.40631125295767
13,13,0,0,0,1,42.76499433104033
35,17,0,0,1,1,25.21324351587958
38,33,1,1,0,1,21.41557186430667
30,19,1,0,1,1,29.753739820046647
36,24,1,0,0,0,21.642447353109564
24,19,0,0,1,1,34.3155687641178
23,17,0,1,0,1,35.86986578261776
19,20,0,0,1,1,37.45493506731302
30,18,0,1,1,0,25.2083277660394
29,21,0,0,0,1,29.928926306787147
30,25,0,0,1,1,28.03499512851984
34,21,0,0,0,0,22.269343093545555
38,13,1,0,1,1,24.787058305338288
28,8,0,0,1,1,31.94353385458754
31,19,0,1,0,0,26.802864947942982
33,12,0,0,0,1,29.51257224676715
5,19,1,0,0,0,45.17204535335854
23,19,0,1,0,1,33.711288851339084
31,24,1,0,0,1,30.967609497462348
27,19,0,0,0,1,32.78537114329425
44,32,0,0,0,1,16.771391600773377
14,17,1,1,1,0,38.649656304395634
28,10,0,0,0,0,29.59117253339009
37,11,0,1,0,1,26.333595130017457
43,16,0,1,0,1,20.963553105111377
25,21,1,0,0,0,30.41434414091304
25,24,1,1,0,0,28.7872642698104
29,15,0,0,1,1,29.614284481361885
27,31,1,1,0,0,27.901329146415677
30,17,0,0,1,0,25.93073575638088
30,11,1,1,0,1,31.8309057223634
27,16,0,0,0,1,34.57314944548938
34,20,0,0,0,1,27.182571196129985
24,24,1,1,0,0,29.94698891443205
30,17,0,0,0,1,29.28687208034346
46,22,0,0,0,1,16.08963438364354
22,15,0,1,0,1,35.996410734934244
18,20,1,0,0,1,38.67614640425868
30,24,0,0,0,0,27.16958322242409
28,16,0,0,1,1,31.27825902943589
23,22,0,0,0,1,34.08854404226165
21,19,0,0,1,0,33.5831780861422
34,19,0,0,0,1,26.912353819588606
30,8,0,0,0,1,31.312206019137683
26,21,0,0,0,1,32.46282704182479
33,7,0,0,0,1,30.601717423174232
23,17,0,0,0,1,34.2357930730423
23,18,0,0,1,0,32.18527789150744
35,14,0,0,1,1,27.098462690783183
29,9,0,1,0,1,33.33261870868341
29,11,0,0,1,1,32.69037739518221
29,9,0,0,1,0,27.274577000637848
32,24,0,1,1,1,26.252512637161523
22,18,0,0,0,1,36.7505448526358
33,25,0,1,0,0,24.787536024349198
17,15,0,0,0,0,35.141907649465416
33,28,0,0,1,0,23.6184046673662
36,10,0,0,0,1,26.330639204750263
20,19,1,1,0,0,35.971108554867165
41,19,0,0,1,1,22.62868123561167
32,26,0,0,0,0,24.47581571876953
33,20,0,0,0,0,23.91124380282109
35,20,0,0,0,1,27.644351186277262
34,20,0,1,0,0,25.03625533747367
24,16,1,1,0,0,31.39093607664753
50,25,0,0,0,1,14.844251359286396
32,20,0,1,0,0,25.14198423844759
7,30,0,0,0,1,46.33159581904771
27,19,0,0,0,1,33.31679875209954
