county_code,year,legal_aid_availability,conviction_rate,median_income,crime_rate,urban_location,public_defender_availability
5,5,1,59.41723144251947,4,11,1,1
5,6,1,61.0578467077887,4,11,1,1
5,7,1,61.37914775927183,4,11,1,1
5,8,1,61.078189202778965,4,11,1,1
5,9,1,59.19583835786828,4,11,1,1
6,0,0,51.94382515464226,4,11,1,1
6,1,0,51.43174406382475,4,11,1,1
6,2,0,51.35084831124784,4,11,1,1
6,3,0,52.06892778580603,4,11,1,1
6,4,0,53.833900745114775,4,11,1,1
6,5,0,54.51120320532637,4,11,1,1
6,6,0,54.86453930144501,4,11,1,1
6,7,0,53.90011710139576,4,11,1,1
6,8,0,51.425010465822616,4,11,1,1
6,9,0,51.73974111511789,4,11,1,1
7,0,0,54.76128741918222,3,10,1,1
7,1,0,54.48699603725088,3,10,1,1
7,2,0,54.97291577765979,3,10,1,1
7,3,0,56.05762526836369,3,10,1,1
7,4,0,54.67284240130309,3,10,1,1
7,5,0,52.26678909177396,3,10,1,1
7,6,0,56.864819999154,3,10,1,1
7,7,0,55.99078709685966,3,10,1,1
7,8,1,59.73214279421183,3,10,1,1
7,9,1,58.04947955097098,3,10,1,1
8,0,0,55.13931080934866,3,8,1,0
8,1,0,54.105404462975535,3,8,1,0
8,2,0,53.749321333225645,3,8,1,0
8,3,0,54.88192287291251,3,8,1,0
8,4,0,53.19300538385591,3,8,1,0
8,5,0,52.192878404164944,3,8,1,0
8,6,1,60.327394248185215,3,8,1,0
8,7,1,61.44273617657808,3,8,1,0
8,8,1,58.918018667104505,3,8,1,0
8,9,1,59.522080262462346,3,8,1,0
9,0,0,52.8545592750017,-1,6,1,1
9,1,1,57.71443007219467,-1,6,1,1
9,2,1,57.39882047618514,-1,6,1,1
9,3,1,60.38737243100944,-1,6,1,1
9,4,1,58.298666519008,-1,6,1,1
9,5,1,58.614746143292976,-1,6,1,1
9,6,1,60.41524688460392,-1,6,1,1
9,7,1,61.04106389635457,-1,6,1,1
9,8,1,57.70799551614866,-1,6,1,1
9,9,1,57.450993471167855,-1,6,1,1
10,0,0,52.39700266467007,2,9,1,0
10,1,0,55.10267693876149,2,9,1,0
10,2,0,53.98823344574525,2,9,1,0
10,3,0,54.81659671314669,2,9,1,0
10,4,1,60.052908005971766,2,9,1,0
10,5,1,58.33985604505134,2,9,1,0
10,6,1,59.75769359309857,2,9,1,0
10,7,1,62.115159430659176,2,9,1,0
10,8,1,59.64116730443257,2,9,1,0
10,9,1,59.50433801938728,2,9,1,0
11,0,0,55.86115413741876,5,8,1,0
11,1,0,55.16238270368052,5,8,1,0
11,2,0,56.33155057852191,5,8,1,0
11,3,0,57.24648297050468,5,8,1,0
11,4,0,55.71140732834183,5,8,1,0
11,5,0,53.76850545028569,5,8,1,0
11,6,0,57.20987510813602,5,8,1,0
11,7,0,58.64136038551826,5,8,1,0
11,8,0,55.06101228861665,5,8,1,0
11,9,0,55.71528445967331,5,8,1,0
12,0,0,54.8606989524806,6,8,1,1
12,1,0,54.33842716099191,6,8,1,1
12,2,0,55.487937106799954,6,8,1,1
12,3,0,57.52156403859876,6,8,1,1
12,4,0,56.039848530652456,6,8,1,1
12,5,0,54.08594781832516,6,8,1,1
12,6,0,55.485464297872674,6,8,1,1
12,7,0,57.84425340786602,6,8,1,1
12,8,0,56.00966467771016,6,8,1,1
12,9,1,57.76379967044404,6,8,1,1
13,0,0,54.66648581909067,4,8,1,1
13,1,0,56.056594547888665,4,8,1,1
13,2,0,55.48950999740818,4,8,1,1
13,3,0,56.218120055808974,4,8,1,1
13,4,0,55.20722461087112,4,8,1,1
13,5,0,54.55216493588066,4,8,1,1
13,6,0,58.264461814058926,4,8,1,1
13,7,0,56.99942090080844,4,8,1,1
13,8,0,56.05836254391063,4,8,1,1
13,9,0,55.48681661311105,4,8,1,1
14,0,0,54.07593154877698,5,10,0,1
14,1,0,55.5333827435514,5,10,0,1
14,2,0,51.19327939971479,5,10,0,1
14,3,0,54.08904593810088,5,10,0,1
14,4,0,54.34311601366166,5,10,0,1
14,5,0,52.64815458091682,5,10,0,1
14,6,0,54.22365326882225,5,10,0,1
14,7,0,56.18871298108937,5,10,0,1
14,8,0,52.67352092493411,5,10,0,1
14,9,0,52.76187225920256,5,10,0,1
15,0,0,52.25446618700357,3,9,0,0
15,1,0,52.53918604482166,3,9,0,0
15,2,0,54.31924237614916,3,9,0,0
15,3,0,56.44133012035663,3,9,0,0
15,4,0,54.6102470022934,3,9,0,0
15,5,0,52.057608090257006,3,9,0,0
15,6,0,53.88473578349728,3,9,0,0
15,7,0,56.06116986984636,3,9,0,0
15,8,0,55.65773012775858,3,9,0,0
15,9,0,52.22052486739883,3,9,0,0
16,0,0,52.560949193341344,4,5,0,0
16,1,0,53.06816078081823,4,5,0,0
16,2,0,53.51073800363803,4,5,0,0
16,3,0,55.887579919667125,4,5,0,0
16,4,0,55.628444543869485,4,5,0,0
16,5,0,53.29434790707628,4,5,0,0
16,6,0,54.20726772851433,4,5,0,0
16,7,0,54.38098775669341,4,5,0,0
16,8,0,53.85410654884102,4,5,0,0
16,9,1,57.62414797654729,4,5,0,0
17,0,0,56.26928389500345,5,10,1,1
17,1,0,58.79451927087536,5,10,1,1
17,2,0,58.319492196991405,5,10,1,1
17,3,0,57.209550513910045,5,10,1,1
17,4,0,59.798546208517735,5,10,1,1
17,5,0,56.63488929265723,5,10,1,1
17,6,0,59.450618832186265,5,10,1,1
17,7,0,59.55077791359849,5,10,1,1
17,8,0,57.31912259988828,5,10,1,1
17,9,0,56.96871202796027,5,10,1,1
18,0,0,56.33141181568498,5,12,1,0
18,1,0,57.33090249189067,5,12,1,0
18,2,0,56.345959899937874,5,12,1,0
18,3,0,56.918109338174965,5,12,1,0
18,4,0,56.23094592314269,5,12,1,0
18,5,0,55.938096382055214,5,12,1,0
18,6,0,57.69847045442359,5,12,1,0
18,7,0,58.25288572342177,5,12,1,0
18,8,0,54.53619968575905,5,12,1,0
18,9,0,56.32152664228629,5,12,1,0
19,0,0,52.39233416639977,5,10,1,0
19,1,0,53.78868984748519,5,10,1,0
19,2,0,56.67727374969613,5,10,1,0
19,3,0,55.92425779450881,5,10,1,0
19,4,0,54.63257742205696,5,10,1,0
19,5,0,52.394080974164176,5,10,1,0
19,6,0,53.93423285321731,5,10,1,0
19,7,0,56.935486778382135,5,10,1,0
19,8,0,53.26332815328642,5,10,1,0
19,9,0,54.42062518950976,5,10,1,0
20,0,0,53.75459360237112,5,6,1,1
20,1,0,54.68364033354917,5,6,1,1
20,2,0,55.3531033246363,5,6,1,1
20,3,0,53.99121246611811,5,6,1,1
20,4,0,53.82255939127582,5,6,1,1
20,5,0,53.35767529669346,5,6,1,1
20,6,0,55.0928498971865,5,6,1,1
20,7,0,56.95036316779548,5,6,1,1
20,8,0,54.43607372511152,5,6,1,1
20,9,0,53.44878929227888,5,6,1,1
21,0,0,55.5472114470622,4,11,1,1
21,1,0,54.67307918176467,4,11,1,1
21,2,0,54.85527529945498,4,11,1,1
21,3,0,55.91558802014989,4,11,1,1
21,4,0,57.30646789985233,4,11,1,1
21,5,0,55.094093731209966,4,11,1,1
21,6,0,57.358673179136055,4,11,1,1
21,7,0,57.64299243706623,4,11,1,1
21,8,0,55.52709027163754,4,11,1,1
21,9,0,54.46097852654879,4,11,1,1
22,0,0,52.462072795409874,1,9,1,0
22,1,0,53.84396735846536,1,9,1,0
22,2,0,55.2068010629242,1,9,1,0
22,3,0,55.571893277778095,1,9,1,0
22,4,0,54.265175050724814,1,9,1,0
22,5,0,55.08940928857307,1,9,1,0
22,6,1,58.38257275669292,1,9,1,0
22,7,1,60.83638034479724,1,9,1,0
22,8,1,59.80718202874365,1,9,1,0
22,9,1,60.45450470644725,1,9,1,0
23,0,0,55.27547739442978,2,9,0,1
23,1,0,56.22786891782686,2,9,0,1
23,2,0,53.89410208955067,2,9,0,1
23,3,0,56.48087887432293,2,9,0,1
23,4,0,56.28191951701056,2,9,0,1
23,5,0,54.00752121501221,2,9,0,1
23,6,0,56.64314004535921,2,9,0,1
23,7,0,57.76031219095507,2,9,0,1
23,8,0,56.37861620389731,2,9,0,1
23,9,0,55.06466732703668,2,9,0,1
24,0,0,50.87103895341498,7,11,1,1
24,1,0,50.70409232390247,7,11,1,1
24,2,0,52.25276943319585,7,11,1,1
24,3,0,53.79782411344136,7,11,1,1
24,4,0,53.00655324590482,7,11,1,1
24,5,0,51.397769536652575,7,11,1,1
24,6,0,53.22382088038652,7,11,1,1
24,7,0,53.46586427612845,7,11,1,1
24,8,0,53.04282935904144,7,11,1,1
24,9,0,51.08462278544447,7,11,1,1
25,0,0,52.56012013090013,7,3,1,1
25,1,0,52.46088822828167,7,3,1,1
25,2,0,52.82560770328799,7,3,1,1
25,3,0,55.11759223772359,7,3,1,1
25,4,1,59.75599966594813,7,3,1,1
25,5,1,57.03829262476008,7,3,1,1
25,6,1,59.74250100252687,7,3,1,1
25,7,1,60.14871244097807,7,3,1,1
25,8,1,58.60882493395628,7,3,1,1
25,9,1,57.807531899013206,7,3,1,1
26,0,0,53.60440215160688,6,9,0,1
26,1,0,52.54144417474423,6,9,0,1
26,2,0,52.85612996746908,6,9,0,1
26,3,0,52.54402566254524,6,9,0,1
26,4,0,54.15606045984981,6,9,0,1
26,5,0,54.305533055706526,6,9,0,1
26,6,0,54.31452148683788,6,9,0,1
26,7,0,56.50190393225995,6,9,0,1
26,8,0,52.80326498991103,6,9,0,1
26,9,0,52.58364341515965,6,9,0,1
27,0,0,54.314755948292586,4,7,1,1
27,1,0,54.35245983745909,4,7,1,1
27,2,0,54.88445756437078,4,7,1,1
27,3,0,53.91562545636143,4,7,1,1
27,4,0,54.54884979601515,4,7,1,1
27,5,0,55.23922979004864,4,7,1,1
27,6,0,57.2378758477707,4,7,1,1
27,7,1,62.054368222442974,4,7,1,1
27,8,1,60.58359457982976,4,7,1,1
27,9,1,60.08318632500394,4,7,1,1
28,0,0,51.98560322710473,3,9,1,0
28,1,0,53.45353156260588,3,9,1,0
28,2,0,53.783117886965655,3,9,1,0
28,3,1,60.13133896415742,3,9,1,0
28,4,1,59.05734760386752,3,9,1,0
28,5,1,57.30215008037753,3,9,1,0
28,6,1,60.68108969858819,3,9,1,0
28,7,1,61.18297305358485,3,9,1,0
28,8,1,58.61450469381703,3,9,1,0
28,9,1,58.516984213759656,3,9,1,0
29,0,0,55.34566581006644,5,7,1,0
29,1,0,55.3158251961092,5,7,1,0
29,2,0,55.902260780142825,5,7,1,0
29,3,0,57.81781019455093,5,7,1,0
29,4,0,57.78548856053985,5,7,1,0
29,5,0,54.16090410802708,5,7,1,0
29,6,1,62.97909905584199,5,7,1,0
29,7,1,61.39599985048842,5,7,1,0
29,8,1,61.05658775303365,5,7,1,0
29,9,1,58.30841286952538,5,7,1,0
30,0,0,53.62898282349382,5,9,1,1
30,1,0,55.94041016479639,5,9,1,1
30,2,0,55.84350852219279,5,9,1,1
30,3,0,56.30602763621887,5,9,1,1
30,4,0,56.26616534464858,5,9,1,1
30,5,0,54.68108795573836,5,9,1,1
30,6,0,57.447732992693446,5,9,1,1
30,7,0,58.12267897050003,5,9,1,1
30,8,0,57.75452300566326,5,9,1,1
30,9,0,55.56913730984348,5,9,1,1
31,0,0,54.89804104262737,1,7,1,0
31,1,0,56.28540318206721,1,7,1,0
31,2,0,54.559751627125934,1,7,1,0
31,3,0,57.647700986978464,1,7,1,0
31,4,1,60.33383798803166,1,7,1,0
31,5,1,58.95325432636404,1,7,1,0
31,6,1,61.77307893707175,1,7,1,0
31,7,1,60.51432708950546,1,7,1,0
31,8,1,60.23832469838582,1,7,1,0
31,9,1,61.2476117380564,1,7,1,0
32,0,0,54.19702758872665,3,11,1,1
32,1,0,54.42209953707296,3,11,1,1
32,2,0,55.46377597045187,3,11,1,1
32,3,0,56.96171465213688,3,11,1,1
32,4,0,56.51544680002414,3,11,1,1
32,5,0,52.58239055897899,3,11,1,1
32,6,0,56.95780786651815,3,11,1,1
32,7,0,55.89639367250332,3,11,1,1
32,8,0,54.41705828495248,3,11,1,1
32,9,0,54.0567660282159,3,11,1,1
33,0,0,54.9503176386856,4,6,0,1
33,1,0,56.47805505354825,4,6,0,1
33,2,0,56.05478555938274,4,6,0,1
33,3,0,56.11466160622341,4,6,0,1
33,4,0,56.653127949349056,4,6,0,1
33,5,0,56.9026021344264,4,6,0,1
33,6,0,59.42438470699211,4,6,0,1
33,7,0,59.84342582922147,4,6,0,1
33,8,0,55.49636808950777,4,6,0,1
33,9,0,55.43225894736384,4,6,0,1
34,0,0,54.49926562920931,5,6,1,1
34,1,0,55.43938043332242,5,6,1,1
34,2,0,55.156060563087934,5,6,1,1
34,3,0,55.42562763850356,5,6,1,1
34,4,0,55.30670860122149,5,6,1,1
34,5,0,52.61072623575918,5,6,1,1
34,6,0,57.7306307936652,5,6,1,1
34,7,0,56.4294062068192,5,6,1,1
34,8,0,52.37767306197436,5,6,1,1
34,9,0,54.250584767068645,5,6,1,1
35,0,0,52.78232377144156,8,8,1,1
35,1,0,53.41581047531134,8,8,1,1
35,2,0,55.214606614383385,8,8,1,1
35,3,0,55.44965005967154,8,8,1,1
35,4,1,58.12428563897802,8,8,1,1
35,5,1,56.91904388601834,8,8,1,1
35,6,1,58.64098930066594,8,8,1,1
35,7,1,61.86192289140112,8,8,1,1
35,8,1,58.13398242131478,8,8,1,1
35,9,1,58.04457528493794,8,8,1,1
36,0,0,52.47293126616916,1,13,1,1
36,1,0,54.68373878001056,1,13,1,1
36,2,0,53.55776639189158,1,13,1,1
36,3,0,54.24511934258194,1,13,1,1
36,4,0,52.63168360888148,1,13,1,1
36,5,0,52.19805543436707,1,13,1,1
36,6,0,56.09953923245101,1,13,1,1
36,7,0,52.51824891485783,1,13,1,1
36,8,0,55.43878382945234,1,13,1,1
36,9,0,52.42907052674567,1,13,1,1
37,0,0,54.98562109345384,2,10,0,0
37,1,0,54.95228680145832,2,10,0,0
37,2,0,55.270010171468016,2,10,0,0
37,3,0,54.7738759549808,2,10,0,0
37,4,0,54.69519180101776,2,10,0,0
37,5,0,51.69992221237389,2,10,0,0
37,6,0,54.90512501457135,2,10,0,0
37,7,0,54.14659760893972,2,10,0,0
37,8,0,55.476916031659854,2,10,0,0
37,9,0,55.43084999494982,2,10,0,0
38,0,0,53.955336447961216,2,7,1,0
38,1,0,54.87611412039584,2,7,1,0
38,2,0,54.71128585906982,2,7,1,0
38,3,0,56.93144107695744,2,7,1,0
38,4,0,54.41456556500499,2,7,1,0
38,5,0,55.0198270855613,2,7,1,0
38,6,0,56.05843824323835,2,7,1,0
38,7,0,58.122919766980544,2,7,1,0
38,8,0,53.19342630067084,2,7,1,0
38,9,0,55.320536659991625,2,7,1,0
39,0,0,53.33404131826561,3,10,1,0
39,1,0,54.96214909617029,3,10,1,0
39,2,0,54.813280228455326,3,10,1,0
39,3,0,56.60318720350527,3,10,1,0
39,4,0,56.33125856647293,3,10,1,0
39,5,1,59.40254441950336,3,10,1,0
39,6,1,61.4963933236265,3,10,1,0
39,7,1,60.46655487040486,3,10,1,0
39,8,1,60.453136697908455,3,10,1,0
39,9,1,60.74315583949471,3,10,1,0
40,0,0,56.85420680111893,1,6,1,1
40,1,0,57.27223468246325,1,6,1,1
40,2,0,53.55748456624544,1,6,1,1
40,3,0,57.2878446586919,1,6,1,1
40,4,0,56.45888123940584,1,6,1,1
40,5,0,55.02961615237065,1,6,1,1
40,6,0,56.88564589747363,1,6,1,1
40,7,0,58.02277774586767,1,6,1,1
40,8,0,55.09463326116253,1,6,1,1
40,9,0,55.48306078435156,1,6,1,1
41,0,0,53.0593618831145,2,10,1,1
41,1,0,54.97345231125039,2,10,1,1
41,2,0,54.13197649016702,2,10,1,1
41,3,0,56.42381915090951,2,10,1,1
41,4,0,55.94533398603303,2,10,1,1
41,5,0,52.45529282453162,2,10,1,1
41,6,0,57.68825929973434,2,10,1,1
41,7,0,56.97873287800872,2,10,1,1
41,8,0,55.59152153566004,2,10,1,1
41,9,0,54.597675145337234,2,10,1,1
42,0,0,54.43993841036331,2,8,1,0
42,1,0,55.40185998008258,2,8,1,0
42,2,0,54.287801148147146,2,8,1,0
42,3,0,54.87273184378575,2,8,1,0
42,4,0,54.06751629590877,2,8,1,0
42,5,0,54.164268590697326,2,8,1,0
42,6,0,56.38120327504561,2,8,1,0
42,7,0,58.405220182272295,2,8,1,0
42,8,0,55.583407765439794,2,8,1,0
42,9,0,52.36756683979868,2,8,1,0
43,0,0,54.33709664126019,5,8,0,1
43,1,0,55.62359163929786,5,8,0,1
43,2,0,56.108662562302726,5,8,0,1
43,3,0,55.95483583693822,5,8,0,1
43,4,0,55.52348317616973,5,8,0,1
43,5,0,55.40986499946919,5,8,0,1
43,6,0,55.66568447214291,5,8,0,1
43,7,0,57.7601094275694,5,8,0,1
43,8,0,53.75867682152505,5,8,0,1
43,9,1,58.87870049390602,5,8,0,1
44,0,0,56.73779417737445,4,8,0,1
44,1,0,57.1719725349184,4,8,0,1
44,2,0,56.03190893624133,4,8,0,1
44,3,0,56.264246037436656,4,8,0,1
44,4,0,58.11176412669603,4,8,0,1
44,5,0,55.66627172748536,4,8,0,1
44,6,0,56.98065974742819,4,8,0,1
44,7,0,58.25967336586684,4,8,0,1
44,8,0,56.04150456266122,4,8,0,1
44,9,0,54.24552886315559,4,8,0,1
45,0,0,53.04900552883364,4,8,1,0
45,1,0,54.77915683100592,4,8,1,0
45,2,0,53.32359335581114,4,8,1,0
45,3,0,53.61369227767313,4,8,1,0
45,4,0,55.173763448719725,4,8,1,0
45,5,0,53.15324024196069,4,8,1,0
45,6,0,55.68624925221122,4,8,1,0
45,7,0,57.26089990418394,4,8,1,0
45,8,0,53.95681561133573,4,8,1,0
45,9,0,52.2676152456408,4,8,1,0
46,0,0,54.52771524162584,2,6,0,0
46,1,0,55.373970031553625,2,6,0,0
46,2,0,57.69004397704091,2,6,0,0
46,3,0,56.50562037450687,2,6,0,0
46,4,0,57.46105483777696,2,6,0,0
46,5,0,55.766153776372576,2,6,0,0
46,6,0,57.77377760101789,2,6,0,0
46,7,0,59.11856300525335,2,6,0,0
46,8,1,61.32337295425483,2,6,0,0
46,9,1,59.38694628123187,2,6,0,0
47,0,0,57.05120387041483,1,7,1,1
47,1,0,56.2358860993199,1,7,1,1
47,2,0,56.81431448035552,1,7,1,1
47,3,0,57.115227679127855,1,7,1,1
47,4,0,57.63336469349877,1,7,1,1
47,5,1,59.87314038016331,1,7,1,1
47,6,1,64.6889808284065,1,7,1,1
47,7,1,63.67968781633021,1,7,1,1
47,8,1,59.57084500706185,1,7,1,1
47,9,1,60.3478139496333,1,7,1,1
48,0,0,56.21850568340572,3,7,1,1
48,1,0,56.22462737327025,3,7,1,1
48,2,1,60.58168356393862,3,7,1,1
48,3,1,60.415697069744944,3,7,1,1
48,4,1,61.06049947515573,3,7,1,1
48,5,1,59.408403921147496,3,7,1,1
48,6,1,62.121743825672446,3,7,1,1
48,7,1,61.43936942051107,3,7,1,1
48,8,1,61.78664218752366,3,7,1,1
48,9,1,59.46961418305939,3,7,1,1
49,0,0,54.15764330341532,3,7,0,1
49,1,0,54.9433296949579,3,7,0,1
49,2,0,54.768402019493685,3,7,0,1
49,3,0,55.5335637925274,3,7,0,1
49,4,0,56.31785908106274,3,7,0,1
49,5,0,53.41227409014208,3,7,0,1
49,6,0,55.38224073623717,3,7,0,1
49,7,0,57.03391995558863,3,7,0,1
49,8,0,54.26117768593764,3,7,0,1
49,9,0,53.39814973299701,3,7,0,1
50,0,0,53.406052630610354,3,12,1,1
50,1,0,54.29472715043874,3,12,1,1
50,2,0,54.12972640049618,3,12,1,1
50,3,0,56.43205231790069,3,12,1,1
50,4,0,54.17213374224246,3,12,1,1
50,5,0,54.07148357253133,3,12,1,1
50,6,0,54.07723181878769,3,12,1,1
50,7,0,56.59190891552134,3,12,1,1
50,8,0,53.91612345718647,3,12,1,1
50,9,0,53.02050621786918,3,12,1,1
51,0,0,53.85749976620592,3,2,0,0
51,1,0,54.99675493875356,3,2,0,0
51,2,0,55.66215002278266,3,2,0,0
51,3,1,60.471297458723456,3,2,0,0
51,4,1,60.10111939034408,3,2,0,0
51,5,1,60.30206348737073,3,2,0,0
51,6,1,61.31676069773777,3,2,0,0
51,7,1,62.69087623700936,3,2,0,0
51,8,1,60.1902354541548,3,2,0,0
51,9,1,60.386591360926325,3,2,0,0
52,0,0,55.70527070097605,3,9,1,1
52,1,0,56.094034957541936,3,9,1,1
52,2,0,55.9344217442068,3,9,1,1
52,3,0,55.03498974243998,3,9,1,1
52,4,0,55.52102248416953,3,9,1,1
52,5,0,54.88509892214002,3,9,1,1
52,6,0,56.95606131237534,3,9,1,1
52,7,0,55.314528593711806,3,9,1,1
52,8,0,56.07171992922108,3,9,1,1
52,9,0,54.4965390175845,3,9,1,1
53,0,0,54.34968904789456,4,8,0,1
53,1,0,54.66635811583563,4,8,0,1
53,2,0,54.16966255730283,4,8,0,1
53,3,0,55.445022778362166,4,8,0,1
53,4,0,52.688332456633496,4,8,0,1
53,5,0,52.63209061501507,4,8,0,1
53,6,0,54.77249480050908,4,8,0,1
53,7,0,57.42713646912281,4,8,0,1
53,8,0,53.75211830050539,4,8,0,1
53,9,0,52.71429294368447,4,8,0,1
54,0,0,53.03233192762225,1,5,1,0
54,1,0,53.85879617582032,1,5,1,0
54,2,0,54.27860120074174,1,5,1,0
54,3,0,55.359222486941874,1,5,1,0
54,4,0,57.3283954217722,1,5,1,0
54,5,0,54.20887773453319,1,5,1,0
54,6,0,54.62035795561137,1,5,1,0
54,7,0,58.1058184983784,1,5,1,0
54,8,0,55.98265582287824,1,5,1,0
54,9,0,56.28890693981317,1,5,1,0
55,0,0,56.8587111340982,5,11,1,0
55,1,0,55.965345336152325,5,11,1,0
55,2,0,57.45859468610436,5,11,1,0
55,3,0,55.949942477406665,5,11,1,0
55,4,0,56.87758797700843,5,11,1,0
55,5,0,56.12836832160396,5,11,1,0
55,6,0,58.42213619912208,5,11,1,0
55,7,0,57.70597784508871,5,11,1,0
55,8,1,61.99688609034045,5,11,1,0
55,9,1,61.70033170579207,5,11,1,0
56,0,0,56.18188450612608,3,10,1,1
56,1,0,55.81908380866879,3,10,1,1
56,2,0,56.32604778907442,3,10,1,1
56,3,0,57.156410597383015,3,10,1,1
56,4,0,55.54916155853117,3,10,1,1
56,5,0,55.1686935051948,3,10,1,1
56,6,0,56.88132623630567,3,10,1,1
56,7,0,58.57964299826856,3,10,1,1
56,8,0,56.33093132630276,3,10,1,1
56,9,0,55.653954095744254,3,10,1,1
57,0,0,56.25989105440813,2,8,1,0
57,1,0,55.52575286045951,2,8,1,0
57,2,0,56.98392300697519,2,8,1,0
57,3,0,56.696731768412455,2,8,1,0
57,4,0,55.01268032827828,2,8,1,0
57,5,0,56.02773008220614,2,8,1,0
57,6,0,57.16073377054791,2,8,1,0
57,7,0,58.824503841389614,2,8,1,0
57,8,0,56.39726557119453,2,8,1,0
57,9,0,55.134117452438666,2,8,1,0
58,0,0,51.94088517174285,0,9,1,0
58,1,0,55.45079881143758,0,9,1,0
58,2,0,52.25008208682636,0,9,1,0
58,3,1,58.85277939006534,0,9,1,0
58,4,1,58.85038552383438,0,9,1,0
58,5,1,58.25484762105361,0,9,1,0
58,6,1,60.45985111513468,0,9,1,0
58,7,1,61.06570396815607,0,9,1,0
58,8,1,58.60289844196514,0,9,1,0
58,9,1,58.079563778042186,0,9,1,0
59,0,0,53.34990619695866,2,4,0,0
59,1,1,59.93426628720678,2,4,0,0
59,2,1,59.88952187110996,2,4,0,0
59,3,1,59.75887138791758,2,4,0,0
59,4,1,60.58514432449681,2,4,0,0
59,5,1,59.47301795143926,2,4,0,0
59,6,1,62.38080281508239,2,4,0,0
59,7,1,61.86300937952705,2,4,0,0
59,8,1,59.7856296393678,2,4,0,0
59,9,1,59.20676748074103,2,4,0,0
60,0,0,55.692055906373206,3,9,1,0
60,1,0,54.86108044577133,3,9,1,0
60,2,0,57.03753230147415,3,9,1,0
60,3,0,55.50748853987812,3,9,1,0
60,4,1,63.4581791197764,3,9,1,0
60,5,1,59.31988775153038,3,9,1,0
60,6,1,60.33132861759822,3,9,1,0
60,7,1,61.90031960759507,3,9,1,0
60,8,1,60.21945796982597,3,9,1,0
60,9,1,59.52362098456252,3,9,1,0
61,0,0,56.21806263864595,3,3,1,1
61,1,1,61.45025204600236,3,3,1,1
61,2,1,57.70951169582591,3,3,1,1
61,3,1,60.98492344609547,3,3,1,1
61,4,1,59.0793269991869,3,3,1,1
61,5,1,58.02029696893216,3,3,1,1
61,6,1,61.30242520721244,3,3,1,1
61,7,1,61.4873530259957,3,3,1,1
61,8,1,59.93553492006075,3,3,1,1
61,9,1,59.31769076083519,3,3,1,1
62,0,0,53.45219371085115,3,10,1,1
62,1,0,55.32324302981251,3,10,1,1
62,2,0,54.099145767124185,3,10,1,1
62,3,0,55.28824359767616,3,10,1,1
62,4,0,56.29563519980751,3,10,1,1
62,5,0,54.67185375004546,3,10,1,1
62,6,0,55.29856734126149,3,10,1,1
62,7,0,56.5395565329549,3,10,1,1
62,8,0,55.91250365714906,3,10,1,1
62,9,0,54.65489992003938,3,10,1,1
63,0,0,56.77946232232019,3,8,1,0
63,1,0,55.79803063232355,3,8,1,0
63,2,0,54.71709356757958,3,8,1,0
63,3,0,58.15953618838443,3,8,1,0
63,4,0,56.525743252382654,3,8,1,0
63,5,0,57.49010995088154,3,8,1,0
63,6,0,56.36364530082129,3,8,1,0
63,7,0,59.35030783539175,3,8,1,0
63,8,0,55.75902919260989,3,8,1,0
63,9,0,56.4502810208154,3,8,1,0
64,0,0,53.63162099770626,1,9,1,0
