defendant_age,public_defender_experience_years,severity_of_charges,previous_convictions,gender,minority_status,prior_representation,judge_experience_years,public_defender_assigned,sentencing_length
9,32,10,10,1,0,0,8,7,77.0924653707838
10,31,6,16,0,0,1,16,17,97.9554123613731
13,28,6,19,0,0,1,12,17,96.44898768181696
10,27,10,16,1,0,0,9,15,90.17604996946704
9,28,5,10,0,0,1,11,12,86.01992800584439
8,27,9,18,1,1,1,10,16,92.50484211170804
8,26,3,12,0,0,1,13,17,100.17476648926736
14,27,5,15,0,0,0,9,13,86.80692523186325
5,31,7,10,0,0,0,10,8,78.89298918473968
4,26,10,10,0,0,0,11,15,95.54757290993314
9,30,9,17,1,0,1,13,15,93.74023882013702
7,28,12,8,1,0,0,12,11,84.82519475613609
12,27,9,17,0,0,0,14,19,100.51052369959864
9,29,9,9,0,1,0,11,11,85.44567601715818
9,30,7,12,1,0,0,15,13,89.6879604877211
9,25,6,17,0,1,0,9,18,95.64145705113462
10,29,6,13,1,0,0,11,13,87.37095871778946
11,28,2,14,0,0,0,11,14,86.22098667513603
14,26,7,12,0,0,1,8,11,83.94857553854787
11,29,10,15,0,0,1,12,13,86.76411809960987
10,29,9,17,1,0,0,12,20,105.9227523317825
8,28,7,17,0,0,1,16,18,98.37355857622256
9,30,8,14,0,1,0,13,11,79.62078173564764
12,30,8,11,0,0,1,12,12,87.91968684618084
16,29,15,11,0,0,0,12,6,68.91491533983964
7,27,12,13,0,1,1,10,13,88.00337716207613
13,28,12,15,1,1,0,10,13,87.29552347479313
12,28,5,10,0,1,0,12,6,66.60853502753926
7,29,6,11,1,1,0,12,12,84.99000870457846
9,32,4,17,1,0,0,16,17,99.37344633862044
8,32,7,11,0,0,1,12,8,74.58524397480548
5,27,13,13,1,0,0,13,17,98.20917520547206
9,33,3,13,0,1,0,14,9,77.40796909783246
9,31,6,15,0,0,0,13,14,89.7486948903324
4,27,9,18,0,0,1,12,20,105.06990516009289
14,27,8,14,0,0,0,11,15,92.43969129408865
7,27,5,15,0,1,1,11,15,91.58892649095264
12,27,8,16,0,1,1,12,15,91.4777876632183
7,29,10,11,1,1,1,12,11,82.24536400890966
7,28,9,12,0,0,0,12,14,92.40058543113676
9,31,10,11,1,0,0,9,9,81.39002024644272
12,30,2,17,0,0,0,11,14,88.35506593412039
8,29,11,13,0,0,1,12,13,89.34111346240691
8,25,9,13,0,1,1,11,10,74.88612000523555
11,33,10,15,0,0,0,13,12,86.84717246947297
9,30,12,12,0,1,0,10,10,80.18234448375247
8,28,14,18,1,0,0,12,17,95.60030369442326
14,25,14,16,1,0,0,11,16,93.5710621174334
10,33,9,18,1,0,0,11,11,77.88462930512067
11,30,7,11,1,0,0,12,8,74.50022029105101
6,32,11,14,0,0,1,13,12,85.14941220640955
12,27,8,16,0,1,0,7,13,84.96791997099821
10,34,3,11,0,0,0,11,6,71.47694124550043
12,32,6,16,0,0,0,12,13,89.6405530610626
11,28,5,13,0,0,1,12,13,87.05884620746956
11,39,6,13,0,1,0,12,3,65.73784341640854
12,31,5,12,0,0,1,13,11,85.67975348045607
8,27,3,12,1,0,1,12,13,88.04841028693883
12,31,6,15,1,1,0,12,12,84.2304988052689
14,31,7,14,0,0,1,11,8,76.06991014652384
8,29,12,14,1,1,0,12,12,81.6981630801873
8,29,7,13,0,0,1,14,13,87.89781771923586
7,32,13,13,0,1,1,9,9,79.8040386934169
11,30,8,14,0,0,0,14,12,84.32418017365727
10,33,7,15,0,0,1,12,10,80.89160055329835
11,30,4,14,0,0,0,13,13,88.68983919205192
10,33,8,16,1,0,0,11,12,85.76324793624555
6,29,7,19,0,0,0,11,17,91.45786455034312
6,28,12,15,1,0,0,11,16,95.6550680252251
12,33,9,15,1,1,0,15,7,69.07935541997671
9,28,13,16,0,0,0,10,16,95.98683444780112
13,28,6,15,0,0,1,12,14,89.01701455655423
13,31,8,11,0,0,1,11,6,73.16509458591422
11,33,12,11,0,0,0,10,7,76.87838857782863
7,31,9,12,0,0,0,12,11,82.78788772782845
8,28,7,8,0,1,1,12,8,77.2759221507087
10,25,5,15,1,0,0,13,19,100.42685709694024
7,32,5,11,0,1,1,13,11,85.80513336415831
11,32,8,14,1,1,0,13,11,84.29702953108092
12,28,7,14,0,0,0,10,15,90.2062974603185
9,27,8,13,0,1,1,11,16,98.6004240098938
8,33,5,10,0,1,1,14,8,77.98059243923366
9,34,5,17,1,1,1,12,11,83.3687582501467
10,30,5,15,0,0,0,9,12,82.87313299575223
14,33,10,10,0,1,0,14,8,77.53558676394975
12,32,13,17,0,1,0,12,10,75.36890861665408
8,30,7,12,0,1,1,11,11,83.82434602082832
11,25,7,12,1,0,0,9,16,98.18606033215636
5,29,6,15,1,0,0,11,18,101.4516185281483
11,28,5,15,0,0,0,12,15,90.26164388264807
9,30,5,16,0,1,0,9,14,87.6990772729787
7,26,8,11,0,0,0,15,16,95.0792006455627
4,29,9,14,0,1,0,10,14,88.99061789235313
8,30,10,13,0,1,0,12,13,88.70034870826835
7,30,9,17,1,0,1,13,15,90.8980587271463
3,26,8,16,0,0,1,13,23,113.74863455793196
9,30,6,12,0,1,0,11,12,83.98381603629068
7,30,6,11,0,0,0,12,10,81.36846355561134
12,31,15,16,0,0,1,13,11,82.82295856450581
11,27,2,11,0,1,0,10,11,80.19404022797858
6,32,7,15,0,0,1,8,15,94.63051887460009
12,30,2,13,0,0,1,10,8,72.2753645369336
7,27,6,11,0,0,1,13,14,90.09836204797512
7,30,9,14,1,1,0,10,14,91.735421009168
10,28,8,9,1,0,0,13,9,77.2196494935809
8,31,11,8,0,0,0,11,6,71.98858894361952
15,27,8,10,0,0,0,13,11,85.3006784578617
11,25,7,12,0,0,1,8,13,84.96204788537185
8,31,9,15,0,0,0,11,15,94.45922375120696
8,28,6,13,0,0,1,11,14,89.79377561921244
12,28,12,18,0,0,1,10,13,82.87305966004668
12,31,11,15,0,1,0,13,9,75.06766148135057
6,31,12,12,0,0,1,10,10,83.83265447973287
15,28,10,11,0,0,0,13,8,73.27013242654932
11,32,5,15,0,1,1,12,7,68.33972698166025
10,32,4,13,0,0,0,13,13,90.60188386344332
8,30,15,10,0,0,0,12,11,87.42640024099722
7,29,1,11,0,1,1,16,15,95.50355580483976
12,29,8,10,0,0,0,12,9,81.6845910345554
10,26,11,15,0,0,0,9,17,96.89397309250458
9,30,11,16,1,0,1,11,12,83.13131842283498
7,29,12,14,0,0,1,12,15,95.78901586280968
11,29,9,14,0,1,1,12,15,97.01476652267483
5,32,4,13,0,0,0,12,13,89.20931515167948
8,30,5,17,1,0,0,13,16,95.71554373850172
13,27,5,15,0,0,0,14,17,94.08169323405131
7,28,7,17,0,0,1,9,15,90.4634000765251
8,32,11,12,1,0,0,10,9,77.4533018536495
14,28,10,15,1,0,1,13,13,88.66336417875902
13,29,9,12,0,1,0,10,10,80.61851469084691
7,29,14,14,0,1,0,7,14,92.33928540490638
9,29,7,10,1,0,0,13,9,79.72343087773852
9,31,1,16,0,0,0,14,11,78.31849257464079
13,27,10,11,1,1,1,13,10,80.75241060108412
5,34,9,16,1,1,1,9,10,79.58415835100665
9,29,3,16,0,0,0,10,15,92.32555871793312
14,30,6,10,0,0,1,13,7,74.93425754892702
11,33,10,19,0,1,0,11,14,88.8569297502254
10,31,7,11,1,1,0,13,10,82.75509929007634
8,33,9,18,0,0,0,12,14,89.54191010669523
6,27,9,14,1,0,1,10,17,101.12985742328962
9,31,2,13,0,1,0,11,8,72.33846648253723
13,31,7,14,0,1,1,11,7,69.20186381883798
15,33,0,12,1,0,0,12,4,63.97526895511051
9,30,5,18,0,0,1,8,16,95.49716731215294
9,25,12,15,0,0,0,9,15,89.21481418804744
9,29,3,18,0,0,0,14,21,106.1891143304522
10,27,15,16,0,0,1,11,14,88.95030295167899
8,27,7,14,0,0,0,12,17,96.5236476935905
13,27,4,16,0,0,0,8,13,85.75709934845679
9,26,8,13,0,0,1,12,15,91.15139962488452
11,32,9,17,0,0,0,14,14,89.4190255552345
5,29,10,13,0,0,1,11,13,89.03925272027463
11,34,6,12,0,0,1,11,6,73.69703793264605
14,33,10,17,1,0,0,11,7,67.46451170639244
10,32,9,10,1,0,1,12,7,72.12697837742583
13,30,5,9,1,0,1,14,6,68.81176356905408
12,26,12,15,0,0,0,12,15,89.62566562430041
8,29,8,15,1,0,0,13,16,92.67064750057564
11,30,9,17,0,0,1,11,13,87.90012680569365
10,30,8,11,1,0,0,10,6,69.15906154011154
7,31,5,14,1,0,0,15,15,94.59192442573658
8,27,8,13,1,0,0,10,13,85.90598208976577
11,29,5,10,1,1,0,12,6,67.88758319111591
7,27,7,11,1,0,0,10,10,80.15307617176713
6,28,4,11,1,1,0,11,13,90.44232658528806
11,29,6,6,0,0,0,13,6,71.03441337905775
12,28,6,14,0,1,1,10,10,78.98531228960667
10,29,3,17,0,1,1,16,15,89.94036405463373
16,27,6,11,0,0,0,11,9,76.00828874064014
9,31,4,17,1,1,0,17,16,93.48477877130136
11,28,7,13,0,1,0,13,13,85.0492261669072
12,30,7,14,0,1,0,14,12,85.54109658801478
6,29,8,14,0,0,0,8,11,80.01951067680646
8,28,5,16,1,1,1,14,17,99.42028613676652
8,30,9,14,1,0,1,18,14,92.2142757489954
11,29,5,8,0,0,1,12,7,75.75027860594102
13,28,3,12,1,1,0,13,11,82.67245686064112
9,30,4,13,0,0,1,13,11,83.95859474638893
9,29,4,15,0,1,0,14,16,93.11589641859304
13,29,4,14,0,0,0,11,12,87.02110104683435
5,28,11,12,0,0,0,11,13,87.12683447978269
6,30,5,12,1,0,1,12,13,90.89770662708985
13,33,7,17,0,0,1,13,13,90.80924725717864
10,28,7,15,0,0,0,14,20,107.78269174137768
8,29,13,16,0,0,0,11,17,99.21069566312345
8,29,3,18,0,0,0,10,18,96.42069575432386
8,25,4,14,1,0,0,14,23,114.1583574776472
4,33,8,17,1,1,0,12,14,89.21499911354803
11,28,9,12,0,1,0,13,12,80.94436775169679
9,33,7,14,0,0,1,10,6,70.55526872632137
15,28,10,12,0,0,0,13,11,82.289061865992
11,28,7,11,0,1,0,11,12,86.36808601490816
10,26,12,13,0,0,0,11,14,87.59492170713143
10,29,9,11,1,0,1,10,10,83.76710140713064
10,27,12,9,0,0,1,11,10,83.59394271195629
12,29,8,14,1,1,1,15,13,89.19171403138054
5,27,9,11,0,1,0,8,12,84.16151756528723
14,27,7,14,0,0,0,14,14,88.67887757990465
12,31,3,17,1,0,0,10,14,88.82605253099202
10,30,9,12,0,1,0,13,11,84.58448308165877
8,29,14,19,0,1,0,13,18,97.07525203729068
13,31,9,13,0,0,0,11,10,82.2894751979953
12,30,9,8,0,1,0,11,6,73.92421591643341
6,31,10,9,0,1,0,13,10,85.24278132952318
5,27,11,14,0,1,0,12,17,94.79305957040404
14,31,13,12,0,1,0,9,5,66.84696282727019
6,29,5,12,0,1,0,10,12,85.86421035345514
3,29,4,14,0,0,0,12,17,99.06486712682018
13,28,9,11,0,0,1,11,10,79.09924830212343
9,35,5,13,0,1,0,8,6,70.01027091102684
11,31,11,12,0,1,0,13,9,77.53656586699535
8,28,10,10,0,1,0,15,11,84.54137501621952
11,32,10,12,1,0,0,11,9,80.76379137776482
13,32,6,14,0,1,0,12,10,81.4406922441747
9,30,8,13,0,0,0,12,12,83.33545844615767
9,31,4,17,0,0,1,11,12,85.0717059031378
5,30,12,16,1,1,0,11,16,96.0805791979144
16,28,1,13,0,0,1,8,10,80.30482439947575
8,30,10,11,0,0,0,14,13,88.24186796682565
12,30,7,13,1,1,1,14,10,80.25065051021919
7,28,6,18,0,0,1,13,19,100.33569249120256
8,29,15,18,0,0,0,7,12,79.98204426581098
10,27,14,12,1,1,1,11,10,81.03507766956368
10,28,8,11,0,0,1,13,12,84.43932964309457
12,28,7,13,0,1,0,12,12,83.02260128068131
12,33,9,12,1,0,0,11,7,75.18333665454824
19,30,11,12,0,0,1,10,7,76.32791697583309
13,30,10,11,1,0,1,12,9,82.32181241223704
10,33,8,15,1,0,0,14,12,84.55620862227029
11,29,1,14,1,1,0,14,13,86.76148959827889
10,28,3,17,0,0,0,12,20,104.95926230043987
11,31,11,14,0,0,0,9,11,84.53641573929963
11,27,2,15,0,1,0,12,16,93.32517069865646
7,31,3,12,0,0,0,12,12,81.94907244027256
12,31,8,16,0,1,1,18,14,90.1283577736184
9,31,9,11,1,0,0,11,8,78.0013827498993
13,30,6,9,0,1,0,13,6,73.43086689650431
10,32,6,15,1,0,0,14,13,89.79899180713636
13,28,7,12,0,0,0,10,11,83.21548091297431
6,29,4,13,0,1,0,11,13,88.3438406851422
8,30,9,10,1,1,0,10,8,75.4801482049329
3,30,9,12,0,0,1,12,11,81.27183878210721
11,29,6,14,1,0,0,12,12,86.21997977846947
14,32,7,13,0,0,0,10,10,82.27242577210428
6,32,11,15,0,1,0,12,12,86.47775573740891
9,33,3,16,0,0,0,12,12,84.88128900197513
14,28,8,14,0,0,0,10,14,91.06256199581932
14,30,9,11,0,1,0,13,9,80.72636184226819
16,33,8,15,0,1,0,13,7,70.12014961288719
13,26,4,16,0,0,1,11,16,93.06875041848453
13,33,13,12,0,0,1,12,5,67.86474891172493
9,30,1,11,1,0,0,12,9,77.12399894487501
8,31,5,19,1,0,1,15,18,96.22191808327308
9,26,10,14,0,0,0,12,16,94.31510171520928
5,27,10,13,0,0,0,12,15,90.9081755878852
7,26,10,13,1,0,0,12,17,98.68331511121454
11,32,4,17,0,1,1,10,8,73.45037870060513
11,26,6,15,0,1,0,11,15,87.71671886497961
11,32,7,13,0,0,0,15,10,81.63407589309698
12,31,6,14,0,0,1,12,11,85.41168392459143
9,28,7,10,1,0,1,15,12,90.81578505609296
9,27,9,9,0,0,0,13,11,88.01940594407237
9,34,5,15,0,0,1,11,10,83.87742149841284
7,30,8,11,0,0,1,13,10,77.95641022583244
15,29,8,13,0,0,1,12,10,81.02524718337345
11,31,6,11,0,0,0,9,8,76.48443009200903
13,32,7,16,0,1,0,10,10,75.49215150264297
12,27,7,18,1,0,0,9,14,85.61280211108578
10,29,8,14,1,1,0,12,12,80.72832471842521
13,25,14,12,1,1,1,16,14,85.67920685776049
9,29,10,12,1,1,0,10,8,71.96483817966791
6,28,5,16,1,0,0,11,20,106.86006662838054
8,31,7,15,1,0,0,9,13,87.07381200179789
7,32,6,14,0,1,0,13,11,81.90320404966849
11,31,9,14,0,1,0,15,10,76.00855876256875
9,27,9,12,0,1,0,8,11,81.6999570686074
13,29,9,14,0,0,1,13,10,81.29872869492519
5,31,9,9,1,0,0,12,7,72.78099882962701
11,28,5,11,0,1,0,14,11,81.72780177137372
12,32,7,16,0,0,1,10,10,79.4133974639712
14,28,8,14,0,0,0,9,12,85.00459668360168
11,28,5,17,0,1,0,9,14,86.41282330032782
6,30,12,17,0,0,0,12,15,89.3731844133884
7,29,11,15,1,0,0,9,15,93.19448108266192
15,32,7,13,0,0,0,9,8,77.92730711391286
10,29,10,14,0,0,1,12,14,91.83799172335132
8,29,12,19,1,0,1,12,18,98.33638239580374
6,27,7,14,1,1,0,12,19,106.47939664673233
7,26,8,14,0,0,1,12,15,93.36327048120324
12,30,11,15,1,1,0,10,8,73.55672003862097
6,29,15,15,0,1,0,13,16,93.99143714021368
7,30,4,13,0,1,0,9,13,86.23591948481665
11,27,5,12,0,0,0,13,15,93.08618350814538
11,25,9,14,0,0,0,9,16,95.95024767101958
6,31,9,15,1,0,0,10,14,92.20127893955484
6,32,7,11,0,0,0,14,10,80.8245024605685
10,33,9,16,1,0,0,11,10,79.85773339519676
12,29,10,15,1,0,0,8,9,74.93458291130123
14,29,6,11,1,1,0,14,9,77.10793360037289
8,28,14,16,0,1,0,10,17,96.50328580650404
7,31,6,12,0,1,1,12,10,81.7944050465415
10,26,7,12,1,0,0,10,14,91.08213944937124
11,29,0,9,1,0,0,13,8,74.87853077924842
8,30,2,11,1,0,0,10,12,88.98308559769525
12,27,6,13,0,1,1,12,11,78.8789563803384
11,30,7,15,0,1,1,8,10,78.49374117990507
12,29,3,14,1,0,0,14,14,89.00534169746042
5,32,5,17,0,1,1,15,15,91.98583455446315
7,27,11,17,1,1,1,14,17,94.76104927724438
9,28,10,15,1,0,0,12,15,94.0854369233666
6,30,4,14,0,0,0,12,15,91.82357556258948
7,28,7,12,0,0,0,15,14,88.4595337049098
7,28,4,10,0,1,0,9,12,87.0307484792074
11,31,12,9,1,0,0,11,5,67.55326328278842
11,28,5,12,1,0,1,13,13,88.53636922034303
3,29,9,17,0,0,1,12,17,96.85304185393976
9,30,7,11,0,0,0,9,11,82.56012943894872
13,32,11,11,1,1,0,12,4,62.178431945479794
15,31,7,13,0,0,0,12,11,83.34492734974154
16,30,2,12,0,1,1,9,5,69.30132085548689
8,30,4,12,0,1,0,13,12,83.76647184873521
10,27,8,11,0,1,1,10,12,86.31942341278351
11,26,4,9,0,0,0,13,12,86.64866680914633
8,29,8,17,0,0,0,8,16,95.39667806481276
7,29,4,16,1,0,1,11,16,95.8816797698971
13,28,5,14,0,1,0,11,12,83.35825338020918
10,30,8,14,0,0,0,13,12,82.366832400685
9,27,9,13,0,1,0,12,15,93.74155231470372
7,28,5,11,0,0,0,17,16,96.3334720581909
7,31,4,8,0,0,1,12,8,77.08252143137639
4,32,7,13,1,0,0,9,9,81.00181691517561
12,29,9,13,0,0,0,11,12,86.01075827704086
8,27,7,13,1,1,0,6,12,83.41988259835922
11,27,1,12,0,0,0,10,12,83.42338292212037
11,29,8,17,1,1,1,11,12,83.89905598659318
11,30,8,15,0,0,0,10,15,93.55347405622632
6,30,9,14,0,1,0,10,12,84.94488423448017
15,31,13,18,1,0,0,12,13,86.20095588271145
6,26,10,16,0,0,0,12,19,98.68816973474674
7,29,9,10,0,0,0,13,11,83.27219982352132
6,29,7,16,0,0,1,11,14,88.10683515669744
5,29,12,8,1,1,0,11,9,81.24986615659678
8,33,5,12,0,0,0,13,12,86.70796919099783
9,31,6,19,0,0,0,11,16,89.04069776180145
7,27,3,16,1,1,0,8,16,90.68864255086471
13,26,9,12,1,0,1,13,13,89.1990736070586
12,30,13,14,0,0,0,13,12,84.83787440791153
7,30,4,12,0,0,0,12,13,89.30439323887592
10,30,8,13,1,0,0,12,10,79.96387109016446
6,33,9,14,0,1,0,12,10,79.48833732929286
11,35,9,12,0,0,1,11,5,69.40581397018624
11,29,9,13,0,0,1,11,11,82.7776949287362
7,25,5,17,0,0,0,10,19,98.10476002642676
7,31,9,13,1,0,0,12,12,87.4442978513281
6,26,8,10,1,0,1,11,14,94.7289651213387
7,30,7,9,0,0,0,13,11,85.01767015271211
12,28,12,13,0,0,0,9,12,86.77324620463257
7,31,9,12,0,0,0,11,12,87.08478839264515
14,30,11,14,1,1,0,10,8,74.36812062115297
6,29,-1,13,0,0,0,11,17,96.55333519296572
14,31,9,14,1,0,0,10,7,71.68974985202462
8,30,16,15,0,1,1,12,13,87.42187883320858
14,29,7,17,0,0,1,11,15,95.13531088731796
10,31,8,18,0,0,0,15,17,94.55246913850613
7,32,8,15,0,1,0,11,11,83.3271280428435
9,30,6,12,0,1,1,13,10,77.63013034227961
3,34,11,15,0,0,0,12,12,86.77592762158552
9,30,8,14,0,0,0,11,15,96.0915120540656
15,32,10,15,1,0,0,7,8,77.24376577352373
10,30,4,18,1,0,0,10,15,87.93553366795064
10,33,10,16,0,0,1,13,15,98.19993207821308
11,31,10,10,0,0,0,14,8,75.90986973993857
3,28,6,11,0,1,0,9,12,80.68739543769676
6,27,10,15,0,0,1,14,18,98.63758073478654
8,29,8,17,0,0,0,11,14,85.74417675669709
12,29,3,14,0,0,1,15,16,97.00361058621942
11,31,6,12,0,0,0,11,9,78.59746744215866
11,27,6,11,0,0,0,16,15,93.29368880404108
12,27,6,17,0,0,1,10,18,101.11000613747514
7,32,9,15,0,1,0,11,13,85.48647024024683
17,31,7,15,1,0,1,10,8,76.24604212795734
6,30,3,11,1,1,1,15,12,85.36312875963223
8,30,8,12,0,0,0,9,11,82.51148972544698
13,29,3,14,0,1,1,13,12,82.40845189245648
11,31,8,15,0,1,0,12,12,82.5801312597505
10,32,13,15,0,0,1,13,10,78.71543652646562
8,30,10,15,0,1,1,10,9,73.0533398570212
5,34,7,15,1,0,0,16,14,91.31052166069873
11,28,10,11,0,0,1,9,9,76.88470940783259
13,28,9,10,0,0,0,10,9,77.19542855068686
6,29,13,12,1,0,1,13,14,93.3039891168165
14,29,10,11,1,1,1,15,9,80.33335231049831
8,28,11,11,0,0,1,7,9,79.03774546638789
11,27,7,11,1,0,1,11,11,84.31601238936132
10,29,10,15,0,0,0,11,15,95.6064402753218
8,32,7,13,0,0,0,15,12,85.81171948426339
12,25,5,13,1,1,1,9,13,85.42825435817439
10,26,6,12,0,0,1,8,12,87.33977475314703
12,29,7,13,1,0,0,13,13,85.49262988192159
10,32,9,12,0,0,1,9,6,71.15796513796417
10,29,8,9,0,0,1,13,11,87.42830292560895
