age,income_level,gender,minority_status,credit_score,tax_credit_eligibility,consumption_rate
6,8,1,0,18.544074067736585,0,7.430268493980114
9,5,0,1,17.431627158956836,0,6.267052616330504
10,4,0,1,18.71630836034036,0,7.005797279825436
8,6,1,1,18.52480702822046,0,7.5255281841852355
6,5,0,1,18.062425296913943,0,7.156966384366065
7,6,0,1,17.356766124697565,0,5.42362475091141
7,6,0,0,20.829808214916717,1,20.12474419854572
11,4,0,0,16.739989206922342,0,4.356795630812257
9,6,0,1,17.850540456134258,0,6.0618988766303366
11,6,1,0,20.14323096025967,1,18.253750929309327
6,5,0,0,17.153618546171796,0,5.239395533787917
4,6,1,0,19.165084189755675,1,18.5436480298726
7,5,1,0,18.73226792092089,0,8.336507783424814
12,6,1,1,18.88588518241461,0,7.001179856349795
11,4,0,0,14.47616694586463,0,1.2912634120438238
15,6,1,0,21.07809276501307,1,17.518292768385084
10,8,1,0,19.8603849654146,1,16.898280682022314
12,4,1,1,17.977288276538616,0,5.3837461312641
10,3,1,1,19.20174341678004,1,18.39074786826062
6,5,0,0,20.1418715162606,1,18.32678770006896
5,5,0,0,20.19202874855626,1,19.208234473801305
7,6,1,1,21.259810070614595,1,19.472655409271223
7,5,0,1,21.01228868040538,1,18.64842495525936
9,5,1,1,19.80793047153564,1,18.0210607943271
13,8,1,0,19.834100071258288,1,17.056431427057245
6,5,0,1,18.29749060538091,0,7.518610920259786
7,4,1,0,20.554622807140717,1,18.70805526322958
4,6,0,1,16.07365361828039,0,4.333093203233524
8,4,1,1,21.058663068907112,1,19.054521955234748
10,6,1,0,20.091244090283663,1,18.33549513823668
12,4,1,1,19.65546606329397,1,18.50500766051103
0,4,1,1,19.59672651270784,1,19.576079625218902
9,8,0,0,18.564220212060263,0,7.683557484945259
5,5,1,1,20.72635958239035,1,19.93148458851451
15,3,0,0,19.38300596967409,1,17.008745817061886
11,5,1,0,18.873621092591804,0,6.739654535918621
10,5,1,1,20.706814433249725,1,17.60328422226146
11,5,1,1,17.29732609348666,0,5.012155477733606
8,4,0,0,17.122592919742587,0,5.990960372752845
5,6,1,1,20.56679235221277,1,19.29787625485897
10,5,0,1,16.271692794118913,0,4.197290053410056
9,6,1,0,21.746736814231085,1,19.506001623814143
7,7,0,0,18.80390494095022,0,7.792938258251977
10,4,0,1,18.62249704233475,0,6.606965344363351
8,6,0,1,16.962926393427708,0,6.069700034872344
8,5,1,0,16.866208700146323,0,4.30540025000231
6,6,1,0,21.870683169404806,1,20.388990178068045
8,4,0,0,21.59833689991664,1,19.693992101791707
8,8,0,0,19.84240343486091,1,18.16138693467517
11,6,1,1,16.780175877838126,0,3.584175803857325
8,4,0,0,17.77238467803389,0,5.522659827294317
8,4,1,1,17.458793979442827,0,6.0940856197149325
3,4,0,1,18.80235636072569,0,8.487542256223453
11,5,1,0,20.67731035328509,1,17.118282893436252
3,5,1,1,20.699520474936456,1,20.080111922572872
9,5,0,1,19.01867665775032,1,16.32392663660008
7,4,0,1,19.21273066378671,1,17.372983859399195
6,6,0,1,19.62259605227545,1,18.30171699032616
3,5,1,0,19.421484057823413,1,19.05751760298913
8,5,0,1,16.019840518958613,0,2.7805181083094377
6,7,0,1,16.51274831754935,0,4.684303190640351
7,5,0,1,21.13737397677371,1,19.40500374010515
2,6,0,0,16.747654514928467,0,6.055437347089619
6,5,0,0,19.378238085233296,1,18.99693406514875
12,6,0,1,18.004939712509337,0,6.079198948903888
7,4,0,1,18.583174702302596,0,7.729018413817471
10,5,1,0,16.095076881527245,0,3.2726783278297544
14,5,1,0,20.1759823177436,1,16.870028568173034
10,7,1,1,20.861914145958245,1,19.103225141968636
10,5,1,0,17.150768495564847,0,5.063496900474876
10,7,0,0,19.96829164297188,1,18.54390459773737
12,3,1,1,16.58609635736292,0,4.510632132875358
10,3,0,0,19.291962933772627,1,18.05611930465725
9,5,0,0,17.306977996533394,0,4.853016089479048
7,6,1,1,18.49133514767647,0,6.852590814306057
4,7,0,0,22.627307454208555,1,20.382203332001147
9,3,1,0,19.0392325617028,1,18.98791388365169
8,6,0,0,17.188421883732104,0,4.368304397811096
7,6,1,1,20.241342268812723,1,19.45052064151692
14,4,0,1,20.600393346788152,1,18.090934093038943
9,4,1,1,15.381420143446013,0,2.386093884455768
9,4,1,1,18.701329097136973,0,7.130546786410115
7,8,0,1,15.400924124394937,0,1.9144808419785184
7,4,1,0,16.878447020928327,0,5.232068476140411
11,6,1,0,18.447459753370104,0,6.649626431217575
4,3,1,0,17.59647750337972,0,6.971201641928973
10,4,0,0,17.647621179021836,0,5.88555703971361
8,6,0,0,17.418582170985577,0,5.224095105542927
8,5,0,1,19.897991977781107,1,18.099996001655825
5,6,1,1,19.75873360509652,1,18.647158054216757
11,3,1,0,22.31608248563758,1,19.20264478442648
5,3,1,1,21.30891173031788,1,19.8151550900232
10,6,1,1,17.55505286552353,0,6.0331318507979255
5,8,0,1,15.910506669112864,0,3.9360917324986566
8,7,1,1,18.279593598969715,0,6.787674484998189
10,6,1,1,17.396802174703662,0,5.134805782373133
9,5,0,0,20.09355000224045,1,17.8601134836265
6,5,0,0,16.118006235416097,0,4.227812861837079
10,7,1,0,20.69012909008613,1,18.13503802957797
5,5,0,0,19.55937531533021,1,18.656215714461496
3,6,0,0,19.400680035029698,1,18.58420139672661
10,5,1,0,16.279920199320376,0,3.3027164185487536
11,7,1,1,22.273377254788656,1,19.29300733959769
0,4,1,1,20.99234467760966,1,21.05002943739978
6,8,0,1,16.71520526993621,0,4.234762042990703
8,5,0,1,19.23939550744002,1,16.927511721509397
9,5,0,1,20.83371898306715,1,18.619932716387293
1,5,1,1,15.413276665472113,0,3.7325304844234273
8,9,1,1,21.94024044838821,1,19.969061034725687
10,4,1,0,17.149074479112784,0,5.434198376242139
8,9,1,0,17.561553898272713,0,5.50599766593595
10,7,0,0,19.251247583539904,1,16.744630147915668
7,8,1,1,18.66123250138228,0,6.876672591562681
5,4,0,0,17.969741470205417,0,5.942854648903739
6,7,0,0,17.769302286029486,0,6.249224724736671
13,7,1,0,15.815772665122203,0,2.298898366465537
11,6,0,1,17.071641117749977,0,5.747757026618658
5,6,1,0,17.48115029496099,0,6.886516445892017
6,7,1,0,18.36493824539229,0,7.258842440367054
12,5,0,0,20.688680924953104,1,17.68068170856421
7,7,0,0,19.479987352127,1,18.39701957794592
7,5,0,1,18.65333396509953,0,7.89910147692953
6,4,1,0,22.62121443866468,1,22.01118934321168
4,6,0,1,18.526889364142026,0,8.567066666341644
8,7,0,0,21.540438370269992,1,19.56058022575283
5,5,0,1,18.00539720326742,0,7.360513122156742
13,7,0,0,15.6608272250602,0,1.365605657849054
6,3,1,1,20.667284107751996,1,18.72687164465996
9,5,1,0,18.2867771460299,0,5.935889505681635
5,6,1,1,19.36550974450688,1,17.789718612696465
9,6,1,0,19.241526983081872,1,17.11466915558922
9,5,0,0,20.832749820892907,1,18.82867182425423
6,6,1,1,17.72133288776605,0,6.737949903764164
4,6,0,1,19.050476038190617,1,18.797050834500755
5,6,1,1,16.724017498183436,0,5.1011532913349225
3,6,0,0,21.404775066033437,1,20.40670267366217
9,4,0,1,18.34857551674652,0,7.760774788493855
12,4,0,1,19.38235615913109,1,17.59302718447366
9,7,1,1,15.417937812614923,0,1.7907583365527129
5,5,1,1,16.05889475155976,0,4.644286088807592
11,6,0,0,17.622884739421117,0,4.555867879730631
6,8,1,0,23.829826930202348,1,21.638422365721272
5,6,1,1,22.09652859697311,1,20.830815963378075
12,7,1,0,17.96505757098822,0,5.847678000424957
6,5,1,1,19.12221311137389,1,17.536274372210354
6,7,0,1,18.23967669880004,0,6.552504254748889
6,4,0,0,18.581742880925475,0,8.163308237443232
11,3,0,0,18.811337435580825,0,6.798648786652017
3,4,0,0,18.65872144063916,0,8.562284461154261
4,5,1,1,20.574046383315075,1,18.65195229702752
6,5,1,0,16.839984592738606,0,5.600527881505911
7,4,0,1,18.42402793555243,0,7.312456137600765
6,6,0,0,17.202764548026376,0,5.184836306736308
5,6,0,1,17.410362611968935,0,5.594687261728522
9,4,0,0,15.067380153568651,0,2.2744053792084253
11,7,0,1,22.04715377209579,1,18.917309613378954
6,6,0,0,18.318813735606664,0,7.378753764752147
4,5,1,0,16.73427881886754,0,5.604489252951961
11,4,1,0,16.98440678548408,0,4.581661713035584
3,4,1,1,19.55383703260923,1,19.54822414366573
6,4,0,0,19.428113242497,1,19.059166675617824
8,7,1,0,20.798036574604296,1,18.644733698635434
10,2,1,0,19.59547991716092,1,17.742415913508275
6,4,0,1,18.14285697929584,0,8.140636136917019
5,7,0,0,18.110658740197128,0,7.150983834337974
9,6,0,0,17.376862742800864,0,5.34037153421387
10,4,1,0,21.27361931184588,1,18.97561315588184
4,6,0,1,21.203516308916928,1,19.530064727316645
8,5,0,0,14.694557196673,0,2.6314273316642223
3,6,1,0,19.853176429031315,1,18.741561798998752
9,5,1,0,18.707105903043985,0,7.487311206425176
9,5,1,0,17.140131843785966,0,6.171587231102002
9,4,1,0,18.0669805107191,0,6.159053013209559
11,5,1,0,17.940455383119037,0,5.033990592523336
9,5,1,0,16.053782399582612,0,3.737667093368015
11,5,1,1,20.041503707536556,1,17.73295954500298
4,6,1,1,19.10647120467926,1,17.83141206202164
0,5,1,0,18.96908474200691,0,10.480156250400414
1,4,0,0,21.550395871508456,1,21.285328126913917
5,6,0,0,18.884637774004396,0,7.278693675041467
10,6,0,0,21.698887084114823,1,20.411574250367487
15,6,1,1,22.314840727370647,1,19.9965865381712
7,4,0,1,23.84900366140339,1,22.47703339082567
7,8,0,1,20.554264597176218,1,18.341523136023454
4,6,0,0,14.43777302388014,0,1.5404340526911091
9,6,1,1,20.029572495964715,1,18.313518387745205
5,5,1,0,19.475881108273896,1,18.694999370502
5,5,0,0,18.2630782779361,0,7.139899019105589
6,5,0,0,17.558530296675254,0,6.390918150509765
10,6,1,1,17.051606474988834,0,3.873574896928864
7,6,0,0,20.580359104540445,1,18.68267341650712
4,7,1,1,19.76284579404899,1,18.78630068684493
5,6,1,1,20.826781773156437,1,19.35514543248425
4,5,1,1,20.857590196184518,1,20.189001035091284
10,6,0,0,17.67846752659653,0,4.9644128653491535
2,6,1,0,18.724011451854068,0,8.675944780682665
10,4,1,1,17.005820703720726,0,5.625708806219145
6,6,0,0,20.012927531293624,1,18.287428969787744
7,6,0,1,14.800137705014118,0,1.5845895867603228
3,10,1,0,17.027987070551927,0,6.135459026931793
8,6,0,1,19.666635318332396,1,17.45427627059701
14,5,0,0,24.22067902886536,1,21.34285248610204
12,5,0,0,23.60609338724529,1,20.4817133001919
10,7,0,0,24.23397118795184,1,20.530470171362342
6,5,0,1,19.943761261834613,1,18.78911672475106
1,3,1,0,21.43806045684685,1,21.59126874300415
11,4,0,1,15.406453374004297,0,1.8446975886403008
8,5,1,0,14.62437550387051,0,1.2575972603749976
8,6,0,1,17.017170643000146,0,5.190482676832408
2,3,1,0,18.191613883006408,0,8.015871648219358
6,6,0,1,18.01795415399489,0,8.279034791643479
12,5,1,0,20.174422616360573,1,18.341983455438424
8,6,0,0,20.239803506355923,1,18.238224914627008
8,3,0,1,20.790159890922443,1,19.15927546716509
8,6,0,1,21.84416612805271,1,19.779134962611604
8,9,1,0,17.257895054793913,0,5.277723455976697
10,6,1,0,21.8429748760599,1,19.49083620277759
9,5,1,1,19.34824542338693,1,18.18463801420608
9,7,0,0,17.58941049337904,0,6.215939094917198
6,5,0,0,22.236210694197,1,20.67634504444866
4,5,1,1,19.513123678772214,1,17.675364288325802
5,3,0,1,17.829881426701686,0,7.348163294578001
15,4,1,0,14.18497072848874,0,-0.0576084452637324
10,6,0,1,17.386910931767343,0,4.676538267430338
9,6,1,1,19.05188402946616,1,17.094948801729934
4,5,1,0,18.212875088435773,0,8.852321627974646
5,5,0,1,17.26752583738124,0,6.546578968490947
8,5,1,0,20.1644581965879,1,18.33416332352717
7,5,1,1,16.313771200711695,0,4.011615758034484
7,6,0,0,15.487677445738216,0,2.146943616111136
10,5,1,0,16.06250291955571,0,2.685812736142123
10,5,1,1,20.557373982608397,1,18.582923338035105
9,8,0,0,20.469263830524728,1,17.70647618728973
6,5,1,0,16.814373138108884,0,5.685445302873062
4,6,0,1,20.311151905700616,1,18.80467641611761
11,5,1,1,18.646744703318745,0,7.324997600076131
4,9,0,0,16.475475576256542,0,5.168166096300745
5,4,1,1,21.599275451788124,1,19.82600004839038
3,5,1,0,20.298038443875477,1,20.449731198845328
4,5,1,0,19.902214377280547,1,19.30439806665465
5,5,1,1,16.972053165789582,0,4.875225877965537
4,7,0,1,19.10701928373708,1,18.429822627577835
6,6,0,0,19.62543926760282,1,18.726956411410903
8,8,0,1,17.959389626213095,0,6.069780451480301
4,5,0,0,15.946684392959762,0,5.025148651240712
10,8,1,0,18.967512966303385,0,7.297692692236449
8,7,0,0,18.853555505429885,0,7.282153458250769
5,8,0,0,19.375171029378908,1,17.333507570420338
5,5,0,1,18.5975688560463,0,7.116681886566479
6,4,0,0,19.78984480480018,1,18.957536257400186
6,5,1,1,18.497261564545216,0,7.795359407068255
6,1,0,1,18.523424099949665,0,7.342988113117157
4,5,0,0,20.77807391373727,1,19.451068794408684
11,5,0,0,17.005359885903037,0,4.5035778559055135
9,4,0,1,17.904111026164923,0,7.413538025837192
7,6,1,0,16.793825430819105,0,4.6926875262086805
5,4,0,1,19.25759292060121,1,18.10279252469653
6,3,0,0,21.29893484053224,1,18.807330708085924
3,6,1,1,20.103775944678898,1,20.27642356528768
11,7,1,0,17.076902376095425,0,5.055169157691145
11,6,0,0,22.853669752172408,1,20.131840022533915
4,5,1,1,21.61657413248784,1,20.36621993951652
5,7,1,1,16.296808667295124,0,3.788240088465807
13,7,0,0,20.512032333141477,1,17.749213594813465
6,6,0,0,21.1854932040691,1,19.6131830932863
3,6,0,1,22.8018671385304,1,21.366538814933683
12,5,0,0,20.900314658491247,1,16.805669440516326
5,7,1,0,17.247266363448315,0,5.235295104413933
11,4,1,1,18.06314676687472,0,6.701933341568272
7,6,1,1,19.558591061726684,1,17.17371565822713
8,4,1,1,18.41925082567959,0,7.611270864988935
9,5,0,0,17.747378568897556,0,6.645510452402748
7,5,1,0,21.063247570077998,1,20.0843476739065
5,7,1,0,18.5097591762522,0,8.087466058633073
5,5,0,1,17.78512095730532,0,6.44110240024067
8,3,0,0,19.10302932792853,1,17.287726833590625
2,6,1,0,16.607773770817303,0,5.608694471364863
8,7,0,0,17.999771743950202,0,5.897554623180937
8,3,1,1,17.353874480264533,0,5.724668271698717
11,6,1,0,18.203514833758057,0,6.355045302348958
7,6,0,0,19.16082899683551,1,16.62103902327058
2,4,0,0,15.302454689195397,0,4.177718335941496
8,6,1,1,18.495588517263123,0,7.046921503864319
7,5,0,0,21.19721795065683,1,19.663280279863013
9,4,0,1,17.932221391198322,0,5.638389728730493
6,6,0,0,16.583113766387182,0,4.697778234465509
15,4,0,1,18.79601150213396,0,7.407393603437167
9,5,1,0,18.49573007098844,0,7.529470357773152
4,5,1,0,18.805628460669816,0,8.425250827145467
8,5,0,1,22.547539692026184,1,20.591962566099507
