age,income_level,gender,minority_status,education_level,social_assistance_program,social_mobility_index
10,6,1,1,16.048970408589554,1,12.227523845883944
9,4,1,0,15.61098249049281,1,11.987349745007878
13,4,0,0,13.106948658284551,0,7.582146132374023
6,5,0,0,13.049268236553496,0,8.656947597870627
7,5,0,0,10.722396449102446,0,5.055135922028715
7,7,1,1,13.000648510161724,0,7.919358655007056
7,4,0,0,13.789684468207891,0,8.998373898886909
5,4,1,0,16.09766349739059,1,13.80396502582864
7,9,1,0,14.222988469559573,1,11.217014118907109
11,6,0,0,17.417819016526277,1,13.453201313971544
7,5,1,0,15.986230556054862,1,11.682557229417544
3,5,0,0,12.74138912964658,0,7.667333925487628
9,6,1,0,16.565267598821244,1,13.14785071716428
7,5,0,1,11.590394436590325,0,5.437291714689343
7,4,0,0,10.487321195646382,0,3.881511581983316
12,7,0,0,13.4710098129893,0,8.005159256856082
11,7,0,1,13.18495160711024,0,7.260282552667109
9,7,0,0,15.302577177509992,1,11.29591866880796
7,6,0,0,13.88511588587816,0,9.036296456694313
6,5,0,0,12.140525162272525,0,7.473776384430956
6,6,0,1,15.927895877454992,1,12.181481591804484
7,7,0,0,16.549493440178285,1,12.808908034749624
7,5,0,1,13.360385989814596,0,8.117972047020062
8,6,0,0,14.210400225612489,1,10.583766756269116
9,4,1,0,12.642599432664632,0,7.361525357411476
5,4,0,0,16.688046210916237,1,13.220612813912918
7,5,0,1,12.94831096581846,0,8.374253321755942
10,4,0,0,15.270452687819455,1,12.096114781402637
13,6,0,0,14.034898137986191,1,11.126143228680702
3,6,0,0,11.796670844876576,0,6.201530887674749
8,5,0,0,15.54490906892494,1,12.340533824459753
8,7,0,1,18.595777174653165,1,14.491729938556295
8,6,0,0,11.250323851561118,0,4.990829897794368
7,6,0,0,15.559839659256266,1,11.749948494831251
9,4,1,1,13.98179756976609,0,9.585240003434889
6,6,0,1,14.826602064104556,1,11.685404326872368
7,7,0,0,14.355829562311436,1,11.589848448658683
13,5,0,0,10.457629350797308,0,3.788611545821579
6,5,1,0,10.410942406422109,0,3.940174388390509
9,5,0,0,9.016518246524498,0,1.9299755558601277
6,6,0,1,17.33691967300497,1,13.64577519560422
10,5,0,0,14.285370764126554,1,11.142772125060883
9,6,0,0,14.754992049778854,1,11.27986844582398
11,5,0,0,14.254752125204115,1,10.154454582139488
5,5,0,0,14.4038659997032,1,12.464470584914176
8,7,1,0,15.783058049004993,1,12.267450054021287
3,7,0,1,10.809348947469058,0,5.454749295825224
2,5,0,1,13.009253861662735,0,8.950919605434049
6,2,0,1,12.244211273270531,0,7.097583989500072
4,7,0,1,11.044437352537743,0,4.099656325462579
9,7,0,0,14.13183863770058,1,10.521101302668002
10,6,0,0,11.491649797477486,0,6.608353744464237
7,5,0,1,13.737225862299663,0,8.299205334715007
9,3,1,1,14.768577644604914,1,11.470563350813618
17,5,0,0,11.852850644331667,0,4.903055557832956
12,5,0,1,16.836650532006356,1,13.343378543939306
9,7,0,0,10.733592963021865,0,5.075631915924176
7,5,0,0,16.739179325097535,1,13.390411138875006
5,6,1,0,11.382803699392213,0,6.27299427078982
4,6,0,0,14.18308870195697,1,12.152441402451382
6,6,0,0,12.4064567969612,0,6.910187155518462
4,5,0,0,13.226966920263166,0,8.26124655375831
7,3,0,0,11.818211034305488,0,6.784793377062039
7,6,0,1,13.852629328022935,0,8.778480971575158
9,6,0,0,16.35371407786813,1,12.78601223164805
11,4,0,0,12.415828577979404,0,6.040745107203107
9,8,0,1,13.919330238573574,0,9.972327579043151
11,9,0,1,11.295867309962654,0,4.6034190397757415
6,7,1,0,16.62434659316317,1,13.770629864267296
9,9,1,0,11.955464091729665,0,6.904974222106517
8,5,1,1,16.02733150630514,1,11.968370112231025
2,6,0,0,10.306780940999683,0,4.311024021324586
8,6,1,0,13.860505038873535,0,10.315450392081624
11,5,1,0,11.239814232182068,0,5.433078785010371
8,4,1,1,15.22957335222264,1,11.437127857624168
7,6,0,0,13.196712866291056,0,7.957953229449189
6,6,0,0,14.549776555936042,1,11.44759555985832
5,6,1,0,10.26058304554896,0,4.436099662483136
12,2,1,0,8.352853582433653,0,1.4355749270524822
12,6,0,0,15.814589362618388,1,11.9813312184541
3,5,1,0,14.695263792599254,1,11.520866279049352
8,4,0,1,12.991168039304728,0,7.334656303914552
8,6,0,0,11.152752590482418,0,4.938202835472454
7,3,0,0,11.980527156776128,0,6.28053832437848
8,6,0,0,16.58903555695788,1,13.30338770331426
7,6,1,0,13.641210288166825,0,9.591758304975809
3,7,0,1,8.699022921536496,0,1.708579269360053
9,7,0,0,15.379240157381933,1,11.917099171120324
6,5,0,1,10.698019901071552,0,4.143136154359022
8,3,0,0,10.586538727394773,0,3.9615332648933217
10,7,0,1,13.639889069820224,0,8.760623288675012
0,6,1,0,15.415277792561206,1,12.86192647756728
10,6,1,0,15.879354404516276,1,13.041121370570702
4,6,0,0,17.33809385516812,1,13.888079343473985
5,4,0,0,17.51790747766242,1,13.502207474370795
6,4,1,1,11.957569600515573,0,6.936437247520666
4,3,0,0,13.208286041028153,0,8.048399252613043
9,2,1,0,12.71176173161645,0,7.93116069482093
0,4,1,0,15.58329038597526,1,12.918707905966192
8,5,1,1,12.050308272701278,0,5.955023511279374
9,4,0,1,16.803619722566737,1,12.684714001885029
17,7,1,1,14.61686170808212,1,11.209021040152136
10,6,0,1,14.561200531941632,1,11.01091715735618
7,6,1,0,15.223187904367526,1,12.886775239390388
8,5,0,0,9.71357530963436,0,2.605935084907184
8,6,1,0,12.26975703778788,0,6.733799404211411
8,7,0,0,15.01231169679829,1,11.706552431483884
6,7,1,0,14.113591854706616,1,10.965082152231249
5,4,0,1,13.405084050268105,0,8.395516858218654
9,6,0,0,17.499983184795052,1,13.575953625366436
5,8,1,0,13.399346955106749,0,8.674606165558314
5,8,0,0,14.045248286299415,1,10.762749932395948
3,7,1,0,11.645321445637077,0,7.160579770095208
7,5,1,0,13.72870271745334,0,9.335747787468046
13,4,1,0,14.068702221387207,1,10.045732630024078
10,6,0,1,16.966138364292593,1,13.651182350354512
8,8,0,0,14.409075896365096,1,10.535829657785
12,6,0,0,16.57063225708542,1,12.696242065124672
9,2,0,0,13.845620424845318,0,9.59700807683832
9,7,0,0,14.423960742453207,1,10.978607477789303
3,6,1,0,9.122108280093713,0,1.508201389669585
4,6,0,1,18.42790499525476,1,14.161663147723486
11,7,0,0,13.206390636576346,0,8.775682341461103
8,6,1,1,16.566661407248446,1,13.130350661601868
6,4,0,0,14.671097757291376,1,11.734737192709773
10,7,0,0,13.793064623223009,0,8.866374217863452
8,6,0,0,13.312141968113709,0,8.585197877088666
7,5,0,0,12.98652300101619,0,7.522746975346237
11,8,0,0,16.71716910290933,1,12.156101485657034
9,6,0,1,12.136541315005298,0,6.173268132450678
2,6,0,0,13.786682026294825,0,8.157526637734524
8,5,0,0,13.69835593998094,0,9.202258285673532
6,6,0,1,17.985687955283012,1,13.918647859253792
14,7,1,0,15.05441744514994,1,11.012467039999
8,4,1,0,14.038355107510226,1,11.234660734795543
13,5,0,0,9.719831741700146,0,2.8155164261756007
10,6,0,0,13.886342613218318,0,8.887926552991328
8,6,0,0,14.903163879606751,1,11.2758498951855
5,5,0,0,13.771475112970068,0,9.508959727191574
3,5,0,0,14.248805181159076,1,10.880174473385784
15,5,0,1,10.651973706265398,0,3.737572298558853
12,6,0,0,9.998087299733044,0,3.0547030179974435
7,6,0,1,13.12788815783656,0,7.963995245384194
9,5,0,0,13.289123871685948,0,7.88358964506364
9,5,0,0,14.163945146383908,1,11.653315515103182
9,6,0,0,15.211896335445124,1,12.92570103973364
9,5,0,1,15.523476776853206,1,10.978870570882815
8,8,0,0,14.977326520584516,1,11.50429454412532
9,5,1,0,13.216236375530723,0,7.950262782627638
2,5,1,0,16.33023447984367,1,12.955090663219355
9,4,1,0,14.87370040316423,1,11.903053946463364
2,4,1,1,14.580035435161838,1,11.936803663804966
9,6,0,0,15.723692757313716,1,11.751076229840738
10,5,0,0,14.3628441786537,1,10.392956843749364
12,7,0,1,11.584578378020613,0,5.906923493878215
14,5,0,0,12.03368352136589,0,5.636881762400509
8,5,1,0,11.64987964184484,0,5.7702391678322105
12,4,0,1,15.515609075818476,1,11.723873453910022
8,6,0,0,12.720906000463753,0,7.3824591093730145
10,5,0,1,15.772935635382112,1,11.146266965600825
3,5,1,1,16.769600942179466,1,13.19365718151049
7,4,0,1,12.461357144339166,0,7.269220331831054
3,5,1,0,11.023746270547962,0,4.675453838277438
8,6,0,0,12.522309285112646,0,7.289987893045709
6,7,1,0,15.65888415448354,1,12.900472426972447
9,6,0,1,11.982902522607016,0,5.630610636591059
10,4,0,0,10.824919226775936,0,4.700000015269889
5,6,0,1,15.565963094128737,1,12.465060352846594
10,4,1,0,13.551375408514929,0,8.041482096725156
7,7,0,1,9.552568960915483,0,2.6488167490090966
6,7,0,0,13.221866503561076,0,7.86471252600505
-2,7,1,0,14.972544889984844,1,12.720084257583446
10,6,0,0,11.68865646233975,0,5.256924501091459
11,5,0,0,13.437254693954184,0,8.341775083495499
3,5,0,1,15.424979594052704,1,12.284876058219853
8,6,0,1,13.158644349726773,0,7.988303449662749
9,3,1,0,13.627035844633738,0,9.117575290230944
5,8,0,0,12.934250208833538,0,7.587251939617803
2,8,0,0,17.090440452174285,1,13.444005550572315
5,5,0,0,12.57981020248468,0,7.286519250612864
9,5,0,0,14.585011316323223,1,11.16431016430643
8,6,1,0,17.858708397222944,1,14.738664110862224
8,6,0,0,10.538941129286298,0,4.896327015977767
15,5,0,0,12.39835834768298,0,7.08644950283134
5,6,0,0,14.109441345759686,1,11.035419991859223
11,6,0,0,16.390460860900372,1,12.698042082055055
5,9,1,1,12.75586259283222,0,7.559822879554778
7,5,0,1,14.5093063910748,1,12.066374455512596
3,6,1,1,15.21829169468743,1,11.839022422471484
12,3,0,1,14.34800068669512,1,10.267917699554843
11,6,0,0,14.181305760750291,1,10.272606656654006
7,3,0,0,15.334483068504632,1,11.665116294937745
12,4,0,1,13.305030923425504,0,7.607936475484928
12,8,0,0,13.12656014795449,0,8.321405154209652
14,6,1,0,11.584961847396348,0,5.365541984196439
4,5,0,1,14.62063394260742,1,11.461340449307876
9,8,0,0,12.935849572919937,0,8.667394111660608
10,6,0,1,9.140990694671247,0,1.744268535247549
9,7,0,0,16.69014287639116,1,13.363403253891576
6,4,0,0,14.003971401636504,1,10.757782841485252
8,7,0,1,16.881879480038457,1,12.476167505261817
6,8,0,0,12.481616944790224,0,7.075539694511323
13,7,1,0,10.987740070630425,0,4.451126006058056
11,9,0,1,12.998371092914368,0,8.28293232432023
5,7,1,0,11.676836571608026,0,5.813231671937536
10,6,0,0,13.943347242356102,0,9.18116151707816
11,6,1,0,11.150080376108043,0,5.164986051274303
8,2,0,0,12.40382824613501,0,7.329572041692866
6,9,1,1,10.808920310458086,0,5.223697214885711
4,7,0,1,13.867300344285855,0,9.42743135450157
4,5,0,1,15.681235892353596,1,12.60130890756414
9,7,1,0,13.556790488810655,0,8.684889603039895
8,7,0,0,14.170120697930196,1,11.695474610388882
8,6,1,0,12.35971782299368,0,7.760999516924609
8,5,1,0,15.882719004049784,1,13.152858529649489
2,6,0,1,17.147362232841182,1,13.990736129388488
15,7,0,1,12.52754977171246,0,6.3035864153607015
9,6,1,0,8.751200171021587,0,1.7072941647972566
7,2,1,1,14.138868104912476,1,10.886495802802076
9,4,0,0,7.938403810288548,0,-0.0377947561964812
8,8,1,0,11.854379635048163,0,6.3210369820751415
9,5,1,0,12.528506810220552,0,7.416593876030989
8,6,0,0,11.689516135483686,0,6.340842089579487
9,6,1,0,14.35206747320369,1,11.402452186706304
11,6,1,0,18.72901650423567,1,15.160306898929118
7,2,1,0,15.56717849482881,1,12.059183815258026
5,4,1,1,12.840825205596271,0,8.48789998848633
12,6,0,0,14.488285081056969,1,11.069713751147756
10,5,0,1,15.412093186709074,1,11.557037602213144
8,7,1,1,11.815597879071728,0,6.425374017804637
7,5,0,0,13.084112243465142,0,7.830558449412886
4,5,0,0,17.12349733229234,1,14.2584267233316
13,6,0,0,15.225853784004668,1,12.28075240589878
7,4,0,0,16.61502690651723,1,13.108875985262909
9,6,0,1,14.536008777804843,1,11.08285870099644
2,5,0,0,15.08704184927084,1,11.295612571231375
4,5,0,0,10.557926349919676,0,4.692776852191682
8,6,0,0,11.47142204521009,0,5.569083013524517
6,4,1,1,15.063668276665071,1,12.26037132522467
8,3,1,0,15.675936565147872,1,12.34087255574959
8,4,0,0,16.356876482570513,1,13.324864462889924
8,5,0,0,14.61850271429654,1,12.267355446552523
5,9,0,0,13.996260672377046,0,9.916867604067544
8,6,0,0,15.764707274027463,1,12.86218606053234
5,6,1,0,13.71164677396642,0,9.218664200595953
5,5,0,0,13.422054250701878,0,8.64752577726663
11,7,0,0,11.351403532339482,0,5.499169555535848
8,6,1,0,12.674612570787556,0,7.354059737761405
11,6,0,1,14.440560515903597,1,10.882804847515038
7,5,0,0,15.147491821694226,1,11.11315467277636
7,6,0,0,12.915256608207509,0,8.686638056795955
5,3,1,0,11.122589828363186,0,5.667440133953622
7,4,1,0,14.082626020804348,1,11.391654780292347
10,5,0,0,12.633905628480136,0,7.519529469591559
8,4,0,0,15.934264087052007,1,12.216254873703132
6,7,0,1,13.90706948741384,0,8.85470343889025
10,5,0,1,16.86017972076753,1,12.477121825844272
7,7,0,0,12.83099130644031,0,7.708048656022981
16,2,0,0,13.149205586095809,0,7.677956430652324
6,3,1,0,14.424254621429764,1,10.866891043335016
15,6,0,1,11.665469219916972,0,4.807113360790708
9,7,0,0,13.499544025473192,0,8.173409249893488
8,4,0,0,13.518051396138157,0,9.287516632676391
9,4,0,0,12.078901786738518,0,6.941547960493759
1,6,1,0,11.832269665275229,0,6.97312025248981
6,6,1,0,15.389574672027708,1,11.909340262041448
5,3,0,0,16.318918611604143,1,13.048916839490786
10,4,0,0,15.67359206190284,1,11.207968573949389
5,7,0,0,10.674184653415086,0,4.261007926913171
8,8,1,1,16.40366815573634,1,12.720847029928224
3,6,1,1,11.730520797301516,0,7.0749920707704455
9,4,0,1,14.102750447513603,1,11.15004045990319
4,6,0,1,10.737739672575405,0,5.2604892972882125
10,5,1,0,12.219840748436146,0,7.405473388493231
8,6,0,1,12.918903082137748,0,8.28061978579837
5,5,0,0,13.500914451395944,0,9.615084024223668
7,5,0,0,14.999249971200795,1,12.048651937771448
4,5,1,1,11.883844459722807,0,6.997337759358047
5,5,0,0,13.9812430329183,0,9.695888930983564
8,5,1,1,12.9424870782793,0,7.951220010741607
8,6,1,1,11.489247711347591,0,6.170487822025062
8,5,0,0,19.013535361137407,1,13.607027034239056
8,7,1,1,11.652869158535688,0,4.974626278018398
5,4,0,0,13.059927553414797,0,8.17387132857292
15,4,0,1,12.531620135314672,0,7.07101007068782
8,7,0,0,11.348774868310578,0,5.39718773518118
7,4,0,0,12.320561652551644,0,7.022566787726396
9,4,0,0,14.084786561269988,1,10.855452881707077
1,6,0,0,15.657843211450984,1,12.569522612008871
9,6,1,0,16.347782338661393,1,13.135772009726828
14,5,0,0,15.93043493890918,1,12.478785472181508
8,4,0,0,12.55164510199488,0,7.688017030759237
8,3,1,0,14.25353971313524,1,11.788967955942498
0,8,1,1,13.368502520993474,0,9.33196781931784
7,6,1,0,12.755251736722077,0,6.900797855886824
7,6,1,0,12.638121650983525,0,7.970571608336553
6,4,0,1,14.636128344914868,1,11.26407936720982
7,4,1,1,9.641457009219987,0,2.692346208679829
6,5,1,1,14.543699394576006,1,11.460032689173955
7,5,0,0,15.623077711260406,1,11.285882259766236
12,5,1,0,17.259788605580635,1,13.466399901092862
12,6,0,0,12.734781550138589,0,6.588352371700701
5,4,1,0,14.598482626333926,1,11.622744823235331
9,6,0,1,12.9975448727521,0,7.453510723751008
4,7,1,0,14.282011895734664,1,12.14942625675611
12,7,1,0,13.015263729690789,0,7.799701918158922
10,4,1,0,15.74901442650997,1,12.201388763620724
5,5,0,0,15.864670890711126,1,12.97711962960846
7,6,0,0,14.63619536479776,1,9.744972182552038
10,6,0,0,11.927097842330973,0,5.155384132425931
7,4,0,0,13.868283004058467,0,9.278151213535216
4,6,0,0,13.244790513598604,0,8.731686614022177
8,6,0,1,13.244745408158742,0,7.897219806193993
2,6,0,0,12.127694964766974,0,7.113911248397914
4,8,1,0,9.307855080334878,0,2.6496264286956257
8,5,0,1,13.903821783317015,0,8.720677969528012
6,4,0,0,12.767962483940655,0,7.371601545723077
1,6,0,0,13.67494771450402,0,9.473839621475282
6,5,1,0,12.811524636438063,0,7.500244960466022
11,6,1,0,14.810473641664723,1,10.852945130292037
5,4,0,0,13.97990682717048,0,8.898457993962559
4,2,0,0,15.002429728535834,1,11.969220249527028
7,3,1,0,12.640737337935322,0,6.76810540752679
11,7,0,1,12.20556303435982,0,6.405725185357057
4,6,0,0,14.416922840123206,1,10.720256448028282
10,6,0,1,16.65423084652695,1,13.15033337186381
4,6,0,1,11.003156292447333,0,4.526049796761634
5,5,1,1,14.816094957142834,1,12.039470108431471
5,4,0,0,14.655036233304854,1,11.139415160095796
7,5,0,1,14.213985432506616,1,10.860985994647296
7,7,0,1,11.359375176974387,0,5.446660447303698
11,6,0,0,13.942084804013186,0,8.885983317118315
11,5,1,1,14.525941633933307,1,11.503046976140368
7,4,0,0,17.189930532505194,1,12.977046432845038
17,6,0,0,15.603823698033883,1,11.817110962479724
2,4,1,1,9.161612219346008,0,2.853357703319724
6,5,0,1,13.318507957718914,0,8.720949667750022
5,4,0,1,16.399911402983196,1,13.68411811538916
6,6,1,0,14.459971318130824,1,11.730990605751654
11,6,0,0,14.465110080555489,1,10.889549749817592
11,7,0,0,15.70780501068145,1,11.57221526406585
10,3,1,0,14.34352599831574,1,10.470419785111051
7,4,1,0,15.665847066250562,1,12.226795764588244
7,3,0,0,13.744150541574612,0,9.267856653625564
4,8,1,1,16.94025861179345,1,13.241475732906194
7,5,0,0,14.618868754742705,1,12.083077317418043
8,6,0,0,13.279318843520905,0,9.001809634064685
2,4,1,0,13.476694261704562,0,9.767738302147244
6,7,1,1,8.822798945191861,0,1.9327570650786208
0,5,1,0,13.644505635524729,0,9.373952731074334
11,5,0,0,17.740722101062772,1,13.074954986285448
9,7,0,1,13.61725790939926,0,8.439483302365396
6,6,0,0,13.360529100242772,0,9.193559655270038
7,3,0,0,10.935040759763318,0,4.6982255249983575
7,6,1,1,11.178037779750422,0,5.305075010168201
12,4,1,1,12.33007193431479,0,7.767236710451816
4,5,0,0,13.909074019332673,0,8.230544405263757
10,9,0,0,8.458027202494538,0,0.7222222627805239
11,7,0,0,12.474842703334858,0,7.230835586399881
7,2,1,0,10.000893500718808,0,4.057852292628313
6,5,0,1,13.649463538750418,0,8.540966522063696
5,4,0,0,12.716595065774374,0,7.624802158235146
3,7,0,0,12.493950553223652,0,7.6239801285882365
12,6,0,0,13.274166413457422,0,7.707514415915862
6,3,0,1,17.768823389718005,1,14.34877633922768
8,6,0,0,15.202638971183704,1,11.494749104146436
9,5,0,1,16.45383386921113,1,12.678834070652528
8,5,0,0,12.717661359762609,0,7.654473191208792
8,4,0,0,11.898714356719466,0,5.750135859255086
7,3,0,1,14.792189402606962,1,12.10666551612046
5,5,1,0,15.419725755600048,1,13.366392856033972
11,6,0,0,16.087328744269048,1,12.438369308160157
6,6,0,0,13.88540591175555,0,9.878242709748514
9,4,0,0,11.223902991077644,0,4.977544261666855
5,4,0,0,12.82197271484297,0,7.551563712668777
10,5,1,0,10.58723225358193,0,4.141239688206891
5,4,0,0,14.406248014827154,1,11.418777628687415
9,4,1,0,13.186597320775936,0,9.01134398070465
10,5,0,0,12.70879810763013,0,7.538195749787074
12,5,0,0,16.392637817749865,1,12.472937862271182
7,8,1,0,13.450242195467808,0,8.488008897549701
7,6,0,0,12.70283277168673,0,7.185707644560282
12,4,0,1,12.892349614416204,0,7.2702883318159905
16,4,0,0,13.79902003310319,0,8.475916928492802
4,7,0,1,11.956051195043104,0,6.699901651593933
9,7,0,0,15.259946045663153,1,11.124482816761288
10,6,1,0,13.889165451968475,0,9.276062628060814
8,3,0,1,16.92774140871738,1,12.527170744738742
5,8,1,0,13.95008796504639,0,10.220619732994807
5,5,0,0,13.278510435957507,0,9.381396574110584
6,5,0,0,10.743333713853335,0,5.227330970207827
12,6,0,0,14.521144296154576,1,10.447911633101738
7,4,0,0,10.20015138915031,0,3.142413366367263
3,3,1,1,16.470519340403204,1,13.305784261985496
8,4,0,0,15.601678745202069,1,11.97175510674158
6,3,0,1,13.209209959771044,0,8.501255016510763
11,4,0,0,16.442114533264025,1,13.263747331456845
8,5,0,0,16.820928635540653,1,12.76350172542456
3,7,0,0,12.375471142469868,0,7.326357440408261
8,4,1,0,12.65477511572903,0,7.268224715819024
11,8,0,1,16.923502245603053,1,12.318897657713178
12,5,0,0,12.18606025862012,0,6.594916083258103
7,4,1,1,15.199459500198415,1,12.34946337453405
4,5,1,0,13.398248812744407,0,8.546505265999622
7,7,0,1,14.575267770636597,1,12.10233491708632
3,6,1,0,18.074494095616583,1,15.371145472896323
9,5,1,1,15.35101765248081,1,11.841736184929555
5,4,1,0,14.595701129103402,1,12.084968978681028
8,6,0,0,13.785498108788994,0,8.471839729079823
11,6,0,0,14.717455731153573,1,12.02042550412681
5,6,1,0,16.053729112269533,1,13.041593115962703
8,5,0,1,12.491828675970313,0,6.964732225033294
8,5,0,0,10.27029305397498,0,4.921116927745497
6,5,0,0,14.376857924320174,1,11.53316737443238
13,8,0,0,16.01025071587695,1,11.860512300599684
0,5,1,0,13.28714824995038,0,9.17270825961713
2,4,0,0,11.706257568668097,0,6.263736528168118
10,5,0,0,15.80289536757407,1,13.115224931600103
5,7,0,1,11.730054216741449,0,6.482884323343682
7,6,0,1,15.174560963420571,1,12.629484888559372
7,7,0,1,14.97670353564838,1,11.4550537401561
6,6,1,0,12.164666375733956,0,6.497479741619014
9,8,1,0,14.42252940357903,1,10.292743294202216
6,5,1,0,13.786877810437034,0,9.35206738930546
7,6,0,1,17.142405615734887,1,13.955596525992425
14,6,0,1,14.425054423289934,1,10.08961770592724
9,6,0,1,12.80464200431848,0,8.102454523203164
8,7,0,0,14.520486793811257,1,11.084248698446256
7,7,0,0,16.867818017615043,1,12.17344825548255
6,4,1,0,12.5594641500866,0,7.280885741647491
9,6,0,1,17.3397680014361,1,13.624367581260318
9,5,0,1,15.115294872978968,1,12.244982238641978
2,6,0,0,14.616770915659654,1,12.446935115595444
6,5,0,0,13.261965106001588,0,7.720658190885398
8,6,0,0,16.07585757491968,1,12.15633756918044
7,3,1,0,15.464286116470348,1,12.881103742151264
11,6,0,1,11.424966136967232,0,5.292488693695096
11,4,1,0,9.74792493409108,0,2.875710465004107
7,5,0,1,15.349288584758702,1,11.988612551527384
1,6,1,1,12.644214683732717,0,7.647249345198034
9,4,0,0,14.689241881231665,1,11.949863796422724
7,6,0,0,14.873523108402262,1,10.834056077033264
13,5,1,0,15.2977735972064,1,11.953936348445897
1,6,1,0,10.46181309416195,0,4.527865902177003
6,6,0,0,18.610759957227003,1,15.30957100597953
6,5,0,0,14.51608248156978,1,11.542550663906155
7,5,0,1,12.407386693429912,0,6.966343821341128
6,6,0,0,14.110798312562752,1,10.741543259203963
6,6,0,0,17.08648333437327,1,13.253498851014552
3,5,0,0,13.90319726192742,0,8.429162445283499
9,4,0,0,16.67182055010139,1,12.190598690358744
6,6,0,0,15.99361825628283,1,13.261047299375305
10,6,0,0,15.492861313806268,1,12.202639484739809
7,5,0,1,17.97960061074711,1,13.759654053990827
11,6,0,1,12.365393300520047,0,6.2886364824629615
6,4,0,0,15.195437611092904,1,11.7635974631341
4,2,0,0,13.960428486706492,0,10.334587588681446
10,6,0,0,14.98552674191506,1,10.90481387388289
13,7,0,1,10.738607097477228,0,4.162245847378146
7,7,0,0,13.600482747115532,0,9.055444898809576
5,6,0,0,13.209468307608716,0,8.507470336507188
4,3,1,0,17.657292650009804,1,14.593178339677
2,4,0,0,17.15405833312247,1,12.74675279502382
9,7,0,0,13.347553907462231,0,7.628808380250352
7,5,0,0,15.73422554747742,1,12.86624473728592
6,7,0,1,13.428464221321502,0,9.154061726089996
9,6,0,0,13.217230723985091,0,8.763405292451221
7,6,0,0,12.09308887344244,0,5.866261195374745
8,5,0,0,16.720084491806837,1,13.624519357307628
12,6,0,1,16.28988577387811,1,13.249116796805712
1,7,0,0,11.65824137426576,0,5.56840126103685
7,6,0,0,13.974530802418323,0,10.00133501912078
6,4,0,1,10.391549507392622,0,4.135953555531194
10,5,0,1,13.713884366911802,0,8.720929410897494
5,5,0,0,13.3421222745865,0,8.672374107269535
6,6,0,0,15.86283545932594,1,13.029951038798169
6,4,0,0,15.30045853522092,1,12.71691205166418
5,6,0,0,14.544767532555468,1,11.03833364761795
8,3,0,0,13.967728041840644,0,10.20834814614047
5,4,0,0,15.072567636029444,1,12.294848357649531
11,4,0,1,15.19279619843526,1,11.270704209555989
4,5,0,0,12.01309467198039,0,7.678924104292333
7,4,0,1,11.016853408702168,0,5.595289499602741
7,4,1,0,15.911740279739556,1,12.917887284800132
8,5,0,1,12.923928181670814,0,7.190286697459166
14,7,0,1,16.3197692554879,1,13.12059222069765
3,5,0,1,17.501614588775002,1,13.898322002895537
4,6,0,0,12.911048918439375,0,8.209854432941798
5,5,1,0,15.803752215742556,1,13.059177560108298
5,5,0,0,15.6028549792928,1,13.421625256741027
10,6,0,0,15.057570621394586,1,11.270051727862128
16,6,0,0,15.899954349256294,1,11.973811439825225
2,6,0,0,14.745686389474224,1,11.474740485139344
11,7,0,1,15.647361542402916,1,12.623498361614953
