age,income_level,gender,minority_status,crime_severity_score,policy_enrollment,crime_rate
6,3,0,0,11.643053598564146,0,8.036379069403651
7,1,0,0,14.504868982137836,1,21.022656773185037
7,5,1,1,11.972179958396245,0,8.488933711643133
8,7,0,1,14.426564256675102,1,20.06962287185874
9,5,0,0,14.614051223075652,1,20.82079262446087
12,7,1,0,12.922819086667795,0,10.459900094622986
5,7,1,0,13.611244655981364,1,18.34503994148979
10,7,0,1,13.310647189361186,1,20.043384032447207
11,5,1,0,11.135223465264126,0,6.61722159146982
7,6,1,0,14.003852482733384,1,18.74319817707569
7,6,1,0,11.577801151290638,0,7.340556536987306
12,6,1,1,12.25914995510661,0,9.122915306851676
4,5,0,1,10.08007871818865,0,4.973405674293223
10,2,0,0,9.081807996619087,0,4.597365951854271
11,8,0,1,9.779286258959164,0,5.7314265118276175
0,5,0,1,12.619699387453704,0,8.366840328690841
9,8,0,0,12.96864098259816,0,9.608473473449536
10,9,0,0,12.02041880344396,0,7.928231782526884
5,8,1,0,14.22731393294351,1,19.004347006827626
9,6,1,1,11.73132957328361,0,8.713603816230709
15,6,0,0,12.626166931332156,0,10.10657494130264
14,4,0,1,13.88567065482479,1,21.123600329912712
8,6,0,1,12.120863312231036,0,8.274280015388024
6,5,0,0,15.309509488236175,1,20.712072432693343
11,6,1,1,11.06241981659484,0,8.44769878623519
5,5,0,0,10.546748212400392,0,6.752181551006793
5,9,1,1,15.0571813521619,1,19.72763684956472
5,4,0,1,12.290454826977465,0,8.931737640517103
6,5,0,1,12.082551591936529,0,8.5150710368294
7,5,0,1,10.403569820090526,0,5.49938567478312
5,7,1,0,12.17452920793608,0,7.683820248727451
1,6,1,0,13.017313664653283,1,17.748949337427806
12,5,0,1,9.989945431353792,0,5.968073915514311
9,9,0,1,15.275126019000442,1,20.79592258525036
8,7,1,0,12.22071118670886,0,8.385284413018379
7,8,0,1,11.52770561656044,0,6.857110160664719
6,5,1,1,11.527241887698716,0,7.255639058708514
8,6,0,0,12.350752705670615,0,8.880391321137619
6,8,0,0,12.62803214631849,0,8.524122048118686
10,5,0,0,14.49605613796122,1,21.306123836133025
7,5,0,1,14.986174677391748,1,19.76733184976773
2,4,0,1,13.668684350665396,1,19.800564456857597
9,8,1,0,13.791303777226029,1,18.52710995962348
5,5,0,0,14.805868657358118,1,20.68158082227629
9,5,0,0,13.629149807342118,1,18.98104280313837
6,5,0,0,11.172763024245755,0,7.582711810365533
10,6,1,1,13.371821848239737,1,20.275996159281743
10,6,0,1,15.444167021623157,1,20.453363763212725
3,5,1,0,9.65352459101087,0,4.4733252761594
9,5,0,0,13.0997564068467,1,19.309953352680417
10,6,0,0,13.95070339123908,1,20.4263191773002
9,4,0,1,16.47081543804702,1,23.46900262296018
7,7,1,1,11.155277550914873,0,6.866708266624388
12,2,0,1,13.093451969429069,1,20.18870831153974
10,5,0,0,10.701699200471042,0,6.55792445740257
6,4,0,0,14.141610976956368,1,19.4697930480648
7,6,1,0,8.87437656738189,0,3.178254105162312
6,8,0,1,14.822540494457208,1,20.47127257957025
5,3,0,1,15.379724956448648,1,21.355361250441614
7,7,1,1,10.950133556923015,0,5.836545059784731
6,2,1,0,13.236706252708196,1,20.440467080059637
8,5,0,0,12.654682337888165,0,9.618330240919857
8,7,1,0,14.153590795224597,1,19.329785564179712
12,6,1,0,13.5717186871509,1,20.2035513481453
9,6,0,0,15.746439345432083,1,21.812539184127942
12,5,0,0,16.61673766359171,1,22.62585707810405
8,2,0,1,12.27752002188301,0,10.20353759794245
7,6,0,0,11.727026406883033,0,7.597317995954131
5,5,1,1,10.549905750149277,0,6.870357794329002
4,6,1,0,15.209461788542658,1,20.38240603650835
8,8,1,1,14.531782528921836,1,19.642365239297327
5,5,1,1,13.598813886356302,1,19.80601660826546
3,6,1,1,10.215722001918074,0,4.671093486285214
4,5,1,0,13.574944926346596,1,19.263067976641565
10,5,0,0,13.413731602646935,1,19.759974025853623
4,7,0,0,15.102187180544393,1,18.853249186296235
7,6,0,1,11.229687554059,0,7.627254506756184
4,6,0,0,9.630441445084266,0,3.665429703127467
6,6,0,0,10.11638153779626,0,4.962626424622885
6,6,1,1,14.747001700518933,1,19.702825389496574
8,3,1,0,11.943841133168537,0,9.085803939303515
8,3,0,0,12.534959626190226,0,9.229472687108808
2,5,0,0,10.96237259911084,0,5.517846859569395
8,6,1,0,13.336702956555314,1,19.56375924163638
10,5,0,0,12.772110461728476,0,10.542145517249429
3,7,1,0,12.364348069315366,0,7.9889082601580865
12,4,0,0,12.752149098177805,0,10.978641274509824
16,4,0,1,10.820149255894668,0,7.404167538615786
6,6,1,0,13.955242646947712,1,20.01043044674889
11,6,1,0,14.91950562218579,1,20.21996126666187
9,6,0,1,17.8280012953384,1,22.25863838695445
11,4,1,1,17.216506460626054,1,23.22176408617015
11,6,0,0,9.184548643718683,0,3.809592818227285
9,6,0,1,10.843846302937202,0,6.549651015169164
2,6,1,0,11.613789898717677,0,7.007530194389973
7,5,0,1,12.486161747989042,0,9.452444444221868
5,5,0,0,11.509601690770776,0,7.396484553100036
13,6,1,0,14.310818406945335,1,20.941345291630444
12,6,1,0,11.317819893426288,0,7.238466080165499
3,4,0,1,11.750711508395945,0,7.189960342154312
8,7,0,0,11.874450027834886,0,8.744444889811886
6,2,0,0,14.027687693168978,1,21.03478104259826
4,6,1,1,14.353329524308542,1,19.37057084470724
9,7,0,1,15.164589318940171,1,20.820324573643138
4,5,0,0,8.443214267547209,0,2.0551721545134667
12,4,1,1,13.071509136024432,1,20.28770537605548
11,7,0,0,16.10288417369988,1,22.029506229074425
8,6,0,1,13.721264286804129,1,20.196395052009315
6,7,0,1,12.374347942207672,0,8.252708747693802
8,6,0,0,12.04673319444584,0,9.272087495167032
8,7,0,0,13.399939314090508,1,19.672089634407627
6,8,1,1,10.982956987488611,0,5.878675782256093
10,7,1,1,11.85615929433314,0,8.271853197663393
6,8,0,0,11.390558653217507,0,7.622041663032545
11,4,0,0,11.351990049691818,0,8.662174208375765
9,4,0,0,15.217453196670442,1,20.59490859021584
10,6,0,0,14.657158639215035,1,20.59199350907667
13,2,0,0,11.838283855383132,0,9.19866529519784
9,9,0,0,15.41931774172456,1,19.9938869263578
10,6,0,0,11.78597656718997,0,8.173202941984187
11,4,0,0,12.792822602948217,0,11.015682986528088
9,7,1,0,13.44887427906066,1,19.3923749495
5,3,0,1,16.192255469267433,1,21.34175581730224
3,7,0,0,12.415293127248122,0,7.976016669958646
12,7,0,0,11.96274131040936,0,8.76932092473863
7,3,0,1,16.293412373188527,1,21.639307307826066
10,5,0,0,13.02009802901818,1,20.096157770635237
11,6,0,0,14.072240253848,1,20.099113980847868
4,5,0,0,11.805305448181334,0,7.691008344746712
7,4,0,0,13.531015718811917,1,20.20754888149723
4,6,0,0,8.3694784938032,0,2.5021328005668937
13,6,0,0,12.282628686459642,0,9.466059518602435
10,5,0,0,14.061354808014144,1,20.072495777317883
7,6,0,1,11.810382700774053,0,8.505123906665691
5,3,1,0,12.271492202575187,0,9.01502988542566
3,8,1,0,14.962064007681992,1,19.6945923781082
4,5,1,1,10.728313728753408,0,6.042028729694137
9,5,1,1,11.124687676900937,0,7.49955049303209
7,7,0,0,12.166442642641687,0,7.402306741716552
7,4,1,1,11.27339810074393,0,7.005017512323456
8,5,0,1,15.9669321622479,1,21.129205896677338
13,7,1,1,14.599900708871202,1,21.53431209994848
1,6,0,1,12.3203752160973,0,7.5466735159113
5,7,1,0,16.31516282347447,1,20.741135432464517
11,5,0,0,11.284053201730144,0,7.314289121485418
3,5,0,1,12.846098285853998,0,8.801480011166833
12,7,1,0,11.018121471666294,0,6.9744070073079305
8,2,1,0,12.908225225609248,0,10.094603367220616
7,6,1,0,15.00652262136587,1,20.09206619896065
6,5,1,0,15.07619340177274,1,21.3081047846306
4,6,1,0,15.364640922545416,1,21.205012302060823
7,3,1,1,11.802590849234544,0,8.339676095157694
6,8,0,0,10.64567386653565,0,4.836485245609023
8,5,1,0,17.285404206471565,1,22.86837340194837
11,5,0,1,11.868472751780809,0,9.016726883459569
6,6,0,1,9.819459392205031,0,4.38291198666767
3,6,0,0,13.106186308479748,1,17.59411276280802
8,5,0,0,15.616694735305105,1,21.330558139140315
8,4,0,1,10.984472894680216,0,8.220804639504838
5,6,0,1,14.153734475018672,1,19.591488837926928
6,6,0,0,14.65056677871442,1,20.227525391511605
9,5,0,0,9.815164994690049,0,5.480571267875252
8,7,0,0,13.304901090391448,1,18.791042791657848
3,4,1,1,11.107890874498429,0,7.0424561908401415
6,7,0,0,12.672434119456758,0,9.480540882350788
11,4,0,1,11.87441219715186,0,9.176574402470868
12,5,0,1,15.370305104063029,1,21.146351700889625
10,6,0,0,14.70388159116549,1,20.627503469273964
7,5,1,0,13.716037975503978,1,19.74768299040101
6,4,0,0,13.73650993660694,1,19.40909481837974
4,6,0,1,14.31424004354395,1,19.02037771153762
6,4,1,0,9.298942206637522,0,4.852788751876309
10,5,1,0,11.99582360370304,0,9.21592445106146
6,8,0,0,10.892361002577674,0,6.533809203206131
8,4,1,0,12.552703942954206,0,9.83086143297893
10,2,1,0,13.604324690358078,1,21.154220018092904
15,7,0,1,11.988947332316936,0,8.846602403849515
10,7,1,0,14.79812693398789,1,20.603556138834797
6,4,0,0,9.740869633126538,0,4.818695121713008
3,7,1,1,13.286580876603152,1,18.0779543474431
3,3,1,0,10.965222090950329,0,6.016554304697887
14,6,0,0,13.026849437415564,1,20.20164080648088
10,6,0,0,13.792020708337663,1,19.425455225790152
11,5,1,0,12.60686359113522,0,9.430264480477907
8,6,0,0,13.375831663666638,1,19.82996408653285
9,6,0,1,8.320436630702938,0,3.515098506880878
4,5,0,1,9.654173608304692,0,4.177325943037223
10,4,0,0,16.4034266196076,1,22.995008990172305
13,7,0,0,12.5017051404093,0,10.1011602589544
4,7,0,0,16.20277579895044,1,21.855475969132986
4,6,1,0,13.403668854613484,1,18.846981672148807
9,5,1,0,15.075388683218376,1,22.571152748714542
5,4,1,0,13.841941538277004,1,19.785901168871533
11,5,1,0,13.41040286995802,1,19.97643619036271
9,6,1,0,11.907137054706512,0,8.055801478984291
8,4,0,1,18.36596774478247,1,24.497779143987252
8,4,1,1,12.13717073791172,0,8.648728058329807
4,4,0,0,11.792183298014898,0,8.258960150775907
6,5,1,0,14.794724599532223,1,20.48895724200719
8,9,1,1,12.967927329130289,0,9.808536525617797
2,5,1,0,13.467283740169714,1,18.701275750871808
1,3,0,0,15.303079771454838,1,20.23119210438674
7,4,1,0,9.204785947730423,0,3.905636966927069
9,7,1,0,12.124285885821434,0,8.706271148346925
7,4,1,1,9.335473622208127,0,4.855415041472512
9,6,0,0,13.748377629781974,1,19.38976292909132
8,5,0,1,11.56306757751342,0,8.589631588272546
9,5,0,1,12.248314904685405,0,9.916129462257478
10,7,1,0,14.9080212832795,1,20.9825043434847
2,9,0,1,14.30199843822116,1,19.051241229355416
10,5,0,1,8.67497249801297,0,4.407346896076716
9,8,0,0,12.678988486736584,0,9.344729472167868
4,3,0,1,10.085124276771888,0,5.961284693732078
8,4,0,0,8.814730908678463,0,3.818191296526657
10,4,1,1,11.165411591239756,0,7.204156568926364
2,3,0,1,11.984675043489386,0,8.31471741251337
6,3,0,0,11.618409326581624,0,8.737758392446864
10,8,0,0,14.551003375580894,1,20.206109411989363
11,5,0,1,13.16139926798919,1,20.526213313344456
5,5,0,1,10.45876322137735,0,6.565378258529696
4,6,0,0,13.97638728387443,1,19.40277473627767
9,6,0,0,15.44126908805582,1,20.999867566060104
5,6,0,0,13.182823946991965,1,18.79951762374805
6,7,0,0,13.70024854600057,1,19.119152129308404
10,6,0,0,12.609937874865668,0,8.873081590103897
7,6,0,1,11.659218080714568,0,8.292046373193356
12,7,0,0,8.99521933127142,0,4.450872919482861
5,5,0,0,12.526671666036718,0,9.702910576785817
3,5,1,0,18.12907759212834,1,23.226240158679573
3,5,1,1,13.424609580781164,1,19.021052249497703
11,7,0,0,14.0848163669904,1,20.147139321142088
12,6,0,0,15.477830952146856,1,21.806621236818295
6,6,0,1,12.8975073579809,0,9.825566882701752
5,6,0,1,15.259800763453685,1,20.43543129346812
10,7,0,1,20.219741378575957,1,25.02611716564137
12,4,0,0,13.022875983538786,1,19.69772729333313
9,6,0,0,12.329455497325402,0,9.09094128477417
8,7,1,0,10.348658306349908,0,5.041196312217863
9,6,1,0,14.791799198343623,1,20.865896579750093
14,4,1,1,16.254445452838954,1,23.503178149765507
7,5,0,1,13.398121092324722,1,19.170000731307404
9,6,1,0,15.327366393180425,1,19.962356981253595
6,6,0,0,15.550698120348397,1,20.523101686726545
2,5,1,0,12.078517636717562,0,7.897117489725513
9,5,1,0,15.604882828849927,1,21.743636716643064
9,5,0,0,11.375166172697137,0,7.939522314701855
2,7,0,0,12.963101736047712,0,8.59804139508472
10,3,1,1,10.911722577649703,0,7.473207467537362
8,4,1,1,10.619983188844254,0,6.8537387380592
4,5,0,0,11.51192133470119,0,7.560557870229759
8,4,0,1,13.71007325512652,1,20.29248600352972
5,3,0,1,16.875095285369547,1,22.41421838706336
7,7,1,0,13.337892864248351,1,18.525175969478056
8,9,1,0,12.186675591623972,0,7.689344159422826
10,6,0,1,11.40643783268706,0,6.871158705813518
9,7,1,1,13.069912272010884,1,19.955415002858643
6,6,0,0,13.997940411779595,1,19.31061312218964
10,6,1,1,14.54646629781451,1,20.71971623787473
7,4,1,0,15.30348478331809,1,21.288243700431615
10,5,0,0,11.994085051403005,0,9.229916035016243
3,6,0,0,15.111373843274484,1,20.70328091187914
0,7,0,0,14.728384527873578,1,18.52044083436369
10,4,0,1,16.966652442286424,1,22.30910071061348
10,4,0,0,14.634968997128931,1,21.65225374022912
5,7,0,0,12.645413938508312,0,8.923761974196138
8,4,0,0,13.184159752373407,1,20.27209435194272
4,4,0,1,12.775573888416693,0,9.000977184807477
8,6,0,0,12.529025657194444,0,8.854269115751013
8,5,1,0,11.604309163400869,0,7.568162071799677
9,6,1,1,14.44865212969464,1,20.796305738220106
11,5,0,0,9.886527944231243,0,5.451458205800086
10,6,0,0,13.27022932449387,1,19.191092199009592
9,7,1,0,12.445681355614202,0,8.91131371302026
11,6,0,0,15.334438317748608,1,22.4349895824229
11,4,0,0,12.67425304778219,0,10.906236526069726
6,5,0,1,12.851316177289448,0,10.742537889633974
7,5,1,0,12.054765595033508,0,9.015482226897582
9,6,1,1,11.167240505264902,0,7.18897196461645
6,7,1,0,16.484215720900096,1,21.71124191450714
6,6,0,0,14.191364463656674,1,19.59788631820562
11,5,0,1,15.10670617378888,1,21.53459998098068
15,6,0,0,10.608266335757191,0,7.379308030035257
9,4,0,1,13.92886798360828,1,19.571801482527302
4,4,0,0,12.385431653174503,0,8.807764909816514
10,8,0,1,16.575774958685415,1,22.40013344063004
7,4,0,0,13.95525964746642,1,19.61870032341883
6,4,0,1,11.86668910058041,0,7.906982446978922
11,3,1,1,11.634520834798945,0,8.474299237341695
8,5,0,1,10.103958131607962,0,6.221640266125078
6,7,1,1,15.856088294671576,1,21.149706827710915
8,6,0,1,11.059500851541934,0,7.056090749073725
8,7,0,1,14.778921037980227,1,21.044969863514776
10,2,0,0,12.181916263765588,0,9.82465044326856
12,8,0,0,13.097876693263164,1,19.583358354467133
5,2,0,0,12.51068949503388,0,9.359821811079096
8,5,1,0,15.631988037487258,1,20.64428767580536
10,4,0,0,13.833117845325685,1,20.29604653692486
11,6,1,0,12.311805542942524,0,9.014343186778683
12,3,1,0,10.20449091984302,0,6.079957653341849
14,6,1,0,16.085721965116846,1,21.597104409174776
7,5,1,0,12.708194227891331,0,9.5695881003116
4,5,0,1,12.434634572227884,0,9.681662479160988
7,5,0,1,10.411259047480536,0,5.810045804311061
7,4,1,0,14.134116114347744,1,20.05632594206965
3,7,1,1,16.15518748592307,1,20.72314498606273
10,4,0,1,13.26293568055852,1,19.630602091968427
5,7,1,1,10.80935518143563,0,5.313045795392673
3,4,1,1,15.53235347650716,1,20.564052027778857
4,7,0,0,13.019574337770878,1,18.19918604491258
1,6,0,1,12.24125897883838,0,8.279159158610119
11,4,0,0,14.024424656854272,1,20.370633917293272
4,5,0,0,18.04288292303236,1,23.005275171710725
7,4,1,0,9.363991358539796,0,4.815851033963918
11,2,1,0,15.249362770922415,1,21.06573421518271
9,4,0,1,15.194328834341649,1,21.144672232138213
6,6,0,0,13.351738264729612,1,18.53729265152964
2,6,0,1,11.97982834076905,0,7.860912144542084
2,7,1,0,15.588373974344034,1,21.290809978549376
6,5,0,0,16.546927377050526,1,22.115411928684704
13,4,1,0,12.173180664717638,0,9.19440713548194
10,8,0,0,12.777604540380995,0,9.425505419821542
6,8,1,1,11.552879819711896,0,6.382429789022245
8,6,0,1,16.755609186272316,1,21.95625341479381
7,3,1,1,9.777777152430064,0,5.257430564155238
9,6,0,0,6.917811777101769,0,0.3341114368303872
7,5,1,0,14.008950762032857,1,19.69895832292848
8,4,0,0,16.76065500954575,1,22.257108014860407
6,6,0,0,11.774476390149292,0,7.223145260444614
7,6,1,0,11.92660248619737,0,7.525568833666291
1,6,1,1,15.334914324935992,1,19.85028365560357
4,5,1,0,12.960724549754444,0,8.817161866708204
9,6,1,0,10.489650301271912,0,5.7173390756227365
13,6,1,0,14.030882565664667,1,20.22696082719202
8,8,0,1,11.9523119829512,0,7.733950750229646
8,5,0,0,12.605706552389249,0,8.210626871504367
4,5,0,0,11.14083079292711,0,5.799187353019212
2,6,0,0,16.131011701315025,1,20.77909099985636
7,5,0,1,11.980110592864404,0,9.10848496151667
11,6,0,0,10.048871321872234,0,6.073112503101965
7,4,1,0,9.833586873722185,0,5.88964454137117
7,7,1,0,11.80652913529592,0,7.751128454364522
6,4,1,0,16.80682620964487,1,21.599906740039604
9,5,1,0,13.180670235964769,1,20.16925216346123
9,5,1,0,14.013342385363885,1,19.98347984072096
3,6,1,1,13.114756238984551,1,19.00470320565074
5,4,1,1,11.614249975632063,0,8.527824805183727
4,4,0,0,10.8610783307368,0,6.735564012706272
6,5,0,0,13.36584632191906,1,18.33474429821585
11,6,1,0,14.164346385379217,1,20.843519413872997
9,9,0,1,12.093291603285913,0,7.7435380010131265
7,4,1,0,11.973579863782344,0,8.429791340371002
2,7,0,1,16.14709460816873,1,19.55648770201776
6,8,0,1,14.435006006792564,1,19.451834915165094
10,6,0,0,11.892742899128647,0,8.293666546187284
4,6,0,1,12.25866037002888,0,8.678593246850086
9,5,1,0,14.944933823232798,1,20.67385266183277
7,6,1,1,13.237653166583076,1,19.03632892752741
4,5,1,1,15.893667175113936,1,21.109760813544863
10,6,1,1,12.054829465233864,0,7.584243462881932
11,7,0,1,14.584498115734046,1,21.005769836283417
0,3,1,0,15.012600070410093,1,20.446556573721576
8,5,0,0,14.129660985847456,1,20.58686211785141
8,4,0,0,12.919152269672637,0,9.492073635348952
12,7,0,0,13.74067894364948,1,19.842708565719672
7,6,1,0,10.715397051123686,0,6.143214511550605
12,6,0,0,9.37840316220143,0,4.663095765920561
12,7,0,0,11.267640788792674,0,7.091011102513847
7,4,1,0,13.006696895653851,1,19.09167231237692
10,4,1,1,17.883779101597817,1,23.6104102886081
16,6,0,1,12.167638877372656,0,9.036753513827282
8,7,0,0,10.915090524276014,0,6.736643760572485
7,7,0,0,11.805569419906506,0,7.026822515468982
4,3,0,0,14.716694923895092,1,19.86723578218206
4,6,1,1,11.475187361738822,0,7.214569036887162
11,4,1,0,10.553973886639458,0,6.379722032035812
12,7,1,1,11.703062910565478,0,8.49574074551015
9,5,0,1,13.622309019651391,1,19.847984208756223
2,4,0,1,12.15593034871031,0,8.220297175669922
7,7,0,1,12.309337574512483,0,8.167566155055303
5,4,0,1,8.250137829579296,0,3.274680882597152
8,5,1,0,12.835961749031958,0,10.116098797098488
7,7,1,0,14.728836396142732,1,20.2569834488538
10,3,1,0,13.80944163522656,1,20.47350764849902
11,5,0,0,13.007497175432285,1,20.50547578255796
8,6,1,1,10.412057629992908,0,5.415560863402542
0,4,0,1,11.065786337057398,0,6.711057203943651
14,6,1,1,12.63618673692796,0,9.704091961513242
8,9,0,1,13.673390069544048,1,19.87086909159495
7,4,0,0,13.970334541872337,1,20.013198628030388
7,6,1,0,11.945266171989733,0,7.826112920415229
6,7,1,1,15.94448660403949,1,21.129396171927837
3,4,1,0,12.960365801259172,0,9.781443970884288
8,7,1,0,12.666815307413309,0,9.122893009558128
7,6,0,1,14.52419573031498,1,20.202399429367603
8,8,0,1,13.316772128463422,1,19.37741158282686
12,6,0,1,12.106128637297376,0,8.900152680932782
3,6,1,0,14.263222363273366,1,19.983910164217004
2,2,0,0,11.98903981668177,0,8.147105607786893
13,5,0,1,13.63885724942274,1,19.61165034734336
11,7,1,1,11.73536497155541,0,8.456610287077385
12,5,0,0,11.502581778578692,0,8.294547549040791
12,5,1,1,11.645653977522624,0,10.005524990843236
10,7,0,0,15.819109857096496,1,21.25016084905404
7,0,0,0,14.950933588446274,1,21.87100192726645
4,5,0,0,13.657691912675377,1,19.233465978234
7,5,0,1,15.45969190997857,1,22.06710150734876
11,1,0,0,8.603822730837747,0,4.215893185517442
10,4,1,0,12.289907674234316,0,9.610029154257244
8,6,1,1,10.956504395247968,0,6.462471467194487
10,4,0,0,11.30149945853891,0,8.315707913110192
2,7,1,0,13.987122295063784,1,18.60551107589721
7,5,0,0,13.428551151645996,1,19.24003500373922
11,7,1,0,13.433165707571714,1,19.34244762303025
8,5,0,0,12.707557927366976,0,10.404634418443589
5,6,0,0,9.733356531054929,0,4.112471769186275
12,7,0,1,14.153830643412023,1,20.19663170898393
5,4,1,0,11.47957602250619,0,7.143974215294619
1,6,1,1,11.778826039527065,0,7.272663632455874
5,5,0,1,11.563742209134022,0,8.280843068839111
1,5,1,0,12.752501420881604,0,8.52489860159423
6,5,0,1,15.815844453963422,1,21.53200027090353
6,6,1,0,12.631268135778068,0,8.310270469216253
5,4,1,0,13.173662471170177,1,19.360727338327813
6,2,0,1,12.989837832951377,0,10.054650501780891
6,7,1,1,12.556684850054635,0,9.089793454300484
12,7,0,1,12.525935736275724,0,9.54934879969466
9,6,0,0,13.571358626765411,1,19.45426574111706
7,6,1,0,13.942811138227794,1,19.92444396533502
0,7,0,0,15.387087309928033,1,18.96197541362974
4,4,0,0,13.719527855816056,1,19.96307389077253
10,5,0,1,10.296011921201512,0,6.24395569479046
8,5,0,1,10.07539130225392,0,6.411564645107029
4,5,1,0,10.589443977659506,0,4.596537416678781
10,4,0,0,14.076437703569711,1,19.81836940584743
2,9,0,1,15.050874358659012,1,19.127865291148105
9,7,0,1,11.764026132026206,0,7.79589793558071
6,5,0,1,13.345843137922582,1,19.68819677408413
9,6,0,0,14.292297199127384,1,19.75041760065816
6,4,1,0,14.505047063279394,1,20.4329150174657
1,2,0,1,15.401226246885674,1,21.650386031867452
9,5,0,1,13.6331506437079,1,20.195822778094342
11,5,1,1,17.85266452890162,1,24.250567920618614
9,3,0,1,13.030422672651572,1,20.351348616321378
7,8,1,1,15.141947566677644,1,19.83299626830254
5,7,0,1,10.533776439860844,0,5.894518203901686
10,6,1,0,12.360394792161545,0,9.341730376449366
8,5,0,0,11.08862327523945,0,7.220448058375219
7,4,0,1,13.868060593662578,1,19.57220834237416
11,5,1,0,13.804404961098186,1,19.935582102023982
5,5,1,0,10.982751230274712,0,6.541845463630072
8,7,0,1,14.782378828601718,1,20.12482830183552
4,6,0,0,11.925824457950087,0,7.402766322682398
4,8,0,1,12.527392127657093,0,7.995384640930091
6,5,1,0,12.327945967147093,0,8.362441643653977
6,6,0,0,11.858523771980346,0,8.21923138171387
5,7,0,0,10.509258518335464,0,4.9698577624951
7,7,1,1,11.93536848972996,0,8.240018310804652
6,6,1,0,13.465174711326094,1,18.79532725613822
3,5,0,0,9.855347128888186,0,4.575846754368549
2,5,0,1,11.31522300630173,0,7.039590424120235
6,4,0,0,9.425964635611958,0,5.158483662641534
8,5,0,0,14.379380504809966,1,19.552674691033364
9,7,0,1,17.49346620372802,1,22.224628818316365
7,5,0,0,12.48495249508296,0,9.175480286690767
8,7,0,0,15.010460966104318,1,20.57211164998269
8,6,1,1,12.875908581774498,0,10.479100162547152
14,5,0,0,10.331730446118732,0,7.945051739576863
10,5,0,0,13.436684127054372,1,19.366720522978493
8,5,1,1,9.691875317389872,0,5.112890844032788
9,6,0,0,10.166334718288365,0,6.116768716078326
6,5,1,0,13.465031084014567,1,18.92224281681745
10,5,1,0,13.449279516021488,1,20.12685693506072
5,6,0,0,14.848887799331733,1,20.06838707557177
8,7,0,0,14.95554558286913,1,20.39636891783366
4,10,1,1,14.224818673362702,1,18.596562558504985
4,5,0,1,10.920346351144367,0,7.072920534675232
11,7,0,0,12.480119584035586,0,9.733727454164317
12,6,1,0,13.782428717462402,1,20.721419508943743
13,4,0,0,10.7148006293078,0,7.094677412475464
7,6,0,1,12.762538658560402,0,9.173235271315544
7,5,1,0,13.463498407673336,1,20.35111755516085
5,8,0,1,16.546736322944717,1,21.14827443356277
10,7,0,1,15.371540963315924,1,20.837913022729776
10,5,0,1,12.972308188638776,0,10.298320217695728
6,8,0,0,11.76843269221597,0,7.956447801725456
7,6,0,1,14.43936110246064,1,20.21036129599716
7,5,1,0,13.533524241789944,1,19.09070818652013
8,3,0,1,13.251008978313989,1,20.55780367586223
11,5,0,0,12.367839471939217,0,9.370459665865534
7,6,1,1,13.026671154533853,1,19.351268977737536
12,8,0,0,12.679923289119357,0,9.444907770833568
13,5,0,0,11.409316285665318,0,8.700920474808754
9,3,1,0,9.485752828846584,0,5.9828608577684985
10,2,0,0,13.777096323210902,1,22.19447200486051
15,7,0,0,11.523743083487624,0,8.515105162115681
