individual_age,education_years,income,weekly_working_hours,job_experience_years,union_membership,job_training_program,job_security_policy,job_satisfaction_level
31,27,7,16,2,0,1,1,105.60248488626596
30,26,4,24,0,1,1,0,98.1956295370394
0,18,6,23,2,1,0,0,73.95169407545534
14,31,4,11,3,1,1,1,91.6357619354068
21,25,6,13,1,1,0,0,86.94792592223432
30,30,5,22,2,0,1,1,107.34065317913844
23,30,8,16,1,1,1,0,93.3700810004618
19,25,7,17,1,1,0,0,87.68011581824378
37,31,7,21,3,1,1,0,105.56189702373484
13,13,4,19,0,1,1,0,76.98852425376397
18,23,8,16,1,1,0,1,92.09904286948554
9,21,3,16,3,1,1,1,83.75938228366333
25,31,6,19,1,1,1,1,105.38388080996684
48,25,4,19,1,1,1,0,107.47612751705152
18,21,7,10,1,1,1,1,86.18548973035026
33,28,7,16,2,0,0,1,106.25964571639336
24,34,5,10,1,0,0,0,95.56260825827248
16,27,0,10,1,1,1,0,82.41606366590459
32,26,7,13,1,1,1,1,101.55265540096524
47,14,7,14,1,0,1,0,95.98397335660056
5,27,4,11,1,1,1,1,83.68474679526643
13,22,6,17,1,0,1,1,88.234274691872
31,35,5,20,2,1,0,1,112.03333602098424
21,20,7,28,1,0,1,0,90.4812747741971
19,28,3,17,2,0,0,0,90.596446890994
36,23,7,13,3,0,1,0,95.10696584538628
16,29,7,12,3,1,0,0,88.14467481941566
22,23,7,15,2,1,1,0,87.24259975158456
24,27,6,15,3,0,1,1,97.45353089813992
28,18,4,13,1,1,0,1,92.85948296377263
24,26,6,13,0,0,0,0,87.83702600207948
24,21,0,19,3,0,0,0,87.39582625989081
15,24,6,16,1,0,0,1,91.07662729444282
47,27,9,16,1,0,1,0,107.47821451450044
27,21,6,14,2,1,0,0,88.1756890398099
10,18,9,4,2,1,1,0,68.60122021096149
30,22,7,19,0,1,1,1,99.93204207365496
7,27,5,25,2,0,1,1,94.40919758205534
18,23,4,18,3,1,0,1,93.28249705411308
39,24,4,21,1,1,1,0,103.02366895518496
24,28,3,14,2,1,0,1,98.39161524898653
20,27,2,9,0,1,0,1,93.5860369113422
16,29,9,14,0,1,0,0,86.44822788604516
40,27,4,16,0,1,0,1,109.75910600902756
20,26,5,11,0,1,1,1,92.96842411088804
31,26,4,16,1,1,0,0,94.21489614247
56,19,7,17,0,1,1,1,114.0928901230359
26,27,2,13,1,1,1,1,98.9102320493504
30,19,7,14,2,1,1,1,95.85033732950994
27,25,4,18,1,1,1,1,100.13552375267776
20,18,4,11,1,1,0,0,79.89603699887554
9,16,4,16,3,0,0,0,74.08535572452051
15,21,1,11,0,0,0,1,85.16917554619629
10,21,9,17,2,1,0,0,77.17520901993689
7,27,4,18,3,1,0,1,88.51005080160442
25,20,7,21,1,1,0,1,96.69256107317489
35,27,7,17,4,1,1,1,106.1125010765416
18,22,7,24,3,0,1,0,87.7977809792425
2,28,6,20,0,0,0,1,88.28482489430284
15,27,5,18,1,1,1,0,87.78557176981752
34,23,4,25,1,1,1,0,100.67504246893174
35,22,10,19,2,1,1,0,95.58933383447638
24,26,7,19,2,1,1,1,99.55669349932668
1,24,4,16,2,1,1,1,81.45828341418797
16,31,7,16,0,1,1,1,98.15728883401133
19,24,8,16,1,1,1,0,85.98868130155547
18,23,7,12,2,1,0,1,89.70727604403042
10,27,5,19,3,1,0,0,85.097631720039
32,28,7,9,3,1,1,1,101.60009711283573
13,24,8,10,0,1,1,0,78.57037494511361
11,27,2,16,2,0,1,0,82.95023967879155
34,29,5,12,1,1,1,1,103.6966984510126
25,21,4,22,3,1,1,1,96.98495119200189
16,18,9,28,1,0,1,0,86.54526215746745
52,21,6,16,2,1,0,1,115.26846757197856
33,28,5,18,2,0,0,1,105.86127027908016
12,27,6,14,0,0,1,1,89.5763321260452
1,24,7,21,2,1,1,1,82.42097252536477
31,21,8,23,1,1,0,0,95.24956566444578
26,19,7,9,4,1,1,1,89.48558718847576
14,20,7,17,2,1,0,1,86.07281518290485
37,20,5,21,1,1,1,0,97.57331514079986
14,26,6,16,0,1,0,0,83.67159870391907
19,15,7,21,2,0,1,1,89.79363796944888
31,18,0,24,0,1,1,0,93.95096734561068
34,23,8,9,2,0,0,0,89.59499299033459
20,23,5,16,3,1,0,0,87.19542726462353
32,26,5,18,1,1,1,1,105.30831167095651
17,24,5,14,2,1,0,0,84.4492014559866
23,20,5,16,2,1,1,1,92.86639308477154
16,23,9,19,3,1,1,0,85.73002198837354
30,24,7,13,3,1,1,0,89.607940774074
24,25,6,16,0,1,1,0,89.54031958883465
37,22,5,12,0,1,1,1,100.18595915937289
16,16,5,4,2,1,1,1,78.04224671851134
38,26,9,12,0,0,1,0,99.3466822002534
27,24,6,11,1,1,1,1,97.52482118135327
21,25,6,20,0,0,1,0,89.90171235652836
19,22,9,14,2,1,1,1,91.6974065326984
33,25,4,20,2,1,1,0,98.9477178309854
18,24,2,19,1,1,1,1,94.78226326440571
45,17,2,18,1,0,0,0,97.57310154565717
4,28,3,8,2,1,1,1,83.29209865068181
23,23,5,21,1,0,1,0,90.83309288168734
30,17,10,12,3,1,1,1,92.74054035148058
34,19,4,9,0,1,0,1,95.60866022120366
22,22,2,14,2,1,1,0,86.28452531962894
39,23,3,22,1,1,1,0,102.30866584098128
13,21,3,18,1,1,1,0,81.78401838005135
38,18,3,28,2,1,0,0,99.53090260770364
38,18,7,15,0,0,1,0,95.19674329819492
17,27,7,13,1,0,0,1,91.16706599083857
32,22,1,14,2,0,1,0,92.56484355996383
29,24,7,17,0,0,0,0,94.16648626433064
15,20,7,16,2,0,1,0,81.66341395650457
23,20,3,14,2,0,0,0,82.0375535640868
19,23,5,17,1,1,0,0,85.06117885902597
25,20,8,22,0,1,0,1,98.39918734207824
39,23,9,9,0,1,1,0,94.91101951621933
13,25,4,21,3,1,0,1,92.15195956382723
10,22,8,21,1,1,1,0,82.37446695235572
17,28,6,15,2,1,0,0,86.96684086646087
11,29,7,15,2,1,1,0,84.94054169872632
40,23,5,15,0,1,1,1,106.33003502871608
27,14,7,21,1,0,0,0,87.1956956579051
25,23,5,19,3,0,0,0,90.3430642595863
23,26,7,14,2,1,0,0,88.63526810232474
33,26,7,14,0,1,1,1,103.88707350380804
45,22,5,6,2,1,0,1,105.20921903972746
41,17,5,21,2,1,1,1,105.23803374354362
32,28,3,12,0,0,1,1,103.03697848207206
17,22,3,23,1,1,1,1,94.11978431228655
11,25,7,19,1,1,0,0,83.09908748790264
28,20,9,14,1,0,1,0,88.69630384314004
35,31,1,12,0,1,1,0,99.38180533081368
27,21,2,12,2,1,0,1,92.41187599868108
16,23,6,19,1,0,1,0,85.52080226000564
44,25,4,19,1,1,1,0,103.84163972999598
28,25,4,14,2,1,1,0,94.18275938289014
29,23,6,14,1,0,1,0,90.9255247410399
23,28,0,15,1,1,0,0,90.28977736801788
26,26,6,14,1,1,1,1,98.41169940691556
35,20,3,18,2,0,1,1,102.42832323336184
13,24,8,18,1,1,1,1,91.04465030366832
25,20,5,18,3,1,1,1,97.43261498653952
22,25,7,12,3,0,0,1,95.32452136749087
26,26,3,14,1,0,0,0,90.87173898092502
19,21,0,20,1,0,0,1,92.80197320378107
7,23,5,17,4,0,1,1,83.97601105565457
32,21,3,17,2,0,0,0,92.37349577737082
32,24,8,19,1,0,0,1,101.73634455738788
14,24,7,16,2,0,0,0,81.87643729749234
51,22,3,28,1,1,0,0,111.95758270360264
23,18,1,21,2,1,1,0,84.6521586656222
17,25,4,10,2,0,1,0,83.52706522992507
36,25,2,16,0,1,1,1,106.69853274275744
16,26,5,27,1,1,1,1,98.39122394534728
27,23,6,14,3,1,1,0,89.80768955371771
38,23,8,24,1,1,0,0,101.67537134337982
18,19,10,21,0,1,1,1,91.27548153975108
16,24,3,19,2,0,1,0,86.90526701368232
22,18,4,19,2,0,0,0,84.04409651522096
20,21,6,15,1,0,0,0,84.62473696437318
11,21,3,14,1,1,1,1,83.93305130061502
31,26,9,12,1,0,1,1,100.91293359153596
35,17,5,8,2,1,0,1,93.04830966592844
21,21,7,14,3,1,1,0,85.52395846021047
24,20,5,13,0,0,1,0,85.09494274375916
6,27,6,12,2,0,0,0,79.02876440897441
39,28,3,10,2,1,1,0,99.09474832936247
19,34,2,13,2,1,0,0,91.98571286430064
21,24,5,10,0,1,1,1,91.94164638813038
6,23,6,13,1,1,1,0,76.49467752534697
22,20,3,17,2,0,1,1,91.06232374232688
25,23,5,14,2,1,1,0,89.84901491360885
26,21,7,12,0,1,0,0,86.30811772179281
11,31,5,17,0,1,1,0,88.02120109567917
28,18,6,16,1,1,0,1,94.59177054973352
21,24,4,17,2,1,1,1,98.345893977842
18,23,6,18,1,1,1,0,86.90387578100767
17,15,6,8,2,1,0,0,75.91315487479208
22,26,7,22,2,1,0,1,100.4888911897967
11,20,5,12,1,1,0,0,77.90350144175797
26,27,5,13,1,0,0,1,98.28567109245802
11,21,6,13,1,1,1,0,76.79317148420742
31,21,9,11,3,1,1,1,96.27244008340708
32,21,4,14,2,0,1,1,100.45697459434491
26,15,5,16,2,1,0,1,90.22420577339108
39,22,4,15,2,1,1,0,95.7654218409001
37,29,5,22,0,1,1,0,105.72800341810752
9,19,7,14,2,1,1,0,75.82884400972993
27,25,6,16,1,1,1,0,92.13956177547335
35,24,2,18,1,0,0,1,104.43477034362516
33,26,2,17,0,0,1,1,104.57933790322964
26,20,1,15,1,1,1,1,94.73049712225546
18,23,4,21,1,1,1,1,95.00893075941973
35,23,2,13,0,1,0,1,103.05256052916477
32,24,5,14,0,0,0,0,92.72061978125627
19,23,7,10,2,1,0,1,89.10828317249003
26,27,5,16,2,1,0,1,100.3179716755417
11,26,9,16,2,0,1,0,80.9824587910513
32,17,8,18,1,1,0,1,96.2802023140594
37,23,6,15,2,0,0,0,96.5232010230656
6,27,8,12,1,0,1,1,86.19208865284911
26,22,8,13,0,1,1,0,87.88993918504919
12,25,6,21,1,1,0,0,87.0464347996257
33,28,6,15,0,1,0,1,104.84900952417588
22,21,5,12,2,1,0,1,91.23385945502814
23,31,5,21,3,1,1,1,104.23303269531002
30,26,6,21,2,1,0,0,98.38329426486378
18,21,3,24,0,1,1,0,87.59182999100928
14,20,7,20,1,1,0,0,82.65281706911074
38,23,6,9,3,1,1,0,95.81603644058268
21,30,6,19,1,1,1,0,94.00877722916304
31,26,9,26,0,0,0,0,100.19503368760282
25,26,8,10,2,1,1,0,87.30832732269215
28,20,7,16,1,1,1,0,88.20155167732914
31,21,8,11,2,1,0,0,90.3915167365398
12,15,4,19,3,1,1,1,85.07004808437
17,26,8,13,3,0,1,1,92.29187087068708
26,30,7,16,2,1,0,1,103.90919186980564
22,21,1,13,1,1,1,0,83.58210679722757
19,26,8,20,2,1,1,1,96.17007985894494
27,28,4,17,3,1,1,0,95.93199778579672
27,28,6,19,4,0,1,0,96.52322095115
23,21,3,11,0,0,1,0,83.63873343992479
29,30,5,11,0,0,1,0,95.81359315246164
43,21,6,5,1,1,0,1,99.49844854002518
16,21,8,22,1,0,1,1,90.64482157386377
45,27,7,13,3,1,1,1,110.54221440361496
7,21,4,16,2,1,0,0,77.89590060336772
34,21,7,14,2,1,1,1,99.82678899475012
28,33,6,14,1,1,0,1,106.74353524182472
25,21,1,14,1,0,1,1,93.27594022664336
25,25,8,7,3,1,0,0,86.61644274614578
9,18,4,7,1,1,0,0,69.4164816537698
34,23,5,19,1,0,1,1,104.60921707686204
6,26,5,9,2,1,1,0,75.80056377911359
21,24,8,13,1,1,1,1,92.78855899486182
37,30,8,16,3,1,1,1,109.99997484264672
42,24,8,14,3,1,1,1,108.61358659050543
22,22,7,19,2,1,0,0,88.08498207860825
38,23,6,16,0,0,0,0,96.47668052633196
34,23,7,13,4,1,1,1,100.2172977450368
18,24,5,12,2,1,0,0,84.68474230450369
2,27,6,13,2,1,0,0,77.22911044092531
22,22,4,10,1,1,0,1,91.55814186486084
29,25,9,16,2,1,1,0,92.27782949405832
17,25,4,14,0,0,1,1,92.4253287612992
26,23,5,15,2,0,0,0,88.05733198425918
26,26,2,23,1,1,1,0,96.68940694040576
16,24,5,12,1,1,1,1,91.56937834433376
22,23,2,14,1,1,0,1,92.36417878744622
34,17,10,22,2,1,0,1,100.65423394225112
31,24,5,9,2,1,1,0,91.90903240775307
24,24,7,19,3,1,1,1,98.76749490933254
19,26,8,10,2,0,1,1,92.65411675776645
34,29,9,16,1,0,1,0,99.14258885260163
8,21,7,18,0,1,1,0,79.06186055124245
37,25,5,17,3,0,1,1,107.12683052670695
39,21,3,20,3,1,1,0,102.48889180952769
46,27,7,16,2,1,1,1,113.96344367154238
33,21,10,14,1,1,1,0,91.0996793240848
14,20,5,6,2,0,1,1,80.46746865558363
34,23,3,13,1,1,1,0,93.35360864940532
4,26,5,21,2,1,1,0,81.6842638109201
35,28,4,14,0,1,1,0,100.00687751120104
38,20,4,12,3,0,0,1,100.87525945496309
30,20,5,16,2,0,1,0,90.032198143191
28,25,4,21,1,0,1,1,103.7793066188705
21,25,4,15,2,0,0,0,86.93825078186458
17,23,5,7,4,0,1,0,80.1896547523622
21,20,7,14,2,0,0,0,81.73962960862309
29,31,5,18,2,1,0,0,99.66613309871852
20,21,6,17,2,1,1,0,85.1997138525862
14,25,2,19,1,1,1,0,85.64112607989948
25,21,2,14,2,1,1,1,95.07273132682532
26,24,3,20,2,1,0,0,92.6837403826262
7,23,7,18,3,0,0,0,78.95613470305148
24,22,3,8,0,1,1,1,90.40032483504037
17,24,6,17,1,0,0,0,86.2825647142801
21,24,6,13,2,1,1,1,94.04312646613064
11,22,5,15,2,1,1,1,85.35345021346627
13,25,11,16,3,0,1,1,90.09884995201136
24,20,10,9,2,1,1,1,90.60305994884132
19,25,2,14,1,0,1,0,83.76206936557064
15,26,3,15,1,0,0,1,92.71688283221586
49,18,6,15,3,1,1,0,100.81432734617124
27,25,5,22,1,1,1,0,97.1525331694369
19,20,7,14,0,0,0,0,82.30381179679513
38,24,3,14,1,1,0,1,106.20795037812384
29,20,3,13,1,0,1,1,94.56147193364085
23,28,7,9,3,0,0,0,89.14029459022309
22,27,5,12,0,0,0,0,87.72828097094687
18,23,4,19,2,0,0,0,85.85843417991579
25,20,7,17,2,1,0,0,86.73303709830626
35,19,7,12,3,0,0,0,89.66436007315124
28,25,8,10,1,1,1,0,91.18478664966484
31,28,2,17,2,1,1,1,105.633720190772
31,22,8,15,2,1,0,0,93.33569565938636
14,26,3,17,1,1,1,0,84.73697295401111
23,21,9,17,1,1,0,1,92.06755938669136
32,27,6,13,1,0,0,1,103.08578526623722
22,23,7,15,3,1,0,0,88.44997400299856
16,23,7,14,3,1,1,0,83.24262103075722
14,23,6,27,1,0,1,1,96.06085402688136
30,24,6,14,0,0,1,0,92.4385745678843
21,27,6,22,1,1,0,0,92.3549686570065
5,23,9,14,1,1,1,0,75.43518334365115
31,29,10,9,1,1,1,0,96.2335557663834
14,25,4,16,1,1,1,0,82.5798309865848
19,24,4,14,2,0,1,1,91.6632837584974
23,26,5,14,1,1,0,1,94.54043285286772
10,21,6,20,2,0,0,0,79.54984104837493
29,14,8,13,1,1,0,0,82.76983088075836
14,27,3,9,3,1,1,1,88.60590133241354
26,20,5,22,2,0,0,0,90.68454499647537
34,31,2,19,0,1,1,1,110.21844480241772
27,26,6,22,2,0,0,1,103.02453980868462
23,25,5,17,0,0,1,1,97.33962195495226
19,26,7,14,2,1,1,0,87.00907533073696
22,19,5,14,0,1,0,1,91.05902166244108
20,33,5,10,3,1,0,0,92.37240685206248
28,23,6,12,2,1,1,1,96.919508609605
20,23,3,19,1,1,1,0,87.36887404260864
28,28,6,17,1,0,1,0,94.85927986728085
39,26,6,10,2,1,0,1,104.43856650201832
34,18,5,18,2,1,0,1,101.57285159165346
24,23,7,19,1,0,1,0,91.49139194322989
28,21,8,10,1,1,0,0,87.73133028140843
18,19,2,8,1,0,0,0,77.55877930086938
18,18,3,23,2,1,0,0,84.71994137062208
28,23,6,20,2,0,1,1,101.31527146746078
20,25,7,12,2,1,0,0,84.68221084511576
36,26,9,13,3,1,1,0,98.24161860925793
24,30,5,25,0,0,0,0,97.88895107517632
15,26,10,21,2,0,1,0,87.6232653410656
16,29,3,14,1,0,0,0,86.66913552225488
31,27,6,22,1,1,0,1,107.4876694859827
26,27,8,20,3,1,0,1,102.26354704986711
54,18,12,15,2,0,1,0,103.759740620815
29,21,5,13,2,1,1,0,88.32219368283971
34,28,7,21,1,1,0,1,110.2855695731706
21,26,6,22,0,1,1,1,99.97788940076909
37,20,3,15,2,1,0,0,94.7243929073393
19,22,6,14,2,1,1,1,89.93502646879672
15,24,5,14,1,1,0,0,82.64135642834364
36,23,9,13,1,0,1,0,94.49930805440054
25,27,8,16,2,0,1,1,98.96554725750303
14,31,3,24,1,0,0,0,93.0058643021301
12,22,3,13,0,1,1,0,76.60271671230839
20,23,3,28,1,1,1,0,90.30726059867096
38,23,5,7,2,1,0,0,92.53715788441149
24,25,9,14,1,1,1,0,89.40820671162756
14,25,7,13,4,1,1,1,89.7627697594749
40,31,5,19,3,1,1,1,114.79901984790982
10,17,8,13,2,1,1,0,70.51506168911375
19,24,4,22,2,1,1,1,98.62304351014338
40,25,5,14,1,1,0,0,100.10370773759414
22,26,8,22,2,0,1,1,99.93007581278763
29,23,8,19,1,1,1,1,102.6275841688946
38,15,6,20,1,1,0,0,91.85325284750068
25,30,8,20,4,1,1,1,103.26095971681656
27,23,0,13,3,0,0,0,85.47196366904639
28,23,7,15,3,0,1,0,90.43485439659014
21,26,4,18,2,1,1,1,97.59783758677231
27,22,5,17,1,1,1,0,90.30762490226722
3,27,8,16,3,1,0,1,84.64169435777498
27,28,4,17,2,1,1,1,102.361496155473
13,28,7,20,2,0,0,0,85.50693199147167
18,23,4,15,0,0,1,1,91.90044096462498
30,31,9,13,1,1,1,0,96.42138418348075
14,26,5,14,2,1,0,1,91.57415407015682
