court_id,year,legal_aid_program,conviction_rate,avg_income,crime_rate,urban_location,public_defender_availability
7,5,0,50.168670151346525,1,7,1,0
7,6,0,49.59828810474093,1,7,1,0
7,7,0,51.354304871991566,1,7,1,0
7,8,0,51.20881440177512,1,7,1,0
7,9,0,50.85656313170613,1,7,1,0
8,0,0,50.70251109931434,3,9,0,1
8,1,0,49.77255406932839,3,9,0,1
8,2,0,46.955360719856,3,9,0,1
8,3,0,48.65391776577906,3,9,0,1
8,4,0,47.8413028036343,3,9,0,1
8,5,0,50.394356628154405,3,9,0,1
8,6,0,50.73002085391009,3,9,0,1
8,7,0,51.72109315777691,3,9,0,1
8,8,0,50.399873731675314,3,9,0,1
8,9,0,49.7586959818598,3,9,0,1
9,0,0,50.19120649637168,3,10,0,1
9,1,0,51.62088066603524,3,10,0,1
9,2,0,50.14472682782714,3,10,0,1
9,3,0,51.67272413915431,3,10,0,1
9,4,0,50.90101072963504,3,10,0,1
9,5,0,54.22447154197531,3,10,0,1
9,6,0,52.22726636932175,3,10,0,1
9,7,0,47.76921592605047,3,10,0,1
9,8,0,53.923692002134594,3,10,0,1
9,9,0,52.18133402231811,3,10,0,1
10,0,0,51.23055730899937,4,7,0,1
10,1,0,51.06146229595971,4,7,0,1
10,2,0,46.17376714669738,4,7,0,1
10,3,0,47.58516329550027,4,7,0,1
10,4,0,49.91964354624138,4,7,0,1
10,5,0,48.442179734974594,4,7,0,1
10,6,0,48.90418315528432,4,7,0,1
10,7,0,49.79556731897535,4,7,0,1
10,8,0,50.43925505580586,4,7,0,1
10,9,1,54.9842097941719,4,7,0,1
11,0,0,52.21471927790535,2,14,1,0
11,1,0,52.09301139948822,2,14,1,0
11,2,1,54.18893138294909,2,14,1,0
11,3,1,57.046917922667966,2,14,1,0
11,4,1,55.419660039818574,2,14,1,0
11,5,1,56.49885368935352,2,14,1,0
11,6,1,57.14601480509022,2,14,1,0
11,7,1,56.61352090753404,2,14,1,0
11,8,1,56.30046955848588,2,14,1,0
11,9,1,56.26827482386885,2,14,1,0
12,0,0,55.28269055628671,4,8,1,1
12,1,0,54.0599732266576,4,8,1,1
12,2,0,51.58458128892892,4,8,1,1
12,3,0,50.88143811195764,4,8,1,1
12,4,1,57.32445973136768,4,8,1,1
12,5,1,58.495629583682565,4,8,1,1
12,6,1,58.24734486653359,4,8,1,1
12,7,1,57.89077849494171,4,8,1,1
12,8,1,59.04498586521877,4,8,1,1
12,9,1,58.59511364122388,4,8,1,1
13,0,0,52.31110794702968,6,11,1,0
13,1,0,54.67285150254709,6,11,1,0
13,2,0,50.4567864749563,6,11,1,0
13,3,0,51.11220917164087,6,11,1,0
13,4,0,52.11150930869986,6,11,1,0
13,5,0,52.89292188052505,6,11,1,0
13,6,0,53.31490513111567,6,11,1,0
13,7,0,52.238612261263626,6,11,1,0
13,8,0,54.45550084799187,6,11,1,0
13,9,0,51.99647725150035,6,11,1,0
14,0,0,50.89542318430585,5,7,1,1
14,1,0,50.43814144446432,5,7,1,1
14,2,0,49.005285055987045,5,7,1,1
14,3,0,48.17255145611654,5,7,1,1
14,4,0,47.50967702128496,5,7,1,1
14,5,0,50.69032062782455,5,7,1,1
14,6,0,52.06194918046511,5,7,1,1
14,7,1,55.79574493809099,5,7,1,1
14,8,1,56.41534496729772,5,7,1,1
14,9,1,53.31937795376689,5,7,1,1
15,0,0,49.98231618123312,5,6,1,1
15,1,0,53.486533467063325,5,6,1,1
15,2,0,47.85950588952117,5,6,1,1
15,3,0,49.508858286408966,5,6,1,1
15,4,1,53.80212007679145,5,6,1,1
15,5,1,58.094488973300216,5,6,1,1
15,6,1,55.57650270203973,5,6,1,1
15,7,1,56.78235239749964,5,6,1,1
15,8,1,58.079407294818346,5,6,1,1
15,9,1,53.946429147033314,5,6,1,1
16,0,0,51.45661682562165,0,9,1,0
16,1,0,51.325341299793145,0,9,1,0
16,2,0,49.77768514955065,0,9,1,0
16,3,0,49.2374418154518,0,9,1,0
16,4,0,49.82461211082703,0,9,1,0
16,5,0,50.3947912528539,0,9,1,0
16,6,0,50.84669565381168,0,9,1,0
16,7,1,55.61323717630339,0,9,1,0
16,8,1,57.16178984596208,0,9,1,0
16,9,1,54.63043192818738,0,9,1,0
17,0,0,51.89535376699256,2,8,1,0
17,1,0,54.112568400100045,2,8,1,0
17,2,0,49.95989516662222,2,8,1,0
17,3,0,54.17770547247669,2,8,1,0
17,4,0,51.31955193407319,2,8,1,0
17,5,0,54.72703524649555,2,8,1,0
17,6,0,54.38505923544616,2,8,1,0
17,7,0,53.06306413465081,2,8,1,0
17,8,0,55.01384787464698,2,8,1,0
17,9,0,50.6692716918962,2,8,1,0
18,0,0,51.969866053717695,5,5,0,1
18,1,0,50.27614244286762,5,5,0,1
18,2,0,48.77751325122676,5,5,0,1
18,3,0,51.823837226943866,5,5,0,1
18,4,0,52.708370275175525,5,5,0,1
18,5,0,53.22150424863535,5,5,0,1
18,6,0,52.15660070313673,5,5,0,1
18,7,0,51.08982003242021,5,5,0,1
18,8,0,53.60797988506657,5,5,0,1
18,9,0,52.38059809629264,5,5,0,1
19,0,0,52.05149807744285,4,6,1,1
19,1,0,50.5315360486716,4,6,1,1
19,2,1,54.63518255932398,4,6,1,1
19,3,1,57.35590896355856,4,6,1,1
19,4,1,55.747288466281134,4,6,1,1
19,5,1,56.76362727607136,4,6,1,1
19,6,1,58.02708479847932,4,6,1,1
19,7,1,55.636305010485714,4,6,1,1
19,8,1,58.4578102224839,4,6,1,1
19,9,1,55.82532071408982,4,6,1,1
20,0,0,48.22428614535418,1,11,1,0
20,1,0,49.59971870840766,1,11,1,0
20,2,0,44.951525945604274,1,11,1,0
20,3,0,47.44932725299,1,11,1,0
20,4,0,48.85361378913678,1,11,1,0
20,5,0,49.62746311162664,1,11,1,0
20,6,0,48.51337215991083,1,11,1,0
20,7,0,48.029755572093805,1,11,1,0
20,8,0,51.54261683986798,1,11,1,0
20,9,0,49.92368024126355,1,11,1,0
21,0,0,51.8602042528086,6,13,0,1
21,1,0,51.36253082710335,6,13,0,1
21,2,0,51.863950099628006,6,13,0,1
21,3,0,50.41427937612206,6,13,0,1
21,4,0,50.70669028420903,6,13,0,1
21,5,0,53.25210069125098,6,13,0,1
21,6,0,52.56838009524722,6,13,0,1
21,7,0,52.07500837184933,6,13,0,1
21,8,0,54.95145873217593,6,13,0,1
21,9,0,49.503877738880576,6,13,0,1
22,0,0,49.56910072570948,5,11,0,1
22,1,0,51.40021559465078,5,11,0,1
22,2,0,49.71426433405973,5,11,0,1
22,3,0,47.672681191774416,5,11,0,1
22,4,0,49.20042899202471,5,11,0,1
22,5,0,49.9622385279157,5,11,0,1
22,6,0,50.75541695797151,5,11,0,1
22,7,0,49.63763768069328,5,11,0,1
22,8,0,53.89079615386284,5,11,0,1
22,9,1,54.75866295003376,5,11,0,1
23,0,0,52.66978765906371,4,8,0,0
23,1,0,52.46813751743269,4,8,0,0
23,2,0,49.793714957062,4,8,0,0
23,3,0,52.641197803058034,4,8,0,0
23,4,0,52.19959776924368,4,8,0,0
23,5,0,52.5068004751814,4,8,0,0
23,6,0,52.6934231952313,4,8,0,0
23,7,0,54.32032404067843,4,8,0,0
23,8,0,54.10348385664286,4,8,0,0
23,9,0,51.25582489063832,4,8,0,0
24,0,0,51.25626008074884,2,7,1,1
24,1,0,52.29519235538477,2,7,1,1
24,2,0,50.13082524746946,2,7,1,1
24,3,0,50.31924578843659,2,7,1,1
24,4,0,49.79192911483838,2,7,1,1
24,5,0,52.75553289156238,2,7,1,1
24,6,0,50.085002751804765,2,7,1,1
24,7,0,53.17451602551508,2,7,1,1
24,8,0,54.47975084309567,2,7,1,1
24,9,0,49.90270701068623,2,7,1,1
25,0,0,52.08616494485172,6,5,0,1
25,1,0,53.25693951624776,6,5,0,1
25,2,0,50.32565685616531,6,5,0,1
25,3,0,50.35773756329488,6,5,0,1
25,4,0,49.18503169970658,6,5,0,1
25,5,0,52.15031313994993,6,5,0,1
25,6,0,51.03607428362603,6,5,0,1
25,7,0,51.19331544015144,6,5,0,1
25,8,0,53.274679964469215,6,5,0,1
25,9,0,52.52079248546271,6,5,0,1
26,0,0,48.96661666253246,5,8,1,1
26,1,0,50.05729100917516,5,8,1,1
26,2,0,50.08446496846992,5,8,1,1
26,3,0,47.732554122088864,5,8,1,1
26,4,0,50.57908746177922,5,8,1,1
26,5,0,51.74590436366577,5,8,1,1
26,6,0,49.93936280563869,5,8,1,1
26,7,0,52.62842467969339,5,8,1,1
26,8,0,51.89881584486643,5,8,1,1
26,9,0,50.40823830259435,5,8,1,1
27,0,0,50.8797183881526,2,9,1,1
27,1,0,54.17401322532139,2,9,1,1
27,2,0,49.19032501755701,2,9,1,1
27,3,0,49.20586285310577,2,9,1,1
27,4,0,49.54201956251124,2,9,1,1
27,5,0,51.89019311265038,2,9,1,1
27,6,0,50.627112658673255,2,9,1,1
27,7,0,48.981470424699886,2,9,1,1
27,8,0,53.13168880216699,2,9,1,1
27,9,0,51.63534527246861,2,9,1,1
28,0,0,51.7603695021477,1,8,1,1
28,1,0,49.83832592201139,1,8,1,1
28,2,0,49.48061869505709,1,8,1,1
28,3,0,49.20129087500345,1,8,1,1
28,4,0,49.59900797851032,1,8,1,1
28,5,0,51.5573289387975,1,8,1,1
28,6,1,55.55594091892284,1,8,1,1
28,7,1,55.09986400189722,1,8,1,1
28,8,1,57.00151739233288,1,8,1,1
28,9,1,56.16816053770218,1,8,1,1
29,0,0,50.79829428875216,5,12,1,1
29,1,0,52.84866842839227,5,12,1,1
29,2,0,48.295311588723386,5,12,1,1
29,3,0,49.981380683416944,5,12,1,1
29,4,0,50.84498175821898,5,12,1,1
29,5,0,52.19867949113502,5,12,1,1
29,6,0,51.82052664835499,5,12,1,1
29,7,0,51.75192544968859,5,12,1,1
29,8,0,52.33771932224918,5,12,1,1
29,9,0,51.84477675675167,5,12,1,1
30,0,0,50.793602487447096,5,12,1,1
30,1,0,52.28560130030208,5,12,1,1
30,2,0,48.90939340800058,5,12,1,1
30,3,0,51.013996822006696,5,12,1,1
30,4,0,48.97225760454246,5,12,1,1
30,5,0,52.34093069341648,5,12,1,1
30,6,0,51.52018487381691,5,12,1,1
30,7,1,54.86962884523017,5,12,1,1
30,8,1,58.5153671844464,5,12,1,1
30,9,1,56.2814214317939,5,12,1,1
31,0,0,52.40111722608337,3,7,0,0
31,1,0,53.40984788313127,3,7,0,0
31,2,0,48.88483824721764,3,7,0,0
31,3,0,51.07449170087435,3,7,0,0
31,4,1,56.46068499403959,3,7,0,0
31,5,1,57.4152651843694,3,7,0,0
31,6,1,57.77466709129644,3,7,0,0
31,7,1,57.271762006899,3,7,0,0
31,8,1,58.01547230496179,3,7,0,0
31,9,1,56.632528412510624,3,7,0,0
32,0,0,52.488162688702985,3,8,1,0
32,1,0,52.45202977741078,3,8,1,0
32,2,0,47.28622632461452,3,8,1,0
32,3,0,49.00317445324392,3,8,1,0
32,4,0,48.33631786756085,3,8,1,0
32,5,0,50.31611766144192,3,8,1,0
32,6,0,50.01137429544718,3,8,1,0
32,7,0,51.44359830895158,3,8,1,0
32,8,0,51.48575660926175,3,8,1,0
32,9,0,50.23490725194721,3,8,1,0
33,0,0,51.5661372544299,3,8,0,1
33,1,0,51.572706947459245,3,8,0,1
33,2,0,49.302973972268845,3,8,0,1
33,3,0,50.36976477836199,3,8,0,1
33,4,0,50.15974201279374,3,8,0,1
33,5,0,51.740490092514655,3,8,0,1
33,6,0,51.46715496042729,3,8,0,1
33,7,0,51.75982048228677,3,8,0,1
33,8,1,57.62656741634356,3,8,0,1
33,9,1,56.50058238154184,3,8,0,1
34,0,0,52.818533772763296,4,9,1,0
34,1,0,51.07489957750438,4,9,1,0
34,2,0,51.0900768185265,4,9,1,0
34,3,0,52.4337228330336,4,9,1,0
34,4,0,52.99835555147058,4,9,1,0
34,5,0,52.70579290521386,4,9,1,0
34,6,0,52.170239366069815,4,9,1,0
34,7,0,52.41987202811424,4,9,1,0
34,8,0,53.82016089095902,4,9,1,0
34,9,0,53.05766669435544,4,9,1,0
35,0,0,50.91379785515186,0,10,1,1
35,1,1,53.68477106181254,0,10,1,1
35,2,1,52.3055217328763,0,10,1,1
35,3,1,55.38471996754522,0,10,1,1
35,4,1,53.79180765723721,0,10,1,1
35,5,1,56.17061636529642,0,10,1,1
35,6,1,54.256607647031856,0,10,1,1
35,7,1,58.60132155597751,0,10,1,1
35,8,1,56.45413354994315,0,10,1,1
35,9,1,55.56612838590852,0,10,1,1
36,0,0,50.16421014605093,4,6,1,0
36,1,0,52.14894883090123,4,6,1,0
36,2,0,46.64914747877436,4,6,1,0
36,3,0,48.837093487793055,4,6,1,0
36,4,0,49.6983786334947,4,6,1,0
36,5,1,56.47864552492293,4,6,1,0
36,6,1,56.25666913623009,4,6,1,0
36,7,1,56.05142870592715,4,6,1,0
36,8,1,57.22440387978805,4,6,1,0
36,9,1,55.97827066936296,4,6,1,0
37,0,0,50.265833635355285,3,8,1,1
37,1,0,49.76006095220274,3,8,1,1
37,2,0,46.19669363648464,3,8,1,1
37,3,0,48.22202764672357,3,8,1,1
37,4,0,48.75136279626274,3,8,1,1
37,5,0,50.212594290743056,3,8,1,1
37,6,0,48.90186474737683,3,8,1,1
37,7,0,52.30641820111213,3,8,1,1
37,8,0,51.24111903106869,3,8,1,1
37,9,0,49.008473590728805,3,8,1,1
38,0,0,50.17615619602362,4,7,0,1
38,1,0,50.83444761042845,4,7,0,1
38,2,0,49.830903177433306,4,7,0,1
38,3,0,49.81516110998596,4,7,0,1
38,4,0,50.62458501687759,4,7,0,1
38,5,0,51.09994724462155,4,7,0,1
38,6,0,50.3722883963068,4,7,0,1
38,7,0,51.72778363863647,4,7,0,1
38,8,0,52.72806541028598,4,7,0,1
38,9,0,50.94274209372674,4,7,0,1
39,0,0,52.27064549993253,2,5,1,1
39,1,0,52.87061398562199,2,5,1,1
39,2,0,49.125794515713714,2,5,1,1
39,3,0,53.12045263513111,2,5,1,1
39,4,0,49.80556635714237,2,5,1,1
39,5,0,52.82716230829649,2,5,1,1
39,6,0,52.69516468074564,2,5,1,1
39,7,0,51.85694522955447,2,5,1,1
39,8,0,56.03544845837887,2,5,1,1
39,9,0,52.67411557683173,2,5,1,1
40,0,0,49.96431189972292,3,5,0,1
40,1,0,55.032493550206304,3,5,0,1
40,2,0,48.560710751991024,3,5,0,1
40,3,0,50.072996735886456,3,5,0,1
40,4,0,50.78573530456991,3,5,0,1
40,5,0,52.338178239631006,3,5,0,1
40,6,0,52.68738663094699,3,5,0,1
40,7,1,57.95711582369857,3,5,0,1
40,8,1,56.6065168430541,3,5,0,1
40,9,1,57.60082195382179,3,5,0,1
41,0,0,51.00399627391256,1,11,0,0
41,1,0,51.9272235297944,1,11,0,0
41,2,0,47.92511480963441,1,11,0,0
41,3,0,51.71768143283687,1,11,0,0
41,4,0,52.78808600844666,1,11,0,0
41,5,0,51.5260058680971,1,11,0,0
41,6,0,49.43030405687795,1,11,0,0
41,7,0,52.20058806240797,1,11,0,0
41,8,0,52.6446746194765,1,11,0,0
41,9,0,52.08072695397652,1,11,0,0
42,0,0,48.6917331007469,4,4,1,1
42,1,0,50.75386291122908,4,4,1,1
42,2,0,47.92992380939985,4,4,1,1
42,3,0,51.97545313771905,4,4,1,1
42,4,0,49.12849450217749,4,4,1,1
42,5,0,50.74368816137347,4,4,1,1
42,6,0,50.98952107262042,4,4,1,1
42,7,0,50.21508086232946,4,4,1,1
42,8,0,50.538951016249605,4,4,1,1
42,9,0,50.73046137354595,4,4,1,1
43,0,0,54.10335879617531,6,12,0,1
43,1,0,52.65602465043321,6,12,0,1
43,2,0,49.43347763488433,6,12,0,1
43,3,0,54.98893828043887,6,12,0,1
43,4,0,52.27257564992653,6,12,0,1
43,5,0,52.36208318673722,6,12,0,1
43,6,0,52.545195970920766,6,12,0,1
43,7,0,53.2748320202868,6,12,0,1
43,8,0,54.800523749090814,6,12,0,1
43,9,0,52.465214997460016,6,12,0,1
44,0,0,49.381758210736656,0,4,0,1
44,1,0,50.69253253171632,0,4,0,1
44,2,0,47.0262777167181,0,4,0,1
44,3,0,49.8013293114439,0,4,0,1
44,4,0,49.28164691939154,0,4,0,1
44,5,0,49.40515185350916,0,4,0,1
44,6,0,49.26660402253316,0,4,0,1
44,7,0,51.0795363729185,0,4,0,1
44,8,0,52.02829758936881,0,4,0,1
44,9,0,49.27273423020111,0,4,0,1
45,0,0,51.95835231272743,1,9,1,0
45,1,0,53.60469831790086,1,9,1,0
45,2,0,47.58654504058365,1,9,1,0
45,3,0,49.40302615947736,1,9,1,0
45,4,0,51.893222207555525,1,9,1,0
45,5,0,51.682622986846354,1,9,1,0
45,6,0,51.237464161732696,1,9,1,0
45,7,0,51.7440729663533,1,9,1,0
45,8,0,53.36008906925208,1,9,1,0
45,9,0,51.7004445698805,1,9,1,0
46,0,0,52.94897359948366,4,6,1,1
46,1,0,53.83093658509031,4,6,1,1
46,2,0,50.7148537198784,4,6,1,1
46,3,0,52.29157076331141,4,6,1,1
46,4,0,50.477080440719874,4,6,1,1
46,5,0,51.64868197847132,4,6,1,1
46,6,0,52.54495031232404,4,6,1,1
46,7,0,52.5135325471861,4,6,1,1
46,8,0,55.67899875940115,4,6,1,1
46,9,0,52.89078620022148,4,6,1,1
47,0,0,51.63406604234165,5,11,1,1
47,1,0,51.69192694209913,5,11,1,1
47,2,0,50.21927621871606,5,11,1,1
47,3,0,49.87120076178208,5,11,1,1
47,4,0,48.53458117294202,5,11,1,1
47,5,0,50.79336711965112,5,11,1,1
47,6,0,51.03888454905531,5,11,1,1
47,7,0,49.63185587164578,5,11,1,1
47,8,0,52.64836418790736,5,11,1,1
47,9,0,53.45202659193686,5,11,1,1
48,0,0,51.02468097243051,7,7,0,1
48,1,0,52.522421235999886,7,7,0,1
48,2,0,49.29854217380516,7,7,0,1
48,3,0,51.1582053558374,7,7,0,1
48,4,0,52.03150454939353,7,7,0,1
48,5,0,52.38032959862359,7,7,0,1
48,6,0,51.599633830979975,7,7,0,1
48,7,0,50.77525936714766,7,7,0,1
48,8,0,52.73306776496384,7,7,0,1
48,9,0,51.45761168127201,7,7,0,1
49,0,0,51.954240190214826,5,8,1,0
49,1,0,52.26578438173942,5,8,1,0
49,2,0,49.17127781767756,5,8,1,0
49,3,0,52.52790003284127,5,8,1,0
49,4,0,50.23433206157408,5,8,1,0
49,5,0,51.89811543715918,5,8,1,0
49,6,0,50.32491550646875,5,8,1,0
49,7,1,58.07150895164469,5,8,1,0
49,8,1,58.12821718929568,5,8,1,0
49,9,1,55.07092614904034,5,8,1,0
50,0,0,52.02607669344906,5,4,0,1
50,1,0,51.88518707449602,5,4,0,1
50,2,0,52.17212587870368,5,4,0,1
50,3,0,50.07602034818908,5,4,0,1
50,4,0,51.108271393363005,5,4,0,1
50,5,1,55.84211788432767,5,4,0,1
50,6,1,56.52453552643347,5,4,0,1
50,7,1,57.2957305697156,5,4,0,1
50,8,1,58.60981273711895,5,4,0,1
50,9,1,55.44163119051018,5,4,0,1
51,0,0,52.12909661446614,0,13,1,1
51,1,0,50.92368559005713,0,13,1,1
51,2,0,49.95052470076282,0,13,1,1
51,3,0,50.35951047566024,0,13,1,1
51,4,0,49.96052761511464,0,13,1,1
51,5,0,52.2842335586016,0,13,1,1
51,6,0,49.57137255428345,0,13,1,1
51,7,0,52.74791076636743,0,13,1,1
51,8,0,51.198522507189566,0,13,1,1
51,9,0,49.689282838597045,0,13,1,1
52,0,0,48.21115986139836,2,12,0,0
52,1,1,55.86346432403855,2,12,0,0
52,2,1,52.35292747210462,2,12,0,0
52,3,1,53.732116398671096,2,12,0,0
52,4,1,52.825770502654976,2,12,0,0
52,5,1,55.34977769003634,2,12,0,0
52,6,1,56.5111061471375,2,12,0,0
52,7,1,54.13033184216923,2,12,0,0
52,8,1,56.62614852678552,2,12,0,0
52,9,1,55.18864616014351,2,12,0,0
53,0,0,51.06745042797231,5,7,0,0
53,1,0,51.40370441641545,5,7,0,0
53,2,0,46.81311404802161,5,7,0,0
53,3,0,49.44557554202275,5,7,0,0
53,4,0,48.70334069433485,5,7,0,0
53,5,0,53.87234809672674,5,7,0,0
53,6,0,52.65340220675345,5,7,0,0
53,7,1,57.49518580834572,5,7,0,0
53,8,1,57.24368896105546,5,7,0,0
53,9,1,54.75369470835779,5,7,0,0
54,0,0,48.71535308162253,4,4,0,1
54,1,0,53.52633026561323,4,4,0,1
54,2,0,47.91869092201166,4,4,0,1
54,3,0,49.82966940730833,4,4,0,1
54,4,0,50.17146351621787,4,4,0,1
54,5,0,51.58133381455048,4,4,0,1
54,6,0,51.539632146593455,4,4,0,1
54,7,0,48.80298648172543,4,4,0,1
54,8,0,53.58548661925078,4,4,0,1
54,9,0,49.04724031131747,4,4,0,1
55,0,0,54.17544420655922,8,9,0,1
55,1,1,57.70044685359277,8,9,0,1
55,2,1,54.10714502835745,8,9,0,1
55,3,1,57.407991397228855,8,9,0,1
55,4,1,57.67114377040238,8,9,0,1
55,5,1,55.592209538159935,8,9,0,1
55,6,1,57.919051593563246,8,9,0,1
55,7,1,56.80948678902327,8,9,0,1
55,8,1,59.9674762692413,8,9,0,1
55,9,1,58.3238792268294,8,9,0,1
56,0,0,51.20243558795916,3,9,1,1
56,1,0,51.158738059042896,3,9,1,1
56,2,0,47.601629287981,3,9,1,1
56,3,0,49.425958470056,3,9,1,1
56,4,0,49.08817616985155,3,9,1,1
56,5,0,51.64312165289205,3,9,1,1
56,6,0,50.247815422016586,3,9,1,1
56,7,0,50.93388131701446,3,9,1,1
56,8,0,50.86191062730104,3,9,1,1
56,9,0,50.69543337072552,3,9,1,1
57,0,0,51.33064603315906,5,11,1,0
57,1,0,51.592063983572174,5,11,1,0
57,2,0,49.9053240110197,5,11,1,0
57,3,0,48.4695339650039,5,11,1,0
57,4,0,50.11657510091984,5,11,1,0
57,5,0,52.11340301669169,5,11,1,0
57,6,1,54.70924197191479,5,11,1,0
57,7,1,54.14804422086,5,11,1,0
57,8,1,57.34929207315894,5,11,1,0
57,9,1,55.9725811980088,5,11,1,0
58,0,0,53.66246357727318,2,7,1,0
58,1,0,53.59299721826006,2,7,1,0
58,2,0,47.32305305617811,2,7,1,0
58,3,0,49.90815620523766,2,7,1,0
58,4,0,50.9436699074926,2,7,1,0
58,5,0,54.14956365596408,2,7,1,0
58,6,0,52.41770118606742,2,7,1,0
58,7,0,53.05559403534301,2,7,1,0
58,8,0,54.09666874184661,2,7,1,0
58,9,0,50.903303389653885,2,7,1,0
59,0,0,51.02016931801399,3,9,1,0
59,1,0,50.36227113951736,3,9,1,0
59,2,0,49.95231481822384,3,9,1,0
59,3,0,49.05268581095458,3,9,1,0
59,4,0,48.1211374619653,3,9,1,0
59,5,0,52.29756576548292,3,9,1,0
59,6,0,51.95437602925758,3,9,1,0
59,7,0,52.198867213541135,3,9,1,0
59,8,0,50.61210944562204,3,9,1,0
59,9,0,49.84384965259105,3,9,1,0
60,0,0,53.97540302353004,4,8,1,1
60,1,0,55.60694459426131,4,8,1,1
60,2,0,51.62544254162,4,8,1,1
60,3,0,51.256173191465415,4,8,1,1
60,4,0,51.95848300656404,4,8,1,1
60,5,0,54.42494273274414,4,8,1,1
60,6,0,53.68991071245469,4,8,1,1
60,7,0,53.30978059538259,4,8,1,1
60,8,0,53.58462377393212,4,8,1,1
60,9,0,53.795812637205465,4,8,1,1
61,0,0,52.25337859510889,3,7,0,1
61,1,0,52.660631683185024,3,7,0,1
61,2,0,48.2125511836154,3,7,0,1
61,3,0,49.75930934473121,3,7,0,1
61,4,0,49.10952160581098,3,7,0,1
61,5,0,51.68189175598183,3,7,0,1
61,6,0,51.35061502434256,3,7,0,1
61,7,0,52.1993060455975,3,7,0,1
61,8,0,54.59065092888163,3,7,0,1
61,9,1,55.64446482598984,3,7,0,1
62,0,0,50.68122359950701,3,10,1,0
62,1,0,51.47209350108666,3,10,1,0
62,2,0,47.83753358298781,3,10,1,0
62,3,1,54.66225730525736,3,10,1,0
62,4,1,56.47907627565614,3,10,1,0
62,5,1,55.94330882437464,3,10,1,0
62,6,1,55.47831206513443,3,10,1,0
62,7,1,56.66471413883979,3,10,1,0
62,8,1,56.6684775012229,3,10,1,0
62,9,1,55.26039300064703,3,10,1,0
63,0,0,50.36977304908704,2,15,0,1
63,1,0,51.4626901612798,2,15,0,1
63,2,0,47.51720066444855,2,15,0,1
63,3,0,51.37472028321715,2,15,0,1
63,4,0,51.35118859435537,2,15,0,1
63,5,0,51.79696845508227,2,15,0,1
63,6,0,51.800644866456174,2,15,0,1
63,7,0,49.67519142764937,2,15,0,1
63,8,0,53.025542376960296,2,15,0,1
63,9,0,49.198425819341416,2,15,0,1
64,0,0,52.61606263113237,4,8,1,1
64,1,0,51.635335206367145,4,8,1,1
