worker_id,post_policy_period,minimum_wage_policy,current_monthly_income,total_experience_years,previous_monthly_income,gender,union_membership
64,0,1,46.44340417603245,2,6,0,1
65,0,0,47.64823908640837,1,4,1,0
66,0,0,45.316814028094846,3,7,1,1
67,0,1,45.94492421584565,4,4,1,1
68,0,1,47.30324056994138,2,4,1,0
69,0,1,45.48656428340997,5,6,1,1
70,0,0,45.930342619508735,3,6,1,1
71,0,0,45.710913059125176,4,7,0,1
72,0,0,44.31671415767013,4,8,1,0
73,0,0,45.48530197864168,3,7,0,1
74,0,1,47.7054448600758,2,5,0,1
75,0,1,46.42775616900906,2,5,1,0
76,0,1,46.111451110399656,3,7,0,0
77,0,0,47.12308798910779,2,6,0,0
78,0,1,44.06097926038458,3,6,1,0
79,0,1,44.62576695986274,3,8,0,1
80,0,0,48.01437367466242,2,8,1,1
81,0,1,45.19267686901535,3,8,0,1
82,0,1,47.332196460169946,2,3,1,1
83,0,0,45.20834820068806,2,5,0,1
84,0,0,44.93970722000256,2,8,1,1
85,0,0,44.82431237768104,2,5,1,1
86,0,0,45.078919600406174,3,9,0,1
87,0,0,46.19363994662061,2,10,1,1
88,0,1,46.49513309721018,2,6,1,1
89,0,1,46.80110047934956,2,6,1,0
90,0,1,45.542163919711086,2,5,0,0
91,0,0,46.05546862993801,4,7,1,1
92,0,1,45.645580830962125,2,4,0,1
93,0,0,48.1425598955935,4,7,1,1
94,0,0,46.21005111018994,3,5,1,1
95,0,1,48.16355789702061,2,7,0,0
96,0,0,45.48012435638552,4,5,0,1
97,0,1,44.79112491761075,4,9,1,0
98,0,1,46.61583903695263,3,5,0,1
99,0,0,45.08423365596298,4,6,1,0
100,0,0,47.174966841735646,3,5,1,0
101,0,0,46.75244316734244,4,5,1,0
102,0,1,46.75594522601872,3,5,1,1
103,0,1,46.00545138147647,3,7,1,1
104,0,1,46.612981658196645,0,8,1,0
105,0,1,47.15340651357776,3,8,0,1
106,0,0,46.95501451607751,3,5,1,1
107,0,0,44.41863854617983,3,5,0,1
108,0,1,48.2348025164067,1,4,0,1
109,0,1,46.22794020640305,2,5,1,1
110,0,0,47.59352357079685,4,6,1,0
111,0,1,46.05656533214515,2,7,1,0
112,0,0,47.03202938379478,1,6,1,1
113,0,0,45.21498426941174,3,7,0,1
114,0,1,45.149600145290975,2,8,1,0
115,0,0,46.72647015910104,3,5,1,0
116,0,1,45.91515248496125,3,9,1,1
117,0,0,45.95901489492476,1,8,1,1
118,0,1,46.6271534709163,1,7,1,1
119,0,1,46.98118182141949,2,8,1,1
120,0,0,47.65928025420651,2,7,1,0
121,0,0,46.24088533771249,1,8,1,0
122,0,1,46.843005042336046,2,8,1,1
123,0,1,45.93785862045763,1,7,1,1
124,0,1,45.62253828624299,3,8,0,0
125,0,0,45.796534858011135,2,7,0,1
126,0,1,47.203954477402135,3,8,1,1
127,0,1,46.75718722645621,5,8,0,0
128,0,1,45.12148186332877,2,8,1,1
129,0,1,44.578834209293696,3,4,0,0
130,0,1,45.71679403497842,2,9,1,1
131,0,1,46.10163835516422,2,6,0,1
132,0,0,46.376578078778685,3,8,0,1
133,0,0,45.59623168275884,3,3,1,1
134,0,1,46.00037630460875,3,8,1,1
135,0,0,46.64008467088056,4,3,0,1
136,0,1,46.41180230457528,2,6,1,1
137,0,0,44.69850810810426,2,7,1,0
138,0,0,46.72064106185506,2,8,1,1
139,0,1,47.44566990075865,3,9,1,0
140,0,0,45.53347180824012,3,7,0,1
141,0,1,45.94058590599847,4,6,0,1
142,0,1,45.84047698345593,3,7,1,0
143,0,0,47.23694106081708,2,7,0,1
144,0,1,44.75009291260062,2,5,1,1
145,0,1,46.475598738832616,2,6,1,0
146,0,0,45.8052622296558,3,8,1,1
147,0,0,45.175996598145495,3,4,0,1
148,0,0,45.63832853583356,3,6,0,0
149,0,0,46.25953198640528,2,4,1,1
150,0,1,47.010657975885,2,2,1,1
151,0,0,44.56729755442861,2,6,0,1
152,0,1,44.86839946036042,4,12,1,0
153,0,1,44.84998135949448,2,7,1,0
154,0,1,44.96565328210915,1,8,0,0
155,0,1,45.52121636732884,2,7,0,0
156,0,0,46.143672819663465,4,5,1,1
157,0,0,46.88239477490123,4,4,1,1
158,0,1,45.60581216584703,2,7,1,0
159,0,1,46.2751960423449,4,5,1,0
160,0,0,46.3846231786913,3,7,0,1
161,0,1,47.27120499780168,1,7,0,0
162,0,0,45.77551768142228,1,7,1,0
163,0,0,46.98746694457134,1,9,1,1
164,0,1,47.13599507547853,3,5,0,0
165,0,0,46.3276801089307,3,11,1,0
166,0,1,45.80955754912948,4,4,1,1
167,0,1,46.22837031753234,2,6,0,1
168,0,1,46.51980528978424,4,10,0,1
169,0,0,45.50721472318408,3,7,0,0
170,0,0,46.970730286146576,1,7,1,1
171,0,1,46.377050519103854,3,6,0,1
172,0,1,46.32908066771338,4,7,1,1
173,0,0,46.05599268705563,4,7,1,1
174,0,0,47.19935418256499,2,6,0,0
175,0,0,45.48020733755745,1,3,0,0
176,0,0,46.422600501422544,2,5,1,1
177,0,0,45.35496089114062,3,7,1,0
178,0,1,45.63732836888726,2,6,1,1
179,0,0,46.86785324814365,3,5,0,1
180,0,0,45.3414760670064,3,7,1,0
181,0,0,46.3706104435928,2,5,0,1
182,0,0,47.34111115460072,3,5,0,1
183,0,1,45.46613564084065,3,6,0,1
184,0,1,47.4247655548263,0,3,1,1
185,0,0,46.56434690546202,1,5,1,1
186,0,1,46.873917194815405,2,6,1,1
187,0,1,47.09548427926677,3,5,0,1
188,0,1,47.43194619338649,4,9,1,1
189,0,1,45.3365081755098,4,8,1,1
190,0,0,46.054557849854056,2,4,1,0
191,0,1,45.78933024877183,4,7,0,1
192,0,1,47.36534736353665,3,6,0,1
193,0,0,44.73856654795742,4,7,1,0
194,0,1,45.884511555025504,1,8,0,1
195,0,1,45.472709176976295,4,6,0,0
196,0,1,45.79165293022793,3,7,0,1
197,0,1,45.456006503299314,3,2,1,0
198,0,0,45.53889033655237,5,8,1,0
199,0,0,46.068568032174674,5,4,0,1
200,0,1,45.085213236115685,3,6,0,1
201,0,1,45.16279305399291,3,4,0,0
202,0,1,46.43331596557709,3,9,1,1
203,0,1,47.20952042810339,3,6,1,0
204,0,0,46.526034381836254,1,4,1,1
205,0,1,47.703113504652976,1,5,0,1
206,0,1,46.83217380219363,2,4,1,1
207,0,1,47.17233492508753,3,6,1,0
208,0,1,45.866074163382336,2,5,1,0
209,0,1,46.202450397723865,2,7,1,0
210,0,0,48.18746518783755,2,5,0,1
211,0,1,47.29996634535807,3,4,1,1
212,0,1,45.86547222340956,2,9,1,1
213,0,1,47.67524883099552,3,8,0,0
214,0,0,43.79858882695487,3,11,0,1
215,0,0,46.45291722849026,4,4,0,0
216,0,0,46.3522226325134,5,5,0,1
217,0,1,46.88607385523473,2,5,1,0
218,0,1,46.66525904152652,3,4,1,0
219,0,0,43.66647259431824,2,9,1,0
220,0,1,45.469031568613104,2,5,0,0
221,0,1,45.8108122393257,3,6,1,0
222,0,0,47.0266285470136,3,8,1,1
223,0,1,46.42732433154653,2,8,1,1
224,0,1,45.32860916428898,3,9,0,0
225,0,0,47.5376750542612,3,8,1,1
226,0,0,45.46966138758472,2,6,1,0
227,0,1,47.89110970388841,2,6,1,0
228,0,1,46.00571349757696,4,6,1,1
229,0,1,45.91618055171459,3,5,1,0
230,0,1,47.28165918702965,5,6,1,0
231,0,0,46.24916120693109,3,8,1,1
232,0,1,46.86481573586399,4,4,1,1
233,0,1,46.163488699479416,2,7,1,1
234,0,0,46.23578324980152,2,9,1,1
235,0,1,45.91232535078816,2,9,0,0
236,0,1,47.3984210551786,1,9,1,0
237,0,1,45.42382465043378,3,8,0,1
238,0,0,48.02556738449969,1,6,1,0
239,0,1,45.37931221433912,3,7,1,1
240,0,0,46.90447177276143,3,6,1,1
241,0,0,46.6759178779633,3,6,1,1
242,0,0,47.278740094175824,2,4,1,1
243,0,0,44.59849149770647,4,7,1,1
244,0,0,47.0973504252523,3,5,1,1
245,0,1,47.59152778594434,3,6,1,1
246,0,0,45.669303134829086,2,6,1,1
247,0,1,45.75984226884847,3,7,0,0
248,0,1,47.43397247494415,3,4,0,1
249,0,1,46.18224762265482,3,8,0,1
250,0,1,46.37735327351768,3,5,1,0
251,0,0,46.26702364095386,2,6,1,1
252,0,0,46.01512589908966,2,7,1,0
253,0,0,44.88971156985658,2,6,0,1
254,0,1,48.12717265394308,3,4,0,1
255,0,0,46.31369977878115,3,7,0,1
256,0,1,46.15024057851337,4,6,1,1
257,0,1,45.32353252480081,2,4,1,0
258,0,0,45.57327108696186,5,7,1,1
259,0,0,45.36822053005263,3,8,1,1
260,0,0,45.75371518345005,5,6,0,1
261,0,1,45.46851188606068,2,9,0,1
262,0,1,46.65868050123388,2,6,1,1
263,0,0,45.65652588414046,3,6,1,1
264,0,0,46.39372579716591,3,4,1,1
265,0,1,46.61911590850935,5,4,1,1
266,0,1,46.384193160368746,3,7,0,1
267,0,1,44.3018148729052,3,6,1,1
268,0,0,46.6586190909788,3,5,0,1
269,0,0,48.01278772279571,2,6,0,1
270,0,0,46.76970118166315,5,6,1,0
271,0,1,46.29994254052427,4,6,1,0
272,0,0,46.65492079303993,2,7,1,0
273,0,0,46.574400670925264,1,9,0,1
274,0,0,44.39049875266464,3,4,1,0
275,0,1,45.75733368550842,3,7,1,1
276,0,1,44.76175066109024,2,6,1,1
277,0,1,46.76852124207967,3,6,1,1
278,0,1,46.52068250887731,4,5,0,1
279,0,1,46.38412403854572,4,6,1,0
280,0,0,46.85041222677153,2,7,0,1
281,0,1,45.75108668787588,4,4,1,0
282,0,1,45.55567371143131,2,7,1,1
283,0,1,45.03504885698896,3,5,1,0
284,0,1,46.06322656381269,2,8,1,1
285,0,0,45.24401933835694,2,7,0,0
286,0,0,47.51084594543629,4,7,1,0
287,0,1,44.95620381031791,3,6,1,1
288,0,0,47.04252018741593,3,5,0,0
289,0,1,47.293341559063,2,10,1,1
290,0,1,44.96784726045063,1,8,0,1
291,0,0,46.10345627525801,2,6,0,1
292,0,1,46.07187297839524,2,7,1,0
293,0,0,45.38323592134776,4,5,0,1
294,0,1,46.773749944888266,3,6,1,1
295,0,0,44.33627462426662,3,7,0,1
296,0,1,46.17864930520531,3,5,0,0
297,0,1,47.07940352192986,3,8,1,1
298,0,0,46.07343938474252,3,7,1,0
299,0,0,45.327654453991386,2,7,0,0
300,0,0,46.28101232613909,1,7,1,0
301,0,1,45.73180709036548,4,8,1,0
302,0,0,45.15141235415055,2,7,1,0
303,0,1,46.94825261877239,2,8,1,1
304,0,0,45.79939085146086,2,8,1,1
305,0,0,45.09044083203992,2,9,1,1
306,0,1,47.135795272359246,3,5,1,0
307,0,0,46.40254534439576,4,6,0,0
308,0,0,44.668089760607046,2,8,0,1
309,0,1,45.52576958180549,2,9,1,1
310,0,1,45.70246012090705,4,4,1,1
311,0,1,44.38948588311539,3,6,1,1
312,0,0,44.97876970565245,3,7,1,1
313,0,1,46.86895600561127,3,6,0,0
314,0,0,45.53069385714177,4,7,0,0
315,0,1,45.0788448756358,3,7,1,1
316,0,0,45.45385098222128,4,7,1,1
317,0,0,44.985966117934126,2,5,1,1
318,0,0,45.263932660312776,4,1,0,0
319,0,1,47.90251582015673,3,4,0,1
320,0,0,46.16804754156642,2,7,1,1
321,0,1,45.24575269340991,2,7,0,1
322,0,1,47.09051355343639,3,5,1,0
323,0,1,46.80087887583747,1,5,1,1
324,0,1,46.87326409359729,2,7,1,0
325,0,0,44.33498893576006,1,5,1,0
326,0,0,46.20080230166872,3,8,1,1
327,0,0,46.24322531096,2,8,1,0
328,0,0,45.35697567059405,4,6,0,1
329,0,0,45.88751789180876,3,7,0,0
330,0,1,45.914807332335535,1,6,1,0
331,0,0,45.7787048409494,4,6,1,0
332,0,1,45.21908170521191,3,4,1,0
333,0,1,47.0745150690241,2,10,1,1
334,0,1,45.33333422708717,4,11,0,1
335,0,1,45.72916800810913,1,7,0,0
336,0,1,46.71543130216541,3,7,1,1
337,0,1,45.681456125479286,3,2,1,0
338,0,1,44.57035307975513,2,7,0,1
339,0,0,45.0051491042812,3,7,0,1
340,0,1,45.30205251676306,2,6,0,0
341,0,0,46.22661903030162,3,7,0,0
342,0,1,46.14892777791058,3,9,0,1
343,0,1,47.16370970124702,1,5,0,0
344,0,0,45.93928668205878,3,8,1,1
345,0,0,46.77630856246306,2,6,1,0
346,0,0,46.72073679235714,2,9,0,0
347,0,0,47.15001199673666,2,6,0,1
348,0,0,45.758453292560525,2,8,1,0
349,0,0,45.969501565019584,3,6,1,1
350,0,1,46.45907080800495,2,6,0,0
351,0,1,45.11942713468231,3,6,1,0
352,0,1,45.95273303632929,1,7,1,1
353,0,1,44.42429461781905,2,9,1,1
354,0,0,46.119615912743775,2,2,1,1
355,0,0,47.63440225110093,2,7,1,0
356,0,0,45.50953484361697,4,6,1,0
357,0,1,46.72018487833157,5,7,1,1
358,0,1,46.45505883033916,3,9,1,1
359,0,1,45.24654716537624,4,4,0,1
360,0,0,46.41957612627394,3,8,0,1
361,0,0,45.3357327658413,2,7,1,0
362,0,0,48.08117774289603,2,4,1,1
363,0,0,48.02448207783873,2,7,1,1
364,0,0,45.43548736898309,3,7,0,0
365,0,0,46.54254772814223,3,7,0,1
366,0,0,45.11732754194049,5,7,0,1
367,0,1,47.00739048243389,4,7,1,1
368,0,0,46.87388947663113,3,8,1,1
369,0,0,47.2446200213314,2,5,1,1
370,0,1,46.42975616672623,2,8,1,1
371,0,0,45.5190928763497,1,7,0,1
372,0,0,45.915878572566434,3,7,0,1
373,0,1,46.9748322896741,3,5,1,1
374,0,1,47.25682601103715,2,9,1,1
375,0,0,45.7944243620728,2,6,1,0
376,0,0,46.75616276532244,1,7,1,0
377,0,1,44.97296335541578,4,8,1,1
378,0,1,45.811852824856814,3,7,1,1
379,0,0,46.47837961314183,2,7,1,1
380,0,1,44.14052746539476,3,4,0,0
381,0,1,47.72334751050257,2,5,1,1
382,0,0,44.68812870389266,4,6,1,1
383,0,1,46.4277827156297,4,8,1,0
384,0,0,47.1921061931636,4,6,0,0
385,0,1,44.45480352541728,4,6,1,0
386,0,0,45.38206382714894,3,7,0,0
387,0,0,46.24384494538799,0,4,0,1
388,0,1,44.66843349935358,3,7,1,1
389,0,0,45.66648469581721,1,9,0,0
390,0,1,46.10739896680148,3,7,1,0
391,0,1,46.3307724751545,2,7,1,1
392,0,1,45.07847700546559,3,9,1,1
393,0,0,48.2912871918583,4,7,1,0
394,0,1,45.487357165474506,2,10,1,0
395,0,0,44.26678468437329,3,7,0,1
396,0,0,45.21421593721018,3,9,1,1
397,0,1,44.32547378119644,3,9,1,0
398,0,0,44.38582905908161,1,6,0,1
399,0,0,46.47493898985244,3,7,0,0
400,0,1,46.64999722059718,4,9,1,1
401,0,0,47.99275429198496,4,9,0,1
402,0,1,46.18682495573477,2,6,1,1
403,0,1,47.07578168643678,3,5,1,0
404,0,0,46.14698840794328,3,9,1,0
405,0,0,45.821080377363984,2,5,0,0
406,0,1,44.96699923272921,2,4,0,1
407,0,1,47.01078944301484,1,4,0,1
408,0,1,45.39310503385484,0,9,0,0
409,0,0,47.88625839319919,2,7,1,0
410,0,0,48.115814049316896,2,7,1,0
411,0,0,45.73061005587483,2,5,1,1
412,0,1,46.83289659876601,1,9,0,0
413,0,1,46.45871840424214,3,5,0,0
414,0,1,46.81746737678586,2,7,0,1
415,0,1,45.28390345669612,3,5,1,1
416,0,1,44.81204952308523,5,8,0,1
417,0,1,45.7804876245426,3,5,0,0
418,0,1,44.65105111993142,2,9,1,0
419,0,0,48.017303310213975,4,6,1,0
420,0,0,45.29347932508533,2,5,1,0
421,0,0,44.35307686423575,3,7,1,1
422,0,1,45.82024742333815,4,7,1,1
423,0,1,46.62573965896815,2,8,1,1
424,0,0,46.96382872640213,3,5,0,1
425,0,1,45.06400246027254,2,4,0,0
426,0,1,45.2752251125961,3,5,1,1
427,0,1,45.15798766040298,3,7,1,1
428,0,1,46.2425333200032,2,6,1,0
429,0,0,47.36208524622258,2,6,1,0
430,0,1,47.21511420331676,1,6,0,0
431,0,1,45.57034960516759,3,6,1,0
432,0,0,46.960459309102326,2,10,1,0
433,0,0,44.677957134591786,3,10,1,1
434,0,0,45.40124076831155,1,8,1,1
435,0,0,47.45097177543059,1,4,0,0
436,0,0,46.35623346083787,4,5,1,1
437,0,1,44.58188096915832,2,6,1,0
438,0,1,47.082061220484064,2,5,0,1
439,0,1,45.96368625979986,3,7,1,1
440,0,1,46.81096363145271,2,7,1,0
441,0,1,45.99688871441563,3,4,1,0
442,0,0,45.564501745204765,2,7,1,0
443,0,1,45.18245927385167,2,7,0,1
444,0,1,46.08940884801185,3,6,0,1
445,0,0,45.52580585092534,4,6,0,0
446,0,1,48.8445907973912,2,7,1,1
447,0,0,46.33469671845746,3,6,1,0
448,0,1,45.67965672027187,2,7,1,1
449,0,0,44.57033592269405,2,8,1,1
450,0,0,48.01007068367714,3,6,0,1
451,0,1,45.49217265208878,3,9,0,1
452,0,1,43.64921820669683,3,9,0,1
453,0,0,44.73626222806739,2,3,1,0
454,0,1,45.41547947022756,3,7,1,0
455,0,0,46.4412340372938,2,7,1,0
456,0,1,46.24592036590909,3,7,1,0
457,0,0,46.45592966846856,4,6,1,1
458,0,0,46.61401074572653,2,5,0,1
459,0,0,45.87126741981389,2,8,1,1
460,0,0,45.12740594163848,4,6,1,0
461,0,1,45.74845059690849,2,4,0,1
462,0,1,46.591781265045626,1,7,1,1
463,0,1,45.09445439198482,2,5,1,0
464,0,1,47.83245413557528,3,7,1,1
465,0,1,45.50978879381976,3,4,0,1
466,0,1,44.4039656299284,2,7,0,0
467,0,0,44.45039156012776,2,5,1,0
468,0,1,47.73476894128099,1,6,0,1
469,0,1,44.40133804921338,2,10,0,1
470,0,0,44.34033256293581,5,6,1,1
471,0,0,45.48169845274641,4,9,1,0
472,0,0,45.687846754174494,2,5,0,0
473,0,1,47.217451417392375,3,8,0,0
474,0,1,44.13370579833407,1,11,1,0
475,0,1,44.91291414181632,2,6,0,1
476,0,1,46.05019181861988,2,7,0,1
477,0,1,44.63416176003366,2,9,0,0
478,0,1,46.496010746887,2,6,0,1
479,0,1,46.30689074911268,3,4,0,1
480,0,1,45.59528034503722,2,6,1,1
481,0,1,45.40451644325344,3,3,0,0
482,0,1,46.38463452272187,2,6,1,1
483,0,1,47.83302954333784,2,6,1,1
484,0,0,45.65698489033304,2,8,1,1
485,0,0,45.77627288036025,1,8,1,1
486,0,1,47.736673591709206,2,4,1,0
487,0,0,45.296827616297975,3,6,1,1
488,0,0,46.56318208525756,1,8,0,1
489,0,1,46.81492817302605,1,7,1,1
490,0,1,45.01066133545682,2,5,0,1
491,0,1,46.62795689829617,3,8,1,1
492,0,1,45.13873833173878,1,9,1,0
493,0,1,46.39737410653651,2,6,1,0
494,0,1,44.2959605501633,2,7,0,0
495,0,1,45.80515042126751,3,6,0,1
496,0,1,47.75843547461303,1,5,0,0
497,0,0,46.02422531955707,3,8,1,1
498,0,0,47.09408412582573,3,5,0,1
499,0,1,45.66816481736045,0,7,1,0
500,0,0,45.80184750136166,1,8,0,1
501,0,1,45.60468180562256,4,8,1,0
502,0,1,47.73408086728741,1,6,1,0
503,0,1,45.57048945145528,3,6,1,1
504,0,1,45.58751037449906,2,7,0,1
505,0,1,44.05723051267664,1,6,0,0
506,0,1,45.69880210362325,2,10,0,1
507,0,1,44.99973030548276,3,5,0,1
508,0,0,46.70382838054075,3,7,1,1
509,0,0,47.50855053445076,1,6,0,1
510,0,0,43.90357554605541,2,10,1,1
511,0,1,45.91086303872335,3,9,1,0
512,0,1,43.62739301357059,3,7,0,0
513,0,0,46.11295882748852,2,7,0,1
514,0,1,46.16237967504039,4,6,1,1
515,0,1,46.67813316828095,2,6,0,1
516,0,1,46.66566430273124,1,7,1,0
517,0,0,46.55774336451518,5,6,1,1
518,0,0,45.30112877719471,3,7,0,1
519,0,1,44.42644229448364,0,6,1,1
520,0,0,44.76710366839498,0,8,1,0
521,0,1,46.093577171009606,5,9,1,1
522,0,1,44.511321642552,5,7,0,1
523,0,0,44.25140950606788,3,7,0,0
524,0,1,46.03811992775879,3,5,1,1
525,0,1,45.77566262520155,2,7,0,1
526,0,0,45.11865368674327,2,6,1,0
527,0,1,45.45044145386613,2,7,1,0
528,0,0,45.7244669291013,3,4,0,1
529,0,1,45.14754670279971,4,6,1,1
530,0,1,45.48035981823844,3,8,1,1
531,0,0,44.062550947879465,1,6,1,0
532,0,0,46.08708267164256,2,8,0,1
533,0,1,46.03981430215738,3,9,1,1
534,0,0,46.906988135809264,2,6,1,1
535,0,0,45.62942458198931,3,10,1,0
536,0,1,44.81100348522647,3,8,1,1
537,0,0,45.94610920681758,2,8,1,1
538,0,1,46.05159363756988,2,7,0,1
539,0,1,47.24157779615465,3,6,0,1
540,0,0,45.277824745723365,2,6,1,1
541,0,1,47.5774831302482,4,5,1,1
542,0,0,46.25389787888354,2,6,0,0
543,0,0,46.01154440140188,3,4,1,0
544,0,0,44.74233702989362,2,8,1,1
545,0,0,43.29450726010323,4,7,1,1
546,0,0,45.48873559152072,5,7,1,0
547,0,0,46.210382121790296,3,6,1,1
548,0,1,46.83817867094252,4,5,1,0
549,0,0,45.82280960211554,3,5,1,1
550,0,0,45.53529040887687,3,7,1,1
551,0,1,46.6746394947006,3,8,1,0
552,0,0,45.505475169313904,3,8,1,1
553,0,1,47.07030685573395,3,4,0,1
554,0,0,44.78731420076299,3,3,0,0
555,0,1,46.15475716186424,3,6,1,1
556,0,1,46.378732030585056,3,8,0,1
557,0,1,47.79414245331189,2,7,1,1
558,0,0,47.06749484937265,1,7,1,1
559,0,1,45.2173658150039,4,6,0,0
560,0,1,48.01119687079003,2,6,1,0
561,0,1,45.597492163591454,2,5,1,0
562,0,1,45.713709669870816,4,5,1,1
563,0,1,44.554644182915474,3,8,1,0
564,0,1,45.95861787300313,1,6,0,1
565,0,1,46.37484487307431,3,7,1,1
566,0,0,47.777882014060175,1,5,1,0
567,0,0,45.34379345772351,5,4,1,1
568,0,1,48.23791702890241,1,5,0,0
569,0,1,45.02679884428304,1,9,1,0
570,0,0,45.785367856459885,2,7,0,0
571,0,0,46.60156111332154,2,5,1,1
572,0,0,46.06797248279565,2,7,0,0
573,0,1,45.04333617065856,3,5,1,0
574,0,1,46.06903739796451,2,5,1,1
575,0,0,45.181464263733794,3,7,1,0
576,0,0,43.94277093512717,2,9,1,0
577,0,1,45.353633237730925,4,6,0,0
578,0,0,45.56174534916581,3,6,1,1
579,0,0,46.18556897505715,3,5,1,1
580,0,1,46.304290150564114,0,5,0,0
581,0,1,45.15894432331648,3,7,0,1
582,0,1,45.95727849161828,0,5,1,1
583,0,0,47.39134960586676,1,5,0,1
584,0,0,46.09325576108567,2,8,1,0
585,0,1,44.56417466899637,2,7,1,1
586,0,1,48.894638191918624,3,6,1,1
587,0,0,46.067218547371255,1,6,1,1
588,0,1,47.00777878592674,1,6,1,1
589,0,1,45.56127159205157,2,6,0,1
590,0,1,45.726385819074366,4,6,0,1
591,0,1,45.88686711337851,2,8,0,1
592,0,1,45.09748670037945,4,5,0,0
593,0,0,46.4172648242734,3,7,0,0
594,0,1,46.48167773020671,3,3,1,1
595,0,1,45.40739481640559,4,5,0,1
596,0,0,44.82931721116936,4,5,0,0
597,0,0,45.756382416839344,3,7,1,1
598,0,0,47.10937820262394,2,7,1,0
599,0,0,45.90908265922545,2,7,1,1
600,0,0,46.42056564665883,1,8,0,1
601,0,0,45.59395929796756,3,9,0,0
602,0,1,46.11169977678383,0,5,1,1
603,0,0,46.616590334322495,2,8,1,0
604,0,1,45.34284635222311,3,5,1,1
605,0,1,43.97004077342639,5,12,1,1
606,0,1,44.98293567151006,2,6,0,1
607,0,0,48.0696980622903,2,8,1,0
608,0,0,44.32616567702672,3,6,1,0
609,0,0,43.64766784854983,2,7,1,1
610,0,0,46.78716990501172,3,1,1,0
611,0,0,45.38391901607122,2,10,0,1
612,0,0,45.47948428440814,1,7,0,1
613,0,0,47.8078479418296,2,5,1,1
614,0,0,45.39085896782521,2,7,1,1
615,0,0,46.51802370566605,2,8,0,1
616,0,0,45.88643275580002,3,3,1,1
617,0,0,46.299825926837,2,6,0,0
618,0,1,47.371194238053526,4,3,0,1
619,0,1,45.62632143096607,3,9,0,1
620,0,1,46.89786606780633,1,1,1,0
621,0,1,45.50376684828301,4,5,0,0
622,0,1,45.65940302320304,3,4,1,1
623,0,1,46.38764430388949,4,6,1,0
624,0,1,45.90929314464061,2,8,1,1
625,0,0,46.28772991187671,2,6,0,0
626,0,1,46.30145950400176,3,3,0,1
627,0,1,46.339391540406766,3,5,1,1
628,0,1,46.4610446186592,3,9,1,1
629,0,1,45.39131331754589,4,7,0,1
630,0,1,45.52725884274005,2,5,0,1
