employee_id,post_policy,minimum_wage_policy,hourly_wage,education_years,work_experience_years,union_membership,full_time_status
130,0,1,48.38977824773774,1,3,0,0
131,0,0,46.95852909925967,3,7,1,1
132,0,0,50.75135587036203,1,8,0,1
133,0,1,50.22362845167568,5,7,0,0
134,0,0,49.03288492999948,3,5,1,1
135,0,1,48.85017932068016,3,8,1,1
136,0,0,46.87452977272163,4,8,0,0
137,0,0,49.04533200548512,3,7,1,1
138,0,1,47.59384926464983,3,7,1,1
139,0,0,49.068960872207526,1,5,1,0
140,0,1,49.0746954896112,3,8,1,0
141,0,1,48.309585205975786,3,5,0,0
142,0,1,46.63686463447411,4,9,0,0
143,0,1,47.47447723296035,3,6,0,1
144,0,1,47.63462141357058,2,6,0,1
145,0,1,46.98490910595466,3,5,0,0
146,0,0,52.18642884255664,4,4,0,1
147,0,0,48.34411578322732,1,5,1,0
148,0,1,47.88825179889046,3,8,0,0
149,0,0,49.60292925612885,1,7,0,1
150,0,1,46.54979513151684,3,7,0,1
151,0,0,49.0141166371285,1,6,1,0
152,0,0,49.97875285872886,3,9,1,0
153,0,1,46.70259779491042,0,7,1,0
154,0,1,46.80160091315518,2,5,0,1
155,0,1,46.96582012742881,3,8,0,0
156,0,1,48.8766218383447,3,7,1,1
157,0,1,48.12690822916035,2,5,1,0
158,0,1,49.204973613576456,3,4,0,1
159,0,1,47.19373417953743,3,6,0,0
160,0,0,47.70294422865138,1,7,1,1
161,0,1,46.927231149894105,1,9,1,1
162,0,1,47.78903101132545,3,6,1,0
163,0,0,49.52165442296796,2,4,0,1
164,0,1,49.27842460124633,3,6,1,0
165,0,1,46.83520242163392,3,10,0,0
166,0,1,47.55315433800765,3,11,1,0
167,0,0,49.14605933715247,1,6,0,0
168,0,0,49.81173146147904,3,3,0,1
169,0,1,47.74602942093085,4,6,1,0
170,0,1,49.12783347442023,1,7,1,0
171,0,0,49.6455167826745,2,6,1,1
172,0,1,49.67998158419473,4,4,0,0
173,0,0,49.11161757058776,3,7,0,1
174,0,0,50.8335877519896,3,6,1,1
175,0,1,46.0110600867655,3,7,1,1
176,0,0,48.707605306482726,3,5,1,1
177,0,1,47.258434024669135,0,6,0,0
178,0,0,49.210584638080526,2,6,1,0
179,0,0,49.73746186757624,2,5,1,0
180,0,1,47.986102183035705,3,5,1,1
181,0,1,48.45137224878887,3,6,1,0
182,0,1,48.64096549873757,4,9,1,1
183,0,1,47.525106010183066,0,5,1,1
184,0,1,47.938104083304886,3,4,1,0
185,0,0,50.62747486842681,1,7,0,1
186,0,1,47.2848466213898,3,9,1,1
187,0,1,46.660161010082575,1,7,0,0
188,0,1,47.07852523574153,1,5,0,1
189,0,0,48.98268709971006,3,8,1,1
190,0,1,48.33915424763552,3,8,0,0
191,0,0,48.83693684267156,4,7,0,0
192,0,1,46.93641219419883,3,8,1,1
193,0,1,46.28114447032026,1,5,0,0
194,0,0,49.978569760757296,3,5,0,1
195,0,1,46.696994801741326,3,6,1,0
196,0,1,47.54735695484595,3,4,0,0
197,0,1,47.14018735832761,1,5,1,1
198,0,1,48.07090593400643,3,8,0,1
199,0,0,48.562874965776096,1,4,1,1
200,0,0,50.02742228507122,2,6,1,1
201,0,1,47.43930103294823,2,6,1,0
202,0,0,48.67738197988128,3,5,1,1
203,0,0,49.20815736349368,4,6,1,1
204,0,1,48.892884561009765,3,8,0,0
205,0,1,47.61582349240568,3,5,0,1
206,0,1,46.76141645647871,3,7,0,0
207,0,1,48.336268850575,2,7,1,1
208,0,1,48.29490382171917,3,5,0,1
209,0,1,48.44120600793183,2,6,0,0
210,0,1,47.625579949505656,2,8,0,1
211,0,1,47.38036684268852,4,8,0,1
212,0,0,48.83694899059036,4,7,1,1
213,0,1,46.84386038376695,1,3,1,1
214,0,1,48.53958923260704,2,6,1,0
215,0,1,48.026739454815456,3,8,1,1
216,0,1,49.54445593913354,3,8,0,0
217,0,0,49.771437582440726,1,6,0,1
218,0,1,46.58226695638261,1,5,0,1
219,0,1,46.50606626416398,2,8,0,1
220,0,0,47.60485723937568,3,7,0,0
221,0,1,45.92572974730334,3,3,1,1
222,0,1,46.806442795113405,3,5,0,1
223,0,0,50.07716367028506,2,7,0,1
224,0,0,49.686149711406415,3,6,0,0
225,0,1,48.15816003449447,2,4,0,0
226,0,0,48.47562532329845,2,10,1,0
227,0,1,45.78200077287297,3,8,1,1
228,0,1,47.764427749433246,2,7,1,0
229,0,1,47.38310827328896,5,9,1,1
230,0,0,49.05626119177965,3,10,0,1
231,0,0,50.19090626216872,4,4,0,1
232,0,0,48.57104990699011,3,6,1,1
233,0,0,48.37440219653516,3,4,1,0
234,0,1,48.02228251817985,4,3,1,1
235,0,1,47.8382310417708,2,3,1,0
236,0,1,48.36195379579866,4,10,1,0
237,0,0,51.41044016852282,3,7,0,1
238,0,0,49.24680230280964,2,6,1,0
239,0,0,48.26248782033751,1,8,0,0
240,0,1,49.44618723501123,2,7,1,1
241,0,0,48.274626949346434,3,7,1,0
242,0,1,48.65540165217052,3,7,1,0
243,0,0,49.05639561308424,2,8,0,1
244,0,1,48.44252402248416,1,9,1,0
245,0,1,46.51278831201299,2,8,1,0
246,0,0,50.3376935797731,2,7,1,1
247,0,1,47.18808637764349,3,9,1,0
248,0,1,48.49109551159109,2,9,0,0
249,0,0,50.115931123730896,4,9,1,1
250,0,0,49.75482210560652,3,6,0,1
251,0,1,48.94265773961245,2,8,0,1
252,0,1,46.46614543377632,3,7,1,0
253,0,0,49.19305547158452,2,5,1,0
254,0,0,49.13940707540808,2,6,1,1
255,0,1,47.8882403454535,3,7,0,0
256,0,0,48.669182084131,2,7,0,1
257,0,0,50.37195472395482,3,5,0,1
258,0,0,49.18549103153545,2,6,1,1
259,0,1,46.44525513595889,3,5,0,0
260,0,1,47.66662247311872,2,5,1,1
261,0,1,46.76661782502292,0,9,0,1
262,0,0,50.43192087640407,3,11,0,1
263,0,0,47.36740515553992,2,5,1,1
264,0,1,48.47998537055773,2,6,1,1
265,0,0,49.9823193773413,3,3,0,0
266,0,1,47.43157468226615,3,6,0,0
267,0,1,48.97562986032685,3,5,1,1
268,0,1,47.101626533881706,1,6,1,0
269,0,1,47.25259447204677,2,9,0,1
270,0,1,47.50259631267912,2,5,1,1
271,0,1,49.31564264817795,3,6,1,0
272,0,0,49.58528689461077,3,8,1,1
273,0,1,48.51203530184184,3,3,1,1
274,0,1,46.873060520337546,4,7,0,0
275,0,0,48.38074256990131,2,5,0,0
276,0,1,47.5122250199596,3,7,1,1
277,0,1,46.94031561567662,2,7,1,1
278,0,1,48.09697729760481,4,7,1,1
279,0,0,49.6693769467232,0,7,1,0
280,0,0,48.23701320324818,2,6,0,0
281,0,1,45.66014895531685,3,6,0,1
282,0,1,48.34157966992533,3,8,0,0
283,0,0,49.47212969104215,3,8,1,1
284,0,1,46.89680820104672,1,2,1,0
285,0,1,48.88032372077302,2,9,1,1
286,0,0,49.878599967827554,4,6,1,1
287,0,1,47.49924886256636,3,7,1,1
288,0,1,49.47784462119179,2,4,0,1
289,0,1,48.51428733630205,3,7,0,1
290,0,1,48.3279565955585,3,6,0,0
291,0,0,48.90252003543376,3,5,1,0
292,0,1,48.67714565321821,2,8,0,1
293,0,1,47.27224467769619,1,6,1,1
294,0,1,47.53137778702118,3,7,1,1
295,0,1,45.90635266872297,3,3,1,1
296,0,0,50.40934523752187,4,3,1,1
297,0,1,46.69187024993883,3,7,0,1
298,0,1,49.06793867664144,2,7,1,1
299,0,0,50.987124192477154,2,5,0,0
300,0,1,45.60931592351053,3,6,1,1
301,0,0,51.2045092518342,2,5,1,0
302,0,1,48.73846594214555,2,7,1,0
303,0,1,49.21906239998388,2,6,1,0
304,0,1,47.285275705613735,3,7,0,1
305,0,1,46.88020106336534,3,9,1,0
306,0,1,46.26535911554912,3,7,0,1
307,0,0,50.414680637995225,3,6,1,0
308,0,0,48.23850961244104,2,6,0,0
309,0,0,49.17532708570308,2,9,0,0
310,0,0,51.09584292101954,2,10,0,1
311,0,0,50.01038784007563,4,7,1,0
312,0,0,50.126669223309285,3,7,1,1
313,0,1,46.96767894212359,5,9,1,0
314,0,0,50.13819496392156,2,5,1,0
315,0,0,47.42980292026499,2,7,0,0
316,0,0,49.72769653118557,1,9,1,0
317,0,0,49.14384445371908,1,6,0,1
318,0,1,46.70372437757638,4,8,0,0
319,0,1,46.549600743106005,2,8,1,1
320,0,1,48.94982715521856,3,5,0,0
321,0,0,50.79833860739092,3,5,0,0
322,0,1,46.05885528050244,2,6,1,0
323,0,1,47.555712440421125,2,5,1,1
324,0,1,46.94737095987605,4,8,0,0
325,0,0,47.67958368336818,2,6,1,1
326,0,1,49.24584020851418,3,4,1,1
327,0,0,49.81979660008509,4,6,1,0
328,0,1,48.34614093765422,2,6,0,0
329,0,1,46.06251135855764,1,9,1,1
330,0,1,47.71015401003725,1,5,1,0
331,0,1,49.03078752781021,3,7,1,1
332,0,1,47.19113174978226,3,8,1,1
333,0,1,47.540399613462185,1,8,1,1
334,0,1,49.81347270412123,2,6,1,0
335,0,0,49.91782510888687,2,7,1,0
336,0,1,47.94428041297039,2,5,0,1
337,0,0,51.09936088660886,3,6,1,1
338,0,0,48.978228166232256,2,7,1,1
339,0,1,47.87103295707507,3,7,0,1
340,0,0,50.190907649161936,4,7,1,1
341,0,1,47.290946438853055,1,8,1,0
342,0,0,49.31778425261575,2,8,1,1
343,0,1,48.16028621940247,4,6,0,0
344,0,0,50.024815124813706,3,7,1,1
345,0,0,50.05901880444186,4,6,1,1
346,0,0,50.8623180411128,3,7,1,0
347,0,0,49.55249716475731,1,9,0,1
348,0,0,49.89628849146783,3,5,0,1
349,0,1,47.69109218505629,4,5,1,0
350,0,1,48.30038578964488,0,3,0,1
351,0,1,47.24565920306801,3,8,1,1
352,0,1,47.63348848814058,2,9,0,0
353,0,0,49.29886103908887,5,7,0,1
354,0,1,47.628602290580325,2,7,1,0
355,0,1,46.52932059141269,4,6,1,1
356,0,0,48.092885650529766,2,8,0,0
357,0,0,48.70755920904362,2,6,0,0
358,0,1,46.42055840168899,3,9,1,0
359,0,0,50.20275592006049,2,5,1,1
360,0,1,47.98725217672474,2,3,0,0
361,0,1,49.21237020628481,3,6,1,1
362,0,1,45.63157932946631,1,9,0,1
363,0,1,48.130854389362085,1,7,1,1
364,0,1,48.08765290081255,2,8,1,1
365,0,0,48.7538033746166,4,5,1,0
366,0,1,47.58322794187875,4,4,1,1
367,0,0,50.26814340384601,3,4,1,1
368,0,0,48.29597545116877,3,5,0,0
369,0,1,45.76180605306235,1,7,1,1
370,0,1,47.61193035280908,2,7,1,1
371,0,1,50.47204112112095,2,9,1,0
372,0,1,46.34409247269402,2,8,1,0
373,0,1,47.32653747453469,2,10,1,1
374,0,0,48.35352296852578,4,8,1,1
375,0,1,46.69941077885509,4,9,1,0
376,0,1,46.842925020632194,2,8,1,1
377,0,1,47.64536689327662,3,3,0,0
378,0,0,48.82498892760037,1,7,1,1
379,0,0,49.72242739397864,0,8,1,1
380,0,0,50.5461686451183,4,5,1,1
381,0,1,46.99808418724027,1,5,1,0
382,0,1,46.3357153821192,2,8,1,0
383,0,0,49.67661853310015,3,6,1,1
384,0,1,47.34979550569267,1,9,0,1
385,0,1,48.53390259171202,4,7,0,0
386,0,1,46.41163925030876,3,8,1,1
387,0,0,50.32785814061621,3,7,0,0
388,0,1,49.31184435040645,1,6,1,1
389,0,0,49.48130672785393,1,5,0,1
390,0,1,47.44697207193549,3,3,0,0
391,0,0,51.32389156092361,3,8,0,1
392,0,0,47.38827456545208,3,6,0,1
393,0,1,48.15239219736144,2,4,1,1
394,0,0,49.47238811205823,3,7,1,1
395,0,1,47.93131400237304,4,5,1,1
396,0,0,49.667166940694464,2,6,0,0
397,0,1,47.77345993563925,3,7,1,0
398,0,1,48.900177665470096,2,6,1,1
399,0,1,50.19464469338445,2,7,1,1
400,0,0,50.8167015722154,4,6,0,0
401,0,0,49.826908981855006,2,8,1,0
402,0,1,47.76203293865717,3,9,0,0
403,0,0,51.08682419205767,4,4,1,0
404,0,0,50.628792495884376,3,3,0,0
405,0,1,46.51796342000915,3,6,0,0
406,0,0,47.97629565628039,2,9,1,0
407,0,1,46.75906226665576,2,8,1,1
408,0,1,46.73981564923926,3,6,1,1
409,0,1,47.98846650042952,3,8,1,0
410,0,0,50.59461776296255,1,4,1,1
411,0,1,47.72441094382575,1,4,1,0
412,0,1,45.95472727231883,1,6,1,0
413,0,1,49.30212772884338,1,7,0,1
414,0,1,46.756243451670414,3,9,1,1
415,0,1,48.22468453895569,3,7,1,1
416,0,1,45.17105988887612,2,6,0,1
417,0,1,47.65856436936925,3,2,1,0
418,0,0,49.88057278009449,3,5,0,1
419,0,1,48.24626704947654,4,6,1,1
420,0,0,48.83707838851787,2,4,1,1
421,0,1,45.05262306822772,3,9,0,1
422,0,1,48.48169424451281,3,6,1,0
423,0,0,48.52677731156209,3,4,0,0
424,0,1,49.09093058929562,2,7,0,0
425,0,1,47.69078926576035,2,7,0,1
426,0,1,48.10674093380582,3,8,1,0
427,0,0,50.81254781364096,3,5,0,0
428,0,1,47.00607299257253,2,11,1,1
429,0,0,50.22622089551045,2,4,1,1
430,0,1,46.36160045675082,3,4,1,1
431,0,1,47.25076948712599,2,6,1,0
432,0,0,48.91981651494572,4,4,0,1
433,0,0,50.08450967317507,2,8,0,0
434,0,0,48.51384500985212,2,5,1,1
435,0,0,49.56155929473798,2,4,0,1
436,0,0,49.711962631120585,2,6,1,0
437,0,1,47.07607969395383,1,9,0,1
438,0,1,48.123221646636416,3,6,0,1
439,0,0,50.072261408913086,2,5,1,1
440,0,1,47.57158823724014,0,7,0,1
441,0,1,48.610159328259456,4,6,1,1
442,0,0,49.11007362806826,5,8,1,1
443,0,0,48.23244847781256,5,6,1,1
444,0,0,48.564332136372414,0,9,0,1
445,0,1,48.43105647200859,3,4,1,1
446,0,1,47.55818424923648,4,5,0,1
447,0,1,49.80533396729295,3,4,0,0
448,0,1,48.58693037542445,2,5,1,1
449,0,0,48.78587672300306,4,8,0,1
450,0,1,48.348893999181726,3,6,0,1
451,0,1,46.49240329365552,1,7,0,1
452,0,1,47.15464949093767,3,8,1,1
453,0,1,47.355460057926535,1,8,0,1
454,0,1,47.117677730787925,2,7,1,0
455,0,0,50.95579499277136,3,4,1,0
456,0,1,47.79582461597279,3,2,1,1
457,0,0,48.642114786663086,4,8,1,1
458,0,1,49.62627707450635,2,7,1,1
459,0,0,47.59400891253634,2,9,1,0
460,0,1,47.73891002155525,2,7,0,1
461,0,1,47.64657947362722,2,8,1,0
462,0,0,46.84728977361564,1,6,1,0
463,0,0,50.14212346128364,0,8,1,1
464,0,1,47.95746143511085,2,7,1,0
465,0,0,49.95829745160344,3,5,0,0
466,0,1,47.48861231978614,1,7,0,1
467,0,1,47.56245891517041,2,6,1,1
468,0,1,49.52147516813909,3,8,1,1
469,0,0,49.83535175054016,3,6,0,1
470,0,1,49.32826185296326,2,10,1,1
471,0,0,48.7240714300826,4,7,0,1
472,0,1,46.39438848571268,1,5,0,0
473,0,1,47.24484444549882,3,7,1,0
474,0,1,48.59265806133335,3,8,1,0
475,0,0,49.16611817835509,3,4,0,1
476,0,0,49.59787967462343,0,3,0,0
477,0,0,49.49119494930198,2,8,1,1
478,0,0,48.84943034683135,5,7,0,0
479,0,0,49.06656210746538,3,7,0,0
480,0,1,47.46840665650677,3,3,1,1
481,0,1,47.733422626566266,2,6,1,1
482,0,1,47.12075381716244,3,5,1,1
483,0,0,50.0058197832312,3,3,0,1
484,0,1,47.39134825086496,4,6,0,0
485,0,0,48.71250855753669,3,7,0,0
486,0,0,49.12154284014285,3,4,0,1
487,0,1,48.89095858027642,1,5,0,1
488,0,0,49.22356547578978,2,4,0,1
489,0,1,47.36439523406242,1,8,1,0
490,0,1,47.45056245272993,1,8,0,1
491,0,0,50.45489660731938,3,6,1,1
492,0,0,49.23109994865716,2,12,0,0
493,0,1,49.28037692667024,2,9,0,1
494,0,0,51.21608324034324,5,6,1,0
495,0,1,47.43865313487283,1,7,0,1
496,0,1,47.54314146910495,2,6,1,1
497,0,0,47.89641215578415,2,6,0,1
498,0,0,48.023110368634434,4,2,0,1
499,0,1,48.96887604633525,2,6,0,1
500,0,1,46.97520581518501,3,11,1,1
501,0,1,48.046970318090935,2,2,0,0
502,0,0,48.581532454761,1,8,1,1
503,0,0,49.36411065035872,2,9,0,1
504,0,0,50.71615723570628,3,9,0,1
505,0,0,50.88757478546256,4,9,1,1
506,0,0,50.48104015149619,3,6,1,1
507,0,1,47.41953062838388,2,9,0,0
508,0,1,47.44282944246254,4,7,0,0
509,0,0,49.03815891802889,3,4,1,1
510,0,0,48.181502479407214,2,8,1,0
511,0,0,48.06010040113599,2,8,1,1
512,0,1,46.723652311501056,4,7,0,1
513,0,0,50.04652781849863,1,5,1,1
514,0,1,47.73790247548504,3,4,1,0
515,0,1,48.464580942017285,2,8,0,1
516,0,1,47.12423954011284,3,8,1,0
517,0,1,48.82857501120382,3,8,0,1
518,0,1,48.68077503621315,2,7,1,1
519,0,1,47.76065701461097,1,7,1,0
520,0,0,49.69619566147416,1,7,0,0
521,0,1,47.51063476739462,2,8,1,1
522,0,1,47.998577977167066,2,6,1,0
523,0,1,47.512043022738695,5,5,1,1
524,0,1,46.707386371559735,3,7,0,1
525,0,0,49.841817223544425,4,6,0,0
526,0,0,51.056649248548325,1,5,0,0
527,0,0,51.58848344594532,2,7,1,1
528,0,1,47.10421180032996,2,8,0,1
529,0,0,48.76894819591962,3,7,1,1
530,0,1,47.2804667605333,2,8,1,0
531,0,0,50.66840160923468,0,6,1,1
532,0,0,48.5327185036231,3,8,1,0
533,0,1,47.12526976565093,5,5,1,1
534,0,1,47.626102983208206,3,8,0,0
535,0,1,47.78517098605538,2,6,0,1
536,0,0,50.54875366089801,3,5,0,1
537,0,1,47.529224046268,2,5,0,0
538,0,1,48.25193403865364,2,5,1,0
539,0,0,51.08774465997111,3,8,0,1
540,0,1,48.32953823686895,4,8,1,1
541,0,1,46.636351774030345,3,6,0,1
542,0,0,50.86962107575398,3,6,1,1
543,0,1,49.40088547011774,4,7,1,1
544,0,1,49.79815405610657,3,8,1,0
545,0,1,46.50741571993841,3,6,1,1
546,0,1,48.99828658574475,3,7,0,1
547,0,1,48.17414340580474,3,5,0,1
548,0,0,48.73276306605921,4,5,0,0
549,0,0,48.83865680289,3,6,0,0
550,0,0,49.99437940752041,5,5,0,0
551,0,1,47.5869268811397,2,5,1,1
552,0,0,48.79345943239199,2,6,1,0
553,0,1,48.277967374477576,3,7,0,0
554,0,1,48.04287522383192,4,11,0,0
555,0,1,49.281736925592085,2,6,1,1
556,0,0,48.39936810926121,1,8,1,1
557,0,0,50.48420050265897,2,7,0,1
558,0,0,49.45773986556471,2,7,1,0
559,0,1,48.90970787859875,3,6,1,0
560,0,1,47.40046320896548,1,4,1,1
561,0,1,46.13398607785771,2,7,0,0
562,0,0,48.23661196540725,0,4,1,0
563,0,1,47.62732390100777,3,7,0,0
564,0,1,46.733660378880366,1,7,0,1
565,0,0,51.095670407409465,2,7,1,0
566,0,1,47.6308343538428,1,8,0,0
567,0,1,46.87964734386794,2,6,0,0
568,0,1,46.04293610131472,2,8,1,0
569,0,1,47.382493602662215,4,8,1,0
570,0,1,47.91439973477984,2,7,0,1
571,0,1,48.9894670426521,2,4,0,1
572,0,1,48.61848909710898,3,5,1,0
573,0,0,50.8719384981106,3,6,1,1
574,0,1,47.84903552331439,3,4,1,1
575,0,1,47.86324563544921,3,6,0,1
576,0,1,48.18648292882115,2,7,0,1
577,0,0,49.841868722397656,0,7,1,0
578,0,1,49.41153973210854,1,5,1,1
579,0,1,48.650157227879625,2,5,0,0
580,0,1,48.83555919051326,2,6,0,1
581,0,0,50.119378898968094,4,7,0,1
582,0,1,48.07558700220409,3,3,1,1
583,0,0,50.25532101789395,2,5,0,1
584,0,1,46.757858417288645,2,8,0,0
585,0,0,48.60446505407085,0,8,0,1
586,0,1,47.0395576899201,4,9,1,1
587,0,0,49.26595688874456,2,7,1,0
588,0,1,47.52275887429618,1,6,0,1
589,0,1,46.1838313861025,3,9,1,1
590,0,1,46.11027232473673,2,6,1,1
591,0,1,47.17802911088623,3,8,0,0
592,0,0,49.635786234065606,3,6,1,0
593,0,1,46.75149199146121,4,12,0,1
594,0,1,48.7504259048802,2,7,1,1
595,0,0,49.345846544688186,3,6,0,1
596,0,0,49.42315792841881,1,6,1,1
597,0,1,49.72719923195673,4,7,0,1
598,0,0,50.29403538072416,3,6,0,1
599,0,1,48.560928363891286,3,3,1,0
600,0,1,48.1709181340735,4,3,1,1
601,0,1,47.601824788551575,3,4,1,1
602,0,0,47.0493038601368,4,7,1,0
603,0,1,48.04241016258279,2,8,0,1
604,0,1,46.99064765408193,3,5,1,1
605,0,0,49.90901593160756,3,5,0,0
606,0,1,48.95481253086521,3,6,1,0
607,0,1,48.803065474839975,2,4,0,0
608,0,1,50.48028292543841,4,6,0,1
609,0,0,49.157168580200704,3,9,1,0
610,0,0,49.605984749359095,2,7,1,1
611,0,1,47.26251112690566,3,6,0,1
612,0,0,49.54644749603743,2,7,0,1
613,0,1,48.13456971196411,3,7,1,0
614,0,1,47.161281821246845,3,8,0,1
615,0,0,49.59038677159428,2,5,1,1
616,0,0,47.83924000964015,2,5,0,1
617,0,0,49.21192392590604,2,4,0,1
618,0,1,47.09818726223952,3,9,1,0
619,0,1,48.69350267293464,3,8,1,1
620,0,0,49.15700140169923,3,6,1,1
621,0,1,48.55714549209168,2,6,1,1
622,0,1,49.64451249031745,2,3,0,0
623,0,0,49.50400760516334,3,3,0,0
624,0,1,49.473664648029256,2,6,1,1
625,0,0,50.43117118075982,2,3,0,1
626,0,0,49.8996602230407,3,6,1,1
627,0,1,48.10055728010584,2,4,1,1
628,0,0,47.79816996542373,4,6,1,1
629,0,1,47.77545812727733,4,6,1,1
630,0,1,48.40405958697135,3,6,1,1
631,0,0,48.1157584235392,2,8,1,1
