unit_id,post_policy_period,new_policy,insurance_coverage,income_level,age,gender,previous_insurance
224,0,0,49.27218814135988,1,8,0,0
225,0,1,47.52604341212005,4,6,0,0
226,0,1,46.48583408996824,2,8,0,0
227,0,0,49.55599601186421,3,5,1,0
228,0,0,47.36921933834227,3,5,0,0
229,0,0,47.84727435781091,2,7,1,0
230,0,0,49.21695190969554,1,6,1,0
231,0,1,48.44264301312151,3,9,0,1
232,0,1,46.94118739761677,2,8,0,1
233,0,1,46.49999105778819,3,7,0,0
234,0,0,49.15994056277732,4,6,1,0
235,0,0,49.72953154793775,4,5,0,1
236,0,1,47.583630043980605,3,7,1,1
237,0,0,49.51862613160528,3,8,0,0
238,0,0,48.63024885915501,2,8,1,1
239,0,0,47.58371485236665,2,0,0,0
240,0,0,46.05686409328599,4,8,0,0
241,0,0,50.81730488162187,2,8,0,1
242,0,1,47.36960814710631,3,7,0,0
243,0,0,50.452309476083336,2,8,0,1
244,0,1,45.7814286861848,2,6,0,0
245,0,1,47.67879782773887,2,8,1,1
246,0,1,47.543877587281806,3,10,0,0
247,0,0,47.81211102821779,2,4,0,1
248,0,0,47.58434003736743,3,4,0,1
249,0,1,47.084658445856135,2,3,1,0
250,0,0,48.12701104867769,3,8,1,0
251,0,1,46.39134698964466,4,6,0,1
252,0,1,47.3577805051621,3,9,0,0
253,0,0,48.37827674186389,3,7,0,0
254,0,0,47.07559136826861,3,7,1,0
255,0,1,48.12855041222522,1,6,0,1
256,0,0,46.75914856025553,3,5,0,0
257,0,1,45.59226672774008,2,4,1,0
258,0,1,47.80512527054563,3,5,0,0
259,0,0,48.715439393100034,1,7,1,1
260,0,0,47.433264696665965,2,8,0,1
261,0,1,47.562946246908325,3,9,0,1
262,0,0,48.157030368439024,2,4,0,0
263,0,0,47.22898468883628,2,6,0,0
264,0,1,47.1209618983536,4,5,0,0
265,0,0,47.764271915012,1,5,0,1
266,0,1,48.3935377400756,3,9,0,0
267,0,0,49.3215627895383,3,6,0,0
268,0,0,48.664251072137546,2,8,0,0
269,0,0,48.56431908632741,2,7,0,0
270,0,0,49.04779838854648,3,6,1,1
271,0,0,48.52937893831181,4,7,0,0
272,0,0,49.21569980515736,3,3,1,1
273,0,0,45.3348538651686,2,3,0,0
274,0,0,50.7361569570606,3,8,0,1
275,0,1,46.87192479448466,3,6,0,0
276,0,1,47.63692112405264,3,7,1,0
277,0,1,47.16288464799844,4,5,0,0
278,0,0,49.738906933605854,2,6,0,0
279,0,0,49.47504345840807,3,6,0,1
280,0,1,48.1286567022092,3,9,0,1
281,0,1,47.51029064120366,2,7,0,0
282,0,0,48.57927259060215,1,8,0,0
283,0,1,46.75827326417335,2,5,0,0
284,0,1,49.1576761083558,4,3,0,0
285,0,0,48.93763049554767,2,6,0,1
286,0,1,48.619160413043936,4,6,0,1
287,0,0,46.338565347103135,4,6,0,0
288,0,0,49.11613398481699,2,5,1,0
289,0,0,47.960961515573786,2,6,0,1
290,0,0,47.13169506858468,3,6,0,1
291,0,1,46.23049403558114,4,8,1,1
292,0,0,47.69927062186726,3,7,0,0
293,0,0,47.7452670861236,1,5,0,0
294,0,0,48.83341848415433,2,7,0,0
295,0,0,48.53522466614551,3,7,0,1
296,0,1,46.56688180452507,2,3,1,0
297,0,0,48.91684989792802,1,6,0,0
298,0,1,46.37976258788861,3,6,0,1
299,0,0,49.16998290474447,1,6,0,0
300,0,1,47.077325668568704,3,8,1,0
301,0,0,47.61337216290885,4,5,1,0
302,0,1,47.55678241470282,2,4,0,0
303,0,0,50.40193469971533,3,8,1,0
304,0,1,46.90281657605752,2,5,0,0
305,0,1,47.85525564027157,3,6,0,0
306,0,0,47.14150484925042,2,6,0,1
307,0,0,49.59154374632728,3,8,0,0
308,0,1,47.94382428572701,1,5,0,1
309,0,0,48.3545161111748,3,8,0,0
310,0,0,48.33834424366,4,5,0,0
311,0,0,47.89951638774714,4,11,1,0
312,0,0,48.43086335513958,2,4,0,0
313,0,1,47.69546323683056,2,10,0,0
314,0,1,48.655018937050414,1,7,0,0
315,0,1,47.83990183422149,2,6,0,0
316,0,0,46.05269446287704,3,6,0,0
317,0,1,45.67431330447371,3,5,0,1
318,0,1,46.37607772145896,4,7,0,0
319,0,1,47.513580124648485,3,5,0,1
320,0,1,46.67485282712715,2,5,1,1
321,0,0,48.72132428770138,2,9,0,1
322,0,0,47.921666417219626,2,7,0,0
323,0,0,48.79625462155084,1,8,1,0
324,0,0,50.13623332674711,3,8,0,1
325,0,0,49.13107248151084,2,5,1,0
326,0,1,46.83333233281669,2,7,0,0
327,0,0,51.39003081291552,2,5,1,0
328,0,1,45.82842686276262,3,6,0,1
329,0,0,48.2962957433022,3,4,0,0
330,0,0,49.47798604202593,0,6,0,1
331,0,0,46.99858697904168,2,6,0,0
332,0,0,49.081131866031065,3,5,1,0
333,0,0,48.85195805611906,4,6,0,0
334,0,1,48.79345841296226,2,10,0,0
335,0,1,46.80170932255255,3,8,0,1
336,0,1,48.338141126252864,1,9,1,0
337,0,1,45.71363609449427,2,8,0,0
338,0,0,46.48861005983608,2,8,0,0
339,0,0,49.65175948151759,2,7,1,0
340,0,1,48.15640425225417,1,9,0,0
341,0,0,48.695610510290166,2,8,0,1
342,0,0,49.3000053655346,3,6,0,0
343,0,1,46.45992680925151,2,7,0,0
344,0,1,48.41205427876234,2,7,0,1
345,0,0,46.55792611876703,3,1,1,0
346,0,0,50.24815953390224,2,5,0,1
347,0,0,46.79461408892946,3,4,0,0
348,0,1,48.10794406520247,1,5,1,0
349,0,0,48.35893642935531,4,7,0,1
350,0,0,46.30179191009187,2,3,0,0
351,0,0,48.12818534675701,1,6,1,0
352,0,0,47.47040007763774,2,7,1,1
353,0,0,47.19235341065612,3,5,0,0
354,0,1,47.06761059285962,4,4,1,0
355,0,0,48.43779645269019,4,6,0,0
356,0,1,45.75492767195599,3,6,0,0
357,0,1,47.460383882363786,4,6,0,0
358,0,1,48.28398697798151,3,6,0,0
359,0,1,48.39481971840456,4,6,0,1
360,0,0,47.89811246347836,2,7,0,0
361,0,0,48.55537251645335,3,8,0,0
362,0,1,47.08124163482909,3,4,1,1
363,0,0,48.44079307426679,1,5,0,0
364,0,0,48.85479368196439,2,7,1,0
365,0,1,47.90447373710568,5,5,0,1
366,0,0,50.21650954753292,2,9,1,1
367,0,0,48.51814651981633,2,6,1,0
368,0,1,46.80939677497398,5,7,1,0
369,0,0,47.5670330884193,2,7,0,1
370,0,1,47.74631154398354,3,8,0,0
371,0,0,50.07437944004678,3,7,1,1
372,0,0,46.97564681089543,3,5,0,0
373,0,1,46.90715687204795,4,8,0,1
374,0,0,49.13565479933661,0,7,0,0
375,0,1,47.64269237418041,2,8,0,1
376,0,1,46.137835109769576,2,6,1,1
377,0,1,45.65051133967019,1,8,0,0
378,0,0,48.251319854133214,2,7,0,0
379,0,1,47.774996651385074,2,6,0,0
380,0,0,46.77738665863541,2,5,0,0
381,0,0,47.73115111732655,3,6,0,1
382,0,1,47.72542167480904,2,4,0,0
383,0,1,46.67124200790876,2,6,0,1
384,0,1,45.943955059873154,3,5,0,1
385,0,1,47.98079162763157,1,6,0,0
386,0,1,46.62518370749721,2,5,1,0
387,0,0,49.200038394126985,3,5,1,1
388,0,1,46.83085197186311,1,4,0,0
389,0,1,46.9062158987831,2,7,0,0
390,0,1,46.89138865586338,2,7,1,0
391,0,0,47.66293589845014,4,8,0,0
392,0,0,47.06797624125744,3,6,1,0
393,0,1,48.08875375189827,4,8,1,1
394,0,1,49.50577776718731,3,6,0,0
395,0,1,48.046662353282976,1,5,0,0
396,0,0,46.85737983204528,1,7,0,0
397,0,1,47.79496221373165,2,8,0,0
398,0,1,46.81942964177225,0,8,0,0
399,0,0,48.73943668966652,3,8,0,0
400,0,0,48.51972683885294,2,7,0,1
401,0,1,48.42667513228592,4,7,0,0
402,0,1,46.87749276147026,2,6,0,1
403,0,0,49.16603299639114,2,9,1,1
404,0,0,48.92477045279991,3,5,1,1
405,0,1,46.96967445571448,2,5,1,1
406,0,1,46.56152595607783,2,7,0,0
407,0,0,49.28190114459751,2,6,0,1
408,0,1,47.44118306560914,2,7,0,0
409,0,0,47.7460002017726,2,8,0,1
410,0,0,48.96841830993462,4,8,0,0
411,0,1,47.74592304035182,2,7,0,1
412,0,0,48.00804825458109,3,5,1,0
413,0,0,47.8163775126191,2,7,0,1
414,0,0,46.33284532381765,3,6,0,0
415,0,1,47.27204145228611,2,8,0,0
416,0,1,48.72692625835643,3,6,1,1
417,0,0,47.47039218898676,1,4,0,0
418,0,1,50.54620656400146,4,12,1,0
419,0,1,46.71190741928509,3,4,1,0
420,0,0,49.00898977841305,2,8,0,0
421,0,1,47.29950129473843,2,5,0,0
422,0,0,49.024446627662286,3,7,0,0
423,0,1,48.69647015478814,3,9,0,0
424,0,0,48.43096063912835,4,8,0,0
425,0,0,48.3295778721044,3,5,0,1
426,0,1,47.29261911038848,3,9,1,0
427,0,0,45.9600226728661,4,5,0,0
428,0,0,47.19077764503768,2,5,0,0
429,0,0,47.82192145714888,3,8,1,0
430,0,0,48.51456827523585,1,7,0,0
431,0,1,47.73739643077151,4,7,0,0
432,0,1,47.45129654989569,2,8,0,0
433,0,0,47.853225883396206,4,7,0,1
434,0,1,47.72211548605063,1,5,0,0
435,0,1,48.40929122136759,3,6,0,1
436,0,0,50.1794309316244,3,7,1,0
437,0,0,48.63099400816299,3,5,0,1
438,0,1,47.58314008545939,4,8,1,0
439,0,1,46.51792146966594,4,5,0,0
440,0,0,48.04458105535642,2,3,1,0
441,0,1,47.02722636945864,4,8,0,1
442,0,1,48.8200363447633,3,9,1,1
443,0,0,49.80322658443612,0,6,0,0
444,0,1,46.99015865717154,2,6,1,0
445,0,0,50.26270319582379,5,6,0,0
446,0,0,49.30147136371978,3,6,1,0
447,0,1,47.76696543568424,1,5,0,0
448,0,1,48.22141362624955,2,6,0,0
449,0,0,47.65019510457133,1,12,0,0
450,0,1,47.16346958529708,4,10,0,0
451,0,1,47.74735821754889,2,6,1,0
452,0,1,47.65227209487043,3,5,0,0
453,0,1,46.24586671291518,4,5,0,0
454,0,0,48.12007614216766,4,4,0,0
455,0,0,48.73549974258562,3,6,0,0
456,0,1,47.534269044215854,4,6,0,0
457,0,0,47.65418822521186,2,6,0,0
458,0,0,49.19028394931699,2,5,0,0
459,0,0,48.2498567475584,2,7,1,0
460,0,1,49.72571013501792,3,5,0,1
461,0,0,48.06440561282056,1,5,1,0
462,0,0,49.16558194788948,2,6,0,0
463,0,0,49.88823159640443,4,3,0,1
464,0,0,50.52608225716393,1,6,0,0
465,0,1,47.21286381058411,4,7,1,1
466,0,0,46.90508234420847,3,7,1,0
467,0,0,49.63975861025956,2,5,0,0
468,0,1,46.50610103683877,2,4,0,1
469,0,0,48.06208667747314,1,9,0,0
470,0,1,46.81966794637264,1,8,0,0
471,0,1,48.6888392880384,3,7,1,0
472,0,1,49.27927284250308,2,8,1,0
473,0,1,45.65078901005546,2,3,0,0
474,0,1,47.87888057013385,3,9,0,0
475,0,0,48.40827373638087,2,8,0,0
476,0,0,48.26401821550821,2,6,1,1
477,0,0,47.9513073607662,3,9,0,0
478,0,1,48.21401913573159,3,9,0,1
479,0,1,47.80913464081959,2,6,0,0
480,0,1,48.182067614470704,3,5,0,0
481,0,1,47.25407811091291,2,4,1,0
482,0,1,48.3248133116703,3,4,0,0
483,0,0,47.65848235886039,3,5,0,1
484,0,0,49.57537952858932,3,8,1,0
485,0,1,46.41234213880574,1,3,1,0
486,0,1,45.72354482126806,3,9,0,1
487,0,1,47.56224464951112,4,2,0,0
488,0,0,47.9462229583435,3,4,1,1
489,0,1,46.40908089002683,1,4,0,0
490,0,1,45.9670493982087,4,4,0,1
491,0,1,49.84405793008124,5,4,0,1
492,0,0,48.887932291573975,2,8,1,0
493,0,0,45.57641574082528,2,6,0,0
494,0,1,46.275449258931246,1,7,1,1
495,0,1,47.04142643863475,1,5,0,0
496,0,0,49.66482732015647,2,8,0,1
497,0,1,47.69984048594515,3,7,1,1
498,0,0,47.12330799802102,4,9,0,1
499,0,0,49.00855785610918,2,6,0,0
500,0,1,48.84434558329256,2,7,0,0
501,0,1,47.63499898167475,2,7,0,0
502,0,1,45.35359572271341,1,8,0,0
503,0,0,48.81716379063097,3,5,1,1
504,0,0,47.790939357673736,4,5,0,0
505,0,0,47.45281416802053,2,5,1,0
506,0,0,48.10032025409389,3,6,0,0
507,0,0,48.73874636165489,3,8,1,0
508,0,1,46.19393236330251,3,5,0,1
509,0,0,47.99331254873626,2,5,0,0
510,0,1,45.584169393722505,4,7,0,0
511,0,1,45.67577541308454,3,7,1,0
512,0,0,48.041261417153805,4,8,0,0
513,0,0,47.78291620346236,2,6,1,1
514,0,0,48.39518196194922,0,7,1,0
515,0,1,47.02620562370065,2,7,0,1
516,0,0,49.01032455743161,4,9,0,0
517,0,1,46.10248019245735,4,5,0,0
518,0,0,49.93501247410752,1,6,0,1
519,0,0,49.84805415433482,1,7,0,0
520,0,0,48.06153463032313,2,4,0,1
521,0,0,49.401079076832616,3,5,0,1
522,0,0,47.10084349192987,2,5,1,0
523,0,1,47.13238127103684,2,5,0,0
524,0,1,46.5811955859392,1,7,1,0
525,0,0,47.98506313699056,3,6,1,1
526,0,1,48.02730695735439,4,7,0,0
527,0,1,47.40049991124463,1,5,1,1
528,0,0,48.67050259143923,3,7,0,0
529,0,1,48.10685415423908,3,6,0,0
530,0,1,47.486112257465,4,5,0,0
531,0,0,48.78725572692869,4,8,0,0
532,0,1,47.52505092559403,2,7,0,0
533,0,1,47.6339056213228,4,2,0,1
534,0,1,47.69459819338688,3,7,0,0
535,0,0,47.7395633737399,3,8,0,0
536,0,1,48.045581306191394,2,8,0,0
537,0,0,47.15875693845938,1,6,1,1
538,0,1,47.14905979432226,2,4,0,0
539,0,0,48.46629583146293,2,7,0,0
540,0,0,47.512058949920586,2,7,0,0
541,0,1,46.609479000689255,4,7,0,0
542,0,1,46.7492598709677,3,7,0,1
543,0,0,45.39528785461536,2,6,0,0
544,0,1,46.15892252517404,4,7,0,1
545,0,0,49.35800639602789,5,8,1,1
546,0,0,47.90938253025361,3,8,0,1
547,0,1,46.455553762834896,2,3,0,1
548,0,0,47.884421131181966,3,7,1,0
549,0,0,48.2140174996249,2,8,1,0
550,0,0,47.122063059516265,3,5,1,0
551,0,0,49.913363977350286,2,8,1,0
552,0,1,45.85378406060052,1,4,0,0
553,0,0,48.58943457456832,3,8,0,0
554,0,0,49.89812610430188,3,7,0,0
555,0,1,47.98523908151473,1,7,1,0
556,0,1,48.714373268943966,3,7,1,1
557,0,1,47.2306471450846,2,6,0,0
558,0,1,48.17181684473903,3,9,1,1
559,0,1,48.22876643853928,2,8,0,0
560,0,0,47.954347966467054,3,7,0,0
561,0,1,48.21497180559373,1,8,0,0
562,0,1,46.69035845310248,2,8,0,0
563,0,0,48.30580581184516,4,4,0,0
564,0,1,48.00236206708672,2,7,1,0
565,0,0,48.430193948885865,1,6,0,1
566,0,1,48.2104067119446,4,3,0,0
567,0,1,46.45612138361477,2,6,0,1
568,0,0,49.25905166269049,2,6,0,0
569,0,0,47.736311328173095,3,7,0,0
570,0,0,47.3501546658778,4,6,0,0
571,0,1,47.27442702704404,4,6,1,1
572,0,1,46.88706208495616,2,7,0,0
573,0,0,48.80073131850138,3,7,0,1
574,0,1,46.45071724159823,4,9,1,0
575,0,0,48.383841396099065,4,7,0,0
576,0,0,50.40165761049368,2,5,1,1
577,0,0,48.94190348196634,4,7,0,1
578,0,0,47.33803043604134,2,3,1,0
579,0,0,49.8467514500382,5,7,0,0
580,0,1,49.07609964121176,2,3,0,1
581,0,0,47.07906257705172,2,5,1,1
582,0,1,48.31209964377716,3,5,0,0
583,0,0,47.579870723107405,2,8,0,1
584,0,0,47.63455175961591,2,7,1,1
585,0,0,49.1312713733669,2,6,1,0
586,0,1,48.54703140318842,3,5,0,0
587,0,0,49.05813526330173,2,7,1,0
588,0,0,47.01459274627435,2,8,1,0
589,0,1,46.60724935812267,1,9,1,0
590,0,0,46.107779530455154,4,7,0,0
591,0,0,46.89668573206538,3,6,0,0
592,0,0,48.366140013030616,3,5,0,0
593,0,0,48.24051573705776,3,8,0,0
594,0,1,47.326779717645984,4,9,1,1
595,0,0,46.494651139876005,2,4,0,1
596,0,1,47.05731322244887,2,8,0,1
597,0,0,47.53697388604176,3,4,1,1
598,0,1,47.30378157381878,1,5,0,1
599,0,1,46.14897597499128,3,4,1,0
600,0,1,46.47445452011981,2,7,0,0
601,0,1,46.83592236892672,1,7,0,0
602,0,1,48.564940349423495,3,3,0,0
603,0,1,46.2773311076737,2,5,0,0
604,0,1,49.17936964345948,3,8,0,1
605,0,1,46.85368388123232,1,10,0,1
606,0,0,48.08337349404595,3,4,0,0
607,0,1,48.81339235762473,1,7,1,0
608,0,0,47.42627748937359,3,7,0,0
609,0,0,48.41684950926008,2,9,0,0
610,0,1,47.40847964263764,4,9,0,0
611,0,0,48.27551275044402,2,6,1,1
612,0,1,46.40500580621456,2,5,0,0
613,0,1,47.35188461231198,4,8,1,0
614,0,1,47.14512522960708,2,5,0,0
615,0,1,47.962830924404166,3,10,1,1
616,0,0,46.50950500417528,4,3,0,0
617,0,1,46.70702618893324,3,6,1,1
618,0,0,46.6736771264011,3,5,0,0
619,0,1,47.91962235341836,3,7,0,1
620,0,1,46.05892260821844,2,5,1,0
621,0,0,47.86971420521259,1,6,0,1
622,0,0,49.37071102332398,3,6,0,0
623,0,0,49.98355277601807,3,6,1,0
624,0,0,49.96324530279579,2,7,0,0
625,0,0,48.91414896537188,2,6,1,0
626,0,1,47.4118681710584,2,10,1,0
627,0,1,47.01415992661451,3,7,1,0
628,0,1,48.86142119643596,2,5,0,0
629,0,1,47.34960694816726,4,5,0,0
630,0,0,46.62449411157969,3,5,0,1
631,0,1,47.17772506901121,4,5,0,0
